context: Lord Villar... response:	I'd like you to assist Starck in our battle against Waldlind.
context: N-No way!\Who is that Shadow-like knight?\Most likely, that's Milza Kuches.\So that's the Black Prince of Dartania.\If we're going to attack the Starck fortress,\our only option is to advance along a narrow one-way path along the shore.\However, these rocky hills tower over the path on its eastern side,\while there are ten ships with catapults moored in the sea to the west. response:	According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,
context: Who is that Shadow-like knight?\Most likely, that's Milza Kuches.\So that's the Black Prince of Dartania.\If we're going to attack the Starck fortress,\our only option is to advance along a narrow one-way path along the shore.\However, these rocky hills tower over the path on its eastern side,\while there are ten ships with catapults moored in the sea to the west.\According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies, response:	and are moored in nearby waters.
context: Most likely, that's Milza Kuches.\So that's the Black Prince of Dartania.\If we're going to attack the Starck fortress,\our only option is to advance along a narrow one-way path along the shore.\However, these rocky hills tower over the path on its eastern side,\while there are ten ships with catapults moored in the sea to the west.\According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,\and are moored in nearby waters. response:	It would be impossible to reach the peninsula by ship.
context: So that's the Black Prince of Dartania.\If we're going to attack the Starck fortress,\our only option is to advance along a narrow one-way path along the shore.\However, these rocky hills tower over the path on its eastern side,\while there are ten ships with catapults moored in the sea to the west.\According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,\and are moored in nearby waters.\It would be impossible to reach the peninsula by ship. response:	Even if we managed to get there, it won't be easy to defeat Milza.
context: If we're going to attack the Starck fortress,\our only option is to advance along a narrow one-way path along the shore.\However, these rocky hills tower over the path on its eastern side,\while there are ten ships with catapults moored in the sea to the west.\According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,\and are moored in nearby waters.\It would be impossible to reach the peninsula by ship.\Even if we managed to get there, it won't be easy to defeat Milza. response:	What if we climbed the hills, and attacked the fortress from the ridge?
context: our only option is to advance along a narrow one-way path along the shore.\However, these rocky hills tower over the path on its eastern side,\while there are ten ships with catapults moored in the sea to the west.\According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,\and are moored in nearby waters.\It would be impossible to reach the peninsula by ship.\Even if we managed to get there, it won't be easy to defeat Milza.\What if we climbed the hills, and attacked the fortress from the ridge? response:	But if we climb those hills,
context: However, these rocky hills tower over the path on its eastern side,\while there are ten ships with catapults moored in the sea to the west.\According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,\and are moored in nearby waters.\It would be impossible to reach the peninsula by ship.\Even if we managed to get there, it won't be easy to defeat Milza.\What if we climbed the hills, and attacked the fortress from the ridge?\But if we climb those hills, response:	we'll be forced to leave our horses and armor behind.
context: while there are ten ships with catapults moored in the sea to the west.\According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,\and are moored in nearby waters.\It would be impossible to reach the peninsula by ship.\Even if we managed to get there, it won't be easy to defeat Milza.\What if we climbed the hills, and attacked the fortress from the ridge?\But if we climb those hills,\we'll be forced to leave our horses and armor behind. response:	I do have one idea.
context: According to my sources, a Dartanian fleet is providing Lord Pavel with food and supplies,\and are moored in nearby waters.\It would be impossible to reach the peninsula by ship.\Even if we managed to get there, it won't be easy to defeat Milza.\What if we climbed the hills, and attacked the fortress from the ridge?\But if we climb those hills,\we'll be forced to leave our horses and armor behind.\I do have one idea. response:	In this wetland known as the Rotten Sea,
context: and are moored in nearby waters.\It would be impossible to reach the peninsula by ship.\Even if we managed to get there, it won't be easy to defeat Milza.\What if we climbed the hills, and attacked the fortress from the ridge?\But if we climb those hills,\we'll be forced to leave our horses and armor behind.\I do have one idea.\In this wetland known as the Rotten Sea, response:	a form of Chaos Hazard called miasma appears frequently.
context: It would be impossible to reach the peninsula by ship.\Even if we managed to get there, it won't be easy to defeat Milza.\What if we climbed the hills, and attacked the fortress from the ridge?\But if we climb those hills,\we'll be forced to leave our horses and armor behind.\I do have one idea.\In this wetland known as the Rotten Sea,\a form of Chaos Hazard called miasma appears frequently. response:	This miasma can also be generated artificially, I believe.
context: Even if we managed to get there, it won't be easy to defeat Milza.\What if we climbed the hills, and attacked the fortress from the ridge?\But if we climb those hills,\we'll be forced to leave our horses and armor behind.\I do have one idea.\In this wetland known as the Rotten Sea,\a form of Chaos Hazard called miasma appears frequently.\This miasma can also be generated artificially, I believe. response:	So you're going to generate miasma, and then what?
context: What if we climbed the hills, and attacked the fortress from the ridge?\But if we climb those hills,\we'll be forced to leave our horses and armor behind.\I do have one idea.\In this wetland known as the Rotten Sea,\a form of Chaos Hazard called miasma appears frequently.\This miasma can also be generated artificially, I believe.\So you're going to generate miasma, and then what? response:	Let the wind carry it into the Isthmus of Penelope.
context: But if we climb those hills,\we'll be forced to leave our horses and armor behind.\I do have one idea.\In this wetland known as the Rotten Sea,\a form of Chaos Hazard called miasma appears frequently.\This miasma can also be generated artificially, I believe.\So you're going to generate miasma, and then what?\Let the wind carry it into the Isthmus of Penelope. response:	The soldiers will be forced to either forfeit the castle or succumb to the miasma.
context: we'll be forced to leave our horses and armor behind.\I do have one idea.\In this wetland known as the Rotten Sea,\a form of Chaos Hazard called miasma appears frequently.\This miasma can also be generated artificially, I believe.\So you're going to generate miasma, and then what?\Let the wind carry it into the Isthmus of Penelope.\The soldiers will be forced to either forfeit the castle or succumb to the miasma. response:	Then, if we time our attack for when the miasma clears,
context: I do have one idea.\In this wetland known as the Rotten Sea,\a form of Chaos Hazard called miasma appears frequently.\This miasma can also be generated artificially, I believe.\So you're going to generate miasma, and then what?\Let the wind carry it into the Isthmus of Penelope.\The soldiers will be forced to either forfeit the castle or succumb to the miasma.\Then, if we time our attack for when the miasma clears, response:	even the strongest of fortresses will be sure to fall in an instant.
context: In this wetland known as the Rotten Sea,\a form of Chaos Hazard called miasma appears frequently.\This miasma can also be generated artificially, I believe.\So you're going to generate miasma, and then what?\Let the wind carry it into the Isthmus of Penelope.\The soldiers will be forced to either forfeit the castle or succumb to the miasma.\Then, if we time our attack for when the miasma clears,\even the strongest of fortresses will be sure to fall in an instant. response:	Using Chaos Hazard is a violation of the Lords' Code!
context: a form of Chaos Hazard called miasma appears frequently.\This miasma can also be generated artificially, I believe.\So you're going to generate miasma, and then what?\Let the wind carry it into the Isthmus of Penelope.\The soldiers will be forced to either forfeit the castle or succumb to the miasma.\Then, if we time our attack for when the miasma clears,\even the strongest of fortresses will be sure to fall in an instant.\Using Chaos Hazard is a violation of the Lords' Code! response:	If we don't fight fair and square, even if we were to win
context: This miasma can also be generated artificially, I believe.\So you're going to generate miasma, and then what?\Let the wind carry it into the Isthmus of Penelope.\The soldiers will be forced to either forfeit the castle or succumb to the miasma.\Then, if we time our attack for when the miasma clears,\even the strongest of fortresses will be sure to fall in an instant.\Using Chaos Hazard is a violation of the Lords' Code!\If we don't fight fair and square, even if we were to win response:	It's a good strategy.
context: So you're going to generate miasma, and then what?\Let the wind carry it into the Isthmus of Penelope.\The soldiers will be forced to either forfeit the castle or succumb to the miasma.\Then, if we time our attack for when the miasma clears,\even the strongest of fortresses will be sure to fall in an instant.\Using Chaos Hazard is a violation of the Lords' Code!\If we don't fight fair and square, even if we were to win\It's a good strategy. response:	- What? - Lady Marrine!
context: Let the wind carry it into the Isthmus of Penelope.\The soldiers will be forced to either forfeit the castle or succumb to the miasma.\Then, if we time our attack for when the miasma clears,\even the strongest of fortresses will be sure to fall in an instant.\Using Chaos Hazard is a violation of the Lords' Code!\If we don't fight fair and square, even if we were to win\It's a good strategy.\- What? - Lady Marrine! response:	Won't Waldlind come under fire for using dirty tactics to win?
context: The soldiers will be forced to either forfeit the castle or succumb to the miasma.\Then, if we time our attack for when the miasma clears,\even the strongest of fortresses will be sure to fall in an instant.\Using Chaos Hazard is a violation of the Lords' Code!\If we don't fight fair and square, even if we were to win\It's a good strategy.\- What? - Lady Marrine!\Won't Waldlind come under fire for using dirty tactics to win? response:	I have no intention of becoming a virtuous but inept leader.
context: Then, if we time our attack for when the miasma clears,\even the strongest of fortresses will be sure to fall in an instant.\Using Chaos Hazard is a violation of the Lords' Code!\If we don't fight fair and square, even if we were to win\It's a good strategy.\- What? - Lady Marrine!\Won't Waldlind come under fire for using dirty tactics to win?\I have no intention of becoming a virtuous but inept leader. response:	Even if I should incur infamy far and wide, I intend to hold sway over the continent!
context: even the strongest of fortresses will be sure to fall in an instant.\Using Chaos Hazard is a violation of the Lords' Code!\If we don't fight fair and square, even if we were to win\It's a good strategy.\- What? - Lady Marrine!\Won't Waldlind come under fire for using dirty tactics to win?\I have no intention of becoming a virtuous but inept leader.\Even if I should incur infamy far and wide, I intend to hold sway over the continent! response:	If you're prepared, then we will obey your command and fight.
context: Using Chaos Hazard is a violation of the Lords' Code!\If we don't fight fair and square, even if we were to win\It's a good strategy.\- What? - Lady Marrine!\Won't Waldlind come under fire for using dirty tactics to win?\I have no intention of becoming a virtuous but inept leader.\Even if I should incur infamy far and wide, I intend to hold sway over the continent!\If you're prepared, then we will obey your command and fight. response:	Then, I command you!
context: If we don't fight fair and square, even if we were to win\It's a good strategy.\- What? - Lady Marrine!\Won't Waldlind come under fire for using dirty tactics to win?\I have no intention of becoming a virtuous but inept leader.\Even if I should incur infamy far and wide, I intend to hold sway over the continent!\If you're prepared, then we will obey your command and fight.\Then, I command you! response:	Viscount Pavel Murado, and the Lords and soldiers allied to him,
context: It's a good strategy.\- What? - Lady Marrine!\Won't Waldlind come under fire for using dirty tactics to win?\I have no intention of becoming a virtuous but inept leader.\Even if I should incur infamy far and wide, I intend to hold sway over the continent!\If you're prepared, then we will obey your command and fight.\Then, I command you!\Viscount Pavel Murado, and the Lords and soldiers allied to him, response:	will not be allowed to surrender.
context: - What? - Lady Marrine!\Won't Waldlind come under fire for using dirty tactics to win?\I have no intention of becoming a virtuous but inept leader.\Even if I should incur infamy far and wide, I intend to hold sway over the continent!\If you're prepared, then we will obey your command and fight.\Then, I command you!\Viscount Pavel Murado, and the Lords and soldiers allied to him,\will not be allowed to surrender. response:	Half-baked benevolence will be seen as weakness on our part.
context: Won't Waldlind come under fire for using dirty tactics to win?\I have no intention of becoming a virtuous but inept leader.\Even if I should incur infamy far and wide, I intend to hold sway over the continent!\If you're prepared, then we will obey your command and fight.\Then, I command you!\Viscount Pavel Murado, and the Lords and soldiers allied to him,\will not be allowed to surrender.\Half-baked benevolence will be seen as weakness on our part. response:	Show the world what becomes of those who defy Waldlind,
context: I have no intention of becoming a virtuous but inept leader.\Even if I should incur infamy far and wide, I intend to hold sway over the continent!\If you're prepared, then we will obey your command and fight.\Then, I command you!\Viscount Pavel Murado, and the Lords and soldiers allied to him,\will not be allowed to surrender.\Half-baked benevolence will be seen as weakness on our part.\Show the world what becomes of those who defy Waldlind, response:	and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!
context: Even if I should incur infamy far and wide, I intend to hold sway over the continent!\If you're prepared, then we will obey your command and fight.\Then, I command you!\Viscount Pavel Murado, and the Lords and soldiers allied to him,\will not be allowed to surrender.\Half-baked benevolence will be seen as weakness on our part.\Show the world what becomes of those who defy Waldlind,\and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death! response:	As you wish!
context: If you're prepared, then we will obey your command and fight.\Then, I command you!\Viscount Pavel Murado, and the Lords and soldiers allied to him,\will not be allowed to surrender.\Half-baked benevolence will be seen as weakness on our part.\Show the world what becomes of those who defy Waldlind,\and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!\As you wish! response:	I have a favor to ask of you.
context: Then, I command you!\Viscount Pavel Murado, and the Lords and soldiers allied to him,\will not be allowed to surrender.\Half-baked benevolence will be seen as weakness on our part.\Show the world what becomes of those who defy Waldlind,\and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!\As you wish!\I have a favor to ask of you. response:	What is it?
context: Viscount Pavel Murado, and the Lords and soldiers allied to him,\will not be allowed to surrender.\Half-baked benevolence will be seen as weakness on our part.\Show the world what becomes of those who defy Waldlind,\and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!\As you wish!\I have a favor to ask of you.\What is it? response:	I want you to contact Milza, the Prince of Dartania.
context: will not be allowed to surrender.\Half-baked benevolence will be seen as weakness on our part.\Show the world what becomes of those who defy Waldlind,\and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!\As you wish!\I have a favor to ask of you.\What is it?\I want you to contact Milza, the Prince of Dartania. response:	It's almost time for the wind to change direction...
context: Half-baked benevolence will be seen as weakness on our part.\Show the world what becomes of those who defy Waldlind,\and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!\As you wish!\I have a favor to ask of you.\What is it?\I want you to contact Milza, the Prince of Dartania.\It's almost time for the wind to change direction... response:	Now, then, let's begin.
context: Show the world what becomes of those who defy Waldlind,\and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!\As you wish!\I have a favor to ask of you.\What is it?\I want you to contact Milza, the Prince of Dartania.\It's almost time for the wind to change direction...\Now, then, let's begin. response:	A lake bed is a silent thing.
context: and force the indecisive Lords of Bultava and Ozeri to choose either subjugation or death!\As you wish!\I have a favor to ask of you.\What is it?\I want you to contact Milza, the Prince of Dartania.\It's almost time for the wind to change direction...\Now, then, let's begin.\A lake bed is a silent thing. response:	Yet, at times, it becomes a vacillating swell.
context: As you wish!\I have a favor to ask of you.\What is it?\I want you to contact Milza, the Prince of Dartania.\It's almost time for the wind to change direction...\Now, then, let's begin.\A lake bed is a silent thing.\Yet, at times, it becomes a vacillating swell. response:	Swirl!
context: I have a favor to ask of you.\What is it?\I want you to contact Milza, the Prince of Dartania.\It's almost time for the wind to change direction...\Now, then, let's begin.\A lake bed is a silent thing.\Yet, at times, it becomes a vacillating swell.\Swirl! response:	Red poison, sweet poison,
context: What is it?\I want you to contact Milza, the Prince of Dartania.\It's almost time for the wind to change direction...\Now, then, let's begin.\A lake bed is a silent thing.\Yet, at times, it becomes a vacillating swell.\Swirl!\Red poison, sweet poison, response:	The poison stagnating in the mud consume each other.
context: I want you to contact Milza, the Prince of Dartania.\It's almost time for the wind to change direction...\Now, then, let's begin.\A lake bed is a silent thing.\Yet, at times, it becomes a vacillating swell.\Swirl!\Red poison, sweet poison,\The poison stagnating in the mud consume each other. response:	Poison becomes foam, fog, then haze, and is carried by the wind.
context: It's almost time for the wind to change direction...\Now, then, let's begin.\A lake bed is a silent thing.\Yet, at times, it becomes a vacillating swell.\Swirl!\Red poison, sweet poison,\The poison stagnating in the mud consume each other.\Poison becomes foam, fog, then haze, and is carried by the wind. response:	Rise up!
context: Now, then, let's begin.\A lake bed is a silent thing.\Yet, at times, it becomes a vacillating swell.\Swirl!\Red poison, sweet poison,\The poison stagnating in the mud consume each other.\Poison becomes foam, fog, then haze, and is carried by the wind.\Rise up! response:	Are you all right?
context: A lake bed is a silent thing.\Yet, at times, it becomes a vacillating swell.\Swirl!\Red poison, sweet poison,\The poison stagnating in the mud consume each other.\Poison becomes foam, fog, then haze, and is carried by the wind.\Rise up!\Are you all right? response:	I just learned firsthand how overpowering miasma can be.
context: Yet, at times, it becomes a vacillating swell.\Swirl!\Red poison, sweet poison,\The poison stagnating in the mud consume each other.\Poison becomes foam, fog, then haze, and is carried by the wind.\Rise up!\Are you all right?\I just learned firsthand how overpowering miasma can be. response:	Meaning there's no question that the fortress soldiers will be incapacitated.
context: Swirl!\Red poison, sweet poison,\The poison stagnating in the mud consume each other.\Poison becomes foam, fog, then haze, and is carried by the wind.\Rise up!\Are you all right?\I just learned firsthand how overpowering miasma can be.\Meaning there's no question that the fortress soldiers will be incapacitated. response:	Miasma! Miasma's coming this way!
context: Red poison, sweet poison,\The poison stagnating in the mud consume each other.\Poison becomes foam, fog, then haze, and is carried by the wind.\Rise up!\Are you all right?\I just learned firsthand how overpowering miasma can be.\Meaning there's no question that the fortress soldiers will be incapacitated.\Miasma! Miasma's coming this way! response:	Cover your mouths with cloths! Hang in there until the miasma's gone!
context: The poison stagnating in the mud consume each other.\Poison becomes foam, fog, then haze, and is carried by the wind.\Rise up!\Are you all right?\I just learned firsthand how overpowering miasma can be.\Meaning there's no question that the fortress soldiers will be incapacitated.\Miasma! Miasma's coming this way!\Cover your mouths with cloths! Hang in there until the miasma's gone! response:	The wind will change direction eventually!
context: Poison becomes foam, fog, then haze, and is carried by the wind.\Rise up!\Are you all right?\I just learned firsthand how overpowering miasma can be.\Meaning there's no question that the fortress soldiers will be incapacitated.\Miasma! Miasma's coming this way!\Cover your mouths with cloths! Hang in there until the miasma's gone!\The wind will change direction eventually! response:	If only we had Lord Milza's help...
context: Rise up!\Are you all right?\I just learned firsthand how overpowering miasma can be.\Meaning there's no question that the fortress soldiers will be incapacitated.\Miasma! Miasma's coming this way!\Cover your mouths with cloths! Hang in there until the miasma's gone!\The wind will change direction eventually!\If only we had Lord Milza's help... response:	How unfortunate for you.
context: Are you all right?\I just learned firsthand how overpowering miasma can be.\Meaning there's no question that the fortress soldiers will be incapacitated.\Miasma! Miasma's coming this way!\Cover your mouths with cloths! Hang in there until the miasma's gone!\The wind will change direction eventually!\If only we had Lord Milza's help...\How unfortunate for you. response:	Is this...
context: I just learned firsthand how overpowering miasma can be.\Meaning there's no question that the fortress soldiers will be incapacitated.\Miasma! Miasma's coming this way!\Cover your mouths with cloths! Hang in there until the miasma's gone!\The wind will change direction eventually!\If only we had Lord Milza's help...\How unfortunate for you.\Is this... response:	It is the Kreische clan's style to fight rationally, that is all.
context: Meaning there's no question that the fortress soldiers will be incapacitated.\Miasma! Miasma's coming this way!\Cover your mouths with cloths! Hang in there until the miasma's gone!\The wind will change direction eventually!\If only we had Lord Milza's help...\How unfortunate for you.\Is this...\It is the Kreische clan's style to fight rationally, that is all. response:	Viscount Pavel Murado.
context: Miasma! Miasma's coming this way!\Cover your mouths with cloths! Hang in there until the miasma's gone!\The wind will change direction eventually!\If only we had Lord Milza's help...\How unfortunate for you.\Is this...\It is the Kreische clan's style to fight rationally, that is all.\Viscount Pavel Murado. response:	I receive thy Crest as my own.
context: Cover your mouths with cloths! Hang in there until the miasma's gone!\The wind will change direction eventually!\If only we had Lord Milza's help...\How unfortunate for you.\Is this...\It is the Kreische clan's style to fight rationally, that is all.\Viscount Pavel Murado.\I receive thy Crest as my own. response:	Not what I was expecting, but entertaining.
context: The wind will change direction eventually!\If only we had Lord Milza's help...\How unfortunate for you.\Is this...\It is the Kreische clan's style to fight rationally, that is all.\Viscount Pavel Murado.\I receive thy Crest as my own.\Not what I was expecting, but entertaining. response:	Who are you?
context: If only we had Lord Milza's help...\How unfortunate for you.\Is this...\It is the Kreische clan's style to fight rationally, that is all.\Viscount Pavel Murado.\I receive thy Crest as my own.\Not what I was expecting, but entertaining.\Who are you? response:	I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.
context: How unfortunate for you.\Is this...\It is the Kreische clan's style to fight rationally, that is all.\Viscount Pavel Murado.\I receive thy Crest as my own.\Not what I was expecting, but entertaining.\Who are you?\I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla. response:	The same, Kamhi.
context: Is this...\It is the Kreische clan's style to fight rationally, that is all.\Viscount Pavel Murado.\I receive thy Crest as my own.\Not what I was expecting, but entertaining.\Who are you?\I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.\The same, Kamhi. response:	What do you want?
context: It is the Kreische clan's style to fight rationally, that is all.\Viscount Pavel Murado.\I receive thy Crest as my own.\Not what I was expecting, but entertaining.\Who are you?\I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.\The same, Kamhi.\What do you want? response:	Lord Milza, our mistress would like to meet with you.
context: Viscount Pavel Murado.\I receive thy Crest as my own.\Not what I was expecting, but entertaining.\Who are you?\I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.\The same, Kamhi.\What do you want?\Lord Milza, our mistress would like to meet with you. response:	The Alliance leader, meet with me?
context: I receive thy Crest as my own.\Not what I was expecting, but entertaining.\Who are you?\I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.\The same, Kamhi.\What do you want?\Lord Milza, our mistress would like to meet with you.\The Alliance leader, meet with me? response:	I wonder what Alexis would think if he hears about this battle...
context: Not what I was expecting, but entertaining.\Who are you?\I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.\The same, Kamhi.\What do you want?\Lord Milza, our mistress would like to meet with you.\The Alliance leader, meet with me?\I wonder what Alexis would think if he hears about this battle... response:	My lady.
context: Who are you?\I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.\The same, Kamhi.\What do you want?\Lord Milza, our mistress would like to meet with you.\The Alliance leader, meet with me?\I wonder what Alexis would think if he hears about this battle...\My lady. response:	Enter.
context: I am Waldlind Margrave Marrine Kreische's lady-in-waiting, Layla.\The same, Kamhi.\What do you want?\Lord Milza, our mistress would like to meet with you.\The Alliance leader, meet with me?\I wonder what Alexis would think if he hears about this battle...\My lady.\Enter. response:	So what did Crown Prince Milza say?
context: The same, Kamhi.\What do you want?\Lord Milza, our mistress would like to meet with you.\The Alliance leader, meet with me?\I wonder what Alexis would think if he hears about this battle...\My lady.\Enter.\So what did Crown Prince Milza say? response:	He said he'd like to meet directly with you right away.
context: What do you want?\Lord Milza, our mistress would like to meet with you.\The Alliance leader, meet with me?\I wonder what Alexis would think if he hears about this battle...\My lady.\Enter.\So what did Crown Prince Milza say?\He said he'd like to meet directly with you right away. response:	However, we were told to bring you alone.
context: Lord Milza, our mistress would like to meet with you.\The Alliance leader, meet with me?\I wonder what Alexis would think if he hears about this battle...\My lady.\Enter.\So what did Crown Prince Milza say?\He said he'd like to meet directly with you right away.\However, we were told to bring you alone. response:	Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.
context: The Alliance leader, meet with me?\I wonder what Alexis would think if he hears about this battle...\My lady.\Enter.\So what did Crown Prince Milza say?\He said he'd like to meet directly with you right away.\However, we were told to bring you alone.\Unless we bring Dartania into the Alliance fold, we can never defeat Altirk. response:	Villar Constance...
context: I wonder what Alexis would think if he hears about this battle...\My lady.\Enter.\So what did Crown Prince Milza say?\He said he'd like to meet directly with you right away.\However, we were told to bring you alone.\Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.\Villar Constance... response:	Turns out he did not have what it takes to rule.
context: My lady.\Enter.\So what did Crown Prince Milza say?\He said he'd like to meet directly with you right away.\However, we were told to bring you alone.\Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.\Villar Constance...\Turns out he did not have what it takes to rule. response:	I have no use for anyone who lacks the will to unite the continent.
context: Enter.\So what did Crown Prince Milza say?\He said he'd like to meet directly with you right away.\However, we were told to bring you alone.\Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.\Villar Constance...\Turns out he did not have what it takes to rule.\I have no use for anyone who lacks the will to unite the continent. response:	Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.
context: So what did Crown Prince Milza say?\He said he'd like to meet directly with you right away.\However, we were told to bring you alone.\Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.\Villar Constance...\Turns out he did not have what it takes to rule.\I have no use for anyone who lacks the will to unite the continent.\Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische. response:	I am Milza Kuches, Crown Prince of Dartania.
context: He said he'd like to meet directly with you right away.\However, we were told to bring you alone.\Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.\Villar Constance...\Turns out he did not have what it takes to rule.\I have no use for anyone who lacks the will to unite the continent.\Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.\I am Milza Kuches, Crown Prince of Dartania. response:	I hear you seek my aid in uniting the continent.
context: However, we were told to bring you alone.\Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.\Villar Constance...\Turns out he did not have what it takes to rule.\I have no use for anyone who lacks the will to unite the continent.\Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.\I am Milza Kuches, Crown Prince of Dartania.\I hear you seek my aid in uniting the continent. response:	Yes.
context: Unless we bring Dartania into the Alliance fold, we can never defeat Altirk.\Villar Constance...\Turns out he did not have what it takes to rule.\I have no use for anyone who lacks the will to unite the continent.\Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.\I am Milza Kuches, Crown Prince of Dartania.\I hear you seek my aid in uniting the continent.\Yes. response:	My father, Matthias, and I have inherited the dream envisioned by my grandfather.
context: Villar Constance...\Turns out he did not have what it takes to rule.\I have no use for anyone who lacks the will to unite the continent.\Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.\I am Milza Kuches, Crown Prince of Dartania.\I hear you seek my aid in uniting the continent.\Yes.\My father, Matthias, and I have inherited the dream envisioned by my grandfather. response:	To unite the continent, and merge all Crests.
context: Turns out he did not have what it takes to rule.\I have no use for anyone who lacks the will to unite the continent.\Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.\I am Milza Kuches, Crown Prince of Dartania.\I hear you seek my aid in uniting the continent.\Yes.\My father, Matthias, and I have inherited the dream envisioned by my grandfather.\To unite the continent, and merge all Crests. response:	If the legend is true, the era of Chaos will come to an end by doing so.
context: I have no use for anyone who lacks the will to unite the continent.\Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.\I am Milza Kuches, Crown Prince of Dartania.\I hear you seek my aid in uniting the continent.\Yes.\My father, Matthias, and I have inherited the dream envisioned by my grandfather.\To unite the continent, and merge all Crests.\If the legend is true, the era of Chaos will come to an end by doing so. response:	I have been told that you desire to do the same.
context: Announcing the Margrave of Waldlind, Factory Alliance leader, Lady Marrine Kreische.\I am Milza Kuches, Crown Prince of Dartania.\I hear you seek my aid in uniting the continent.\Yes.\My father, Matthias, and I have inherited the dream envisioned by my grandfather.\To unite the continent, and merge all Crests.\If the legend is true, the era of Chaos will come to an end by doing so.\I have been told that you desire to do the same. response:	Well, I'm not so sure.
context: I am Milza Kuches, Crown Prince of Dartania.\I hear you seek my aid in uniting the continent.\Yes.\My father, Matthias, and I have inherited the dream envisioned by my grandfather.\To unite the continent, and merge all Crests.\If the legend is true, the era of Chaos will come to an end by doing so.\I have been told that you desire to do the same.\Well, I'm not so sure. response:	I've been told how you met and fell in love with Alexis Doucet.
context: I hear you seek my aid in uniting the continent.\Yes.\My father, Matthias, and I have inherited the dream envisioned by my grandfather.\To unite the continent, and merge all Crests.\If the legend is true, the era of Chaos will come to an end by doing so.\I have been told that you desire to do the same.\Well, I'm not so sure.\I've been told how you met and fell in love with Alexis Doucet. response:	That's all in the past.
context: Yes.\My father, Matthias, and I have inherited the dream envisioned by my grandfather.\To unite the continent, and merge all Crests.\If the legend is true, the era of Chaos will come to an end by doing so.\I have been told that you desire to do the same.\Well, I'm not so sure.\I've been told how you met and fell in love with Alexis Doucet.\That's all in the past. response:	Let's not kid ourselves, shall we?
context: My father, Matthias, and I have inherited the dream envisioned by my grandfather.\To unite the continent, and merge all Crests.\If the legend is true, the era of Chaos will come to an end by doing so.\I have been told that you desire to do the same.\Well, I'm not so sure.\I've been told how you met and fell in love with Alexis Doucet.\That's all in the past.\Let's not kid ourselves, shall we? response:	I don't care if it's only for tonight.
context: To unite the continent, and merge all Crests.\If the legend is true, the era of Chaos will come to an end by doing so.\I have been told that you desire to do the same.\Well, I'm not so sure.\I've been told how you met and fell in love with Alexis Doucet.\That's all in the past.\Let's not kid ourselves, shall we?\I don't care if it's only for tonight. response:	I will make you my conquest.
context: If the legend is true, the era of Chaos will come to an end by doing so.\I have been told that you desire to do the same.\Well, I'm not so sure.\I've been told how you met and fell in love with Alexis Doucet.\That's all in the past.\Let's not kid ourselves, shall we?\I don't care if it's only for tonight.\I will make you my conquest. response:	H-How vulgar!
