context: Good morning, Rizel... response:	Good morning, Princess.
context: You're still not leaving?\Gaul, don't be in such a panic.\We won't find find them if we go looking\without any information.\Prince, we're in touch with Biscotti\and Pastillage and gathering information.\Gaul-sama!\The search team is all ready in the courtyard! response:	We can leave whenever!
context: Gaul, don't be in such a panic.\We won't find find them if we go looking\without any information.\Prince, we're in touch with Biscotti\and Pastillage and gathering information.\Gaul-sama!\The search team is all ready in the courtyard!\We can leave whenever! response:	Yeah!
context: We won't find find them if we go looking\without any information.\Prince, we're in touch with Biscotti\and Pastillage and gathering information.\Gaul-sama!\The search team is all ready in the courtyard!\We can leave whenever!\Yeah! response:	I'll let my sister and the generals use their heads.
context: without any information.\Prince, we're in touch with Biscotti\and Pastillage and gathering information.\Gaul-sama!\The search team is all ready in the courtyard!\We can leave whenever!\Yeah!\I'll let my sister and the generals use their heads. response:	I'll use my legs to find them!
context: Prince, we're in touch with Biscotti\and Pastillage and gathering information.\Gaul-sama!\The search team is all ready in the courtyard!\We can leave whenever!\Yeah!\I'll let my sister and the generals use their heads.\I'll use my legs to find them! response:	But...
context: and Pastillage and gathering information.\Gaul-sama!\The search team is all ready in the courtyard!\We can leave whenever!\Yeah!\I'll let my sister and the generals use their heads.\I'll use my legs to find them!\But... response:	It's fine.
context: Gaul-sama!\The search team is all ready in the courtyard!\We can leave whenever!\Yeah!\I'll let my sister and the generals use their heads.\I'll use my legs to find them!\But...\It's fine. response:	Gaul.
context: The search team is all ready in the courtyard!\We can leave whenever!\Yeah!\I'll let my sister and the generals use their heads.\I'll use my legs to find them!\But...\It's fine.\Gaul. response:	I'll allow you to go ahead.
context: We can leave whenever!\Yeah!\I'll let my sister and the generals use their heads.\I'll use my legs to find them!\But...\It's fine.\Gaul.\I'll allow you to go ahead. response:	Find clues as to the Heroes' whereabouts.
context: Yeah!\I'll let my sister and the generals use their heads.\I'll use my legs to find them!\But...\It's fine.\Gaul.\I'll allow you to go ahead.\Find clues as to the Heroes' whereabouts. response:	Right.
context: I'll let my sister and the generals use their heads.\I'll use my legs to find them!\But...\It's fine.\Gaul.\I'll allow you to go ahead.\Find clues as to the Heroes' whereabouts.\Right. response:	I guess we don't have a choice.
context: I'll use my legs to find them!\But...\It's fine.\Gaul.\I'll allow you to go ahead.\Find clues as to the Heroes' whereabouts.\Right.\I guess we don't have a choice. response:	General Godwin.
context: But...\It's fine.\Gaul.\I'll allow you to go ahead.\Find clues as to the Heroes' whereabouts.\Right.\I guess we don't have a choice.\General Godwin. response:	Go with the prince.
context: It's fine.\Gaul.\I'll allow you to go ahead.\Find clues as to the Heroes' whereabouts.\Right.\I guess we don't have a choice.\General Godwin.\Go with the prince. response:	Right!
context: Gaul.\I'll allow you to go ahead.\Find clues as to the Heroes' whereabouts.\Right.\I guess we don't have a choice.\General Godwin.\Go with the prince.\Right! response:	An accident during the summoning?
context: I'll allow you to go ahead.\Find clues as to the Heroes' whereabouts.\Right.\I guess we don't have a choice.\General Godwin.\Go with the prince.\Right!\An accident during the summoning? response:	Normally that's impossible,
context: Find clues as to the Heroes' whereabouts.\Right.\I guess we don't have a choice.\General Godwin.\Go with the prince.\Right!\An accident during the summoning?\Normally that's impossible, response:	but it may be the reason they landed off course.
context: Right.\I guess we don't have a choice.\General Godwin.\Go with the prince.\Right!\An accident during the summoning?\Normally that's impossible,\but it may be the reason they landed off course. response:	Biscotti and Galette have
context: I guess we don't have a choice.\General Godwin.\Go with the prince.\Right!\An accident during the summoning?\Normally that's impossible,\but it may be the reason they landed off course.\Biscotti and Galette have response:	already sent out search parties.
context: General Godwin.\Go with the prince.\Right!\An accident during the summoning?\Normally that's impossible,\but it may be the reason they landed off course.\Biscotti and Galette have\already sent out search parties. response:	Pastillage can move the fastest through the sky.
context: Go with the prince.\Right!\An accident during the summoning?\Normally that's impossible,\but it may be the reason they landed off course.\Biscotti and Galette have\already sent out search parties.\Pastillage can move the fastest through the sky. response:	Kuu-sama.
context: Right!\An accident during the summoning?\Normally that's impossible,\but it may be the reason they landed off course.\Biscotti and Galette have\already sent out search parties.\Pastillage can move the fastest through the sky.\Kuu-sama. response:	Yup.
context: An accident during the summoning?\Normally that's impossible,\but it may be the reason they landed off course.\Biscotti and Galette have\already sent out search parties.\Pastillage can move the fastest through the sky.\Kuu-sama.\Yup. response:	We're ready for you to go whenever.
context: Normally that's impossible,\but it may be the reason they landed off course.\Biscotti and Galette have\already sent out search parties.\Pastillage can move the fastest through the sky.\Kuu-sama.\Yup.\We're ready for you to go whenever. response:	Then let's go!
context: but it may be the reason they landed off course.\Biscotti and Galette have\already sent out search parties.\Pastillage can move the fastest through the sky.\Kuu-sama.\Yup.\We're ready for you to go whenever.\Then let's go! response:	Find the Heroes, Shinku and Nanami,
context: Biscotti and Galette have\already sent out search parties.\Pastillage can move the fastest through the sky.\Kuu-sama.\Yup.\We're ready for you to go whenever.\Then let's go!\Find the Heroes, Shinku and Nanami, response:	as fast as you can!
context: already sent out search parties.\Pastillage can move the fastest through the sky.\Kuu-sama.\Yup.\We're ready for you to go whenever.\Then let's go!\Find the Heroes, Shinku and Nanami,\as fast as you can! response:	Yes!
context: Pastillage can move the fastest through the sky.\Kuu-sama.\Yup.\We're ready for you to go whenever.\Then let's go!\Find the Heroes, Shinku and Nanami,\as fast as you can!\Yes! response:	Rebecca, we'll go looking for them from the sky, too.
context: Kuu-sama.\Yup.\We're ready for you to go whenever.\Then let's go!\Find the Heroes, Shinku and Nanami,\as fast as you can!\Yes!\Rebecca, we'll go looking for them from the sky, too. response:	Yeah.
context: Yup.\We're ready for you to go whenever.\Then let's go!\Find the Heroes, Shinku and Nanami,\as fast as you can!\Yes!\Rebecca, we'll go looking for them from the sky, too.\Yeah. response:	Heroes?
context: We're ready for you to go whenever.\Then let's go!\Find the Heroes, Shinku and Nanami,\as fast as you can!\Yes!\Rebecca, we'll go looking for them from the sky, too.\Yeah.\Heroes? response:	Yup. I'm the Hero of Biscotti,
context: Then let's go!\Find the Heroes, Shinku and Nanami,\as fast as you can!\Yes!\Rebecca, we'll go looking for them from the sky, too.\Yeah.\Heroes?\Yup. I'm the Hero of Biscotti, response:	Shinku Izumi.
context: Find the Heroes, Shinku and Nanami,\as fast as you can!\Yes!\Rebecca, we'll go looking for them from the sky, too.\Yeah.\Heroes?\Yup. I'm the Hero of Biscotti,\Shinku Izumi. response:	I'm the Hero of Galette, Takatsuki Nanami!
context: as fast as you can!\Yes!\Rebecca, we'll go looking for them from the sky, too.\Yeah.\Heroes?\Yup. I'm the Hero of Biscotti,\Shinku Izumi.\I'm the Hero of Galette, Takatsuki Nanami! response:	It's not good to lie.
context: Yes!\Rebecca, we'll go looking for them from the sky, too.\Yeah.\Heroes?\Yup. I'm the Hero of Biscotti,\Shinku Izumi.\I'm the Hero of Galette, Takatsuki Nanami!\It's not good to lie. response:	I don't know a lot about humans,
context: Rebecca, we'll go looking for them from the sky, too.\Yeah.\Heroes?\Yup. I'm the Hero of Biscotti,\Shinku Izumi.\I'm the Hero of Galette, Takatsuki Nanami!\It's not good to lie.\I don't know a lot about humans, response:	but you're not like the Heroes I know.
context: Yeah.\Heroes?\Yup. I'm the Hero of Biscotti,\Shinku Izumi.\I'm the Hero of Galette, Takatsuki Nanami!\It's not good to lie.\I don't know a lot about humans,\but you're not like the Heroes I know. response:	I've heard the Heroes of the nations
context: Heroes?\Yup. I'm the Hero of Biscotti,\Shinku Izumi.\I'm the Hero of Galette, Takatsuki Nanami!\It's not good to lie.\I don't know a lot about humans,\but you're not like the Heroes I know.\I've heard the Heroes of the nations response:	are more dazzling and pure.
context: Yup. I'm the Hero of Biscotti,\Shinku Izumi.\I'm the Hero of Galette, Takatsuki Nanami!\It's not good to lie.\I don't know a lot about humans,\but you're not like the Heroes I know.\I've heard the Heroes of the nations\are more dazzling and pure. response:	You kids look like you don't even have a change of clothes.
context: Shinku Izumi.\I'm the Hero of Galette, Takatsuki Nanami!\It's not good to lie.\I don't know a lot about humans,\but you're not like the Heroes I know.\I've heard the Heroes of the nations\are more dazzling and pure.\You kids look like you don't even have a change of clothes. response:	You can't be Heroes.
context: I'm the Hero of Galette, Takatsuki Nanami!\It's not good to lie.\I don't know a lot about humans,\but you're not like the Heroes I know.\I've heard the Heroes of the nations\are more dazzling and pure.\You kids look like you don't even have a change of clothes.\You can't be Heroes. response:	There's a good reason for this...
context: It's not good to lie.\I don't know a lot about humans,\but you're not like the Heroes I know.\I've heard the Heroes of the nations\are more dazzling and pure.\You kids look like you don't even have a change of clothes.\You can't be Heroes.\There's a good reason for this... response:	And...
context: I don't know a lot about humans,\but you're not like the Heroes I know.\I've heard the Heroes of the nations\are more dazzling and pure.\You kids look like you don't even have a change of clothes.\You can't be Heroes.\There's a good reason for this...\And... response:	A Hero should have their nation's treasure sword.
context: but you're not like the Heroes I know.\I've heard the Heroes of the nations\are more dazzling and pure.\You kids look like you don't even have a change of clothes.\You can't be Heroes.\There's a good reason for this...\And...\A Hero should have their nation's treasure sword. response:	Yeah! That's it!
context: I've heard the Heroes of the nations\are more dazzling and pure.\You kids look like you don't even have a change of clothes.\You can't be Heroes.\There's a good reason for this...\And...\A Hero should have their nation's treasure sword.\Yeah! That's it! response:	When we were summoned
context: are more dazzling and pure.\You kids look like you don't even have a change of clothes.\You can't be Heroes.\There's a good reason for this...\And...\A Hero should have their nation's treasure sword.\Yeah! That's it!\When we were summoned response:	we dropped the bags that had the treasure swords and rings and Hero outfits.
context: You kids look like you don't even have a change of clothes.\You can't be Heroes.\There's a good reason for this...\And...\A Hero should have their nation's treasure sword.\Yeah! That's it!\When we were summoned\we dropped the bags that had the treasure swords and rings and Hero outfits. response:	Look!
context: You can't be Heroes.\There's a good reason for this...\And...\A Hero should have their nation's treasure sword.\Yeah! That's it!\When we were summoned\we dropped the bags that had the treasure swords and rings and Hero outfits.\Look! response:	Hero Shinku...
context: There's a good reason for this...\And...\A Hero should have their nation's treasure sword.\Yeah! That's it!\When we were summoned\we dropped the bags that had the treasure swords and rings and Hero outfits.\Look!\Hero Shinku... response:	That's pretty good.
context: And...\A Hero should have their nation's treasure sword.\Yeah! That's it!\When we were summoned\we dropped the bags that had the treasure swords and rings and Hero outfits.\Look!\Hero Shinku...\That's pretty good. response:	Right?
context: A Hero should have their nation's treasure sword.\Yeah! That's it!\When we were summoned\we dropped the bags that had the treasure swords and rings and Hero outfits.\Look!\Hero Shinku...\That's pretty good.\Right? response:	And did you ever see the war games?
context: Yeah! That's it!\When we were summoned\we dropped the bags that had the treasure swords and rings and Hero outfits.\Look!\Hero Shinku...\That's pretty good.\Right?\And did you ever see the war games? response:	We were in a lot of them.
context: When we were summoned\we dropped the bags that had the treasure swords and rings and Hero outfits.\Look!\Hero Shinku...\That's pretty good.\Right?\And did you ever see the war games?\We were in a lot of them. response:	Have you ever heard of the Union Festa?
context: we dropped the bags that had the treasure swords and rings and Hero outfits.\Look!\Hero Shinku...\That's pretty good.\Right?\And did you ever see the war games?\We were in a lot of them.\Have you ever heard of the Union Festa? response:	I don't know them.
context: Look!\Hero Shinku...\That's pretty good.\Right?\And did you ever see the war games?\We were in a lot of them.\Have you ever heard of the Union Festa?\I don't know them. response:	My dwelling doesn't have the equipment required to watch the broadcast.
context: Hero Shinku...\That's pretty good.\Right?\And did you ever see the war games?\We were in a lot of them.\Have you ever heard of the Union Festa?\I don't know them.\My dwelling doesn't have the equipment required to watch the broadcast. response:	I see.
context: That's pretty good.\Right?\And did you ever see the war games?\We were in a lot of them.\Have you ever heard of the Union Festa?\I don't know them.\My dwelling doesn't have the equipment required to watch the broadcast.\I see. response:	Anyway, this is the Dragon's Forest.
context: Right?\And did you ever see the war games?\We were in a lot of them.\Have you ever heard of the Union Festa?\I don't know them.\My dwelling doesn't have the equipment required to watch the broadcast.\I see.\Anyway, this is the Dragon's Forest. response:	Outsider humans aren't allowed here
context: And did you ever see the war games?\We were in a lot of them.\Have you ever heard of the Union Festa?\I don't know them.\My dwelling doesn't have the equipment required to watch the broadcast.\I see.\Anyway, this is the Dragon's Forest.\Outsider humans aren't allowed here response:	and it's very dangerous for normal people.
context: We were in a lot of them.\Have you ever heard of the Union Festa?\I don't know them.\My dwelling doesn't have the equipment required to watch the broadcast.\I see.\Anyway, this is the Dragon's Forest.\Outsider humans aren't allowed here\and it's very dangerous for normal people. response:	You'll be in danger.
context: Have you ever heard of the Union Festa?\I don't know them.\My dwelling doesn't have the equipment required to watch the broadcast.\I see.\Anyway, this is the Dragon's Forest.\Outsider humans aren't allowed here\and it's very dangerous for normal people.\You'll be in danger. response:	You're right about that.
context: I don't know them.\My dwelling doesn't have the equipment required to watch the broadcast.\I see.\Anyway, this is the Dragon's Forest.\Outsider humans aren't allowed here\and it's very dangerous for normal people.\You'll be in danger.\You're right about that. response:	And...
context: My dwelling doesn't have the equipment required to watch the broadcast.\I see.\Anyway, this is the Dragon's Forest.\Outsider humans aren't allowed here\and it's very dangerous for normal people.\You'll be in danger.\You're right about that.\And... response:	And what?
context: I see.\Anyway, this is the Dragon's Forest.\Outsider humans aren't allowed here\and it's very dangerous for normal people.\You'll be in danger.\You're right about that.\And...\And what? response:	Lately, demons have been appearing here.
context: Anyway, this is the Dragon's Forest.\Outsider humans aren't allowed here\and it's very dangerous for normal people.\You'll be in danger.\You're right about that.\And...\And what?\Lately, demons have been appearing here. response:	Demons?
context: Outsider humans aren't allowed here\and it's very dangerous for normal people.\You'll be in danger.\You're right about that.\And...\And what?\Lately, demons have been appearing here.\Demons? response:	You're back, Pega?
context: and it's very dangerous for normal people.\You'll be in danger.\You're right about that.\And...\And what?\Lately, demons have been appearing here.\Demons?\You're back, Pega? response:	Nanami!
context: You'll be in danger.\You're right about that.\And...\And what?\Lately, demons have been appearing here.\Demons?\You're back, Pega?\Nanami! response:	That...
context: You're right about that.\And...\And what?\Lately, demons have been appearing here.\Demons?\You're back, Pega?\Nanami!\That... response:	That's my keyholder!
context: And...\And what?\Lately, demons have been appearing here.\Demons?\You're back, Pega?\Nanami!\That...\That's my keyholder! response:	It was tied to my luggage!
context: And what?\Lately, demons have been appearing here.\Demons?\You're back, Pega?\Nanami!\That...\That's my keyholder!\It was tied to my luggage! response:	I see.
context: Lately, demons have been appearing here.\Demons?\You're back, Pega?\Nanami!\That...\That's my keyholder!\It was tied to my luggage!\I see. response:	Pega, lead us to where you found this.
context: Demons?\You're back, Pega?\Nanami!\That...\That's my keyholder!\It was tied to my luggage!\I see.\Pega, lead us to where you found this. response:	We'll help you find your luggage.
context: You're back, Pega?\Nanami!\That...\That's my keyholder!\It was tied to my luggage!\I see.\Pega, lead us to where you found this.\We'll help you find your luggage. response:	Once we do, I'll lead you outside of the forest,
context: Nanami!\That...\That's my keyholder!\It was tied to my luggage!\I see.\Pega, lead us to where you found this.\We'll help you find your luggage.\Once we do, I'll lead you outside of the forest, response:	so head straight home.
context: That...\That's my keyholder!\It was tied to my luggage!\I see.\Pega, lead us to where you found this.\We'll help you find your luggage.\Once we do, I'll lead you outside of the forest,\so head straight home. response:	Got it?
context: That's my keyholder!\It was tied to my luggage!\I see.\Pega, lead us to where you found this.\We'll help you find your luggage.\Once we do, I'll lead you outside of the forest,\so head straight home.\Got it? response:	Yeah...
context: It was tied to my luggage!\I see.\Pega, lead us to where you found this.\We'll help you find your luggage.\Once we do, I'll lead you outside of the forest,\so head straight home.\Got it?\Yeah... response:	That's good enough for now.
context: I see.\Pega, lead us to where you found this.\We'll help you find your luggage.\Once we do, I'll lead you outside of the forest,\so head straight home.\Got it?\Yeah...\That's good enough for now. response:	She's amazing.
context: Pega, lead us to where you found this.\We'll help you find your luggage.\Once we do, I'll lead you outside of the forest,\so head straight home.\Got it?\Yeah...\That's good enough for now.\She's amazing. response:	Yeah.
context: We'll help you find your luggage.\Once we do, I'll lead you outside of the forest,\so head straight home.\Got it?\Yeah...\That's good enough for now.\She's amazing.\Yeah. response:	That's it! My stuff!
context: Once we do, I'll lead you outside of the forest,\so head straight home.\Got it?\Yeah...\That's good enough for now.\She's amazing.\Yeah.\That's it! My stuff! response:	I found mine, too!
context: so head straight home.\Got it?\Yeah...\That's good enough for now.\She's amazing.\Yeah.\That's it! My stuff!\I found mine, too! response:	Thank you, Pega!
context: Got it?\Yeah...\That's good enough for now.\She's amazing.\Yeah.\That's it! My stuff!\I found mine, too!\Thank you, Pega! response:	Oh, if you like that,
context: Yeah...\That's good enough for now.\She's amazing.\Yeah.\That's it! My stuff!\I found mine, too!\Thank you, Pega!\Oh, if you like that, response:	you can have it as a thank you for finding my stuff.
context: That's good enough for now.\She's amazing.\Yeah.\That's it! My stuff!\I found mine, too!\Thank you, Pega!\Oh, if you like that,\you can have it as a thank you for finding my stuff. response:	If you found it, I'll show you out.
context: She's amazing.\Yeah.\That's it! My stuff!\I found mine, too!\Thank you, Pega!\Oh, if you like that,\you can have it as a thank you for finding my stuff.\If you found it, I'll show you out. response:	I'll find a safe way to send you home, so wait here.
context: Yeah.\That's it! My stuff!\I found mine, too!\Thank you, Pega!\Oh, if you like that,\you can have it as a thank you for finding my stuff.\If you found it, I'll show you out.\I'll find a safe way to send you home, so wait here. response:	Let's go, Pega.
context: That's it! My stuff!\I found mine, too!\Thank you, Pega!\Oh, if you like that,\you can have it as a thank you for finding my stuff.\If you found it, I'll show you out.\I'll find a safe way to send you home, so wait here.\Let's go, Pega. response:	That's another Foworm growing to such a huge size...
context: I found mine, too!\Thank you, Pega!\Oh, if you like that,\you can have it as a thank you for finding my stuff.\If you found it, I'll show you out.\I'll find a safe way to send you home, so wait here.\Let's go, Pega.\That's another Foworm growing to such a huge size... response:	That flower's not supposed to attack animals.
context: Thank you, Pega!\Oh, if you like that,\you can have it as a thank you for finding my stuff.\If you found it, I'll show you out.\I'll find a safe way to send you home, so wait here.\Let's go, Pega.\That's another Foworm growing to such a huge size...\That flower's not supposed to attack animals. response:	It's their fault.
context: Oh, if you like that,\you can have it as a thank you for finding my stuff.\If you found it, I'll show you out.\I'll find a safe way to send you home, so wait here.\Let's go, Pega.\That's another Foworm growing to such a huge size...\That flower's not supposed to attack animals.\It's their fault. response:	It only happened after the dragon eaters appeared here.
context: you can have it as a thank you for finding my stuff.\If you found it, I'll show you out.\I'll find a safe way to send you home, so wait here.\Let's go, Pega.\That's another Foworm growing to such a huge size...\That flower's not supposed to attack animals.\It's their fault.\It only happened after the dragon eaters appeared here. response:	Did you just hear a weird sound?
context: If you found it, I'll show you out.\I'll find a safe way to send you home, so wait here.\Let's go, Pega.\That's another Foworm growing to such a huge size...\That flower's not supposed to attack animals.\It's their fault.\It only happened after the dragon eaters appeared here.\Did you just hear a weird sound? response:	Yup.
context: I'll find a safe way to send you home, so wait here.\Let's go, Pega.\That's another Foworm growing to such a huge size...\That flower's not supposed to attack animals.\It's their fault.\It only happened after the dragon eaters appeared here.\Did you just hear a weird sound?\Yup. response:	I won't let you!
context: Let's go, Pega.\That's another Foworm growing to such a huge size...\That flower's not supposed to attack animals.\It's their fault.\It only happened after the dragon eaters appeared here.\Did you just hear a weird sound?\Yup.\I won't let you! response:	So the dragon-eaters have come this far?
context: That's another Foworm growing to such a huge size...\That flower's not supposed to attack animals.\It's their fault.\It only happened after the dragon eaters appeared here.\Did you just hear a weird sound?\Yup.\I won't let you!\So the dragon-eaters have come this far? response:	This is getting to the point where I can't ignore it.
context: That flower's not supposed to attack animals.\It's their fault.\It only happened after the dragon eaters appeared here.\Did you just hear a weird sound?\Yup.\I won't let you!\So the dragon-eaters have come this far?\This is getting to the point where I can't ignore it. response:	Boomerang Slash!
context: It's their fault.\It only happened after the dragon eaters appeared here.\Did you just hear a weird sound?\Yup.\I won't let you!\So the dragon-eaters have come this far?\This is getting to the point where I can't ignore it.\Boomerang Slash! response:	Internal...
context: It only happened after the dragon eaters appeared here.\Did you just hear a weird sound?\Yup.\I won't let you!\So the dragon-eaters have come this far?\This is getting to the point where I can't ignore it.\Boomerang Slash!\Internal... response:	Fire Emblem!
context: Did you just hear a weird sound?\Yup.\I won't let you!\So the dragon-eaters have come this far?\This is getting to the point where I can't ignore it.\Boomerang Slash!\Internal...\Fire Emblem! response:	Hello again.
context: Yup.\I won't let you!\So the dragon-eaters have come this far?\This is getting to the point where I can't ignore it.\Boomerang Slash!\Internal...\Fire Emblem!\Hello again. response:	I'm Takatsuki Nanami, the Hero of Galette.
context: I won't let you!\So the dragon-eaters have come this far?\This is getting to the point where I can't ignore it.\Boomerang Slash!\Internal...\Fire Emblem!\Hello again.\I'm Takatsuki Nanami, the Hero of Galette. response:	And I'm the Hero of Biscotti, Shinku Izumi.
context: So the dragon-eaters have come this far?\This is getting to the point where I can't ignore it.\Boomerang Slash!\Internal...\Fire Emblem!\Hello again.\I'm Takatsuki Nanami, the Hero of Galette.\And I'm the Hero of Biscotti, Shinku Izumi. response:	Rebecca!
context: This is getting to the point where I can't ignore it.\Boomerang Slash!\Internal...\Fire Emblem!\Hello again.\I'm Takatsuki Nanami, the Hero of Galette.\And I'm the Hero of Biscotti, Shinku Izumi.\Rebecca! response:	Kuu-sama!
context: Boomerang Slash!\Internal...\Fire Emblem!\Hello again.\I'm Takatsuki Nanami, the Hero of Galette.\And I'm the Hero of Biscotti, Shinku Izumi.\Rebecca!\Kuu-sama! response:	I'm so jealous.
context: Internal...\Fire Emblem!\Hello again.\I'm Takatsuki Nanami, the Hero of Galette.\And I'm the Hero of Biscotti, Shinku Izumi.\Rebecca!\Kuu-sama!\I'm so jealous. response:	I want to get back to my country!
context: Fire Emblem!\Hello again.\I'm Takatsuki Nanami, the Hero of Galette.\And I'm the Hero of Biscotti, Shinku Izumi.\Rebecca!\Kuu-sama!\I'm so jealous.\I want to get back to my country! response:	Dragon Priestess
context: Hello again.\I'm Takatsuki Nanami, the Hero of Galette.\And I'm the Hero of Biscotti, Shinku Izumi.\Rebecca!\Kuu-sama!\I'm so jealous.\I want to get back to my country!\Dragon Priestess response:	Watch it next time, too.
