context: Fairy Tail... response:	Natsu...san?
context: I just wanted to deliver a message to that Rufus bastard...\I'm not gonna lose next time!\Anyway, I'm not lettin' those jerks off the hook.\A comrade's someone who's got your back and you got theirs...\Being strict is one thing,\but humiliating a girl and then kicking her out, that's as low as you can go!\That Yukino girl,\even after being abused like that, she came to see me... response:	I wonder where she is now...
context: I'm not gonna lose next time!\Anyway, I'm not lettin' those jerks off the hook.\A comrade's someone who's got your back and you got theirs...\Being strict is one thing,\but humiliating a girl and then kicking her out, that's as low as you can go!\That Yukino girl,\even after being abused like that, she came to see me...\I wonder where she is now... response:	I'm worried.
context: Anyway, I'm not lettin' those jerks off the hook.\A comrade's someone who's got your back and you got theirs...\Being strict is one thing,\but humiliating a girl and then kicking her out, that's as low as you can go!\That Yukino girl,\even after being abused like that, she came to see me...\I wonder where she is now...\I'm worried. response:	She did say she has nowhere to go...
context: A comrade's someone who's got your back and you got theirs...\Being strict is one thing,\but humiliating a girl and then kicking her out, that's as low as you can go!\That Yukino girl,\even after being abused like that, she came to see me...\I wonder where she is now...\I'm worried.\She did say she has nowhere to go... response:	Dammit! I'm still seething!
context: Being strict is one thing,\but humiliating a girl and then kicking her out, that's as low as you can go!\That Yukino girl,\even after being abused like that, she came to see me...\I wonder where she is now...\I'm worried.\She did say she has nowhere to go...\Dammit! I'm still seething! response:	I think I'll go back there an' fight some more!
context: but humiliating a girl and then kicking her out, that's as low as you can go!\That Yukino girl,\even after being abused like that, she came to see me...\I wonder where she is now...\I'm worried.\She did say she has nowhere to go...\Dammit! I'm still seething!\I think I'll go back there an' fight some more! response:	Alright! Count me in!
context: That Yukino girl,\even after being abused like that, she came to see me...\I wonder where she is now...\I'm worried.\She did say she has nowhere to go...\Dammit! I'm still seething!\I think I'll go back there an' fight some more!\Alright! Count me in! response:	You can't do that!
context: even after being abused like that, she came to see me...\I wonder where she is now...\I'm worried.\She did say she has nowhere to go...\Dammit! I'm still seething!\I think I'll go back there an' fight some more!\Alright! Count me in!\You can't do that! response:	Can't you just settle it at the tournament?!
context: I wonder where she is now...\I'm worried.\She did say she has nowhere to go...\Dammit! I'm still seething!\I think I'll go back there an' fight some more!\Alright! Count me in!\You can't do that!\Can't you just settle it at the tournament?! response:	Although now that you've riled up Sabertooth,
context: I'm worried.\She did say she has nowhere to go...\Dammit! I'm still seething!\I think I'll go back there an' fight some more!\Alright! Count me in!\You can't do that!\Can't you just settle it at the tournament?!\Although now that you've riled up Sabertooth, response:	from tomorrow on, they'll probably go even harder on us in the matches!
context: She did say she has nowhere to go...\Dammit! I'm still seething!\I think I'll go back there an' fight some more!\Alright! Count me in!\You can't do that!\Can't you just settle it at the tournament?!\Although now that you've riled up Sabertooth,\from tomorrow on, they'll probably go even harder on us in the matches! response:	It doesn't matter which guild they're in,
context: Dammit! I'm still seething!\I think I'll go back there an' fight some more!\Alright! Count me in!\You can't do that!\Can't you just settle it at the tournament?!\Although now that you've riled up Sabertooth,\from tomorrow on, they'll probably go even harder on us in the matches!\It doesn't matter which guild they're in, response:	all wizards have their own feelings.
context: I think I'll go back there an' fight some more!\Alright! Count me in!\You can't do that!\Can't you just settle it at the tournament?!\Although now that you've riled up Sabertooth,\from tomorrow on, they'll probably go even harder on us in the matches!\It doesn't matter which guild they're in,\all wizards have their own feelings. response:	Move it!
context: Alright! Count me in!\You can't do that!\Can't you just settle it at the tournament?!\Although now that you've riled up Sabertooth,\from tomorrow on, they'll probably go even harder on us in the matches!\It doesn't matter which guild they're in,\all wizards have their own feelings.\Move it! response:	Let us go!
context: You can't do that!\Can't you just settle it at the tournament?!\Although now that you've riled up Sabertooth,\from tomorrow on, they'll probably go even harder on us in the matches!\It doesn't matter which guild they're in,\all wizards have their own feelings.\Move it!\Let us go! response:	Stop it, I said!
context: Can't you just settle it at the tournament?!\Although now that you've riled up Sabertooth,\from tomorrow on, they'll probably go even harder on us in the matches!\It doesn't matter which guild they're in,\all wizards have their own feelings.\Move it!\Let us go!\Stop it, I said! response:	Listen, you two...
context: Although now that you've riled up Sabertooth,\from tomorrow on, they'll probably go even harder on us in the matches!\It doesn't matter which guild they're in,\all wizards have their own feelings.\Move it!\Let us go!\Stop it, I said!\Listen, you two... response:	Would you cut it out?!
context: from tomorrow on, they'll probably go even harder on us in the matches!\It doesn't matter which guild they're in,\all wizards have their own feelings.\Move it!\Let us go!\Stop it, I said!\Listen, you two...\Would you cut it out?! response:	Yes, ma'am!
context: It doesn't matter which guild they're in,\all wizards have their own feelings.\Move it!\Let us go!\Stop it, I said!\Listen, you two...\Would you cut it out?!\Yes, ma'am! response:	Hey, did you hear?
context: all wizards have their own feelings.\Move it!\Let us go!\Stop it, I said!\Listen, you two...\Would you cut it out?!\Yes, ma'am!\Hey, did you hear? response:	About last night, right?!
context: Move it!\Let us go!\Stop it, I said!\Listen, you two...\Would you cut it out?!\Yes, ma'am!\Hey, did you hear?\About last night, right?! response:	What are you talking about?
context: Let us go!\Stop it, I said!\Listen, you two...\Would you cut it out?!\Yes, ma'am!\Hey, did you hear?\About last night, right?!\What are you talking about? response:	Apparently, somebody attacked Sabertooth's inn!
context: Stop it, I said!\Listen, you two...\Would you cut it out?!\Yes, ma'am!\Hey, did you hear?\About last night, right?!\What are you talking about?\Apparently, somebody attacked Sabertooth's inn! response:	What kind of fool would pick a fight with Saber?!
context: Listen, you two...\Would you cut it out?!\Yes, ma'am!\Hey, did you hear?\About last night, right?!\What are you talking about?\Apparently, somebody attacked Sabertooth's inn!\What kind of fool would pick a fight with Saber?! response:	Beats me!
context: Would you cut it out?!\Yes, ma'am!\Hey, did you hear?\About last night, right?!\What are you talking about?\Apparently, somebody attacked Sabertooth's inn!\What kind of fool would pick a fight with Saber?!\Beats me! response:	Well, brawls happen outside the arena every year, right?
context: Yes, ma'am!\Hey, did you hear?\About last night, right?!\What are you talking about?\Apparently, somebody attacked Sabertooth's inn!\What kind of fool would pick a fight with Saber?!\Beats me!\Well, brawls happen outside the arena every year, right? response:	This is a festival, so they should take it public!
context: Hey, did you hear?\About last night, right?!\What are you talking about?\Apparently, somebody attacked Sabertooth's inn!\What kind of fool would pick a fight with Saber?!\Beats me!\Well, brawls happen outside the arena every year, right?\This is a festival, so they should take it public! response:	Natsu-sama...?
context: About last night, right?!\What are you talking about?\Apparently, somebody attacked Sabertooth's inn!\What kind of fool would pick a fight with Saber?!\Beats me!\Well, brawls happen outside the arena every year, right?\This is a festival, so they should take it public!\Natsu-sama...? response:	A guild that makes its family members cry ain't no guild at all!
context: What are you talking about?\Apparently, somebody attacked Sabertooth's inn!\What kind of fool would pick a fight with Saber?!\Beats me!\Well, brawls happen outside the arena every year, right?\This is a festival, so they should take it public!\Natsu-sama...?\A guild that makes its family members cry ain't no guild at all! response:	Don't tell me he did it for...
context: Apparently, somebody attacked Sabertooth's inn!\What kind of fool would pick a fight with Saber?!\Beats me!\Well, brawls happen outside the arena every year, right?\This is a festival, so they should take it public!\Natsu-sama...?\A guild that makes its family members cry ain't no guild at all!\Don't tell me he did it for... response:	We're at the halfway point in the Grand Magic Games.
context: What kind of fool would pick a fight with Saber?!\Beats me!\Well, brawls happen outside the arena every year, right?\This is a festival, so they should take it public!\Natsu-sama...?\A guild that makes its family members cry ain't no guild at all!\Don't tell me he did it for...\We're at the halfway point in the Grand Magic Games. response:	The beginning of the third day!
context: Beats me!\Well, brawls happen outside the arena every year, right?\This is a festival, so they should take it public!\Natsu-sama...?\A guild that makes its family members cry ain't no guild at all!\Don't tell me he did it for...\We're at the halfway point in the Grand Magic Games.\The beginning of the third day! response:	I wonder what kind of passionate dramas we'll see today?
context: Well, brawls happen outside the arena every year, right?\This is a festival, so they should take it public!\Natsu-sama...?\A guild that makes its family members cry ain't no guild at all!\Don't tell me he did it for...\We're at the halfway point in the Grand Magic Games.\The beginning of the third day!\I wonder what kind of passionate dramas we'll see today? response:	Our guest today
context: This is a festival, so they should take it public!\Natsu-sama...?\A guild that makes its family members cry ain't no guild at all!\Don't tell me he did it for...\We're at the halfway point in the Grand Magic Games.\The beginning of the third day!\I wonder what kind of passionate dramas we'll see today?\Our guest today response:	is Lahar-san, from the Magic Council.
context: Natsu-sama...?\A guild that makes its family members cry ain't no guild at all!\Don't tell me he did it for...\We're at the halfway point in the Grand Magic Games.\The beginning of the third day!\I wonder what kind of passionate dramas we'll see today?\Our guest today\is Lahar-san, from the Magic Council. response:	It's been a long time, hasn't it?
context: A guild that makes its family members cry ain't no guild at all!\Don't tell me he did it for...\We're at the halfway point in the Grand Magic Games.\The beginning of the third day!\I wonder what kind of passionate dramas we'll see today?\Our guest today\is Lahar-san, from the Magic Council.\It's been a long time, hasn't it? response:	Thank you for this opportunity.
context: Don't tell me he did it for...\We're at the halfway point in the Grand Magic Games.\The beginning of the third day!\I wonder what kind of passionate dramas we'll see today?\Our guest today\is Lahar-san, from the Magic Council.\It's been a long time, hasn't it?\Thank you for this opportunity. response:	Lahar-san, you're the Captain of the Enforcement and Detention Corps...
context: We're at the halfway point in the Grand Magic Games.\The beginning of the third day!\I wonder what kind of passionate dramas we'll see today?\Our guest today\is Lahar-san, from the Magic Council.\It's been a long time, hasn't it?\Thank you for this opportunity.\Lahar-san, you're the Captain of the Enforcement and Detention Corps... response:	Yes.
context: The beginning of the third day!\I wonder what kind of passionate dramas we'll see today?\Our guest today\is Lahar-san, from the Magic Council.\It's been a long time, hasn't it?\Thank you for this opportunity.\Lahar-san, you're the Captain of the Enforcement and Detention Corps...\Yes. response:	I won't stand for any shenanigans during the tournament.
context: I wonder what kind of passionate dramas we'll see today?\Our guest today\is Lahar-san, from the Magic Council.\It's been a long time, hasn't it?\Thank you for this opportunity.\Lahar-san, you're the Captain of the Enforcement and Detention Corps...\Yes.\I won't stand for any shenanigans during the tournament. response:	That's the captain for you.
context: Our guest today\is Lahar-san, from the Magic Council.\It's been a long time, hasn't it?\Thank you for this opportunity.\Lahar-san, you're the Captain of the Enforcement and Detention Corps...\Yes.\I won't stand for any shenanigans during the tournament.\That's the captain for you. response:	He never forgets his duties.
context: is Lahar-san, from the Magic Council.\It's been a long time, hasn't it?\Thank you for this opportunity.\Lahar-san, you're the Captain of the Enforcement and Detention Corps...\Yes.\I won't stand for any shenanigans during the tournament.\That's the captain for you.\He never forgets his duties. response:	Damn you, Lahar...
context: It's been a long time, hasn't it?\Thank you for this opportunity.\Lahar-san, you're the Captain of the Enforcement and Detention Corps...\Yes.\I won't stand for any shenanigans during the tournament.\That's the captain for you.\He never forgets his duties.\Damn you, Lahar... response:	Why'd you make me come here?
context: Thank you for this opportunity.\Lahar-san, you're the Captain of the Enforcement and Detention Corps...\Yes.\I won't stand for any shenanigans during the tournament.\That's the captain for you.\He never forgets his duties.\Damn you, Lahar...\Why'd you make me come here? response:	A guest of the Grand Magic Games?!
context: Lahar-san, you're the Captain of the Enforcement and Detention Corps...\Yes.\I won't stand for any shenanigans during the tournament.\That's the captain for you.\He never forgets his duties.\Damn you, Lahar...\Why'd you make me come here?\A guest of the Grand Magic Games?! response:	You?
context: Yes.\I won't stand for any shenanigans during the tournament.\That's the captain for you.\He never forgets his duties.\Damn you, Lahar...\Why'd you make me come here?\A guest of the Grand Magic Games?!\You? response:	I have no reason to decline.
context: I won't stand for any shenanigans during the tournament.\That's the captain for you.\He never forgets his duties.\Damn you, Lahar...\Why'd you make me come here?\A guest of the Grand Magic Games?!\You?\I have no reason to decline. response:	Come with me, Doranbolt.
context: That's the captain for you.\He never forgets his duties.\Damn you, Lahar...\Why'd you make me come here?\A guest of the Grand Magic Games?!\You?\I have no reason to decline.\Come with me, Doranbolt. response:	No, I...
context: He never forgets his duties.\Damn you, Lahar...\Why'd you make me come here?\A guest of the Grand Magic Games?!\You?\I have no reason to decline.\Come with me, Doranbolt.\No, I... response:	You want to see Fairy Tail alive and well, don't you?
context: Damn you, Lahar...\Why'd you make me come here?\A guest of the Grand Magic Games?!\You?\I have no reason to decline.\Come with me, Doranbolt.\No, I...\You want to see Fairy Tail alive and well, don't you? response:	Don't you wonder about them?
context: Why'd you make me come here?\A guest of the Grand Magic Games?!\You?\I have no reason to decline.\Come with me, Doranbolt.\No, I...\You want to see Fairy Tail alive and well, don't you?\Don't you wonder about them? response:	How could I not?
context: A guest of the Grand Magic Games?!\You?\I have no reason to decline.\Come with me, Doranbolt.\No, I...\You want to see Fairy Tail alive and well, don't you?\Don't you wonder about them?\How could I not? response:	Still, the way I am now...
context: You?\I have no reason to decline.\Come with me, Doranbolt.\No, I...\You want to see Fairy Tail alive and well, don't you?\Don't you wonder about them?\How could I not?\Still, the way I am now... response:	Are you still hung up on what happened seven years ago?
context: I have no reason to decline.\Come with me, Doranbolt.\No, I...\You want to see Fairy Tail alive and well, don't you?\Don't you wonder about them?\How could I not?\Still, the way I am now...\Are you still hung up on what happened seven years ago? response:	About what you perceive of as abandoning Fairy Tail?
context: Come with me, Doranbolt.\No, I...\You want to see Fairy Tail alive and well, don't you?\Don't you wonder about them?\How could I not?\Still, the way I am now...\Are you still hung up on what happened seven years ago?\About what you perceive of as abandoning Fairy Tail? response:	They're looking forward.
context: No, I...\You want to see Fairy Tail alive and well, don't you?\Don't you wonder about them?\How could I not?\Still, the way I am now...\Are you still hung up on what happened seven years ago?\About what you perceive of as abandoning Fairy Tail?\They're looking forward. response:	The only one who's dragged down by the past is you.
context: You want to see Fairy Tail alive and well, don't you?\Don't you wonder about them?\How could I not?\Still, the way I am now...\Are you still hung up on what happened seven years ago?\About what you perceive of as abandoning Fairy Tail?\They're looking forward.\The only one who's dragged down by the past is you. response:	Oh, no! The match is starting!
context: Don't you wonder about them?\How could I not?\Still, the way I am now...\Are you still hung up on what happened seven years ago?\About what you perceive of as abandoning Fairy Tail?\They're looking forward.\The only one who's dragged down by the past is you.\Oh, no! The match is starting! response:	It's your fault! You just had to get a fish-kebab from that food stand!
context: How could I not?\Still, the way I am now...\Are you still hung up on what happened seven years ago?\About what you perceive of as abandoning Fairy Tail?\They're looking forward.\The only one who's dragged down by the past is you.\Oh, no! The match is starting!\It's your fault! You just had to get a fish-kebab from that food stand! response:	It smelled so good, I couldn't help myself!
context: Still, the way I am now...\Are you still hung up on what happened seven years ago?\About what you perceive of as abandoning Fairy Tail?\They're looking forward.\The only one who's dragged down by the past is you.\Oh, no! The match is starting!\It's your fault! You just had to get a fish-kebab from that food stand!\It smelled so good, I couldn't help myself! response:	Whatever, let's just hurry!
context: Are you still hung up on what happened seven years ago?\About what you perceive of as abandoning Fairy Tail?\They're looking forward.\The only one who's dragged down by the past is you.\Oh, no! The match is starting!\It's your fault! You just had to get a fish-kebab from that food stand!\It smelled so good, I couldn't help myself!\Whatever, let's just hurry! response:	I'm going to announce the competition for this, the third day of the Games!
context: About what you perceive of as abandoning Fairy Tail?\They're looking forward.\The only one who's dragged down by the past is you.\Oh, no! The match is starting!\It's your fault! You just had to get a fish-kebab from that food stand!\It smelled so good, I couldn't help myself!\Whatever, let's just hurry!\I'm going to announce the competition for this, the third day of the Games! response:	The name of the event...
context: They're looking forward.\The only one who's dragged down by the past is you.\Oh, no! The match is starting!\It's your fault! You just had to get a fish-kebab from that food stand!\It smelled so good, I couldn't help myself!\Whatever, let's just hurry!\I'm going to announce the competition for this, the third day of the Games!\The name of the event... response:	What does pandemonium mean?
context: The only one who's dragged down by the past is you.\Oh, no! The match is starting!\It's your fault! You just had to get a fish-kebab from that food stand!\It smelled so good, I couldn't help myself!\Whatever, let's just hurry!\I'm going to announce the competition for this, the third day of the Games!\The name of the event...\What does pandemonium mean? response:	It's an abode of demons.
context: Oh, no! The match is starting!\It's your fault! You just had to get a fish-kebab from that food stand!\It smelled so good, I couldn't help myself!\Whatever, let's just hurry!\I'm going to announce the competition for this, the third day of the Games!\The name of the event...\What does pandemonium mean?\It's an abode of demons. response:	Like a building where lots of demons lurk...
context: It's your fault! You just had to get a fish-kebab from that food stand!\It smelled so good, I couldn't help myself!\Whatever, let's just hurry!\I'm going to announce the competition for this, the third day of the Games!\The name of the event...\What does pandemonium mean?\It's an abode of demons.\Like a building where lots of demons lurk... response:	I wonder if they're doing a haunted house...
context: It smelled so good, I couldn't help myself!\Whatever, let's just hurry!\I'm going to announce the competition for this, the third day of the Games!\The name of the event...\What does pandemonium mean?\It's an abode of demons.\Like a building where lots of demons lurk...\I wonder if they're doing a haunted house... response:	They're walking down a dark path and suddenly...
context: Whatever, let's just hurry!\I'm going to announce the competition for this, the third day of the Games!\The name of the event...\What does pandemonium mean?\It's an abode of demons.\Like a building where lots of demons lurk...\I wonder if they're doing a haunted house...\They're walking down a dark path and suddenly... response:	I don't think I like pandemonium...
context: I'm going to announce the competition for this, the third day of the Games!\The name of the event...\What does pandemonium mean?\It's an abode of demons.\Like a building where lots of demons lurk...\I wonder if they're doing a haunted house...\They're walking down a dark path and suddenly...\I don't think I like pandemonium... response:	I-I'm scared, too!
context: The name of the event...\What does pandemonium mean?\It's an abode of demons.\Like a building where lots of demons lurk...\I wonder if they're doing a haunted house...\They're walking down a dark path and suddenly...\I don't think I like pandemonium...\I-I'm scared, too! response:	Even though you're a ghost yourself?!
context: What does pandemonium mean?\It's an abode of demons.\Like a building where lots of demons lurk...\I wonder if they're doing a haunted house...\They're walking down a dark path and suddenly...\I don't think I like pandemonium...\I-I'm scared, too!\Even though you're a ghost yourself?! response:	There will be one participant from each guild.
context: It's an abode of demons.\Like a building where lots of demons lurk...\I wonder if they're doing a haunted house...\They're walking down a dark path and suddenly...\I don't think I like pandemonium...\I-I'm scared, too!\Even though you're a ghost yourself?!\There will be one participant from each guild. response:	Please choose your representative!
context: Like a building where lots of demons lurk...\I wonder if they're doing a haunted house...\They're walking down a dark path and suddenly...\I don't think I like pandemonium...\I-I'm scared, too!\Even though you're a ghost yourself?!\There will be one participant from each guild.\Please choose your representative! response:	I'll do it!
context: I wonder if they're doing a haunted house...\They're walking down a dark path and suddenly...\I don't think I like pandemonium...\I-I'm scared, too!\Even though you're a ghost yourself?!\There will be one participant from each guild.\Please choose your representative!\I'll do it! response:	I gotta continue what I started last night!
context: They're walking down a dark path and suddenly...\I don't think I like pandemonium...\I-I'm scared, too!\Even though you're a ghost yourself?!\There will be one participant from each guild.\Please choose your representative!\I'll do it!\I gotta continue what I started last night! response:	You don't get to decide all by yourself!
context: I don't think I like pandemonium...\I-I'm scared, too!\Even though you're a ghost yourself?!\There will be one participant from each guild.\Please choose your representative!\I'll do it!\I gotta continue what I started last night!\You don't get to decide all by yourself! response:	If it's a revenge match, I wanna do it, too!
context: I-I'm scared, too!\Even though you're a ghost yourself?!\There will be one participant from each guild.\Please choose your representative!\I'll do it!\I gotta continue what I started last night!\You don't get to decide all by yourself!\If it's a revenge match, I wanna do it, too! response:	No. I'll go.
context: Even though you're a ghost yourself?!\There will be one participant from each guild.\Please choose your representative!\I'll do it!\I gotta continue what I started last night!\You don't get to decide all by yourself!\If it's a revenge match, I wanna do it, too!\No. I'll go. response:	You going out there may only make things more complicated.
context: There will be one participant from each guild.\Please choose your representative!\I'll do it!\I gotta continue what I started last night!\You don't get to decide all by yourself!\If it's a revenge match, I wanna do it, too!\No. I'll go.\You going out there may only make things more complicated. response:	I agree! Good luck, Erza!
context: Please choose your representative!\I'll do it!\I gotta continue what I started last night!\You don't get to decide all by yourself!\If it's a revenge match, I wanna do it, too!\No. I'll go.\You going out there may only make things more complicated.\I agree! Good luck, Erza! response:	Fight!
context: I'll do it!\I gotta continue what I started last night!\You don't get to decide all by yourself!\If it's a revenge match, I wanna do it, too!\No. I'll go.\You going out there may only make things more complicated.\I agree! Good luck, Erza!\Fight! response:	Let me do it!
context: I gotta continue what I started last night!\You don't get to decide all by yourself!\If it's a revenge match, I wanna do it, too!\No. I'll go.\You going out there may only make things more complicated.\I agree! Good luck, Erza!\Fight!\Let me do it! response:	Would you calm down?!
context: You don't get to decide all by yourself!\If it's a revenge match, I wanna do it, too!\No. I'll go.\You going out there may only make things more complicated.\I agree! Good luck, Erza!\Fight!\Let me do it!\Would you calm down?! response:	I'll participate for B Team.
context: If it's a revenge match, I wanna do it, too!\No. I'll go.\You going out there may only make things more complicated.\I agree! Good luck, Erza!\Fight!\Let me do it!\Would you calm down?!\I'll participate for B Team. response:	Wait a second!
context: No. I'll go.\You going out there may only make things more complicated.\I agree! Good luck, Erza!\Fight!\Let me do it!\Would you calm down?!\I'll participate for B Team.\Wait a second! response:	It's about time that I get to do something!
context: You going out there may only make things more complicated.\I agree! Good luck, Erza!\Fight!\Let me do it!\Would you calm down?!\I'll participate for B Team.\Wait a second!\It's about time that I get to do something! response:	Cana, how could you go, when you're a reserve member?
context: I agree! Good luck, Erza!\Fight!\Let me do it!\Would you calm down?!\I'll participate for B Team.\Wait a second!\It's about time that I get to do something!\Cana, how could you go, when you're a reserve member? response:	What happened to Mystogan?
context: Fight!\Let me do it!\Would you calm down?!\I'll participate for B Team.\Wait a second!\It's about time that I get to do something!\Cana, how could you go, when you're a reserve member?\What happened to Mystogan? response:	Juvia hasn't seen him yet today...
context: Let me do it!\Would you calm down?!\I'll participate for B Team.\Wait a second!\It's about time that I get to do something!\Cana, how could you go, when you're a reserve member?\What happened to Mystogan?\Juvia hasn't seen him yet today... response:	With the guest commentator being a member of the Council,
context: Would you calm down?!\I'll participate for B Team.\Wait a second!\It's about time that I get to do something!\Cana, how could you go, when you're a reserve member?\What happened to Mystogan?\Juvia hasn't seen him yet today...\With the guest commentator being a member of the Council, response:	I should be able to participate, right?
context: I'll participate for B Team.\Wait a second!\It's about time that I get to do something!\Cana, how could you go, when you're a reserve member?\What happened to Mystogan?\Juvia hasn't seen him yet today...\With the guest commentator being a member of the Council,\I should be able to participate, right? response:	That's true...
context: Wait a second!\It's about time that I get to do something!\Cana, how could you go, when you're a reserve member?\What happened to Mystogan?\Juvia hasn't seen him yet today...\With the guest commentator being a member of the Council,\I should be able to participate, right?\That's true... response:	If Er-chan is gonna do this, let me go too, Kagura-chan!
context: It's about time that I get to do something!\Cana, how could you go, when you're a reserve member?\What happened to Mystogan?\Juvia hasn't seen him yet today...\With the guest commentator being a member of the Council,\I should be able to participate, right?\That's true...\If Er-chan is gonna do this, let me go too, Kagura-chan! response:	I'll allow it.
context: Cana, how could you go, when you're a reserve member?\What happened to Mystogan?\Juvia hasn't seen him yet today...\With the guest commentator being a member of the Council,\I should be able to participate, right?\That's true...\If Er-chan is gonna do this, let me go too, Kagura-chan!\I'll allow it. response:	I'm not gonna lose, Er-chan!
context: What happened to Mystogan?\Juvia hasn't seen him yet today...\With the guest commentator being a member of the Council,\I should be able to participate, right?\That's true...\If Er-chan is gonna do this, let me go too, Kagura-chan!\I'll allow it.\I'm not gonna lose, Er-chan! response:	Right!
context: Juvia hasn't seen him yet today...\With the guest commentator being a member of the Council,\I should be able to participate, right?\That's true...\If Er-chan is gonna do this, let me go too, Kagura-chan!\I'll allow it.\I'm not gonna lose, Er-chan!\Right! response:	I hate Jellal, too...
context: With the guest commentator being a member of the Council,\I should be able to participate, right?\That's true...\If Er-chan is gonna do this, let me go too, Kagura-chan!\I'll allow it.\I'm not gonna lose, Er-chan!\Right!\I hate Jellal, too... response:	He used us...
context: I should be able to participate, right?\That's true...\If Er-chan is gonna do this, let me go too, Kagura-chan!\I'll allow it.\I'm not gonna lose, Er-chan!\Right!\I hate Jellal, too...\He used us... response:	I'll never forgive him...
context: That's true...\If Er-chan is gonna do this, let me go too, Kagura-chan!\I'll allow it.\I'm not gonna lose, Er-chan!\Right!\I hate Jellal, too...\He used us...\I'll never forgive him... response:	I'll never forgive him!
context: If Er-chan is gonna do this, let me go too, Kagura-chan!\I'll allow it.\I'm not gonna lose, Er-chan!\Right!\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him! response:	I have to focus!
context: I'll allow it.\I'm not gonna lose, Er-chan!\Right!\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\I have to focus! response:	From Mermaid Heel, it looks like Millianna is taking the field!
context: I'm not gonna lose, Er-chan!\Right!\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\I have to focus!\From Mermaid Heel, it looks like Millianna is taking the field! response:	That girl!
context: Right!\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\I have to focus!\From Mermaid Heel, it looks like Millianna is taking the field!\That girl! response:	Millianna...
context: I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\I have to focus!\From Mermaid Heel, it looks like Millianna is taking the field!\That girl!\Millianna... response:	She's the one who was wearing the hood. I didn't know she was in a guild.
context: He used us...\I'll never forgive him...\I'll never forgive him!\I have to focus!\From Mermaid Heel, it looks like Millianna is taking the field!\That girl!\Millianna...\She's the one who was wearing the hood. I didn't know she was in a guild. response:	Don't cause trouble in front of the Council, Obra.
context: I'll never forgive him...\I'll never forgive him!\I have to focus!\From Mermaid Heel, it looks like Millianna is taking the field!\That girl!\Millianna...\She's the one who was wearing the hood. I didn't know she was in a guild.\Don't cause trouble in front of the Council, Obra. response:	I'll be the rep for Pegasus.
context: I'll never forgive him!\I have to focus!\From Mermaid Heel, it looks like Millianna is taking the field!\That girl!\Millianna...\She's the one who was wearing the hood. I didn't know she was in a guild.\Don't cause trouble in front of the Council, Obra.\I'll be the rep for Pegasus. response:	Like I said last night, I'm participating in this one.
context: I have to focus!\From Mermaid Heel, it looks like Millianna is taking the field!\That girl!\Millianna...\She's the one who was wearing the hood. I didn't know she was in a guild.\Don't cause trouble in front of the Council, Obra.\I'll be the rep for Pegasus.\Like I said last night, I'm participating in this one. response:	I'll use my Black Lightning to blast them all to smithereens.
context: From Mermaid Heel, it looks like Millianna is taking the field!\That girl!\Millianna...\She's the one who was wearing the hood. I didn't know she was in a guild.\Don't cause trouble in front of the Council, Obra.\I'll be the rep for Pegasus.\Like I said last night, I'm participating in this one.\I'll use my Black Lightning to blast them all to smithereens. response:	Even though we don't know what kind of competition it's going to be?
context: That girl!\Millianna...\She's the one who was wearing the hood. I didn't know she was in a guild.\Don't cause trouble in front of the Council, Obra.\I'll be the rep for Pegasus.\Like I said last night, I'm participating in this one.\I'll use my Black Lightning to blast them all to smithereens.\Even though we don't know what kind of competition it's going to be? response:	Do what you want.
context: Millianna...\She's the one who was wearing the hood. I didn't know she was in a guild.\Don't cause trouble in front of the Council, Obra.\I'll be the rep for Pegasus.\Like I said last night, I'm participating in this one.\I'll use my Black Lightning to blast them all to smithereens.\Even though we don't know what kind of competition it's going to be?\Do what you want. response:	If Natsu Dragneel isn't gonna be in it, I don't care what happens.
context: She's the one who was wearing the hood. I didn't know she was in a guild.\Don't cause trouble in front of the Council, Obra.\I'll be the rep for Pegasus.\Like I said last night, I'm participating in this one.\I'll use my Black Lightning to blast them all to smithereens.\Even though we don't know what kind of competition it's going to be?\Do what you want.\If Natsu Dragneel isn't gonna be in it, I don't care what happens. response:	Jura-san is going to do it?
context: Don't cause trouble in front of the Council, Obra.\I'll be the rep for Pegasus.\Like I said last night, I'm participating in this one.\I'll use my Black Lightning to blast them all to smithereens.\Even though we don't know what kind of competition it's going to be?\Do what you want.\If Natsu Dragneel isn't gonna be in it, I don't care what happens.\Jura-san is going to do it? response:	On Obaba's orders, so we can't do anything about it.
context: I'll be the rep for Pegasus.\Like I said last night, I'm participating in this one.\I'll use my Black Lightning to blast them all to smithereens.\Even though we don't know what kind of competition it's going to be?\Do what you want.\If Natsu Dragneel isn't gonna be in it, I don't care what happens.\Jura-san is going to do it?\On Obaba's orders, so we can't do anything about it. response:	My sock...
context: Like I said last night, I'm participating in this one.\I'll use my Black Lightning to blast them all to smithereens.\Even though we don't know what kind of competition it's going to be?\Do what you want.\If Natsu Dragneel isn't gonna be in it, I don't care what happens.\Jura-san is going to do it?\On Obaba's orders, so we can't do anything about it.\My sock... response:	Just buy a new one!
