context: Dreadful... response:	What is that?
context: Close to the gods?\They reside in the mountains, the rivers,\even in the latrine.\What?\This is the only stop before we get to London.\Which is to say, if he were to attack, he would do it here.\Don't cry.\I will take the pain away. response:	Owie, owie,
context: They reside in the mountains, the rivers,\even in the latrine.\What?\This is the only stop before we get to London.\Which is to say, if he were to attack, he would do it here.\Don't cry.\I will take the pain away.\Owie, owie, response:	fly away!
context: even in the latrine.\What?\This is the only stop before we get to London.\Which is to say, if he were to attack, he would do it here.\Don't cry.\I will take the pain away.\Owie, owie,\fly away! response:	Owie, owie,
context: What?\This is the only stop before we get to London.\Which is to say, if he were to attack, he would do it here.\Don't cry.\I will take the pain away.\Owie, owie,\fly away!\Owie, owie, response:	fly away!
context: This is the only stop before we get to London.\Which is to say, if he were to attack, he would do it here.\Don't cry.\I will take the pain away.\Owie, owie,\fly away!\Owie, owie,\fly away! response:	Better?
context: Which is to say, if he were to attack, he would do it here.\Don't cry.\I will take the pain away.\Owie, owie,\fly away!\Owie, owie,\fly away!\Better? response:	Uh-huh. I'm all right.
context: Don't cry.\I will take the pain away.\Owie, owie,\fly away!\Owie, owie,\fly away!\Better?\Uh-huh. I'm all right. response:	What did you do?
context: I will take the pain away.\Owie, owie,\fly away!\Owie, owie,\fly away!\Better?\Uh-huh. I'm all right.\What did you do? response:	An Eastern magic spell handed down to me from my father.
context: Owie, owie,\fly away!\Owie, owie,\fly away!\Better?\Uh-huh. I'm all right.\What did you do?\An Eastern magic spell handed down to me from my father. response:	He cast it for me many times in the past.
context: fly away!\Owie, owie,\fly away!\Better?\Uh-huh. I'm all right.\What did you do?\An Eastern magic spell handed down to me from my father.\He cast it for me many times in the past. response:	Why are we helping Todo Jubei?
context: Owie, owie,\fly away!\Better?\Uh-huh. I'm all right.\What did you do?\An Eastern magic spell handed down to me from my father.\He cast it for me many times in the past.\Why are we helping Todo Jubei? response:	I have no interest in that eastern island nation.
context: fly away!\Better?\Uh-huh. I'm all right.\What did you do?\An Eastern magic spell handed down to me from my father.\He cast it for me many times in the past.\Why are we helping Todo Jubei?\I have no interest in that eastern island nation. response:	I only hope he gets that woman caught up in an assassination plot.
context: Better?\Uh-huh. I'm all right.\What did you do?\An Eastern magic spell handed down to me from my father.\He cast it for me many times in the past.\Why are we helping Todo Jubei?\I have no interest in that eastern island nation.\I only hope he gets that woman caught up in an assassination plot. response:	She may be only a figurehead, but she's fourth in line to the throne.
context: Uh-huh. I'm all right.\What did you do?\An Eastern magic spell handed down to me from my father.\He cast it for me many times in the past.\Why are we helping Todo Jubei?\I have no interest in that eastern island nation.\I only hope he gets that woman caught up in an assassination plot.\She may be only a figurehead, but she's fourth in line to the throne. response:	We can't be sure someone won't move her ahead.
context: What did you do?\An Eastern magic spell handed down to me from my father.\He cast it for me many times in the past.\Why are we helping Todo Jubei?\I have no interest in that eastern island nation.\I only hope he gets that woman caught up in an assassination plot.\She may be only a figurehead, but she's fourth in line to the throne.\We can't be sure someone won't move her ahead. response:	So he didn't come after us at Maidstone Station.
context: An Eastern magic spell handed down to me from my father.\He cast it for me many times in the past.\Why are we helping Todo Jubei?\I have no interest in that eastern island nation.\I only hope he gets that woman caught up in an assassination plot.\She may be only a figurehead, but she's fourth in line to the throne.\We can't be sure someone won't move her ahead.\So he didn't come after us at Maidstone Station. response:	Even the fearsome Jubei is out of his element in a foreign nation, it seems.
context: He cast it for me many times in the past.\Why are we helping Todo Jubei?\I have no interest in that eastern island nation.\I only hope he gets that woman caught up in an assassination plot.\She may be only a figurehead, but she's fourth in line to the throne.\We can't be sure someone won't move her ahead.\So he didn't come after us at Maidstone Station.\Even the fearsome Jubei is out of his element in a foreign nation, it seems. response:	He will appear.
context: Why are we helping Todo Jubei?\I have no interest in that eastern island nation.\I only hope he gets that woman caught up in an assassination plot.\She may be only a figurehead, but she's fourth in line to the throne.\We can't be sure someone won't move her ahead.\So he didn't come after us at Maidstone Station.\Even the fearsome Jubei is out of his element in a foreign nation, it seems.\He will appear. response:	Jubei isn't such a simple opponent.
context: I have no interest in that eastern island nation.\I only hope he gets that woman caught up in an assassination plot.\She may be only a figurehead, but she's fourth in line to the throne.\We can't be sure someone won't move her ahead.\So he didn't come after us at Maidstone Station.\Even the fearsome Jubei is out of his element in a foreign nation, it seems.\He will appear.\Jubei isn't such a simple opponent. response:	Why are you so obsessed with him?
context: I only hope he gets that woman caught up in an assassination plot.\She may be only a figurehead, but she's fourth in line to the throne.\We can't be sure someone won't move her ahead.\So he didn't come after us at Maidstone Station.\Even the fearsome Jubei is out of his element in a foreign nation, it seems.\He will appear.\Jubei isn't such a simple opponent.\Why are you so obsessed with him? response:	Because Jubei...
context: She may be only a figurehead, but she's fourth in line to the throne.\We can't be sure someone won't move her ahead.\So he didn't come after us at Maidstone Station.\Even the fearsome Jubei is out of his element in a foreign nation, it seems.\He will appear.\Jubei isn't such a simple opponent.\Why are you so obsessed with him?\Because Jubei... response:	killed my father.
context: We can't be sure someone won't move her ahead.\So he didn't come after us at Maidstone Station.\Even the fearsome Jubei is out of his element in a foreign nation, it seems.\He will appear.\Jubei isn't such a simple opponent.\Why are you so obsessed with him?\Because Jubei...\killed my father. response:	Two years ago, time stopped for me completely.
context: So he didn't come after us at Maidstone Station.\Even the fearsome Jubei is out of his element in a foreign nation, it seems.\He will appear.\Jubei isn't such a simple opponent.\Why are you so obsessed with him?\Because Jubei...\killed my father.\Two years ago, time stopped for me completely. response:	And until I strike Jubei down, my tears refuse to be shed.
context: Even the fearsome Jubei is out of his element in a foreign nation, it seems.\He will appear.\Jubei isn't such a simple opponent.\Why are you so obsessed with him?\Because Jubei...\killed my father.\Two years ago, time stopped for me completely.\And until I strike Jubei down, my tears refuse to be shed. response:	And what do you think you're doing?
context: He will appear.\Jubei isn't such a simple opponent.\Why are you so obsessed with him?\Because Jubei...\killed my father.\Two years ago, time stopped for me completely.\And until I strike Jubei down, my tears refuse to be shed.\And what do you think you're doing? response:	I was watching the janitor, too.
context: Jubei isn't such a simple opponent.\Why are you so obsessed with him?\Because Jubei...\killed my father.\Two years ago, time stopped for me completely.\And until I strike Jubei down, my tears refuse to be shed.\And what do you think you're doing?\I was watching the janitor, too. response:	Are you Todo Jubei?
context: Why are you so obsessed with him?\Because Jubei...\killed my father.\Two years ago, time stopped for me completely.\And until I strike Jubei down, my tears refuse to be shed.\And what do you think you're doing?\I was watching the janitor, too.\Are you Todo Jubei? response:	An explosion?
context: Because Jubei...\killed my father.\Two years ago, time stopped for me completely.\And until I strike Jubei down, my tears refuse to be shed.\And what do you think you're doing?\I was watching the janitor, too.\Are you Todo Jubei?\An explosion? response:	Stay here.
context: killed my father.\Two years ago, time stopped for me completely.\And until I strike Jubei down, my tears refuse to be shed.\And what do you think you're doing?\I was watching the janitor, too.\Are you Todo Jubei?\An explosion?\Stay here. response:	I'll go see what's happening.
context: Two years ago, time stopped for me completely.\And until I strike Jubei down, my tears refuse to be shed.\And what do you think you're doing?\I was watching the janitor, too.\Are you Todo Jubei?\An explosion?\Stay here.\I'll go see what's happening. response:	What? But how?
context: And until I strike Jubei down, my tears refuse to be shed.\And what do you think you're doing?\I was watching the janitor, too.\Are you Todo Jubei?\An explosion?\Stay here.\I'll go see what's happening.\What? But how? response:	The outbound trains should all have stopped running for security reasons.
context: And what do you think you're doing?\I was watching the janitor, too.\Are you Todo Jubei?\An explosion?\Stay here.\I'll go see what's happening.\What? But how?\The outbound trains should all have stopped running for security reasons. response:	Then it must be...
context: I was watching the janitor, too.\Are you Todo Jubei?\An explosion?\Stay here.\I'll go see what's happening.\What? But how?\The outbound trains should all have stopped running for security reasons.\Then it must be... response:	Todo Jubei!
context: Are you Todo Jubei?\An explosion?\Stay here.\I'll go see what's happening.\What? But how?\The outbound trains should all have stopped running for security reasons.\Then it must be...\Todo Jubei! response:	I see the Duke of Normandy kept his promise.
context: An explosion?\Stay here.\I'll go see what's happening.\What? But how?\The outbound trains should all have stopped running for security reasons.\Then it must be...\Todo Jubei!\I see the Duke of Normandy kept his promise. response:	Fire!
context: Stay here.\I'll go see what's happening.\What? But how?\The outbound trains should all have stopped running for security reasons.\Then it must be...\Todo Jubei!\I see the Duke of Normandy kept his promise.\Fire! response:	Slow down the engine!
context: I'll go see what's happening.\What? But how?\The outbound trains should all have stopped running for security reasons.\Then it must be...\Todo Jubei!\I see the Duke of Normandy kept his promise.\Fire!\Slow down the engine! response:	We need to get back to the soldiers!
context: What? But how?\The outbound trains should all have stopped running for security reasons.\Then it must be...\Todo Jubei!\I see the Duke of Normandy kept his promise.\Fire!\Slow down the engine!\We need to get back to the soldiers! response:	Can't! If we slow down while we're still connected, we'll derail!
context: The outbound trains should all have stopped running for security reasons.\Then it must be...\Todo Jubei!\I see the Duke of Normandy kept his promise.\Fire!\Slow down the engine!\We need to get back to the soldiers!\Can't! If we slow down while we're still connected, we'll derail! response:	He's boarding the train!
context: Then it must be...\Todo Jubei!\I see the Duke of Normandy kept his promise.\Fire!\Slow down the engine!\We need to get back to the soldiers!\Can't! If we slow down while we're still connected, we'll derail!\He's boarding the train! response:	Everyone, draw your swords!
context: Todo Jubei!\I see the Duke of Normandy kept his promise.\Fire!\Slow down the engine!\We need to get back to the soldiers!\Can't! If we slow down while we're still connected, we'll derail!\He's boarding the train!\Everyone, draw your swords! response:	Fire!
context: I see the Duke of Normandy kept his promise.\Fire!\Slow down the engine!\We need to get back to the soldiers!\Can't! If we slow down while we're still connected, we'll derail!\He's boarding the train!\Everyone, draw your swords!\Fire! response:	Your Highness, get down!
context: Fire!\Slow down the engine!\We need to get back to the soldiers!\Can't! If we slow down while we're still connected, we'll derail!\He's boarding the train!\Everyone, draw your swords!\Fire!\Your Highness, get down! response:	Dorothy!
context: Slow down the engine!\We need to get back to the soldiers!\Can't! If we slow down while we're still connected, we'll derail!\He's boarding the train!\Everyone, draw your swords!\Fire!\Your Highness, get down!\Dorothy! response:	I'm sorry.
context: We need to get back to the soldiers!\Can't! If we slow down while we're still connected, we'll derail!\He's boarding the train!\Everyone, draw your swords!\Fire!\Your Highness, get down!\Dorothy!\I'm sorry. response:	I messed up.
context: Can't! If we slow down while we're still connected, we'll derail!\He's boarding the train!\Everyone, draw your swords!\Fire!\Your Highness, get down!\Dorothy!\I'm sorry.\I messed up. response:	Where's Princess?
context: He's boarding the train!\Everyone, draw your swords!\Fire!\Your Highness, get down!\Dorothy!\I'm sorry.\I messed up.\Where's Princess? response:	In the state car. Go to her, Ange.
context: Everyone, draw your swords!\Fire!\Your Highness, get down!\Dorothy!\I'm sorry.\I messed up.\Where's Princess?\In the state car. Go to her, Ange. response:	With your C-ball, you can still catch them.
context: Fire!\Your Highness, get down!\Dorothy!\I'm sorry.\I messed up.\Where's Princess?\In the state car. Go to her, Ange.\With your C-ball, you can still catch them. response:	Take me with you.
context: Your Highness, get down!\Dorothy!\I'm sorry.\I messed up.\Where's Princess?\In the state car. Go to her, Ange.\With your C-ball, you can still catch them.\Take me with you. response:	That is where we'll find Jubei.
context: Dorothy!\I'm sorry.\I messed up.\Where's Princess?\In the state car. Go to her, Ange.\With your C-ball, you can still catch them.\Take me with you.\That is where we'll find Jubei. response:	Please.
context: I'm sorry.\I messed up.\Where's Princess?\In the state car. Go to her, Ange.\With your C-ball, you can still catch them.\Take me with you.\That is where we'll find Jubei.\Please. response:	I'll take all the help I can get.
context: I messed up.\Where's Princess?\In the state car. Go to her, Ange.\With your C-ball, you can still catch them.\Take me with you.\That is where we'll find Jubei.\Please.\I'll take all the help I can get. response:	Follow my timing.
context: Where's Princess?\In the state car. Go to her, Ange.\With your C-ball, you can still catch them.\Take me with you.\That is where we'll find Jubei.\Please.\I'll take all the help I can get.\Follow my timing. response:	Two.
context: In the state car. Go to her, Ange.\With your C-ball, you can still catch them.\Take me with you.\That is where we'll find Jubei.\Please.\I'll take all the help I can get.\Follow my timing.\Two. response:	One.
context: With your C-ball, you can still catch them.\Take me with you.\That is where we'll find Jubei.\Please.\I'll take all the help I can get.\Follow my timing.\Two.\One. response:	Zero!
context: Take me with you.\That is where we'll find Jubei.\Please.\I'll take all the help I can get.\Follow my timing.\Two.\One.\Zero! response:	What?!
context: That is where we'll find Jubei.\Please.\I'll take all the help I can get.\Follow my timing.\Two.\One.\Zero!\What?! response:	You would betray us, Chise-dono?!
context: Please.\I'll take all the help I can get.\Follow my timing.\Two.\One.\Zero!\What?!\You would betray us, Chise-dono?! response:	You are the traitors!
context: I'll take all the help I can get.\Follow my timing.\Two.\One.\Zero!\What?!\You would betray us, Chise-dono?!\You are the traitors! response:	Why you-!
context: Follow my timing.\Two.\One.\Zero!\What?!\You would betray us, Chise-dono?!\You are the traitors!\Why you-! response:	SHE is here.
context: Two.\One.\Zero!\What?!\You would betray us, Chise-dono?!\You are the traitors!\Why you-!\SHE is here. response:	Go faster!
context: One.\Zero!\What?!\You would betray us, Chise-dono?!\You are the traitors!\Why you-!\SHE is here.\Go faster! response:	Yes, sir!
context: Zero!\What?!\You would betray us, Chise-dono?!\You are the traitors!\Why you-!\SHE is here.\Go faster!\Yes, sir! response:	Don't fall behind!
context: What?!\You would betray us, Chise-dono?!\You are the traitors!\Why you-!\SHE is here.\Go faster!\Yes, sir!\Don't fall behind! response:	They'll drag us off the rails!
context: You would betray us, Chise-dono?!\You are the traitors!\Why you-!\SHE is here.\Go faster!\Yes, sir!\Don't fall behind!\They'll drag us off the rails! response:	This is bad.
context: You are the traitors!\Why you-!\SHE is here.\Go faster!\Yes, sir!\Don't fall behind!\They'll drag us off the rails!\This is bad. response:	What?
context: Why you-!\SHE is here.\Go faster!\Yes, sir!\Don't fall behind!\They'll drag us off the rails!\This is bad.\What? response:	The tracks merge up ahead.
context: SHE is here.\Go faster!\Yes, sir!\Don't fall behind!\They'll drag us off the rails!\This is bad.\What?\The tracks merge up ahead. response:	If the cars hit each other at this speed, it will be a catastrophe!
context: Go faster!\Yes, sir!\Don't fall behind!\They'll drag us off the rails!\This is bad.\What?\The tracks merge up ahead.\If the cars hit each other at this speed, it will be a catastrophe! response:	Ange!
context: Yes, sir!\Don't fall behind!\They'll drag us off the rails!\This is bad.\What?\The tracks merge up ahead.\If the cars hit each other at this speed, it will be a catastrophe!\Ange! response:	Don't let them board!
context: Don't fall behind!\They'll drag us off the rails!\This is bad.\What?\The tracks merge up ahead.\If the cars hit each other at this speed, it will be a catastrophe!\Ange!\Don't let them board! response:	They went up top!
context: They'll drag us off the rails!\This is bad.\What?\The tracks merge up ahead.\If the cars hit each other at this speed, it will be a catastrophe!\Ange!\Don't let them board!\They went up top! response:	Such incredible skill!
context: This is bad.\What?\The tracks merge up ahead.\If the cars hit each other at this speed, it will be a catastrophe!\Ange!\Don't let them board!\They went up top!\Such incredible skill! response:	I'll let you handle this.
context: What?\The tracks merge up ahead.\If the cars hit each other at this speed, it will be a catastrophe!\Ange!\Don't let them board!\They went up top!\Such incredible skill!\I'll let you handle this. response:	As you wish.
context: The tracks merge up ahead.\If the cars hit each other at this speed, it will be a catastrophe!\Ange!\Don't let them board!\They went up top!\Such incredible skill!\I'll let you handle this.\As you wish. response:	Jubei-dono!
context: If the cars hit each other at this speed, it will be a catastrophe!\Ange!\Don't let them board!\They went up top!\Such incredible skill!\I'll let you handle this.\As you wish.\Jubei-dono! response:	Oshima?
context: Ange!\Don't let them board!\They went up top!\Such incredible skill!\I'll let you handle this.\As you wish.\Jubei-dono!\Oshima? response:	Forgive me!
context: Don't let them board!\They went up top!\Such incredible skill!\I'll let you handle this.\As you wish.\Jubei-dono!\Oshima?\Forgive me! response:	No!
context: They went up top!\Such incredible skill!\I'll let you handle this.\As you wish.\Jubei-dono!\Oshima?\Forgive me!\No! response:	Lord Horikawa. I am here for your life.
context: Such incredible skill!\I'll let you handle this.\As you wish.\Jubei-dono!\Oshima?\Forgive me!\No!\Lord Horikawa. I am here for your life. response:	Pathetic remnant of the Shogunate!
context: I'll let you handle this.\As you wish.\Jubei-dono!\Oshima?\Forgive me!\No!\Lord Horikawa. I am here for your life.\Pathetic remnant of the Shogunate! response:	Protect our lord!
context: As you wish.\Jubei-dono!\Oshima?\Forgive me!\No!\Lord Horikawa. I am here for your life.\Pathetic remnant of the Shogunate!\Protect our lord! response:	Your Highness, get back!
context: Jubei-dono!\Oshima?\Forgive me!\No!\Lord Horikawa. I am here for your life.\Pathetic remnant of the Shogunate!\Protect our lord!\Your Highness, get back! response:	Beatrice!
context: Oshima?\Forgive me!\No!\Lord Horikawa. I am here for your life.\Pathetic remnant of the Shogunate!\Protect our lord!\Your Highness, get back!\Beatrice! response:	Some sort of armor?
context: Forgive me!\No!\Lord Horikawa. I am here for your life.\Pathetic remnant of the Shogunate!\Protect our lord!\Your Highness, get back!\Beatrice!\Some sort of armor? response:	JUBEI!
context: No!\Lord Horikawa. I am here for your life.\Pathetic remnant of the Shogunate!\Protect our lord!\Your Highness, get back!\Beatrice!\Some sort of armor?\JUBEI! response:	Princess!
context: Lord Horikawa. I am here for your life.\Pathetic remnant of the Shogunate!\Protect our lord!\Your Highness, get back!\Beatrice!\Some sort of armor?\JUBEI!\Princess! response:	Wait!
context: Pathetic remnant of the Shogunate!\Protect our lord!\Your Highness, get back!\Beatrice!\Some sort of armor?\JUBEI!\Princess!\Wait! response:	Ange!
context: Protect our lord!\Your Highness, get back!\Beatrice!\Some sort of armor?\JUBEI!\Princess!\Wait!\Ange! response:	Let's stop these trains!
context: Your Highness, get back!\Beatrice!\Some sort of armor?\JUBEI!\Princess!\Wait!\Ange!\Let's stop these trains! response:	Princess!
context: Beatrice!\Some sort of armor?\JUBEI!\Princess!\Wait!\Ange!\Let's stop these trains!\Princess! response:	Close the regulator valve!
context: Some sort of armor?\JUBEI!\Princess!\Wait!\Ange!\Let's stop these trains!\Princess!\Close the regulator valve! response:	Use the red lever!
context: JUBEI!\Princess!\Wait!\Ange!\Let's stop these trains!\Princess!\Close the regulator valve!\Use the red lever! response:	Turn the reversing gear to the right!
context: Princess!\Wait!\Ange!\Let's stop these trains!\Princess!\Close the regulator valve!\Use the red lever!\Turn the reversing gear to the right! response:	Next, open the bypass valve!
context: Wait!\Ange!\Let's stop these trains!\Princess!\Close the regulator valve!\Use the red lever!\Turn the reversing gear to the right!\Next, open the bypass valve! response:	And brake!
context: Ange!\Let's stop these trains!\Princess!\Close the regulator valve!\Use the red lever!\Turn the reversing gear to the right!\Next, open the bypass valve!\And brake! response:	We did it.
context: Let's stop these trains!\Princess!\Close the regulator valve!\Use the red lever!\Turn the reversing gear to the right!\Next, open the bypass valve!\And brake!\We did it. response:	You've grown stronger, Chise.
context: Princess!\Close the regulator valve!\Use the red lever!\Turn the reversing gear to the right!\Next, open the bypass valve!\And brake!\We did it.\You've grown stronger, Chise. response:	Chise, you...
context: Close the regulator valve!\Use the red lever!\Turn the reversing gear to the right!\Next, open the bypass valve!\And brake!\We did it.\You've grown stronger, Chise.\Chise, you... response:	Please be at ease, Lord Horikawa.
context: Use the red lever!\Turn the reversing gear to the right!\Next, open the bypass valve!\And brake!\We did it.\You've grown stronger, Chise.\Chise, you...\Please be at ease, Lord Horikawa. response:	I have slain the traitor, Todo Jubei.
context: Turn the reversing gear to the right!\Next, open the bypass valve!\And brake!\We did it.\You've grown stronger, Chise.\Chise, you...\Please be at ease, Lord Horikawa.\I have slain the traitor, Todo Jubei. response:	Jubei was your father.
context: Next, open the bypass valve!\And brake!\We did it.\You've grown stronger, Chise.\Chise, you...\Please be at ease, Lord Horikawa.\I have slain the traitor, Todo Jubei.\Jubei was your father. response:	The caring father who taught me the sword was dead.
context: And brake!\We did it.\You've grown stronger, Chise.\Chise, you...\Please be at ease, Lord Horikawa.\I have slain the traitor, Todo Jubei.\Jubei was your father.\The caring father who taught me the sword was dead. response:	The man resting here is nothing more than a traitorous assassin.
context: We did it.\You've grown stronger, Chise.\Chise, you...\Please be at ease, Lord Horikawa.\I have slain the traitor, Todo Jubei.\Jubei was your father.\The caring father who taught me the sword was dead.\The man resting here is nothing more than a traitorous assassin. response:	Is this what you wanted?
context: You've grown stronger, Chise.\Chise, you...\Please be at ease, Lord Horikawa.\I have slain the traitor, Todo Jubei.\Jubei was your father.\The caring father who taught me the sword was dead.\The man resting here is nothing more than a traitorous assassin.\Is this what you wanted? response:	I have no need for your sympathy.
context: Chise, you...\Please be at ease, Lord Horikawa.\I have slain the traitor, Todo Jubei.\Jubei was your father.\The caring father who taught me the sword was dead.\The man resting here is nothing more than a traitorous assassin.\Is this what you wanted?\I have no need for your sympathy. response:	Rather, I am proud.
context: Please be at ease, Lord Horikawa.\I have slain the traitor, Todo Jubei.\Jubei was your father.\The caring father who taught me the sword was dead.\The man resting here is nothing more than a traitorous assassin.\Is this what you wanted?\I have no need for your sympathy.\Rather, I am proud. response:	I was able to surpass my father.
context: I have slain the traitor, Todo Jubei.\Jubei was your father.\The caring father who taught me the sword was dead.\The man resting here is nothing more than a traitorous assassin.\Is this what you wanted?\I have no need for your sympathy.\Rather, I am proud.\I was able to surpass my father. response:	Let's go. Dorothy is waiting.
context: Jubei was your father.\The caring father who taught me the sword was dead.\The man resting here is nothing more than a traitorous assassin.\Is this what you wanted?\I have no need for your sympathy.\Rather, I am proud.\I was able to surpass my father.\Let's go. Dorothy is waiting. response:	Chise...
context: The caring father who taught me the sword was dead.\The man resting here is nothing more than a traitorous assassin.\Is this what you wanted?\I have no need for your sympathy.\Rather, I am proud.\I was able to surpass my father.\Let's go. Dorothy is waiting.\Chise... response:	Thank you for keeping Princess safe.
context: The man resting here is nothing more than a traitorous assassin.\Is this what you wanted?\I have no need for your sympathy.\Rather, I am proud.\I was able to surpass my father.\Let's go. Dorothy is waiting.\Chise...\Thank you for keeping Princess safe. response:	Owie, owie, fly away.
context: Is this what you wanted?\I have no need for your sympathy.\Rather, I am proud.\I was able to surpass my father.\Let's go. Dorothy is waiting.\Chise...\Thank you for keeping Princess safe.\Owie, owie, fly away. response:	Owie, owie, fly away.
context: I have no need for your sympathy.\Rather, I am proud.\I was able to surpass my father.\Let's go. Dorothy is waiting.\Chise...\Thank you for keeping Princess safe.\Owie, owie, fly away.\Owie, owie, fly away. response:	How strange.
context: Rather, I am proud.\I was able to surpass my father.\Let's go. Dorothy is waiting.\Chise...\Thank you for keeping Princess safe.\Owie, owie, fly away.\Owie, owie, fly away.\How strange. response:	Your spell isn't working, Father.
context: I was able to surpass my father.\Let's go. Dorothy is waiting.\Chise...\Thank you for keeping Princess safe.\Owie, owie, fly away.\Owie, owie, fly away.\How strange.\Your spell isn't working, Father. response:	It won't take away the pain in my heart.
context: Let's go. Dorothy is waiting.\Chise...\Thank you for keeping Princess safe.\Owie, owie, fly away.\Owie, owie, fly away.\How strange.\Your spell isn't working, Father.\It won't take away the pain in my heart. response:	Should you really be drinking alcohol?
context: Chise...\Thank you for keeping Princess safe.\Owie, owie, fly away.\Owie, owie, fly away.\How strange.\Your spell isn't working, Father.\It won't take away the pain in my heart.\Should you really be drinking alcohol? response:	Oh, don't worry. My wounds have closed up nicely.
context: Thank you for keeping Princess safe.\Owie, owie, fly away.\Owie, owie, fly away.\How strange.\Your spell isn't working, Father.\It won't take away the pain in my heart.\Should you really be drinking alcohol?\Oh, don't worry. My wounds have closed up nicely. response:	Wanna see?
context: Owie, owie, fly away.\Owie, owie, fly away.\How strange.\Your spell isn't working, Father.\It won't take away the pain in my heart.\Should you really be drinking alcohol?\Oh, don't worry. My wounds have closed up nicely.\Wanna see? response:	No, thank you.
context: Owie, owie, fly away.\How strange.\Your spell isn't working, Father.\It won't take away the pain in my heart.\Should you really be drinking alcohol?\Oh, don't worry. My wounds have closed up nicely.\Wanna see?\No, thank you. response:	Excuse me.
context: How strange.\Your spell isn't working, Father.\It won't take away the pain in my heart.\Should you really be drinking alcohol?\Oh, don't worry. My wounds have closed up nicely.\Wanna see?\No, thank you.\Excuse me. response:	You're-!
context: Your spell isn't working, Father.\It won't take away the pain in my heart.\Should you really be drinking alcohol?\Oh, don't worry. My wounds have closed up nicely.\Wanna see?\No, thank you.\Excuse me.\You're-! response:	A new transfer student. Todo Chise.
context: It won't take away the pain in my heart.\Should you really be drinking alcohol?\Oh, don't worry. My wounds have closed up nicely.\Wanna see?\No, thank you.\Excuse me.\You're-!\A new transfer student. Todo Chise. response:	Transfer student?!
context: Should you really be drinking alcohol?\Oh, don't worry. My wounds have closed up nicely.\Wanna see?\No, thank you.\Excuse me.\You're-!\A new transfer student. Todo Chise.\Transfer student?! response:	We're glad to have you, Chise.
context: Oh, don't worry. My wounds have closed up nicely.\Wanna see?\No, thank you.\Excuse me.\You're-!\A new transfer student. Todo Chise.\Transfer student?!\We're glad to have you, Chise. response:	This room is our base of operations.
context: Wanna see?\No, thank you.\Excuse me.\You're-!\A new transfer student. Todo Chise.\Transfer student?!\We're glad to have you, Chise.\This room is our base of operations. response:	Isn't it lovely?
context: No, thank you.\Excuse me.\You're-!\A new transfer student. Todo Chise.\Transfer student?!\We're glad to have you, Chise.\This room is our base of operations.\Isn't it lovely? response:	Huh?
context: Excuse me.\You're-!\A new transfer student. Todo Chise.\Transfer student?!\We're glad to have you, Chise.\This room is our base of operations.\Isn't it lovely?\Huh? response:	Huh?!
context: You're-!\A new transfer student. Todo Chise.\Transfer student?!\We're glad to have you, Chise.\This room is our base of operations.\Isn't it lovely?\Huh?\Huh?! response:	Our respective employers have struck a deal. I will be helping with Operation: Changeling.
context: A new transfer student. Todo Chise.\Transfer student?!\We're glad to have you, Chise.\This room is our base of operations.\Isn't it lovely?\Huh?\Huh?!\Our respective employers have struck a deal. I will be helping with Operation: Changeling. response:	I introduced Lord Horikawa to Control.
context: Transfer student?!\We're glad to have you, Chise.\This room is our base of operations.\Isn't it lovely?\Huh?\Huh?!\Our respective employers have struck a deal. I will be helping with Operation: Changeling.\I introduced Lord Horikawa to Control. response:	I thought he might switch over to the Commonwealth.
context: We're glad to have you, Chise.\This room is our base of operations.\Isn't it lovely?\Huh?\Huh?!\Our respective employers have struck a deal. I will be helping with Operation: Changeling.\I introduced Lord Horikawa to Control.\I thought he might switch over to the Commonwealth. response:	When did you s-s-seduce Lord Horikawa?
context: This room is our base of operations.\Isn't it lovely?\Huh?\Huh?!\Our respective employers have struck a deal. I will be helping with Operation: Changeling.\I introduced Lord Horikawa to Control.\I thought he might switch over to the Commonwealth.\When did you s-s-seduce Lord Horikawa? response:	You nobles use such naughty language.
context: Isn't it lovely?\Huh?\Huh?!\Our respective employers have struck a deal. I will be helping with Operation: Changeling.\I introduced Lord Horikawa to Control.\I thought he might switch over to the Commonwealth.\When did you s-s-seduce Lord Horikawa?\You nobles use such naughty language. response:	But wh-what else could I call it?
context: Huh?\Huh?!\Our respective employers have struck a deal. I will be helping with Operation: Changeling.\I introduced Lord Horikawa to Control.\I thought he might switch over to the Commonwealth.\When did you s-s-seduce Lord Horikawa?\You nobles use such naughty language.\But wh-what else could I call it? response:	Ange. You made it possible for me to fight Jubei.
context: Huh?!\Our respective employers have struck a deal. I will be helping with Operation: Changeling.\I introduced Lord Horikawa to Control.\I thought he might switch over to the Commonwealth.\When did you s-s-seduce Lord Horikawa?\You nobles use such naughty language.\But wh-what else could I call it?\Ange. You made it possible for me to fight Jubei. response:	Allow me to thank you again.
context: Our respective employers have struck a deal. I will be helping with Operation: Changeling.\I introduced Lord Horikawa to Control.\I thought he might switch over to the Commonwealth.\When did you s-s-seduce Lord Horikawa?\You nobles use such naughty language.\But wh-what else could I call it?\Ange. You made it possible for me to fight Jubei.\Allow me to thank you again. response:	Stop.
