context: Sis, it'll be all right. response:	Thank you.
context: There's a ranch and farm next to the center.\They let me help out there sometimes.\This is a baby goat that was born on the ranch.\Her name is Mei.\The dog to my left is Hana.\They always come running over to see me when I go to the ranch.\They're the first friends I made here.\All of the people on the farm and ranch are very friendly. response:	The people in the neighborhood, too.
context: They let me help out there sometimes.\This is a baby goat that was born on the ranch.\Her name is Mei.\The dog to my left is Hana.\They always come running over to see me when I go to the ranch.\They're the first friends I made here.\All of the people on the farm and ranch are very friendly.\The people in the neighborhood, too. response:	The other day, we made plum wine, plum syrup, and plum jam together.
context: This is a baby goat that was born on the ranch.\Her name is Mei.\The dog to my left is Hana.\They always come running over to see me when I go to the ranch.\They're the first friends I made here.\All of the people on the farm and ranch are very friendly.\The people in the neighborhood, too.\The other day, we made plum wine, plum syrup, and plum jam together. response:	My mom helped too, and we had a good time.
context: Her name is Mei.\The dog to my left is Hana.\They always come running over to see me when I go to the ranch.\They're the first friends I made here.\All of the people on the farm and ranch are very friendly.\The people in the neighborhood, too.\The other day, we made plum wine, plum syrup, and plum jam together.\My mom helped too, and we had a good time. response:	My dad's office isn't too far from the center, so he drops me off and picks me up every day.
context: The dog to my left is Hana.\They always come running over to see me when I go to the ranch.\They're the first friends I made here.\All of the people on the farm and ranch are very friendly.\The people in the neighborhood, too.\The other day, we made plum wine, plum syrup, and plum jam together.\My mom helped too, and we had a good time.\My dad's office isn't too far from the center, so he drops me off and picks me up every day. response:	I'm really happy to have more chances to talk to him now.
context: They always come running over to see me when I go to the ranch.\They're the first friends I made here.\All of the people on the farm and ranch are very friendly.\The people in the neighborhood, too.\The other day, we made plum wine, plum syrup, and plum jam together.\My mom helped too, and we had a good time.\My dad's office isn't too far from the center, so he drops me off and picks me up every day.\I'm really happy to have more chances to talk to him now. response:	When I first came here, I couldn't get used to this new place, so I was really lonely.
context: They're the first friends I made here.\All of the people on the farm and ranch are very friendly.\The people in the neighborhood, too.\The other day, we made plum wine, plum syrup, and plum jam together.\My mom helped too, and we had a good time.\My dad's office isn't too far from the center, so he drops me off and picks me up every day.\I'm really happy to have more chances to talk to him now.\When I first came here, I couldn't get used to this new place, so I was really lonely. response:	But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.
context: All of the people on the farm and ranch are very friendly.\The people in the neighborhood, too.\The other day, we made plum wine, plum syrup, and plum jam together.\My mom helped too, and we had a good time.\My dad's office isn't too far from the center, so he drops me off and picks me up every day.\I'm really happy to have more chances to talk to him now.\When I first came here, I couldn't get used to this new place, so I was really lonely.\But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend. response:	You start by making friends with animals.
context: The people in the neighborhood, too.\The other day, we made plum wine, plum syrup, and plum jam together.\My mom helped too, and we had a good time.\My dad's office isn't too far from the center, so he drops me off and picks me up every day.\I'm really happy to have more chances to talk to him now.\When I first came here, I couldn't get used to this new place, so I was really lonely.\But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.\You start by making friends with animals. response:	After you do that, the next step is making friends with people who are older than you.
context: The other day, we made plum wine, plum syrup, and plum jam together.\My mom helped too, and we had a good time.\My dad's office isn't too far from the center, so he drops me off and picks me up every day.\I'm really happy to have more chances to talk to him now.\When I first came here, I couldn't get used to this new place, so I was really lonely.\But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.\You start by making friends with animals.\After you do that, the next step is making friends with people who are older than you. response:	And today...
context: My mom helped too, and we had a good time.\My dad's office isn't too far from the center, so he drops me off and picks me up every day.\I'm really happy to have more chances to talk to him now.\When I first came here, I couldn't get used to this new place, so I was really lonely.\But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.\You start by making friends with animals.\After you do that, the next step is making friends with people who are older than you.\And today... response:	TO MS. SATOU
context: My dad's office isn't too far from the center, so he drops me off and picks me up every day.\I'm really happy to have more chances to talk to him now.\When I first came here, I couldn't get used to this new place, so I was really lonely.\But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.\You start by making friends with animals.\After you do that, the next step is making friends with people who are older than you.\And today...\TO MS. SATOU response:	Ms. Satou said, Why don't we move on to the third step?
context: I'm really happy to have more chances to talk to him now.\When I first came here, I couldn't get used to this new place, so I was really lonely.\But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.\You start by making friends with animals.\After you do that, the next step is making friends with people who are older than you.\And today...\TO MS. SATOU\Ms. Satou said, Why don't we move on to the third step? response:	The third step is making friends with someone who's close to your own age.
context: When I first came here, I couldn't get used to this new place, so I was really lonely.\But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.\You start by making friends with animals.\After you do that, the next step is making friends with people who are older than you.\And today...\TO MS. SATOU\Ms. Satou said, Why don't we move on to the third step?\The third step is making friends with someone who's close to your own age. response:	When I heard that...
context: But then Ms. Satou, my teacher at the center, taught me the three steps to making a friend.\You start by making friends with animals.\After you do that, the next step is making friends with people who are older than you.\And today...\TO MS. SATOU\Ms. Satou said, Why don't we move on to the third step?\The third step is making friends with someone who's close to your own age.\When I heard that... response:	I thought about you, Hina.
context: You start by making friends with animals.\After you do that, the next step is making friends with people who are older than you.\And today...\TO MS. SATOU\Ms. Satou said, Why don't we move on to the third step?\The third step is making friends with someone who's close to your own age.\When I heard that...\I thought about you, Hina. response:	I really miss you.
context: After you do that, the next step is making friends with people who are older than you.\And today...\TO MS. SATOU\Ms. Satou said, Why don't we move on to the third step?\The third step is making friends with someone who's close to your own age.\When I heard that...\I thought about you, Hina.\I really miss you. response:	When the plum syrup is just right, I'd like to drink some with you.
context: And today...\TO MS. SATOU\Ms. Satou said, Why don't we move on to the third step?\The third step is making friends with someone who's close to your own age.\When I heard that...\I thought about you, Hina.\I really miss you.\When the plum syrup is just right, I'd like to drink some with you. response:	I planted corn too.
context: TO MS. SATOU\Ms. Satou said, Why don't we move on to the third step?\The third step is making friends with someone who's close to your own age.\When I heard that...\I thought about you, Hina.\I really miss you.\When the plum syrup is just right, I'd like to drink some with you.\I planted corn too. response:	It'll be ready to pick by August.
context: Ms. Satou said, Why don't we move on to the third step?\The third step is making friends with someone who's close to your own age.\When I heard that...\I thought about you, Hina.\I really miss you.\When the plum syrup is just right, I'd like to drink some with you.\I planted corn too.\It'll be ready to pick by August. response:	I'd like to eat the corn with you.
context: The third step is making friends with someone who's close to your own age.\When I heard that...\I thought about you, Hina.\I really miss you.\When the plum syrup is just right, I'd like to drink some with you.\I planted corn too.\It'll be ready to pick by August.\I'd like to eat the corn with you. response:	Will you come and visit me during summer vacation?
context: When I heard that...\I thought about you, Hina.\I really miss you.\When the plum syrup is just right, I'd like to drink some with you.\I planted corn too.\It'll be ready to pick by August.\I'd like to eat the corn with you.\Will you come and visit me during summer vacation? response:	Can I look forward to seeing you?
context: I thought about you, Hina.\I really miss you.\When the plum syrup is just right, I'd like to drink some with you.\I planted corn too.\It'll be ready to pick by August.\I'd like to eat the corn with you.\Will you come and visit me during summer vacation?\Can I look forward to seeing you? response:	From Chiho
context: I really miss you.\When the plum syrup is just right, I'd like to drink some with you.\I planted corn too.\It'll be ready to pick by August.\I'd like to eat the corn with you.\Will you come and visit me during summer vacation?\Can I look forward to seeing you?\From Chiho response:	Small Palm
context: When the plum syrup is just right, I'd like to drink some with you.\I planted corn too.\It'll be ready to pick by August.\I'd like to eat the corn with you.\Will you come and visit me during summer vacation?\Can I look forward to seeing you?\From Chiho\Small Palm response:	In the Sun
context: I planted corn too.\It'll be ready to pick by August.\I'd like to eat the corn with you.\Will you come and visit me during summer vacation?\Can I look forward to seeing you?\From Chiho\Small Palm\In the Sun response:	TSUKUDAKO BRIDGE
context: It'll be ready to pick by August.\I'd like to eat the corn with you.\Will you come and visit me during summer vacation?\Can I look forward to seeing you?\From Chiho\Small Palm\In the Sun\TSUKUDAKO BRIDGE response:	Hello!
context: I'd like to eat the corn with you.\Will you come and visit me during summer vacation?\Can I look forward to seeing you?\From Chiho\Small Palm\In the Sun\TSUKUDAKO BRIDGE\Hello! response:	Pardon me.
context: Will you come and visit me during summer vacation?\Can I look forward to seeing you?\From Chiho\Small Palm\In the Sun\TSUKUDAKO BRIDGE\Hello!\Pardon me. response:	She's sleeping.
context: Can I look forward to seeing you?\From Chiho\Small Palm\In the Sun\TSUKUDAKO BRIDGE\Hello!\Pardon me.\She's sleeping. response:	Wants to go in, but can't.
context: From Chiho\Small Palm\In the Sun\TSUKUDAKO BRIDGE\Hello!\Pardon me.\She's sleeping.\Wants to go in, but can't. response:	Unsure if it's okay to enter a house where a girl's sleeping
context: Small Palm\In the Sun\TSUKUDAKO BRIDGE\Hello!\Pardon me.\She's sleeping.\Wants to go in, but can't.\Unsure if it's okay to enter a house where a girl's sleeping response:	Ooph...
context: In the Sun\TSUKUDAKO BRIDGE\Hello!\Pardon me.\She's sleeping.\Wants to go in, but can't.\Unsure if it's okay to enter a house where a girl's sleeping\Ooph... response:	Sat down for now...
context: TSUKUDAKO BRIDGE\Hello!\Pardon me.\She's sleeping.\Wants to go in, but can't.\Unsure if it's okay to enter a house where a girl's sleeping\Ooph...\Sat down for now... response:	I wonder why.
context: Hello!\Pardon me.\She's sleeping.\Wants to go in, but can't.\Unsure if it's okay to enter a house where a girl's sleeping\Ooph...\Sat down for now...\I wonder why. response:	For the first time in a while, it's like she has a soft aura around her.
context: Pardon me.\She's sleeping.\Wants to go in, but can't.\Unsure if it's okay to enter a house where a girl's sleeping\Ooph...\Sat down for now...\I wonder why.\For the first time in a while, it's like she has a soft aura around her. response:	Like she's faintly glowing...
context: She's sleeping.\Wants to go in, but can't.\Unsure if it's okay to enter a house where a girl's sleeping\Ooph...\Sat down for now...\I wonder why.\For the first time in a while, it's like she has a soft aura around her.\Like she's faintly glowing... response:	Feels like I could look at her like this forever.
context: Wants to go in, but can't.\Unsure if it's okay to enter a house where a girl's sleeping\Ooph...\Sat down for now...\I wonder why.\For the first time in a while, it's like she has a soft aura around her.\Like she's faintly glowing...\Feels like I could look at her like this forever. response:	Rei...
context: Unsure if it's okay to enter a house where a girl's sleeping\Ooph...\Sat down for now...\I wonder why.\For the first time in a while, it's like she has a soft aura around her.\Like she's faintly glowing...\Feels like I could look at her like this forever.\Rei... response:	Rei.
context: Ooph...\Sat down for now...\I wonder why.\For the first time in a while, it's like she has a soft aura around her.\Like she's faintly glowing...\Feels like I could look at her like this forever.\Rei...\Rei. response:	Rei!
context: Sat down for now...\I wonder why.\For the first time in a while, it's like she has a soft aura around her.\Like she's faintly glowing...\Feels like I could look at her like this forever.\Rei...\Rei.\Rei! response:	Apparently nodded off
context: I wonder why.\For the first time in a while, it's like she has a soft aura around her.\Like she's faintly glowing...\Feels like I could look at her like this forever.\Rei...\Rei.\Rei!\Apparently nodded off response:	Summer tangerines!
context: For the first time in a while, it's like she has a soft aura around her.\Like she's faintly glowing...\Feels like I could look at her like this forever.\Rei...\Rei.\Rei!\Apparently nodded off\Summer tangerines! response:	And so many of them!
context: Like she's faintly glowing...\Feels like I could look at her like this forever.\Rei...\Rei.\Rei!\Apparently nodded off\Summer tangerines!\And so many of them! response:	My workshop mentor gave them to me. He picked a ton, so told me to take them.
context: Feels like I could look at her like this forever.\Rei...\Rei.\Rei!\Apparently nodded off\Summer tangerines!\And so many of them!\My workshop mentor gave them to me. He picked a ton, so told me to take them. response:	I can't believe I fell asleep on her doorstep.
context: Rei...\Rei.\Rei!\Apparently nodded off\Summer tangerines!\And so many of them!\My workshop mentor gave them to me. He picked a ton, so told me to take them.\I can't believe I fell asleep on her doorstep. response:	Oh, wow!
context: Rei.\Rei!\Apparently nodded off\Summer tangerines!\And so many of them!\My workshop mentor gave them to me. He picked a ton, so told me to take them.\I can't believe I fell asleep on her doorstep.\Oh, wow! response:	So many...
context: Rei!\Apparently nodded off\Summer tangerines!\And so many of them!\My workshop mentor gave them to me. He picked a ton, so told me to take them.\I can't believe I fell asleep on her doorstep.\Oh, wow!\So many... response:	Wait, all of them?
context: Apparently nodded off\Summer tangerines!\And so many of them!\My workshop mentor gave them to me. He picked a ton, so told me to take them.\I can't believe I fell asleep on her doorstep.\Oh, wow!\So many...\Wait, all of them? response:	What about you, Mr. Shimada?
context: Summer tangerines!\And so many of them!\My workshop mentor gave them to me. He picked a ton, so told me to take them.\I can't believe I fell asleep on her doorstep.\Oh, wow!\So many...\Wait, all of them?\What about you, Mr. Shimada? response:	It grew on your property, but you won't eat any?
context: And so many of them!\My workshop mentor gave them to me. He picked a ton, so told me to take them.\I can't believe I fell asleep on her doorstep.\Oh, wow!\So many...\Wait, all of them?\What about you, Mr. Shimada?\It grew on your property, but you won't eat any? response:	Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.
context: My workshop mentor gave them to me. He picked a ton, so told me to take them.\I can't believe I fell asleep on her doorstep.\Oh, wow!\So many...\Wait, all of them?\What about you, Mr. Shimada?\It grew on your property, but you won't eat any?\Nah, I have a feeling the acid in the tangerines would melt through my stomach lining. response:	There are no pesticides on them, so you can make jam and stuff.
context: I can't believe I fell asleep on her doorstep.\Oh, wow!\So many...\Wait, all of them?\What about you, Mr. Shimada?\It grew on your property, but you won't eat any?\Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.\There are no pesticides on them, so you can make jam and stuff. response:	I can't, though.
context: Oh, wow!\So many...\Wait, all of them?\What about you, Mr. Shimada?\It grew on your property, but you won't eat any?\Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.\There are no pesticides on them, so you can make jam and stuff.\I can't, though. response:	Jam?
context: So many...\Wait, all of them?\What about you, Mr. Shimada?\It grew on your property, but you won't eat any?\Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.\There are no pesticides on them, so you can make jam and stuff.\I can't, though.\Jam? response:	JAM?
context: Wait, all of them?\What about you, Mr. Shimada?\It grew on your property, but you won't eat any?\Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.\There are no pesticides on them, so you can make jam and stuff.\I can't, though.\Jam?\JAM? response:	OH
context: What about you, Mr. Shimada?\It grew on your property, but you won't eat any?\Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.\There are no pesticides on them, so you can make jam and stuff.\I can't, though.\Jam?\JAM?\OH response:	Akari.
context: It grew on your property, but you won't eat any?\Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.\There are no pesticides on them, so you can make jam and stuff.\I can't, though.\Jam?\JAM?\OH\Akari. response:	You're saving me money on groceries again! I'll make jam!
context: Nah, I have a feeling the acid in the tangerines would melt through my stomach lining.\There are no pesticides on them, so you can make jam and stuff.\I can't, though.\Jam?\JAM?\OH\Akari.\You're saving me money on groceries again! I'll make jam! response:	It smells good.
context: There are no pesticides on them, so you can make jam and stuff.\I can't, though.\Jam?\JAM?\OH\Akari.\You're saving me money on groceries again! I'll make jam!\It smells good. response:	This'll be great. Sis's marmalade is delicious.
context: I can't, though.\Jam?\JAM?\OH\Akari.\You're saving me money on groceries again! I'll make jam!\It smells good.\This'll be great. Sis's marmalade is delicious. response:	Just as I thought, she's faintly glowing...
context: Jam?\JAM?\OH\Akari.\You're saving me money on groceries again! I'll make jam!\It smells good.\This'll be great. Sis's marmalade is delicious.\Just as I thought, she's faintly glowing... response:	I wonder why.
context: JAM?\OH\Akari.\You're saving me money on groceries again! I'll make jam!\It smells good.\This'll be great. Sis's marmalade is delicious.\Just as I thought, she's faintly glowing...\I wonder why. response:	Kiriyama, actually...
context: OH\Akari.\You're saving me money on groceries again! I'll make jam!\It smells good.\This'll be great. Sis's marmalade is delicious.\Just as I thought, she's faintly glowing...\I wonder why.\Kiriyama, actually... response:	It seems like it's over.
context: Akari.\You're saving me money on groceries again! I'll make jam!\It smells good.\This'll be great. Sis's marmalade is delicious.\Just as I thought, she's faintly glowing...\I wonder why.\Kiriyama, actually...\It seems like it's over. response:	I think it's over.
context: You're saving me money on groceries again! I'll make jam!\It smells good.\This'll be great. Sis's marmalade is delicious.\Just as I thought, she's faintly glowing...\I wonder why.\Kiriyama, actually...\It seems like it's over.\I think it's over. response:	Probably...
context: It smells good.\This'll be great. Sis's marmalade is delicious.\Just as I thought, she's faintly glowing...\I wonder why.\Kiriyama, actually...\It seems like it's over.\I think it's over.\Probably... response:	I see. That must be why...
context: This'll be great. Sis's marmalade is delicious.\Just as I thought, she's faintly glowing...\I wonder why.\Kiriyama, actually...\It seems like it's over.\I think it's over.\Probably...\I see. That must be why... response:	she's glowing.
context: Just as I thought, she's faintly glowing...\I wonder why.\Kiriyama, actually...\It seems like it's over.\I think it's over.\Probably...\I see. That must be why...\she's glowing. response:	Cute, aren't they?
context: I wonder why.\Kiriyama, actually...\It seems like it's over.\I think it's over.\Probably...\I see. That must be why...\she's glowing.\Cute, aren't they? response:	We baked them yesterday at my classmate Kawashima's house.
context: Kiriyama, actually...\It seems like it's over.\I think it's over.\Probably...\I see. That must be why...\she's glowing.\Cute, aren't they?\We baked them yesterday at my classmate Kawashima's house. response:	We're in the same group.
context: It seems like it's over.\I think it's over.\Probably...\I see. That must be why...\she's glowing.\Cute, aren't they?\We baked them yesterday at my classmate Kawashima's house.\We're in the same group. response:	It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.
context: I think it's over.\Probably...\I see. That must be why...\she's glowing.\Cute, aren't they?\We baked them yesterday at my classmate Kawashima's house.\We're in the same group.\It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us. response:	Kawamoto.
context: Probably...\I see. That must be why...\she's glowing.\Cute, aren't they?\We baked them yesterday at my classmate Kawashima's house.\We're in the same group.\It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.\Kawamoto. response:	So we're going to make cookies today at Kawashima's house.
context: I see. That must be why...\she's glowing.\Cute, aren't they?\We baked them yesterday at my classmate Kawashima's house.\We're in the same group.\It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.\Kawamoto.\So we're going to make cookies today at Kawashima's house. response:	Want to join us?
context: she's glowing.\Cute, aren't they?\We baked them yesterday at my classmate Kawashima's house.\We're in the same group.\It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.\Kawamoto.\So we're going to make cookies today at Kawashima's house.\Want to join us? response:	Um...
context: Cute, aren't they?\We baked them yesterday at my classmate Kawashima's house.\We're in the same group.\It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.\Kawamoto.\So we're going to make cookies today at Kawashima's house.\Want to join us?\Um... response:	I'm sorry!
context: We baked them yesterday at my classmate Kawashima's house.\We're in the same group.\It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.\Kawamoto.\So we're going to make cookies today at Kawashima's house.\Want to join us?\Um...\I'm sorry! response:	I-I was scared.
context: We're in the same group.\It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.\Kawamoto.\So we're going to make cookies today at Kawashima's house.\Want to join us?\Um...\I'm sorry!\I-I was scared. response:	That's why I couldn't do anything.
context: It was me, Kawashima, Kiuchi, Kobayashi and Kudou, so five of us.\Kawamoto.\So we're going to make cookies today at Kawashima's house.\Want to join us?\Um...\I'm sorry!\I-I was scared.\That's why I couldn't do anything. response:	Even if we apologize, we thought that...
context: Kawamoto.\So we're going to make cookies today at Kawashima's house.\Want to join us?\Um...\I'm sorry!\I-I was scared.\That's why I couldn't do anything.\Even if we apologize, we thought that... response:	you might not forgive us.
context: So we're going to make cookies today at Kawashima's house.\Want to join us?\Um...\I'm sorry!\I-I was scared.\That's why I couldn't do anything.\Even if we apologize, we thought that...\you might not forgive us. response:	But I really wanted to apologize to you.
context: Want to join us?\Um...\I'm sorry!\I-I was scared.\That's why I couldn't do anything.\Even if we apologize, we thought that...\you might not forgive us.\But I really wanted to apologize to you. response:	After that, I changed clothes,
context: Um...\I'm sorry!\I-I was scared.\That's why I couldn't do anything.\Even if we apologize, we thought that...\you might not forgive us.\But I really wanted to apologize to you.\After that, I changed clothes, response:	then met up with the girls at Kawashima's house.
context: I'm sorry!\I-I was scared.\That's why I couldn't do anything.\Even if we apologize, we thought that...\you might not forgive us.\But I really wanted to apologize to you.\After that, I changed clothes,\then met up with the girls at Kawashima's house. response:	We baked a lot of cookies together.
context: I-I was scared.\That's why I couldn't do anything.\Even if we apologize, we thought that...\you might not forgive us.\But I really wanted to apologize to you.\After that, I changed clothes,\then met up with the girls at Kawashima's house.\We baked a lot of cookies together. response:	The cookies turned out hard and misshapen...
context: That's why I couldn't do anything.\Even if we apologize, we thought that...\you might not forgive us.\But I really wanted to apologize to you.\After that, I changed clothes,\then met up with the girls at Kawashima's house.\We baked a lot of cookies together.\The cookies turned out hard and misshapen... response:	What is this? It's awful!
context: Even if we apologize, we thought that...\you might not forgive us.\But I really wanted to apologize to you.\After that, I changed clothes,\then met up with the girls at Kawashima's house.\We baked a lot of cookies together.\The cookies turned out hard and misshapen...\What is this? It's awful! response:	After I said that, we couldn't stop laughing.
context: you might not forgive us.\But I really wanted to apologize to you.\After that, I changed clothes,\then met up with the girls at Kawashima's house.\We baked a lot of cookies together.\The cookies turned out hard and misshapen...\What is this? It's awful!\After I said that, we couldn't stop laughing. response:	While we were laughing, we said, Still, cookies right out of the oven are good,
context: But I really wanted to apologize to you.\After that, I changed clothes,\then met up with the girls at Kawashima's house.\We baked a lot of cookies together.\The cookies turned out hard and misshapen...\What is this? It's awful!\After I said that, we couldn't stop laughing.\While we were laughing, we said, Still, cookies right out of the oven are good, response:	and we kept on eating them.
context: After that, I changed clothes,\then met up with the girls at Kawashima's house.\We baked a lot of cookies together.\The cookies turned out hard and misshapen...\What is this? It's awful!\After I said that, we couldn't stop laughing.\While we were laughing, we said, Still, cookies right out of the oven are good,\and we kept on eating them. response:	I wonder why.
context: then met up with the girls at Kawashima's house.\We baked a lot of cookies together.\The cookies turned out hard and misshapen...\What is this? It's awful!\After I said that, we couldn't stop laughing.\While we were laughing, we said, Still, cookies right out of the oven are good,\and we kept on eating them.\I wonder why. response:	Store-bought cookies taste much better,
context: We baked a lot of cookies together.\The cookies turned out hard and misshapen...\What is this? It's awful!\After I said that, we couldn't stop laughing.\While we were laughing, we said, Still, cookies right out of the oven are good,\and we kept on eating them.\I wonder why.\Store-bought cookies taste much better, response:	but I had such a good time and was so happy that they were delicious.
context: The cookies turned out hard and misshapen...\What is this? It's awful!\After I said that, we couldn't stop laughing.\While we were laughing, we said, Still, cookies right out of the oven are good,\and we kept on eating them.\I wonder why.\Store-bought cookies taste much better,\but I had such a good time and was so happy that they were delicious. response:	Kiriyama, did you know?
context: What is this? It's awful!\After I said that, we couldn't stop laughing.\While we were laughing, we said, Still, cookies right out of the oven are good,\and we kept on eating them.\I wonder why.\Store-bought cookies taste much better,\but I had such a good time and was so happy that they were delicious.\Kiriyama, did you know? response:	When you put a cookie fresh from the oven to your mouth, it sizzles?
context: After I said that, we couldn't stop laughing.\While we were laughing, we said, Still, cookies right out of the oven are good,\and we kept on eating them.\I wonder why.\Store-bought cookies taste much better,\but I had such a good time and was so happy that they were delicious.\Kiriyama, did you know?\When you put a cookie fresh from the oven to your mouth, it sizzles? response:	I burned the inside of my mouth.
context: While we were laughing, we said, Still, cookies right out of the oven are good,\and we kept on eating them.\I wonder why.\Store-bought cookies taste much better,\but I had such a good time and was so happy that they were delicious.\Kiriyama, did you know?\When you put a cookie fresh from the oven to your mouth, it sizzles?\I burned the inside of my mouth. response:	Look!
context: and we kept on eating them.\I wonder why.\Store-bought cookies taste much better,\but I had such a good time and was so happy that they were delicious.\Kiriyama, did you know?\When you put a cookie fresh from the oven to your mouth, it sizzles?\I burned the inside of my mouth.\Look! response:	Saying that, she innocently opened her mouth wide.
context: I wonder why.\Store-bought cookies taste much better,\but I had such a good time and was so happy that they were delicious.\Kiriyama, did you know?\When you put a cookie fresh from the oven to your mouth, it sizzles?\I burned the inside of my mouth.\Look!\Saying that, she innocently opened her mouth wide. response:	When I saw the sunlight on her teeth and tongue,
context: Store-bought cookies taste much better,\but I had such a good time and was so happy that they were delicious.\Kiriyama, did you know?\When you put a cookie fresh from the oven to your mouth, it sizzles?\I burned the inside of my mouth.\Look!\Saying that, she innocently opened her mouth wide.\When I saw the sunlight on her teeth and tongue, response:	for some reason various feelings welled up inside.
context: but I had such a good time and was so happy that they were delicious.\Kiriyama, did you know?\When you put a cookie fresh from the oven to your mouth, it sizzles?\I burned the inside of my mouth.\Look!\Saying that, she innocently opened her mouth wide.\When I saw the sunlight on her teeth and tongue,\for some reason various feelings welled up inside. response:	I had a tightening sensation in my chest and felt like I was going to cry.
context: Kiriyama, did you know?\When you put a cookie fresh from the oven to your mouth, it sizzles?\I burned the inside of my mouth.\Look!\Saying that, she innocently opened her mouth wide.\When I saw the sunlight on her teeth and tongue,\for some reason various feelings welled up inside.\I had a tightening sensation in my chest and felt like I was going to cry. response:	Hina, I'm sorry.
context: When you put a cookie fresh from the oven to your mouth, it sizzles?\I burned the inside of my mouth.\Look!\Saying that, she innocently opened her mouth wide.\When I saw the sunlight on her teeth and tongue,\for some reason various feelings welled up inside.\I had a tightening sensation in my chest and felt like I was going to cry.\Hina, I'm sorry. response:	In the end, I couldn't do anything.
context: I burned the inside of my mouth.\Look!\Saying that, she innocently opened her mouth wide.\When I saw the sunlight on her teeth and tongue,\for some reason various feelings welled up inside.\I had a tightening sensation in my chest and felt like I was going to cry.\Hina, I'm sorry.\In the end, I couldn't do anything. response:	That's right. Even though I promised right here
context: Look!\Saying that, she innocently opened her mouth wide.\When I saw the sunlight on her teeth and tongue,\for some reason various feelings welled up inside.\I had a tightening sensation in my chest and felt like I was going to cry.\Hina, I'm sorry.\In the end, I couldn't do anything.\That's right. Even though I promised right here response:	that I would protect you that day.
context: Saying that, she innocently opened her mouth wide.\When I saw the sunlight on her teeth and tongue,\for some reason various feelings welled up inside.\I had a tightening sensation in my chest and felt like I was going to cry.\Hina, I'm sorry.\In the end, I couldn't do anything.\That's right. Even though I promised right here\that I would protect you that day. response:	Nothing?
context: When I saw the sunlight on her teeth and tongue,\for some reason various feelings welled up inside.\I had a tightening sensation in my chest and felt like I was going to cry.\Hina, I'm sorry.\In the end, I couldn't do anything.\That's right. Even though I promised right here\that I would protect you that day.\Nothing? response:	Kiriyama...
context: for some reason various feelings welled up inside.\I had a tightening sensation in my chest and felt like I was going to cry.\Hina, I'm sorry.\In the end, I couldn't do anything.\That's right. Even though I promised right here\that I would protect you that day.\Nothing?\Kiriyama... response:	Even though...
context: I had a tightening sensation in my chest and felt like I was going to cry.\Hina, I'm sorry.\In the end, I couldn't do anything.\That's right. Even though I promised right here\that I would protect you that day.\Nothing?\Kiriyama...\Even though... response:	Even though you listened...
context: Hina, I'm sorry.\In the end, I couldn't do anything.\That's right. Even though I promised right here\that I would protect you that day.\Nothing?\Kiriyama...\Even though...\Even though you listened... response:	to me...
context: In the end, I couldn't do anything.\That's right. Even though I promised right here\that I would protect you that day.\Nothing?\Kiriyama...\Even though...\Even though you listened...\to me... response:	all those times?
context: That's right. Even though I promised right here\that I would protect you that day.\Nothing?\Kiriyama...\Even though...\Even though you listened...\to me...\all those times? response:	Even though you went to Kyoto to search for me?
context: that I would protect you that day.\Nothing?\Kiriyama...\Even though...\Even though you listened...\to me...\all those times?\Even though you went to Kyoto to search for me? response:	Even though you made me so happy?
context: Nothing?\Kiriyama...\Even though...\Even though you listened...\to me...\all those times?\Even though you went to Kyoto to search for me?\Even though you made me so happy? response:	After all, I wasn't able to...
context: Kiriyama...\Even though...\Even though you listened...\to me...\all those times?\Even though you went to Kyoto to search for me?\Even though you made me so happy?\After all, I wasn't able to... response:	Ow!
context: Even though...\Even though you listened...\to me...\all those times?\Even though you went to Kyoto to search for me?\Even though you made me so happy?\After all, I wasn't able to...\Ow! response:	Don't give me, After all!
context: Even though you listened...\to me...\all those times?\Even though you went to Kyoto to search for me?\Even though you made me so happy?\After all, I wasn't able to...\Ow!\Don't give me, After all! response:	EHHH
