context: Gold General response:	Knight
context: I'm starving. You want to stop somewhere?\- I've kind of got something... - What, girlfriend?\Well, not exactly that...\Well, fine then. Go on. Shoo, shoo.\Then I'll see you. Good game today.\Harunobu Nikaidou\Call Dialing\Hello? Kiddo? response:	How are you feeling?
context: - I've kind of got something... - What, girlfriend?\Well, not exactly that...\Well, fine then. Go on. Shoo, shoo.\Then I'll see you. Good game today.\Harunobu Nikaidou\Call Dialing\Hello? Kiddo?\How are you feeling? response:	I see.
context: Well, not exactly that...\Well, fine then. Go on. Shoo, shoo.\Then I'll see you. Good game today.\Harunobu Nikaidou\Call Dialing\Hello? Kiddo?\How are you feeling?\I see. response:	Yeah, I won. Uh-huh.
context: Well, fine then. Go on. Shoo, shoo.\Then I'll see you. Good game today.\Harunobu Nikaidou\Call Dialing\Hello? Kiddo?\How are you feeling?\I see.\Yeah, I won. Uh-huh. response:	I see. You already watched it online, huh?
context: Then I'll see you. Good game today.\Harunobu Nikaidou\Call Dialing\Hello? Kiddo?\How are you feeling?\I see.\Yeah, I won. Uh-huh.\I see. You already watched it online, huh? response:	Still, he's an interesting fellow.
context: Harunobu Nikaidou\Call Dialing\Hello? Kiddo?\How are you feeling?\I see.\Yeah, I won. Uh-huh.\I see. You already watched it online, huh?\Still, he's an interesting fellow. response:	A jumble of stubbornness and honesty.
context: Call Dialing\Hello? Kiddo?\How are you feeling?\I see.\Yeah, I won. Uh-huh.\I see. You already watched it online, huh?\Still, he's an interesting fellow.\A jumble of stubbornness and honesty. response:	I don't know if I cracked his head open, though.
context: Hello? Kiddo?\How are you feeling?\I see.\Yeah, I won. Uh-huh.\I see. You already watched it online, huh?\Still, he's an interesting fellow.\A jumble of stubbornness and honesty.\I don't know if I cracked his head open, though. response:	Yeah. I kind of understand what you were talking about, kiddo.
context: How are you feeling?\I see.\Yeah, I won. Uh-huh.\I see. You already watched it online, huh?\Still, he's an interesting fellow.\A jumble of stubbornness and honesty.\I don't know if I cracked his head open, though.\Yeah. I kind of understand what you were talking about, kiddo. response:	Hey, yeah. You think we should invite him to join the workshop?
context: I see.\Yeah, I won. Uh-huh.\I see. You already watched it online, huh?\Still, he's an interesting fellow.\A jumble of stubbornness and honesty.\I don't know if I cracked his head open, though.\Yeah. I kind of understand what you were talking about, kiddo.\Hey, yeah. You think we should invite him to join the workshop? response:	Meanwhile, at Smith's apartment
context: Yeah, I won. Uh-huh.\I see. You already watched it online, huh?\Still, he's an interesting fellow.\A jumble of stubbornness and honesty.\I don't know if I cracked his head open, though.\Yeah. I kind of understand what you were talking about, kiddo.\Hey, yeah. You think we should invite him to join the workshop?\Meanwhile, at Smith's apartment response:	I'm home.
context: I see. You already watched it online, huh?\Still, he's an interesting fellow.\A jumble of stubbornness and honesty.\I don't know if I cracked his head open, though.\Yeah. I kind of understand what you were talking about, kiddo.\Hey, yeah. You think we should invite him to join the workshop?\Meanwhile, at Smith's apartment\I'm home. response:	Strawberry!
context: Still, he's an interesting fellow.\A jumble of stubbornness and honesty.\I don't know if I cracked his head open, though.\Yeah. I kind of understand what you were talking about, kiddo.\Hey, yeah. You think we should invite him to join the workshop?\Meanwhile, at Smith's apartment\I'm home.\Strawberry! response:	Sorry I kept you waiting! Time for num-nums!
context: A jumble of stubbornness and honesty.\I don't know if I cracked his head open, though.\Yeah. I kind of understand what you were talking about, kiddo.\Hey, yeah. You think we should invite him to join the workshop?\Meanwhile, at Smith's apartment\I'm home.\Strawberry!\Sorry I kept you waiting! Time for num-nums! response:	Kissy-kissy!
context: I don't know if I cracked his head open, though.\Yeah. I kind of understand what you were talking about, kiddo.\Hey, yeah. You think we should invite him to join the workshop?\Meanwhile, at Smith's apartment\I'm home.\Strawberry!\Sorry I kept you waiting! Time for num-nums!\Kissy-kissy! response:	You're such a cutie-pie!
context: Yeah. I kind of understand what you were talking about, kiddo.\Hey, yeah. You think we should invite him to join the workshop?\Meanwhile, at Smith's apartment\I'm home.\Strawberry!\Sorry I kept you waiting! Time for num-nums!\Kissy-kissy!\You're such a cutie-pie! response:	Did you miss me?
context: Hey, yeah. You think we should invite him to join the workshop?\Meanwhile, at Smith's apartment\I'm home.\Strawberry!\Sorry I kept you waiting! Time for num-nums!\Kissy-kissy!\You're such a cutie-pie!\Did you miss me? response:	Blinding Darkness
context: Meanwhile, at Smith's apartment\I'm home.\Strawberry!\Sorry I kept you waiting! Time for num-nums!\Kissy-kissy!\You're such a cutie-pie!\Did you miss me?\Blinding Darkness response:	Just a Little Water
context: I'm home.\Strawberry!\Sorry I kept you waiting! Time for num-nums!\Kissy-kissy!\You're such a cutie-pie!\Did you miss me?\Blinding Darkness\Just a Little Water response:	If I'm awake, I couldn't stop thinking about everything,
context: Strawberry!\Sorry I kept you waiting! Time for num-nums!\Kissy-kissy!\You're such a cutie-pie!\Did you miss me?\Blinding Darkness\Just a Little Water\If I'm awake, I couldn't stop thinking about everything, response:	so I slept.
context: Sorry I kept you waiting! Time for num-nums!\Kissy-kissy!\You're such a cutie-pie!\Did you miss me?\Blinding Darkness\Just a Little Water\If I'm awake, I couldn't stop thinking about everything,\so I slept. response:	And I kept on sleeping.
context: Kissy-kissy!\You're such a cutie-pie!\Did you miss me?\Blinding Darkness\Just a Little Water\If I'm awake, I couldn't stop thinking about everything,\so I slept.\And I kept on sleeping. response:	All that time, I assumed I'd be up against Gotou...
context: You're such a cutie-pie!\Did you miss me?\Blinding Darkness\Just a Little Water\If I'm awake, I couldn't stop thinking about everything,\so I slept.\And I kept on sleeping.\All that time, I assumed I'd be up against Gotou... response:	So instead of getting any regular sleep,
context: Did you miss me?\Blinding Darkness\Just a Little Water\If I'm awake, I couldn't stop thinking about everything,\so I slept.\And I kept on sleeping.\All that time, I assumed I'd be up against Gotou...\So instead of getting any regular sleep, response:	I spent all my time obsessively going over the game records,
context: Blinding Darkness\Just a Little Water\If I'm awake, I couldn't stop thinking about everything,\so I slept.\And I kept on sleeping.\All that time, I assumed I'd be up against Gotou...\So instead of getting any regular sleep,\I spent all my time obsessively going over the game records, response:	and neglected to eat and drink for days, so now I crashed and slept like a log.
context: Just a Little Water\If I'm awake, I couldn't stop thinking about everything,\so I slept.\And I kept on sleeping.\All that time, I assumed I'd be up against Gotou...\So instead of getting any regular sleep,\I spent all my time obsessively going over the game records,\and neglected to eat and drink for days, so now I crashed and slept like a log. response:	But at last, it became impossible to keep sleeping.
context: If I'm awake, I couldn't stop thinking about everything,\so I slept.\And I kept on sleeping.\All that time, I assumed I'd be up against Gotou...\So instead of getting any regular sleep,\I spent all my time obsessively going over the game records,\and neglected to eat and drink for days, so now I crashed and slept like a log.\But at last, it became impossible to keep sleeping. response:	Ow!
context: so I slept.\And I kept on sleeping.\All that time, I assumed I'd be up against Gotou...\So instead of getting any regular sleep,\I spent all my time obsessively going over the game records,\and neglected to eat and drink for days, so now I crashed and slept like a log.\But at last, it became impossible to keep sleeping.\Ow! response:	Wh-What is this?
context: And I kept on sleeping.\All that time, I assumed I'd be up against Gotou...\So instead of getting any regular sleep,\I spent all my time obsessively going over the game records,\and neglected to eat and drink for days, so now I crashed and slept like a log.\But at last, it became impossible to keep sleeping.\Ow!\Wh-What is this? response:	I was dehydrated.
context: All that time, I assumed I'd be up against Gotou...\So instead of getting any regular sleep,\I spent all my time obsessively going over the game records,\and neglected to eat and drink for days, so now I crashed and slept like a log.\But at last, it became impossible to keep sleeping.\Ow!\Wh-What is this?\I was dehydrated. response:	The symptoms would go away if I could rehydrate...
context: So instead of getting any regular sleep,\I spent all my time obsessively going over the game records,\and neglected to eat and drink for days, so now I crashed and slept like a log.\But at last, it became impossible to keep sleeping.\Ow!\Wh-What is this?\I was dehydrated.\The symptoms would go away if I could rehydrate... response:	I panicked.
context: I spent all my time obsessively going over the game records,\and neglected to eat and drink for days, so now I crashed and slept like a log.\But at last, it became impossible to keep sleeping.\Ow!\Wh-What is this?\I was dehydrated.\The symptoms would go away if I could rehydrate...\I panicked. response:	This is bad. What should I do?
context: and neglected to eat and drink for days, so now I crashed and slept like a log.\But at last, it became impossible to keep sleeping.\Ow!\Wh-What is this?\I was dehydrated.\The symptoms would go away if I could rehydrate...\I panicked.\This is bad. What should I do? response:	If I lose any more water...
context: But at last, it became impossible to keep sleeping.\Ow!\Wh-What is this?\I was dehydrated.\The symptoms would go away if I could rehydrate...\I panicked.\This is bad. What should I do?\If I lose any more water... response:	I had a faint memory of slowly, slowly lapping up
context: Ow!\Wh-What is this?\I was dehydrated.\The symptoms would go away if I could rehydrate...\I panicked.\This is bad. What should I do?\If I lose any more water...\I had a faint memory of slowly, slowly lapping up response:	a sports drink with a pinch of salt.
context: Wh-What is this?\I was dehydrated.\The symptoms would go away if I could rehydrate...\I panicked.\This is bad. What should I do?\If I lose any more water...\I had a faint memory of slowly, slowly lapping up\a sports drink with a pinch of salt. response:	It took me over half a day to summon the energy just to get up.
context: I was dehydrated.\The symptoms would go away if I could rehydrate...\I panicked.\This is bad. What should I do?\If I lose any more water...\I had a faint memory of slowly, slowly lapping up\a sports drink with a pinch of salt.\It took me over half a day to summon the energy just to get up. response:	Fried Chicken Fair
context: The symptoms would go away if I could rehydrate...\I panicked.\This is bad. What should I do?\If I lose any more water...\I had a faint memory of slowly, slowly lapping up\a sports drink with a pinch of salt.\It took me over half a day to summon the energy just to get up.\Fried Chicken Fair response:	The next day, I basically crawled to the neighborhood convenience store.
context: I panicked.\This is bad. What should I do?\If I lose any more water...\I had a faint memory of slowly, slowly lapping up\a sports drink with a pinch of salt.\It took me over half a day to summon the energy just to get up.\Fried Chicken Fair\The next day, I basically crawled to the neighborhood convenience store. response:	I'm an idiot.
context: This is bad. What should I do?\If I lose any more water...\I had a faint memory of slowly, slowly lapping up\a sports drink with a pinch of salt.\It took me over half a day to summon the energy just to get up.\Fried Chicken Fair\The next day, I basically crawled to the neighborhood convenience store.\I'm an idiot. response:	I'm even terrible at depression.
context: If I lose any more water...\I had a faint memory of slowly, slowly lapping up\a sports drink with a pinch of salt.\It took me over half a day to summon the energy just to get up.\Fried Chicken Fair\The next day, I basically crawled to the neighborhood convenience store.\I'm an idiot.\I'm even terrible at depression. response:	Free - Please take
context: I had a faint memory of slowly, slowly lapping up\a sports drink with a pinch of salt.\It took me over half a day to summon the energy just to get up.\Fried Chicken Fair\The next day, I basically crawled to the neighborhood convenience store.\I'm an idiot.\I'm even terrible at depression.\Free - Please take response:	Retail, office work...
context: a sports drink with a pinch of salt.\It took me over half a day to summon the energy just to get up.\Fried Chicken Fair\The next day, I basically crawled to the neighborhood convenience store.\I'm an idiot.\I'm even terrible at depression.\Free - Please take\Retail, office work... response:	Programmer...
context: It took me over half a day to summon the energy just to get up.\Fried Chicken Fair\The next day, I basically crawled to the neighborhood convenience store.\I'm an idiot.\I'm even terrible at depression.\Free - Please take\Retail, office work...\Programmer... response:	Hall staff... security...
context: Fried Chicken Fair\The next day, I basically crawled to the neighborhood convenience store.\I'm an idiot.\I'm even terrible at depression.\Free - Please take\Retail, office work...\Programmer...\Hall staff... security... response:	Driver... kitchen staff...
context: The next day, I basically crawled to the neighborhood convenience store.\I'm an idiot.\I'm even terrible at depression.\Free - Please take\Retail, office work...\Programmer...\Hall staff... security...\Driver... kitchen staff... response:	There are so many different kinds of jobs.
context: I'm an idiot.\I'm even terrible at depression.\Free - Please take\Retail, office work...\Programmer...\Hall staff... security...\Driver... kitchen staff...\There are so many different kinds of jobs. response:	But almost all of them...
context: I'm even terrible at depression.\Free - Please take\Retail, office work...\Programmer...\Hall staff... security...\Driver... kitchen staff...\There are so many different kinds of jobs.\But almost all of them... response:	No experience necessary! High school graduates (18 and older)
context: Free - Please take\Retail, office work...\Programmer...\Hall staff... security...\Driver... kitchen staff...\There are so many different kinds of jobs.\But almost all of them...\No experience necessary! High school graduates (18 and older) response:	Yeah. That's only natural.
context: Retail, office work...\Programmer...\Hall staff... security...\Driver... kitchen staff...\There are so many different kinds of jobs.\But almost all of them...\No experience necessary! High school graduates (18 and older)\Yeah. That's only natural. response:	I graduate high school in two years.
context: Programmer...\Hall staff... security...\Driver... kitchen staff...\There are so many different kinds of jobs.\But almost all of them...\No experience necessary! High school graduates (18 and older)\Yeah. That's only natural.\I graduate high school in two years. response:	Until then, the only way a student like me can earn money to pay rent
context: Hall staff... security...\Driver... kitchen staff...\There are so many different kinds of jobs.\But almost all of them...\No experience necessary! High school graduates (18 and older)\Yeah. That's only natural.\I graduate high school in two years.\Until then, the only way a student like me can earn money to pay rent response:	is to continue playing shogi.
context: Driver... kitchen staff...\There are so many different kinds of jobs.\But almost all of them...\No experience necessary! High school graduates (18 and older)\Yeah. That's only natural.\I graduate high school in two years.\Until then, the only way a student like me can earn money to pay rent\is to continue playing shogi. response:	I have so many matches that my days absent in school is at a risky count...
context: There are so many different kinds of jobs.\But almost all of them...\No experience necessary! High school graduates (18 and older)\Yeah. That's only natural.\I graduate high school in two years.\Until then, the only way a student like me can earn money to pay rent\is to continue playing shogi.\I have so many matches that my days absent in school is at a risky count... response:	But I have to at least graduate high school.
context: But almost all of them...\No experience necessary! High school graduates (18 and older)\Yeah. That's only natural.\I graduate high school in two years.\Until then, the only way a student like me can earn money to pay rent\is to continue playing shogi.\I have so many matches that my days absent in school is at a risky count...\But I have to at least graduate high school. response:	So I can eventually be able to choose my own path.
context: No experience necessary! High school graduates (18 and older)\Yeah. That's only natural.\I graduate high school in two years.\Until then, the only way a student like me can earn money to pay rent\is to continue playing shogi.\I have so many matches that my days absent in school is at a risky count...\But I have to at least graduate high school.\So I can eventually be able to choose my own path. response:	That's what I thought, and so I came to school.
context: Yeah. That's only natural.\I graduate high school in two years.\Until then, the only way a student like me can earn money to pay rent\is to continue playing shogi.\I have so many matches that my days absent in school is at a risky count...\But I have to at least graduate high school.\So I can eventually be able to choose my own path.\That's what I thought, and so I came to school. response:	Pass it! Pass it!
context: I graduate high school in two years.\Until then, the only way a student like me can earn money to pay rent\is to continue playing shogi.\I have so many matches that my days absent in school is at a risky count...\But I have to at least graduate high school.\So I can eventually be able to choose my own path.\That's what I thought, and so I came to school.\Pass it! Pass it! response:	Number team, over here!
context: Until then, the only way a student like me can earn money to pay rent\is to continue playing shogi.\I have so many matches that my days absent in school is at a risky count...\But I have to at least graduate high school.\So I can eventually be able to choose my own path.\That's what I thought, and so I came to school.\Pass it! Pass it!\Number team, over here! response:	- Here we go! - Yeah!
context: is to continue playing shogi.\I have so many matches that my days absent in school is at a risky count...\But I have to at least graduate high school.\So I can eventually be able to choose my own path.\That's what I thought, and so I came to school.\Pass it! Pass it!\Number team, over here!\- Here we go! - Yeah! response:	All of a sudden, P.E.?
context: I have so many matches that my days absent in school is at a risky count...\But I have to at least graduate high school.\So I can eventually be able to choose my own path.\That's what I thought, and so I came to school.\Pass it! Pass it!\Number team, over here!\- Here we go! - Yeah!\All of a sudden, P.E.? response:	And basketball?
context: But I have to at least graduate high school.\So I can eventually be able to choose my own path.\That's what I thought, and so I came to school.\Pass it! Pass it!\Number team, over here!\- Here we go! - Yeah!\All of a sudden, P.E.?\And basketball? response:	Wh-Where should I be?
context: So I can eventually be able to choose my own path.\That's what I thought, and so I came to school.\Pass it! Pass it!\Number team, over here!\- Here we go! - Yeah!\All of a sudden, P.E.?\And basketball?\Wh-Where should I be? response:	For now, I'll just run so I don't stand out.
context: That's what I thought, and so I came to school.\Pass it! Pass it!\Number team, over here!\- Here we go! - Yeah!\All of a sudden, P.E.?\And basketball?\Wh-Where should I be?\For now, I'll just run so I don't stand out. response:	Um, you over there! Who was he?
context: Pass it! Pass it!\Number team, over here!\- Here we go! - Yeah!\All of a sudden, P.E.?\And basketball?\Wh-Where should I be?\For now, I'll just run so I don't stand out.\Um, you over there! Who was he? response:	In the glasses! Over to you!
context: Number team, over here!\- Here we go! - Yeah!\All of a sudden, P.E.?\And basketball?\Wh-Where should I be?\For now, I'll just run so I don't stand out.\Um, you over there! Who was he?\In the glasses! Over to you! response:	Wh-What?
context: - Here we go! - Yeah!\All of a sudden, P.E.?\And basketball?\Wh-Where should I be?\For now, I'll just run so I don't stand out.\Um, you over there! Who was he?\In the glasses! Over to you!\Wh-What? response:	The ball came to me?!
context: All of a sudden, P.E.?\And basketball?\Wh-Where should I be?\For now, I'll just run so I don't stand out.\Um, you over there! Who was he?\In the glasses! Over to you!\Wh-What?\The ball came to me?! response:	Um... Uh, what am I supposed to do?
context: And basketball?\Wh-Where should I be?\For now, I'll just run so I don't stand out.\Um, you over there! Who was he?\In the glasses! Over to you!\Wh-What?\The ball came to me?!\Um... Uh, what am I supposed to do? response:	The goal is over there,
context: Wh-Where should I be?\For now, I'll just run so I don't stand out.\Um, you over there! Who was he?\In the glasses! Over to you!\Wh-What?\The ball came to me?!\Um... Uh, what am I supposed to do?\The goal is over there, response:	so I should pass it to someone, right?
context: For now, I'll just run so I don't stand out.\Um, you over there! Who was he?\In the glasses! Over to you!\Wh-What?\The ball came to me?!\Um... Uh, what am I supposed to do?\The goal is over there,\so I should pass it to someone, right? response:	That's mine!
context: Um, you over there! Who was he?\In the glasses! Over to you!\Wh-What?\The ball came to me?!\Um... Uh, what am I supposed to do?\The goal is over there,\so I should pass it to someone, right?\That's mine! response:	Moron!
context: In the glasses! Over to you!\Wh-What?\The ball came to me?!\Um... Uh, what am I supposed to do?\The goal is over there,\so I should pass it to someone, right?\That's mine!\Moron! response:	Damn it, glasses, what the hell are you doing?
context: Wh-What?\The ball came to me?!\Um... Uh, what am I supposed to do?\The goal is over there,\so I should pass it to someone, right?\That's mine!\Moron!\Damn it, glasses, what the hell are you doing? response:	Good question.
context: The ball came to me?!\Um... Uh, what am I supposed to do?\The goal is over there,\so I should pass it to someone, right?\That's mine!\Moron!\Damn it, glasses, what the hell are you doing?\Good question. response:	Really, what the hell am I doing?
context: Um... Uh, what am I supposed to do?\The goal is over there,\so I should pass it to someone, right?\That's mine!\Moron!\Damn it, glasses, what the hell are you doing?\Good question.\Really, what the hell am I doing? response:	No good. I don't taste anything.
context: The goal is over there,\so I should pass it to someone, right?\That's mine!\Moron!\Damn it, glasses, what the hell are you doing?\Good question.\Really, what the hell am I doing?\No good. I don't taste anything. response:	It's like chewing on sand.
context: so I should pass it to someone, right?\That's mine!\Moron!\Damn it, glasses, what the hell are you doing?\Good question.\Really, what the hell am I doing?\No good. I don't taste anything.\It's like chewing on sand. response:	Does this really amount to not running away?
context: That's mine!\Moron!\Damn it, glasses, what the hell are you doing?\Good question.\Really, what the hell am I doing?\No good. I don't taste anything.\It's like chewing on sand.\Does this really amount to not running away? response:	I wanted memories of not running away.
context: Moron!\Damn it, glasses, what the hell are you doing?\Good question.\Really, what the hell am I doing?\No good. I don't taste anything.\It's like chewing on sand.\Does this really amount to not running away?\I wanted memories of not running away. response:	What do I do if I was just pretending not to run away?
context: Damn it, glasses, what the hell are you doing?\Good question.\Really, what the hell am I doing?\No good. I don't taste anything.\It's like chewing on sand.\Does this really amount to not running away?\I wanted memories of not running away.\What do I do if I was just pretending not to run away? response:	What do I do? I feel like I don't know anymore.
context: Good question.\Really, what the hell am I doing?\No good. I don't taste anything.\It's like chewing on sand.\Does this really amount to not running away?\I wanted memories of not running away.\What do I do if I was just pretending not to run away?\What do I do? I feel like I don't know anymore. response:	Something's different.
context: Really, what the hell am I doing?\No good. I don't taste anything.\It's like chewing on sand.\Does this really amount to not running away?\I wanted memories of not running away.\What do I do if I was just pretending not to run away?\What do I do? I feel like I don't know anymore.\Something's different. response:	I'm not the high school student I imagined to be.
context: No good. I don't taste anything.\It's like chewing on sand.\Does this really amount to not running away?\I wanted memories of not running away.\What do I do if I was just pretending not to run away?\What do I do? I feel like I don't know anymore.\Something's different.\I'm not the high school student I imagined to be. response:	I thought I would be able to handle it.
context: It's like chewing on sand.\Does this really amount to not running away?\I wanted memories of not running away.\What do I do if I was just pretending not to run away?\What do I do? I feel like I don't know anymore.\Something's different.\I'm not the high school student I imagined to be.\I thought I would be able to handle it. response:	I thought if I could leave home, pay rent, and feed myself,
context: Does this really amount to not running away?\I wanted memories of not running away.\What do I do if I was just pretending not to run away?\What do I do? I feel like I don't know anymore.\Something's different.\I'm not the high school student I imagined to be.\I thought I would be able to handle it.\I thought if I could leave home, pay rent, and feed myself, response:	I would become an adult.
context: I wanted memories of not running away.\What do I do if I was just pretending not to run away?\What do I do? I feel like I don't know anymore.\Something's different.\I'm not the high school student I imagined to be.\I thought I would be able to handle it.\I thought if I could leave home, pay rent, and feed myself,\I would become an adult. response:	If I became an adult,
context: What do I do if I was just pretending not to run away?\What do I do? I feel like I don't know anymore.\Something's different.\I'm not the high school student I imagined to be.\I thought I would be able to handle it.\I thought if I could leave home, pay rent, and feed myself,\I would become an adult.\If I became an adult, response:	I thought I wouldn't have to cry anymore.
context: What do I do? I feel like I don't know anymore.\Something's different.\I'm not the high school student I imagined to be.\I thought I would be able to handle it.\I thought if I could leave home, pay rent, and feed myself,\I would become an adult.\If I became an adult,\I thought I wouldn't have to cry anymore. response:	That's what I thought.
context: Something's different.\I'm not the high school student I imagined to be.\I thought I would be able to handle it.\I thought if I could leave home, pay rent, and feed myself,\I would become an adult.\If I became an adult,\I thought I wouldn't have to cry anymore.\That's what I thought. response:	Kiriyama!
context: I'm not the high school student I imagined to be.\I thought I would be able to handle it.\I thought if I could leave home, pay rent, and feed myself,\I would become an adult.\If I became an adult,\I thought I wouldn't have to cry anymore.\That's what I thought.\Kiriyama! response:	What's wrong? You're crying!
context: I thought I would be able to handle it.\I thought if I could leave home, pay rent, and feed myself,\I would become an adult.\If I became an adult,\I thought I wouldn't have to cry anymore.\That's what I thought.\Kiriyama!\What's wrong? You're crying! response:	Gahhh!
context: I thought if I could leave home, pay rent, and feed myself,\I would become an adult.\If I became an adult,\I thought I wouldn't have to cry anymore.\That's what I thought.\Kiriyama!\What's wrong? You're crying!\Gahhh! response:	What the hell? And what's this, a job magazine?
context: I would become an adult.\If I became an adult,\I thought I wouldn't have to cry anymore.\That's what I thought.\Kiriyama!\What's wrong? You're crying!\Gahhh!\What the hell? And what's this, a job magazine? response:	What does it mean?
context: If I became an adult,\I thought I wouldn't have to cry anymore.\That's what I thought.\Kiriyama!\What's wrong? You're crying!\Gahhh!\What the hell? And what's this, a job magazine?\What does it mean? response:	A high school student sitting alone on the stairs, crying while reading a job magazine!
context: I thought I wouldn't have to cry anymore.\That's what I thought.\Kiriyama!\What's wrong? You're crying!\Gahhh!\What the hell? And what's this, a job magazine?\What does it mean?\A high school student sitting alone on the stairs, crying while reading a job magazine! response:	There's something already crazy about this whole setup!
context: That's what I thought.\Kiriyama!\What's wrong? You're crying!\Gahhh!\What the hell? And what's this, a job magazine?\What does it mean?\A high school student sitting alone on the stairs, crying while reading a job magazine!\There's something already crazy about this whole setup! response:	Moreover, he's the fifth middle school student professional shogi player in history!
context: Kiriyama!\What's wrong? You're crying!\Gahhh!\What the hell? And what's this, a job magazine?\What does it mean?\A high school student sitting alone on the stairs, crying while reading a job magazine!\There's something already crazy about this whole setup!\Moreover, he's the fifth middle school student professional shogi player in history! response:	The rising star of the shogi world!
context: What's wrong? You're crying!\Gahhh!\What the hell? And what's this, a job magazine?\What does it mean?\A high school student sitting alone on the stairs, crying while reading a job magazine!\There's something already crazy about this whole setup!\Moreover, he's the fifth middle school student professional shogi player in history!\The rising star of the shogi world! response:	I don't know where to dig in first!
context: Gahhh!\What the hell? And what's this, a job magazine?\What does it mean?\A high school student sitting alone on the stairs, crying while reading a job magazine!\There's something already crazy about this whole setup!\Moreover, he's the fifth middle school student professional shogi player in history!\The rising star of the shogi world!\I don't know where to dig in first! response:	Jeez!
context: What the hell? And what's this, a job magazine?\What does it mean?\A high school student sitting alone on the stairs, crying while reading a job magazine!\There's something already crazy about this whole setup!\Moreover, he's the fifth middle school student professional shogi player in history!\The rising star of the shogi world!\I don't know where to dig in first!\Jeez! response:	First, eat!
context: What does it mean?\A high school student sitting alone on the stairs, crying while reading a job magazine!\There's something already crazy about this whole setup!\Moreover, he's the fifth middle school student professional shogi player in history!\The rising star of the shogi world!\I don't know where to dig in first!\Jeez!\First, eat! response:	But...
context: A high school student sitting alone on the stairs, crying while reading a job magazine!\There's something already crazy about this whole setup!\Moreover, he's the fifth middle school student professional shogi player in history!\The rising star of the shogi world!\I don't know where to dig in first!\Jeez!\First, eat!\But... response:	Never mind, just eat this!
context: There's something already crazy about this whole setup!\Moreover, he's the fifth middle school student professional shogi player in history!\The rising star of the shogi world!\I don't know where to dig in first!\Jeez!\First, eat!\But...\Never mind, just eat this! response:	Who eats cold food when they're depressed?
context: Moreover, he's the fifth middle school student professional shogi player in history!\The rising star of the shogi world!\I don't know where to dig in first!\Jeez!\First, eat!\But...\Never mind, just eat this!\Who eats cold food when they're depressed? response:	It might kill you.
context: The rising star of the shogi world!\I don't know where to dig in first!\Jeez!\First, eat!\But...\Never mind, just eat this!\Who eats cold food when they're depressed?\It might kill you. response:	Reach for something warm instead.
context: I don't know where to dig in first!\Jeez!\First, eat!\But...\Never mind, just eat this!\Who eats cold food when they're depressed?\It might kill you.\Reach for something warm instead. response:	Otherwise you'll lose half your hit points!
context: Jeez!\First, eat!\But...\Never mind, just eat this!\Who eats cold food when they're depressed?\It might kill you.\Reach for something warm instead.\Otherwise you'll lose half your hit points! response:	Hey, Kiriyama.
context: First, eat!\But...\Never mind, just eat this!\Who eats cold food when they're depressed?\It might kill you.\Reach for something warm instead.\Otherwise you'll lose half your hit points!\Hey, Kiriyama. response:	Why don't you try moving back to your mentor's house?
context: But...\Never mind, just eat this!\Who eats cold food when they're depressed?\It might kill you.\Reach for something warm instead.\Otherwise you'll lose half your hit points!\Hey, Kiriyama.\Why don't you try moving back to your mentor's house? response:	But...
context: Never mind, just eat this!\Who eats cold food when they're depressed?\It might kill you.\Reach for something warm instead.\Otherwise you'll lose half your hit points!\Hey, Kiriyama.\Why don't you try moving back to your mentor's house?\But... response:	You have rank-deciding competitions and tournaments throughout the year,
context: Who eats cold food when they're depressed?\It might kill you.\Reach for something warm instead.\Otherwise you'll lose half your hit points!\Hey, Kiriyama.\Why don't you try moving back to your mentor's house?\But...\You have rank-deciding competitions and tournaments throughout the year, response:	you go to school, with tests and stuff,
context: It might kill you.\Reach for something warm instead.\Otherwise you'll lose half your hit points!\Hey, Kiriyama.\Why don't you try moving back to your mentor's house?\But...\You have rank-deciding competitions and tournaments throughout the year,\you go to school, with tests and stuff, response:	meals to make, laundry, and whatever else is going on around you.
context: Reach for something warm instead.\Otherwise you'll lose half your hit points!\Hey, Kiriyama.\Why don't you try moving back to your mentor's house?\But...\You have rank-deciding competitions and tournaments throughout the year,\you go to school, with tests and stuff,\meals to make, laundry, and whatever else is going on around you. response:	That's too much for a 17-year-old to handle.
context: Otherwise you'll lose half your hit points!\Hey, Kiriyama.\Why don't you try moving back to your mentor's house?\But...\You have rank-deciding competitions and tournaments throughout the year,\you go to school, with tests and stuff,\meals to make, laundry, and whatever else is going on around you.\That's too much for a 17-year-old to handle. response:	- But... - You've exceeded your capacity.
context: Hey, Kiriyama.\Why don't you try moving back to your mentor's house?\But...\You have rank-deciding competitions and tournaments throughout the year,\you go to school, with tests and stuff,\meals to make, laundry, and whatever else is going on around you.\That's too much for a 17-year-old to handle.\- But... - You've exceeded your capacity. response:	That's just a fact.
context: Why don't you try moving back to your mentor's house?\But...\You have rank-deciding competitions and tournaments throughout the year,\you go to school, with tests and stuff,\meals to make, laundry, and whatever else is going on around you.\That's too much for a 17-year-old to handle.\- But... - You've exceeded your capacity.\That's just a fact. response:	It was too bad regarding the Lion King Tournament.
