context: Taichi. response:	Huh? What?
context: Beat the crap out of them.\Spends all her time practicing karuta\Especially you, Ayase-san!\My life means nothing...\The storm will soon carry...\What now?\My style is big on attacking the opponent's side,\but I've never seen cards placed evenly in the middle like this! response:	This makes it easier for me to make mistakes!
context: Spends all her time practicing karuta\Especially you, Ayase-san!\My life means nothing...\The storm will soon carry...\What now?\My style is big on attacking the opponent's side,\but I've never seen cards placed evenly in the middle like this!\This makes it easier for me to make mistakes! response:	I need to memorize!
context: Especially you, Ayase-san!\My life means nothing...\The storm will soon carry...\What now?\My style is big on attacking the opponent's side,\but I've never seen cards placed evenly in the middle like this!\This makes it easier for me to make mistakes!\I need to memorize! response:	I'm moving my cards.
context: My life means nothing...\The storm will soon carry...\What now?\My style is big on attacking the opponent's side,\but I've never seen cards placed evenly in the middle like this!\This makes it easier for me to make mistakes!\I need to memorize!\I'm moving my cards. response:	Huh?!
context: The storm will soon carry...\What now?\My style is big on attacking the opponent's side,\but I've never seen cards placed evenly in the middle like this!\This makes it easier for me to make mistakes!\I need to memorize!\I'm moving my cards.\Huh?! response:	He...
context: What now?\My style is big on attacking the opponent's side,\but I've never seen cards placed evenly in the middle like this!\This makes it easier for me to make mistakes!\I need to memorize!\I'm moving my cards.\Huh?!\He... response:	He moved all of them!
context: My style is big on attacking the opponent's side,\but I've never seen cards placed evenly in the middle like this!\This makes it easier for me to make mistakes!\I need to memorize!\I'm moving my cards.\Huh?!\He...\He moved all of them! response:	so I wish for a memory of you to take with me
context: but I've never seen cards placed evenly in the middle like this!\This makes it easier for me to make mistakes!\I need to memorize!\I'm moving my cards.\Huh?!\He...\He moved all of them!\so I wish for a memory of you to take with me response:	Stay calm!
context: This makes it easier for me to make mistakes!\I need to memorize!\I'm moving my cards.\Huh?!\He...\He moved all of them!\so I wish for a memory of you to take with me\Stay calm! response:	If I focus, I can memorize their positions!
context: I need to memorize!\I'm moving my cards.\Huh?!\He...\He moved all of them!\so I wish for a memory of you to take with me\Stay calm!\If I focus, I can memorize their positions! response:	None are left...
context: I'm moving my cards.\Huh?!\He...\He moved all of them!\so I wish for a memory of you to take with me\Stay calm!\If I focus, I can memorize their positions!\None are left... response:	A dead card!
context: Huh?!\He...\He moved all of them!\so I wish for a memory of you to take with me\Stay calm!\If I focus, I can memorize their positions!\None are left...\A dead card! response:	I moved because he did!
context: He...\He moved all of them!\so I wish for a memory of you to take with me\Stay calm!\If I focus, I can memorize their positions!\None are left...\A dead card!\I moved because he did! response:	Chihaya, be careful.
context: He moved all of them!\so I wish for a memory of you to take with me\Stay calm!\If I focus, I can memorize their positions!\None are left...\A dead card!\I moved because he did!\Chihaya, be careful. response:	I was thinking that they were
context: so I wish for a memory of you to take with me\Stay calm!\If I focus, I can memorize their positions!\None are left...\A dead card!\I moved because he did!\Chihaya, be careful.\I was thinking that they were response:	a bunch of intellectuals who were giving karuta a try,
context: Stay calm!\If I focus, I can memorize their positions!\None are left...\A dead card!\I moved because he did!\Chihaya, be careful.\I was thinking that they were\a bunch of intellectuals who were giving karuta a try, response:	but they understand karuta.
context: If I focus, I can memorize their positions!\None are left...\A dead card!\I moved because he did!\Chihaya, be careful.\I was thinking that they were\a bunch of intellectuals who were giving karuta a try,\but they understand karuta. response:	They're good.
context: None are left...\A dead card!\I moved because he did!\Chihaya, be careful.\I was thinking that they were\a bunch of intellectuals who were giving karuta a try,\but they understand karuta.\They're good. response:	She typically places None are towards the upper left.
context: A dead card!\I moved because he did!\Chihaya, be careful.\I was thinking that they were\a bunch of intellectuals who were giving karuta a try,\but they understand karuta.\They're good.\She typically places None are towards the upper left. response:	Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy
context: I moved because he did!\Chihaya, be careful.\I was thinking that they were\a bunch of intellectuals who were giving karuta a try,\but they understand karuta.\They're good.\She typically places None are towards the upper left.\Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy response:	Such mistakes can arise when you stick
context: Chihaya, be careful.\I was thinking that they were\a bunch of intellectuals who were giving karuta a try,\but they understand karuta.\They're good.\She typically places None are towards the upper left.\Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy\Such mistakes can arise when you stick response:	to certain placements.
context: I was thinking that they were\a bunch of intellectuals who were giving karuta a try,\but they understand karuta.\They're good.\She typically places None are towards the upper left.\Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy\Such mistakes can arise when you stick\to certain placements. response:	Nicknamed Poseidon
context: a bunch of intellectuals who were giving karuta a try,\but they understand karuta.\They're good.\She typically places None are towards the upper left.\Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy\Such mistakes can arise when you stick\to certain placements.\Nicknamed Poseidon response:	Karuta is very fascinating.
context: but they understand karuta.\They're good.\She typically places None are towards the upper left.\Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy\Such mistakes can arise when you stick\to certain placements.\Nicknamed Poseidon\Karuta is very fascinating. response:	My first encounter was a year ago.
context: They're good.\She typically places None are towards the upper left.\Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy\Such mistakes can arise when you stick\to certain placements.\Nicknamed Poseidon\Karuta is very fascinating.\My first encounter was a year ago. response:	When Sasaki from the karuta club came to see me for advice.
context: She typically places None are towards the upper left.\Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy\Such mistakes can arise when you stick\to certain placements.\Nicknamed Poseidon\Karuta is very fascinating.\My first encounter was a year ago.\When Sasaki from the karuta club came to see me for advice. response:	You want us to practice with you?
context: Yamaguchi Mioka High School Quiz Society President and Karuta Club Vice-President Nakayama Manabu (Third-year) Specializes in astronomy\Such mistakes can arise when you stick\to certain placements.\Nicknamed Poseidon\Karuta is very fascinating.\My first encounter was a year ago.\When Sasaki from the karuta club came to see me for advice.\You want us to practice with you? response:	You can draw parallels between buzzer pressing and karuta,
context: Such mistakes can arise when you stick\to certain placements.\Nicknamed Poseidon\Karuta is very fascinating.\My first encounter was a year ago.\When Sasaki from the karuta club came to see me for advice.\You want us to practice with you?\You can draw parallels between buzzer pressing and karuta, response:	so it might help.
context: to certain placements.\Nicknamed Poseidon\Karuta is very fascinating.\My first encounter was a year ago.\When Sasaki from the karuta club came to see me for advice.\You want us to practice with you?\You can draw parallels between buzzer pressing and karuta,\so it might help. response:	It all began when I watched the DVD with the Master and Queen matches.
context: Nicknamed Poseidon\Karuta is very fascinating.\My first encounter was a year ago.\When Sasaki from the karuta club came to see me for advice.\You want us to practice with you?\You can draw parallels between buzzer pressing and karuta,\so it might help.\It all began when I watched the DVD with the Master and Queen matches. response:	This is...
context: Karuta is very fascinating.\My first encounter was a year ago.\When Sasaki from the karuta club came to see me for advice.\You want us to practice with you?\You can draw parallels between buzzer pressing and karuta,\so it might help.\It all began when I watched the DVD with the Master and Queen matches.\This is... response:	Exactly like buzzing in early and the lag effect!
context: My first encounter was a year ago.\When Sasaki from the karuta club came to see me for advice.\You want us to practice with you?\You can draw parallels between buzzer pressing and karuta,\so it might help.\It all began when I watched the DVD with the Master and Queen matches.\This is...\Exactly like buzzing in early and the lag effect! response:	Question: The Winter Triangle is formed by Procyon, Si
context: When Sasaki from the karuta club came to see me for advice.\You want us to practice with you?\You can draw parallels between buzzer pressing and karuta,\so it might help.\It all began when I watched the DVD with the Master and Queen matches.\This is...\Exactly like buzzing in early and the lag effect!\Question: The Winter Triangle is formed by Procyon, Si response:	At that point,
context: You want us to practice with you?\You can draw parallels between buzzer pressing and karuta,\so it might help.\It all began when I watched the DVD with the Master and Queen matches.\This is...\Exactly like buzzing in early and the lag effect!\Question: The Winter Triangle is formed by Procyon, Si\At that point, response:	you can guess the rest is Sirius, and what?
context: You can draw parallels between buzzer pressing and karuta,\so it might help.\It all began when I watched the DVD with the Master and Queen matches.\This is...\Exactly like buzzing in early and the lag effect!\Question: The Winter Triangle is formed by Procyon, Si\At that point,\you can guess the rest is Sirius, and what? response:	Betelgeuse!
context: so it might help.\It all began when I watched the DVD with the Master and Queen matches.\This is...\Exactly like buzzing in early and the lag effect!\Question: The Winter Triangle is formed by Procyon, Si\At that point,\you can guess the rest is Sirius, and what?\Betelgeuse! response:	It's exactly like unique syllables in competitive karuta.
context: It all began when I watched the DVD with the Master and Queen matches.\This is...\Exactly like buzzing in early and the lag effect!\Question: The Winter Triangle is formed by Procyon, Si\At that point,\you can guess the rest is Sirius, and what?\Betelgeuse!\It's exactly like unique syllables in competitive karuta. response:	As this trip takes me away...
context: This is...\Exactly like buzzing in early and the lag effect!\Question: The Winter Triangle is formed by Procyon, Si\At that point,\you can guess the rest is Sirius, and what?\Betelgeuse!\It's exactly like unique syllables in competitive karuta.\As this trip takes me away... response:	Humans aren't machines.
context: Exactly like buzzing in early and the lag effect!\Question: The Winter Triangle is formed by Procyon, Si\At that point,\you can guess the rest is Sirius, and what?\Betelgeuse!\It's exactly like unique syllables in competitive karuta.\As this trip takes me away...\Humans aren't machines. response:	If I buzz in after hearing The Winter Triangle is formed by Procyon,
context: Question: The Winter Triangle is formed by Procyon, Si\At that point,\you can guess the rest is Sirius, and what?\Betelgeuse!\It's exactly like unique syllables in competitive karuta.\As this trip takes me away...\Humans aren't machines.\If I buzz in after hearing The Winter Triangle is formed by Procyon, response:	the moderator will still say part of the next word.
context: At that point,\you can guess the rest is Sirius, and what?\Betelgeuse!\It's exactly like unique syllables in competitive karuta.\As this trip takes me away...\Humans aren't machines.\If I buzz in after hearing The Winter Triangle is formed by Procyon,\the moderator will still say part of the next word. response:	The Winter Triangle is formed by Procy
context: you can guess the rest is Sirius, and what?\Betelgeuse!\It's exactly like unique syllables in competitive karuta.\As this trip takes me away...\Humans aren't machines.\If I buzz in after hearing The Winter Triangle is formed by Procyon,\the moderator will still say part of the next word.\The Winter Triangle is formed by Procy response:	on, Si
context: Betelgeuse!\It's exactly like unique syllables in competitive karuta.\As this trip takes me away...\Humans aren't machines.\If I buzz in after hearing The Winter Triangle is formed by Procyon,\the moderator will still say part of the next word.\The Winter Triangle is formed by Procy\on, Si response:	Oops
context: It's exactly like unique syllables in competitive karuta.\As this trip takes me away...\Humans aren't machines.\If I buzz in after hearing The Winter Triangle is formed by Procyon,\the moderator will still say part of the next word.\The Winter Triangle is formed by Procy\on, Si\Oops response:	If I can catch that extra syllable,
context: As this trip takes me away...\Humans aren't machines.\If I buzz in after hearing The Winter Triangle is formed by Procyon,\the moderator will still say part of the next word.\The Winter Triangle is formed by Procy\on, Si\Oops\If I can catch that extra syllable, response:	I have what they call game sense in karuta.
context: Humans aren't machines.\If I buzz in after hearing The Winter Triangle is formed by Procyon,\the moderator will still say part of the next word.\The Winter Triangle is formed by Procy\on, Si\Oops\If I can catch that extra syllable,\I have what they call game sense in karuta. response:	He knew which card to go for after As?
context: If I buzz in after hearing The Winter Triangle is formed by Procyon,\the moderator will still say part of the next word.\The Winter Triangle is formed by Procy\on, Si\Oops\If I can catch that extra syllable,\I have what they call game sense in karuta.\He knew which card to go for after As? response:	No way...
context: the moderator will still say part of the next word.\The Winter Triangle is formed by Procy\on, Si\Oops\If I can catch that extra syllable,\I have what they call game sense in karuta.\He knew which card to go for after As?\No way... response:	I'm moving my cards.
context: The Winter Triangle is formed by Procy\on, Si\Oops\If I can catch that extra syllable,\I have what they call game sense in karuta.\He knew which card to go for after As?\No way...\I'm moving my cards. response:	What?!
context: on, Si\Oops\If I can catch that extra syllable,\I have what they call game sense in karuta.\He knew which card to go for after As?\No way...\I'm moving my cards.\What?! response:	I have to memorize their positions again!
context: Oops\If I can catch that extra syllable,\I have what they call game sense in karuta.\He knew which card to go for after As?\No way...\I'm moving my cards.\What?!\I have to memorize their positions again! response:	I don't have any game sense to speak of.
context: If I can catch that extra syllable,\I have what they call game sense in karuta.\He knew which card to go for after As?\No way...\I'm moving my cards.\What?!\I have to memorize their positions again!\I don't have any game sense to speak of. response:	I just have decision-making skills!
context: I have what they call game sense in karuta.\He knew which card to go for after As?\No way...\I'm moving my cards.\What?!\I have to memorize their positions again!\I don't have any game sense to speak of.\I just have decision-making skills! response:	Gust of wind...
context: He knew which card to go for after As?\No way...\I'm moving my cards.\What?!\I have to memorize their positions again!\I don't have any game sense to speak of.\I just have decision-making skills!\Gust of wind... response:	I'm losing my sense.
context: No way...\I'm moving my cards.\What?!\I have to memorize their positions again!\I don't have any game sense to speak of.\I just have decision-making skills!\Gust of wind...\I'm losing my sense. response:	I'm moving my cards.
context: I'm moving my cards.\What?!\I have to memorize their positions again!\I don't have any game sense to speak of.\I just have decision-making skills!\Gust of wind...\I'm losing my sense.\I'm moving my cards. response:	Huh?!
context: What?!\I have to memorize their positions again!\I don't have any game sense to speak of.\I just have decision-making skills!\Gust of wind...\I'm losing my sense.\I'm moving my cards.\Huh?! response:	Nakayama...
context: I have to memorize their positions again!\I don't have any game sense to speak of.\I just have decision-making skills!\Gust of wind...\I'm losing my sense.\I'm moving my cards.\Huh?!\Nakayama... response:	I'm his teacher, and I'd have to describe his intelligence
context: I don't have any game sense to speak of.\I just have decision-making skills!\Gust of wind...\I'm losing my sense.\I'm moving my cards.\Huh?!\Nakayama...\I'm his teacher, and I'd have to describe his intelligence response:	and memory as freakish.
context: I just have decision-making skills!\Gust of wind...\I'm losing my sense.\I'm moving my cards.\Huh?!\Nakayama...\I'm his teacher, and I'd have to describe his intelligence\and memory as freakish. response:	hence the name fall leaves
context: Gust of wind...\I'm losing my sense.\I'm moving my cards.\Huh?!\Nakayama...\I'm his teacher, and I'd have to describe his intelligence\and memory as freakish.\hence the name fall leaves response:	You have to press the button before you can answer.
context: I'm losing my sense.\I'm moving my cards.\Huh?!\Nakayama...\I'm his teacher, and I'd have to describe his intelligence\and memory as freakish.\hence the name fall leaves\You have to press the button before you can answer. response:	Inspiration...
context: I'm moving my cards.\Huh?!\Nakayama...\I'm his teacher, and I'd have to describe his intelligence\and memory as freakish.\hence the name fall leaves\You have to press the button before you can answer.\Inspiration... response:	You have to trust in that moment of inspiration
context: Huh?!\Nakayama...\I'm his teacher, and I'd have to describe his intelligence\and memory as freakish.\hence the name fall leaves\You have to press the button before you can answer.\Inspiration...\You have to trust in that moment of inspiration response:	and attack!
context: Nakayama...\I'm his teacher, and I'd have to describe his intelligence\and memory as freakish.\hence the name fall leaves\You have to press the button before you can answer.\Inspiration...\You have to trust in that moment of inspiration\and attack! response:	Above all, he has guts.
context: I'm his teacher, and I'd have to describe his intelligence\and memory as freakish.\hence the name fall leaves\You have to press the button before you can answer.\Inspiration...\You have to trust in that moment of inspiration\and attack!\Above all, he has guts. response:	For you, I head out to the fields to pick spring greens
context: and memory as freakish.\hence the name fall leaves\You have to press the button before you can answer.\Inspiration...\You have to trust in that moment of inspiration\and attack!\Above all, he has guts.\For you, I head out to the fields to pick spring greens response:	A multi-syllable card! Got it!
context: hence the name fall leaves\You have to press the button before you can answer.\Inspiration...\You have to trust in that moment of inspiration\and attack!\Above all, he has guts.\For you, I head out to the fields to pick spring greens\A multi-syllable card! Got it! response:	I'm relieved that I was able to keep my own card?
context: You have to press the button before you can answer.\Inspiration...\You have to trust in that moment of inspiration\and attack!\Above all, he has guts.\For you, I head out to the fields to pick spring greens\A multi-syllable card! Got it!\I'm relieved that I was able to keep my own card? response:	This is how I play karuta?
context: Inspiration...\You have to trust in that moment of inspiration\and attack!\Above all, he has guts.\For you, I head out to the fields to pick spring greens\A multi-syllable card! Got it!\I'm relieved that I was able to keep my own card?\This is how I play karuta? response:	Really?
context: You have to trust in that moment of inspiration\and attack!\Above all, he has guts.\For you, I head out to the fields to pick spring greens\A multi-syllable card! Got it!\I'm relieved that I was able to keep my own card?\This is how I play karuta?\Really? response:	May the time we spend...
context: and attack!\Above all, he has guts.\For you, I head out to the fields to pick spring greens\A multi-syllable card! Got it!\I'm relieved that I was able to keep my own card?\This is how I play karuta?\Really?\May the time we spend... response:	How many cards did I hit?!
context: Above all, he has guts.\For you, I head out to the fields to pick spring greens\A multi-syllable card! Got it!\I'm relieved that I was able to keep my own card?\This is how I play karuta?\Really?\May the time we spend...\How many cards did I hit?! response:	I took a card from the opponent's side, but I was just forcing it!
context: For you, I head out to the fields to pick spring greens\A multi-syllable card! Got it!\I'm relieved that I was able to keep my own card?\This is how I play karuta?\Really?\May the time we spend...\How many cards did I hit?!\I took a card from the opponent's side, but I was just forcing it! response:	What was that?
context: A multi-syllable card! Got it!\I'm relieved that I was able to keep my own card?\This is how I play karuta?\Really?\May the time we spend...\How many cards did I hit?!\I took a card from the opponent's side, but I was just forcing it!\What was that? response:	Scary...
context: I'm relieved that I was able to keep my own card?\This is how I play karuta?\Really?\May the time we spend...\How many cards did I hit?!\I took a card from the opponent's side, but I was just forcing it!\What was that?\Scary... response:	Wasn't that the Queen?
context: This is how I play karuta?\Really?\May the time we spend...\How many cards did I hit?!\I took a card from the opponent's side, but I was just forcing it!\What was that?\Scary...\Wasn't that the Queen? response:	So she really did lose weight.
context: Really?\May the time we spend...\How many cards did I hit?!\I took a card from the opponent's side, but I was just forcing it!\What was that?\Scary...\Wasn't that the Queen?\So she really did lose weight. response:	Shinobu-chan's back to the weight she was at when we played.
context: May the time we spend...\How many cards did I hit?!\I took a card from the opponent's side, but I was just forcing it!\What was that?\Scary...\Wasn't that the Queen?\So she really did lose weight.\Shinobu-chan's back to the weight she was at when we played. response:	Have I grown at all?
context: How many cards did I hit?!\I took a card from the opponent's side, but I was just forcing it!\What was that?\Scary...\Wasn't that the Queen?\So she really did lose weight.\Shinobu-chan's back to the weight she was at when we played.\Have I grown at all? response:	What are you doing, Shinobu-chan? You're soaked.
context: I took a card from the opponent's side, but I was just forcing it!\What was that?\Scary...\Wasn't that the Queen?\So she really did lose weight.\Shinobu-chan's back to the weight she was at when we played.\Have I grown at all?\What are you doing, Shinobu-chan? You're soaked. response:	What happened to the Birdman rally?
context: What was that?\Scary...\Wasn't that the Queen?\So she really did lose weight.\Shinobu-chan's back to the weight she was at when we played.\Have I grown at all?\What are you doing, Shinobu-chan? You're soaked.\What happened to the Birdman rally? response:	Uh, what? Again?
context: Scary...\Wasn't that the Queen?\So she really did lose weight.\Shinobu-chan's back to the weight she was at when we played.\Have I grown at all?\What are you doing, Shinobu-chan? You're soaked.\What happened to the Birdman rally?\Uh, what? Again? response:	Shinobu-chan, I won't be able to play in the individual tournament.
context: Wasn't that the Queen?\So she really did lose weight.\Shinobu-chan's back to the weight she was at when we played.\Have I grown at all?\What are you doing, Shinobu-chan? You're soaked.\What happened to the Birdman rally?\Uh, what? Again?\Shinobu-chan, I won't be able to play in the individual tournament. response:	I broke one of the rules.
context: So she really did lose weight.\Shinobu-chan's back to the weight she was at when we played.\Have I grown at all?\What are you doing, Shinobu-chan? You're soaked.\What happened to the Birdman rally?\Uh, what? Again?\Shinobu-chan, I won't be able to play in the individual tournament.\I broke one of the rules. response:	Good luck tomorrow.
context: Shinobu-chan's back to the weight she was at when we played.\Have I grown at all?\What are you doing, Shinobu-chan? You're soaked.\What happened to the Birdman rally?\Uh, what? Again?\Shinobu-chan, I won't be able to play in the individual tournament.\I broke one of the rules.\Good luck tomorrow. response:	Mr. Masuoka.
context: Have I grown at all?\What are you doing, Shinobu-chan? You're soaked.\What happened to the Birdman rally?\Uh, what? Again?\Shinobu-chan, I won't be able to play in the individual tournament.\I broke one of the rules.\Good luck tomorrow.\Mr. Masuoka. response:	If Wataya Arata isn't playing, I forfeit.
context: What are you doing, Shinobu-chan? You're soaked.\What happened to the Birdman rally?\Uh, what? Again?\Shinobu-chan, I won't be able to play in the individual tournament.\I broke one of the rules.\Good luck tomorrow.\Mr. Masuoka.\If Wataya Arata isn't playing, I forfeit. response:	What?!
context: What happened to the Birdman rally?\Uh, what? Again?\Shinobu-chan, I won't be able to play in the individual tournament.\I broke one of the rules.\Good luck tomorrow.\Mr. Masuoka.\If Wataya Arata isn't playing, I forfeit.\What?! response:	What are you talking about, Wakamiya-san?!
context: Uh, what? Again?\Shinobu-chan, I won't be able to play in the individual tournament.\I broke one of the rules.\Good luck tomorrow.\Mr. Masuoka.\If Wataya Arata isn't playing, I forfeit.\What?!\What are you talking about, Wakamiya-san?! response:	The Queen can't drop out of the tournament!
context: Shinobu-chan, I won't be able to play in the individual tournament.\I broke one of the rules.\Good luck tomorrow.\Mr. Masuoka.\If Wataya Arata isn't playing, I forfeit.\What?!\What are you talking about, Wakamiya-san?!\The Queen can't drop out of the tournament! response:	Yeah, you shouldn't joke around...
context: I broke one of the rules.\Good luck tomorrow.\Mr. Masuoka.\If Wataya Arata isn't playing, I forfeit.\What?!\What are you talking about, Wakamiya-san?!\The Queen can't drop out of the tournament!\Yeah, you shouldn't joke around... response:	I don't know what you did,
context: Good luck tomorrow.\Mr. Masuoka.\If Wataya Arata isn't playing, I forfeit.\What?!\What are you talking about, Wakamiya-san?!\The Queen can't drop out of the tournament!\Yeah, you shouldn't joke around...\I don't know what you did, response:	but stop acting cool and lower your head!
context: Mr. Masuoka.\If Wataya Arata isn't playing, I forfeit.\What?!\What are you talking about, Wakamiya-san?!\The Queen can't drop out of the tournament!\Yeah, you shouldn't joke around...\I don't know what you did,\but stop acting cool and lower your head! response:	Beg them to let you play!
context: If Wataya Arata isn't playing, I forfeit.\What?!\What are you talking about, Wakamiya-san?!\The Queen can't drop out of the tournament!\Yeah, you shouldn't joke around...\I don't know what you did,\but stop acting cool and lower your head!\Beg them to let you play! response:	I'm also asking you to let him play.
context: What?!\What are you talking about, Wakamiya-san?!\The Queen can't drop out of the tournament!\Yeah, you shouldn't joke around...\I don't know what you did,\but stop acting cool and lower your head!\Beg them to let you play!\I'm also asking you to let him play. response:	Wh-Why are you doing this, Shinobu-chan?
context: What are you talking about, Wakamiya-san?!\The Queen can't drop out of the tournament!\Yeah, you shouldn't joke around...\I don't know what you did,\but stop acting cool and lower your head!\Beg them to let you play!\I'm also asking you to let him play.\Wh-Why are you doing this, Shinobu-chan? response:	I didn't get to watch the Birdman rally, and now...
context: The Queen can't drop out of the tournament!\Yeah, you shouldn't joke around...\I don't know what you did,\but stop acting cool and lower your head!\Beg them to let you play!\I'm also asking you to let him play.\Wh-Why are you doing this, Shinobu-chan?\I didn't get to watch the Birdman rally, and now... response:	Can you not disappoint me any further?
context: Yeah, you shouldn't joke around...\I don't know what you did,\but stop acting cool and lower your head!\Beg them to let you play!\I'm also asking you to let him play.\Wh-Why are you doing this, Shinobu-chan?\I didn't get to watch the Birdman rally, and now...\Can you not disappoint me any further? response:	Do you not want to play against me?
context: I don't know what you did,\but stop acting cool and lower your head!\Beg them to let you play!\I'm also asking you to let him play.\Wh-Why are you doing this, Shinobu-chan?\I didn't get to watch the Birdman rally, and now...\Can you not disappoint me any further?\Do you not want to play against me? response:	What will Shinobu-chan and Arata see when they watch me?
context: but stop acting cool and lower your head!\Beg them to let you play!\I'm also asking you to let him play.\Wh-Why are you doing this, Shinobu-chan?\I didn't get to watch the Birdman rally, and now...\Can you not disappoint me any further?\Do you not want to play against me?\What will Shinobu-chan and Arata see when they watch me? response:	I'm no longer the high school first-year me...
context: Beg them to let you play!\I'm also asking you to let him play.\Wh-Why are you doing this, Shinobu-chan?\I didn't get to watch the Birdman rally, and now...\Can you not disappoint me any further?\Do you not want to play against me?\What will Shinobu-chan and Arata see when they watch me?\I'm no longer the high school first-year me... response:	No longer the sixth grade me...
context: I'm also asking you to let him play.\Wh-Why are you doing this, Shinobu-chan?\I didn't get to watch the Birdman rally, and now...\Can you not disappoint me any further?\Do you not want to play against me?\What will Shinobu-chan and Arata see when they watch me?\I'm no longer the high school first-year me...\No longer the sixth grade me... response:	Omi Learning Center
context: Wh-Why are you doing this, Shinobu-chan?\I didn't get to watch the Birdman rally, and now...\Can you not disappoint me any further?\Do you not want to play against me?\What will Shinobu-chan and Arata see when they watch me?\I'm no longer the high school first-year me...\No longer the sixth grade me...\Omi Learning Center response:	We finally made it!
context: I didn't get to watch the Birdman rally, and now...\Can you not disappoint me any further?\Do you not want to play against me?\What will Shinobu-chan and Arata see when they watch me?\I'm no longer the high school first-year me...\No longer the sixth grade me...\Omi Learning Center\We finally made it! response:	I'm completely drenched!
context: Can you not disappoint me any further?\Do you not want to play against me?\What will Shinobu-chan and Arata see when they watch me?\I'm no longer the high school first-year me...\No longer the sixth grade me...\Omi Learning Center\We finally made it!\I'm completely drenched! response:	What do I do now?
context: Do you not want to play against me?\What will Shinobu-chan and Arata see when they watch me?\I'm no longer the high school first-year me...\No longer the sixth grade me...\Omi Learning Center\We finally made it!\I'm completely drenched!\What do I do now? response:	I can't go watch the match by the main office.
context: What will Shinobu-chan and Arata see when they watch me?\I'm no longer the high school first-year me...\No longer the sixth grade me...\Omi Learning Center\We finally made it!\I'm completely drenched!\What do I do now?\I can't go watch the match by the main office. response:	Everyone else is running around,
context: I'm no longer the high school first-year me...\No longer the sixth grade me...\Omi Learning Center\We finally made it!\I'm completely drenched!\What do I do now?\I can't go watch the match by the main office.\Everyone else is running around, response:	but that person with glasses is taking it easy...
context: No longer the sixth grade me...\Omi Learning Center\We finally made it!\I'm completely drenched!\What do I do now?\I can't go watch the match by the main office.\Everyone else is running around,\but that person with glasses is taking it easy... response:	I really appreciate it!
context: Omi Learning Center\We finally made it!\I'm completely drenched!\What do I do now?\I can't go watch the match by the main office.\Everyone else is running around,\but that person with glasses is taking it easy...\I really appreciate it! response:	Thanks.
context: We finally made it!\I'm completely drenched!\What do I do now?\I can't go watch the match by the main office.\Everyone else is running around,\but that person with glasses is taking it easy...\I really appreciate it!\Thanks. response:	Hanano-san?
context: I'm completely drenched!\What do I do now?\I can't go watch the match by the main office.\Everyone else is running around,\but that person with glasses is taking it easy...\I really appreciate it!\Thanks.\Hanano-san? response:	You actually thought to bring an umbrella?
context: What do I do now?\I can't go watch the match by the main office.\Everyone else is running around,\but that person with glasses is taking it easy...\I really appreciate it!\Thanks.\Hanano-san?\You actually thought to bring an umbrella? response:	The forecast said the chance of rain was low.
context: I can't go watch the match by the main office.\Everyone else is running around,\but that person with glasses is taking it easy...\I really appreciate it!\Thanks.\Hanano-san?\You actually thought to bring an umbrella?\The forecast said the chance of rain was low. response:	Well, the JMA and the websites I checked said it would be sunny,
context: Everyone else is running around,\but that person with glasses is taking it easy...\I really appreciate it!\Thanks.\Hanano-san?\You actually thought to bring an umbrella?\The forecast said the chance of rain was low.\Well, the JMA and the websites I checked said it would be sunny, response:	but the Japan Weather Association
context: but that person with glasses is taking it easy...\I really appreciate it!\Thanks.\Hanano-san?\You actually thought to bring an umbrella?\The forecast said the chance of rain was low.\Well, the JMA and the websites I checked said it would be sunny,\but the Japan Weather Association response:	said that there was a chance for showers.
context: I really appreciate it!\Thanks.\Hanano-san?\You actually thought to bring an umbrella?\The forecast said the chance of rain was low.\Well, the JMA and the websites I checked said it would be sunny,\but the Japan Weather Association\said that there was a chance for showers. response:	O-Oh...
context: Thanks.\Hanano-san?\You actually thought to bring an umbrella?\The forecast said the chance of rain was low.\Well, the JMA and the websites I checked said it would be sunny,\but the Japan Weather Association\said that there was a chance for showers.\O-Oh... response:	How was the Akashi Girls' match?
context: Hanano-san?\You actually thought to bring an umbrella?\The forecast said the chance of rain was low.\Well, the JMA and the websites I checked said it would be sunny,\but the Japan Weather Association\said that there was a chance for showers.\O-Oh...\How was the Akashi Girls' match? response:	Here are the notes I took.
