context: You're late. response:	Who are you?
context: Onee-chan's cosplay picture!\Here. Thanks, nyan.\I don't want this!\Hey, where were you while I was diligently looking for the cat?\That's a job for women and children.\Those kinds of discriminative remarks aren't politically correct these days!\I bet you're just afraid of cats.\I found out about something interesting. response:	That widow's deceased husband was an executive of Fiore Cosmetics.
context: Here. Thanks, nyan.\I don't want this!\Hey, where were you while I was diligently looking for the cat?\That's a job for women and children.\Those kinds of discriminative remarks aren't politically correct these days!\I bet you're just afraid of cats.\I found out about something interesting.\That widow's deceased husband was an executive of Fiore Cosmetics. response:	So?
context: I don't want this!\Hey, where were you while I was diligently looking for the cat?\That's a job for women and children.\Those kinds of discriminative remarks aren't politically correct these days!\I bet you're just afraid of cats.\I found out about something interesting.\That widow's deceased husband was an executive of Fiore Cosmetics.\So? response:	The consecutive suicides were committed by former employees of the same cosmetic company.
context: Hey, where were you while I was diligently looking for the cat?\That's a job for women and children.\Those kinds of discriminative remarks aren't politically correct these days!\I bet you're just afraid of cats.\I found out about something interesting.\That widow's deceased husband was an executive of Fiore Cosmetics.\So?\The consecutive suicides were committed by former employees of the same cosmetic company. response:	Don't you think the pieces are starting to fit?
context: That's a job for women and children.\Those kinds of discriminative remarks aren't politically correct these days!\I bet you're just afraid of cats.\I found out about something interesting.\That widow's deceased husband was an executive of Fiore Cosmetics.\So?\The consecutive suicides were committed by former employees of the same cosmetic company.\Don't you think the pieces are starting to fit? response:	Not at all.
context: Those kinds of discriminative remarks aren't politically correct these days!\I bet you're just afraid of cats.\I found out about something interesting.\That widow's deceased husband was an executive of Fiore Cosmetics.\So?\The consecutive suicides were committed by former employees of the same cosmetic company.\Don't you think the pieces are starting to fit?\Not at all. response:	You're an idiot, Kiko.
context: I bet you're just afraid of cats.\I found out about something interesting.\That widow's deceased husband was an executive of Fiore Cosmetics.\So?\The consecutive suicides were committed by former employees of the same cosmetic company.\Don't you think the pieces are starting to fit?\Not at all.\You're an idiot, Kiko. response:	Discovering clues from subtle connections is part of what being a detective is all about.
context: I found out about something interesting.\That widow's deceased husband was an executive of Fiore Cosmetics.\So?\The consecutive suicides were committed by former employees of the same cosmetic company.\Don't you think the pieces are starting to fit?\Not at all.\You're an idiot, Kiko.\Discovering clues from subtle connections is part of what being a detective is all about. response:	A man's job.
context: That widow's deceased husband was an executive of Fiore Cosmetics.\So?\The consecutive suicides were committed by former employees of the same cosmetic company.\Don't you think the pieces are starting to fit?\Not at all.\You're an idiot, Kiko.\Discovering clues from subtle connections is part of what being a detective is all about.\A man's job. response:	Hi, boys and girls! Can you show your cats to Onee-chan, nya?
context: So?\The consecutive suicides were committed by former employees of the same cosmetic company.\Don't you think the pieces are starting to fit?\Not at all.\You're an idiot, Kiko.\Discovering clues from subtle connections is part of what being a detective is all about.\A man's job.\Hi, boys and girls! Can you show your cats to Onee-chan, nya? response:	Yes!
context: The consecutive suicides were committed by former employees of the same cosmetic company.\Don't you think the pieces are starting to fit?\Not at all.\You're an idiot, Kiko.\Discovering clues from subtle connections is part of what being a detective is all about.\A man's job.\Hi, boys and girls! Can you show your cats to Onee-chan, nya?\Yes! response:	Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)
context: Don't you think the pieces are starting to fit?\Not at all.\You're an idiot, Kiko.\Discovering clues from subtle connections is part of what being a detective is all about.\A man's job.\Hi, boys and girls! Can you show your cats to Onee-chan, nya?\Yes!\Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One) response:	A gardenia, huh?
context: Not at all.\You're an idiot, Kiko.\Discovering clues from subtle connections is part of what being a detective is all about.\A man's job.\Hi, boys and girls! Can you show your cats to Onee-chan, nya?\Yes!\Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)\A gardenia, huh? response:	Who is it?
context: You're an idiot, Kiko.\Discovering clues from subtle connections is part of what being a detective is all about.\A man's job.\Hi, boys and girls! Can you show your cats to Onee-chan, nya?\Yes!\Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)\A gardenia, huh?\Who is it? response:	It's Kurasawa.
context: Discovering clues from subtle connections is part of what being a detective is all about.\A man's job.\Hi, boys and girls! Can you show your cats to Onee-chan, nya?\Yes!\Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)\A gardenia, huh?\Who is it?\It's Kurasawa. response:	Um, I have an appointment with the madam...
context: A man's job.\Hi, boys and girls! Can you show your cats to Onee-chan, nya?\Yes!\Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)\A gardenia, huh?\Who is it?\It's Kurasawa.\Um, I have an appointment with the madam... response:	today, and...
context: Hi, boys and girls! Can you show your cats to Onee-chan, nya?\Yes!\Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)\A gardenia, huh?\Who is it?\It's Kurasawa.\Um, I have an appointment with the madam...\today, and... response:	Please come in.
context: Yes!\Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)\A gardenia, huh?\Who is it?\It's Kurasawa.\Um, I have an appointment with the madam...\today, and...\Please come in. response:	It looks more like a grandfather and his granddaughter.
context: Episode Seven The Scent of Gardenias Lingers in the Summer Rain... (Part One)\A gardenia, huh?\Who is it?\It's Kurasawa.\Um, I have an appointment with the madam...\today, and...\Please come in.\It looks more like a grandfather and his granddaughter. response:	I bet you overexerted yourself.
context: A gardenia, huh?\Who is it?\It's Kurasawa.\Um, I have an appointment with the madam...\today, and...\Please come in.\It looks more like a grandfather and his granddaughter.\I bet you overexerted yourself. response:	Does it smell?
context: Who is it?\It's Kurasawa.\Um, I have an appointment with the madam...\today, and...\Please come in.\It looks more like a grandfather and his granddaughter.\I bet you overexerted yourself.\Does it smell? response:	I apologize for making you wait.
context: It's Kurasawa.\Um, I have an appointment with the madam...\today, and...\Please come in.\It looks more like a grandfather and his granddaughter.\I bet you overexerted yourself.\Does it smell?\I apologize for making you wait. response:	N-No, it's...
context: Um, I have an appointment with the madam...\today, and...\Please come in.\It looks more like a grandfather and his granddaughter.\I bet you overexerted yourself.\Does it smell?\I apologize for making you wait.\N-No, it's... response:	You have a wonderful collection.
context: today, and...\Please come in.\It looks more like a grandfather and his granddaughter.\I bet you overexerted yourself.\Does it smell?\I apologize for making you wait.\N-No, it's...\You have a wonderful collection. response:	Oh, the perfume?
context: Please come in.\It looks more like a grandfather and his granddaughter.\I bet you overexerted yourself.\Does it smell?\I apologize for making you wait.\N-No, it's...\You have a wonderful collection.\Oh, the perfume? response:	It was Yuzuki's hobby.
context: It looks more like a grandfather and his granddaughter.\I bet you overexerted yourself.\Does it smell?\I apologize for making you wait.\N-No, it's...\You have a wonderful collection.\Oh, the perfume?\It was Yuzuki's hobby. response:	Oh, your late husband, Yuzuki Sakutarou-san.
context: I bet you overexerted yourself.\Does it smell?\I apologize for making you wait.\N-No, it's...\You have a wonderful collection.\Oh, the perfume?\It was Yuzuki's hobby.\Oh, your late husband, Yuzuki Sakutarou-san. response:	I heard he was an executive of Fiore Cosmetics,
context: Does it smell?\I apologize for making you wait.\N-No, it's...\You have a wonderful collection.\Oh, the perfume?\It was Yuzuki's hobby.\Oh, your late husband, Yuzuki Sakutarou-san.\I heard he was an executive of Fiore Cosmetics, response:	who started his career as a perfumer.
context: I apologize for making you wait.\N-No, it's...\You have a wonderful collection.\Oh, the perfume?\It was Yuzuki's hobby.\Oh, your late husband, Yuzuki Sakutarou-san.\I heard he was an executive of Fiore Cosmetics,\who started his career as a perfumer. response:	Is that why...
context: N-No, it's...\You have a wonderful collection.\Oh, the perfume?\It was Yuzuki's hobby.\Oh, your late husband, Yuzuki Sakutarou-san.\I heard he was an executive of Fiore Cosmetics,\who started his career as a perfumer.\Is that why... response:	He was sensitive to fragrances.
context: You have a wonderful collection.\Oh, the perfume?\It was Yuzuki's hobby.\Oh, your late husband, Yuzuki Sakutarou-san.\I heard he was an executive of Fiore Cosmetics,\who started his career as a perfumer.\Is that why...\He was sensitive to fragrances. response:	As expected of a detective,
context: Oh, the perfume?\It was Yuzuki's hobby.\Oh, your late husband, Yuzuki Sakutarou-san.\I heard he was an executive of Fiore Cosmetics,\who started his career as a perfumer.\Is that why...\He was sensitive to fragrances.\As expected of a detective, response:	you've deducted nearly everything.
context: It was Yuzuki's hobby.\Oh, your late husband, Yuzuki Sakutarou-san.\I heard he was an executive of Fiore Cosmetics,\who started his career as a perfumer.\Is that why...\He was sensitive to fragrances.\As expected of a detective,\you've deducted nearly everything. response:	No, this was nothing...
context: Oh, your late husband, Yuzuki Sakutarou-san.\I heard he was an executive of Fiore Cosmetics,\who started his career as a perfumer.\Is that why...\He was sensitive to fragrances.\As expected of a detective,\you've deducted nearly everything.\No, this was nothing... response:	My, how surprising, Chanel-chan,
context: I heard he was an executive of Fiore Cosmetics,\who started his career as a perfumer.\Is that why...\He was sensitive to fragrances.\As expected of a detective,\you've deducted nearly everything.\No, this was nothing...\My, how surprising, Chanel-chan, response:	for you to sit on the lap of a stranger.
context: who started his career as a perfumer.\Is that why...\He was sensitive to fragrances.\As expected of a detective,\you've deducted nearly everything.\No, this was nothing...\My, how surprising, Chanel-chan,\for you to sit on the lap of a stranger. response:	Chanel-chan...
context: Is that why...\He was sensitive to fragrances.\As expected of a detective,\you've deducted nearly everything.\No, this was nothing...\My, how surprising, Chanel-chan,\for you to sit on the lap of a stranger.\Chanel-chan... response:	You like cats, don't you?
context: He was sensitive to fragrances.\As expected of a detective,\you've deducted nearly everything.\No, this was nothing...\My, how surprising, Chanel-chan,\for you to sit on the lap of a stranger.\Chanel-chan...\You like cats, don't you? response:	Yes, I do...
context: As expected of a detective,\you've deducted nearly everything.\No, this was nothing...\My, how surprising, Chanel-chan,\for you to sit on the lap of a stranger.\Chanel-chan...\You like cats, don't you?\Yes, I do... response:	I pissed my pants a bit.
context: you've deducted nearly everything.\No, this was nothing...\My, how surprising, Chanel-chan,\for you to sit on the lap of a stranger.\Chanel-chan...\You like cats, don't you?\Yes, I do...\I pissed my pants a bit. response:	Oh, excuse me.
context: No, this was nothing...\My, how surprising, Chanel-chan,\for you to sit on the lap of a stranger.\Chanel-chan...\You like cats, don't you?\Yes, I do...\I pissed my pants a bit.\Oh, excuse me. response:	I made a wrong turn.
context: My, how surprising, Chanel-chan,\for you to sit on the lap of a stranger.\Chanel-chan...\You like cats, don't you?\Yes, I do...\I pissed my pants a bit.\Oh, excuse me.\I made a wrong turn. response:	Huh? You're...
context: for you to sit on the lap of a stranger.\Chanel-chan...\You like cats, don't you?\Yes, I do...\I pissed my pants a bit.\Oh, excuse me.\I made a wrong turn.\Huh? You're... response:	A part-time worker?
context: Chanel-chan...\You like cats, don't you?\Yes, I do...\I pissed my pants a bit.\Oh, excuse me.\I made a wrong turn.\Huh? You're...\A part-time worker? response:	Yes, to sort the bookshelf.
context: You like cats, don't you?\Yes, I do...\I pissed my pants a bit.\Oh, excuse me.\I made a wrong turn.\Huh? You're...\A part-time worker?\Yes, to sort the bookshelf. response:	Is he an acquaintance of yours?
context: Yes, I do...\I pissed my pants a bit.\Oh, excuse me.\I made a wrong turn.\Huh? You're...\A part-time worker?\Yes, to sort the bookshelf.\Is he an acquaintance of yours? response:	No, it's nothing like that.
context: I pissed my pants a bit.\Oh, excuse me.\I made a wrong turn.\Huh? You're...\A part-time worker?\Yes, to sort the bookshelf.\Is he an acquaintance of yours?\No, it's nothing like that. response:	What about Mii-chan?
context: Oh, excuse me.\I made a wrong turn.\Huh? You're...\A part-time worker?\Yes, to sort the bookshelf.\Is he an acquaintance of yours?\No, it's nothing like that.\What about Mii-chan? response:	I'm sorry. She hasn't been found yet.
context: I made a wrong turn.\Huh? You're...\A part-time worker?\Yes, to sort the bookshelf.\Is he an acquaintance of yours?\No, it's nothing like that.\What about Mii-chan?\I'm sorry. She hasn't been found yet. response:	I see.
context: Huh? You're...\A part-time worker?\Yes, to sort the bookshelf.\Is he an acquaintance of yours?\No, it's nothing like that.\What about Mii-chan?\I'm sorry. She hasn't been found yet.\I see. response:	To tell you the truth, madam...
context: A part-time worker?\Yes, to sort the bookshelf.\Is he an acquaintance of yours?\No, it's nothing like that.\What about Mii-chan?\I'm sorry. She hasn't been found yet.\I see.\To tell you the truth, madam... response:	I mean... There are several things I'd like to inquire about.
context: Yes, to sort the bookshelf.\Is he an acquaintance of yours?\No, it's nothing like that.\What about Mii-chan?\I'm sorry. She hasn't been found yet.\I see.\To tell you the truth, madam...\I mean... There are several things I'd like to inquire about. response:	That's right.
context: Is he an acquaintance of yours?\No, it's nothing like that.\What about Mii-chan?\I'm sorry. She hasn't been found yet.\I see.\To tell you the truth, madam...\I mean... There are several things I'd like to inquire about.\That's right. response:	Perhaps... it was Toshiko's doing.
context: No, it's nothing like that.\What about Mii-chan?\I'm sorry. She hasn't been found yet.\I see.\To tell you the truth, madam...\I mean... There are several things I'd like to inquire about.\That's right.\Perhaps... it was Toshiko's doing. response:	No, it probably was Toshiko!
context: What about Mii-chan?\I'm sorry. She hasn't been found yet.\I see.\To tell you the truth, madam...\I mean... There are several things I'd like to inquire about.\That's right.\Perhaps... it was Toshiko's doing.\No, it probably was Toshiko! response:	T-Toshiko?
context: I'm sorry. She hasn't been found yet.\I see.\To tell you the truth, madam...\I mean... There are several things I'd like to inquire about.\That's right.\Perhaps... it was Toshiko's doing.\No, it probably was Toshiko!\T-Toshiko? response:	You already knew I was his second wife, didn't you?
context: I see.\To tell you the truth, madam...\I mean... There are several things I'd like to inquire about.\That's right.\Perhaps... it was Toshiko's doing.\No, it probably was Toshiko!\T-Toshiko?\You already knew I was his second wife, didn't you? response:	Well, yes.
context: To tell you the truth, madam...\I mean... There are several things I'd like to inquire about.\That's right.\Perhaps... it was Toshiko's doing.\No, it probably was Toshiko!\T-Toshiko?\You already knew I was his second wife, didn't you?\Well, yes. response:	Have you also heard the story about how I took Yuzuki away from his first wife?
context: I mean... There are several things I'd like to inquire about.\That's right.\Perhaps... it was Toshiko's doing.\No, it probably was Toshiko!\T-Toshiko?\You already knew I was his second wife, didn't you?\Well, yes.\Have you also heard the story about how I took Yuzuki away from his first wife? response:	Well, yes.
context: That's right.\Perhaps... it was Toshiko's doing.\No, it probably was Toshiko!\T-Toshiko?\You already knew I was his second wife, didn't you?\Well, yes.\Have you also heard the story about how I took Yuzuki away from his first wife?\Well, yes. response:	It's all right. Those rumors were bound to be exposed.
context: Perhaps... it was Toshiko's doing.\No, it probably was Toshiko!\T-Toshiko?\You already knew I was his second wife, didn't you?\Well, yes.\Have you also heard the story about how I took Yuzuki away from his first wife?\Well, yes.\It's all right. Those rumors were bound to be exposed. response:	I wonder who was the one who actually took anything away, though.
context: No, it probably was Toshiko!\T-Toshiko?\You already knew I was his second wife, didn't you?\Well, yes.\Have you also heard the story about how I took Yuzuki away from his first wife?\Well, yes.\It's all right. Those rumors were bound to be exposed.\I wonder who was the one who actually took anything away, though. response:	A huge amount of consolation money, the mansion,
context: T-Toshiko?\You already knew I was his second wife, didn't you?\Well, yes.\Have you also heard the story about how I took Yuzuki away from his first wife?\Well, yes.\It's all right. Those rumors were bound to be exposed.\I wonder who was the one who actually took anything away, though.\A huge amount of consolation money, the mansion, response:	and Mii-chan, to top it off.
context: You already knew I was his second wife, didn't you?\Well, yes.\Have you also heard the story about how I took Yuzuki away from his first wife?\Well, yes.\It's all right. Those rumors were bound to be exposed.\I wonder who was the one who actually took anything away, though.\A huge amount of consolation money, the mansion,\and Mii-chan, to top it off. response:	Hold it right there.
context: Well, yes.\Have you also heard the story about how I took Yuzuki away from his first wife?\Well, yes.\It's all right. Those rumors were bound to be exposed.\I wonder who was the one who actually took anything away, though.\A huge amount of consolation money, the mansion,\and Mii-chan, to top it off.\Hold it right there. response:	Are you saying that his ex-wife took the cat?
context: Have you also heard the story about how I took Yuzuki away from his first wife?\Well, yes.\It's all right. Those rumors were bound to be exposed.\I wonder who was the one who actually took anything away, though.\A huge amount of consolation money, the mansion,\and Mii-chan, to top it off.\Hold it right there.\Are you saying that his ex-wife took the cat? response:	It must be!
context: Well, yes.\It's all right. Those rumors were bound to be exposed.\I wonder who was the one who actually took anything away, though.\A huge amount of consolation money, the mansion,\and Mii-chan, to top it off.\Hold it right there.\Are you saying that his ex-wife took the cat?\It must be! response:	Mr. Detective, conduct a search of Toshiko's mansion.
context: It's all right. Those rumors were bound to be exposed.\I wonder who was the one who actually took anything away, though.\A huge amount of consolation money, the mansion,\and Mii-chan, to top it off.\Hold it right there.\Are you saying that his ex-wife took the cat?\It must be!\Mr. Detective, conduct a search of Toshiko's mansion. response:	Huh?
context: I wonder who was the one who actually took anything away, though.\A huge amount of consolation money, the mansion,\and Mii-chan, to top it off.\Hold it right there.\Are you saying that his ex-wife took the cat?\It must be!\Mr. Detective, conduct a search of Toshiko's mansion.\Huh? response:	She's an anti-social person who lives alone in that mansion.
context: A huge amount of consolation money, the mansion,\and Mii-chan, to top it off.\Hold it right there.\Are you saying that his ex-wife took the cat?\It must be!\Mr. Detective, conduct a search of Toshiko's mansion.\Huh?\She's an anti-social person who lives alone in that mansion. response:	I hear she's frequently away.
context: and Mii-chan, to top it off.\Hold it right there.\Are you saying that his ex-wife took the cat?\It must be!\Mr. Detective, conduct a search of Toshiko's mansion.\Huh?\She's an anti-social person who lives alone in that mansion.\I hear she's frequently away. response:	That is...
context: Hold it right there.\Are you saying that his ex-wife took the cat?\It must be!\Mr. Detective, conduct a search of Toshiko's mansion.\Huh?\She's an anti-social person who lives alone in that mansion.\I hear she's frequently away.\That is... response:	Mr. Detective, please...
context: Are you saying that his ex-wife took the cat?\It must be!\Mr. Detective, conduct a search of Toshiko's mansion.\Huh?\She's an anti-social person who lives alone in that mansion.\I hear she's frequently away.\That is...\Mr. Detective, please... response:	But...
context: It must be!\Mr. Detective, conduct a search of Toshiko's mansion.\Huh?\She's an anti-social person who lives alone in that mansion.\I hear she's frequently away.\That is...\Mr. Detective, please...\But... response:	Mr. Detective?
context: Mr. Detective, conduct a search of Toshiko's mansion.\Huh?\She's an anti-social person who lives alone in that mansion.\I hear she's frequently away.\That is...\Mr. Detective, please...\But...\Mr. Detective? response:	Yes?
context: Huh?\She's an anti-social person who lives alone in that mansion.\I hear she's frequently away.\That is...\Mr. Detective, please...\But...\Mr. Detective?\Yes? response:	You have some wax in your ear.
context: She's an anti-social person who lives alone in that mansion.\I hear she's frequently away.\That is...\Mr. Detective, please...\But...\Mr. Detective?\Yes?\You have some wax in your ear. response:	You mustn't.
context: I hear she's frequently away.\That is...\Mr. Detective, please...\But...\Mr. Detective?\Yes?\You have some wax in your ear.\You mustn't. response:	Hold still and don't move.
context: That is...\Mr. Detective, please...\But...\Mr. Detective?\Yes?\You have some wax in your ear.\You mustn't.\Hold still and don't move. response:	Madam! Madam!
context: Mr. Detective, please...\But...\Mr. Detective?\Yes?\You have some wax in your ear.\You mustn't.\Hold still and don't move.\Madam! Madam! response:	My, what waxy ears you have!
context: But...\Mr. Detective?\Yes?\You have some wax in your ear.\You mustn't.\Hold still and don't move.\Madam! Madam!\My, what waxy ears you have! response:	Sorry for making you do this for me.
context: Mr. Detective?\Yes?\You have some wax in your ear.\You mustn't.\Hold still and don't move.\Madam! Madam!\My, what waxy ears you have!\Sorry for making you do this for me. response:	It's okay. I'm doing it because I want to.
context: Yes?\You have some wax in your ear.\You mustn't.\Hold still and don't move.\Madam! Madam!\My, what waxy ears you have!\Sorry for making you do this for me.\It's okay. I'm doing it because I want to. response:	Amazing!
context: You have some wax in your ear.\You mustn't.\Hold still and don't move.\Madam! Madam!\My, what waxy ears you have!\Sorry for making you do this for me.\It's okay. I'm doing it because I want to.\Amazing! response:	I've never experienced such wonderful ear cleaning!
context: You mustn't.\Hold still and don't move.\Madam! Madam!\My, what waxy ears you have!\Sorry for making you do this for me.\It's okay. I'm doing it because I want to.\Amazing!\I've never experienced such wonderful ear cleaning! response:	You're exaggerating. It's been a hobby of mine for a long time.
context: Hold still and don't move.\Madam! Madam!\My, what waxy ears you have!\Sorry for making you do this for me.\It's okay. I'm doing it because I want to.\Amazing!\I've never experienced such wonderful ear cleaning!\You're exaggerating. It's been a hobby of mine for a long time. response:	Speaking of which, do you know what they say?
context: Madam! Madam!\My, what waxy ears you have!\Sorry for making you do this for me.\It's okay. I'm doing it because I want to.\Amazing!\I've never experienced such wonderful ear cleaning!\You're exaggerating. It's been a hobby of mine for a long time.\Speaking of which, do you know what they say? response:	People with waxy ears have strong body odor.
context: My, what waxy ears you have!\Sorry for making you do this for me.\It's okay. I'm doing it because I want to.\Amazing!\I've never experienced such wonderful ear cleaning!\You're exaggerating. It's been a hobby of mine for a long time.\Speaking of which, do you know what they say?\People with waxy ears have strong body odor. response:	Isn't that an old wives' tale?
context: Sorry for making you do this for me.\It's okay. I'm doing it because I want to.\Amazing!\I've never experienced such wonderful ear cleaning!\You're exaggerating. It's been a hobby of mine for a long time.\Speaking of which, do you know what they say?\People with waxy ears have strong body odor.\Isn't that an old wives' tale? response:	Is that so? How about yourself, Mr. Detective?
context: It's okay. I'm doing it because I want to.\Amazing!\I've never experienced such wonderful ear cleaning!\You're exaggerating. It's been a hobby of mine for a long time.\Speaking of which, do you know what they say?\People with waxy ears have strong body odor.\Isn't that an old wives' tale?\Is that so? How about yourself, Mr. Detective? response:	Hey, wait...
context: Amazing!\I've never experienced such wonderful ear cleaning!\You're exaggerating. It's been a hobby of mine for a long time.\Speaking of which, do you know what they say?\People with waxy ears have strong body odor.\Isn't that an old wives' tale?\Is that so? How about yourself, Mr. Detective?\Hey, wait... response:	G-Give me a break...
context: I've never experienced such wonderful ear cleaning!\You're exaggerating. It's been a hobby of mine for a long time.\Speaking of which, do you know what they say?\People with waxy ears have strong body odor.\Isn't that an old wives' tale?\Is that so? How about yourself, Mr. Detective?\Hey, wait...\G-Give me a break... response:	As I thought! I have waxy ears, too.
context: You're exaggerating. It's been a hobby of mine for a long time.\Speaking of which, do you know what they say?\People with waxy ears have strong body odor.\Isn't that an old wives' tale?\Is that so? How about yourself, Mr. Detective?\Hey, wait...\G-Give me a break...\As I thought! I have waxy ears, too. response:	Yuzuki wasn't pleased with that,
context: Speaking of which, do you know what they say?\People with waxy ears have strong body odor.\Isn't that an old wives' tale?\Is that so? How about yourself, Mr. Detective?\Hey, wait...\G-Give me a break...\As I thought! I have waxy ears, too.\Yuzuki wasn't pleased with that, response:	which is why I started wearing stronger perfume.
context: People with waxy ears have strong body odor.\Isn't that an old wives' tale?\Is that so? How about yourself, Mr. Detective?\Hey, wait...\G-Give me a break...\As I thought! I have waxy ears, too.\Yuzuki wasn't pleased with that,\which is why I started wearing stronger perfume. response:	Does that bother you?
context: Isn't that an old wives' tale?\Is that so? How about yourself, Mr. Detective?\Hey, wait...\G-Give me a break...\As I thought! I have waxy ears, too.\Yuzuki wasn't pleased with that,\which is why I started wearing stronger perfume.\Does that bother you? response:	No, of course not.
context: Is that so? How about yourself, Mr. Detective?\Hey, wait...\G-Give me a break...\As I thought! I have waxy ears, too.\Yuzuki wasn't pleased with that,\which is why I started wearing stronger perfume.\Does that bother you?\No, of course not. response:	But this scent...
context: Hey, wait...\G-Give me a break...\As I thought! I have waxy ears, too.\Yuzuki wasn't pleased with that,\which is why I started wearing stronger perfume.\Does that bother you?\No, of course not.\But this scent... response:	is like a gardenia, isn't it?
context: G-Give me a break...\As I thought! I have waxy ears, too.\Yuzuki wasn't pleased with that,\which is why I started wearing stronger perfume.\Does that bother you?\No, of course not.\But this scent...\is like a gardenia, isn't it? response:	Yuzuki told me it fit the present season.
context: As I thought! I have waxy ears, too.\Yuzuki wasn't pleased with that,\which is why I started wearing stronger perfume.\Does that bother you?\No, of course not.\But this scent...\is like a gardenia, isn't it?\Yuzuki told me it fit the present season. response:	To be honest, I never liked strong perfume.
context: Yuzuki wasn't pleased with that,\which is why I started wearing stronger perfume.\Does that bother you?\No, of course not.\But this scent...\is like a gardenia, isn't it?\Yuzuki told me it fit the present season.\To be honest, I never liked strong perfume. response:	I guess I was completely persuaded by Yuzuki.
context: which is why I started wearing stronger perfume.\Does that bother you?\No, of course not.\But this scent...\is like a gardenia, isn't it?\Yuzuki told me it fit the present season.\To be honest, I never liked strong perfume.\I guess I was completely persuaded by Yuzuki. response:	Oh, sorry about earlier.
context: Does that bother you?\No, of course not.\But this scent...\is like a gardenia, isn't it?\Yuzuki told me it fit the present season.\To be honest, I never liked strong perfume.\I guess I was completely persuaded by Yuzuki.\Oh, sorry about earlier. response:	I heard you work part-time at the mansion.
context: No, of course not.\But this scent...\is like a gardenia, isn't it?\Yuzuki told me it fit the present season.\To be honest, I never liked strong perfume.\I guess I was completely persuaded by Yuzuki.\Oh, sorry about earlier.\I heard you work part-time at the mansion. response:	This is my business card.
context: But this scent...\is like a gardenia, isn't it?\Yuzuki told me it fit the present season.\To be honest, I never liked strong perfume.\I guess I was completely persuaded by Yuzuki.\Oh, sorry about earlier.\I heard you work part-time at the mansion.\This is my business card. response:	I saw you earlier at a ramen shop in the neighborhood.
context: is like a gardenia, isn't it?\Yuzuki told me it fit the present season.\To be honest, I never liked strong perfume.\I guess I was completely persuaded by Yuzuki.\Oh, sorry about earlier.\I heard you work part-time at the mansion.\This is my business card.\I saw you earlier at a ramen shop in the neighborhood. response:	That's why I asked about you.
context: Yuzuki told me it fit the present season.\To be honest, I never liked strong perfume.\I guess I was completely persuaded by Yuzuki.\Oh, sorry about earlier.\I heard you work part-time at the mansion.\This is my business card.\I saw you earlier at a ramen shop in the neighborhood.\That's why I asked about you. response:	Sorry about that.
context: To be honest, I never liked strong perfume.\I guess I was completely persuaded by Yuzuki.\Oh, sorry about earlier.\I heard you work part-time at the mansion.\This is my business card.\I saw you earlier at a ramen shop in the neighborhood.\That's why I asked about you.\Sorry about that. response:	A coincidence?
context: I guess I was completely persuaded by Yuzuki.\Oh, sorry about earlier.\I heard you work part-time at the mansion.\This is my business card.\I saw you earlier at a ramen shop in the neighborhood.\That's why I asked about you.\Sorry about that.\A coincidence? response:	No, I don't think so.
context: Oh, sorry about earlier.\I heard you work part-time at the mansion.\This is my business card.\I saw you earlier at a ramen shop in the neighborhood.\That's why I asked about you.\Sorry about that.\A coincidence?\No, I don't think so. response:	A man working part-time as if he was waiting for an opportunity like this.
context: I heard you work part-time at the mansion.\This is my business card.\I saw you earlier at a ramen shop in the neighborhood.\That's why I asked about you.\Sorry about that.\A coincidence?\No, I don't think so.\A man working part-time as if he was waiting for an opportunity like this. response:	A beautiful widow.
context: This is my business card.\I saw you earlier at a ramen shop in the neighborhood.\That's why I asked about you.\Sorry about that.\A coincidence?\No, I don't think so.\A man working part-time as if he was waiting for an opportunity like this.\A beautiful widow. response:	A suspicious maid.
context: I saw you earlier at a ramen shop in the neighborhood.\That's why I asked about you.\Sorry about that.\A coincidence?\No, I don't think so.\A man working part-time as if he was waiting for an opportunity like this.\A beautiful widow.\A suspicious maid. response:	There's definitely something going on in that mansion.
context: That's why I asked about you.\Sorry about that.\A coincidence?\No, I don't think so.\A man working part-time as if he was waiting for an opportunity like this.\A beautiful widow.\A suspicious maid.\There's definitely something going on in that mansion. response:	Are you getting on?
context: Sorry about that.\A coincidence?\No, I don't think so.\A man working part-time as if he was waiting for an opportunity like this.\A beautiful widow.\A suspicious maid.\There's definitely something going on in that mansion.\Are you getting on? response:	Huh?
context: A coincidence?\No, I don't think so.\A man working part-time as if he was waiting for an opportunity like this.\A beautiful widow.\A suspicious maid.\There's definitely something going on in that mansion.\Are you getting on?\Huh? response:	Are you going to get on?
context: No, I don't think so.\A man working part-time as if he was waiting for an opportunity like this.\A beautiful widow.\A suspicious maid.\There's definitely something going on in that mansion.\Are you getting on?\Huh?\Are you going to get on? response:	Yes, I am.
