context: Tsukuba-kun, please win for me. response:	Kana-chan?!
context: Don't you find it creepy how she never shows any emotion?!\But if I play, we can win for sure.\Also, I wasn't the one who took Manata-senpai out of the lineup.\I know that, you iron mask!\I know that...\The scariest person in Fujisaki is...\We will be fine this year.\The problem is the year after next. response:	The third-years we have now are so good
context: But if I play, we can win for sure.\Also, I wasn't the one who took Manata-senpai out of the lineup.\I know that, you iron mask!\I know that...\The scariest person in Fujisaki is...\We will be fine this year.\The problem is the year after next.\The third-years we have now are so good response:	that our team is no longer balanced.
context: Also, I wasn't the one who took Manata-senpai out of the lineup.\I know that, you iron mask!\I know that...\The scariest person in Fujisaki is...\We will be fine this year.\The problem is the year after next.\The third-years we have now are so good\that our team is no longer balanced. response:	There are only a few first-years who show any promise.
context: I know that, you iron mask!\I know that...\The scariest person in Fujisaki is...\We will be fine this year.\The problem is the year after next.\The third-years we have now are so good\that our team is no longer balanced.\There are only a few first-years who show any promise. response:	I suppose I could have taken out another third-year to let a first-year play.
context: I know that...\The scariest person in Fujisaki is...\We will be fine this year.\The problem is the year after next.\The third-years we have now are so good\that our team is no longer balanced.\There are only a few first-years who show any promise.\I suppose I could have taken out another third-year to let a first-year play. response:	Ms. Sakurazawa.
context: The scariest person in Fujisaki is...\We will be fine this year.\The problem is the year after next.\The third-years we have now are so good\that our team is no longer balanced.\There are only a few first-years who show any promise.\I suppose I could have taken out another third-year to let a first-year play.\Ms. Sakurazawa. response:	Mr. Mochida.
context: We will be fine this year.\The problem is the year after next.\The third-years we have now are so good\that our team is no longer balanced.\There are only a few first-years who show any promise.\I suppose I could have taken out another third-year to let a first-year play.\Ms. Sakurazawa.\Mr. Mochida. response:	Congratulations on advancing to the finals.
context: The problem is the year after next.\The third-years we have now are so good\that our team is no longer balanced.\There are only a few first-years who show any promise.\I suppose I could have taken out another third-year to let a first-year play.\Ms. Sakurazawa.\Mr. Mochida.\Congratulations on advancing to the finals. response:	I was very impressed.
context: The third-years we have now are so good\that our team is no longer balanced.\There are only a few first-years who show any promise.\I suppose I could have taken out another third-year to let a first-year play.\Ms. Sakurazawa.\Mr. Mochida.\Congratulations on advancing to the finals.\I was very impressed. response:	I just saw that you took out one of your third-years for the final.
context: that our team is no longer balanced.\There are only a few first-years who show any promise.\I suppose I could have taken out another third-year to let a first-year play.\Ms. Sakurazawa.\Mr. Mochida.\Congratulations on advancing to the finals.\I was very impressed.\I just saw that you took out one of your third-years for the final. response:	He was the player who defeated our Kameda very quickly.
context: There are only a few first-years who show any promise.\I suppose I could have taken out another third-year to let a first-year play.\Ms. Sakurazawa.\Mr. Mochida.\Congratulations on advancing to the finals.\I was very impressed.\I just saw that you took out one of your third-years for the final.\He was the player who defeated our Kameda very quickly. response:	Coach Sakurazawa is really something.
context: I suppose I could have taken out another third-year to let a first-year play.\Ms. Sakurazawa.\Mr. Mochida.\Congratulations on advancing to the finals.\I was very impressed.\I just saw that you took out one of your third-years for the final.\He was the player who defeated our Kameda very quickly.\Coach Sakurazawa is really something. response:	Most people would never take out a third-year for the final.
context: Ms. Sakurazawa.\Mr. Mochida.\Congratulations on advancing to the finals.\I was very impressed.\I just saw that you took out one of your third-years for the final.\He was the player who defeated our Kameda very quickly.\Coach Sakurazawa is really something.\Most people would never take out a third-year for the final. response:	I know, but you have to admire Manata-senpai.
context: Mr. Mochida.\Congratulations on advancing to the finals.\I was very impressed.\I just saw that you took out one of your third-years for the final.\He was the player who defeated our Kameda very quickly.\Coach Sakurazawa is really something.\Most people would never take out a third-year for the final.\I know, but you have to admire Manata-senpai. response:	He's not hiding the fact that he's upset.
context: Congratulations on advancing to the finals.\I was very impressed.\I just saw that you took out one of your third-years for the final.\He was the player who defeated our Kameda very quickly.\Coach Sakurazawa is really something.\Most people would never take out a third-year for the final.\I know, but you have to admire Manata-senpai.\He's not hiding the fact that he's upset. response:	Manata, your knees aren't bothering you that much, right?
context: I was very impressed.\I just saw that you took out one of your third-years for the final.\He was the player who defeated our Kameda very quickly.\Coach Sakurazawa is really something.\Most people would never take out a third-year for the final.\I know, but you have to admire Manata-senpai.\He's not hiding the fact that he's upset.\Manata, your knees aren't bothering you that much, right? response:	We can go appeal to Coach.
context: I just saw that you took out one of your third-years for the final.\He was the player who defeated our Kameda very quickly.\Coach Sakurazawa is really something.\Most people would never take out a third-year for the final.\I know, but you have to admire Manata-senpai.\He's not hiding the fact that he's upset.\Manata, your knees aren't bothering you that much, right?\We can go appeal to Coach. response:	Kanata...
context: He was the player who defeated our Kameda very quickly.\Coach Sakurazawa is really something.\Most people would never take out a third-year for the final.\I know, but you have to admire Manata-senpai.\He's not hiding the fact that he's upset.\Manata, your knees aren't bothering you that much, right?\We can go appeal to Coach.\Kanata... response:	Ma-Manata?!
context: Coach Sakurazawa is really something.\Most people would never take out a third-year for the final.\I know, but you have to admire Manata-senpai.\He's not hiding the fact that he's upset.\Manata, your knees aren't bothering you that much, right?\We can go appeal to Coach.\Kanata...\Ma-Manata?! response:	I-It's okay...
context: Most people would never take out a third-year for the final.\I know, but you have to admire Manata-senpai.\He's not hiding the fact that he's upset.\Manata, your knees aren't bothering you that much, right?\We can go appeal to Coach.\Kanata...\Ma-Manata?!\I-It's okay... response:	I was just remembering all the grueling practice we went through.
context: I know, but you have to admire Manata-senpai.\He's not hiding the fact that he's upset.\Manata, your knees aren't bothering you that much, right?\We can go appeal to Coach.\Kanata...\Ma-Manata?!\I-It's okay...\I was just remembering all the grueling practice we went through. response:	Yes, Suzuki Manata is an excellent player.
context: He's not hiding the fact that he's upset.\Manata, your knees aren't bothering you that much, right?\We can go appeal to Coach.\Kanata...\Ma-Manata?!\I-It's okay...\I was just remembering all the grueling practice we went through.\Yes, Suzuki Manata is an excellent player. response:	I expect him to perform well in the individual tournament tomorrow.
context: Manata, your knees aren't bothering you that much, right?\We can go appeal to Coach.\Kanata...\Ma-Manata?!\I-It's okay...\I was just remembering all the grueling practice we went through.\Yes, Suzuki Manata is an excellent player.\I expect him to perform well in the individual tournament tomorrow. response:	It's my fault that Hokuo lost.
context: We can go appeal to Coach.\Kanata...\Ma-Manata?!\I-It's okay...\I was just remembering all the grueling practice we went through.\Yes, Suzuki Manata is an excellent player.\I expect him to perform well in the individual tournament tomorrow.\It's my fault that Hokuo lost. response:	I'm not as strong as she is.
context: Kanata...\Ma-Manata?!\I-It's okay...\I was just remembering all the grueling practice we went through.\Yes, Suzuki Manata is an excellent player.\I expect him to perform well in the individual tournament tomorrow.\It's my fault that Hokuo lost.\I'm not as strong as she is. response:	I don't have her kind of strength and conviction,
context: Ma-Manata?!\I-It's okay...\I was just remembering all the grueling practice we went through.\Yes, Suzuki Manata is an excellent player.\I expect him to perform well in the individual tournament tomorrow.\It's my fault that Hokuo lost.\I'm not as strong as she is.\I don't have her kind of strength and conviction, response:	to utilize the hopes of the third-years to win the final.
context: I-It's okay...\I was just remembering all the grueling practice we went through.\Yes, Suzuki Manata is an excellent player.\I expect him to perform well in the individual tournament tomorrow.\It's my fault that Hokuo lost.\I'm not as strong as she is.\I don't have her kind of strength and conviction,\to utilize the hopes of the third-years to win the final. response:	Retro, pay attention!
context: I was just remembering all the grueling practice we went through.\Yes, Suzuki Manata is an excellent player.\I expect him to perform well in the individual tournament tomorrow.\It's my fault that Hokuo lost.\I'm not as strong as she is.\I don't have her kind of strength and conviction,\to utilize the hopes of the third-years to win the final.\Retro, pay attention! response:	Yes!
context: Yes, Suzuki Manata is an excellent player.\I expect him to perform well in the individual tournament tomorrow.\It's my fault that Hokuo lost.\I'm not as strong as she is.\I don't have her kind of strength and conviction,\to utilize the hopes of the third-years to win the final.\Retro, pay attention!\Yes! response:	Give it everything you got left.
context: I expect him to perform well in the individual tournament tomorrow.\It's my fault that Hokuo lost.\I'm not as strong as she is.\I don't have her kind of strength and conviction,\to utilize the hopes of the third-years to win the final.\Retro, pay attention!\Yes!\Give it everything you got left. response:	The senpais, who hated how our red T-shirts stand out
context: It's my fault that Hokuo lost.\I'm not as strong as she is.\I don't have her kind of strength and conviction,\to utilize the hopes of the third-years to win the final.\Retro, pay attention!\Yes!\Give it everything you got left.\The senpais, who hated how our red T-shirts stand out response:	and swore to never wear them again,
context: I'm not as strong as she is.\I don't have her kind of strength and conviction,\to utilize the hopes of the third-years to win the final.\Retro, pay attention!\Yes!\Give it everything you got left.\The senpais, who hated how our red T-shirts stand out\and swore to never wear them again, response:	are wearing them now as they watch us play.
context: I don't have her kind of strength and conviction,\to utilize the hopes of the third-years to win the final.\Retro, pay attention!\Yes!\Give it everything you got left.\The senpais, who hated how our red T-shirts stand out\and swore to never wear them again,\are wearing them now as they watch us play. response:	One of those isn't a senpai...
context: to utilize the hopes of the third-years to win the final.\Retro, pay attention!\Yes!\Give it everything you got left.\The senpais, who hated how our red T-shirts stand out\and swore to never wear them again,\are wearing them now as they watch us play.\One of those isn't a senpai... response:	Forget it! Don't mention that!
context: Retro, pay attention!\Yes!\Give it everything you got left.\The senpais, who hated how our red T-shirts stand out\and swore to never wear them again,\are wearing them now as they watch us play.\One of those isn't a senpai...\Forget it! Don't mention that! response:	Self- made replica
context: Yes!\Give it everything you got left.\The senpais, who hated how our red T-shirts stand out\and swore to never wear them again,\are wearing them now as they watch us play.\One of those isn't a senpai...\Forget it! Don't mention that!\Self- made replica response:	She's still here to support us.
context: Give it everything you got left.\The senpais, who hated how our red T-shirts stand out\and swore to never wear them again,\are wearing them now as they watch us play.\One of those isn't a senpai...\Forget it! Don't mention that!\Self- made replica\She's still here to support us. response:	We're not alone here!
context: The senpais, who hated how our red T-shirts stand out\and swore to never wear them again,\are wearing them now as they watch us play.\One of those isn't a senpai...\Forget it! Don't mention that!\Self- made replica\She's still here to support us.\We're not alone here! response:	May my sighs be blamed upon the moon,
context: and swore to never wear them again,\are wearing them now as they watch us play.\One of those isn't a senpai...\Forget it! Don't mention that!\Self- made replica\She's still here to support us.\We're not alone here!\May my sighs be blamed upon the moon, response:	or do my tears come from the feelings it invokes?
context: are wearing them now as they watch us play.\One of those isn't a senpai...\Forget it! Don't mention that!\Self- made replica\She's still here to support us.\We're not alone here!\May my sighs be blamed upon the moon,\or do my tears come from the feelings it invokes? response:	Oe-san?
context: One of those isn't a senpai...\Forget it! Don't mention that!\Self- made replica\She's still here to support us.\We're not alone here!\May my sighs be blamed upon the moon,\or do my tears come from the feelings it invokes?\Oe-san? response:	How did the Monk Saigyo feel when he looked up at the moon?!
context: Forget it! Don't mention that!\Self- made replica\She's still here to support us.\We're not alone here!\May my sighs be blamed upon the moon,\or do my tears come from the feelings it invokes?\Oe-san?\How did the Monk Saigyo feel when he looked up at the moon?! response:	I-I'm glad to see that you're doing okay.
context: Self- made replica\She's still here to support us.\We're not alone here!\May my sighs be blamed upon the moon,\or do my tears come from the feelings it invokes?\Oe-san?\How did the Monk Saigyo feel when he looked up at the moon?!\I-I'm glad to see that you're doing okay. response:	Listen up, everyone.
context: She's still here to support us.\We're not alone here!\May my sighs be blamed upon the moon,\or do my tears come from the feelings it invokes?\Oe-san?\How did the Monk Saigyo feel when he looked up at the moon?!\I-I'm glad to see that you're doing okay.\Listen up, everyone. response:	I'm confident that I can guess our opponent's lineup with 100 accuracy.
context: We're not alone here!\May my sighs be blamed upon the moon,\or do my tears come from the feelings it invokes?\Oe-san?\How did the Monk Saigyo feel when he looked up at the moon?!\I-I'm glad to see that you're doing okay.\Listen up, everyone.\I'm confident that I can guess our opponent's lineup with 100 accuracy. response:	What?!
context: May my sighs be blamed upon the moon,\or do my tears come from the feelings it invokes?\Oe-san?\How did the Monk Saigyo feel when he looked up at the moon?!\I-I'm glad to see that you're doing okay.\Listen up, everyone.\I'm confident that I can guess our opponent's lineup with 100 accuracy.\What?! response:	Fujisaki has multiple players who are highly skilled.
context: or do my tears come from the feelings it invokes?\Oe-san?\How did the Monk Saigyo feel when he looked up at the moon?!\I-I'm glad to see that you're doing okay.\Listen up, everyone.\I'm confident that I can guess our opponent's lineup with 100 accuracy.\What?!\Fujisaki has multiple players who are highly skilled. response:	Think of it as playing against five of Hokuo's Sudo-san.
context: Oe-san?\How did the Monk Saigyo feel when he looked up at the moon?!\I-I'm glad to see that you're doing okay.\Listen up, everyone.\I'm confident that I can guess our opponent's lineup with 100 accuracy.\What?!\Fujisaki has multiple players who are highly skilled.\Think of it as playing against five of Hokuo's Sudo-san. response:	What?!
context: How did the Monk Saigyo feel when he looked up at the moon?!\I-I'm glad to see that you're doing okay.\Listen up, everyone.\I'm confident that I can guess our opponent's lineup with 100 accuracy.\What?!\Fujisaki has multiple players who are highly skilled.\Think of it as playing against five of Hokuo's Sudo-san.\What?! response:	He said that like it's nothing!
context: I-I'm glad to see that you're doing okay.\Listen up, everyone.\I'm confident that I can guess our opponent's lineup with 100 accuracy.\What?!\Fujisaki has multiple players who are highly skilled.\Think of it as playing against five of Hokuo's Sudo-san.\What?!\He said that like it's nothing! response:	None of the players stand out for individual performance,
context: Listen up, everyone.\I'm confident that I can guess our opponent's lineup with 100 accuracy.\What?!\Fujisaki has multiple players who are highly skilled.\Think of it as playing against five of Hokuo's Sudo-san.\What?!\He said that like it's nothing!\None of the players stand out for individual performance, response:	1. Emuro Ryoga (Captain)
context: I'm confident that I can guess our opponent's lineup with 100 accuracy.\What?!\Fujisaki has multiple players who are highly skilled.\Think of it as playing against five of Hokuo's Sudo-san.\What?!\He said that like it's nothing!\None of the players stand out for individual performance,\1. Emuro Ryoga (Captain) response:	but they have a vague order that may be based on their personalities.
context: What?!\Fujisaki has multiple players who are highly skilled.\Think of it as playing against five of Hokuo's Sudo-san.\What?!\He said that like it's nothing!\None of the players stand out for individual performance,\1. Emuro Ryoga (Captain)\but they have a vague order that may be based on their personalities. response:	Why do you have a question mark here?
context: Fujisaki has multiple players who are highly skilled.\Think of it as playing against five of Hokuo's Sudo-san.\What?!\He said that like it's nothing!\None of the players stand out for individual performance,\1. Emuro Ryoga (Captain)\but they have a vague order that may be based on their personalities.\Why do you have a question mark here? response:	I'm not sure where to put him.
context: Think of it as playing against five of Hokuo's Sudo-san.\What?!\He said that like it's nothing!\None of the players stand out for individual performance,\1. Emuro Ryoga (Captain)\but they have a vague order that may be based on their personalities.\Why do you have a question mark here?\I'm not sure where to put him. response:	They'll be changing the lineup for the final, anyway.
context: What?!\He said that like it's nothing!\None of the players stand out for individual performance,\1. Emuro Ryoga (Captain)\but they have a vague order that may be based on their personalities.\Why do you have a question mark here?\I'm not sure where to put him.\They'll be changing the lineup for the final, anyway. response:	One of the twins will be dropped for a younger player.
context: He said that like it's nothing!\None of the players stand out for individual performance,\1. Emuro Ryoga (Captain)\but they have a vague order that may be based on their personalities.\Why do you have a question mark here?\I'm not sure where to put him.\They'll be changing the lineup for the final, anyway.\One of the twins will be dropped for a younger player. response:	Wait, a third-year Class A player's getting dropped?!
context: None of the players stand out for individual performance,\1. Emuro Ryoga (Captain)\but they have a vague order that may be based on their personalities.\Why do you have a question mark here?\I'm not sure where to put him.\They'll be changing the lineup for the final, anyway.\One of the twins will be dropped for a younger player.\Wait, a third-year Class A player's getting dropped?! response:	Yep, and he'll probably be replaced by a girl.
context: 1. Emuro Ryoga (Captain)\but they have a vague order that may be based on their personalities.\Why do you have a question mark here?\I'm not sure where to put him.\They'll be changing the lineup for the final, anyway.\One of the twins will be dropped for a younger player.\Wait, a third-year Class A player's getting dropped?!\Yep, and he'll probably be replaced by a girl. response:	How do you know that?!
context: but they have a vague order that may be based on their personalities.\Why do you have a question mark here?\I'm not sure where to put him.\They'll be changing the lineup for the final, anyway.\One of the twins will be dropped for a younger player.\Wait, a third-year Class A player's getting dropped?!\Yep, and he'll probably be replaced by a girl.\How do you know that?! response:	In Fujisaki, the girls are scarier than the guys.
context: Why do you have a question mark here?\I'm not sure where to put him.\They'll be changing the lineup for the final, anyway.\One of the twins will be dropped for a younger player.\Wait, a third-year Class A player's getting dropped?!\Yep, and he'll probably be replaced by a girl.\How do you know that?!\In Fujisaki, the girls are scarier than the guys. response:	I watched three of their matches.
context: I'm not sure where to put him.\They'll be changing the lineup for the final, anyway.\One of the twins will be dropped for a younger player.\Wait, a third-year Class A player's getting dropped?!\Yep, and he'll probably be replaced by a girl.\How do you know that?!\In Fujisaki, the girls are scarier than the guys.\I watched three of their matches. response:	Also...
context: They'll be changing the lineup for the final, anyway.\One of the twins will be dropped for a younger player.\Wait, a third-year Class A player's getting dropped?!\Yep, and he'll probably be replaced by a girl.\How do you know that?!\In Fujisaki, the girls are scarier than the guys.\I watched three of their matches.\Also... response:	He reminds me of Arata.
context: One of the twins will be dropped for a younger player.\Wait, a third-year Class A player's getting dropped?!\Yep, and he'll probably be replaced by a girl.\How do you know that?!\In Fujisaki, the girls are scarier than the guys.\I watched three of their matches.\Also...\He reminds me of Arata. response:	He's about the same build and wearing glasses.
context: Wait, a third-year Class A player's getting dropped?!\Yep, and he'll probably be replaced by a girl.\How do you know that?!\In Fujisaki, the girls are scarier than the guys.\I watched three of their matches.\Also...\He reminds me of Arata.\He's about the same build and wearing glasses. response:	Huh?
context: Yep, and he'll probably be replaced by a girl.\How do you know that?!\In Fujisaki, the girls are scarier than the guys.\I watched three of their matches.\Also...\He reminds me of Arata.\He's about the same build and wearing glasses.\Huh? response:	I'd forgotten Arata until now.
context: How do you know that?!\In Fujisaki, the girls are scarier than the guys.\I watched three of their matches.\Also...\He reminds me of Arata.\He's about the same build and wearing glasses.\Huh?\I'd forgotten Arata until now. response:	He kept popping up before...
context: In Fujisaki, the girls are scarier than the guys.\I watched three of their matches.\Also...\He reminds me of Arata.\He's about the same build and wearing glasses.\Huh?\I'd forgotten Arata until now.\He kept popping up before... response:	Was it because I was concentrating
context: I watched three of their matches.\Also...\He reminds me of Arata.\He's about the same build and wearing glasses.\Huh?\I'd forgotten Arata until now.\He kept popping up before...\Was it because I was concentrating response:	on the team match?
context: Also...\He reminds me of Arata.\He's about the same build and wearing glasses.\Huh?\I'd forgotten Arata until now.\He kept popping up before...\Was it because I was concentrating\on the team match? response:	Time's up.
context: He reminds me of Arata.\He's about the same build and wearing glasses.\Huh?\I'd forgotten Arata until now.\He kept popping up before...\Was it because I was concentrating\on the team match?\Time's up. response:	Will the players please enter the room?
context: He's about the same build and wearing glasses.\Huh?\I'd forgotten Arata until now.\He kept popping up before...\Was it because I was concentrating\on the team match?\Time's up.\Will the players please enter the room? response:	Nationals edition
context: Huh?\I'd forgotten Arata until now.\He kept popping up before...\Was it because I was concentrating\on the team match?\Time's up.\Will the players please enter the room?\Nationals edition response:	I've done all I can.
context: I'd forgotten Arata until now.\He kept popping up before...\Was it because I was concentrating\on the team match?\Time's up.\Will the players please enter the room?\Nationals edition\I've done all I can. response:	I doubt I'll be able to win my game.
context: He kept popping up before...\Was it because I was concentrating\on the team match?\Time's up.\Will the players please enter the room?\Nationals edition\I've done all I can.\I doubt I'll be able to win my game. response:	But...
context: Was it because I was concentrating\on the team match?\Time's up.\Will the players please enter the room?\Nationals edition\I've done all I can.\I doubt I'll be able to win my game.\But... response:	But...
context: on the team match?\Time's up.\Will the players please enter the room?\Nationals edition\I've done all I can.\I doubt I'll be able to win my game.\But...\But... response:	Nakayama! We'll barely make the train if we watch this match!
context: Time's up.\Will the players please enter the room?\Nationals edition\I've done all I can.\I doubt I'll be able to win my game.\But...\But...\Nakayama! We'll barely make the train if we watch this match! response:	Can we make it? Can we make it?
context: Will the players please enter the room?\Nationals edition\I've done all I can.\I doubt I'll be able to win my game.\But...\But...\Nakayama! We'll barely make the train if we watch this match!\Can we make it? Can we make it? response:	Did you really want to play that badly?
context: Nationals edition\I've done all I can.\I doubt I'll be able to win my game.\But...\But...\Nakayama! We'll barely make the train if we watch this match!\Can we make it? Can we make it?\Did you really want to play that badly? response:	Of course I did!
context: I've done all I can.\I doubt I'll be able to win my game.\But...\But...\Nakayama! We'll barely make the train if we watch this match!\Can we make it? Can we make it?\Did you really want to play that badly?\Of course I did! response:	If I'd known about this, I would have insisted on playing!
context: I doubt I'll be able to win my game.\But...\But...\Nakayama! We'll barely make the train if we watch this match!\Can we make it? Can we make it?\Did you really want to play that badly?\Of course I did!\If I'd known about this, I would have insisted on playing! response:	Huh?
context: But...\But...\Nakayama! We'll barely make the train if we watch this match!\Can we make it? Can we make it?\Did you really want to play that badly?\Of course I did!\If I'd known about this, I would have insisted on playing!\Huh? response:	I'm so glad that she agreed to come.
context: But...\Nakayama! We'll barely make the train if we watch this match!\Can we make it? Can we make it?\Did you really want to play that badly?\Of course I did!\If I'd known about this, I would have insisted on playing!\Huh?\I'm so glad that she agreed to come. response:	This is a wonderful present for the high school students.
context: Nakayama! We'll barely make the train if we watch this match!\Can we make it? Can we make it?\Did you really want to play that badly?\Of course I did!\If I'd known about this, I would have insisted on playing!\Huh?\I'm so glad that she agreed to come.\This is a wonderful present for the high school students. response:	The certified reader, Yamashiro Kyoko, grade 7.
context: Can we make it? Can we make it?\Did you really want to play that badly?\Of course I did!\If I'd known about this, I would have insisted on playing!\Huh?\I'm so glad that she agreed to come.\This is a wonderful present for the high school students.\The certified reader, Yamashiro Kyoko, grade 7. response:	We're so lucky to have her read for a high school match!
context: Did you really want to play that badly?\Of course I did!\If I'd known about this, I would have insisted on playing!\Huh?\I'm so glad that she agreed to come.\This is a wonderful present for the high school students.\The certified reader, Yamashiro Kyoko, grade 7.\We're so lucky to have her read for a high school match! response:	She's one of the best readers out there!
context: Of course I did!\If I'd known about this, I would have insisted on playing!\Huh?\I'm so glad that she agreed to come.\This is a wonderful present for the high school students.\The certified reader, Yamashiro Kyoko, grade 7.\We're so lucky to have her read for a high school match!\She's one of the best readers out there! response:	The world of karuta is too deep for me to understand.
context: If I'd known about this, I would have insisted on playing!\Huh?\I'm so glad that she agreed to come.\This is a wonderful present for the high school students.\The certified reader, Yamashiro Kyoko, grade 7.\We're so lucky to have her read for a high school match!\She's one of the best readers out there!\The world of karuta is too deep for me to understand. response:	This really is the final...
context: Huh?\I'm so glad that she agreed to come.\This is a wonderful present for the high school students.\The certified reader, Yamashiro Kyoko, grade 7.\We're so lucky to have her read for a high school match!\She's one of the best readers out there!\The world of karuta is too deep for me to understand.\This really is the final... response:	In Omi Jingu, on the ultimate stage, with the ultimate reader.
context: I'm so glad that she agreed to come.\This is a wonderful present for the high school students.\The certified reader, Yamashiro Kyoko, grade 7.\We're so lucky to have her read for a high school match!\She's one of the best readers out there!\The world of karuta is too deep for me to understand.\This really is the final...\In Omi Jingu, on the ultimate stage, with the ultimate reader. response:	I wanted to play!
context: This is a wonderful present for the high school students.\The certified reader, Yamashiro Kyoko, grade 7.\We're so lucky to have her read for a high school match!\She's one of the best readers out there!\The world of karuta is too deep for me to understand.\This really is the final...\In Omi Jingu, on the ultimate stage, with the ultimate reader.\I wanted to play! response:	I'm actually a greedy person.
context: The certified reader, Yamashiro Kyoko, grade 7.\We're so lucky to have her read for a high school match!\She's one of the best readers out there!\The world of karuta is too deep for me to understand.\This really is the final...\In Omi Jingu, on the ultimate stage, with the ultimate reader.\I wanted to play!\I'm actually a greedy person. response:	Huh? We know.
context: We're so lucky to have her read for a high school match!\She's one of the best readers out there!\The world of karuta is too deep for me to understand.\This really is the final...\In Omi Jingu, on the ultimate stage, with the ultimate reader.\I wanted to play!\I'm actually a greedy person.\Huh? We know. response:	Compared to becoming Queen, becoming the strongest woman in Japan,
context: She's one of the best readers out there!\The world of karuta is too deep for me to understand.\This really is the final...\In Omi Jingu, on the ultimate stage, with the ultimate reader.\I wanted to play!\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan, response:	it's much harder for us to become best in Japan together!
context: The world of karuta is too deep for me to understand.\This really is the final...\In Omi Jingu, on the ultimate stage, with the ultimate reader.\I wanted to play!\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together! response:	Let's do this!
context: This really is the final...\In Omi Jingu, on the ultimate stage, with the ultimate reader.\I wanted to play!\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this! response:	Mi!
context: In Omi Jingu, on the ultimate stage, with the ultimate reader.\I wanted to play!\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi! response:	Zu!
context: I wanted to play!\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu! response:	Fight!
context: I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight! response:	I will now read the order for the final match.
context: Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight!\I will now read the order for the final match. response:	Fujisaki High School, Yamashiro Rion.
context: Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight!\I will now read the order for the final match.\Fujisaki High School, Yamashiro Rion. response:	What? Yamashiro?
context: it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight!\I will now read the order for the final match.\Fujisaki High School, Yamashiro Rion.\What? Yamashiro? response:	Mizusawa High School, Ayase Chihaya.
context: Let's do this!\Mi!\Zu!\Fight!\I will now read the order for the final match.\Fujisaki High School, Yamashiro Rion.\What? Yamashiro?\Mizusawa High School, Ayase Chihaya. response:	They took out a third-year Class A player.
context: Mi!\Zu!\Fight!\I will now read the order for the final match.\Fujisaki High School, Yamashiro Rion.\What? Yamashiro?\Mizusawa High School, Ayase Chihaya.\They took out a third-year Class A player. response:	The first game is between two second-year girls.
context: Zu!\Fight!\I will now read the order for the final match.\Fujisaki High School, Yamashiro Rion.\What? Yamashiro?\Mizusawa High School, Ayase Chihaya.\They took out a third-year Class A player.\The first game is between two second-year girls. response:	Wait, isn't that certified reader Yamashiro's granddaughter?
context: Fight!\I will now read the order for the final match.\Fujisaki High School, Yamashiro Rion.\What? Yamashiro?\Mizusawa High School, Ayase Chihaya.\They took out a third-year Class A player.\The first game is between two second-year girls.\Wait, isn't that certified reader Yamashiro's granddaughter? response:	She's a student at Fujisaki?
context: I will now read the order for the final match.\Fujisaki High School, Yamashiro Rion.\What? Yamashiro?\Mizusawa High School, Ayase Chihaya.\They took out a third-year Class A player.\The first game is between two second-year girls.\Wait, isn't that certified reader Yamashiro's granddaughter?\She's a student at Fujisaki? response:	Is that why she agreed to come?
context: Fujisaki High School, Yamashiro Rion.\What? Yamashiro?\Mizusawa High School, Ayase Chihaya.\They took out a third-year Class A player.\The first game is between two second-year girls.\Wait, isn't that certified reader Yamashiro's granddaughter?\She's a student at Fujisaki?\Is that why she agreed to come? response:	You'll have a lot to answer for if you lose in the number one seat.
context: What? Yamashiro?\Mizusawa High School, Ayase Chihaya.\They took out a third-year Class A player.\The first game is between two second-year girls.\Wait, isn't that certified reader Yamashiro's granddaughter?\She's a student at Fujisaki?\Is that why she agreed to come?\You'll have a lot to answer for if you lose in the number one seat. response:	I don't know which girl they'll put in,
context: Mizusawa High School, Ayase Chihaya.\They took out a third-year Class A player.\The first game is between two second-year girls.\Wait, isn't that certified reader Yamashiro's granddaughter?\She's a student at Fujisaki?\Is that why she agreed to come?\You'll have a lot to answer for if you lose in the number one seat.\I don't know which girl they'll put in, response:	but your goal is to become the strongest girl in Japan, right?
