context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: White Blood Cell, what's going on?\Increased vascular flow.\At a glance,\it just seems like part of the thermoregulation system!\Abnormal increased vascular flow!\Abortive attempt to cool the epidermis with sweat!\And a soaring temperature!\This must be... response:	No way!
context: Increased vascular flow.\At a glance,\it just seems like part of the thermoregulation system!\Abnormal increased vascular flow!\Abortive attempt to cool the epidermis with sweat!\And a soaring temperature!\This must be...\No way! response:	What?
context: At a glance,\it just seems like part of the thermoregulation system!\Abnormal increased vascular flow!\Abortive attempt to cool the epidermis with sweat!\And a soaring temperature!\This must be...\No way!\What? response:	No way, there's light!
context: it just seems like part of the thermoregulation system!\Abnormal increased vascular flow!\Abortive attempt to cool the epidermis with sweat!\And a soaring temperature!\This must be...\No way!\What?\No way, there's light! response:	VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.
context: Abnormal increased vascular flow!\Abortive attempt to cool the epidermis with sweat!\And a soaring temperature!\This must be...\No way!\What?\No way, there's light!\VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised. response:	Vertigo.
context: Abortive attempt to cool the epidermis with sweat!\And a soaring temperature!\This must be...\No way!\What?\No way, there's light!\VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.\Vertigo. response:	You feel dizzy, or your surroundings start to look fuzzy.
context: And a soaring temperature!\This must be...\No way!\What?\No way, there's light!\VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.\Vertigo.\You feel dizzy, or your surroundings start to look fuzzy. response:	Such symptoms appear when your sense of equilibrium has been compromised.
context: This must be...\No way!\What?\No way, there's light!\VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.\Vertigo.\You feel dizzy, or your surroundings start to look fuzzy.\Such symptoms appear when your sense of equilibrium has been compromised. response:	Wh-What the... It's totally dark in here!
context: No way!\What?\No way, there's light!\VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.\Vertigo.\You feel dizzy, or your surroundings start to look fuzzy.\Such symptoms appear when your sense of equilibrium has been compromised.\Wh-What the... It's totally dark in here! response:	The world's ending!
context: What?\No way, there's light!\VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.\Vertigo.\You feel dizzy, or your surroundings start to look fuzzy.\Such symptoms appear when your sense of equilibrium has been compromised.\Wh-What the... It's totally dark in here!\The world's ending! response:	What is this? What's going on?
context: No way, there's light!\VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.\Vertigo.\You feel dizzy, or your surroundings start to look fuzzy.\Such symptoms appear when your sense of equilibrium has been compromised.\Wh-What the... It's totally dark in here!\The world's ending!\What is this? What's going on? response:	The ground is tilting!
context: VERTIGO: You feel dizzy, or your surroundings start to look fuzzy. Such symptoms appear when your sense of equilibrium has been compromised.\Vertigo.\You feel dizzy, or your surroundings start to look fuzzy.\Such symptoms appear when your sense of equilibrium has been compromised.\Wh-What the... It's totally dark in here!\The world's ending!\What is this? What's going on?\The ground is tilting! response:	Not good! Hang onto something!
context: Vertigo.\You feel dizzy, or your surroundings start to look fuzzy.\Such symptoms appear when your sense of equilibrium has been compromised.\Wh-What the... It's totally dark in here!\The world's ending!\What is this? What's going on?\The ground is tilting!\Not good! Hang onto something! response:	DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.
context: You feel dizzy, or your surroundings start to look fuzzy.\Such symptoms appear when your sense of equilibrium has been compromised.\Wh-What the... It's totally dark in here!\The world's ending!\What is this? What's going on?\The ground is tilting!\Not good! Hang onto something!\DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious. response:	Dizziness.
context: Such symptoms appear when your sense of equilibrium has been compromised.\Wh-What the... It's totally dark in here!\The world's ending!\What is this? What's going on?\The ground is tilting!\Not good! Hang onto something!\DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.\Dizziness. response:	The blood drains from your head,
context: Wh-What the... It's totally dark in here!\The world's ending!\What is this? What's going on?\The ground is tilting!\Not good! Hang onto something!\DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.\Dizziness.\The blood drains from your head, response:	and everything looks dark, or else white.
context: The world's ending!\What is this? What's going on?\The ground is tilting!\Not good! Hang onto something!\DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.\Dizziness.\The blood drains from your head,\and everything looks dark, or else white. response:	You also experience vertigo.
context: What is this? What's going on?\The ground is tilting!\Not good! Hang onto something!\DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.\Dizziness.\The blood drains from your head,\and everything looks dark, or else white.\You also experience vertigo. response:	You do remain conscious.
context: The ground is tilting!\Not good! Hang onto something!\DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.\Dizziness.\The blood drains from your head,\and everything looks dark, or else white.\You also experience vertigo.\You do remain conscious. response:	FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.
context: Not good! Hang onto something!\DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.\Dizziness.\The blood drains from your head,\and everything looks dark, or else white.\You also experience vertigo.\You do remain conscious.\FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes. response:	Fainting.
context: DIZZINESS: The blood drains from your head, and everything looks dark, or else white. You also experience vertigo. You do remain conscious.\Dizziness.\The blood drains from your head,\and everything looks dark, or else white.\You also experience vertigo.\You do remain conscious.\FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.\Fainting. response:	When the blood replenish to your brain either temporarily decreases, or is interrupted.
context: Dizziness.\The blood drains from your head,\and everything looks dark, or else white.\You also experience vertigo.\You do remain conscious.\FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.\Fainting.\When the blood replenish to your brain either temporarily decreases, or is interrupted. response:	This also involves losing consciousness for anywhere from several seconds to several minutes.
context: The blood drains from your head,\and everything looks dark, or else white.\You also experience vertigo.\You do remain conscious.\FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.\Fainting.\When the blood replenish to your brain either temporarily decreases, or is interrupted.\This also involves losing consciousness for anywhere from several seconds to several minutes. response:	B-Bad news!
context: and everything looks dark, or else white.\You also experience vertigo.\You do remain conscious.\FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.\Fainting.\When the blood replenish to your brain either temporarily decreases, or is interrupted.\This also involves losing consciousness for anywhere from several seconds to several minutes.\B-Bad news! response:	It's heat stroke!
context: You also experience vertigo.\You do remain conscious.\FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.\Fainting.\When the blood replenish to your brain either temporarily decreases, or is interrupted.\This also involves losing consciousness for anywhere from several seconds to several minutes.\B-Bad news!\It's heat stroke! response:	Heat stroke.
context: You do remain conscious.\FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.\Fainting.\When the blood replenish to your brain either temporarily decreases, or is interrupted.\This also involves losing consciousness for anywhere from several seconds to several minutes.\B-Bad news!\It's heat stroke!\Heat stroke. response:	HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.
context: FAINTING: When the blood replenish to your brain either temporarily decreases, or is interrupted. This also involves losing consciousness for anywhere from several seconds to several minutes.\Fainting.\When the blood replenish to your brain either temporarily decreases, or is interrupted.\This also involves losing consciousness for anywhere from several seconds to several minutes.\B-Bad news!\It's heat stroke!\Heat stroke.\HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt. response:	The generic term for ill health
context: Fainting.\When the blood replenish to your brain either temporarily decreases, or is interrupted.\This also involves losing consciousness for anywhere from several seconds to several minutes.\B-Bad news!\It's heat stroke!\Heat stroke.\HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.\The generic term for ill health response:	caused when thermoregulation is disrupted,
context: When the blood replenish to your brain either temporarily decreases, or is interrupted.\This also involves losing consciousness for anywhere from several seconds to several minutes.\B-Bad news!\It's heat stroke!\Heat stroke.\HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.\The generic term for ill health\caused when thermoregulation is disrupted, response:	or by an imbalance of fluids and salt.
context: This also involves losing consciousness for anywhere from several seconds to several minutes.\B-Bad news!\It's heat stroke!\Heat stroke.\HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.\The generic term for ill health\caused when thermoregulation is disrupted,\or by an imbalance of fluids and salt. response:	There are three degrees of severity from 1 to 3.
context: B-Bad news!\It's heat stroke!\Heat stroke.\HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.\The generic term for ill health\caused when thermoregulation is disrupted,\or by an imbalance of fluids and salt.\There are three degrees of severity from 1 to 3. response:	Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.
context: It's heat stroke!\Heat stroke.\HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.\The generic term for ill health\caused when thermoregulation is disrupted,\or by an imbalance of fluids and salt.\There are three degrees of severity from 1 to 3.\Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps. response:	Type 1 heat stroke is the initial symptom,
context: Heat stroke.\HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.\The generic term for ill health\caused when thermoregulation is disrupted,\or by an imbalance of fluids and salt.\There are three degrees of severity from 1 to 3.\Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.\Type 1 heat stroke is the initial symptom, response:	causing vertigo, dizziness, tingly lips and fainting.
context: HEAT STROKE: The generic term for ill health caused when thermoregulation is disrupted, or by an imbalance of fluids and salt.\The generic term for ill health\caused when thermoregulation is disrupted,\or by an imbalance of fluids and salt.\There are three degrees of severity from 1 to 3.\Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.\Type 1 heat stroke is the initial symptom,\causing vertigo, dizziness, tingly lips and fainting. response:	In the past, it was known as heat syncope or heat cramps.
context: The generic term for ill health\caused when thermoregulation is disrupted,\or by an imbalance of fluids and salt.\There are three degrees of severity from 1 to 3.\Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.\Type 1 heat stroke is the initial symptom,\causing vertigo, dizziness, tingly lips and fainting.\In the past, it was known as heat syncope or heat cramps. response:	The blood vessels of the skin expand due to heat and high temperature,
context: caused when thermoregulation is disrupted,\or by an imbalance of fluids and salt.\There are three degrees of severity from 1 to 3.\Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.\Type 1 heat stroke is the initial symptom,\causing vertigo, dizziness, tingly lips and fainting.\In the past, it was known as heat syncope or heat cramps.\The blood vessels of the skin expand due to heat and high temperature, response:	and when blood pressure drops,
context: or by an imbalance of fluids and salt.\There are three degrees of severity from 1 to 3.\Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.\Type 1 heat stroke is the initial symptom,\causing vertigo, dizziness, tingly lips and fainting.\In the past, it was known as heat syncope or heat cramps.\The blood vessels of the skin expand due to heat and high temperature,\and when blood pressure drops, response:	the flow of blood to the brain decreases, leading to heat cramps.
context: There are three degrees of severity from 1 to 3.\Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.\Type 1 heat stroke is the initial symptom,\causing vertigo, dizziness, tingly lips and fainting.\In the past, it was known as heat syncope or heat cramps.\The blood vessels of the skin expand due to heat and high temperature,\and when blood pressure drops,\the flow of blood to the brain decreases, leading to heat cramps. response:	Ouch, ouch...
context: Type 1 heat stroke is the initial symptom, causing vertigo, dizziness, tingly lips and fainting. In the past, it was known as heat syncope or heat cramps. The blood vessels of the skin expand due to heat and high temperature, and when blood pressure drops, the flow of blood to the brain decreases, leading to heat cramps.\Type 1 heat stroke is the initial symptom,\causing vertigo, dizziness, tingly lips and fainting.\In the past, it was known as heat syncope or heat cramps.\The blood vessels of the skin expand due to heat and high temperature,\and when blood pressure drops,\the flow of blood to the brain decreases, leading to heat cramps.\Ouch, ouch... response:	Ouch!
context: Type 1 heat stroke is the initial symptom,\causing vertigo, dizziness, tingly lips and fainting.\In the past, it was known as heat syncope or heat cramps.\The blood vessels of the skin expand due to heat and high temperature,\and when blood pressure drops,\the flow of blood to the brain decreases, leading to heat cramps.\Ouch, ouch...\Ouch! response:	Weak! Seriously weak!
context: causing vertigo, dizziness, tingly lips and fainting.\In the past, it was known as heat syncope or heat cramps.\The blood vessels of the skin expand due to heat and high temperature,\and when blood pressure drops,\the flow of blood to the brain decreases, leading to heat cramps.\Ouch, ouch...\Ouch!\Weak! Seriously weak! response:	To fall to pieces over a little fever like this...
context: In the past, it was known as heat syncope or heat cramps.\The blood vessels of the skin expand due to heat and high temperature,\and when blood pressure drops,\the flow of blood to the brain decreases, leading to heat cramps.\Ouch, ouch...\Ouch!\Weak! Seriously weak!\To fall to pieces over a little fever like this... response:	It's wasted on you guys!
context: The blood vessels of the skin expand due to heat and high temperature,\and when blood pressure drops,\the flow of blood to the brain decreases, leading to heat cramps.\Ouch, ouch...\Ouch!\Weak! Seriously weak!\To fall to pieces over a little fever like this...\It's wasted on you guys! response:	I'll gladly take this world off your hands!
context: and when blood pressure drops,\the flow of blood to the brain decreases, leading to heat cramps.\Ouch, ouch...\Ouch!\Weak! Seriously weak!\To fall to pieces over a little fever like this...\It's wasted on you guys!\I'll gladly take this world off your hands! response:	BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.
context: the flow of blood to the brain decreases, leading to heat cramps.\Ouch, ouch...\Ouch!\Weak! Seriously weak!\To fall to pieces over a little fever like this...\It's wasted on you guys!\I'll gladly take this world off your hands!\BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting. response:	Bacillus cereus.
context: Ouch, ouch...\Ouch!\Weak! Seriously weak!\To fall to pieces over a little fever like this...\It's wasted on you guys!\I'll gladly take this world off your hands!\BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\Bacillus cereus. response:	Widely distributed in natural environments such as dirt or water. A type of soil bacteria.
context: Ouch!\Weak! Seriously weak!\To fall to pieces over a little fever like this...\It's wasted on you guys!\I'll gladly take this world off your hands!\BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\Bacillus cereus.\Widely distributed in natural environments such as dirt or water. A type of soil bacteria. response:	Known to trigger two types of food poisoning, involving either diarrhea or vomiting.
context: Weak! Seriously weak!\To fall to pieces over a little fever like this...\It's wasted on you guys!\I'll gladly take this world off your hands!\BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\Bacillus cereus.\Widely distributed in natural environments such as dirt or water. A type of soil bacteria.\Known to trigger two types of food poisoning, involving either diarrhea or vomiting. response:	It's an antigen!
context: To fall to pieces over a little fever like this...\It's wasted on you guys!\I'll gladly take this world off your hands!\BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\Bacillus cereus.\Widely distributed in natural environments such as dirt or water. A type of soil bacteria.\Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\It's an antigen! response:	Are you White Blood Cell?
context: It's wasted on you guys!\I'll gladly take this world off your hands!\BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\Bacillus cereus.\Widely distributed in natural environments such as dirt or water. A type of soil bacteria.\Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\It's an antigen!\Are you White Blood Cell? response:	Yeah, that's right.
context: I'll gladly take this world off your hands!\BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\Bacillus cereus.\Widely distributed in natural environments such as dirt or water. A type of soil bacteria.\Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\It's an antigen!\Are you White Blood Cell?\Yeah, that's right. response:	I wouldn't try to loot this place if I were you!
context: BACILLUS CEREUS: Widely distributed in natural environments such as dirt or water. A type of soil bacteria. Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\Bacillus cereus.\Widely distributed in natural environments such as dirt or water. A type of soil bacteria.\Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\It's an antigen!\Are you White Blood Cell?\Yeah, that's right.\I wouldn't try to loot this place if I were you! response:	Upon my honor as a bacillus cereus,
context: Bacillus cereus.\Widely distributed in natural environments such as dirt or water. A type of soil bacteria.\Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\It's an antigen!\Are you White Blood Cell?\Yeah, that's right.\I wouldn't try to loot this place if I were you!\Upon my honor as a bacillus cereus, response:	I swear I'm going to seize this world from you!
context: Widely distributed in natural environments such as dirt or water. A type of soil bacteria.\Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\It's an antigen!\Are you White Blood Cell?\Yeah, that's right.\I wouldn't try to loot this place if I were you!\Upon my honor as a bacillus cereus,\I swear I'm going to seize this world from you! response:	Now then! Let's fight!
context: Known to trigger two types of food poisoning, involving either diarrhea or vomiting.\It's an antigen!\Are you White Blood Cell?\Yeah, that's right.\I wouldn't try to loot this place if I were you!\Upon my honor as a bacillus cereus,\I swear I'm going to seize this world from you!\Now then! Let's fight! response:	Red Blood Cell!
context: It's an antigen!\Are you White Blood Cell?\Yeah, that's right.\I wouldn't try to loot this place if I were you!\Upon my honor as a bacillus cereus,\I swear I'm going to seize this world from you!\Now then! Let's fight!\Red Blood Cell! response:	Look after the Platelets!
context: Are you White Blood Cell?\Yeah, that's right.\I wouldn't try to loot this place if I were you!\Upon my honor as a bacillus cereus,\I swear I'm going to seize this world from you!\Now then! Let's fight!\Red Blood Cell!\Look after the Platelets! response:	O-Okay!
context: Yeah, that's right.\I wouldn't try to loot this place if I were you!\Upon my honor as a bacillus cereus,\I swear I'm going to seize this world from you!\Now then! Let's fight!\Red Blood Cell!\Look after the Platelets!\O-Okay! response:	Just kidding!
context: I wouldn't try to loot this place if I were you!\Upon my honor as a bacillus cereus,\I swear I'm going to seize this world from you!\Now then! Let's fight!\Red Blood Cell!\Look after the Platelets!\O-Okay!\Just kidding! response:	What?
context: Upon my honor as a bacillus cereus,\I swear I'm going to seize this world from you!\Now then! Let's fight!\Red Blood Cell!\Look after the Platelets!\O-Okay!\Just kidding!\What? response:	So you thought I was going to fight you?
context: I swear I'm going to seize this world from you!\Now then! Let's fight!\Red Blood Cell!\Look after the Platelets!\O-Okay!\Just kidding!\What?\So you thought I was going to fight you? response:	I got you! I got you!
context: Now then! Let's fight!\Red Blood Cell!\Look after the Platelets!\O-Okay!\Just kidding!\What?\So you thought I was going to fight you?\I got you! I got you! response:	This world will be coming to an end soon!
context: Red Blood Cell!\Look after the Platelets!\O-Okay!\Just kidding!\What?\So you thought I was going to fight you?\I got you! I got you!\This world will be coming to an end soon! response:	Until then, I'm going off to hide!
context: Look after the Platelets!\O-Okay!\Just kidding!\What?\So you thought I was going to fight you?\I got you! I got you!\This world will be coming to an end soon!\Until then, I'm going off to hide! response:	Come back here! You stinking germ!
context: O-Okay!\Just kidding!\What?\So you thought I was going to fight you?\I got you! I got you!\This world will be coming to an end soon!\Until then, I'm going off to hide!\Come back here! You stinking germ! response:	White Blood Cell, good luck to you!
context: Just kidding!\What?\So you thought I was going to fight you?\I got you! I got you!\This world will be coming to an end soon!\Until then, I'm going off to hide!\Come back here! You stinking germ!\White Blood Cell, good luck to you! response:	All of you look so miserable and hot!
context: What?\So you thought I was going to fight you?\I got you! I got you!\This world will be coming to an end soon!\Until then, I'm going off to hide!\Come back here! You stinking germ!\White Blood Cell, good luck to you!\All of you look so miserable and hot! response:	H-He's gonna ride the blood flow and conceal himself!
context: So you thought I was going to fight you?\I got you! I got you!\This world will be coming to an end soon!\Until then, I'm going off to hide!\Come back here! You stinking germ!\White Blood Cell, good luck to you!\All of you look so miserable and hot!\H-He's gonna ride the blood flow and conceal himself! response:	Lucky me! The flow inside this blood vessel has speeded up!
context: I got you! I got you!\This world will be coming to an end soon!\Until then, I'm going off to hide!\Come back here! You stinking germ!\White Blood Cell, good luck to you!\All of you look so miserable and hot!\H-He's gonna ride the blood flow and conceal himself!\Lucky me! The flow inside this blood vessel has speeded up! response:	As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.
context: This world will be coming to an end soon!\Until then, I'm going off to hide!\Come back here! You stinking germ!\White Blood Cell, good luck to you!\All of you look so miserable and hot!\H-He's gonna ride the blood flow and conceal himself!\Lucky me! The flow inside this blood vessel has speeded up!\As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world. response:	No, I think that's what it's actually saying!
context: Until then, I'm going off to hide!\Come back here! You stinking germ!\White Blood Cell, good luck to you!\All of you look so miserable and hot!\H-He's gonna ride the blood flow and conceal himself!\Lucky me! The flow inside this blood vessel has speeded up!\As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.\No, I think that's what it's actually saying! response:	Don't get carried away!
context: Come back here! You stinking germ!\White Blood Cell, good luck to you!\All of you look so miserable and hot!\H-He's gonna ride the blood flow and conceal himself!\Lucky me! The flow inside this blood vessel has speeded up!\As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.\No, I think that's what it's actually saying!\Don't get carried away! response:	Whoops, that was close!
context: White Blood Cell, good luck to you!\All of you look so miserable and hot!\H-He's gonna ride the blood flow and conceal himself!\Lucky me! The flow inside this blood vessel has speeded up!\As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.\No, I think that's what it's actually saying!\Don't get carried away!\Whoops, that was close! response:	You're not getting away!
context: All of you look so miserable and hot!\H-He's gonna ride the blood flow and conceal himself!\Lucky me! The flow inside this blood vessel has speeded up!\As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.\No, I think that's what it's actually saying!\Don't get carried away!\Whoops, that was close!\You're not getting away! response:	This is U-1146! Requesting immediate backup!
context: H-He's gonna ride the blood flow and conceal himself!\Lucky me! The flow inside this blood vessel has speeded up!\As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.\No, I think that's what it's actually saying!\Don't get carried away!\Whoops, that was close!\You're not getting away!\This is U-1146! Requesting immediate backup! response:	Roger that! I'll meet up with you shortly!
context: Lucky me! The flow inside this blood vessel has speeded up!\As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.\No, I think that's what it's actually saying!\Don't get carried away!\Whoops, that was close!\You're not getting away!\This is U-1146! Requesting immediate backup!\Roger that! I'll meet up with you shortly! response:	It's an antigen!
context: As if to say, Mr. Bacillus Cereus, please make a clean escape and invade this world.\No, I think that's what it's actually saying!\Don't get carried away!\Whoops, that was close!\You're not getting away!\This is U-1146! Requesting immediate backup!\Roger that! I'll meet up with you shortly!\It's an antigen! response:	There he is!
context: No, I think that's what it's actually saying!\Don't get carried away!\Whoops, that was close!\You're not getting away!\This is U-1146! Requesting immediate backup!\Roger that! I'll meet up with you shortly!\It's an antigen!\There he is! response:	It's coming this way!
context: Don't get carried away!\Whoops, that was close!\You're not getting away!\This is U-1146! Requesting immediate backup!\Roger that! I'll meet up with you shortly!\It's an antigen!\There he is!\It's coming this way! response:	You're not getting away, you stinking germ!
context: Whoops, that was close!\You're not getting away!\This is U-1146! Requesting immediate backup!\Roger that! I'll meet up with you shortly!\It's an antigen!\There he is!\It's coming this way!\You're not getting away, you stinking germ! response:	Where'd he go?
context: You're not getting away!\This is U-1146! Requesting immediate backup!\Roger that! I'll meet up with you shortly!\It's an antigen!\There he is!\It's coming this way!\You're not getting away, you stinking germ!\Where'd he go? response:	I can't see!
context: This is U-1146! Requesting immediate backup!\Roger that! I'll meet up with you shortly!\It's an antigen!\There he is!\It's coming this way!\You're not getting away, you stinking germ!\Where'd he go?\I can't see! response:	- Is he gone? - Did he go somewhere?
context: Roger that! I'll meet up with you shortly!\It's an antigen!\There he is!\It's coming this way!\You're not getting away, you stinking germ!\Where'd he go?\I can't see!\- Is he gone? - Did he go somewhere? response:	It's getting crowded, huh?
context: It's an antigen!\There he is!\It's coming this way!\You're not getting away, you stinking germ!\Where'd he go?\I can't see!\- Is he gone? - Did he go somewhere?\It's getting crowded, huh? response:	The obstacle is making it...
context: There he is!\It's coming this way!\You're not getting away, you stinking germ!\Where'd he go?\I can't see!\- Is he gone? - Did he go somewhere?\It's getting crowded, huh?\The obstacle is making it... response:	so very easy to escape!
context: It's coming this way!\You're not getting away, you stinking germ!\Where'd he go?\I can't see!\- Is he gone? - Did he go somewhere?\It's getting crowded, huh?\The obstacle is making it...\so very easy to escape! response:	- Where is he? - Hey you!
context: You're not getting away, you stinking germ!\Where'd he go?\I can't see!\- Is he gone? - Did he go somewhere?\It's getting crowded, huh?\The obstacle is making it...\so very easy to escape!\- Where is he? - Hey you! response:	You bastard!
context: Where'd he go?\I can't see!\- Is he gone? - Did he go somewhere?\It's getting crowded, huh?\The obstacle is making it...\so very easy to escape!\- Where is he? - Hey you!\You bastard! response:	Hey, let me through!
context: I can't see!\- Is he gone? - Did he go somewhere?\It's getting crowded, huh?\The obstacle is making it...\so very easy to escape!\- Where is he? - Hey you!\You bastard!\Hey, let me through! response:	Hey! Stop pushing me!
context: - Is he gone? - Did he go somewhere?\It's getting crowded, huh?\The obstacle is making it...\so very easy to escape!\- Where is he? - Hey you!\You bastard!\Hey, let me through!\Hey! Stop pushing me! response:	Oh man! It's White Blood Cell!
