context: Crown Prince! response:	Crown Prince, I had a hard time finding you!
context: I've finished my story.\You told it well.\It's very clear.\Su Jin, what do you have to say to that?\He's lying!\He was drunk and barged into my slumber hall to lay his hands on me.\He lied!\Yuan Zhen, how many times had you been to the Celestial Palace? response:	That was my first visit.
context: You told it well.\It's very clear.\Su Jin, what do you have to say to that?\He's lying!\He was drunk and barged into my slumber hall to lay his hands on me.\He lied!\Yuan Zhen, how many times had you been to the Celestial Palace?\That was my first visit. response:	Su Jin, you think that someone who came to the Nine Heavens for the first time
context: It's very clear.\Su Jin, what do you have to say to that?\He's lying!\He was drunk and barged into my slumber hall to lay his hands on me.\He lied!\Yuan Zhen, how many times had you been to the Celestial Palace?\That was my first visit.\Su Jin, you think that someone who came to the Nine Heavens for the first time response:	would be able to locate Xiwu Palace and then find your slumber hall
context: Su Jin, what do you have to say to that?\He's lying!\He was drunk and barged into my slumber hall to lay his hands on me.\He lied!\Yuan Zhen, how many times had you been to the Celestial Palace?\That was my first visit.\Su Jin, you think that someone who came to the Nine Heavens for the first time\would be able to locate Xiwu Palace and then find your slumber hall response:	among the many other slumber halls in Xiwu Palace to molest you?
context: He's lying!\He was drunk and barged into my slumber hall to lay his hands on me.\He lied!\Yuan Zhen, how many times had you been to the Celestial Palace?\That was my first visit.\Su Jin, you think that someone who came to the Nine Heavens for the first time\would be able to locate Xiwu Palace and then find your slumber hall\among the many other slumber halls in Xiwu Palace to molest you? response:	If you can't come up with any reasons, don't speak.
context: He was drunk and barged into my slumber hall to lay his hands on me.\He lied!\Yuan Zhen, how many times had you been to the Celestial Palace?\That was my first visit.\Su Jin, you think that someone who came to the Nine Heavens for the first time\would be able to locate Xiwu Palace and then find your slumber hall\among the many other slumber halls in Xiwu Palace to molest you?\If you can't come up with any reasons, don't speak. response:	Consort Le Xu, how should she be punished
context: He lied!\Yuan Zhen, how many times had you been to the Celestial Palace?\That was my first visit.\Su Jin, you think that someone who came to the Nine Heavens for the first time\would be able to locate Xiwu Palace and then find your slumber hall\among the many other slumber halls in Xiwu Palace to molest you?\If you can't come up with any reasons, don't speak.\Consort Le Xu, how should she be punished response:	for framing the grandson of Heavenly Lord?
context: Yuan Zhen, how many times had you been to the Celestial Palace?\That was my first visit.\Su Jin, you think that someone who came to the Nine Heavens for the first time\would be able to locate Xiwu Palace and then find your slumber hall\among the many other slumber halls in Xiwu Palace to molest you?\If you can't come up with any reasons, don't speak.\Consort Le Xu, how should she be punished\for framing the grandson of Heavenly Lord? response:	She is to be stripped of her celestial status
context: That was my first visit.\Su Jin, you think that someone who came to the Nine Heavens for the first time\would be able to locate Xiwu Palace and then find your slumber hall\among the many other slumber halls in Xiwu Palace to molest you?\If you can't come up with any reasons, don't speak.\Consort Le Xu, how should she be punished\for framing the grandson of Heavenly Lord?\She is to be stripped of her celestial status response:	banished to tiryagyoni-gati to be reborn as an animal.
context: Su Jin, you think that someone who came to the Nine Heavens for the first time\would be able to locate Xiwu Palace and then find your slumber hall\among the many other slumber halls in Xiwu Palace to molest you?\If you can't come up with any reasons, don't speak.\Consort Le Xu, how should she be punished\for framing the grandson of Heavenly Lord?\She is to be stripped of her celestial status\banished to tiryagyoni-gati to be reborn as an animal. response:	- Star Lord. - Present.
context: would be able to locate Xiwu Palace and then find your slumber hall\among the many other slumber halls in Xiwu Palace to molest you?\If you can't come up with any reasons, don't speak.\Consort Le Xu, how should she be punished\for framing the grandson of Heavenly Lord?\She is to be stripped of her celestial status\banished to tiryagyoni-gati to be reborn as an animal.\- Star Lord. - Present. response:	- Note that down. - Yes.
context: among the many other slumber halls in Xiwu Palace to molest you?\If you can't come up with any reasons, don't speak.\Consort Le Xu, how should she be punished\for framing the grandson of Heavenly Lord?\She is to be stripped of her celestial status\banished to tiryagyoni-gati to be reborn as an animal.\- Star Lord. - Present.\- Note that down. - Yes. response:	We haven't even tried her for High God Bai Qian's case.
context: If you can't come up with any reasons, don't speak.\Consort Le Xu, how should she be punished\for framing the grandson of Heavenly Lord?\She is to be stripped of her celestial status\banished to tiryagyoni-gati to be reborn as an animal.\- Star Lord. - Present.\- Note that down. - Yes.\We haven't even tried her for High God Bai Qian's case. response:	And she already guilty of so many crimes?
context: Consort Le Xu, how should she be punished\for framing the grandson of Heavenly Lord?\She is to be stripped of her celestial status\banished to tiryagyoni-gati to be reborn as an animal.\- Star Lord. - Present.\- Note that down. - Yes.\We haven't even tried her for High God Bai Qian's case.\And she already guilty of so many crimes? response:	No! Lord Dong Hua!
context: for framing the grandson of Heavenly Lord?\She is to be stripped of her celestial status\banished to tiryagyoni-gati to be reborn as an animal.\- Star Lord. - Present.\- Note that down. - Yes.\We haven't even tried her for High God Bai Qian's case.\And she already guilty of so many crimes?\No! Lord Dong Hua! response:	Lord Dong Hua, you've wronged me!
context: She is to be stripped of her celestial status\banished to tiryagyoni-gati to be reborn as an animal.\- Star Lord. - Present.\- Note that down. - Yes.\We haven't even tried her for High God Bai Qian's case.\And she already guilty of so many crimes?\No! Lord Dong Hua!\Lord Dong Hua, you've wronged me! response:	You've conspired with Qing Qiu's Bai Feng Jiu to frame me!
context: banished to tiryagyoni-gati to be reborn as an animal.\- Star Lord. - Present.\- Note that down. - Yes.\We haven't even tried her for High God Bai Qian's case.\And she already guilty of so many crimes?\No! Lord Dong Hua!\Lord Dong Hua, you've wronged me!\You've conspired with Qing Qiu's Bai Feng Jiu to frame me! response:	You set me up!
context: - Star Lord. - Present.\- Note that down. - Yes.\We haven't even tried her for High God Bai Qian's case.\And she already guilty of so many crimes?\No! Lord Dong Hua!\Lord Dong Hua, you've wronged me!\You've conspired with Qing Qiu's Bai Feng Jiu to frame me!\You set me up! response:	- You set me up! - How atrocious!
context: - Note that down. - Yes.\We haven't even tried her for High God Bai Qian's case.\And she already guilty of so many crimes?\No! Lord Dong Hua!\Lord Dong Hua, you've wronged me!\You've conspired with Qing Qiu's Bai Feng Jiu to frame me!\You set me up!\- You set me up! - How atrocious! response:	Heavenly Lord!
context: We haven't even tried her for High God Bai Qian's case.\And she already guilty of so many crimes?\No! Lord Dong Hua!\Lord Dong Hua, you've wronged me!\You've conspired with Qing Qiu's Bai Feng Jiu to frame me!\You set me up!\- You set me up! - How atrocious!\Heavenly Lord! response:	You have to uphold justice for me Heavenly Lord!
context: And she already guilty of so many crimes?\No! Lord Dong Hua!\Lord Dong Hua, you've wronged me!\You've conspired with Qing Qiu's Bai Feng Jiu to frame me!\You set me up!\- You set me up! - How atrocious!\Heavenly Lord!\You have to uphold justice for me Heavenly Lord! response:	They are all villains!
context: No! Lord Dong Hua!\Lord Dong Hua, you've wronged me!\You've conspired with Qing Qiu's Bai Feng Jiu to frame me!\You set me up!\- You set me up! - How atrocious!\Heavenly Lord!\You have to uphold justice for me Heavenly Lord!\They are all villains! response:	You mustn't believe in them!
context: Lord Dong Hua, you've wronged me!\You've conspired with Qing Qiu's Bai Feng Jiu to frame me!\You set me up!\- You set me up! - How atrocious!\Heavenly Lord!\You have to uphold justice for me Heavenly Lord!\They are all villains!\You mustn't believe in them! response:	They conspired to frame me!
context: You've conspired with Qing Qiu's Bai Feng Jiu to frame me!\You set me up!\- You set me up! - How atrocious!\Heavenly Lord!\You have to uphold justice for me Heavenly Lord!\They are all villains!\You mustn't believe in them!\They conspired to frame me! response:	They framed me, Heavenly Lord!
context: You set me up!\- You set me up! - How atrocious!\Heavenly Lord!\You have to uphold justice for me Heavenly Lord!\They are all villains!\You mustn't believe in them!\They conspired to frame me!\They framed me, Heavenly Lord! response:	You mean to say that I'm also a villain who plays up to those in power?
context: - You set me up! - How atrocious!\Heavenly Lord!\You have to uphold justice for me Heavenly Lord!\They are all villains!\You mustn't believe in them!\They conspired to frame me!\They framed me, Heavenly Lord!\You mean to say that I'm also a villain who plays up to those in power? response:	As my side consort, what is your crime for slandering your husband?
context: Heavenly Lord!\You have to uphold justice for me Heavenly Lord!\They are all villains!\You mustn't believe in them!\They conspired to frame me!\They framed me, Heavenly Lord!\You mean to say that I'm also a villain who plays up to those in power?\As my side consort, what is your crime for slandering your husband? response:	That is a severe crime.
context: You have to uphold justice for me Heavenly Lord!\They are all villains!\You mustn't believe in them!\They conspired to frame me!\They framed me, Heavenly Lord!\You mean to say that I'm also a villain who plays up to those in power?\As my side consort, what is your crime for slandering your husband?\That is a severe crime. response:	That's more severe than the two former crimes.
context: They are all villains!\You mustn't believe in them!\They conspired to frame me!\They framed me, Heavenly Lord!\You mean to say that I'm also a villain who plays up to those in power?\As my side consort, what is your crime for slandering your husband?\That is a severe crime.\That's more severe than the two former crimes. response:	Su Jin, you'd better think it through.
context: You mustn't believe in them!\They conspired to frame me!\They framed me, Heavenly Lord!\You mean to say that I'm also a villain who plays up to those in power?\As my side consort, what is your crime for slandering your husband?\That is a severe crime.\That's more severe than the two former crimes.\Su Jin, you'd better think it through. response:	No, I...
context: They conspired to frame me!\They framed me, Heavenly Lord!\You mean to say that I'm also a villain who plays up to those in power?\As my side consort, what is your crime for slandering your husband?\That is a severe crime.\That's more severe than the two former crimes.\Su Jin, you'd better think it through.\No, I... response:	Ye Hua...
context: They framed me, Heavenly Lord!\You mean to say that I'm also a villain who plays up to those in power?\As my side consort, what is your crime for slandering your husband?\That is a severe crime.\That's more severe than the two former crimes.\Su Jin, you'd better think it through.\No, I...\Ye Hua... response:	Ye Hua!
context: You mean to say that I'm also a villain who plays up to those in power?\As my side consort, what is your crime for slandering your husband?\That is a severe crime.\That's more severe than the two former crimes.\Su Jin, you'd better think it through.\No, I...\Ye Hua...\Ye Hua! response:	Ye Hua!
context: As my side consort, what is your crime for slandering your husband?\That is a severe crime.\That's more severe than the two former crimes.\Su Jin, you'd better think it through.\No, I...\Ye Hua...\Ye Hua!\Ye Hua! response:	Ye Hua!
context: That is a severe crime.\That's more severe than the two former crimes.\Su Jin, you'd better think it through.\No, I...\Ye Hua...\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: That's more severe than the two former crimes.\Su Jin, you'd better think it through.\No, I...\Ye Hua...\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua...
context: Su Jin, you'd better think it through.\No, I...\Ye Hua...\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua... response:	Ye Hua!
context: No, I...\Ye Hua...\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Ye Hua! response:	You can't be so cruel to me!
context: Ye Hua...\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Ye Hua!\You can't be so cruel to me! response:	You can't!
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Ye Hua!\You can't be so cruel to me!\You can't! response:	Have you forgotten?
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Ye Hua!\You can't be so cruel to me!\You can't!\Have you forgotten? response:	I grew up with you.
context: Ye Hua!\Ye Hua!\Ye Hua...\Ye Hua!\You can't be so cruel to me!\You can't!\Have you forgotten?\I grew up with you. response:	I was...
context: Ye Hua!\Ye Hua...\Ye Hua!\You can't be so cruel to me!\You can't!\Have you forgotten?\I grew up with you.\I was... response:	I was just too flustered.
context: Ye Hua...\Ye Hua!\You can't be so cruel to me!\You can't!\Have you forgotten?\I grew up with you.\I was...\I was just too flustered. response:	I panicked.
context: Ye Hua!\You can't be so cruel to me!\You can't!\Have you forgotten?\I grew up with you.\I was...\I was just too flustered.\I panicked. response:	Ye Hua, you can't slander me like they did!
context: You can't be so cruel to me!\You can't!\Have you forgotten?\I grew up with you.\I was...\I was just too flustered.\I panicked.\Ye Hua, you can't slander me like they did! response:	You can't!
context: You can't!\Have you forgotten?\I grew up with you.\I was...\I was just too flustered.\I panicked.\Ye Hua, you can't slander me like they did!\You can't! response:	I'm the Crown Prince of the Celestial Tribe.
context: Have you forgotten?\I grew up with you.\I was...\I was just too flustered.\I panicked.\Ye Hua, you can't slander me like they did!\You can't!\I'm the Crown Prince of the Celestial Tribe. response:	I'd never side with anyone.
context: I grew up with you.\I was...\I was just too flustered.\I panicked.\Ye Hua, you can't slander me like they did!\You can't!\I'm the Crown Prince of the Celestial Tribe.\I'd never side with anyone. response:	Even if I were to side with anyone shouldn't it be my side consort?
context: I was...\I was just too flustered.\I panicked.\Ye Hua, you can't slander me like they did!\You can't!\I'm the Crown Prince of the Celestial Tribe.\I'd never side with anyone.\Even if I were to side with anyone shouldn't it be my side consort? response:	No!
context: I was just too flustered.\I panicked.\Ye Hua, you can't slander me like they did!\You can't!\I'm the Crown Prince of the Celestial Tribe.\I'd never side with anyone.\Even if I were to side with anyone shouldn't it be my side consort?\No! response:	You never take my side!
context: I panicked.\Ye Hua, you can't slander me like they did!\You can't!\I'm the Crown Prince of the Celestial Tribe.\I'd never side with anyone.\Even if I were to side with anyone shouldn't it be my side consort?\No!\You never take my side! response:	Never! Not once!
context: Ye Hua, you can't slander me like they did!\You can't!\I'm the Crown Prince of the Celestial Tribe.\I'd never side with anyone.\Even if I were to side with anyone shouldn't it be my side consort?\No!\You never take my side!\Never! Not once! response:	You've always pushed me away no matter how well I treat you...
context: You can't!\I'm the Crown Prince of the Celestial Tribe.\I'd never side with anyone.\Even if I were to side with anyone shouldn't it be my side consort?\No!\You never take my side!\Never! Not once!\You've always pushed me away no matter how well I treat you... response:	It doesn't matter how well I treat you!
context: I'm the Crown Prince of the Celestial Tribe.\I'd never side with anyone.\Even if I were to side with anyone shouldn't it be my side consort?\No!\You never take my side!\Never! Not once!\You've always pushed me away no matter how well I treat you...\It doesn't matter how well I treat you! response:	Do we still need to go on with this?
context: I'd never side with anyone.\Even if I were to side with anyone shouldn't it be my side consort?\No!\You never take my side!\Never! Not once!\You've always pushed me away no matter how well I treat you...\It doesn't matter how well I treat you!\Do we still need to go on with this? response:	Judging by High God Bai Qian's character and this woman's tainted criminal record
context: Even if I were to side with anyone shouldn't it be my side consort?\No!\You never take my side!\Never! Not once!\You've always pushed me away no matter how well I treat you...\It doesn't matter how well I treat you!\Do we still need to go on with this?\Judging by High God Bai Qian's character and this woman's tainted criminal record response:	if we were to go on with this hearing
context: No!\You never take my side!\Never! Not once!\You've always pushed me away no matter how well I treat you...\It doesn't matter how well I treat you!\Do we still need to go on with this?\Judging by High God Bai Qian's character and this woman's tainted criminal record\if we were to go on with this hearing response:	I'm afraid that Qing Qiu will bear a grudge against us
context: You never take my side!\Never! Not once!\You've always pushed me away no matter how well I treat you...\It doesn't matter how well I treat you!\Do we still need to go on with this?\Judging by High God Bai Qian's character and this woman's tainted criminal record\if we were to go on with this hearing\I'm afraid that Qing Qiu will bear a grudge against us response:	for believing in such a woman and accusing the Queen of Qing Qiu.
context: Never! Not once!\You've always pushed me away no matter how well I treat you...\It doesn't matter how well I treat you!\Do we still need to go on with this?\Judging by High God Bai Qian's character and this woman's tainted criminal record\if we were to go on with this hearing\I'm afraid that Qing Qiu will bear a grudge against us\for believing in such a woman and accusing the Queen of Qing Qiu. response:	Indeed. This hearing need not continue.
context: You've always pushed me away no matter how well I treat you...\It doesn't matter how well I treat you!\Do we still need to go on with this?\Judging by High God Bai Qian's character and this woman's tainted criminal record\if we were to go on with this hearing\I'm afraid that Qing Qiu will bear a grudge against us\for believing in such a woman and accusing the Queen of Qing Qiu.\Indeed. This hearing need not continue. response:	Su Jin...
context: It doesn't matter how well I treat you!\Do we still need to go on with this?\Judging by High God Bai Qian's character and this woman's tainted criminal record\if we were to go on with this hearing\I'm afraid that Qing Qiu will bear a grudge against us\for believing in such a woman and accusing the Queen of Qing Qiu.\Indeed. This hearing need not continue.\Su Jin... response:	You've disappointed me.
context: Do we still need to go on with this?\Judging by High God Bai Qian's character and this woman's tainted criminal record\if we were to go on with this hearing\I'm afraid that Qing Qiu will bear a grudge against us\for believing in such a woman and accusing the Queen of Qing Qiu.\Indeed. This hearing need not continue.\Su Jin...\You've disappointed me. response:	I am utterly disappointed.
context: Judging by High God Bai Qian's character and this woman's tainted criminal record\if we were to go on with this hearing\I'm afraid that Qing Qiu will bear a grudge against us\for believing in such a woman and accusing the Queen of Qing Qiu.\Indeed. This hearing need not continue.\Su Jin...\You've disappointed me.\I am utterly disappointed. response:	I think that Lord Dong Hua is right.
context: if we were to go on with this hearing\I'm afraid that Qing Qiu will bear a grudge against us\for believing in such a woman and accusing the Queen of Qing Qiu.\Indeed. This hearing need not continue.\Su Jin...\You've disappointed me.\I am utterly disappointed.\I think that Lord Dong Hua is right. response:	Fortunately, all who are present in the Grand Hall today
context: I'm afraid that Qing Qiu will bear a grudge against us\for believing in such a woman and accusing the Queen of Qing Qiu.\Indeed. This hearing need not continue.\Su Jin...\You've disappointed me.\I am utterly disappointed.\I think that Lord Dong Hua is right.\Fortunately, all who are present in the Grand Hall today response:	are our own family members so this has yet to cause a bigger impact.
context: for believing in such a woman and accusing the Queen of Qing Qiu.\Indeed. This hearing need not continue.\Su Jin...\You've disappointed me.\I am utterly disappointed.\I think that Lord Dong Hua is right.\Fortunately, all who are present in the Grand Hall today\are our own family members so this has yet to cause a bigger impact. response:	As the foster father of Su Jin
context: Indeed. This hearing need not continue.\Su Jin...\You've disappointed me.\I am utterly disappointed.\I think that Lord Dong Hua is right.\Fortunately, all who are present in the Grand Hall today\are our own family members so this has yet to cause a bigger impact.\As the foster father of Su Jin response:	I'm ashamed to have raised such a woman.
context: Su Jin...\You've disappointed me.\I am utterly disappointed.\I think that Lord Dong Hua is right.\Fortunately, all who are present in the Grand Hall today\are our own family members so this has yet to cause a bigger impact.\As the foster father of Su Jin\I'm ashamed to have raised such a woman. response:	Father, please make a decree to punish Su Jin immediately
context: You've disappointed me.\I am utterly disappointed.\I think that Lord Dong Hua is right.\Fortunately, all who are present in the Grand Hall today\are our own family members so this has yet to cause a bigger impact.\As the foster father of Su Jin\I'm ashamed to have raised such a woman.\Father, please make a decree to punish Su Jin immediately response:	so as to prevent further trouble.
context: I am utterly disappointed.\I think that Lord Dong Hua is right.\Fortunately, all who are present in the Grand Hall today\are our own family members so this has yet to cause a bigger impact.\As the foster father of Su Jin\I'm ashamed to have raised such a woman.\Father, please make a decree to punish Su Jin immediately\so as to prevent further trouble. response:	I concur. I'm speechless.
context: I think that Lord Dong Hua is right.\Fortunately, all who are present in the Grand Hall today\are our own family members so this has yet to cause a bigger impact.\As the foster father of Su Jin\I'm ashamed to have raised such a woman.\Father, please make a decree to punish Su Jin immediately\so as to prevent further trouble.\I concur. I'm speechless. response:	I concur.
context: Fortunately, all who are present in the Grand Hall today\are our own family members so this has yet to cause a bigger impact.\As the foster father of Su Jin\I'm ashamed to have raised such a woman.\Father, please make a decree to punish Su Jin immediately\so as to prevent further trouble.\I concur. I'm speechless.\I concur. response:	Uncles!
context: are our own family members so this has yet to cause a bigger impact.\As the foster father of Su Jin\I'm ashamed to have raised such a woman.\Father, please make a decree to punish Su Jin immediately\so as to prevent further trouble.\I concur. I'm speechless.\I concur.\Uncles! response:	Uncles!
context: As the foster father of Su Jin\I'm ashamed to have raised such a woman.\Father, please make a decree to punish Su Jin immediately\so as to prevent further trouble.\I concur. I'm speechless.\I concur.\Uncles!\Uncles! response:	Uncles, you can't do this to me!
context: I'm ashamed to have raised such a woman.\Father, please make a decree to punish Su Jin immediately\so as to prevent further trouble.\I concur. I'm speechless.\I concur.\Uncles!\Uncles!\Uncles, you can't do this to me! response:	You can't treat me so!
context: Father, please make a decree to punish Su Jin immediately\so as to prevent further trouble.\I concur. I'm speechless.\I concur.\Uncles!\Uncles!\Uncles, you can't do this to me!\You can't treat me so! response:	Uncles, look! I'm a princess of the Nine Heavens!
context: so as to prevent further trouble.\I concur. I'm speechless.\I concur.\Uncles!\Uncles!\Uncles, you can't do this to me!\You can't treat me so!\Uncles, look! I'm a princess of the Nine Heavens! response:	Uncles...
context: I concur. I'm speechless.\I concur.\Uncles!\Uncles!\Uncles, you can't do this to me!\You can't treat me so!\Uncles, look! I'm a princess of the Nine Heavens!\Uncles... response:	Uncles...
context: I concur.\Uncles!\Uncles!\Uncles, you can't do this to me!\You can't treat me so!\Uncles, look! I'm a princess of the Nine Heavens!\Uncles...\Uncles... response:	Have you forgotten about my parents?
context: Uncles!\Uncles!\Uncles, you can't do this to me!\You can't treat me so!\Uncles, look! I'm a princess of the Nine Heavens!\Uncles...\Uncles...\Have you forgotten about my parents? response:	They sacrificed themselves to save you!
context: Uncles!\Uncles, you can't do this to me!\You can't treat me so!\Uncles, look! I'm a princess of the Nine Heavens!\Uncles...\Uncles...\Have you forgotten about my parents?\They sacrificed themselves to save you! response:	Have you forgotten about that?
context: Uncles, you can't do this to me!\You can't treat me so!\Uncles, look! I'm a princess of the Nine Heavens!\Uncles...\Uncles...\Have you forgotten about my parents?\They sacrificed themselves to save you!\Have you forgotten about that? response:	Look at you!
context: You can't treat me so!\Uncles, look! I'm a princess of the Nine Heavens!\Uncles...\Uncles...\Have you forgotten about my parents?\They sacrificed themselves to save you!\Have you forgotten about that?\Look at you! response:	How could you face your loyal parents?
context: Uncles, look! I'm a princess of the Nine Heavens!\Uncles...\Uncles...\Have you forgotten about my parents?\They sacrificed themselves to save you!\Have you forgotten about that?\Look at you!\How could you face your loyal parents? response:	Su Jin, considering that you're the offspring of a faithful clan
context: Uncles...\Uncles...\Have you forgotten about my parents?\They sacrificed themselves to save you!\Have you forgotten about that?\Look at you!\How could you face your loyal parents?\Su Jin, considering that you're the offspring of a faithful clan response:	I won't punish you for seducing Ye Hua with a bewitched figurine.
context: Uncles...\Have you forgotten about my parents?\They sacrificed themselves to save you!\Have you forgotten about that?\Look at you!\How could you face your loyal parents?\Su Jin, considering that you're the offspring of a faithful clan\I won't punish you for seducing Ye Hua with a bewitched figurine. response:	However, for the crimes concerning Yuan Zhen and High God Bai Qian
context: Have you forgotten about my parents?\They sacrificed themselves to save you!\Have you forgotten about that?\Look at you!\How could you face your loyal parents?\Su Jin, considering that you're the offspring of a faithful clan\I won't punish you for seducing Ye Hua with a bewitched figurine.\However, for the crimes concerning Yuan Zhen and High God Bai Qian response:	you have to be punished.
context: They sacrificed themselves to save you!\Have you forgotten about that?\Look at you!\How could you face your loyal parents?\Su Jin, considering that you're the offspring of a faithful clan\I won't punish you for seducing Ye Hua with a bewitched figurine.\However, for the crimes concerning Yuan Zhen and High God Bai Qian\you have to be punished. response:	Today, you should volunteer to guard Ruoshui.
context: Have you forgotten about that?\Look at you!\How could you face your loyal parents?\Su Jin, considering that you're the offspring of a faithful clan\I won't punish you for seducing Ye Hua with a bewitched figurine.\However, for the crimes concerning Yuan Zhen and High God Bai Qian\you have to be punished.\Today, you should volunteer to guard Ruoshui. response:	Take her away!
context: Look at you!\How could you face your loyal parents?\Su Jin, considering that you're the offspring of a faithful clan\I won't punish you for seducing Ye Hua with a bewitched figurine.\However, for the crimes concerning Yuan Zhen and High God Bai Qian\you have to be punished.\Today, you should volunteer to guard Ruoshui.\Take her away! response:	No, Heavenly Lord!
context: How could you face your loyal parents?\Su Jin, considering that you're the offspring of a faithful clan\I won't punish you for seducing Ye Hua with a bewitched figurine.\However, for the crimes concerning Yuan Zhen and High God Bai Qian\you have to be punished.\Today, you should volunteer to guard Ruoshui.\Take her away!\No, Heavenly Lord! response:	I don't want to go there!
context: Su Jin, considering that you're the offspring of a faithful clan\I won't punish you for seducing Ye Hua with a bewitched figurine.\However, for the crimes concerning Yuan Zhen and High God Bai Qian\you have to be punished.\Today, you should volunteer to guard Ruoshui.\Take her away!\No, Heavenly Lord!\I don't want to go there! response:	- I won't go there! I won't! - Your Highness...
context: I won't punish you for seducing Ye Hua with a bewitched figurine.\However, for the crimes concerning Yuan Zhen and High God Bai Qian\you have to be punished.\Today, you should volunteer to guard Ruoshui.\Take her away!\No, Heavenly Lord!\I don't want to go there!\- I won't go there! I won't! - Your Highness... response:	Heavenly Lord!
context: However, for the crimes concerning Yuan Zhen and High God Bai Qian\you have to be punished.\Today, you should volunteer to guard Ruoshui.\Take her away!\No, Heavenly Lord!\I don't want to go there!\- I won't go there! I won't! - Your Highness...\Heavenly Lord! response:	- Ye Hua! - Your Highness...
context: you have to be punished.\Today, you should volunteer to guard Ruoshui.\Take her away!\No, Heavenly Lord!\I don't want to go there!\- I won't go there! I won't! - Your Highness...\Heavenly Lord!\- Ye Hua! - Your Highness... response:	- I won't leave! - Your Highness...
context: Today, you should volunteer to guard Ruoshui.\Take her away!\No, Heavenly Lord!\I don't want to go there!\- I won't go there! I won't! - Your Highness...\Heavenly Lord!\- Ye Hua! - Your Highness...\- I won't leave! - Your Highness... response:	Ye Hua.
context: Take her away!\No, Heavenly Lord!\I don't want to go there!\- I won't go there! I won't! - Your Highness...\Heavenly Lord!\- Ye Hua! - Your Highness...\- I won't leave! - Your Highness...\Ye Hua. response:	Your wedding with High God Bai Qian shouldn't be postponed any longer.
context: No, Heavenly Lord!\I don't want to go there!\- I won't go there! I won't! - Your Highness...\Heavenly Lord!\- Ye Hua! - Your Highness...\- I won't leave! - Your Highness...\Ye Hua.\Your wedding with High God Bai Qian shouldn't be postponed any longer. response:	I'll arrange to meet the Fox King and decide on a date
context: I don't want to go there!\- I won't go there! I won't! - Your Highness...\Heavenly Lord!\- Ye Hua! - Your Highness...\- I won't leave! - Your Highness...\Ye Hua.\Your wedding with High God Bai Qian shouldn't be postponed any longer.\I'll arrange to meet the Fox King and decide on a date response:	to marry her into the Nine Heavens soon.
context: - I won't go there! I won't! - Your Highness...\Heavenly Lord!\- Ye Hua! - Your Highness...\- I won't leave! - Your Highness...\Ye Hua.\Your wedding with High God Bai Qian shouldn't be postponed any longer.\I'll arrange to meet the Fox King and decide on a date\to marry her into the Nine Heavens soon. response:	I accept the decree.
context: Heavenly Lord!\- Ye Hua! - Your Highness...\- I won't leave! - Your Highness...\Ye Hua.\Your wedding with High God Bai Qian shouldn't be postponed any longer.\I'll arrange to meet the Fox King and decide on a date\to marry her into the Nine Heavens soon.\I accept the decree. response:	Congratulations, Crown Prince!
context: - Ye Hua! - Your Highness...\- I won't leave! - Your Highness...\Ye Hua.\Your wedding with High God Bai Qian shouldn't be postponed any longer.\I'll arrange to meet the Fox King and decide on a date\to marry her into the Nine Heavens soon.\I accept the decree.\Congratulations, Crown Prince! response:	Ye Hua.
context: - I won't leave! - Your Highness...\Ye Hua.\Your wedding with High God Bai Qian shouldn't be postponed any longer.\I'll arrange to meet the Fox King and decide on a date\to marry her into the Nine Heavens soon.\I accept the decree.\Congratulations, Crown Prince!\Ye Hua. response:	What is it, Mother?
context: Ye Hua.\Your wedding with High God Bai Qian shouldn't be postponed any longer.\I'll arrange to meet the Fox King and decide on a date\to marry her into the Nine Heavens soon.\I accept the decree.\Congratulations, Crown Prince!\Ye Hua.\What is it, Mother? response:	I never would have thought that Bai Qian of Qing Qiu
context: Your wedding with High God Bai Qian shouldn't be postponed any longer.\I'll arrange to meet the Fox King and decide on a date\to marry her into the Nine Heavens soon.\I accept the decree.\Congratulations, Crown Prince!\Ye Hua.\What is it, Mother?\I never would have thought that Bai Qian of Qing Qiu response:	could be that mortal, Su Su from 300 years ago.
context: I'll arrange to meet the Fox King and decide on a date\to marry her into the Nine Heavens soon.\I accept the decree.\Congratulations, Crown Prince!\Ye Hua.\What is it, Mother?\I never would have thought that Bai Qian of Qing Qiu\could be that mortal, Su Su from 300 years ago. response:	Although it is for the friendship between Qing Qiu
context: to marry her into the Nine Heavens soon.\I accept the decree.\Congratulations, Crown Prince!\Ye Hua.\What is it, Mother?\I never would have thought that Bai Qian of Qing Qiu\could be that mortal, Su Su from 300 years ago.\Although it is for the friendship between Qing Qiu response:	and the Celestial Tribe that you have to marry her
