context: You have Shinigami-sama's pardon. response:	I'll have you attend lessons from this afternoon on.
context: It... it... it... it... it...\It... it... it... it... it...\It... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it... response:	It... it... it... it... it... it... it...
context: It... it... it... it... it...\It... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it... response:	It... it... it... it... it... it... it...
context: It... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it... response:	It's done?
context: It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It's done? response:	Yeah.
context: It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It's done?\Yeah. response:	Let's see...
context: It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It's done?\Yeah.\Let's see... response:	This is so dumb...
context: It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It's done?\Yeah.\Let's see...\This is so dumb... response:	What... do you think?
context: It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It's done?\Yeah.\Let's see...\This is so dumb...\What... do you think? response:	I apologize for being born...
context: It... it... it... it... it... it... it...\It... it... it... it... it... it... it...\It's done?\Yeah.\Let's see...\This is so dumb...\What... do you think?\I apologize for being born... response:	How gloomy...
context: It... it... it... it... it... it... it...\It's done?\Yeah.\Let's see...\This is so dumb...\What... do you think?\I apologize for being born...\How gloomy... response:	With such a fine weather, what are you bean sprouts doing inside the room?
context: It's done?\Yeah.\Let's see...\This is so dumb...\What... do you think?\I apologize for being born...\How gloomy...\With such a fine weather, what are you bean sprouts doing inside the room? response:	Well, my existence is like that of the sun.
context: Yeah.\Let's see...\This is so dumb...\What... do you think?\I apologize for being born...\How gloomy...\With such a fine weather, what are you bean sprouts doing inside the room?\Well, my existence is like that of the sun. response:	If you have worries, then behold me! I'm sure to brighten your paths!
context: Let's see...\This is so dumb...\What... do you think?\I apologize for being born...\How gloomy...\With such a fine weather, what are you bean sprouts doing inside the room?\Well, my existence is like that of the sun.\If you have worries, then behold me! I'm sure to brighten your paths! response:	Here.
context: This is so dumb...\What... do you think?\I apologize for being born...\How gloomy...\With such a fine weather, what are you bean sprouts doing inside the room?\Well, my existence is like that of the sun.\If you have worries, then behold me! I'm sure to brighten your paths!\Here. response:	I apologize for being born...
context: What... do you think?\I apologize for being born...\How gloomy...\With such a fine weather, what are you bean sprouts doing inside the room?\Well, my existence is like that of the sun.\If you have worries, then behold me! I'm sure to brighten your paths!\Here.\I apologize for being born... response:	What great destructive power...
context: I apologize for being born...\How gloomy...\With such a fine weather, what are you bean sprouts doing inside the room?\Well, my existence is like that of the sun.\If you have worries, then behold me! I'm sure to brighten your paths!\Here.\I apologize for being born...\What great destructive power... response:	I apologize for being born...
context: How gloomy...\With such a fine weather, what are you bean sprouts doing inside the room?\Well, my existence is like that of the sun.\If you have worries, then behold me! I'm sure to brighten your paths!\Here.\I apologize for being born...\What great destructive power...\I apologize for being born... response:	I apologize for being born...
context: With such a fine weather, what are you bean sprouts doing inside the room?\Well, my existence is like that of the sun.\If you have worries, then behold me! I'm sure to brighten your paths!\Here.\I apologize for being born...\What great destructive power...\I apologize for being born...\I apologize for being born... response:	I apologize for coming back to life...
context: Well, my existence is like that of the sun.\If you have worries, then behold me! I'm sure to brighten your paths!\Here.\I apologize for being born...\What great destructive power...\I apologize for being born...\I apologize for being born...\I apologize for coming back to life... response:	What, you were here, too?
context: If you have worries, then behold me! I'm sure to brighten your paths!\Here.\I apologize for being born...\What great destructive power...\I apologize for being born...\I apologize for being born...\I apologize for coming back to life...\What, you were here, too? response:	Well, it concerns Crona.
context: Here.\I apologize for being born...\What great destructive power...\I apologize for being born...\I apologize for being born...\I apologize for coming back to life...\What, you were here, too?\Well, it concerns Crona. response:	There are still some issues, but I believe she will get used to it some day.
context: I apologize for being born...\What great destructive power...\I apologize for being born...\I apologize for being born...\I apologize for coming back to life...\What, you were here, too?\Well, it concerns Crona.\There are still some issues, but I believe she will get used to it some day. response:	I'm glad to hear it!
context: What great destructive power...\I apologize for being born...\I apologize for being born...\I apologize for coming back to life...\What, you were here, too?\Well, it concerns Crona.\There are still some issues, but I believe she will get used to it some day.\I'm glad to hear it! response:	But, somehow, you don't look so good, Sid-kun.
context: I apologize for being born...\I apologize for being born...\I apologize for coming back to life...\What, you were here, too?\Well, it concerns Crona.\There are still some issues, but I believe she will get used to it some day.\I'm glad to hear it!\But, somehow, you don't look so good, Sid-kun. response:	Are you feeling bad?
context: I apologize for being born...\I apologize for coming back to life...\What, you were here, too?\Well, it concerns Crona.\There are still some issues, but I believe she will get used to it some day.\I'm glad to hear it!\But, somehow, you don't look so good, Sid-kun.\Are you feeling bad? response:	No, it's nothing.
context: I apologize for coming back to life...\What, you were here, too?\Well, it concerns Crona.\There are still some issues, but I believe she will get used to it some day.\I'm glad to hear it!\But, somehow, you don't look so good, Sid-kun.\Are you feeling bad?\No, it's nothing. response:	As such, Crona is headed to the Czech Republic.
context: What, you were here, too?\Well, it concerns Crona.\There are still some issues, but I believe she will get used to it some day.\I'm glad to hear it!\But, somehow, you don't look so good, Sid-kun.\Are you feeling bad?\No, it's nothing.\As such, Crona is headed to the Czech Republic. response:	She's accompanying Maka on her extracurricular lesson.
context: Well, it concerns Crona.\There are still some issues, but I believe she will get used to it some day.\I'm glad to hear it!\But, somehow, you don't look so good, Sid-kun.\Are you feeling bad?\No, it's nothing.\As such, Crona is headed to the Czech Republic.\She's accompanying Maka on her extracurricular lesson. response:	Did something happen?
context: There are still some issues, but I believe she will get used to it some day.\I'm glad to hear it!\But, somehow, you don't look so good, Sid-kun.\Are you feeling bad?\No, it's nothing.\As such, Crona is headed to the Czech Republic.\She's accompanying Maka on her extracurricular lesson.\Did something happen? response:	I heard that most of the villagers are puppet engineers, so it's a pretty different village.
context: I'm glad to hear it!\But, somehow, you don't look so good, Sid-kun.\Are you feeling bad?\No, it's nothing.\As such, Crona is headed to the Czech Republic.\She's accompanying Maka on her extracurricular lesson.\Did something happen?\I heard that most of the villagers are puppet engineers, so it's a pretty different village. response:	It seems the eldest golem that was built there suddenly started to act violently.
context: But, somehow, you don't look so good, Sid-kun.\Are you feeling bad?\No, it's nothing.\As such, Crona is headed to the Czech Republic.\She's accompanying Maka on her extracurricular lesson.\Did something happen?\I heard that most of the villagers are puppet engineers, so it's a pretty different village.\It seems the eldest golem that was built there suddenly started to act violently. response:	Fortunately, there hasn't been any serious damage yet, but...
context: Are you feeling bad?\No, it's nothing.\As such, Crona is headed to the Czech Republic.\She's accompanying Maka on her extracurricular lesson.\Did something happen?\I heard that most of the villagers are puppet engineers, so it's a pretty different village.\It seems the eldest golem that was built there suddenly started to act violently.\Fortunately, there hasn't been any serious damage yet, but... response:	Hold on... is that true?
context: No, it's nothing.\As such, Crona is headed to the Czech Republic.\She's accompanying Maka on her extracurricular lesson.\Did something happen?\I heard that most of the villagers are puppet engineers, so it's a pretty different village.\It seems the eldest golem that was built there suddenly started to act violently.\Fortunately, there hasn't been any serious damage yet, but...\Hold on... is that true? response:	What is?
context: As such, Crona is headed to the Czech Republic.\She's accompanying Maka on her extracurricular lesson.\Did something happen?\I heard that most of the villagers are puppet engineers, so it's a pretty different village.\It seems the eldest golem that was built there suddenly started to act violently.\Fortunately, there hasn't been any serious damage yet, but...\Hold on... is that true?\What is? response:	These golems, you see, are there to protect something, and programmed only to defend.
context: She's accompanying Maka on her extracurricular lesson.\Did something happen?\I heard that most of the villagers are puppet engineers, so it's a pretty different village.\It seems the eldest golem that was built there suddenly started to act violently.\Fortunately, there hasn't been any serious damage yet, but...\Hold on... is that true?\What is?\These golems, you see, are there to protect something, and programmed only to defend. response:	Acting violently and destroying something is unthinkable.
context: Did something happen?\I heard that most of the villagers are puppet engineers, so it's a pretty different village.\It seems the eldest golem that was built there suddenly started to act violently.\Fortunately, there hasn't been any serious damage yet, but...\Hold on... is that true?\What is?\These golems, you see, are there to protect something, and programmed only to defend.\Acting violently and destroying something is unthinkable. response:	This might be related to the Wavelength of Madness.
context: I heard that most of the villagers are puppet engineers, so it's a pretty different village.\It seems the eldest golem that was built there suddenly started to act violently.\Fortunately, there hasn't been any serious damage yet, but...\Hold on... is that true?\What is?\These golems, you see, are there to protect something, and programmed only to defend.\Acting violently and destroying something is unthinkable.\This might be related to the Wavelength of Madness. response:	Sid-kun, contact Stein-kun.
context: It seems the eldest golem that was built there suddenly started to act violently.\Fortunately, there hasn't been any serious damage yet, but...\Hold on... is that true?\What is?\These golems, you see, are there to protect something, and programmed only to defend.\Acting violently and destroying something is unthinkable.\This might be related to the Wavelength of Madness.\Sid-kun, contact Stein-kun. response:	I want to hear his opinion.
context: Fortunately, there hasn't been any serious damage yet, but...\Hold on... is that true?\What is?\These golems, you see, are there to protect something, and programmed only to defend.\Acting violently and destroying something is unthinkable.\This might be related to the Wavelength of Madness.\Sid-kun, contact Stein-kun.\I want to hear his opinion. response:	This is the village of Loew?
context: Hold on... is that true?\What is?\These golems, you see, are there to protect something, and programmed only to defend.\Acting violently and destroying something is unthinkable.\This might be related to the Wavelength of Madness.\Sid-kun, contact Stein-kun.\I want to hear his opinion.\This is the village of Loew? response:	It's full of chimneys, isn't it?
context: What is?\These golems, you see, are there to protect something, and programmed only to defend.\Acting violently and destroying something is unthinkable.\This might be related to the Wavelength of Madness.\Sid-kun, contact Stein-kun.\I want to hear his opinion.\This is the village of Loew?\It's full of chimneys, isn't it? response:	It's a village that thrives on crafting golems, after all.
context: These golems, you see, are there to protect something, and programmed only to defend.\Acting violently and destroying something is unthinkable.\This might be related to the Wavelength of Madness.\Sid-kun, contact Stein-kun.\I want to hear his opinion.\This is the village of Loew?\It's full of chimneys, isn't it?\It's a village that thrives on crafting golems, after all. response:	There's probably a kiln in every house.
context: Acting violently and destroying something is unthinkable.\This might be related to the Wavelength of Madness.\Sid-kun, contact Stein-kun.\I want to hear his opinion.\This is the village of Loew?\It's full of chimneys, isn't it?\It's a village that thrives on crafting golems, after all.\There's probably a kiln in every house. response:	Let's start gathering an abundance of souls!
context: This might be related to the Wavelength of Madness.\Sid-kun, contact Stein-kun.\I want to hear his opinion.\This is the village of Loew?\It's full of chimneys, isn't it?\It's a village that thrives on crafting golems, after all.\There's probably a kiln in every house.\Let's start gathering an abundance of souls! response:	We're not doing things like that anymore.
context: Sid-kun, contact Stein-kun.\I want to hear his opinion.\This is the village of Loew?\It's full of chimneys, isn't it?\It's a village that thrives on crafting golems, after all.\There's probably a kiln in every house.\Let's start gathering an abundance of souls!\We're not doing things like that anymore. response:	Since we're going to be students of Shibusen.
context: I want to hear his opinion.\This is the village of Loew?\It's full of chimneys, isn't it?\It's a village that thrives on crafting golems, after all.\There's probably a kiln in every house.\Let's start gathering an abundance of souls!\We're not doing things like that anymore.\Since we're going to be students of Shibusen. response:	Where's the rampaging golem we heard about?
context: This is the village of Loew?\It's full of chimneys, isn't it?\It's a village that thrives on crafting golems, after all.\There's probably a kiln in every house.\Let's start gathering an abundance of souls!\We're not doing things like that anymore.\Since we're going to be students of Shibusen.\Where's the rampaging golem we heard about? response:	I'll go ask the villagers about the incident, okay?
context: It's full of chimneys, isn't it?\It's a village that thrives on crafting golems, after all.\There's probably a kiln in every house.\Let's start gathering an abundance of souls!\We're not doing things like that anymore.\Since we're going to be students of Shibusen.\Where's the rampaging golem we heard about?\I'll go ask the villagers about the incident, okay? response:	Puppet engineers... Enchanters...
context: It's a village that thrives on crafting golems, after all.\There's probably a kiln in every house.\Let's start gathering an abundance of souls!\We're not doing things like that anymore.\Since we're going to be students of Shibusen.\Where's the rampaging golem we heard about?\I'll go ask the villagers about the incident, okay?\Puppet engineers... Enchanters... response:	Puppet engineers... Enchanters...
context: There's probably a kiln in every house.\Let's start gathering an abundance of souls!\We're not doing things like that anymore.\Since we're going to be students of Shibusen.\Where's the rampaging golem we heard about?\I'll go ask the villagers about the incident, okay?\Puppet engineers... Enchanters...\Puppet engineers... Enchanters... response:	This village's traditional huge gloves can amass magical power.
context: Let's start gathering an abundance of souls!\We're not doing things like that anymore.\Since we're going to be students of Shibusen.\Where's the rampaging golem we heard about?\I'll go ask the villagers about the incident, okay?\Puppet engineers... Enchanters...\Puppet engineers... Enchanters...\This village's traditional huge gloves can amass magical power. response:	Then they manipulate the earth and create golems.
context: We're not doing things like that anymore.\Since we're going to be students of Shibusen.\Where's the rampaging golem we heard about?\I'll go ask the villagers about the incident, okay?\Puppet engineers... Enchanters...\Puppet engineers... Enchanters...\This village's traditional huge gloves can amass magical power.\Then they manipulate the earth and create golems. response:	They don't have welcoming faces at all, huh?
context: Since we're going to be students of Shibusen.\Where's the rampaging golem we heard about?\I'll go ask the villagers about the incident, okay?\Puppet engineers... Enchanters...\Puppet engineers... Enchanters...\This village's traditional huge gloves can amass magical power.\Then they manipulate the earth and create golems.\They don't have welcoming faces at all, huh? response:	Soul!
context: Where's the rampaging golem we heard about?\I'll go ask the villagers about the incident, okay?\Puppet engineers... Enchanters...\Puppet engineers... Enchanters...\This village's traditional huge gloves can amass magical power.\Then they manipulate the earth and create golems.\They don't have welcoming faces at all, huh?\Soul! response:	When I asked about the golems, they all said they didn't know anything about them.
context: I'll go ask the villagers about the incident, okay?\Puppet engineers... Enchanters...\Puppet engineers... Enchanters...\This village's traditional huge gloves can amass magical power.\Then they manipulate the earth and create golems.\They don't have welcoming faces at all, huh?\Soul!\When I asked about the golems, they all said they didn't know anything about them. response:	They must be hiding something...
context: Puppet engineers... Enchanters...\Puppet engineers... Enchanters...\This village's traditional huge gloves can amass magical power.\Then they manipulate the earth and create golems.\They don't have welcoming faces at all, huh?\Soul!\When I asked about the golems, they all said they didn't know anything about them.\They must be hiding something... response:	Hey, you guys!
context: Puppet engineers... Enchanters...\This village's traditional huge gloves can amass magical power.\Then they manipulate the earth and create golems.\They don't have welcoming faces at all, huh?\Soul!\When I asked about the golems, they all said they didn't know anything about them.\They must be hiding something...\Hey, you guys! response:	Seems like you've been asking around about the incident.
context: This village's traditional huge gloves can amass magical power.\Then they manipulate the earth and create golems.\They don't have welcoming faces at all, huh?\Soul!\When I asked about the golems, they all said they didn't know anything about them.\They must be hiding something...\Hey, you guys!\Seems like you've been asking around about the incident. response:	You're looking for the rampaging golem, right?
context: Then they manipulate the earth and create golems.\They don't have welcoming faces at all, huh?\Soul!\When I asked about the golems, they all said they didn't know anything about them.\They must be hiding something...\Hey, you guys!\Seems like you've been asking around about the incident.\You're looking for the rampaging golem, right? response:	I'm Giriko, an Enchanter.
context: They don't have welcoming faces at all, huh?\Soul!\When I asked about the golems, they all said they didn't know anything about them.\They must be hiding something...\Hey, you guys!\Seems like you've been asking around about the incident.\You're looking for the rampaging golem, right?\I'm Giriko, an Enchanter. response:	I'll show you around, so follow me.
context: Soul!\When I asked about the golems, they all said they didn't know anything about them.\They must be hiding something...\Hey, you guys!\Seems like you've been asking around about the incident.\You're looking for the rampaging golem, right?\I'm Giriko, an Enchanter.\I'll show you around, so follow me. response:	Soul, this is terrible!
context: When I asked about the golems, they all said they didn't know anything about them.\They must be hiding something...\Hey, you guys!\Seems like you've been asking around about the incident.\You're looking for the rampaging golem, right?\I'm Giriko, an Enchanter.\I'll show you around, so follow me.\Soul, this is terrible! response:	Yeah, looks that way.
context: They must be hiding something...\Hey, you guys!\Seems like you've been asking around about the incident.\You're looking for the rampaging golem, right?\I'm Giriko, an Enchanter.\I'll show you around, so follow me.\Soul, this is terrible!\Yeah, looks that way. response:	Do you even know what's so terrible?
context: Hey, you guys!\Seems like you've been asking around about the incident.\You're looking for the rampaging golem, right?\I'm Giriko, an Enchanter.\I'll show you around, so follow me.\Soul, this is terrible!\Yeah, looks that way.\Do you even know what's so terrible? response:	No, I don't really know yet...
context: Seems like you've been asking around about the incident.\You're looking for the rampaging golem, right?\I'm Giriko, an Enchanter.\I'll show you around, so follow me.\Soul, this is terrible!\Yeah, looks that way.\Do you even know what's so terrible?\No, I don't really know yet... response:	Jeez, get a hold of yourself!
context: You're looking for the rampaging golem, right?\I'm Giriko, an Enchanter.\I'll show you around, so follow me.\Soul, this is terrible!\Yeah, looks that way.\Do you even know what's so terrible?\No, I don't really know yet...\Jeez, get a hold of yourself! response:	You're saying you know what it is?
context: I'm Giriko, an Enchanter.\I'll show you around, so follow me.\Soul, this is terrible!\Yeah, looks that way.\Do you even know what's so terrible?\No, I don't really know yet...\Jeez, get a hold of yourself!\You're saying you know what it is? response:	Of course!
context: I'll show you around, so follow me.\Soul, this is terrible!\Yeah, looks that way.\Do you even know what's so terrible?\No, I don't really know yet...\Jeez, get a hold of yourself!\You're saying you know what it is?\Of course! response:	It's real trouble!
context: Soul, this is terrible!\Yeah, looks that way.\Do you even know what's so terrible?\No, I don't really know yet...\Jeez, get a hold of yourself!\You're saying you know what it is?\Of course!\It's real trouble! response:	Then, what is it?
context: Yeah, looks that way.\Do you even know what's so terrible?\No, I don't really know yet...\Jeez, get a hold of yourself!\You're saying you know what it is?\Of course!\It's real trouble!\Then, what is it? response:	I don't really know yet...
context: Do you even know what's so terrible?\No, I don't really know yet...\Jeez, get a hold of yourself!\You're saying you know what it is?\Of course!\It's real trouble!\Then, what is it?\I don't really know yet... response:	You have no clue either!
context: No, I don't really know yet...\Jeez, get a hold of yourself!\You're saying you know what it is?\Of course!\It's real trouble!\Then, what is it?\I don't really know yet...\You have no clue either! response:	Soul, I heard that Shinigami-sama knows what that terrible thing is.
context: Jeez, get a hold of yourself!\You're saying you know what it is?\Of course!\It's real trouble!\Then, what is it?\I don't really know yet...\You have no clue either!\Soul, I heard that Shinigami-sama knows what that terrible thing is. response:	Is that so? As expected of Shinigami-sama.
context: You're saying you know what it is?\Of course!\It's real trouble!\Then, what is it?\I don't really know yet...\You have no clue either!\Soul, I heard that Shinigami-sama knows what that terrible thing is.\Is that so? As expected of Shinigami-sama. response:	He plays dumb, but he actually knows a lot.
context: Of course!\It's real trouble!\Then, what is it?\I don't really know yet...\You have no clue either!\Soul, I heard that Shinigami-sama knows what that terrible thing is.\Is that so? As expected of Shinigami-sama.\He plays dumb, but he actually knows a lot. response:	Hurry! We don't have much time!
context: It's real trouble!\Then, what is it?\I don't really know yet...\You have no clue either!\Soul, I heard that Shinigami-sama knows what that terrible thing is.\Is that so? As expected of Shinigami-sama.\He plays dumb, but he actually knows a lot.\Hurry! We don't have much time! response:	Alright, I'm gonna floor it! Hang on!
context: Then, what is it?\I don't really know yet...\You have no clue either!\Soul, I heard that Shinigami-sama knows what that terrible thing is.\Is that so? As expected of Shinigami-sama.\He plays dumb, but he actually knows a lot.\Hurry! We don't have much time!\Alright, I'm gonna floor it! Hang on! response:	Wait, Soul!
context: I don't really know yet...\You have no clue either!\Soul, I heard that Shinigami-sama knows what that terrible thing is.\Is that so? As expected of Shinigami-sama.\He plays dumb, but he actually knows a lot.\Hurry! We don't have much time!\Alright, I'm gonna floor it! Hang on!\Wait, Soul! response:	I know we're in a hurry, but obey the speed limits!
context: You have no clue either!\Soul, I heard that Shinigami-sama knows what that terrible thing is.\Is that so? As expected of Shinigami-sama.\He plays dumb, but he actually knows a lot.\Hurry! We don't have much time!\Alright, I'm gonna floor it! Hang on!\Wait, Soul!\I know we're in a hurry, but obey the speed limits! response:	Everyone, make sure you wear a helmet.
context: Soul, I heard that Shinigami-sama knows what that terrible thing is.\Is that so? As expected of Shinigami-sama.\He plays dumb, but he actually knows a lot.\Hurry! We don't have much time!\Alright, I'm gonna floor it! Hang on!\Wait, Soul!\I know we're in a hurry, but obey the speed limits!\Everyone, make sure you wear a helmet. response:	Be careful you don't slip on wet floors too, okay?
context: Is that so? As expected of Shinigami-sama.\He plays dumb, but he actually knows a lot.\Hurry! We don't have much time!\Alright, I'm gonna floor it! Hang on!\Wait, Soul!\I know we're in a hurry, but obey the speed limits!\Everyone, make sure you wear a helmet.\Be careful you don't slip on wet floors too, okay? response:	What are you doing in such a dark place?
context: He plays dumb, but he actually knows a lot.\Hurry! We don't have much time!\Alright, I'm gonna floor it! Hang on!\Wait, Soul!\I know we're in a hurry, but obey the speed limits!\Everyone, make sure you wear a helmet.\Be careful you don't slip on wet floors too, okay?\What are you doing in such a dark place? response:	Hey, Stein?
context: Hurry! We don't have much time!\Alright, I'm gonna floor it! Hang on!\Wait, Soul!\I know we're in a hurry, but obey the speed limits!\Everyone, make sure you wear a helmet.\Be careful you don't slip on wet floors too, okay?\What are you doing in such a dark place?\Hey, Stein? response:	Stein?
context: Alright, I'm gonna floor it! Hang on!\Wait, Soul!\I know we're in a hurry, but obey the speed limits!\Everyone, make sure you wear a helmet.\Be careful you don't slip on wet floors too, okay?\What are you doing in such a dark place?\Hey, Stein?\Stein? response:	Marie?
context: Wait, Soul!\I know we're in a hurry, but obey the speed limits!\Everyone, make sure you wear a helmet.\Be careful you don't slip on wet floors too, okay?\What are you doing in such a dark place?\Hey, Stein?\Stein?\Marie? response:	Are you alright?
context: I know we're in a hurry, but obey the speed limits!\Everyone, make sure you wear a helmet.\Be careful you don't slip on wet floors too, okay?\What are you doing in such a dark place?\Hey, Stein?\Stein?\Marie?\Are you alright? response:	Yeah...
context: Everyone, make sure you wear a helmet.\Be careful you don't slip on wet floors too, okay?\What are you doing in such a dark place?\Hey, Stein?\Stein?\Marie?\Are you alright?\Yeah... response:	Besides that... what is it?
context: Be careful you don't slip on wet floors too, okay?\What are you doing in such a dark place?\Hey, Stein?\Stein?\Marie?\Are you alright?\Yeah...\Besides that... what is it? response:	A message from Shinigami-sama.
context: What are you doing in such a dark place?\Hey, Stein?\Stein?\Marie?\Are you alright?\Yeah...\Besides that... what is it?\A message from Shinigami-sama. response:	The eldest golem in the village of Loew is on a rampage.
context: Hey, Stein?\Stein?\Marie?\Are you alright?\Yeah...\Besides that... what is it?\A message from Shinigami-sama.\The eldest golem in the village of Loew is on a rampage. response:	You have a teapot, but what about the cups?
context: Stein?\Marie?\Are you alright?\Yeah...\Besides that... what is it?\A message from Shinigami-sama.\The eldest golem in the village of Loew is on a rampage.\You have a teapot, but what about the cups? response:	Use that.
context: Marie?\Are you alright?\Yeah...\Besides that... what is it?\A message from Shinigami-sama.\The eldest golem in the village of Loew is on a rampage.\You have a teapot, but what about the cups?\Use that. response:	Pour it in that?
context: Are you alright?\Yeah...\Besides that... what is it?\A message from Shinigami-sama.\The eldest golem in the village of Loew is on a rampage.\You have a teapot, but what about the cups?\Use that.\Pour it in that? response:	Anyway, it seems like he wants to hear your opinion.
context: Yeah...\Besides that... what is it?\A message from Shinigami-sama.\The eldest golem in the village of Loew is on a rampage.\You have a teapot, but what about the cups?\Use that.\Pour it in that?\Anyway, it seems like he wants to hear your opinion. response:	Is there something peculiar about this incident?
context: Besides that... what is it?\A message from Shinigami-sama.\The eldest golem in the village of Loew is on a rampage.\You have a teapot, but what about the cups?\Use that.\Pour it in that?\Anyway, it seems like he wants to hear your opinion.\Is there something peculiar about this incident? response:	Even though a golem is created to ward off evil, it doesn't have a program to destroy things.
context: A message from Shinigami-sama.\The eldest golem in the village of Loew is on a rampage.\You have a teapot, but what about the cups?\Use that.\Pour it in that?\Anyway, it seems like he wants to hear your opinion.\Is there something peculiar about this incident?\Even though a golem is created to ward off evil, it doesn't have a program to destroy things. response:	With the latest techniques, it's possible to craft a golem with a different program.
context: The eldest golem in the village of Loew is on a rampage.\You have a teapot, but what about the cups?\Use that.\Pour it in that?\Anyway, it seems like he wants to hear your opinion.\Is there something peculiar about this incident?\Even though a golem is created to ward off evil, it doesn't have a program to destroy things.\With the latest techniques, it's possible to craft a golem with a different program. response:	But the one that's causing the problem is the eldest golem...
context: You have a teapot, but what about the cups?\Use that.\Pour it in that?\Anyway, it seems like he wants to hear your opinion.\Is there something peculiar about this incident?\Even though a golem is created to ward off evil, it doesn't have a program to destroy things.\With the latest techniques, it's possible to craft a golem with a different program.\But the one that's causing the problem is the eldest golem... response:	Could it be related to the Wavelength of Madness?
context: Use that.\Pour it in that?\Anyway, it seems like he wants to hear your opinion.\Is there something peculiar about this incident?\Even though a golem is created to ward off evil, it doesn't have a program to destroy things.\With the latest techniques, it's possible to craft a golem with a different program.\But the one that's causing the problem is the eldest golem...\Could it be related to the Wavelength of Madness? response:	Even if that's so, the sequence is weird, isn't it?
context: Pour it in that?\Anyway, it seems like he wants to hear your opinion.\Is there something peculiar about this incident?\Even though a golem is created to ward off evil, it doesn't have a program to destroy things.\With the latest techniques, it's possible to craft a golem with a different program.\But the one that's causing the problem is the eldest golem...\Could it be related to the Wavelength of Madness?\Even if that's so, the sequence is weird, isn't it? response:	The sequence?
context: Anyway, it seems like he wants to hear your opinion.\Is there something peculiar about this incident?\Even though a golem is created to ward off evil, it doesn't have a program to destroy things.\With the latest techniques, it's possible to craft a golem with a different program.\But the one that's causing the problem is the eldest golem...\Could it be related to the Wavelength of Madness?\Even if that's so, the sequence is weird, isn't it?\The sequence? response:	Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.
context: Is there something peculiar about this incident?\Even though a golem is created to ward off evil, it doesn't have a program to destroy things.\With the latest techniques, it's possible to craft a golem with a different program.\But the one that's causing the problem is the eldest golem...\Could it be related to the Wavelength of Madness?\Even if that's so, the sequence is weird, isn't it?\The sequence?\Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately. response:	It's not unfathomable for a soulless golem going on a rampage is the first incident.
context: Even though a golem is created to ward off evil, it doesn't have a program to destroy things.\With the latest techniques, it's possible to craft a golem with a different program.\But the one that's causing the problem is the eldest golem...\Could it be related to the Wavelength of Madness?\Even if that's so, the sequence is weird, isn't it?\The sequence?\Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.\It's not unfathomable for a soulless golem going on a rampage is the first incident. response:	I see. The first ones to be influenced should be humans.
context: With the latest techniques, it's possible to craft a golem with a different program.\But the one that's causing the problem is the eldest golem...\Could it be related to the Wavelength of Madness?\Even if that's so, the sequence is weird, isn't it?\The sequence?\Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.\It's not unfathomable for a soulless golem going on a rampage is the first incident.\I see. The first ones to be influenced should be humans. response:	In that sense, a golem being the first is certainly strange.
context: But the one that's causing the problem is the eldest golem...\Could it be related to the Wavelength of Madness?\Even if that's so, the sequence is weird, isn't it?\The sequence?\Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.\It's not unfathomable for a soulless golem going on a rampage is the first incident.\I see. The first ones to be influenced should be humans.\In that sense, a golem being the first is certainly strange. response:	A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.
context: Could it be related to the Wavelength of Madness?\Even if that's so, the sequence is weird, isn't it?\The sequence?\Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.\It's not unfathomable for a soulless golem going on a rampage is the first incident.\I see. The first ones to be influenced should be humans.\In that sense, a golem being the first is certainly strange.\A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness. response:	And that would be odd if I'm still this frivolous.
