context: There was this overwhelming emotion response:	I had while I was barely conscious.
context: Takatsuki-senpai is with him.\She'll take care of him.\That's true...\Ichika-senpai seems like the type\of girl who'd tend to his every need.\I'm sure she's leading him step-by-waist.\Kaito-kun, let's clean you up.\Thank you, Senpai! response:	I'll have to be gentle here.
context: She'll take care of him.\That's true...\Ichika-senpai seems like the type\of girl who'd tend to his every need.\I'm sure she's leading him step-by-waist.\Kaito-kun, let's clean you up.\Thank you, Senpai!\I'll have to be gentle here. response:	N-Not there!
context: That's true...\Ichika-senpai seems like the type\of girl who'd tend to his every need.\I'm sure she's leading him step-by-waist.\Kaito-kun, let's clean you up.\Thank you, Senpai!\I'll have to be gentle here.\N-Not there! response:	I'll do it from behind you...
context: Ichika-senpai seems like the type\of girl who'd tend to his every need.\I'm sure she's leading him step-by-waist.\Kaito-kun, let's clean you up.\Thank you, Senpai!\I'll have to be gentle here.\N-Not there!\I'll do it from behind you... response:	Face me!
context: of girl who'd tend to his every need.\I'm sure she's leading him step-by-waist.\Kaito-kun, let's clean you up.\Thank you, Senpai!\I'll have to be gentle here.\N-Not there!\I'll do it from behind you...\Face me! response:	Mio, I just remembered I have something to do, so I'm going now.
context: I'm sure she's leading him step-by-waist.\Kaito-kun, let's clean you up.\Thank you, Senpai!\I'll have to be gentle here.\N-Not there!\I'll do it from behind you...\Face me!\Mio, I just remembered I have something to do, so I'm going now. response:	Huh? Kanna...
context: Kaito-kun, let's clean you up.\Thank you, Senpai!\I'll have to be gentle here.\N-Not there!\I'll do it from behind you...\Face me!\Mio, I just remembered I have something to do, so I'm going now.\Huh? Kanna... response:	It's obvious where she's going.
context: Thank you, Senpai!\I'll have to be gentle here.\N-Not there!\I'll do it from behind you...\Face me!\Mio, I just remembered I have something to do, so I'm going now.\Huh? Kanna...\It's obvious where she's going. response:	You're okay with that, Tetsuro-kun?
context: I'll have to be gentle here.\N-Not there!\I'll do it from behind you...\Face me!\Mio, I just remembered I have something to do, so I'm going now.\Huh? Kanna...\It's obvious where she's going.\You're okay with that, Tetsuro-kun? response:	Okay with what?
context: N-Not there!\I'll do it from behind you...\Face me!\Mio, I just remembered I have something to do, so I'm going now.\Huh? Kanna...\It's obvious where she's going.\You're okay with that, Tetsuro-kun?\Okay with what? response:	Are you really okay with that?
context: I'll do it from behind you...\Face me!\Mio, I just remembered I have something to do, so I'm going now.\Huh? Kanna...\It's obvious where she's going.\You're okay with that, Tetsuro-kun?\Okay with what?\Are you really okay with that? response:	What do you mean?
context: Face me!\Mio, I just remembered I have something to do, so I'm going now.\Huh? Kanna...\It's obvious where she's going.\You're okay with that, Tetsuro-kun?\Okay with what?\Are you really okay with that?\What do you mean? response:	I mean... you...
context: Mio, I just remembered I have something to do, so I'm going now.\Huh? Kanna...\It's obvious where she's going.\You're okay with that, Tetsuro-kun?\Okay with what?\Are you really okay with that?\What do you mean?\I mean... you... response:	This is a good chance.
context: Huh? Kanna...\It's obvious where she's going.\You're okay with that, Tetsuro-kun?\Okay with what?\Are you really okay with that?\What do you mean?\I mean... you...\This is a good chance. response:	Re-Remon-senpai!
context: It's obvious where she's going.\You're okay with that, Tetsuro-kun?\Okay with what?\Are you really okay with that?\What do you mean?\I mean... you...\This is a good chance.\Re-Remon-senpai! response:	Okay, let's go.
context: You're okay with that, Tetsuro-kun?\Okay with what?\Are you really okay with that?\What do you mean?\I mean... you...\This is a good chance.\Re-Remon-senpai!\Okay, let's go. response:	Where are we going?
context: Okay with what?\Are you really okay with that?\What do you mean?\I mean... you...\This is a good chance.\Re-Remon-senpai!\Okay, let's go.\Where are we going? response:	Isn't it obvious?
context: Are you really okay with that?\What do you mean?\I mean... you...\This is a good chance.\Re-Remon-senpai!\Okay, let's go.\Where are we going?\Isn't it obvious? response:	An eight millimeter...
context: What do you mean?\I mean... you...\This is a good chance.\Re-Remon-senpai!\Okay, let's go.\Where are we going?\Isn't it obvious?\An eight millimeter... response:	Is that yours?
context: I mean... you...\This is a good chance.\Re-Remon-senpai!\Okay, let's go.\Where are we going?\Isn't it obvious?\An eight millimeter...\Is that yours? response:	I thought this might happen,
context: This is a good chance.\Re-Remon-senpai!\Okay, let's go.\Where are we going?\Isn't it obvious?\An eight millimeter...\Is that yours?\I thought this might happen, response:	so I prepared it.
context: Re-Remon-senpai!\Okay, let's go.\Where are we going?\Isn't it obvious?\An eight millimeter...\Is that yours?\I thought this might happen,\so I prepared it. response:	We should be able to film some realistic scenes.
context: Okay, let's go.\Where are we going?\Isn't it obvious?\An eight millimeter...\Is that yours?\I thought this might happen,\so I prepared it.\We should be able to film some realistic scenes. response:	People always end up getting hungry
context: Where are we going?\Isn't it obvious?\An eight millimeter...\Is that yours?\I thought this might happen,\so I prepared it.\We should be able to film some realistic scenes.\People always end up getting hungry response:	no matter what they go through.
context: Isn't it obvious?\An eight millimeter...\Is that yours?\I thought this might happen,\so I prepared it.\We should be able to film some realistic scenes.\People always end up getting hungry\no matter what they go through. response:	What's your name again?
context: An eight millimeter...\Is that yours?\I thought this might happen,\so I prepared it.\We should be able to film some realistic scenes.\People always end up getting hungry\no matter what they go through.\What's your name again? response:	Rinon?
context: Is that yours?\I thought this might happen,\so I prepared it.\We should be able to film some realistic scenes.\People always end up getting hungry\no matter what they go through.\What's your name again?\Rinon? response:	You wanna eat something, too?
context: I thought this might happen,\so I prepared it.\We should be able to film some realistic scenes.\People always end up getting hungry\no matter what they go through.\What's your name again?\Rinon?\You wanna eat something, too? response:	Probably a package...
context: so I prepared it.\We should be able to film some realistic scenes.\People always end up getting hungry\no matter what they go through.\What's your name again?\Rinon?\You wanna eat something, too?\Probably a package... response:	Yes?
context: We should be able to film some realistic scenes.\People always end up getting hungry\no matter what they go through.\What's your name again?\Rinon?\You wanna eat something, too?\Probably a package...\Yes? response:	Kaito-kun...
context: People always end up getting hungry\no matter what they go through.\What's your name again?\Rinon?\You wanna eat something, too?\Probably a package...\Yes?\Kaito-kun... response:	Ta-Tanigawa...
context: no matter what they go through.\What's your name again?\Rinon?\You wanna eat something, too?\Probably a package...\Yes?\Kaito-kun...\Ta-Tanigawa... response:	You've got it all wrong.
context: What's your name again?\Rinon?\You wanna eat something, too?\Probably a package...\Yes?\Kaito-kun...\Ta-Tanigawa...\You've got it all wrong. response:	I didn't actually say it,
context: Rinon?\You wanna eat something, too?\Probably a package...\Yes?\Kaito-kun...\Ta-Tanigawa...\You've got it all wrong.\I didn't actually say it, response:	and I never got an answer...
context: You wanna eat something, too?\Probably a package...\Yes?\Kaito-kun...\Ta-Tanigawa...\You've got it all wrong.\I didn't actually say it,\and I never got an answer... response:	So don't laugh at me!
context: Probably a package...\Yes?\Kaito-kun...\Ta-Tanigawa...\You've got it all wrong.\I didn't actually say it,\and I never got an answer...\So don't laugh at me! response:	What are you talking about?
context: Yes?\Kaito-kun...\Ta-Tanigawa...\You've got it all wrong.\I didn't actually say it,\and I never got an answer...\So don't laugh at me!\What are you talking about? response:	Your face is red.
context: Kaito-kun...\Ta-Tanigawa...\You've got it all wrong.\I didn't actually say it,\and I never got an answer...\So don't laugh at me!\What are you talking about?\Your face is red. response:	Are you still not feeling well?
context: Ta-Tanigawa...\You've got it all wrong.\I didn't actually say it,\and I never got an answer...\So don't laugh at me!\What are you talking about?\Your face is red.\Are you still not feeling well? response:	N-No, I'm fine.
context: You've got it all wrong.\I didn't actually say it,\and I never got an answer...\So don't laugh at me!\What are you talking about?\Your face is red.\Are you still not feeling well?\N-No, I'm fine. response:	I slept a while longer, and I'm feeling better now.
context: I didn't actually say it,\and I never got an answer...\So don't laugh at me!\What are you talking about?\Your face is red.\Are you still not feeling well?\N-No, I'm fine.\I slept a while longer, and I'm feeling better now. response:	I'm fine.
context: and I never got an answer...\So don't laugh at me!\What are you talking about?\Your face is red.\Are you still not feeling well?\N-No, I'm fine.\I slept a while longer, and I'm feeling better now.\I'm fine. response:	Really?
context: So don't laugh at me!\What are you talking about?\Your face is red.\Are you still not feeling well?\N-No, I'm fine.\I slept a while longer, and I'm feeling better now.\I'm fine.\Really? response:	Sorry.
context: What are you talking about?\Your face is red.\Are you still not feeling well?\N-No, I'm fine.\I slept a while longer, and I'm feeling better now.\I'm fine.\Really?\Sorry. response:	I shouldn't lie, huh?
context: Your face is red.\Are you still not feeling well?\N-No, I'm fine.\I slept a while longer, and I'm feeling better now.\I'm fine.\Really?\Sorry.\I shouldn't lie, huh? response:	I just kind of skipped school today.
context: Are you still not feeling well?\N-No, I'm fine.\I slept a while longer, and I'm feeling better now.\I'm fine.\Really?\Sorry.\I shouldn't lie, huh?\I just kind of skipped school today. response:	Some stuff came up.
context: N-No, I'm fine.\I slept a while longer, and I'm feeling better now.\I'm fine.\Really?\Sorry.\I shouldn't lie, huh?\I just kind of skipped school today.\Some stuff came up. response:	That's good.
context: I slept a while longer, and I'm feeling better now.\I'm fine.\Really?\Sorry.\I shouldn't lie, huh?\I just kind of skipped school today.\Some stuff came up.\That's good. response:	Huh?
context: I'm fine.\Really?\Sorry.\I shouldn't lie, huh?\I just kind of skipped school today.\Some stuff came up.\That's good.\Huh? response:	I'm glad you're well.
context: Really?\Sorry.\I shouldn't lie, huh?\I just kind of skipped school today.\Some stuff came up.\That's good.\Huh?\I'm glad you're well. response:	Sorry for making you worry.
context: Sorry.\I shouldn't lie, huh?\I just kind of skipped school today.\Some stuff came up.\That's good.\Huh?\I'm glad you're well.\Sorry for making you worry. response:	You don't have to apologize.
context: I shouldn't lie, huh?\I just kind of skipped school today.\Some stuff came up.\That's good.\Huh?\I'm glad you're well.\Sorry for making you worry.\You don't have to apologize. response:	I feel better now.
context: I just kind of skipped school today.\Some stuff came up.\That's good.\Huh?\I'm glad you're well.\Sorry for making you worry.\You don't have to apologize.\I feel better now. response:	You came to check in on me, right?
context: Some stuff came up.\That's good.\Huh?\I'm glad you're well.\Sorry for making you worry.\You don't have to apologize.\I feel better now.\You came to check in on me, right? response:	Thanks.
context: That's good.\Huh?\I'm glad you're well.\Sorry for making you worry.\You don't have to apologize.\I feel better now.\You came to check in on me, right?\Thanks. response:	We don't have to stand here, come in.
context: Huh?\I'm glad you're well.\Sorry for making you worry.\You don't have to apologize.\I feel better now.\You came to check in on me, right?\Thanks.\We don't have to stand here, come in. response:	I see how it is.
context: I'm glad you're well.\Sorry for making you worry.\You don't have to apologize.\I feel better now.\You came to check in on me, right?\Thanks.\We don't have to stand here, come in.\I see how it is. response:	You told me you liked me yesterday
context: Sorry for making you worry.\You don't have to apologize.\I feel better now.\You came to check in on me, right?\Thanks.\We don't have to stand here, come in.\I see how it is.\You told me you liked me yesterday response:	and now, you already brought another girl into your room.
context: You don't have to apologize.\I feel better now.\You came to check in on me, right?\Thanks.\We don't have to stand here, come in.\I see how it is.\You told me you liked me yesterday\and now, you already brought another girl into your room. response:	Kaito-kun, you're such a playboy.
context: I feel better now.\You came to check in on me, right?\Thanks.\We don't have to stand here, come in.\I see how it is.\You told me you liked me yesterday\and now, you already brought another girl into your room.\Kaito-kun, you're such a playboy. response:	You take anything you can, don't you?
context: You came to check in on me, right?\Thanks.\We don't have to stand here, come in.\I see how it is.\You told me you liked me yesterday\and now, you already brought another girl into your room.\Kaito-kun, you're such a playboy.\You take anything you can, don't you? response:	We can't talk here!
context: Thanks.\We don't have to stand here, come in.\I see how it is.\You told me you liked me yesterday\and now, you already brought another girl into your room.\Kaito-kun, you're such a playboy.\You take anything you can, don't you?\We can't talk here! response:	Huh? Why?
context: We don't have to stand here, come in.\I see how it is.\You told me you liked me yesterday\and now, you already brought another girl into your room.\Kaito-kun, you're such a playboy.\You take anything you can, don't you?\We can't talk here!\Huh? Why? response:	Uh...
context: I see how it is.\You told me you liked me yesterday\and now, you already brought another girl into your room.\Kaito-kun, you're such a playboy.\You take anything you can, don't you?\We can't talk here!\Huh? Why?\Uh... response:	How about we go somewhere?
context: You told me you liked me yesterday\and now, you already brought another girl into your room.\Kaito-kun, you're such a playboy.\You take anything you can, don't you?\We can't talk here!\Huh? Why?\Uh...\How about we go somewhere? response:	What's wrong?
context: and now, you already brought another girl into your room.\Kaito-kun, you're such a playboy.\You take anything you can, don't you?\We can't talk here!\Huh? Why?\Uh...\How about we go somewhere?\What's wrong? response:	I want to go out!
context: Kaito-kun, you're such a playboy.\You take anything you can, don't you?\We can't talk here!\Huh? Why?\Uh...\How about we go somewhere?\What's wrong?\I want to go out! response:	R-Right...
context: You take anything you can, don't you?\We can't talk here!\Huh? Why?\Uh...\How about we go somewhere?\What's wrong?\I want to go out!\R-Right... response:	Okay, I guess.
context: We can't talk here!\Huh? Why?\Uh...\How about we go somewhere?\What's wrong?\I want to go out!\R-Right...\Okay, I guess. response:	I'm gonna get dressed, so hang on a second.
context: Huh? Why?\Uh...\How about we go somewhere?\What's wrong?\I want to go out!\R-Right...\Okay, I guess.\I'm gonna get dressed, so hang on a second. response:	Okay.
context: Uh...\How about we go somewhere?\What's wrong?\I want to go out!\R-Right...\Okay, I guess.\I'm gonna get dressed, so hang on a second.\Okay. response:	Sorry to keep you waiting.
context: How about we go somewhere?\What's wrong?\I want to go out!\R-Right...\Okay, I guess.\I'm gonna get dressed, so hang on a second.\Okay.\Sorry to keep you waiting. response:	Where are we going?
context: What's wrong?\I want to go out!\R-Right...\Okay, I guess.\I'm gonna get dressed, so hang on a second.\Okay.\Sorry to keep you waiting.\Where are we going? response:	How'bout Karuizawa? Haven't been there in a while.
context: I want to go out!\R-Right...\Okay, I guess.\I'm gonna get dressed, so hang on a second.\Okay.\Sorry to keep you waiting.\Where are we going?\How'bout Karuizawa? Haven't been there in a while. response:	We'll scope out some places to film.
context: R-Right...\Okay, I guess.\I'm gonna get dressed, so hang on a second.\Okay.\Sorry to keep you waiting.\Where are we going?\How'bout Karuizawa? Haven't been there in a while.\We'll scope out some places to film. response:	Sure.
context: Okay, I guess.\I'm gonna get dressed, so hang on a second.\Okay.\Sorry to keep you waiting.\Where are we going?\How'bout Karuizawa? Haven't been there in a while.\We'll scope out some places to film.\Sure. response:	What? They're leaving?
context: I'm gonna get dressed, so hang on a second.\Okay.\Sorry to keep you waiting.\Where are we going?\How'bout Karuizawa? Haven't been there in a while.\We'll scope out some places to film.\Sure.\What? They're leaving? response:	Kirishima-kun wasn't sick?
context: Okay.\Sorry to keep you waiting.\Where are we going?\How'bout Karuizawa? Haven't been there in a while.\We'll scope out some places to film.\Sure.\What? They're leaving?\Kirishima-kun wasn't sick? response:	This will work to our advantage.
context: Sorry to keep you waiting.\Where are we going?\How'bout Karuizawa? Haven't been there in a while.\We'll scope out some places to film.\Sure.\What? They're leaving?\Kirishima-kun wasn't sick?\This will work to our advantage. response:	Let's go, Snake.
context: Where are we going?\How'bout Karuizawa? Haven't been there in a while.\We'll scope out some places to film.\Sure.\What? They're leaving?\Kirishima-kun wasn't sick?\This will work to our advantage.\Let's go, Snake. response:	Who's that?
context: How'bout Karuizawa? Haven't been there in a while.\We'll scope out some places to film.\Sure.\What? They're leaving?\Kirishima-kun wasn't sick?\This will work to our advantage.\Let's go, Snake.\Who's that? response:	Maybe I should just go somewhere else instead of back to the house...
context: We'll scope out some places to film.\Sure.\What? They're leaving?\Kirishima-kun wasn't sick?\This will work to our advantage.\Let's go, Snake.\Who's that?\Maybe I should just go somewhere else instead of back to the house... response:	But Onee-chan-san told me to take care of Kaito-kun...
context: Sure.\What? They're leaving?\Kirishima-kun wasn't sick?\This will work to our advantage.\Let's go, Snake.\Who's that?\Maybe I should just go somewhere else instead of back to the house...\But Onee-chan-san told me to take care of Kaito-kun... response:	Kaito-kun and Tanigawa-san...
context: What? They're leaving?\Kirishima-kun wasn't sick?\This will work to our advantage.\Let's go, Snake.\Who's that?\Maybe I should just go somewhere else instead of back to the house...\But Onee-chan-san told me to take care of Kaito-kun...\Kaito-kun and Tanigawa-san... response:	Why...
context: Kirishima-kun wasn't sick?\This will work to our advantage.\Let's go, Snake.\Who's that?\Maybe I should just go somewhere else instead of back to the house...\But Onee-chan-san told me to take care of Kaito-kun...\Kaito-kun and Tanigawa-san...\Why... response:	They can't be!
context: This will work to our advantage.\Let's go, Snake.\Who's that?\Maybe I should just go somewhere else instead of back to the house...\But Onee-chan-san told me to take care of Kaito-kun...\Kaito-kun and Tanigawa-san...\Why...\They can't be! response:	Senpai's not an Earthling; she's an alien!
context: Let's go, Snake.\Who's that?\Maybe I should just go somewhere else instead of back to the house...\But Onee-chan-san told me to take care of Kaito-kun...\Kaito-kun and Tanigawa-san...\Why...\They can't be!\Senpai's not an Earthling; she's an alien! response:	Save me, Men In Black!
context: Who's that?\Maybe I should just go somewhere else instead of back to the house...\But Onee-chan-san told me to take care of Kaito-kun...\Kaito-kun and Tanigawa-san...\Why...\They can't be!\Senpai's not an Earthling; she's an alien!\Save me, Men In Black! response:	Rinon! Can you hear me, Rinon?!
context: Maybe I should just go somewhere else instead of back to the house...\But Onee-chan-san told me to take care of Kaito-kun...\Kaito-kun and Tanigawa-san...\Why...\They can't be!\Senpai's not an Earthling; she's an alien!\Save me, Men In Black!\Rinon! Can you hear me, Rinon?! response:	Jump me with the linkage!
context: But Onee-chan-san told me to take care of Kaito-kun...\Kaito-kun and Tanigawa-san...\Why...\They can't be!\Senpai's not an Earthling; she's an alien!\Save me, Men In Black!\Rinon! Can you hear me, Rinon?!\Jump me with the linkage! response:	Why won't you answer me?!
context: Kaito-kun and Tanigawa-san...\Why...\They can't be!\Senpai's not an Earthling; she's an alien!\Save me, Men In Black!\Rinon! Can you hear me, Rinon?!\Jump me with the linkage!\Why won't you answer me?! response:	Episode 3 Senpai Says...
context: Why...\They can't be!\Senpai's not an Earthling; she's an alien!\Save me, Men In Black!\Rinon! Can you hear me, Rinon?!\Jump me with the linkage!\Why won't you answer me?!\Episode 3 Senpai Says... response:	God!
context: They can't be!\Senpai's not an Earthling; she's an alien!\Save me, Men In Black!\Rinon! Can you hear me, Rinon?!\Jump me with the linkage!\Why won't you answer me?!\Episode 3 Senpai Says...\God! response:	Th-There's a lot of people here.
context: Senpai's not an Earthling; she's an alien!\Save me, Men In Black!\Rinon! Can you hear me, Rinon?!\Jump me with the linkage!\Why won't you answer me?!\Episode 3 Senpai Says...\God!\Th-There's a lot of people here. response:	That's'cause it's a Saturday in July.
context: Save me, Men In Black!\Rinon! Can you hear me, Rinon?!\Jump me with the linkage!\Why won't you answer me?!\Episode 3 Senpai Says...\God!\Th-There's a lot of people here.\That's'cause it's a Saturday in July. response:	Where are we going to look?
context: Rinon! Can you hear me, Rinon?!\Jump me with the linkage!\Why won't you answer me?!\Episode 3 Senpai Says...\God!\Th-There's a lot of people here.\That's'cause it's a Saturday in July.\Where are we going to look? response:	I haven't really thought about it. I was just gonna walk around.
context: Jump me with the linkage!\Why won't you answer me?!\Episode 3 Senpai Says...\God!\Th-There's a lot of people here.\That's'cause it's a Saturday in July.\Where are we going to look?\I haven't really thought about it. I was just gonna walk around. response:	Then let's just walk around.
context: Why won't you answer me?!\Episode 3 Senpai Says...\God!\Th-There's a lot of people here.\That's'cause it's a Saturday in July.\Where are we going to look?\I haven't really thought about it. I was just gonna walk around.\Then let's just walk around. response:	It's like they're on a date.
context: Episode 3 Senpai Says...\God!\Th-There's a lot of people here.\That's'cause it's a Saturday in July.\Where are we going to look?\I haven't really thought about it. I was just gonna walk around.\Then let's just walk around.\It's like they're on a date. response:	Yeah.
context: God!\Th-There's a lot of people here.\That's'cause it's a Saturday in July.\Where are we going to look?\I haven't really thought about it. I was just gonna walk around.\Then let's just walk around.\It's like they're on a date.\Yeah. response:	But it's hard to film with so many people around.
context: Th-There's a lot of people here.\That's'cause it's a Saturday in July.\Where are we going to look?\I haven't really thought about it. I was just gonna walk around.\Then let's just walk around.\It's like they're on a date.\Yeah.\But it's hard to film with so many people around. response:	What's that?
context: That's'cause it's a Saturday in July.\Where are we going to look?\I haven't really thought about it. I was just gonna walk around.\Then let's just walk around.\It's like they're on a date.\Yeah.\But it's hard to film with so many people around.\What's that? response:	Of course I'd have something like this.
context: Where are we going to look?\I haven't really thought about it. I was just gonna walk around.\Then let's just walk around.\It's like they're on a date.\Yeah.\But it's hard to film with so many people around.\What's that?\Of course I'd have something like this. response:	Of course?
context: I haven't really thought about it. I was just gonna walk around.\Then let's just walk around.\It's like they're on a date.\Yeah.\But it's hard to film with so many people around.\What's that?\Of course I'd have something like this.\Of course? response:	That's right.
context: Then let's just walk around.\It's like they're on a date.\Yeah.\But it's hard to film with so many people around.\What's that?\Of course I'd have something like this.\Of course?\That's right. response:	The sparkle of youth lasts but a moment.
context: It's like they're on a date.\Yeah.\But it's hard to film with so many people around.\What's that?\Of course I'd have something like this.\Of course?\That's right.\The sparkle of youth lasts but a moment. response:	You need to put a lot of work into recording that.
context: Yeah.\But it's hard to film with so many people around.\What's that?\Of course I'd have something like this.\Of course?\That's right.\The sparkle of youth lasts but a moment.\You need to put a lot of work into recording that. response:	Really?
context: But it's hard to film with so many people around.\What's that?\Of course I'd have something like this.\Of course?\That's right.\The sparkle of youth lasts but a moment.\You need to put a lot of work into recording that.\Really? response:	Hm? What's up?
context: What's that?\Of course I'd have something like this.\Of course?\That's right.\The sparkle of youth lasts but a moment.\You need to put a lot of work into recording that.\Really?\Hm? What's up? response:	Uh... I...
context: Of course I'd have something like this.\Of course?\That's right.\The sparkle of youth lasts but a moment.\You need to put a lot of work into recording that.\Really?\Hm? What's up?\Uh... I... response:	I'm kind of thirsty, so I'm going to buy some juice.
context: Of course?\That's right.\The sparkle of youth lasts but a moment.\You need to put a lot of work into recording that.\Really?\Hm? What's up?\Uh... I...\I'm kind of thirsty, so I'm going to buy some juice. response:	I'll go with you.
context: That's right.\The sparkle of youth lasts but a moment.\You need to put a lot of work into recording that.\Really?\Hm? What's up?\Uh... I...\I'm kind of thirsty, so I'm going to buy some juice.\I'll go with you. response:	Remon-senpai, you want some?
context: The sparkle of youth lasts but a moment.\You need to put a lot of work into recording that.\Really?\Hm? What's up?\Uh... I...\I'm kind of thirsty, so I'm going to buy some juice.\I'll go with you.\Remon-senpai, you want some? response:	Please.
context: You need to put a lot of work into recording that.\Really?\Hm? What's up?\Uh... I...\I'm kind of thirsty, so I'm going to buy some juice.\I'll go with you.\Remon-senpai, you want some?\Please. response:	Hm...
context: Really?\Hm? What's up?\Uh... I...\I'm kind of thirsty, so I'm going to buy some juice.\I'll go with you.\Remon-senpai, you want some?\Please.\Hm... response:	Where did they go?
context: Hm? What's up?\Uh... I...\I'm kind of thirsty, so I'm going to buy some juice.\I'll go with you.\Remon-senpai, you want some?\Please.\Hm...\Where did they go? response:	Thank you.
context: Uh... I...\I'm kind of thirsty, so I'm going to buy some juice.\I'll go with you.\Remon-senpai, you want some?\Please.\Hm...\Where did they go?\Thank you. response:	Here you go.
context: I'm kind of thirsty, so I'm going to buy some juice.\I'll go with you.\Remon-senpai, you want some?\Please.\Hm...\Where did they go?\Thank you.\Here you go. response:	Sorry for having you come with me.
context: I'll go with you.\Remon-senpai, you want some?\Please.\Hm...\Where did they go?\Thank you.\Here you go.\Sorry for having you come with me. response:	It's fine. I was thirsty, too.
context: Remon-senpai, you want some?\Please.\Hm...\Where did they go?\Thank you.\Here you go.\Sorry for having you come with me.\It's fine. I was thirsty, too. response:	Yeah...
context: Please.\Hm...\Where did they go?\Thank you.\Here you go.\Sorry for having you come with me.\It's fine. I was thirsty, too.\Yeah... response:	That's really good.
context: Hm...\Where did they go?\Thank you.\Here you go.\Sorry for having you come with me.\It's fine. I was thirsty, too.\Yeah...\That's really good. response:	I should have gotten one in large.
context: Where did they go?\Thank you.\Here you go.\Sorry for having you come with me.\It's fine. I was thirsty, too.\Yeah...\That's really good.\I should have gotten one in large. response:	Why did Kirishima-kun not come to school?
context: Thank you.\Here you go.\Sorry for having you come with me.\It's fine. I was thirsty, too.\Yeah...\That's really good.\I should have gotten one in large.\Why did Kirishima-kun not come to school? response:	Well, that's obvious.
context: Here you go.\Sorry for having you come with me.\It's fine. I was thirsty, too.\Yeah...\That's really good.\I should have gotten one in large.\Why did Kirishima-kun not come to school?\Well, that's obvious. response:	Takatsuki-senpai?
context: Sorry for having you come with me.\It's fine. I was thirsty, too.\Yeah...\That's really good.\I should have gotten one in large.\Why did Kirishima-kun not come to school?\Well, that's obvious.\Takatsuki-senpai? response:	Well, something happened,
context: It's fine. I was thirsty, too.\Yeah...\That's really good.\I should have gotten one in large.\Why did Kirishima-kun not come to school?\Well, that's obvious.\Takatsuki-senpai?\Well, something happened, response:	since it pushed him into staying home.
context: Yeah...\That's really good.\I should have gotten one in large.\Why did Kirishima-kun not come to school?\Well, that's obvious.\Takatsuki-senpai?\Well, something happened,\since it pushed him into staying home. response:	But this'll be a chance for Kanna.
context: That's really good.\I should have gotten one in large.\Why did Kirishima-kun not come to school?\Well, that's obvious.\Takatsuki-senpai?\Well, something happened,\since it pushed him into staying home.\But this'll be a chance for Kanna. response:	It'll come back to bite you.
context: I should have gotten one in large.\Why did Kirishima-kun not come to school?\Well, that's obvious.\Takatsuki-senpai?\Well, something happened,\since it pushed him into staying home.\But this'll be a chance for Kanna.\It'll come back to bite you. response:	Huh?
context: Why did Kirishima-kun not come to school?\Well, that's obvious.\Takatsuki-senpai?\Well, something happened,\since it pushed him into staying home.\But this'll be a chance for Kanna.\It'll come back to bite you.\Huh? response:	If you mess with someone else's love life.
context: Well, that's obvious.\Takatsuki-senpai?\Well, something happened,\since it pushed him into staying home.\But this'll be a chance for Kanna.\It'll come back to bite you.\Huh?\If you mess with someone else's love life. response:	Mess with?
context: Takatsuki-senpai?\Well, something happened,\since it pushed him into staying home.\But this'll be a chance for Kanna.\It'll come back to bite you.\Huh?\If you mess with someone else's love life.\Mess with? response:	I'm trying to help them out.
context: Well, something happened,\since it pushed him into staying home.\But this'll be a chance for Kanna.\It'll come back to bite you.\Huh?\If you mess with someone else's love life.\Mess with?\I'm trying to help them out. response:	You're messing with them.
context: since it pushed him into staying home.\But this'll be a chance for Kanna.\It'll come back to bite you.\Huh?\If you mess with someone else's love life.\Mess with?\I'm trying to help them out.\You're messing with them. response:	You're going to end up biting yourself.
context: But this'll be a chance for Kanna.\It'll come back to bite you.\Huh?\If you mess with someone else's love life.\Mess with?\I'm trying to help them out.\You're messing with them.\You're going to end up biting yourself. response:	It'll... probably hurt.
context: It'll come back to bite you.\Huh?\If you mess with someone else's love life.\Mess with?\I'm trying to help them out.\You're messing with them.\You're going to end up biting yourself.\It'll... probably hurt. response:	Thanks for worrying about me.
context: Huh?\If you mess with someone else's love life.\Mess with?\I'm trying to help them out.\You're messing with them.\You're going to end up biting yourself.\It'll... probably hurt.\Thanks for worrying about me. response:	But you're thinking about it too much.
context: If you mess with someone else's love life.\Mess with?\I'm trying to help them out.\You're messing with them.\You're going to end up biting yourself.\It'll... probably hurt.\Thanks for worrying about me.\But you're thinking about it too much. response:	Kanna's just a friend I've had since I was little.
context: Mess with?\I'm trying to help them out.\You're messing with them.\You're going to end up biting yourself.\It'll... probably hurt.\Thanks for worrying about me.\But you're thinking about it too much.\Kanna's just a friend I've had since I was little. response:	Nothing more.
context: I'm trying to help them out.\You're messing with them.\You're going to end up biting yourself.\It'll... probably hurt.\Thanks for worrying about me.\But you're thinking about it too much.\Kanna's just a friend I've had since I was little.\Nothing more. response:	This view here is pretty good.
context: You're messing with them.\You're going to end up biting yourself.\It'll... probably hurt.\Thanks for worrying about me.\But you're thinking about it too much.\Kanna's just a friend I've had since I was little.\Nothing more.\This view here is pretty good. response:	Did you find a place that looks good?
context: You're going to end up biting yourself.\It'll... probably hurt.\Thanks for worrying about me.\But you're thinking about it too much.\Kanna's just a friend I've had since I was little.\Nothing more.\This view here is pretty good.\Did you find a place that looks good? response:	Guess so.
