context: This is the last time. response:	Please don't meddle in my affairs any more.
context: May I ask you something?\What is it?\How do you personally perceive demons?\Isn't that a given?\They are simply monsters.\Kanbara-senpai!\Eating in the cafeteria today?\Uh, yeah. response:	Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?
context: What is it?\How do you personally perceive demons?\Isn't that a given?\They are simply monsters.\Kanbara-senpai!\Eating in the cafeteria today?\Uh, yeah.\Say, Ai-chan, how do you have food when you don't even have enough money for plain udon? response:	That's a good question.
context: How do you personally perceive demons?\Isn't that a given?\They are simply monsters.\Kanbara-senpai!\Eating in the cafeteria today?\Uh, yeah.\Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?\That's a good question. response:	Basic Soba
context: Isn't that a given?\They are simply monsters.\Kanbara-senpai!\Eating in the cafeteria today?\Uh, yeah.\Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?\That's a good question.\Basic Soba response:	Basic Soba
context: They are simply monsters.\Kanbara-senpai!\Eating in the cafeteria today?\Uh, yeah.\Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?\That's a good question.\Basic Soba\Basic Soba response:	Basic Soba
context: Kanbara-senpai!\Eating in the cafeteria today?\Uh, yeah.\Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?\That's a good question.\Basic Soba\Basic Soba\Basic Soba response:	Kitsune
context: Eating in the cafeteria today?\Uh, yeah.\Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?\That's a good question.\Basic Soba\Basic Soba\Basic Soba\Kitsune response:	Fried Gyoza
context: Uh, yeah.\Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?\That's a good question.\Basic Soba\Basic Soba\Basic Soba\Kitsune\Fried Gyoza response:	Basic Udon
context: Say, Ai-chan, how do you have food when you don't even have enough money for plain udon?\That's a good question.\Basic Soba\Basic Soba\Basic Soba\Kitsune\Fried Gyoza\Basic Udon response:	Ramen
context: That's a good question.\Basic Soba\Basic Soba\Basic Soba\Kitsune\Fried Gyoza\Basic Udon\Ramen response:	Curry Udon
context: Basic Soba\Basic Soba\Basic Soba\Kitsune\Fried Gyoza\Basic Udon\Ramen\Curry Udon response:	Cup Ramen
context: Basic Soba\Basic Soba\Kitsune\Fried Gyoza\Basic Udon\Ramen\Curry Udon\Cup Ramen response:	Cup Ramen
context: Basic Soba\Kitsune\Fried Gyoza\Basic Udon\Ramen\Curry Udon\Cup Ramen\Cup Ramen response:	Oh, so this is where you went.
context: Kitsune\Fried Gyoza\Basic Udon\Ramen\Curry Udon\Cup Ramen\Cup Ramen\Oh, so this is where you went. response:	Senpai!
context: Fried Gyoza\Basic Udon\Ramen\Curry Udon\Cup Ramen\Cup Ramen\Oh, so this is where you went.\Senpai! response:	How may I help you?
context: Basic Udon\Ramen\Curry Udon\Cup Ramen\Cup Ramen\Oh, so this is where you went.\Senpai!\How may I help you? response:	Well, I heard that you defeated a demon.
context: Ramen\Curry Udon\Cup Ramen\Cup Ramen\Oh, so this is where you went.\Senpai!\How may I help you?\Well, I heard that you defeated a demon. response:	That's none of your business.
context: Curry Udon\Cup Ramen\Cup Ramen\Oh, so this is where you went.\Senpai!\How may I help you?\Well, I heard that you defeated a demon.\That's none of your business. response:	Mitsuki left it with me,
context: Cup Ramen\Cup Ramen\Oh, so this is where you went.\Senpai!\How may I help you?\Well, I heard that you defeated a demon.\That's none of your business.\Mitsuki left it with me, response:	so I dropped by Ayaka-san's and traded it in.
context: Cup Ramen\Oh, so this is where you went.\Senpai!\How may I help you?\Well, I heard that you defeated a demon.\That's none of your business.\Mitsuki left it with me,\so I dropped by Ayaka-san's and traded it in. response:	T-Ten-thousand yen?!
context: Oh, so this is where you went.\Senpai!\How may I help you?\Well, I heard that you defeated a demon.\That's none of your business.\Mitsuki left it with me,\so I dropped by Ayaka-san's and traded it in.\T-Ten-thousand yen?! response:	That demon was worth...
context: Senpai!\How may I help you?\Well, I heard that you defeated a demon.\That's none of your business.\Mitsuki left it with me,\so I dropped by Ayaka-san's and traded it in.\T-Ten-thousand yen?!\That demon was worth... response:	Shoot, my last shrimp!
context: How may I help you?\Well, I heard that you defeated a demon.\That's none of your business.\Mitsuki left it with me,\so I dropped by Ayaka-san's and traded it in.\T-Ten-thousand yen?!\That demon was worth...\Shoot, my last shrimp! response:	Take it.
context: Well, I heard that you defeated a demon.\That's none of your business.\Mitsuki left it with me,\so I dropped by Ayaka-san's and traded it in.\T-Ten-thousand yen?!\That demon was worth...\Shoot, my last shrimp!\Take it. response:	I said I don't want it!
context: That's none of your business.\Mitsuki left it with me,\so I dropped by Ayaka-san's and traded it in.\T-Ten-thousand yen?!\That demon was worth...\Shoot, my last shrimp!\Take it.\I said I don't want it! response:	Calm down! Your actions are contradicting your words.
context: Mitsuki left it with me,\so I dropped by Ayaka-san's and traded it in.\T-Ten-thousand yen?!\That demon was worth...\Shoot, my last shrimp!\Take it.\I said I don't want it!\Calm down! Your actions are contradicting your words. response:	Do you realize how many of these instant ramen cups I could buy with that?!
context: so I dropped by Ayaka-san's and traded it in.\T-Ten-thousand yen?!\That demon was worth...\Shoot, my last shrimp!\Take it.\I said I don't want it!\Calm down! Your actions are contradicting your words.\Do you realize how many of these instant ramen cups I could buy with that?! response:	That's why I said you can have it.
context: T-Ten-thousand yen?!\That demon was worth...\Shoot, my last shrimp!\Take it.\I said I don't want it!\Calm down! Your actions are contradicting your words.\Do you realize how many of these instant ramen cups I could buy with that?!\That's why I said you can have it. response:	Are you crying?
context: That demon was worth...\Shoot, my last shrimp!\Take it.\I said I don't want it!\Calm down! Your actions are contradicting your words.\Do you realize how many of these instant ramen cups I could buy with that?!\That's why I said you can have it.\Are you crying? response:	I can't accept it.
context: Shoot, my last shrimp!\Take it.\I said I don't want it!\Calm down! Your actions are contradicting your words.\Do you realize how many of these instant ramen cups I could buy with that?!\That's why I said you can have it.\Are you crying?\I can't accept it. response:	Your words sound way too empty!
context: Take it.\I said I don't want it!\Calm down! Your actions are contradicting your words.\Do you realize how many of these instant ramen cups I could buy with that?!\That's why I said you can have it.\Are you crying?\I can't accept it.\Your words sound way too empty! response:	I don't really need this, but since you went to the trouble of bringing it here...
context: I said I don't want it!\Calm down! Your actions are contradicting your words.\Do you realize how many of these instant ramen cups I could buy with that?!\That's why I said you can have it.\Are you crying?\I can't accept it.\Your words sound way too empty!\I don't really need this, but since you went to the trouble of bringing it here... response:	Like anyone would believe that one.
context: Calm down! Your actions are contradicting your words.\Do you realize how many of these instant ramen cups I could buy with that?!\That's why I said you can have it.\Are you crying?\I can't accept it.\Your words sound way too empty!\I don't really need this, but since you went to the trouble of bringing it here...\Like anyone would believe that one. response:	Anyway, just forget about it. Why don't you drop by our club today?
context: Do you realize how many of these instant ramen cups I could buy with that?!\That's why I said you can have it.\Are you crying?\I can't accept it.\Your words sound way too empty!\I don't really need this, but since you went to the trouble of bringing it here...\Like anyone would believe that one.\Anyway, just forget about it. Why don't you drop by our club today? response:	I've already told you. Please don't meddle in my affairs any more.
context: That's why I said you can have it.\Are you crying?\I can't accept it.\Your words sound way too empty!\I don't really need this, but since you went to the trouble of bringing it here...\Like anyone would believe that one.\Anyway, just forget about it. Why don't you drop by our club today?\I've already told you. Please don't meddle in my affairs any more. response:	After all the times you used me as your practice dummy?
context: Are you crying?\I can't accept it.\Your words sound way too empty!\I don't really need this, but since you went to the trouble of bringing it here...\Like anyone would believe that one.\Anyway, just forget about it. Why don't you drop by our club today?\I've already told you. Please don't meddle in my affairs any more.\After all the times you used me as your practice dummy? response:	I'll stop doing that.
context: I can't accept it.\Your words sound way too empty!\I don't really need this, but since you went to the trouble of bringing it here...\Like anyone would believe that one.\Anyway, just forget about it. Why don't you drop by our club today?\I've already told you. Please don't meddle in my affairs any more.\After all the times you used me as your practice dummy?\I'll stop doing that. response:	First you insist on chasing after me and now you're running away?
context: Your words sound way too empty!\I don't really need this, but since you went to the trouble of bringing it here...\Like anyone would believe that one.\Anyway, just forget about it. Why don't you drop by our club today?\I've already told you. Please don't meddle in my affairs any more.\After all the times you used me as your practice dummy?\I'll stop doing that.\First you insist on chasing after me and now you're running away? response:	So that's Kuriyama Mirai?
context: I don't really need this, but since you went to the trouble of bringing it here...\Like anyone would believe that one.\Anyway, just forget about it. Why don't you drop by our club today?\I've already told you. Please don't meddle in my affairs any more.\After all the times you used me as your practice dummy?\I'll stop doing that.\First you insist on chasing after me and now you're running away?\So that's Kuriyama Mirai? response:	Gee, I wonder whose hands these are.
context: Like anyone would believe that one.\Anyway, just forget about it. Why don't you drop by our club today?\I've already told you. Please don't meddle in my affairs any more.\After all the times you used me as your practice dummy?\I'll stop doing that.\First you insist on chasing after me and now you're running away?\So that's Kuriyama Mirai?\Gee, I wonder whose hands these are. response:	These would be my hands, which I have placed on your waist.
context: Anyway, just forget about it. Why don't you drop by our club today?\I've already told you. Please don't meddle in my affairs any more.\After all the times you used me as your practice dummy?\I'll stop doing that.\First you insist on chasing after me and now you're running away?\So that's Kuriyama Mirai?\Gee, I wonder whose hands these are.\These would be my hands, which I have placed on your waist. response:	Is there a problem?
context: I've already told you. Please don't meddle in my affairs any more.\After all the times you used me as your practice dummy?\I'll stop doing that.\First you insist on chasing after me and now you're running away?\So that's Kuriyama Mirai?\Gee, I wonder whose hands these are.\These would be my hands, which I have placed on your waist.\Is there a problem? response:	Oh, right! I never told you, did I?
context: After all the times you used me as your practice dummy?\I'll stop doing that.\First you insist on chasing after me and now you're running away?\So that's Kuriyama Mirai?\Gee, I wonder whose hands these are.\These would be my hands, which I have placed on your waist.\Is there a problem?\Oh, right! I never told you, did I? response:	I'm a teacher here.
context: I'll stop doing that.\First you insist on chasing after me and now you're running away?\So that's Kuriyama Mirai?\Gee, I wonder whose hands these are.\These would be my hands, which I have placed on your waist.\Is there a problem?\Oh, right! I never told you, did I?\I'm a teacher here. response:	Did you hear about the Hollow Shadow?
context: First you insist on chasing after me and now you're running away?\So that's Kuriyama Mirai?\Gee, I wonder whose hands these are.\These would be my hands, which I have placed on your waist.\Is there a problem?\Oh, right! I never told you, did I?\I'm a teacher here.\Did you hear about the Hollow Shadow? response:	Guess not since you just moved in!
context: So that's Kuriyama Mirai?\Gee, I wonder whose hands these are.\These would be my hands, which I have placed on your waist.\Is there a problem?\Oh, right! I never told you, did I?\I'm a teacher here.\Did you hear about the Hollow Shadow?\Guess not since you just moved in! response:	It's supposed to enter town this evening.
context: Gee, I wonder whose hands these are.\These would be my hands, which I have placed on your waist.\Is there a problem?\Oh, right! I never told you, did I?\I'm a teacher here.\Did you hear about the Hollow Shadow?\Guess not since you just moved in!\It's supposed to enter town this evening. response:	We aren't allowed to approach it until it leaves.
context: These would be my hands, which I have placed on your waist.\Is there a problem?\Oh, right! I never told you, did I?\I'm a teacher here.\Did you hear about the Hollow Shadow?\Guess not since you just moved in!\It's supposed to enter town this evening.\We aren't allowed to approach it until it leaves. response:	Is that right?
context: Is there a problem?\Oh, right! I never told you, did I?\I'm a teacher here.\Did you hear about the Hollow Shadow?\Guess not since you just moved in!\It's supposed to enter town this evening.\We aren't allowed to approach it until it leaves.\Is that right? response:	You could live almost like a king for a good year if you managed to defeat it,
context: Oh, right! I never told you, did I?\I'm a teacher here.\Did you hear about the Hollow Shadow?\Guess not since you just moved in!\It's supposed to enter town this evening.\We aren't allowed to approach it until it leaves.\Is that right?\You could live almost like a king for a good year if you managed to defeat it, response:	but you'd need more lives than a cat to make it out alive!
context: I'm a teacher here.\Did you hear about the Hollow Shadow?\Guess not since you just moved in!\It's supposed to enter town this evening.\We aren't allowed to approach it until it leaves.\Is that right?\You could live almost like a king for a good year if you managed to defeat it,\but you'd need more lives than a cat to make it out alive! response:	Be extra careful to steer clear of it!
context: Did you hear about the Hollow Shadow?\Guess not since you just moved in!\It's supposed to enter town this evening.\We aren't allowed to approach it until it leaves.\Is that right?\You could live almost like a king for a good year if you managed to defeat it,\but you'd need more lives than a cat to make it out alive!\Be extra careful to steer clear of it! response:	Hey! No running in the halls!
context: Guess not since you just moved in!\It's supposed to enter town this evening.\We aren't allowed to approach it until it leaves.\Is that right?\You could live almost like a king for a good year if you managed to defeat it,\but you'd need more lives than a cat to make it out alive!\Be extra careful to steer clear of it!\Hey! No running in the halls! response:	A clan that can control their blood at will, huh?
context: It's supposed to enter town this evening.\We aren't allowed to approach it until it leaves.\Is that right?\You could live almost like a king for a good year if you managed to defeat it,\but you'd need more lives than a cat to make it out alive!\Be extra careful to steer clear of it!\Hey! No running in the halls!\A clan that can control their blood at will, huh? response:	Do you know anything about them?
context: We aren't allowed to approach it until it leaves.\Is that right?\You could live almost like a king for a good year if you managed to defeat it,\but you'd need more lives than a cat to make it out alive!\Be extra careful to steer clear of it!\Hey! No running in the halls!\A clan that can control their blood at will, huh?\Do you know anything about them? response:	Like... Did something happen in her past?
context: Is that right?\You could live almost like a king for a good year if you managed to defeat it,\but you'd need more lives than a cat to make it out alive!\Be extra careful to steer clear of it!\Hey! No running in the halls!\A clan that can control their blood at will, huh?\Do you know anything about them?\Like... Did something happen in her past? response:	Was there an accident?
context: You could live almost like a king for a good year if you managed to defeat it,\but you'd need more lives than a cat to make it out alive!\Be extra careful to steer clear of it!\Hey! No running in the halls!\A clan that can control their blood at will, huh?\Do you know anything about them?\Like... Did something happen in her past?\Was there an accident? response:	No clue.
context: but you'd need more lives than a cat to make it out alive!\Be extra careful to steer clear of it!\Hey! No running in the halls!\A clan that can control their blood at will, huh?\Do you know anything about them?\Like... Did something happen in her past?\Was there an accident?\No clue. response:	Even if I had some idea, I'm not obligated to tell you.
context: Be extra careful to steer clear of it!\Hey! No running in the halls!\A clan that can control their blood at will, huh?\Do you know anything about them?\Like... Did something happen in her past?\Was there an accident?\No clue.\Even if I had some idea, I'm not obligated to tell you. response:	I truly don't know anything about this, though.
context: Hey! No running in the halls!\A clan that can control their blood at will, huh?\Do you know anything about them?\Like... Did something happen in her past?\Was there an accident?\No clue.\Even if I had some idea, I'm not obligated to tell you.\I truly don't know anything about this, though. response:	I see.
context: A clan that can control their blood at will, huh?\Do you know anything about them?\Like... Did something happen in her past?\Was there an accident?\No clue.\Even if I had some idea, I'm not obligated to tell you.\I truly don't know anything about this, though.\I see. response:	Did she tell you something?
context: Do you know anything about them?\Like... Did something happen in her past?\Was there an accident?\No clue.\Even if I had some idea, I'm not obligated to tell you.\I truly don't know anything about this, though.\I see.\Did she tell you something? response:	If you don't want to tell me, you don't have to.
context: Like... Did something happen in her past?\Was there an accident?\No clue.\Even if I had some idea, I'm not obligated to tell you.\I truly don't know anything about this, though.\I see.\Did she tell you something?\If you don't want to tell me, you don't have to. response:	No, I'm just not sure if it's something I should talk about.
context: Was there an accident?\No clue.\Even if I had some idea, I'm not obligated to tell you.\I truly don't know anything about this, though.\I see.\Did she tell you something?\If you don't want to tell me, you don't have to.\No, I'm just not sure if it's something I should talk about. response:	But... I'm pretty sure that she's hiding something.
context: No clue.\Even if I had some idea, I'm not obligated to tell you.\I truly don't know anything about this, though.\I see.\Did she tell you something?\If you don't want to tell me, you don't have to.\No, I'm just not sure if it's something I should talk about.\But... I'm pretty sure that she's hiding something. response:	How do you know she isn't just messing with you?
context: Even if I had some idea, I'm not obligated to tell you.\I truly don't know anything about this, though.\I see.\Did she tell you something?\If you don't want to tell me, you don't have to.\No, I'm just not sure if it's something I should talk about.\But... I'm pretty sure that she's hiding something.\How do you know she isn't just messing with you? response:	Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?
context: I truly don't know anything about this, though.\I see.\Did she tell you something?\If you don't want to tell me, you don't have to.\No, I'm just not sure if it's something I should talk about.\But... I'm pretty sure that she's hiding something.\How do you know she isn't just messing with you?\Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it? response:	Hold on.
context: I see.\Did she tell you something?\If you don't want to tell me, you don't have to.\No, I'm just not sure if it's something I should talk about.\But... I'm pretty sure that she's hiding something.\How do you know she isn't just messing with you?\Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?\Hold on. response:	You're not completely wrong, but I don't care about them being busty.
context: Did she tell you something?\If you don't want to tell me, you don't have to.\No, I'm just not sure if it's something I should talk about.\But... I'm pretty sure that she's hiding something.\How do you know she isn't just messing with you?\Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?\Hold on.\You're not completely wrong, but I don't care about them being busty. response:	The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!
context: If you don't want to tell me, you don't have to.\No, I'm just not sure if it's something I should talk about.\But... I'm pretty sure that she's hiding something.\How do you know she isn't just messing with you?\Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?\Hold on.\You're not completely wrong, but I don't care about them being busty.\The most important factor bifocal enthusiasts look for in a girl is that they wear glasses! response:	Akkey, do you enjoy passionately declaring your fetish or something?
context: No, I'm just not sure if it's something I should talk about.\But... I'm pretty sure that she's hiding something.\How do you know she isn't just messing with you?\Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?\Hold on.\You're not completely wrong, but I don't care about them being busty.\The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!\Akkey, do you enjoy passionately declaring your fetish or something? response:	Shut up!
context: But... I'm pretty sure that she's hiding something.\How do you know she isn't just messing with you?\Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?\Hold on.\You're not completely wrong, but I don't care about them being busty.\The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!\Akkey, do you enjoy passionately declaring your fetish or something?\Shut up! response:	You're in no position to be criticizing me when you're what we call a siscon, Hiromi!
context: How do you know she isn't just messing with you?\Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?\Hold on.\You're not completely wrong, but I don't care about them being busty.\The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!\Akkey, do you enjoy passionately declaring your fetish or something?\Shut up!\You're in no position to be criticizing me when you're what we call a siscon, Hiromi! response:	Oh, but isn't my unwavering resolution grand?
context: Akkey, it's hard for you to turn a blind eye when you see a busty damsel in distress, isn't it?\Hold on.\You're not completely wrong, but I don't care about them being busty.\The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!\Akkey, do you enjoy passionately declaring your fetish or something?\Shut up!\You're in no position to be criticizing me when you're what we call a siscon, Hiromi!\Oh, but isn't my unwavering resolution grand? response:	As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.
context: Hold on.\You're not completely wrong, but I don't care about them being busty.\The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!\Akkey, do you enjoy passionately declaring your fetish or something?\Shut up!\You're in no position to be criticizing me when you're what we call a siscon, Hiromi!\Oh, but isn't my unwavering resolution grand?\As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister. response:	My love for glasses deserves far more recognition than you're giving it!
context: You're not completely wrong, but I don't care about them being busty.\The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!\Akkey, do you enjoy passionately declaring your fetish or something?\Shut up!\You're in no position to be criticizing me when you're what we call a siscon, Hiromi!\Oh, but isn't my unwavering resolution grand?\As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.\My love for glasses deserves far more recognition than you're giving it! response:	I've put glasses on that sacred sister of yours.
context: The most important factor bifocal enthusiasts look for in a girl is that they wear glasses!\Akkey, do you enjoy passionately declaring your fetish or something?\Shut up!\You're in no position to be criticizing me when you're what we call a siscon, Hiromi!\Oh, but isn't my unwavering resolution grand?\As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.\My love for glasses deserves far more recognition than you're giving it!\I've put glasses on that sacred sister of yours. response:	You've what?!
context: Akkey, do you enjoy passionately declaring your fetish or something?\Shut up!\You're in no position to be criticizing me when you're what we call a siscon, Hiromi!\Oh, but isn't my unwavering resolution grand?\As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.\My love for glasses deserves far more recognition than you're giving it!\I've put glasses on that sacred sister of yours.\You've what?! response:	I had her put some on when we were alone in the clubroom.
context: Shut up!\You're in no position to be criticizing me when you're what we call a siscon, Hiromi!\Oh, but isn't my unwavering resolution grand?\As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.\My love for glasses deserves far more recognition than you're giving it!\I've put glasses on that sacred sister of yours.\You've what?!\I had her put some on when we were alone in the clubroom. response:	Actually, it might be more accurate to say she went nuts putting them on.
context: You're in no position to be criticizing me when you're what we call a siscon, Hiromi!\Oh, but isn't my unwavering resolution grand?\As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.\My love for glasses deserves far more recognition than you're giving it!\I've put glasses on that sacred sister of yours.\You've what?!\I had her put some on when we were alone in the clubroom.\Actually, it might be more accurate to say she went nuts putting them on. response:	Mitsuki started to really enjoy herself somewhere along the line.
context: Oh, but isn't my unwavering resolution grand?\As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.\My love for glasses deserves far more recognition than you're giving it!\I've put glasses on that sacred sister of yours.\You've what?!\I had her put some on when we were alone in the clubroom.\Actually, it might be more accurate to say she went nuts putting them on.\Mitsuki started to really enjoy herself somewhere along the line. response:	She went nuts with them?
context: As a bifocal whatever-it's-called, you could never comprehend the love I have for my sacred sister.\My love for glasses deserves far more recognition than you're giving it!\I've put glasses on that sacred sister of yours.\You've what?!\I had her put some on when we were alone in the clubroom.\Actually, it might be more accurate to say she went nuts putting them on.\Mitsuki started to really enjoy herself somewhere along the line.\She went nuts with them? response:	How could you do that to my sister?!
context: My love for glasses deserves far more recognition than you're giving it!\I've put glasses on that sacred sister of yours.\You've what?!\I had her put some on when we were alone in the clubroom.\Actually, it might be more accurate to say she went nuts putting them on.\Mitsuki started to really enjoy herself somewhere along the line.\She went nuts with them?\How could you do that to my sister?! response:	Hey, you two sickos.
context: I've put glasses on that sacred sister of yours.\You've what?!\I had her put some on when we were alone in the clubroom.\Actually, it might be more accurate to say she went nuts putting them on.\Mitsuki started to really enjoy herself somewhere along the line.\She went nuts with them?\How could you do that to my sister?!\Hey, you two sickos. response:	Mitsuki, you really have awoken to the glories of glasses!
context: You've what?!\I had her put some on when we were alone in the clubroom.\Actually, it might be more accurate to say she went nuts putting them on.\Mitsuki started to really enjoy herself somewhere along the line.\She went nuts with them?\How could you do that to my sister?!\Hey, you two sickos.\Mitsuki, you really have awoken to the glories of glasses! response:	I merely wanted to land a critical strike on that lecher I call my brother.
context: I had her put some on when we were alone in the clubroom.\Actually, it might be more accurate to say she went nuts putting them on.\Mitsuki started to really enjoy herself somewhere along the line.\She went nuts with them?\How could you do that to my sister?!\Hey, you two sickos.\Mitsuki, you really have awoken to the glories of glasses!\I merely wanted to land a critical strike on that lecher I call my brother. response:	How could you defile the sacred glasses?
context: Actually, it might be more accurate to say she went nuts putting them on.\Mitsuki started to really enjoy herself somewhere along the line.\She went nuts with them?\How could you do that to my sister?!\Hey, you two sickos.\Mitsuki, you really have awoken to the glories of glasses!\I merely wanted to land a critical strike on that lecher I call my brother.\How could you defile the sacred glasses? response:	Now then, Pervy Bro!
context: Mitsuki started to really enjoy herself somewhere along the line.\She went nuts with them?\How could you do that to my sister?!\Hey, you two sickos.\Mitsuki, you really have awoken to the glories of glasses!\I merely wanted to land a critical strike on that lecher I call my brother.\How could you defile the sacred glasses?\Now then, Pervy Bro! response:	Can't you call me Big Brother like I ask you to?
context: She went nuts with them?\How could you do that to my sister?!\Hey, you two sickos.\Mitsuki, you really have awoken to the glories of glasses!\I merely wanted to land a critical strike on that lecher I call my brother.\How could you defile the sacred glasses?\Now then, Pervy Bro!\Can't you call me Big Brother like I ask you to? response:	Pervy Big Brother, I would like you to hurry up and remove the Cage.
context: How could you do that to my sister?!\Hey, you two sickos.\Mitsuki, you really have awoken to the glories of glasses!\I merely wanted to land a critical strike on that lecher I call my brother.\How could you defile the sacred glasses?\Now then, Pervy Bro!\Can't you call me Big Brother like I ask you to?\Pervy Big Brother, I would like you to hurry up and remove the Cage. response:	Okay, no problem.
context: Hey, you two sickos.\Mitsuki, you really have awoken to the glories of glasses!\I merely wanted to land a critical strike on that lecher I call my brother.\How could you defile the sacred glasses?\Now then, Pervy Bro!\Can't you call me Big Brother like I ask you to?\Pervy Big Brother, I would like you to hurry up and remove the Cage.\Okay, no problem. response:	You admit that you're a pervert?
context: Mitsuki, you really have awoken to the glories of glasses!\I merely wanted to land a critical strike on that lecher I call my brother.\How could you defile the sacred glasses?\Now then, Pervy Bro!\Can't you call me Big Brother like I ask you to?\Pervy Big Brother, I would like you to hurry up and remove the Cage.\Okay, no problem.\You admit that you're a pervert? response:	And since you're technically in the Literary Club,
context: I merely wanted to land a critical strike on that lecher I call my brother.\How could you defile the sacred glasses?\Now then, Pervy Bro!\Can't you call me Big Brother like I ask you to?\Pervy Big Brother, I would like you to hurry up and remove the Cage.\Okay, no problem.\You admit that you're a pervert?\And since you're technically in the Literary Club, response:	could you help us out a bit with the screening process?
context: How could you defile the sacred glasses?\Now then, Pervy Bro!\Can't you call me Big Brother like I ask you to?\Pervy Big Brother, I would like you to hurry up and remove the Cage.\Okay, no problem.\You admit that you're a pervert?\And since you're technically in the Literary Club,\could you help us out a bit with the screening process? response:	I wouldn't mind picking a story out.
context: Now then, Pervy Bro!\Can't you call me Big Brother like I ask you to?\Pervy Big Brother, I would like you to hurry up and remove the Cage.\Okay, no problem.\You admit that you're a pervert?\And since you're technically in the Literary Club,\could you help us out a bit with the screening process?\I wouldn't mind picking a story out. response:	I'll take any blood-related little sister series, little-sister-in-law series,
context: Can't you call me Big Brother like I ask you to?\Pervy Big Brother, I would like you to hurry up and remove the Cage.\Okay, no problem.\You admit that you're a pervert?\And since you're technically in the Literary Club,\could you help us out a bit with the screening process?\I wouldn't mind picking a story out.\I'll take any blood-related little sister series, little-sister-in-law series, response:	or anything that has a little sister in it, really.
context: Pervy Big Brother, I would like you to hurry up and remove the Cage.\Okay, no problem.\You admit that you're a pervert?\And since you're technically in the Literary Club,\could you help us out a bit with the screening process?\I wouldn't mind picking a story out.\I'll take any blood-related little sister series, little-sister-in-law series,\or anything that has a little sister in it, really. response:	If you want, I could go through the ones that only feature little sisters.
context: Okay, no problem.\You admit that you're a pervert?\And since you're technically in the Literary Club,\could you help us out a bit with the screening process?\I wouldn't mind picking a story out.\I'll take any blood-related little sister series, little-sister-in-law series,\or anything that has a little sister in it, really.\If you want, I could go through the ones that only feature little sisters. response:	There aren't any!
context: You admit that you're a pervert?\And since you're technically in the Literary Club,\could you help us out a bit with the screening process?\I wouldn't mind picking a story out.\I'll take any blood-related little sister series, little-sister-in-law series,\or anything that has a little sister in it, really.\If you want, I could go through the ones that only feature little sisters.\There aren't any! response:	Love you?
context: And since you're technically in the Literary Club,\could you help us out a bit with the screening process?\I wouldn't mind picking a story out.\I'll take any blood-related little sister series, little-sister-in-law series,\or anything that has a little sister in it, really.\If you want, I could go through the ones that only feature little sisters.\There aren't any!\Love you? response:	That was clearly, Burn in hell, you moron!
context: could you help us out a bit with the screening process?\I wouldn't mind picking a story out.\I'll take any blood-related little sister series, little-sister-in-law series,\or anything that has a little sister in it, really.\If you want, I could go through the ones that only feature little sisters.\There aren't any!\Love you?\That was clearly, Burn in hell, you moron! response:	Meet me at 5:30
context: I wouldn't mind picking a story out.\I'll take any blood-related little sister series, little-sister-in-law series,\or anything that has a little sister in it, really.\If you want, I could go through the ones that only feature little sisters.\There aren't any!\Love you?\That was clearly, Burn in hell, you moron!\Meet me at 5:30 response:	Meet me at 5:30
context: I'll take any blood-related little sister series, little-sister-in-law series,\or anything that has a little sister in it, really.\If you want, I could go through the ones that only feature little sisters.\There aren't any!\Love you?\That was clearly, Burn in hell, you moron!\Meet me at 5:30\Meet me at 5:30 response:	Meet me at 5:30
