context: Your Highness, Her Highness would like to see you! response:	Her Highness says she has a way to save Su Su!
context: Little Princess.\Mi Gu, is there anything Aunt wants?\I want to give it to her for her birthday.\I don't know either, Little Princess.\Yeah. There's nothing Aunt is lacking.\And she doesn't have any unfulfilled wishes.\Unfulfilled wishes?\She does have one. response:	What? Tell me.
context: Mi Gu, is there anything Aunt wants?\I want to give it to her for her birthday.\I don't know either, Little Princess.\Yeah. There's nothing Aunt is lacking.\And she doesn't have any unfulfilled wishes.\Unfulfilled wishes?\She does have one.\What? Tell me. response:	Little Princess
context: I want to give it to her for her birthday.\I don't know either, Little Princess.\Yeah. There's nothing Aunt is lacking.\And she doesn't have any unfulfilled wishes.\Unfulfilled wishes?\She does have one.\What? Tell me.\Little Princess response:	did you forget about the guy in Yanhua Cave that we can't talk about?
context: I don't know either, Little Princess.\Yeah. There's nothing Aunt is lacking.\And she doesn't have any unfulfilled wishes.\Unfulfilled wishes?\She does have one.\What? Tell me.\Little Princess\did you forget about the guy in Yanhua Cave that we can't talk about? response:	That's right! How could I have forgotten him?
context: Yeah. There's nothing Aunt is lacking.\And she doesn't have any unfulfilled wishes.\Unfulfilled wishes?\She does have one.\What? Tell me.\Little Princess\did you forget about the guy in Yanhua Cave that we can't talk about?\That's right! How could I have forgotten him? response:	From when I was born, Aunt has always wanted Mo Yuan to wake up.
context: And she doesn't have any unfulfilled wishes.\Unfulfilled wishes?\She does have one.\What? Tell me.\Little Princess\did you forget about the guy in Yanhua Cave that we can't talk about?\That's right! How could I have forgotten him?\From when I was born, Aunt has always wanted Mo Yuan to wake up. response:	But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.
context: Unfulfilled wishes?\She does have one.\What? Tell me.\Little Princess\did you forget about the guy in Yanhua Cave that we can't talk about?\That's right! How could I have forgotten him?\From when I was born, Aunt has always wanted Mo Yuan to wake up.\But it's something that even Grandfather, Grandmother, and Zhe Yan can't do. response:	How could I do it?
context: She does have one.\What? Tell me.\Little Princess\did you forget about the guy in Yanhua Cave that we can't talk about?\That's right! How could I have forgotten him?\From when I was born, Aunt has always wanted Mo Yuan to wake up.\But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.\How could I do it? response:	I heard a rumor lately.
context: What? Tell me.\Little Princess\did you forget about the guy in Yanhua Cave that we can't talk about?\That's right! How could I have forgotten him?\From when I was born, Aunt has always wanted Mo Yuan to wake up.\But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.\How could I do it?\I heard a rumor lately. response:	Maybe it'll help you do it.
context: Little Princess\did you forget about the guy in Yanhua Cave that we can't talk about?\That's right! How could I have forgotten him?\From when I was born, Aunt has always wanted Mo Yuan to wake up.\But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.\How could I do it?\I heard a rumor lately.\Maybe it'll help you do it. response:	What is it?
context: did you forget about the guy in Yanhua Cave that we can't talk about?\That's right! How could I have forgotten him?\From when I was born, Aunt has always wanted Mo Yuan to wake up.\But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.\How could I do it?\I heard a rumor lately.\Maybe it'll help you do it.\What is it? response:	To save the crown prince 300 years ago
context: That's right! How could I have forgotten him?\From when I was born, Aunt has always wanted Mo Yuan to wake up.\But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.\How could I do it?\I heard a rumor lately.\Maybe it'll help you do it.\What is it?\To save the crown prince 300 years ago response:	Consort Su Jin brought back a treasure from the Sea of Innocence.
context: From when I was born, Aunt has always wanted Mo Yuan to wake up.\But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.\How could I do it?\I heard a rumor lately.\Maybe it'll help you do it.\What is it?\To save the crown prince 300 years ago\Consort Su Jin brought back a treasure from the Sea of Innocence. response:	It's called the Soul-gathering Lamp.
context: But it's something that even Grandfather, Grandmother, and Zhe Yan can't do.\How could I do it?\I heard a rumor lately.\Maybe it'll help you do it.\What is it?\To save the crown prince 300 years ago\Consort Su Jin brought back a treasure from the Sea of Innocence.\It's called the Soul-gathering Lamp. response:	I heard it can gather immortal souls and create mortal bodies.
context: How could I do it?\I heard a rumor lately.\Maybe it'll help you do it.\What is it?\To save the crown prince 300 years ago\Consort Su Jin brought back a treasure from the Sea of Innocence.\It's called the Soul-gathering Lamp.\I heard it can gather immortal souls and create mortal bodies. response:	His Highness almost couldn't wake up but was able to because of it.
context: I heard a rumor lately.\Maybe it'll help you do it.\What is it?\To save the crown prince 300 years ago\Consort Su Jin brought back a treasure from the Sea of Innocence.\It's called the Soul-gathering Lamp.\I heard it can gather immortal souls and create mortal bodies.\His Highness almost couldn't wake up but was able to because of it. response:	Really?
context: Maybe it'll help you do it.\What is it?\To save the crown prince 300 years ago\Consort Su Jin brought back a treasure from the Sea of Innocence.\It's called the Soul-gathering Lamp.\I heard it can gather immortal souls and create mortal bodies.\His Highness almost couldn't wake up but was able to because of it.\Really? response:	I'll go borrow it.
context: What is it?\To save the crown prince 300 years ago\Consort Su Jin brought back a treasure from the Sea of Innocence.\It's called the Soul-gathering Lamp.\I heard it can gather immortal souls and create mortal bodies.\His Highness almost couldn't wake up but was able to because of it.\Really?\I'll go borrow it. response:	Little Princess
context: To save the crown prince 300 years ago\Consort Su Jin brought back a treasure from the Sea of Innocence.\It's called the Soul-gathering Lamp.\I heard it can gather immortal souls and create mortal bodies.\His Highness almost couldn't wake up but was able to because of it.\Really?\I'll go borrow it.\Little Princess response:	I'm afraid the Celestial Tribe won't lend us such a treasure.
context: Consort Su Jin brought back a treasure from the Sea of Innocence.\It's called the Soul-gathering Lamp.\I heard it can gather immortal souls and create mortal bodies.\His Highness almost couldn't wake up but was able to because of it.\Really?\I'll go borrow it.\Little Princess\I'm afraid the Celestial Tribe won't lend us such a treasure. response:	Then I'll just go get it myself in secret.
context: It's called the Soul-gathering Lamp.\I heard it can gather immortal souls and create mortal bodies.\His Highness almost couldn't wake up but was able to because of it.\Really?\I'll go borrow it.\Little Princess\I'm afraid the Celestial Tribe won't lend us such a treasure.\Then I'll just go get it myself in secret. response:	Besides, the crown prince is engaged to Aunt.
context: I heard it can gather immortal souls and create mortal bodies.\His Highness almost couldn't wake up but was able to because of it.\Really?\I'll go borrow it.\Little Princess\I'm afraid the Celestial Tribe won't lend us such a treasure.\Then I'll just go get it myself in secret.\Besides, the crown prince is engaged to Aunt. response:	After he finds out I took it, he probably wouldn't say anything it.
context: His Highness almost couldn't wake up but was able to because of it.\Really?\I'll go borrow it.\Little Princess\I'm afraid the Celestial Tribe won't lend us such a treasure.\Then I'll just go get it myself in secret.\Besides, the crown prince is engaged to Aunt.\After he finds out I took it, he probably wouldn't say anything it. response:	Furthermore, I'm saving Celestial Tribe's God of War.
context: Really?\I'll go borrow it.\Little Princess\I'm afraid the Celestial Tribe won't lend us such a treasure.\Then I'll just go get it myself in secret.\Besides, the crown prince is engaged to Aunt.\After he finds out I took it, he probably wouldn't say anything it.\Furthermore, I'm saving Celestial Tribe's God of War. response:	They should lend it to us.
context: I'll go borrow it.\Little Princess\I'm afraid the Celestial Tribe won't lend us such a treasure.\Then I'll just go get it myself in secret.\Besides, the crown prince is engaged to Aunt.\After he finds out I took it, he probably wouldn't say anything it.\Furthermore, I'm saving Celestial Tribe's God of War.\They should lend it to us. response:	That's true.
context: Little Princess\I'm afraid the Celestial Tribe won't lend us such a treasure.\Then I'll just go get it myself in secret.\Besides, the crown prince is engaged to Aunt.\After he finds out I took it, he probably wouldn't say anything it.\Furthermore, I'm saving Celestial Tribe's God of War.\They should lend it to us.\That's true. response:	I'll use this awful woman's appearance.
context: I'm afraid the Celestial Tribe won't lend us such a treasure.\Then I'll just go get it myself in secret.\Besides, the crown prince is engaged to Aunt.\After he finds out I took it, he probably wouldn't say anything it.\Furthermore, I'm saving Celestial Tribe's God of War.\They should lend it to us.\That's true.\I'll use this awful woman's appearance. response:	Consort Su Jin.
context: Then I'll just go get it myself in secret.\Besides, the crown prince is engaged to Aunt.\After he finds out I took it, he probably wouldn't say anything it.\Furthermore, I'm saving Celestial Tribe's God of War.\They should lend it to us.\That's true.\I'll use this awful woman's appearance.\Consort Su Jin. response:	Where is His Highness?
context: Besides, the crown prince is engaged to Aunt.\After he finds out I took it, he probably wouldn't say anything it.\Furthermore, I'm saving Celestial Tribe's God of War.\They should lend it to us.\That's true.\I'll use this awful woman's appearance.\Consort Su Jin.\Where is His Highness? response:	His Highness?
context: After he finds out I took it, he probably wouldn't say anything it.\Furthermore, I'm saving Celestial Tribe's God of War.\They should lend it to us.\That's true.\I'll use this awful woman's appearance.\Consort Su Jin.\Where is His Highness?\His Highness? response:	Every year around this time, His Highness goes
context: Furthermore, I'm saving Celestial Tribe's God of War.\They should lend it to us.\That's true.\I'll use this awful woman's appearance.\Consort Su Jin.\Where is His Highness?\His Highness?\Every year around this time, His Highness goes response:	to live in Mount Junji of the Far East to live for a few months.
context: They should lend it to us.\That's true.\I'll use this awful woman's appearance.\Consort Su Jin.\Where is His Highness?\His Highness?\Every year around this time, His Highness goes\to live in Mount Junji of the Far East to live for a few months. response:	Did Your Highness forget?
context: That's true.\I'll use this awful woman's appearance.\Consort Su Jin.\Where is His Highness?\His Highness?\Every year around this time, His Highness goes\to live in Mount Junji of the Far East to live for a few months.\Did Your Highness forget? response:	I really did forget.
context: I'll use this awful woman's appearance.\Consort Su Jin.\Where is His Highness?\His Highness?\Every year around this time, His Highness goes\to live in Mount Junji of the Far East to live for a few months.\Did Your Highness forget?\I really did forget. response:	What is Your Highness trying to do?
context: Consort Su Jin.\Where is His Highness?\His Highness?\Every year around this time, His Highness goes\to live in Mount Junji of the Far East to live for a few months.\Did Your Highness forget?\I really did forget.\What is Your Highness trying to do? response:	I'm going inside to take a look.
context: Where is His Highness?\His Highness?\Every year around this time, His Highness goes\to live in Mount Junji of the Far East to live for a few months.\Did Your Highness forget?\I really did forget.\What is Your Highness trying to do?\I'm going inside to take a look. response:	What? Even though I'm his consort, I can't go inside Zichen Hall?
context: His Highness?\Every year around this time, His Highness goes\to live in Mount Junji of the Far East to live for a few months.\Did Your Highness forget?\I really did forget.\What is Your Highness trying to do?\I'm going inside to take a look.\What? Even though I'm his consort, I can't go inside Zichen Hall? response:	You can. It's just that...
context: Every year around this time, His Highness goes\to live in Mount Junji of the Far East to live for a few months.\Did Your Highness forget?\I really did forget.\What is Your Highness trying to do?\I'm going inside to take a look.\What? Even though I'm his consort, I can't go inside Zichen Hall?\You can. It's just that... response:	It's just what?
context: to live in Mount Junji of the Far East to live for a few months.\Did Your Highness forget?\I really did forget.\What is Your Highness trying to do?\I'm going inside to take a look.\What? Even though I'm his consort, I can't go inside Zichen Hall?\You can. It's just that...\It's just what? response:	Are you going to stop me from going inside?
context: Did Your Highness forget?\I really did forget.\What is Your Highness trying to do?\I'm going inside to take a look.\What? Even though I'm his consort, I can't go inside Zichen Hall?\You can. It's just that...\It's just what?\Are you going to stop me from going inside? response:	I wouldn't dare.
context: I really did forget.\What is Your Highness trying to do?\I'm going inside to take a look.\What? Even though I'm his consort, I can't go inside Zichen Hall?\You can. It's just that...\It's just what?\Are you going to stop me from going inside?\I wouldn't dare. response:	- Your Highness. - What is it?
context: What is Your Highness trying to do?\I'm going inside to take a look.\What? Even though I'm his consort, I can't go inside Zichen Hall?\You can. It's just that...\It's just what?\Are you going to stop me from going inside?\I wouldn't dare.\- Your Highness. - What is it? response:	Consort Su Jin suddenly barged into Zichen Hall.
context: I'm going inside to take a look.\What? Even though I'm his consort, I can't go inside Zichen Hall?\You can. It's just that...\It's just what?\Are you going to stop me from going inside?\I wouldn't dare.\- Your Highness. - What is it?\Consort Su Jin suddenly barged into Zichen Hall. response:	I didn't dare to stop her.
context: What? Even though I'm his consort, I can't go inside Zichen Hall?\You can. It's just that...\It's just what?\Are you going to stop me from going inside?\I wouldn't dare.\- Your Highness. - What is it?\Consort Su Jin suddenly barged into Zichen Hall.\I didn't dare to stop her. response:	Then I remembered that the Soul-gathering Lamp was inside...
context: You can. It's just that...\It's just what?\Are you going to stop me from going inside?\I wouldn't dare.\- Your Highness. - What is it?\Consort Su Jin suddenly barged into Zichen Hall.\I didn't dare to stop her.\Then I remembered that the Soul-gathering Lamp was inside... response:	What?
context: It's just what?\Are you going to stop me from going inside?\I wouldn't dare.\- Your Highness. - What is it?\Consort Su Jin suddenly barged into Zichen Hall.\I didn't dare to stop her.\Then I remembered that the Soul-gathering Lamp was inside...\What? response:	Ye Hua.
context: Are you going to stop me from going inside?\I wouldn't dare.\- Your Highness. - What is it?\Consort Su Jin suddenly barged into Zichen Hall.\I didn't dare to stop her.\Then I remembered that the Soul-gathering Lamp was inside...\What?\Ye Hua. response:	Where is the Soul-gathering Lamp?
context: I wouldn't dare.\- Your Highness. - What is it?\Consort Su Jin suddenly barged into Zichen Hall.\I didn't dare to stop her.\Then I remembered that the Soul-gathering Lamp was inside...\What?\Ye Hua.\Where is the Soul-gathering Lamp? response:	Soul-gathering lamp?
context: - Your Highness. - What is it?\Consort Su Jin suddenly barged into Zichen Hall.\I didn't dare to stop her.\Then I remembered that the Soul-gathering Lamp was inside...\What?\Ye Hua.\Where is the Soul-gathering Lamp?\Soul-gathering lamp? response:	Isn't the Soul-gathering Lamp in Zichen Hall?
context: Consort Su Jin suddenly barged into Zichen Hall.\I didn't dare to stop her.\Then I remembered that the Soul-gathering Lamp was inside...\What?\Ye Hua.\Where is the Soul-gathering Lamp?\Soul-gathering lamp?\Isn't the Soul-gathering Lamp in Zichen Hall? response:	Where is it?
context: I didn't dare to stop her.\Then I remembered that the Soul-gathering Lamp was inside...\What?\Ye Hua.\Where is the Soul-gathering Lamp?\Soul-gathering lamp?\Isn't the Soul-gathering Lamp in Zichen Hall?\Where is it? response:	Ye Hua, what's wrong with you?
context: Then I remembered that the Soul-gathering Lamp was inside...\What?\Ye Hua.\Where is the Soul-gathering Lamp?\Soul-gathering lamp?\Isn't the Soul-gathering Lamp in Zichen Hall?\Where is it?\Ye Hua, what's wrong with you? response:	Don't forget that you were only able to live in Xiwu Palace because of the lamp.
context: What?\Ye Hua.\Where is the Soul-gathering Lamp?\Soul-gathering lamp?\Isn't the Soul-gathering Lamp in Zichen Hall?\Where is it?\Ye Hua, what's wrong with you?\Don't forget that you were only able to live in Xiwu Palace because of the lamp. response:	Ye Hua, you must be mistaken about something.
context: Ye Hua.\Where is the Soul-gathering Lamp?\Soul-gathering lamp?\Isn't the Soul-gathering Lamp in Zichen Hall?\Where is it?\Ye Hua, what's wrong with you?\Don't forget that you were only able to live in Xiwu Palace because of the lamp.\Ye Hua, you must be mistaken about something. response:	I gave you the lamp 300 years ago.
context: Where is the Soul-gathering Lamp?\Soul-gathering lamp?\Isn't the Soul-gathering Lamp in Zichen Hall?\Where is it?\Ye Hua, what's wrong with you?\Don't forget that you were only able to live in Xiwu Palace because of the lamp.\Ye Hua, you must be mistaken about something.\I gave you the lamp 300 years ago. response:	I haven't touched it since then.
context: Soul-gathering lamp?\Isn't the Soul-gathering Lamp in Zichen Hall?\Where is it?\Ye Hua, what's wrong with you?\Don't forget that you were only able to live in Xiwu Palace because of the lamp.\Ye Hua, you must be mistaken about something.\I gave you the lamp 300 years ago.\I haven't touched it since then. response:	I wouldn't dare. I really wouldn't dare touch it.
context: Isn't the Soul-gathering Lamp in Zichen Hall?\Where is it?\Ye Hua, what's wrong with you?\Don't forget that you were only able to live in Xiwu Palace because of the lamp.\Ye Hua, you must be mistaken about something.\I gave you the lamp 300 years ago.\I haven't touched it since then.\I wouldn't dare. I really wouldn't dare touch it. response:	I know how much you care about that lamp.
context: Where is it?\Ye Hua, what's wrong with you?\Don't forget that you were only able to live in Xiwu Palace because of the lamp.\Ye Hua, you must be mistaken about something.\I gave you the lamp 300 years ago.\I haven't touched it since then.\I wouldn't dare. I really wouldn't dare touch it.\I know how much you care about that lamp. response:	Your Highness, please don't be angry.
context: Ye Hua, what's wrong with you?\Don't forget that you were only able to live in Xiwu Palace because of the lamp.\Ye Hua, you must be mistaken about something.\I gave you the lamp 300 years ago.\I haven't touched it since then.\I wouldn't dare. I really wouldn't dare touch it.\I know how much you care about that lamp.\Your Highness, please don't be angry. response:	You better not be lying to me.
context: Don't forget that you were only able to live in Xiwu Palace because of the lamp.\Ye Hua, you must be mistaken about something.\I gave you the lamp 300 years ago.\I haven't touched it since then.\I wouldn't dare. I really wouldn't dare touch it.\I know how much you care about that lamp.\Your Highness, please don't be angry.\You better not be lying to me. response:	Your Highness, are you okay?
context: Ye Hua, you must be mistaken about something.\I gave you the lamp 300 years ago.\I haven't touched it since then.\I wouldn't dare. I really wouldn't dare touch it.\I know how much you care about that lamp.\Your Highness, please don't be angry.\You better not be lying to me.\Your Highness, are you okay? response:	What's with His Highness?
context: I gave you the lamp 300 years ago.\I haven't touched it since then.\I wouldn't dare. I really wouldn't dare touch it.\I know how much you care about that lamp.\Your Highness, please don't be angry.\You better not be lying to me.\Your Highness, are you okay?\What's with His Highness? response:	I've never seen him so angry before.
context: I haven't touched it since then.\I wouldn't dare. I really wouldn't dare touch it.\I know how much you care about that lamp.\Your Highness, please don't be angry.\You better not be lying to me.\Your Highness, are you okay?\What's with His Highness?\I've never seen him so angry before. response:	It's because of that mortal.
context: I wouldn't dare. I really wouldn't dare touch it.\I know how much you care about that lamp.\Your Highness, please don't be angry.\You better not be lying to me.\Your Highness, are you okay?\What's with His Highness?\I've never seen him so angry before.\It's because of that mortal. response:	It's been 300 years.
context: I know how much you care about that lamp.\Your Highness, please don't be angry.\You better not be lying to me.\Your Highness, are you okay?\What's with His Highness?\I've never seen him so angry before.\It's because of that mortal.\It's been 300 years. response:	She's been dead for 300 years!
context: Your Highness, please don't be angry.\You better not be lying to me.\Your Highness, are you okay?\What's with His Highness?\I've never seen him so angry before.\It's because of that mortal.\It's been 300 years.\She's been dead for 300 years! response:	Because of that lamp... she's still in my way.
context: You better not be lying to me.\Your Highness, are you okay?\What's with His Highness?\I've never seen him so angry before.\It's because of that mortal.\It's been 300 years.\She's been dead for 300 years!\Because of that lamp... she's still in my way. response:	Hey.
context: Your Highness, are you okay?\What's with His Highness?\I've never seen him so angry before.\It's because of that mortal.\It's been 300 years.\She's been dead for 300 years!\Because of that lamp... she's still in my way.\Hey. response:	Third Prince...
context: What's with His Highness?\I've never seen him so angry before.\It's because of that mortal.\It's been 300 years.\She's been dead for 300 years!\Because of that lamp... she's still in my way.\Hey.\Third Prince... response:	Why are you all so panicky? Is the world falling into chaos?
context: I've never seen him so angry before.\It's because of that mortal.\It's been 300 years.\She's been dead for 300 years!\Because of that lamp... she's still in my way.\Hey.\Third Prince...\Why are you all so panicky? Is the world falling into chaos? response:	Does Your Highness not know?
context: It's because of that mortal.\It's been 300 years.\She's been dead for 300 years!\Because of that lamp... she's still in my way.\Hey.\Third Prince...\Why are you all so panicky? Is the world falling into chaos?\Does Your Highness not know? response:	The Soul-gathering Lamp in Zichen Palace has gone missing.
context: It's been 300 years.\She's been dead for 300 years!\Because of that lamp... she's still in my way.\Hey.\Third Prince...\Why are you all so panicky? Is the world falling into chaos?\Does Your Highness not know?\The Soul-gathering Lamp in Zichen Palace has gone missing. response:	We don't know who took on Consort Su Jin's appearance to steal the lamp.
context: She's been dead for 300 years!\Because of that lamp... she's still in my way.\Hey.\Third Prince...\Why are you all so panicky? Is the world falling into chaos?\Does Your Highness not know?\The Soul-gathering Lamp in Zichen Palace has gone missing.\We don't know who took on Consort Su Jin's appearance to steal the lamp. response:	Crown Prince is extremely angry.
context: Because of that lamp... she's still in my way.\Hey.\Third Prince...\Why are you all so panicky? Is the world falling into chaos?\Does Your Highness not know?\The Soul-gathering Lamp in Zichen Palace has gone missing.\We don't know who took on Consort Su Jin's appearance to steal the lamp.\Crown Prince is extremely angry. response:	He's investigating every maid in the palace.
context: Hey.\Third Prince...\Why are you all so panicky? Is the world falling into chaos?\Does Your Highness not know?\The Soul-gathering Lamp in Zichen Palace has gone missing.\We don't know who took on Consort Su Jin's appearance to steal the lamp.\Crown Prince is extremely angry.\He's investigating every maid in the palace. response:	The Soul-gathering Lamp is missing?
context: Third Prince...\Why are you all so panicky? Is the world falling into chaos?\Does Your Highness not know?\The Soul-gathering Lamp in Zichen Palace has gone missing.\We don't know who took on Consort Su Jin's appearance to steal the lamp.\Crown Prince is extremely angry.\He's investigating every maid in the palace.\The Soul-gathering Lamp is missing? response:	That's Ye Hua's life.
context: Why are you all so panicky? Is the world falling into chaos?\Does Your Highness not know?\The Soul-gathering Lamp in Zichen Palace has gone missing.\We don't know who took on Consort Su Jin's appearance to steal the lamp.\Crown Prince is extremely angry.\He's investigating every maid in the palace.\The Soul-gathering Lamp is missing?\That's Ye Hua's life. response:	Ye Hua.
context: Does Your Highness not know?\The Soul-gathering Lamp in Zichen Palace has gone missing.\We don't know who took on Consort Su Jin's appearance to steal the lamp.\Crown Prince is extremely angry.\He's investigating every maid in the palace.\The Soul-gathering Lamp is missing?\That's Ye Hua's life.\Ye Hua. response:	I know the Soul-gathering Lamp is missing.
context: The Soul-gathering Lamp in Zichen Palace has gone missing.\We don't know who took on Consort Su Jin's appearance to steal the lamp.\Crown Prince is extremely angry.\He's investigating every maid in the palace.\The Soul-gathering Lamp is missing?\That's Ye Hua's life.\Ye Hua.\I know the Soul-gathering Lamp is missing. response:	But look.
context: We don't know who took on Consort Su Jin's appearance to steal the lamp.\Crown Prince is extremely angry.\He's investigating every maid in the palace.\The Soul-gathering Lamp is missing?\That's Ye Hua's life.\Ye Hua.\I know the Soul-gathering Lamp is missing.\But look. response:	It's been 300 years.
context: Crown Prince is extremely angry.\He's investigating every maid in the palace.\The Soul-gathering Lamp is missing?\That's Ye Hua's life.\Ye Hua.\I know the Soul-gathering Lamp is missing.\But look.\It's been 300 years. response:	If that lamp could create a Su Su, it would have already.
context: He's investigating every maid in the palace.\The Soul-gathering Lamp is missing?\That's Ye Hua's life.\Ye Hua.\I know the Soul-gathering Lamp is missing.\But look.\It's been 300 years.\If that lamp could create a Su Su, it would have already. response:	because of woman who's been dead for 300 years?
context: The Soul-gathering Lamp is missing?\That's Ye Hua's life.\Ye Hua.\I know the Soul-gathering Lamp is missing.\But look.\It's been 300 years.\If that lamp could create a Su Su, it would have already.\because of woman who's been dead for 300 years? response:	Don't say any more, Third Uncle.
context: That's Ye Hua's life.\Ye Hua.\I know the Soul-gathering Lamp is missing.\But look.\It's been 300 years.\If that lamp could create a Su Su, it would have already.\because of woman who's been dead for 300 years?\Don't say any more, Third Uncle. response:	Su Su is telling me in this darkness that she still won't forgive me.
context: Ye Hua.\I know the Soul-gathering Lamp is missing.\But look.\It's been 300 years.\If that lamp could create a Su Su, it would have already.\because of woman who's been dead for 300 years?\Don't say any more, Third Uncle.\Su Su is telling me in this darkness that she still won't forgive me. response:	She won't even let me create a fake version of her.
context: I know the Soul-gathering Lamp is missing.\But look.\It's been 300 years.\If that lamp could create a Su Su, it would have already.\because of woman who's been dead for 300 years?\Don't say any more, Third Uncle.\Su Su is telling me in this darkness that she still won't forgive me.\She won't even let me create a fake version of her. response:	How do we use this lamp?
context: But look.\It's been 300 years.\If that lamp could create a Su Su, it would have already.\because of woman who's been dead for 300 years?\Don't say any more, Third Uncle.\Su Su is telling me in this darkness that she still won't forgive me.\She won't even let me create a fake version of her.\How do we use this lamp? response:	I heard that you have to keep it burning for a few days
context: It's been 300 years.\If that lamp could create a Su Su, it would have already.\because of woman who's been dead for 300 years?\Don't say any more, Third Uncle.\Su Su is telling me in this darkness that she still won't forgive me.\She won't even let me create a fake version of her.\How do we use this lamp?\I heard that you have to keep it burning for a few days response:	and watch after it yourself.
context: If that lamp could create a Su Su, it would have already.\because of woman who's been dead for 300 years?\Don't say any more, Third Uncle.\Su Su is telling me in this darkness that she still won't forgive me.\She won't even let me create a fake version of her.\How do we use this lamp?\I heard that you have to keep it burning for a few days\and watch after it yourself. response:	You can't use your magic powers.
context: because of woman who's been dead for 300 years?\Don't say any more, Third Uncle.\Su Su is telling me in this darkness that she still won't forgive me.\She won't even let me create a fake version of her.\How do we use this lamp?\I heard that you have to keep it burning for a few days\and watch after it yourself.\You can't use your magic powers. response:	Then wouldn't we get caught?
context: Don't say any more, Third Uncle.\Su Su is telling me in this darkness that she still won't forgive me.\She won't even let me create a fake version of her.\How do we use this lamp?\I heard that you have to keep it burning for a few days\and watch after it yourself.\You can't use your magic powers.\Then wouldn't we get caught? response:	Aunt comes to see him twice a day without fail.
context: Su Su is telling me in this darkness that she still won't forgive me.\She won't even let me create a fake version of her.\How do we use this lamp?\I heard that you have to keep it burning for a few days\and watch after it yourself.\You can't use your magic powers.\Then wouldn't we get caught?\Aunt comes to see him twice a day without fail. response:	What do we do if she finds out?
context: She won't even let me create a fake version of her.\How do we use this lamp?\I heard that you have to keep it burning for a few days\and watch after it yourself.\You can't use your magic powers.\Then wouldn't we get caught?\Aunt comes to see him twice a day without fail.\What do we do if she finds out? response:	I don't know.
context: How do we use this lamp?\I heard that you have to keep it burning for a few days\and watch after it yourself.\You can't use your magic powers.\Then wouldn't we get caught?\Aunt comes to see him twice a day without fail.\What do we do if she finds out?\I don't know. response:	What are you guys doing?
context: I heard that you have to keep it burning for a few days\and watch after it yourself.\You can't use your magic powers.\Then wouldn't we get caught?\Aunt comes to see him twice a day without fail.\What do we do if she finds out?\I don't know.\What are you guys doing? response:	- Aunt. - Aunt.
context: and watch after it yourself.\You can't use your magic powers.\Then wouldn't we get caught?\Aunt comes to see him twice a day without fail.\What do we do if she finds out?\I don't know.\What are you guys doing?\- Aunt. - Aunt. response:	What are you guys up to?
context: You can't use your magic powers.\Then wouldn't we get caught?\Aunt comes to see him twice a day without fail.\What do we do if she finds out?\I don't know.\What are you guys doing?\- Aunt. - Aunt.\What are you guys up to? response:	I wanted to help you restore Mo Yuan's soul.
context: Then wouldn't we get caught?\Aunt comes to see him twice a day without fail.\What do we do if she finds out?\I don't know.\What are you guys doing?\- Aunt. - Aunt.\What are you guys up to?\I wanted to help you restore Mo Yuan's soul. response:	What is it?
context: Aunt comes to see him twice a day without fail.\What do we do if she finds out?\I don't know.\What are you guys doing?\- Aunt. - Aunt.\What are you guys up to?\I wanted to help you restore Mo Yuan's soul.\What is it? response:	Soul-gathering Lamp.
context: What do we do if she finds out?\I don't know.\What are you guys doing?\- Aunt. - Aunt.\What are you guys up to?\I wanted to help you restore Mo Yuan's soul.\What is it?\Soul-gathering Lamp. response:	Soul-gathering Lamp?
context: I don't know.\What are you guys doing?\- Aunt. - Aunt.\What are you guys up to?\I wanted to help you restore Mo Yuan's soul.\What is it?\Soul-gathering Lamp.\Soul-gathering Lamp? response:	That's the Celestial Tribe's sacred item. How did you get it?
context: What are you guys doing?\- Aunt. - Aunt.\What are you guys up to?\I wanted to help you restore Mo Yuan's soul.\What is it?\Soul-gathering Lamp.\Soul-gathering Lamp?\That's the Celestial Tribe's sacred item. How did you get it? response:	I borrowed it.
context: - Aunt. - Aunt.\What are you guys up to?\I wanted to help you restore Mo Yuan's soul.\What is it?\Soul-gathering Lamp.\Soul-gathering Lamp?\That's the Celestial Tribe's sacred item. How did you get it?\I borrowed it. response:	Tell me the truth.
context: What are you guys up to?\I wanted to help you restore Mo Yuan's soul.\What is it?\Soul-gathering Lamp.\Soul-gathering Lamp?\That's the Celestial Tribe's sacred item. How did you get it?\I borrowed it.\Tell me the truth. response:	I took on Consort Su Jin's appearance and stole it from Zichen Palace.
context: I wanted to help you restore Mo Yuan's soul.\What is it?\Soul-gathering Lamp.\Soul-gathering Lamp?\That's the Celestial Tribe's sacred item. How did you get it?\I borrowed it.\Tell me the truth.\I took on Consort Su Jin's appearance and stole it from Zichen Palace. response:	Stole it?
