context: The serialization meeting starts at 2 PM. response:	It's starting soon.
context: So it's a no...\Then let's discard it.\Next, one of the works from the Golden Future Cup.\KIYOSHI Knight, Fukuda Shinta.\It was previously done as a one-shot and ranked 7th.\Given the improved results it got in the Golden Future Cup, I think it would make a fitting manga for Jack.\The author, Fukuda, is twenty years old, so he's near the age of the readers.\He creates characters that are easy to relate to, which is a great strength for a series. response:	Also, his editor, Yuujirou, will give him strength.
context: Then let's discard it.\Next, one of the works from the Golden Future Cup.\KIYOSHI Knight, Fukuda Shinta.\It was previously done as a one-shot and ranked 7th.\Given the improved results it got in the Golden Future Cup, I think it would make a fitting manga for Jack.\The author, Fukuda, is twenty years old, so he's near the age of the readers.\He creates characters that are easy to relate to, which is a great strength for a series.\Also, his editor, Yuujirou, will give him strength. response:	He's definitely got strong characters.
context: Next, one of the works from the Golden Future Cup.\KIYOSHI Knight, Fukuda Shinta.\It was previously done as a one-shot and ranked 7th.\Given the improved results it got in the Golden Future Cup, I think it would make a fitting manga for Jack.\The author, Fukuda, is twenty years old, so he's near the age of the readers.\He creates characters that are easy to relate to, which is a great strength for a series.\Also, his editor, Yuujirou, will give him strength.\He's definitely got strong characters. response:	But this really seems like the type that would only be interesting as a one-shot.
context: KIYOSHI Knight, Fukuda Shinta.\It was previously done as a one-shot and ranked 7th.\Given the improved results it got in the Golden Future Cup, I think it would make a fitting manga for Jack.\The author, Fukuda, is twenty years old, so he's near the age of the readers.\He creates characters that are easy to relate to, which is a great strength for a series.\Also, his editor, Yuujirou, will give him strength.\He's definitely got strong characters.\But this really seems like the type that would only be interesting as a one-shot. response:	Honestly, these three chapters all follow the same pattern.
context: It was previously done as a one-shot and ranked 7th.\Given the improved results it got in the Golden Future Cup, I think it would make a fitting manga for Jack.\The author, Fukuda, is twenty years old, so he's near the age of the readers.\He creates characters that are easy to relate to, which is a great strength for a series.\Also, his editor, Yuujirou, will give him strength.\He's definitely got strong characters.\But this really seems like the type that would only be interesting as a one-shot.\Honestly, these three chapters all follow the same pattern. response:	The first three chapters...
context: Given the improved results it got in the Golden Future Cup, I think it would make a fitting manga for Jack.\The author, Fukuda, is twenty years old, so he's near the age of the readers.\He creates characters that are easy to relate to, which is a great strength for a series.\Also, his editor, Yuujirou, will give him strength.\He's definitely got strong characters.\But this really seems like the type that would only be interesting as a one-shot.\Honestly, these three chapters all follow the same pattern.\The first three chapters... response:	are purposefully done similar to the popular one-shot to give readers a grip on the series.
context: The author, Fukuda, is twenty years old, so he's near the age of the readers.\He creates characters that are easy to relate to, which is a great strength for a series.\Also, his editor, Yuujirou, will give him strength.\He's definitely got strong characters.\But this really seems like the type that would only be interesting as a one-shot.\Honestly, these three chapters all follow the same pattern.\The first three chapters...\are purposefully done similar to the popular one-shot to give readers a grip on the series. response:	It's important to make sure you do what is typically well received.
context: He creates characters that are easy to relate to, which is a great strength for a series.\Also, his editor, Yuujirou, will give him strength.\He's definitely got strong characters.\But this really seems like the type that would only be interesting as a one-shot.\Honestly, these three chapters all follow the same pattern.\The first three chapters...\are purposefully done similar to the popular one-shot to give readers a grip on the series.\It's important to make sure you do what is typically well received. response:	That's true, but...
context: Also, his editor, Yuujirou, will give him strength.\He's definitely got strong characters.\But this really seems like the type that would only be interesting as a one-shot.\Honestly, these three chapters all follow the same pattern.\The first three chapters...\are purposefully done similar to the popular one-shot to give readers a grip on the series.\It's important to make sure you do what is typically well received.\That's true, but... response:	The impression you get after reading them is too similar.
context: He's definitely got strong characters.\But this really seems like the type that would only be interesting as a one-shot.\Honestly, these three chapters all follow the same pattern.\The first three chapters...\are purposefully done similar to the popular one-shot to give readers a grip on the series.\It's important to make sure you do what is typically well received.\That's true, but...\The impression you get after reading them is too similar. response:	It kind of feels like all it has is vigor.
context: But this really seems like the type that would only be interesting as a one-shot.\Honestly, these three chapters all follow the same pattern.\The first three chapters...\are purposefully done similar to the popular one-shot to give readers a grip on the series.\It's important to make sure you do what is typically well received.\That's true, but...\The impression you get after reading them is too similar.\It kind of feels like all it has is vigor. response:	Having vigor is a good thing!
context: Honestly, these three chapters all follow the same pattern.\The first three chapters...\are purposefully done similar to the popular one-shot to give readers a grip on the series.\It's important to make sure you do what is typically well received.\That's true, but...\The impression you get after reading them is too similar.\It kind of feels like all it has is vigor.\Having vigor is a good thing! response:	Well, I'm still worried about what I said before, but...
context: The first three chapters...\are purposefully done similar to the popular one-shot to give readers a grip on the series.\It's important to make sure you do what is typically well received.\That's true, but...\The impression you get after reading them is too similar.\It kind of feels like all it has is vigor.\Having vigor is a good thing!\Well, I'm still worried about what I said before, but... response:	The one-shot and the Golden Future Cup showed results.
context: are purposefully done similar to the popular one-shot to give readers a grip on the series.\It's important to make sure you do what is typically well received.\That's true, but...\The impression you get after reading them is too similar.\It kind of feels like all it has is vigor.\Having vigor is a good thing!\Well, I'm still worried about what I said before, but...\The one-shot and the Golden Future Cup showed results. response:	Above all, the characters are good.
context: It's important to make sure you do what is typically well received.\That's true, but...\The impression you get after reading them is too similar.\It kind of feels like all it has is vigor.\Having vigor is a good thing!\Well, I'm still worried about what I said before, but...\The one-shot and the Golden Future Cup showed results.\Above all, the characters are good. response:	Let's give it a yes for now.
context: That's true, but...\The impression you get after reading them is too similar.\It kind of feels like all it has is vigor.\Having vigor is a good thing!\Well, I'm still worried about what I said before, but...\The one-shot and the Golden Future Cup showed results.\Above all, the characters are good.\Let's give it a yes for now. response:	For now, huh?
context: The impression you get after reading them is too similar.\It kind of feels like all it has is vigor.\Having vigor is a good thing!\Well, I'm still worried about what I said before, but...\The one-shot and the Golden Future Cup showed results.\Above all, the characters are good.\Let's give it a yes for now.\For now, huh? response:	Okay, next is Arai-san's Cheese Okaki.
context: It kind of feels like all it has is vigor.\Having vigor is a good thing!\Well, I'm still worried about what I said before, but...\The one-shot and the Golden Future Cup showed results.\Above all, the characters are good.\Let's give it a yes for now.\For now, huh?\Okay, next is Arai-san's Cheese Okaki. response:	TL Note: Okaki is a kind of rice cracker.
context: Having vigor is a good thing!\Well, I'm still worried about what I said before, but...\The one-shot and the Golden Future Cup showed results.\Above all, the characters are good.\Let's give it a yes for now.\For now, huh?\Okay, next is Arai-san's Cheese Okaki.\TL Note: Okaki is a kind of rice cracker. response:	Yoohoo!
context: Well, I'm still worried about what I said before, but...\The one-shot and the Golden Future Cup showed results.\Above all, the characters are good.\Let's give it a yes for now.\For now, huh?\Okay, next is Arai-san's Cheese Okaki.\TL Note: Okaki is a kind of rice cracker.\Yoohoo! response:	I thought we should try to take our minds off things, so I brought some playing cards!
context: The one-shot and the Golden Future Cup showed results.\Above all, the characters are good.\Let's give it a yes for now.\For now, huh?\Okay, next is Arai-san's Cheese Okaki.\TL Note: Okaki is a kind of rice cracker.\Yoohoo!\I thought we should try to take our minds off things, so I brought some playing cards! response:	Wanna play?
context: Above all, the characters are good.\Let's give it a yes for now.\For now, huh?\Okay, next is Arai-san's Cheese Okaki.\TL Note: Okaki is a kind of rice cracker.\Yoohoo!\I thought we should try to take our minds off things, so I brought some playing cards!\Wanna play? response:	No...
context: Let's give it a yes for now.\For now, huh?\Okay, next is Arai-san's Cheese Okaki.\TL Note: Okaki is a kind of rice cracker.\Yoohoo!\I thought we should try to take our minds off things, so I brought some playing cards!\Wanna play?\No... response:	Why?
context: For now, huh?\Okay, next is Arai-san's Cheese Okaki.\TL Note: Okaki is a kind of rice cracker.\Yoohoo!\I thought we should try to take our minds off things, so I brought some playing cards!\Wanna play?\No...\Why? response:	Oh.
context: Okay, next is Arai-san's Cheese Okaki.\TL Note: Okaki is a kind of rice cracker.\Yoohoo!\I thought we should try to take our minds off things, so I brought some playing cards!\Wanna play?\No...\Why?\Oh. response:	On top of fixing what we pointed out last time,
context: TL Note: Okaki is a kind of rice cracker.\Yoohoo!\I thought we should try to take our minds off things, so I brought some playing cards!\Wanna play?\No...\Why?\Oh.\On top of fixing what we pointed out last time, response:	the increase of the group organization aspect can have value.
context: Yoohoo!\I thought we should try to take our minds off things, so I brought some playing cards!\Wanna play?\No...\Why?\Oh.\On top of fixing what we pointed out last time,\the increase of the group organization aspect can have value. response:	It seems like something that could be a media franchise.
context: I thought we should try to take our minds off things, so I brought some playing cards!\Wanna play?\No...\Why?\Oh.\On top of fixing what we pointed out last time,\the increase of the group organization aspect can have value.\It seems like something that could be a media franchise. response:	In terms of improvement, I'd like the characters to be a little cooler, but...
context: Wanna play?\No...\Why?\Oh.\On top of fixing what we pointed out last time,\the increase of the group organization aspect can have value.\It seems like something that could be a media franchise.\In terms of improvement, I'd like the characters to be a little cooler, but... response:	It's like that because friendly character's are Arai-sensei's specialty.
context: No...\Why?\Oh.\On top of fixing what we pointed out last time,\the increase of the group organization aspect can have value.\It seems like something that could be a media franchise.\In terms of improvement, I'd like the characters to be a little cooler, but...\It's like that because friendly character's are Arai-sensei's specialty. response:	We can give it a yes.
context: Why?\Oh.\On top of fixing what we pointed out last time,\the increase of the group organization aspect can have value.\It seems like something that could be a media franchise.\In terms of improvement, I'd like the characters to be a little cooler, but...\It's like that because friendly character's are Arai-sensei's specialty.\We can give it a yes. response:	Thank you.
context: Oh.\On top of fixing what we pointed out last time,\the increase of the group organization aspect can have value.\It seems like something that could be a media franchise.\In terms of improvement, I'd like the characters to be a little cooler, but...\It's like that because friendly character's are Arai-sensei's specialty.\We can give it a yes.\Thank you. response:	But Editor-in-Chief, of the seven we've looked at, you've given four a yes...
context: On top of fixing what we pointed out last time,\the increase of the group organization aspect can have value.\It seems like something that could be a media franchise.\In terms of improvement, I'd like the characters to be a little cooler, but...\It's like that because friendly character's are Arai-sensei's specialty.\We can give it a yes.\Thank you.\But Editor-in-Chief, of the seven we've looked at, you've given four a yes... response:	It doesn't matter how many there are. Interesting works are given a yes.
context: the increase of the group organization aspect can have value.\It seems like something that could be a media franchise.\In terms of improvement, I'd like the characters to be a little cooler, but...\It's like that because friendly character's are Arai-sensei's specialty.\We can give it a yes.\Thank you.\But Editor-in-Chief, of the seven we've looked at, you've given four a yes...\It doesn't matter how many there are. Interesting works are given a yes. response:	Next is Rakko 11-Gou, Hiramaru Kazuya.
context: It seems like something that could be a media franchise.\In terms of improvement, I'd like the characters to be a little cooler, but...\It's like that because friendly character's are Arai-sensei's specialty.\We can give it a yes.\Thank you.\But Editor-in-Chief, of the seven we've looked at, you've given four a yes...\It doesn't matter how many there are. Interesting works are given a yes.\Next is Rakko 11-Gou, Hiramaru Kazuya. response:	Rakko 11-Gou = Otter 11
context: In terms of improvement, I'd like the characters to be a little cooler, but...\It's like that because friendly character's are Arai-sensei's specialty.\We can give it a yes.\Thank you.\But Editor-in-Chief, of the seven we've looked at, you've given four a yes...\It doesn't matter how many there are. Interesting works are given a yes.\Next is Rakko 11-Gou, Hiramaru Kazuya.\Rakko 11-Gou = Otter 11 response:	Eh, I'm the editor.
context: It's like that because friendly character's are Arai-sensei's specialty.\We can give it a yes.\Thank you.\But Editor-in-Chief, of the seven we've looked at, you've given four a yes...\It doesn't matter how many there are. Interesting works are given a yes.\Next is Rakko 11-Gou, Hiramaru Kazuya.\Rakko 11-Gou = Otter 11\Eh, I'm the editor. response:	He's my top recommended newcomer.
context: We can give it a yes.\Thank you.\But Editor-in-Chief, of the seven we've looked at, you've given four a yes...\It doesn't matter how many there are. Interesting works are given a yes.\Next is Rakko 11-Gou, Hiramaru Kazuya.\Rakko 11-Gou = Otter 11\Eh, I'm the editor.\He's my top recommended newcomer. response:	Oh? You seem confident.
context: Thank you.\But Editor-in-Chief, of the seven we've looked at, you've given four a yes...\It doesn't matter how many there are. Interesting works are given a yes.\Next is Rakko 11-Gou, Hiramaru Kazuya.\Rakko 11-Gou = Otter 11\Eh, I'm the editor.\He's my top recommended newcomer.\Oh? You seem confident. response:	Top recommendation? All he's won is an honorable mention in the monthly award, right?
context: But Editor-in-Chief, of the seven we've looked at, you've given four a yes...\It doesn't matter how many there are. Interesting works are given a yes.\Next is Rakko 11-Gou, Hiramaru Kazuya.\Rakko 11-Gou = Otter 11\Eh, I'm the editor.\He's my top recommended newcomer.\Oh? You seem confident.\Top recommendation? All he's won is an honorable mention in the monthly award, right? response:	Hiramaru-san is 26 years old.
context: It doesn't matter how many there are. Interesting works are given a yes.\Next is Rakko 11-Gou, Hiramaru Kazuya.\Rakko 11-Gou = Otter 11\Eh, I'm the editor.\He's my top recommended newcomer.\Oh? You seem confident.\Top recommendation? All he's won is an honorable mention in the monthly award, right?\Hiramaru-san is 26 years old. response:	But until this year, he hardly ever read manga.
context: Next is Rakko 11-Gou, Hiramaru Kazuya.\Rakko 11-Gou = Otter 11\Eh, I'm the editor.\He's my top recommended newcomer.\Oh? You seem confident.\Top recommendation? All he's won is an honorable mention in the monthly award, right?\Hiramaru-san is 26 years old.\But until this year, he hardly ever read manga. response:	When he was on a train, he took a copy of Jack off the luggage rack,
context: Rakko 11-Gou = Otter 11\Eh, I'm the editor.\He's my top recommended newcomer.\Oh? You seem confident.\Top recommendation? All he's won is an honorable mention in the monthly award, right?\Hiramaru-san is 26 years old.\But until this year, he hardly ever read manga.\When he was on a train, he took a copy of Jack off the luggage rack, response:	and suddenly thought, Even I can draw something like this!
context: Eh, I'm the editor.\He's my top recommended newcomer.\Oh? You seem confident.\Top recommendation? All he's won is an honorable mention in the monthly award, right?\Hiramaru-san is 26 years old.\But until this year, he hardly ever read manga.\When he was on a train, he took a copy of Jack off the luggage rack,\and suddenly thought, Even I can draw something like this! response:	That day, he handed in a letter of resignation to his job at a corporation,
context: He's my top recommended newcomer.\Oh? You seem confident.\Top recommendation? All he's won is an honorable mention in the monthly award, right?\Hiramaru-san is 26 years old.\But until this year, he hardly ever read manga.\When he was on a train, he took a copy of Jack off the luggage rack,\and suddenly thought, Even I can draw something like this!\That day, he handed in a letter of resignation to his job at a corporation, response:	then a month later, he submitted something to us.
context: Oh? You seem confident.\Top recommendation? All he's won is an honorable mention in the monthly award, right?\Hiramaru-san is 26 years old.\But until this year, he hardly ever read manga.\When he was on a train, he took a copy of Jack off the luggage rack,\and suddenly thought, Even I can draw something like this!\That day, he handed in a letter of resignation to his job at a corporation,\then a month later, he submitted something to us. response:	So that's Rakko?
context: Top recommendation? All he's won is an honorable mention in the monthly award, right?\Hiramaru-san is 26 years old.\But until this year, he hardly ever read manga.\When he was on a train, he took a copy of Jack off the luggage rack,\and suddenly thought, Even I can draw something like this!\That day, he handed in a letter of resignation to his job at a corporation,\then a month later, he submitted something to us.\So that's Rakko? response:	Most people start liking manga when they're young and submit things trying to imitate manga they like.
context: Hiramaru-san is 26 years old.\But until this year, he hardly ever read manga.\When he was on a train, he took a copy of Jack off the luggage rack,\and suddenly thought, Even I can draw something like this!\That day, he handed in a letter of resignation to his job at a corporation,\then a month later, he submitted something to us.\So that's Rakko?\Most people start liking manga when they're young and submit things trying to imitate manga they like. response:	Then they start to learn how to draw manga from books and things.
context: But until this year, he hardly ever read manga.\When he was on a train, he took a copy of Jack off the luggage rack,\and suddenly thought, Even I can draw something like this!\That day, he handed in a letter of resignation to his job at a corporation,\then a month later, he submitted something to us.\So that's Rakko?\Most people start liking manga when they're young and submit things trying to imitate manga they like.\Then they start to learn how to draw manga from books and things. response:	Tons of material like that is out there now, right?
context: When he was on a train, he took a copy of Jack off the luggage rack,\and suddenly thought, Even I can draw something like this!\That day, he handed in a letter of resignation to his job at a corporation,\then a month later, he submitted something to us.\So that's Rakko?\Most people start liking manga when they're young and submit things trying to imitate manga they like.\Then they start to learn how to draw manga from books and things.\Tons of material like that is out there now, right? response:	But Hiramaru-san, from just one issue of Jack and by his own trial and error,
context: and suddenly thought, Even I can draw something like this!\That day, he handed in a letter of resignation to his job at a corporation,\then a month later, he submitted something to us.\So that's Rakko?\Most people start liking manga when they're young and submit things trying to imitate manga they like.\Then they start to learn how to draw manga from books and things.\Tons of material like that is out there now, right?\But Hiramaru-san, from just one issue of Jack and by his own trial and error, response:	without even knowing about screentone, submitted something.
context: That day, he handed in a letter of resignation to his job at a corporation,\then a month later, he submitted something to us.\So that's Rakko?\Most people start liking manga when they're young and submit things trying to imitate manga they like.\Then they start to learn how to draw manga from books and things.\Tons of material like that is out there now, right?\But Hiramaru-san, from just one issue of Jack and by his own trial and error,\without even knowing about screentone, submitted something. response:	What's more, he's creating characters that could quickly be made into an anime.
context: then a month later, he submitted something to us.\So that's Rakko?\Most people start liking manga when they're young and submit things trying to imitate manga they like.\Then they start to learn how to draw manga from books and things.\Tons of material like that is out there now, right?\But Hiramaru-san, from just one issue of Jack and by his own trial and error,\without even knowing about screentone, submitted something.\What's more, he's creating characters that could quickly be made into an anime. response:	He went from a total amateur to that in just one month.
context: So that's Rakko?\Most people start liking manga when they're young and submit things trying to imitate manga they like.\Then they start to learn how to draw manga from books and things.\Tons of material like that is out there now, right?\But Hiramaru-san, from just one issue of Jack and by his own trial and error,\without even knowing about screentone, submitted something.\What's more, he's creating characters that could quickly be made into an anime.\He went from a total amateur to that in just one month. response:	He's a genius.
context: Most people start liking manga when they're young and submit things trying to imitate manga they like.\Then they start to learn how to draw manga from books and things.\Tons of material like that is out there now, right?\But Hiramaru-san, from just one issue of Jack and by his own trial and error,\without even knowing about screentone, submitted something.\What's more, he's creating characters that could quickly be made into an anime.\He went from a total amateur to that in just one month.\He's a genius. response:	If we go by that story, he does seem to be a good prospect.
context: Then they start to learn how to draw manga from books and things.\Tons of material like that is out there now, right?\But Hiramaru-san, from just one issue of Jack and by his own trial and error,\without even knowing about screentone, submitted something.\What's more, he's creating characters that could quickly be made into an anime.\He went from a total amateur to that in just one month.\He's a genius.\If we go by that story, he does seem to be a good prospect. response:	But I don't know about serializing him so quickly.
context: Tons of material like that is out there now, right?\But Hiramaru-san, from just one issue of Jack and by his own trial and error,\without even knowing about screentone, submitted something.\What's more, he's creating characters that could quickly be made into an anime.\He went from a total amateur to that in just one month.\He's a genius.\If we go by that story, he does seem to be a good prospect.\But I don't know about serializing him so quickly. response:	There's a high risk.
context: But Hiramaru-san, from just one issue of Jack and by his own trial and error,\without even knowing about screentone, submitted something.\What's more, he's creating characters that could quickly be made into an anime.\He went from a total amateur to that in just one month.\He's a genius.\If we go by that story, he does seem to be a good prospect.\But I don't know about serializing him so quickly.\There's a high risk. response:	It's interesting, isn't it?
context: without even knowing about screentone, submitted something.\What's more, he's creating characters that could quickly be made into an anime.\He went from a total amateur to that in just one month.\He's a genius.\If we go by that story, he does seem to be a good prospect.\But I don't know about serializing him so quickly.\There's a high risk.\It's interesting, isn't it? response:	The name is good too.
context: What's more, he's creating characters that could quickly be made into an anime.\He went from a total amateur to that in just one month.\He's a genius.\If we go by that story, he does seem to be a good prospect.\But I don't know about serializing him so quickly.\There's a high risk.\It's interesting, isn't it?\The name is good too. response:	It's a yes.
context: He went from a total amateur to that in just one month.\He's a genius.\If we go by that story, he does seem to be a good prospect.\But I don't know about serializing him so quickly.\There's a high risk.\It's interesting, isn't it?\The name is good too.\It's a yes. response:	Thank you very much.
context: He's a genius.\If we go by that story, he does seem to be a good prospect.\But I don't know about serializing him so quickly.\There's a high risk.\It's interesting, isn't it?\The name is good too.\It's a yes.\Thank you very much. response:	Amazing...
context: If we go by that story, he does seem to be a good prospect.\But I don't know about serializing him so quickly.\There's a high risk.\It's interesting, isn't it?\The name is good too.\It's a yes.\Thank you very much.\Amazing... response:	Okay then, next.
context: But I don't know about serializing him so quickly.\There's a high risk.\It's interesting, isn't it?\The name is good too.\It's a yes.\Thank you very much.\Amazing...\Okay then, next. response:	Gitantei TRAP.
context: There's a high risk.\It's interesting, isn't it?\The name is good too.\It's a yes.\Thank you very much.\Amazing...\Okay then, next.\Gitantei TRAP. response:	Ashirogi Muto.
context: It's interesting, isn't it?\The name is good too.\It's a yes.\Thank you very much.\Amazing...\Okay then, next.\Gitantei TRAP.\Ashirogi Muto. response:	The editor is Hattori, from my group.
context: The name is good too.\It's a yes.\Thank you very much.\Amazing...\Okay then, next.\Gitantei TRAP.\Ashirogi Muto.\The editor is Hattori, from my group. response:	It's the mystery story that even got good results in the Golden Future Cup.
context: It's a yes.\Thank you very much.\Amazing...\Okay then, next.\Gitantei TRAP.\Ashirogi Muto.\The editor is Hattori, from my group.\It's the mystery story that even got good results in the Golden Future Cup. response:	I know you all must be concerned since the authors are still only in their second year of high school, but...
context: Thank you very much.\Amazing...\Okay then, next.\Gitantei TRAP.\Ashirogi Muto.\The editor is Hattori, from my group.\It's the mystery story that even got good results in the Golden Future Cup.\I know you all must be concerned since the authors are still only in their second year of high school, but... response:	Let me say this first, they can draw while going to school.
context: Amazing...\Okay then, next.\Gitantei TRAP.\Ashirogi Muto.\The editor is Hattori, from my group.\It's the mystery story that even got good results in the Golden Future Cup.\I know you all must be concerned since the authors are still only in their second year of high school, but...\Let me say this first, they can draw while going to school. response:	What's your basis for that?
context: Okay then, next.\Gitantei TRAP.\Ashirogi Muto.\The editor is Hattori, from my group.\It's the mystery story that even got good results in the Golden Future Cup.\I know you all must be concerned since the authors are still only in their second year of high school, but...\Let me say this first, they can draw while going to school.\What's your basis for that? response:	In addition to the names they've submitted to the meeting, they made seven more serialization names.
context: Gitantei TRAP.\Ashirogi Muto.\The editor is Hattori, from my group.\It's the mystery story that even got good results in the Golden Future Cup.\I know you all must be concerned since the authors are still only in their second year of high school, but...\Let me say this first, they can draw while going to school.\What's your basis for that?\In addition to the names they've submitted to the meeting, they made seven more serialization names. response:	They did five chapters at the pace of a nineteen page manuscript every two weeks.
context: Ashirogi Muto.\The editor is Hattori, from my group.\It's the mystery story that even got good results in the Golden Future Cup.\I know you all must be concerned since the authors are still only in their second year of high school, but...\Let me say this first, they can draw while going to school.\What's your basis for that?\In addition to the names they've submitted to the meeting, they made seven more serialization names.\They did five chapters at the pace of a nineteen page manuscript every two weeks. response:	All while making progress on drawing for the Golden Future Cup.
context: The editor is Hattori, from my group.\It's the mystery story that even got good results in the Golden Future Cup.\I know you all must be concerned since the authors are still only in their second year of high school, but...\Let me say this first, they can draw while going to school.\What's your basis for that?\In addition to the names they've submitted to the meeting, they made seven more serialization names.\They did five chapters at the pace of a nineteen page manuscript every two weeks.\All while making progress on drawing for the Golden Future Cup. response:	While they were working on the Golden Future Cup?
context: It's the mystery story that even got good results in the Golden Future Cup.\I know you all must be concerned since the authors are still only in their second year of high school, but...\Let me say this first, they can draw while going to school.\What's your basis for that?\In addition to the names they've submitted to the meeting, they made seven more serialization names.\They did five chapters at the pace of a nineteen page manuscript every two weeks.\All while making progress on drawing for the Golden Future Cup.\While they were working on the Golden Future Cup? response:	While honoring their deadlines, they made works that were no worse than the names being passed around now.
context: I know you all must be concerned since the authors are still only in their second year of high school, but...\Let me say this first, they can draw while going to school.\What's your basis for that?\In addition to the names they've submitted to the meeting, they made seven more serialization names.\They did five chapters at the pace of a nineteen page manuscript every two weeks.\All while making progress on drawing for the Golden Future Cup.\While they were working on the Golden Future Cup?\While honoring their deadlines, they made works that were no worse than the names being passed around now. response:	They've got incredible motivation.
context: Let me say this first, they can draw while going to school.\What's your basis for that?\In addition to the names they've submitted to the meeting, they made seven more serialization names.\They did five chapters at the pace of a nineteen page manuscript every two weeks.\All while making progress on drawing for the Golden Future Cup.\While they were working on the Golden Future Cup?\While honoring their deadlines, they made works that were no worse than the names being passed around now.\They've got incredible motivation. response:	Hey, want to go have fun somewhere?
context: What's your basis for that?\In addition to the names they've submitted to the meeting, they made seven more serialization names.\They did five chapters at the pace of a nineteen page manuscript every two weeks.\All while making progress on drawing for the Golden Future Cup.\While they were working on the Golden Future Cup?\While honoring their deadlines, they made works that were no worse than the names being passed around now.\They've got incredible motivation.\Hey, want to go have fun somewhere? response:	Being outside would distract you from all this.
context: In addition to the names they've submitted to the meeting, they made seven more serialization names.\They did five chapters at the pace of a nineteen page manuscript every two weeks.\All while making progress on drawing for the Golden Future Cup.\While they were working on the Golden Future Cup?\While honoring their deadlines, they made works that were no worse than the names being passed around now.\They've got incredible motivation.\Hey, want to go have fun somewhere?\Being outside would distract you from all this. response:	Takagi will get the outcome on his cell phone anyway.
context: They did five chapters at the pace of a nineteen page manuscript every two weeks.\All while making progress on drawing for the Golden Future Cup.\While they were working on the Golden Future Cup?\While honoring their deadlines, they made works that were no worse than the names being passed around now.\They've got incredible motivation.\Hey, want to go have fun somewhere?\Being outside would distract you from all this.\Takagi will get the outcome on his cell phone anyway. response:	Wanna go?
context: All while making progress on drawing for the Golden Future Cup.\While they were working on the Golden Future Cup?\While honoring their deadlines, they made works that were no worse than the names being passed around now.\They've got incredible motivation.\Hey, want to go have fun somewhere?\Being outside would distract you from all this.\Takagi will get the outcome on his cell phone anyway.\Wanna go? response:	I don't want to get really happy or really upset someplace in public.
context: While they were working on the Golden Future Cup?\While honoring their deadlines, they made works that were no worse than the names being passed around now.\They've got incredible motivation.\Hey, want to go have fun somewhere?\Being outside would distract you from all this.\Takagi will get the outcome on his cell phone anyway.\Wanna go?\I don't want to get really happy or really upset someplace in public. response:	Oh, really?
context: While honoring their deadlines, they made works that were no worse than the names being passed around now.\They've got incredible motivation.\Hey, want to go have fun somewhere?\Being outside would distract you from all this.\Takagi will get the outcome on his cell phone anyway.\Wanna go?\I don't want to get really happy or really upset someplace in public.\Oh, really? response:	Sorry.
context: They've got incredible motivation.\Hey, want to go have fun somewhere?\Being outside would distract you from all this.\Takagi will get the outcome on his cell phone anyway.\Wanna go?\I don't want to get really happy or really upset someplace in public.\Oh, really?\Sorry. response:	What do you think your chances are?
context: Hey, want to go have fun somewhere?\Being outside would distract you from all this.\Takagi will get the outcome on his cell phone anyway.\Wanna go?\I don't want to get really happy or really upset someplace in public.\Oh, really?\Sorry.\What do you think your chances are? response:	If it's about getting serialized or not, it's already over.
context: Being outside would distract you from all this.\Takagi will get the outcome on his cell phone anyway.\Wanna go?\I don't want to get really happy or really upset someplace in public.\Oh, really?\Sorry.\What do you think your chances are?\If it's about getting serialized or not, it's already over. response:	Huh? Is it really like that?
context: Takagi will get the outcome on his cell phone anyway.\Wanna go?\I don't want to get really happy or really upset someplace in public.\Oh, really?\Sorry.\What do you think your chances are?\If it's about getting serialized or not, it's already over.\Huh? Is it really like that? response:	No.
context: Wanna go?\I don't want to get really happy or really upset someplace in public.\Oh, really?\Sorry.\What do you think your chances are?\If it's about getting serialized or not, it's already over.\Huh? Is it really like that?\No. response:	But 20 would be optimistic.
context: I don't want to get really happy or really upset someplace in public.\Oh, really?\Sorry.\What do you think your chances are?\If it's about getting serialized or not, it's already over.\Huh? Is it really like that?\No.\But 20 would be optimistic. response:	Why? You won the Golden Future Cup, didn't you?
context: Oh, really?\Sorry.\What do you think your chances are?\If it's about getting serialized or not, it's already over.\Huh? Is it really like that?\No.\But 20 would be optimistic.\Why? You won the Golden Future Cup, didn't you? response:	The realistic result of the Golden Future Cup was that three works were at about the same level.
context: Sorry.\What do you think your chances are?\If it's about getting serialized or not, it's already over.\Huh? Is it really like that?\No.\But 20 would be optimistic.\Why? You won the Golden Future Cup, didn't you?\The realistic result of the Golden Future Cup was that three works were at about the same level. response:	Even if you consider it to be one out of three, that's 33.
context: What do you think your chances are?\If it's about getting serialized or not, it's already over.\Huh? Is it really like that?\No.\But 20 would be optimistic.\Why? You won the Golden Future Cup, didn't you?\The realistic result of the Golden Future Cup was that three works were at about the same level.\Even if you consider it to be one out of three, that's 33. response:	And we can't even say for sure that they'll pick one series from the Golden Future Cup.
context: If it's about getting serialized or not, it's already over.\Huh? Is it really like that?\No.\But 20 would be optimistic.\Why? You won the Golden Future Cup, didn't you?\The realistic result of the Golden Future Cup was that three works were at about the same level.\Even if you consider it to be one out of three, that's 33.\And we can't even say for sure that they'll pick one series from the Golden Future Cup. response:	Will even one get in?
