context: Mr. Ouryou, your daughter is here to see you again. response:	Isn't that nice?
context: Well, I don't wanna be in a situation where you have to fire the Dominator.\So, what do you want?\To start with, please wipe yourself down and put a shirt on!\It's about the unsolved case.\Public Safety Bureau Special Case 102.\I looked into it. Sorry to pry into your past.\What are you apologizing for?\You're not angry with me? response:	Why would I be angry?
context: So, what do you want?\To start with, please wipe yourself down and put a shirt on!\It's about the unsolved case.\Public Safety Bureau Special Case 102.\I looked into it. Sorry to pry into your past.\What are you apologizing for?\You're not angry with me?\Why would I be angry? response:	Because it's an old homicide case that claimed the life of one of my subordinates?
context: To start with, please wipe yourself down and put a shirt on!\It's about the unsolved case.\Public Safety Bureau Special Case 102.\I looked into it. Sorry to pry into your past.\What are you apologizing for?\You're not angry with me?\Why would I be angry?\Because it's an old homicide case that claimed the life of one of my subordinates? response:	Because it's been three years and we're no closer to solving it than when we began?
context: It's about the unsolved case.\Public Safety Bureau Special Case 102.\I looked into it. Sorry to pry into your past.\What are you apologizing for?\You're not angry with me?\Why would I be angry?\Because it's an old homicide case that claimed the life of one of my subordinates?\Because it's been three years and we're no closer to solving it than when we began? response:	No reason to be.
context: Public Safety Bureau Special Case 102.\I looked into it. Sorry to pry into your past.\What are you apologizing for?\You're not angry with me?\Why would I be angry?\Because it's an old homicide case that claimed the life of one of my subordinates?\Because it's been three years and we're no closer to solving it than when we began?\No reason to be. response:	And if I got angry at anyone, it'd be myself.
context: I looked into it. Sorry to pry into your past.\What are you apologizing for?\You're not angry with me?\Why would I be angry?\Because it's an old homicide case that claimed the life of one of my subordinates?\Because it's been three years and we're no closer to solving it than when we began?\No reason to be.\And if I got angry at anyone, it'd be myself. response:	In that homicide case, I didn't even come close to finding the mastermind
context: What are you apologizing for?\You're not angry with me?\Why would I be angry?\Because it's an old homicide case that claimed the life of one of my subordinates?\Because it's been three years and we're no closer to solving it than when we began?\No reason to be.\And if I got angry at anyone, it'd be myself.\In that homicide case, I didn't even come close to finding the mastermind response:	who'd been pulling the strings behind Touma Kouzaburo.
context: You're not angry with me?\Why would I be angry?\Because it's an old homicide case that claimed the life of one of my subordinates?\Because it's been three years and we're no closer to solving it than when we began?\No reason to be.\And if I got angry at anyone, it'd be myself.\In that homicide case, I didn't even come close to finding the mastermind\who'd been pulling the strings behind Touma Kouzaburo. response:	Do you think the same guy's behind this case?
context: Why would I be angry?\Because it's an old homicide case that claimed the life of one of my subordinates?\Because it's been three years and we're no closer to solving it than when we began?\No reason to be.\And if I got angry at anyone, it'd be myself.\In that homicide case, I didn't even come close to finding the mastermind\who'd been pulling the strings behind Touma Kouzaburo.\Do you think the same guy's behind this case? response:	I don't know yet.
context: Because it's an old homicide case that claimed the life of one of my subordinates?\Because it's been three years and we're no closer to solving it than when we began?\No reason to be.\And if I got angry at anyone, it'd be myself.\In that homicide case, I didn't even come close to finding the mastermind\who'd been pulling the strings behind Touma Kouzaburo.\Do you think the same guy's behind this case?\I don't know yet. response:	It's still possible that this is just an elaborate copycat crime.
context: Because it's been three years and we're no closer to solving it than when we began?\No reason to be.\And if I got angry at anyone, it'd be myself.\In that homicide case, I didn't even come close to finding the mastermind\who'd been pulling the strings behind Touma Kouzaburo.\Do you think the same guy's behind this case?\I don't know yet.\It's still possible that this is just an elaborate copycat crime. response:	But it's definitely worth looking into.
context: No reason to be.\And if I got angry at anyone, it'd be myself.\In that homicide case, I didn't even come close to finding the mastermind\who'd been pulling the strings behind Touma Kouzaburo.\Do you think the same guy's behind this case?\I don't know yet.\It's still possible that this is just an elaborate copycat crime.\But it's definitely worth looking into. response:	You've been taken off the case, though.
context: And if I got angry at anyone, it'd be myself.\In that homicide case, I didn't even come close to finding the mastermind\who'd been pulling the strings behind Touma Kouzaburo.\Do you think the same guy's behind this case?\I don't know yet.\It's still possible that this is just an elaborate copycat crime.\But it's definitely worth looking into.\You've been taken off the case, though. response:	That's okay.
context: In that homicide case, I didn't even come close to finding the mastermind\who'd been pulling the strings behind Touma Kouzaburo.\Do you think the same guy's behind this case?\I don't know yet.\It's still possible that this is just an elaborate copycat crime.\But it's definitely worth looking into.\You've been taken off the case, though.\That's okay. response:	I don't wanna cause Gino too much trouble.
context: who'd been pulling the strings behind Touma Kouzaburo.\Do you think the same guy's behind this case?\I don't know yet.\It's still possible that this is just an elaborate copycat crime.\But it's definitely worth looking into.\You've been taken off the case, though.\That's okay.\I don't wanna cause Gino too much trouble. response:	What?
context: Do you think the same guy's behind this case?\I don't know yet.\It's still possible that this is just an elaborate copycat crime.\But it's definitely worth looking into.\You've been taken off the case, though.\That's okay.\I don't wanna cause Gino too much trouble.\What? response:	I'm saying, there's a way to handle these things.
context: I don't know yet.\It's still possible that this is just an elaborate copycat crime.\But it's definitely worth looking into.\You've been taken off the case, though.\That's okay.\I don't wanna cause Gino too much trouble.\What?\I'm saying, there's a way to handle these things. response:	We can find a good pretext to create a situation where they'd need us back.
context: It's still possible that this is just an elaborate copycat crime.\But it's definitely worth looking into.\You've been taken off the case, though.\That's okay.\I don't wanna cause Gino too much trouble.\What?\I'm saying, there's a way to handle these things.\We can find a good pretext to create a situation where they'd need us back. response:	Is that really possible?
context: But it's definitely worth looking into.\You've been taken off the case, though.\That's okay.\I don't wanna cause Gino too much trouble.\What?\I'm saying, there's a way to handle these things.\We can find a good pretext to create a situation where they'd need us back.\Is that really possible? response:	It is. Just wait and see.
context: You've been taken off the case, though.\That's okay.\I don't wanna cause Gino too much trouble.\What?\I'm saying, there's a way to handle these things.\We can find a good pretext to create a situation where they'd need us back.\Is that really possible?\It is. Just wait and see. response:	What kind of person was Enforcer Sasayama?
context: That's okay.\I don't wanna cause Gino too much trouble.\What?\I'm saying, there's a way to handle these things.\We can find a good pretext to create a situation where they'd need us back.\Is that really possible?\It is. Just wait and see.\What kind of person was Enforcer Sasayama? response:	He was a real piece of work.
context: I don't wanna cause Gino too much trouble.\What?\I'm saying, there's a way to handle these things.\We can find a good pretext to create a situation where they'd need us back.\Is that really possible?\It is. Just wait and see.\What kind of person was Enforcer Sasayama?\He was a real piece of work. response:	Huh?
context: What?\I'm saying, there's a way to handle these things.\We can find a good pretext to create a situation where they'd need us back.\Is that really possible?\It is. Just wait and see.\What kind of person was Enforcer Sasayama?\He was a real piece of work.\Huh? response:	He was a womanizer.
context: I'm saying, there's a way to handle these things.\We can find a good pretext to create a situation where they'd need us back.\Is that really possible?\It is. Just wait and see.\What kind of person was Enforcer Sasayama?\He was a real piece of work.\Huh?\He was a womanizer. response:	I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.
context: We can find a good pretext to create a situation where they'd need us back.\Is that really possible?\It is. Just wait and see.\What kind of person was Enforcer Sasayama?\He was a real piece of work.\Huh?\He was a womanizer.\I lost count of how many times he tried to grab Karanomori and Kunizuka's butts. response:	He got slugged every time, but he never seemed to learn his lesson.
context: Is that really possible?\It is. Just wait and see.\What kind of person was Enforcer Sasayama?\He was a real piece of work.\Huh?\He was a womanizer.\I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.\He got slugged every time, but he never seemed to learn his lesson. response:	He had a short fuse too.
context: It is. Just wait and see.\What kind of person was Enforcer Sasayama?\He was a real piece of work.\Huh?\He was a womanizer.\I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.\He got slugged every time, but he never seemed to learn his lesson.\He had a short fuse too. response:	Once he got upset, there was nothing anyone could do.
context: What kind of person was Enforcer Sasayama?\He was a real piece of work.\Huh?\He was a womanizer.\I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.\He got slugged every time, but he never seemed to learn his lesson.\He had a short fuse too.\Once he got upset, there was nothing anyone could do. response:	One day, he went to the house of a guy who got flagged by a Hue Check.
context: He was a real piece of work.\Huh?\He was a womanizer.\I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.\He got slugged every time, but he never seemed to learn his lesson.\He had a short fuse too.\Once he got upset, there was nothing anyone could do.\One day, he went to the house of a guy who got flagged by a Hue Check. response:	When he stepped inside, this guy was on top of a woman he had kidnapped.
context: Huh?\He was a womanizer.\I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.\He got slugged every time, but he never seemed to learn his lesson.\He had a short fuse too.\Once he got upset, there was nothing anyone could do.\One day, he went to the house of a guy who got flagged by a Hue Check.\When he stepped inside, this guy was on top of a woman he had kidnapped. response:	Sasayama almost killed the guy.
context: He was a womanizer.\I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.\He got slugged every time, but he never seemed to learn his lesson.\He had a short fuse too.\Once he got upset, there was nothing anyone could do.\One day, he went to the house of a guy who got flagged by a Hue Check.\When he stepped inside, this guy was on top of a woman he had kidnapped.\Sasayama almost killed the guy. response:	Since I was an Inspector at the time, I stopped him,
context: I lost count of how many times he tried to grab Karanomori and Kunizuka's butts.\He got slugged every time, but he never seemed to learn his lesson.\He had a short fuse too.\Once he got upset, there was nothing anyone could do.\One day, he went to the house of a guy who got flagged by a Hue Check.\When he stepped inside, this guy was on top of a woman he had kidnapped.\Sasayama almost killed the guy.\Since I was an Inspector at the time, I stopped him, response:	but deep down, I thought that he was a funny guy.
context: He got slugged every time, but he never seemed to learn his lesson.\He had a short fuse too.\Once he got upset, there was nothing anyone could do.\One day, he went to the house of a guy who got flagged by a Hue Check.\When he stepped inside, this guy was on top of a woman he had kidnapped.\Sasayama almost killed the guy.\Since I was an Inspector at the time, I stopped him,\but deep down, I thought that he was a funny guy. response:	Yeah. That violent, womanizing bastard was a real funny guy.
context: He had a short fuse too.\Once he got upset, there was nothing anyone could do.\One day, he went to the house of a guy who got flagged by a Hue Check.\When he stepped inside, this guy was on top of a woman he had kidnapped.\Sasayama almost killed the guy.\Since I was an Inspector at the time, I stopped him,\but deep down, I thought that he was a funny guy.\Yeah. That violent, womanizing bastard was a real funny guy. response:	At the very least, I never expected he'd die that way.
context: Once he got upset, there was nothing anyone could do.\One day, he went to the house of a guy who got flagged by a Hue Check.\When he stepped inside, this guy was on top of a woman he had kidnapped.\Sasayama almost killed the guy.\Since I was an Inspector at the time, I stopped him,\but deep down, I thought that he was a funny guy.\Yeah. That violent, womanizing bastard was a real funny guy.\At the very least, I never expected he'd die that way. response:	Did you see the picture of his body?
context: One day, he went to the house of a guy who got flagged by a Hue Check.\When he stepped inside, this guy was on top of a woman he had kidnapped.\Sasayama almost killed the guy.\Since I was an Inspector at the time, I stopped him,\but deep down, I thought that he was a funny guy.\Yeah. That violent, womanizing bastard was a real funny guy.\At the very least, I never expected he'd die that way.\Did you see the picture of his body? response:	Yes.
context: When he stepped inside, this guy was on top of a woman he had kidnapped.\Sasayama almost killed the guy.\Since I was an Inspector at the time, I stopped him,\but deep down, I thought that he was a funny guy.\Yeah. That violent, womanizing bastard was a real funny guy.\At the very least, I never expected he'd die that way.\Did you see the picture of his body?\Yes. response:	We found it underneath a Holographic display.
context: Sasayama almost killed the guy.\Since I was an Inspector at the time, I stopped him,\but deep down, I thought that he was a funny guy.\Yeah. That violent, womanizing bastard was a real funny guy.\At the very least, I never expected he'd die that way.\Did you see the picture of his body?\Yes.\We found it underneath a Holographic display. response:	Yes...
context: Since I was an Inspector at the time, I stopped him,\but deep down, I thought that he was a funny guy.\Yeah. That violent, womanizing bastard was a real funny guy.\At the very least, I never expected he'd die that way.\Did you see the picture of his body?\Yes.\We found it underneath a Holographic display.\Yes... response:	Do you know what kind of display it was?
context: but deep down, I thought that he was a funny guy.\Yeah. That violent, womanizing bastard was a real funny guy.\At the very least, I never expected he'd die that way.\Did you see the picture of his body?\Yes.\We found it underneath a Holographic display.\Yes...\Do you know what kind of display it was? response:	No, I don't.
context: Yeah. That violent, womanizing bastard was a real funny guy.\At the very least, I never expected he'd die that way.\Did you see the picture of his body?\Yes.\We found it underneath a Holographic display.\Yes...\Do you know what kind of display it was?\No, I don't. response:	It was an ad by a pharmaceutical company.
context: At the very least, I never expected he'd die that way.\Did you see the picture of his body?\Yes.\We found it underneath a Holographic display.\Yes...\Do you know what kind of display it was?\No, I don't.\It was an ad by a pharmaceutical company. response:	Our safe stress care will transport you to a world without suffering.
context: Did you see the picture of his body?\Yes.\We found it underneath a Holographic display.\Yes...\Do you know what kind of display it was?\No, I don't.\It was an ad by a pharmaceutical company.\Our safe stress care will transport you to a world without suffering. response:	Analysis showed that before Sasayama was turned into a specimen,
context: Yes.\We found it underneath a Holographic display.\Yes...\Do you know what kind of display it was?\No, I don't.\It was an ad by a pharmaceutical company.\Our safe stress care will transport you to a world without suffering.\Analysis showed that before Sasayama was turned into a specimen, response:	he was dismembered while he was still alive.
context: We found it underneath a Holographic display.\Yes...\Do you know what kind of display it was?\No, I don't.\It was an ad by a pharmaceutical company.\Our safe stress care will transport you to a world without suffering.\Analysis showed that before Sasayama was turned into a specimen,\he was dismembered while he was still alive. response:	It was like the culprit was sending a message.
context: Yes...\Do you know what kind of display it was?\No, I don't.\It was an ad by a pharmaceutical company.\Our safe stress care will transport you to a world without suffering.\Analysis showed that before Sasayama was turned into a specimen,\he was dismembered while he was still alive.\It was like the culprit was sending a message. response:	Life is nothing but suffering.
context: Do you know what kind of display it was?\No, I don't.\It was an ad by a pharmaceutical company.\Our safe stress care will transport you to a world without suffering.\Analysis showed that before Sasayama was turned into a specimen,\he was dismembered while he was still alive.\It was like the culprit was sending a message.\Life is nothing but suffering. response:	I wanted the bastard who did that to Sasayama to meet the same end.
context: No, I don't.\It was an ad by a pharmaceutical company.\Our safe stress care will transport you to a world without suffering.\Analysis showed that before Sasayama was turned into a specimen,\he was dismembered while he was still alive.\It was like the culprit was sending a message.\Life is nothing but suffering.\I wanted the bastard who did that to Sasayama to meet the same end. response:	Once I started feeling that way,
context: It was an ad by a pharmaceutical company.\Our safe stress care will transport you to a world without suffering.\Analysis showed that before Sasayama was turned into a specimen,\he was dismembered while he was still alive.\It was like the culprit was sending a message.\Life is nothing but suffering.\I wanted the bastard who did that to Sasayama to meet the same end.\Once I started feeling that way, response:	my career as an Inspector was over.
context: Our safe stress care will transport you to a world without suffering.\Analysis showed that before Sasayama was turned into a specimen,\he was dismembered while he was still alive.\It was like the culprit was sending a message.\Life is nothing but suffering.\I wanted the bastard who did that to Sasayama to meet the same end.\Once I started feeling that way,\my career as an Inspector was over. response:	Do you have any regrets?
context: Analysis showed that before Sasayama was turned into a specimen,\he was dismembered while he was still alive.\It was like the culprit was sending a message.\Life is nothing but suffering.\I wanted the bastard who did that to Sasayama to meet the same end.\Once I started feeling that way,\my career as an Inspector was over.\Do you have any regrets? response:	I don't regret my own actions.
context: he was dismembered while he was still alive.\It was like the culprit was sending a message.\Life is nothing but suffering.\I wanted the bastard who did that to Sasayama to meet the same end.\Once I started feeling that way,\my career as an Inspector was over.\Do you have any regrets?\I don't regret my own actions. response:	But the thing is... the case is still unsolved.
context: It was like the culprit was sending a message.\Life is nothing but suffering.\I wanted the bastard who did that to Sasayama to meet the same end.\Once I started feeling that way,\my career as an Inspector was over.\Do you have any regrets?\I don't regret my own actions.\But the thing is... the case is still unsolved. response:	That's the only problem.
context: Life is nothing but suffering.\I wanted the bastard who did that to Sasayama to meet the same end.\Once I started feeling that way,\my career as an Inspector was over.\Do you have any regrets?\I don't regret my own actions.\But the thing is... the case is still unsolved.\That's the only problem. response:	We need to find the accomplice who helped Touma Kouzaburo three years ago.
context: I wanted the bastard who did that to Sasayama to meet the same end.\Once I started feeling that way,\my career as an Inspector was over.\Do you have any regrets?\I don't regret my own actions.\But the thing is... the case is still unsolved.\That's the only problem.\We need to find the accomplice who helped Touma Kouzaburo three years ago. response:	Are there any leads that we can still use?
context: Once I started feeling that way,\my career as an Inspector was over.\Do you have any regrets?\I don't regret my own actions.\But the thing is... the case is still unsolved.\That's the only problem.\We need to find the accomplice who helped Touma Kouzaburo three years ago.\Are there any leads that we can still use? response:	Yeah.
context: my career as an Inspector was over.\Do you have any regrets?\I don't regret my own actions.\But the thing is... the case is still unsolved.\That's the only problem.\We need to find the accomplice who helped Touma Kouzaburo three years ago.\Are there any leads that we can still use?\Yeah. response:	There's a picture that Sasayama took,
context: Do you have any regrets?\I don't regret my own actions.\But the thing is... the case is still unsolved.\That's the only problem.\We need to find the accomplice who helped Touma Kouzaburo three years ago.\Are there any leads that we can still use?\Yeah.\There's a picture that Sasayama took, response:	though it's pretty blurry.
context: I don't regret my own actions.\But the thing is... the case is still unsolved.\That's the only problem.\We need to find the accomplice who helped Touma Kouzaburo three years ago.\Are there any leads that we can still use?\Yeah.\There's a picture that Sasayama took,\though it's pretty blurry. response:	It was saved on the terminal that Sasayama used.
context: But the thing is... the case is still unsolved.\That's the only problem.\We need to find the accomplice who helped Touma Kouzaburo three years ago.\Are there any leads that we can still use?\Yeah.\There's a picture that Sasayama took,\though it's pretty blurry.\It was saved on the terminal that Sasayama used. response:	This man? Did you find out what his name was?
context: That's the only problem.\We need to find the accomplice who helped Touma Kouzaburo three years ago.\Are there any leads that we can still use?\Yeah.\There's a picture that Sasayama took,\though it's pretty blurry.\It was saved on the terminal that Sasayama used.\This man? Did you find out what his name was? response:	The picture's filename was...
context: We need to find the accomplice who helped Touma Kouzaburo three years ago.\Are there any leads that we can still use?\Yeah.\There's a picture that Sasayama took,\though it's pretty blurry.\It was saved on the terminal that Sasayama used.\This man? Did you find out what his name was?\The picture's filename was... response:	Makishima.
context: Are there any leads that we can still use?\Yeah.\There's a picture that Sasayama took,\though it's pretty blurry.\It was saved on the terminal that Sasayama used.\This man? Did you find out what his name was?\The picture's filename was...\Makishima. response:	They found Kuzuhara Satsuki dead.
context: Yeah.\There's a picture that Sasayama took,\though it's pretty blurry.\It was saved on the terminal that Sasayama used.\This man? Did you find out what his name was?\The picture's filename was...\Makishima.\They found Kuzuhara Satsuki dead. response:	I heard.
context: There's a picture that Sasayama took,\though it's pretty blurry.\It was saved on the terminal that Sasayama used.\This man? Did you find out what his name was?\The picture's filename was...\Makishima.\They found Kuzuhara Satsuki dead.\I heard. response:	Yoshika has been absent from school since yesterday.
context: though it's pretty blurry.\It was saved on the terminal that Sasayama used.\This man? Did you find out what his name was?\The picture's filename was...\Makishima.\They found Kuzuhara Satsuki dead.\I heard.\Yoshika has been absent from school since yesterday. response:	I heard.
context: It was saved on the terminal that Sasayama used.\This man? Did you find out what his name was?\The picture's filename was...\Makishima.\They found Kuzuhara Satsuki dead.\I heard.\Yoshika has been absent from school since yesterday.\I heard. response:	Hey, listen to me!
context: This man? Did you find out what his name was?\The picture's filename was...\Makishima.\They found Kuzuhara Satsuki dead.\I heard.\Yoshika has been absent from school since yesterday.\I heard.\Hey, listen to me! response:	I am listening.
context: The picture's filename was...\Makishima.\They found Kuzuhara Satsuki dead.\I heard.\Yoshika has been absent from school since yesterday.\I heard.\Hey, listen to me!\I am listening. response:	It's not just Ookubo.
context: Makishima.\They found Kuzuhara Satsuki dead.\I heard.\Yoshika has been absent from school since yesterday.\I heard.\Hey, listen to me!\I am listening.\It's not just Ookubo. response:	I heard that Yamaguchi Masami in Class B has been absent, too.
context: They found Kuzuhara Satsuki dead.\I heard.\Yoshika has been absent from school since yesterday.\I heard.\Hey, listen to me!\I am listening.\It's not just Ookubo.\I heard that Yamaguchi Masami in Class B has been absent, too. response:	Sounds like there's trouble brewing at the Academy.
context: I heard.\Yoshika has been absent from school since yesterday.\I heard.\Hey, listen to me!\I am listening.\It's not just Ookubo.\I heard that Yamaguchi Masami in Class B has been absent, too.\Sounds like there's trouble brewing at the Academy. response:	So?
context: Yoshika has been absent from school since yesterday.\I heard.\Hey, listen to me!\I am listening.\It's not just Ookubo.\I heard that Yamaguchi Masami in Class B has been absent, too.\Sounds like there's trouble brewing at the Academy.\So? response:	So?
context: I heard.\Hey, listen to me!\I am listening.\It's not just Ookubo.\I heard that Yamaguchi Masami in Class B has been absent, too.\Sounds like there's trouble brewing at the Academy.\So?\So? response:	If there's trouble, the first thing you should do is stay out of it.
context: Hey, listen to me!\I am listening.\It's not just Ookubo.\I heard that Yamaguchi Masami in Class B has been absent, too.\Sounds like there's trouble brewing at the Academy.\So?\So?\If there's trouble, the first thing you should do is stay out of it. response:	Don't gossip, either.
context: I am listening.\It's not just Ookubo.\I heard that Yamaguchi Masami in Class B has been absent, too.\Sounds like there's trouble brewing at the Academy.\So?\So?\If there's trouble, the first thing you should do is stay out of it.\Don't gossip, either. response:	What are you saying?
context: It's not just Ookubo.\I heard that Yamaguchi Masami in Class B has been absent, too.\Sounds like there's trouble brewing at the Academy.\So?\So?\If there's trouble, the first thing you should do is stay out of it.\Don't gossip, either.\What are you saying? response:	I feel that careless actions could put us in serious danger.
context: I heard that Yamaguchi Masami in Class B has been absent, too.\Sounds like there's trouble brewing at the Academy.\So?\So?\If there's trouble, the first thing you should do is stay out of it.\Don't gossip, either.\What are you saying?\I feel that careless actions could put us in serious danger. response:	We've been friends with Yoshika since we were kids, you know.
context: Sounds like there's trouble brewing at the Academy.\So?\So?\If there's trouble, the first thing you should do is stay out of it.\Don't gossip, either.\What are you saying?\I feel that careless actions could put us in serious danger.\We've been friends with Yoshika since we were kids, you know. response:	Ouryou Rikako.
context: So?\So?\If there's trouble, the first thing you should do is stay out of it.\Don't gossip, either.\What are you saying?\I feel that careless actions could put us in serious danger.\We've been friends with Yoshika since we were kids, you know.\Ouryou Rikako. response:	Who?
context: So?\If there's trouble, the first thing you should do is stay out of it.\Don't gossip, either.\What are you saying?\I feel that careless actions could put us in serious danger.\We've been friends with Yoshika since we were kids, you know.\Ouryou Rikako.\Who? response:	Ookubo was really crazy about her, right?
context: If there's trouble, the first thing you should do is stay out of it.\Don't gossip, either.\What are you saying?\I feel that careless actions could put us in serious danger.\We've been friends with Yoshika since we were kids, you know.\Ouryou Rikako.\Who?\Ookubo was really crazy about her, right? response:	And she seemed to be interested in Ookubo as well.
context: Don't gossip, either.\What are you saying?\I feel that careless actions could put us in serious danger.\We've been friends with Yoshika since we were kids, you know.\Ouryou Rikako.\Who?\Ookubo was really crazy about her, right?\And she seemed to be interested in Ookubo as well. response:	If you ask her, she might know something.
context: What are you saying?\I feel that careless actions could put us in serious danger.\We've been friends with Yoshika since we were kids, you know.\Ouryou Rikako.\Who?\Ookubo was really crazy about her, right?\And she seemed to be interested in Ookubo as well.\If you ask her, she might know something. response:	Yeah...
context: I feel that careless actions could put us in serious danger.\We've been friends with Yoshika since we were kids, you know.\Ouryou Rikako.\Who?\Ookubo was really crazy about her, right?\And she seemed to be interested in Ookubo as well.\If you ask her, she might know something.\Yeah... response:	There's this quote from Kierkegaard that my father liked.
context: We've been friends with Yoshika since we were kids, you know.\Ouryou Rikako.\Who?\Ookubo was really crazy about her, right?\And she seemed to be interested in Ookubo as well.\If you ask her, she might know something.\Yeah...\There's this quote from Kierkegaard that my father liked. response:	Because man is superior to animals,
context: Ouryou Rikako.\Who?\Ookubo was really crazy about her, right?\And she seemed to be interested in Ookubo as well.\If you ask her, she might know something.\Yeah...\There's this quote from Kierkegaard that my father liked.\Because man is superior to animals, response:	in other words, because man is the self, and spirit,
context: Who?\Ookubo was really crazy about her, right?\And she seemed to be interested in Ookubo as well.\If you ask her, she might know something.\Yeah...\There's this quote from Kierkegaard that my father liked.\Because man is superior to animals,\in other words, because man is the self, and spirit, response:	man can be in despair.
context: Ookubo was really crazy about her, right?\And she seemed to be interested in Ookubo as well.\If you ask her, she might know something.\Yeah...\There's this quote from Kierkegaard that my father liked.\Because man is superior to animals,\in other words, because man is the self, and spirit,\man can be in despair. response:	Unless you know despair, you cannot know hope.
context: And she seemed to be interested in Ookubo as well.\If you ask her, she might know something.\Yeah...\There's this quote from Kierkegaard that my father liked.\Because man is superior to animals,\in other words, because man is the self, and spirit,\man can be in despair.\Unless you know despair, you cannot know hope. response:	My father used dismembered bodies as the subject of many of his drawings.
context: If you ask her, she might know something.\Yeah...\There's this quote from Kierkegaard that my father liked.\Because man is superior to animals,\in other words, because man is the self, and spirit,\man can be in despair.\Unless you know despair, you cannot know hope.\My father used dismembered bodies as the subject of many of his drawings. response:	That's because they symbolize the contradictory nature of the self.
context: Yeah...\There's this quote from Kierkegaard that my father liked.\Because man is superior to animals,\in other words, because man is the self, and spirit,\man can be in despair.\Unless you know despair, you cannot know hope.\My father used dismembered bodies as the subject of many of his drawings.\That's because they symbolize the contradictory nature of the self. response:	I had great respect for my father.
context: There's this quote from Kierkegaard that my father liked.\Because man is superior to animals,\in other words, because man is the self, and spirit,\man can be in despair.\Unless you know despair, you cannot know hope.\My father used dismembered bodies as the subject of many of his drawings.\That's because they symbolize the contradictory nature of the self.\I had great respect for my father. response:	He was aware of his obligation as an artist
context: Because man is superior to animals,\in other words, because man is the self, and spirit,\man can be in despair.\Unless you know despair, you cannot know hope.\My father used dismembered bodies as the subject of many of his drawings.\That's because they symbolize the contradictory nature of the self.\I had great respect for my father.\He was aware of his obligation as an artist response:	and continued to focus intently on using his creations to enlighten people.
context: in other words, because man is the self, and spirit,\man can be in despair.\Unless you know despair, you cannot know hope.\My father used dismembered bodies as the subject of many of his drawings.\That's because they symbolize the contradictory nature of the self.\I had great respect for my father.\He was aware of his obligation as an artist\and continued to focus intently on using his creations to enlighten people. response:	I think even now that he was a great artist indeed.
context: man can be in despair.\Unless you know despair, you cannot know hope.\My father used dismembered bodies as the subject of many of his drawings.\That's because they symbolize the contradictory nature of the self.\I had great respect for my father.\He was aware of his obligation as an artist\and continued to focus intently on using his creations to enlighten people.\I think even now that he was a great artist indeed. response:	That's why I simply can't forgive him for abandoning that duty halfway through.
context: Unless you know despair, you cannot know hope.\My father used dismembered bodies as the subject of many of his drawings.\That's because they symbolize the contradictory nature of the self.\I had great respect for my father.\He was aware of his obligation as an artist\and continued to focus intently on using his creations to enlighten people.\I think even now that he was a great artist indeed.\That's why I simply can't forgive him for abandoning that duty halfway through. response:	Yesterday, my father passed away.
context: My father used dismembered bodies as the subject of many of his drawings.\That's because they symbolize the contradictory nature of the self.\I had great respect for my father.\He was aware of his obligation as an artist\and continued to focus intently on using his creations to enlighten people.\I think even now that he was a great artist indeed.\That's why I simply can't forgive him for abandoning that duty halfway through.\Yesterday, my father passed away. response:	He's been as good as dead for a while,
context: That's because they symbolize the contradictory nature of the self.\I had great respect for my father.\He was aware of his obligation as an artist\and continued to focus intently on using his creations to enlighten people.\I think even now that he was a great artist indeed.\That's why I simply can't forgive him for abandoning that duty halfway through.\Yesterday, my father passed away.\He's been as good as dead for a while, response:	but finally even his heart gave in.
context: I had great respect for my father.\He was aware of his obligation as an artist\and continued to focus intently on using his creations to enlighten people.\I think even now that he was a great artist indeed.\That's why I simply can't forgive him for abandoning that duty halfway through.\Yesterday, my father passed away.\He's been as good as dead for a while,\but finally even his heart gave in. response:	But I'm okay.
context: He was aware of his obligation as an artist\and continued to focus intently on using his creations to enlighten people.\I think even now that he was a great artist indeed.\That's why I simply can't forgive him for abandoning that duty halfway through.\Yesterday, my father passed away.\He's been as good as dead for a while,\but finally even his heart gave in.\But I'm okay. response:	I'm not sad.
context: and continued to focus intently on using his creations to enlighten people.\I think even now that he was a great artist indeed.\That's why I simply can't forgive him for abandoning that duty halfway through.\Yesterday, my father passed away.\He's been as good as dead for a while,\but finally even his heart gave in.\But I'm okay.\I'm not sad. response:	I, his daughter, will carry out my father's duty together with you all.
context: I think even now that he was a great artist indeed.\That's why I simply can't forgive him for abandoning that duty halfway through.\Yesterday, my father passed away.\He's been as good as dead for a while,\but finally even his heart gave in.\But I'm okay.\I'm not sad.\I, his daughter, will carry out my father's duty together with you all. response:	Don't you think that's wonderful?
context: That's why I simply can't forgive him for abandoning that duty halfway through.\Yesterday, my father passed away.\He's been as good as dead for a while,\but finally even his heart gave in.\But I'm okay.\I'm not sad.\I, his daughter, will carry out my father's duty together with you all.\Don't you think that's wonderful? response:	It's exciting, isn't it,
