context: If you keep adding all that extra stuff, you'll never get it right. response:	Jasminka, can't you take this more seriously?
context: And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete response:	And start to dance
context: And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance response:	And start to dance
context: yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance response:	odoridasu
context: yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu response:	odoridasu
context: Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu response:	The landscape looks like it's burning brilliantly
context: Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly response:	The landscape looks like it's burning brilliantly
context: mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly response:	yaketsuita you ni irodzuita fuukei wa
context: mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa response:	yaketsuita you ni irodzuita fuukei wa
context: And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa response:	But you can't see it fallen on the ground
context: And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground response:	But you can't see it fallen on the ground
context: odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground response:	koronda kurai ja tokenai kara
context: odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara response:	koronda kurai ja tokenai kara
context: The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara response:	The world will keep on turning
context: The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning response:	The world will keep on turning
context: yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning response:	sekai wa tsudzuku yo
context: yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo response:	sekai wa tsudzuku yo
context: But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo response:	Embrace the moment as if it'll never come again
context: But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again response:	Embrace the moment as if it'll never come again
context: koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again response:	hakanai mama no ima wo dakishimete
context: koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete response:	hakanai mama no ima wo dakishimete
context: The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete response:	Let's keep walking as we are with the light in our sights
context: The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights response:	Let's keep walking as we are with the light in our sights
context: sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights response:	kawaranai mama jikan to hikari mitsumete aruiteku
context: sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku response:	kawaranai mama jikan to hikari mitsumete aruiteku
context: Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku response:	Little Witch Academia
context: Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia response:	Little Witch Academia
context: hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia response:	Sugar,
context: hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Sugar, response:	spice,
context: Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Sugar,\spice, response:	and everything nice!
context: Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Sugar,\spice,\and everything nice! response:	That would be... pickled plums!
context: kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Sugar,\spice,\and everything nice!\That would be... pickled plums! response:	Let's mix!
context: kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Sugar,\spice,\and everything nice!\That would be... pickled plums!\Let's mix! response:	Another batch of ingredients wasted.
context: Little Witch Academia\Little Witch Academia\Sugar,\spice,\and everything nice!\That would be... pickled plums!\Let's mix!\Another batch of ingredients wasted. response:	It only gets messed up because of all the extra stuff you put in.
context: Little Witch Academia\Sugar,\spice,\and everything nice!\That would be... pickled plums!\Let's mix!\Another batch of ingredients wasted.\It only gets messed up because of all the extra stuff you put in. response:	I figured I might as well make it taste good.
context: Sugar,\spice,\and everything nice!\That would be... pickled plums!\Let's mix!\Another batch of ingredients wasted.\It only gets messed up because of all the extra stuff you put in.\I figured I might as well make it taste good. response:	Wait up, Constanze.
context: spice,\and everything nice!\That would be... pickled plums!\Let's mix!\Another batch of ingredients wasted.\It only gets messed up because of all the extra stuff you put in.\I figured I might as well make it taste good.\Wait up, Constanze. response:	That's not witch-like at all.
context: and everything nice!\That would be... pickled plums!\Let's mix!\Another batch of ingredients wasted.\It only gets messed up because of all the extra stuff you put in.\I figured I might as well make it taste good.\Wait up, Constanze.\That's not witch-like at all. response:	This coming from you?
context: That would be... pickled plums!\Let's mix!\Another batch of ingredients wasted.\It only gets messed up because of all the extra stuff you put in.\I figured I might as well make it taste good.\Wait up, Constanze.\That's not witch-like at all.\This coming from you? response:	Want one? They're light and fluffy.
context: Let's mix!\Another batch of ingredients wasted.\It only gets messed up because of all the extra stuff you put in.\I figured I might as well make it taste good.\Wait up, Constanze.\That's not witch-like at all.\This coming from you?\Want one? They're light and fluffy. response:	You too, Jasminka. Can't you take this more seriously?
context: Another batch of ingredients wasted.\It only gets messed up because of all the extra stuff you put in.\I figured I might as well make it taste good.\Wait up, Constanze.\That's not witch-like at all.\This coming from you?\Want one? They're light and fluffy.\You too, Jasminka. Can't you take this more seriously? response:	Who cares as long as it gets done?
context: It only gets messed up because of all the extra stuff you put in.\I figured I might as well make it taste good.\Wait up, Constanze.\That's not witch-like at all.\This coming from you?\Want one? They're light and fluffy.\You too, Jasminka. Can't you take this more seriously?\Who cares as long as it gets done? response:	Besides, anything you touch is guaranteed to fail.
context: I figured I might as well make it taste good.\Wait up, Constanze.\That's not witch-like at all.\This coming from you?\Want one? They're light and fluffy.\You too, Jasminka. Can't you take this more seriously?\Who cares as long as it gets done?\Besides, anything you touch is guaranteed to fail. response:	What's that supposed to mean?!
context: Wait up, Constanze.\That's not witch-like at all.\This coming from you?\Want one? They're light and fluffy.\You too, Jasminka. Can't you take this more seriously?\Who cares as long as it gets done?\Besides, anything you touch is guaranteed to fail.\What's that supposed to mean?! response:	I'm saying it's pointless for a dunce to act so gung-ho.
context: That's not witch-like at all.\This coming from you?\Want one? They're light and fluffy.\You too, Jasminka. Can't you take this more seriously?\Who cares as long as it gets done?\Besides, anything you touch is guaranteed to fail.\What's that supposed to mean?!\I'm saying it's pointless for a dunce to act so gung-ho. response:	You can't even ride a broom.
context: This coming from you?\Want one? They're light and fluffy.\You too, Jasminka. Can't you take this more seriously?\Who cares as long as it gets done?\Besides, anything you touch is guaranteed to fail.\What's that supposed to mean?!\I'm saying it's pointless for a dunce to act so gung-ho.\You can't even ride a broom. response:	You're the dunce here, Amanda!
context: Want one? They're light and fluffy.\You too, Jasminka. Can't you take this more seriously?\Who cares as long as it gets done?\Besides, anything you touch is guaranteed to fail.\What's that supposed to mean?!\I'm saying it's pointless for a dunce to act so gung-ho.\You can't even ride a broom.\You're the dunce here, Amanda! response:	Oh, stuff it. Quit yapping into my ear.
context: You too, Jasminka. Can't you take this more seriously?\Who cares as long as it gets done?\Besides, anything you touch is guaranteed to fail.\What's that supposed to mean?!\I'm saying it's pointless for a dunce to act so gung-ho.\You can't even ride a broom.\You're the dunce here, Amanda!\Oh, stuff it. Quit yapping into my ear. response:	What was that?!
context: Who cares as long as it gets done?\Besides, anything you touch is guaranteed to fail.\What's that supposed to mean?!\I'm saying it's pointless for a dunce to act so gung-ho.\You can't even ride a broom.\You're the dunce here, Amanda!\Oh, stuff it. Quit yapping into my ear.\What was that?! response:	What're you doing?!
context: Besides, anything you touch is guaranteed to fail.\What's that supposed to mean?!\I'm saying it's pointless for a dunce to act so gung-ho.\You can't even ride a broom.\You're the dunce here, Amanda!\Oh, stuff it. Quit yapping into my ear.\What was that?!\What're you doing?! response:	I just gave you a little lesson in manners.
context: What's that supposed to mean?!\I'm saying it's pointless for a dunce to act so gung-ho.\You can't even ride a broom.\You're the dunce here, Amanda!\Oh, stuff it. Quit yapping into my ear.\What was that?!\What're you doing?!\I just gave you a little lesson in manners. response:	As if you even know the first thing about manners!
context: I'm saying it's pointless for a dunce to act so gung-ho.\You can't even ride a broom.\You're the dunce here, Amanda!\Oh, stuff it. Quit yapping into my ear.\What was that?!\What're you doing?!\I just gave you a little lesson in manners.\As if you even know the first thing about manners! response:	Well, you're just sore about losing the race!
context: You can't even ride a broom.\You're the dunce here, Amanda!\Oh, stuff it. Quit yapping into my ear.\What was that?!\What're you doing?!\I just gave you a little lesson in manners.\As if you even know the first thing about manners!\Well, you're just sore about losing the race! response:	Huh?! I am not!
context: You're the dunce here, Amanda!\Oh, stuff it. Quit yapping into my ear.\What was that?!\What're you doing?!\I just gave you a little lesson in manners.\As if you even know the first thing about manners!\Well, you're just sore about losing the race!\Huh?! I am not! response:	Your eyes are green with envy.
context: Oh, stuff it. Quit yapping into my ear.\What was that?!\What're you doing?!\I just gave you a little lesson in manners.\As if you even know the first thing about manners!\Well, you're just sore about losing the race!\Huh?! I am not!\Your eyes are green with envy. response:	Who could possibly be jealous of a dunce like you?
context: What was that?!\What're you doing?!\I just gave you a little lesson in manners.\As if you even know the first thing about manners!\Well, you're just sore about losing the race!\Huh?! I am not!\Your eyes are green with envy.\Who could possibly be jealous of a dunce like you? response:	I said you're the dunce here!
context: What're you doing?!\I just gave you a little lesson in manners.\As if you even know the first thing about manners!\Well, you're just sore about losing the race!\Huh?! I am not!\Your eyes are green with envy.\Who could possibly be jealous of a dunce like you?\I said you're the dunce here! response:	The biggest dunce...
context: I just gave you a little lesson in manners.\As if you even know the first thing about manners!\Well, you're just sore about losing the race!\Huh?! I am not!\Your eyes are green with envy.\Who could possibly be jealous of a dunce like you?\I said you're the dunce here!\The biggest dunce... response:	Is you!
context: As if you even know the first thing about manners!\Well, you're just sore about losing the race!\Huh?! I am not!\Your eyes are green with envy.\Who could possibly be jealous of a dunce like you?\I said you're the dunce here!\The biggest dunce...\Is you! response:	It's you!
context: Well, you're just sore about losing the race!\Huh?! I am not!\Your eyes are green with envy.\Who could possibly be jealous of a dunce like you?\I said you're the dunce here!\The biggest dunce...\Is you!\It's you! response:	It's definitely you!
context: Huh?! I am not!\Your eyes are green with envy.\Who could possibly be jealous of a dunce like you?\I said you're the dunce here!\The biggest dunce...\Is you!\It's you!\It's definitely you! response:	No, you!
context: Your eyes are green with envy.\Who could possibly be jealous of a dunce like you?\I said you're the dunce here!\The biggest dunce...\Is you!\It's you!\It's definitely you!\No, you! response:	It's you!
context: Who could possibly be jealous of a dunce like you?\I said you're the dunce here!\The biggest dunce...\Is you!\It's you!\It's definitely you!\No, you!\It's you! response:	No, you!
context: I said you're the dunce here!\The biggest dunce...\Is you!\It's you!\It's definitely you!\No, you!\It's you!\No, you! response:	Scrylla!
context: The biggest dunce...\Is you!\It's you!\It's definitely you!\No, you!\It's you!\No, you!\Scrylla! response:	Yera Retoure!
context: Is you!\It's you!\It's definitely you!\No, you!\It's you!\No, you!\Scrylla!\Yera Retoure! response:	That was incredible, Diana!
context: It's you!\It's definitely you!\No, you!\It's you!\No, you!\Scrylla!\Yera Retoure!\That was incredible, Diana! response:	You're a genius witch!
context: It's definitely you!\No, you!\It's you!\No, you!\Scrylla!\Yera Retoure!\That was incredible, Diana!\You're a genius witch! response:	Ladies, would it trouble you not to disturb the lesson with your vulgar feud?
context: No, you!\It's you!\No, you!\Scrylla!\Yera Retoure!\That was incredible, Diana!\You're a genius witch!\Ladies, would it trouble you not to disturb the lesson with your vulgar feud? response:	You are being quite the nuisance.
context: It's you!\No, you!\Scrylla!\Yera Retoure!\That was incredible, Diana!\You're a genius witch!\Ladies, would it trouble you not to disturb the lesson with your vulgar feud?\You are being quite the nuisance. response:	What?!
context: No, you!\Scrylla!\Yera Retoure!\That was incredible, Diana!\You're a genius witch!\Ladies, would it trouble you not to disturb the lesson with your vulgar feud?\You are being quite the nuisance.\What?! response:	Hey, who're you calling vulgar?!
context: Scrylla!\Yera Retoure!\That was incredible, Diana!\You're a genius witch!\Ladies, would it trouble you not to disturb the lesson with your vulgar feud?\You are being quite the nuisance.\What?!\Hey, who're you calling vulgar?! response:	Silence!
context: Yera Retoure!\That was incredible, Diana!\You're a genius witch!\Ladies, would it trouble you not to disturb the lesson with your vulgar feud?\You are being quite the nuisance.\What?!\Hey, who're you calling vulgar?!\Silence! response:	It appears to me that you're looking for some punishment.
context: That was incredible, Diana!\You're a genius witch!\Ladies, would it trouble you not to disturb the lesson with your vulgar feud?\You are being quite the nuisance.\What?!\Hey, who're you calling vulgar?!\Silence!\It appears to me that you're looking for some punishment. response:	A punishment that will drain the blood from your veins!
context: You're a genius witch!\Ladies, would it trouble you not to disturb the lesson with your vulgar feud?\You are being quite the nuisance.\What?!\Hey, who're you calling vulgar?!\Silence!\It appears to me that you're looking for some punishment.\A punishment that will drain the blood from your veins! response:	Why not use your time sitting in the corner to settle this matter?
context: Ladies, would it trouble you not to disturb the lesson with your vulgar feud?\You are being quite the nuisance.\What?!\Hey, who're you calling vulgar?!\Silence!\It appears to me that you're looking for some punishment.\A punishment that will drain the blood from your veins!\Why not use your time sitting in the corner to settle this matter? response:	The question of which of you is the biggest dunce in school.
context: You are being quite the nuisance.\What?!\Hey, who're you calling vulgar?!\Silence!\It appears to me that you're looking for some punishment.\A punishment that will drain the blood from your veins!\Why not use your time sitting in the corner to settle this matter?\The question of which of you is the biggest dunce in school. response:	Diana's such a pain in the ass.
context: What?!\Hey, who're you calling vulgar?!\Silence!\It appears to me that you're looking for some punishment.\A punishment that will drain the blood from your veins!\Why not use your time sitting in the corner to settle this matter?\The question of which of you is the biggest dunce in school.\Diana's such a pain in the ass. response:	Just because she's a little good at magic.
context: Hey, who're you calling vulgar?!\Silence!\It appears to me that you're looking for some punishment.\A punishment that will drain the blood from your veins!\Why not use your time sitting in the corner to settle this matter?\The question of which of you is the biggest dunce in school.\Diana's such a pain in the ass.\Just because she's a little good at magic. response:	Seriously.
context: Silence!\It appears to me that you're looking for some punishment.\A punishment that will drain the blood from your veins!\Why not use your time sitting in the corner to settle this matter?\The question of which of you is the biggest dunce in school.\Diana's such a pain in the ass.\Just because she's a little good at magic.\Seriously. response:	I don't give a damn what family she's from. That snobby attitude just pisses me off!
context: It appears to me that you're looking for some punishment.\A punishment that will drain the blood from your veins!\Why not use your time sitting in the corner to settle this matter?\The question of which of you is the biggest dunce in school.\Diana's such a pain in the ass.\Just because she's a little good at magic.\Seriously.\I don't give a damn what family she's from. That snobby attitude just pisses me off! response:	Take your genius witch and stuff it!
context: A punishment that will drain the blood from your veins!\Why not use your time sitting in the corner to settle this matter?\The question of which of you is the biggest dunce in school.\Diana's such a pain in the ass.\Just because she's a little good at magic.\Seriously.\I don't give a damn what family she's from. That snobby attitude just pisses me off!\Take your genius witch and stuff it! response:	Hey, why am I the only one here taking the cleaning seriously?
context: Why not use your time sitting in the corner to settle this matter?\The question of which of you is the biggest dunce in school.\Diana's such a pain in the ass.\Just because she's a little good at magic.\Seriously.\I don't give a damn what family she's from. That snobby attitude just pisses me off!\Take your genius witch and stuff it!\Hey, why am I the only one here taking the cleaning seriously? response:	Wh-What?
context: The question of which of you is the biggest dunce in school.\Diana's such a pain in the ass.\Just because she's a little good at magic.\Seriously.\I don't give a damn what family she's from. That snobby attitude just pisses me off!\Take your genius witch and stuff it!\Hey, why am I the only one here taking the cleaning seriously?\Wh-What? response:	What are those?
context: Diana's such a pain in the ass.\Just because she's a little good at magic.\Seriously.\I don't give a damn what family she's from. That snobby attitude just pisses me off!\Take your genius witch and stuff it!\Hey, why am I the only one here taking the cleaning seriously?\Wh-What?\What are those? response:	Let's get closer!
context: Just because she's a little good at magic.\Seriously.\I don't give a damn what family she's from. That snobby attitude just pisses me off!\Take your genius witch and stuff it!\Hey, why am I the only one here taking the cleaning seriously?\Wh-What?\What are those?\Let's get closer! response:	Get on!
context: Seriously.\I don't give a damn what family she's from. That snobby attitude just pisses me off!\Take your genius witch and stuff it!\Hey, why am I the only one here taking the cleaning seriously?\Wh-What?\What are those?\Let's get closer!\Get on! response:	Okay!
context: I don't give a damn what family she's from. That snobby attitude just pisses me off!\Take your genius witch and stuff it!\Hey, why am I the only one here taking the cleaning seriously?\Wh-What?\What are those?\Let's get closer!\Get on!\Okay! response:	Headmistress, it's an emergency!
context: Take your genius witch and stuff it!\Hey, why am I the only one here taking the cleaning seriously?\Wh-What?\What are those?\Let's get closer!\Get on!\Okay!\Headmistress, it's an emergency! response:	The Sorcerer's Stone was stolen!
context: Hey, why am I the only one here taking the cleaning seriously?\Wh-What?\What are those?\Let's get closer!\Get on!\Okay!\Headmistress, it's an emergency!\The Sorcerer's Stone was stolen! response:	What was that, Kagari-san?
context: Wh-What?\What are those?\Let's get closer!\Get on!\Okay!\Headmistress, it's an emergency!\The Sorcerer's Stone was stolen!\What was that, Kagari-san? response:	A whole bunch of dragons came and flew away with it!
context: What are those?\Let's get closer!\Get on!\Okay!\Headmistress, it's an emergency!\The Sorcerer's Stone was stolen!\What was that, Kagari-san?\A whole bunch of dragons came and flew away with it! response:	It seems the oracle was correct.
context: Let's get closer!\Get on!\Okay!\Headmistress, it's an emergency!\The Sorcerer's Stone was stolen!\What was that, Kagari-san?\A whole bunch of dragons came and flew away with it!\It seems the oracle was correct. response:	The dragon's wrath...
context: Get on!\Okay!\Headmistress, it's an emergency!\The Sorcerer's Stone was stolen!\What was that, Kagari-san?\A whole bunch of dragons came and flew away with it!\It seems the oracle was correct.\The dragon's wrath... response:	Wrath?
context: Okay!\Headmistress, it's an emergency!\The Sorcerer's Stone was stolen!\What was that, Kagari-san?\A whole bunch of dragons came and flew away with it!\It seems the oracle was correct.\The dragon's wrath...\Wrath? response:	What wrath?
context: Headmistress, it's an emergency!\The Sorcerer's Stone was stolen!\What was that, Kagari-san?\A whole bunch of dragons came and flew away with it!\It seems the oracle was correct.\The dragon's wrath...\Wrath?\What wrath? response:	Calm down. We are already aware of the situation.
context: The Sorcerer's Stone was stolen!\What was that, Kagari-san?\A whole bunch of dragons came and flew away with it!\It seems the oracle was correct.\The dragon's wrath...\Wrath?\What wrath?\Calm down. We are already aware of the situation. response:	Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!
context: What was that, Kagari-san?\A whole bunch of dragons came and flew away with it!\It seems the oracle was correct.\The dragon's wrath...\Wrath?\What wrath?\Calm down. We are already aware of the situation.\Let's go get the Sorcerer's Stone back right away! We'll lend you our help too! response:	Wait... we?
context: A whole bunch of dragons came and flew away with it!\It seems the oracle was correct.\The dragon's wrath...\Wrath?\What wrath?\Calm down. We are already aware of the situation.\Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!\Wait... we? response:	That will not do, and that goes double for you.
context: It seems the oracle was correct.\The dragon's wrath...\Wrath?\What wrath?\Calm down. We are already aware of the situation.\Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!\Wait... we?\That will not do, and that goes double for you. response:	We will resolve this issue, so you two return to your rooms.
context: The dragon's wrath...\Wrath?\What wrath?\Calm down. We are already aware of the situation.\Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!\Wait... we?\That will not do, and that goes double for you.\We will resolve this issue, so you two return to your rooms. response:	The Sorcerer's Stone is the source of our magic!
context: Wrath?\What wrath?\Calm down. We are already aware of the situation.\Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!\Wait... we?\That will not do, and that goes double for you.\We will resolve this issue, so you two return to your rooms.\The Sorcerer's Stone is the source of our magic! response:	We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!
context: What wrath?\Calm down. We are already aware of the situation.\Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!\Wait... we?\That will not do, and that goes double for you.\We will resolve this issue, so you two return to your rooms.\The Sorcerer's Stone is the source of our magic!\We won't be able to use magic at Luna Nova without it, and it doesn't look like you care! response:	That is enough, Akko and Amanda.
context: Calm down. We are already aware of the situation.\Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!\Wait... we?\That will not do, and that goes double for you.\We will resolve this issue, so you two return to your rooms.\The Sorcerer's Stone is the source of our magic!\We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!\That is enough, Akko and Amanda. response:	I believe we had assigned you to cleaning duty as punishment.
context: Let's go get the Sorcerer's Stone back right away! We'll lend you our help too!\Wait... we?\That will not do, and that goes double for you.\We will resolve this issue, so you two return to your rooms.\The Sorcerer's Stone is the source of our magic!\We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!\That is enough, Akko and Amanda.\I believe we had assigned you to cleaning duty as punishment. response:	Th-This isn't the time
context: Wait... we?\That will not do, and that goes double for you.\We will resolve this issue, so you two return to your rooms.\The Sorcerer's Stone is the source of our magic!\We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!\That is enough, Akko and Amanda.\I believe we had assigned you to cleaning duty as punishment.\Th-This isn't the time response:	Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.
context: That will not do, and that goes double for you.\We will resolve this issue, so you two return to your rooms.\The Sorcerer's Stone is the source of our magic!\We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!\That is enough, Akko and Amanda.\I believe we had assigned you to cleaning duty as punishment.\Th-This isn't the time\Atsuko Kagari, I am appointing you to handwash all of the academy's laundry. response:	That goes for you too, Amanda O'Neill!
context: We will resolve this issue, so you two return to your rooms.\The Sorcerer's Stone is the source of our magic!\We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!\That is enough, Akko and Amanda.\I believe we had assigned you to cleaning duty as punishment.\Th-This isn't the time\Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.\That goes for you too, Amanda O'Neill! response:	Now, step to it! On the double!
context: The Sorcerer's Stone is the source of our magic!\We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!\That is enough, Akko and Amanda.\I believe we had assigned you to cleaning duty as punishment.\Th-This isn't the time\Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.\That goes for you too, Amanda O'Neill!\Now, step to it! On the double! response:	Why do we have to do the laundry?!
context: We won't be able to use magic at Luna Nova without it, and it doesn't look like you care!\That is enough, Akko and Amanda.\I believe we had assigned you to cleaning duty as punishment.\Th-This isn't the time\Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.\That goes for you too, Amanda O'Neill!\Now, step to it! On the double!\Why do we have to do the laundry?! response:	It can't be helped.
context: That is enough, Akko and Amanda.\I believe we had assigned you to cleaning duty as punishment.\Th-This isn't the time\Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.\That goes for you too, Amanda O'Neill!\Now, step to it! On the double!\Why do we have to do the laundry?!\It can't be helped. response:	Without the Sorcerer's Stone, none of the sprites can move.
context: I believe we had assigned you to cleaning duty as punishment.\Th-This isn't the time\Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.\That goes for you too, Amanda O'Neill!\Now, step to it! On the double!\Why do we have to do the laundry?!\It can't be helped.\Without the Sorcerer's Stone, none of the sprites can move. response:	There's no other option than for us to do the cleaning, laundry, and cooking.
context: Th-This isn't the time\Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.\That goes for you too, Amanda O'Neill!\Now, step to it! On the double!\Why do we have to do the laundry?!\It can't be helped.\Without the Sorcerer's Stone, none of the sprites can move.\There's no other option than for us to do the cleaning, laundry, and cooking. response:	Anyway, why are Lotte and I even helping you with your punishment?
