context: FUCK YOUR SHIT I AM A SHARK response:	So hot...
context: O-Ojou-sama...\I was wondering why you were so late.\Now don't be so shy.\J-Jirou, how is it?\Ojou-sama chose this swimsuit for me.\I-I don't think it's bad.\Th-Thank you!\J-Jirou? response:	W-Well then, shall we swim?
context: I was wondering why you were so late.\Now don't be so shy.\J-Jirou, how is it?\Ojou-sama chose this swimsuit for me.\I-I don't think it's bad.\Th-Thank you!\J-Jirou?\W-Well then, shall we swim? response:	Before we do that, we'll be starting the long-awaited recovery program!
context: Now don't be so shy.\J-Jirou, how is it?\Ojou-sama chose this swimsuit for me.\I-I don't think it's bad.\Th-Thank you!\J-Jirou?\W-Well then, shall we swim?\Before we do that, we'll be starting the long-awaited recovery program! response:	Can I ask you to apply sunblock on me?
context: J-Jirou, how is it?\Ojou-sama chose this swimsuit for me.\I-I don't think it's bad.\Th-Thank you!\J-Jirou?\W-Well then, shall we swim?\Before we do that, we'll be starting the long-awaited recovery program!\Can I ask you to apply sunblock on me? response:	Oh no, so quick and rough...
context: Ojou-sama chose this swimsuit for me.\I-I don't think it's bad.\Th-Thank you!\J-Jirou?\W-Well then, shall we swim?\Before we do that, we'll be starting the long-awaited recovery program!\Can I ask you to apply sunblock on me?\Oh no, so quick and rough... response:	It's just your fingers-
context: I-I don't think it's bad.\Th-Thank you!\J-Jirou?\W-Well then, shall we swim?\Before we do that, we'll be starting the long-awaited recovery program!\Can I ask you to apply sunblock on me?\Oh no, so quick and rough...\It's just your fingers- response:	I'm sure you're doing that on purpose.
context: Th-Thank you!\J-Jirou?\W-Well then, shall we swim?\Before we do that, we'll be starting the long-awaited recovery program!\Can I ask you to apply sunblock on me?\Oh no, so quick and rough...\It's just your fingers-\I'm sure you're doing that on purpose. response:	You finished already?
context: J-Jirou?\W-Well then, shall we swim?\Before we do that, we'll be starting the long-awaited recovery program!\Can I ask you to apply sunblock on me?\Oh no, so quick and rough...\It's just your fingers-\I'm sure you're doing that on purpose.\You finished already? response:	The Guess what letter was written on your back game?
context: W-Well then, shall we swim?\Before we do that, we'll be starting the long-awaited recovery program!\Can I ask you to apply sunblock on me?\Oh no, so quick and rough...\It's just your fingers-\I'm sure you're doing that on purpose.\You finished already?\The Guess what letter was written on your back game? response:	Y-Yeah, I'm finished!
context: Before we do that, we'll be starting the long-awaited recovery program!\Can I ask you to apply sunblock on me?\Oh no, so quick and rough...\It's just your fingers-\I'm sure you're doing that on purpose.\You finished already?\The Guess what letter was written on your back game?\Y-Yeah, I'm finished! response:	More like my life would be finished if my nose bleeds here.
context: Can I ask you to apply sunblock on me?\Oh no, so quick and rough...\It's just your fingers-\I'm sure you're doing that on purpose.\You finished already?\The Guess what letter was written on your back game?\Y-Yeah, I'm finished!\More like my life would be finished if my nose bleeds here. response:	Jirou-kun, you really did write some erotic words on my back, though.
context: Oh no, so quick and rough...\It's just your fingers-\I'm sure you're doing that on purpose.\You finished already?\The Guess what letter was written on your back game?\Y-Yeah, I'm finished!\More like my life would be finished if my nose bleeds here.\Jirou-kun, you really did write some erotic words on my back, though. response:	No, Jirou-kun, no more!
context: It's just your fingers-\I'm sure you're doing that on purpose.\You finished already?\The Guess what letter was written on your back game?\Y-Yeah, I'm finished!\More like my life would be finished if my nose bleeds here.\Jirou-kun, you really did write some erotic words on my back, though.\No, Jirou-kun, no more! response:	Like that.
context: I'm sure you're doing that on purpose.\You finished already?\The Guess what letter was written on your back game?\Y-Yeah, I'm finished!\More like my life would be finished if my nose bleeds here.\Jirou-kun, you really did write some erotic words on my back, though.\No, Jirou-kun, no more!\Like that. response:	I never wrote that!
context: You finished already?\The Guess what letter was written on your back game?\Y-Yeah, I'm finished!\More like my life would be finished if my nose bleeds here.\Jirou-kun, you really did write some erotic words on my back, though.\No, Jirou-kun, no more!\Like that.\I never wrote that! response:	Between smashing watermelons and playing in the sand,
context: The Guess what letter was written on your back game?\Y-Yeah, I'm finished!\More like my life would be finished if my nose bleeds here.\Jirou-kun, you really did write some erotic words on my back, though.\No, Jirou-kun, no more!\Like that.\I never wrote that!\Between smashing watermelons and playing in the sand, response:	which would Jirou want to experience?
context: Y-Yeah, I'm finished!\More like my life would be finished if my nose bleeds here.\Jirou-kun, you really did write some erotic words on my back, though.\No, Jirou-kun, no more!\Like that.\I never wrote that!\Between smashing watermelons and playing in the sand,\which would Jirou want to experience? response:	Smashing watermelons and playing in the sand.
context: More like my life would be finished if my nose bleeds here.\Jirou-kun, you really did write some erotic words on my back, though.\No, Jirou-kun, no more!\Like that.\I never wrote that!\Between smashing watermelons and playing in the sand,\which would Jirou want to experience?\Smashing watermelons and playing in the sand. response:	No, I don't want to do either...
context: Jirou-kun, you really did write some erotic words on my back, though.\No, Jirou-kun, no more!\Like that.\I never wrote that!\Between smashing watermelons and playing in the sand,\which would Jirou want to experience?\Smashing watermelons and playing in the sand.\No, I don't want to do either... response:	I'll go buy some drinks!
context: No, Jirou-kun, no more!\Like that.\I never wrote that!\Between smashing watermelons and playing in the sand,\which would Jirou want to experience?\Smashing watermelons and playing in the sand.\No, I don't want to do either...\I'll go buy some drinks! response:	Oh-
context: Like that.\I never wrote that!\Between smashing watermelons and playing in the sand,\which would Jirou want to experience?\Smashing watermelons and playing in the sand.\No, I don't want to do either...\I'll go buy some drinks!\Oh- response:	Ojou-sama, you didn't tell him about it?
context: I never wrote that!\Between smashing watermelons and playing in the sand,\which would Jirou want to experience?\Smashing watermelons and playing in the sand.\No, I don't want to do either...\I'll go buy some drinks!\Oh-\Ojou-sama, you didn't tell him about it? response:	Nope, it's a secret between us.
context: Between smashing watermelons and playing in the sand,\which would Jirou want to experience?\Smashing watermelons and playing in the sand.\No, I don't want to do either...\I'll go buy some drinks!\Oh-\Ojou-sama, you didn't tell him about it?\Nope, it's a secret between us. response:	It sure seems to be popular.
context: which would Jirou want to experience?\Smashing watermelons and playing in the sand.\No, I don't want to do either...\I'll go buy some drinks!\Oh-\Ojou-sama, you didn't tell him about it?\Nope, it's a secret between us.\It sure seems to be popular. response:	Are you seriously saying that all the attendants are wearing swimsuits?
context: Smashing watermelons and playing in the sand.\No, I don't want to do either...\I'll go buy some drinks!\Oh-\Ojou-sama, you didn't tell him about it?\Nope, it's a secret between us.\It sure seems to be popular.\Are you seriously saying that all the attendants are wearing swimsuits? response:	Yeah, they seem to be pretty attractive, too.
context: No, I don't want to do either...\I'll go buy some drinks!\Oh-\Ojou-sama, you didn't tell him about it?\Nope, it's a secret between us.\It sure seems to be popular.\Are you seriously saying that all the attendants are wearing swimsuits?\Yeah, they seem to be pretty attractive, too. response:	That's a cheap way of earning money.
context: I'll go buy some drinks!\Oh-\Ojou-sama, you didn't tell him about it?\Nope, it's a secret between us.\It sure seems to be popular.\Are you seriously saying that all the attendants are wearing swimsuits?\Yeah, they seem to be pretty attractive, too.\That's a cheap way of earning money. response:	Sorry!
context: Oh-\Ojou-sama, you didn't tell him about it?\Nope, it's a secret between us.\It sure seems to be popular.\Are you seriously saying that all the attendants are wearing swimsuits?\Yeah, they seem to be pretty attractive, too.\That's a cheap way of earning money.\Sorry! response:	Oh no, I have to wash this.
context: Ojou-sama, you didn't tell him about it?\Nope, it's a secret between us.\It sure seems to be popular.\Are you seriously saying that all the attendants are wearing swimsuits?\Yeah, they seem to be pretty attractive, too.\That's a cheap way of earning money.\Sorry!\Oh no, I have to wash this. response:	Huh?
context: Nope, it's a secret between us.\It sure seems to be popular.\Are you seriously saying that all the attendants are wearing swimsuits?\Yeah, they seem to be pretty attractive, too.\That's a cheap way of earning money.\Sorry!\Oh no, I have to wash this.\Huh? response:	You have a nice body that glasses would suit!
context: It sure seems to be popular.\Are you seriously saying that all the attendants are wearing swimsuits?\Yeah, they seem to be pretty attractive, too.\That's a cheap way of earning money.\Sorry!\Oh no, I have to wash this.\Huh?\You have a nice body that glasses would suit! response:	Huh?
context: Are you seriously saying that all the attendants are wearing swimsuits?\Yeah, they seem to be pretty attractive, too.\That's a cheap way of earning money.\Sorry!\Oh no, I have to wash this.\Huh?\You have a nice body that glasses would suit!\Huh? response:	Glasses prevent all diseases!
context: Yeah, they seem to be pretty attractive, too.\That's a cheap way of earning money.\Sorry!\Oh no, I have to wash this.\Huh?\You have a nice body that glasses would suit!\Huh?\Glasses prevent all diseases! response:	Your body weight decreases and height increases!
context: That's a cheap way of earning money.\Sorry!\Oh no, I have to wash this.\Huh?\You have a nice body that glasses would suit!\Huh?\Glasses prevent all diseases!\Your body weight decreases and height increases! response:	Muscular body, you are coming here!
context: Sorry!\Oh no, I have to wash this.\Huh?\You have a nice body that glasses would suit!\Huh?\Glasses prevent all diseases!\Your body weight decreases and height increases!\Muscular body, you are coming here! response:	Don't tell me you're from the Watch Over Group-
context: Oh no, I have to wash this.\Huh?\You have a nice body that glasses would suit!\Huh?\Glasses prevent all diseases!\Your body weight decreases and height increases!\Muscular body, you are coming here!\Don't tell me you're from the Watch Over Group- response:	Now you should wear glasses too!
context: Huh?\You have a nice body that glasses would suit!\Huh?\Glasses prevent all diseases!\Your body weight decreases and height increases!\Muscular body, you are coming here!\Don't tell me you're from the Watch Over Group-\Now you should wear glasses too! response:	What the hell are you doing, Nakuru?!
context: You have a nice body that glasses would suit!\Huh?\Glasses prevent all diseases!\Your body weight decreases and height increases!\Muscular body, you are coming here!\Don't tell me you're from the Watch Over Group-\Now you should wear glasses too!\What the hell are you doing, Nakuru?! response:	Idiot Chicken?
context: Huh?\Glasses prevent all diseases!\Your body weight decreases and height increases!\Muscular body, you are coming here!\Don't tell me you're from the Watch Over Group-\Now you should wear glasses too!\What the hell are you doing, Nakuru?!\Idiot Chicken? response:	What are you doing here?
context: Glasses prevent all diseases!\Your body weight decreases and height increases!\Muscular body, you are coming here!\Don't tell me you're from the Watch Over Group-\Now you should wear glasses too!\What the hell are you doing, Nakuru?!\Idiot Chicken?\What are you doing here? response:	Oh my, Nii-san?
context: Your body weight decreases and height increases!\Muscular body, you are coming here!\Don't tell me you're from the Watch Over Group-\Now you should wear glasses too!\What the hell are you doing, Nakuru?!\Idiot Chicken?\What are you doing here?\Oh my, Nii-san? response:	What?!
context: Muscular body, you are coming here!\Don't tell me you're from the Watch Over Group-\Now you should wear glasses too!\What the hell are you doing, Nakuru?!\Idiot Chicken?\What are you doing here?\Oh my, Nii-san?\What?! response:	I'm leaving you, fool!
context: Don't tell me you're from the Watch Over Group-\Now you should wear glasses too!\What the hell are you doing, Nakuru?!\Idiot Chicken?\What are you doing here?\Oh my, Nii-san?\What?!\I'm leaving you, fool! response:	Nagare here.
context: Now you should wear glasses too!\What the hell are you doing, Nakuru?!\Idiot Chicken?\What are you doing here?\Oh my, Nii-san?\What?!\I'm leaving you, fool!\Nagare here. response:	What does'tehe-pero' mean?
context: What the hell are you doing, Nakuru?!\Idiot Chicken?\What are you doing here?\Oh my, Nii-san?\What?!\I'm leaving you, fool!\Nagare here.\What does'tehe-pero' mean? response:	Thank you for the meal, Sakamachi-senpai.
context: Idiot Chicken?\What are you doing here?\Oh my, Nii-san?\What?!\I'm leaving you, fool!\Nagare here.\What does'tehe-pero' mean?\Thank you for the meal, Sakamachi-senpai. response:	The three of you are working here part-time?
context: What are you doing here?\Oh my, Nii-san?\What?!\I'm leaving you, fool!\Nagare here.\What does'tehe-pero' mean?\Thank you for the meal, Sakamachi-senpai.\The three of you are working here part-time? response:	What choice do we have?
context: Oh my, Nii-san?\What?!\I'm leaving you, fool!\Nagare here.\What does'tehe-pero' mean?\Thank you for the meal, Sakamachi-senpai.\The three of you are working here part-time?\What choice do we have? response:	We had nothing to eat since morning.
context: What?!\I'm leaving you, fool!\Nagare here.\What does'tehe-pero' mean?\Thank you for the meal, Sakamachi-senpai.\The three of you are working here part-time?\What choice do we have?\We had nothing to eat since morning. response:	Weren't you all supposed to be at summer camp?
context: I'm leaving you, fool!\Nagare here.\What does'tehe-pero' mean?\Thank you for the meal, Sakamachi-senpai.\The three of you are working here part-time?\What choice do we have?\We had nothing to eat since morning.\Weren't you all supposed to be at summer camp? response:	Well, you see...
context: Nagare here.\What does'tehe-pero' mean?\Thank you for the meal, Sakamachi-senpai.\The three of you are working here part-time?\What choice do we have?\We had nothing to eat since morning.\Weren't you all supposed to be at summer camp?\Well, you see... response:	Sempais
context: What does'tehe-pero' mean?\Thank you for the meal, Sakamachi-senpai.\The three of you are working here part-time?\What choice do we have?\We had nothing to eat since morning.\Weren't you all supposed to be at summer camp?\Well, you see...\Sempais response:	We were supposed to swim to the camp location at an uninhabited island.
context: Thank you for the meal, Sakamachi-senpai.\The three of you are working here part-time?\What choice do we have?\We had nothing to eat since morning.\Weren't you all supposed to be at summer camp?\Well, you see...\Sempais\We were supposed to swim to the camp location at an uninhabited island. response:	We were separated from the others on the way.
context: The three of you are working here part-time?\What choice do we have?\We had nothing to eat since morning.\Weren't you all supposed to be at summer camp?\Well, you see...\Sempais\We were supposed to swim to the camp location at an uninhabited island.\We were separated from the others on the way. response:	Pink:'Sempais' - Green:'Those three'
context: What choice do we have?\We had nothing to eat since morning.\Weren't you all supposed to be at summer camp?\Well, you see...\Sempais\We were supposed to swim to the camp location at an uninhabited island.\We were separated from the others on the way.\Pink:'Sempais' - Green:'Those three' response:	And that's how we ended up here.
context: We had nothing to eat since morning.\Weren't you all supposed to be at summer camp?\Well, you see...\Sempais\We were supposed to swim to the camp location at an uninhabited island.\We were separated from the others on the way.\Pink:'Sempais' - Green:'Those three'\And that's how we ended up here. response:	Since the club president is taking care of our luggage,
context: Weren't you all supposed to be at summer camp?\Well, you see...\Sempais\We were supposed to swim to the camp location at an uninhabited island.\We were separated from the others on the way.\Pink:'Sempais' - Green:'Those three'\And that's how we ended up here.\Since the club president is taking care of our luggage, response:	we have nothing with us.
context: Well, you see...\Sempais\We were supposed to swim to the camp location at an uninhabited island.\We were separated from the others on the way.\Pink:'Sempais' - Green:'Those three'\And that's how we ended up here.\Since the club president is taking care of our luggage,\we have nothing with us. response:	It's a good thing that you were here.
context: Sempais\We were supposed to swim to the camp location at an uninhabited island.\We were separated from the others on the way.\Pink:'Sempais' - Green:'Those three'\And that's how we ended up here.\Since the club president is taking care of our luggage,\we have nothing with us.\It's a good thing that you were here. response:	So this was where the trip with Onee-sama was.
context: We were supposed to swim to the camp location at an uninhabited island.\We were separated from the others on the way.\Pink:'Sempais' - Green:'Those three'\And that's how we ended up here.\Since the club president is taking care of our luggage,\we have nothing with us.\It's a good thing that you were here.\So this was where the trip with Onee-sama was. response:	Did you have an older sister of any sort?
context: We were separated from the others on the way.\Pink:'Sempais' - Green:'Those three'\And that's how we ended up here.\Since the club president is taking care of our luggage,\we have nothing with us.\It's a good thing that you were here.\So this was where the trip with Onee-sama was.\Did you have an older sister of any sort? response:	Oh, no, it's-
context: Pink:'Sempais' - Green:'Those three'\And that's how we ended up here.\Since the club president is taking care of our luggage,\we have nothing with us.\It's a good thing that you were here.\So this was where the trip with Onee-sama was.\Did you have an older sister of any sort?\Oh, no, it's- response:	That's not it.
context: And that's how we ended up here.\Since the club president is taking care of our luggage,\we have nothing with us.\It's a good thing that you were here.\So this was where the trip with Onee-sama was.\Did you have an older sister of any sort?\Oh, no, it's-\That's not it. response:	By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.
context: Since the club president is taking care of our luggage,\we have nothing with us.\It's a good thing that you were here.\So this was where the trip with Onee-sama was.\Did you have an older sister of any sort?\Oh, no, it's-\That's not it.\By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai. response:	What?
context: we have nothing with us.\It's a good thing that you were here.\So this was where the trip with Onee-sama was.\Did you have an older sister of any sort?\Oh, no, it's-\That's not it.\By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.\What? response:	How is that?
context: It's a good thing that you were here.\So this was where the trip with Onee-sama was.\Did you have an older sister of any sort?\Oh, no, it's-\That's not it.\By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.\What?\How is that? response:	Why are you travelling with that Suzutsuki Kanade?
context: So this was where the trip with Onee-sama was.\Did you have an older sister of any sort?\Oh, no, it's-\That's not it.\By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.\What?\How is that?\Why are you travelling with that Suzutsuki Kanade? response:	Well, you see, that's...
context: Did you have an older sister of any sort?\Oh, no, it's-\That's not it.\By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.\What?\How is that?\Why are you travelling with that Suzutsuki Kanade?\Well, you see, that's... response:	Sorry, hold on for a second...
context: Oh, no, it's-\That's not it.\By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.\What?\How is that?\Why are you travelling with that Suzutsuki Kanade?\Well, you see, that's...\Sorry, hold on for a second... response:	It seems to be Subaru-sama.
context: That's not it.\By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.\What?\How is that?\Why are you travelling with that Suzutsuki Kanade?\Well, you see, that's...\Sorry, hold on for a second...\It seems to be Subaru-sama. response:	What's the matter, Konoe?
context: By Onee-sama, I meant my brother's classmate, Suzutsuki-senpai.\What?\How is that?\Why are you travelling with that Suzutsuki Kanade?\Well, you see, that's...\Sorry, hold on for a second...\It seems to be Subaru-sama.\What's the matter, Konoe? response:	'What's the matter', you ask?
context: What?\How is that?\Why are you travelling with that Suzutsuki Kanade?\Well, you see, that's...\Sorry, hold on for a second...\It seems to be Subaru-sama.\What's the matter, Konoe?\'What's the matter', you ask? response:	Isn't it taking a bit too long for just buying drinks?
context: How is that?\Why are you travelling with that Suzutsuki Kanade?\Well, you see, that's...\Sorry, hold on for a second...\It seems to be Subaru-sama.\What's the matter, Konoe?\'What's the matter', you ask?\Isn't it taking a bit too long for just buying drinks? response:	No, well, things happened and...
context: Why are you travelling with that Suzutsuki Kanade?\Well, you see, that's...\Sorry, hold on for a second...\It seems to be Subaru-sama.\What's the matter, Konoe?\'What's the matter', you ask?\Isn't it taking a bit too long for just buying drinks?\No, well, things happened and... response:	Well, it's fine.
context: Well, you see, that's...\Sorry, hold on for a second...\It seems to be Subaru-sama.\What's the matter, Konoe?\'What's the matter', you ask?\Isn't it taking a bit too long for just buying drinks?\No, well, things happened and...\Well, it's fine. response:	I'll be going over there soon.
context: Sorry, hold on for a second...\It seems to be Subaru-sama.\What's the matter, Konoe?\'What's the matter', you ask?\Isn't it taking a bit too long for just buying drinks?\No, well, things happened and...\Well, it's fine.\I'll be going over there soon. response:	Don't come!
context: It seems to be Subaru-sama.\What's the matter, Konoe?\'What's the matter', you ask?\Isn't it taking a bit too long for just buying drinks?\No, well, things happened and...\Well, it's fine.\I'll be going over there soon.\Don't come! response:	What do you mean by that?
context: What's the matter, Konoe?\'What's the matter', you ask?\Isn't it taking a bit too long for just buying drinks?\No, well, things happened and...\Well, it's fine.\I'll be going over there soon.\Don't come!\What do you mean by that? response:	It doesn't matter, you can't come!
context: 'What's the matter', you ask?\Isn't it taking a bit too long for just buying drinks?\No, well, things happened and...\Well, it's fine.\I'll be going over there soon.\Don't come!\What do you mean by that?\It doesn't matter, you can't come! response:	You tell me that, but...
context: Isn't it taking a bit too long for just buying drinks?\No, well, things happened and...\Well, it's fine.\I'll be going over there soon.\Don't come!\What do you mean by that?\It doesn't matter, you can't come!\You tell me that, but... response:	Why?
context: No, well, things happened and...\Well, it's fine.\I'll be going over there soon.\Don't come!\What do you mean by that?\It doesn't matter, you can't come!\You tell me that, but...\Why? response:	I've already arrived.
context: Well, it's fine.\I'll be going over there soon.\Don't come!\What do you mean by that?\It doesn't matter, you can't come!\You tell me that, but...\Why?\I've already arrived. response:	I'm going to go pick them up!
context: I'll be going over there soon.\Don't come!\What do you mean by that?\It doesn't matter, you can't come!\You tell me that, but...\Why?\I've already arrived.\I'm going to go pick them up! response:	Konoe, put these on, right now!
context: Don't come!\What do you mean by that?\It doesn't matter, you can't come!\You tell me that, but...\Why?\I've already arrived.\I'm going to go pick them up!\Konoe, put these on, right now! response:	These?
context: What do you mean by that?\It doesn't matter, you can't come!\You tell me that, but...\Why?\I've already arrived.\I'm going to go pick them up!\Konoe, put these on, right now!\These? response:	You mean these glasses?
context: It doesn't matter, you can't come!\You tell me that, but...\Why?\I've already arrived.\I'm going to go pick them up!\Konoe, put these on, right now!\These?\You mean these glasses? response:	I beg you, it's for your own sake!
context: You tell me that, but...\Why?\I've already arrived.\I'm going to go pick them up!\Konoe, put these on, right now!\These?\You mean these glasses?\I beg you, it's for your own sake! response:	Hurry!
context: Why?\I've already arrived.\I'm going to go pick them up!\Konoe, put these on, right now!\These?\You mean these glasses?\I beg you, it's for your own sake!\Hurry! response:	It's fine, but...
context: I've already arrived.\I'm going to go pick them up!\Konoe, put these on, right now!\These?\You mean these glasses?\I beg you, it's for your own sake!\Hurry!\It's fine, but... response:	Could it be that you like these?
context: I'm going to go pick them up!\Konoe, put these on, right now!\These?\You mean these glasses?\I beg you, it's for your own sake!\Hurry!\It's fine, but...\Could it be that you like these? response:	Oh, come on!
context: Konoe, put these on, right now!\These?\You mean these glasses?\I beg you, it's for your own sake!\Hurry!\It's fine, but...\Could it be that you like these?\Oh, come on! response:	Nii-san, what are you doing?
context: These?\You mean these glasses?\I beg you, it's for your own sake!\Hurry!\It's fine, but...\Could it be that you like these?\Oh, come on!\Nii-san, what are you doing? response:	Jeez, you shouldn't go running inside the place suddenly-
context: You mean these glasses?\I beg you, it's for your own sake!\Hurry!\It's fine, but...\Could it be that you like these?\Oh, come on!\Nii-san, what are you doing?\Jeez, you shouldn't go running inside the place suddenly- response:	Oh?
context: I beg you, it's for your own sake!\Hurry!\It's fine, but...\Could it be that you like these?\Oh, come on!\Nii-san, what are you doing?\Jeez, you shouldn't go running inside the place suddenly-\Oh? response:	K-Konoe-senpai?!
context: Hurry!\It's fine, but...\Could it be that you like these?\Oh, come on!\Nii-san, what are you doing?\Jeez, you shouldn't go running inside the place suddenly-\Oh?\K-Konoe-senpai?! response:	W-Why are you dressed like that?
context: It's fine, but...\Could it be that you like these?\Oh, come on!\Nii-san, what are you doing?\Jeez, you shouldn't go running inside the place suddenly-\Oh?\K-Konoe-senpai?!\W-Why are you dressed like that? response:	What are you saying, Kureha-chan?
context: Could it be that you like these?\Oh, come on!\Nii-san, what are you doing?\Jeez, you shouldn't go running inside the place suddenly-\Oh?\K-Konoe-senpai?!\W-Why are you dressed like that?\What are you saying, Kureha-chan? response:	This is a girl no matter how you look at her!
context: Oh, come on!\Nii-san, what are you doing?\Jeez, you shouldn't go running inside the place suddenly-\Oh?\K-Konoe-senpai?!\W-Why are you dressed like that?\What are you saying, Kureha-chan?\This is a girl no matter how you look at her! response:	What?!
context: Nii-san, what are you doing?\Jeez, you shouldn't go running inside the place suddenly-\Oh?\K-Konoe-senpai?!\W-Why are you dressed like that?\What are you saying, Kureha-chan?\This is a girl no matter how you look at her!\What?! response:	But...
context: Jeez, you shouldn't go running inside the place suddenly-\Oh?\K-Konoe-senpai?!\W-Why are you dressed like that?\What are you saying, Kureha-chan?\This is a girl no matter how you look at her!\What?!\But... response:	This is Subaru's cousin.
context: Oh?\K-Konoe-senpai?!\W-Why are you dressed like that?\What are you saying, Kureha-chan?\This is a girl no matter how you look at her!\What?!\But...\This is Subaru's cousin. response:	Subaru's mother's house happens to be close by.
context: K-Konoe-senpai?!\W-Why are you dressed like that?\What are you saying, Kureha-chan?\This is a girl no matter how you look at her!\What?!\But...\This is Subaru's cousin.\Subaru's mother's house happens to be close by. response:	Subaru should be coming here soon too.
context: W-Why are you dressed like that?\What are you saying, Kureha-chan?\This is a girl no matter how you look at her!\What?!\But...\This is Subaru's cousin.\Subaru's mother's house happens to be close by.\Subaru should be coming here soon too. response:	Konoe-senpai is coming?
context: What are you saying, Kureha-chan?\This is a girl no matter how you look at her!\What?!\But...\This is Subaru's cousin.\Subaru's mother's house happens to be close by.\Subaru should be coming here soon too.\Konoe-senpai is coming? response:	Let me introduce you now.
context: This is a girl no matter how you look at her!\What?!\But...\This is Subaru's cousin.\Subaru's mother's house happens to be close by.\Subaru should be coming here soon too.\Konoe-senpai is coming?\Let me introduce you now. response:	This is Subaru's cousin, Takanashi Punyuru.
context: What?!\But...\This is Subaru's cousin.\Subaru's mother's house happens to be close by.\Subaru should be coming here soon too.\Konoe-senpai is coming?\Let me introduce you now.\This is Subaru's cousin, Takanashi Punyuru. response:	Huh?
context: But...\This is Subaru's cousin.\Subaru's mother's house happens to be close by.\Subaru should be coming here soon too.\Konoe-senpai is coming?\Let me introduce you now.\This is Subaru's cousin, Takanashi Punyuru.\Huh? response:	Huh?!
context: This is Subaru's cousin.\Subaru's mother's house happens to be close by.\Subaru should be coming here soon too.\Konoe-senpai is coming?\Let me introduce you now.\This is Subaru's cousin, Takanashi Punyuru.\Huh?\Huh?! response:	How is it?
context: Subaru's mother's house happens to be close by.\Subaru should be coming here soon too.\Konoe-senpai is coming?\Let me introduce you now.\This is Subaru's cousin, Takanashi Punyuru.\Huh?\Huh?!\How is it? response:	Isn't it a cute, modern name?
context: Subaru should be coming here soon too.\Konoe-senpai is coming?\Let me introduce you now.\This is Subaru's cousin, Takanashi Punyuru.\Huh?\Huh?!\How is it?\Isn't it a cute, modern name? response:	Hey, that's really unconvincing; no matter how you put it.
context: Konoe-senpai is coming?\Let me introduce you now.\This is Subaru's cousin, Takanashi Punyuru.\Huh?\Huh?!\How is it?\Isn't it a cute, modern name?\Hey, that's really unconvincing; no matter how you put it. response:	Oh, so you're Punyuru-san.
context: Let me introduce you now.\This is Subaru's cousin, Takanashi Punyuru.\Huh?\Huh?!\How is it?\Isn't it a cute, modern name?\Hey, that's really unconvincing; no matter how you put it.\Oh, so you're Punyuru-san. response:	It's a really cute name.
context: This is Subaru's cousin, Takanashi Punyuru.\Huh?\Huh?!\How is it?\Isn't it a cute, modern name?\Hey, that's really unconvincing; no matter how you put it.\Oh, so you're Punyuru-san.\It's a really cute name. response:	She believed it...
context: Huh?\Huh?!\How is it?\Isn't it a cute, modern name?\Hey, that's really unconvincing; no matter how you put it.\Oh, so you're Punyuru-san.\It's a really cute name.\She believed it... response:	Kureha-chan, Punyuru is a 10th grader just like you.
context: Huh?!\How is it?\Isn't it a cute, modern name?\Hey, that's really unconvincing; no matter how you put it.\Oh, so you're Punyuru-san.\It's a really cute name.\She believed it...\Kureha-chan, Punyuru is a 10th grader just like you. response:	You don't need to be so formal.
context: How is it?\Isn't it a cute, modern name?\Hey, that's really unconvincing; no matter how you put it.\Oh, so you're Punyuru-san.\It's a really cute name.\She believed it...\Kureha-chan, Punyuru is a 10th grader just like you.\You don't need to be so formal. response:	Huh?
context: Isn't it a cute, modern name?\Hey, that's really unconvincing; no matter how you put it.\Oh, so you're Punyuru-san.\It's a really cute name.\She believed it...\Kureha-chan, Punyuru is a 10th grader just like you.\You don't need to be so formal.\Huh? response:	By the way, she would call me Kana-oneechan out of friendliness.
context: Hey, that's really unconvincing; no matter how you put it.\Oh, so you're Punyuru-san.\It's a really cute name.\She believed it...\Kureha-chan, Punyuru is a 10th grader just like you.\You don't need to be so formal.\Huh?\By the way, she would call me Kana-oneechan out of friendliness. response:	What's wrong, Punyuru?
context: Oh, so you're Punyuru-san.\It's a really cute name.\She believed it...\Kureha-chan, Punyuru is a 10th grader just like you.\You don't need to be so formal.\Huh?\By the way, she would call me Kana-oneechan out of friendliness.\What's wrong, Punyuru? response:	Call me Kana-oneechan like you always would. Now, can you say it?
context: It's a really cute name.\She believed it...\Kureha-chan, Punyuru is a 10th grader just like you.\You don't need to be so formal.\Huh?\By the way, she would call me Kana-oneechan out of friendliness.\What's wrong, Punyuru?\Call me Kana-oneechan like you always would. Now, can you say it? response:	K-K-Kana-oneechan...
