context: Allow me to introduce a new student. response:	This is Ange Lucare from Incognia.
context: I can't believe they already have him guarded.\Five against two. And we're in enemy territory.\We couldn't ask for worse conditions.\The Duke of Normandy will be here in less than 20 minutes.\How are we supposed to take the key?\Keys are small; he could be keeping it anywhere.\We just have to make sure the enemy doesn't get it, right?\You're going to kill him? response:	We're spies, not assassins.
context: Five against two. And we're in enemy territory.\We couldn't ask for worse conditions.\The Duke of Normandy will be here in less than 20 minutes.\How are we supposed to take the key?\Keys are small; he could be keeping it anywhere.\We just have to make sure the enemy doesn't get it, right?\You're going to kill him?\We're spies, not assassins. response:	I'll use this to get close to Princess.
context: We couldn't ask for worse conditions.\The Duke of Normandy will be here in less than 20 minutes.\How are we supposed to take the key?\Keys are small; he could be keeping it anywhere.\We just have to make sure the enemy doesn't get it, right?\You're going to kill him?\We're spies, not assassins.\I'll use this to get close to Princess. response:	Hey, Princess isn't our top priority.
context: The Duke of Normandy will be here in less than 20 minutes.\How are we supposed to take the key?\Keys are small; he could be keeping it anywhere.\We just have to make sure the enemy doesn't get it, right?\You're going to kill him?\We're spies, not assassins.\I'll use this to get close to Princess.\Hey, Princess isn't our top priority. response:	I know.
context: How are we supposed to take the key?\Keys are small; he could be keeping it anywhere.\We just have to make sure the enemy doesn't get it, right?\You're going to kill him?\We're spies, not assassins.\I'll use this to get close to Princess.\Hey, Princess isn't our top priority.\I know. response:	So I'm going to get both of them at once.
context: Keys are small; he could be keeping it anywhere.\We just have to make sure the enemy doesn't get it, right?\You're going to kill him?\We're spies, not assassins.\I'll use this to get close to Princess.\Hey, Princess isn't our top priority.\I know.\So I'm going to get both of them at once. response:	That's finally over.
context: We just have to make sure the enemy doesn't get it, right?\You're going to kill him?\We're spies, not assassins.\I'll use this to get close to Princess.\Hey, Princess isn't our top priority.\I know.\So I'm going to get both of them at once.\That's finally over. response:	It happens all the time.
context: You're going to kill him?\We're spies, not assassins.\I'll use this to get close to Princess.\Hey, Princess isn't our top priority.\I know.\So I'm going to get both of them at once.\That's finally over.\It happens all the time. response:	Being a princess can be quite tiresome.
context: We're spies, not assassins.\I'll use this to get close to Princess.\Hey, Princess isn't our top priority.\I know.\So I'm going to get both of them at once.\That's finally over.\It happens all the time.\Being a princess can be quite tiresome. response:	Hello!
context: I'll use this to get close to Princess.\Hey, Princess isn't our top priority.\I know.\So I'm going to get both of them at once.\That's finally over.\It happens all the time.\Being a princess can be quite tiresome.\Hello! response:	Have we met before?
context: Hey, Princess isn't our top priority.\I know.\So I'm going to get both of them at once.\That's finally over.\It happens all the time.\Being a princess can be quite tiresome.\Hello!\Have we met before? response:	This is the first time.
context: I know.\So I'm going to get both of them at once.\That's finally over.\It happens all the time.\Being a princess can be quite tiresome.\Hello!\Have we met before?\This is the first time. response:	But I've known your face for ages.
context: So I'm going to get both of them at once.\That's finally over.\It happens all the time.\Being a princess can be quite tiresome.\Hello!\Have we met before?\This is the first time.\But I've known your face for ages. response:	Of course you have! Her Highness is...
context: That's finally over.\It happens all the time.\Being a princess can be quite tiresome.\Hello!\Have we met before?\This is the first time.\But I've known your face for ages.\Of course you have! Her Highness is... response:	What's your name?
context: It happens all the time.\Being a princess can be quite tiresome.\Hello!\Have we met before?\This is the first time.\But I've known your face for ages.\Of course you have! Her Highness is...\What's your name? response:	Ange.
context: Being a princess can be quite tiresome.\Hello!\Have we met before?\This is the first time.\But I've known your face for ages.\Of course you have! Her Highness is...\What's your name?\Ange. response:	I don't suppose... we could be friends?
context: Hello!\Have we met before?\This is the first time.\But I've known your face for ages.\Of course you have! Her Highness is...\What's your name?\Ange.\I don't suppose... we could be friends? response:	I'm rather a dull person.
context: Have we met before?\This is the first time.\But I've known your face for ages.\Of course you have! Her Highness is...\What's your name?\Ange.\I don't suppose... we could be friends?\I'm rather a dull person. response:	I don't think you would enjoy my friendship.
context: This is the first time.\But I've known your face for ages.\Of course you have! Her Highness is...\What's your name?\Ange.\I don't suppose... we could be friends?\I'm rather a dull person.\I don't think you would enjoy my friendship. response:	No, I would.
context: But I've known your face for ages.\Of course you have! Her Highness is...\What's your name?\Ange.\I don't suppose... we could be friends?\I'm rather a dull person.\I don't think you would enjoy my friendship.\No, I would. response:	Why do you say so?
context: Of course you have! Her Highness is...\What's your name?\Ange.\I don't suppose... we could be friends?\I'm rather a dull person.\I don't think you would enjoy my friendship.\No, I would.\Why do you say so? response:	Because we're complete opposites.
context: What's your name?\Ange.\I don't suppose... we could be friends?\I'm rather a dull person.\I don't think you would enjoy my friendship.\No, I would.\Why do you say so?\Because we're complete opposites. response:	Very well...
context: Ange.\I don't suppose... we could be friends?\I'm rather a dull person.\I don't think you would enjoy my friendship.\No, I would.\Why do you say so?\Because we're complete opposites.\Very well... response:	Let's be friends.
context: I don't suppose... we could be friends?\I'm rather a dull person.\I don't think you would enjoy my friendship.\No, I would.\Why do you say so?\Because we're complete opposites.\Very well...\Let's be friends. response:	Thank you, Princess!
context: I'm rather a dull person.\I don't think you would enjoy my friendship.\No, I would.\Why do you say so?\Because we're complete opposites.\Very well...\Let's be friends.\Thank you, Princess! response:	Your Highness!
context: I don't think you would enjoy my friendship.\No, I would.\Why do you say so?\Because we're complete opposites.\Very well...\Let's be friends.\Thank you, Princess!\Your Highness! response:	Hey, you!
context: No, I would.\Why do you say so?\Because we're complete opposites.\Very well...\Let's be friends.\Thank you, Princess!\Your Highness!\Hey, you! response:	What have you done?
context: Why do you say so?\Because we're complete opposites.\Very well...\Let's be friends.\Thank you, Princess!\Your Highness!\Hey, you!\What have you done? response:	Oh, I'm so sorry!
context: Because we're complete opposites.\Very well...\Let's be friends.\Thank you, Princess!\Your Highness!\Hey, you!\What have you done?\Oh, I'm so sorry! response:	I'm so clumsy!
context: Very well...\Let's be friends.\Thank you, Princess!\Your Highness!\Hey, you!\What have you done?\Oh, I'm so sorry!\I'm so clumsy! response:	Excuse me, is there an empty room we could use?
context: Let's be friends.\Thank you, Princess!\Your Highness!\Hey, you!\What have you done?\Oh, I'm so sorry!\I'm so clumsy!\Excuse me, is there an empty room we could use? response:	I really am terribly sorry.
context: Thank you, Princess!\Your Highness!\Hey, you!\What have you done?\Oh, I'm so sorry!\I'm so clumsy!\Excuse me, is there an empty room we could use?\I really am terribly sorry. response:	Not at all, Ange.
context: Your Highness!\Hey, you!\What have you done?\Oh, I'm so sorry!\I'm so clumsy!\Excuse me, is there an empty room we could use?\I really am terribly sorry.\Not at all, Ange. response:	I've just requested another gown.
context: Hey, you!\What have you done?\Oh, I'm so sorry!\I'm so clumsy!\Excuse me, is there an empty room we could use?\I really am terribly sorry.\Not at all, Ange.\I've just requested another gown. response:	Princess, may I take care of this dress?
context: What have you done?\Oh, I'm so sorry!\I'm so clumsy!\Excuse me, is there an empty room we could use?\I really am terribly sorry.\Not at all, Ange.\I've just requested another gown.\Princess, may I take care of this dress? response:	I'll clean it up for you in no time!
context: Oh, I'm so sorry!\I'm so clumsy!\Excuse me, is there an empty room we could use?\I really am terribly sorry.\Not at all, Ange.\I've just requested another gown.\Princess, may I take care of this dress?\I'll clean it up for you in no time! response:	That's impossible!
context: I'm so clumsy!\Excuse me, is there an empty room we could use?\I really am terribly sorry.\Not at all, Ange.\I've just requested another gown.\Princess, may I take care of this dress?\I'll clean it up for you in no time!\That's impossible! response:	Look at how big that stain is!
context: Excuse me, is there an empty room we could use?\I really am terribly sorry.\Not at all, Ange.\I've just requested another gown.\Princess, may I take care of this dress?\I'll clean it up for you in no time!\That's impossible!\Look at how big that stain is! response:	You can make it good as new?
context: I really am terribly sorry.\Not at all, Ange.\I've just requested another gown.\Princess, may I take care of this dress?\I'll clean it up for you in no time!\That's impossible!\Look at how big that stain is!\You can make it good as new? response:	Yes!
context: Not at all, Ange.\I've just requested another gown.\Princess, may I take care of this dress?\I'll clean it up for you in no time!\That's impossible!\Look at how big that stain is!\You can make it good as new?\Yes! response:	I figured it out, Ange.
context: I've just requested another gown.\Princess, may I take care of this dress?\I'll clean it up for you in no time!\That's impossible!\Look at how big that stain is!\You can make it good as new?\Yes!\I figured it out, Ange. response:	That special wine of yours was organic dye.
context: Princess, may I take care of this dress?\I'll clean it up for you in no time!\That's impossible!\Look at how big that stain is!\You can make it good as new?\Yes!\I figured it out, Ange.\That special wine of yours was organic dye. response:	Which means you can clean it instantly with bleach.
context: I'll clean it up for you in no time!\That's impossible!\Look at how big that stain is!\You can make it good as new?\Yes!\I figured it out, Ange.\That special wine of yours was organic dye.\Which means you can clean it instantly with bleach. response:	It helped us get close to the princess,
context: That's impossible!\Look at how big that stain is!\You can make it good as new?\Yes!\I figured it out, Ange.\That special wine of yours was organic dye.\Which means you can clean it instantly with bleach.\It helped us get close to the princess, response:	so it's two birds with one stone.
context: Look at how big that stain is!\You can make it good as new?\Yes!\I figured it out, Ange.\That special wine of yours was organic dye.\Which means you can clean it instantly with bleach.\It helped us get close to the princess,\so it's two birds with one stone. response:	In the short time you're borrowing her dress, YOU will be the princess.
context: You can make it good as new?\Yes!\I figured it out, Ange.\That special wine of yours was organic dye.\Which means you can clean it instantly with bleach.\It helped us get close to the princess,\so it's two birds with one stone.\In the short time you're borrowing her dress, YOU will be the princess. response:	Some things may be impossible for Dorothy or Ange...
context: Yes!\I figured it out, Ange.\That special wine of yours was organic dye.\Which means you can clean it instantly with bleach.\It helped us get close to the princess,\so it's two birds with one stone.\In the short time you're borrowing her dress, YOU will be the princess.\Some things may be impossible for Dorothy or Ange... response:	I'd heard all the talk.
context: I figured it out, Ange.\That special wine of yours was organic dye.\Which means you can clean it instantly with bleach.\It helped us get close to the princess,\so it's two birds with one stone.\In the short time you're borrowing her dress, YOU will be the princess.\Some things may be impossible for Dorothy or Ange...\I'd heard all the talk. response:	But now I'm starting to think this Operation: Changeling might work.
context: That special wine of yours was organic dye.\Which means you can clean it instantly with bleach.\It helped us get close to the princess,\so it's two birds with one stone.\In the short time you're borrowing her dress, YOU will be the princess.\Some things may be impossible for Dorothy or Ange...\I'd heard all the talk.\But now I'm starting to think this Operation: Changeling might work. response:	Isn't the Duke of Normandy here yet?
context: Which means you can clean it instantly with bleach.\It helped us get close to the princess,\so it's two birds with one stone.\In the short time you're borrowing her dress, YOU will be the princess.\Some things may be impossible for Dorothy or Ange...\I'd heard all the talk.\But now I'm starting to think this Operation: Changeling might work.\Isn't the Duke of Normandy here yet? response:	I could take charge of that key.
context: It helped us get close to the princess,\so it's two birds with one stone.\In the short time you're borrowing her dress, YOU will be the princess.\Some things may be impossible for Dorothy or Ange...\I'd heard all the talk.\But now I'm starting to think this Operation: Changeling might work.\Isn't the Duke of Normandy here yet?\I could take charge of that key. response:	No.
context: so it's two birds with one stone.\In the short time you're borrowing her dress, YOU will be the princess.\Some things may be impossible for Dorothy or Ange...\I'd heard all the talk.\But now I'm starting to think this Operation: Changeling might work.\Isn't the Duke of Normandy here yet?\I could take charge of that key.\No. response:	I must give it to him in person, and get him to guarantee my asylum,
context: In the short time you're borrowing her dress, YOU will be the princess.\Some things may be impossible for Dorothy or Ange...\I'd heard all the talk.\But now I'm starting to think this Operation: Changeling might work.\Isn't the Duke of Normandy here yet?\I could take charge of that key.\No.\I must give it to him in person, and get him to guarantee my asylum, response:	or I'll have no peace of mind.
context: Some things may be impossible for Dorothy or Ange...\I'd heard all the talk.\But now I'm starting to think this Operation: Changeling might work.\Isn't the Duke of Normandy here yet?\I could take charge of that key.\No.\I must give it to him in person, and get him to guarantee my asylum,\or I'll have no peace of mind. response:	As you wish.
context: I'd heard all the talk.\But now I'm starting to think this Operation: Changeling might work.\Isn't the Duke of Normandy here yet?\I could take charge of that key.\No.\I must give it to him in person, and get him to guarantee my asylum,\or I'll have no peace of mind.\As you wish. response:	Pleased to meet you.
context: But now I'm starting to think this Operation: Changeling might work.\Isn't the Duke of Normandy here yet?\I could take charge of that key.\No.\I must give it to him in person, and get him to guarantee my asylum,\or I'll have no peace of mind.\As you wish.\Pleased to meet you. response:	Mr. Morgan.
context: Isn't the Duke of Normandy here yet?\I could take charge of that key.\No.\I must give it to him in person, and get him to guarantee my asylum,\or I'll have no peace of mind.\As you wish.\Pleased to meet you.\Mr. Morgan. response:	Princess.
context: I could take charge of that key.\No.\I must give it to him in person, and get him to guarantee my asylum,\or I'll have no peace of mind.\As you wish.\Pleased to meet you.\Mr. Morgan.\Princess. response:	Would you be so kind as to share this dance with me?
context: No.\I must give it to him in person, and get him to guarantee my asylum,\or I'll have no peace of mind.\As you wish.\Pleased to meet you.\Mr. Morgan.\Princess.\Would you be so kind as to share this dance with me? response:	Of course, Princess.
context: I must give it to him in person, and get him to guarantee my asylum,\or I'll have no peace of mind.\As you wish.\Pleased to meet you.\Mr. Morgan.\Princess.\Would you be so kind as to share this dance with me?\Of course, Princess. response:	Yes.
context: or I'll have no peace of mind.\As you wish.\Pleased to meet you.\Mr. Morgan.\Princess.\Would you be so kind as to share this dance with me?\Of course, Princess.\Yes. response:	It would be my pleasure.
context: As you wish.\Pleased to meet you.\Mr. Morgan.\Princess.\Would you be so kind as to share this dance with me?\Of course, Princess.\Yes.\It would be my pleasure. response:	It's an honor to dance with you, Your Highness.
context: Pleased to meet you.\Mr. Morgan.\Princess.\Would you be so kind as to share this dance with me?\Of course, Princess.\Yes.\It would be my pleasure.\It's an honor to dance with you, Your Highness. response:	I'm sorry if I insulted your wife.
context: Mr. Morgan.\Princess.\Would you be so kind as to share this dance with me?\Of course, Princess.\Yes.\It would be my pleasure.\It's an honor to dance with you, Your Highness.\I'm sorry if I insulted your wife. response:	What?
context: Princess.\Would you be so kind as to share this dance with me?\Of course, Princess.\Yes.\It would be my pleasure.\It's an honor to dance with you, Your Highness.\I'm sorry if I insulted your wife.\What? response:	Oh, no, she isn't my wife.
context: Would you be so kind as to share this dance with me?\Of course, Princess.\Yes.\It would be my pleasure.\It's an honor to dance with you, Your Highness.\I'm sorry if I insulted your wife.\What?\Oh, no, she isn't my wife. response:	Oh, I thought you had married a younger woman.
context: Of course, Princess.\Yes.\It would be my pleasure.\It's an honor to dance with you, Your Highness.\I'm sorry if I insulted your wife.\What?\Oh, no, she isn't my wife.\Oh, I thought you had married a younger woman. response:	My wife is my own age. We grew up together.
context: Yes.\It would be my pleasure.\It's an honor to dance with you, Your Highness.\I'm sorry if I insulted your wife.\What?\Oh, no, she isn't my wife.\Oh, I thought you had married a younger woman.\My wife is my own age. We grew up together. response:	She must be very headstrong.
context: It would be my pleasure.\It's an honor to dance with you, Your Highness.\I'm sorry if I insulted your wife.\What?\Oh, no, she isn't my wife.\Oh, I thought you had married a younger woman.\My wife is my own age. We grew up together.\She must be very headstrong. response:	She used to scold me all the time.
context: It's an honor to dance with you, Your Highness.\I'm sorry if I insulted your wife.\What?\Oh, no, she isn't my wife.\Oh, I thought you had married a younger woman.\My wife is my own age. We grew up together.\She must be very headstrong.\She used to scold me all the time. response:	You're not careful,
context: I'm sorry if I insulted your wife.\What?\Oh, no, she isn't my wife.\Oh, I thought you had married a younger woman.\My wife is my own age. We grew up together.\She must be very headstrong.\She used to scold me all the time.\You're not careful, response:	you're just a coward, she'd say.
context: What?\Oh, no, she isn't my wife.\Oh, I thought you had married a younger woman.\My wife is my own age. We grew up together.\She must be very headstrong.\She used to scold me all the time.\You're not careful,\you're just a coward, she'd say. response:	You want to live with your family again.
context: Oh, no, she isn't my wife.\Oh, I thought you had married a younger woman.\My wife is my own age. We grew up together.\She must be very headstrong.\She used to scold me all the time.\You're not careful,\you're just a coward, she'd say.\You want to live with your family again. response:	That's why you chose to defect, isn't it?
context: Oh, I thought you had married a younger woman.\My wife is my own age. We grew up together.\She must be very headstrong.\She used to scold me all the time.\You're not careful,\you're just a coward, she'd say.\You want to live with your family again.\That's why you chose to defect, isn't it? response:	Wh-what gave you that idea? I...
context: My wife is my own age. We grew up together.\She must be very headstrong.\She used to scold me all the time.\You're not careful,\you're just a coward, she'd say.\You want to live with your family again.\That's why you chose to defect, isn't it?\Wh-what gave you that idea? I... response:	Your breathing sounds different on the right than it does on the left.
context: She must be very headstrong.\She used to scold me all the time.\You're not careful,\you're just a coward, she'd say.\You want to live with your family again.\That's why you chose to defect, isn't it?\Wh-what gave you that idea? I...\Your breathing sounds different on the right than it does on the left. response:	Your right lung is ailing, isn't it?
context: She used to scold me all the time.\You're not careful,\you're just a coward, she'd say.\You want to live with your family again.\That's why you chose to defect, isn't it?\Wh-what gave you that idea? I...\Your breathing sounds different on the right than it does on the left.\Your right lung is ailing, isn't it? response:	You want to spend your final days with your family.
context: You're not careful,\you're just a coward, she'd say.\You want to live with your family again.\That's why you chose to defect, isn't it?\Wh-what gave you that idea? I...\Your breathing sounds different on the right than it does on the left.\Your right lung is ailing, isn't it?\You want to spend your final days with your family. response:	Isn't that right?
context: you're just a coward, she'd say.\You want to live with your family again.\That's why you chose to defect, isn't it?\Wh-what gave you that idea? I...\Your breathing sounds different on the right than it does on the left.\Your right lung is ailing, isn't it?\You want to spend your final days with your family.\Isn't that right? response:	Say, Beatrice.
context: You want to live with your family again.\That's why you chose to defect, isn't it?\Wh-what gave you that idea? I...\Your breathing sounds different on the right than it does on the left.\Your right lung is ailing, isn't it?\You want to spend your final days with your family.\Isn't that right?\Say, Beatrice. response:	If you knew an angel and a devil,
context: That's why you chose to defect, isn't it?\Wh-what gave you that idea? I...\Your breathing sounds different on the right than it does on the left.\Your right lung is ailing, isn't it?\You want to spend your final days with your family.\Isn't that right?\Say, Beatrice.\If you knew an angel and a devil, response:	which do you think would tell lies?
context: Wh-what gave you that idea? I...\Your breathing sounds different on the right than it does on the left.\Your right lung is ailing, isn't it?\You want to spend your final days with your family.\Isn't that right?\Say, Beatrice.\If you knew an angel and a devil,\which do you think would tell lies? response:	What?
context: Your breathing sounds different on the right than it does on the left.\Your right lung is ailing, isn't it?\You want to spend your final days with your family.\Isn't that right?\Say, Beatrice.\If you knew an angel and a devil,\which do you think would tell lies?\What? response:	That would be the devil, wouldn't it?
context: Your right lung is ailing, isn't it?\You want to spend your final days with your family.\Isn't that right?\Say, Beatrice.\If you knew an angel and a devil,\which do you think would tell lies?\What?\That would be the devil, wouldn't it? response:	Angels are messengers of God, so they can only tell the truth.
context: You want to spend your final days with your family.\Isn't that right?\Say, Beatrice.\If you knew an angel and a devil,\which do you think would tell lies?\What?\That would be the devil, wouldn't it?\Angels are messengers of God, so they can only tell the truth. response:	In that case...
context: Isn't that right?\Say, Beatrice.\If you knew an angel and a devil,\which do you think would tell lies?\What?\That would be the devil, wouldn't it?\Angels are messengers of God, so they can only tell the truth.\In that case... response:	I would want to be friends with the devil.
context: Say, Beatrice.\If you knew an angel and a devil,\which do you think would tell lies?\What?\That would be the devil, wouldn't it?\Angels are messengers of God, so they can only tell the truth.\In that case...\I would want to be friends with the devil. response:	You come from West Country, don't you, Minister?
context: If you knew an angel and a devil,\which do you think would tell lies?\What?\That would be the devil, wouldn't it?\Angels are messengers of God, so they can only tell the truth.\In that case...\I would want to be friends with the devil.\You come from West Country, don't you, Minister? response:	How do you know that?
context: which do you think would tell lies?\What?\That would be the devil, wouldn't it?\Angels are messengers of God, so they can only tell the truth.\In that case...\I would want to be friends with the devil.\You come from West Country, don't you, Minister?\How do you know that? response:	I heard you call your coal mine a Bal.
context: What?\That would be the devil, wouldn't it?\Angels are messengers of God, so they can only tell the truth.\In that case...\I would want to be friends with the devil.\You come from West Country, don't you, Minister?\How do you know that?\I heard you call your coal mine a Bal. response:	That's a Cornish term.
context: That would be the devil, wouldn't it?\Angels are messengers of God, so they can only tell the truth.\In that case...\I would want to be friends with the devil.\You come from West Country, don't you, Minister?\How do you know that?\I heard you call your coal mine a Bal.\That's a Cornish term. response:	And if you grew up with your wife, then is she from Cornwall, too?
context: Angels are messengers of God, so they can only tell the truth.\In that case...\I would want to be friends with the devil.\You come from West Country, don't you, Minister?\How do you know that?\I heard you call your coal mine a Bal.\That's a Cornish term.\And if you grew up with your wife, then is she from Cornwall, too? response:	There aren't many people there, but it's beautiful country.
context: In that case...\I would want to be friends with the devil.\You come from West Country, don't you, Minister?\How do you know that?\I heard you call your coal mine a Bal.\That's a Cornish term.\And if you grew up with your wife, then is she from Cornwall, too?\There aren't many people there, but it's beautiful country. response:	It sounds like the perfect place to spend your remaining years.
context: I would want to be friends with the devil.\You come from West Country, don't you, Minister?\How do you know that?\I heard you call your coal mine a Bal.\That's a Cornish term.\And if you grew up with your wife, then is she from Cornwall, too?\There aren't many people there, but it's beautiful country.\It sounds like the perfect place to spend your remaining years. response:	I can help your wife defect to Cornwall.
context: You come from West Country, don't you, Minister?\How do you know that?\I heard you call your coal mine a Bal.\That's a Cornish term.\And if you grew up with your wife, then is she from Cornwall, too?\There aren't many people there, but it's beautiful country.\It sounds like the perfect place to spend your remaining years.\I can help your wife defect to Cornwall. response:	But that's...!
context: How do you know that?\I heard you call your coal mine a Bal.\That's a Cornish term.\And if you grew up with your wife, then is she from Cornwall, too?\There aren't many people there, but it's beautiful country.\It sounds like the perfect place to spend your remaining years.\I can help your wife defect to Cornwall.\But that's...! response:	Please, keep the key to the vault. Take it home with you.
context: I heard you call your coal mine a Bal.\That's a Cornish term.\And if you grew up with your wife, then is she from Cornwall, too?\There aren't many people there, but it's beautiful country.\It sounds like the perfect place to spend your remaining years.\I can help your wife defect to Cornwall.\But that's...!\Please, keep the key to the vault. Take it home with you. response:	I can't. I'm surrounded by Normandy's men.
context: That's a Cornish term.\And if you grew up with your wife, then is she from Cornwall, too?\There aren't many people there, but it's beautiful country.\It sounds like the perfect place to spend your remaining years.\I can help your wife defect to Cornwall.\But that's...!\Please, keep the key to the vault. Take it home with you.\I can't. I'm surrounded by Normandy's men. response:	Then I'll hold on to the key for you.
context: And if you grew up with your wife, then is she from Cornwall, too?\There aren't many people there, but it's beautiful country.\It sounds like the perfect place to spend your remaining years.\I can help your wife defect to Cornwall.\But that's...!\Please, keep the key to the vault. Take it home with you.\I can't. I'm surrounded by Normandy's men.\Then I'll hold on to the key for you. response:	If you don't have it, they can't take it.
context: There aren't many people there, but it's beautiful country.\It sounds like the perfect place to spend your remaining years.\I can help your wife defect to Cornwall.\But that's...!\Please, keep the key to the vault. Take it home with you.\I can't. I'm surrounded by Normandy's men.\Then I'll hold on to the key for you.\If you don't have it, they can't take it. response:	I will deliver the key to you later, along with your wife.
context: It sounds like the perfect place to spend your remaining years.\I can help your wife defect to Cornwall.\But that's...!\Please, keep the key to the vault. Take it home with you.\I can't. I'm surrounded by Normandy's men.\Then I'll hold on to the key for you.\If you don't have it, they can't take it.\I will deliver the key to you later, along with your wife. response:	Princess,
context: I can help your wife defect to Cornwall.\But that's...!\Please, keep the key to the vault. Take it home with you.\I can't. I'm surrounded by Normandy's men.\Then I'll hold on to the key for you.\If you don't have it, they can't take it.\I will deliver the key to you later, along with your wife.\Princess, response:	what guarantee do I have that you wouldn't misuse the blueprints?
context: But that's...!\Please, keep the key to the vault. Take it home with you.\I can't. I'm surrounded by Normandy's men.\Then I'll hold on to the key for you.\If you don't have it, they can't take it.\I will deliver the key to you later, along with your wife.\Princess,\what guarantee do I have that you wouldn't misuse the blueprints? response:	Do you have that guarantee from the Duke of Normandy?
context: Please, keep the key to the vault. Take it home with you.\I can't. I'm surrounded by Normandy's men.\Then I'll hold on to the key for you.\If you don't have it, they can't take it.\I will deliver the key to you later, along with your wife.\Princess,\what guarantee do I have that you wouldn't misuse the blueprints?\Do you have that guarantee from the Duke of Normandy? response:	If you must depend on someone, wouldn't you rather choose a goddess?
context: I can't. I'm surrounded by Normandy's men.\Then I'll hold on to the key for you.\If you don't have it, they can't take it.\I will deliver the key to you later, along with your wife.\Princess,\what guarantee do I have that you wouldn't misuse the blueprints?\Do you have that guarantee from the Duke of Normandy?\If you must depend on someone, wouldn't you rather choose a goddess? response:	Princess.
context: Then I'll hold on to the key for you.\If you don't have it, they can't take it.\I will deliver the key to you later, along with your wife.\Princess,\what guarantee do I have that you wouldn't misuse the blueprints?\Do you have that guarantee from the Duke of Normandy?\If you must depend on someone, wouldn't you rather choose a goddess?\Princess. response:	I will carry the memory of this day with me the rest of my life.
context: If you don't have it, they can't take it.\I will deliver the key to you later, along with your wife.\Princess,\what guarantee do I have that you wouldn't misuse the blueprints?\Do you have that guarantee from the Duke of Normandy?\If you must depend on someone, wouldn't you rather choose a goddess?\Princess.\I will carry the memory of this day with me the rest of my life. response:	As will I.
context: I will deliver the key to you later, along with your wife.\Princess,\what guarantee do I have that you wouldn't misuse the blueprints?\Do you have that guarantee from the Duke of Normandy?\If you must depend on someone, wouldn't you rather choose a goddess?\Princess.\I will carry the memory of this day with me the rest of my life.\As will I. response:	It's incredible, Ange!
context: Princess,\what guarantee do I have that you wouldn't misuse the blueprints?\Do you have that guarantee from the Duke of Normandy?\If you must depend on someone, wouldn't you rather choose a goddess?\Princess.\I will carry the memory of this day with me the rest of my life.\As will I.\It's incredible, Ange! response:	The wine stain is all gone.
context: what guarantee do I have that you wouldn't misuse the blueprints?\Do you have that guarantee from the Duke of Normandy?\If you must depend on someone, wouldn't you rather choose a goddess?\Princess.\I will carry the memory of this day with me the rest of my life.\As will I.\It's incredible, Ange!\The wine stain is all gone. response:	I used to help with the washing back in the country.
context: Do you have that guarantee from the Duke of Normandy?\If you must depend on someone, wouldn't you rather choose a goddess?\Princess.\I will carry the memory of this day with me the rest of my life.\As will I.\It's incredible, Ange!\The wine stain is all gone.\I used to help with the washing back in the country. response:	Now, Ange.
context: If you must depend on someone, wouldn't you rather choose a goddess?\Princess.\I will carry the memory of this day with me the rest of my life.\As will I.\It's incredible, Ange!\The wine stain is all gone.\I used to help with the washing back in the country.\Now, Ange. response:	Don't you think it's about time you told me?
context: Princess.\I will carry the memory of this day with me the rest of my life.\As will I.\It's incredible, Ange!\The wine stain is all gone.\I used to help with the washing back in the country.\Now, Ange.\Don't you think it's about time you told me? response:	What business do spies from the West have with me?
context: I will carry the memory of this day with me the rest of my life.\As will I.\It's incredible, Ange!\The wine stain is all gone.\I used to help with the washing back in the country.\Now, Ange.\Don't you think it's about time you told me?\What business do spies from the West have with me? response:	No!
context: As will I.\It's incredible, Ange!\The wine stain is all gone.\I used to help with the washing back in the country.\Now, Ange.\Don't you think it's about time you told me?\What business do spies from the West have with me?\No! response:	I know I'm not familiar with your city ways, but please stop teasing me!
context: It's incredible, Ange!\The wine stain is all gone.\I used to help with the washing back in the country.\Now, Ange.\Don't you think it's about time you told me?\What business do spies from the West have with me?\No!\I know I'm not familiar with your city ways, but please stop teasing me! response:	Me, a spy...
context: The wine stain is all gone.\I used to help with the washing back in the country.\Now, Ange.\Don't you think it's about time you told me?\What business do spies from the West have with me?\No!\I know I'm not familiar with your city ways, but please stop teasing me!\Me, a spy... response:	My uncle, the Duke of Normandy, will be here soon.
context: I used to help with the washing back in the country.\Now, Ange.\Don't you think it's about time you told me?\What business do spies from the West have with me?\No!\I know I'm not familiar with your city ways, but please stop teasing me!\Me, a spy...\My uncle, the Duke of Normandy, will be here soon. response:	You know him, don't you?
context: Now, Ange.\Don't you think it's about time you told me?\What business do spies from the West have with me?\No!\I know I'm not familiar with your city ways, but please stop teasing me!\Me, a spy...\My uncle, the Duke of Normandy, will be here soon.\You know him, don't you? response:	He directs all the spies in our kingdom.
context: Don't you think it's about time you told me?\What business do spies from the West have with me?\No!\I know I'm not familiar with your city ways, but please stop teasing me!\Me, a spy...\My uncle, the Duke of Normandy, will be here soon.\You know him, don't you?\He directs all the spies in our kingdom. response:	What do you want?
context: What business do spies from the West have with me?\No!\I know I'm not familiar with your city ways, but please stop teasing me!\Me, a spy...\My uncle, the Duke of Normandy, will be here soon.\You know him, don't you?\He directs all the spies in our kingdom.\What do you want? response:	Ange!
