context: I'm sorry. I mustn't go with you. response:	We would run and run, but to where?
context: Address: Kaiserburg, district 672, D-5421.\The museum is now closed.\We ask that all visitors please vacate the building immediately.\Museum. Main system.\Down a level. Guard room. Camera...\There's the signal from Akira!\We're leaving as soon as Haruto and the others get back.\Let's get to work. response:	I had no idea you were a fellow Royalist, Kriemhild.
context: The museum is now closed.\We ask that all visitors please vacate the building immediately.\Museum. Main system.\Down a level. Guard room. Camera...\There's the signal from Akira!\We're leaving as soon as Haruto and the others get back.\Let's get to work.\I had no idea you were a fellow Royalist, Kriemhild. response:	Your night vision is as sharp as ever, I see.
context: We ask that all visitors please vacate the building immediately.\Museum. Main system.\Down a level. Guard room. Camera...\There's the signal from Akira!\We're leaving as soon as Haruto and the others get back.\Let's get to work.\I had no idea you were a fellow Royalist, Kriemhild.\Your night vision is as sharp as ever, I see. response:	You know her?
context: Museum. Main system.\Down a level. Guard room. Camera...\There's the signal from Akira!\We're leaving as soon as Haruto and the others get back.\Let's get to work.\I had no idea you were a fellow Royalist, Kriemhild.\Your night vision is as sharp as ever, I see.\You know her? response:	She's a former superior officer.
context: Down a level. Guard room. Camera...\There's the signal from Akira!\We're leaving as soon as Haruto and the others get back.\Let's get to work.\I had no idea you were a fellow Royalist, Kriemhild.\Your night vision is as sharp as ever, I see.\You know her?\She's a former superior officer. response:	The JIORans taken into custody are being held underground.
context: There's the signal from Akira!\We're leaving as soon as Haruto and the others get back.\Let's get to work.\I had no idea you were a fellow Royalist, Kriemhild.\Your night vision is as sharp as ever, I see.\You know her?\She's a former superior officer.\The JIORans taken into custody are being held underground. response:	We can only take you as far as the duct entrance.
context: We're leaving as soon as Haruto and the others get back.\Let's get to work.\I had no idea you were a fellow Royalist, Kriemhild.\Your night vision is as sharp as ever, I see.\You know her?\She's a former superior officer.\The JIORans taken into custody are being held underground.\We can only take you as far as the duct entrance. response:	Finish up inside of two hours.
context: Let's get to work.\I had no idea you were a fellow Royalist, Kriemhild.\Your night vision is as sharp as ever, I see.\You know her?\She's a former superior officer.\The JIORans taken into custody are being held underground.\We can only take you as far as the duct entrance.\Finish up inside of two hours. response:	Understood.
context: I had no idea you were a fellow Royalist, Kriemhild.\Your night vision is as sharp as ever, I see.\You know her?\She's a former superior officer.\The JIORans taken into custody are being held underground.\We can only take you as far as the duct entrance.\Finish up inside of two hours.\Understood. response:	But aren't you going to ask why I turned traitor?
context: Your night vision is as sharp as ever, I see.\You know her?\She's a former superior officer.\The JIORans taken into custody are being held underground.\We can only take you as far as the duct entrance.\Finish up inside of two hours.\Understood.\But aren't you going to ask why I turned traitor? response:	I haven't led a life that's been so happy-go-lucky
context: You know her?\She's a former superior officer.\The JIORans taken into custody are being held underground.\We can only take you as far as the duct entrance.\Finish up inside of two hours.\Understood.\But aren't you going to ask why I turned traitor?\I haven't led a life that's been so happy-go-lucky response:	that I believe answers to my questions.
context: She's a former superior officer.\The JIORans taken into custody are being held underground.\We can only take you as far as the duct entrance.\Finish up inside of two hours.\Understood.\But aren't you going to ask why I turned traitor?\I haven't led a life that's been so happy-go-lucky\that I believe answers to my questions. response:	My men will show you to the duct.
context: The JIORans taken into custody are being held underground.\We can only take you as far as the duct entrance.\Finish up inside of two hours.\Understood.\But aren't you going to ask why I turned traitor?\I haven't led a life that's been so happy-go-lucky\that I believe answers to my questions.\My men will show you to the duct. response:	Very well. We should be able to begin the operation immediately.
context: We can only take you as far as the duct entrance.\Finish up inside of two hours.\Understood.\But aren't you going to ask why I turned traitor?\I haven't led a life that's been so happy-go-lucky\that I believe answers to my questions.\My men will show you to the duct.\Very well. We should be able to begin the operation immediately. response:	Just out of curiosity, is anyone in your group named Michael?
context: Finish up inside of two hours.\Understood.\But aren't you going to ask why I turned traitor?\I haven't led a life that's been so happy-go-lucky\that I believe answers to my questions.\My men will show you to the duct.\Very well. We should be able to begin the operation immediately.\Just out of curiosity, is anyone in your group named Michael? response:	No, there isn't.
context: Understood.\But aren't you going to ask why I turned traitor?\I haven't led a life that's been so happy-go-lucky\that I believe answers to my questions.\My men will show you to the duct.\Very well. We should be able to begin the operation immediately.\Just out of curiosity, is anyone in your group named Michael?\No, there isn't. response:	Michael? That isn't a JIORan name.
context: But aren't you going to ask why I turned traitor?\I haven't led a life that's been so happy-go-lucky\that I believe answers to my questions.\My men will show you to the duct.\Very well. We should be able to begin the operation immediately.\Just out of curiosity, is anyone in your group named Michael?\No, there isn't.\Michael? That isn't a JIORan name. response:	I see. Forget I asked.
context: I haven't led a life that's been so happy-go-lucky\that I believe answers to my questions.\My men will show you to the duct.\Very well. We should be able to begin the operation immediately.\Just out of curiosity, is anyone in your group named Michael?\No, there isn't.\Michael? That isn't a JIORan name.\I see. Forget I asked. response:	Wait.
context: that I believe answers to my questions.\My men will show you to the duct.\Very well. We should be able to begin the operation immediately.\Just out of curiosity, is anyone in your group named Michael?\No, there isn't.\Michael? That isn't a JIORan name.\I see. Forget I asked.\Wait. response:	When I joined the Karlstein Agency, my name was taken from me.
context: My men will show you to the duct.\Very well. We should be able to begin the operation immediately.\Just out of curiosity, is anyone in your group named Michael?\No, there isn't.\Michael? That isn't a JIORan name.\I see. Forget I asked.\Wait.\When I joined the Karlstein Agency, my name was taken from me. response:	The name I was given was the identification code L, number 11.
context: Very well. We should be able to begin the operation immediately.\Just out of curiosity, is anyone in your group named Michael?\No, there isn't.\Michael? That isn't a JIORan name.\I see. Forget I asked.\Wait.\When I joined the Karlstein Agency, my name was taken from me.\The name I was given was the identification code L, number 11. response:	L-elf.
context: Just out of curiosity, is anyone in your group named Michael?\No, there isn't.\Michael? That isn't a JIORan name.\I see. Forget I asked.\Wait.\When I joined the Karlstein Agency, my name was taken from me.\The name I was given was the identification code L, number 11.\L-elf. response:	I don't believe it... It's you?
context: No, there isn't.\Michael? That isn't a JIORan name.\I see. Forget I asked.\Wait.\When I joined the Karlstein Agency, my name was taken from me.\The name I was given was the identification code L, number 11.\L-elf.\I don't believe it... It's you? response:	On the door to this hangar, there was a crest with seven dragons.
context: Michael? That isn't a JIORan name.\I see. Forget I asked.\Wait.\When I joined the Karlstein Agency, my name was taken from me.\The name I was given was the identification code L, number 11.\L-elf.\I don't believe it... It's you?\On the door to this hangar, there was a crest with seven dragons. response:	That means it's reserved for royal family use.
context: I see. Forget I asked.\Wait.\When I joined the Karlstein Agency, my name was taken from me.\The name I was given was the identification code L, number 11.\L-elf.\I don't believe it... It's you?\On the door to this hangar, there was a crest with seven dragons.\That means it's reserved for royal family use. response:	L-elf, don't stick your nose where it doesn't belong.
context: Wait.\When I joined the Karlstein Agency, my name was taken from me.\The name I was given was the identification code L, number 11.\L-elf.\I don't believe it... It's you?\On the door to this hangar, there was a crest with seven dragons.\That means it's reserved for royal family use.\L-elf, don't stick your nose where it doesn't belong. response:	To use it, the signature of someone in the royal line of succession is needed.
context: When I joined the Karlstein Agency, my name was taken from me.\The name I was given was the identification code L, number 11.\L-elf.\I don't believe it... It's you?\On the door to this hangar, there was a crest with seven dragons.\That means it's reserved for royal family use.\L-elf, don't stick your nose where it doesn't belong.\To use it, the signature of someone in the royal line of succession is needed. response:	There are currently 63 people in line for the throne.
context: The name I was given was the identification code L, number 11.\L-elf.\I don't believe it... It's you?\On the door to this hangar, there was a crest with seven dragons.\That means it's reserved for royal family use.\L-elf, don't stick your nose where it doesn't belong.\To use it, the signature of someone in the royal line of succession is needed.\There are currently 63 people in line for the throne. response:	Of those, 56 are confirmed to be residing outside of Dorssiana.
context: L-elf.\I don't believe it... It's you?\On the door to this hangar, there was a crest with seven dragons.\That means it's reserved for royal family use.\L-elf, don't stick your nose where it doesn't belong.\To use it, the signature of someone in the royal line of succession is needed.\There are currently 63 people in line for the throne.\Of those, 56 are confirmed to be residing outside of Dorssiana. response:	In other words, there are 7 who could have provided a signature.
context: I don't believe it... It's you?\On the door to this hangar, there was a crest with seven dragons.\That means it's reserved for royal family use.\L-elf, don't stick your nose where it doesn't belong.\To use it, the signature of someone in the royal line of succession is needed.\There are currently 63 people in line for the throne.\Of those, 56 are confirmed to be residing outside of Dorssiana.\In other words, there are 7 who could have provided a signature. response:	And of those 7, the only one who knows my old name...
context: On the door to this hangar, there was a crest with seven dragons.\That means it's reserved for royal family use.\L-elf, don't stick your nose where it doesn't belong.\To use it, the signature of someone in the royal line of succession is needed.\There are currently 63 people in line for the throne.\Of those, 56 are confirmed to be residing outside of Dorssiana.\In other words, there are 7 who could have provided a signature.\And of those 7, the only one who knows my old name... response:	By her you mean... the girl in the picture?
context: That means it's reserved for royal family use.\L-elf, don't stick your nose where it doesn't belong.\To use it, the signature of someone in the royal line of succession is needed.\There are currently 63 people in line for the throne.\Of those, 56 are confirmed to be residing outside of Dorssiana.\In other words, there are 7 who could have provided a signature.\And of those 7, the only one who knows my old name...\By her you mean... the girl in the picture? response:	I'm telling you to drop it.
context: L-elf, don't stick your nose where it doesn't belong.\To use it, the signature of someone in the royal line of succession is needed.\There are currently 63 people in line for the throne.\Of those, 56 are confirmed to be residing outside of Dorssiana.\In other words, there are 7 who could have provided a signature.\And of those 7, the only one who knows my old name...\By her you mean... the girl in the picture?\I'm telling you to drop it. response:	My pre-Karlstein name.
context: To use it, the signature of someone in the royal line of succession is needed.\There are currently 63 people in line for the throne.\Of those, 56 are confirmed to be residing outside of Dorssiana.\In other words, there are 7 who could have provided a signature.\And of those 7, the only one who knows my old name...\By her you mean... the girl in the picture?\I'm telling you to drop it.\My pre-Karlstein name. response:	The seven dragons on the door.
context: There are currently 63 people in line for the throne.\Of those, 56 are confirmed to be residing outside of Dorssiana.\In other words, there are 7 who could have provided a signature.\And of those 7, the only one who knows my old name...\By her you mean... the girl in the picture?\I'm telling you to drop it.\My pre-Karlstein name.\The seven dragons on the door. response:	A royal in line for the throne.
context: Of those, 56 are confirmed to be residing outside of Dorssiana.\In other words, there are 7 who could have provided a signature.\And of those 7, the only one who knows my old name...\By her you mean... the girl in the picture?\I'm telling you to drop it.\My pre-Karlstein name.\The seven dragons on the door.\A royal in line for the throne. response:	The conclusion I'm led to is...
context: In other words, there are 7 who could have provided a signature.\And of those 7, the only one who knows my old name...\By her you mean... the girl in the picture?\I'm telling you to drop it.\My pre-Karlstein name.\The seven dragons on the door.\A royal in line for the throne.\The conclusion I'm led to is... response:	Hey!
context: And of those 7, the only one who knows my old name...\By her you mean... the girl in the picture?\I'm telling you to drop it.\My pre-Karlstein name.\The seven dragons on the door.\A royal in line for the throne.\The conclusion I'm led to is...\Hey! response:	L-elf! Stop where you are!
context: By her you mean... the girl in the picture?\I'm telling you to drop it.\My pre-Karlstein name.\The seven dragons on the door.\A royal in line for the throne.\The conclusion I'm led to is...\Hey!\L-elf! Stop where you are! response:	Lieutenant Commander! What do we do?
context: I'm telling you to drop it.\My pre-Karlstein name.\The seven dragons on the door.\A royal in line for the throne.\The conclusion I'm led to is...\Hey!\L-elf! Stop where you are!\Lieutenant Commander! What do we do? response:	What the hell is he doing? What about the plan?!
context: My pre-Karlstein name.\The seven dragons on the door.\A royal in line for the throne.\The conclusion I'm led to is...\Hey!\L-elf! Stop where you are!\Lieutenant Commander! What do we do?\What the hell is he doing? What about the plan?! response:	It's not safe to be away from L-elf.
context: The seven dragons on the door.\A royal in line for the throne.\The conclusion I'm led to is...\Hey!\L-elf! Stop where you are!\Lieutenant Commander! What do we do?\What the hell is he doing? What about the plan?!\It's not safe to be away from L-elf. response:	Let's go after him, too!
context: A royal in line for the throne.\The conclusion I'm led to is...\Hey!\L-elf! Stop where you are!\Lieutenant Commander! What do we do?\What the hell is he doing? What about the plan?!\It's not safe to be away from L-elf.\Let's go after him, too! response:	No.
context: The conclusion I'm led to is...\Hey!\L-elf! Stop where you are!\Lieutenant Commander! What do we do?\What the hell is he doing? What about the plan?!\It's not safe to be away from L-elf.\Let's go after him, too!\No. response:	Let's proceed according to plan.
context: Hey!\L-elf! Stop where you are!\Lieutenant Commander! What do we do?\What the hell is he doing? What about the plan?!\It's not safe to be away from L-elf.\Let's go after him, too!\No.\Let's proceed according to plan. response:	Tokishima?
context: L-elf! Stop where you are!\Lieutenant Commander! What do we do?\What the hell is he doing? What about the plan?!\It's not safe to be away from L-elf.\Let's go after him, too!\No.\Let's proceed according to plan.\Tokishima? response:	You want to do this without L-elf?!
context: Lieutenant Commander! What do we do?\What the hell is he doing? What about the plan?!\It's not safe to be away from L-elf.\Let's go after him, too!\No.\Let's proceed according to plan.\Tokishima?\You want to do this without L-elf?! response:	We're going to fight our own battle.
context: What the hell is he doing? What about the plan?!\It's not safe to be away from L-elf.\Let's go after him, too!\No.\Let's proceed according to plan.\Tokishima?\You want to do this without L-elf?!\We're going to fight our own battle. response:	Just like we want to see our families and keep our friends safe,
context: It's not safe to be away from L-elf.\Let's go after him, too!\No.\Let's proceed according to plan.\Tokishima?\You want to do this without L-elf?!\We're going to fight our own battle.\Just like we want to see our families and keep our friends safe, response:	he has his own reasons to fight.
context: Let's go after him, too!\No.\Let's proceed according to plan.\Tokishima?\You want to do this without L-elf?!\We're going to fight our own battle.\Just like we want to see our families and keep our friends safe,\he has his own reasons to fight. response:	We're a long way down...
context: No.\Let's proceed according to plan.\Tokishima?\You want to do this without L-elf?!\We're going to fight our own battle.\Just like we want to see our families and keep our friends safe,\he has his own reasons to fight.\We're a long way down... response:	According to her description, we're 100 meters underground.
context: Let's proceed according to plan.\Tokishima?\You want to do this without L-elf?!\We're going to fight our own battle.\Just like we want to see our families and keep our friends safe,\he has his own reasons to fight.\We're a long way down...\According to her description, we're 100 meters underground. response:	I guess that shows how important the prisoners are.
context: Tokishima?\You want to do this without L-elf?!\We're going to fight our own battle.\Just like we want to see our families and keep our friends safe,\he has his own reasons to fight.\We're a long way down...\According to her description, we're 100 meters underground.\I guess that shows how important the prisoners are. response:	I mean, they brought them here all the way from JIOR.
context: You want to do this without L-elf?!\We're going to fight our own battle.\Just like we want to see our families and keep our friends safe,\he has his own reasons to fight.\We're a long way down...\According to her description, we're 100 meters underground.\I guess that shows how important the prisoners are.\I mean, they brought them here all the way from JIOR. response:	No way.
context: We're going to fight our own battle.\Just like we want to see our families and keep our friends safe,\he has his own reasons to fight.\We're a long way down...\According to her description, we're 100 meters underground.\I guess that shows how important the prisoners are.\I mean, they brought them here all the way from JIOR.\No way. response:	My dad is a simple office worker.
context: Just like we want to see our families and keep our friends safe,\he has his own reasons to fight.\We're a long way down...\According to her description, we're 100 meters underground.\I guess that shows how important the prisoners are.\I mean, they brought them here all the way from JIOR.\No way.\My dad is a simple office worker. response:	Ship registry number, DS-HUW40768S254.
context: he has his own reasons to fight.\We're a long way down...\According to her description, we're 100 meters underground.\I guess that shows how important the prisoners are.\I mean, they brought them here all the way from JIOR.\No way.\My dad is a simple office worker.\Ship registry number, DS-HUW40768S254. response:	Just as I thought, this is the ship that L-elf and his people stole.
context: We're a long way down...\According to her description, we're 100 meters underground.\I guess that shows how important the prisoners are.\I mean, they brought them here all the way from JIOR.\No way.\My dad is a simple office worker.\Ship registry number, DS-HUW40768S254.\Just as I thought, this is the ship that L-elf and his people stole. response:	We won't be facing only students.
context: According to her description, we're 100 meters underground.\I guess that shows how important the prisoners are.\I mean, they brought them here all the way from JIOR.\No way.\My dad is a simple office worker.\Ship registry number, DS-HUW40768S254.\Just as I thought, this is the ship that L-elf and his people stole.\We won't be facing only students. response:	There's a chance that L-elf is here, as well.
context: I guess that shows how important the prisoners are.\I mean, they brought them here all the way from JIOR.\No way.\My dad is a simple office worker.\Ship registry number, DS-HUW40768S254.\Just as I thought, this is the ship that L-elf and his people stole.\We won't be facing only students.\There's a chance that L-elf is here, as well. response:	You seem to be very cautious when it comes to L-elf, sir.
context: I mean, they brought them here all the way from JIOR.\No way.\My dad is a simple office worker.\Ship registry number, DS-HUW40768S254.\Just as I thought, this is the ship that L-elf and his people stole.\We won't be facing only students.\There's a chance that L-elf is here, as well.\You seem to be very cautious when it comes to L-elf, sir. response:	That's because he's an opponent you must be cautious with.
context: No way.\My dad is a simple office worker.\Ship registry number, DS-HUW40768S254.\Just as I thought, this is the ship that L-elf and his people stole.\We won't be facing only students.\There's a chance that L-elf is here, as well.\You seem to be very cautious when it comes to L-elf, sir.\That's because he's an opponent you must be cautious with. response:	Yes, sir.
context: My dad is a simple office worker.\Ship registry number, DS-HUW40768S254.\Just as I thought, this is the ship that L-elf and his people stole.\We won't be facing only students.\There's a chance that L-elf is here, as well.\You seem to be very cautious when it comes to L-elf, sir.\That's because he's an opponent you must be cautious with.\Yes, sir. response:	I'll take the bridge.
context: Ship registry number, DS-HUW40768S254.\Just as I thought, this is the ship that L-elf and his people stole.\We won't be facing only students.\There's a chance that L-elf is here, as well.\You seem to be very cautious when it comes to L-elf, sir.\That's because he's an opponent you must be cautious with.\Yes, sir.\I'll take the bridge. response:	You see to the hangar.
context: Just as I thought, this is the ship that L-elf and his people stole.\We won't be facing only students.\There's a chance that L-elf is here, as well.\You seem to be very cautious when it comes to L-elf, sir.\That's because he's an opponent you must be cautious with.\Yes, sir.\I'll take the bridge.\You see to the hangar. response:	Blitzendegen!
context: We won't be facing only students.\There's a chance that L-elf is here, as well.\You seem to be very cautious when it comes to L-elf, sir.\That's because he's an opponent you must be cautious with.\Yes, sir.\I'll take the bridge.\You see to the hangar.\Blitzendegen! response:	Is this where we were supposed to meet our contact?
context: There's a chance that L-elf is here, as well.\You seem to be very cautious when it comes to L-elf, sir.\That's because he's an opponent you must be cautious with.\Yes, sir.\I'll take the bridge.\You see to the hangar.\Blitzendegen!\Is this where we were supposed to meet our contact? response:	It should be.
context: You seem to be very cautious when it comes to L-elf, sir.\That's because he's an opponent you must be cautious with.\Yes, sir.\I'll take the bridge.\You see to the hangar.\Blitzendegen!\Is this where we were supposed to meet our contact?\It should be. response:	It's cold, don't you think?
context: That's because he's an opponent you must be cautious with.\Yes, sir.\I'll take the bridge.\You see to the hangar.\Blitzendegen!\Is this where we were supposed to meet our contact?\It should be.\It's cold, don't you think? response:	Excuse me, are you our...
context: Yes, sir.\I'll take the bridge.\You see to the hangar.\Blitzendegen!\Is this where we were supposed to meet our contact?\It should be.\It's cold, don't you think?\Excuse me, are you our... response:	Are you the kids from JIOR?
context: I'll take the bridge.\You see to the hangar.\Blitzendegen!\Is this where we were supposed to meet our contact?\It should be.\It's cold, don't you think?\Excuse me, are you our...\Are you the kids from JIOR? response:	Yes, sir. We're here to break you all out.
context: You see to the hangar.\Blitzendegen!\Is this where we were supposed to meet our contact?\It should be.\It's cold, don't you think?\Excuse me, are you our...\Are you the kids from JIOR?\Yes, sir. We're here to break you all out. response:	Help has arrived!
context: Blitzendegen!\Is this where we were supposed to meet our contact?\It should be.\It's cold, don't you think?\Excuse me, are you our...\Are you the kids from JIOR?\Yes, sir. We're here to break you all out.\Help has arrived! response:	Just like she said!
context: Is this where we were supposed to meet our contact?\It should be.\It's cold, don't you think?\Excuse me, are you our...\Are you the kids from JIOR?\Yes, sir. We're here to break you all out.\Help has arrived!\Just like she said! response:	She was telling the truth! We can go home!
context: It should be.\It's cold, don't you think?\Excuse me, are you our...\Are you the kids from JIOR?\Yes, sir. We're here to break you all out.\Help has arrived!\Just like she said!\She was telling the truth! We can go home! response:	Yes! We have to bring our data!
context: It's cold, don't you think?\Excuse me, are you our...\Are you the kids from JIOR?\Yes, sir. We're here to break you all out.\Help has arrived!\Just like she said!\She was telling the truth! We can go home!\Yes! We have to bring our data! response:	Excuse me, is there a man here by the name of Souichi Tokishima?
context: Excuse me, are you our...\Are you the kids from JIOR?\Yes, sir. We're here to break you all out.\Help has arrived!\Just like she said!\She was telling the truth! We can go home!\Yes! We have to bring our data!\Excuse me, is there a man here by the name of Souichi Tokishima? response:	Huh? Tokishima?
context: Are you the kids from JIOR?\Yes, sir. We're here to break you all out.\Help has arrived!\Just like she said!\She was telling the truth! We can go home!\Yes! We have to bring our data!\Excuse me, is there a man here by the name of Souichi Tokishima?\Huh? Tokishima? response:	Yes, Souichi Tokishima is my father.
context: Yes, sir. We're here to break you all out.\Help has arrived!\Just like she said!\She was telling the truth! We can go home!\Yes! We have to bring our data!\Excuse me, is there a man here by the name of Souichi Tokishima?\Huh? Tokishima?\Yes, Souichi Tokishima is my father. response:	Oh, he is? Then you're the...
context: Help has arrived!\Just like she said!\She was telling the truth! We can go home!\Yes! We have to bring our data!\Excuse me, is there a man here by the name of Souichi Tokishima?\Huh? Tokishima?\Yes, Souichi Tokishima is my father.\Oh, he is? Then you're the... response:	You're the boy who's fighting the whole world, huh?
context: Just like she said!\She was telling the truth! We can go home!\Yes! We have to bring our data!\Excuse me, is there a man here by the name of Souichi Tokishima?\Huh? Tokishima?\Yes, Souichi Tokishima is my father.\Oh, he is? Then you're the...\You're the boy who's fighting the whole world, huh? response:	Is this fate? Or karma?
context: She was telling the truth! We can go home!\Yes! We have to bring our data!\Excuse me, is there a man here by the name of Souichi Tokishima?\Huh? Tokishima?\Yes, Souichi Tokishima is my father.\Oh, he is? Then you're the...\You're the boy who's fighting the whole world, huh?\Is this fate? Or karma? response:	Shut it.
context: Yes! We have to bring our data!\Excuse me, is there a man here by the name of Souichi Tokishima?\Huh? Tokishima?\Yes, Souichi Tokishima is my father.\Oh, he is? Then you're the...\You're the boy who's fighting the whole world, huh?\Is this fate? Or karma?\Shut it. response:	Karma?
context: Excuse me, is there a man here by the name of Souichi Tokishima?\Huh? Tokishima?\Yes, Souichi Tokishima is my father.\Oh, he is? Then you're the...\You're the boy who's fighting the whole world, huh?\Is this fate? Or karma?\Shut it.\Karma? response:	Tokishima. There's something I haven't told you.
context: Huh? Tokishima?\Yes, Souichi Tokishima is my father.\Oh, he is? Then you're the...\You're the boy who's fighting the whole world, huh?\Is this fate? Or karma?\Shut it.\Karma?\Tokishima. There's something I haven't told you. response:	Haruto!
context: Yes, Souichi Tokishima is my father.\Oh, he is? Then you're the...\You're the boy who's fighting the whole world, huh?\Is this fate? Or karma?\Shut it.\Karma?\Tokishima. There's something I haven't told you.\Haruto! response:	Haruto, I'm so glad to see you!
context: Oh, he is? Then you're the...\You're the boy who's fighting the whole world, huh?\Is this fate? Or karma?\Shut it.\Karma?\Tokishima. There's something I haven't told you.\Haruto!\Haruto, I'm so glad to see you! response:	Dorssia sure is cold, isn't it?
context: You're the boy who's fighting the whole world, huh?\Is this fate? Or karma?\Shut it.\Karma?\Tokishima. There's something I haven't told you.\Haruto!\Haruto, I'm so glad to see you!\Dorssia sure is cold, isn't it? response:	Dad?!
context: Is this fate? Or karma?\Shut it.\Karma?\Tokishima. There's something I haven't told you.\Haruto!\Haruto, I'm so glad to see you!\Dorssia sure is cold, isn't it?\Dad?! response:	How are you, my boy?
context: Shut it.\Karma?\Tokishima. There's something I haven't told you.\Haruto!\Haruto, I'm so glad to see you!\Dorssia sure is cold, isn't it?\Dad?!\How are you, my boy? response:	No health problems, I hope?
context: Karma?\Tokishima. There's something I haven't told you.\Haruto!\Haruto, I'm so glad to see you!\Dorssia sure is cold, isn't it?\Dad?!\How are you, my boy?\No health problems, I hope? response:	Cut it out, Dad!
context: Tokishima. There's something I haven't told you.\Haruto!\Haruto, I'm so glad to see you!\Dorssia sure is cold, isn't it?\Dad?!\How are you, my boy?\No health problems, I hope?\Cut it out, Dad! response:	Let's have a look at you!
context: Haruto!\Haruto, I'm so glad to see you!\Dorssia sure is cold, isn't it?\Dad?!\How are you, my boy?\No health problems, I hope?\Cut it out, Dad!\Let's have a look at you! response:	I'm fine! I'm not a child!
context: Haruto, I'm so glad to see you!\Dorssia sure is cold, isn't it?\Dad?!\How are you, my boy?\No health problems, I hope?\Cut it out, Dad!\Let's have a look at you!\I'm fine! I'm not a child! response:	That tickles, Dad!
context: Dorssia sure is cold, isn't it?\Dad?!\How are you, my boy?\No health problems, I hope?\Cut it out, Dad!\Let's have a look at you!\I'm fine! I'm not a child!\That tickles, Dad! response:	Oh, I'm sorry!
context: Dad?!\How are you, my boy?\No health problems, I hope?\Cut it out, Dad!\Let's have a look at you!\I'm fine! I'm not a child!\That tickles, Dad!\Oh, I'm sorry! response:	It's been a long time, Dad. What's it been, three years?
context: How are you, my boy?\No health problems, I hope?\Cut it out, Dad!\Let's have a look at you!\I'm fine! I'm not a child!\That tickles, Dad!\Oh, I'm sorry!\It's been a long time, Dad. What's it been, three years? response:	I suppose it has!
context: No health problems, I hope?\Cut it out, Dad!\Let's have a look at you!\I'm fine! I'm not a child!\That tickles, Dad!\Oh, I'm sorry!\It's been a long time, Dad. What's it been, three years?\I suppose it has! response:	But I haven't forgotten you for a single moment!
context: Cut it out, Dad!\Let's have a look at you!\I'm fine! I'm not a child!\That tickles, Dad!\Oh, I'm sorry!\It's been a long time, Dad. What's it been, three years?\I suppose it has!\But I haven't forgotten you for a single moment! response:	I've had a photo of you on my desk this whole time!
context: Let's have a look at you!\I'm fine! I'm not a child!\That tickles, Dad!\Oh, I'm sorry!\It's been a long time, Dad. What's it been, three years?\I suppose it has!\But I haven't forgotten you for a single moment!\I've had a photo of you on my desk this whole time! response:	Huh? A picture?
context: I'm fine! I'm not a child!\That tickles, Dad!\Oh, I'm sorry!\It's been a long time, Dad. What's it been, three years?\I suppose it has!\But I haven't forgotten you for a single moment!\I've had a photo of you on my desk this whole time!\Huh? A picture? response:	I look at it all the time.
context: That tickles, Dad!\Oh, I'm sorry!\It's been a long time, Dad. What's it been, three years?\I suppose it has!\But I haven't forgotten you for a single moment!\I've had a photo of you on my desk this whole time!\Huh? A picture?\I look at it all the time. response:	After all, you're my pride and joy.
context: Oh, I'm sorry!\It's been a long time, Dad. What's it been, three years?\I suppose it has!\But I haven't forgotten you for a single moment!\I've had a photo of you on my desk this whole time!\Huh? A picture?\I look at it all the time.\After all, you're my pride and joy. response:	See? This is the one.
context: It's been a long time, Dad. What's it been, three years?\I suppose it has!\But I haven't forgotten you for a single moment!\I've had a photo of you on my desk this whole time!\Huh? A picture?\I look at it all the time.\After all, you're my pride and joy.\See? This is the one. response:	Isn't it beautiful, Haruto? This is you.
context: I suppose it has!\But I haven't forgotten you for a single moment!\I've had a photo of you on my desk this whole time!\Huh? A picture?\I look at it all the time.\After all, you're my pride and joy.\See? This is the one.\Isn't it beautiful, Haruto? This is you. response:	What... is this?
context: But I haven't forgotten you for a single moment!\I've had a photo of you on my desk this whole time!\Huh? A picture?\I look at it all the time.\After all, you're my pride and joy.\See? This is the one.\Isn't it beautiful, Haruto? This is you.\What... is this? response:	This is your gene map! My masterpiece!
context: I've had a photo of you on my desk this whole time!\Huh? A picture?\I look at it all the time.\After all, you're my pride and joy.\See? This is the one.\Isn't it beautiful, Haruto? This is you.\What... is this?\This is your gene map! My masterpiece! response:	Isn't the alignment of this N sequence a thing of beauty?
context: Huh? A picture?\I look at it all the time.\After all, you're my pride and joy.\See? This is the one.\Isn't it beautiful, Haruto? This is you.\What... is this?\This is your gene map! My masterpiece!\Isn't the alignment of this N sequence a thing of beauty? response:	Dad?
context: I look at it all the time.\After all, you're my pride and joy.\See? This is the one.\Isn't it beautiful, Haruto? This is you.\What... is this?\This is your gene map! My masterpiece!\Isn't the alignment of this N sequence a thing of beauty?\Dad? response:	Dr. Tokishima is the scientist in charge of the VVV Project.
context: After all, you're my pride and joy.\See? This is the one.\Isn't it beautiful, Haruto? This is you.\What... is this?\This is your gene map! My masterpiece!\Isn't the alignment of this N sequence a thing of beauty?\Dad?\Dr. Tokishima is the scientist in charge of the VVV Project. response:	Huh? But Dad, You said you worked for a pharmaceutical company.
context: See? This is the one.\Isn't it beautiful, Haruto? This is you.\What... is this?\This is your gene map! My masterpiece!\Isn't the alignment of this N sequence a thing of beauty?\Dad?\Dr. Tokishima is the scientist in charge of the VVV Project.\Huh? But Dad, You said you worked for a pharmaceutical company. response:	Oh, that was a lie.
