context: Where did he go? response:	Behind you, Butta!
context: Yeah!\Yay! We're saved!\Goku, that means we have to get the Dragon Balls back, huh?\That's right.\S - Shen Long...\To think that these things can grant any wish...\After Freeza- sama gets the password from the Namekians,\he'll be able to obtain eternal life... response:	Which means the whole universe will belong to Freeza.
context: Yay! We're saved!\Goku, that means we have to get the Dragon Balls back, huh?\That's right.\S - Shen Long...\To think that these things can grant any wish...\After Freeza- sama gets the password from the Namekians,\he'll be able to obtain eternal life...\Which means the whole universe will belong to Freeza. response:	What a wonderful thought.
context: Goku, that means we have to get the Dragon Balls back, huh?\That's right.\S - Shen Long...\To think that these things can grant any wish...\After Freeza- sama gets the password from the Namekians,\he'll be able to obtain eternal life...\Which means the whole universe will belong to Freeza.\What a wonderful thought. response:	What did you say!? Ghurd, ReaCoom, and Butta were all killed!?
context: That's right.\S - Shen Long...\To think that these things can grant any wish...\After Freeza- sama gets the password from the Namekians,\he'll be able to obtain eternal life...\Which means the whole universe will belong to Freeza.\What a wonderful thought.\What did you say!? Ghurd, ReaCoom, and Butta were all killed!? response:	Yes, by some unbelievable kind of guy.
context: S - Shen Long...\To think that these things can grant any wish...\After Freeza- sama gets the password from the Namekians,\he'll be able to obtain eternal life...\Which means the whole universe will belong to Freeza.\What a wonderful thought.\What did you say!? Ghurd, ReaCoom, and Butta were all killed!?\Yes, by some unbelievable kind of guy. response:	Don't be ridiculous!
context: To think that these things can grant any wish...\After Freeza- sama gets the password from the Namekians,\he'll be able to obtain eternal life...\Which means the whole universe will belong to Freeza.\What a wonderful thought.\What did you say!? Ghurd, ReaCoom, and Butta were all killed!?\Yes, by some unbelievable kind of guy.\Don't be ridiculous! response:	We are the Ginyu Special Corps!
context: After Freeza- sama gets the password from the Namekians,\he'll be able to obtain eternal life...\Which means the whole universe will belong to Freeza.\What a wonderful thought.\What did you say!? Ghurd, ReaCoom, and Butta were all killed!?\Yes, by some unbelievable kind of guy.\Don't be ridiculous!\We are the Ginyu Special Corps! response:	With the exception of Freeza- sama,
context: he'll be able to obtain eternal life...\Which means the whole universe will belong to Freeza.\What a wonderful thought.\What did you say!? Ghurd, ReaCoom, and Butta were all killed!?\Yes, by some unbelievable kind of guy.\Don't be ridiculous!\We are the Ginyu Special Corps!\With the exception of Freeza- sama, response:	there is no one in the world stronger than the Ginyu Special Corps!
context: Which means the whole universe will belong to Freeza.\What a wonderful thought.\What did you say!? Ghurd, ReaCoom, and Butta were all killed!?\Yes, by some unbelievable kind of guy.\Don't be ridiculous!\We are the Ginyu Special Corps!\With the exception of Freeza- sama,\there is no one in the world stronger than the Ginyu Special Corps! response:	T- that's what I thought too, but the fact remains...
context: What a wonderful thought.\What did you say!? Ghurd, ReaCoom, and Butta were all killed!?\Yes, by some unbelievable kind of guy.\Don't be ridiculous!\We are the Ginyu Special Corps!\With the exception of Freeza- sama,\there is no one in the world stronger than the Ginyu Special Corps!\T- that's what I thought too, but the fact remains... response:	So, having those three battle ability ratings disappear
context: What did you say!? Ghurd, ReaCoom, and Butta were all killed!?\Yes, by some unbelievable kind of guy.\Don't be ridiculous!\We are the Ginyu Special Corps!\With the exception of Freeza- sama,\there is no one in the world stronger than the Ginyu Special Corps!\T- that's what I thought too, but the fact remains...\So, having those three battle ability ratings disappear response:	wasn't a Scouter malfunction, huh?
context: Yes, by some unbelievable kind of guy.\Don't be ridiculous!\We are the Ginyu Special Corps!\With the exception of Freeza- sama,\there is no one in the world stronger than the Ginyu Special Corps!\T- that's what I thought too, but the fact remains...\So, having those three battle ability ratings disappear\wasn't a Scouter malfunction, huh? response:	Should we contact Freeza- sama?
context: Don't be ridiculous!\We are the Ginyu Special Corps!\With the exception of Freeza- sama,\there is no one in the world stronger than the Ginyu Special Corps!\T- that's what I thought too, but the fact remains...\So, having those three battle ability ratings disappear\wasn't a Scouter malfunction, huh?\Should we contact Freeza- sama? response:	You must be joking! How can we tell him such shameful news!?
context: We are the Ginyu Special Corps!\With the exception of Freeza- sama,\there is no one in the world stronger than the Ginyu Special Corps!\T- that's what I thought too, but the fact remains...\So, having those three battle ability ratings disappear\wasn't a Scouter malfunction, huh?\Should we contact Freeza- sama?\You must be joking! How can we tell him such shameful news!? response:	It's a good thing Freeza- sama is not here.
context: With the exception of Freeza- sama,\there is no one in the world stronger than the Ginyu Special Corps!\T- that's what I thought too, but the fact remains...\So, having those three battle ability ratings disappear\wasn't a Scouter malfunction, huh?\Should we contact Freeza- sama?\You must be joking! How can we tell him such shameful news!?\It's a good thing Freeza- sama is not here. response:	I, Commander Ginyu, will give you an example
context: there is no one in the world stronger than the Ginyu Special Corps!\T- that's what I thought too, but the fact remains...\So, having those three battle ability ratings disappear\wasn't a Scouter malfunction, huh?\Should we contact Freeza- sama?\You must be joking! How can we tell him such shameful news!?\It's a good thing Freeza- sama is not here.\I, Commander Ginyu, will give you an example response:	of how a real battle is to be waged.
context: T- that's what I thought too, but the fact remains...\So, having those three battle ability ratings disappear\wasn't a Scouter malfunction, huh?\Should we contact Freeza- sama?\You must be joking! How can we tell him such shameful news!?\It's a good thing Freeza- sama is not here.\I, Commander Ginyu, will give you an example\of how a real battle is to be waged. response:	I- if you please.
context: So, having those three battle ability ratings disappear\wasn't a Scouter malfunction, huh?\Should we contact Freeza- sama?\You must be joking! How can we tell him such shameful news!?\It's a good thing Freeza- sama is not here.\I, Commander Ginyu, will give you an example\of how a real battle is to be waged.\I- if you please. response:	Hide the Dragon Balls!
context: wasn't a Scouter malfunction, huh?\Should we contact Freeza- sama?\You must be joking! How can we tell him such shameful news!?\It's a good thing Freeza- sama is not here.\I, Commander Ginyu, will give you an example\of how a real battle is to be waged.\I- if you please.\Hide the Dragon Balls! response:	If anything happens to them, you will suffer the wrath of Freeza- sama!
context: Should we contact Freeza- sama?\You must be joking! How can we tell him such shameful news!?\It's a good thing Freeza- sama is not here.\I, Commander Ginyu, will give you an example\of how a real battle is to be waged.\I- if you please.\Hide the Dragon Balls!\If anything happens to them, you will suffer the wrath of Freeza- sama! response:	Yes, sir!
context: You must be joking! How can we tell him such shameful news!?\It's a good thing Freeza- sama is not here.\I, Commander Ginyu, will give you an example\of how a real battle is to be waged.\I- if you please.\Hide the Dragon Balls!\If anything happens to them, you will suffer the wrath of Freeza- sama!\Yes, sir! response:	Hey you guys, this isn't a game! Hurry up!
context: It's a good thing Freeza- sama is not here.\I, Commander Ginyu, will give you an example\of how a real battle is to be waged.\I- if you please.\Hide the Dragon Balls!\If anything happens to them, you will suffer the wrath of Freeza- sama!\Yes, sir!\Hey you guys, this isn't a game! Hurry up! response:	Yes, sir!
context: I, Commander Ginyu, will give you an example\of how a real battle is to be waged.\I- if you please.\Hide the Dragon Balls!\If anything happens to them, you will suffer the wrath of Freeza- sama!\Yes, sir!\Hey you guys, this isn't a game! Hurry up!\Yes, sir! response:	There, no one will find them now.
context: of how a real battle is to be waged.\I- if you please.\Hide the Dragon Balls!\If anything happens to them, you will suffer the wrath of Freeza- sama!\Yes, sir!\Hey you guys, this isn't a game! Hurry up!\Yes, sir!\There, no one will find them now. response:	All right then, we're off.
context: I- if you please.\Hide the Dragon Balls!\If anything happens to them, you will suffer the wrath of Freeza- sama!\Yes, sir!\Hey you guys, this isn't a game! Hurry up!\Yes, sir!\There, no one will find them now.\All right then, we're off. response:	I'm going to show them meticulously just how dreadful I can be.
context: Hide the Dragon Balls!\If anything happens to them, you will suffer the wrath of Freeza- sama!\Yes, sir!\Hey you guys, this isn't a game! Hurry up!\Yes, sir!\There, no one will find them now.\All right then, we're off.\I'm going to show them meticulously just how dreadful I can be. response:	Ginyu Special Corps, move out!
context: If anything happens to them, you will suffer the wrath of Freeza- sama!\Yes, sir!\Hey you guys, this isn't a game! Hurry up!\Yes, sir!\There, no one will find them now.\All right then, we're off.\I'm going to show them meticulously just how dreadful I can be.\Ginyu Special Corps, move out! response:	Sure enough, it doesn't have the same impact with only two of us.
context: Yes, sir!\Hey you guys, this isn't a game! Hurry up!\Yes, sir!\There, no one will find them now.\All right then, we're off.\I'm going to show them meticulously just how dreadful I can be.\Ginyu Special Corps, move out!\Sure enough, it doesn't have the same impact with only two of us. response:	And I just got done thinking up a new one, too...
context: Hey you guys, this isn't a game! Hurry up!\Yes, sir!\There, no one will find them now.\All right then, we're off.\I'm going to show them meticulously just how dreadful I can be.\Ginyu Special Corps, move out!\Sure enough, it doesn't have the same impact with only two of us.\And I just got done thinking up a new one, too... response:	I don't know who you are, but you're going to pay! You're going to pay!
context: Yes, sir!\There, no one will find them now.\All right then, we're off.\I'm going to show them meticulously just how dreadful I can be.\Ginyu Special Corps, move out!\Sure enough, it doesn't have the same impact with only two of us.\And I just got done thinking up a new one, too...\I don't know who you are, but you're going to pay! You're going to pay! response:	I've had it with Dad.
context: There, no one will find them now.\All right then, we're off.\I'm going to show them meticulously just how dreadful I can be.\Ginyu Special Corps, move out!\Sure enough, it doesn't have the same impact with only two of us.\And I just got done thinking up a new one, too...\I don't know who you are, but you're going to pay! You're going to pay!\I've had it with Dad. response:	How can he say that Son- kun should have already landed on Namek?
context: All right then, we're off.\I'm going to show them meticulously just how dreadful I can be.\Ginyu Special Corps, move out!\Sure enough, it doesn't have the same impact with only two of us.\And I just got done thinking up a new one, too...\I don't know who you are, but you're going to pay! You're going to pay!\I've had it with Dad.\How can he say that Son- kun should have already landed on Namek? response:	Once Son- kun gets here, l should be the first one he comes and saves.
context: I'm going to show them meticulously just how dreadful I can be.\Ginyu Special Corps, move out!\Sure enough, it doesn't have the same impact with only two of us.\And I just got done thinking up a new one, too...\I don't know who you are, but you're going to pay! You're going to pay!\I've had it with Dad.\How can he say that Son- kun should have already landed on Namek?\Once Son- kun gets here, l should be the first one he comes and saves. response:	I've been looking after Son- kun ever since he was little.
context: Ginyu Special Corps, move out!\Sure enough, it doesn't have the same impact with only two of us.\And I just got done thinking up a new one, too...\I don't know who you are, but you're going to pay! You're going to pay!\I've had it with Dad.\How can he say that Son- kun should have already landed on Namek?\Once Son- kun gets here, l should be the first one he comes and saves.\I've been looking after Son- kun ever since he was little. response:	It's no use. These are all beyond repair. I don't care anymore!
context: Sure enough, it doesn't have the same impact with only two of us.\And I just got done thinking up a new one, too...\I don't know who you are, but you're going to pay! You're going to pay!\I've had it with Dad.\How can he say that Son- kun should have already landed on Namek?\Once Son- kun gets here, l should be the first one he comes and saves.\I've been looking after Son- kun ever since he was little.\It's no use. These are all beyond repair. I don't care anymore! response:	I wonder if Son- kun has landed yet.
context: And I just got done thinking up a new one, too...\I don't know who you are, but you're going to pay! You're going to pay!\I've had it with Dad.\How can he say that Son- kun should have already landed on Namek?\Once Son- kun gets here, l should be the first one he comes and saves.\I've been looking after Son- kun ever since he was little.\It's no use. These are all beyond repair. I don't care anymore!\I wonder if Son- kun has landed yet. response:	It would be great if we could get the Dragon Balls back from them somehow.
context: I don't know who you are, but you're going to pay! You're going to pay!\I've had it with Dad.\How can he say that Son- kun should have already landed on Namek?\Once Son- kun gets here, l should be the first one he comes and saves.\I've been looking after Son- kun ever since he was little.\It's no use. These are all beyond repair. I don't care anymore!\I wonder if Son- kun has landed yet.\It would be great if we could get the Dragon Balls back from them somehow. response:	Vegeta, you know them pretty well, right?
context: I've had it with Dad.\How can he say that Son- kun should have already landed on Namek?\Once Son- kun gets here, l should be the first one he comes and saves.\I've been looking after Son- kun ever since he was little.\It's no use. These are all beyond repair. I don't care anymore!\I wonder if Son- kun has landed yet.\It would be great if we could get the Dragon Balls back from them somehow.\Vegeta, you know them pretty well, right? response:	Is there any way to go about it?
context: How can he say that Son- kun should have already landed on Namek?\Once Son- kun gets here, l should be the first one he comes and saves.\I've been looking after Son- kun ever since he was little.\It's no use. These are all beyond repair. I don't care anymore!\I wonder if Son- kun has landed yet.\It would be great if we could get the Dragon Balls back from them somehow.\Vegeta, you know them pretty well, right?\Is there any way to go about it? response:	Weren't you planning to defeat Freeza?
context: Once Son- kun gets here, l should be the first one he comes and saves.\I've been looking after Son- kun ever since he was little.\It's no use. These are all beyond repair. I don't care anymore!\I wonder if Son- kun has landed yet.\It would be great if we could get the Dragon Balls back from them somehow.\Vegeta, you know them pretty well, right?\Is there any way to go about it?\Weren't you planning to defeat Freeza? response:	I'd like to if possible, but first, we have to bring everyone
context: I've been looking after Son- kun ever since he was little.\It's no use. These are all beyond repair. I don't care anymore!\I wonder if Son- kun has landed yet.\It would be great if we could get the Dragon Balls back from them somehow.\Vegeta, you know them pretty well, right?\Is there any way to go about it?\Weren't you planning to defeat Freeza?\I'd like to if possible, but first, we have to bring everyone response:	who you killed on Earth back to life.
context: It's no use. These are all beyond repair. I don't care anymore!\I wonder if Son- kun has landed yet.\It would be great if we could get the Dragon Balls back from them somehow.\Vegeta, you know them pretty well, right?\Is there any way to go about it?\Weren't you planning to defeat Freeza?\I'd like to if possible, but first, we have to bring everyone\who you killed on Earth back to life. response:	Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.
context: I wonder if Son- kun has landed yet.\It would be great if we could get the Dragon Balls back from them somehow.\Vegeta, you know them pretty well, right?\Is there any way to go about it?\Weren't you planning to defeat Freeza?\I'd like to if possible, but first, we have to bring everyone\who you killed on Earth back to life.\Come to think of it, Kaio- sama told me not to fight Freeza, no matter what. response:	Even if you get such a worthless wish granted, it won't do any good
context: It would be great if we could get the Dragon Balls back from them somehow.\Vegeta, you know them pretty well, right?\Is there any way to go about it?\Weren't you planning to defeat Freeza?\I'd like to if possible, but first, we have to bring everyone\who you killed on Earth back to life.\Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.\Even if you get such a worthless wish granted, it won't do any good response:	if Freeza just comes along and wipes out all of Earth soon after, will it?
context: Vegeta, you know them pretty well, right?\Is there any way to go about it?\Weren't you planning to defeat Freeza?\I'd like to if possible, but first, we have to bring everyone\who you killed on Earth back to life.\Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.\Even if you get such a worthless wish granted, it won't do any good\if Freeza just comes along and wipes out all of Earth soon after, will it? response:	Instead, let me wish myself immortally young.
context: Is there any way to go about it?\Weren't you planning to defeat Freeza?\I'd like to if possible, but first, we have to bring everyone\who you killed on Earth back to life.\Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.\Even if you get such a worthless wish granted, it won't do any good\if Freeza just comes along and wipes out all of Earth soon after, will it?\Instead, let me wish myself immortally young. response:	You've got to be kidding!
context: Weren't you planning to defeat Freeza?\I'd like to if possible, but first, we have to bring everyone\who you killed on Earth back to life.\Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.\Even if you get such a worthless wish granted, it won't do any good\if Freeza just comes along and wipes out all of Earth soon after, will it?\Instead, let me wish myself immortally young.\You've got to be kidding! response:	Letting you do that is no different from letting Freeza do so, is it!?
context: I'd like to if possible, but first, we have to bring everyone\who you killed on Earth back to life.\Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.\Even if you get such a worthless wish granted, it won't do any good\if Freeza just comes along and wipes out all of Earth soon after, will it?\Instead, let me wish myself immortally young.\You've got to be kidding!\Letting you do that is no different from letting Freeza do so, is it!? response:	There are two battle powers headed this way!
context: who you killed on Earth back to life.\Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.\Even if you get such a worthless wish granted, it won't do any good\if Freeza just comes along and wipes out all of Earth soon after, will it?\Instead, let me wish myself immortally young.\You've got to be kidding!\Letting you do that is no different from letting Freeza do so, is it!?\There are two battle powers headed this way! response:	So, he's gracing us with his presence?
context: Come to think of it, Kaio- sama told me not to fight Freeza, no matter what.\Even if you get such a worthless wish granted, it won't do any good\if Freeza just comes along and wipes out all of Earth soon after, will it?\Instead, let me wish myself immortally young.\You've got to be kidding!\Letting you do that is no different from letting Freeza do so, is it!?\There are two battle powers headed this way!\So, he's gracing us with his presence? response:	You let Jheese get away, and now he's returning with Commander Ginyu.
context: Even if you get such a worthless wish granted, it won't do any good\if Freeza just comes along and wipes out all of Earth soon after, will it?\Instead, let me wish myself immortally young.\You've got to be kidding!\Letting you do that is no different from letting Freeza do so, is it!?\There are two battle powers headed this way!\So, he's gracing us with his presence?\You let Jheese get away, and now he's returning with Commander Ginyu. response:	This time, no matter how strong you may be,
context: if Freeza just comes along and wipes out all of Earth soon after, will it?\Instead, let me wish myself immortally young.\You've got to be kidding!\Letting you do that is no different from letting Freeza do so, is it!?\There are two battle powers headed this way!\So, he's gracing us with his presence?\You let Jheese get away, and now he's returning with Commander Ginyu.\This time, no matter how strong you may be, response:	you're going to have one tough opponent to handle.
context: Instead, let me wish myself immortally young.\You've got to be kidding!\Letting you do that is no different from letting Freeza do so, is it!?\There are two battle powers headed this way!\So, he's gracing us with his presence?\You let Jheese get away, and now he's returning with Commander Ginyu.\This time, no matter how strong you may be,\you're going to have one tough opponent to handle. response:	Him, huh? This one is going to be trouble all right, Goku.
context: You've got to be kidding!\Letting you do that is no different from letting Freeza do so, is it!?\There are two battle powers headed this way!\So, he's gracing us with his presence?\You let Jheese get away, and now he's returning with Commander Ginyu.\This time, no matter how strong you may be,\you're going to have one tough opponent to handle.\Him, huh? This one is going to be trouble all right, Goku. response:	Wait a minute, where's Freeza?
context: Letting you do that is no different from letting Freeza do so, is it!?\There are two battle powers headed this way!\So, he's gracing us with his presence?\You let Jheese get away, and now he's returning with Commander Ginyu.\This time, no matter how strong you may be,\you're going to have one tough opponent to handle.\Him, huh? This one is going to be trouble all right, Goku.\Wait a minute, where's Freeza? response:	Now that he's got the Dragon Balls from Ginyu,
context: There are two battle powers headed this way!\So, he's gracing us with his presence?\You let Jheese get away, and now he's returning with Commander Ginyu.\This time, no matter how strong you may be,\you're going to have one tough opponent to handle.\Him, huh? This one is going to be trouble all right, Goku.\Wait a minute, where's Freeza?\Now that he's got the Dragon Balls from Ginyu, response:	he should be at his spaceship.
context: So, he's gracing us with his presence?\You let Jheese get away, and now he's returning with Commander Ginyu.\This time, no matter how strong you may be,\you're going to have one tough opponent to handle.\Him, huh? This one is going to be trouble all right, Goku.\Wait a minute, where's Freeza?\Now that he's got the Dragon Balls from Ginyu,\he should be at his spaceship. response:	Looks like he ain't there any more.
context: You let Jheese get away, and now he's returning with Commander Ginyu.\This time, no matter how strong you may be,\you're going to have one tough opponent to handle.\Him, huh? This one is going to be trouble all right, Goku.\Wait a minute, where's Freeza?\Now that he's got the Dragon Balls from Ginyu,\he should be at his spaceship.\Looks like he ain't there any more. response:	I can feel a strong Ki way off in this direction.
context: This time, no matter how strong you may be,\you're going to have one tough opponent to handle.\Him, huh? This one is going to be trouble all right, Goku.\Wait a minute, where's Freeza?\Now that he's got the Dragon Balls from Ginyu,\he should be at his spaceship.\Looks like he ain't there any more.\I can feel a strong Ki way off in this direction. response:	That's probably Freeza.
context: you're going to have one tough opponent to handle.\Him, huh? This one is going to be trouble all right, Goku.\Wait a minute, where's Freeza?\Now that he's got the Dragon Balls from Ginyu,\he should be at his spaceship.\Looks like he ain't there any more.\I can feel a strong Ki way off in this direction.\That's probably Freeza. response:	B- but that direction is...
context: Him, huh? This one is going to be trouble all right, Goku.\Wait a minute, where's Freeza?\Now that he's got the Dragon Balls from Ginyu,\he should be at his spaceship.\Looks like he ain't there any more.\I can feel a strong Ki way off in this direction.\That's probably Freeza.\B- but that direction is... response:	Oh no! That's where Grand Elder- san is!
context: Wait a minute, where's Freeza?\Now that he's got the Dragon Balls from Ginyu,\he should be at his spaceship.\Looks like he ain't there any more.\I can feel a strong Ki way off in this direction.\That's probably Freeza.\B- but that direction is...\Oh no! That's where Grand Elder- san is! response:	Grand Elder?
context: Now that he's got the Dragon Balls from Ginyu,\he should be at his spaceship.\Looks like he ain't there any more.\I can feel a strong Ki way off in this direction.\That's probably Freeza.\B- but that direction is...\Oh no! That's where Grand Elder- san is!\Grand Elder? response:	I get it! Freeza was unable to get his wish granted,
context: he should be at his spaceship.\Looks like he ain't there any more.\I can feel a strong Ki way off in this direction.\That's probably Freeza.\B- but that direction is...\Oh no! That's where Grand Elder- san is!\Grand Elder?\I get it! Freeza was unable to get his wish granted, response:	so now he's headed off to ask a Namekian directly about it!
context: Looks like he ain't there any more.\I can feel a strong Ki way off in this direction.\That's probably Freeza.\B- but that direction is...\Oh no! That's where Grand Elder- san is!\Grand Elder?\I get it! Freeza was unable to get his wish granted,\so now he's headed off to ask a Namekian directly about it! response:	What? You mean there's still some surviving Namekians?
context: I can feel a strong Ki way off in this direction.\That's probably Freeza.\B- but that direction is...\Oh no! That's where Grand Elder- san is!\Grand Elder?\I get it! Freeza was unable to get his wish granted,\so now he's headed off to ask a Namekian directly about it!\What? You mean there's still some surviving Namekians? response:	That's probably the one who created the Dragon Balls here.
context: That's probably Freeza.\B- but that direction is...\Oh no! That's where Grand Elder- san is!\Grand Elder?\I get it! Freeza was unable to get his wish granted,\so now he's headed off to ask a Namekian directly about it!\What? You mean there's still some surviving Namekians?\That's probably the one who created the Dragon Balls here. response:	Yeah, that would be Grand Elder- san.
context: B- but that direction is...\Oh no! That's where Grand Elder- san is!\Grand Elder?\I get it! Freeza was unable to get his wish granted,\so now he's headed off to ask a Namekian directly about it!\What? You mean there's still some surviving Namekians?\That's probably the one who created the Dragon Balls here.\Yeah, that would be Grand Elder- san. response:	T- this is bad!
context: Oh no! That's where Grand Elder- san is!\Grand Elder?\I get it! Freeza was unable to get his wish granted,\so now he's headed off to ask a Namekian directly about it!\What? You mean there's still some surviving Namekians?\That's probably the one who created the Dragon Balls here.\Yeah, that would be Grand Elder- san.\T- this is bad! response:	Once he finds out how to get his wish granted,
context: Grand Elder?\I get it! Freeza was unable to get his wish granted,\so now he's headed off to ask a Namekian directly about it!\What? You mean there's still some surviving Namekians?\That's probably the one who created the Dragon Balls here.\Yeah, that would be Grand Elder- san.\T- this is bad!\Once he finds out how to get his wish granted, response:	he's certain to kill Grand Elder- san and the others!
context: I get it! Freeza was unable to get his wish granted,\so now he's headed off to ask a Namekian directly about it!\What? You mean there's still some surviving Namekians?\That's probably the one who created the Dragon Balls here.\Yeah, that would be Grand Elder- san.\T- this is bad!\Once he finds out how to get his wish granted,\he's certain to kill Grand Elder- san and the others! response:	And if Grand Elder- san dies...
context: so now he's headed off to ask a Namekian directly about it!\What? You mean there's still some surviving Namekians?\That's probably the one who created the Dragon Balls here.\Yeah, that would be Grand Elder- san.\T- this is bad!\Once he finds out how to get his wish granted,\he's certain to kill Grand Elder- san and the others!\And if Grand Elder- san dies... response:	Once I pass away, the Dragon Balls will also disappear.
context: What? You mean there's still some surviving Namekians?\That's probably the one who created the Dragon Balls here.\Yeah, that would be Grand Elder- san.\T- this is bad!\Once he finds out how to get his wish granted,\he's certain to kill Grand Elder- san and the others!\And if Grand Elder- san dies...\Once I pass away, the Dragon Balls will also disappear. response:	He doesn't know that if Grand Elder- san dies,
context: That's probably the one who created the Dragon Balls here.\Yeah, that would be Grand Elder- san.\T- this is bad!\Once he finds out how to get his wish granted,\he's certain to kill Grand Elder- san and the others!\And if Grand Elder- san dies...\Once I pass away, the Dragon Balls will also disappear.\He doesn't know that if Grand Elder- san dies, response:	the Dragon Balls will be lost too!
context: Yeah, that would be Grand Elder- san.\T- this is bad!\Once he finds out how to get his wish granted,\he's certain to kill Grand Elder- san and the others!\And if Grand Elder- san dies...\Once I pass away, the Dragon Balls will also disappear.\He doesn't know that if Grand Elder- san dies,\the Dragon Balls will be lost too! response:	W- what?
context: T- this is bad!\Once he finds out how to get his wish granted,\he's certain to kill Grand Elder- san and the others!\And if Grand Elder- san dies...\Once I pass away, the Dragon Balls will also disappear.\He doesn't know that if Grand Elder- san dies,\the Dragon Balls will be lost too!\W- what? response:	They're here!
context: Once he finds out how to get his wish granted,\he's certain to kill Grand Elder- san and the others!\And if Grand Elder- san dies...\Once I pass away, the Dragon Balls will also disappear.\He doesn't know that if Grand Elder- san dies,\the Dragon Balls will be lost too!\W- what?\They're here! response:	You certainly made a mockery of us earlier, huh?
context: he's certain to kill Grand Elder- san and the others!\And if Grand Elder- san dies...\Once I pass away, the Dragon Balls will also disappear.\He doesn't know that if Grand Elder- san dies,\the Dragon Balls will be lost too!\W- what?\They're here!\You certainly made a mockery of us earlier, huh? response:	Now the Commander is here to personally make you suffer the consequences!
context: And if Grand Elder- san dies...\Once I pass away, the Dragon Balls will also disappear.\He doesn't know that if Grand Elder- san dies,\the Dragon Balls will be lost too!\W- what?\They're here!\You certainly made a mockery of us earlier, huh?\Now the Commander is here to personally make you suffer the consequences! response:	How about it, Goku? Do you have a chance of winning this time, too?
context: Once I pass away, the Dragon Balls will also disappear.\He doesn't know that if Grand Elder- san dies,\the Dragon Balls will be lost too!\W- what?\They're here!\You certainly made a mockery of us earlier, huh?\Now the Commander is here to personally make you suffer the consequences!\How about it, Goku? Do you have a chance of winning this time, too? response:	I won't know until I try.
context: He doesn't know that if Grand Elder- san dies,\the Dragon Balls will be lost too!\W- what?\They're here!\You certainly made a mockery of us earlier, huh?\Now the Commander is here to personally make you suffer the consequences!\How about it, Goku? Do you have a chance of winning this time, too?\I won't know until I try. response:	This guy sure appears to have an impressive level of strength, after all.
context: the Dragon Balls will be lost too!\W- what?\They're here!\You certainly made a mockery of us earlier, huh?\Now the Commander is here to personally make you suffer the consequences!\How about it, Goku? Do you have a chance of winning this time, too?\I won't know until I try.\This guy sure appears to have an impressive level of strength, after all. response:	I see, so this is him, huh?
context: W- what?\They're here!\You certainly made a mockery of us earlier, huh?\Now the Commander is here to personally make you suffer the consequences!\How about it, Goku? Do you have a chance of winning this time, too?\I won't know until I try.\This guy sure appears to have an impressive level of strength, after all.\I see, so this is him, huh? response:	His battle power reads about 5000.
context: They're here!\You certainly made a mockery of us earlier, huh?\Now the Commander is here to personally make you suffer the consequences!\How about it, Goku? Do you have a chance of winning this time, too?\I won't know until I try.\This guy sure appears to have an impressive level of strength, after all.\I see, so this is him, huh?\His battle power reads about 5000. response:	That's right, only 5000. Strange, isn't it?
context: You certainly made a mockery of us earlier, huh?\Now the Commander is here to personally make you suffer the consequences!\How about it, Goku? Do you have a chance of winning this time, too?\I won't know until I try.\This guy sure appears to have an impressive level of strength, after all.\I see, so this is him, huh?\His battle power reads about 5000.\That's right, only 5000. Strange, isn't it? response:	You idiot!
context: Now the Commander is here to personally make you suffer the consequences!\How about it, Goku? Do you have a chance of winning this time, too?\I won't know until I try.\This guy sure appears to have an impressive level of strength, after all.\I see, so this is him, huh?\His battle power reads about 5000.\That's right, only 5000. Strange, isn't it?\You idiot! response:	You were made to look like fools because you only relied on the Scouter's rating.
context: How about it, Goku? Do you have a chance of winning this time, too?\I won't know until I try.\This guy sure appears to have an impressive level of strength, after all.\I see, so this is him, huh?\His battle power reads about 5000.\That's right, only 5000. Strange, isn't it?\You idiot!\You were made to look like fools because you only relied on the Scouter's rating. response:	No doubt he just raised his battle power dramatically for just a moment.
context: I won't know until I try.\This guy sure appears to have an impressive level of strength, after all.\I see, so this is him, huh?\His battle power reads about 5000.\That's right, only 5000. Strange, isn't it?\You idiot!\You were made to look like fools because you only relied on the Scouter's rating.\No doubt he just raised his battle power dramatically for just a moment. response:	That's the type he is.
context: This guy sure appears to have an impressive level of strength, after all.\I see, so this is him, huh?\His battle power reads about 5000.\That's right, only 5000. Strange, isn't it?\You idiot!\You were made to look like fools because you only relied on the Scouter's rating.\No doubt he just raised his battle power dramatically for just a moment.\That's the type he is. response:	In my estimation, I'd say he has an actual battle power of around 60,000.
context: I see, so this is him, huh?\His battle power reads about 5000.\That's right, only 5000. Strange, isn't it?\You idiot!\You were made to look like fools because you only relied on the Scouter's rating.\No doubt he just raised his battle power dramatically for just a moment.\That's the type he is.\In my estimation, I'd say he has an actual battle power of around 60,000. response:	60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.
