context: Act 5 Bring Back Love response:	-Damn it! -Search thoroughly!
context: Shut up, you damn Boobienu Organization!\After we claim five or six states, I'll pay you.\Just shut up and bring it to me, you fool!\Soil from toilets, corpses, sulfur...\What is he going to do with them?! I don't get it at all!\Wow, that's excellent!\Look! Almost a bull's-eye.\All right! I want to try it, too. response:	Amazing! They are learning too quickly.
context: After we claim five or six states, I'll pay you.\Just shut up and bring it to me, you fool!\Soil from toilets, corpses, sulfur...\What is he going to do with them?! I don't get it at all!\Wow, that's excellent!\Look! Almost a bull's-eye.\All right! I want to try it, too.\Amazing! They are learning too quickly. response:	We are natural-born archers,
context: Just shut up and bring it to me, you fool!\Soil from toilets, corpses, sulfur...\What is he going to do with them?! I don't get it at all!\Wow, that's excellent!\Look! Almost a bull's-eye.\All right! I want to try it, too.\Amazing! They are learning too quickly.\We are natural-born archers, response:	but we'd been prohibited from making or even touching bows for a long time.
context: Soil from toilets, corpses, sulfur...\What is he going to do with them?! I don't get it at all!\Wow, that's excellent!\Look! Almost a bull's-eye.\All right! I want to try it, too.\Amazing! They are learning too quickly.\We are natural-born archers,\but we'd been prohibited from making or even touching bows for a long time. response:	We used to practice shooting as children before the war.
context: What is he going to do with them?! I don't get it at all!\Wow, that's excellent!\Look! Almost a bull's-eye.\All right! I want to try it, too.\Amazing! They are learning too quickly.\We are natural-born archers,\but we'd been prohibited from making or even touching bows for a long time.\We used to practice shooting as children before the war. response:	I can't let them beat me.
context: Wow, that's excellent!\Look! Almost a bull's-eye.\All right! I want to try it, too.\Amazing! They are learning too quickly.\We are natural-born archers,\but we'd been prohibited from making or even touching bows for a long time.\We used to practice shooting as children before the war.\I can't let them beat me. response:	Ha.
context: Look! Almost a bull's-eye.\All right! I want to try it, too.\Amazing! They are learning too quickly.\We are natural-born archers,\but we'd been prohibited from making or even touching bows for a long time.\We used to practice shooting as children before the war.\I can't let them beat me.\Ha. response:	Wow!
context: All right! I want to try it, too.\Amazing! They are learning too quickly.\We are natural-born archers,\but we'd been prohibited from making or even touching bows for a long time.\We used to practice shooting as children before the war.\I can't let them beat me.\Ha.\Wow! response:	Okay. Okay. We get it.
context: Amazing! They are learning too quickly.\We are natural-born archers,\but we'd been prohibited from making or even touching bows for a long time.\We used to practice shooting as children before the war.\I can't let them beat me.\Ha.\Wow!\Okay. Okay. We get it. response:	I don't know what's going on, but...
context: We are natural-born archers,\but we'd been prohibited from making or even touching bows for a long time.\We used to practice shooting as children before the war.\I can't let them beat me.\Ha.\Wow!\Okay. Okay. We get it.\I don't know what's going on, but... response:	I'm sorry. I'm sorry. I apologize.
context: but we'd been prohibited from making or even touching bows for a long time.\We used to practice shooting as children before the war.\I can't let them beat me.\Ha.\Wow!\Okay. Okay. We get it.\I don't know what's going on, but...\I'm sorry. I'm sorry. I apologize. response:	We totally get it. You are number one! You are the best!
context: We used to practice shooting as children before the war.\I can't let them beat me.\Ha.\Wow!\Okay. Okay. We get it.\I don't know what's going on, but...\I'm sorry. I'm sorry. I apologize.\We totally get it. You are number one! You are the best! response:	You're wasting arrows. Please stop!
context: I can't let them beat me.\Ha.\Wow!\Okay. Okay. We get it.\I don't know what's going on, but...\I'm sorry. I'm sorry. I apologize.\We totally get it. You are number one! You are the best!\You're wasting arrows. Please stop! response:	We are now going to invade the village.
context: Ha.\Wow!\Okay. Okay. We get it.\I don't know what's going on, but...\I'm sorry. I'm sorry. I apologize.\We totally get it. You are number one! You are the best!\You're wasting arrows. Please stop!\We are now going to invade the village. response:	Don't let anyone leave alive.
context: Wow!\Okay. Okay. We get it.\I don't know what's going on, but...\I'm sorry. I'm sorry. I apologize.\We totally get it. You are number one! You are the best!\You're wasting arrows. Please stop!\We are now going to invade the village.\Don't let anyone leave alive. response:	Taking back the village is not the end of this mission.
context: Okay. Okay. We get it.\I don't know what's going on, but...\I'm sorry. I'm sorry. I apologize.\We totally get it. You are number one! You are the best!\You're wasting arrows. Please stop!\We are now going to invade the village.\Don't let anyone leave alive.\Taking back the village is not the end of this mission. response:	From there, we'll march into the lord's castle, and...
context: I don't know what's going on, but...\I'm sorry. I'm sorry. I apologize.\We totally get it. You are number one! You are the best!\You're wasting arrows. Please stop!\We are now going to invade the village.\Don't let anyone leave alive.\Taking back the village is not the end of this mission.\From there, we'll march into the lord's castle, and... response:	Wh-What?!
context: I'm sorry. I'm sorry. I apologize.\We totally get it. You are number one! You are the best!\You're wasting arrows. Please stop!\We are now going to invade the village.\Don't let anyone leave alive.\Taking back the village is not the end of this mission.\From there, we'll march into the lord's castle, and...\Wh-What?! response:	These two told me the reason...
context: We totally get it. You are number one! You are the best!\You're wasting arrows. Please stop!\We are now going to invade the village.\Don't let anyone leave alive.\Taking back the village is not the end of this mission.\From there, we'll march into the lord's castle, and...\Wh-What?!\These two told me the reason... response:	We Elves can reproduce only once a year.
context: You're wasting arrows. Please stop!\We are now going to invade the village.\Don't let anyone leave alive.\Taking back the village is not the end of this mission.\From there, we'll march into the lord's castle, and...\Wh-What?!\These two told me the reason...\We Elves can reproduce only once a year. response:	During that time, all the young women were taken by the lord and his men.
context: We are now going to invade the village.\Don't let anyone leave alive.\Taking back the village is not the end of this mission.\From there, we'll march into the lord's castle, and...\Wh-What?!\These two told me the reason...\We Elves can reproduce only once a year.\During that time, all the young women were taken by the lord and his men. response:	I see. That's the reason.
context: Don't let anyone leave alive.\Taking back the village is not the end of this mission.\From there, we'll march into the lord's castle, and...\Wh-What?!\These two told me the reason...\We Elves can reproduce only once a year.\During that time, all the young women were taken by the lord and his men.\I see. That's the reason. response:	Their intention is to drive your race... to extinction.
context: Taking back the village is not the end of this mission.\From there, we'll march into the lord's castle, and...\Wh-What?!\These two told me the reason...\We Elves can reproduce only once a year.\During that time, all the young women were taken by the lord and his men.\I see. That's the reason.\Their intention is to drive your race... to extinction. response:	Take back your wives and children.
context: From there, we'll march into the lord's castle, and...\Wh-What?!\These two told me the reason...\We Elves can reproduce only once a year.\During that time, all the young women were taken by the lord and his men.\I see. That's the reason.\Their intention is to drive your race... to extinction.\Take back your wives and children. response:	Stop living like animals.
context: Wh-What?!\These two told me the reason...\We Elves can reproduce only once a year.\During that time, all the young women were taken by the lord and his men.\I see. That's the reason.\Their intention is to drive your race... to extinction.\Take back your wives and children.\Stop living like animals. response:	Go take the heads of the men who reduce you to nothing more than livestock.
context: These two told me the reason...\We Elves can reproduce only once a year.\During that time, all the young women were taken by the lord and his men.\I see. That's the reason.\Their intention is to drive your race... to extinction.\Take back your wives and children.\Stop living like animals.\Go take the heads of the men who reduce you to nothing more than livestock. response:	If right and wrong exists in this world, this is right.
context: We Elves can reproduce only once a year.\During that time, all the young women were taken by the lord and his men.\I see. That's the reason.\Their intention is to drive your race... to extinction.\Take back your wives and children.\Stop living like animals.\Go take the heads of the men who reduce you to nothing more than livestock.\If right and wrong exists in this world, this is right. response:	Even if you are killed, you can face your forefathers in the next world and say...
context: During that time, all the young women were taken by the lord and his men.\I see. That's the reason.\Their intention is to drive your race... to extinction.\Take back your wives and children.\Stop living like animals.\Go take the heads of the men who reduce you to nothing more than livestock.\If right and wrong exists in this world, this is right.\Even if you are killed, you can face your forefathers in the next world and say... response:	We died fighting.
context: I see. That's the reason.\Their intention is to drive your race... to extinction.\Take back your wives and children.\Stop living like animals.\Go take the heads of the men who reduce you to nothing more than livestock.\If right and wrong exists in this world, this is right.\Even if you are killed, you can face your forefathers in the next world and say...\We died fighting. response:	We died protecting our family.
context: Their intention is to drive your race... to extinction.\Take back your wives and children.\Stop living like animals.\Go take the heads of the men who reduce you to nothing more than livestock.\If right and wrong exists in this world, this is right.\Even if you are killed, you can face your forefathers in the next world and say...\We died fighting.\We died protecting our family. response:	Take back your wives.
context: Take back your wives and children.\Stop living like animals.\Go take the heads of the men who reduce you to nothing more than livestock.\If right and wrong exists in this world, this is right.\Even if you are killed, you can face your forefathers in the next world and say...\We died fighting.\We died protecting our family.\Take back your wives. response:	Take back your children.
context: Stop living like animals.\Go take the heads of the men who reduce you to nothing more than livestock.\If right and wrong exists in this world, this is right.\Even if you are killed, you can face your forefathers in the next world and say...\We died fighting.\We died protecting our family.\Take back your wives.\Take back your children. response:	Reclaim your state!
context: Go take the heads of the men who reduce you to nothing more than livestock.\If right and wrong exists in this world, this is right.\Even if you are killed, you can face your forefathers in the next world and say...\We died fighting.\We died protecting our family.\Take back your wives.\Take back your children.\Reclaim your state! response:	Reclaim yourselves!
context: If right and wrong exists in this world, this is right.\Even if you are killed, you can face your forefathers in the next world and say...\We died fighting.\We died protecting our family.\Take back your wives.\Take back your children.\Reclaim your state!\Reclaim yourselves! response:	This man is a natural-born warrior.
context: Even if you are killed, you can face your forefathers in the next world and say...\We died fighting.\We died protecting our family.\Take back your wives.\Take back your children.\Reclaim your state!\Reclaim yourselves!\This man is a natural-born warrior. response:	He has the abilities required of a warlord, not a ruler.
context: We died fighting.\We died protecting our family.\Take back your wives.\Take back your children.\Reclaim your state!\Reclaim yourselves!\This man is a natural-born warrior.\He has the abilities required of a warlord, not a ruler. response:	What he has is the power to impel people to fight.
context: We died protecting our family.\Take back your wives.\Take back your children.\Reclaim your state!\Reclaim yourselves!\This man is a natural-born warrior.\He has the abilities required of a warlord, not a ruler.\What he has is the power to impel people to fight. response:	A zealous determination.
context: Take back your wives.\Take back your children.\Reclaim your state!\Reclaim yourselves!\This man is a natural-born warrior.\He has the abilities required of a warlord, not a ruler.\What he has is the power to impel people to fight.\A zealous determination. response:	Where did the Elves disappear to?
context: Take back your children.\Reclaim your state!\Reclaim yourselves!\This man is a natural-born warrior.\He has the abilities required of a warlord, not a ruler.\What he has is the power to impel people to fight.\A zealous determination.\Where did the Elves disappear to? response:	I don't know.
context: Reclaim your state!\Reclaim yourselves!\This man is a natural-born warrior.\He has the abilities required of a warlord, not a ruler.\What he has is the power to impel people to fight.\A zealous determination.\Where did the Elves disappear to?\I don't know. response:	I've been told we're going to the surrounding villages to search for them tomorrow.
context: Reclaim yourselves!\This man is a natural-born warrior.\He has the abilities required of a warlord, not a ruler.\What he has is the power to impel people to fight.\A zealous determination.\Where did the Elves disappear to?\I don't know.\I've been told we're going to the surrounding villages to search for them tomorrow. response:	If any village harbors them, are we supposed to destroy it, too?
context: This man is a natural-born warrior.\He has the abilities required of a warlord, not a ruler.\What he has is the power to impel people to fight.\A zealous determination.\Where did the Elves disappear to?\I don't know.\I've been told we're going to the surrounding villages to search for them tomorrow.\If any village harbors them, are we supposed to destroy it, too? response:	Maybe...
context: He has the abilities required of a warlord, not a ruler.\What he has is the power to impel people to fight.\A zealous determination.\Where did the Elves disappear to?\I don't know.\I've been told we're going to the surrounding villages to search for them tomorrow.\If any village harbors them, are we supposed to destroy it, too?\Maybe... response:	I'm thirsty.
context: What he has is the power to impel people to fight.\A zealous determination.\Where did the Elves disappear to?\I don't know.\I've been told we're going to the surrounding villages to search for them tomorrow.\If any village harbors them, are we supposed to destroy it, too?\Maybe...\I'm thirsty. response:	Bear with it. We can't get water from the well.
context: A zealous determination.\Where did the Elves disappear to?\I don't know.\I've been told we're going to the surrounding villages to search for them tomorrow.\If any village harbors them, are we supposed to destroy it, too?\Maybe...\I'm thirsty.\Bear with it. We can't get water from the well. response:	They threw shit into it. Damn Long Ears.
context: Where did the Elves disappear to?\I don't know.\I've been told we're going to the surrounding villages to search for them tomorrow.\If any village harbors them, are we supposed to destroy it, too?\Maybe...\I'm thirsty.\Bear with it. We can't get water from the well.\They threw shit into it. Damn Long Ears. response:	We should just slaughter all those bastards...!
context: I don't know.\I've been told we're going to the surrounding villages to search for them tomorrow.\If any village harbors them, are we supposed to destroy it, too?\Maybe...\I'm thirsty.\Bear with it. We can't get water from the well.\They threw shit into it. Damn Long Ears.\We should just slaughter all those bastards...! response:	What the...?! What the hell is happening?!
context: I've been told we're going to the surrounding villages to search for them tomorrow.\If any village harbors them, are we supposed to destroy it, too?\Maybe...\I'm thirsty.\Bear with it. We can't get water from the well.\They threw shit into it. Damn Long Ears.\We should just slaughter all those bastards...!\What the...?! What the hell is happening?! response:	Toyohisa Assults Orte's Troops
context: If any village harbors them, are we supposed to destroy it, too?\Maybe...\I'm thirsty.\Bear with it. We can't get water from the well.\They threw shit into it. Damn Long Ears.\We should just slaughter all those bastards...!\What the...?! What the hell is happening?!\Toyohisa Assults Orte's Troops response:	-What the hell is going on?! -It's the east side of the village!
context: Maybe...\I'm thirsty.\Bear with it. We can't get water from the well.\They threw shit into it. Damn Long Ears.\We should just slaughter all those bastards...!\What the...?! What the hell is happening?!\Toyohisa Assults Orte's Troops\-What the hell is going on?! -It's the east side of the village! response:	Dr-Drifters...
context: I'm thirsty.\Bear with it. We can't get water from the well.\They threw shit into it. Damn Long Ears.\We should just slaughter all those bastards...!\What the...?! What the hell is happening?!\Toyohisa Assults Orte's Troops\-What the hell is going on?! -It's the east side of the village!\Dr-Drifters... response:	Ready? Come at me!
context: Bear with it. We can't get water from the well.\They threw shit into it. Damn Long Ears.\We should just slaughter all those bastards...!\What the...?! What the hell is happening?!\Toyohisa Assults Orte's Troops\-What the hell is going on?! -It's the east side of the village!\Dr-Drifters...\Ready? Come at me! response:	D-Don't let him get away. After him!
context: They threw shit into it. Damn Long Ears.\We should just slaughter all those bastards...!\What the...?! What the hell is happening?!\Toyohisa Assults Orte's Troops\-What the hell is going on?! -It's the east side of the village!\Dr-Drifters...\Ready? Come at me!\D-Don't let him get away. After him! response:	As I suspected, the Drifters are behind this.
context: We should just slaughter all those bastards...!\What the...?! What the hell is happening?!\Toyohisa Assults Orte's Troops\-What the hell is going on?! -It's the east side of the village!\Dr-Drifters...\Ready? Come at me!\D-Don't let him get away. After him!\As I suspected, the Drifters are behind this. response:	No matter what it takes, capture him!
context: What the...?! What the hell is happening?!\Toyohisa Assults Orte's Troops\-What the hell is going on?! -It's the east side of the village!\Dr-Drifters...\Ready? Come at me!\D-Don't let him get away. After him!\As I suspected, the Drifters are behind this.\No matter what it takes, capture him! response:	-Get him! -Don't let him get away!
context: Toyohisa Assults Orte's Troops\-What the hell is going on?! -It's the east side of the village!\Dr-Drifters...\Ready? Come at me!\D-Don't let him get away. After him!\As I suspected, the Drifters are behind this.\No matter what it takes, capture him!\-Get him! -Don't let him get away! response:	Let's do this. It has begun.
context: -What the hell is going on?! -It's the east side of the village!\Dr-Drifters...\Ready? Come at me!\D-Don't let him get away. After him!\As I suspected, the Drifters are behind this.\No matter what it takes, capture him!\-Get him! -Don't let him get away!\Let's do this. It has begun. response:	Everyone ready?
context: Dr-Drifters...\Ready? Come at me!\D-Don't let him get away. After him!\As I suspected, the Drifters are behind this.\No matter what it takes, capture him!\-Get him! -Don't let him get away!\Let's do this. It has begun.\Everyone ready? response:	Battle Plan
context: Ready? Come at me!\D-Don't let him get away. After him!\As I suspected, the Drifters are behind this.\No matter what it takes, capture him!\-Get him! -Don't let him get away!\Let's do this. It has begun.\Everyone ready?\Battle Plan response:	In battle, it's speed... that matters most.
context: D-Don't let him get away. After him!\As I suspected, the Drifters are behind this.\No matter what it takes, capture him!\-Get him! -Don't let him get away!\Let's do this. It has begun.\Everyone ready?\Battle Plan\In battle, it's speed... that matters most. response:	Move as I told you.
context: As I suspected, the Drifters are behind this.\No matter what it takes, capture him!\-Get him! -Don't let him get away!\Let's do this. It has begun.\Everyone ready?\Battle Plan\In battle, it's speed... that matters most.\Move as I told you. response:	Don't worry so much. Even if you mess up, you'll only die.
context: No matter what it takes, capture him!\-Get him! -Don't let him get away!\Let's do this. It has begun.\Everyone ready?\Battle Plan\In battle, it's speed... that matters most.\Move as I told you.\Don't worry so much. Even if you mess up, you'll only die. response:	Run!
context: -Get him! -Don't let him get away!\Let's do this. It has begun.\Everyone ready?\Battle Plan\In battle, it's speed... that matters most.\Move as I told you.\Don't worry so much. Even if you mess up, you'll only die.\Run! response:	I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.
context: Let's do this. It has begun.\Everyone ready?\Battle Plan\In battle, it's speed... that matters most.\Move as I told you.\Don't worry so much. Even if you mess up, you'll only die.\Run!\I used to lead an army composed of over 200,000 soldiers, and this is how I ended up. response:	This existence is intriguing...
context: Everyone ready?\Battle Plan\In battle, it's speed... that matters most.\Move as I told you.\Don't worry so much. Even if you mess up, you'll only die.\Run!\I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.\This existence is intriguing... response:	I can't get enough of it.
context: Battle Plan\In battle, it's speed... that matters most.\Move as I told you.\Don't worry so much. Even if you mess up, you'll only die.\Run!\I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.\This existence is intriguing...\I can't get enough of it. response:	After him!
context: In battle, it's speed... that matters most.\Move as I told you.\Don't worry so much. Even if you mess up, you'll only die.\Run!\I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.\This existence is intriguing...\I can't get enough of it.\After him! response:	What are you doing?! We're going against only one man.
context: Move as I told you.\Don't worry so much. Even if you mess up, you'll only die.\Run!\I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.\This existence is intriguing...\I can't get enough of it.\After him!\What are you doing?! We're going against only one man. response:	Close in on him and attack him!
context: Don't worry so much. Even if you mess up, you'll only die.\Run!\I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.\This existence is intriguing...\I can't get enough of it.\After him!\What are you doing?! We're going against only one man.\Close in on him and attack him! response:	Yes, sir!
context: Run!\I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.\This existence is intriguing...\I can't get enough of it.\After him!\What are you doing?! We're going against only one man.\Close in on him and attack him!\Yes, sir! response:	What the...?! What the hell is he?!
context: I used to lead an army composed of over 200,000 soldiers, and this is how I ended up.\This existence is intriguing...\I can't get enough of it.\After him!\What are you doing?! We're going against only one man.\Close in on him and attack him!\Yes, sir!\What the...?! What the hell is he?! response:	He is smiling.
context: This existence is intriguing...\I can't get enough of it.\After him!\What are you doing?! We're going against only one man.\Close in on him and attack him!\Yes, sir!\What the...?! What the hell is he?!\He is smiling. response:	What the...?!
context: I can't get enough of it.\After him!\What are you doing?! We're going against only one man.\Close in on him and attack him!\Yes, sir!\What the...?! What the hell is he?!\He is smiling.\What the...?! response:	Unleash the horses!
context: After him!\What are you doing?! We're going against only one man.\Close in on him and attack him!\Yes, sir!\What the...?! What the hell is he?!\He is smiling.\What the...?!\Unleash the horses! response:	Begin working!
context: What are you doing?! We're going against only one man.\Close in on him and attack him!\Yes, sir!\What the...?! What the hell is he?!\He is smiling.\What the...?!\Unleash the horses!\Begin working! response:	Get it as tight as possible!
context: Close in on him and attack him!\Yes, sir!\What the...?! What the hell is he?!\He is smiling.\What the...?!\Unleash the horses!\Begin working!\Get it as tight as possible! response:	Hurry up!
context: Yes, sir!\What the...?! What the hell is he?!\He is smiling.\What the...?!\Unleash the horses!\Begin working!\Get it as tight as possible!\Hurry up! response:	Hurry! Hurry!
context: What the...?! What the hell is he?!\He is smiling.\What the...?!\Unleash the horses!\Begin working!\Get it as tight as possible!\Hurry up!\Hurry! Hurry! response:	Hurry up! Get a move on!
context: He is smiling.\What the...?!\Unleash the horses!\Begin working!\Get it as tight as possible!\Hurry up!\Hurry! Hurry!\Hurry up! Get a move on! response:	You will die!
context: What the...?!\Unleash the horses!\Begin working!\Get it as tight as possible!\Hurry up!\Hurry! Hurry!\Hurry up! Get a move on!\You will die! response:	Everyone will die! Hurry up!
context: Unleash the horses!\Begin working!\Get it as tight as possible!\Hurry up!\Hurry! Hurry!\Hurry up! Get a move on!\You will die!\Everyone will die! Hurry up! response:	Ready the fire arrows!
context: Begin working!\Get it as tight as possible!\Hurry up!\Hurry! Hurry!\Hurry up! Get a move on!\You will die!\Everyone will die! Hurry up!\Ready the fire arrows! response:	This is it. Say goodbye to your village.
context: Get it as tight as possible!\Hurry up!\Hurry! Hurry!\Hurry up! Get a move on!\You will die!\Everyone will die! Hurry up!\Ready the fire arrows!\This is it. Say goodbye to your village. response:	Steel yourselves!
context: Hurry up!\Hurry! Hurry!\Hurry up! Get a move on!\You will die!\Everyone will die! Hurry up!\Ready the fire arrows!\This is it. Say goodbye to your village.\Steel yourselves! response:	This is your farewell to the village that restrained you,
context: Hurry! Hurry!\Hurry up! Get a move on!\You will die!\Everyone will die! Hurry up!\Ready the fire arrows!\This is it. Say goodbye to your village.\Steel yourselves!\This is your farewell to the village that restrained you, response:	and a goodbye to your lives as serfs.
context: Hurry up! Get a move on!\You will die!\Everyone will die! Hurry up!\Ready the fire arrows!\This is it. Say goodbye to your village.\Steel yourselves!\This is your farewell to the village that restrained you,\and a goodbye to your lives as serfs. response:	Release!
context: You will die!\Everyone will die! Hurry up!\Ready the fire arrows!\This is it. Say goodbye to your village.\Steel yourselves!\This is your farewell to the village that restrained you,\and a goodbye to your lives as serfs.\Release! response:	What the...?! What is happening?!
context: Everyone will die! Hurry up!\Ready the fire arrows!\This is it. Say goodbye to your village.\Steel yourselves!\This is your farewell to the village that restrained you,\and a goodbye to your lives as serfs.\Release!\What the...?! What is happening?! response:	The Owari soldiers in my hometown were weak...
context: Ready the fire arrows!\This is it. Say goodbye to your village.\Steel yourselves!\This is your farewell to the village that restrained you,\and a goodbye to your lives as serfs.\Release!\What the...?! What is happening?!\The Owari soldiers in my hometown were weak... response:	I constantly tried to come up with measures...
context: This is it. Say goodbye to your village.\Steel yourselves!\This is your farewell to the village that restrained you,\and a goodbye to your lives as serfs.\Release!\What the...?! What is happening?!\The Owari soldiers in my hometown were weak...\I constantly tried to come up with measures... response:	I've never even thought about copying that monkey, Hideyoshi.
context: Steel yourselves!\This is your farewell to the village that restrained you,\and a goodbye to your lives as serfs.\Release!\What the...?! What is happening?!\The Owari soldiers in my hometown were weak...\I constantly tried to come up with measures...\I've never even thought about copying that monkey, Hideyoshi. response:	This is my Sunomata Castle.
context: This is your farewell to the village that restrained you,\and a goodbye to your lives as serfs.\Release!\What the...?! What is happening?!\The Owari soldiers in my hometown were weak...\I constantly tried to come up with measures...\I've never even thought about copying that monkey, Hideyoshi.\This is my Sunomata Castle. response:	Draw!
context: and a goodbye to your lives as serfs.\Release!\What the...?! What is happening?!\The Owari soldiers in my hometown were weak...\I constantly tried to come up with measures...\I've never even thought about copying that monkey, Hideyoshi.\This is my Sunomata Castle.\Draw! response:	All right! Now, release!
context: Release!\What the...?! What is happening?!\The Owari soldiers in my hometown were weak...\I constantly tried to come up with measures...\I've never even thought about copying that monkey, Hideyoshi.\This is my Sunomata Castle.\Draw!\All right! Now, release! response:	Orte is currently engaged in war, isn't it?
context: What the...?! What is happening?!\The Owari soldiers in my hometown were weak...\I constantly tried to come up with measures...\I've never even thought about copying that monkey, Hideyoshi.\This is my Sunomata Castle.\Draw!\All right! Now, release!\Orte is currently engaged in war, isn't it? response:	That means these soldiers here are only third-class crap.
context: The Owari soldiers in my hometown were weak...\I constantly tried to come up with measures...\I've never even thought about copying that monkey, Hideyoshi.\This is my Sunomata Castle.\Draw!\All right! Now, release!\Orte is currently engaged in war, isn't it?\That means these soldiers here are only third-class crap. response:	That explains their poor skills and low morale.
context: I constantly tried to come up with measures...\I've never even thought about copying that monkey, Hideyoshi.\This is my Sunomata Castle.\Draw!\All right! Now, release!\Orte is currently engaged in war, isn't it?\That means these soldiers here are only third-class crap.\That explains their poor skills and low morale. response:	There's no way they will fight till they break.
context: I've never even thought about copying that monkey, Hideyoshi.\This is my Sunomata Castle.\Draw!\All right! Now, release!\Orte is currently engaged in war, isn't it?\That means these soldiers here are only third-class crap.\That explains their poor skills and low morale.\There's no way they will fight till they break. response:	No need to crush the entire army.
context: This is my Sunomata Castle.\Draw!\All right! Now, release!\Orte is currently engaged in war, isn't it?\That means these soldiers here are only third-class crap.\That explains their poor skills and low morale.\There's no way they will fight till they break.\No need to crush the entire army. response:	If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.
context: Draw!\All right! Now, release!\Orte is currently engaged in war, isn't it?\That means these soldiers here are only third-class crap.\That explains their poor skills and low morale.\There's no way they will fight till they break.\No need to crush the entire army.\If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart. response:	They will scatter.
context: All right! Now, release!\Orte is currently engaged in war, isn't it?\That means these soldiers here are only third-class crap.\That explains their poor skills and low morale.\There's no way they will fight till they break.\No need to crush the entire army.\If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.\They will scatter. response:	They won't gain any glory fighting against serfs.
context: Orte is currently engaged in war, isn't it?\That means these soldiers here are only third-class crap.\That explains their poor skills and low morale.\There's no way they will fight till they break.\No need to crush the entire army.\If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.\They will scatter.\They won't gain any glory fighting against serfs. response:	If they are defeated, they die in vain.
context: That means these soldiers here are only third-class crap.\That explains their poor skills and low morale.\There's no way they will fight till they break.\No need to crush the entire army.\If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.\They will scatter.\They won't gain any glory fighting against serfs.\If they are defeated, they die in vain. response:	What a pity.
context: That explains their poor skills and low morale.\There's no way they will fight till they break.\No need to crush the entire army.\If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.\They will scatter.\They won't gain any glory fighting against serfs.\If they are defeated, they die in vain.\What a pity. response:	Furthermore, all we need to do is to graze them. It is a good opening gambit.
context: There's no way they will fight till they break.\No need to crush the entire army.\If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.\They will scatter.\They won't gain any glory fighting against serfs.\If they are defeated, they die in vain.\What a pity.\Furthermore, all we need to do is to graze them. It is a good opening gambit. response:	It's an easy fight.
context: No need to crush the entire army.\If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.\They will scatter.\They won't gain any glory fighting against serfs.\If they are defeated, they die in vain.\What a pity.\Furthermore, all we need to do is to graze them. It is a good opening gambit.\It's an easy fight. response:	What the hell are you doing? Reorganize the formations!
context: If we destroy 10 or 20 percent- 30 to 40 soldiers-they will fall apart.\They will scatter.\They won't gain any glory fighting against serfs.\If they are defeated, they die in vain.\What a pity.\Furthermore, all we need to do is to graze them. It is a good opening gambit.\It's an easy fight.\What the hell are you doing? Reorganize the formations! response:	If you charge all at once, that crappy barricade should drop like nothing.
context: They will scatter.\They won't gain any glory fighting against serfs.\If they are defeated, they die in vain.\What a pity.\Furthermore, all we need to do is to graze them. It is a good opening gambit.\It's an easy fight.\What the hell are you doing? Reorganize the formations!\If you charge all at once, that crappy barricade should drop like nothing. response:	Sh-Shit! They coated the arrows with shit.
context: They won't gain any glory fighting against serfs.\If they are defeated, they die in vain.\What a pity.\Furthermore, all we need to do is to graze them. It is a good opening gambit.\It's an easy fight.\What the hell are you doing? Reorganize the formations!\If you charge all at once, that crappy barricade should drop like nothing.\Sh-Shit! They coated the arrows with shit. response:	What the...?! Water! Wash yourself with water. Or else you could get tetanus.
context: If they are defeated, they die in vain.\What a pity.\Furthermore, all we need to do is to graze them. It is a good opening gambit.\It's an easy fight.\What the hell are you doing? Reorganize the formations!\If you charge all at once, that crappy barricade should drop like nothing.\Sh-Shit! They coated the arrows with shit.\What the...?! Water! Wash yourself with water. Or else you could get tetanus. response:	Water... There is no water!
context: What a pity.\Furthermore, all we need to do is to graze them. It is a good opening gambit.\It's an easy fight.\What the hell are you doing? Reorganize the formations!\If you charge all at once, that crappy barricade should drop like nothing.\Sh-Shit! They coated the arrows with shit.\What the...?! Water! Wash yourself with water. Or else you could get tetanus.\Water... There is no water! response:	They threw shit into the well.
context: Furthermore, all we need to do is to graze them. It is a good opening gambit.\It's an easy fight.\What the hell are you doing? Reorganize the formations!\If you charge all at once, that crappy barricade should drop like nothing.\Sh-Shit! They coated the arrows with shit.\What the...?! Water! Wash yourself with water. Or else you could get tetanus.\Water... There is no water!\They threw shit into the well. response:	Our water ration is almost gone...
