context: You look really good! response:	Thank you, Kero-chan
context: Yes!\So, I guess I have to leave too.\I need to go home and do some new year things\I want to help too!\Yesterday you already helped Touya and me a lot.\You can not help it will be ok.\You go with Tomoyo and play.\Sakura-chan! response:	Remember to come to our house to play!
context: So, I guess I have to leave too.\I need to go home and do some new year things\I want to help too!\Yesterday you already helped Touya and me a lot.\You can not help it will be ok.\You go with Tomoyo and play.\Sakura-chan!\Remember to come to our house to play! response:	Yes!
context: I need to go home and do some new year things\I want to help too!\Yesterday you already helped Touya and me a lot.\You can not help it will be ok.\You go with Tomoyo and play.\Sakura-chan!\Remember to come to our house to play!\Yes! response:	Let's go get some fortunes, ok?
context: I want to help too!\Yesterday you already helped Touya and me a lot.\You can not help it will be ok.\You go with Tomoyo and play.\Sakura-chan!\Remember to come to our house to play!\Yes!\Let's go get some fortunes, ok? response:	Yes.
context: Yesterday you already helped Touya and me a lot.\You can not help it will be ok.\You go with Tomoyo and play.\Sakura-chan!\Remember to come to our house to play!\Yes!\Let's go get some fortunes, ok?\Yes. response:	Excuse me, can we have some fortunes?
context: You can not help it will be ok.\You go with Tomoyo and play.\Sakura-chan!\Remember to come to our house to play!\Yes!\Let's go get some fortunes, ok?\Yes.\Excuse me, can we have some fortunes? response:	OK, hold on.
context: You go with Tomoyo and play.\Sakura-chan!\Remember to come to our house to play!\Yes!\Let's go get some fortunes, ok?\Yes.\Excuse me, can we have some fortunes?\OK, hold on. response:	Eriol-kun!
context: Sakura-chan!\Remember to come to our house to play!\Yes!\Let's go get some fortunes, ok?\Yes.\Excuse me, can we have some fortunes?\OK, hold on.\Eriol-kun! response:	How come you're here?
context: Remember to come to our house to play!\Yes!\Let's go get some fortunes, ok?\Yes.\Excuse me, can we have some fortunes?\OK, hold on.\Eriol-kun!\How come you're here? response:	Because the lady that was here is gone.
context: Yes!\Let's go get some fortunes, ok?\Yes.\Excuse me, can we have some fortunes?\OK, hold on.\Eriol-kun!\How come you're here?\Because the lady that was here is gone. response:	So I came to help.
context: Let's go get some fortunes, ok?\Yes.\Excuse me, can we have some fortunes?\OK, hold on.\Eriol-kun!\How come you're here?\Because the lady that was here is gone.\So I came to help. response:	Mizuki-sensei went abroad.
context: Yes.\Excuse me, can we have some fortunes?\OK, hold on.\Eriol-kun!\How come you're here?\Because the lady that was here is gone.\So I came to help.\Mizuki-sensei went abroad. response:	Still, I was surprised'
context: Excuse me, can we have some fortunes?\OK, hold on.\Eriol-kun!\How come you're here?\Because the lady that was here is gone.\So I came to help.\Mizuki-sensei went abroad.\Still, I was surprised' response:	Do you know the shrine keeper?
context: OK, hold on.\Eriol-kun!\How come you're here?\Because the lady that was here is gone.\So I came to help.\Mizuki-sensei went abroad.\Still, I was surprised'\Do you know the shrine keeper? response:	I am the only one.
context: Eriol-kun!\How come you're here?\Because the lady that was here is gone.\So I came to help.\Mizuki-sensei went abroad.\Still, I was surprised'\Do you know the shrine keeper?\I am the only one. response:	Now, were done talking hurry and choose.
context: How come you're here?\Because the lady that was here is gone.\So I came to help.\Mizuki-sensei went abroad.\Still, I was surprised'\Do you know the shrine keeper?\I am the only one.\Now, were done talking hurry and choose. response:	Yup, yes.
context: Because the lady that was here is gone.\So I came to help.\Mizuki-sensei went abroad.\Still, I was surprised'\Do you know the shrine keeper?\I am the only one.\Now, were done talking hurry and choose.\Yup, yes. response:	I got 75.
context: So I came to help.\Mizuki-sensei went abroad.\Still, I was surprised'\Do you know the shrine keeper?\I am the only one.\Now, were done talking hurry and choose.\Yup, yes.\I got 75. response:	I got 42.
context: Mizuki-sensei went abroad.\Still, I was surprised'\Do you know the shrine keeper?\I am the only one.\Now, were done talking hurry and choose.\Yup, yes.\I got 75.\I got 42. response:	Please wait a minute.
context: Still, I was surprised'\Do you know the shrine keeper?\I am the only one.\Now, were done talking hurry and choose.\Yup, yes.\I got 75.\I got 42.\Please wait a minute. response:	' I hope I get a good fortune.' Same here.
context: Do you know the shrine keeper?\I am the only one.\Now, were done talking hurry and choose.\Yup, yes.\I got 75.\I got 42.\Please wait a minute.\' I hope I get a good fortune.' Same here. response:	Thank you for waiting for so long,
context: I am the only one.\Now, were done talking hurry and choose.\Yup, yes.\I got 75.\I got 42.\Please wait a minute.\' I hope I get a good fortune.' Same here.\Thank you for waiting for so long, response:	this is Daidouji-san's.
context: Now, were done talking hurry and choose.\Yup, yes.\I got 75.\I got 42.\Please wait a minute.\' I hope I get a good fortune.' Same here.\Thank you for waiting for so long,\this is Daidouji-san's. response:	Thank you very much.
context: Yup, yes.\I got 75.\I got 42.\Please wait a minute.\' I hope I get a good fortune.' Same here.\Thank you for waiting for so long,\this is Daidouji-san's.\Thank you very much. response:	' And this is Sakura-san's.' Thank You.
context: I got 75.\I got 42.\Please wait a minute.\' I hope I get a good fortune.' Same here.\Thank you for waiting for so long,\this is Daidouji-san's.\Thank you very much.\' And this is Sakura-san's.' Thank You. response:	' What's wrong?' I got a good fortune!
context: I got 42.\Please wait a minute.\' I hope I get a good fortune.' Same here.\Thank you for waiting for so long,\this is Daidouji-san's.\Thank you very much.\' And this is Sakura-san's.' Thank You.\' What's wrong?' I got a good fortune! response:	The words on here are lucky!
context: Please wait a minute.\' I hope I get a good fortune.' Same here.\Thank you for waiting for so long,\this is Daidouji-san's.\Thank you very much.\' And this is Sakura-san's.' Thank You.\' What's wrong?' I got a good fortune!\The words on here are lucky! response:	That means'
context: ' I hope I get a good fortune.' Same here.\Thank you for waiting for so long,\this is Daidouji-san's.\Thank you very much.\' And this is Sakura-san's.' Thank You.\' What's wrong?' I got a good fortune!\The words on here are lucky!\That means' response:	An old day will come
context: Thank you for waiting for so long,\this is Daidouji-san's.\Thank you very much.\' And this is Sakura-san's.' Thank You.\' What's wrong?' I got a good fortune!\The words on here are lucky!\That means'\An old day will come response:	and give me Sakura-chan.
context: this is Daidouji-san's.\Thank you very much.\' And this is Sakura-san's.' Thank You.\' What's wrong?' I got a good fortune!\The words on here are lucky!\That means'\An old day will come\and give me Sakura-chan. response:	And then I can make her pretty clothes!
context: Thank you very much.\' And this is Sakura-san's.' Thank You.\' What's wrong?' I got a good fortune!\The words on here are lucky!\That means'\An old day will come\and give me Sakura-chan.\And then I can make her pretty clothes! response:	What does that mean?
context: ' And this is Sakura-san's.' Thank You.\' What's wrong?' I got a good fortune!\The words on here are lucky!\That means'\An old day will come\and give me Sakura-chan.\And then I can make her pretty clothes!\What does that mean? response:	Sakura-chan, what does yours say?
context: ' What's wrong?' I got a good fortune!\The words on here are lucky!\That means'\An old day will come\and give me Sakura-chan.\And then I can make her pretty clothes!\What does that mean?\Sakura-chan, what does yours say? response:	What?
context: The words on here are lucky!\That means'\An old day will come\and give me Sakura-chan.\And then I can make her pretty clothes!\What does that mean?\Sakura-chan, what does yours say?\What? response:	Your fortune
context: That means'\An old day will come\and give me Sakura-chan.\And then I can make her pretty clothes!\What does that mean?\Sakura-chan, what does yours say?\What?\Your fortune response:	will come in your dreams.
context: An old day will come\and give me Sakura-chan.\And then I can make her pretty clothes!\What does that mean?\Sakura-chan, what does yours say?\What?\Your fortune\will come in your dreams. response:	That is a very weird card.
context: and give me Sakura-chan.\And then I can make her pretty clothes!\What does that mean?\Sakura-chan, what does yours say?\What?\Your fortune\will come in your dreams.\That is a very weird card. response:	What's wrong?
context: And then I can make her pretty clothes!\What does that mean?\Sakura-chan, what does yours say?\What?\Your fortune\will come in your dreams.\That is a very weird card.\What's wrong? response:	This fortune doesn't have anything really good on it.
context: What does that mean?\Sakura-chan, what does yours say?\What?\Your fortune\will come in your dreams.\That is a very weird card.\What's wrong?\This fortune doesn't have anything really good on it. response:	That is the one you chose.
context: Sakura-chan, what does yours say?\What?\Your fortune\will come in your dreams.\That is a very weird card.\What's wrong?\This fortune doesn't have anything really good on it.\That is the one you chose. response:	Is it right?
context: What?\Your fortune\will come in your dreams.\That is a very weird card.\What's wrong?\This fortune doesn't have anything really good on it.\That is the one you chose.\Is it right? response:	In my dreams?
context: Your fortune\will come in your dreams.\That is a very weird card.\What's wrong?\This fortune doesn't have anything really good on it.\That is the one you chose.\Is it right?\In my dreams? response:	What is that supposed to mean?
context: will come in your dreams.\That is a very weird card.\What's wrong?\This fortune doesn't have anything really good on it.\That is the one you chose.\Is it right?\In my dreams?\What is that supposed to mean? response:	That fortune is especially for Sakura-san.
context: That is a very weird card.\What's wrong?\This fortune doesn't have anything really good on it.\That is the one you chose.\Is it right?\In my dreams?\What is that supposed to mean?\That fortune is especially for Sakura-san. response:	We'll see each other tonight.
context: What's wrong?\This fortune doesn't have anything really good on it.\That is the one you chose.\Is it right?\In my dreams?\What is that supposed to mean?\That fortune is especially for Sakura-san.\We'll see each other tonight. response:	Yuki! Are you home?
context: This fortune doesn't have anything really good on it.\That is the one you chose.\Is it right?\In my dreams?\What is that supposed to mean?\That fortune is especially for Sakura-san.\We'll see each other tonight.\Yuki! Are you home? response:	Yuki!
context: That is the one you chose.\Is it right?\In my dreams?\What is that supposed to mean?\That fortune is especially for Sakura-san.\We'll see each other tonight.\Yuki! Are you home?\Yuki! response:	Yuki!
context: Is it right?\In my dreams?\What is that supposed to mean?\That fortune is especially for Sakura-san.\We'll see each other tonight.\Yuki! Are you home?\Yuki!\Yuki! response:	Yuki! Whets wrong?
context: In my dreams?\What is that supposed to mean?\That fortune is especially for Sakura-san.\We'll see each other tonight.\Yuki! Are you home?\Yuki!\Yuki!\Yuki! Whets wrong? response:	Hey! Yuki!
context: What is that supposed to mean?\That fortune is especially for Sakura-san.\We'll see each other tonight.\Yuki! Are you home?\Yuki!\Yuki!\Yuki! Whets wrong?\Hey! Yuki! response:	' Yuki!' Touya.
context: That fortune is especially for Sakura-san.\We'll see each other tonight.\Yuki! Are you home?\Yuki!\Yuki!\Yuki! Whets wrong?\Hey! Yuki!\' Yuki!' Touya. response:	What's wrong with you?
context: We'll see each other tonight.\Yuki! Are you home?\Yuki!\Yuki!\Yuki! Whets wrong?\Hey! Yuki!\' Yuki!' Touya.\What's wrong with you? response:	I really wanted to sleep.
context: Yuki! Are you home?\Yuki!\Yuki!\Yuki! Whets wrong?\Hey! Yuki!\' Yuki!' Touya.\What's wrong with you?\I really wanted to sleep. response:	I'm OK
context: Yuki!\Yuki!\Yuki! Whets wrong?\Hey! Yuki!\' Yuki!' Touya.\What's wrong with you?\I really wanted to sleep.\I'm OK response:	How come you came to my house?
context: Yuki!\Yuki! Whets wrong?\Hey! Yuki!\' Yuki!' Touya.\What's wrong with you?\I really wanted to sleep.\I'm OK\How come you came to my house? response:	Your still asking?
context: Yuki! Whets wrong?\Hey! Yuki!\' Yuki!' Touya.\What's wrong with you?\I really wanted to sleep.\I'm OK\How come you came to my house?\Your still asking? response:	Didn't you say that you wanted to go to the festival with us?
context: Hey! Yuki!\' Yuki!' Touya.\What's wrong with you?\I really wanted to sleep.\I'm OK\How come you came to my house?\Your still asking?\Didn't you say that you wanted to go to the festival with us? response:	So we waited for a long time, and we still didn't see you.
context: ' Yuki!' Touya.\What's wrong with you?\I really wanted to sleep.\I'm OK\How come you came to my house?\Your still asking?\Didn't you say that you wanted to go to the festival with us?\So we waited for a long time, and we still didn't see you. response:	Sorry.
context: What's wrong with you?\I really wanted to sleep.\I'm OK\How come you came to my house?\Your still asking?\Didn't you say that you wanted to go to the festival with us?\So we waited for a long time, and we still didn't see you.\Sorry. response:	That's ok, if we hurry then
context: I really wanted to sleep.\I'm OK\How come you came to my house?\Your still asking?\Didn't you say that you wanted to go to the festival with us?\So we waited for a long time, and we still didn't see you.\Sorry.\That's ok, if we hurry then response:	we can still catch up with Sakura and the others.
context: I'm OK\How come you came to my house?\Your still asking?\Didn't you say that you wanted to go to the festival with us?\So we waited for a long time, and we still didn't see you.\Sorry.\That's ok, if we hurry then\we can still catch up with Sakura and the others. response:	Hey Yuki!
context: How come you came to my house?\Your still asking?\Didn't you say that you wanted to go to the festival with us?\So we waited for a long time, and we still didn't see you.\Sorry.\That's ok, if we hurry then\we can still catch up with Sakura and the others.\Hey Yuki! response:	Sorry, I really want to sleep.
context: Your still asking?\Didn't you say that you wanted to go to the festival with us?\So we waited for a long time, and we still didn't see you.\Sorry.\That's ok, if we hurry then\we can still catch up with Sakura and the others.\Hey Yuki!\Sorry, I really want to sleep. response:	Yuki.
context: Didn't you say that you wanted to go to the festival with us?\So we waited for a long time, and we still didn't see you.\Sorry.\That's ok, if we hurry then\we can still catch up with Sakura and the others.\Hey Yuki!\Sorry, I really want to sleep.\Yuki. response:	' I wonder who that could be.' I'll go see.
context: So we waited for a long time, and we still didn't see you.\Sorry.\That's ok, if we hurry then\we can still catch up with Sakura and the others.\Hey Yuki!\Sorry, I really want to sleep.\Yuki.\' I wonder who that could be.' I'll go see. response:	Thank you very much.
context: Sorry.\That's ok, if we hurry then\we can still catch up with Sakura and the others.\Hey Yuki!\Sorry, I really want to sleep.\Yuki.\' I wonder who that could be.' I'll go see.\Thank you very much. response:	Yeah.
context: That's ok, if we hurry then\we can still catch up with Sakura and the others.\Hey Yuki!\Sorry, I really want to sleep.\Yuki.\' I wonder who that could be.' I'll go see.\Thank you very much.\Yeah. response:	How come you guys are here?
context: we can still catch up with Sakura and the others.\Hey Yuki!\Sorry, I really want to sleep.\Yuki.\' I wonder who that could be.' I'll go see.\Thank you very much.\Yeah.\How come you guys are here? response:	Happy New Year!
context: Hey Yuki!\Sorry, I really want to sleep.\Yuki.\' I wonder who that could be.' I'll go see.\Thank you very much.\Yeah.\How come you guys are here?\Happy New Year! response:	But why did you come here?
context: Sorry, I really want to sleep.\Yuki.\' I wonder who that could be.' I'll go see.\Thank you very much.\Yeah.\How come you guys are here?\Happy New Year!\But why did you come here? response:	We went with our family to the festival and we were
context: Yuki.\' I wonder who that could be.' I'll go see.\Thank you very much.\Yeah.\How come you guys are here?\Happy New Year!\But why did you come here?\We went with our family to the festival and we were response:	on the way back home.
context: ' I wonder who that could be.' I'll go see.\Thank you very much.\Yeah.\How come you guys are here?\Happy New Year!\But why did you come here?\We went with our family to the festival and we were\on the way back home. response:	But Tomoyo-chan said that we should come and see you.
context: Thank you very much.\Yeah.\How come you guys are here?\Happy New Year!\But why did you come here?\We went with our family to the festival and we were\on the way back home.\But Tomoyo-chan said that we should come and see you. response:	So we came here
context: Yeah.\How come you guys are here?\Happy New Year!\But why did you come here?\We went with our family to the festival and we were\on the way back home.\But Tomoyo-chan said that we should come and see you.\So we came here response:	Oh My, two very cute guests.
context: How come you guys are here?\Happy New Year!\But why did you come here?\We went with our family to the festival and we were\on the way back home.\But Tomoyo-chan said that we should come and see you.\So we came here\Oh My, two very cute guests. response:	Wei-san! Happy New Year.
context: Happy New Year!\But why did you come here?\We went with our family to the festival and we were\on the way back home.\But Tomoyo-chan said that we should come and see you.\So we came here\Oh My, two very cute guests.\Wei-san! Happy New Year. response:	Thank you for coming over.
context: But why did you come here?\We went with our family to the festival and we were\on the way back home.\But Tomoyo-chan said that we should come and see you.\So we came here\Oh My, two very cute guests.\Wei-san! Happy New Year.\Thank you for coming over. response:	Happy New Year!
context: We went with our family to the festival and we were\on the way back home.\But Tomoyo-chan said that we should come and see you.\So we came here\Oh My, two very cute guests.\Wei-san! Happy New Year.\Thank you for coming over.\Happy New Year! response:	Come, Come, hurry and come inside.
context: on the way back home.\But Tomoyo-chan said that we should come and see you.\So we came here\Oh My, two very cute guests.\Wei-san! Happy New Year.\Thank you for coming over.\Happy New Year!\Come, Come, hurry and come inside. response:	I will make some tea.
context: But Tomoyo-chan said that we should come and see you.\So we came here\Oh My, two very cute guests.\Wei-san! Happy New Year.\Thank you for coming over.\Happy New Year!\Come, Come, hurry and come inside.\I will make some tea. response:	But it's not nice to just come in.
context: So we came here\Oh My, two very cute guests.\Wei-san! Happy New Year.\Thank you for coming over.\Happy New Year!\Come, Come, hurry and come inside.\I will make some tea.\But it's not nice to just come in. response:	What are you talking about? Right, Shao Lan?
context: Oh My, two very cute guests.\Wei-san! Happy New Year.\Thank you for coming over.\Happy New Year!\Come, Come, hurry and come inside.\I will make some tea.\But it's not nice to just come in.\What are you talking about? Right, Shao Lan? response:	Yup.
context: Wei-san! Happy New Year.\Thank you for coming over.\Happy New Year!\Come, Come, hurry and come inside.\I will make some tea.\But it's not nice to just come in.\What are you talking about? Right, Shao Lan?\Yup. response:	Since we were invited
context: Thank you for coming over.\Happy New Year!\Come, Come, hurry and come inside.\I will make some tea.\But it's not nice to just come in.\What are you talking about? Right, Shao Lan?\Yup.\Since we were invited response:	why don't we just go in for a while?
context: Happy New Year!\Come, Come, hurry and come inside.\I will make some tea.\But it's not nice to just come in.\What are you talking about? Right, Shao Lan?\Yup.\Since we were invited\why don't we just go in for a while? response:	Right!
context: Come, Come, hurry and come inside.\I will make some tea.\But it's not nice to just come in.\What are you talking about? Right, Shao Lan?\Yup.\Since we were invited\why don't we just go in for a while?\Right! response:	' Please come in.' I'm coming in!
context: I will make some tea.\But it's not nice to just come in.\What are you talking about? Right, Shao Lan?\Yup.\Since we were invited\why don't we just go in for a while?\Right!\' Please come in.' I'm coming in! response:	There's something that smells really good in there.
context: But it's not nice to just come in.\What are you talking about? Right, Shao Lan?\Yup.\Since we were invited\why don't we just go in for a while?\Right!\' Please come in.' I'm coming in!\There's something that smells really good in there. response:	Really!
context: What are you talking about? Right, Shao Lan?\Yup.\Since we were invited\why don't we just go in for a while?\Right!\' Please come in.' I'm coming in!\There's something that smells really good in there.\Really! response:	' I'' Yes?
context: Yup.\Since we were invited\why don't we just go in for a while?\Right!\' Please come in.' I'm coming in!\There's something that smells really good in there.\Really!\' I'' Yes? response:	Thank you.
context: Since we were invited\why don't we just go in for a while?\Right!\' Please come in.' I'm coming in!\There's something that smells really good in there.\Really!\' I'' Yes?\Thank you. response:	Yes.
context: why don't we just go in for a while?\Right!\' Please come in.' I'm coming in!\There's something that smells really good in there.\Really!\' I'' Yes?\Thank you.\Yes. response:	' Thank you very much.' Don't mention it.
context: Right!\' Please come in.' I'm coming in!\There's something that smells really good in there.\Really!\' I'' Yes?\Thank you.\Yes.\' Thank you very much.' Don't mention it. response:	Cute! This is very well made.
context: ' Please come in.' I'm coming in!\There's something that smells really good in there.\Really!\' I'' Yes?\Thank you.\Yes.\' Thank you very much.' Don't mention it.\Cute! This is very well made. response:	This is really really good!
context: There's something that smells really good in there.\Really!\' I'' Yes?\Thank you.\Yes.\' Thank you very much.' Don't mention it.\Cute! This is very well made.\This is really really good! response:	It really is! Did Wei-san make these?
context: Really!\' I'' Yes?\Thank you.\Yes.\' Thank you very much.' Don't mention it.\Cute! This is very well made.\This is really really good!\It really is! Did Wei-san make these? response:	No, it was Shao Lan who made them.
context: ' I'' Yes?\Thank you.\Yes.\' Thank you very much.' Don't mention it.\Cute! This is very well made.\This is really really good!\It really is! Did Wei-san make these?\No, it was Shao Lan who made them. response:	You really know how to make these, Shao Lan-kun!
context: Thank you.\Yes.\' Thank you very much.' Don't mention it.\Cute! This is very well made.\This is really really good!\It really is! Did Wei-san make these?\No, it was Shao Lan who made them.\You really know how to make these, Shao Lan-kun! response:	Sakura'
context: Yes.\' Thank you very much.' Don't mention it.\Cute! This is very well made.\This is really really good!\It really is! Did Wei-san make these?\No, it was Shao Lan who made them.\You really know how to make these, Shao Lan-kun!\Sakura' response:	' What?' No, nothing!
context: ' Thank you very much.' Don't mention it.\Cute! This is very well made.\This is really really good!\It really is! Did Wei-san make these?\No, it was Shao Lan who made them.\You really know how to make these, Shao Lan-kun!\Sakura'\' What?' No, nothing! response:	Before, only family members
context: Cute! This is very well made.\This is really really good!\It really is! Did Wei-san make these?\No, it was Shao Lan who made them.\You really know how to make these, Shao Lan-kun!\Sakura'\' What?' No, nothing!\Before, only family members response:	could call Shao Lan, Shao Lan.
context: This is really really good!\It really is! Did Wei-san make these?\No, it was Shao Lan who made them.\You really know how to make these, Shao Lan-kun!\Sakura'\' What?' No, nothing!\Before, only family members\could call Shao Lan, Shao Lan. response:	So it's like that?
context: It really is! Did Wei-san make these?\No, it was Shao Lan who made them.\You really know how to make these, Shao Lan-kun!\Sakura'\' What?' No, nothing!\Before, only family members\could call Shao Lan, Shao Lan.\So it's like that? response:	This year let's continue our friendship, right, Shao Lan-kun?
context: No, it was Shao Lan who made them.\You really know how to make these, Shao Lan-kun!\Sakura'\' What?' No, nothing!\Before, only family members\could call Shao Lan, Shao Lan.\So it's like that?\This year let's continue our friendship, right, Shao Lan-kun? response:	Yup'
context: You really know how to make these, Shao Lan-kun!\Sakura'\' What?' No, nothing!\Before, only family members\could call Shao Lan, Shao Lan.\So it's like that?\This year let's continue our friendship, right, Shao Lan-kun?\Yup' response:	The food that your dad made is really good.
context: Sakura'\' What?' No, nothing!\Before, only family members\could call Shao Lan, Shao Lan.\So it's like that?\This year let's continue our friendship, right, Shao Lan-kun?\Yup'\The food that your dad made is really good. response:	This one is very good.
context: ' What?' No, nothing!\Before, only family members\could call Shao Lan, Shao Lan.\So it's like that?\This year let's continue our friendship, right, Shao Lan-kun?\Yup'\The food that your dad made is really good.\This one is very good. response:	Having a new year is really good.
context: Before, only family members\could call Shao Lan, Shao Lan.\So it's like that?\This year let's continue our friendship, right, Shao Lan-kun?\Yup'\The food that your dad made is really good.\This one is very good.\Having a new year is really good. response:	But if we could of gone with Yukito-san
context: could call Shao Lan, Shao Lan.\So it's like that?\This year let's continue our friendship, right, Shao Lan-kun?\Yup'\The food that your dad made is really good.\This one is very good.\Having a new year is really good.\But if we could of gone with Yukito-san response:	to the fair then it would be very good.
context: So it's like that?\This year let's continue our friendship, right, Shao Lan-kun?\Yup'\The food that your dad made is really good.\This one is very good.\Having a new year is really good.\But if we could of gone with Yukito-san\to the fair then it would be very good. response:	What's wrong with Snow Rabbit?
context: This year let's continue our friendship, right, Shao Lan-kun?\Yup'\The food that your dad made is really good.\This one is very good.\Having a new year is really good.\But if we could of gone with Yukito-san\to the fair then it would be very good.\What's wrong with Snow Rabbit? response:	He said that he would come to the festival with us today.
context: Yup'\The food that your dad made is really good.\This one is very good.\Having a new year is really good.\But if we could of gone with Yukito-san\to the fair then it would be very good.\What's wrong with Snow Rabbit?\He said that he would come to the festival with us today. response:	But, he said that tomorrow
context: The food that your dad made is really good.\This one is very good.\Having a new year is really good.\But if we could of gone with Yukito-san\to the fair then it would be very good.\What's wrong with Snow Rabbit?\He said that he would come to the festival with us today.\But, he said that tomorrow response:	he's coming to our house!
context: This one is very good.\Having a new year is really good.\But if we could of gone with Yukito-san\to the fair then it would be very good.\What's wrong with Snow Rabbit?\He said that he would come to the festival with us today.\But, he said that tomorrow\he's coming to our house! response:	I think that today he was busy.
context: Having a new year is really good.\But if we could of gone with Yukito-san\to the fair then it would be very good.\What's wrong with Snow Rabbit?\He said that he would come to the festival with us today.\But, he said that tomorrow\he's coming to our house!\I think that today he was busy. response:	Sakura's power isn't enough
context: But if we could of gone with Yukito-san\to the fair then it would be very good.\What's wrong with Snow Rabbit?\He said that he would come to the festival with us today.\But, he said that tomorrow\he's coming to our house!\I think that today he was busy.\Sakura's power isn't enough response:	to keep Yue from staying alive.
context: to the fair then it would be very good.\What's wrong with Snow Rabbit?\He said that he would come to the festival with us today.\But, he said that tomorrow\he's coming to our house!\I think that today he was busy.\Sakura's power isn't enough\to keep Yue from staying alive. response:	So, I could give her some of my power.
context: What's wrong with Snow Rabbit?\He said that he would come to the festival with us today.\But, he said that tomorrow\he's coming to our house!\I think that today he was busy.\Sakura's power isn't enough\to keep Yue from staying alive.\So, I could give her some of my power. response:	If something doesn't change,
context: He said that he would come to the festival with us today.\But, he said that tomorrow\he's coming to our house!\I think that today he was busy.\Sakura's power isn't enough\to keep Yue from staying alive.\So, I could give her some of my power.\If something doesn't change, response:	then Snow Rabbit will'
context: But, he said that tomorrow\he's coming to our house!\I think that today he was busy.\Sakura's power isn't enough\to keep Yue from staying alive.\So, I could give her some of my power.\If something doesn't change,\then Snow Rabbit will' response:	Kero-chan,
context: he's coming to our house!\I think that today he was busy.\Sakura's power isn't enough\to keep Yue from staying alive.\So, I could give her some of my power.\If something doesn't change,\then Snow Rabbit will'\Kero-chan, response:	Kero-chan!
context: I think that today he was busy.\Sakura's power isn't enough\to keep Yue from staying alive.\So, I could give her some of my power.\If something doesn't change,\then Snow Rabbit will'\Kero-chan,\Kero-chan! response:	What's wrong? So he's coming tomorrow? That's great.
context: Sakura's power isn't enough\to keep Yue from staying alive.\So, I could give her some of my power.\If something doesn't change,\then Snow Rabbit will'\Kero-chan,\Kero-chan!\What's wrong? So he's coming tomorrow? That's great. response:	It's a fortune?
context: to keep Yue from staying alive.\So, I could give her some of my power.\If something doesn't change,\then Snow Rabbit will'\Kero-chan,\Kero-chan!\What's wrong? So he's coming tomorrow? That's great.\It's a fortune? response:	That is very weird.
context: So, I could give her some of my power.\If something doesn't change,\then Snow Rabbit will'\Kero-chan,\Kero-chan!\What's wrong? So he's coming tomorrow? That's great.\It's a fortune?\That is very weird. response:	That's what I was saying, but I drew it.
context: If something doesn't change,\then Snow Rabbit will'\Kero-chan,\Kero-chan!\What's wrong? So he's coming tomorrow? That's great.\It's a fortune?\That is very weird.\That's what I was saying, but I drew it. response:	But, isn't it that place where that lady used to be?
context: then Snow Rabbit will'\Kero-chan,\Kero-chan!\What's wrong? So he's coming tomorrow? That's great.\It's a fortune?\That is very weird.\That's what I was saying, but I drew it.\But, isn't it that place where that lady used to be? response:	It could be because of her'
context: Kero-chan,\Kero-chan!\What's wrong? So he's coming tomorrow? That's great.\It's a fortune?\That is very weird.\That's what I was saying, but I drew it.\But, isn't it that place where that lady used to be?\It could be because of her' response:	Why don't you
context: Kero-chan!\What's wrong? So he's coming tomorrow? That's great.\It's a fortune?\That is very weird.\That's what I was saying, but I drew it.\But, isn't it that place where that lady used to be?\It could be because of her'\Why don't you response:	go to sleep and see?
context: What's wrong? So he's coming tomorrow? That's great.\It's a fortune?\That is very weird.\That's what I was saying, but I drew it.\But, isn't it that place where that lady used to be?\It could be because of her'\Why don't you\go to sleep and see? response:	Yes'
context: It's a fortune?\That is very weird.\That's what I was saying, but I drew it.\But, isn't it that place where that lady used to be?\It could be because of her'\Why don't you\go to sleep and see?\Yes' response:	I'm going to turn off the lights ok?
context: That is very weird.\That's what I was saying, but I drew it.\But, isn't it that place where that lady used to be?\It could be because of her'\Why don't you\go to sleep and see?\Yes'\I'm going to turn off the lights ok? response:	Good night, Sakura.
context: That's what I was saying, but I drew it.\But, isn't it that place where that lady used to be?\It could be because of her'\Why don't you\go to sleep and see?\Yes'\I'm going to turn off the lights ok?\Good night, Sakura. response:	Good night, Kero-chan
context: But, isn't it that place where that lady used to be?\It could be because of her'\Why don't you\go to sleep and see?\Yes'\I'm going to turn off the lights ok?\Good night, Sakura.\Good night, Kero-chan response:	Sakura-san. Sakura-san. Come'
context: It could be because of her'\Why don't you\go to sleep and see?\Yes'\I'm going to turn off the lights ok?\Good night, Sakura.\Good night, Kero-chan\Sakura-san. Sakura-san. Come' response:	The Clow key?
context: Why don't you\go to sleep and see?\Yes'\I'm going to turn off the lights ok?\Good night, Sakura.\Good night, Kero-chan\Sakura-san. Sakura-san. Come'\The Clow key? response:	Come'
context: go to sleep and see?\Yes'\I'm going to turn off the lights ok?\Good night, Sakura.\Good night, Kero-chan\Sakura-san. Sakura-san. Come'\The Clow key?\Come' response:	O Key which hides the forces of the stars,
context: Yes'\I'm going to turn off the lights ok?\Good night, Sakura.\Good night, Kero-chan\Sakura-san. Sakura-san. Come'\The Clow key?\Come'\O Key which hides the forces of the stars, response:	reveal thy true form before me.
context: I'm going to turn off the lights ok?\Good night, Sakura.\Good night, Kero-chan\Sakura-san. Sakura-san. Come'\The Clow key?\Come'\O Key which hides the forces of the stars,\reveal thy true form before me. response:	I, Sakura, command thee under contract.
