context: The beach! response:	Take this!
context: Is someone gonna ask Tsurugi out too?\I'm heading back to the inn.\Wait, Tsurugi!\No.\My feelings won't change! I like you!\Are you going out with the guy you spoke about last time?!\If you're not, then...\You balut! response:	What does that mean?!
context: I'm heading back to the inn.\Wait, Tsurugi!\No.\My feelings won't change! I like you!\Are you going out with the guy you spoke about last time?!\If you're not, then...\You balut!\What does that mean?! response:	Does that mean you'll go out with me?!
context: Wait, Tsurugi!\No.\My feelings won't change! I like you!\Are you going out with the guy you spoke about last time?!\If you're not, then...\You balut!\What does that mean?!\Does that mean you'll go out with me?! response:	No!
context: No.\My feelings won't change! I like you!\Are you going out with the guy you spoke about last time?!\If you're not, then...\You balut!\What does that mean?!\Does that mean you'll go out with me?!\No! response:	Balut actually means something quite different.
context: My feelings won't change! I like you!\Are you going out with the guy you spoke about last time?!\If you're not, then...\You balut!\What does that mean?!\Does that mean you'll go out with me?!\No!\Balut actually means something quite different. response:	Smelly and...
context: Are you going out with the guy you spoke about last time?!\If you're not, then...\You balut!\What does that mean?!\Does that mean you'll go out with me?!\No!\Balut actually means something quite different.\Smelly and... response:	What was it again?
context: If you're not, then...\You balut!\What does that mean?!\Does that mean you'll go out with me?!\No!\Balut actually means something quite different.\Smelly and...\What was it again? response:	Huh?
context: You balut!\What does that mean?!\Does that mean you'll go out with me?!\No!\Balut actually means something quite different.\Smelly and...\What was it again?\Huh? response:	Tsurugi!
context: What does that mean?!\Does that mean you'll go out with me?!\No!\Balut actually means something quite different.\Smelly and...\What was it again?\Huh?\Tsurugi! response:	Lonely?
context: Does that mean you'll go out with me?!\No!\Balut actually means something quite different.\Smelly and...\What was it again?\Huh?\Tsurugi!\Lonely? response:	Wait!
context: No!\Balut actually means something quite different.\Smelly and...\What was it again?\Huh?\Tsurugi!\Lonely?\Wait! response:	Stop!
context: Balut actually means something quite different.\Smelly and...\What was it again?\Huh?\Tsurugi!\Lonely?\Wait!\Stop! response:	I'm gonna catch you!
context: Smelly and...\What was it again?\Huh?\Tsurugi!\Lonely?\Wait!\Stop!\I'm gonna catch you! response:	No, you won't!
context: What was it again?\Huh?\Tsurugi!\Lonely?\Wait!\Stop!\I'm gonna catch you!\No, you won't! response:	Yes, I will!
context: Huh?\Tsurugi!\Lonely?\Wait!\Stop!\I'm gonna catch you!\No, you won't!\Yes, I will! response:	They're definitely enjoying their youth...
context: Tsurugi!\Lonely?\Wait!\Stop!\I'm gonna catch you!\No, you won't!\Yes, I will!\They're definitely enjoying their youth... response:	Ko...
context: Lonely?\Wait!\Stop!\I'm gonna catch you!\No, you won't!\Yes, I will!\They're definitely enjoying their youth...\Ko... response:	See ya.
context: Wait!\Stop!\I'm gonna catch you!\No, you won't!\Yes, I will!\They're definitely enjoying their youth...\Ko...\See ya. response:	A Shijima woman never gets depressed!
context: Stop!\I'm gonna catch you!\No, you won't!\Yes, I will!\They're definitely enjoying their youth...\Ko...\See ya.\A Shijima woman never gets depressed! response:	I asked him what he liked about me,
context: I'm gonna catch you!\No, you won't!\Yes, I will!\They're definitely enjoying their youth...\Ko...\See ya.\A Shijima woman never gets depressed!\I asked him what he liked about me, response:	and he replied with Everything.
context: No, you won't!\Yes, I will!\They're definitely enjoying their youth...\Ko...\See ya.\A Shijima woman never gets depressed!\I asked him what he liked about me,\and he replied with Everything. response:	That's an invalid answer, don't you think?
context: Yes, I will!\They're definitely enjoying their youth...\Ko...\See ya.\A Shijima woman never gets depressed!\I asked him what he liked about me,\and he replied with Everything.\That's an invalid answer, don't you think? response:	Oh...
context: They're definitely enjoying their youth...\Ko...\See ya.\A Shijima woman never gets depressed!\I asked him what he liked about me,\and he replied with Everything.\That's an invalid answer, don't you think?\Oh... response:	And so, I turned him down!
context: Ko...\See ya.\A Shijima woman never gets depressed!\I asked him what he liked about me,\and he replied with Everything.\That's an invalid answer, don't you think?\Oh...\And so, I turned him down! response:	You seem pretty calm about all this.
context: See ya.\A Shijima woman never gets depressed!\I asked him what he liked about me,\and he replied with Everything.\That's an invalid answer, don't you think?\Oh...\And so, I turned him down!\You seem pretty calm about all this. response:	What do you mean?
context: A Shijima woman never gets depressed!\I asked him what he liked about me,\and he replied with Everything.\That's an invalid answer, don't you think?\Oh...\And so, I turned him down!\You seem pretty calm about all this.\What do you mean? response:	When a guy told me that he liked me,
context: I asked him what he liked about me,\and he replied with Everything.\That's an invalid answer, don't you think?\Oh...\And so, I turned him down!\You seem pretty calm about all this.\What do you mean?\When a guy told me that he liked me, response:	I drifted off and my heart started beating really fast.
context: and he replied with Everything.\That's an invalid answer, don't you think?\Oh...\And so, I turned him down!\You seem pretty calm about all this.\What do you mean?\When a guy told me that he liked me,\I drifted off and my heart started beating really fast. response:	And then, I exploded.
context: That's an invalid answer, don't you think?\Oh...\And so, I turned him down!\You seem pretty calm about all this.\What do you mean?\When a guy told me that he liked me,\I drifted off and my heart started beating really fast.\And then, I exploded. response:	I'm not sure I understand,
context: Oh...\And so, I turned him down!\You seem pretty calm about all this.\What do you mean?\When a guy told me that he liked me,\I drifted off and my heart started beating really fast.\And then, I exploded.\I'm not sure I understand, response:	but I know what you mean by your heart beating faster.
context: And so, I turned him down!\You seem pretty calm about all this.\What do you mean?\When a guy told me that he liked me,\I drifted off and my heart started beating really fast.\And then, I exploded.\I'm not sure I understand,\but I know what you mean by your heart beating faster. response:	Hearing someone say they like you is a good feeling, don't you think?
context: You seem pretty calm about all this.\What do you mean?\When a guy told me that he liked me,\I drifted off and my heart started beating really fast.\And then, I exploded.\I'm not sure I understand,\but I know what you mean by your heart beating faster.\Hearing someone say they like you is a good feeling, don't you think? response:	But don't you have a fiance?
context: What do you mean?\When a guy told me that he liked me,\I drifted off and my heart started beating really fast.\And then, I exploded.\I'm not sure I understand,\but I know what you mean by your heart beating faster.\Hearing someone say they like you is a good feeling, don't you think?\But don't you have a fiance? response:	That's got nothing to do with this.
context: When a guy told me that he liked me,\I drifted off and my heart started beating really fast.\And then, I exploded.\I'm not sure I understand,\but I know what you mean by your heart beating faster.\Hearing someone say they like you is a good feeling, don't you think?\But don't you have a fiance?\That's got nothing to do with this. response:	What?
context: I drifted off and my heart started beating really fast.\And then, I exploded.\I'm not sure I understand,\but I know what you mean by your heart beating faster.\Hearing someone say they like you is a good feeling, don't you think?\But don't you have a fiance?\That's got nothing to do with this.\What? response:	That's because hearing someone say that to you makes you happy!
context: And then, I exploded.\I'm not sure I understand,\but I know what you mean by your heart beating faster.\Hearing someone say they like you is a good feeling, don't you think?\But don't you have a fiance?\That's got nothing to do with this.\What?\That's because hearing someone say that to you makes you happy! response:	Hey, it's Yosuke!
context: I'm not sure I understand,\but I know what you mean by your heart beating faster.\Hearing someone say they like you is a good feeling, don't you think?\But don't you have a fiance?\That's got nothing to do with this.\What?\That's because hearing someone say that to you makes you happy!\Hey, it's Yosuke! response:	Hey!
context: but I know what you mean by your heart beating faster.\Hearing someone say they like you is a good feeling, don't you think?\But don't you have a fiance?\That's got nothing to do with this.\What?\That's because hearing someone say that to you makes you happy!\Hey, it's Yosuke!\Hey! response:	I don't really understand you, Yuina.
context: Hearing someone say they like you is a good feeling, don't you think?\But don't you have a fiance?\That's got nothing to do with this.\What?\That's because hearing someone say that to you makes you happy!\Hey, it's Yosuke!\Hey!\I don't really understand you, Yuina. response:	What?
context: But don't you have a fiance?\That's got nothing to do with this.\What?\That's because hearing someone say that to you makes you happy!\Hey, it's Yosuke!\Hey!\I don't really understand you, Yuina.\What? response:	Why not? I'm kinda hurt!
context: That's got nothing to do with this.\What?\That's because hearing someone say that to you makes you happy!\Hey, it's Yosuke!\Hey!\I don't really understand you, Yuina.\What?\Why not? I'm kinda hurt! response:	Your class went to the beach on the first day, right, Ohana?
context: What?\That's because hearing someone say that to you makes you happy!\Hey, it's Yosuke!\Hey!\I don't really understand you, Yuina.\What?\Why not? I'm kinda hurt!\Your class went to the beach on the first day, right, Ohana? response:	I'm so jealous of you.
context: That's because hearing someone say that to you makes you happy!\Hey, it's Yosuke!\Hey!\I don't really understand you, Yuina.\What?\Why not? I'm kinda hurt!\Your class went to the beach on the first day, right, Ohana?\I'm so jealous of you. response:	Where did your class go, Nakochi?
context: Hey, it's Yosuke!\Hey!\I don't really understand you, Yuina.\What?\Why not? I'm kinda hurt!\Your class went to the beach on the first day, right, Ohana?\I'm so jealous of you.\Where did your class go, Nakochi? response:	We toured the livestock industry and some ruins.
context: Hey!\I don't really understand you, Yuina.\What?\Why not? I'm kinda hurt!\Your class went to the beach on the first day, right, Ohana?\I'm so jealous of you.\Where did your class go, Nakochi?\We toured the livestock industry and some ruins. response:	Sounds exciting...
context: I don't really understand you, Yuina.\What?\Why not? I'm kinda hurt!\Your class went to the beach on the first day, right, Ohana?\I'm so jealous of you.\Where did your class go, Nakochi?\We toured the livestock industry and some ruins.\Sounds exciting... response:	Not really.
context: What?\Why not? I'm kinda hurt!\Your class went to the beach on the first day, right, Ohana?\I'm so jealous of you.\Where did your class go, Nakochi?\We toured the livestock industry and some ruins.\Sounds exciting...\Not really. response:	I wanted to swim.
context: Why not? I'm kinda hurt!\Your class went to the beach on the first day, right, Ohana?\I'm so jealous of you.\Where did your class go, Nakochi?\We toured the livestock industry and some ruins.\Sounds exciting...\Not really.\I wanted to swim. response:	But I'll be swimming tomorrow!
context: Your class went to the beach on the first day, right, Ohana?\I'm so jealous of you.\Where did your class go, Nakochi?\We toured the livestock industry and some ruins.\Sounds exciting...\Not really.\I wanted to swim.\But I'll be swimming tomorrow! response:	I even brought the swimsuit I wear in competitions with me!
context: I'm so jealous of you.\Where did your class go, Nakochi?\We toured the livestock industry and some ruins.\Sounds exciting...\Not really.\I wanted to swim.\But I'll be swimming tomorrow!\I even brought the swimsuit I wear in competitions with me! response:	What happened to Minchi?
context: Where did your class go, Nakochi?\We toured the livestock industry and some ruins.\Sounds exciting...\Not really.\I wanted to swim.\But I'll be swimming tomorrow!\I even brought the swimsuit I wear in competitions with me!\What happened to Minchi? response:	Someone asked her out!
context: We toured the livestock industry and some ruins.\Sounds exciting...\Not really.\I wanted to swim.\But I'll be swimming tomorrow!\I even brought the swimsuit I wear in competitions with me!\What happened to Minchi?\Someone asked her out! response:	You don't need to tell people that!
context: Sounds exciting...\Not really.\I wanted to swim.\But I'll be swimming tomorrow!\I even brought the swimsuit I wear in competitions with me!\What happened to Minchi?\Someone asked her out!\You don't need to tell people that! response:	So, what was your answer?
context: Not really.\I wanted to swim.\But I'll be swimming tomorrow!\I even brought the swimsuit I wear in competitions with me!\What happened to Minchi?\Someone asked her out!\You don't need to tell people that!\So, what was your answer? response:	Don't ask about it!
context: I wanted to swim.\But I'll be swimming tomorrow!\I even brought the swimsuit I wear in competitions with me!\What happened to Minchi?\Someone asked her out!\You don't need to tell people that!\So, what was your answer?\Don't ask about it! response:	Looks like everyone from Kissuiso's really close.
context: But I'll be swimming tomorrow!\I even brought the swimsuit I wear in competitions with me!\What happened to Minchi?\Someone asked her out!\You don't need to tell people that!\So, what was your answer?\Don't ask about it!\Looks like everyone from Kissuiso's really close. response:	Okay, everyone!
context: I even brought the swimsuit I wear in competitions with me!\What happened to Minchi?\Someone asked her out!\You don't need to tell people that!\So, what was your answer?\Don't ask about it!\Looks like everyone from Kissuiso's really close.\Okay, everyone! response:	Let's dig in!
context: What happened to Minchi?\Someone asked her out!\You don't need to tell people that!\So, what was your answer?\Don't ask about it!\Looks like everyone from Kissuiso's really close.\Okay, everyone!\Let's dig in! response:	Gladly!
context: Someone asked her out!\You don't need to tell people that!\So, what was your answer?\Don't ask about it!\Looks like everyone from Kissuiso's really close.\Okay, everyone!\Let's dig in!\Gladly! response:	This is so good!
context: You don't need to tell people that!\So, what was your answer?\Don't ask about it!\Looks like everyone from Kissuiso's really close.\Okay, everyone!\Let's dig in!\Gladly!\This is so good! response:	Yeah!
context: So, what was your answer?\Don't ask about it!\Looks like everyone from Kissuiso's really close.\Okay, everyone!\Let's dig in!\Gladly!\This is so good!\Yeah! response:	There are so many of us in here...
context: Don't ask about it!\Looks like everyone from Kissuiso's really close.\Okay, everyone!\Let's dig in!\Gladly!\This is so good!\Yeah!\There are so many of us in here... response:	Yeah, we never see anything like this at Kissuiso.
context: Looks like everyone from Kissuiso's really close.\Okay, everyone!\Let's dig in!\Gladly!\This is so good!\Yeah!\There are so many of us in here...\Yeah, we never see anything like this at Kissuiso. response:	Really?
context: Okay, everyone!\Let's dig in!\Gladly!\This is so good!\Yeah!\There are so many of us in here...\Yeah, we never see anything like this at Kissuiso.\Really? response:	This happens quite frequently at Fukuya.
context: Let's dig in!\Gladly!\This is so good!\Yeah!\There are so many of us in here...\Yeah, we never see anything like this at Kissuiso.\Really?\This happens quite frequently at Fukuya. response:	There's no way we can serve this many customers at our inn!
context: Gladly!\This is so good!\Yeah!\There are so many of us in here...\Yeah, we never see anything like this at Kissuiso.\Really?\This happens quite frequently at Fukuya.\There's no way we can serve this many customers at our inn! response:	It'd be midnight before we even finished the place settings!
context: This is so good!\Yeah!\There are so many of us in here...\Yeah, we never see anything like this at Kissuiso.\Really?\This happens quite frequently at Fukuya.\There's no way we can serve this many customers at our inn!\It'd be midnight before we even finished the place settings! response:	We probably wouldn't have enough tables and plates...
context: Yeah!\There are so many of us in here...\Yeah, we never see anything like this at Kissuiso.\Really?\This happens quite frequently at Fukuya.\There's no way we can serve this many customers at our inn!\It'd be midnight before we even finished the place settings!\We probably wouldn't have enough tables and plates... response:	The kitchen would explode.
context: There are so many of us in here...\Yeah, we never see anything like this at Kissuiso.\Really?\This happens quite frequently at Fukuya.\There's no way we can serve this many customers at our inn!\It'd be midnight before we even finished the place settings!\We probably wouldn't have enough tables and plates...\The kitchen would explode. response:	They're incredible...
context: Yeah, we never see anything like this at Kissuiso.\Really?\This happens quite frequently at Fukuya.\There's no way we can serve this many customers at our inn!\It'd be midnight before we even finished the place settings!\We probably wouldn't have enough tables and plates...\The kitchen would explode.\They're incredible... response:	It only took four of them to set up all the tables.
context: Really?\This happens quite frequently at Fukuya.\There's no way we can serve this many customers at our inn!\It'd be midnight before we even finished the place settings!\We probably wouldn't have enough tables and plates...\The kitchen would explode.\They're incredible...\It only took four of them to set up all the tables. response:	Hello?
context: This happens quite frequently at Fukuya.\There's no way we can serve this many customers at our inn!\It'd be midnight before we even finished the place settings!\We probably wouldn't have enough tables and plates...\The kitchen would explode.\They're incredible...\It only took four of them to set up all the tables.\Hello? response:	Long time.
context: There's no way we can serve this many customers at our inn!\It'd be midnight before we even finished the place settings!\We probably wouldn't have enough tables and plates...\The kitchen would explode.\They're incredible...\It only took four of them to set up all the tables.\Hello?\Long time. response:	Don't take calls during your shift!
context: It'd be midnight before we even finished the place settings!\We probably wouldn't have enough tables and plates...\The kitchen would explode.\They're incredible...\It only took four of them to set up all the tables.\Hello?\Long time.\Don't take calls during your shift! response:	Hello?
context: We probably wouldn't have enough tables and plates...\The kitchen would explode.\They're incredible...\It only took four of them to set up all the tables.\Hello?\Long time.\Don't take calls during your shift!\Hello? response:	Turn it off!
context: The kitchen would explode.\They're incredible...\It only took four of them to set up all the tables.\Hello?\Long time.\Don't take calls during your shift!\Hello?\Turn it off! response:	Never mind, I take it back.
context: They're incredible...\It only took four of them to set up all the tables.\Hello?\Long time.\Don't take calls during your shift!\Hello?\Turn it off!\Never mind, I take it back. response:	The food was great!
context: It only took four of them to set up all the tables.\Hello?\Long time.\Don't take calls during your shift!\Hello?\Turn it off!\Never mind, I take it back.\The food was great! response:	Yeah!
context: Hello?\Long time.\Don't take calls during your shift!\Hello?\Turn it off!\Never mind, I take it back.\The food was great!\Yeah! response:	And now, the bath awaits us!
context: Long time.\Don't take calls during your shift!\Hello?\Turn it off!\Never mind, I take it back.\The food was great!\Yeah!\And now, the bath awaits us! response:	There we go!
context: Don't take calls during your shift!\Hello?\Turn it off!\Never mind, I take it back.\The food was great!\Yeah!\And now, the bath awaits us!\There we go! response:	You don't need to do that when you're on a field trip, though...
context: Hello?\Turn it off!\Never mind, I take it back.\The food was great!\Yeah!\And now, the bath awaits us!\There we go!\You don't need to do that when you're on a field trip, though... response:	Well, it eases our minds.
context: Turn it off!\Never mind, I take it back.\The food was great!\Yeah!\And now, the bath awaits us!\There we go!\You don't need to do that when you're on a field trip, though...\Well, it eases our minds. response:	Right?
context: Never mind, I take it back.\The food was great!\Yeah!\And now, the bath awaits us!\There we go!\You don't need to do that when you're on a field trip, though...\Well, it eases our minds.\Right? response:	Yeah.
context: The food was great!\Yeah!\And now, the bath awaits us!\There we go!\You don't need to do that when you're on a field trip, though...\Well, it eases our minds.\Right?\Yeah. response:	It's kinda like swimming
context: Yeah!\And now, the bath awaits us!\There we go!\You don't need to do that when you're on a field trip, though...\Well, it eases our minds.\Right?\Yeah.\It's kinda like swimming response:	freestyle and breathing on your left stroke.
context: And now, the bath awaits us!\There we go!\You don't need to do that when you're on a field trip, though...\Well, it eases our minds.\Right?\Yeah.\It's kinda like swimming\freestyle and breathing on your left stroke. response:	I have no idea what that even means.
context: There we go!\You don't need to do that when you're on a field trip, though...\Well, it eases our minds.\Right?\Yeah.\It's kinda like swimming\freestyle and breathing on your left stroke.\I have no idea what that even means. response:	I got so sunburned!
context: You don't need to do that when you're on a field trip, though...\Well, it eases our minds.\Right?\Yeah.\It's kinda like swimming\freestyle and breathing on your left stroke.\I have no idea what that even means.\I got so sunburned! response:	Me too!
context: Well, it eases our minds.\Right?\Yeah.\It's kinda like swimming\freestyle and breathing on your left stroke.\I have no idea what that even means.\I got so sunburned!\Me too! response:	Oh, no! I forgot my lotion!
context: Right?\Yeah.\It's kinda like swimming\freestyle and breathing on your left stroke.\I have no idea what that even means.\I got so sunburned!\Me too!\Oh, no! I forgot my lotion! response:	You can borrow mine!
context: Yeah.\It's kinda like swimming\freestyle and breathing on your left stroke.\I have no idea what that even means.\I got so sunburned!\Me too!\Oh, no! I forgot my lotion!\You can borrow mine! response:	I wonder what the bath is like.
context: It's kinda like swimming\freestyle and breathing on your left stroke.\I have no idea what that even means.\I got so sunburned!\Me too!\Oh, no! I forgot my lotion!\You can borrow mine!\I wonder what the bath is like. response:	I bet it's huge!
context: freestyle and breathing on your left stroke.\I have no idea what that even means.\I got so sunburned!\Me too!\Oh, no! I forgot my lotion!\You can borrow mine!\I wonder what the bath is like.\I bet it's huge! response:	It is!
context: I have no idea what that even means.\I got so sunburned!\Me too!\Oh, no! I forgot my lotion!\You can borrow mine!\I wonder what the bath is like.\I bet it's huge!\It is! response:	That's as long as it's the same as when I last visited a long time ago.
context: I got so sunburned!\Me too!\Oh, no! I forgot my lotion!\You can borrow mine!\I wonder what the bath is like.\I bet it's huge!\It is!\That's as long as it's the same as when I last visited a long time ago. response:	Oh, right! You're this inn's fiance!
context: Me too!\Oh, no! I forgot my lotion!\You can borrow mine!\I wonder what the bath is like.\I bet it's huge!\It is!\That's as long as it's the same as when I last visited a long time ago.\Oh, right! You're this inn's fiance! response:	You can't be engaged to an inn.
context: Oh, no! I forgot my lotion!\You can borrow mine!\I wonder what the bath is like.\I bet it's huge!\It is!\That's as long as it's the same as when I last visited a long time ago.\Oh, right! You're this inn's fiance!\You can't be engaged to an inn. response:	I'm so jealous, Yuina!
context: You can borrow mine!\I wonder what the bath is like.\I bet it's huge!\It is!\That's as long as it's the same as when I last visited a long time ago.\Oh, right! You're this inn's fiance!\You can't be engaged to an inn.\I'm so jealous, Yuina! response:	If I had started studying this as a young child,
context: I wonder what the bath is like.\I bet it's huge!\It is!\That's as long as it's the same as when I last visited a long time ago.\Oh, right! You're this inn's fiance!\You can't be engaged to an inn.\I'm so jealous, Yuina!\If I had started studying this as a young child, response:	I'd be a full-fledged waitress by now!
context: I bet it's huge!\It is!\That's as long as it's the same as when I last visited a long time ago.\Oh, right! You're this inn's fiance!\You can't be engaged to an inn.\I'm so jealous, Yuina!\If I had started studying this as a young child,\I'd be a full-fledged waitress by now! response:	What?
context: It is!\That's as long as it's the same as when I last visited a long time ago.\Oh, right! You're this inn's fiance!\You can't be engaged to an inn.\I'm so jealous, Yuina!\If I had started studying this as a young child,\I'd be a full-fledged waitress by now!\What? response:	You want to be a waitress, Ohana?
context: That's as long as it's the same as when I last visited a long time ago.\Oh, right! You're this inn's fiance!\You can't be engaged to an inn.\I'm so jealous, Yuina!\If I had started studying this as a young child,\I'd be a full-fledged waitress by now!\What?\You want to be a waitress, Ohana? response:	Yeah!
context: Oh, right! You're this inn's fiance!\You can't be engaged to an inn.\I'm so jealous, Yuina!\If I had started studying this as a young child,\I'd be a full-fledged waitress by now!\What?\You want to be a waitress, Ohana?\Yeah! response:	Huh?
context: You can't be engaged to an inn.\I'm so jealous, Yuina!\If I had started studying this as a young child,\I'd be a full-fledged waitress by now!\What?\You want to be a waitress, Ohana?\Yeah!\Huh? response:	What?
context: I'm so jealous, Yuina!\If I had started studying this as a young child,\I'd be a full-fledged waitress by now!\What?\You want to be a waitress, Ohana?\Yeah!\Huh?\What? response:	Wait...
context: If I had started studying this as a young child,\I'd be a full-fledged waitress by now!\What?\You want to be a waitress, Ohana?\Yeah!\Huh?\What?\Wait... response:	Do I?
context: I'd be a full-fledged waitress by now!\What?\You want to be a waitress, Ohana?\Yeah!\Huh?\What?\Wait...\Do I? response:	What are you talking about?
context: What?\You want to be a waitress, Ohana?\Yeah!\Huh?\What?\Wait...\Do I?\What are you talking about? response:	I don't really know either,
context: You want to be a waitress, Ohana?\Yeah!\Huh?\What?\Wait...\Do I?\What are you talking about?\I don't really know either, response:	but I wanna fest it up, so I can do my work at the inn properly!
context: Yeah!\Huh?\What?\Wait...\Do I?\What are you talking about?\I don't really know either,\but I wanna fest it up, so I can do my work at the inn properly! response:	That's how I feel right now.
context: Huh?\What?\Wait...\Do I?\What are you talking about?\I don't really know either,\but I wanna fest it up, so I can do my work at the inn properly!\That's how I feel right now. response:	Oh... fest it up.
context: What?\Wait...\Do I?\What are you talking about?\I don't really know either,\but I wanna fest it up, so I can do my work at the inn properly!\That's how I feel right now.\Oh... fest it up. response:	Yes?
context: Wait...\Do I?\What are you talking about?\I don't really know either,\but I wanna fest it up, so I can do my work at the inn properly!\That's how I feel right now.\Oh... fest it up.\Yes? response:	You said that to me before.
context: Do I?\What are you talking about?\I don't really know either,\but I wanna fest it up, so I can do my work at the inn properly!\That's how I feel right now.\Oh... fest it up.\Yes?\You said that to me before. response:	What does it mean?
context: What are you talking about?\I don't really know either,\but I wanna fest it up, so I can do my work at the inn properly!\That's how I feel right now.\Oh... fest it up.\Yes?\You said that to me before.\What does it mean? response:	Let's see...
context: I don't really know either,\but I wanna fest it up, so I can do my work at the inn properly!\That's how I feel right now.\Oh... fest it up.\Yes?\You said that to me before.\What does it mean?\Let's see... response:	It's kinda like wanting to work towards a goal.
context: but I wanna fest it up, so I can do my work at the inn properly!\That's how I feel right now.\Oh... fest it up.\Yes?\You said that to me before.\What does it mean?\Let's see...\It's kinda like wanting to work towards a goal. response:	Whee!
context: That's how I feel right now.\Oh... fest it up.\Yes?\You said that to me before.\What does it mean?\Let's see...\It's kinda like wanting to work towards a goal.\Whee! response:	In that case,
context: Oh... fest it up.\Yes?\You said that to me before.\What does it mean?\Let's see...\It's kinda like wanting to work towards a goal.\Whee!\In that case, response:	I'll fest it up in the hopes of becoming friends with you!
context: Yes?\You said that to me before.\What does it mean?\Let's see...\It's kinda like wanting to work towards a goal.\Whee!\In that case,\I'll fest it up in the hopes of becoming friends with you! response:	W-We're not friends?
context: You said that to me before.\What does it mean?\Let's see...\It's kinda like wanting to work towards a goal.\Whee!\In that case,\I'll fest it up in the hopes of becoming friends with you!\W-We're not friends? response:	I wanna become even better friends - fest.
context: What does it mean?\Let's see...\It's kinda like wanting to work towards a goal.\Whee!\In that case,\I'll fest it up in the hopes of becoming friends with you!\W-We're not friends?\I wanna become even better friends - fest. response:	You're using it wrong!
context: Let's see...\It's kinda like wanting to work towards a goal.\Whee!\In that case,\I'll fest it up in the hopes of becoming friends with you!\W-We're not friends?\I wanna become even better friends - fest.\You're using it wrong! response:	I wanna become even better friends!
context: It's kinda like wanting to work towards a goal.\Whee!\In that case,\I'll fest it up in the hopes of becoming friends with you!\W-We're not friends?\I wanna become even better friends - fest.\You're using it wrong!\I wanna become even better friends! response:	Bath.
context: Whee!\In that case,\I'll fest it up in the hopes of becoming friends with you!\W-We're not friends?\I wanna become even better friends - fest.\You're using it wrong!\I wanna become even better friends!\Bath. response:	What was that?
context: In that case,\I'll fest it up in the hopes of becoming friends with you!\W-We're not friends?\I wanna become even better friends - fest.\You're using it wrong!\I wanna become even better friends!\Bath.\What was that? response:	Hurry up and take these dirty plates away!
context: I'll fest it up in the hopes of becoming friends with you!\W-We're not friends?\I wanna become even better friends - fest.\You're using it wrong!\I wanna become even better friends!\Bath.\What was that?\Hurry up and take these dirty plates away! response:	They're waiting to clean them!
context: W-We're not friends?\I wanna become even better friends - fest.\You're using it wrong!\I wanna become even better friends!\Bath.\What was that?\Hurry up and take these dirty plates away!\They're waiting to clean them! response:	Okay...
context: I wanna become even better friends - fest.\You're using it wrong!\I wanna become even better friends!\Bath.\What was that?\Hurry up and take these dirty plates away!\They're waiting to clean them!\Okay... response:	Could you move any slower?
context: You're using it wrong!\I wanna become even better friends!\Bath.\What was that?\Hurry up and take these dirty plates away!\They're waiting to clean them!\Okay...\Could you move any slower? response:	Hey! Why are you staring?!
context: I wanna become even better friends!\Bath.\What was that?\Hurry up and take these dirty plates away!\They're waiting to clean them!\Okay...\Could you move any slower?\Hey! Why are you staring?! response:	I-I'm sorry!
context: Bath.\What was that?\Hurry up and take these dirty plates away!\They're waiting to clean them!\Okay...\Could you move any slower?\Hey! Why are you staring?!\I-I'm sorry! response:	You're so scary, Yosuke.
context: What was that?\Hurry up and take these dirty plates away!\They're waiting to clean them!\Okay...\Could you move any slower?\Hey! Why are you staring?!\I-I'm sorry!\You're so scary, Yosuke. response:	Oh, it's you, Yuina!
context: Hurry up and take these dirty plates away!\They're waiting to clean them!\Okay...\Could you move any slower?\Hey! Why are you staring?!\I-I'm sorry!\You're so scary, Yosuke.\Oh, it's you, Yuina! response:	Yosuke, these are Ohana and Tsurugi.
context: They're waiting to clean them!\Okay...\Could you move any slower?\Hey! Why are you staring?!\I-I'm sorry!\You're so scary, Yosuke.\Oh, it's you, Yuina!\Yosuke, these are Ohana and Tsurugi. response:	They work at Kissuiso.
context: Okay...\Could you move any slower?\Hey! Why are you staring?!\I-I'm sorry!\You're so scary, Yosuke.\Oh, it's you, Yuina!\Yosuke, these are Ohana and Tsurugi.\They work at Kissuiso. response:	H-Hi.
context: Could you move any slower?\Hey! Why are you staring?!\I-I'm sorry!\You're so scary, Yosuke.\Oh, it's you, Yuina!\Yosuke, these are Ohana and Tsurugi.\They work at Kissuiso.\H-Hi. response:	Nice to meet you.
context: Hey! Why are you staring?!\I-I'm sorry!\You're so scary, Yosuke.\Oh, it's you, Yuina!\Yosuke, these are Ohana and Tsurugi.\They work at Kissuiso.\H-Hi.\Nice to meet you. response:	Kissuiso?
context: I-I'm sorry!\You're so scary, Yosuke.\Oh, it's you, Yuina!\Yosuke, these are Ohana and Tsurugi.\They work at Kissuiso.\H-Hi.\Nice to meet you.\Kissuiso? response:	It's an inn in Yunosagi.
context: You're so scary, Yosuke.\Oh, it's you, Yuina!\Yosuke, these are Ohana and Tsurugi.\They work at Kissuiso.\H-Hi.\Nice to meet you.\Kissuiso?\It's an inn in Yunosagi. response:	Never heard of it.
context: Oh, it's you, Yuina!\Yosuke, these are Ohana and Tsurugi.\They work at Kissuiso.\H-Hi.\Nice to meet you.\Kissuiso?\It's an inn in Yunosagi.\Never heard of it. response:	Mind if we take a look around here?
