context: See ya. response:	S-See you later?
context: All right, Tsumugu.\Why do we have to...\This is the job of the surface people!\Then you shouldn't have volunteered.\The surface people don't have a clue.\That's why we have to keep an eye on them.\Jeez.\Why did you offer to make this? response:	My family are fishermen.
context: Why do we have to...\This is the job of the surface people!\Then you shouldn't have volunteered.\The surface people don't have a clue.\That's why we have to keep an eye on them.\Jeez.\Why did you offer to make this?\My family are fishermen. response:	We live off the sea, so I wanted the chance to give the proper thanks.
context: This is the job of the surface people!\Then you shouldn't have volunteered.\The surface people don't have a clue.\That's why we have to keep an eye on them.\Jeez.\Why did you offer to make this?\My family are fishermen.\We live off the sea, so I wanted the chance to give the proper thanks. response:	That means we need to do the Ofunehiki.
context: Then you shouldn't have volunteered.\The surface people don't have a clue.\That's why we have to keep an eye on them.\Jeez.\Why did you offer to make this?\My family are fishermen.\We live off the sea, so I wanted the chance to give the proper thanks.\That means we need to do the Ofunehiki. response:	I heard that Uroko-sama actually exists.
context: The surface people don't have a clue.\That's why we have to keep an eye on them.\Jeez.\Why did you offer to make this?\My family are fishermen.\We live off the sea, so I wanted the chance to give the proper thanks.\That means we need to do the Ofunehiki.\I heard that Uroko-sama actually exists. response:	Huh? Yeah.
context: That's why we have to keep an eye on them.\Jeez.\Why did you offer to make this?\My family are fishermen.\We live off the sea, so I wanted the chance to give the proper thanks.\That means we need to do the Ofunehiki.\I heard that Uroko-sama actually exists.\Huh? Yeah. response:	He's sort of a pervy old man though.
context: Jeez.\Why did you offer to make this?\My family are fishermen.\We live off the sea, so I wanted the chance to give the proper thanks.\That means we need to do the Ofunehiki.\I heard that Uroko-sama actually exists.\Huh? Yeah.\He's sort of a pervy old man though. response:	He's sort of in between an old man and a young guy.
context: Why did you offer to make this?\My family are fishermen.\We live off the sea, so I wanted the chance to give the proper thanks.\That means we need to do the Ofunehiki.\I heard that Uroko-sama actually exists.\Huh? Yeah.\He's sort of a pervy old man though.\He's sort of in between an old man and a young guy. response:	I see. So he does exist.
context: My family are fishermen.\We live off the sea, so I wanted the chance to give the proper thanks.\That means we need to do the Ofunehiki.\I heard that Uroko-sama actually exists.\Huh? Yeah.\He's sort of a pervy old man though.\He's sort of in between an old man and a young guy.\I see. So he does exist. response:	Then what about saltflake snow?
context: We live off the sea, so I wanted the chance to give the proper thanks.\That means we need to do the Ofunehiki.\I heard that Uroko-sama actually exists.\Huh? Yeah.\He's sort of a pervy old man though.\He's sort of in between an old man and a young guy.\I see. So he does exist.\Then what about saltflake snow? response:	When salt falls down like snow.
context: That means we need to do the Ofunehiki.\I heard that Uroko-sama actually exists.\Huh? Yeah.\He's sort of a pervy old man though.\He's sort of in between an old man and a young guy.\I see. So he does exist.\Then what about saltflake snow?\When salt falls down like snow. response:	Oh, and if sacred fire burns inside the sea,
context: I heard that Uroko-sama actually exists.\Huh? Yeah.\He's sort of a pervy old man though.\He's sort of in between an old man and a young guy.\I see. So he does exist.\Then what about saltflake snow?\When salt falls down like snow.\Oh, and if sacred fire burns inside the sea, response:	then how do you actually get it to go out?
context: Huh? Yeah.\He's sort of a pervy old man though.\He's sort of in between an old man and a young guy.\I see. So he does exist.\Then what about saltflake snow?\When salt falls down like snow.\Oh, and if sacred fire burns inside the sea,\then how do you actually get it to go out? response:	You know quite a bit, Tsumugu-kun, about Shioshishio.
context: He's sort of a pervy old man though.\He's sort of in between an old man and a young guy.\I see. So he does exist.\Then what about saltflake snow?\When salt falls down like snow.\Oh, and if sacred fire burns inside the sea,\then how do you actually get it to go out?\You know quite a bit, Tsumugu-kun, about Shioshishio. response:	Yeah.
context: He's sort of in between an old man and a young guy.\I see. So he does exist.\Then what about saltflake snow?\When salt falls down like snow.\Oh, and if sacred fire burns inside the sea,\then how do you actually get it to go out?\You know quite a bit, Tsumugu-kun, about Shioshishio.\Yeah. response:	On days that are really sunny,
context: I see. So he does exist.\Then what about saltflake snow?\When salt falls down like snow.\Oh, and if sacred fire burns inside the sea,\then how do you actually get it to go out?\You know quite a bit, Tsumugu-kun, about Shioshishio.\Yeah.\On days that are really sunny, response:	because of the refraction of the light,
context: Then what about saltflake snow?\When salt falls down like snow.\Oh, and if sacred fire burns inside the sea,\then how do you actually get it to go out?\You know quite a bit, Tsumugu-kun, about Shioshishio.\Yeah.\On days that are really sunny,\because of the refraction of the light, response:	there are times when you can just make out the village.
context: When salt falls down like snow.\Oh, and if sacred fire burns inside the sea,\then how do you actually get it to go out?\You know quite a bit, Tsumugu-kun, about Shioshishio.\Yeah.\On days that are really sunny,\because of the refraction of the light,\there are times when you can just make out the village. response:	White roofs reflect light among the swells...
context: Oh, and if sacred fire burns inside the sea,\then how do you actually get it to go out?\You know quite a bit, Tsumugu-kun, about Shioshishio.\Yeah.\On days that are really sunny,\because of the refraction of the light,\there are times when you can just make out the village.\White roofs reflect light among the swells... response:	Just like the sound of waves,
context: then how do you actually get it to go out?\You know quite a bit, Tsumugu-kun, about Shioshishio.\Yeah.\On days that are really sunny,\because of the refraction of the light,\there are times when you can just make out the village.\White roofs reflect light among the swells...\Just like the sound of waves, response:	I can hear singing resound farther, then nearer.
context: You know quite a bit, Tsumugu-kun, about Shioshishio.\Yeah.\On days that are really sunny,\because of the refraction of the light,\there are times when you can just make out the village.\White roofs reflect light among the swells...\Just like the sound of waves,\I can hear singing resound farther, then nearer. response:	I think the Village of the Sea is great.
context: Yeah.\On days that are really sunny,\because of the refraction of the light,\there are times when you can just make out the village.\White roofs reflect light among the swells...\Just like the sound of waves,\I can hear singing resound farther, then nearer.\I think the Village of the Sea is great. response:	For someone on the surface to care so much about the village...
context: On days that are really sunny,\because of the refraction of the light,\there are times when you can just make out the village.\White roofs reflect light among the swells...\Just like the sound of waves,\I can hear singing resound farther, then nearer.\I think the Village of the Sea is great.\For someone on the surface to care so much about the village... response:	Isn't that great?
context: because of the refraction of the light,\there are times when you can just make out the village.\White roofs reflect light among the swells...\Just like the sound of waves,\I can hear singing resound farther, then nearer.\I think the Village of the Sea is great.\For someone on the surface to care so much about the village...\Isn't that great? response:	What are you talking about?!
context: there are times when you can just make out the village.\White roofs reflect light among the swells...\Just like the sound of waves,\I can hear singing resound farther, then nearer.\I think the Village of the Sea is great.\For someone on the surface to care so much about the village...\Isn't that great?\What are you talking about?! response:	Oh, it's about time you sea kiddos headed home.
context: White roofs reflect light among the swells...\Just like the sound of waves,\I can hear singing resound farther, then nearer.\I think the Village of the Sea is great.\For someone on the surface to care so much about the village...\Isn't that great?\What are you talking about?!\Oh, it's about time you sea kiddos headed home. response:	We'll do the rest.
context: Just like the sound of waves,\I can hear singing resound farther, then nearer.\I think the Village of the Sea is great.\For someone on the surface to care so much about the village...\Isn't that great?\What are you talking about?!\Oh, it's about time you sea kiddos headed home.\We'll do the rest. response:	Thank you.
context: I can hear singing resound farther, then nearer.\I think the Village of the Sea is great.\For someone on the surface to care so much about the village...\Isn't that great?\What are you talking about?!\Oh, it's about time you sea kiddos headed home.\We'll do the rest.\Thank you. response:	Bye!
context: I think the Village of the Sea is great.\For someone on the surface to care so much about the village...\Isn't that great?\What are you talking about?!\Oh, it's about time you sea kiddos headed home.\We'll do the rest.\Thank you.\Bye! response:	Thanks for your hard work!
context: For someone on the surface to care so much about the village...\Isn't that great?\What are you talking about?!\Oh, it's about time you sea kiddos headed home.\We'll do the rest.\Thank you.\Bye!\Thanks for your hard work! response:	Be careful heading home!
context: Isn't that great?\What are you talking about?!\Oh, it's about time you sea kiddos headed home.\We'll do the rest.\Thank you.\Bye!\Thanks for your hard work!\Be careful heading home! response:	Sensei.
context: What are you talking about?!\Oh, it's about time you sea kiddos headed home.\We'll do the rest.\Thank you.\Bye!\Thanks for your hard work!\Be careful heading home!\Sensei. response:	I have something to ask of you.
context: Oh, it's about time you sea kiddos headed home.\We'll do the rest.\Thank you.\Bye!\Thanks for your hard work!\Be careful heading home!\Sensei.\I have something to ask of you. response:	Sensei called us sea kiddos.
context: We'll do the rest.\Thank you.\Bye!\Thanks for your hard work!\Be careful heading home!\Sensei.\I have something to ask of you.\Sensei called us sea kiddos. response:	That was actually kind of cute.
context: Thank you.\Bye!\Thanks for your hard work!\Be careful heading home!\Sensei.\I have something to ask of you.\Sensei called us sea kiddos.\That was actually kind of cute. response:	I sort of get that he's not a bad guy...
context: Bye!\Thanks for your hard work!\Be careful heading home!\Sensei.\I have something to ask of you.\Sensei called us sea kiddos.\That was actually kind of cute.\I sort of get that he's not a bad guy... response:	But...
context: Thanks for your hard work!\Be careful heading home!\Sensei.\I have something to ask of you.\Sensei called us sea kiddos.\That was actually kind of cute.\I sort of get that he's not a bad guy...\But... response:	Hey, isn't that Akari-san?
context: Be careful heading home!\Sensei.\I have something to ask of you.\Sensei called us sea kiddos.\That was actually kind of cute.\I sort of get that he's not a bad guy...\But...\Hey, isn't that Akari-san? response:	Akari?
context: Sensei.\I have something to ask of you.\Sensei called us sea kiddos.\That was actually kind of cute.\I sort of get that he's not a bad guy...\But...\Hey, isn't that Akari-san?\Akari? response:	K-K-K-Ki...
context: I have something to ask of you.\Sensei called us sea kiddos.\That was actually kind of cute.\I sort of get that he's not a bad guy...\But...\Hey, isn't that Akari-san?\Akari?\K-K-K-Ki... response:	No, Manaka!
context: Sensei called us sea kiddos.\That was actually kind of cute.\I sort of get that he's not a bad guy...\But...\Hey, isn't that Akari-san?\Akari?\K-K-K-Ki...\No, Manaka! response:	I wonder if that's her boyfriend...
context: That was actually kind of cute.\I sort of get that he's not a bad guy...\But...\Hey, isn't that Akari-san?\Akari?\K-K-K-Ki...\No, Manaka!\I wonder if that's her boyfriend... response:	She never even mentioned having a guy!
context: I sort of get that he's not a bad guy...\But...\Hey, isn't that Akari-san?\Akari?\K-K-K-Ki...\No, Manaka!\I wonder if that's her boyfriend...\She never even mentioned having a guy! response:	Not to mention a guy from the surface?!
context: But...\Hey, isn't that Akari-san?\Akari?\K-K-K-Ki...\No, Manaka!\I wonder if that's her boyfriend...\She never even mentioned having a guy!\Not to mention a guy from the surface?! response:	Akari-san is reaching the age when she's old enough to get married.
context: Hey, isn't that Akari-san?\Akari?\K-K-K-Ki...\No, Manaka!\I wonder if that's her boyfriend...\She never even mentioned having a guy!\Not to mention a guy from the surface?!\Akari-san is reaching the age when she's old enough to get married. response:	I wonder if she plans on leaving the village.
context: Akari?\K-K-K-Ki...\No, Manaka!\I wonder if that's her boyfriend...\She never even mentioned having a guy!\Not to mention a guy from the surface?!\Akari-san is reaching the age when she's old enough to get married.\I wonder if she plans on leaving the village. response:	What?
context: K-K-K-Ki...\No, Manaka!\I wonder if that's her boyfriend...\She never even mentioned having a guy!\Not to mention a guy from the surface?!\Akari-san is reaching the age when she's old enough to get married.\I wonder if she plans on leaving the village.\What? response:	There's no way it'd work out with a guy from the surface.
context: No, Manaka!\I wonder if that's her boyfriend...\She never even mentioned having a guy!\Not to mention a guy from the surface?!\Akari-san is reaching the age when she's old enough to get married.\I wonder if she plans on leaving the village.\What?\There's no way it'd work out with a guy from the surface. response:	Even if they got married, she'd end up coming right back.
context: I wonder if that's her boyfriend...\She never even mentioned having a guy!\Not to mention a guy from the surface?!\Akari-san is reaching the age when she's old enough to get married.\I wonder if she plans on leaving the village.\What?\There's no way it'd work out with a guy from the surface.\Even if they got married, she'd end up coming right back. response:	Huh?
context: She never even mentioned having a guy!\Not to mention a guy from the surface?!\Akari-san is reaching the age when she's old enough to get married.\I wonder if she plans on leaving the village.\What?\There's no way it'd work out with a guy from the surface.\Even if they got married, she'd end up coming right back.\Huh? response:	That's not possible.
context: Not to mention a guy from the surface?!\Akari-san is reaching the age when she's old enough to get married.\I wonder if she plans on leaving the village.\What?\There's no way it'd work out with a guy from the surface.\Even if they got married, she'd end up coming right back.\Huh?\That's not possible. response:	Not possible? Why?
context: Akari-san is reaching the age when she's old enough to get married.\I wonder if she plans on leaving the village.\What?\There's no way it'd work out with a guy from the surface.\Even if they got married, she'd end up coming right back.\Huh?\That's not possible.\Not possible? Why? response:	Of course it's not possible!
context: I wonder if she plans on leaving the village.\What?\There's no way it'd work out with a guy from the surface.\Even if they got married, she'd end up coming right back.\Huh?\That's not possible.\Not possible? Why?\Of course it's not possible! response:	Because Akari-san looks like she'd make a great mom.
context: What?\There's no way it'd work out with a guy from the surface.\Even if they got married, she'd end up coming right back.\Huh?\That's not possible.\Not possible? Why?\Of course it's not possible!\Because Akari-san looks like she'd make a great mom. response:	She wouldn't end up coming right back.
context: There's no way it'd work out with a guy from the surface.\Even if they got married, she'd end up coming right back.\Huh?\That's not possible.\Not possible? Why?\Of course it's not possible!\Because Akari-san looks like she'd make a great mom.\She wouldn't end up coming right back. response:	That's not what I meant.
context: Even if they got married, she'd end up coming right back.\Huh?\That's not possible.\Not possible? Why?\Of course it's not possible!\Because Akari-san looks like she'd make a great mom.\She wouldn't end up coming right back.\That's not what I meant. response:	If you end up with someone from the surface,
context: Huh?\That's not possible.\Not possible? Why?\Of course it's not possible!\Because Akari-san looks like she'd make a great mom.\She wouldn't end up coming right back.\That's not what I meant.\If you end up with someone from the surface, response:	you'll be banished from the village.
context: That's not possible.\Not possible? Why?\Of course it's not possible!\Because Akari-san looks like she'd make a great mom.\She wouldn't end up coming right back.\That's not what I meant.\If you end up with someone from the surface,\you'll be banished from the village. response:	Banished?
context: Not possible? Why?\Of course it's not possible!\Because Akari-san looks like she'd make a great mom.\She wouldn't end up coming right back.\That's not what I meant.\If you end up with someone from the surface,\you'll be banished from the village.\Banished? response:	What the hellthat's an awful thing to say!
context: Of course it's not possible!\Because Akari-san looks like she'd make a great mom.\She wouldn't end up coming right back.\That's not what I meant.\If you end up with someone from the surface,\you'll be banished from the village.\Banished?\What the hellthat's an awful thing to say! response:	What are you yelling at me for?
context: Because Akari-san looks like she'd make a great mom.\She wouldn't end up coming right back.\That's not what I meant.\If you end up with someone from the surface,\you'll be banished from the village.\Banished?\What the hellthat's an awful thing to say!\What are you yelling at me for? response:	I believe that rule's been around for a while.
context: She wouldn't end up coming right back.\That's not what I meant.\If you end up with someone from the surface,\you'll be banished from the village.\Banished?\What the hellthat's an awful thing to say!\What are you yelling at me for?\I believe that rule's been around for a while. response:	I've never heard of that!
context: That's not what I meant.\If you end up with someone from the surface,\you'll be banished from the village.\Banished?\What the hellthat's an awful thing to say!\What are you yelling at me for?\I believe that rule's been around for a while.\I've never heard of that! response:	But Satsuki-san from the candy store,
context: If you end up with someone from the surface,\you'll be banished from the village.\Banished?\What the hellthat's an awful thing to say!\What are you yelling at me for?\I believe that rule's been around for a while.\I've never heard of that!\But Satsuki-san from the candy store, response:	and Koji-niisan from the Hara-san's family
context: you'll be banished from the village.\Banished?\What the hellthat's an awful thing to say!\What are you yelling at me for?\I believe that rule's been around for a while.\I've never heard of that!\But Satsuki-san from the candy store,\and Koji-niisan from the Hara-san's family response:	went up to the surface and never came back, right?
context: Banished?\What the hellthat's an awful thing to say!\What are you yelling at me for?\I believe that rule's been around for a while.\I've never heard of that!\But Satsuki-san from the candy store,\and Koji-niisan from the Hara-san's family\went up to the surface and never came back, right? response:	Oh...
context: What the hellthat's an awful thing to say!\What are you yelling at me for?\I believe that rule's been around for a while.\I've never heard of that!\But Satsuki-san from the candy store,\and Koji-niisan from the Hara-san's family\went up to the surface and never came back, right?\Oh... response:	I always thought that the people who didn't come back
context: What are you yelling at me for?\I believe that rule's been around for a while.\I've never heard of that!\But Satsuki-san from the candy store,\and Koji-niisan from the Hara-san's family\went up to the surface and never came back, right?\Oh...\I always thought that the people who didn't come back response:	just didn't come back because they threw away the sea...
context: I believe that rule's been around for a while.\I've never heard of that!\But Satsuki-san from the candy store,\and Koji-niisan from the Hara-san's family\went up to the surface and never came back, right?\Oh...\I always thought that the people who didn't come back\just didn't come back because they threw away the sea... response:	That's so mean!
context: I've never heard of that!\But Satsuki-san from the candy store,\and Koji-niisan from the Hara-san's family\went up to the surface and never came back, right?\Oh...\I always thought that the people who didn't come back\just didn't come back because they threw away the sea...\That's so mean! response:	Manaka...
context: But Satsuki-san from the candy store,\and Koji-niisan from the Hara-san's family\went up to the surface and never came back, right?\Oh...\I always thought that the people who didn't come back\just didn't come back because they threw away the sea...\That's so mean!\Manaka... response:	There's nothing wrong with wanting to become family with the person that's precious to you.
context: and Koji-niisan from the Hara-san's family\went up to the surface and never came back, right?\Oh...\I always thought that the people who didn't come back\just didn't come back because they threw away the sea...\That's so mean!\Manaka...\There's nothing wrong with wanting to become family with the person that's precious to you. response:	It's a wonderful thing!
context: went up to the surface and never came back, right?\Oh...\I always thought that the people who didn't come back\just didn't come back because they threw away the sea...\That's so mean!\Manaka...\There's nothing wrong with wanting to become family with the person that's precious to you.\It's a wonderful thing! response:	And for them to be chased out of the sea...
context: Oh...\I always thought that the people who didn't come back\just didn't come back because they threw away the sea...\That's so mean!\Manaka...\There's nothing wrong with wanting to become family with the person that's precious to you.\It's a wonderful thing!\And for them to be chased out of the sea... response:	Does that mean... you think you want to get with a guy from the surface, too?
context: I always thought that the people who didn't come back\just didn't come back because they threw away the sea...\That's so mean!\Manaka...\There's nothing wrong with wanting to become family with the person that's precious to you.\It's a wonderful thing!\And for them to be chased out of the sea...\Does that mean... you think you want to get with a guy from the surface, too? response:	S-Stop it!
context: just didn't come back because they threw away the sea...\That's so mean!\Manaka...\There's nothing wrong with wanting to become family with the person that's precious to you.\It's a wonderful thing!\And for them to be chased out of the sea...\Does that mean... you think you want to get with a guy from the surface, too?\S-Stop it! response:	I hate it when you say perverted things, Hii-kun!
context: That's so mean!\Manaka...\There's nothing wrong with wanting to become family with the person that's precious to you.\It's a wonderful thing!\And for them to be chased out of the sea...\Does that mean... you think you want to get with a guy from the surface, too?\S-Stop it!\I hate it when you say perverted things, Hii-kun! response:	And I hate it when you say perverted things, too, Manaka!
context: Manaka...\There's nothing wrong with wanting to become family with the person that's precious to you.\It's a wonderful thing!\And for them to be chased out of the sea...\Does that mean... you think you want to get with a guy from the surface, too?\S-Stop it!\I hate it when you say perverted things, Hii-kun!\And I hate it when you say perverted things, too, Manaka! response:	I haven't said anything like that!
context: There's nothing wrong with wanting to become family with the person that's precious to you.\It's a wonderful thing!\And for them to be chased out of the sea...\Does that mean... you think you want to get with a guy from the surface, too?\S-Stop it!\I hate it when you say perverted things, Hii-kun!\And I hate it when you say perverted things, too, Manaka!\I haven't said anything like that! response:	You did too!
context: It's a wonderful thing!\And for them to be chased out of the sea...\Does that mean... you think you want to get with a guy from the surface, too?\S-Stop it!\I hate it when you say perverted things, Hii-kun!\And I hate it when you say perverted things, too, Manaka!\I haven't said anything like that!\You did too! response:	You're really grossing me out lately!
context: And for them to be chased out of the sea...\Does that mean... you think you want to get with a guy from the surface, too?\S-Stop it!\I hate it when you say perverted things, Hii-kun!\And I hate it when you say perverted things, too, Manaka!\I haven't said anything like that!\You did too!\You're really grossing me out lately! response:	Manaka, wait!
context: Does that mean... you think you want to get with a guy from the surface, too?\S-Stop it!\I hate it when you say perverted things, Hii-kun!\And I hate it when you say perverted things, too, Manaka!\I haven't said anything like that!\You did too!\You're really grossing me out lately!\Manaka, wait! response:	I understand how you feel, but that was so mean to Manaka...
context: S-Stop it!\I hate it when you say perverted things, Hii-kun!\And I hate it when you say perverted things, too, Manaka!\I haven't said anything like that!\You did too!\You're really grossing me out lately!\Manaka, wait!\I understand how you feel, but that was so mean to Manaka... response:	What do you mean you understand?!
context: I hate it when you say perverted things, Hii-kun!\And I hate it when you say perverted things, too, Manaka!\I haven't said anything like that!\You did too!\You're really grossing me out lately!\Manaka, wait!\I understand how you feel, but that was so mean to Manaka...\What do you mean you understand?! response:	What?
context: And I hate it when you say perverted things, too, Manaka!\I haven't said anything like that!\You did too!\You're really grossing me out lately!\Manaka, wait!\I understand how you feel, but that was so mean to Manaka...\What do you mean you understand?!\What? response:	What the hell is with you, always acting like you're the adult?!
context: I haven't said anything like that!\You did too!\You're really grossing me out lately!\Manaka, wait!\I understand how you feel, but that was so mean to Manaka...\What do you mean you understand?!\What?\What the hell is with you, always acting like you're the adult?! response:	You act like you know everything.
context: You did too!\You're really grossing me out lately!\Manaka, wait!\I understand how you feel, but that was so mean to Manaka...\What do you mean you understand?!\What?\What the hell is with you, always acting like you're the adult?!\You act like you know everything. response:	What the hell do you know about me?!
context: You're really grossing me out lately!\Manaka, wait!\I understand how you feel, but that was so mean to Manaka...\What do you mean you understand?!\What?\What the hell is with you, always acting like you're the adult?!\You act like you know everything.\What the hell do you know about me?! response:	Uh...
context: Manaka, wait!\I understand how you feel, but that was so mean to Manaka...\What do you mean you understand?!\What?\What the hell is with you, always acting like you're the adult?!\You act like you know everything.\What the hell do you know about me?!\Uh... response:	That really wasn't right. You just took it all out on her.
context: I understand how you feel, but that was so mean to Manaka...\What do you mean you understand?!\What?\What the hell is with you, always acting like you're the adult?!\You act like you know everything.\What the hell do you know about me?!\Uh...\That really wasn't right. You just took it all out on her. response:	What?
context: What do you mean you understand?!\What?\What the hell is with you, always acting like you're the adult?!\You act like you know everything.\What the hell do you know about me?!\Uh...\That really wasn't right. You just took it all out on her.\What? response:	I understand why you'd get irritated with Manaka, but...
context: What?\What the hell is with you, always acting like you're the adult?!\You act like you know everything.\What the hell do you know about me?!\Uh...\That really wasn't right. You just took it all out on her.\What?\I understand why you'd get irritated with Manaka, but... response:	See ya.
context: What the hell is with you, always acting like you're the adult?!\You act like you know everything.\What the hell do you know about me?!\Uh...\That really wasn't right. You just took it all out on her.\What?\I understand why you'd get irritated with Manaka, but...\See ya. response:	What the hell is with those guys?
context: You act like you know everything.\What the hell do you know about me?!\Uh...\That really wasn't right. You just took it all out on her.\What?\I understand why you'd get irritated with Manaka, but...\See ya.\What the hell is with those guys? response:	Repeating that they understand like a broken record.
context: What the hell do you know about me?!\Uh...\That really wasn't right. You just took it all out on her.\What?\I understand why you'd get irritated with Manaka, but...\See ya.\What the hell is with those guys?\Repeating that they understand like a broken record. response:	Even I...
context: Uh...\That really wasn't right. You just took it all out on her.\What?\I understand why you'd get irritated with Manaka, but...\See ya.\What the hell is with those guys?\Repeating that they understand like a broken record.\Even I... response:	don't really understand exactly how I'm feeling...
context: That really wasn't right. You just took it all out on her.\What?\I understand why you'd get irritated with Manaka, but...\See ya.\What the hell is with those guys?\Repeating that they understand like a broken record.\Even I...\don't really understand exactly how I'm feeling... response:	The saltflake snow is pretty intense.
context: What?\I understand why you'd get irritated with Manaka, but...\See ya.\What the hell is with those guys?\Repeating that they understand like a broken record.\Even I...\don't really understand exactly how I'm feeling...\The saltflake snow is pretty intense. response:	And since no one cleans it up...
context: I understand why you'd get irritated with Manaka, but...\See ya.\What the hell is with those guys?\Repeating that they understand like a broken record.\Even I...\don't really understand exactly how I'm feeling...\The saltflake snow is pretty intense.\And since no one cleans it up... response:	It would have been nice to be able to stay at Nami Junior High.
context: See ya.\What the hell is with those guys?\Repeating that they understand like a broken record.\Even I...\don't really understand exactly how I'm feeling...\The saltflake snow is pretty intense.\And since no one cleans it up...\It would have been nice to be able to stay at Nami Junior High. response:	So you think things like that, too...
context: What the hell is with those guys?\Repeating that they understand like a broken record.\Even I...\don't really understand exactly how I'm feeling...\The saltflake snow is pretty intense.\And since no one cleans it up...\It would have been nice to be able to stay at Nami Junior High.\So you think things like that, too... response:	That you want to stay here forever.
context: Repeating that they understand like a broken record.\Even I...\don't really understand exactly how I'm feeling...\The saltflake snow is pretty intense.\And since no one cleans it up...\It would have been nice to be able to stay at Nami Junior High.\So you think things like that, too...\That you want to stay here forever. response:	It's not that I don't like the people on the surface,
context: Even I...\don't really understand exactly how I'm feeling...\The saltflake snow is pretty intense.\And since no one cleans it up...\It would have been nice to be able to stay at Nami Junior High.\So you think things like that, too...\That you want to stay here forever.\It's not that I don't like the people on the surface, response:	but I want to stay in the sea forever.
context: don't really understand exactly how I'm feeling...\The saltflake snow is pretty intense.\And since no one cleans it up...\It would have been nice to be able to stay at Nami Junior High.\So you think things like that, too...\That you want to stay here forever.\It's not that I don't like the people on the surface,\but I want to stay in the sea forever. response:	With Manaka, you... and Hikari.
context: The saltflake snow is pretty intense.\And since no one cleans it up...\It would have been nice to be able to stay at Nami Junior High.\So you think things like that, too...\That you want to stay here forever.\It's not that I don't like the people on the surface,\but I want to stay in the sea forever.\With Manaka, you... and Hikari. response:	You want to stay here just because that's easier, right?
context: And since no one cleans it up...\It would have been nice to be able to stay at Nami Junior High.\So you think things like that, too...\That you want to stay here forever.\It's not that I don't like the people on the surface,\but I want to stay in the sea forever.\With Manaka, you... and Hikari.\You want to stay here just because that's easier, right? response:	Eh?
context: It would have been nice to be able to stay at Nami Junior High.\So you think things like that, too...\That you want to stay here forever.\It's not that I don't like the people on the surface,\but I want to stay in the sea forever.\With Manaka, you... and Hikari.\You want to stay here just because that's easier, right?\Eh? response:	If you start longing for other places, it'll become difficult.
context: So you think things like that, too...\That you want to stay here forever.\It's not that I don't like the people on the surface,\but I want to stay in the sea forever.\With Manaka, you... and Hikari.\You want to stay here just because that's easier, right?\Eh?\If you start longing for other places, it'll become difficult. response:	If you start longing for other places, it'll become difficult.
context: That you want to stay here forever.\It's not that I don't like the people on the surface,\but I want to stay in the sea forever.\With Manaka, you... and Hikari.\You want to stay here just because that's easier, right?\Eh?\If you start longing for other places, it'll become difficult.\If you start longing for other places, it'll become difficult. response:	It's sort of unexpected.
context: It's not that I don't like the people on the surface,\but I want to stay in the sea forever.\With Manaka, you... and Hikari.\You want to stay here just because that's easier, right?\Eh?\If you start longing for other places, it'll become difficult.\If you start longing for other places, it'll become difficult.\It's sort of unexpected. response:	The fact that Manaka was the first one to take the first step out of here.
context: but I want to stay in the sea forever.\With Manaka, you... and Hikari.\You want to stay here just because that's easier, right?\Eh?\If you start longing for other places, it'll become difficult.\If you start longing for other places, it'll become difficult.\It's sort of unexpected.\The fact that Manaka was the first one to take the first step out of here. response:	Akiyoshi, Ukita, Kamon...
context: With Manaka, you... and Hikari.\You want to stay here just because that's easier, right?\Eh?\If you start longing for other places, it'll become difficult.\If you start longing for other places, it'll become difficult.\It's sort of unexpected.\The fact that Manaka was the first one to take the first step out of here.\Akiyoshi, Ukita, Kamon... response:	Kihara Tsumugu.
context: You want to stay here just because that's easier, right?\Eh?\If you start longing for other places, it'll become difficult.\If you start longing for other places, it'll become difficult.\It's sort of unexpected.\The fact that Manaka was the first one to take the first step out of here.\Akiyoshi, Ukita, Kamon...\Kihara Tsumugu. response:	Kihara-kun, Kihara-kun, Kihara-kun...
context: Eh?\If you start longing for other places, it'll become difficult.\If you start longing for other places, it'll become difficult.\It's sort of unexpected.\The fact that Manaka was the first one to take the first step out of here.\Akiyoshi, Ukita, Kamon...\Kihara Tsumugu.\Kihara-kun, Kihara-kun, Kihara-kun... response:	Now Hii-kun won't get angry.
context: If you start longing for other places, it'll become difficult.\If you start longing for other places, it'll become difficult.\It's sort of unexpected.\The fact that Manaka was the first one to take the first step out of here.\Akiyoshi, Ukita, Kamon...\Kihara Tsumugu.\Kihara-kun, Kihara-kun, Kihara-kun...\Now Hii-kun won't get angry. response:	Kihara-kun...
context: If you start longing for other places, it'll become difficult.\It's sort of unexpected.\The fact that Manaka was the first one to take the first step out of here.\Akiyoshi, Ukita, Kamon...\Kihara Tsumugu.\Kihara-kun, Kihara-kun, Kihara-kun...\Now Hii-kun won't get angry.\Kihara-kun... response:	If they got your DNA, it sucks to be them.
context: It's sort of unexpected.\The fact that Manaka was the first one to take the first step out of here.\Akiyoshi, Ukita, Kamon...\Kihara Tsumugu.\Kihara-kun, Kihara-kun, Kihara-kun...\Now Hii-kun won't get angry.\Kihara-kun...\If they got your DNA, it sucks to be them. response:	You idiot! You saw the footage! It was super cute!
