context: Interviews with Monster Girls response:	Oh, you're awake.
context: What if we really do end up going?\What should I drink?\I like beer, but that might make me seem like an old man.\Cocktails? Shochu highball?\A lemon highball seems like an old man's drink, too!\More importantly, what if something happens due to the alcohol?\Ugaki-san\Satou Sakie response:	What do you think, Ugaki-san?
context: What should I drink?\I like beer, but that might make me seem like an old man.\Cocktails? Shochu highball?\A lemon highball seems like an old man's drink, too!\More importantly, what if something happens due to the alcohol?\Ugaki-san\Satou Sakie\What do you think, Ugaki-san? response:	Can we talk about this tomorrow?
context: I like beer, but that might make me seem like an old man.\Cocktails? Shochu highball?\A lemon highball seems like an old man's drink, too!\More importantly, what if something happens due to the alcohol?\Ugaki-san\Satou Sakie\What do you think, Ugaki-san?\Can we talk about this tomorrow? response:	Ugaki-san
context: Cocktails? Shochu highball?\A lemon highball seems like an old man's drink, too!\More importantly, what if something happens due to the alcohol?\Ugaki-san\Satou Sakie\What do you think, Ugaki-san?\Can we talk about this tomorrow?\Ugaki-san response:	Goodnight.
context: A lemon highball seems like an old man's drink, too!\More importantly, what if something happens due to the alcohol?\Ugaki-san\Satou Sakie\What do you think, Ugaki-san?\Can we talk about this tomorrow?\Ugaki-san\Goodnight. response:	Ah... Wait!
context: More importantly, what if something happens due to the alcohol?\Ugaki-san\Satou Sakie\What do you think, Ugaki-san?\Can we talk about this tomorrow?\Ugaki-san\Goodnight.\Ah... Wait! response:	Ugaki-san!
context: Ugaki-san\Satou Sakie\What do you think, Ugaki-san?\Can we talk about this tomorrow?\Ugaki-san\Goodnight.\Ah... Wait!\Ugaki-san! response:	Stressing out like this won't do any good...
context: Satou Sakie\What do you think, Ugaki-san?\Can we talk about this tomorrow?\Ugaki-san\Goodnight.\Ah... Wait!\Ugaki-san!\Stressing out like this won't do any good... response:	Okay!
context: What do you think, Ugaki-san?\Can we talk about this tomorrow?\Ugaki-san\Goodnight.\Ah... Wait!\Ugaki-san!\Stressing out like this won't do any good...\Okay! response:	I'll just stay positive!
context: Can we talk about this tomorrow?\Ugaki-san\Goodnight.\Ah... Wait!\Ugaki-san!\Stressing out like this won't do any good...\Okay!\I'll just stay positive! response:	Go for it! Right now!
context: Ugaki-san\Goodnight.\Ah... Wait!\Ugaki-san!\Stressing out like this won't do any good...\Okay!\I'll just stay positive!\Go for it! Right now! response:	Try to appeal to him, even if it takes a little aphrodisiac effect!
context: Goodnight.\Ah... Wait!\Ugaki-san!\Stressing out like this won't do any good...\Okay!\I'll just stay positive!\Go for it! Right now!\Try to appeal to him, even if it takes a little aphrodisiac effect! response:	Takahashi-sensei!
context: Ah... Wait!\Ugaki-san!\Stressing out like this won't do any good...\Okay!\I'll just stay positive!\Go for it! Right now!\Try to appeal to him, even if it takes a little aphrodisiac effect!\Takahashi-sensei! response:	Oh, good morning.
context: Ugaki-san!\Stressing out like this won't do any good...\Okay!\I'll just stay positive!\Go for it! Right now!\Try to appeal to him, even if it takes a little aphrodisiac effect!\Takahashi-sensei!\Oh, good morning. response:	Good morning!
context: Stressing out like this won't do any good...\Okay!\I'll just stay positive!\Go for it! Right now!\Try to appeal to him, even if it takes a little aphrodisiac effect!\Takahashi-sensei!\Oh, good morning.\Good morning! response:	Th-The other day, in that video,
context: Okay!\I'll just stay positive!\Go for it! Right now!\Try to appeal to him, even if it takes a little aphrodisiac effect!\Takahashi-sensei!\Oh, good morning.\Good morning!\Th-The other day, in that video, response:	I, um... mumble, mumble, mumble...
context: I'll just stay positive!\Go for it! Right now!\Try to appeal to him, even if it takes a little aphrodisiac effect!\Takahashi-sensei!\Oh, good morning.\Good morning!\Th-The other day, in that video,\I, um... mumble, mumble, mumble... response:	Satou-sensei?
context: Go for it! Right now!\Try to appeal to him, even if it takes a little aphrodisiac effect!\Takahashi-sensei!\Oh, good morning.\Good morning!\Th-The other day, in that video,\I, um... mumble, mumble, mumble...\Satou-sensei? response:	Yes?
context: Try to appeal to him, even if it takes a little aphrodisiac effect!\Takahashi-sensei!\Oh, good morning.\Good morning!\Th-The other day, in that video,\I, um... mumble, mumble, mumble...\Satou-sensei?\Yes? response:	Are you free this Saturday?
context: Takahashi-sensei!\Oh, good morning.\Good morning!\Th-The other day, in that video,\I, um... mumble, mumble, mumble...\Satou-sensei?\Yes?\Are you free this Saturday? response:	Yahoo!
context: Oh, good morning.\Good morning!\Th-The other day, in that video,\I, um... mumble, mumble, mumble...\Satou-sensei?\Yes?\Are you free this Saturday?\Yahoo! response:	No diving in head-first!
context: Good morning!\Th-The other day, in that video,\I, um... mumble, mumble, mumble...\Satou-sensei?\Yes?\Are you free this Saturday?\Yahoo!\No diving in head-first! response:	Ooh, it's cold!
context: Th-The other day, in that video,\I, um... mumble, mumble, mumble...\Satou-sensei?\Yes?\Are you free this Saturday?\Yahoo!\No diving in head-first!\Ooh, it's cold! response:	Sensei! Is my swimsuit cute? Is it?
context: I, um... mumble, mumble, mumble...\Satou-sensei?\Yes?\Are you free this Saturday?\Yahoo!\No diving in head-first!\Ooh, it's cold!\Sensei! Is my swimsuit cute? Is it? response:	This feels great! I'm in heaven!
context: Satou-sensei?\Yes?\Are you free this Saturday?\Yahoo!\No diving in head-first!\Ooh, it's cold!\Sensei! Is my swimsuit cute? Is it?\This feels great! I'm in heaven! response:	Yep, yep. Very cute, very cute.
context: Yes?\Are you free this Saturday?\Yahoo!\No diving in head-first!\Ooh, it's cold!\Sensei! Is my swimsuit cute? Is it?\This feels great! I'm in heaven!\Yep, yep. Very cute, very cute. response:	Yay!
context: Are you free this Saturday?\Yahoo!\No diving in head-first!\Ooh, it's cold!\Sensei! Is my swimsuit cute? Is it?\This feels great! I'm in heaven!\Yep, yep. Very cute, very cute.\Yay! response:	You aren't too hot?
context: Yahoo!\No diving in head-first!\Ooh, it's cold!\Sensei! Is my swimsuit cute? Is it?\This feels great! I'm in heaven!\Yep, yep. Very cute, very cute.\Yay!\You aren't too hot? response:	No, I'm fine.
context: No diving in head-first!\Ooh, it's cold!\Sensei! Is my swimsuit cute? Is it?\This feels great! I'm in heaven!\Yep, yep. Very cute, very cute.\Yay!\You aren't too hot?\No, I'm fine. response:	If you need anything, just speak up.
context: Ooh, it's cold!\Sensei! Is my swimsuit cute? Is it?\This feels great! I'm in heaven!\Yep, yep. Very cute, very cute.\Yay!\You aren't too hot?\No, I'm fine.\If you need anything, just speak up. response:	Okay!
context: Sensei! Is my swimsuit cute? Is it?\This feels great! I'm in heaven!\Yep, yep. Very cute, very cute.\Yay!\You aren't too hot?\No, I'm fine.\If you need anything, just speak up.\Okay! response:	Thanks for watching them.
context: This feels great! I'm in heaven!\Yep, yep. Very cute, very cute.\Yay!\You aren't too hot?\No, I'm fine.\If you need anything, just speak up.\Okay!\Thanks for watching them. response:	Oh, thank you, too.
context: Yep, yep. Very cute, very cute.\Yay!\You aren't too hot?\No, I'm fine.\If you need anything, just speak up.\Okay!\Thanks for watching them.\Oh, thank you, too. response:	Well, I'll leave the rest to you.
context: Yay!\You aren't too hot?\No, I'm fine.\If you need anything, just speak up.\Okay!\Thanks for watching them.\Oh, thank you, too.\Well, I'll leave the rest to you. response:	Okay... Huh?
context: You aren't too hot?\No, I'm fine.\If you need anything, just speak up.\Okay!\Thanks for watching them.\Oh, thank you, too.\Well, I'll leave the rest to you.\Okay... Huh? response:	You're leaving?
context: No, I'm fine.\If you need anything, just speak up.\Okay!\Thanks for watching them.\Oh, thank you, too.\Well, I'll leave the rest to you.\Okay... Huh?\You're leaving? response:	Yeah, this is a good chance for you girls to spend the day together.
context: If you need anything, just speak up.\Okay!\Thanks for watching them.\Oh, thank you, too.\Well, I'll leave the rest to you.\Okay... Huh?\You're leaving?\Yeah, this is a good chance for you girls to spend the day together. response:	Imori and Kimura will be along later, too.
context: Okay!\Thanks for watching them.\Oh, thank you, too.\Well, I'll leave the rest to you.\Okay... Huh?\You're leaving?\Yeah, this is a good chance for you girls to spend the day together.\Imori and Kimura will be along later, too. response:	I'll be in the biology prep room.
context: Thanks for watching them.\Oh, thank you, too.\Well, I'll leave the rest to you.\Okay... Huh?\You're leaving?\Yeah, this is a good chance for you girls to spend the day together.\Imori and Kimura will be along later, too.\I'll be in the biology prep room. response:	Just bring me the key when you're done.
context: Oh, thank you, too.\Well, I'll leave the rest to you.\Okay... Huh?\You're leaving?\Yeah, this is a good chance for you girls to spend the day together.\Imori and Kimura will be along later, too.\I'll be in the biology prep room.\Just bring me the key when you're done. response:	I'll be off, then.
context: Well, I'll leave the rest to you.\Okay... Huh?\You're leaving?\Yeah, this is a good chance for you girls to spend the day together.\Imori and Kimura will be along later, too.\I'll be in the biology prep room.\Just bring me the key when you're done.\I'll be off, then. response:	W-Wait!
context: Okay... Huh?\You're leaving?\Yeah, this is a good chance for you girls to spend the day together.\Imori and Kimura will be along later, too.\I'll be in the biology prep room.\Just bring me the key when you're done.\I'll be off, then.\W-Wait! response:	Yes?
context: You're leaving?\Yeah, this is a good chance for you girls to spend the day together.\Imori and Kimura will be along later, too.\I'll be in the biology prep room.\Just bring me the key when you're done.\I'll be off, then.\W-Wait!\Yes? response:	Won't you stay a bit longer?
context: Yeah, this is a good chance for you girls to spend the day together.\Imori and Kimura will be along later, too.\I'll be in the biology prep room.\Just bring me the key when you're done.\I'll be off, then.\W-Wait!\Yes?\Won't you stay a bit longer? response:	O-Okay...
context: Imori and Kimura will be along later, too.\I'll be in the biology prep room.\Just bring me the key when you're done.\I'll be off, then.\W-Wait!\Yes?\Won't you stay a bit longer?\O-Okay... response:	Here it comes!
context: I'll be in the biology prep room.\Just bring me the key when you're done.\I'll be off, then.\W-Wait!\Yes?\Won't you stay a bit longer?\O-Okay...\Here it comes! response:	Here you go!
context: Just bring me the key when you're done.\I'll be off, then.\W-Wait!\Yes?\Won't you stay a bit longer?\O-Okay...\Here it comes!\Here you go! response:	Got it! Hikari!
context: I'll be off, then.\W-Wait!\Yes?\Won't you stay a bit longer?\O-Okay...\Here it comes!\Here you go!\Got it! Hikari! response:	Attac
context: W-Wait!\Yes?\Won't you stay a bit longer?\O-Okay...\Here it comes!\Here you go!\Got it! Hikari!\Attac response:	Aw, I messed up!
context: Yes?\Won't you stay a bit longer?\O-Okay...\Here it comes!\Here you go!\Got it! Hikari!\Attac\Aw, I messed up! response:	Jeez, what was that?
context: Won't you stay a bit longer?\O-Okay...\Here it comes!\Here you go!\Got it! Hikari!\Attac\Aw, I messed up!\Jeez, what was that? response:	Yukki!
context: O-Okay...\Here it comes!\Here you go!\Got it! Hikari!\Attac\Aw, I messed up!\Jeez, what was that?\Yukki! response:	I see... Hikari-chan asked to do this?
context: Here it comes!\Here you go!\Got it! Hikari!\Attac\Aw, I messed up!\Jeez, what was that?\Yukki!\I see... Hikari-chan asked to do this? response:	Yeah.
context: Here you go!\Got it! Hikari!\Attac\Aw, I messed up!\Jeez, what was that?\Yukki!\I see... Hikari-chan asked to do this?\Yeah. response:	But... I mean, the sun is so strong today.
context: Got it! Hikari!\Attac\Aw, I messed up!\Jeez, what was that?\Yukki!\I see... Hikari-chan asked to do this?\Yeah.\But... I mean, the sun is so strong today. response:	Will she be all right?
context: Attac\Aw, I messed up!\Jeez, what was that?\Yukki!\I see... Hikari-chan asked to do this?\Yeah.\But... I mean, the sun is so strong today.\Will she be all right? response:	Well...
context: Aw, I messed up!\Jeez, what was that?\Yukki!\I see... Hikari-chan asked to do this?\Yeah.\But... I mean, the sun is so strong today.\Will she be all right?\Well... response:	Yukki! Here it comes!
context: Jeez, what was that?\Yukki!\I see... Hikari-chan asked to do this?\Yeah.\But... I mean, the sun is so strong today.\Will she be all right?\Well...\Yukki! Here it comes! response:	Okay! Bring it!
context: Yukki!\I see... Hikari-chan asked to do this?\Yeah.\But... I mean, the sun is so strong today.\Will she be all right?\Well...\Yukki! Here it comes!\Okay! Bring it! response:	I think she'll be fine.
context: I see... Hikari-chan asked to do this?\Yeah.\But... I mean, the sun is so strong today.\Will she be all right?\Well...\Yukki! Here it comes!\Okay! Bring it!\I think she'll be fine. response:	I see...
context: Yeah.\But... I mean, the sun is so strong today.\Will she be all right?\Well...\Yukki! Here it comes!\Okay! Bring it!\I think she'll be fine.\I see... response:	Well, why don't you go have some fun, too?
context: But... I mean, the sun is so strong today.\Will she be all right?\Well...\Yukki! Here it comes!\Okay! Bring it!\I think she'll be fine.\I see...\Well, why don't you go have some fun, too? response:	Huh? Oh...
context: Will she be all right?\Well...\Yukki! Here it comes!\Okay! Bring it!\I think she'll be fine.\I see...\Well, why don't you go have some fun, too?\Huh? Oh... response:	Well, I mean...
context: Well...\Yukki! Here it comes!\Okay! Bring it!\I think she'll be fine.\I see...\Well, why don't you go have some fun, too?\Huh? Oh...\Well, I mean... response:	Rather than having fun myself,
context: Yukki! Here it comes!\Okay! Bring it!\I think she'll be fine.\I see...\Well, why don't you go have some fun, too?\Huh? Oh...\Well, I mean...\Rather than having fun myself, response:	I wanted you to have some fun today.
context: Okay! Bring it!\I think she'll be fine.\I see...\Well, why don't you go have some fun, too?\Huh? Oh...\Well, I mean...\Rather than having fun myself,\I wanted you to have some fun today. response:	Huh?
context: I think she'll be fine.\I see...\Well, why don't you go have some fun, too?\Huh? Oh...\Well, I mean...\Rather than having fun myself,\I wanted you to have some fun today.\Huh? response:	When Hikari asked me about using the pool, I realized
context: I see...\Well, why don't you go have some fun, too?\Huh? Oh...\Well, I mean...\Rather than having fun myself,\I wanted you to have some fun today.\Huh?\When Hikari asked me about using the pool, I realized response:	that you probably never get to do things like swim in a swimsuit.
context: Well, why don't you go have some fun, too?\Huh? Oh...\Well, I mean...\Rather than having fun myself,\I wanted you to have some fun today.\Huh?\When Hikari asked me about using the pool, I realized\that you probably never get to do things like swim in a swimsuit. response:	That's true.
context: Huh? Oh...\Well, I mean...\Rather than having fun myself,\I wanted you to have some fun today.\Huh?\When Hikari asked me about using the pool, I realized\that you probably never get to do things like swim in a swimsuit.\That's true. response:	At pools and beaches, people are always around.
context: Well, I mean...\Rather than having fun myself,\I wanted you to have some fun today.\Huh?\When Hikari asked me about using the pool, I realized\that you probably never get to do things like swim in a swimsuit.\That's true.\At pools and beaches, people are always around. response:	So I'm rather reluctant.
context: Rather than having fun myself,\I wanted you to have some fun today.\Huh?\When Hikari asked me about using the pool, I realized\that you probably never get to do things like swim in a swimsuit.\That's true.\At pools and beaches, people are always around.\So I'm rather reluctant. response:	That's why I thought, if the school pool were reserved for girls only,
context: I wanted you to have some fun today.\Huh?\When Hikari asked me about using the pool, I realized\that you probably never get to do things like swim in a swimsuit.\That's true.\At pools and beaches, people are always around.\So I'm rather reluctant.\That's why I thought, if the school pool were reserved for girls only, response:	you could let go and have fun, for once.
context: Huh?\When Hikari asked me about using the pool, I realized\that you probably never get to do things like swim in a swimsuit.\That's true.\At pools and beaches, people are always around.\So I'm rather reluctant.\That's why I thought, if the school pool were reserved for girls only,\you could let go and have fun, for once. response:	Bad luck for the boys, though.
context: When Hikari asked me about using the pool, I realized\that you probably never get to do things like swim in a swimsuit.\That's true.\At pools and beaches, people are always around.\So I'm rather reluctant.\That's why I thought, if the school pool were reserved for girls only,\you could let go and have fun, for once.\Bad luck for the boys, though. response:	Satake!
context: that you probably never get to do things like swim in a swimsuit.\That's true.\At pools and beaches, people are always around.\So I'm rather reluctant.\That's why I thought, if the school pool were reserved for girls only,\you could let go and have fun, for once.\Bad luck for the boys, though.\Satake! response:	Don't fall!
context: That's true.\At pools and beaches, people are always around.\So I'm rather reluctant.\That's why I thought, if the school pool were reserved for girls only,\you could let go and have fun, for once.\Bad luck for the boys, though.\Satake!\Don't fall! response:	No need to worry!
context: At pools and beaches, people are always around.\So I'm rather reluctant.\That's why I thought, if the school pool were reserved for girls only,\you could let go and have fun, for once.\Bad luck for the boys, though.\Satake!\Don't fall!\No need to worry! response:	After hearing the girls reserved the pool, how could I sit around?
context: So I'm rather reluctant.\That's why I thought, if the school pool were reserved for girls only,\you could let go and have fun, for once.\Bad luck for the boys, though.\Satake!\Don't fall!\No need to worry!\After hearing the girls reserved the pool, how could I sit around? response:	Now, this is quite a...
context: That's why I thought, if the school pool were reserved for girls only,\you could let go and have fun, for once.\Bad luck for the boys, though.\Satake!\Don't fall!\No need to worry!\After hearing the girls reserved the pool, how could I sit around?\Now, this is quite a... response:	C'mon, Ohkawa! Get up here!
context: you could let go and have fun, for once.\Bad luck for the boys, though.\Satake!\Don't fall!\No need to worry!\After hearing the girls reserved the pool, how could I sit around?\Now, this is quite a...\C'mon, Ohkawa! Get up here! response:	No, I'm good.
context: Bad luck for the boys, though.\Satake!\Don't fall!\No need to worry!\After hearing the girls reserved the pool, how could I sit around?\Now, this is quite a...\C'mon, Ohkawa! Get up here!\No, I'm good. response:	Really?
context: Satake!\Don't fall!\No need to worry!\After hearing the girls reserved the pool, how could I sit around?\Now, this is quite a...\C'mon, Ohkawa! Get up here!\No, I'm good.\Really? response:	Here comes another one!
context: Don't fall!\No need to worry!\After hearing the girls reserved the pool, how could I sit around?\Now, this is quite a...\C'mon, Ohkawa! Get up here!\No, I'm good.\Really?\Here comes another one! response:	That's why I was in such a hurry to leave earlier.
context: No need to worry!\After hearing the girls reserved the pool, how could I sit around?\Now, this is quite a...\C'mon, Ohkawa! Get up here!\No, I'm good.\Really?\Here comes another one!\That's why I was in such a hurry to leave earlier. response:	Sorry I made it sound like I was dumping the work on you.
context: After hearing the girls reserved the pool, how could I sit around?\Now, this is quite a...\C'mon, Ohkawa! Get up here!\No, I'm good.\Really?\Here comes another one!\That's why I was in such a hurry to leave earlier.\Sorry I made it sound like I was dumping the work on you. response:	No, not at all!
context: Now, this is quite a...\C'mon, Ohkawa! Get up here!\No, I'm good.\Really?\Here comes another one!\That's why I was in such a hurry to leave earlier.\Sorry I made it sound like I was dumping the work on you.\No, not at all! response:	I appreciate your thoughtfulness.
context: C'mon, Ohkawa! Get up here!\No, I'm good.\Really?\Here comes another one!\That's why I was in such a hurry to leave earlier.\Sorry I made it sound like I was dumping the work on you.\No, not at all!\I appreciate your thoughtfulness. response:	I'm grateful enough that you noticed,
context: No, I'm good.\Really?\Here comes another one!\That's why I was in such a hurry to leave earlier.\Sorry I made it sound like I was dumping the work on you.\No, not at all!\I appreciate your thoughtfulness.\I'm grateful enough that you noticed, response:	but to arrange all this for me...
context: Really?\Here comes another one!\That's why I was in such a hurry to leave earlier.\Sorry I made it sound like I was dumping the work on you.\No, not at all!\I appreciate your thoughtfulness.\I'm grateful enough that you noticed,\but to arrange all this for me... response:	I really...
context: Here comes another one!\That's why I was in such a hurry to leave earlier.\Sorry I made it sound like I was dumping the work on you.\No, not at all!\I appreciate your thoughtfulness.\I'm grateful enough that you noticed,\but to arrange all this for me...\I really... response:	love...
context: That's why I was in such a hurry to leave earlier.\Sorry I made it sound like I was dumping the work on you.\No, not at all!\I appreciate your thoughtfulness.\I'm grateful enough that you noticed,\but to arrange all this for me...\I really...\love... response:	My aphrodisiac chance...
context: Sorry I made it sound like I was dumping the work on you.\No, not at all!\I appreciate your thoughtfulness.\I'm grateful enough that you noticed,\but to arrange all this for me...\I really...\love...\My aphrodisiac chance... response:	Okay, well, I'm heading back now.
context: No, not at all!\I appreciate your thoughtfulness.\I'm grateful enough that you noticed,\but to arrange all this for me...\I really...\love...\My aphrodisiac chance...\Okay, well, I'm heading back now. response:	Have a good time.
context: I appreciate your thoughtfulness.\I'm grateful enough that you noticed,\but to arrange all this for me...\I really...\love...\My aphrodisiac chance...\Okay, well, I'm heading back now.\Have a good time. response:	Uh, no! I don't think your staying will be a problem!
context: I'm grateful enough that you noticed,\but to arrange all this for me...\I really...\love...\My aphrodisiac chance...\Okay, well, I'm heading back now.\Have a good time.\Uh, no! I don't think your staying will be a problem! response:	But...
context: but to arrange all this for me...\I really...\love...\My aphrodisiac chance...\Okay, well, I'm heading back now.\Have a good time.\Uh, no! I don't think your staying will be a problem!\But... response:	My aphrodisiac effect seems to affect you much less than others!
context: I really...\love...\My aphrodisiac chance...\Okay, well, I'm heading back now.\Have a good time.\Uh, no! I don't think your staying will be a problem!\But...\My aphrodisiac effect seems to affect you much less than others! response:	Huh?
context: love...\My aphrodisiac chance...\Okay, well, I'm heading back now.\Have a good time.\Uh, no! I don't think your staying will be a problem!\But...\My aphrodisiac effect seems to affect you much less than others!\Huh? response:	Ah, er...
context: My aphrodisiac chance...\Okay, well, I'm heading back now.\Have a good time.\Uh, no! I don't think your staying will be a problem!\But...\My aphrodisiac effect seems to affect you much less than others!\Huh?\Ah, er... response:	I guess so...
context: Okay, well, I'm heading back now.\Have a good time.\Uh, no! I don't think your staying will be a problem!\But...\My aphrodisiac effect seems to affect you much less than others!\Huh?\Ah, er...\I guess so... response:	Right?
context: Have a good time.\Uh, no! I don't think your staying will be a problem!\But...\My aphrodisiac effect seems to affect you much less than others!\Huh?\Ah, er...\I guess so...\Right? response:	Maybe I have some sort of resistance to it...
context: Uh, no! I don't think your staying will be a problem!\But...\My aphrodisiac effect seems to affect you much less than others!\Huh?\Ah, er...\I guess so...\Right?\Maybe I have some sort of resistance to it... response:	I wore a really cute swimsuit.
context: But...\My aphrodisiac effect seems to affect you much less than others!\Huh?\Ah, er...\I guess so...\Right?\Maybe I have some sort of resistance to it...\I wore a really cute swimsuit. response:	You should stay, so you can see it!
context: My aphrodisiac effect seems to affect you much less than others!\Huh?\Ah, er...\I guess so...\Right?\Maybe I have some sort of resistance to it...\I wore a really cute swimsuit.\You should stay, so you can see it! response:	Here!
context: Huh?\Ah, er...\I guess so...\Right?\Maybe I have some sort of resistance to it...\I wore a really cute swimsuit.\You should stay, so you can see it!\Here! response:	See?
context: Ah, er...\I guess so...\Right?\Maybe I have some sort of resistance to it...\I wore a really cute swimsuit.\You should stay, so you can see it!\Here!\See? response:	Satake!
context: I guess so...\Right?\Maybe I have some sort of resistance to it...\I wore a really cute swimsuit.\You should stay, so you can see it!\Here!\See?\Satake! response:	Yes, it is very cute.
context: Right?\Maybe I have some sort of resistance to it...\I wore a really cute swimsuit.\You should stay, so you can see it!\Here!\See?\Satake!\Yes, it is very cute. response:	Sexy as hell!
context: Maybe I have some sort of resistance to it...\I wore a really cute swimsuit.\You should stay, so you can see it!\Here!\See?\Satake!\Yes, it is very cute.\Sexy as hell! response:	I'm so embarrassed!
context: I wore a really cute swimsuit.\You should stay, so you can see it!\Here!\See?\Satake!\Yes, it is very cute.\Sexy as hell!\I'm so embarrassed! response:	Takahashi-sensei, would you like to swim, too?
context: You should stay, so you can see it!\Here!\See?\Satake!\Yes, it is very cute.\Sexy as hell!\I'm so embarrassed!\Takahashi-sensei, would you like to swim, too? response:	It'll be great exercise.
context: Here!\See?\Satake!\Yes, it is very cute.\Sexy as hell!\I'm so embarrassed!\Takahashi-sensei, would you like to swim, too?\It'll be great exercise. response:	Uh, nah... I'm not a good swimmer.
context: See?\Satake!\Yes, it is very cute.\Sexy as hell!\I'm so embarrassed!\Takahashi-sensei, would you like to swim, too?\It'll be great exercise.\Uh, nah... I'm not a good swimmer. response:	Do you mean you can't swim?
context: Satake!\Yes, it is very cute.\Sexy as hell!\I'm so embarrassed!\Takahashi-sensei, would you like to swim, too?\It'll be great exercise.\Uh, nah... I'm not a good swimmer.\Do you mean you can't swim? response:	Okay! Ready!
context: Yes, it is very cute.\Sexy as hell!\I'm so embarrassed!\Takahashi-sensei, would you like to swim, too?\It'll be great exercise.\Uh, nah... I'm not a good swimmer.\Do you mean you can't swim?\Okay! Ready! response:	Because Tetsuo means iron man?
context: Sexy as hell!\I'm so embarrassed!\Takahashi-sensei, would you like to swim, too?\It'll be great exercise.\Uh, nah... I'm not a good swimmer.\Do you mean you can't swim?\Okay! Ready!\Because Tetsuo means iron man? response:	Huh?
context: I'm so embarrassed!\Takahashi-sensei, would you like to swim, too?\It'll be great exercise.\Uh, nah... I'm not a good swimmer.\Do you mean you can't swim?\Okay! Ready!\Because Tetsuo means iron man?\Huh? response:	Just kidding...
context: Takahashi-sensei, would you like to swim, too?\It'll be great exercise.\Uh, nah... I'm not a good swimmer.\Do you mean you can't swim?\Okay! Ready!\Because Tetsuo means iron man?\Huh?\Just kidding... response:	What's wrong, Yukki?
context: It'll be great exercise.\Uh, nah... I'm not a good swimmer.\Do you mean you can't swim?\Okay! Ready!\Because Tetsuo means iron man?\Huh?\Just kidding...\What's wrong, Yukki? response:	Just... some water up my nose.
context: Uh, nah... I'm not a good swimmer.\Do you mean you can't swim?\Okay! Ready!\Because Tetsuo means iron man?\Huh?\Just kidding...\What's wrong, Yukki?\Just... some water up my nose. response:	Takahashi-sensei,
context: Do you mean you can't swim?\Okay! Ready!\Because Tetsuo means iron man?\Huh?\Just kidding...\What's wrong, Yukki?\Just... some water up my nose.\Takahashi-sensei, response:	what would you do if a student declared their love for you?
context: Okay! Ready!\Because Tetsuo means iron man?\Huh?\Just kidding...\What's wrong, Yukki?\Just... some water up my nose.\Takahashi-sensei,\what would you do if a student declared their love for you? response:	Oh, I saw this drama about that on TV, and...
context: Because Tetsuo means iron man?\Huh?\Just kidding...\What's wrong, Yukki?\Just... some water up my nose.\Takahashi-sensei,\what would you do if a student declared their love for you?\Oh, I saw this drama about that on TV, and... response:	Well, the issue of whether any student is that crazy aside...
context: Huh?\Just kidding...\What's wrong, Yukki?\Just... some water up my nose.\Takahashi-sensei,\what would you do if a student declared their love for you?\Oh, I saw this drama about that on TV, and...\Well, the issue of whether any student is that crazy aside... response:	I guess I couldn't return their feelings.
context: Just kidding...\What's wrong, Yukki?\Just... some water up my nose.\Takahashi-sensei,\what would you do if a student declared their love for you?\Oh, I saw this drama about that on TV, and...\Well, the issue of whether any student is that crazy aside...\I guess I couldn't return their feelings. response:	I couldn't think of high schoolers as anything but kids.
context: What's wrong, Yukki?\Just... some water up my nose.\Takahashi-sensei,\what would you do if a student declared their love for you?\Oh, I saw this drama about that on TV, and...\Well, the issue of whether any student is that crazy aside...\I guess I couldn't return their feelings.\I couldn't think of high schoolers as anything but kids. response:	And above all, they're my students.
context: Just... some water up my nose.\Takahashi-sensei,\what would you do if a student declared their love for you?\Oh, I saw this drama about that on TV, and...\Well, the issue of whether any student is that crazy aside...\I guess I couldn't return their feelings.\I couldn't think of high schoolers as anything but kids.\And above all, they're my students. response:	I see.
context: Takahashi-sensei,\what would you do if a student declared their love for you?\Oh, I saw this drama about that on TV, and...\Well, the issue of whether any student is that crazy aside...\I guess I couldn't return their feelings.\I couldn't think of high schoolers as anything but kids.\And above all, they're my students.\I see. response:	Well, I'm...
context: what would you do if a student declared their love for you?\Oh, I saw this drama about that on TV, and...\Well, the issue of whether any student is that crazy aside...\I guess I couldn't return their feelings.\I couldn't think of high schoolers as anything but kids.\And above all, they're my students.\I see.\Well, I'm... response:	I'm neither a child nor your student.
context: Oh, I saw this drama about that on TV, and...\Well, the issue of whether any student is that crazy aside...\I guess I couldn't return their feelings.\I couldn't think of high schoolers as anything but kids.\And above all, they're my students.\I see.\Well, I'm...\I'm neither a child nor your student. response:	Sure, I know that.
context: Well, the issue of whether any student is that crazy aside...\I guess I couldn't return their feelings.\I couldn't think of high schoolers as anything but kids.\And above all, they're my students.\I see.\Well, I'm...\I'm neither a child nor your student.\Sure, I know that. response:	Are waves not forming because this is a pool?
context: I guess I couldn't return their feelings.\I couldn't think of high schoolers as anything but kids.\And above all, they're my students.\I see.\Well, I'm...\I'm neither a child nor your student.\Sure, I know that.\Are waves not forming because this is a pool? response:	Interviews with Monster Girls
context: I couldn't think of high schoolers as anything but kids.\And above all, they're my students.\I see.\Well, I'm...\I'm neither a child nor your student.\Sure, I know that.\Are waves not forming because this is a pool?\Interviews with Monster Girls response:	What're you doing?
context: And above all, they're my students.\I see.\Well, I'm...\I'm neither a child nor your student.\Sure, I know that.\Are waves not forming because this is a pool?\Interviews with Monster Girls\What're you doing? response:	C'mon, play with us!
