context: Doctor! Doctor Koike! response:	How are you feeling?
context: So that the soaking wet guy can't find me,\I need to escape to somewhere far away...\I think I've come pretty far now...\Internet and Comic Cafe\I've gotten sick of noodles, so I guess I'll have some pizza.\Surprisingly enough, I can be hard to find...\Excuse me.\Your pizza... and a salad. response:	Salad? A free item, huh. I don't want it.
context: I need to escape to somewhere far away...\I think I've come pretty far now...\Internet and Comic Cafe\I've gotten sick of noodles, so I guess I'll have some pizza.\Surprisingly enough, I can be hard to find...\Excuse me.\Your pizza... and a salad.\Salad? A free item, huh. I don't want it. response:	So damn boring.
context: I think I've come pretty far now...\Internet and Comic Cafe\I've gotten sick of noodles, so I guess I'll have some pizza.\Surprisingly enough, I can be hard to find...\Excuse me.\Your pizza... and a salad.\Salad? A free item, huh. I don't want it.\So damn boring. response:	How many days has it been?
context: Internet and Comic Cafe\I've gotten sick of noodles, so I guess I'll have some pizza.\Surprisingly enough, I can be hard to find...\Excuse me.\Your pizza... and a salad.\Salad? A free item, huh. I don't want it.\So damn boring.\How many days has it been? response:	Nothing has gone on for this long. I'm sure they won't find me.
context: I've gotten sick of noodles, so I guess I'll have some pizza.\Surprisingly enough, I can be hard to find...\Excuse me.\Your pizza... and a salad.\Salad? A free item, huh. I don't want it.\So damn boring.\How many days has it been?\Nothing has gone on for this long. I'm sure they won't find me. response:	I guess I'll go out for just a little bit...
context: Surprisingly enough, I can be hard to find...\Excuse me.\Your pizza... and a salad.\Salad? A free item, huh. I don't want it.\So damn boring.\How many days has it been?\Nothing has gone on for this long. I'm sure they won't find me.\I guess I'll go out for just a little bit... response:	Fried Mitarashi Dango
context: Excuse me.\Your pizza... and a salad.\Salad? A free item, huh. I don't want it.\So damn boring.\How many days has it been?\Nothing has gone on for this long. I'm sure they won't find me.\I guess I'll go out for just a little bit...\Fried Mitarashi Dango response:	Can I have that?
context: Your pizza... and a salad.\Salad? A free item, huh. I don't want it.\So damn boring.\How many days has it been?\Nothing has gone on for this long. I'm sure they won't find me.\I guess I'll go out for just a little bit...\Fried Mitarashi Dango\Can I have that? response:	Sure thing!
context: Salad? A free item, huh. I don't want it.\So damn boring.\How many days has it been?\Nothing has gone on for this long. I'm sure they won't find me.\I guess I'll go out for just a little bit...\Fried Mitarashi Dango\Can I have that?\Sure thing! response:	So good...
context: So damn boring.\How many days has it been?\Nothing has gone on for this long. I'm sure they won't find me.\I guess I'll go out for just a little bit...\Fried Mitarashi Dango\Can I have that?\Sure thing!\So good... response:	it's been a while since I last ate something sweet.
context: How many days has it been?\Nothing has gone on for this long. I'm sure they won't find me.\I guess I'll go out for just a little bit...\Fried Mitarashi Dango\Can I have that?\Sure thing!\So good...\it's been a while since I last ate something sweet. response:	I didn't know there was such a game...
context: Nothing has gone on for this long. I'm sure they won't find me.\I guess I'll go out for just a little bit...\Fried Mitarashi Dango\Can I have that?\Sure thing!\So good...\it's been a while since I last ate something sweet.\I didn't know there was such a game... response:	This is fun!
context: I guess I'll go out for just a little bit...\Fried Mitarashi Dango\Can I have that?\Sure thing!\So good...\it's been a while since I last ate something sweet.\I didn't know there was such a game...\This is fun! response:	Die! Die! I'll kill you all!
context: Fried Mitarashi Dango\Can I have that?\Sure thing!\So good...\it's been a while since I last ate something sweet.\I didn't know there was such a game...\This is fun!\Die! Die! I'll kill you all! response:	Die! Die!
context: Can I have that?\Sure thing!\So good...\it's been a while since I last ate something sweet.\I didn't know there was such a game...\This is fun!\Die! Die! I'll kill you all!\Die! Die! response:	How long do you think you're playing?
context: Sure thing!\So good...\it's been a while since I last ate something sweet.\I didn't know there was such a game...\This is fun!\Die! Die! I'll kill you all!\Die! Die!\How long do you think you're playing? response:	What? You picking a fight?
context: So good...\it's been a while since I last ate something sweet.\I didn't know there was such a game...\This is fun!\Die! Die! I'll kill you all!\Die! Die!\How long do you think you're playing?\What? You picking a fight? response:	What's up?
context: it's been a while since I last ate something sweet.\I didn't know there was such a game...\This is fun!\Die! Die! I'll kill you all!\Die! Die!\How long do you think you're playing?\What? You picking a fight?\What's up? response:	This guy hit me with trash, telling me to get outta the way.
context: I didn't know there was such a game...\This is fun!\Die! Die! I'll kill you all!\Die! Die!\How long do you think you're playing?\What? You picking a fight?\What's up?\This guy hit me with trash, telling me to get outta the way. response:	And who do you think you are?
context: This is fun!\Die! Die! I'll kill you all!\Die! Die!\How long do you think you're playing?\What? You picking a fight?\What's up?\This guy hit me with trash, telling me to get outta the way.\And who do you think you are? response:	Just a normal law-abiding citizen, you know?
context: Die! Die! I'll kill you all!\Die! Die!\How long do you think you're playing?\What? You picking a fight?\What's up?\This guy hit me with trash, telling me to get outta the way.\And who do you think you are?\Just a normal law-abiding citizen, you know? response:	A normal law-abiding citizen hits people with trash?
context: Die! Die!\How long do you think you're playing?\What? You picking a fight?\What's up?\This guy hit me with trash, telling me to get outta the way.\And who do you think you are?\Just a normal law-abiding citizen, you know?\A normal law-abiding citizen hits people with trash? response:	Of course, if they get pissed off.
context: How long do you think you're playing?\What? You picking a fight?\What's up?\This guy hit me with trash, telling me to get outta the way.\And who do you think you are?\Just a normal law-abiding citizen, you know?\A normal law-abiding citizen hits people with trash?\Of course, if they get pissed off. response:	Don't mock us!
context: What? You picking a fight?\What's up?\This guy hit me with trash, telling me to get outta the way.\And who do you think you are?\Just a normal law-abiding citizen, you know?\A normal law-abiding citizen hits people with trash?\Of course, if they get pissed off.\Don't mock us! response:	Pull him outside.
context: What's up?\This guy hit me with trash, telling me to get outta the way.\And who do you think you are?\Just a normal law-abiding citizen, you know?\A normal law-abiding citizen hits people with trash?\Of course, if they get pissed off.\Don't mock us!\Pull him outside. response:	You're the one that picked a fight with us, you know?
context: This guy hit me with trash, telling me to get outta the way.\And who do you think you are?\Just a normal law-abiding citizen, you know?\A normal law-abiding citizen hits people with trash?\Of course, if they get pissed off.\Don't mock us!\Pull him outside.\You're the one that picked a fight with us, you know? response:	I guess you have to see a bit of pain.
context: And who do you think you are?\Just a normal law-abiding citizen, you know?\A normal law-abiding citizen hits people with trash?\Of course, if they get pissed off.\Don't mock us!\Pull him outside.\You're the one that picked a fight with us, you know?\I guess you have to see a bit of pain. response:	Can you win against me? Bring it.
context: Just a normal law-abiding citizen, you know?\A normal law-abiding citizen hits people with trash?\Of course, if they get pissed off.\Don't mock us!\Pull him outside.\You're the one that picked a fight with us, you know?\I guess you have to see a bit of pain.\Can you win against me? Bring it. response:	I'll make sure you can't play games for a while.
context: A normal law-abiding citizen hits people with trash?\Of course, if they get pissed off.\Don't mock us!\Pull him outside.\You're the one that picked a fight with us, you know?\I guess you have to see a bit of pain.\Can you win against me? Bring it.\I'll make sure you can't play games for a while. response:	You bastard, what do you think you're doing?
context: Of course, if they get pissed off.\Don't mock us!\Pull him outside.\You're the one that picked a fight with us, you know?\I guess you have to see a bit of pain.\Can you win against me? Bring it.\I'll make sure you can't play games for a while.\You bastard, what do you think you're doing? response:	I'm pretty sure that I punched this guy!
context: Don't mock us!\Pull him outside.\You're the one that picked a fight with us, you know?\I guess you have to see a bit of pain.\Can you win against me? Bring it.\I'll make sure you can't play games for a while.\You bastard, what do you think you're doing?\I'm pretty sure that I punched this guy! response:	What, you guys are falling out already? You guys okay?
context: Pull him outside.\You're the one that picked a fight with us, you know?\I guess you have to see a bit of pain.\Can you win against me? Bring it.\I'll make sure you can't play games for a while.\You bastard, what do you think you're doing?\I'm pretty sure that I punched this guy!\What, you guys are falling out already? You guys okay? response:	What is this... What the hell is going on
context: You're the one that picked a fight with us, you know?\I guess you have to see a bit of pain.\Can you win against me? Bring it.\I'll make sure you can't play games for a while.\You bastard, what do you think you're doing?\I'm pretty sure that I punched this guy!\What, you guys are falling out already? You guys okay?\What is this... What the hell is going on response:	There's one more!
context: I guess you have to see a bit of pain.\Can you win against me? Bring it.\I'll make sure you can't play games for a while.\You bastard, what do you think you're doing?\I'm pretty sure that I punched this guy!\What, you guys are falling out already? You guys okay?\What is this... What the hell is going on\There's one more! response:	It's merely the fact that I'm strong.
context: Can you win against me? Bring it.\I'll make sure you can't play games for a while.\You bastard, what do you think you're doing?\I'm pretty sure that I punched this guy!\What, you guys are falling out already? You guys okay?\What is this... What the hell is going on\There's one more!\It's merely the fact that I'm strong. response:	Next time you go against me, I'll literally kill you. Got that?
context: I'll make sure you can't play games for a while.\You bastard, what do you think you're doing?\I'm pretty sure that I punched this guy!\What, you guys are falling out already? You guys okay?\What is this... What the hell is going on\There's one more!\It's merely the fact that I'm strong.\Next time you go against me, I'll literally kill you. Got that? response:	Yo.
context: You bastard, what do you think you're doing?\I'm pretty sure that I punched this guy!\What, you guys are falling out already? You guys okay?\What is this... What the hell is going on\There's one more!\It's merely the fact that I'm strong.\Next time you go against me, I'll literally kill you. Got that?\Yo. response:	You the bastard that knocked out all of Gondo's guys by yourself?
context: I'm pretty sure that I punched this guy!\What, you guys are falling out already? You guys okay?\What is this... What the hell is going on\There's one more!\It's merely the fact that I'm strong.\Next time you go against me, I'll literally kill you. Got that?\Yo.\You the bastard that knocked out all of Gondo's guys by yourself? response:	Gondo? Maybe a guy by that name was in that bunch.
context: What, you guys are falling out already? You guys okay?\What is this... What the hell is going on\There's one more!\It's merely the fact that I'm strong.\Next time you go against me, I'll literally kill you. Got that?\Yo.\You the bastard that knocked out all of Gondo's guys by yourself?\Gondo? Maybe a guy by that name was in that bunch. response:	I'm Hosoyamada. Remember that.
context: What is this... What the hell is going on\There's one more!\It's merely the fact that I'm strong.\Next time you go against me, I'll literally kill you. Got that?\Yo.\You the bastard that knocked out all of Gondo's guys by yourself?\Gondo? Maybe a guy by that name was in that bunch.\I'm Hosoyamada. Remember that. response:	That's a name that I'm probably going to forget in a few minutes.
context: There's one more!\It's merely the fact that I'm strong.\Next time you go against me, I'll literally kill you. Got that?\Yo.\You the bastard that knocked out all of Gondo's guys by yourself?\Gondo? Maybe a guy by that name was in that bunch.\I'm Hosoyamada. Remember that.\That's a name that I'm probably going to forget in a few minutes. response:	You got some nerve. You think so little of us...
context: It's merely the fact that I'm strong.\Next time you go against me, I'll literally kill you. Got that?\Yo.\You the bastard that knocked out all of Gondo's guys by yourself?\Gondo? Maybe a guy by that name was in that bunch.\I'm Hosoyamada. Remember that.\That's a name that I'm probably going to forget in a few minutes.\You got some nerve. You think so little of us... response:	Hey guys, teach him a lesson.
context: Next time you go against me, I'll literally kill you. Got that?\Yo.\You the bastard that knocked out all of Gondo's guys by yourself?\Gondo? Maybe a guy by that name was in that bunch.\I'm Hosoyamada. Remember that.\That's a name that I'm probably going to forget in a few minutes.\You got some nerve. You think so little of us...\Hey guys, teach him a lesson. response:	What the hell are you bastards doing?
context: Yo.\You the bastard that knocked out all of Gondo's guys by yourself?\Gondo? Maybe a guy by that name was in that bunch.\I'm Hosoyamada. Remember that.\That's a name that I'm probably going to forget in a few minutes.\You got some nerve. You think so little of us...\Hey guys, teach him a lesson.\What the hell are you bastards doing? response:	I-It's not me!
context: You the bastard that knocked out all of Gondo's guys by yourself?\Gondo? Maybe a guy by that name was in that bunch.\I'm Hosoyamada. Remember that.\That's a name that I'm probably going to forget in a few minutes.\You got some nerve. You think so little of us...\Hey guys, teach him a lesson.\What the hell are you bastards doing?\I-It's not me! response:	Can I crush one eye?
context: Gondo? Maybe a guy by that name was in that bunch.\I'm Hosoyamada. Remember that.\That's a name that I'm probably going to forget in a few minutes.\You got some nerve. You think so little of us...\Hey guys, teach him a lesson.\What the hell are you bastards doing?\I-It's not me!\Can I crush one eye? response:	You can get a self-conscious nickname like One-Eyed Hososomething you know?
context: I'm Hosoyamada. Remember that.\That's a name that I'm probably going to forget in a few minutes.\You got some nerve. You think so little of us...\Hey guys, teach him a lesson.\What the hell are you bastards doing?\I-It's not me!\Can I crush one eye?\You can get a self-conscious nickname like One-Eyed Hososomething you know? response:	Why are you undecided? One-Eyed sounds cool, right?
context: That's a name that I'm probably going to forget in a few minutes.\You got some nerve. You think so little of us...\Hey guys, teach him a lesson.\What the hell are you bastards doing?\I-It's not me!\Can I crush one eye?\You can get a self-conscious nickname like One-Eyed Hososomething you know?\Why are you undecided? One-Eyed sounds cool, right? response:	Here goes!
context: You got some nerve. You think so little of us...\Hey guys, teach him a lesson.\What the hell are you bastards doing?\I-It's not me!\Can I crush one eye?\You can get a self-conscious nickname like One-Eyed Hososomething you know?\Why are you undecided? One-Eyed sounds cool, right?\Here goes! response:	Dammit! I lose!
context: Hey guys, teach him a lesson.\What the hell are you bastards doing?\I-It's not me!\Can I crush one eye?\You can get a self-conscious nickname like One-Eyed Hososomething you know?\Why are you undecided? One-Eyed sounds cool, right?\Here goes!\Dammit! I lose! response:	THE Hosoyamada...
context: What the hell are you bastards doing?\I-It's not me!\Can I crush one eye?\You can get a self-conscious nickname like One-Eyed Hososomething you know?\Why are you undecided? One-Eyed sounds cool, right?\Here goes!\Dammit! I lose!\THE Hosoyamada... response:	Impossible!
context: I-It's not me!\Can I crush one eye?\You can get a self-conscious nickname like One-Eyed Hososomething you know?\Why are you undecided? One-Eyed sounds cool, right?\Here goes!\Dammit! I lose!\THE Hosoyamada...\Impossible! response:	Nobody can win against me!
context: Can I crush one eye?\You can get a self-conscious nickname like One-Eyed Hososomething you know?\Why are you undecided? One-Eyed sounds cool, right?\Here goes!\Dammit! I lose!\THE Hosoyamada...\Impossible!\Nobody can win against me! response:	Real life is more fun than a game!
context: You can get a self-conscious nickname like One-Eyed Hososomething you know?\Why are you undecided? One-Eyed sounds cool, right?\Here goes!\Dammit! I lose!\THE Hosoyamada...\Impossible!\Nobody can win against me!\Real life is more fun than a game! response:	What is this? Is it something important?
context: Why are you undecided? One-Eyed sounds cool, right?\Here goes!\Dammit! I lose!\THE Hosoyamada...\Impossible!\Nobody can win against me!\Real life is more fun than a game!\What is this? Is it something important? response:	So that's how it is.
context: Here goes!\Dammit! I lose!\THE Hosoyamada...\Impossible!\Nobody can win against me!\Real life is more fun than a game!\What is this? Is it something important?\So that's how it is. response:	Wait... you... when did you
context: Dammit! I lose!\THE Hosoyamada...\Impossible!\Nobody can win against me!\Real life is more fun than a game!\What is this? Is it something important?\So that's how it is.\Wait... you... when did you response:	The whole time.
context: THE Hosoyamada...\Impossible!\Nobody can win against me!\Real life is more fun than a game!\What is this? Is it something important?\So that's how it is.\Wait... you... when did you\The whole time. response:	The whole time?
context: Impossible!\Nobody can win against me!\Real life is more fun than a game!\What is this? Is it something important?\So that's how it is.\Wait... you... when did you\The whole time.\The whole time? response:	It can't be...
context: Nobody can win against me!\Real life is more fun than a game!\What is this? Is it something important?\So that's how it is.\Wait... you... when did you\The whole time.\The whole time?\It can't be... response:	If you proceed any further, you won't be able
context: Real life is more fun than a game!\What is this? Is it something important?\So that's how it is.\Wait... you... when did you\The whole time.\The whole time?\It can't be...\If you proceed any further, you won't be able response:	to return to being a human ever again.
context: What is this? Is it something important?\So that's how it is.\Wait... you... when did you\The whole time.\The whole time?\It can't be...\If you proceed any further, you won't be able\to return to being a human ever again. response:	That's why I stopped you.
context: So that's how it is.\Wait... you... when did you\The whole time.\The whole time?\It can't be...\If you proceed any further, you won't be able\to return to being a human ever again.\That's why I stopped you. response:	Did someone send you?
context: Wait... you... when did you\The whole time.\The whole time?\It can't be...\If you proceed any further, you won't be able\to return to being a human ever again.\That's why I stopped you.\Did someone send you? response:	No, I have submitted a leave of absence request to the school.
context: The whole time.\The whole time?\It can't be...\If you proceed any further, you won't be able\to return to being a human ever again.\That's why I stopped you.\Did someone send you?\No, I have submitted a leave of absence request to the school. response:	I'm here privately.
context: The whole time?\It can't be...\If you proceed any further, you won't be able\to return to being a human ever again.\That's why I stopped you.\Did someone send you?\No, I have submitted a leave of absence request to the school.\I'm here privately. response:	For what?
context: It can't be...\If you proceed any further, you won't be able\to return to being a human ever again.\That's why I stopped you.\Did someone send you?\No, I have submitted a leave of absence request to the school.\I'm here privately.\For what? response:	I feel responsible for this, too...
context: If you proceed any further, you won't be able\to return to being a human ever again.\That's why I stopped you.\Did someone send you?\No, I have submitted a leave of absence request to the school.\I'm here privately.\For what?\I feel responsible for this, too... response:	The decision I made back then was not appropriate.
context: to return to being a human ever again.\That's why I stopped you.\Did someone send you?\No, I have submitted a leave of absence request to the school.\I'm here privately.\For what?\I feel responsible for this, too...\The decision I made back then was not appropriate. response:	Maybe I should have immediately quarantined Ayumi to a safe location.
context: That's why I stopped you.\Did someone send you?\No, I have submitted a leave of absence request to the school.\I'm here privately.\For what?\I feel responsible for this, too...\The decision I made back then was not appropriate.\Maybe I should have immediately quarantined Ayumi to a safe location. response:	That is why I decided that I'll stick it out with you,
context: Did someone send you?\No, I have submitted a leave of absence request to the school.\I'm here privately.\For what?\I feel responsible for this, too...\The decision I made back then was not appropriate.\Maybe I should have immediately quarantined Ayumi to a safe location.\That is why I decided that I'll stick it out with you, response:	until you have risen back up to normal.
context: No, I have submitted a leave of absence request to the school.\I'm here privately.\For what?\I feel responsible for this, too...\The decision I made back then was not appropriate.\Maybe I should have immediately quarantined Ayumi to a safe location.\That is why I decided that I'll stick it out with you,\until you have risen back up to normal. response:	That's none of your business!
context: I'm here privately.\For what?\I feel responsible for this, too...\The decision I made back then was not appropriate.\Maybe I should have immediately quarantined Ayumi to a safe location.\That is why I decided that I'll stick it out with you,\until you have risen back up to normal.\That's none of your business! response:	You took my valuable prey
context: For what?\I feel responsible for this, too...\The decision I made back then was not appropriate.\Maybe I should have immediately quarantined Ayumi to a safe location.\That is why I decided that I'll stick it out with you,\until you have risen back up to normal.\That's none of your business!\You took my valuable prey response:	Do you want to be crippled for life?
context: I feel responsible for this, too...\The decision I made back then was not appropriate.\Maybe I should have immediately quarantined Ayumi to a safe location.\That is why I decided that I'll stick it out with you,\until you have risen back up to normal.\That's none of your business!\You took my valuable prey\Do you want to be crippled for life? response:	Do you want to stop being human?
context: The decision I made back then was not appropriate.\Maybe I should have immediately quarantined Ayumi to a safe location.\That is why I decided that I'll stick it out with you,\until you have risen back up to normal.\That's none of your business!\You took my valuable prey\Do you want to be crippled for life?\Do you want to stop being human? response:	Then... what are you saying I should do?
context: Maybe I should have immediately quarantined Ayumi to a safe location.\That is why I decided that I'll stick it out with you,\until you have risen back up to normal.\That's none of your business!\You took my valuable prey\Do you want to be crippled for life?\Do you want to stop being human?\Then... what are you saying I should do? response:	For starters, how about you have a decent meal?
context: That is why I decided that I'll stick it out with you,\until you have risen back up to normal.\That's none of your business!\You took my valuable prey\Do you want to be crippled for life?\Do you want to stop being human?\Then... what are you saying I should do?\For starters, how about you have a decent meal? response:	A good meal may be the foundation for energy.
context: until you have risen back up to normal.\That's none of your business!\You took my valuable prey\Do you want to be crippled for life?\Do you want to stop being human?\Then... what are you saying I should do?\For starters, how about you have a decent meal?\A good meal may be the foundation for energy. response:	I'm eating properly.
context: That's none of your business!\You took my valuable prey\Do you want to be crippled for life?\Do you want to stop being human?\Then... what are you saying I should do?\For starters, how about you have a decent meal?\A good meal may be the foundation for energy.\I'm eating properly. response:	Can you say a diet of just pizza
context: You took my valuable prey\Do you want to be crippled for life?\Do you want to stop being human?\Then... what are you saying I should do?\For starters, how about you have a decent meal?\A good meal may be the foundation for energy.\I'm eating properly.\Can you say a diet of just pizza response:	and sweet soy sauce mochi skewers is decent?
context: Do you want to be crippled for life?\Do you want to stop being human?\Then... what are you saying I should do?\For starters, how about you have a decent meal?\A good meal may be the foundation for energy.\I'm eating properly.\Can you say a diet of just pizza\and sweet soy sauce mochi skewers is decent? response:	I'm sure it will calm you down.
context: Do you want to stop being human?\Then... what are you saying I should do?\For starters, how about you have a decent meal?\A good meal may be the foundation for energy.\I'm eating properly.\Can you say a diet of just pizza\and sweet soy sauce mochi skewers is decent?\I'm sure it will calm you down. response:	What are you saying I should eat?
context: Then... what are you saying I should do?\For starters, how about you have a decent meal?\A good meal may be the foundation for energy.\I'm eating properly.\Can you say a diet of just pizza\and sweet soy sauce mochi skewers is decent?\I'm sure it will calm you down.\What are you saying I should eat? response:	Leave it to me. I'll get it right away.
context: For starters, how about you have a decent meal?\A good meal may be the foundation for energy.\I'm eating properly.\Can you say a diet of just pizza\and sweet soy sauce mochi skewers is decent?\I'm sure it will calm you down.\What are you saying I should eat?\Leave it to me. I'll get it right away. response:	Oh, excuse me. Right. Thank you.
context: A good meal may be the foundation for energy.\I'm eating properly.\Can you say a diet of just pizza\and sweet soy sauce mochi skewers is decent?\I'm sure it will calm you down.\What are you saying I should eat?\Leave it to me. I'll get it right away.\Oh, excuse me. Right. Thank you. response:	Why are you setting it all up without my permission!
context: I'm eating properly.\Can you say a diet of just pizza\and sweet soy sauce mochi skewers is decent?\I'm sure it will calm you down.\What are you saying I should eat?\Leave it to me. I'll get it right away.\Oh, excuse me. Right. Thank you.\Why are you setting it all up without my permission! response:	Just one bite.
context: Can you say a diet of just pizza\and sweet soy sauce mochi skewers is decent?\I'm sure it will calm you down.\What are you saying I should eat?\Leave it to me. I'll get it right away.\Oh, excuse me. Right. Thank you.\Why are you setting it all up without my permission!\Just one bite. response:	After that, I swear that we
context: and sweet soy sauce mochi skewers is decent?\I'm sure it will calm you down.\What are you saying I should eat?\Leave it to me. I'll get it right away.\Oh, excuse me. Right. Thank you.\Why are you setting it all up without my permission!\Just one bite.\After that, I swear that we response:	will not have anything to do with each other ever again.
context: I'm sure it will calm you down.\What are you saying I should eat?\Leave it to me. I'll get it right away.\Oh, excuse me. Right. Thank you.\Why are you setting it all up without my permission!\Just one bite.\After that, I swear that we\will not have anything to do with each other ever again. response:	One bite? Really just one bite?
context: What are you saying I should eat?\Leave it to me. I'll get it right away.\Oh, excuse me. Right. Thank you.\Why are you setting it all up without my permission!\Just one bite.\After that, I swear that we\will not have anything to do with each other ever again.\One bite? Really just one bite? response:	Yes, I promise.
context: Leave it to me. I'll get it right away.\Oh, excuse me. Right. Thank you.\Why are you setting it all up without my permission!\Just one bite.\After that, I swear that we\will not have anything to do with each other ever again.\One bite? Really just one bite?\Yes, I promise. response:	Fine.
context: Oh, excuse me. Right. Thank you.\Why are you setting it all up without my permission!\Just one bite.\After that, I swear that we\will not have anything to do with each other ever again.\One bite? Really just one bite?\Yes, I promise.\Fine. response:	Then, let's go.
context: Why are you setting it all up without my permission!\Just one bite.\After that, I swear that we\will not have anything to do with each other ever again.\One bite? Really just one bite?\Yes, I promise.\Fine.\Then, let's go. response:	That promise is absolute.
context: Just one bite.\After that, I swear that we\will not have anything to do with each other ever again.\One bite? Really just one bite?\Yes, I promise.\Fine.\Then, let's go.\That promise is absolute. response:	Right.
context: After that, I swear that we\will not have anything to do with each other ever again.\One bite? Really just one bite?\Yes, I promise.\Fine.\Then, let's go.\That promise is absolute.\Right. response:	Takajo
context: will not have anything to do with each other ever again.\One bite? Really just one bite?\Yes, I promise.\Fine.\Then, let's go.\That promise is absolute.\Right.\Takajo response:	Takajo?
context: One bite? Really just one bite?\Yes, I promise.\Fine.\Then, let's go.\That promise is absolute.\Right.\Takajo\Takajo? response:	Yes. His family home.
context: Yes, I promise.\Fine.\Then, let's go.\That promise is absolute.\Right.\Takajo\Takajo?\Yes. His family home. response:	Isn't someone here?
context: Fine.\Then, let's go.\That promise is absolute.\Right.\Takajo\Takajo?\Yes. His family home.\Isn't someone here? response:	Nobody is here, so rest assured.
context: Then, let's go.\That promise is absolute.\Right.\Takajo\Takajo?\Yes. His family home.\Isn't someone here?\Nobody is here, so rest assured. response:	Please watch some TV or something.
context: That promise is absolute.\Right.\Takajo\Takajo?\Yes. His family home.\Isn't someone here?\Nobody is here, so rest assured.\Please watch some TV or something. response:	What are you going to make me eat?
context: Right.\Takajo\Takajo?\Yes. His family home.\Isn't someone here?\Nobody is here, so rest assured.\Please watch some TV or something.\What are you going to make me eat? response:	That's a surprise for you to see when it's done.
context: Takajo\Takajo?\Yes. His family home.\Isn't someone here?\Nobody is here, so rest assured.\Please watch some TV or something.\What are you going to make me eat?\That's a surprise for you to see when it's done. response:	- Here, it's done. - Here, it's done.
context: Takajo?\Yes. His family home.\Isn't someone here?\Nobody is here, so rest assured.\Please watch some TV or something.\What are you going to make me eat?\That's a surprise for you to see when it's done.\- Here, it's done. - Here, it's done. response:	Secret
context: Yes. His family home.\Isn't someone here?\Nobody is here, so rest assured.\Please watch some TV or something.\What are you going to make me eat?\That's a surprise for you to see when it's done.\- Here, it's done. - Here, it's done.\Secret response:	Here you go.
context: Isn't someone here?\Nobody is here, so rest assured.\Please watch some TV or something.\What are you going to make me eat?\That's a surprise for you to see when it's done.\- Here, it's done. - Here, it's done.\Secret\Here you go. response:	It's the same taste...
context: Nobody is here, so rest assured.\Please watch some TV or something.\What are you going to make me eat?\That's a surprise for you to see when it's done.\- Here, it's done. - Here, it's done.\Secret\Here you go.\It's the same taste... response:	That makes me glad.
context: Please watch some TV or something.\What are you going to make me eat?\That's a surprise for you to see when it's done.\- Here, it's done. - Here, it's done.\Secret\Here you go.\It's the same taste...\That makes me glad. response:	How...
context: What are you going to make me eat?\That's a surprise for you to see when it's done.\- Here, it's done. - Here, it's done.\Secret\Here you go.\It's the same taste...\That makes me glad.\How... response:	Your mother left behind a notebook of recipes.
context: That's a surprise for you to see when it's done.\- Here, it's done. - Here, it's done.\Secret\Here you go.\It's the same taste...\That makes me glad.\How...\Your mother left behind a notebook of recipes. response:	I took the liberty of borrowing it.
context: - Here, it's done. - Here, it's done.\Secret\Here you go.\It's the same taste...\That makes me glad.\How...\Your mother left behind a notebook of recipes.\I took the liberty of borrowing it. response:	The page with the omelet rice was the
context: Secret\Here you go.\It's the same taste...\That makes me glad.\How...\Your mother left behind a notebook of recipes.\I took the liberty of borrowing it.\The page with the omelet rice was the response:	only one with a big flowery circle on it.
context: Here you go.\It's the same taste...\That makes me glad.\How...\Your mother left behind a notebook of recipes.\I took the liberty of borrowing it.\The page with the omelet rice was the\only one with a big flowery circle on it. response:	Secret Sauce - Have a good day Yu
context: It's the same taste...\That makes me glad.\How...\Your mother left behind a notebook of recipes.\I took the liberty of borrowing it.\The page with the omelet rice was the\only one with a big flowery circle on it.\Secret Sauce - Have a good day Yu response:	Most likely, it was your favorite food in the past.
context: That makes me glad.\How...\Your mother left behind a notebook of recipes.\I took the liberty of borrowing it.\The page with the omelet rice was the\only one with a big flowery circle on it.\Secret Sauce - Have a good day Yu\Most likely, it was your favorite food in the past. response:	Ayumi, after your mother was no longer around, saw that,
context: How...\Your mother left behind a notebook of recipes.\I took the liberty of borrowing it.\The page with the omelet rice was the\only one with a big flowery circle on it.\Secret Sauce - Have a good day Yu\Most likely, it was your favorite food in the past.\Ayumi, after your mother was no longer around, saw that, response:	and was probably recreating that taste for all this time.
context: Your mother left behind a notebook of recipes.\I took the liberty of borrowing it.\The page with the omelet rice was the\only one with a big flowery circle on it.\Secret Sauce - Have a good day Yu\Most likely, it was your favorite food in the past.\Ayumi, after your mother was no longer around, saw that,\and was probably recreating that taste for all this time. response:	A good thing
context: I took the liberty of borrowing it.\The page with the omelet rice was the\only one with a big flowery circle on it.\Secret Sauce - Have a good day Yu\Most likely, it was your favorite food in the past.\Ayumi, after your mother was no longer around, saw that,\and was probably recreating that taste for all this time.\A good thing response:	So that was... the last omelet rice...
context: The page with the omelet rice was the\only one with a big flowery circle on it.\Secret Sauce - Have a good day Yu\Most likely, it was your favorite food in the past.\Ayumi, after your mother was no longer around, saw that,\and was probably recreating that taste for all this time.\A good thing\So that was... the last omelet rice... response:	Dammit... it's sweet, and tastes horrible...
context: only one with a big flowery circle on it.\Secret Sauce - Have a good day Yu\Most likely, it was your favorite food in the past.\Ayumi, after your mother was no longer around, saw that,\and was probably recreating that taste for all this time.\A good thing\So that was... the last omelet rice...\Dammit... it's sweet, and tastes horrible... response:	but what is this?
