context: It was a cliff. response:	A cliff?
context: Shut up! I won't let you go!\A fight?\Why can't you understand?\I'm not wishing for any of that.\I just want you to send me off with a smile.\Please understand how I feel.\No. I just can't respect those feelings!\Especially if you don't even want to go! response:	You're crazy, Emma.
context: A fight?\Why can't you understand?\I'm not wishing for any of that.\I just want you to send me off with a smile.\Please understand how I feel.\No. I just can't respect those feelings!\Especially if you don't even want to go!\You're crazy, Emma. response:	Reckless and unreasonable.
context: Why can't you understand?\I'm not wishing for any of that.\I just want you to send me off with a smile.\Please understand how I feel.\No. I just can't respect those feelings!\Especially if you don't even want to go!\You're crazy, Emma.\Reckless and unreasonable. response:	NaIve and immature.
context: I'm not wishing for any of that.\I just want you to send me off with a smile.\Please understand how I feel.\No. I just can't respect those feelings!\Especially if you don't even want to go!\You're crazy, Emma.\Reckless and unreasonable.\NaIve and immature. response:	But honest.
context: I just want you to send me off with a smile.\Please understand how I feel.\No. I just can't respect those feelings!\Especially if you don't even want to go!\You're crazy, Emma.\Reckless and unreasonable.\NaIve and immature.\But honest. response:	That's why...
context: Please understand how I feel.\No. I just can't respect those feelings!\Especially if you don't even want to go!\You're crazy, Emma.\Reckless and unreasonable.\NaIve and immature.\But honest.\That's why... response:	That's why I...
context: No. I just can't respect those feelings!\Especially if you don't even want to go!\You're crazy, Emma.\Reckless and unreasonable.\NaIve and immature.\But honest.\That's why...\That's why I... response:	It's time, Norman.
context: Especially if you don't even want to go!\You're crazy, Emma.\Reckless and unreasonable.\NaIve and immature.\But honest.\That's why...\That's why I...\It's time, Norman. response:	Okay, Mom.
context: You're crazy, Emma.\Reckless and unreasonable.\NaIve and immature.\But honest.\That's why...\That's why I...\It's time, Norman.\Okay, Mom. response:	W-Wait!
context: Reckless and unreasonable.\NaIve and immature.\But honest.\That's why...\That's why I...\It's time, Norman.\Okay, Mom.\W-Wait! response:	Emma, calm down.
context: NaIve and immature.\But honest.\That's why...\That's why I...\It's time, Norman.\Okay, Mom.\W-Wait!\Emma, calm down. response:	I understand that you're sad, but you're getting too hotheaded.
context: But honest.\That's why...\That's why I...\It's time, Norman.\Okay, Mom.\W-Wait!\Emma, calm down.\I understand that you're sad, but you're getting too hotheaded. response:	If you cause another commotion, I'll kill you.
context: That's why...\That's why I...\It's time, Norman.\Okay, Mom.\W-Wait!\Emma, calm down.\I understand that you're sad, but you're getting too hotheaded.\If you cause another commotion, I'll kill you. response:	Give up.
context: That's why I...\It's time, Norman.\Okay, Mom.\W-Wait!\Emma, calm down.\I understand that you're sad, but you're getting too hotheaded.\If you cause another commotion, I'll kill you.\Give up. response:	Mom, is it all right...
context: It's time, Norman.\Okay, Mom.\W-Wait!\Emma, calm down.\I understand that you're sad, but you're getting too hotheaded.\If you cause another commotion, I'll kill you.\Give up.\Mom, is it all right... response:	if I say my last goodbye to Emma?
context: Okay, Mom.\W-Wait!\Emma, calm down.\I understand that you're sad, but you're getting too hotheaded.\If you cause another commotion, I'll kill you.\Give up.\Mom, is it all right...\if I say my last goodbye to Emma? response:	Yes, of course.
context: W-Wait!\Emma, calm down.\I understand that you're sad, but you're getting too hotheaded.\If you cause another commotion, I'll kill you.\Give up.\Mom, is it all right...\if I say my last goodbye to Emma?\Yes, of course. response:	Come, Emma.
context: Emma, calm down.\I understand that you're sad, but you're getting too hotheaded.\If you cause another commotion, I'll kill you.\Give up.\Mom, is it all right...\if I say my last goodbye to Emma?\Yes, of course.\Come, Emma. response:	Emma.
context: I understand that you're sad, but you're getting too hotheaded.\If you cause another commotion, I'll kill you.\Give up.\Mom, is it all right...\if I say my last goodbye to Emma?\Yes, of course.\Come, Emma.\Emma. response:	Thank you.
context: If you cause another commotion, I'll kill you.\Give up.\Mom, is it all right...\if I say my last goodbye to Emma?\Yes, of course.\Come, Emma.\Emma.\Thank you. response:	I'm sorry for tricking you.
context: Give up.\Mom, is it all right...\if I say my last goodbye to Emma?\Yes, of course.\Come, Emma.\Emma.\Thank you.\I'm sorry for tricking you. response:	Don't get anymore injuries, okay?
context: Mom, is it all right...\if I say my last goodbye to Emma?\Yes, of course.\Come, Emma.\Emma.\Thank you.\I'm sorry for tricking you.\Don't get anymore injuries, okay? response:	And don't be reckless.
context: if I say my last goodbye to Emma?\Yes, of course.\Come, Emma.\Emma.\Thank you.\I'm sorry for tricking you.\Don't get anymore injuries, okay?\And don't be reckless. response:	Eat properly, okay?
context: Yes, of course.\Come, Emma.\Emma.\Thank you.\I'm sorry for tricking you.\Don't get anymore injuries, okay?\And don't be reckless.\Eat properly, okay? response:	I'm leaving the rest to you.
context: Come, Emma.\Emma.\Thank you.\I'm sorry for tricking you.\Don't get anymore injuries, okay?\And don't be reckless.\Eat properly, okay?\I'm leaving the rest to you. response:	It'll be okay. Don't ever give up.
context: Emma.\Thank you.\I'm sorry for tricking you.\Don't get anymore injuries, okay?\And don't be reckless.\Eat properly, okay?\I'm leaving the rest to you.\It'll be okay. Don't ever give up. response:	Emma!
context: Thank you.\I'm sorry for tricking you.\Don't get anymore injuries, okay?\And don't be reckless.\Eat properly, okay?\I'm leaving the rest to you.\It'll be okay. Don't ever give up.\Emma! response:	Your suitcase is empty.
context: I'm sorry for tricking you.\Don't get anymore injuries, okay?\And don't be reckless.\Eat properly, okay?\I'm leaving the rest to you.\It'll be okay. Don't ever give up.\Emma!\Your suitcase is empty. response:	Yeah, almost.
context: Don't get anymore injuries, okay?\And don't be reckless.\Eat properly, okay?\I'm leaving the rest to you.\It'll be okay. Don't ever give up.\Emma!\Your suitcase is empty.\Yeah, almost. response:	Because no matter what I put in, I can't take it with me.
context: And don't be reckless.\Eat properly, okay?\I'm leaving the rest to you.\It'll be okay. Don't ever give up.\Emma!\Your suitcase is empty.\Yeah, almost.\Because no matter what I put in, I can't take it with me. response:	You wouldn't have ever ran away. I knew it from the beginning.
context: Eat properly, okay?\I'm leaving the rest to you.\It'll be okay. Don't ever give up.\Emma!\Your suitcase is empty.\Yeah, almost.\Because no matter what I put in, I can't take it with me.\You wouldn't have ever ran away. I knew it from the beginning. response:	It's praiseworthy. You're doing the right thing.
context: I'm leaving the rest to you.\It'll be okay. Don't ever give up.\Emma!\Your suitcase is empty.\Yeah, almost.\Because no matter what I put in, I can't take it with me.\You wouldn't have ever ran away. I knew it from the beginning.\It's praiseworthy. You're doing the right thing. response:	Now I can ship out Ray and Emma when they're mature.
context: It'll be okay. Don't ever give up.\Emma!\Your suitcase is empty.\Yeah, almost.\Because no matter what I put in, I can't take it with me.\You wouldn't have ever ran away. I knew it from the beginning.\It's praiseworthy. You're doing the right thing.\Now I can ship out Ray and Emma when they're mature. response:	Until the end of the time that was decided, happily inside home, right?
context: Emma!\Your suitcase is empty.\Yeah, almost.\Because no matter what I put in, I can't take it with me.\You wouldn't have ever ran away. I knew it from the beginning.\It's praiseworthy. You're doing the right thing.\Now I can ship out Ray and Emma when they're mature.\Until the end of the time that was decided, happily inside home, right? response:	Yes. Spending a happy lifetime.
context: Your suitcase is empty.\Yeah, almost.\Because no matter what I put in, I can't take it with me.\You wouldn't have ever ran away. I knew it from the beginning.\It's praiseworthy. You're doing the right thing.\Now I can ship out Ray and Emma when they're mature.\Until the end of the time that was decided, happily inside home, right?\Yes. Spending a happy lifetime. response:	Hey...
context: Yeah, almost.\Because no matter what I put in, I can't take it with me.\You wouldn't have ever ran away. I knew it from the beginning.\It's praiseworthy. You're doing the right thing.\Now I can ship out Ray and Emma when they're mature.\Until the end of the time that was decided, happily inside home, right?\Yes. Spending a happy lifetime.\Hey... response:	are you happy, Mom?
context: Because no matter what I put in, I can't take it with me.\You wouldn't have ever ran away. I knew it from the beginning.\It's praiseworthy. You're doing the right thing.\Now I can ship out Ray and Emma when they're mature.\Until the end of the time that was decided, happily inside home, right?\Yes. Spending a happy lifetime.\Hey...\are you happy, Mom? response:	Yes.
context: You wouldn't have ever ran away. I knew it from the beginning.\It's praiseworthy. You're doing the right thing.\Now I can ship out Ray and Emma when they're mature.\Until the end of the time that was decided, happily inside home, right?\Yes. Spending a happy lifetime.\Hey...\are you happy, Mom?\Yes. response:	I am happy.
context: It's praiseworthy. You're doing the right thing.\Now I can ship out Ray and Emma when they're mature.\Until the end of the time that was decided, happily inside home, right?\Yes. Spending a happy lifetime.\Hey...\are you happy, Mom?\Yes.\I am happy. response:	Because I was able to meet someone like you.
context: Now I can ship out Ray and Emma when they're mature.\Until the end of the time that was decided, happily inside home, right?\Yes. Spending a happy lifetime.\Hey...\are you happy, Mom?\Yes.\I am happy.\Because I was able to meet someone like you. response:	This way.
context: Until the end of the time that was decided, happily inside home, right?\Yes. Spending a happy lifetime.\Hey...\are you happy, Mom?\Yes.\I am happy.\Because I was able to meet someone like you.\This way. response:	Can you wait in this room for a little bit?
context: Yes. Spending a happy lifetime.\Hey...\are you happy, Mom?\Yes.\I am happy.\Because I was able to meet someone like you.\This way.\Can you wait in this room for a little bit? response:	Good morning, my dear children.
context: Hey...\are you happy, Mom?\Yes.\I am happy.\Because I was able to meet someone like you.\This way.\Can you wait in this room for a little bit?\Good morning, my dear children. response:	Remembering to appreciate that all 37 of you are able to live here happily...
context: are you happy, Mom?\Yes.\I am happy.\Because I was able to meet someone like you.\This way.\Can you wait in this room for a little bit?\Good morning, my dear children.\Remembering to appreciate that all 37 of you are able to live here happily... response:	Thank you for the food.
context: Yes.\I am happy.\Because I was able to meet someone like you.\This way.\Can you wait in this room for a little bit?\Good morning, my dear children.\Remembering to appreciate that all 37 of you are able to live here happily...\Thank you for the food. response:	Thank you for the food.
context: I am happy.\Because I was able to meet someone like you.\This way.\Can you wait in this room for a little bit?\Good morning, my dear children.\Remembering to appreciate that all 37 of you are able to live here happily...\Thank you for the food.\Thank you for the food. response:	Emma!
context: Because I was able to meet someone like you.\This way.\Can you wait in this room for a little bit?\Good morning, my dear children.\Remembering to appreciate that all 37 of you are able to live here happily...\Thank you for the food.\Thank you for the food.\Emma! response:	That one flew up high! Super high!
context: This way.\Can you wait in this room for a little bit?\Good morning, my dear children.\Remembering to appreciate that all 37 of you are able to live here happily...\Thank you for the food.\Thank you for the food.\Emma!\That one flew up high! Super high! response:	Emma looks so sad.
context: Can you wait in this room for a little bit?\Good morning, my dear children.\Remembering to appreciate that all 37 of you are able to live here happily...\Thank you for the food.\Thank you for the food.\Emma!\That one flew up high! Super high!\Emma looks so sad. response:	I've never seen her look like that before.
context: Good morning, my dear children.\Remembering to appreciate that all 37 of you are able to live here happily...\Thank you for the food.\Thank you for the food.\Emma!\That one flew up high! Super high!\Emma looks so sad.\I've never seen her look like that before. response:	Yeah.
context: Remembering to appreciate that all 37 of you are able to live here happily...\Thank you for the food.\Thank you for the food.\Emma!\That one flew up high! Super high!\Emma looks so sad.\I've never seen her look like that before.\Yeah. response:	It's not just Emma.
context: Thank you for the food.\Thank you for the food.\Emma!\That one flew up high! Super high!\Emma looks so sad.\I've never seen her look like that before.\Yeah.\It's not just Emma. response:	Ray, too.
context: Thank you for the food.\Emma!\That one flew up high! Super high!\Emma looks so sad.\I've never seen her look like that before.\Yeah.\It's not just Emma.\Ray, too. response:	He's been really depressed.
context: Emma!\That one flew up high! Super high!\Emma looks so sad.\I've never seen her look like that before.\Yeah.\It's not just Emma.\Ray, too.\He's been really depressed. response:	They both must be lonely.
context: That one flew up high! Super high!\Emma looks so sad.\I've never seen her look like that before.\Yeah.\It's not just Emma.\Ray, too.\He's been really depressed.\They both must be lonely. response:	Well, the three of them were good friends.
context: Emma looks so sad.\I've never seen her look like that before.\Yeah.\It's not just Emma.\Ray, too.\He's been really depressed.\They both must be lonely.\Well, the three of them were good friends. response:	So, what did you want to talk to me about?
context: I've never seen her look like that before.\Yeah.\It's not just Emma.\Ray, too.\He's been really depressed.\They both must be lonely.\Well, the three of them were good friends.\So, what did you want to talk to me about? response:	We have to decide what to do, right?
context: Yeah.\It's not just Emma.\Ray, too.\He's been really depressed.\They both must be lonely.\Well, the three of them were good friends.\So, what did you want to talk to me about?\We have to decide what to do, right? response:	From this point on...
context: It's not just Emma.\Ray, too.\He's been really depressed.\They both must be lonely.\Well, the three of them were good friends.\So, what did you want to talk to me about?\We have to decide what to do, right?\From this point on... response:	I don't care.
context: Ray, too.\He's been really depressed.\They both must be lonely.\Well, the three of them were good friends.\So, what did you want to talk to me about?\We have to decide what to do, right?\From this point on...\I don't care. response:	I don't care.
context: He's been really depressed.\They both must be lonely.\Well, the three of them were good friends.\So, what did you want to talk to me about?\We have to decide what to do, right?\From this point on...\I don't care.\I don't care. response:	Let's die here.
context: They both must be lonely.\Well, the three of them were good friends.\So, what did you want to talk to me about?\We have to decide what to do, right?\From this point on...\I don't care.\I don't care.\Let's die here. response:	It's impossible. We're surrounded by a cliff.
context: Well, the three of them were good friends.\So, what did you want to talk to me about?\We have to decide what to do, right?\From this point on...\I don't care.\I don't care.\Let's die here.\It's impossible. We're surrounded by a cliff. response:	And the only bridge going out is in the headquarters.
context: So, what did you want to talk to me about?\We have to decide what to do, right?\From this point on...\I don't care.\I don't care.\Let's die here.\It's impossible. We're surrounded by a cliff.\And the only bridge going out is in the headquarters. response:	Besides, I'm tired.
context: We have to decide what to do, right?\From this point on...\I don't care.\I don't care.\Let's die here.\It's impossible. We're surrounded by a cliff.\And the only bridge going out is in the headquarters.\Besides, I'm tired. response:	I'm really tired.
context: From this point on...\I don't care.\I don't care.\Let's die here.\It's impossible. We're surrounded by a cliff.\And the only bridge going out is in the headquarters.\Besides, I'm tired.\I'm really tired. response:	Then what about this?
context: I don't care.\I don't care.\Let's die here.\It's impossible. We're surrounded by a cliff.\And the only bridge going out is in the headquarters.\Besides, I'm tired.\I'm really tired.\Then what about this? response:	I don't need it.
context: I don't care.\Let's die here.\It's impossible. We're surrounded by a cliff.\And the only bridge going out is in the headquarters.\Besides, I'm tired.\I'm really tired.\Then what about this?\I don't need it. response:	You can have it.
context: Let's die here.\It's impossible. We're surrounded by a cliff.\And the only bridge going out is in the headquarters.\Besides, I'm tired.\I'm really tired.\Then what about this?\I don't need it.\You can have it. response:	If you want to run away, then run.
context: It's impossible. We're surrounded by a cliff.\And the only bridge going out is in the headquarters.\Besides, I'm tired.\I'm really tired.\Then what about this?\I don't need it.\You can have it.\If you want to run away, then run. response:	I'm dropping out.
context: And the only bridge going out is in the headquarters.\Besides, I'm tired.\I'm really tired.\Then what about this?\I don't need it.\You can have it.\If you want to run away, then run.\I'm dropping out. response:	Sorry, Emma.
context: Besides, I'm tired.\I'm really tired.\Then what about this?\I don't need it.\You can have it.\If you want to run away, then run.\I'm dropping out.\Sorry, Emma. response:	Emma.
context: I'm really tired.\Then what about this?\I don't need it.\You can have it.\If you want to run away, then run.\I'm dropping out.\Sorry, Emma.\Emma. response:	Ray, come on!
context: Then what about this?\I don't need it.\You can have it.\If you want to run away, then run.\I'm dropping out.\Sorry, Emma.\Emma.\Ray, come on! response:	Sorry.
context: I don't need it.\You can have it.\If you want to run away, then run.\I'm dropping out.\Sorry, Emma.\Emma.\Ray, come on!\Sorry. response:	I'm sorry, Don. Gilda.
context: You can have it.\If you want to run away, then run.\I'm dropping out.\Sorry, Emma.\Emma.\Ray, come on!\Sorry.\I'm sorry, Don. Gilda. response:	I did knock.
context: If you want to run away, then run.\I'm dropping out.\Sorry, Emma.\Emma.\Ray, come on!\Sorry.\I'm sorry, Don. Gilda.\I did knock. response:	You didn't hear it?
context: I'm dropping out.\Sorry, Emma.\Emma.\Ray, come on!\Sorry.\I'm sorry, Don. Gilda.\I did knock.\You didn't hear it? response:	You poor thing.
context: Sorry, Emma.\Emma.\Ray, come on!\Sorry.\I'm sorry, Don. Gilda.\I did knock.\You didn't hear it?\You poor thing. response:	You're in pain. You're suffering.
context: Emma.\Ray, come on!\Sorry.\I'm sorry, Don. Gilda.\I did knock.\You didn't hear it?\You poor thing.\You're in pain. You're suffering. response:	Norman is dead, and Ray's a mess.
context: Ray, come on!\Sorry.\I'm sorry, Don. Gilda.\I did knock.\You didn't hear it?\You poor thing.\You're in pain. You're suffering.\Norman is dead, and Ray's a mess. response:	You can't do anything on your own.
context: Sorry.\I'm sorry, Don. Gilda.\I did knock.\You didn't hear it?\You poor thing.\You're in pain. You're suffering.\Norman is dead, and Ray's a mess.\You can't do anything on your own. response:	You must be extremely despaired.
context: I'm sorry, Don. Gilda.\I did knock.\You didn't hear it?\You poor thing.\You're in pain. You're suffering.\Norman is dead, and Ray's a mess.\You can't do anything on your own.\You must be extremely despaired. response:	Now, you will never be able to escape.
context: I did knock.\You didn't hear it?\You poor thing.\You're in pain. You're suffering.\Norman is dead, and Ray's a mess.\You can't do anything on your own.\You must be extremely despaired.\Now, you will never be able to escape. response:	Just give up.
context: You didn't hear it?\You poor thing.\You're in pain. You're suffering.\Norman is dead, and Ray's a mess.\You can't do anything on your own.\You must be extremely despaired.\Now, you will never be able to escape.\Just give up. response:	The best way to not suffer from despair is to give up.
context: You poor thing.\You're in pain. You're suffering.\Norman is dead, and Ray's a mess.\You can't do anything on your own.\You must be extremely despaired.\Now, you will never be able to escape.\Just give up.\The best way to not suffer from despair is to give up. response:	You suffer because you resist. Simply concede.
context: You're in pain. You're suffering.\Norman is dead, and Ray's a mess.\You can't do anything on your own.\You must be extremely despaired.\Now, you will never be able to escape.\Just give up.\The best way to not suffer from despair is to give up.\You suffer because you resist. Simply concede. response:	You'll feel much better. It's easy.
context: Norman is dead, and Ray's a mess.\You can't do anything on your own.\You must be extremely despaired.\Now, you will never be able to escape.\Just give up.\The best way to not suffer from despair is to give up.\You suffer because you resist. Simply concede.\You'll feel much better. It's easy. response:	Listen, Emma.
context: You can't do anything on your own.\You must be extremely despaired.\Now, you will never be able to escape.\Just give up.\The best way to not suffer from despair is to give up.\You suffer because you resist. Simply concede.\You'll feel much better. It's easy.\Listen, Emma. response:	If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.
context: You must be extremely despaired.\Now, you will never be able to escape.\Just give up.\The best way to not suffer from despair is to give up.\You suffer because you resist. Simply concede.\You'll feel much better. It's easy.\Listen, Emma.\If you desire it, I'd like to recommend you as the candidate to be Mom of this farm. response:	A candidate to be a Mom?
context: Now, you will never be able to escape.\Just give up.\The best way to not suffer from despair is to give up.\You suffer because you resist. Simply concede.\You'll feel much better. It's easy.\Listen, Emma.\If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.\A candidate to be a Mom? response:	Yes.
context: Just give up.\The best way to not suffer from despair is to give up.\You suffer because you resist. Simply concede.\You'll feel much better. It's easy.\Listen, Emma.\If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.\A candidate to be a Mom?\Yes. response:	Become an adult, have a child, and if they approve your abilities,
context: The best way to not suffer from despair is to give up.\You suffer because you resist. Simply concede.\You'll feel much better. It's easy.\Listen, Emma.\If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.\A candidate to be a Mom?\Yes.\Become an adult, have a child, and if they approve your abilities, response:	you can come back to this House as a Mom or Sister.
context: You suffer because you resist. Simply concede.\You'll feel much better. It's easy.\Listen, Emma.\If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.\A candidate to be a Mom?\Yes.\Become an adult, have a child, and if they approve your abilities,\you can come back to this House as a Mom or Sister. response:	You have the qualifications for it.
context: You'll feel much better. It's easy.\Listen, Emma.\If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.\A candidate to be a Mom?\Yes.\Become an adult, have a child, and if they approve your abilities,\you can come back to this House as a Mom or Sister.\You have the qualifications for it. response:	If you desire it, I'd be happy to recommend you.
context: Listen, Emma.\If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.\A candidate to be a Mom?\Yes.\Become an adult, have a child, and if they approve your abilities,\you can come back to this House as a Mom or Sister.\You have the qualifications for it.\If you desire it, I'd be happy to recommend you. response:	Who would become such a thing? Is that what you thought?
context: If you desire it, I'd like to recommend you as the candidate to be Mom of this farm.\A candidate to be a Mom?\Yes.\Become an adult, have a child, and if they approve your abilities,\you can come back to this House as a Mom or Sister.\You have the qualifications for it.\If you desire it, I'd be happy to recommend you.\Who would become such a thing? Is that what you thought? response:	But then, what can you do?
context: A candidate to be a Mom?\Yes.\Become an adult, have a child, and if they approve your abilities,\you can come back to this House as a Mom or Sister.\You have the qualifications for it.\If you desire it, I'd be happy to recommend you.\Who would become such a thing? Is that what you thought?\But then, what can you do? response:	You can't do anything. You can't save anyone. You can only curse death.
context: Yes.\Become an adult, have a child, and if they approve your abilities,\you can come back to this House as a Mom or Sister.\You have the qualifications for it.\If you desire it, I'd be happy to recommend you.\Who would become such a thing? Is that what you thought?\But then, what can you do?\You can't do anything. You can't save anyone. You can only curse death. response:	A cycle of suffering.
context: Become an adult, have a child, and if they approve your abilities,\you can come back to this House as a Mom or Sister.\You have the qualifications for it.\If you desire it, I'd be happy to recommend you.\Who would become such a thing? Is that what you thought?\But then, what can you do?\You can't do anything. You can't save anyone. You can only curse death.\A cycle of suffering. response:	Live and strive to become a Mom.
context: you can come back to this House as a Mom or Sister.\You have the qualifications for it.\If you desire it, I'd be happy to recommend you.\Who would become such a thing? Is that what you thought?\But then, what can you do?\You can't do anything. You can't save anyone. You can only curse death.\A cycle of suffering.\Live and strive to become a Mom. response:	Accept the despair and free yourself from the pain.
context: You have the qualifications for it.\If you desire it, I'd be happy to recommend you.\Who would become such a thing? Is that what you thought?\But then, what can you do?\You can't do anything. You can't save anyone. You can only curse death.\A cycle of suffering.\Live and strive to become a Mom.\Accept the despair and free yourself from the pain. response:	No. I can't do that, no matter what.
context: If you desire it, I'd be happy to recommend you.\Who would become such a thing? Is that what you thought?\But then, what can you do?\You can't do anything. You can't save anyone. You can only curse death.\A cycle of suffering.\Live and strive to become a Mom.\Accept the despair and free yourself from the pain.\No. I can't do that, no matter what. response:	Fine. Then you can writhe in agony as you await your death.
context: Who would become such a thing? Is that what you thought?\But then, what can you do?\You can't do anything. You can't save anyone. You can only curse death.\A cycle of suffering.\Live and strive to become a Mom.\Accept the despair and free yourself from the pain.\No. I can't do that, no matter what.\Fine. Then you can writhe in agony as you await your death. response:	You all cannot escape.
context: But then, what can you do?\You can't do anything. You can't save anyone. You can only curse death.\A cycle of suffering.\Live and strive to become a Mom.\Accept the despair and free yourself from the pain.\No. I can't do that, no matter what.\Fine. Then you can writhe in agony as you await your death.\You all cannot escape. response:	Think about that as much as you want.
context: You can't do anything. You can't save anyone. You can only curse death.\A cycle of suffering.\Live and strive to become a Mom.\Accept the despair and free yourself from the pain.\No. I can't do that, no matter what.\Fine. Then you can writhe in agony as you await your death.\You all cannot escape.\Think about that as much as you want. response:	We did it!
context: A cycle of suffering.\Live and strive to become a Mom.\Accept the despair and free yourself from the pain.\No. I can't do that, no matter what.\Fine. Then you can writhe in agony as you await your death.\You all cannot escape.\Think about that as much as you want.\We did it! response:	Wait for me!
context: Live and strive to become a Mom.\Accept the despair and free yourself from the pain.\No. I can't do that, no matter what.\Fine. Then you can writhe in agony as you await your death.\You all cannot escape.\Think about that as much as you want.\We did it!\Wait for me! response:	Emma.
context: Accept the despair and free yourself from the pain.\No. I can't do that, no matter what.\Fine. Then you can writhe in agony as you await your death.\You all cannot escape.\Think about that as much as you want.\We did it!\Wait for me!\Emma. response:	Ray.
context: No. I can't do that, no matter what.\Fine. Then you can writhe in agony as you await your death.\You all cannot escape.\Think about that as much as you want.\We did it!\Wait for me!\Emma.\Ray. response:	What are you doing at this hour?
context: Fine. Then you can writhe in agony as you await your death.\You all cannot escape.\Think about that as much as you want.\We did it!\Wait for me!\Emma.\Ray.\What are you doing at this hour? response:	It's my last night, so I'm saying goodbye to the House.
context: You all cannot escape.\Think about that as much as you want.\We did it!\Wait for me!\Emma.\Ray.\What are you doing at this hour?\It's my last night, so I'm saying goodbye to the House. response:	Ray, it's your birthday tomorrow, right?
context: Think about that as much as you want.\We did it!\Wait for me!\Emma.\Ray.\What are you doing at this hour?\It's my last night, so I'm saying goodbye to the House.\Ray, it's your birthday tomorrow, right? response:	Yeah, tonight's the last night.
context: We did it!\Wait for me!\Emma.\Ray.\What are you doing at this hour?\It's my last night, so I'm saying goodbye to the House.\Ray, it's your birthday tomorrow, right?\Yeah, tonight's the last night. response:	Tomorrow, it's goodbye.
context: Wait for me!\Emma.\Ray.\What are you doing at this hour?\It's my last night, so I'm saying goodbye to the House.\Ray, it's your birthday tomorrow, right?\Yeah, tonight's the last night.\Tomorrow, it's goodbye. response:	Hey, Emma.
context: Emma.\Ray.\What are you doing at this hour?\It's my last night, so I'm saying goodbye to the House.\Ray, it's your birthday tomorrow, right?\Yeah, tonight's the last night.\Tomorrow, it's goodbye.\Hey, Emma. response:	Did you really give up?
context: Ray.\What are you doing at this hour?\It's my last night, so I'm saying goodbye to the House.\Ray, it's your birthday tomorrow, right?\Yeah, tonight's the last night.\Tomorrow, it's goodbye.\Hey, Emma.\Did you really give up? response:	You haven't actually given up, have you?
context: What are you doing at this hour?\It's my last night, so I'm saying goodbye to the House.\Ray, it's your birthday tomorrow, right?\Yeah, tonight's the last night.\Tomorrow, it's goodbye.\Hey, Emma.\Did you really give up?\You haven't actually given up, have you? response:	Emma.
