context: Signs response:	Opening
context: Ah, this one?\The nurse had to go somewhere, so I was told to give you these eyedrops.\Hurry up or we'll be late for the opening ceremony.\You were the one on my balcony last night, right?\What do you want?\It reacted...\My eye.\Indeed, our paths once crossed, measureless eons before this age. response:	The moment I saw you, my Wicked Eye revealed to me our destiny.
context: The nurse had to go somewhere, so I was told to give you these eyedrops.\Hurry up or we'll be late for the opening ceremony.\You were the one on my balcony last night, right?\What do you want?\It reacted...\My eye.\Indeed, our paths once crossed, measureless eons before this age.\The moment I saw you, my Wicked Eye revealed to me our destiny. response:	That's why I sought the chance to meet you once again.
context: Hurry up or we'll be late for the opening ceremony.\You were the one on my balcony last night, right?\What do you want?\It reacted...\My eye.\Indeed, our paths once crossed, measureless eons before this age.\The moment I saw you, my Wicked Eye revealed to me our destiny.\That's why I sought the chance to meet you once again. response:	This bitter taste...
context: You were the one on my balcony last night, right?\What do you want?\It reacted...\My eye.\Indeed, our paths once crossed, measureless eons before this age.\The moment I saw you, my Wicked Eye revealed to me our destiny.\That's why I sought the chance to meet you once again.\This bitter taste... response:	Doubtlessly, this is the work of the Cult of Darkness.
context: What do you want?\It reacted...\My eye.\Indeed, our paths once crossed, measureless eons before this age.\The moment I saw you, my Wicked Eye revealed to me our destiny.\That's why I sought the chance to meet you once again.\This bitter taste...\Doubtlessly, this is the work of the Cult of Darkness. response:	I must seal this away.
context: It reacted...\My eye.\Indeed, our paths once crossed, measureless eons before this age.\The moment I saw you, my Wicked Eye revealed to me our destiny.\That's why I sought the chance to meet you once again.\This bitter taste...\Doubtlessly, this is the work of the Cult of Darkness.\I must seal this away. response:	Do I need any more proof?
context: My eye.\Indeed, our paths once crossed, measureless eons before this age.\The moment I saw you, my Wicked Eye revealed to me our destiny.\That's why I sought the chance to meet you once again.\This bitter taste...\Doubtlessly, this is the work of the Cult of Darkness.\I must seal this away.\Do I need any more proof? response:	The Wicked Eye wields darkness tamed by the power of a pure heart.
context: Indeed, our paths once crossed, measureless eons before this age.\The moment I saw you, my Wicked Eye revealed to me our destiny.\That's why I sought the chance to meet you once again.\This bitter taste...\Doubtlessly, this is the work of the Cult of Darkness.\I must seal this away.\Do I need any more proof?\The Wicked Eye wields darkness tamed by the power of a pure heart. response:	As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.
context: The moment I saw you, my Wicked Eye revealed to me our destiny.\That's why I sought the chance to meet you once again.\This bitter taste...\Doubtlessly, this is the work of the Cult of Darkness.\I must seal this away.\Do I need any more proof?\The Wicked Eye wields darkness tamed by the power of a pure heart.\As it itself is defiled by darkness, it cannot endure anything pure, such as holy water. response:	Definitely eighth-grader syndrome. She's a textbook case.
context: That's why I sought the chance to meet you once again.\This bitter taste...\Doubtlessly, this is the work of the Cult of Darkness.\I must seal this away.\Do I need any more proof?\The Wicked Eye wields darkness tamed by the power of a pure heart.\As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.\Definitely eighth-grader syndrome. She's a textbook case. response:	We almost fell victim to the enemy's schemes.
context: This bitter taste...\Doubtlessly, this is the work of the Cult of Darkness.\I must seal this away.\Do I need any more proof?\The Wicked Eye wields darkness tamed by the power of a pure heart.\As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.\Definitely eighth-grader syndrome. She's a textbook case.\We almost fell victim to the enemy's schemes. response:	We must be more careful from now on,
context: Doubtlessly, this is the work of the Cult of Darkness.\I must seal this away.\Do I need any more proof?\The Wicked Eye wields darkness tamed by the power of a pure heart.\As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.\Definitely eighth-grader syndrome. She's a textbook case.\We almost fell victim to the enemy's schemes.\We must be more careful from now on, response:	Dark Flame Master.
context: I must seal this away.\Do I need any more proof?\The Wicked Eye wields darkness tamed by the power of a pure heart.\As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.\Definitely eighth-grader syndrome. She's a textbook case.\We almost fell victim to the enemy's schemes.\We must be more careful from now on,\Dark Flame Master. response:	Eh?
context: Do I need any more proof?\The Wicked Eye wields darkness tamed by the power of a pure heart.\As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.\Definitely eighth-grader syndrome. She's a textbook case.\We almost fell victim to the enemy's schemes.\We must be more careful from now on,\Dark Flame Master.\Eh? response:	Be enveloped by the flames of darkness!
context: The Wicked Eye wields darkness tamed by the power of a pure heart.\As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.\Definitely eighth-grader syndrome. She's a textbook case.\We almost fell victim to the enemy's schemes.\We must be more careful from now on,\Dark Flame Master.\Eh?\Be enveloped by the flames of darkness! response:	Stop!
context: As it itself is defiled by darkness, it cannot endure anything pure, such as holy water.\Definitely eighth-grader syndrome. She's a textbook case.\We almost fell victim to the enemy's schemes.\We must be more careful from now on,\Dark Flame Master.\Eh?\Be enveloped by the flames of darkness!\Stop! response:	How do you know that?!
context: Definitely eighth-grader syndrome. She's a textbook case.\We almost fell victim to the enemy's schemes.\We must be more careful from now on,\Dark Flame Master.\Eh?\Be enveloped by the flames of darkness!\Stop!\How do you know that?! response:	Where did you hear about it?
context: We almost fell victim to the enemy's schemes.\We must be more careful from now on,\Dark Flame Master.\Eh?\Be enveloped by the flames of darkness!\Stop!\How do you know that?!\Where did you hear about it? response:	My Wicked Eye is perfectly clairvoyant.
context: We must be more careful from now on,\Dark Flame Master.\Eh?\Be enveloped by the flames of darkness!\Stop!\How do you know that?!\Where did you hear about it?\My Wicked Eye is perfectly clairvoyant. response:	I know everything about level 7 warlocks and their powe
context: Dark Flame Master.\Eh?\Be enveloped by the flames of darkness!\Stop!\How do you know that?!\Where did you hear about it?\My Wicked Eye is perfectly clairvoyant.\I know everything about level 7 warlocks and their powe response:	Where did you hear about it?
context: Eh?\Be enveloped by the flames of darkness!\Stop!\How do you know that?!\Where did you hear about it?\My Wicked Eye is perfectly clairvoyant.\I know everything about level 7 warlocks and their powe\Where did you hear about it? response:	The entirety of the future and the past is but an open book before
context: Be enveloped by the flames of darkness!\Stop!\How do you know that?!\Where did you hear about it?\My Wicked Eye is perfectly clairvoyant.\I know everything about level 7 warlocks and their powe\Where did you hear about it?\The entirety of the future and the past is but an open book before response:	Where did you hear about it?
context: Stop!\How do you know that?!\Where did you hear about it?\My Wicked Eye is perfectly clairvoyant.\I know everything about level 7 warlocks and their powe\Where did you hear about it?\The entirety of the future and the past is but an open book before\Where did you hear about it? response:	Yuuta, that hurts!
context: How do you know that?!\Where did you hear about it?\My Wicked Eye is perfectly clairvoyant.\I know everything about level 7 warlocks and their powe\Where did you hear about it?\The entirety of the future and the past is but an open book before\Where did you hear about it?\Yuuta, that hurts! response:	I asked where you heard about it!
context: Where did you hear about it?\My Wicked Eye is perfectly clairvoyant.\I know everything about level 7 warlocks and their powe\Where did you hear about it?\The entirety of the future and the past is but an open book before\Where did you hear about it?\Yuuta, that hurts!\I asked where you heard about it! response:	I can't see! Yuuta, I can't see!
context: My Wicked Eye is perfectly clairvoyant.\I know everything about level 7 warlocks and their powe\Where did you hear about it?\The entirety of the future and the past is but an open book before\Where did you hear about it?\Yuuta, that hurts!\I asked where you heard about it!\I can't see! Yuuta, I can't see! response:	It was at the gym earlier!
context: I know everything about level 7 warlocks and their powe\Where did you hear about it?\The entirety of the future and the past is but an open book before\Where did you hear about it?\Yuuta, that hurts!\I asked where you heard about it!\I can't see! Yuuta, I can't see!\It was at the gym earlier! response:	At the gym?
context: Where did you hear about it?\The entirety of the future and the past is but an open book before\Where did you hear about it?\Yuuta, that hurts!\I asked where you heard about it!\I can't see! Yuuta, I can't see!\It was at the gym earlier!\At the gym? response:	I thought no one was listening...
context: The entirety of the future and the past is but an open book before\Where did you hear about it?\Yuuta, that hurts!\I asked where you heard about it!\I can't see! Yuuta, I can't see!\It was at the gym earlier!\At the gym?\I thought no one was listening... response:	Not a word to anyone about this, got it?!
context: Where did you hear about it?\Yuuta, that hurts!\I asked where you heard about it!\I can't see! Yuuta, I can't see!\It was at the gym earlier!\At the gym?\I thought no one was listening...\Not a word to anyone about this, got it?! response:	I know!
context: Yuuta, that hurts!\I asked where you heard about it!\I can't see! Yuuta, I can't see!\It was at the gym earlier!\At the gym?\I thought no one was listening...\Not a word to anyone about this, got it?!\I know! response:	The principles of the Deep Horizon and the composition changes in
context: I asked where you heard about it!\I can't see! Yuuta, I can't see!\It was at the gym earlier!\At the gym?\I thought no one was listening...\Not a word to anyone about this, got it?!\I know!\The principles of the Deep Horizon and the composition changes in response:	Not that!
context: I can't see! Yuuta, I can't see!\It was at the gym earlier!\At the gym?\I thought no one was listening...\Not a word to anyone about this, got it?!\I know!\The principles of the Deep Horizon and the composition changes in\Not that! response:	I'm talking about my past!
context: It was at the gym earlier!\At the gym?\I thought no one was listening...\Not a word to anyone about this, got it?!\I know!\The principles of the Deep Horizon and the composition changes in\Not that!\I'm talking about my past! response:	No Dark Flame Master!
context: At the gym?\I thought no one was listening...\Not a word to anyone about this, got it?!\I know!\The principles of the Deep Horizon and the composition changes in\Not that!\I'm talking about my past!\No Dark Flame Master! response:	No wielder of the flames of darkness!
context: I thought no one was listening...\Not a word to anyone about this, got it?!\I know!\The principles of the Deep Horizon and the composition changes in\Not that!\I'm talking about my past!\No Dark Flame Master!\No wielder of the flames of darkness! response:	Why? That's so cool.
context: Not a word to anyone about this, got it?!\I know!\The principles of the Deep Horizon and the composition changes in\Not that!\I'm talking about my past!\No Dark Flame Master!\No wielder of the flames of darkness!\Why? That's so cool. response:	It's not!
context: I know!\The principles of the Deep Horizon and the composition changes in\Not that!\I'm talking about my past!\No Dark Flame Master!\No wielder of the flames of darkness!\Why? That's so cool.\It's not! response:	Listen! I decided to leave all that behind me when I graduated!
context: The principles of the Deep Horizon and the composition changes in\Not that!\I'm talking about my past!\No Dark Flame Master!\No wielder of the flames of darkness!\Why? That's so cool.\It's not!\Listen! I decided to leave all that behind me when I graduated! response:	Every single tiny little bit of it!
context: Not that!\I'm talking about my past!\No Dark Flame Master!\No wielder of the flames of darkness!\Why? That's so cool.\It's not!\Listen! I decided to leave all that behind me when I graduated!\Every single tiny little bit of it! response:	Really?
context: I'm talking about my past!\No Dark Flame Master!\No wielder of the flames of darkness!\Why? That's so cool.\It's not!\Listen! I decided to leave all that behind me when I graduated!\Every single tiny little bit of it!\Really? response:	Yeah.
context: No Dark Flame Master!\No wielder of the flames of darkness!\Why? That's so cool.\It's not!\Listen! I decided to leave all that behind me when I graduated!\Every single tiny little bit of it!\Really?\Yeah. response:	So you're now a level 8 warlock?!
context: No wielder of the flames of darkness!\Why? That's so cool.\It's not!\Listen! I decided to leave all that behind me when I graduated!\Every single tiny little bit of it!\Really?\Yeah.\So you're now a level 8 warlock?! response:	No!
context: Why? That's so cool.\It's not!\Listen! I decided to leave all that behind me when I graduated!\Every single tiny little bit of it!\Really?\Yeah.\So you're now a level 8 warlock?!\No! response:	I'm talking about eighth-grader syndrome!
context: It's not!\Listen! I decided to leave all that behind me when I graduated!\Every single tiny little bit of it!\Really?\Yeah.\So you're now a level 8 warlock?!\No!\I'm talking about eighth-grader syndrome! response:	I'm not the Dark Flame Master or any kind of warlock!
context: Listen! I decided to leave all that behind me when I graduated!\Every single tiny little bit of it!\Really?\Yeah.\So you're now a level 8 warlock?!\No!\I'm talking about eighth-grader syndrome!\I'm not the Dark Flame Master or any kind of warlock! response:	I'm just a normal high school freshman!
context: Every single tiny little bit of it!\Really?\Yeah.\So you're now a level 8 warlock?!\No!\I'm talking about eighth-grader syndrome!\I'm not the Dark Flame Master or any kind of warlock!\I'm just a normal high school freshman! response:	Could you look less shocked?
context: Really?\Yeah.\So you're now a level 8 warlock?!\No!\I'm talking about eighth-grader syndrome!\I'm not the Dark Flame Master or any kind of warlock!\I'm just a normal high school freshman!\Could you look less shocked? response:	Let me tell you a secret: you're an average high school freshman too!
context: Yeah.\So you're now a level 8 warlock?!\No!\I'm talking about eighth-grader syndrome!\I'm not the Dark Flame Master or any kind of warlock!\I'm just a normal high school freshman!\Could you look less shocked?\Let me tell you a secret: you're an average high school freshman too! response:	I have my Wicked Eye.
context: So you're now a level 8 warlock?!\No!\I'm talking about eighth-grader syndrome!\I'm not the Dark Flame Master or any kind of warlock!\I'm just a normal high school freshman!\Could you look less shocked?\Let me tell you a secret: you're an average high school freshman too!\I have my Wicked Eye. response:	No one asked about that.
context: No!\I'm talking about eighth-grader syndrome!\I'm not the Dark Flame Master or any kind of warlock!\I'm just a normal high school freshman!\Could you look less shocked?\Let me tell you a secret: you're an average high school freshman too!\I have my Wicked Eye.\No one asked about that. response:	Not that it even exists in the first place.
context: I'm talking about eighth-grader syndrome!\I'm not the Dark Flame Master or any kind of warlock!\I'm just a normal high school freshman!\Could you look less shocked?\Let me tell you a secret: you're an average high school freshman too!\I have my Wicked Eye.\No one asked about that.\Not that it even exists in the first place. response:	It exists.
context: I'm not the Dark Flame Master or any kind of warlock!\I'm just a normal high school freshman!\Could you look less shocked?\Let me tell you a secret: you're an average high school freshman too!\I have my Wicked Eye.\No one asked about that.\Not that it even exists in the first place.\It exists. response:	It does not.
context: I'm just a normal high school freshman!\Could you look less shocked?\Let me tell you a secret: you're an average high school freshman too!\I have my Wicked Eye.\No one asked about that.\Not that it even exists in the first place.\It exists.\It does not. response:	Want to see it then?
context: Could you look less shocked?\Let me tell you a secret: you're an average high school freshman too!\I have my Wicked Eye.\No one asked about that.\Not that it even exists in the first place.\It exists.\It does not.\Want to see it then? response:	Do you want to see my eye?
context: Let me tell you a secret: you're an average high school freshman too!\I have my Wicked Eye.\No one asked about that.\Not that it even exists in the first place.\It exists.\It does not.\Want to see it then?\Do you want to see my eye? response:	Could it... No way. That's impossible.
context: I have my Wicked Eye.\No one asked about that.\Not that it even exists in the first place.\It exists.\It does not.\Want to see it then?\Do you want to see my eye?\Could it... No way. That's impossible. response:	Yeah, show me!
context: No one asked about that.\Not that it even exists in the first place.\It exists.\It does not.\Want to see it then?\Do you want to see my eye?\Could it... No way. That's impossible.\Yeah, show me! response:	N-No way...
context: Not that it even exists in the first place.\It exists.\It does not.\Want to see it then?\Do you want to see my eye?\Could it... No way. That's impossible.\Yeah, show me!\N-No way... response:	You've gotta be kidding me!
context: It exists.\It does not.\Want to see it then?\Do you want to see my eye?\Could it... No way. That's impossible.\Yeah, show me!\N-No way...\You've gotta be kidding me! response:	D-Don't come any closer!
context: It does not.\Want to see it then?\Do you want to see my eye?\Could it... No way. That's impossible.\Yeah, show me!\N-No way...\You've gotta be kidding me!\D-Don't come any closer! response:	Just a moment. I'll put it back in.
context: Want to see it then?\Do you want to see my eye?\Could it... No way. That's impossible.\Yeah, show me!\N-No way...\You've gotta be kidding me!\D-Don't come any closer!\Just a moment. I'll put it back in. response:	It's just a colored contact?
context: Do you want to see my eye?\Could it... No way. That's impossible.\Yeah, show me!\N-No way...\You've gotta be kidding me!\D-Don't come any closer!\Just a moment. I'll put it back in.\It's just a colored contact? response:	Oh no... I can feel it... inside me...
context: Could it... No way. That's impossible.\Yeah, show me!\N-No way...\You've gotta be kidding me!\D-Don't come any closer!\Just a moment. I'll put it back in.\It's just a colored contact?\Oh no... I can feel it... inside me... response:	Stop saying weird things.
context: Yeah, show me!\N-No way...\You've gotta be kidding me!\D-Don't come any closer!\Just a moment. I'll put it back in.\It's just a colored contact?\Oh no... I can feel it... inside me...\Stop saying weird things. response:	An afterimage...
context: N-No way...\You've gotta be kidding me!\D-Don't come any closer!\Just a moment. I'll put it back in.\It's just a colored contact?\Oh no... I can feel it... inside me...\Stop saying weird things.\An afterimage... response:	You listening?
context: You've gotta be kidding me!\D-Don't come any closer!\Just a moment. I'll put it back in.\It's just a colored contact?\Oh no... I can feel it... inside me...\Stop saying weird things.\An afterimage...\You listening? response:	I'll tell you one more time: I left that crap behind me.
context: D-Don't come any closer!\Just a moment. I'll put it back in.\It's just a colored contact?\Oh no... I can feel it... inside me...\Stop saying weird things.\An afterimage...\You listening?\I'll tell you one more time: I left that crap behind me. response:	So don't come anywhere near me!
context: Just a moment. I'll put it back in.\It's just a colored contact?\Oh no... I can feel it... inside me...\Stop saying weird things.\An afterimage...\You listening?\I'll tell you one more time: I left that crap behind me.\So don't come anywhere near me! response:	And shut up about the past!
context: It's just a colored contact?\Oh no... I can feel it... inside me...\Stop saying weird things.\An afterimage...\You listening?\I'll tell you one more time: I left that crap behind me.\So don't come anywhere near me!\And shut up about the past! response:	But you've seen my eye.
context: Oh no... I can feel it... inside me...\Stop saying weird things.\An afterimage...\You listening?\I'll tell you one more time: I left that crap behind me.\So don't come anywhere near me!\And shut up about the past!\But you've seen my eye. response:	The contract between us is complete.
context: Stop saying weird things.\An afterimage...\You listening?\I'll tell you one more time: I left that crap behind me.\So don't come anywhere near me!\And shut up about the past!\But you've seen my eye.\The contract between us is complete. response:	We share the heart of darkness. We are spiritual soulmates.
context: An afterimage...\You listening?\I'll tell you one more time: I left that crap behind me.\So don't come anywhere near me!\And shut up about the past!\But you've seen my eye.\The contract between us is complete.\We share the heart of darkness. We are spiritual soulmates. response:	That's so deep.
context: You listening?\I'll tell you one more time: I left that crap behind me.\So don't come anywhere near me!\And shut up about the past!\But you've seen my eye.\The contract between us is complete.\We share the heart of darkness. We are spiritual soulmates.\That's so deep. response:	I'm going on ahead. You should hurry too.
context: I'll tell you one more time: I left that crap behind me.\So don't come anywhere near me!\And shut up about the past!\But you've seen my eye.\The contract between us is complete.\We share the heart of darkness. We are spiritual soulmates.\That's so deep.\I'm going on ahead. You should hurry too. response:	And now for the freshman address.
context: So don't come anywhere near me!\And shut up about the past!\But you've seen my eye.\The contract between us is complete.\We share the heart of darkness. We are spiritual soulmates.\That's so deep.\I'm going on ahead. You should hurry too.\And now for the freshman address. response:	Freshman representative, Nibutani Shinka.
context: And shut up about the past!\But you've seen my eye.\The contract between us is complete.\We share the heart of darkness. We are spiritual soulmates.\That's so deep.\I'm going on ahead. You should hurry too.\And now for the freshman address.\Freshman representative, Nibutani Shinka. response:	Yes!
context: But you've seen my eye.\The contract between us is complete.\We share the heart of darkness. We are spiritual soulmates.\That's so deep.\I'm going on ahead. You should hurry too.\And now for the freshman address.\Freshman representative, Nibutani Shinka.\Yes! response:	If that weirdo latched onto me like that, there must still be something off about me.
context: The contract between us is complete.\We share the heart of darkness. We are spiritual soulmates.\That's so deep.\I'm going on ahead. You should hurry too.\And now for the freshman address.\Freshman representative, Nibutani Shinka.\Yes!\If that weirdo latched onto me like that, there must still be something off about me. response:	This beautiful spring day with all the cherry trees in full blossom
context: We share the heart of darkness. We are spiritual soulmates.\That's so deep.\I'm going on ahead. You should hurry too.\And now for the freshman address.\Freshman representative, Nibutani Shinka.\Yes!\If that weirdo latched onto me like that, there must still be something off about me.\This beautiful spring day with all the cherry trees in full blossom response:	is the day we join the community of this school.
context: That's so deep.\I'm going on ahead. You should hurry too.\And now for the freshman address.\Freshman representative, Nibutani Shinka.\Yes!\If that weirdo latched onto me like that, there must still be something off about me.\This beautiful spring day with all the cherry trees in full blossom\is the day we join the community of this school. response:	Representing all freshmen, I would like to give words of gratitude for this grand ceremony.
context: I'm going on ahead. You should hurry too.\And now for the freshman address.\Freshman representative, Nibutani Shinka.\Yes!\If that weirdo latched onto me like that, there must still be something off about me.\This beautiful spring day with all the cherry trees in full blossom\is the day we join the community of this school.\Representing all freshmen, I would like to give words of gratitude for this grand ceremony. response:	She's the freshman representative?
context: And now for the freshman address.\Freshman representative, Nibutani Shinka.\Yes!\If that weirdo latched onto me like that, there must still be something off about me.\This beautiful spring day with all the cherry trees in full blossom\is the day we join the community of this school.\Representing all freshmen, I would like to give words of gratitude for this grand ceremony.\She's the freshman representative? response:	Now that we're done with the introductions, let's call it a day.
context: Freshman representative, Nibutani Shinka.\Yes!\If that weirdo latched onto me like that, there must still be something off about me.\This beautiful spring day with all the cherry trees in full blossom\is the day we join the community of this school.\Representing all freshmen, I would like to give words of gratitude for this grand ceremony.\She's the freshman representative?\Now that we're done with the introductions, let's call it a day. response:	Please be sure to check your schedule when you get home.
context: Yes!\If that weirdo latched onto me like that, there must still be something off about me.\This beautiful spring day with all the cherry trees in full blossom\is the day we join the community of this school.\Representing all freshmen, I would like to give words of gratitude for this grand ceremony.\She's the freshman representative?\Now that we're done with the introductions, let's call it a day.\Please be sure to check your schedule when you get home. response:	Hey, Togashi!
context: If that weirdo latched onto me like that, there must still be something off about me.\This beautiful spring day with all the cherry trees in full blossom\is the day we join the community of this school.\Representing all freshmen, I would like to give words of gratitude for this grand ceremony.\She's the freshman representative?\Now that we're done with the introductions, let's call it a day.\Please be sure to check your schedule when you get home.\Hey, Togashi! response:	Got some time after this?
context: This beautiful spring day with all the cherry trees in full blossom\is the day we join the community of this school.\Representing all freshmen, I would like to give words of gratitude for this grand ceremony.\She's the freshman representative?\Now that we're done with the introductions, let's call it a day.\Please be sure to check your schedule when you get home.\Hey, Togashi!\Got some time after this? response:	A few of us were talking about going for lunch together.
context: is the day we join the community of this school.\Representing all freshmen, I would like to give words of gratitude for this grand ceremony.\She's the freshman representative?\Now that we're done with the introductions, let's call it a day.\Please be sure to check your schedule when you get home.\Hey, Togashi!\Got some time after this?\A few of us were talking about going for lunch together. response:	You're... inviting me?!
context: Representing all freshmen, I would like to give words of gratitude for this grand ceremony.\She's the freshman representative?\Now that we're done with the introductions, let's call it a day.\Please be sure to check your schedule when you get home.\Hey, Togashi!\Got some time after this?\A few of us were talking about going for lunch together.\You're... inviting me?! response:	Yeah.
context: She's the freshman representative?\Now that we're done with the introductions, let's call it a day.\Please be sure to check your schedule when you get home.\Hey, Togashi!\Got some time after this?\A few of us were talking about going for lunch together.\You're... inviting me?!\Yeah. response:	But is that really okay?
context: Now that we're done with the introductions, let's call it a day.\Please be sure to check your schedule when you get home.\Hey, Togashi!\Got some time after this?\A few of us were talking about going for lunch together.\You're... inviting me?!\Yeah.\But is that really okay? response:	Why wouldn't it be?
context: Please be sure to check your schedule when you get home.\Hey, Togashi!\Got some time after this?\A few of us were talking about going for lunch together.\You're... inviting me?!\Yeah.\But is that really okay?\Why wouldn't it be? response:	Ah, is it Takanashi?
context: Hey, Togashi!\Got some time after this?\A few of us were talking about going for lunch together.\You're... inviting me?!\Yeah.\But is that really okay?\Why wouldn't it be?\Ah, is it Takanashi? response:	Takanashi?
context: Got some time after this?\A few of us were talking about going for lunch together.\You're... inviting me?!\Yeah.\But is that really okay?\Why wouldn't it be?\Ah, is it Takanashi?\Takanashi? response:	The girl you took to the nurse's earlier.
context: A few of us were talking about going for lunch together.\You're... inviting me?!\Yeah.\But is that really okay?\Why wouldn't it be?\Ah, is it Takanashi?\Takanashi?\The girl you took to the nurse's earlier. response:	Did you promise her you'd walk home together?
context: You're... inviting me?!\Yeah.\But is that really okay?\Why wouldn't it be?\Ah, is it Takanashi?\Takanashi?\The girl you took to the nurse's earlier.\Did you promise her you'd walk home together? response:	I didn't!
context: Yeah.\But is that really okay?\Why wouldn't it be?\Ah, is it Takanashi?\Takanashi?\The girl you took to the nurse's earlier.\Did you promise her you'd walk home together?\I didn't! response:	I want nothing to do with her! Nothing at all!
context: But is that really okay?\Why wouldn't it be?\Ah, is it Takanashi?\Takanashi?\The girl you took to the nurse's earlier.\Did you promise her you'd walk home together?\I didn't!\I want nothing to do with her! Nothing at all! response:	Oh? You don't swing that way?
context: Why wouldn't it be?\Ah, is it Takanashi?\Takanashi?\The girl you took to the nurse's earlier.\Did you promise her you'd walk home together?\I didn't!\I want nothing to do with her! Nothing at all!\Oh? You don't swing that way? response:	It's not that!
context: Ah, is it Takanashi?\Takanashi?\The girl you took to the nurse's earlier.\Did you promise her you'd walk home together?\I didn't!\I want nothing to do with her! Nothing at all!\Oh? You don't swing that way?\It's not that! response:	I just don't want weird rumors to spread.
context: Takanashi?\The girl you took to the nurse's earlier.\Did you promise her you'd walk home together?\I didn't!\I want nothing to do with her! Nothing at all!\Oh? You don't swing that way?\It's not that!\I just don't want weird rumors to spread. response:	Really?
context: The girl you took to the nurse's earlier.\Did you promise her you'd walk home together?\I didn't!\I want nothing to do with her! Nothing at all!\Oh? You don't swing that way?\It's not that!\I just don't want weird rumors to spread.\Really? response:	Isshiki, you coming?
context: Did you promise her you'd walk home together?\I didn't!\I want nothing to do with her! Nothing at all!\Oh? You don't swing that way?\It's not that!\I just don't want weird rumors to spread.\Really?\Isshiki, you coming? response:	Yeah, I'm coming!
context: I didn't!\I want nothing to do with her! Nothing at all!\Oh? You don't swing that way?\It's not that!\I just don't want weird rumors to spread.\Really?\Isshiki, you coming?\Yeah, I'm coming! response:	Let's go!
context: I want nothing to do with her! Nothing at all!\Oh? You don't swing that way?\It's not that!\I just don't want weird rumors to spread.\Really?\Isshiki, you coming?\Yeah, I'm coming!\Let's go! response:	Okay.
context: Oh? You don't swing that way?\It's not that!\I just don't want weird rumors to spread.\Really?\Isshiki, you coming?\Yeah, I'm coming!\Let's go!\Okay. response:	Togashi!
context: It's not that!\I just don't want weird rumors to spread.\Really?\Isshiki, you coming?\Yeah, I'm coming!\Let's go!\Okay.\Togashi! response:	Come here for a sec.
context: I just don't want weird rumors to spread.\Really?\Isshiki, you coming?\Yeah, I'm coming!\Let's go!\Okay.\Togashi!\Come here for a sec. response:	She's lost her wallet.
context: Really?\Isshiki, you coming?\Yeah, I'm coming!\Let's go!\Okay.\Togashi!\Come here for a sec.\She's lost her wallet. response:	She just moved here, so she doesn't know the town.
context: Isshiki, you coming?\Yeah, I'm coming!\Let's go!\Okay.\Togashi!\Come here for a sec.\She's lost her wallet.\She just moved here, so she doesn't know the town. response:	Could you walk her home?
context: Yeah, I'm coming!\Let's go!\Okay.\Togashi!\Come here for a sec.\She's lost her wallet.\She just moved here, so she doesn't know the town.\Could you walk her home? response:	Why me?
context: Let's go!\Okay.\Togashi!\Come here for a sec.\She's lost her wallet.\She just moved here, so she doesn't know the town.\Could you walk her home?\Why me? response:	It looks like you live very close to each other.
context: Okay.\Togashi!\Come here for a sec.\She's lost her wallet.\She just moved here, so she doesn't know the town.\Could you walk her home?\Why me?\It looks like you live very close to each other. response:	Look!
context: Togashi!\Come here for a sec.\She's lost her wallet.\She just moved here, so she doesn't know the town.\Could you walk her home?\Why me?\It looks like you live very close to each other.\Look! response:	You live on the floor above me?
context: Come here for a sec.\She's lost her wallet.\She just moved here, so she doesn't know the town.\Could you walk her home?\Why me?\It looks like you live very close to each other.\Look!\You live on the floor above me? response:	I get it now.
context: She's lost her wallet.\She just moved here, so she doesn't know the town.\Could you walk her home?\Why me?\It looks like you live very close to each other.\Look!\You live on the floor above me?\I get it now. response:	Thank you!
context: She just moved here, so she doesn't know the town.\Could you walk her home?\Why me?\It looks like you live very close to each other.\Look!\You live on the floor above me?\I get it now.\Thank you! response:	I'm really sorry! I'll come next time for sure!
context: Could you walk her home?\Why me?\It looks like you live very close to each other.\Look!\You live on the floor above me?\I get it now.\Thank you!\I'm really sorry! I'll come next time for sure! response:	Yeah. Later.
context: Why me?\It looks like you live very close to each other.\Look!\You live on the floor above me?\I get it now.\Thank you!\I'm really sorry! I'll come next time for sure!\Yeah. Later. response:	So when did you move in?
context: It looks like you live very close to each other.\Look!\You live on the floor above me?\I get it now.\Thank you!\I'm really sorry! I'll come next time for sure!\Yeah. Later.\So when did you move in? response:	I thought the only person up there was some office lady living on her own.
context: Look!\You live on the floor above me?\I get it now.\Thank you!\I'm really sorry! I'll come next time for sure!\Yeah. Later.\So when did you move in?\I thought the only person up there was some office lady living on her own. response:	I changed residences the day before yesterday.
context: You live on the floor above me?\I get it now.\Thank you!\I'm really sorry! I'll come next time for sure!\Yeah. Later.\So when did you move in?\I thought the only person up there was some office lady living on her own.\I changed residences the day before yesterday. response:	Takanashi Tooka is my sister.
