context: Did you wait long? response:	No, I just came too.
context: But it's because Tsukune smells so good. Teehee!\Don't teehee me!\What'll happen if Tsukune faints in the human world?\If that's the case, then I'll take care of him!\No, I will.\Of course, me too!\W-Wait a minute there, everyone.\Umm... me too... response:	You're the main cause of the problem!
context: Don't teehee me!\What'll happen if Tsukune faints in the human world?\If that's the case, then I'll take care of him!\No, I will.\Of course, me too!\W-Wait a minute there, everyone.\Umm... me too...\You're the main cause of the problem! response:	What is that?
context: What'll happen if Tsukune faints in the human world?\If that's the case, then I'll take care of him!\No, I will.\Of course, me too!\W-Wait a minute there, everyone.\Umm... me too...\You're the main cause of the problem!\What is that? response:	What a nice sunflower field!
context: If that's the case, then I'll take care of him!\No, I will.\Of course, me too!\W-Wait a minute there, everyone.\Umm... me too...\You're the main cause of the problem!\What is that?\What a nice sunflower field! response:	Are these for sightseeing?
context: No, I will.\Of course, me too!\W-Wait a minute there, everyone.\Umm... me too...\You're the main cause of the problem!\What is that?\What a nice sunflower field!\Are these for sightseeing? response:	There's no one here.
context: Of course, me too!\W-Wait a minute there, everyone.\Umm... me too...\You're the main cause of the problem!\What is that?\What a nice sunflower field!\Are these for sightseeing?\There's no one here. response:	You're right...
context: W-Wait a minute there, everyone.\Umm... me too...\You're the main cause of the problem!\What is that?\What a nice sunflower field!\Are these for sightseeing?\There's no one here.\You're right... response:	It's such a beautiful place... I wonder why.
context: Umm... me too...\You're the main cause of the problem!\What is that?\What a nice sunflower field!\Are these for sightseeing?\There's no one here.\You're right...\It's such a beautiful place... I wonder why. response:	Huh?
context: You're the main cause of the problem!\What is that?\What a nice sunflower field!\Are these for sightseeing?\There's no one here.\You're right...\It's such a beautiful place... I wonder why.\Huh? response:	Oh no, we came all the way here, let's go back now.
context: What is that?\What a nice sunflower field!\Are these for sightseeing?\There's no one here.\You're right...\It's such a beautiful place... I wonder why.\Huh?\Oh no, we came all the way here, let's go back now. response:	There's no need to hurry, right?
context: What a nice sunflower field!\Are these for sightseeing?\There's no one here.\You're right...\It's such a beautiful place... I wonder why.\Huh?\Oh no, we came all the way here, let's go back now.\There's no need to hurry, right? response:	Don't tell me you haven't heard of the rumors?
context: Are these for sightseeing?\There's no one here.\You're right...\It's such a beautiful place... I wonder why.\Huh?\Oh no, we came all the way here, let's go back now.\There's no need to hurry, right?\Don't tell me you haven't heard of the rumors? response:	There's been a lot of disappearances occurring on this hill.
context: There's no one here.\You're right...\It's such a beautiful place... I wonder why.\Huh?\Oh no, we came all the way here, let's go back now.\There's no need to hurry, right?\Don't tell me you haven't heard of the rumors?\There's been a lot of disappearances occurring on this hill. response:	Disappearing incidents in a place like this?
context: You're right...\It's such a beautiful place... I wonder why.\Huh?\Oh no, we came all the way here, let's go back now.\There's no need to hurry, right?\Don't tell me you haven't heard of the rumors?\There's been a lot of disappearances occurring on this hill.\Disappearing incidents in a place like this? response:	Which is why it sends shivers down my spine!
context: It's such a beautiful place... I wonder why.\Huh?\Oh no, we came all the way here, let's go back now.\There's no need to hurry, right?\Don't tell me you haven't heard of the rumors?\There's been a lot of disappearances occurring on this hill.\Disappearing incidents in a place like this?\Which is why it sends shivers down my spine! response:	The townspeople think that it's the work of witches.
context: Huh?\Oh no, we came all the way here, let's go back now.\There's no need to hurry, right?\Don't tell me you haven't heard of the rumors?\There's been a lot of disappearances occurring on this hill.\Disappearing incidents in a place like this?\Which is why it sends shivers down my spine!\The townspeople think that it's the work of witches. response:	Rumors say that due to the development plans for this hill,
context: Oh no, we came all the way here, let's go back now.\There's no need to hurry, right?\Don't tell me you haven't heard of the rumors?\There's been a lot of disappearances occurring on this hill.\Disappearing incidents in a place like this?\Which is why it sends shivers down my spine!\The townspeople think that it's the work of witches.\Rumors say that due to the development plans for this hill, response:	the witches were angered and caused the disappearances.
context: There's no need to hurry, right?\Don't tell me you haven't heard of the rumors?\There's been a lot of disappearances occurring on this hill.\Disappearing incidents in a place like this?\Which is why it sends shivers down my spine!\The townspeople think that it's the work of witches.\Rumors say that due to the development plans for this hill,\the witches were angered and caused the disappearances. response:	Are you serious?
context: Don't tell me you haven't heard of the rumors?\There's been a lot of disappearances occurring on this hill.\Disappearing incidents in a place like this?\Which is why it sends shivers down my spine!\The townspeople think that it's the work of witches.\Rumors say that due to the development plans for this hill,\the witches were angered and caused the disappearances.\Are you serious? response:	Let's hurry up and leave!
context: There's been a lot of disappearances occurring on this hill.\Disappearing incidents in a place like this?\Which is why it sends shivers down my spine!\The townspeople think that it's the work of witches.\Rumors say that due to the development plans for this hill,\the witches were angered and caused the disappearances.\Are you serious?\Let's hurry up and leave! response:	They call this place the Witches' Hill.
context: Disappearing incidents in a place like this?\Which is why it sends shivers down my spine!\The townspeople think that it's the work of witches.\Rumors say that due to the development plans for this hill,\the witches were angered and caused the disappearances.\Are you serious?\Let's hurry up and leave!\They call this place the Witches' Hill. response:	Legend has it that witches live here!
context: Which is why it sends shivers down my spine!\The townspeople think that it's the work of witches.\Rumors say that due to the development plans for this hill,\the witches were angered and caused the disappearances.\Are you serious?\Let's hurry up and leave!\They call this place the Witches' Hill.\Legend has it that witches live here! response:	Is that so? You really know quite a bit.
context: The townspeople think that it's the work of witches.\Rumors say that due to the development plans for this hill,\the witches were angered and caused the disappearances.\Are you serious?\Let's hurry up and leave!\They call this place the Witches' Hill.\Legend has it that witches live here!\Is that so? You really know quite a bit. response:	Which site wrote that?
context: Rumors say that due to the development plans for this hill,\the witches were angered and caused the disappearances.\Are you serious?\Let's hurry up and leave!\They call this place the Witches' Hill.\Legend has it that witches live here!\Is that so? You really know quite a bit.\Which site wrote that? response:	This legend is pretty famous in this area!
context: the witches were angered and caused the disappearances.\Are you serious?\Let's hurry up and leave!\They call this place the Witches' Hill.\Legend has it that witches live here!\Is that so? You really know quite a bit.\Which site wrote that?\This legend is pretty famous in this area! response:	Your race is the kind that abducts humans?
context: Are you serious?\Let's hurry up and leave!\They call this place the Witches' Hill.\Legend has it that witches live here!\Is that so? You really know quite a bit.\Which site wrote that?\This legend is pretty famous in this area!\Your race is the kind that abducts humans? response:	Blindly believing those rumors...
context: Let's hurry up and leave!\They call this place the Witches' Hill.\Legend has it that witches live here!\Is that so? You really know quite a bit.\Which site wrote that?\This legend is pretty famous in this area!\Your race is the kind that abducts humans?\Blindly believing those rumors... response:	I guess Kurumu-san really is a fool!
context: They call this place the Witches' Hill.\Legend has it that witches live here!\Is that so? You really know quite a bit.\Which site wrote that?\This legend is pretty famous in this area!\Your race is the kind that abducts humans?\Blindly believing those rumors...\I guess Kurumu-san really is a fool! response:	I really hate witches that aren't cute at all.
context: Legend has it that witches live here!\Is that so? You really know quite a bit.\Which site wrote that?\This legend is pretty famous in this area!\Your race is the kind that abducts humans?\Blindly believing those rumors...\I guess Kurumu-san really is a fool!\I really hate witches that aren't cute at all. response:	Me too! I hate perverted and shameless succubi like you!
context: Is that so? You really know quite a bit.\Which site wrote that?\This legend is pretty famous in this area!\Your race is the kind that abducts humans?\Blindly believing those rumors...\I guess Kurumu-san really is a fool!\I really hate witches that aren't cute at all.\Me too! I hate perverted and shameless succubi like you! response:	What the hell? You're just an immature brat.
context: Which site wrote that?\This legend is pretty famous in this area!\Your race is the kind that abducts humans?\Blindly believing those rumors...\I guess Kurumu-san really is a fool!\I really hate witches that aren't cute at all.\Me too! I hate perverted and shameless succubi like you!\What the hell? You're just an immature brat. response:	Hey you! What are you doing all of a sudden?!
context: This legend is pretty famous in this area!\Your race is the kind that abducts humans?\Blindly believing those rumors...\I guess Kurumu-san really is a fool!\I really hate witches that aren't cute at all.\Me too! I hate perverted and shameless succubi like you!\What the hell? You're just an immature brat.\Hey you! What are you doing all of a sudden?! response:	Just dropping a basin on you.
context: Your race is the kind that abducts humans?\Blindly believing those rumors...\I guess Kurumu-san really is a fool!\I really hate witches that aren't cute at all.\Me too! I hate perverted and shameless succubi like you!\What the hell? You're just an immature brat.\Hey you! What are you doing all of a sudden?!\Just dropping a basin on you. response:	I didn't ask about that!
context: Blindly believing those rumors...\I guess Kurumu-san really is a fool!\I really hate witches that aren't cute at all.\Me too! I hate perverted and shameless succubi like you!\What the hell? You're just an immature brat.\Hey you! What are you doing all of a sudden?!\Just dropping a basin on you.\I didn't ask about that! response:	Now now... you guys...
context: I guess Kurumu-san really is a fool!\I really hate witches that aren't cute at all.\Me too! I hate perverted and shameless succubi like you!\What the hell? You're just an immature brat.\Hey you! What are you doing all of a sudden?!\Just dropping a basin on you.\I didn't ask about that!\Now now... you guys... response:	That type of attitude!
context: I really hate witches that aren't cute at all.\Me too! I hate perverted and shameless succubi like you!\What the hell? You're just an immature brat.\Hey you! What are you doing all of a sudden?!\Just dropping a basin on you.\I didn't ask about that!\Now now... you guys...\That type of attitude! response:	Seriously...
context: Me too! I hate perverted and shameless succubi like you!\What the hell? You're just an immature brat.\Hey you! What are you doing all of a sudden?!\Just dropping a basin on you.\I didn't ask about that!\Now now... you guys...\That type of attitude!\Seriously... response:	Come on, let's go back to the beach.
context: What the hell? You're just an immature brat.\Hey you! What are you doing all of a sudden?!\Just dropping a basin on you.\I didn't ask about that!\Now now... you guys...\That type of attitude!\Seriously...\Come on, let's go back to the beach. response:	Sensei is waiting for us there...
context: Hey you! What are you doing all of a sudden?!\Just dropping a basin on you.\I didn't ask about that!\Now now... you guys...\That type of attitude!\Seriously...\Come on, let's go back to the beach.\Sensei is waiting for us there... response:	That child...
context: Just dropping a basin on you.\I didn't ask about that!\Now now... you guys...\That type of attitude!\Seriously...\Come on, let's go back to the beach.\Sensei is waiting for us there...\That child... response:	There's no mistaking it.
context: I didn't ask about that!\Now now... you guys...\That type of attitude!\Seriously...\Come on, let's go back to the beach.\Sensei is waiting for us there...\That child...\There's no mistaking it. response:	I must report this back to Master.
context: Now now... you guys...\That type of attitude!\Seriously...\Come on, let's go back to the beach.\Sensei is waiting for us there...\That child...\There's no mistaking it.\I must report this back to Master. response:	Guys, I'll leave the rest to you, all right?
context: That type of attitude!\Seriously...\Come on, let's go back to the beach.\Sensei is waiting for us there...\That child...\There's no mistaking it.\I must report this back to Master.\Guys, I'll leave the rest to you, all right? response:	I'll go get some food.
context: Seriously...\Come on, let's go back to the beach.\Sensei is waiting for us there...\That child...\There's no mistaking it.\I must report this back to Master.\Guys, I'll leave the rest to you, all right?\I'll go get some food. response:	Food? We have a lot here...
context: Come on, let's go back to the beach.\Sensei is waiting for us there...\That child...\There's no mistaking it.\I must report this back to Master.\Guys, I'll leave the rest to you, all right?\I'll go get some food.\Food? We have a lot here... response:	Uh uh uh!
context: Sensei is waiting for us there...\That child...\There's no mistaking it.\I must report this back to Master.\Guys, I'll leave the rest to you, all right?\I'll go get some food.\Food? We have a lot here...\Uh uh uh! response:	When we come to the beach, we definitely need to have some fresh fish!
context: That child...\There's no mistaking it.\I must report this back to Master.\Guys, I'll leave the rest to you, all right?\I'll go get some food.\Food? We have a lot here...\Uh uh uh!\When we come to the beach, we definitely need to have some fresh fish! response:	Fish from the human world are really delicious!
context: There's no mistaking it.\I must report this back to Master.\Guys, I'll leave the rest to you, all right?\I'll go get some food.\Food? We have a lot here...\Uh uh uh!\When we come to the beach, we definitely need to have some fresh fish!\Fish from the human world are really delicious! response:	Sensei, could it be that you decided to have a retreat in the human world because of this?
context: I must report this back to Master.\Guys, I'll leave the rest to you, all right?\I'll go get some food.\Food? We have a lot here...\Uh uh uh!\When we come to the beach, we definitely need to have some fresh fish!\Fish from the human world are really delicious!\Sensei, could it be that you decided to have a retreat in the human world because of this? response:	A-Anyway, see you later!
context: Guys, I'll leave the rest to you, all right?\I'll go get some food.\Food? We have a lot here...\Uh uh uh!\When we come to the beach, we definitely need to have some fresh fish!\Fish from the human world are really delicious!\Sensei, could it be that you decided to have a retreat in the human world because of this?\A-Anyway, see you later! response:	S-Sensei! Your tail, your tail!
context: I'll go get some food.\Food? We have a lot here...\Uh uh uh!\When we come to the beach, we definitely need to have some fresh fish!\Fish from the human world are really delicious!\Sensei, could it be that you decided to have a retreat in the human world because of this?\A-Anyway, see you later!\S-Sensei! Your tail, your tail! response:	Yes, Master. I understand.
context: Food? We have a lot here...\Uh uh uh!\When we come to the beach, we definitely need to have some fresh fish!\Fish from the human world are really delicious!\Sensei, could it be that you decided to have a retreat in the human world because of this?\A-Anyway, see you later!\S-Sensei! Your tail, your tail!\Yes, Master. I understand. response:	I'll definitely make that small witch become one of us.
context: Uh uh uh!\When we come to the beach, we definitely need to have some fresh fish!\Fish from the human world are really delicious!\Sensei, could it be that you decided to have a retreat in the human world because of this?\A-Anyway, see you later!\S-Sensei! Your tail, your tail!\Yes, Master. I understand.\I'll definitely make that small witch become one of us. response:	No, not like that!
context: When we come to the beach, we definitely need to have some fresh fish!\Fish from the human world are really delicious!\Sensei, could it be that you decided to have a retreat in the human world because of this?\A-Anyway, see you later!\S-Sensei! Your tail, your tail!\Yes, Master. I understand.\I'll definitely make that small witch become one of us.\No, not like that! response:	It seems strange, somehow...
context: Fish from the human world are really delicious!\Sensei, could it be that you decided to have a retreat in the human world because of this?\A-Anyway, see you later!\S-Sensei! Your tail, your tail!\Yes, Master. I understand.\I'll definitely make that small witch become one of us.\No, not like that!\It seems strange, somehow... response:	Oh well, we can't help it...
context: Sensei, could it be that you decided to have a retreat in the human world because of this?\A-Anyway, see you later!\S-Sensei! Your tail, your tail!\Yes, Master. I understand.\I'll definitely make that small witch become one of us.\No, not like that!\It seems strange, somehow...\Oh well, we can't help it... response:	All right!
context: A-Anyway, see you later!\S-Sensei! Your tail, your tail!\Yes, Master. I understand.\I'll definitely make that small witch become one of us.\No, not like that!\It seems strange, somehow...\Oh well, we can't help it...\All right! response:	Let me lend you a hand too!
context: S-Sensei! Your tail, your tail!\Yes, Master. I understand.\I'll definitely make that small witch become one of us.\No, not like that!\It seems strange, somehow...\Oh well, we can't help it...\All right!\Let me lend you a hand too! response:	Thanks!
context: Yes, Master. I understand.\I'll definitely make that small witch become one of us.\No, not like that!\It seems strange, somehow...\Oh well, we can't help it...\All right!\Let me lend you a hand too!\Thanks! response:	But it's a bit too heavy for you...
context: I'll definitely make that small witch become one of us.\No, not like that!\It seems strange, somehow...\Oh well, we can't help it...\All right!\Let me lend you a hand too!\Thanks!\But it's a bit too heavy for you... response:	I'll be fine carrying it.
context: No, not like that!\It seems strange, somehow...\Oh well, we can't help it...\All right!\Let me lend you a hand too!\Thanks!\But it's a bit too heavy for you...\I'll be fine carrying it. response:	Let me hold one side for you.
context: It seems strange, somehow...\Oh well, we can't help it...\All right!\Let me lend you a hand too!\Thanks!\But it's a bit too heavy for you...\I'll be fine carrying it.\Let me hold one side for you. response:	Oh, thanks.
context: Oh well, we can't help it...\All right!\Let me lend you a hand too!\Thanks!\But it's a bit too heavy for you...\I'll be fine carrying it.\Let me hold one side for you.\Oh, thanks. response:	Moka-san, let me help you!
context: All right!\Let me lend you a hand too!\Thanks!\But it's a bit too heavy for you...\I'll be fine carrying it.\Let me hold one side for you.\Oh, thanks.\Moka-san, let me help you! response:	Thanks, but I'll be fine.
context: Let me lend you a hand too!\Thanks!\But it's a bit too heavy for you...\I'll be fine carrying it.\Let me hold one side for you.\Oh, thanks.\Moka-san, let me help you!\Thanks, but I'll be fine. response:	It'd be bad if you cut yourself accidently with the knife.
context: Thanks!\But it's a bit too heavy for you...\I'll be fine carrying it.\Let me hold one side for you.\Oh, thanks.\Moka-san, let me help you!\Thanks, but I'll be fine.\It'd be bad if you cut yourself accidently with the knife. response:	You can watch us from over there.
context: But it's a bit too heavy for you...\I'll be fine carrying it.\Let me hold one side for you.\Oh, thanks.\Moka-san, let me help you!\Thanks, but I'll be fine.\It'd be bad if you cut yourself accidently with the knife.\You can watch us from over there. response:	Excuse me...
context: I'll be fine carrying it.\Let me hold one side for you.\Oh, thanks.\Moka-san, let me help you!\Thanks, but I'll be fine.\It'd be bad if you cut yourself accidently with the knife.\You can watch us from over there.\Excuse me... response:	A kid will only be in the way.
context: Let me hold one side for you.\Oh, thanks.\Moka-san, let me help you!\Thanks, but I'll be fine.\It'd be bad if you cut yourself accidently with the knife.\You can watch us from over there.\Excuse me...\A kid will only be in the way. response:	Everyone treats me like a child.
context: Oh, thanks.\Moka-san, let me help you!\Thanks, but I'll be fine.\It'd be bad if you cut yourself accidently with the knife.\You can watch us from over there.\Excuse me...\A kid will only be in the way.\Everyone treats me like a child. response:	But I can already do things by myself!
context: Moka-san, let me help you!\Thanks, but I'll be fine.\It'd be bad if you cut yourself accidently with the knife.\You can watch us from over there.\Excuse me...\A kid will only be in the way.\Everyone treats me like a child.\But I can already do things by myself! response:	Witches' Hill.
context: Thanks, but I'll be fine.\It'd be bad if you cut yourself accidently with the knife.\You can watch us from over there.\Excuse me...\A kid will only be in the way.\Everyone treats me like a child.\But I can already do things by myself!\Witches' Hill. response:	Are there really witches...
context: It'd be bad if you cut yourself accidently with the knife.\You can watch us from over there.\Excuse me...\A kid will only be in the way.\Everyone treats me like a child.\But I can already do things by myself!\Witches' Hill.\Are there really witches... response:	Don't show such a scary expression, little witch.
context: You can watch us from over there.\Excuse me...\A kid will only be in the way.\Everyone treats me like a child.\But I can already do things by myself!\Witches' Hill.\Are there really witches...\Don't show such a scary expression, little witch. response:	I'm Ruby, a witch that lives on this hilltop.
context: Excuse me...\A kid will only be in the way.\Everyone treats me like a child.\But I can already do things by myself!\Witches' Hill.\Are there really witches...\Don't show such a scary expression, little witch.\I'm Ruby, a witch that lives on this hilltop. response:	Witch?
context: A kid will only be in the way.\Everyone treats me like a child.\But I can already do things by myself!\Witches' Hill.\Are there really witches...\Don't show such a scary expression, little witch.\I'm Ruby, a witch that lives on this hilltop.\Witch? response:	That's right, I'm your fellow witch, Yukari-chan.
context: Everyone treats me like a child.\But I can already do things by myself!\Witches' Hill.\Are there really witches...\Don't show such a scary expression, little witch.\I'm Ruby, a witch that lives on this hilltop.\Witch?\That's right, I'm your fellow witch, Yukari-chan. response:	Why do you know my name?
context: But I can already do things by myself!\Witches' Hill.\Are there really witches...\Don't show such a scary expression, little witch.\I'm Ruby, a witch that lives on this hilltop.\Witch?\That's right, I'm your fellow witch, Yukari-chan.\Why do you know my name? response:	Haven't you been here during the day?
context: Witches' Hill.\Are there really witches...\Don't show such a scary expression, little witch.\I'm Ruby, a witch that lives on this hilltop.\Witch?\That's right, I'm your fellow witch, Yukari-chan.\Why do you know my name?\Haven't you been here during the day? response:	Ever since then, I've been observing you.
context: Are there really witches...\Don't show such a scary expression, little witch.\I'm Ruby, a witch that lives on this hilltop.\Witch?\That's right, I'm your fellow witch, Yukari-chan.\Why do you know my name?\Haven't you been here during the day?\Ever since then, I've been observing you. response:	Because I never thought that I'd meet another witch right here,
context: Don't show such a scary expression, little witch.\I'm Ruby, a witch that lives on this hilltop.\Witch?\That's right, I'm your fellow witch, Yukari-chan.\Why do you know my name?\Haven't you been here during the day?\Ever since then, I've been observing you.\Because I never thought that I'd meet another witch right here, response:	I was very glad.
context: I'm Ruby, a witch that lives on this hilltop.\Witch?\That's right, I'm your fellow witch, Yukari-chan.\Why do you know my name?\Haven't you been here during the day?\Ever since then, I've been observing you.\Because I never thought that I'd meet another witch right here,\I was very glad. response:	Yukari-chan, I want to be your friend.
context: Witch?\That's right, I'm your fellow witch, Yukari-chan.\Why do you know my name?\Haven't you been here during the day?\Ever since then, I've been observing you.\Because I never thought that I'd meet another witch right here,\I was very glad.\Yukari-chan, I want to be your friend. response:	Can't I?
context: That's right, I'm your fellow witch, Yukari-chan.\Why do you know my name?\Haven't you been here during the day?\Ever since then, I've been observing you.\Because I never thought that I'd meet another witch right here,\I was very glad.\Yukari-chan, I want to be your friend.\Can't I? response:	Not that you can't...
context: Why do you know my name?\Haven't you been here during the day?\Ever since then, I've been observing you.\Because I never thought that I'd meet another witch right here,\I was very glad.\Yukari-chan, I want to be your friend.\Can't I?\Not that you can't... response:	Then it's okay, right?
context: Haven't you been here during the day?\Ever since then, I've been observing you.\Because I never thought that I'd meet another witch right here,\I was very glad.\Yukari-chan, I want to be your friend.\Can't I?\Not that you can't...\Then it's okay, right? response:	I'm so happy!
context: Ever since then, I've been observing you.\Because I never thought that I'd meet another witch right here,\I was very glad.\Yukari-chan, I want to be your friend.\Can't I?\Not that you can't...\Then it's okay, right?\I'm so happy! response:	Ruby-san...
context: Because I never thought that I'd meet another witch right here,\I was very glad.\Yukari-chan, I want to be your friend.\Can't I?\Not that you can't...\Then it's okay, right?\I'm so happy!\Ruby-san... response:	Since we're both witches, let's get along well!
context: I was very glad.\Yukari-chan, I want to be your friend.\Can't I?\Not that you can't...\Then it's okay, right?\I'm so happy!\Ruby-san...\Since we're both witches, let's get along well! response:	Now we have more people!
context: Yukari-chan, I want to be your friend.\Can't I?\Not that you can't...\Then it's okay, right?\I'm so happy!\Ruby-san...\Since we're both witches, let's get along well!\Now we have more people! response:	The fish in the human world really do smell great!
context: Can't I?\Not that you can't...\Then it's okay, right?\I'm so happy!\Ruby-san...\Since we're both witches, let's get along well!\Now we have more people!\The fish in the human world really do smell great! response:	Sensei, your tail!
context: Not that you can't...\Then it's okay, right?\I'm so happy!\Ruby-san...\Since we're both witches, let's get along well!\Now we have more people!\The fish in the human world really do smell great!\Sensei, your tail! response:	N-No... I only wanted to count them, really!
context: Then it's okay, right?\I'm so happy!\Ruby-san...\Since we're both witches, let's get along well!\Now we have more people!\The fish in the human world really do smell great!\Sensei, your tail!\N-No... I only wanted to count them, really! response:	Where's Yukari-chan?
context: I'm so happy!\Ruby-san...\Since we're both witches, let's get along well!\Now we have more people!\The fish in the human world really do smell great!\Sensei, your tail!\N-No... I only wanted to count them, really!\Where's Yukari-chan? response:	Pretty, isn't it?
context: Ruby-san...\Since we're both witches, let's get along well!\Now we have more people!\The fish in the human world really do smell great!\Sensei, your tail!\N-No... I only wanted to count them, really!\Where's Yukari-chan?\Pretty, isn't it? response:	The humans wish to destroy such a beautiful hill.
context: Since we're both witches, let's get along well!\Now we have more people!\The fish in the human world really do smell great!\Sensei, your tail!\N-No... I only wanted to count them, really!\Where's Yukari-chan?\Pretty, isn't it?\The humans wish to destroy such a beautiful hill. response:	I heard that there were plans to develop this area.
context: Now we have more people!\The fish in the human world really do smell great!\Sensei, your tail!\N-No... I only wanted to count them, really!\Where's Yukari-chan?\Pretty, isn't it?\The humans wish to destroy such a beautiful hill.\I heard that there were plans to develop this area. response:	Yes, that's why I will destroy the humans!
context: The fish in the human world really do smell great!\Sensei, your tail!\N-No... I only wanted to count them, really!\Where's Yukari-chan?\Pretty, isn't it?\The humans wish to destroy such a beautiful hill.\I heard that there were plans to develop this area.\Yes, that's why I will destroy the humans! response:	You'll help me, right, Yukari-chan?
context: Sensei, your tail!\N-No... I only wanted to count them, really!\Where's Yukari-chan?\Pretty, isn't it?\The humans wish to destroy such a beautiful hill.\I heard that there were plans to develop this area.\Yes, that's why I will destroy the humans!\You'll help me, right, Yukari-chan? response:	B-But... All of a sudden...
context: N-No... I only wanted to count them, really!\Where's Yukari-chan?\Pretty, isn't it?\The humans wish to destroy such a beautiful hill.\I heard that there were plans to develop this area.\Yes, that's why I will destroy the humans!\You'll help me, right, Yukari-chan?\B-But... All of a sudden... response:	It's alright. I've already finished the preparations.
context: Where's Yukari-chan?\Pretty, isn't it?\The humans wish to destroy such a beautiful hill.\I heard that there were plans to develop this area.\Yes, that's why I will destroy the humans!\You'll help me, right, Yukari-chan?\B-But... All of a sudden...\It's alright. I've already finished the preparations. response:	What's left is to execute the Master's plan.
context: Pretty, isn't it?\The humans wish to destroy such a beautiful hill.\I heard that there were plans to develop this area.\Yes, that's why I will destroy the humans!\You'll help me, right, Yukari-chan?\B-But... All of a sudden...\It's alright. I've already finished the preparations.\What's left is to execute the Master's plan. response:	Master...
context: The humans wish to destroy such a beautiful hill.\I heard that there were plans to develop this area.\Yes, that's why I will destroy the humans!\You'll help me, right, Yukari-chan?\B-But... All of a sudden...\It's alright. I've already finished the preparations.\What's left is to execute the Master's plan.\Master... response:	Come along, let me introduce you to the Master!
context: I heard that there were plans to develop this area.\Yes, that's why I will destroy the humans!\You'll help me, right, Yukari-chan?\B-But... All of a sudden...\It's alright. I've already finished the preparations.\What's left is to execute the Master's plan.\Master...\Come along, let me introduce you to the Master! response:	Let us live together at Witches' Hill forever from now.
context: Yes, that's why I will destroy the humans!\You'll help me, right, Yukari-chan?\B-But... All of a sudden...\It's alright. I've already finished the preparations.\What's left is to execute the Master's plan.\Master...\Come along, let me introduce you to the Master!\Let us live together at Witches' Hill forever from now. response:	T-Thats...
context: You'll help me, right, Yukari-chan?\B-But... All of a sudden...\It's alright. I've already finished the preparations.\What's left is to execute the Master's plan.\Master...\Come along, let me introduce you to the Master!\Let us live together at Witches' Hill forever from now.\T-Thats... response:	Hey!
context: B-But... All of a sudden...\It's alright. I've already finished the preparations.\What's left is to execute the Master's plan.\Master...\Come along, let me introduce you to the Master!\Let us live together at Witches' Hill forever from now.\T-Thats...\Hey! response:	Yukari-chan! Thank goodness...
context: It's alright. I've already finished the preparations.\What's left is to execute the Master's plan.\Master...\Come along, let me introduce you to the Master!\Let us live together at Witches' Hill forever from now.\T-Thats...\Hey!\Yukari-chan! Thank goodness... response:	I was worried when you suddenly disappeared.
context: What's left is to execute the Master's plan.\Master...\Come along, let me introduce you to the Master!\Let us live together at Witches' Hill forever from now.\T-Thats...\Hey!\Yukari-chan! Thank goodness...\I was worried when you suddenly disappeared. response:	I'm sorry.
context: Master...\Come along, let me introduce you to the Master!\Let us live together at Witches' Hill forever from now.\T-Thats...\Hey!\Yukari-chan! Thank goodness...\I was worried when you suddenly disappeared.\I'm sorry. response:	Oh, who's that?
context: Come along, let me introduce you to the Master!\Let us live together at Witches' Hill forever from now.\T-Thats...\Hey!\Yukari-chan! Thank goodness...\I was worried when you suddenly disappeared.\I'm sorry.\Oh, who's that? response:	Her?
context: Let us live together at Witches' Hill forever from now.\T-Thats...\Hey!\Yukari-chan! Thank goodness...\I was worried when you suddenly disappeared.\I'm sorry.\Oh, who's that?\Her? response:	Do you still plan on desecrating our hill? Human!
context: T-Thats...\Hey!\Yukari-chan! Thank goodness...\I was worried when you suddenly disappeared.\I'm sorry.\Oh, who's that?\Her?\Do you still plan on desecrating our hill? Human! response:	Ruby-san!
context: Hey!\Yukari-chan! Thank goodness...\I was worried when you suddenly disappeared.\I'm sorry.\Oh, who's that?\Her?\Do you still plan on desecrating our hill? Human!\Ruby-san! response:	What's that!?
context: Yukari-chan! Thank goodness...\I was worried when you suddenly disappeared.\I'm sorry.\Oh, who's that?\Her?\Do you still plan on desecrating our hill? Human!\Ruby-san!\What's that!? response:	These guys are a swarm of magical plant monsters that will ambush or devour humans.
context: I was worried when you suddenly disappeared.\I'm sorry.\Oh, who's that?\Her?\Do you still plan on desecrating our hill? Human!\Ruby-san!\What's that!?\These guys are a swarm of magical plant monsters that will ambush or devour humans. response:	Ruby-san, you're mistaken!
context: I'm sorry.\Oh, who's that?\Her?\Do you still plan on desecrating our hill? Human!\Ruby-san!\What's that!?\These guys are a swarm of magical plant monsters that will ambush or devour humans.\Ruby-san, you're mistaken! response:	Tsukune-san isn't a human that's here to desecrate this hill!
context: Oh, who's that?\Her?\Do you still plan on desecrating our hill? Human!\Ruby-san!\What's that!?\These guys are a swarm of magical plant monsters that will ambush or devour humans.\Ruby-san, you're mistaken!\Tsukune-san isn't a human that's here to desecrate this hill! response:	Stand down, Yukari-chan!
context: Her?\Do you still plan on desecrating our hill? Human!\Ruby-san!\What's that!?\These guys are a swarm of magical plant monsters that will ambush or devour humans.\Ruby-san, you're mistaken!\Tsukune-san isn't a human that's here to desecrate this hill!\Stand down, Yukari-chan! response:	Tsukune-san is my friend!
