context: I declare love to be forbidden! response:	Who is that guy?
context: Uh, hi.\All the groups will go separately from here.\Don't miss the boat back.\Understood?\Yes, ma'am.\Many of the Elements are getting electrocuted.\They really are young.\What are these bands? response:	They monitor the Element's vital signs, heart rate, perspiration,
context: All the groups will go separately from here.\Don't miss the boat back.\Understood?\Yes, ma'am.\Many of the Elements are getting electrocuted.\They really are young.\What are these bands?\They monitor the Element's vital signs, heart rate, perspiration, response:	and release an electrical charge if they pass a certain limit.
context: Don't miss the boat back.\Understood?\Yes, ma'am.\Many of the Elements are getting electrocuted.\They really are young.\What are these bands?\They monitor the Element's vital signs, heart rate, perspiration,\and release an electrical charge if they pass a certain limit. response:	I think it's cruel!
context: Understood?\Yes, ma'am.\Many of the Elements are getting electrocuted.\They really are young.\What are these bands?\They monitor the Element's vital signs, heart rate, perspiration,\and release an electrical charge if they pass a certain limit.\I think it's cruel! response:	I can see no purpose to this foolish training!
context: Yes, ma'am.\Many of the Elements are getting electrocuted.\They really are young.\What are these bands?\They monitor the Element's vital signs, heart rate, perspiration,\and release an electrical charge if they pass a certain limit.\I think it's cruel!\I can see no purpose to this foolish training! response:	There is one, though.
context: Many of the Elements are getting electrocuted.\They really are young.\What are these bands?\They monitor the Element's vital signs, heart rate, perspiration,\and release an electrical charge if they pass a certain limit.\I think it's cruel!\I can see no purpose to this foolish training!\There is one, though. response:	It's critical for getting the most power out of Aquarion
context: They really are young.\What are these bands?\They monitor the Element's vital signs, heart rate, perspiration,\and release an electrical charge if they pass a certain limit.\I think it's cruel!\I can see no purpose to this foolish training!\There is one, though.\It's critical for getting the most power out of Aquarion response:	without reliving the Aquarion Disaster.
context: What are these bands?\They monitor the Element's vital signs, heart rate, perspiration,\and release an electrical charge if they pass a certain limit.\I think it's cruel!\I can see no purpose to this foolish training!\There is one, though.\It's critical for getting the most power out of Aquarion\without reliving the Aquarion Disaster. response:	The Aquarion Disaster?
context: They monitor the Element's vital signs, heart rate, perspiration,\and release an electrical charge if they pass a certain limit.\I think it's cruel!\I can see no purpose to this foolish training!\There is one, though.\It's critical for getting the most power out of Aquarion\without reliving the Aquarion Disaster.\The Aquarion Disaster? response:	Nine years ago, when Aquarion was deployed to counter the first charge,
context: and release an electrical charge if they pass a certain limit.\I think it's cruel!\I can see no purpose to this foolish training!\There is one, though.\It's critical for getting the most power out of Aquarion\without reliving the Aquarion Disaster.\The Aquarion Disaster?\Nine years ago, when Aquarion was deployed to counter the first charge, response:	it went berserk during combat.
context: I think it's cruel!\I can see no purpose to this foolish training!\There is one, though.\It's critical for getting the most power out of Aquarion\without reliving the Aquarion Disaster.\The Aquarion Disaster?\Nine years ago, when Aquarion was deployed to counter the first charge,\it went berserk during combat. response:	Two of the Elements went missing in action,
context: I can see no purpose to this foolish training!\There is one, though.\It's critical for getting the most power out of Aquarion\without reliving the Aquarion Disaster.\The Aquarion Disaster?\Nine years ago, when Aquarion was deployed to counter the first charge,\it went berserk during combat.\Two of the Elements went missing in action, response:	and the sole survivor, Donar Dantes,
context: There is one, though.\It's critical for getting the most power out of Aquarion\without reliving the Aquarion Disaster.\The Aquarion Disaster?\Nine years ago, when Aquarion was deployed to counter the first charge,\it went berserk during combat.\Two of the Elements went missing in action,\and the sole survivor, Donar Dantes, response:	lost both his arms and the woman he loved.
context: It's critical for getting the most power out of Aquarion\without reliving the Aquarion Disaster.\The Aquarion Disaster?\Nine years ago, when Aquarion was deployed to counter the first charge,\it went berserk during combat.\Two of the Elements went missing in action,\and the sole survivor, Donar Dantes,\lost both his arms and the woman he loved. response:	Let me feel them...
context: without reliving the Aquarion Disaster.\The Aquarion Disaster?\Nine years ago, when Aquarion was deployed to counter the first charge,\it went berserk during combat.\Two of the Elements went missing in action,\and the sole survivor, Donar Dantes,\lost both his arms and the woman he loved.\Let me feel them... response:	The melody of love is ephemeral...
context: The Aquarion Disaster?\Nine years ago, when Aquarion was deployed to counter the first charge,\it went berserk during combat.\Two of the Elements went missing in action,\and the sole survivor, Donar Dantes,\lost both his arms and the woman he loved.\Let me feel them...\The melody of love is ephemeral... response:	Aquarion resonates with the emotions of its Elements,
context: Nine years ago, when Aquarion was deployed to counter the first charge,\it went berserk during combat.\Two of the Elements went missing in action,\and the sole survivor, Donar Dantes,\lost both his arms and the woman he loved.\Let me feel them...\The melody of love is ephemeral...\Aquarion resonates with the emotions of its Elements, response:	and amplifies their energy to fight.
context: it went berserk during combat.\Two of the Elements went missing in action,\and the sole survivor, Donar Dantes,\lost both his arms and the woman he loved.\Let me feel them...\The melody of love is ephemeral...\Aquarion resonates with the emotions of its Elements,\and amplifies their energy to fight. response:	Its power is directly based on the intensity of those emotions.
context: Two of the Elements went missing in action,\and the sole survivor, Donar Dantes,\lost both his arms and the woman he loved.\Let me feel them...\The melody of love is ephemeral...\Aquarion resonates with the emotions of its Elements,\and amplifies their energy to fight.\Its power is directly based on the intensity of those emotions. response:	Do you know what the most intense emotion is that a person can have, Miss Suomi?
context: and the sole survivor, Donar Dantes,\lost both his arms and the woman he loved.\Let me feel them...\The melody of love is ephemeral...\Aquarion resonates with the emotions of its Elements,\and amplifies their energy to fight.\Its power is directly based on the intensity of those emotions.\Do you know what the most intense emotion is that a person can have, Miss Suomi? response:	Hate? Jealousy?
context: lost both his arms and the woman he loved.\Let me feel them...\The melody of love is ephemeral...\Aquarion resonates with the emotions of its Elements,\and amplifies their energy to fight.\Its power is directly based on the intensity of those emotions.\Do you know what the most intense emotion is that a person can have, Miss Suomi?\Hate? Jealousy? response:	No.
context: Let me feel them...\The melody of love is ephemeral...\Aquarion resonates with the emotions of its Elements,\and amplifies their energy to fight.\Its power is directly based on the intensity of those emotions.\Do you know what the most intense emotion is that a person can have, Miss Suomi?\Hate? Jealousy?\No. response:	It's love.
context: The melody of love is ephemeral...\Aquarion resonates with the emotions of its Elements,\and amplifies their energy to fight.\Its power is directly based on the intensity of those emotions.\Do you know what the most intense emotion is that a person can have, Miss Suomi?\Hate? Jealousy?\No.\It's love. response:	Love?
context: Aquarion resonates with the emotions of its Elements,\and amplifies their energy to fight.\Its power is directly based on the intensity of those emotions.\Do you know what the most intense emotion is that a person can have, Miss Suomi?\Hate? Jealousy?\No.\It's love.\Love? response:	But even in their own minds, they cannot let their feelings actually become love.
context: and amplifies their energy to fight.\Its power is directly based on the intensity of those emotions.\Do you know what the most intense emotion is that a person can have, Miss Suomi?\Hate? Jealousy?\No.\It's love.\Love?\But even in their own minds, they cannot let their feelings actually become love. response:	If they ever find themselves truly in love, Aquarion will go berserk.
context: Its power is directly based on the intensity of those emotions.\Do you know what the most intense emotion is that a person can have, Miss Suomi?\Hate? Jealousy?\No.\It's love.\Love?\But even in their own minds, they cannot let their feelings actually become love.\If they ever find themselves truly in love, Aquarion will go berserk. response:	Just like what happened to Donar and his beloved.
context: Do you know what the most intense emotion is that a person can have, Miss Suomi?\Hate? Jealousy?\No.\It's love.\Love?\But even in their own minds, they cannot let their feelings actually become love.\If they ever find themselves truly in love, Aquarion will go berserk.\Just like what happened to Donar and his beloved. response:	But if they can stay just at the very edge of love,
context: Hate? Jealousy?\No.\It's love.\Love?\But even in their own minds, they cannot let their feelings actually become love.\If they ever find themselves truly in love, Aquarion will go berserk.\Just like what happened to Donar and his beloved.\But if they can stay just at the very edge of love, response:	Aquarion will unleash its vast powers.
context: No.\It's love.\Love?\But even in their own minds, they cannot let their feelings actually become love.\If they ever find themselves truly in love, Aquarion will go berserk.\Just like what happened to Donar and his beloved.\But if they can stay just at the very edge of love,\Aquarion will unleash its vast powers. response:	The relationship between Amata Sora and Mikono Suzushiro is just short of that border.
context: It's love.\Love?\But even in their own minds, they cannot let their feelings actually become love.\If they ever find themselves truly in love, Aquarion will go berserk.\Just like what happened to Donar and his beloved.\But if they can stay just at the very edge of love,\Aquarion will unleash its vast powers.\The relationship between Amata Sora and Mikono Suzushiro is just short of that border. response:	That's how they used the forbidden attack.
context: Love?\But even in their own minds, they cannot let their feelings actually become love.\If they ever find themselves truly in love, Aquarion will go berserk.\Just like what happened to Donar and his beloved.\But if they can stay just at the very edge of love,\Aquarion will unleash its vast powers.\The relationship between Amata Sora and Mikono Suzushiro is just short of that border.\That's how they used the forbidden attack. response:	This armband is made to catch and prevent the Elements from feelings of love.
context: But even in their own minds, they cannot let their feelings actually become love.\If they ever find themselves truly in love, Aquarion will go berserk.\Just like what happened to Donar and his beloved.\But if they can stay just at the very edge of love,\Aquarion will unleash its vast powers.\The relationship between Amata Sora and Mikono Suzushiro is just short of that border.\That's how they used the forbidden attack.\This armband is made to catch and prevent the Elements from feelings of love. response:	Our goal is power just short of the berserk.
context: If they ever find themselves truly in love, Aquarion will go berserk.\Just like what happened to Donar and his beloved.\But if they can stay just at the very edge of love,\Aquarion will unleash its vast powers.\The relationship between Amata Sora and Mikono Suzushiro is just short of that border.\That's how they used the forbidden attack.\This armband is made to catch and prevent the Elements from feelings of love.\Our goal is power just short of the berserk. response:	This is special training to pull out of love!
context: Just like what happened to Donar and his beloved.\But if they can stay just at the very edge of love,\Aquarion will unleash its vast powers.\The relationship between Amata Sora and Mikono Suzushiro is just short of that border.\That's how they used the forbidden attack.\This armband is made to catch and prevent the Elements from feelings of love.\Our goal is power just short of the berserk.\This is special training to pull out of love! response:	Just as they say.
context: But if they can stay just at the very edge of love,\Aquarion will unleash its vast powers.\The relationship between Amata Sora and Mikono Suzushiro is just short of that border.\That's how they used the forbidden attack.\This armband is made to catch and prevent the Elements from feelings of love.\Our goal is power just short of the berserk.\This is special training to pull out of love!\Just as they say. response:	I have to keep my students from suffering the same thing I went through.
context: Aquarion will unleash its vast powers.\The relationship between Amata Sora and Mikono Suzushiro is just short of that border.\That's how they used the forbidden attack.\This armband is made to catch and prevent the Elements from feelings of love.\Our goal is power just short of the berserk.\This is special training to pull out of love!\Just as they say.\I have to keep my students from suffering the same thing I went through. response:	Especially Amata.
context: The relationship between Amata Sora and Mikono Suzushiro is just short of that border.\That's how they used the forbidden attack.\This armband is made to catch and prevent the Elements from feelings of love.\Our goal is power just short of the berserk.\This is special training to pull out of love!\Just as they say.\I have to keep my students from suffering the same thing I went through.\Especially Amata. response:	He reminds me of myself when I was young.
context: That's how they used the forbidden attack.\This armband is made to catch and prevent the Elements from feelings of love.\Our goal is power just short of the berserk.\This is special training to pull out of love!\Just as they say.\I have to keep my students from suffering the same thing I went through.\Especially Amata.\He reminds me of myself when I was young. response:	That's why I'm here.
context: This armband is made to catch and prevent the Elements from feelings of love.\Our goal is power just short of the berserk.\This is special training to pull out of love!\Just as they say.\I have to keep my students from suffering the same thing I went through.\Especially Amata.\He reminds me of myself when I was young.\That's why I'm here. response:	It's adorable!
context: Our goal is power just short of the berserk.\This is special training to pull out of love!\Just as they say.\I have to keep my students from suffering the same thing I went through.\Especially Amata.\He reminds me of myself when I was young.\That's why I'm here.\It's adorable! response:	Look, Shush, it's a cat!
context: This is special training to pull out of love!\Just as they say.\I have to keep my students from suffering the same thing I went through.\Especially Amata.\He reminds me of myself when I was young.\That's why I'm here.\It's adorable!\Look, Shush, it's a cat! response:	Cute? Mikono is way cuter...
context: Just as they say.\I have to keep my students from suffering the same thing I went through.\Especially Amata.\He reminds me of myself when I was young.\That's why I'm here.\It's adorable!\Look, Shush, it's a cat!\Cute? Mikono is way cuter... response:	Ow!
context: I have to keep my students from suffering the same thing I went through.\Especially Amata.\He reminds me of myself when I was young.\That's why I'm here.\It's adorable!\Look, Shush, it's a cat!\Cute? Mikono is way cuter...\Ow! response:	Amata?
context: Especially Amata.\He reminds me of myself when I was young.\That's why I'm here.\It's adorable!\Look, Shush, it's a cat!\Cute? Mikono is way cuter...\Ow!\Amata? response:	What happened?
context: He reminds me of myself when I was young.\That's why I'm here.\It's adorable!\Look, Shush, it's a cat!\Cute? Mikono is way cuter...\Ow!\Amata?\What happened? response:	My butt!
context: That's why I'm here.\It's adorable!\Look, Shush, it's a cat!\Cute? Mikono is way cuter...\Ow!\Amata?\What happened?\My butt! response:	Don't forget that love is forbidden, Amata.
context: It's adorable!\Look, Shush, it's a cat!\Cute? Mikono is way cuter...\Ow!\Amata?\What happened?\My butt!\Don't forget that love is forbidden, Amata. response:	Can't take my eyes off that kid for a minute.
context: Look, Shush, it's a cat!\Cute? Mikono is way cuter...\Ow!\Amata?\What happened?\My butt!\Don't forget that love is forbidden, Amata.\Can't take my eyes off that kid for a minute. response:	Something smells.
context: Cute? Mikono is way cuter...\Ow!\Amata?\What happened?\My butt!\Don't forget that love is forbidden, Amata.\Can't take my eyes off that kid for a minute.\Something smells. response:	Observe the people by the poolside of a classy hotel.
context: Ow!\Amata?\What happened?\My butt!\Don't forget that love is forbidden, Amata.\Can't take my eyes off that kid for a minute.\Something smells.\Observe the people by the poolside of a classy hotel. response:	And they even bought us these swimsuits. Not that I don't appreciate it...
context: Amata?\What happened?\My butt!\Don't forget that love is forbidden, Amata.\Can't take my eyes off that kid for a minute.\Something smells.\Observe the people by the poolside of a classy hotel.\And they even bought us these swimsuits. Not that I don't appreciate it... response:	But seriously, what's up with the doll?
context: What happened?\My butt!\Don't forget that love is forbidden, Amata.\Can't take my eyes off that kid for a minute.\Something smells.\Observe the people by the poolside of a classy hotel.\And they even bought us these swimsuits. Not that I don't appreciate it...\But seriously, what's up with the doll? response:	Well, here I am.
context: My butt!\Don't forget that love is forbidden, Amata.\Can't take my eyes off that kid for a minute.\Something smells.\Observe the people by the poolside of a classy hotel.\And they even bought us these swimsuits. Not that I don't appreciate it...\But seriously, what's up with the doll?\Well, here I am. response:	Ow... huh?
context: Don't forget that love is forbidden, Amata.\Can't take my eyes off that kid for a minute.\Something smells.\Observe the people by the poolside of a classy hotel.\And they even bought us these swimsuits. Not that I don't appreciate it...\But seriously, what's up with the doll?\Well, here I am.\Ow... huh? response:	Today's special training is also a simulation of Element groupings.
context: Can't take my eyes off that kid for a minute.\Something smells.\Observe the people by the poolside of a classy hotel.\And they even bought us these swimsuits. Not that I don't appreciate it...\But seriously, what's up with the doll?\Well, here I am.\Ow... huh?\Today's special training is also a simulation of Element groupings. response:	If the chairman is right, Mix would make an excellent soldier
context: Something smells.\Observe the people by the poolside of a classy hotel.\And they even bought us these swimsuits. Not that I don't appreciate it...\But seriously, what's up with the doll?\Well, here I am.\Ow... huh?\Today's special training is also a simulation of Element groupings.\If the chairman is right, Mix would make an excellent soldier response:	because boys don't affect her at all.
context: Observe the people by the poolside of a classy hotel.\And they even bought us these swimsuits. Not that I don't appreciate it...\But seriously, what's up with the doll?\Well, here I am.\Ow... huh?\Today's special training is also a simulation of Element groupings.\If the chairman is right, Mix would make an excellent soldier\because boys don't affect her at all. response:	Wrong. Girls like her completely close themselves off from others.
context: And they even bought us these swimsuits. Not that I don't appreciate it...\But seriously, what's up with the doll?\Well, here I am.\Ow... huh?\Today's special training is also a simulation of Element groupings.\If the chairman is right, Mix would make an excellent soldier\because boys don't affect her at all.\Wrong. Girls like her completely close themselves off from others. response:	That makes it hard to get them to the edge of love.
context: But seriously, what's up with the doll?\Well, here I am.\Ow... huh?\Today's special training is also a simulation of Element groupings.\If the chairman is right, Mix would make an excellent soldier\because boys don't affect her at all.\Wrong. Girls like her completely close themselves off from others.\That makes it hard to get them to the edge of love. response:	So why are Shrade, Cayenne, and Sazanka a team?
context: Well, here I am.\Ow... huh?\Today's special training is also a simulation of Element groupings.\If the chairman is right, Mix would make an excellent soldier\because boys don't affect her at all.\Wrong. Girls like her completely close themselves off from others.\That makes it hard to get them to the edge of love.\So why are Shrade, Cayenne, and Sazanka a team? response:	They even told us what to order when we went out to eat.
context: Ow... huh?\Today's special training is also a simulation of Element groupings.\If the chairman is right, Mix would make an excellent soldier\because boys don't affect her at all.\Wrong. Girls like her completely close themselves off from others.\That makes it hard to get them to the edge of love.\So why are Shrade, Cayenne, and Sazanka a team?\They even told us what to order when we went out to eat. response:	This is ridiculous.
context: Today's special training is also a simulation of Element groupings.\If the chairman is right, Mix would make an excellent soldier\because boys don't affect her at all.\Wrong. Girls like her completely close themselves off from others.\That makes it hard to get them to the edge of love.\So why are Shrade, Cayenne, and Sazanka a team?\They even told us what to order when we went out to eat.\This is ridiculous. response:	Here is your watermelon juice.
context: If the chairman is right, Mix would make an excellent soldier\because boys don't affect her at all.\Wrong. Girls like her completely close themselves off from others.\That makes it hard to get them to the edge of love.\So why are Shrade, Cayenne, and Sazanka a team?\They even told us what to order when we went out to eat.\This is ridiculous.\Here is your watermelon juice. response:	Um, is there only supposed to be one?
context: because boys don't affect her at all.\Wrong. Girls like her completely close themselves off from others.\That makes it hard to get them to the edge of love.\So why are Shrade, Cayenne, and Sazanka a team?\They even told us what to order when we went out to eat.\This is ridiculous.\Here is your watermelon juice.\Um, is there only supposed to be one? response:	That's what was ordered.
context: Wrong. Girls like her completely close themselves off from others.\That makes it hard to get them to the edge of love.\So why are Shrade, Cayenne, and Sazanka a team?\They even told us what to order when we went out to eat.\This is ridiculous.\Here is your watermelon juice.\Um, is there only supposed to be one?\That's what was ordered. response:	Well, let's drink.
context: That makes it hard to get them to the edge of love.\So why are Shrade, Cayenne, and Sazanka a team?\They even told us what to order when we went out to eat.\This is ridiculous.\Here is your watermelon juice.\Um, is there only supposed to be one?\That's what was ordered.\Well, let's drink. response:	What?
context: So why are Shrade, Cayenne, and Sazanka a team?\They even told us what to order when we went out to eat.\This is ridiculous.\Here is your watermelon juice.\Um, is there only supposed to be one?\That's what was ordered.\Well, let's drink.\What? response:	This is part of our training.
context: They even told us what to order when we went out to eat.\This is ridiculous.\Here is your watermelon juice.\Um, is there only supposed to be one?\That's what was ordered.\Well, let's drink.\What?\This is part of our training. response:	We don't have much of a choice.
context: This is ridiculous.\Here is your watermelon juice.\Um, is there only supposed to be one?\That's what was ordered.\Well, let's drink.\What?\This is part of our training.\We don't have much of a choice. response:	I guess he's shy around girls. Please excuse him.
context: Here is your watermelon juice.\Um, is there only supposed to be one?\That's what was ordered.\Well, let's drink.\What?\This is part of our training.\We don't have much of a choice.\I guess he's shy around girls. Please excuse him. response:	Okay...
context: Um, is there only supposed to be one?\That's what was ordered.\Well, let's drink.\What?\This is part of our training.\We don't have much of a choice.\I guess he's shy around girls. Please excuse him.\Okay... response:	Shrade and Cayenne drinking juice from the same cup!
context: That's what was ordered.\Well, let's drink.\What?\This is part of our training.\We don't have much of a choice.\I guess he's shy around girls. Please excuse him.\Okay...\Shrade and Cayenne drinking juice from the same cup! response:	There's nothing that can knock Shrade off balance.
context: Well, let's drink.\What?\This is part of our training.\We don't have much of a choice.\I guess he's shy around girls. Please excuse him.\Okay...\Shrade and Cayenne drinking juice from the same cup!\There's nothing that can knock Shrade off balance. response:	Impressive. But it looks like Sazanka gets her shocks from different things.
context: What?\This is part of our training.\We don't have much of a choice.\I guess he's shy around girls. Please excuse him.\Okay...\Shrade and Cayenne drinking juice from the same cup!\There's nothing that can knock Shrade off balance.\Impressive. But it looks like Sazanka gets her shocks from different things. response:	Miss Chairman, about Shrade's practical combat record...
context: This is part of our training.\We don't have much of a choice.\I guess he's shy around girls. Please excuse him.\Okay...\Shrade and Cayenne drinking juice from the same cup!\There's nothing that can knock Shrade off balance.\Impressive. But it looks like Sazanka gets her shocks from different things.\Miss Chairman, about Shrade's practical combat record... response:	I'm aware of his health concerns.
context: We don't have much of a choice.\I guess he's shy around girls. Please excuse him.\Okay...\Shrade and Cayenne drinking juice from the same cup!\There's nothing that can knock Shrade off balance.\Impressive. But it looks like Sazanka gets her shocks from different things.\Miss Chairman, about Shrade's practical combat record...\I'm aware of his health concerns. response:	Shrade Elan hangs on the very edge of life.
context: I guess he's shy around girls. Please excuse him.\Okay...\Shrade and Cayenne drinking juice from the same cup!\There's nothing that can knock Shrade off balance.\Impressive. But it looks like Sazanka gets her shocks from different things.\Miss Chairman, about Shrade's practical combat record...\I'm aware of his health concerns.\Shrade Elan hangs on the very edge of life. response:	In a way, there's no better place to find feelings on the edge.
context: Okay...\Shrade and Cayenne drinking juice from the same cup!\There's nothing that can knock Shrade off balance.\Impressive. But it looks like Sazanka gets her shocks from different things.\Miss Chairman, about Shrade's practical combat record...\I'm aware of his health concerns.\Shrade Elan hangs on the very edge of life.\In a way, there's no better place to find feelings on the edge. response:	How cold.
context: Shrade and Cayenne drinking juice from the same cup!\There's nothing that can knock Shrade off balance.\Impressive. But it looks like Sazanka gets her shocks from different things.\Miss Chairman, about Shrade's practical combat record...\I'm aware of his health concerns.\Shrade Elan hangs on the very edge of life.\In a way, there's no better place to find feelings on the edge.\How cold. response:	The combination we have to watch most closely is...
context: There's nothing that can knock Shrade off balance.\Impressive. But it looks like Sazanka gets her shocks from different things.\Miss Chairman, about Shrade's practical combat record...\I'm aware of his health concerns.\Shrade Elan hangs on the very edge of life.\In a way, there's no better place to find feelings on the edge.\How cold.\The combination we have to watch most closely is... response:	Amata, Zessica, and Mikono.
context: Impressive. But it looks like Sazanka gets her shocks from different things.\Miss Chairman, about Shrade's practical combat record...\I'm aware of his health concerns.\Shrade Elan hangs on the very edge of life.\In a way, there's no better place to find feelings on the edge.\How cold.\The combination we have to watch most closely is...\Amata, Zessica, and Mikono. response:	But Mikono hasn't manifested any Element powers yet!
context: Miss Chairman, about Shrade's practical combat record...\I'm aware of his health concerns.\Shrade Elan hangs on the very edge of life.\In a way, there's no better place to find feelings on the edge.\How cold.\The combination we have to watch most closely is...\Amata, Zessica, and Mikono.\But Mikono hasn't manifested any Element powers yet! response:	If the ring does not surround anything, a donut is just a lump.
context: I'm aware of his health concerns.\Shrade Elan hangs on the very edge of life.\In a way, there's no better place to find feelings on the edge.\How cold.\The combination we have to watch most closely is...\Amata, Zessica, and Mikono.\But Mikono hasn't manifested any Element powers yet!\If the ring does not surround anything, a donut is just a lump. response:	Mikono Suzushiro forms the ring where the donut surrounds emptiness.
context: Shrade Elan hangs on the very edge of life.\In a way, there's no better place to find feelings on the edge.\How cold.\The combination we have to watch most closely is...\Amata, Zessica, and Mikono.\But Mikono hasn't manifested any Element powers yet!\If the ring does not surround anything, a donut is just a lump.\Mikono Suzushiro forms the ring where the donut surrounds emptiness. response:	But for everything sweet...
context: In a way, there's no better place to find feelings on the edge.\How cold.\The combination we have to watch most closely is...\Amata, Zessica, and Mikono.\But Mikono hasn't manifested any Element powers yet!\If the ring does not surround anything, a donut is just a lump.\Mikono Suzushiro forms the ring where the donut surrounds emptiness.\But for everything sweet... response:	Oww!
context: How cold.\The combination we have to watch most closely is...\Amata, Zessica, and Mikono.\But Mikono hasn't manifested any Element powers yet!\If the ring does not surround anything, a donut is just a lump.\Mikono Suzushiro forms the ring where the donut surrounds emptiness.\But for everything sweet...\Oww! response:	Are you okay?
context: The combination we have to watch most closely is...\Amata, Zessica, and Mikono.\But Mikono hasn't manifested any Element powers yet!\If the ring does not surround anything, a donut is just a lump.\Mikono Suzushiro forms the ring where the donut surrounds emptiness.\But for everything sweet...\Oww!\Are you okay? response:	Damn. If he keeps at it, there won't be enough blow darts in the world.
context: Amata, Zessica, and Mikono.\But Mikono hasn't manifested any Element powers yet!\If the ring does not surround anything, a donut is just a lump.\Mikono Suzushiro forms the ring where the donut surrounds emptiness.\But for everything sweet...\Oww!\Are you okay?\Damn. If he keeps at it, there won't be enough blow darts in the world. response:	Amata's heart starts racing when he looks at me.
context: But Mikono hasn't manifested any Element powers yet!\If the ring does not surround anything, a donut is just a lump.\Mikono Suzushiro forms the ring where the donut surrounds emptiness.\But for everything sweet...\Oww!\Are you okay?\Damn. If he keeps at it, there won't be enough blow darts in the world.\Amata's heart starts racing when he looks at me. response:	Oh, Amata.
context: If the ring does not surround anything, a donut is just a lump.\Mikono Suzushiro forms the ring where the donut surrounds emptiness.\But for everything sweet...\Oww!\Are you okay?\Damn. If he keeps at it, there won't be enough blow darts in the world.\Amata's heart starts racing when he looks at me.\Oh, Amata. response:	You look happy, Mikono.
context: Mikono Suzushiro forms the ring where the donut surrounds emptiness.\But for everything sweet...\Oww!\Are you okay?\Damn. If he keeps at it, there won't be enough blow darts in the world.\Amata's heart starts racing when he looks at me.\Oh, Amata.\You look happy, Mikono. response:	Is it'cause he likes you?
context: But for everything sweet...\Oww!\Are you okay?\Damn. If he keeps at it, there won't be enough blow darts in the world.\Amata's heart starts racing when he looks at me.\Oh, Amata.\You look happy, Mikono.\Is it'cause he likes you? response:	No!
context: Oww!\Are you okay?\Damn. If he keeps at it, there won't be enough blow darts in the world.\Amata's heart starts racing when he looks at me.\Oh, Amata.\You look happy, Mikono.\Is it'cause he likes you?\No! response:	You sure?
context: Are you okay?\Damn. If he keeps at it, there won't be enough blow darts in the world.\Amata's heart starts racing when he looks at me.\Oh, Amata.\You look happy, Mikono.\Is it'cause he likes you?\No!\You sure? response:	You know, I like innocent ones like him.
context: Damn. If he keeps at it, there won't be enough blow darts in the world.\Amata's heart starts racing when he looks at me.\Oh, Amata.\You look happy, Mikono.\Is it'cause he likes you?\No!\You sure?\You know, I like innocent ones like him. response:	Okay, next is...
context: Amata's heart starts racing when he looks at me.\Oh, Amata.\You look happy, Mikono.\Is it'cause he likes you?\No!\You sure?\You know, I like innocent ones like him.\Okay, next is... response:	Amata!
context: Oh, Amata.\You look happy, Mikono.\Is it'cause he likes you?\No!\You sure?\You know, I like innocent ones like him.\Okay, next is...\Amata! response:	You're with me!
context: You look happy, Mikono.\Is it'cause he likes you?\No!\You sure?\You know, I like innocent ones like him.\Okay, next is...\Amata!\You're with me! response:	Come on!
context: Is it'cause he likes you?\No!\You sure?\You know, I like innocent ones like him.\Okay, next is...\Amata!\You're with me!\Come on! response:	Hey, I can make him fly too!
context: No!\You sure?\You know, I like innocent ones like him.\Okay, next is...\Amata!\You're with me!\Come on!\Hey, I can make him fly too! response:	Amata! You'll fly for anyone, won't you?
context: You sure?\You know, I like innocent ones like him.\Okay, next is...\Amata!\You're with me!\Come on!\Hey, I can make him fly too!\Amata! You'll fly for anyone, won't you? response:	It's not just anyone, it's me!
context: You know, I like innocent ones like him.\Okay, next is...\Amata!\You're with me!\Come on!\Hey, I can make him fly too!\Amata! You'll fly for anyone, won't you?\It's not just anyone, it's me! response:	Ow!
context: Okay, next is...\Amata!\You're with me!\Come on!\Hey, I can make him fly too!\Amata! You'll fly for anyone, won't you?\It's not just anyone, it's me!\Ow! response:	What's the matter, Shush?
context: Amata!\You're with me!\Come on!\Hey, I can make him fly too!\Amata! You'll fly for anyone, won't you?\It's not just anyone, it's me!\Ow!\What's the matter, Shush? response:	Oh my god! Who is that?
context: You're with me!\Come on!\Hey, I can make him fly too!\Amata! You'll fly for anyone, won't you?\It's not just anyone, it's me!\Ow!\What's the matter, Shush?\Oh my god! Who is that? response:	I think he's cool!
context: Come on!\Hey, I can make him fly too!\Amata! You'll fly for anyone, won't you?\It's not just anyone, it's me!\Ow!\What's the matter, Shush?\Oh my god! Who is that?\I think he's cool! response:	Smells good.
context: Hey, I can make him fly too!\Amata! You'll fly for anyone, won't you?\It's not just anyone, it's me!\Ow!\What's the matter, Shush?\Oh my god! Who is that?\I think he's cool!\Smells good. response:	Are you all right? We can take a break if you want.
context: Amata! You'll fly for anyone, won't you?\It's not just anyone, it's me!\Ow!\What's the matter, Shush?\Oh my god! Who is that?\I think he's cool!\Smells good.\Are you all right? We can take a break if you want. response:	Are you still mad about the last fight?
context: It's not just anyone, it's me!\Ow!\What's the matter, Shush?\Oh my god! Who is that?\I think he's cool!\Smells good.\Are you all right? We can take a break if you want.\Are you still mad about the last fight? response:	You play with peoples' feelings. I'm not listening to you.
context: Ow!\What's the matter, Shush?\Oh my god! Who is that?\I think he's cool!\Smells good.\Are you all right? We can take a break if you want.\Are you still mad about the last fight?\You play with peoples' feelings. I'm not listening to you. response:	Please forgive me. My whole life is but being played with.
