context: It's just my imagination, right? response:	Next Wednesday?
context: What is this? What is going on?!\What is that mixer about?\Time for us to introduce ourselves.\I'm Shou, on the guitar.\I'm Kou, playing the bass.\I'm Kuuga, the vocalist.\I'm William Adam Yuji, drums.\Y-You're a foreigner? response:	I like that, Misaki-chan.
context: What is that mixer about?\Time for us to introduce ourselves.\I'm Shou, on the guitar.\I'm Kou, playing the bass.\I'm Kuuga, the vocalist.\I'm William Adam Yuji, drums.\Y-You're a foreigner?\I like that, Misaki-chan. response:	Nice question.
context: Time for us to introduce ourselves.\I'm Shou, on the guitar.\I'm Kou, playing the bass.\I'm Kuuga, the vocalist.\I'm William Adam Yuji, drums.\Y-You're a foreigner?\I like that, Misaki-chan.\Nice question. response:	I've never met people like them before.
context: I'm Shou, on the guitar.\I'm Kou, playing the bass.\I'm Kuuga, the vocalist.\I'm William Adam Yuji, drums.\Y-You're a foreigner?\I like that, Misaki-chan.\Nice question.\I've never met people like them before. response:	Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.
context: I'm Kou, playing the bass.\I'm Kuuga, the vocalist.\I'm William Adam Yuji, drums.\Y-You're a foreigner?\I like that, Misaki-chan.\Nice question.\I've never met people like them before.\Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day. response:	Really?!
context: I'm Kuuga, the vocalist.\I'm William Adam Yuji, drums.\Y-You're a foreigner?\I like that, Misaki-chan.\Nice question.\I've never met people like them before.\Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.\Really?! response:	Moe!
context: I'm William Adam Yuji, drums.\Y-You're a foreigner?\I like that, Misaki-chan.\Nice question.\I've never met people like them before.\Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.\Really?!\Moe! response:	I can't. I can't keep up with Sakura.
context: Y-You're a foreigner?\I like that, Misaki-chan.\Nice question.\I've never met people like them before.\Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.\Really?!\Moe!\I can't. I can't keep up with Sakura. response:	What's Shizuko doing?
context: I like that, Misaki-chan.\Nice question.\I've never met people like them before.\Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.\Really?!\Moe!\I can't. I can't keep up with Sakura.\What's Shizuko doing? response:	People are walking about like trash.
context: Nice question.\I've never met people like them before.\Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.\Really?!\Moe!\I can't. I can't keep up with Sakura.\What's Shizuko doing?\People are walking about like trash. response:	She's being oblivious!
context: I've never met people like them before.\Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.\Really?!\Moe!\I can't. I can't keep up with Sakura.\What's Shizuko doing?\People are walking about like trash.\She's being oblivious! response:	This really isn't a dream, right?
context: Oh right, Sakura-chan. Here's a present for you. It's the poster you were talking about the other day.\Really?!\Moe!\I can't. I can't keep up with Sakura.\What's Shizuko doing?\People are walking about like trash.\She's being oblivious!\This really isn't a dream, right? response:	How so?
context: Really?!\Moe!\I can't. I can't keep up with Sakura.\What's Shizuko doing?\People are walking about like trash.\She's being oblivious!\This really isn't a dream, right?\How so? response:	How all of you are sitting in front of me!
context: Moe!\I can't. I can't keep up with Sakura.\What's Shizuko doing?\People are walking about like trash.\She's being oblivious!\This really isn't a dream, right?\How so?\How all of you are sitting in front of me! response:	I still can't believe it.
context: I can't. I can't keep up with Sakura.\What's Shizuko doing?\People are walking about like trash.\She's being oblivious!\This really isn't a dream, right?\How so?\How all of you are sitting in front of me!\I still can't believe it. response:	I'm so glad I became your fan!
context: What's Shizuko doing?\People are walking about like trash.\She's being oblivious!\This really isn't a dream, right?\How so?\How all of you are sitting in front of me!\I still can't believe it.\I'm so glad I became your fan! response:	You're overreacting.
context: People are walking about like trash.\She's being oblivious!\This really isn't a dream, right?\How so?\How all of you are sitting in front of me!\I still can't believe it.\I'm so glad I became your fan!\You're overreacting. response:	Not at all!
context: She's being oblivious!\This really isn't a dream, right?\How so?\How all of you are sitting in front of me!\I still can't believe it.\I'm so glad I became your fan!\You're overreacting.\Not at all! response:	I love all of you so much.
context: This really isn't a dream, right?\How so?\How all of you are sitting in front of me!\I still can't believe it.\I'm so glad I became your fan!\You're overreacting.\Not at all!\I love all of you so much. response:	When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.
context: How so?\How all of you are sitting in front of me!\I still can't believe it.\I'm so glad I became your fan!\You're overreacting.\Not at all!\I love all of you so much.\When Kuuga-kun called out to me, I was so happy, I thought my heart would stop. response:	It's not a big deal if I can't follow her.
context: How all of you are sitting in front of me!\I still can't believe it.\I'm so glad I became your fan!\You're overreacting.\Not at all!\I love all of you so much.\When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.\It's not a big deal if I can't follow her. response:	Sakura in love is cute.
context: I still can't believe it.\I'm so glad I became your fan!\You're overreacting.\Not at all!\I love all of you so much.\When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.\It's not a big deal if I can't follow her.\Sakura in love is cute. response:	I'm so happy that she is, that I want to root for her.
context: I'm so glad I became your fan!\You're overreacting.\Not at all!\I love all of you so much.\When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.\It's not a big deal if I can't follow her.\Sakura in love is cute.\I'm so happy that she is, that I want to root for her. response:	She brought along only two friends.
context: You're overreacting.\Not at all!\I love all of you so much.\When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.\It's not a big deal if I can't follow her.\Sakura in love is cute.\I'm so happy that she is, that I want to root for her.\She brought along only two friends. response:	We shouldn't have brought 20 tickets.
context: Not at all!\I love all of you so much.\When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.\It's not a big deal if I can't follow her.\Sakura in love is cute.\I'm so happy that she is, that I want to root for her.\She brought along only two friends.\We shouldn't have brought 20 tickets. response:	Let's stop this menial fan service already.
context: I love all of you so much.\When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.\It's not a big deal if I can't follow her.\Sakura in love is cute.\I'm so happy that she is, that I want to root for her.\She brought along only two friends.\We shouldn't have brought 20 tickets.\Let's stop this menial fan service already. response:	We're getting enough of an audience base.
context: When Kuuga-kun called out to me, I was so happy, I thought my heart would stop.\It's not a big deal if I can't follow her.\Sakura in love is cute.\I'm so happy that she is, that I want to root for her.\She brought along only two friends.\We shouldn't have brought 20 tickets.\Let's stop this menial fan service already.\We're getting enough of an audience base. response:	Looks like she's totally fallen for you.
context: It's not a big deal if I can't follow her.\Sakura in love is cute.\I'm so happy that she is, that I want to root for her.\She brought along only two friends.\We shouldn't have brought 20 tickets.\Let's stop this menial fan service already.\We're getting enough of an audience base.\Looks like she's totally fallen for you. response:	I like long straight hair, you know.
context: Sakura in love is cute.\I'm so happy that she is, that I want to root for her.\She brought along only two friends.\We shouldn't have brought 20 tickets.\Let's stop this menial fan service already.\We're getting enough of an audience base.\Looks like she's totally fallen for you.\I like long straight hair, you know. response:	Her name was Misaki-chan, right?
context: I'm so happy that she is, that I want to root for her.\She brought along only two friends.\We shouldn't have brought 20 tickets.\Let's stop this menial fan service already.\We're getting enough of an audience base.\Looks like she's totally fallen for you.\I like long straight hair, you know.\Her name was Misaki-chan, right? response:	Maybe I'll make her mine.
context: She brought along only two friends.\We shouldn't have brought 20 tickets.\Let's stop this menial fan service already.\We're getting enough of an audience base.\Looks like she's totally fallen for you.\I like long straight hair, you know.\Her name was Misaki-chan, right?\Maybe I'll make her mine. response:	Make Misa-chan-
context: We shouldn't have brought 20 tickets.\Let's stop this menial fan service already.\We're getting enough of an audience base.\Looks like she's totally fallen for you.\I like long straight hair, you know.\Her name was Misaki-chan, right?\Maybe I'll make her mine.\Make Misa-chan- response:	His?
context: Let's stop this menial fan service already.\We're getting enough of an audience base.\Looks like she's totally fallen for you.\I like long straight hair, you know.\Her name was Misaki-chan, right?\Maybe I'll make her mine.\Make Misa-chan-\His? response:	What the hell?
context: We're getting enough of an audience base.\Looks like she's totally fallen for you.\I like long straight hair, you know.\Her name was Misaki-chan, right?\Maybe I'll make her mine.\Make Misa-chan-\His?\What the hell? response:	Misa-chan! Our Misa-chan!
context: Looks like she's totally fallen for you.\I like long straight hair, you know.\Her name was Misaki-chan, right?\Maybe I'll make her mine.\Make Misa-chan-\His?\What the hell?\Misa-chan! Our Misa-chan! response:	To your live concert?
context: I like long straight hair, you know.\Her name was Misaki-chan, right?\Maybe I'll make her mine.\Make Misa-chan-\His?\What the hell?\Misa-chan! Our Misa-chan!\To your live concert? response:	Yeah, what do you think, Misaki-chan?
context: Her name was Misaki-chan, right?\Maybe I'll make her mine.\Make Misa-chan-\His?\What the hell?\Misa-chan! Our Misa-chan!\To your live concert?\Yeah, what do you think, Misaki-chan? response:	I'm sure it'll be fun.
context: Maybe I'll make her mine.\Make Misa-chan-\His?\What the hell?\Misa-chan! Our Misa-chan!\To your live concert?\Yeah, what do you think, Misaki-chan?\I'm sure it'll be fun. response:	I don't have much free time.
context: Make Misa-chan-\His?\What the hell?\Misa-chan! Our Misa-chan!\To your live concert?\Yeah, what do you think, Misaki-chan?\I'm sure it'll be fun.\I don't have much free time. response:	How about you?
context: His?\What the hell?\Misa-chan! Our Misa-chan!\To your live concert?\Yeah, what do you think, Misaki-chan?\I'm sure it'll be fun.\I don't have much free time.\How about you? response:	No thank you.
context: What the hell?\Misa-chan! Our Misa-chan!\To your live concert?\Yeah, what do you think, Misaki-chan?\I'm sure it'll be fun.\I don't have much free time.\How about you?\No thank you. response:	What a waste!
context: Misa-chan! Our Misa-chan!\To your live concert?\Yeah, what do you think, Misaki-chan?\I'm sure it'll be fun.\I don't have much free time.\How about you?\No thank you.\What a waste! response:	It's hard to get these tickets, right, Kuuga-kun?
context: To your live concert?\Yeah, what do you think, Misaki-chan?\I'm sure it'll be fun.\I don't have much free time.\How about you?\No thank you.\What a waste!\It's hard to get these tickets, right, Kuuga-kun? response:	You think you can make it, Misaki-chan?
context: Yeah, what do you think, Misaki-chan?\I'm sure it'll be fun.\I don't have much free time.\How about you?\No thank you.\What a waste!\It's hard to get these tickets, right, Kuuga-kun?\You think you can make it, Misaki-chan? response:	Well, I don't have the money to, anyways.
context: I'm sure it'll be fun.\I don't have much free time.\How about you?\No thank you.\What a waste!\It's hard to get these tickets, right, Kuuga-kun?\You think you can make it, Misaki-chan?\Well, I don't have the money to, anyways. response:	Then keep that ticket.
context: I don't have much free time.\How about you?\No thank you.\What a waste!\It's hard to get these tickets, right, Kuuga-kun?\You think you can make it, Misaki-chan?\Well, I don't have the money to, anyways.\Then keep that ticket. response:	You will come, right?
context: How about you?\No thank you.\What a waste!\It's hard to get these tickets, right, Kuuga-kun?\You think you can make it, Misaki-chan?\Well, I don't have the money to, anyways.\Then keep that ticket.\You will come, right? response:	Um...
context: No thank you.\What a waste!\It's hard to get these tickets, right, Kuuga-kun?\You think you can make it, Misaki-chan?\Well, I don't have the money to, anyways.\Then keep that ticket.\You will come, right?\Um... response:	Will you be going, Sakura?
context: What a waste!\It's hard to get these tickets, right, Kuuga-kun?\You think you can make it, Misaki-chan?\Well, I don't have the money to, anyways.\Then keep that ticket.\You will come, right?\Um...\Will you be going, Sakura? response:	Of course!
context: It's hard to get these tickets, right, Kuuga-kun?\You think you can make it, Misaki-chan?\Well, I don't have the money to, anyways.\Then keep that ticket.\You will come, right?\Um...\Will you be going, Sakura?\Of course! response:	Yeah, I always see you at our concerts.
context: You think you can make it, Misaki-chan?\Well, I don't have the money to, anyways.\Then keep that ticket.\You will come, right?\Um...\Will you be going, Sakura?\Of course!\Yeah, I always see you at our concerts. response:	I see. You're such a perfect fan.
context: Well, I don't have the money to, anyways.\Then keep that ticket.\You will come, right?\Um...\Will you be going, Sakura?\Of course!\Yeah, I always see you at our concerts.\I see. You're such a perfect fan. response:	I always hear her talking about Umemishi.
context: Then keep that ticket.\You will come, right?\Um...\Will you be going, Sakura?\Of course!\Yeah, I always see you at our concerts.\I see. You're such a perfect fan.\I always hear her talking about Umemishi. response:	She really likes you all.
context: You will come, right?\Um...\Will you be going, Sakura?\Of course!\Yeah, I always see you at our concerts.\I see. You're such a perfect fan.\I always hear her talking about Umemishi.\She really likes you all. response:	So, Misaki-chan.
context: Um...\Will you be going, Sakura?\Of course!\Yeah, I always see you at our concerts.\I see. You're such a perfect fan.\I always hear her talking about Umemishi.\She really likes you all.\So, Misaki-chan. response:	The concert.
context: Will you be going, Sakura?\Of course!\Yeah, I always see you at our concerts.\I see. You're such a perfect fan.\I always hear her talking about Umemishi.\She really likes you all.\So, Misaki-chan.\The concert. response:	You won't make it?
context: Of course!\Yeah, I always see you at our concerts.\I see. You're such a perfect fan.\I always hear her talking about Umemishi.\She really likes you all.\So, Misaki-chan.\The concert.\You won't make it? response:	Am I mistaking things?
context: Yeah, I always see you at our concerts.\I see. You're such a perfect fan.\I always hear her talking about Umemishi.\She really likes you all.\So, Misaki-chan.\The concert.\You won't make it?\Am I mistaking things? response:	It feel that Kuuga keeps on talking to me.
context: I see. You're such a perfect fan.\I always hear her talking about Umemishi.\She really likes you all.\So, Misaki-chan.\The concert.\You won't make it?\Am I mistaking things?\It feel that Kuuga keeps on talking to me. response:	How can I get him to face Sakura?
context: I always hear her talking about Umemishi.\She really likes you all.\So, Misaki-chan.\The concert.\You won't make it?\Am I mistaking things?\It feel that Kuuga keeps on talking to me.\How can I get him to face Sakura? response:	Hi there.
context: She really likes you all.\So, Misaki-chan.\The concert.\You won't make it?\Am I mistaking things?\It feel that Kuuga keeps on talking to me.\How can I get him to face Sakura?\Hi there. response:	W-what are you doing?
context: So, Misaki-chan.\The concert.\You won't make it?\Am I mistaking things?\It feel that Kuuga keeps on talking to me.\How can I get him to face Sakura?\Hi there.\W-what are you doing? response:	Well, I wanted to chat with you a bit.
context: The concert.\You won't make it?\Am I mistaking things?\It feel that Kuuga keeps on talking to me.\How can I get him to face Sakura?\Hi there.\W-what are you doing?\Well, I wanted to chat with you a bit. response:	Then we can do that at the table.
context: You won't make it?\Am I mistaking things?\It feel that Kuuga keeps on talking to me.\How can I get him to face Sakura?\Hi there.\W-what are you doing?\Well, I wanted to chat with you a bit.\Then we can do that at the table. response:	No, since they are having their own fun.
context: Am I mistaking things?\It feel that Kuuga keeps on talking to me.\How can I get him to face Sakura?\Hi there.\W-what are you doing?\Well, I wanted to chat with you a bit.\Then we can do that at the table.\No, since they are having their own fun. response:	What are you talking about? Don't you understand Sakura's feelings?
context: It feel that Kuuga keeps on talking to me.\How can I get him to face Sakura?\Hi there.\W-what are you doing?\Well, I wanted to chat with you a bit.\Then we can do that at the table.\No, since they are having their own fun.\What are you talking about? Don't you understand Sakura's feelings? response:	Yeah, but I have no interest in her.
context: How can I get him to face Sakura?\Hi there.\W-what are you doing?\Well, I wanted to chat with you a bit.\Then we can do that at the table.\No, since they are having their own fun.\What are you talking about? Don't you understand Sakura's feelings?\Yeah, but I have no interest in her. response:	Then why did you ask Sakura out?
context: Hi there.\W-what are you doing?\Well, I wanted to chat with you a bit.\Then we can do that at the table.\No, since they are having their own fun.\What are you talking about? Don't you understand Sakura's feelings?\Yeah, but I have no interest in her.\Then why did you ask Sakura out? response:	As fanservice, obviously.
context: W-what are you doing?\Well, I wanted to chat with you a bit.\Then we can do that at the table.\No, since they are having their own fun.\What are you talking about? Don't you understand Sakura's feelings?\Yeah, but I have no interest in her.\Then why did you ask Sakura out?\As fanservice, obviously. response:	She seems pretty serious about him, so I'm sure she'll catch the hint with this.
context: Well, I wanted to chat with you a bit.\Then we can do that at the table.\No, since they are having their own fun.\What are you talking about? Don't you understand Sakura's feelings?\Yeah, but I have no interest in her.\Then why did you ask Sakura out?\As fanservice, obviously.\She seems pretty serious about him, so I'm sure she'll catch the hint with this. response:	I can't deal with every girl, so I got to reject her sooner than later.
context: Then we can do that at the table.\No, since they are having their own fun.\What are you talking about? Don't you understand Sakura's feelings?\Yeah, but I have no interest in her.\Then why did you ask Sakura out?\As fanservice, obviously.\She seems pretty serious about him, so I'm sure she'll catch the hint with this.\I can't deal with every girl, so I got to reject her sooner than later. response:	You can't be serious.
context: No, since they are having their own fun.\What are you talking about? Don't you understand Sakura's feelings?\Yeah, but I have no interest in her.\Then why did you ask Sakura out?\As fanservice, obviously.\She seems pretty serious about him, so I'm sure she'll catch the hint with this.\I can't deal with every girl, so I got to reject her sooner than later.\You can't be serious. response:	You think I'm joking?
context: What are you talking about? Don't you understand Sakura's feelings?\Yeah, but I have no interest in her.\Then why did you ask Sakura out?\As fanservice, obviously.\She seems pretty serious about him, so I'm sure she'll catch the hint with this.\I can't deal with every girl, so I got to reject her sooner than later.\You can't be serious.\You think I'm joking? response:	This is kindness.
context: Yeah, but I have no interest in her.\Then why did you ask Sakura out?\As fanservice, obviously.\She seems pretty serious about him, so I'm sure she'll catch the hint with this.\I can't deal with every girl, so I got to reject her sooner than later.\You can't be serious.\You think I'm joking?\This is kindness. response:	I'm being considerate to my fans.
context: Then why did you ask Sakura out?\As fanservice, obviously.\She seems pretty serious about him, so I'm sure she'll catch the hint with this.\I can't deal with every girl, so I got to reject her sooner than later.\You can't be serious.\You think I'm joking?\This is kindness.\I'm being considerate to my fans. response:	If it's early on, it won't hurt too much, right?
context: As fanservice, obviously.\She seems pretty serious about him, so I'm sure she'll catch the hint with this.\I can't deal with every girl, so I got to reject her sooner than later.\You can't be serious.\You think I'm joking?\This is kindness.\I'm being considerate to my fans.\If it's early on, it won't hurt too much, right? response:	Being considerate?
context: She seems pretty serious about him, so I'm sure she'll catch the hint with this.\I can't deal with every girl, so I got to reject her sooner than later.\You can't be serious.\You think I'm joking?\This is kindness.\I'm being considerate to my fans.\If it's early on, it won't hurt too much, right?\Being considerate? response:	Hey!
context: I can't deal with every girl, so I got to reject her sooner than later.\You can't be serious.\You think I'm joking?\This is kindness.\I'm being considerate to my fans.\If it's early on, it won't hurt too much, right?\Being considerate?\Hey! response:	But then, if you became our fan, I might change my mind.
context: You can't be serious.\You think I'm joking?\This is kindness.\I'm being considerate to my fans.\If it's early on, it won't hurt too much, right?\Being considerate?\Hey!\But then, if you became our fan, I might change my mind. response:	I'm sorry for the wait. May I take your order?
context: You think I'm joking?\This is kindness.\I'm being considerate to my fans.\If it's early on, it won't hurt too much, right?\Being considerate?\Hey!\But then, if you became our fan, I might change my mind.\I'm sorry for the wait. May I take your order? response:	Usui! Why are you here?
context: This is kindness.\I'm being considerate to my fans.\If it's early on, it won't hurt too much, right?\Being considerate?\Hey!\But then, if you became our fan, I might change my mind.\I'm sorry for the wait. May I take your order?\Usui! Why are you here? response:	Oops, excuse me.
context: I'm being considerate to my fans.\If it's early on, it won't hurt too much, right?\Being considerate?\Hey!\But then, if you became our fan, I might change my mind.\I'm sorry for the wait. May I take your order?\Usui! Why are you here?\Oops, excuse me. response:	What's with this waiter? Is he someone you know, Misaki-chan?
context: If it's early on, it won't hurt too much, right?\Being considerate?\Hey!\But then, if you became our fan, I might change my mind.\I'm sorry for the wait. May I take your order?\Usui! Why are you here?\Oops, excuse me.\What's with this waiter? Is he someone you know, Misaki-chan? response:	Her boyfriend, maybe.
context: Being considerate?\Hey!\But then, if you became our fan, I might change my mind.\I'm sorry for the wait. May I take your order?\Usui! Why are you here?\Oops, excuse me.\What's with this waiter? Is he someone you know, Misaki-chan?\Her boyfriend, maybe. response:	Think of the timing.
context: Hey!\But then, if you became our fan, I might change my mind.\I'm sorry for the wait. May I take your order?\Usui! Why are you here?\Oops, excuse me.\What's with this waiter? Is he someone you know, Misaki-chan?\Her boyfriend, maybe.\Think of the timing. response:	No! He's not!
context: But then, if you became our fan, I might change my mind.\I'm sorry for the wait. May I take your order?\Usui! Why are you here?\Oops, excuse me.\What's with this waiter? Is he someone you know, Misaki-chan?\Her boyfriend, maybe.\Think of the timing.\No! He's not! response:	Then what are you?!
context: I'm sorry for the wait. May I take your order?\Usui! Why are you here?\Oops, excuse me.\What's with this waiter? Is he someone you know, Misaki-chan?\Her boyfriend, maybe.\Think of the timing.\No! He's not!\Then what are you?! response:	Just her stalker.
context: Usui! Why are you here?\Oops, excuse me.\What's with this waiter? Is he someone you know, Misaki-chan?\Her boyfriend, maybe.\Think of the timing.\No! He's not!\Then what are you?!\Just her stalker. response:	We need to call another waiter here.
context: Oops, excuse me.\What's with this waiter? Is he someone you know, Misaki-chan?\Her boyfriend, maybe.\Think of the timing.\No! He's not!\Then what are you?!\Just her stalker.\We need to call another waiter here. response:	Wait. He is a stalker, but not really.
context: What's with this waiter? Is he someone you know, Misaki-chan?\Her boyfriend, maybe.\Think of the timing.\No! He's not!\Then what are you?!\Just her stalker.\We need to call another waiter here.\Wait. He is a stalker, but not really. response:	He's um... how do I say...
context: Her boyfriend, maybe.\Think of the timing.\No! He's not!\Then what are you?!\Just her stalker.\We need to call another waiter here.\Wait. He is a stalker, but not really.\He's um... how do I say... response:	Whatever.
context: Think of the timing.\No! He's not!\Then what are you?!\Just her stalker.\We need to call another waiter here.\Wait. He is a stalker, but not really.\He's um... how do I say...\Whatever. response:	What a drag.
context: No! He's not!\Then what are you?!\Just her stalker.\We need to call another waiter here.\Wait. He is a stalker, but not really.\He's um... how do I say...\Whatever.\What a drag. response:	Enjoy your time.
context: Then what are you?!\Just her stalker.\We need to call another waiter here.\Wait. He is a stalker, but not really.\He's um... how do I say...\Whatever.\What a drag.\Enjoy your time. response:	I'm a stalker but not, so what am I?
context: Just her stalker.\We need to call another waiter here.\Wait. He is a stalker, but not really.\He's um... how do I say...\Whatever.\What a drag.\Enjoy your time.\I'm a stalker but not, so what am I? response:	What are you doing here, anyways?! When did you start working here?
context: We need to call another waiter here.\Wait. He is a stalker, but not really.\He's um... how do I say...\Whatever.\What a drag.\Enjoy your time.\I'm a stalker but not, so what am I?\What are you doing here, anyways?! When did you start working here? response:	I'm not.
context: Wait. He is a stalker, but not really.\He's um... how do I say...\Whatever.\What a drag.\Enjoy your time.\I'm a stalker but not, so what am I?\What are you doing here, anyways?! When did you start working here?\I'm not. response:	Then that uniform...
context: He's um... how do I say...\Whatever.\What a drag.\Enjoy your time.\I'm a stalker but not, so what am I?\What are you doing here, anyways?! When did you start working here?\I'm not.\Then that uniform... response:	I happened to run across a person I know.
context: Whatever.\What a drag.\Enjoy your time.\I'm a stalker but not, so what am I?\What are you doing here, anyways?! When did you start working here?\I'm not.\Then that uniform...\I happened to run across a person I know. response:	Then I felt like ripping the clothes off of him.
context: What a drag.\Enjoy your time.\I'm a stalker but not, so what am I?\What are you doing here, anyways?! When did you start working here?\I'm not.\Then that uniform...\I happened to run across a person I know.\Then I felt like ripping the clothes off of him. response:	I think you're really messed up.
context: Enjoy your time.\I'm a stalker but not, so what am I?\What are you doing here, anyways?! When did you start working here?\I'm not.\Then that uniform...\I happened to run across a person I know.\Then I felt like ripping the clothes off of him.\I think you're really messed up. response:	What can I do? There are times when I feel annoyed, too.
context: I'm a stalker but not, so what am I?\What are you doing here, anyways?! When did you start working here?\I'm not.\Then that uniform...\I happened to run across a person I know.\Then I felt like ripping the clothes off of him.\I think you're really messed up.\What can I do? There are times when I feel annoyed, too. response:	But, just because you're annoyed...
context: What are you doing here, anyways?! When did you start working here?\I'm not.\Then that uniform...\I happened to run across a person I know.\Then I felt like ripping the clothes off of him.\I think you're really messed up.\What can I do? There are times when I feel annoyed, too.\But, just because you're annoyed... response:	Besides, I'm really possessive.
context: I'm not.\Then that uniform...\I happened to run across a person I know.\Then I felt like ripping the clothes off of him.\I think you're really messed up.\What can I do? There are times when I feel annoyed, too.\But, just because you're annoyed...\Besides, I'm really possessive. response:	I can't overlook things like that.
context: Then that uniform...\I happened to run across a person I know.\Then I felt like ripping the clothes off of him.\I think you're really messed up.\What can I do? There are times when I feel annoyed, too.\But, just because you're annoyed...\Besides, I'm really possessive.\I can't overlook things like that. response:	It's none of your business.
context: I happened to run across a person I know.\Then I felt like ripping the clothes off of him.\I think you're really messed up.\What can I do? There are times when I feel annoyed, too.\But, just because you're annoyed...\Besides, I'm really possessive.\I can't overlook things like that.\It's none of your business. response:	And don't get me wrong.
context: Then I felt like ripping the clothes off of him.\I think you're really messed up.\What can I do? There are times when I feel annoyed, too.\But, just because you're annoyed...\Besides, I'm really possessive.\I can't overlook things like that.\It's none of your business.\And don't get me wrong. response:	I'm here because of Sakura...
context: I think you're really messed up.\What can I do? There are times when I feel annoyed, too.\But, just because you're annoyed...\Besides, I'm really possessive.\I can't overlook things like that.\It's none of your business.\And don't get me wrong.\I'm here because of Sakura... response:	Yup. I love him.
context: What can I do? There are times when I feel annoyed, too.\But, just because you're annoyed...\Besides, I'm really possessive.\I can't overlook things like that.\It's none of your business.\And don't get me wrong.\I'm here because of Sakura...\Yup. I love him. response:	So I wanted to introduce him to you, too.
context: But, just because you're annoyed...\Besides, I'm really possessive.\I can't overlook things like that.\It's none of your business.\And don't get me wrong.\I'm here because of Sakura...\Yup. I love him.\So I wanted to introduce him to you, too. response:	Sakura was really looking forward to today.
context: Besides, I'm really possessive.\I can't overlook things like that.\It's none of your business.\And don't get me wrong.\I'm here because of Sakura...\Yup. I love him.\So I wanted to introduce him to you, too.\Sakura was really looking forward to today. response:	Yet, this is just...
context: I can't overlook things like that.\It's none of your business.\And don't get me wrong.\I'm here because of Sakura...\Yup. I love him.\So I wanted to introduce him to you, too.\Sakura was really looking forward to today.\Yet, this is just... response:	Look at that face of yours, Ayuzawa.
context: It's none of your business.\And don't get me wrong.\I'm here because of Sakura...\Yup. I love him.\So I wanted to introduce him to you, too.\Sakura was really looking forward to today.\Yet, this is just...\Look at that face of yours, Ayuzawa. response:	What am I supposed to do? I'm not familiar with things like these.
context: And don't get me wrong.\I'm here because of Sakura...\Yup. I love him.\So I wanted to introduce him to you, too.\Sakura was really looking forward to today.\Yet, this is just...\Look at that face of yours, Ayuzawa.\What am I supposed to do? I'm not familiar with things like these. response:	I just don't know the best way to handle this.
context: I'm here because of Sakura...\Yup. I love him.\So I wanted to introduce him to you, too.\Sakura was really looking forward to today.\Yet, this is just...\Look at that face of yours, Ayuzawa.\What am I supposed to do? I'm not familiar with things like these.\I just don't know the best way to handle this. response:	Best, eh?
context: Yup. I love him.\So I wanted to introduce him to you, too.\Sakura was really looking forward to today.\Yet, this is just...\Look at that face of yours, Ayuzawa.\What am I supposed to do? I'm not familiar with things like these.\I just don't know the best way to handle this.\Best, eh? response:	I don't think anyone knows that.
context: So I wanted to introduce him to you, too.\Sakura was really looking forward to today.\Yet, this is just...\Look at that face of yours, Ayuzawa.\What am I supposed to do? I'm not familiar with things like these.\I just don't know the best way to handle this.\Best, eh?\I don't think anyone knows that. response:	What's up with him, damn it!
context: Sakura was really looking forward to today.\Yet, this is just...\Look at that face of yours, Ayuzawa.\What am I supposed to do? I'm not familiar with things like these.\I just don't know the best way to handle this.\Best, eh?\I don't think anyone knows that.\What's up with him, damn it! response:	Um, Kuuga-kun. You'll be singing a new song in the next live, right?
context: Yet, this is just...\Look at that face of yours, Ayuzawa.\What am I supposed to do? I'm not familiar with things like these.\I just don't know the best way to handle this.\Best, eh?\I don't think anyone knows that.\What's up with him, damn it!\Um, Kuuga-kun. You'll be singing a new song in the next live, right? response:	Oh, yeah.
context: Look at that face of yours, Ayuzawa.\What am I supposed to do? I'm not familiar with things like these.\I just don't know the best way to handle this.\Best, eh?\I don't think anyone knows that.\What's up with him, damn it!\Um, Kuuga-kun. You'll be singing a new song in the next live, right?\Oh, yeah. response:	I'm really looking forward to it.
context: What am I supposed to do? I'm not familiar with things like these.\I just don't know the best way to handle this.\Best, eh?\I don't think anyone knows that.\What's up with him, damn it!\Um, Kuuga-kun. You'll be singing a new song in the next live, right?\Oh, yeah.\I'm really looking forward to it. response:	Okay.
