context: So you can fish at this park, supposedly. response:	I'd like to try my rod out here.
context: I don't let my work get involved in my personal life.\That's unfortunate.\When you tell people you're on the student council,\it gets you a lot of moe points.\I'll negate them all.\Hm...\Can I voice my thoughts?\Take the floor. response:	I am standing up...
context: That's unfortunate.\When you tell people you're on the student council,\it gets you a lot of moe points.\I'll negate them all.\Hm...\Can I voice my thoughts?\Take the floor.\I am standing up... response:	R-Right.
context: When you tell people you're on the student council,\it gets you a lot of moe points.\I'll negate them all.\Hm...\Can I voice my thoughts?\Take the floor.\I am standing up...\R-Right. response:	In order to prevent information from leaking,
context: it gets you a lot of moe points.\I'll negate them all.\Hm...\Can I voice my thoughts?\Take the floor.\I am standing up...\R-Right.\In order to prevent information from leaking, response:	how about we use a code that only we understand?
context: I'll negate them all.\Hm...\Can I voice my thoughts?\Take the floor.\I am standing up...\R-Right.\In order to prevent information from leaking,\how about we use a code that only we understand? response:	That might be kind of nifty.
context: Hm...\Can I voice my thoughts?\Take the floor.\I am standing up...\R-Right.\In order to prevent information from leaking,\how about we use a code that only we understand?\That might be kind of nifty. response:	But how would we do that?
context: Can I voice my thoughts?\Take the floor.\I am standing up...\R-Right.\In order to prevent information from leaking,\how about we use a code that only we understand?\That might be kind of nifty.\But how would we do that? response:	Let's see...
context: Take the floor.\I am standing up...\R-Right.\In order to prevent information from leaking,\how about we use a code that only we understand?\That might be kind of nifty.\But how would we do that?\Let's see... response:	Since we're raiding these clubrooms,
context: I am standing up...\R-Right.\In order to prevent information from leaking,\how about we use a code that only we understand?\That might be kind of nifty.\But how would we do that?\Let's see...\Since we're raiding these clubrooms, response:	how about we call ourselves the tops,
context: R-Right.\In order to prevent information from leaking,\how about we use a code that only we understand?\That might be kind of nifty.\But how would we do that?\Let's see...\Since we're raiding these clubrooms,\how about we call ourselves the tops, response:	and whoever we're going to raid, the bottoms?
context: In order to prevent information from leaking,\how about we use a code that only we understand?\That might be kind of nifty.\But how would we do that?\Let's see...\Since we're raiding these clubrooms,\how about we call ourselves the tops,\and whoever we're going to raid, the bottoms? response:	I think almost all of us can agree that isn't going to fly!
context: how about we use a code that only we understand?\That might be kind of nifty.\But how would we do that?\Let's see...\Since we're raiding these clubrooms,\how about we call ourselves the tops,\and whoever we're going to raid, the bottoms?\I think almost all of us can agree that isn't going to fly! response:	Bottoms... Bottoms...
context: That might be kind of nifty.\But how would we do that?\Let's see...\Since we're raiding these clubrooms,\how about we call ourselves the tops,\and whoever we're going to raid, the bottoms?\I think almost all of us can agree that isn't going to fly!\Bottoms... Bottoms... response:	Okay, please submit the final report later.
context: But how would we do that?\Let's see...\Since we're raiding these clubrooms,\how about we call ourselves the tops,\and whoever we're going to raid, the bottoms?\I think almost all of us can agree that isn't going to fly!\Bottoms... Bottoms...\Okay, please submit the final report later. response:	Sure.
context: Let's see...\Since we're raiding these clubrooms,\how about we call ourselves the tops,\and whoever we're going to raid, the bottoms?\I think almost all of us can agree that isn't going to fly!\Bottoms... Bottoms...\Okay, please submit the final report later.\Sure. response:	Would you like some help?
context: Since we're raiding these clubrooms,\how about we call ourselves the tops,\and whoever we're going to raid, the bottoms?\I think almost all of us can agree that isn't going to fly!\Bottoms... Bottoms...\Okay, please submit the final report later.\Sure.\Would you like some help? response:	Thank you,
context: how about we call ourselves the tops,\and whoever we're going to raid, the bottoms?\I think almost all of us can agree that isn't going to fly!\Bottoms... Bottoms...\Okay, please submit the final report later.\Sure.\Would you like some help?\Thank you, response:	but I'm fine.
context: and whoever we're going to raid, the bottoms?\I think almost all of us can agree that isn't going to fly!\Bottoms... Bottoms...\Okay, please submit the final report later.\Sure.\Would you like some help?\Thank you,\but I'm fine. response:	Okay, thanks.
context: I think almost all of us can agree that isn't going to fly!\Bottoms... Bottoms...\Okay, please submit the final report later.\Sure.\Would you like some help?\Thank you,\but I'm fine.\Okay, thanks. response:	R-Right.
context: Bottoms... Bottoms...\Okay, please submit the final report later.\Sure.\Would you like some help?\Thank you,\but I'm fine.\Okay, thanks.\R-Right. response:	Run
context: Okay, please submit the final report later.\Sure.\Would you like some help?\Thank you,\but I'm fine.\Okay, thanks.\R-Right.\Run response:	If you didn't know she was scared of men,
context: Sure.\Would you like some help?\Thank you,\but I'm fine.\Okay, thanks.\R-Right.\Run\If you didn't know she was scared of men, response:	you might get the wrong idea here.
context: Would you like some help?\Thank you,\but I'm fine.\Okay, thanks.\R-Right.\Run\If you didn't know she was scared of men,\you might get the wrong idea here. response:	This is the first time I've heard about an inspection tomorrow.
context: Thank you,\but I'm fine.\Okay, thanks.\R-Right.\Run\If you didn't know she was scared of men,\you might get the wrong idea here.\This is the first time I've heard about an inspection tomorrow. response:	We didn't tell you.
context: but I'm fine.\Okay, thanks.\R-Right.\Run\If you didn't know she was scared of men,\you might get the wrong idea here.\This is the first time I've heard about an inspection tomorrow.\We didn't tell you. response:	We thought you'd be the first to tell people.
context: Okay, thanks.\R-Right.\Run\If you didn't know she was scared of men,\you might get the wrong idea here.\This is the first time I've heard about an inspection tomorrow.\We didn't tell you.\We thought you'd be the first to tell people. response:	Come on! I'm the student council adviser!
context: R-Right.\Run\If you didn't know she was scared of men,\you might get the wrong idea here.\This is the first time I've heard about an inspection tomorrow.\We didn't tell you.\We thought you'd be the first to tell people.\Come on! I'm the student council adviser! response:	Serious
context: Run\If you didn't know she was scared of men,\you might get the wrong idea here.\This is the first time I've heard about an inspection tomorrow.\We didn't tell you.\We thought you'd be the first to tell people.\Come on! I'm the student council adviser!\Serious response:	Sure, I might give away the goods with my butt, but not my mouth!
context: If you didn't know she was scared of men,\you might get the wrong idea here.\This is the first time I've heard about an inspection tomorrow.\We didn't tell you.\We thought you'd be the first to tell people.\Come on! I'm the student council adviser!\Serious\Sure, I might give away the goods with my butt, but not my mouth! response:	I'm not sure that counts for anything...
context: you might get the wrong idea here.\This is the first time I've heard about an inspection tomorrow.\We didn't tell you.\We thought you'd be the first to tell people.\Come on! I'm the student council adviser!\Serious\Sure, I might give away the goods with my butt, but not my mouth!\I'm not sure that counts for anything... response:	Shino-chan, how many...
context: This is the first time I've heard about an inspection tomorrow.\We didn't tell you.\We thought you'd be the first to tell people.\Come on! I'm the student council adviser!\Serious\Sure, I might give away the goods with my butt, but not my mouth!\I'm not sure that counts for anything...\Shino-chan, how many... response:	18.
context: We didn't tell you.\We thought you'd be the first to tell people.\Come on! I'm the student council adviser!\Serious\Sure, I might give away the goods with my butt, but not my mouth!\I'm not sure that counts for anything...\Shino-chan, how many...\18. response:	Not that. I wanted to know how much sugar you wanted.
context: We thought you'd be the first to tell people.\Come on! I'm the student council adviser!\Serious\Sure, I might give away the goods with my butt, but not my mouth!\I'm not sure that counts for anything...\Shino-chan, how many...\18.\Not that. I wanted to know how much sugar you wanted. response:	Oh, crap. I just gave the standard response.
context: Come on! I'm the student council adviser!\Serious\Sure, I might give away the goods with my butt, but not my mouth!\I'm not sure that counts for anything...\Shino-chan, how many...\18.\Not that. I wanted to know how much sugar you wanted.\Oh, crap. I just gave the standard response. response:	Hagimura, how old are you?
context: Serious\Sure, I might give away the goods with my butt, but not my mouth!\I'm not sure that counts for anything...\Shino-chan, how many...\18.\Not that. I wanted to know how much sugar you wanted.\Oh, crap. I just gave the standard response.\Hagimura, how old are you? response:	How old do I look?
context: Sure, I might give away the goods with my butt, but not my mouth!\I'm not sure that counts for anything...\Shino-chan, how many...\18.\Not that. I wanted to know how much sugar you wanted.\Oh, crap. I just gave the standard response.\Hagimura, how old are you?\How old do I look? response:	That response...
context: I'm not sure that counts for anything...\Shino-chan, how many...\18.\Not that. I wanted to know how much sugar you wanted.\Oh, crap. I just gave the standard response.\Hagimura, how old are you?\How old do I look?\That response... response:	Prez, this is bad.
context: Shino-chan, how many...\18.\Not that. I wanted to know how much sugar you wanted.\Oh, crap. I just gave the standard response.\Hagimura, how old are you?\How old do I look?\That response...\Prez, this is bad. response:	It seems like the information from that meeting we had leaked.
context: 18.\Not that. I wanted to know how much sugar you wanted.\Oh, crap. I just gave the standard response.\Hagimura, how old are you?\How old do I look?\That response...\Prez, this is bad.\It seems like the information from that meeting we had leaked. response:	What?
context: Not that. I wanted to know how much sugar you wanted.\Oh, crap. I just gave the standard response.\Hagimura, how old are you?\How old do I look?\That response...\Prez, this is bad.\It seems like the information from that meeting we had leaked.\What? response:	Tops and bottoms, tops and bottoms... La, la, la...
context: Oh, crap. I just gave the standard response.\Hagimura, how old are you?\How old do I look?\That response...\Prez, this is bad.\It seems like the information from that meeting we had leaked.\What?\Tops and bottoms, tops and bottoms... La, la, la... response:	They did kind of feel like that
context: Hagimura, how old are you?\How old do I look?\That response...\Prez, this is bad.\It seems like the information from that meeting we had leaked.\What?\Tops and bottoms, tops and bottoms... La, la, la...\They did kind of feel like that response:	The Vice-President is a bottom, and President is a top!
context: How old do I look?\That response...\Prez, this is bad.\It seems like the information from that meeting we had leaked.\What?\Tops and bottoms, tops and bottoms... La, la, la...\They did kind of feel like that\The Vice-President is a bottom, and President is a top! response:	Suzu Head
context: That response...\Prez, this is bad.\It seems like the information from that meeting we had leaked.\What?\Tops and bottoms, tops and bottoms... La, la, la...\They did kind of feel like that\The Vice-President is a bottom, and President is a top!\Suzu Head response:	Sorry, I must have misheard...
context: Prez, this is bad.\It seems like the information from that meeting we had leaked.\What?\Tops and bottoms, tops and bottoms... La, la, la...\They did kind of feel like that\The Vice-President is a bottom, and President is a top!\Suzu Head\Sorry, I must have misheard... response:	Well, I guess it's fine.
context: It seems like the information from that meeting we had leaked.\What?\Tops and bottoms, tops and bottoms... La, la, la...\They did kind of feel like that\The Vice-President is a bottom, and President is a top!\Suzu Head\Sorry, I must have misheard...\Well, I guess it's fine. response:	The actual plan wasn't made public.
context: What?\Tops and bottoms, tops and bottoms... La, la, la...\They did kind of feel like that\The Vice-President is a bottom, and President is a top!\Suzu Head\Sorry, I must have misheard...\Well, I guess it's fine.\The actual plan wasn't made public. response:	Tsuda, you panic too much.
context: Tops and bottoms, tops and bottoms... La, la, la...\They did kind of feel like that\The Vice-President is a bottom, and President is a top!\Suzu Head\Sorry, I must have misheard...\Well, I guess it's fine.\The actual plan wasn't made public.\Tsuda, you panic too much. response:	Sorry.
context: They did kind of feel like that\The Vice-President is a bottom, and President is a top!\Suzu Head\Sorry, I must have misheard...\Well, I guess it's fine.\The actual plan wasn't made public.\Tsuda, you panic too much.\Sorry. response:	Besides, I think this worked out pretty good.
context: The Vice-President is a bottom, and President is a top!\Suzu Head\Sorry, I must have misheard...\Well, I guess it's fine.\The actual plan wasn't made public.\Tsuda, you panic too much.\Sorry.\Besides, I think this worked out pretty good. response:	No, stop!
context: Suzu Head\Sorry, I must have misheard...\Well, I guess it's fine.\The actual plan wasn't made public.\Tsuda, you panic too much.\Sorry.\Besides, I think this worked out pretty good.\No, stop! response:	Huh? It wasn't true?
context: Sorry, I must have misheard...\Well, I guess it's fine.\The actual plan wasn't made public.\Tsuda, you panic too much.\Sorry.\Besides, I think this worked out pretty good.\No, stop!\Huh? It wasn't true? response:	No!
context: Well, I guess it's fine.\The actual plan wasn't made public.\Tsuda, you panic too much.\Sorry.\Besides, I think this worked out pretty good.\No, stop!\Huh? It wasn't true?\No! response:	The newspaper club didn't understand what was wrong
context: The actual plan wasn't made public.\Tsuda, you panic too much.\Sorry.\Besides, I think this worked out pretty good.\No, stop!\Huh? It wasn't true?\No!\The newspaper club didn't understand what was wrong response:	Oh,
context: Tsuda, you panic too much.\Sorry.\Besides, I think this worked out pretty good.\No, stop!\Huh? It wasn't true?\No!\The newspaper club didn't understand what was wrong\Oh, response:	there's a turtle living in the school's pond here.
context: Sorry.\Besides, I think this worked out pretty good.\No, stop!\Huh? It wasn't true?\No!\The newspaper club didn't understand what was wrong\Oh,\there's a turtle living in the school's pond here. response:	You just found this out?
context: Besides, I think this worked out pretty good.\No, stop!\Huh? It wasn't true?\No!\The newspaper club didn't understand what was wrong\Oh,\there's a turtle living in the school's pond here.\You just found this out? response:	Can turtles learn tricks?
context: No, stop!\Huh? It wasn't true?\No!\The newspaper club didn't understand what was wrong\Oh,\there's a turtle living in the school's pond here.\You just found this out?\Can turtles learn tricks? response:	What would you want to teach it?
context: Huh? It wasn't true?\No!\The newspaper club didn't understand what was wrong\Oh,\there's a turtle living in the school's pond here.\You just found this out?\Can turtles learn tricks?\What would you want to teach it? response:	Sausage fetch!
context: No!\The newspaper club didn't understand what was wrong\Oh,\there's a turtle living in the school's pond here.\You just found this out?\Can turtles learn tricks?\What would you want to teach it?\Sausage fetch! response:	For a loggerhead, too!
context: The newspaper club didn't understand what was wrong\Oh,\there's a turtle living in the school's pond here.\You just found this out?\Can turtles learn tricks?\What would you want to teach it?\Sausage fetch!\For a loggerhead, too! response:	She thought that was funny?
context: Oh,\there's a turtle living in the school's pond here.\You just found this out?\Can turtles learn tricks?\What would you want to teach it?\Sausage fetch!\For a loggerhead, too!\She thought that was funny? response:	Student Council
context: there's a turtle living in the school's pond here.\You just found this out?\Can turtles learn tricks?\What would you want to teach it?\Sausage fetch!\For a loggerhead, too!\She thought that was funny?\Student Council response:	Let's see...
context: You just found this out?\Can turtles learn tricks?\What would you want to teach it?\Sausage fetch!\For a loggerhead, too!\She thought that was funny?\Student Council\Let's see... response:	Next I...
context: Can turtles learn tricks?\What would you want to teach it?\Sausage fetch!\For a loggerhead, too!\She thought that was funny?\Student Council\Let's see...\Next I... response:	Wait, I messed up.
context: What would you want to teach it?\Sausage fetch!\For a loggerhead, too!\She thought that was funny?\Student Council\Let's see...\Next I...\Wait, I messed up. response:	Receiving Message
context: Sausage fetch!\For a loggerhead, too!\She thought that was funny?\Student Council\Let's see...\Next I...\Wait, I messed up.\Receiving Message response:	Someone sent me a message?!
context: For a loggerhead, too!\She thought that was funny?\Student Council\Let's see...\Next I...\Wait, I messed up.\Receiving Message\Someone sent me a message?! response:	Did I just lose the text I was writing?
context: She thought that was funny?\Student Council\Let's see...\Next I...\Wait, I messed up.\Receiving Message\Someone sent me a message?!\Did I just lose the text I was writing? response:	What should I do, Tsuda?!
context: Student Council\Let's see...\Next I...\Wait, I messed up.\Receiving Message\Someone sent me a message?!\Did I just lose the text I was writing?\What should I do, Tsuda?! response:	It's fine.
context: Let's see...\Next I...\Wait, I messed up.\Receiving Message\Someone sent me a message?!\Did I just lose the text I was writing?\What should I do, Tsuda?!\It's fine. response:	Let me see.
context: Next I...\Wait, I messed up.\Receiving Message\Someone sent me a message?!\Did I just lose the text I was writing?\What should I do, Tsuda?!\It's fine.\Let me see. response:	R-Right.
context: Wait, I messed up.\Receiving Message\Someone sent me a message?!\Did I just lose the text I was writing?\What should I do, Tsuda?!\It's fine.\Let me see.\R-Right. response:	The message should be saved.
context: Receiving Message\Someone sent me a message?!\Did I just lose the text I was writing?\What should I do, Tsuda?!\It's fine.\Let me see.\R-Right.\The message should be saved. response:	One new message Uomii
context: Someone sent me a message?!\Did I just lose the text I was writing?\What should I do, Tsuda?!\It's fine.\Let me see.\R-Right.\The message should be saved.\One new message Uomii response:	How about taking Tsuda's dick together?
context: Did I just lose the text I was writing?\What should I do, Tsuda?!\It's fine.\Let me see.\R-Right.\The message should be saved.\One new message Uomii\How about taking Tsuda's dick together? response:	No!
context: What should I do, Tsuda?!\It's fine.\Let me see.\R-Right.\The message should be saved.\One new message Uomii\How about taking Tsuda's dick together?\No! response:	I was trying to write something else!
context: It's fine.\Let me see.\R-Right.\The message should be saved.\One new message Uomii\How about taking Tsuda's dick together?\No!\I was trying to write something else! response:	I wanted to write taking Tsuda walking together!
context: Let me see.\R-Right.\The message should be saved.\One new message Uomii\How about taking Tsuda's dick together?\No!\I was trying to write something else!\I wanted to write taking Tsuda walking together! response:	Run away!
context: R-Right.\The message should be saved.\One new message Uomii\How about taking Tsuda's dick together?\No!\I was trying to write something else!\I wanted to write taking Tsuda walking together!\Run away! response:	Seitokai Yakuindomo
context: The message should be saved.\One new message Uomii\How about taking Tsuda's dick together?\No!\I was trying to write something else!\I wanted to write taking Tsuda walking together!\Run away!\Seitokai Yakuindomo response:	That happens in some countries
context: One new message Uomii\How about taking Tsuda's dick together?\No!\I was trying to write something else!\I wanted to write taking Tsuda walking together!\Run away!\Seitokai Yakuindomo\That happens in some countries response:	Oh, it's from Uomii.
context: How about taking Tsuda's dick together?\No!\I was trying to write something else!\I wanted to write taking Tsuda walking together!\Run away!\Seitokai Yakuindomo\That happens in some countries\Oh, it's from Uomii. response:	Hm?
context: No!\I was trying to write something else!\I wanted to write taking Tsuda walking together!\Run away!\Seitokai Yakuindomo\That happens in some countries\Oh, it's from Uomii.\Hm? response:	So I guess Eiryou has its cultural fair next week.
context: I was trying to write something else!\I wanted to write taking Tsuda walking together!\Run away!\Seitokai Yakuindomo\That happens in some countries\Oh, it's from Uomii.\Hm?\So I guess Eiryou has its cultural fair next week. response:	Hi there.
context: I wanted to write taking Tsuda walking together!\Run away!\Seitokai Yakuindomo\That happens in some countries\Oh, it's from Uomii.\Hm?\So I guess Eiryou has its cultural fair next week.\Hi there. response:	So she's inviting us.
context: Run away!\Seitokai Yakuindomo\That happens in some countries\Oh, it's from Uomii.\Hm?\So I guess Eiryou has its cultural fair next week.\Hi there.\So she's inviting us. response:	Uomii here.
context: Seitokai Yakuindomo\That happens in some countries\Oh, it's from Uomii.\Hm?\So I guess Eiryou has its cultural fair next week.\Hi there.\So she's inviting us.\Uomii here. response:	It might be nice to see another school's cultural fair.
context: That happens in some countries\Oh, it's from Uomii.\Hm?\So I guess Eiryou has its cultural fair next week.\Hi there.\So she's inviting us.\Uomii here.\It might be nice to see another school's cultural fair. response:	Sounds like fun.
context: Oh, it's from Uomii.\Hm?\So I guess Eiryou has its cultural fair next week.\Hi there.\So she's inviting us.\Uomii here.\It might be nice to see another school's cultural fair.\Sounds like fun. response:	There's more.
context: Hm?\So I guess Eiryou has its cultural fair next week.\Hi there.\So she's inviting us.\Uomii here.\It might be nice to see another school's cultural fair.\Sounds like fun.\There's more. response:	There's a lot of events outdoors,
context: So I guess Eiryou has its cultural fair next week.\Hi there.\So she's inviting us.\Uomii here.\It might be nice to see another school's cultural fair.\Sounds like fun.\There's more.\There's a lot of events outdoors, response:	so you should probably wear a jacket.
context: Hi there.\So she's inviting us.\Uomii here.\It might be nice to see another school's cultural fair.\Sounds like fun.\There's more.\There's a lot of events outdoors,\so you should probably wear a jacket. response:	Also,
context: So she's inviting us.\Uomii here.\It might be nice to see another school's cultural fair.\Sounds like fun.\There's more.\There's a lot of events outdoors,\so you should probably wear a jacket.\Also, response:	any lost children will be taken to the first classroom on the right.
context: Uomii here.\It might be nice to see another school's cultural fair.\Sounds like fun.\There's more.\There's a lot of events outdoors,\so you should probably wear a jacket.\Also,\any lost children will be taken to the first classroom on the right. response:	Why would she write that?
context: It might be nice to see another school's cultural fair.\Sounds like fun.\There's more.\There's a lot of events outdoors,\so you should probably wear a jacket.\Also,\any lost children will be taken to the first classroom on the right.\Why would she write that? response:	One week later
context: Sounds like fun.\There's more.\There's a lot of events outdoors,\so you should probably wear a jacket.\Also,\any lost children will be taken to the first classroom on the right.\Why would she write that?\One week later response:	That really is quite the hill.
context: There's more.\There's a lot of events outdoors,\so you should probably wear a jacket.\Also,\any lost children will be taken to the first classroom on the right.\Why would she write that?\One week later\That really is quite the hill. response:	It's worse than the one for Ousai. Longer, too.
context: There's a lot of events outdoors,\so you should probably wear a jacket.\Also,\any lost children will be taken to the first classroom on the right.\Why would she write that?\One week later\That really is quite the hill.\It's worse than the one for Ousai. Longer, too. response:	I know, right?
context: so you should probably wear a jacket.\Also,\any lost children will be taken to the first classroom on the right.\Why would she write that?\One week later\That really is quite the hill.\It's worse than the one for Ousai. Longer, too.\I know, right? response:	So Eiryou's the school on the hill.
context: Also,\any lost children will be taken to the first classroom on the right.\Why would she write that?\One week later\That really is quite the hill.\It's worse than the one for Ousai. Longer, too.\I know, right?\So Eiryou's the school on the hill. response:	There's so many booths to look at.
context: any lost children will be taken to the first classroom on the right.\Why would she write that?\One week later\That really is quite the hill.\It's worse than the one for Ousai. Longer, too.\I know, right?\So Eiryou's the school on the hill.\There's so many booths to look at. response:	Meat!
context: Why would she write that?\One week later\That really is quite the hill.\It's worse than the one for Ousai. Longer, too.\I know, right?\So Eiryou's the school on the hill.\There's so many booths to look at.\Meat! response:	I know, right.
context: One week later\That really is quite the hill.\It's worse than the one for Ousai. Longer, too.\I know, right?\So Eiryou's the school on the hill.\There's so many booths to look at.\Meat!\I know, right. response:	You look like you're from out in the country
context: That really is quite the hill.\It's worse than the one for Ousai. Longer, too.\I know, right?\So Eiryou's the school on the hill.\There's so many booths to look at.\Meat!\I know, right.\You look like you're from out in the country response:	when you're fidgeting like that.
context: It's worse than the one for Ousai. Longer, too.\I know, right?\So Eiryou's the school on the hill.\There's so many booths to look at.\Meat!\I know, right.\You look like you're from out in the country\when you're fidgeting like that. response:	I forgot to wear a skirt,
context: I know, right?\So Eiryou's the school on the hill.\There's so many booths to look at.\Meat!\I know, right.\You look like you're from out in the country\when you're fidgeting like that.\I forgot to wear a skirt, response:	so I'm getting nervous when people look at me.
context: So Eiryou's the school on the hill.\There's so many booths to look at.\Meat!\I know, right.\You look like you're from out in the country\when you're fidgeting like that.\I forgot to wear a skirt,\so I'm getting nervous when people look at me. response:	And no panties either, huh?
context: There's so many booths to look at.\Meat!\I know, right.\You look like you're from out in the country\when you're fidgeting like that.\I forgot to wear a skirt,\so I'm getting nervous when people look at me.\And no panties either, huh? response:	How about we go in here?
context: Meat!\I know, right.\You look like you're from out in the country\when you're fidgeting like that.\I forgot to wear a skirt,\so I'm getting nervous when people look at me.\And no panties either, huh?\How about we go in here? response:	Lost children
context: I know, right.\You look like you're from out in the country\when you're fidgeting like that.\I forgot to wear a skirt,\so I'm getting nervous when people look at me.\And no panties either, huh?\How about we go in here?\Lost children response:	This is for lost children.
context: You look like you're from out in the country\when you're fidgeting like that.\I forgot to wear a skirt,\so I'm getting nervous when people look at me.\And no panties either, huh?\How about we go in here?\Lost children\This is for lost children. response:	What are you going to do in there?
context: when you're fidgeting like that.\I forgot to wear a skirt,\so I'm getting nervous when people look at me.\And no panties either, huh?\How about we go in here?\Lost children\This is for lost children.\What are you going to do in there? response:	Huh? I'll get lost with them.
context: I forgot to wear a skirt,\so I'm getting nervous when people look at me.\And no panties either, huh?\How about we go in here?\Lost children\This is for lost children.\What are you going to do in there?\Huh? I'll get lost with them. response:	That's not what they're here for.
context: so I'm getting nervous when people look at me.\And no panties either, huh?\How about we go in here?\Lost children\This is for lost children.\What are you going to do in there?\Huh? I'll get lost with them.\That's not what they're here for. response:	Hello, Ousai students.
context: And no panties either, huh?\How about we go in here?\Lost children\This is for lost children.\What are you going to do in there?\Huh? I'll get lost with them.\That's not what they're here for.\Hello, Ousai students. response:	Uomi-san.
context: How about we go in here?\Lost children\This is for lost children.\What are you going to do in there?\Huh? I'll get lost with them.\That's not what they're here for.\Hello, Ousai students.\Uomi-san. response:	Hey!
context: Lost children\This is for lost children.\What are you going to do in there?\Huh? I'll get lost with them.\That's not what they're here for.\Hello, Ousai students.\Uomi-san.\Hey! response:	Taka-kun.
context: This is for lost children.\What are you going to do in there?\Huh? I'll get lost with them.\That's not what they're here for.\Hello, Ousai students.\Uomi-san.\Hey!\Taka-kun. response:	I'm onee-chan, right?
context: What are you going to do in there?\Huh? I'll get lost with them.\That's not what they're here for.\Hello, Ousai students.\Uomi-san.\Hey!\Taka-kun.\I'm onee-chan, right? response:	So it wasn't a joke...
context: Huh? I'll get lost with them.\That's not what they're here for.\Hello, Ousai students.\Uomi-san.\Hey!\Taka-kun.\I'm onee-chan, right?\So it wasn't a joke... response:	Right, onee-chan.
context: That's not what they're here for.\Hello, Ousai students.\Uomi-san.\Hey!\Taka-kun.\I'm onee-chan, right?\So it wasn't a joke...\Right, onee-chan. response:	Bang
context: Hello, Ousai students.\Uomi-san.\Hey!\Taka-kun.\I'm onee-chan, right?\So it wasn't a joke...\Right, onee-chan.\Bang response:	Good job!
context: Uomi-san.\Hey!\Taka-kun.\I'm onee-chan, right?\So it wasn't a joke...\Right, onee-chan.\Bang\Good job! response:	Oh, I was just trying to making a thumbs up.
context: Hey!\Taka-kun.\I'm onee-chan, right?\So it wasn't a joke...\Right, onee-chan.\Bang\Good job!\Oh, I was just trying to making a thumbs up. response:	I wasn't really trying to shove my finger up your as*, or anything.
context: Taka-kun.\I'm onee-chan, right?\So it wasn't a joke...\Right, onee-chan.\Bang\Good job!\Oh, I was just trying to making a thumbs up.\I wasn't really trying to shove my finger up your as*, or anything. response:	Seriously. I wasn't.
context: I'm onee-chan, right?\So it wasn't a joke...\Right, onee-chan.\Bang\Good job!\Oh, I was just trying to making a thumbs up.\I wasn't really trying to shove my finger up your as*, or anything.\Seriously. I wasn't. response:	Did you seriously think I would think that?
context: So it wasn't a joke...\Right, onee-chan.\Bang\Good job!\Oh, I was just trying to making a thumbs up.\I wasn't really trying to shove my finger up your as*, or anything.\Seriously. I wasn't.\Did you seriously think I would think that? response:	Oh, I was greeting you as my relative.
context: Right, onee-chan.\Bang\Good job!\Oh, I was just trying to making a thumbs up.\I wasn't really trying to shove my finger up your as*, or anything.\Seriously. I wasn't.\Did you seriously think I would think that?\Oh, I was greeting you as my relative. response:	I should do this again.
context: Bang\Good job!\Oh, I was just trying to making a thumbs up.\I wasn't really trying to shove my finger up your as*, or anything.\Seriously. I wasn't.\Did you seriously think I would think that?\Oh, I was greeting you as my relative.\I should do this again. response:	Thank you for coming again when you're so busy.
context: Good job!\Oh, I was just trying to making a thumbs up.\I wasn't really trying to shove my finger up your as*, or anything.\Seriously. I wasn't.\Did you seriously think I would think that?\Oh, I was greeting you as my relative.\I should do this again.\Thank you for coming again when you're so busy. response:	Don't be so formal.
context: Oh, I was just trying to making a thumbs up.\I wasn't really trying to shove my finger up your as*, or anything.\Seriously. I wasn't.\Did you seriously think I would think that?\Oh, I was greeting you as my relative.\I should do this again.\Thank you for coming again when you're so busy.\Don't be so formal. response:	We're friends, aren't we?
context: I wasn't really trying to shove my finger up your as*, or anything.\Seriously. I wasn't.\Did you seriously think I would think that?\Oh, I was greeting you as my relative.\I should do this again.\Thank you for coming again when you're so busy.\Don't be so formal.\We're friends, aren't we? response:	Amakusa...
context: Seriously. I wasn't.\Did you seriously think I would think that?\Oh, I was greeting you as my relative.\I should do this again.\Thank you for coming again when you're so busy.\Don't be so formal.\We're friends, aren't we?\Amakusa... response:	You're right.
context: Did you seriously think I would think that?\Oh, I was greeting you as my relative.\I should do this again.\Thank you for coming again when you're so busy.\Don't be so formal.\We're friends, aren't we?\Amakusa...\You're right. response:	Our hym*ns have the same shape.
context: Oh, I was greeting you as my relative.\I should do this again.\Thank you for coming again when you're so busy.\Don't be so formal.\We're friends, aren't we?\Amakusa...\You're right.\Our hym*ns have the same shape. response:	Aren't you guys supposed to be student council presidents?!
context: I should do this again.\Thank you for coming again when you're so busy.\Don't be so formal.\We're friends, aren't we?\Amakusa...\You're right.\Our hym*ns have the same shape.\Aren't you guys supposed to be student council presidents?! response:	Chemistry
context: Thank you for coming again when you're so busy.\Don't be so formal.\We're friends, aren't we?\Amakusa...\You're right.\Our hym*ns have the same shape.\Aren't you guys supposed to be student council presidents?!\Chemistry response:	Would you like take part in a fun experiment by the chemistry club?
context: Don't be so formal.\We're friends, aren't we?\Amakusa...\You're right.\Our hym*ns have the same shape.\Aren't you guys supposed to be student council presidents?!\Chemistry\Would you like take part in a fun experiment by the chemistry club? response:	Arts and Crafts
context: We're friends, aren't we?\Amakusa...\You're right.\Our hym*ns have the same shape.\Aren't you guys supposed to be student council presidents?!\Chemistry\Would you like take part in a fun experiment by the chemistry club?\Arts and Crafts response:	We're making hand puppets!
