context: Young Master, why don't you take a break now? response:	I'll be fine.
context: Well, I'm just here to help out my guys with their stalls.\Hey, Young Master!\My bad, could you bring'em these beers, too?\Hey! If I'm not mistaken, isn't that your girlfriend there, Young Master?\This isn't right!\I can't believe you've been working so hard when your girlfriend's here!\How thoughtful of you!\No, wait, hold up! response:	Please, leave the stall to us!
context: Hey, Young Master!\My bad, could you bring'em these beers, too?\Hey! If I'm not mistaken, isn't that your girlfriend there, Young Master?\This isn't right!\I can't believe you've been working so hard when your girlfriend's here!\How thoughtful of you!\No, wait, hold up!\Please, leave the stall to us! response:	We can handle it! You've got nothing to worry about!
context: My bad, could you bring'em these beers, too?\Hey! If I'm not mistaken, isn't that your girlfriend there, Young Master?\This isn't right!\I can't believe you've been working so hard when your girlfriend's here!\How thoughtful of you!\No, wait, hold up!\Please, leave the stall to us!\We can handle it! You've got nothing to worry about! response:	Taking your girl to a festival has to be in a guy's top three fantasies!
context: Hey! If I'm not mistaken, isn't that your girlfriend there, Young Master?\This isn't right!\I can't believe you've been working so hard when your girlfriend's here!\How thoughtful of you!\No, wait, hold up!\Please, leave the stall to us!\We can handle it! You've got nothing to worry about!\Taking your girl to a festival has to be in a guy's top three fantasies! response:	This is a golden opportunity for you!
context: This isn't right!\I can't believe you've been working so hard when your girlfriend's here!\How thoughtful of you!\No, wait, hold up!\Please, leave the stall to us!\We can handle it! You've got nothing to worry about!\Taking your girl to a festival has to be in a guy's top three fantasies!\This is a golden opportunity for you! response:	All right, go have yourselves a good time!
context: I can't believe you've been working so hard when your girlfriend's here!\How thoughtful of you!\No, wait, hold up!\Please, leave the stall to us!\We can handle it! You've got nothing to worry about!\Taking your girl to a festival has to be in a guy's top three fantasies!\This is a golden opportunity for you!\All right, go have yourselves a good time! response:	Episode 17 - Festival Day
context: How thoughtful of you!\No, wait, hold up!\Please, leave the stall to us!\We can handle it! You've got nothing to worry about!\Taking your girl to a festival has to be in a guy's top three fantasies!\This is a golden opportunity for you!\All right, go have yourselves a good time!\Episode 17 - Festival Day response:	Episode 17 - Festival Day
context: No, wait, hold up!\Please, leave the stall to us!\We can handle it! You've got nothing to worry about!\Taking your girl to a festival has to be in a guy's top three fantasies!\This is a golden opportunity for you!\All right, go have yourselves a good time!\Episode 17 - Festival Day\Episode 17 - Festival Day response:	Episode 17 - Festival Day
context: Please, leave the stall to us!\We can handle it! You've got nothing to worry about!\Taking your girl to a festival has to be in a guy's top three fantasies!\This is a golden opportunity for you!\All right, go have yourselves a good time!\Episode 17 - Festival Day\Episode 17 - Festival Day\Episode 17 - Festival Day response:	Why does this keep happening to us?
context: We can handle it! You've got nothing to worry about!\Taking your girl to a festival has to be in a guy's top three fantasies!\This is a golden opportunity for you!\All right, go have yourselves a good time!\Episode 17 - Festival Day\Episode 17 - Festival Day\Episode 17 - Festival Day\Why does this keep happening to us? response:	Why are you asking me?
context: Taking your girl to a festival has to be in a guy's top three fantasies!\This is a golden opportunity for you!\All right, go have yourselves a good time!\Episode 17 - Festival Day\Episode 17 - Festival Day\Episode 17 - Festival Day\Why does this keep happening to us?\Why are you asking me? response:	Oh, come on! I was so looking forward to this!
context: This is a golden opportunity for you!\All right, go have yourselves a good time!\Episode 17 - Festival Day\Episode 17 - Festival Day\Episode 17 - Festival Day\Why does this keep happening to us?\Why are you asking me?\Oh, come on! I was so looking forward to this! response:	Okay, now I'm gonna eat like there's no tomorrow!
context: All right, go have yourselves a good time!\Episode 17 - Festival Day\Episode 17 - Festival Day\Episode 17 - Festival Day\Why does this keep happening to us?\Why are you asking me?\Oh, come on! I was so looking forward to this!\Okay, now I'm gonna eat like there's no tomorrow! response:	If you're playing my boyfriend, then treat me!
context: Episode 17 - Festival Day\Episode 17 - Festival Day\Episode 17 - Festival Day\Why does this keep happening to us?\Why are you asking me?\Oh, come on! I was so looking forward to this!\Okay, now I'm gonna eat like there's no tomorrow!\If you're playing my boyfriend, then treat me! response:	I want to eat some takoyaki!
context: Episode 17 - Festival Day\Episode 17 - Festival Day\Why does this keep happening to us?\Why are you asking me?\Oh, come on! I was so looking forward to this!\Okay, now I'm gonna eat like there's no tomorrow!\If you're playing my boyfriend, then treat me!\I want to eat some takoyaki! response:	Why do I have to treat you?
context: Episode 17 - Festival Day\Why does this keep happening to us?\Why are you asking me?\Oh, come on! I was so looking forward to this!\Okay, now I'm gonna eat like there's no tomorrow!\If you're playing my boyfriend, then treat me!\I want to eat some takoyaki!\Why do I have to treat you? response:	Look. There's another takoyaki vendor over there, so let's go to that one.
context: Why does this keep happening to us?\Why are you asking me?\Oh, come on! I was so looking forward to this!\Okay, now I'm gonna eat like there's no tomorrow!\If you're playing my boyfriend, then treat me!\I want to eat some takoyaki!\Why do I have to treat you?\Look. There's another takoyaki vendor over there, so let's go to that one. response:	Huh? Why?
context: Why are you asking me?\Oh, come on! I was so looking forward to this!\Okay, now I'm gonna eat like there's no tomorrow!\If you're playing my boyfriend, then treat me!\I want to eat some takoyaki!\Why do I have to treat you?\Look. There's another takoyaki vendor over there, so let's go to that one.\Huh? Why? response:	Hey there!
context: Oh, come on! I was so looking forward to this!\Okay, now I'm gonna eat like there's no tomorrow!\If you're playing my boyfriend, then treat me!\I want to eat some takoyaki!\Why do I have to treat you?\Look. There's another takoyaki vendor over there, so let's go to that one.\Huh? Why?\Hey there! response:	Oh! Young Master!
context: Okay, now I'm gonna eat like there's no tomorrow!\If you're playing my boyfriend, then treat me!\I want to eat some takoyaki!\Why do I have to treat you?\Look. There's another takoyaki vendor over there, so let's go to that one.\Huh? Why?\Hey there!\Oh! Young Master! response:	You're on your break now, huh? Thanks for your hard work!
context: If you're playing my boyfriend, then treat me!\I want to eat some takoyaki!\Why do I have to treat you?\Look. There's another takoyaki vendor over there, so let's go to that one.\Huh? Why?\Hey there!\Oh! Young Master!\You're on your break now, huh? Thanks for your hard work! response:	I'd like some takoyaki. Do you mind?
context: I want to eat some takoyaki!\Why do I have to treat you?\Look. There's another takoyaki vendor over there, so let's go to that one.\Huh? Why?\Hey there!\Oh! Young Master!\You're on your break now, huh? Thanks for your hard work!\I'd like some takoyaki. Do you mind? response:	Of course not! Take as many as you want!
context: Why do I have to treat you?\Look. There's another takoyaki vendor over there, so let's go to that one.\Huh? Why?\Hey there!\Oh! Young Master!\You're on your break now, huh? Thanks for your hard work!\I'd like some takoyaki. Do you mind?\Of course not! Take as many as you want! response:	What's wrong? I guarantee that they taste top-notch.
context: Look. There's another takoyaki vendor over there, so let's go to that one.\Huh? Why?\Hey there!\Oh! Young Master!\You're on your break now, huh? Thanks for your hard work!\I'd like some takoyaki. Do you mind?\Of course not! Take as many as you want!\What's wrong? I guarantee that they taste top-notch. response:	You really have a ton of people in your household, don't you?
context: Huh? Why?\Hey there!\Oh! Young Master!\You're on your break now, huh? Thanks for your hard work!\I'd like some takoyaki. Do you mind?\Of course not! Take as many as you want!\What's wrong? I guarantee that they taste top-notch.\You really have a ton of people in your household, don't you? response:	Yeah, and they've got a ton of stalls out again tonight.
context: Hey there!\Oh! Young Master!\You're on your break now, huh? Thanks for your hard work!\I'd like some takoyaki. Do you mind?\Of course not! Take as many as you want!\What's wrong? I guarantee that they taste top-notch.\You really have a ton of people in your household, don't you?\Yeah, and they've got a ton of stalls out again tonight. response:	And you get everything for free?
context: Oh! Young Master!\You're on your break now, huh? Thanks for your hard work!\I'd like some takoyaki. Do you mind?\Of course not! Take as many as you want!\What's wrong? I guarantee that they taste top-notch.\You really have a ton of people in your household, don't you?\Yeah, and they've got a ton of stalls out again tonight.\And you get everything for free? response:	Eat-all-you-want and play-all-you-want?
context: You're on your break now, huh? Thanks for your hard work!\I'd like some takoyaki. Do you mind?\Of course not! Take as many as you want!\What's wrong? I guarantee that they taste top-notch.\You really have a ton of people in your household, don't you?\Yeah, and they've got a ton of stalls out again tonight.\And you get everything for free?\Eat-all-you-want and play-all-you-want? response:	Well, I wouldn't put it that way, but I guess so.
context: I'd like some takoyaki. Do you mind?\Of course not! Take as many as you want!\What's wrong? I guarantee that they taste top-notch.\You really have a ton of people in your household, don't you?\Yeah, and they've got a ton of stalls out again tonight.\And you get everything for free?\Eat-all-you-want and play-all-you-want?\Well, I wouldn't put it that way, but I guess so. response:	Hey, Raku, would you like to go out on a date with me now?
context: Of course not! Take as many as you want!\What's wrong? I guarantee that they taste top-notch.\You really have a ton of people in your household, don't you?\Yeah, and they've got a ton of stalls out again tonight.\And you get everything for free?\Eat-all-you-want and play-all-you-want?\Well, I wouldn't put it that way, but I guess so.\Hey, Raku, would you like to go out on a date with me now? response:	You've got some nerve, you brat!
context: What's wrong? I guarantee that they taste top-notch.\You really have a ton of people in your household, don't you?\Yeah, and they've got a ton of stalls out again tonight.\And you get everything for free?\Eat-all-you-want and play-all-you-want?\Well, I wouldn't put it that way, but I guess so.\Hey, Raku, would you like to go out on a date with me now?\You've got some nerve, you brat! response:	But it'd be free, I'm telling you! Free!
context: You really have a ton of people in your household, don't you?\Yeah, and they've got a ton of stalls out again tonight.\And you get everything for free?\Eat-all-you-want and play-all-you-want?\Well, I wouldn't put it that way, but I guess so.\Hey, Raku, would you like to go out on a date with me now?\You've got some nerve, you brat!\But it'd be free, I'm telling you! Free! response:	Wouldn't you be like a walking free-pass?!
context: Yeah, and they've got a ton of stalls out again tonight.\And you get everything for free?\Eat-all-you-want and play-all-you-want?\Well, I wouldn't put it that way, but I guess so.\Hey, Raku, would you like to go out on a date with me now?\You've got some nerve, you brat!\But it'd be free, I'm telling you! Free!\Wouldn't you be like a walking free-pass?! response:	How awesome is that?
context: And you get everything for free?\Eat-all-you-want and play-all-you-want?\Well, I wouldn't put it that way, but I guess so.\Hey, Raku, would you like to go out on a date with me now?\You've got some nerve, you brat!\But it'd be free, I'm telling you! Free!\Wouldn't you be like a walking free-pass?!\How awesome is that? response:	Look, aren't you supposed to be a refined young lady?
context: Eat-all-you-want and play-all-you-want?\Well, I wouldn't put it that way, but I guess so.\Hey, Raku, would you like to go out on a date with me now?\You've got some nerve, you brat!\But it'd be free, I'm telling you! Free!\Wouldn't you be like a walking free-pass?!\How awesome is that?\Look, aren't you supposed to be a refined young lady? response:	At least treat me like a living creature, would you?
context: Well, I wouldn't put it that way, but I guess so.\Hey, Raku, would you like to go out on a date with me now?\You've got some nerve, you brat!\But it'd be free, I'm telling you! Free!\Wouldn't you be like a walking free-pass?!\How awesome is that?\Look, aren't you supposed to be a refined young lady?\At least treat me like a living creature, would you? response:	Oh, man.
context: Hey, Raku, would you like to go out on a date with me now?\You've got some nerve, you brat!\But it'd be free, I'm telling you! Free!\Wouldn't you be like a walking free-pass?!\How awesome is that?\Look, aren't you supposed to be a refined young lady?\At least treat me like a living creature, would you?\Oh, man. response:	Takoyaki, cotton candy, taffy, frankfurters!
context: You've got some nerve, you brat!\But it'd be free, I'm telling you! Free!\Wouldn't you be like a walking free-pass?!\How awesome is that?\Look, aren't you supposed to be a refined young lady?\At least treat me like a living creature, would you?\Oh, man.\Takoyaki, cotton candy, taffy, frankfurters! response:	Was that just my imagination?
context: But it'd be free, I'm telling you! Free!\Wouldn't you be like a walking free-pass?!\How awesome is that?\Look, aren't you supposed to be a refined young lady?\At least treat me like a living creature, would you?\Oh, man.\Takoyaki, cotton candy, taffy, frankfurters!\Was that just my imagination? response:	What should I do? I just hid without thinking!
context: Wouldn't you be like a walking free-pass?!\How awesome is that?\Look, aren't you supposed to be a refined young lady?\At least treat me like a living creature, would you?\Oh, man.\Takoyaki, cotton candy, taffy, frankfurters!\Was that just my imagination?\What should I do? I just hid without thinking! response:	Was I expecting any different? It's Festival Day, after all.
context: How awesome is that?\Look, aren't you supposed to be a refined young lady?\At least treat me like a living creature, would you?\Oh, man.\Takoyaki, cotton candy, taffy, frankfurters!\Was that just my imagination?\What should I do? I just hid without thinking!\Was I expecting any different? It's Festival Day, after all. response:	If they're pretending to be dating, of course they'd come together.
context: Look, aren't you supposed to be a refined young lady?\At least treat me like a living creature, would you?\Oh, man.\Takoyaki, cotton candy, taffy, frankfurters!\Was that just my imagination?\What should I do? I just hid without thinking!\Was I expecting any different? It's Festival Day, after all.\If they're pretending to be dating, of course they'd come together. response:	I wonder if anything will change if I manage to buy a relationship charm today?
context: At least treat me like a living creature, would you?\Oh, man.\Takoyaki, cotton candy, taffy, frankfurters!\Was that just my imagination?\What should I do? I just hid without thinking!\Was I expecting any different? It's Festival Day, after all.\If they're pretending to be dating, of course they'd come together.\I wonder if anything will change if I manage to buy a relationship charm today? response:	Oh my!
context: Oh, man.\Takoyaki, cotton candy, taffy, frankfurters!\Was that just my imagination?\What should I do? I just hid without thinking!\Was I expecting any different? It's Festival Day, after all.\If they're pretending to be dating, of course they'd come together.\I wonder if anything will change if I manage to buy a relationship charm today?\Oh my! response:	Why, if it isn't Onodera-san!
context: Takoyaki, cotton candy, taffy, frankfurters!\Was that just my imagination?\What should I do? I just hid without thinking!\Was I expecting any different? It's Festival Day, after all.\If they're pretending to be dating, of course they'd come together.\I wonder if anything will change if I manage to buy a relationship charm today?\Oh my!\Why, if it isn't Onodera-san! response:	Good evening!
context: Was that just my imagination?\What should I do? I just hid without thinking!\Was I expecting any different? It's Festival Day, after all.\If they're pretending to be dating, of course they'd come together.\I wonder if anything will change if I manage to buy a relationship charm today?\Oh my!\Why, if it isn't Onodera-san!\Good evening! response:	Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?
context: What should I do? I just hid without thinking!\Was I expecting any different? It's Festival Day, after all.\If they're pretending to be dating, of course they'd come together.\I wonder if anything will change if I manage to buy a relationship charm today?\Oh my!\Why, if it isn't Onodera-san!\Good evening!\Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well? response:	What? No, I'm not here to...
context: Was I expecting any different? It's Festival Day, after all.\If they're pretending to be dating, of course they'd come together.\I wonder if anything will change if I manage to buy a relationship charm today?\Oh my!\Why, if it isn't Onodera-san!\Good evening!\Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?\What? No, I'm not here to... response:	Oh, my.
context: If they're pretending to be dating, of course they'd come together.\I wonder if anything will change if I manage to buy a relationship charm today?\Oh my!\Why, if it isn't Onodera-san!\Good evening!\Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?\What? No, I'm not here to...\Oh, my. response:	Look who we have there.
context: I wonder if anything will change if I manage to buy a relationship charm today?\Oh my!\Why, if it isn't Onodera-san!\Good evening!\Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?\What? No, I'm not here to...\Oh, my.\Look who we have there. response:	What a bitter pill to swallow!
context: Oh my!\Why, if it isn't Onodera-san!\Good evening!\Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?\What? No, I'm not here to...\Oh, my.\Look who we have there.\What a bitter pill to swallow! response:	Just the other day, he readily turned me down when I had invited him to join me.
context: Why, if it isn't Onodera-san!\Good evening!\Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?\What? No, I'm not here to...\Oh, my.\Look who we have there.\What a bitter pill to swallow!\Just the other day, he readily turned me down when I had invited him to join me. response:	Perhaps we should go disrupt them?
context: Good evening!\Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?\What? No, I'm not here to...\Oh, my.\Look who we have there.\What a bitter pill to swallow!\Just the other day, he readily turned me down when I had invited him to join me.\Perhaps we should go disrupt them? response:	Hey, you can't do that!
context: Have you come to purchase the Super Miracle Love Item, the Relationship Charm, as well?\What? No, I'm not here to...\Oh, my.\Look who we have there.\What a bitter pill to swallow!\Just the other day, he readily turned me down when I had invited him to join me.\Perhaps we should go disrupt them?\Hey, you can't do that! response:	Come to think of it, I spend a whole lot of time with her.
context: What? No, I'm not here to...\Oh, my.\Look who we have there.\What a bitter pill to swallow!\Just the other day, he readily turned me down when I had invited him to join me.\Perhaps we should go disrupt them?\Hey, you can't do that!\Come to think of it, I spend a whole lot of time with her. response:	I've had to fake this relationship ever since I met her.
context: Oh, my.\Look who we have there.\What a bitter pill to swallow!\Just the other day, he readily turned me down when I had invited him to join me.\Perhaps we should go disrupt them?\Hey, you can't do that!\Come to think of it, I spend a whole lot of time with her.\I've had to fake this relationship ever since I met her. response:	What a weird face!
context: Look who we have there.\What a bitter pill to swallow!\Just the other day, he readily turned me down when I had invited him to join me.\Perhaps we should go disrupt them?\Hey, you can't do that!\Come to think of it, I spend a whole lot of time with her.\I've had to fake this relationship ever since I met her.\What a weird face! response:	Seriously, we have the strangest connection.
context: What a bitter pill to swallow!\Just the other day, he readily turned me down when I had invited him to join me.\Perhaps we should go disrupt them?\Hey, you can't do that!\Come to think of it, I spend a whole lot of time with her.\I've had to fake this relationship ever since I met her.\What a weird face!\Seriously, we have the strangest connection. response:	Hey! Look over there! That girl's really cute!
context: Just the other day, he readily turned me down when I had invited him to join me.\Perhaps we should go disrupt them?\Hey, you can't do that!\Come to think of it, I spend a whole lot of time with her.\I've had to fake this relationship ever since I met her.\What a weird face!\Seriously, we have the strangest connection.\Hey! Look over there! That girl's really cute! response:	Absolutely gorgeous blonde hair!
context: Perhaps we should go disrupt them?\Hey, you can't do that!\Come to think of it, I spend a whole lot of time with her.\I've had to fake this relationship ever since I met her.\What a weird face!\Seriously, we have the strangest connection.\Hey! Look over there! That girl's really cute!\Absolutely gorgeous blonde hair! response:	Is she biracial?
context: Hey, you can't do that!\Come to think of it, I spend a whole lot of time with her.\I've had to fake this relationship ever since I met her.\What a weird face!\Seriously, we have the strangest connection.\Hey! Look over there! That girl's really cute!\Absolutely gorgeous blonde hair!\Is she biracial? response:	What a great body! I'm so jealous!
context: Come to think of it, I spend a whole lot of time with her.\I've had to fake this relationship ever since I met her.\What a weird face!\Seriously, we have the strangest connection.\Hey! Look over there! That girl's really cute!\Absolutely gorgeous blonde hair!\Is she biracial?\What a great body! I'm so jealous! response:	We get it already,
context: I've had to fake this relationship ever since I met her.\What a weird face!\Seriously, we have the strangest connection.\Hey! Look over there! That girl's really cute!\Absolutely gorgeous blonde hair!\Is she biracial?\What a great body! I'm so jealous!\We get it already, response:	so wipe that smug look off your face!
context: What a weird face!\Seriously, we have the strangest connection.\Hey! Look over there! That girl's really cute!\Absolutely gorgeous blonde hair!\Is she biracial?\What a great body! I'm so jealous!\We get it already,\so wipe that smug look off your face! response:	Yeah, but that boyfriend of hers is a real tool.
context: Seriously, we have the strangest connection.\Hey! Look over there! That girl's really cute!\Absolutely gorgeous blonde hair!\Is she biracial?\What a great body! I'm so jealous!\We get it already,\so wipe that smug look off your face!\Yeah, but that boyfriend of hers is a real tool. response:	Why would she go out with a guy like him?
context: Hey! Look over there! That girl's really cute!\Absolutely gorgeous blonde hair!\Is she biracial?\What a great body! I'm so jealous!\We get it already,\so wipe that smug look off your face!\Yeah, but that boyfriend of hers is a real tool.\Why would she go out with a guy like him? response:	To toy with him, why else?
context: Absolutely gorgeous blonde hair!\Is she biracial?\What a great body! I'm so jealous!\We get it already,\so wipe that smug look off your face!\Yeah, but that boyfriend of hers is a real tool.\Why would she go out with a guy like him?\To toy with him, why else? response:	You really know how to tick someone off!
context: Is she biracial?\What a great body! I'm so jealous!\We get it already,\so wipe that smug look off your face!\Yeah, but that boyfriend of hers is a real tool.\Why would she go out with a guy like him?\To toy with him, why else?\You really know how to tick someone off! response:	Jeez...
context: What a great body! I'm so jealous!\We get it already,\so wipe that smug look off your face!\Yeah, but that boyfriend of hers is a real tool.\Why would she go out with a guy like him?\To toy with him, why else?\You really know how to tick someone off!\Jeez... response:	Wow, people really do think we're a couple.
context: We get it already,\so wipe that smug look off your face!\Yeah, but that boyfriend of hers is a real tool.\Why would she go out with a guy like him?\To toy with him, why else?\You really know how to tick someone off!\Jeez...\Wow, people really do think we're a couple. response:	But we've been faking it for so long, so no wonder, huh?
context: so wipe that smug look off your face!\Yeah, but that boyfriend of hers is a real tool.\Why would she go out with a guy like him?\To toy with him, why else?\You really know how to tick someone off!\Jeez...\Wow, people really do think we're a couple.\But we've been faking it for so long, so no wonder, huh? response:	But I wonder why she isn't wearing a yukata?
context: Yeah, but that boyfriend of hers is a real tool.\Why would she go out with a guy like him?\To toy with him, why else?\You really know how to tick someone off!\Jeez...\Wow, people really do think we're a couple.\But we've been faking it for so long, so no wonder, huh?\But I wonder why she isn't wearing a yukata? response:	I know, right? She'd totally rock it too.
context: Why would she go out with a guy like him?\To toy with him, why else?\You really know how to tick someone off!\Jeez...\Wow, people really do think we're a couple.\But we've been faking it for so long, so no wonder, huh?\But I wonder why she isn't wearing a yukata?\I know, right? She'd totally rock it too. response:	Hey, are these yukata things really that great?
context: To toy with him, why else?\You really know how to tick someone off!\Jeez...\Wow, people really do think we're a couple.\But we've been faking it for so long, so no wonder, huh?\But I wonder why she isn't wearing a yukata?\I know, right? She'd totally rock it too.\Hey, are these yukata things really that great? response:	Well, I guess they are.
context: You really know how to tick someone off!\Jeez...\Wow, people really do think we're a couple.\But we've been faking it for so long, so no wonder, huh?\But I wonder why she isn't wearing a yukata?\I know, right? She'd totally rock it too.\Hey, are these yukata things really that great?\Well, I guess they are. response:	To each their own, though.
context: Jeez...\Wow, people really do think we're a couple.\But we've been faking it for so long, so no wonder, huh?\But I wonder why she isn't wearing a yukata?\I know, right? She'd totally rock it too.\Hey, are these yukata things really that great?\Well, I guess they are.\To each their own, though. response:	They seem to be enjoying themselves, don't you agree?
context: Wow, people really do think we're a couple.\But we've been faking it for so long, so no wonder, huh?\But I wonder why she isn't wearing a yukata?\I know, right? She'd totally rock it too.\Hey, are these yukata things really that great?\Well, I guess they are.\To each their own, though.\They seem to be enjoying themselves, don't you agree? response:	They do.
context: But we've been faking it for so long, so no wonder, huh?\But I wonder why she isn't wearing a yukata?\I know, right? She'd totally rock it too.\Hey, are these yukata things really that great?\Well, I guess they are.\To each their own, though.\They seem to be enjoying themselves, don't you agree?\They do. response:	Grr! How am I supposed to scoop anything with this flimsy paper?
context: But I wonder why she isn't wearing a yukata?\I know, right? She'd totally rock it too.\Hey, are these yukata things really that great?\Well, I guess they are.\To each their own, though.\They seem to be enjoying themselves, don't you agree?\They do.\Grr! How am I supposed to scoop anything with this flimsy paper? response:	Then don't do it. You wouldn't know how to take care of it even if you succeeded.
context: I know, right? She'd totally rock it too.\Hey, are these yukata things really that great?\Well, I guess they are.\To each their own, though.\They seem to be enjoying themselves, don't you agree?\They do.\Grr! How am I supposed to scoop anything with this flimsy paper?\Then don't do it. You wouldn't know how to take care of it even if you succeeded. response:	This is a rip-off!
context: Hey, are these yukata things really that great?\Well, I guess they are.\To each their own, though.\They seem to be enjoying themselves, don't you agree?\They do.\Grr! How am I supposed to scoop anything with this flimsy paper?\Then don't do it. You wouldn't know how to take care of it even if you succeeded.\This is a rip-off! response:	No! I want one!
context: Well, I guess they are.\To each their own, though.\They seem to be enjoying themselves, don't you agree?\They do.\Grr! How am I supposed to scoop anything with this flimsy paper?\Then don't do it. You wouldn't know how to take care of it even if you succeeded.\This is a rip-off!\No! I want one! response:	You're hopeless. Here, gimme that.
context: To each their own, though.\They seem to be enjoying themselves, don't you agree?\They do.\Grr! How am I supposed to scoop anything with this flimsy paper?\Then don't do it. You wouldn't know how to take care of it even if you succeeded.\This is a rip-off!\No! I want one!\You're hopeless. Here, gimme that. response:	But it's almost totally ripped.
context: They seem to be enjoying themselves, don't you agree?\They do.\Grr! How am I supposed to scoop anything with this flimsy paper?\Then don't do it. You wouldn't know how to take care of it even if you succeeded.\This is a rip-off!\No! I want one!\You're hopeless. Here, gimme that.\But it's almost totally ripped. response:	That's amazing!
context: They do.\Grr! How am I supposed to scoop anything with this flimsy paper?\Then don't do it. You wouldn't know how to take care of it even if you succeeded.\This is a rip-off!\No! I want one!\You're hopeless. Here, gimme that.\But it's almost totally ripped.\That's amazing! response:	How did you pick them up with just a tiny piece of paper?
context: Grr! How am I supposed to scoop anything with this flimsy paper?\Then don't do it. You wouldn't know how to take care of it even if you succeeded.\This is a rip-off!\No! I want one!\You're hopeless. Here, gimme that.\But it's almost totally ripped.\That's amazing!\How did you pick them up with just a tiny piece of paper? response:	I used to get to practice these things all I wanted at my house!
context: Then don't do it. You wouldn't know how to take care of it even if you succeeded.\This is a rip-off!\No! I want one!\You're hopeless. Here, gimme that.\But it's almost totally ripped.\That's amazing!\How did you pick them up with just a tiny piece of paper?\I used to get to practice these things all I wanted at my house! response:	Hate to break it to you, but on Festival Day, I have no equal!
context: This is a rip-off!\No! I want one!\You're hopeless. Here, gimme that.\But it's almost totally ripped.\That's amazing!\How did you pick them up with just a tiny piece of paper?\I used to get to practice these things all I wanted at my house!\Hate to break it to you, but on Festival Day, I have no equal! response:	Oh? Good to see you, Young Master.
context: No! I want one!\You're hopeless. Here, gimme that.\But it's almost totally ripped.\That's amazing!\How did you pick them up with just a tiny piece of paper?\I used to get to practice these things all I wanted at my house!\Hate to break it to you, but on Festival Day, I have no equal!\Oh? Good to see you, Young Master. response:	We always get our asses handed to us when you show up.
context: You're hopeless. Here, gimme that.\But it's almost totally ripped.\That's amazing!\How did you pick them up with just a tiny piece of paper?\I used to get to practice these things all I wanted at my house!\Hate to break it to you, but on Festival Day, I have no equal!\Oh? Good to see you, Young Master.\We always get our asses handed to us when you show up. response:	But we've got some big game for you this year!
context: But it's almost totally ripped.\That's amazing!\How did you pick them up with just a tiny piece of paper?\I used to get to practice these things all I wanted at my house!\Hate to break it to you, but on Festival Day, I have no equal!\Oh? Good to see you, Young Master.\We always get our asses handed to us when you show up.\But we've got some big game for you this year! response:	What is it?
context: That's amazing!\How did you pick them up with just a tiny piece of paper?\I used to get to practice these things all I wanted at my house!\Hate to break it to you, but on Festival Day, I have no equal!\Oh? Good to see you, Young Master.\We always get our asses handed to us when you show up.\But we've got some big game for you this year!\What is it? response:	Check it out!
context: How did you pick them up with just a tiny piece of paper?\I used to get to practice these things all I wanted at my house!\Hate to break it to you, but on Festival Day, I have no equal!\Oh? Good to see you, Young Master.\We always get our asses handed to us when you show up.\But we've got some big game for you this year!\What is it?\Check it out! response:	Hey, that's a Nishiki-goi!
context: I used to get to practice these things all I wanted at my house!\Hate to break it to you, but on Festival Day, I have no equal!\Oh? Good to see you, Young Master.\We always get our asses handed to us when you show up.\But we've got some big game for you this year!\What is it?\Check it out!\Hey, that's a Nishiki-goi! response:	Got it!
context: Hate to break it to you, but on Festival Day, I have no equal!\Oh? Good to see you, Young Master.\We always get our asses handed to us when you show up.\But we've got some big game for you this year!\What is it?\Check it out!\Hey, that's a Nishiki-goi!\Got it! response:	Please... Come again next year...
context: Oh? Good to see you, Young Master.\We always get our asses handed to us when you show up.\But we've got some big game for you this year!\What is it?\Check it out!\Hey, that's a Nishiki-goi!\Got it!\Please... Come again next year... response:	Wow! I can't believe you did it!
context: We always get our asses handed to us when you show up.\But we've got some big game for you this year!\What is it?\Check it out!\Hey, that's a Nishiki-goi!\Got it!\Please... Come again next year...\Wow! I can't believe you did it! response:	Actually, I think I'm more shocked than you are.
context: But we've got some big game for you this year!\What is it?\Check it out!\Hey, that's a Nishiki-goi!\Got it!\Please... Come again next year...\Wow! I can't believe you did it!\Actually, I think I'm more shocked than you are. response:	Here you go.
context: What is it?\Check it out!\Hey, that's a Nishiki-goi!\Got it!\Please... Come again next year...\Wow! I can't believe you did it!\Actually, I think I'm more shocked than you are.\Here you go. response:	You wouldn't know what to do with a whole bunch of them.
context: Check it out!\Hey, that's a Nishiki-goi!\Got it!\Please... Come again next year...\Wow! I can't believe you did it!\Actually, I think I'm more shocked than you are.\Here you go.\You wouldn't know what to do with a whole bunch of them. response:	So just take two for now.
context: Hey, that's a Nishiki-goi!\Got it!\Please... Come again next year...\Wow! I can't believe you did it!\Actually, I think I'm more shocked than you are.\Here you go.\You wouldn't know what to do with a whole bunch of them.\So just take two for now. response:	I'll show you how to take care of them another time.
