context: German below this response:	German above this
context: A bugle.\She might be a scout.\I thought so.\I was surprised.\Of course you were.\No one would expect to see a Roman soldier in a place like that.\Not that. This is the first time I've seen a Roman.\Everyone calls them the enemy and everything, so I thought they would look more evil or something. response:	The Romans might think the same way about us.
context: She might be a scout.\I thought so.\I was surprised.\Of course you were.\No one would expect to see a Roman soldier in a place like that.\Not that. This is the first time I've seen a Roman.\Everyone calls them the enemy and everything, so I thought they would look more evil or something.\The Romans might think the same way about us. response:	When I saw her, I thought that maybe the Romans were just like us.
context: I thought so.\I was surprised.\Of course you were.\No one would expect to see a Roman soldier in a place like that.\Not that. This is the first time I've seen a Roman.\Everyone calls them the enemy and everything, so I thought they would look more evil or something.\The Romans might think the same way about us.\When I saw her, I thought that maybe the Romans were just like us. response:	Kanata, what are you-
context: I was surprised.\Of course you were.\No one would expect to see a Roman soldier in a place like that.\Not that. This is the first time I've seen a Roman.\Everyone calls them the enemy and everything, so I thought they would look more evil or something.\The Romans might think the same way about us.\When I saw her, I thought that maybe the Romans were just like us.\Kanata, what are you- response:	Kanata, it's about time. The Recall.
context: Of course you were.\No one would expect to see a Roman soldier in a place like that.\Not that. This is the first time I've seen a Roman.\Everyone calls them the enemy and everything, so I thought they would look more evil or something.\The Romans might think the same way about us.\When I saw her, I thought that maybe the Romans were just like us.\Kanata, what are you-\Kanata, it's about time. The Recall. response:	The peace conferences still aren't going smoothly?
context: No one would expect to see a Roman soldier in a place like that.\Not that. This is the first time I've seen a Roman.\Everyone calls them the enemy and everything, so I thought they would look more evil or something.\The Romans might think the same way about us.\When I saw her, I thought that maybe the Romans were just like us.\Kanata, what are you-\Kanata, it's about time. The Recall.\The peace conferences still aren't going smoothly? response:	It looks like it.
context: Not that. This is the first time I've seen a Roman.\Everyone calls them the enemy and everything, so I thought they would look more evil or something.\The Romans might think the same way about us.\When I saw her, I thought that maybe the Romans were just like us.\Kanata, what are you-\Kanata, it's about time. The Recall.\The peace conferences still aren't going smoothly?\It looks like it. response:	Are we going to report this?
context: Everyone calls them the enemy and everything, so I thought they would look more evil or something.\The Romans might think the same way about us.\When I saw her, I thought that maybe the Romans were just like us.\Kanata, what are you-\Kanata, it's about time. The Recall.\The peace conferences still aren't going smoothly?\It looks like it.\Are we going to report this? response:	If we do, she'll be taken to the capital and interrogated.
context: The Romans might think the same way about us.\When I saw her, I thought that maybe the Romans were just like us.\Kanata, what are you-\Kanata, it's about time. The Recall.\The peace conferences still aren't going smoothly?\It looks like it.\Are we going to report this?\If we do, she'll be taken to the capital and interrogated. response:	We can't do anything about that! She stepped into enemy territory at a time like this!
context: When I saw her, I thought that maybe the Romans were just like us.\Kanata, what are you-\Kanata, it's about time. The Recall.\The peace conferences still aren't going smoothly?\It looks like it.\Are we going to report this?\If we do, she'll be taken to the capital and interrogated.\We can't do anything about that! She stepped into enemy territory at a time like this! response:	A soldier must be prepared for torture-
context: Kanata, what are you-\Kanata, it's about time. The Recall.\The peace conferences still aren't going smoothly?\It looks like it.\Are we going to report this?\If we do, she'll be taken to the capital and interrogated.\We can't do anything about that! She stepped into enemy territory at a time like this!\A soldier must be prepared for torture- response:	Interrogation.
context: Kanata, it's about time. The Recall.\The peace conferences still aren't going smoothly?\It looks like it.\Are we going to report this?\If we do, she'll be taken to the capital and interrogated.\We can't do anything about that! She stepped into enemy territory at a time like this!\A soldier must be prepared for torture-\Interrogation. response:	I will decide how we handle her.
context: The peace conferences still aren't going smoothly?\It looks like it.\Are we going to report this?\If we do, she'll be taken to the capital and interrogated.\We can't do anything about that! She stepped into enemy territory at a time like this!\A soldier must be prepared for torture-\Interrogation.\I will decide how we handle her. response:	Give me some time, Kureha.
context: It looks like it.\Are we going to report this?\If we do, she'll be taken to the capital and interrogated.\We can't do anything about that! She stepped into enemy territory at a time like this!\A soldier must be prepared for torture-\Interrogation.\I will decide how we handle her.\Give me some time, Kureha. response:	Don't forget, Commander.
context: Are we going to report this?\If we do, she'll be taken to the capital and interrogated.\We can't do anything about that! She stepped into enemy territory at a time like this!\A soldier must be prepared for torture-\Interrogation.\I will decide how we handle her.\Give me some time, Kureha.\Don't forget, Commander. response:	We are soldiers.
context: If we do, she'll be taken to the capital and interrogated.\We can't do anything about that! She stepped into enemy territory at a time like this!\A soldier must be prepared for torture-\Interrogation.\I will decide how we handle her.\Give me some time, Kureha.\Don't forget, Commander.\We are soldiers. response:	Can I ask you something?
context: We can't do anything about that! She stepped into enemy territory at a time like this!\A soldier must be prepared for torture-\Interrogation.\I will decide how we handle her.\Give me some time, Kureha.\Don't forget, Commander.\We are soldiers.\Can I ask you something? response:	When you carried her here, did anyone see you?
context: A soldier must be prepared for torture-\Interrogation.\I will decide how we handle her.\Give me some time, Kureha.\Don't forget, Commander.\We are soldiers.\Can I ask you something?\When you carried her here, did anyone see you? response:	I don't know. I was focused on bringing her here.
context: Interrogation.\I will decide how we handle her.\Give me some time, Kureha.\Don't forget, Commander.\We are soldiers.\Can I ask you something?\When you carried her here, did anyone see you?\I don't know. I was focused on bringing her here. response:	I understand. Thank you.
context: I will decide how we handle her.\Give me some time, Kureha.\Don't forget, Commander.\We are soldiers.\Can I ask you something?\When you carried her here, did anyone see you?\I don't know. I was focused on bringing her here.\I understand. Thank you. response:	Tell me, Rio. What would you do?
context: Give me some time, Kureha.\Don't forget, Commander.\We are soldiers.\Can I ask you something?\When you carried her here, did anyone see you?\I don't know. I was focused on bringing her here.\I understand. Thank you.\Tell me, Rio. What would you do? response:	What will you do with it?
context: Don't forget, Commander.\We are soldiers.\Can I ask you something?\When you carried her here, did anyone see you?\I don't know. I was focused on bringing her here.\I understand. Thank you.\Tell me, Rio. What would you do?\What will you do with it? response:	Roman. I don't understand.
context: We are soldiers.\Can I ask you something?\When you carried her here, did anyone see you?\I don't know. I was focused on bringing her here.\I understand. Thank you.\Tell me, Rio. What would you do?\What will you do with it?\Roman. I don't understand. response:	What was that scream?
context: Can I ask you something?\When you carried her here, did anyone see you?\I don't know. I was focused on bringing her here.\I understand. Thank you.\Tell me, Rio. What would you do?\What will you do with it?\Roman. I don't understand.\What was that scream? response:	What happened?
context: When you carried her here, did anyone see you?\I don't know. I was focused on bringing her here.\I understand. Thank you.\Tell me, Rio. What would you do?\What will you do with it?\Roman. I don't understand.\What was that scream?\What happened? response:	She woke up.
context: I don't know. I was focused on bringing her here.\I understand. Thank you.\Tell me, Rio. What would you do?\What will you do with it?\Roman. I don't understand.\What was that scream?\What happened?\She woke up. response:	I'm glad.
context: I understand. Thank you.\Tell me, Rio. What would you do?\What will you do with it?\Roman. I don't understand.\What was that scream?\What happened?\She woke up.\I'm glad. response:	Why did you come here?
context: Tell me, Rio. What would you do?\What will you do with it?\Roman. I don't understand.\What was that scream?\What happened?\She woke up.\I'm glad.\Why did you come here? response:	What is your mission?
context: What will you do with it?\Roman. I don't understand.\What was that scream?\What happened?\She woke up.\I'm glad.\Why did you come here?\What is your mission? response:	You have some nerve...
context: Roman. I don't understand.\What was that scream?\What happened?\She woke up.\I'm glad.\Why did you come here?\What is your mission?\You have some nerve... response:	How is it? Find anything out?
context: What was that scream?\What happened?\She woke up.\I'm glad.\Why did you come here?\What is your mission?\You have some nerve...\How is it? Find anything out? response:	Absolutely nothing! She doesn't understand Helvetian at all!
context: What happened?\She woke up.\I'm glad.\Why did you come here?\What is your mission?\You have some nerve...\How is it? Find anything out?\Absolutely nothing! She doesn't understand Helvetian at all! response:	All we've figured out is her identification number and that her name is A'ishah.
context: She woke up.\I'm glad.\Why did you come here?\What is your mission?\You have some nerve...\How is it? Find anything out?\Absolutely nothing! She doesn't understand Helvetian at all!\All we've figured out is her identification number and that her name is A'ishah. response:	My name is Lieutenant Filicia Heidemann. I am in command here.
context: I'm glad.\Why did you come here?\What is your mission?\You have some nerve...\How is it? Find anything out?\Absolutely nothing! She doesn't understand Helvetian at all!\All we've figured out is her identification number and that her name is A'ishah.\My name is Lieutenant Filicia Heidemann. I am in command here. response:	Those are some nice breasts you have. Just what I like.
context: Why did you come here?\What is your mission?\You have some nerve...\How is it? Find anything out?\Absolutely nothing! She doesn't understand Helvetian at all!\All we've figured out is her identification number and that her name is A'ishah.\My name is Lieutenant Filicia Heidemann. I am in command here.\Those are some nice breasts you have. Just what I like. response:	Would you mind if I sucked and massaged them?
context: What is your mission?\You have some nerve...\How is it? Find anything out?\Absolutely nothing! She doesn't understand Helvetian at all!\All we've figured out is her identification number and that her name is A'ishah.\My name is Lieutenant Filicia Heidemann. I am in command here.\Those are some nice breasts you have. Just what I like.\Would you mind if I sucked and massaged them? response:	Would you mind if I play with your body?
context: You have some nerve...\How is it? Find anything out?\Absolutely nothing! She doesn't understand Helvetian at all!\All we've figured out is her identification number and that her name is A'ishah.\My name is Lieutenant Filicia Heidemann. I am in command here.\Those are some nice breasts you have. Just what I like.\Would you mind if I sucked and massaged them?\Would you mind if I play with your body? response:	What are you saying, Commander?
context: How is it? Find anything out?\Absolutely nothing! She doesn't understand Helvetian at all!\All we've figured out is her identification number and that her name is A'ishah.\My name is Lieutenant Filicia Heidemann. I am in command here.\Those are some nice breasts you have. Just what I like.\Would you mind if I sucked and massaged them?\Would you mind if I play with your body?\What are you saying, Commander? response:	It looks like she really doesn't understand Helvetian.
context: Absolutely nothing! She doesn't understand Helvetian at all!\All we've figured out is her identification number and that her name is A'ishah.\My name is Lieutenant Filicia Heidemann. I am in command here.\Those are some nice breasts you have. Just what I like.\Would you mind if I sucked and massaged them?\Would you mind if I play with your body?\What are you saying, Commander?\It looks like she really doesn't understand Helvetian. response:	This is a problem. It means we can't interrogate her.
context: All we've figured out is her identification number and that her name is A'ishah.\My name is Lieutenant Filicia Heidemann. I am in command here.\Those are some nice breasts you have. Just what I like.\Would you mind if I sucked and massaged them?\Would you mind if I play with your body?\What are you saying, Commander?\It looks like she really doesn't understand Helvetian.\This is a problem. It means we can't interrogate her. response:	We have to find someone who speaks Roman quickly.
context: My name is Lieutenant Filicia Heidemann. I am in command here.\Those are some nice breasts you have. Just what I like.\Would you mind if I sucked and massaged them?\Would you mind if I play with your body?\What are you saying, Commander?\It looks like she really doesn't understand Helvetian.\This is a problem. It means we can't interrogate her.\We have to find someone who speaks Roman quickly. response:	Then...
context: Those are some nice breasts you have. Just what I like.\Would you mind if I sucked and massaged them?\Would you mind if I play with your body?\What are you saying, Commander?\It looks like she really doesn't understand Helvetian.\This is a problem. It means we can't interrogate her.\We have to find someone who speaks Roman quickly.\Then... response:	Until we can interrogate her and file a report, we will hold her here.
context: Would you mind if I sucked and massaged them?\Would you mind if I play with your body?\What are you saying, Commander?\It looks like she really doesn't understand Helvetian.\This is a problem. It means we can't interrogate her.\We have to find someone who speaks Roman quickly.\Then...\Until we can interrogate her and file a report, we will hold her here. response:	But!
context: Would you mind if I play with your body?\What are you saying, Commander?\It looks like she really doesn't understand Helvetian.\This is a problem. It means we can't interrogate her.\We have to find someone who speaks Roman quickly.\Then...\Until we can interrogate her and file a report, we will hold her here.\But! response:	I thought we might test our luck.
context: What are you saying, Commander?\It looks like she really doesn't understand Helvetian.\This is a problem. It means we can't interrogate her.\We have to find someone who speaks Roman quickly.\Then...\Until we can interrogate her and file a report, we will hold her here.\But!\I thought we might test our luck. response:	Whatever happens, it's not my fault.
context: It looks like she really doesn't understand Helvetian.\This is a problem. It means we can't interrogate her.\We have to find someone who speaks Roman quickly.\Then...\Until we can interrogate her and file a report, we will hold her here.\But!\I thought we might test our luck.\Whatever happens, it's not my fault. response:	Time-Telling Fortress?
context: This is a problem. It means we can't interrogate her.\We have to find someone who speaks Roman quickly.\Then...\Until we can interrogate her and file a report, we will hold her here.\But!\I thought we might test our luck.\Whatever happens, it's not my fault.\Time-Telling Fortress? response:	Right. The Time-Telling Fortress.
context: We have to find someone who speaks Roman quickly.\Then...\Until we can interrogate her and file a report, we will hold her here.\But!\I thought we might test our luck.\Whatever happens, it's not my fault.\Time-Telling Fortress?\Right. The Time-Telling Fortress. response:	Sound of the Skies
context: Then...\Until we can interrogate her and file a report, we will hold her here.\But!\I thought we might test our luck.\Whatever happens, it's not my fault.\Time-Telling Fortress?\Right. The Time-Telling Fortress.\Sound of the Skies response:	Sound of the Skies
context: Until we can interrogate her and file a report, we will hold her here.\But!\I thought we might test our luck.\Whatever happens, it's not my fault.\Time-Telling Fortress?\Right. The Time-Telling Fortress.\Sound of the Skies\Sound of the Skies response:	Open up!
context: But!\I thought we might test our luck.\Whatever happens, it's not my fault.\Time-Telling Fortress?\Right. The Time-Telling Fortress.\Sound of the Skies\Sound of the Skies\Open up! response:	Oh? Is it too hot?
context: I thought we might test our luck.\Whatever happens, it's not my fault.\Time-Telling Fortress?\Right. The Time-Telling Fortress.\Sound of the Skies\Sound of the Skies\Open up!\Oh? Is it too hot? response:	She ate it!
context: Whatever happens, it's not my fault.\Time-Telling Fortress?\Right. The Time-Telling Fortress.\Sound of the Skies\Sound of the Skies\Open up!\Oh? Is it too hot?\She ate it! response:	Is it good?
context: Time-Telling Fortress?\Right. The Time-Telling Fortress.\Sound of the Skies\Sound of the Skies\Open up!\Oh? Is it too hot?\She ate it!\Is it good? response:	She must be saying it's good!
context: Right. The Time-Telling Fortress.\Sound of the Skies\Sound of the Skies\Open up!\Oh? Is it too hot?\She ate it!\Is it good?\She must be saying it's good! response:	I wonder why.
context: Sound of the Skies\Sound of the Skies\Open up!\Oh? Is it too hot?\She ate it!\Is it good?\She must be saying it's good!\I wonder why. response:	Kanata's always like that, but why is Noel acting like that?
context: Sound of the Skies\Open up!\Oh? Is it too hot?\She ate it!\Is it good?\She must be saying it's good!\I wonder why.\Kanata's always like that, but why is Noel acting like that? response:	Atonement, maybe.
context: Open up!\Oh? Is it too hot?\She ate it!\Is it good?\She must be saying it's good!\I wonder why.\Kanata's always like that, but why is Noel acting like that?\Atonement, maybe. response:	Engel?
context: Oh? Is it too hot?\She ate it!\Is it good?\She must be saying it's good!\I wonder why.\Kanata's always like that, but why is Noel acting like that?\Atonement, maybe.\Engel? response:	I should have studied Roman.
context: She ate it!\Is it good?\She must be saying it's good!\I wonder why.\Kanata's always like that, but why is Noel acting like that?\Atonement, maybe.\Engel?\I should have studied Roman. response:	You're right. If we could talk to her, maybe-
context: Is it good?\She must be saying it's good!\I wonder why.\Kanata's always like that, but why is Noel acting like that?\Atonement, maybe.\Engel?\I should have studied Roman.\You're right. If we could talk to her, maybe- response:	You sure are working hard.
context: She must be saying it's good!\I wonder why.\Kanata's always like that, but why is Noel acting like that?\Atonement, maybe.\Engel?\I should have studied Roman.\You're right. If we could talk to her, maybe-\You sure are working hard. response:	Oh, Yumina. Got enough hands to shovel snow at the church?
context: I wonder why.\Kanata's always like that, but why is Noel acting like that?\Atonement, maybe.\Engel?\I should have studied Roman.\You're right. If we could talk to her, maybe-\You sure are working hard.\Oh, Yumina. Got enough hands to shovel snow at the church? response:	Yes. The children are working very hard.
context: Kanata's always like that, but why is Noel acting like that?\Atonement, maybe.\Engel?\I should have studied Roman.\You're right. If we could talk to her, maybe-\You sure are working hard.\Oh, Yumina. Got enough hands to shovel snow at the church?\Yes. The children are working very hard. response:	That's great.
context: Atonement, maybe.\Engel?\I should have studied Roman.\You're right. If we could talk to her, maybe-\You sure are working hard.\Oh, Yumina. Got enough hands to shovel snow at the church?\Yes. The children are working very hard.\That's great. response:	They sure are growing up.
context: Engel?\I should have studied Roman.\You're right. If we could talk to her, maybe-\You sure are working hard.\Oh, Yumina. Got enough hands to shovel snow at the church?\Yes. The children are working very hard.\That's great.\They sure are growing up. response:	Yes.
context: I should have studied Roman.\You're right. If we could talk to her, maybe-\You sure are working hard.\Oh, Yumina. Got enough hands to shovel snow at the church?\Yes. The children are working very hard.\That's great.\They sure are growing up.\Yes. response:	People grow every day.
context: You're right. If we could talk to her, maybe-\You sure are working hard.\Oh, Yumina. Got enough hands to shovel snow at the church?\Yes. The children are working very hard.\That's great.\They sure are growing up.\Yes.\People grow every day. response:	Just like the sound of Miss Kanata's trumpet...
context: You sure are working hard.\Oh, Yumina. Got enough hands to shovel snow at the church?\Yes. The children are working very hard.\That's great.\They sure are growing up.\Yes.\People grow every day.\Just like the sound of Miss Kanata's trumpet... response:	Rio would say she still has a ways to go.
context: Oh, Yumina. Got enough hands to shovel snow at the church?\Yes. The children are working very hard.\That's great.\They sure are growing up.\Yes.\People grow every day.\Just like the sound of Miss Kanata's trumpet...\Rio would say she still has a ways to go. response:	Oh? Didn't you head over to Treize to stock up?
context: Yes. The children are working very hard.\That's great.\They sure are growing up.\Yes.\People grow every day.\Just like the sound of Miss Kanata's trumpet...\Rio would say she still has a ways to go.\Oh? Didn't you head over to Treize to stock up? response:	Things happen. Ended up being a wasted trip.
context: That's great.\They sure are growing up.\Yes.\People grow every day.\Just like the sound of Miss Kanata's trumpet...\Rio would say she still has a ways to go.\Oh? Didn't you head over to Treize to stock up?\Things happen. Ended up being a wasted trip. response:	Sounds like things aren't going your way.
context: They sure are growing up.\Yes.\People grow every day.\Just like the sound of Miss Kanata's trumpet...\Rio would say she still has a ways to go.\Oh? Didn't you head over to Treize to stock up?\Things happen. Ended up being a wasted trip.\Sounds like things aren't going your way. response:	That reminds me. I've been hearing some ugly rumors about the fortress.
context: Yes.\People grow every day.\Just like the sound of Miss Kanata's trumpet...\Rio would say she still has a ways to go.\Oh? Didn't you head over to Treize to stock up?\Things happen. Ended up being a wasted trip.\Sounds like things aren't going your way.\That reminds me. I've been hearing some ugly rumors about the fortress. response:	Thank you for listening.
context: People grow every day.\Just like the sound of Miss Kanata's trumpet...\Rio would say she still has a ways to go.\Oh? Didn't you head over to Treize to stock up?\Things happen. Ended up being a wasted trip.\Sounds like things aren't going your way.\That reminds me. I've been hearing some ugly rumors about the fortress.\Thank you for listening. response:	I'm sure Rio would let you too.
context: Just like the sound of Miss Kanata's trumpet...\Rio would say she still has a ways to go.\Oh? Didn't you head over to Treize to stock up?\Things happen. Ended up being a wasted trip.\Sounds like things aren't going your way.\That reminds me. I've been hearing some ugly rumors about the fortress.\Thank you for listening.\I'm sure Rio would let you too. response:	Hey, that piece!
context: Rio would say she still has a ways to go.\Oh? Didn't you head over to Treize to stock up?\Things happen. Ended up being a wasted trip.\Sounds like things aren't going your way.\That reminds me. I've been hearing some ugly rumors about the fortress.\Thank you for listening.\I'm sure Rio would let you too.\Hey, that piece! response:	Amazing! This is absolutely wonderful!
context: Oh? Didn't you head over to Treize to stock up?\Things happen. Ended up being a wasted trip.\Sounds like things aren't going your way.\That reminds me. I've been hearing some ugly rumors about the fortress.\Thank you for listening.\I'm sure Rio would let you too.\Hey, that piece!\Amazing! This is absolutely wonderful! response:	Iliya's sound echoed in me, it echoed in Rio,
context: Things happen. Ended up being a wasted trip.\Sounds like things aren't going your way.\That reminds me. I've been hearing some ugly rumors about the fortress.\Thank you for listening.\I'm sure Rio would let you too.\Hey, that piece!\Amazing! This is absolutely wonderful!\Iliya's sound echoed in me, it echoed in Rio, response:	and the same piece echoed in both Helvetia and Rome!
context: Sounds like things aren't going your way.\That reminds me. I've been hearing some ugly rumors about the fortress.\Thank you for listening.\I'm sure Rio would let you too.\Hey, that piece!\Amazing! This is absolutely wonderful!\Iliya's sound echoed in me, it echoed in Rio,\and the same piece echoed in both Helvetia and Rome! response:	The sound will echo.
context: That reminds me. I've been hearing some ugly rumors about the fortress.\Thank you for listening.\I'm sure Rio would let you too.\Hey, that piece!\Amazing! This is absolutely wonderful!\Iliya's sound echoed in me, it echoed in Rio,\and the same piece echoed in both Helvetia and Rome!\The sound will echo. response:	Whether in Rome or Helvetia, it's the same.
context: Thank you for listening.\I'm sure Rio would let you too.\Hey, that piece!\Amazing! This is absolutely wonderful!\Iliya's sound echoed in me, it echoed in Rio,\and the same piece echoed in both Helvetia and Rome!\The sound will echo.\Whether in Rome or Helvetia, it's the same. response:	Temporary repairs.
context: I'm sure Rio would let you too.\Hey, that piece!\Amazing! This is absolutely wonderful!\Iliya's sound echoed in me, it echoed in Rio,\and the same piece echoed in both Helvetia and Rome!\The sound will echo.\Whether in Rome or Helvetia, it's the same.\Temporary repairs. response:	Danke?
context: Hey, that piece!\Amazing! This is absolutely wonderful!\Iliya's sound echoed in me, it echoed in Rio,\and the same piece echoed in both Helvetia and Rome!\The sound will echo.\Whether in Rome or Helvetia, it's the same.\Temporary repairs.\Danke? response:	What does Danke mean?
context: Amazing! This is absolutely wonderful!\Iliya's sound echoed in me, it echoed in Rio,\and the same piece echoed in both Helvetia and Rome!\The sound will echo.\Whether in Rome or Helvetia, it's the same.\Temporary repairs.\Danke?\What does Danke mean? response:	It means Thank you.
context: Iliya's sound echoed in me, it echoed in Rio,\and the same piece echoed in both Helvetia and Rome!\The sound will echo.\Whether in Rome or Helvetia, it's the same.\Temporary repairs.\Danke?\What does Danke mean?\It means Thank you. response:	Someone saw us.
context: and the same piece echoed in both Helvetia and Rome!\The sound will echo.\Whether in Rome or Helvetia, it's the same.\Temporary repairs.\Danke?\What does Danke mean?\It means Thank you.\Someone saw us. response:	This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.
context: The sound will echo.\Whether in Rome or Helvetia, it's the same.\Temporary repairs.\Danke?\What does Danke mean?\It means Thank you.\Someone saw us.\This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war. response:	Even the nicest people, you know...
context: Whether in Rome or Helvetia, it's the same.\Temporary repairs.\Danke?\What does Danke mean?\It means Thank you.\Someone saw us.\This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.\Even the nicest people, you know... response:	You remember the owner of the distillery, Mikhail?
context: Temporary repairs.\Danke?\What does Danke mean?\It means Thank you.\Someone saw us.\This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.\Even the nicest people, you know...\You remember the owner of the distillery, Mikhail? response:	I had some business with him yesterday.
context: Danke?\What does Danke mean?\It means Thank you.\Someone saw us.\This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.\Even the nicest people, you know...\You remember the owner of the distillery, Mikhail?\I had some business with him yesterday. response:	It looks like the Helvetian army's on the move.
context: What does Danke mean?\It means Thank you.\Someone saw us.\This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.\Even the nicest people, you know...\You remember the owner of the distillery, Mikhail?\I had some business with him yesterday.\It looks like the Helvetian army's on the move. response:	To this town.
context: It means Thank you.\Someone saw us.\This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.\Even the nicest people, you know...\You remember the owner of the distillery, Mikhail?\I had some business with him yesterday.\It looks like the Helvetian army's on the move.\To this town. response:	If that has anything to do with this Roman soldier you've got here, then we've got a problem.
context: Someone saw us.\This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.\Even the nicest people, you know...\You remember the owner of the distillery, Mikhail?\I had some business with him yesterday.\It looks like the Helvetian army's on the move.\To this town.\If that has anything to do with this Roman soldier you've got here, then we've got a problem. response:	Either way, we have to ask her.
context: This town never saw the lions mouth, but parents, siblings, and relatives included, everyone's lost someone they knew in the war.\Even the nicest people, you know...\You remember the owner of the distillery, Mikhail?\I had some business with him yesterday.\It looks like the Helvetian army's on the move.\To this town.\If that has anything to do with this Roman soldier you've got here, then we've got a problem.\Either way, we have to ask her. response:	Miss Naomi, do you know anyone who knows Roman?
context: Even the nicest people, you know...\You remember the owner of the distillery, Mikhail?\I had some business with him yesterday.\It looks like the Helvetian army's on the move.\To this town.\If that has anything to do with this Roman soldier you've got here, then we've got a problem.\Either way, we have to ask her.\Miss Naomi, do you know anyone who knows Roman? response:	Do I know anyone?
context: You remember the owner of the distillery, Mikhail?\I had some business with him yesterday.\It looks like the Helvetian army's on the move.\To this town.\If that has anything to do with this Roman soldier you've got here, then we've got a problem.\Either way, we have to ask her.\Miss Naomi, do you know anyone who knows Roman?\Do I know anyone? response:	What's she saying?
context: I had some business with him yesterday.\It looks like the Helvetian army's on the move.\To this town.\If that has anything to do with this Roman soldier you've got here, then we've got a problem.\Either way, we have to ask her.\Miss Naomi, do you know anyone who knows Roman?\Do I know anyone?\What's she saying? response:	It's just a light greeting.
context: It looks like the Helvetian army's on the move.\To this town.\If that has anything to do with this Roman soldier you've got here, then we've got a problem.\Either way, we have to ask her.\Miss Naomi, do you know anyone who knows Roman?\Do I know anyone?\What's she saying?\It's just a light greeting. response:	We don't need any of that! Ask her!
context: To this town.\If that has anything to do with this Roman soldier you've got here, then we've got a problem.\Either way, we have to ask her.\Miss Naomi, do you know anyone who knows Roman?\Do I know anyone?\What's she saying?\It's just a light greeting.\We don't need any of that! Ask her! response:	She says she wants to see the bones of the angel.
context: If that has anything to do with this Roman soldier you've got here, then we've got a problem.\Either way, we have to ask her.\Miss Naomi, do you know anyone who knows Roman?\Do I know anyone?\What's she saying?\It's just a light greeting.\We don't need any of that! Ask her!\She says she wants to see the bones of the angel. response:	Bones of the angel?
context: Either way, we have to ask her.\Miss Naomi, do you know anyone who knows Roman?\Do I know anyone?\What's she saying?\It's just a light greeting.\We don't need any of that! Ask her!\She says she wants to see the bones of the angel.\Bones of the angel? response:	What's that?
context: Miss Naomi, do you know anyone who knows Roman?\Do I know anyone?\What's she saying?\It's just a light greeting.\We don't need any of that! Ask her!\She says she wants to see the bones of the angel.\Bones of the angel?\What's that? response:	My grandmother was a soldier at the Time-Telling Fortress.
context: Do I know anyone?\What's she saying?\It's just a light greeting.\We don't need any of that! Ask her!\She says she wants to see the bones of the angel.\Bones of the angel?\What's that?\My grandmother was a soldier at the Time-Telling Fortress. response:	She was captured on the Eastern front and met her grandfather.
context: What's she saying?\It's just a light greeting.\We don't need any of that! Ask her!\She says she wants to see the bones of the angel.\Bones of the angel?\What's that?\My grandmother was a soldier at the Time-Telling Fortress.\She was captured on the Eastern front and met her grandfather. response:	When I was young, she often told me about them.
context: It's just a light greeting.\We don't need any of that! Ask her!\She says she wants to see the bones of the angel.\Bones of the angel?\What's that?\My grandmother was a soldier at the Time-Telling Fortress.\She was captured on the Eastern front and met her grandfather.\When I was young, she often told me about them. response:	That is not what happened!
context: We don't need any of that! Ask her!\She says she wants to see the bones of the angel.\Bones of the angel?\What's that?\My grandmother was a soldier at the Time-Telling Fortress.\She was captured on the Eastern front and met her grandfather.\When I was young, she often told me about them.\That is not what happened! response:	A demon brought the world to ruin!
context: She says she wants to see the bones of the angel.\Bones of the angel?\What's that?\My grandmother was a soldier at the Time-Telling Fortress.\She was captured on the Eastern front and met her grandfather.\When I was young, she often told me about them.\That is not what happened!\A demon brought the world to ruin! response:	We don't care. Just tell us what she's saying.
context: Bones of the angel?\What's that?\My grandmother was a soldier at the Time-Telling Fortress.\She was captured on the Eastern front and met her grandfather.\When I was young, she often told me about them.\That is not what happened!\A demon brought the world to ruin!\We don't care. Just tell us what she's saying. response:	She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.
context: What's that?\My grandmother was a soldier at the Time-Telling Fortress.\She was captured on the Eastern front and met her grandfather.\When I was young, she often told me about them.\That is not what happened!\A demon brought the world to ruin!\We don't care. Just tell us what she's saying.\She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world. response:	She says that's why she came.
context: My grandmother was a soldier at the Time-Telling Fortress.\She was captured on the Eastern front and met her grandfather.\When I was young, she often told me about them.\That is not what happened!\A demon brought the world to ruin!\We don't care. Just tell us what she's saying.\She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.\She says that's why she came. response:	A call to march?
context: She was captured on the Eastern front and met her grandfather.\When I was young, she often told me about them.\That is not what happened!\A demon brought the world to ruin!\We don't care. Just tell us what she's saying.\She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.\She says that's why she came.\A call to march? response:	This code is...
