context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.\Dad! I found Shinobu!\Where is he?\He fell into a hole inside the cement factory!\You idiot!\But there were a bunch of Japanese plums...\Never mind the plums!\Dad, we need to get him to the doctor soon... response:	Hold on tight! We're gonna go fast!
context: Dad! I found Shinobu!\Where is he?\He fell into a hole inside the cement factory!\You idiot!\But there were a bunch of Japanese plums...\Never mind the plums!\Dad, we need to get him to the doctor soon...\Hold on tight! We're gonna go fast! response:	Kaoru, please go back to the Company and tell everyone that we found Shinobu.
context: Where is he?\He fell into a hole inside the cement factory!\You idiot!\But there were a bunch of Japanese plums...\Never mind the plums!\Dad, we need to get him to the doctor soon...\Hold on tight! We're gonna go fast!\Kaoru, please go back to the Company and tell everyone that we found Shinobu. response:	O-Okay. I understand.
context: He fell into a hole inside the cement factory!\You idiot!\But there were a bunch of Japanese plums...\Never mind the plums!\Dad, we need to get him to the doctor soon...\Hold on tight! We're gonna go fast!\Kaoru, please go back to the Company and tell everyone that we found Shinobu.\O-Okay. I understand. response:	I'm counting on you!
context: You idiot!\But there were a bunch of Japanese plums...\Never mind the plums!\Dad, we need to get him to the doctor soon...\Hold on tight! We're gonna go fast!\Kaoru, please go back to the Company and tell everyone that we found Shinobu.\O-Okay. I understand.\I'm counting on you! response:	That's right...
context: But there were a bunch of Japanese plums...\Never mind the plums!\Dad, we need to get him to the doctor soon...\Hold on tight! We're gonna go fast!\Kaoru, please go back to the Company and tell everyone that we found Shinobu.\O-Okay. I understand.\I'm counting on you!\That's right... response:	Just earlier...
context: Never mind the plums!\Dad, we need to get him to the doctor soon...\Hold on tight! We're gonna go fast!\Kaoru, please go back to the Company and tell everyone that we found Shinobu.\O-Okay. I understand.\I'm counting on you!\That's right...\Just earlier... response:	I was in a hurry...
context: Dad, we need to get him to the doctor soon...\Hold on tight! We're gonna go fast!\Kaoru, please go back to the Company and tell everyone that we found Shinobu.\O-Okay. I understand.\I'm counting on you!\That's right...\Just earlier...\I was in a hurry... response:	When I was running to get Dad...
context: Hold on tight! We're gonna go fast!\Kaoru, please go back to the Company and tell everyone that we found Shinobu.\O-Okay. I understand.\I'm counting on you!\That's right...\Just earlier...\I was in a hurry...\When I was running to get Dad... response:	I fell on the stone steps at the shrine...
context: Kaoru, please go back to the Company and tell everyone that we found Shinobu.\O-Okay. I understand.\I'm counting on you!\That's right...\Just earlier...\I was in a hurry...\When I was running to get Dad...\I fell on the stone steps at the shrine... response:	And...
context: O-Okay. I understand.\I'm counting on you!\That's right...\Just earlier...\I was in a hurry...\When I was running to get Dad...\I fell on the stone steps at the shrine...\And... response:	Kaoru-kun, what's the matter?
context: I'm counting on you!\That's right...\Just earlier...\I was in a hurry...\When I was running to get Dad...\I fell on the stone steps at the shrine...\And...\Kaoru-kun, what's the matter? response:	Are you all right?
context: That's right...\Just earlier...\I was in a hurry...\When I was running to get Dad...\I fell on the stone steps at the shrine...\And...\Kaoru-kun, what's the matter?\Are you all right? response:	Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.
context: Just earlier...\I was in a hurry...\When I was running to get Dad...\I fell on the stone steps at the shrine...\And...\Kaoru-kun, what's the matter?\Are you all right?\Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner. response:	I see...
context: I was in a hurry...\When I was running to get Dad...\I fell on the stone steps at the shrine...\And...\Kaoru-kun, what's the matter?\Are you all right?\Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.\I see... response:	So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.
context: When I was running to get Dad...\I fell on the stone steps at the shrine...\And...\Kaoru-kun, what's the matter?\Are you all right?\Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.\I see...\So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory. response:	That can't be helped.
context: I fell on the stone steps at the shrine...\And...\Kaoru-kun, what's the matter?\Are you all right?\Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.\I see...\So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.\That can't be helped. response:	He's just like your father when he was little.
context: And...\Kaoru-kun, what's the matter?\Are you all right?\Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.\I see...\So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.\That can't be helped.\He's just like your father when he was little. response:	Wild and greedy.
context: Kaoru-kun, what's the matter?\Are you all right?\Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.\I see...\So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.\That can't be helped.\He's just like your father when he was little.\Wild and greedy. response:	If a kid in a classroom to the east were sick and absent...
context: Are you all right?\Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.\I see...\So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.\That can't be helped.\He's just like your father when he was little.\Wild and greedy.\If a kid in a classroom to the east were sick and absent... response:	If there were a fight to the north...
context: Uncle Negishi was my Dad's childhood friend, best friend, and an important business partner.\I see...\So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.\That can't be helped.\He's just like your father when he was little.\Wild and greedy.\If a kid in a classroom to the east were sick and absent...\If there were a fight to the north... response:	He really did whatever he felt like, damn him.
context: I see...\So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.\That can't be helped.\He's just like your father when he was little.\Wild and greedy.\If a kid in a classroom to the east were sick and absent...\If there were a fight to the north...\He really did whatever he felt like, damn him. response:	But...
context: So Shinobu got enticed by the Japanese plums and fell into a hole at that abandoned factory.\That can't be helped.\He's just like your father when he was little.\Wild and greedy.\If a kid in a classroom to the east were sick and absent...\If there were a fight to the north...\He really did whatever he felt like, damn him.\But... response:	Even so, he was loved by everyone.
context: That can't be helped.\He's just like your father when he was little.\Wild and greedy.\If a kid in a classroom to the east were sick and absent...\If there were a fight to the north...\He really did whatever he felt like, damn him.\But...\Even so, he was loved by everyone. response:	Number Four...
context: He's just like your father when he was little.\Wild and greedy.\If a kid in a classroom to the east were sick and absent...\If there were a fight to the north...\He really did whatever he felt like, damn him.\But...\Even so, he was loved by everyone.\Number Four... response:	The pitcher...
context: Wild and greedy.\If a kid in a classroom to the east were sick and absent...\If there were a fight to the north...\He really did whatever he felt like, damn him.\But...\Even so, he was loved by everyone.\Number Four...\The pitcher... response:	He was never afraid of anything.
context: If a kid in a classroom to the east were sick and absent...\If there were a fight to the north...\He really did whatever he felt like, damn him.\But...\Even so, he was loved by everyone.\Number Four...\The pitcher...\He was never afraid of anything. response:	When he should've have been really scared...
context: If there were a fight to the north...\He really did whatever he felt like, damn him.\But...\Even so, he was loved by everyone.\Number Four...\The pitcher...\He was never afraid of anything.\When he should've have been really scared... response:	Even though I'm so close to him, I still can't figure it out.
context: He really did whatever he felt like, damn him.\But...\Even so, he was loved by everyone.\Number Four...\The pitcher...\He was never afraid of anything.\When he should've have been really scared...\Even though I'm so close to him, I still can't figure it out. response:	He'd be smiling, even if he's the final batter in a losing game.
context: But...\Even so, he was loved by everyone.\Number Four...\The pitcher...\He was never afraid of anything.\When he should've have been really scared...\Even though I'm so close to him, I still can't figure it out.\He'd be smiling, even if he's the final batter in a losing game. response:	A pinch only seemed like a chance to him.
context: Even so, he was loved by everyone.\Number Four...\The pitcher...\He was never afraid of anything.\When he should've have been really scared...\Even though I'm so close to him, I still can't figure it out.\He'd be smiling, even if he's the final batter in a losing game.\A pinch only seemed like a chance to him. response:	He had so much that I didn't have.
context: Number Four...\The pitcher...\He was never afraid of anything.\When he should've have been really scared...\Even though I'm so close to him, I still can't figure it out.\He'd be smiling, even if he's the final batter in a losing game.\A pinch only seemed like a chance to him.\He had so much that I didn't have. response:	I was envious.
context: The pitcher...\He was never afraid of anything.\When he should've have been really scared...\Even though I'm so close to him, I still can't figure it out.\He'd be smiling, even if he's the final batter in a losing game.\A pinch only seemed like a chance to him.\He had so much that I didn't have.\I was envious. response:	He was so loved...
context: He was never afraid of anything.\When he should've have been really scared...\Even though I'm so close to him, I still can't figure it out.\He'd be smiling, even if he's the final batter in a losing game.\A pinch only seemed like a chance to him.\He had so much that I didn't have.\I was envious.\He was so loved... response:	So bright...
context: When he should've have been really scared...\Even though I'm so close to him, I still can't figure it out.\He'd be smiling, even if he's the final batter in a losing game.\A pinch only seemed like a chance to him.\He had so much that I didn't have.\I was envious.\He was so loved...\So bright... response:	I was blinded and choked on my own breath so many times.
context: Even though I'm so close to him, I still can't figure it out.\He'd be smiling, even if he's the final batter in a losing game.\A pinch only seemed like a chance to him.\He had so much that I didn't have.\I was envious.\He was so loved...\So bright...\I was blinded and choked on my own breath so many times. response:	Heave-ho! Heave-ho! Heave-ho!
context: He'd be smiling, even if he's the final batter in a losing game.\A pinch only seemed like a chance to him.\He had so much that I didn't have.\I was envious.\He was so loved...\So bright...\I was blinded and choked on my own breath so many times.\Heave-ho! Heave-ho! Heave-ho! response:	But...
context: A pinch only seemed like a chance to him.\He had so much that I didn't have.\I was envious.\He was so loved...\So bright...\I was blinded and choked on my own breath so many times.\Heave-ho! Heave-ho! Heave-ho!\But... response:	Even for me...
context: He had so much that I didn't have.\I was envious.\He was so loved...\So bright...\I was blinded and choked on my own breath so many times.\Heave-ho! Heave-ho! Heave-ho!\But...\Even for me... response:	I always thought that there must be something that only I am capable of.
context: I was envious.\He was so loved...\So bright...\I was blinded and choked on my own breath so many times.\Heave-ho! Heave-ho! Heave-ho!\But...\Even for me...\I always thought that there must be something that only I am capable of. response:	I wanted to think that.
context: He was so loved...\So bright...\I was blinded and choked on my own breath so many times.\Heave-ho! Heave-ho! Heave-ho!\But...\Even for me...\I always thought that there must be something that only I am capable of.\I wanted to think that. response:	Uncle?
context: So bright...\I was blinded and choked on my own breath so many times.\Heave-ho! Heave-ho! Heave-ho!\But...\Even for me...\I always thought that there must be something that only I am capable of.\I wanted to think that.\Uncle? response:	That's right...
context: I was blinded and choked on my own breath so many times.\Heave-ho! Heave-ho! Heave-ho!\But...\Even for me...\I always thought that there must be something that only I am capable of.\I wanted to think that.\Uncle?\That's right... response:	STOP
context: Heave-ho! Heave-ho! Heave-ho!\But...\Even for me...\I always thought that there must be something that only I am capable of.\I wanted to think that.\Uncle?\That's right...\STOP response:	I always wanted to think that.
context: But...\Even for me...\I always thought that there must be something that only I am capable of.\I wanted to think that.\Uncle?\That's right...\STOP\I always wanted to think that. response:	Back then, I hadn't noticed...
context: Even for me...\I always thought that there must be something that only I am capable of.\I wanted to think that.\Uncle?\That's right...\STOP\I always wanted to think that.\Back then, I hadn't noticed... response:	I can understand now.
context: I always thought that there must be something that only I am capable of.\I wanted to think that.\Uncle?\That's right...\STOP\I always wanted to think that.\Back then, I hadn't noticed...\I can understand now. response:	Wake up, Mom.
context: I wanted to think that.\Uncle?\That's right...\STOP\I always wanted to think that.\Back then, I hadn't noticed...\I can understand now.\Wake up, Mom. response:	Here's your dinner.
context: Uncle?\That's right...\STOP\I always wanted to think that.\Back then, I hadn't noticed...\I can understand now.\Wake up, Mom.\Here's your dinner. response:	Thank you so much, Dad.
context: That's right...\STOP\I always wanted to think that.\Back then, I hadn't noticed...\I can understand now.\Wake up, Mom.\Here's your dinner.\Thank you so much, Dad. response:	I'm not Dad. It's Tatsuo, Mom.
context: STOP\I always wanted to think that.\Back then, I hadn't noticed...\I can understand now.\Wake up, Mom.\Here's your dinner.\Thank you so much, Dad.\I'm not Dad. It's Tatsuo, Mom. response:	Tatsuo?
context: I always wanted to think that.\Back then, I hadn't noticed...\I can understand now.\Wake up, Mom.\Here's your dinner.\Thank you so much, Dad.\I'm not Dad. It's Tatsuo, Mom.\Tatsuo? response:	That's right, he's all grown up now.
context: Back then, I hadn't noticed...\I can understand now.\Wake up, Mom.\Here's your dinner.\Thank you so much, Dad.\I'm not Dad. It's Tatsuo, Mom.\Tatsuo?\That's right, he's all grown up now. response:	You know Ricchan from the tobacco shop? The girl Tatsuo liked?
context: I can understand now.\Wake up, Mom.\Here's your dinner.\Thank you so much, Dad.\I'm not Dad. It's Tatsuo, Mom.\Tatsuo?\That's right, he's all grown up now.\You know Ricchan from the tobacco shop? The girl Tatsuo liked? response:	I wonder if she won't come marry into our family?
context: Wake up, Mom.\Here's your dinner.\Thank you so much, Dad.\I'm not Dad. It's Tatsuo, Mom.\Tatsuo?\That's right, he's all grown up now.\You know Ricchan from the tobacco shop? The girl Tatsuo liked?\I wonder if she won't come marry into our family? response:	Mom...
context: Here's your dinner.\Thank you so much, Dad.\I'm not Dad. It's Tatsuo, Mom.\Tatsuo?\That's right, he's all grown up now.\You know Ricchan from the tobacco shop? The girl Tatsuo liked?\I wonder if she won't come marry into our family?\Mom... response:	Ricchan is already...
context: Thank you so much, Dad.\I'm not Dad. It's Tatsuo, Mom.\Tatsuo?\That's right, he's all grown up now.\You know Ricchan from the tobacco shop? The girl Tatsuo liked?\I wonder if she won't come marry into our family?\Mom...\Ricchan is already... response:	Negishi-san, please be admitted to the hospital right away.
context: I'm not Dad. It's Tatsuo, Mom.\Tatsuo?\That's right, he's all grown up now.\You know Ricchan from the tobacco shop? The girl Tatsuo liked?\I wonder if she won't come marry into our family?\Mom...\Ricchan is already...\Negishi-san, please be admitted to the hospital right away. response:	But once I go in, I can't leave, can I?
context: Tatsuo?\That's right, he's all grown up now.\You know Ricchan from the tobacco shop? The girl Tatsuo liked?\I wonder if she won't come marry into our family?\Mom...\Ricchan is already...\Negishi-san, please be admitted to the hospital right away.\But once I go in, I can't leave, can I? response:	I want to work until the end.
context: That's right, he's all grown up now.\You know Ricchan from the tobacco shop? The girl Tatsuo liked?\I wonder if she won't come marry into our family?\Mom...\Ricchan is already...\Negishi-san, please be admitted to the hospital right away.\But once I go in, I can't leave, can I?\I want to work until the end. response:	There's a reason for me to keep working.
context: You know Ricchan from the tobacco shop? The girl Tatsuo liked?\I wonder if she won't come marry into our family?\Mom...\Ricchan is already...\Negishi-san, please be admitted to the hospital right away.\But once I go in, I can't leave, can I?\I want to work until the end.\There's a reason for me to keep working. response:	If I die, who will take care of Mom?
context: I wonder if she won't come marry into our family?\Mom...\Ricchan is already...\Negishi-san, please be admitted to the hospital right away.\But once I go in, I can't leave, can I?\I want to work until the end.\There's a reason for me to keep working.\If I die, who will take care of Mom? response:	Tsukasa...
context: Mom...\Ricchan is already...\Negishi-san, please be admitted to the hospital right away.\But once I go in, I can't leave, can I?\I want to work until the end.\There's a reason for me to keep working.\If I die, who will take care of Mom?\Tsukasa... response:	I'd always wondered...
context: Ricchan is already...\Negishi-san, please be admitted to the hospital right away.\But once I go in, I can't leave, can I?\I want to work until the end.\There's a reason for me to keep working.\If I die, who will take care of Mom?\Tsukasa...\I'd always wondered... response:	Why this world is split between those who are gifted and those who aren't?
context: Negishi-san, please be admitted to the hospital right away.\But once I go in, I can't leave, can I?\I want to work until the end.\There's a reason for me to keep working.\If I die, who will take care of Mom?\Tsukasa...\I'd always wondered...\Why this world is split between those who are gifted and those who aren't? response:	Why there are those who are loved and those who aren't?
context: But once I go in, I can't leave, can I?\I want to work until the end.\There's a reason for me to keep working.\If I die, who will take care of Mom?\Tsukasa...\I'd always wondered...\Why this world is split between those who are gifted and those who aren't?\Why there are those who are loved and those who aren't? response:	STOP
context: I want to work until the end.\There's a reason for me to keep working.\If I die, who will take care of Mom?\Tsukasa...\I'd always wondered...\Why this world is split between those who are gifted and those who aren't?\Why there are those who are loved and those who aren't?\STOP response:	Who made the split?
context: There's a reason for me to keep working.\If I die, who will take care of Mom?\Tsukasa...\I'd always wondered...\Why this world is split between those who are gifted and those who aren't?\Why there are those who are loved and those who aren't?\STOP\Who made the split? response:	Where was the split in the road?
context: If I die, who will take care of Mom?\Tsukasa...\I'd always wondered...\Why this world is split between those who are gifted and those who aren't?\Why there are those who are loved and those who aren't?\STOP\Who made the split?\Where was the split in the road? response:	No... Was there even a split in the first place?
context: Tsukasa...\I'd always wondered...\Why this world is split between those who are gifted and those who aren't?\Why there are those who are loved and those who aren't?\STOP\Who made the split?\Where was the split in the road?\No... Was there even a split in the first place? response:	Perhaps it was already decided the moment we were born.
context: I'd always wondered...\Why this world is split between those who are gifted and those who aren't?\Why there are those who are loved and those who aren't?\STOP\Who made the split?\Where was the split in the road?\No... Was there even a split in the first place?\Perhaps it was already decided the moment we were born. response:	If that were true...
context: Why this world is split between those who are gifted and those who aren't?\Why there are those who are loved and those who aren't?\STOP\Who made the split?\Where was the split in the road?\No... Was there even a split in the first place?\Perhaps it was already decided the moment we were born.\If that were true... response:	God...
context: Why there are those who are loved and those who aren't?\STOP\Who made the split?\Where was the split in the road?\No... Was there even a split in the first place?\Perhaps it was already decided the moment we were born.\If that were true...\God... response:	What was my life for?
context: STOP\Who made the split?\Where was the split in the road?\No... Was there even a split in the first place?\Perhaps it was already decided the moment we were born.\If that were true...\God...\What was my life for? response:	Yes, now about the next topic.
context: Who made the split?\Where was the split in the road?\No... Was there even a split in the first place?\Perhaps it was already decided the moment we were born.\If that were true...\God...\What was my life for?\Yes, now about the next topic. response:	It's about the patent rights for that motor.
context: Where was the split in the road?\No... Was there even a split in the first place?\Perhaps it was already decided the moment we were born.\If that were true...\God...\What was my life for?\Yes, now about the next topic.\It's about the patent rights for that motor. response:	I believe it would be better if we placed the company's name instead of the president's name on the patent.
context: No... Was there even a split in the first place?\Perhaps it was already decided the moment we were born.\If that were true...\God...\What was my life for?\Yes, now about the next topic.\It's about the patent rights for that motor.\I believe it would be better if we placed the company's name instead of the president's name on the patent. response:	Is that so?
context: Perhaps it was already decided the moment we were born.\If that were true...\God...\What was my life for?\Yes, now about the next topic.\It's about the patent rights for that motor.\I believe it would be better if we placed the company's name instead of the president's name on the patent.\Is that so? response:	Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.
context: If that were true...\God...\What was my life for?\Yes, now about the next topic.\It's about the patent rights for that motor.\I believe it would be better if we placed the company's name instead of the president's name on the patent.\Is that so?\Also, we should gather more funds to expand the factory, so I'd like to issue more stocks. response:	I'll leave it up to you.
context: God...\What was my life for?\Yes, now about the next topic.\It's about the patent rights for that motor.\I believe it would be better if we placed the company's name instead of the president's name on the patent.\Is that so?\Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.\I'll leave it up to you. response:	Please do as you see fit.
context: What was my life for?\Yes, now about the next topic.\It's about the patent rights for that motor.\I believe it would be better if we placed the company's name instead of the president's name on the patent.\Is that so?\Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.\I'll leave it up to you.\Please do as you see fit. response:	I'm bad with that sort of thing.
context: Yes, now about the next topic.\It's about the patent rights for that motor.\I believe it would be better if we placed the company's name instead of the president's name on the patent.\Is that so?\Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.\I'll leave it up to you.\Please do as you see fit.\I'm bad with that sort of thing. response:	I'm counting on you, Tatsuo.
context: It's about the patent rights for that motor.\I believe it would be better if we placed the company's name instead of the president's name on the patent.\Is that so?\Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.\I'll leave it up to you.\Please do as you see fit.\I'm bad with that sort of thing.\I'm counting on you, Tatsuo. response:	Tsukasa, please show me...
context: I believe it would be better if we placed the company's name instead of the president's name on the patent.\Is that so?\Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.\I'll leave it up to you.\Please do as you see fit.\I'm bad with that sort of thing.\I'm counting on you, Tatsuo.\Tsukasa, please show me... response:	Or, if not, please make me understand that you're from a different world than mine...
context: Is that so?\Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.\I'll leave it up to you.\Please do as you see fit.\I'm bad with that sort of thing.\I'm counting on you, Tatsuo.\Tsukasa, please show me...\Or, if not, please make me understand that you're from a different world than mine... response:	The rights to the patent have been completely written over to the company...
context: Also, we should gather more funds to expand the factory, so I'd like to issue more stocks.\I'll leave it up to you.\Please do as you see fit.\I'm bad with that sort of thing.\I'm counting on you, Tatsuo.\Tsukasa, please show me...\Or, if not, please make me understand that you're from a different world than mine...\The rights to the patent have been completely written over to the company... response:	We just have to decide what day to make the move.
context: I'll leave it up to you.\Please do as you see fit.\I'm bad with that sort of thing.\I'm counting on you, Tatsuo.\Tsukasa, please show me...\Or, if not, please make me understand that you're from a different world than mine...\The rights to the patent have been completely written over to the company...\We just have to decide what day to make the move. response:	Well done, Mr. Negishi.
context: Please do as you see fit.\I'm bad with that sort of thing.\I'm counting on you, Tatsuo.\Tsukasa, please show me...\Or, if not, please make me understand that you're from a different world than mine...\The rights to the patent have been completely written over to the company...\We just have to decide what day to make the move.\Well done, Mr. Negishi. response:	It must have been difficult to betray your friend.
context: I'm bad with that sort of thing.\I'm counting on you, Tatsuo.\Tsukasa, please show me...\Or, if not, please make me understand that you're from a different world than mine...\The rights to the patent have been completely written over to the company...\We just have to decide what day to make the move.\Well done, Mr. Negishi.\It must have been difficult to betray your friend. response:	In return, I'll promise that you'll see compensation befitting your courage and anguish.
context: I'm counting on you, Tatsuo.\Tsukasa, please show me...\Or, if not, please make me understand that you're from a different world than mine...\The rights to the patent have been completely written over to the company...\We just have to decide what day to make the move.\Well done, Mr. Negishi.\It must have been difficult to betray your friend.\In return, I'll promise that you'll see compensation befitting your courage and anguish. response:	Please show me, Tsukasa...
context: Tsukasa, please show me...\Or, if not, please make me understand that you're from a different world than mine...\The rights to the patent have been completely written over to the company...\We just have to decide what day to make the move.\Well done, Mr. Negishi.\It must have been difficult to betray your friend.\In return, I'll promise that you'll see compensation befitting your courage and anguish.\Please show me, Tsukasa... response:	Whether nothing could make it fade...
context: Or, if not, please make me understand that you're from a different world than mine...\The rights to the patent have been completely written over to the company...\We just have to decide what day to make the move.\Well done, Mr. Negishi.\It must have been difficult to betray your friend.\In return, I'll promise that you'll see compensation befitting your courage and anguish.\Please show me, Tsukasa...\Whether nothing could make it fade... response:	What a dirty laboratory.
context: The rights to the patent have been completely written over to the company...\We just have to decide what day to make the move.\Well done, Mr. Negishi.\It must have been difficult to betray your friend.\In return, I'll promise that you'll see compensation befitting your courage and anguish.\Please show me, Tsukasa...\Whether nothing could make it fade...\What a dirty laboratory. response:	Call in a reform company.
context: We just have to decide what day to make the move.\Well done, Mr. Negishi.\It must have been difficult to betray your friend.\In return, I'll promise that you'll see compensation befitting your courage and anguish.\Please show me, Tsukasa...\Whether nothing could make it fade...\What a dirty laboratory.\Call in a reform company. response:	We should switch to a layout that will yield better productivity.
context: Well done, Mr. Negishi.\It must have been difficult to betray your friend.\In return, I'll promise that you'll see compensation befitting your courage and anguish.\Please show me, Tsukasa...\Whether nothing could make it fade...\What a dirty laboratory.\Call in a reform company.\We should switch to a layout that will yield better productivity. response:	Who are you?
context: It must have been difficult to betray your friend.\In return, I'll promise that you'll see compensation befitting your courage and anguish.\Please show me, Tsukasa...\Whether nothing could make it fade...\What a dirty laboratory.\Call in a reform company.\We should switch to a layout that will yield better productivity.\Who are you? response:	Dear me, dear me, Mr. Morita. I'm pleased to meet you.
context: In return, I'll promise that you'll see compensation befitting your courage and anguish.\Please show me, Tsukasa...\Whether nothing could make it fade...\What a dirty laboratory.\Call in a reform company.\We should switch to a layout that will yield better productivity.\Who are you?\Dear me, dear me, Mr. Morita. I'm pleased to meet you. response:	Although your business will now belong to Floyd Electric Corporation...
context: Please show me, Tsukasa...\Whether nothing could make it fade...\What a dirty laboratory.\Call in a reform company.\We should switch to a layout that will yield better productivity.\Who are you?\Dear me, dear me, Mr. Morita. I'm pleased to meet you.\Although your business will now belong to Floyd Electric Corporation... response:	Hey, Tatsuo. What's this guy talking about?
context: Whether nothing could make it fade...\What a dirty laboratory.\Call in a reform company.\We should switch to a layout that will yield better productivity.\Who are you?\Dear me, dear me, Mr. Morita. I'm pleased to meet you.\Although your business will now belong to Floyd Electric Corporation...\Hey, Tatsuo. What's this guy talking about? response:	I guess I shouldn't even ask.
context: What a dirty laboratory.\Call in a reform company.\We should switch to a layout that will yield better productivity.\Who are you?\Dear me, dear me, Mr. Morita. I'm pleased to meet you.\Although your business will now belong to Floyd Electric Corporation...\Hey, Tatsuo. What's this guy talking about?\I guess I shouldn't even ask. response:	The talk is probably a waste of time.
context: Call in a reform company.\We should switch to a layout that will yield better productivity.\Who are you?\Dear me, dear me, Mr. Morita. I'm pleased to meet you.\Although your business will now belong to Floyd Electric Corporation...\Hey, Tatsuo. What's this guy talking about?\I guess I shouldn't even ask.\The talk is probably a waste of time. response:	The conditions are rather favorable.
context: We should switch to a layout that will yield better productivity.\Who are you?\Dear me, dear me, Mr. Morita. I'm pleased to meet you.\Although your business will now belong to Floyd Electric Corporation...\Hey, Tatsuo. What's this guy talking about?\I guess I shouldn't even ask.\The talk is probably a waste of time.\The conditions are rather favorable. response:	Nothing will change about the workplace.
context: Who are you?\Dear me, dear me, Mr. Morita. I'm pleased to meet you.\Although your business will now belong to Floyd Electric Corporation...\Hey, Tatsuo. What's this guy talking about?\I guess I shouldn't even ask.\The talk is probably a waste of time.\The conditions are rather favorable.\Nothing will change about the workplace. response:	You'll be able to freely work on your research under a bigger source of funding.
context: Dear me, dear me, Mr. Morita. I'm pleased to meet you.\Although your business will now belong to Floyd Electric Corporation...\Hey, Tatsuo. What's this guy talking about?\I guess I shouldn't even ask.\The talk is probably a waste of time.\The conditions are rather favorable.\Nothing will change about the workplace.\You'll be able to freely work on your research under a bigger source of funding. response:	See? It's a waste of time.
context: Although your business will now belong to Floyd Electric Corporation...\Hey, Tatsuo. What's this guy talking about?\I guess I shouldn't even ask.\The talk is probably a waste of time.\The conditions are rather favorable.\Nothing will change about the workplace.\You'll be able to freely work on your research under a bigger source of funding.\See? It's a waste of time. response:	You really got me, Tatsuo. I've lost this one.
context: Hey, Tatsuo. What's this guy talking about?\I guess I shouldn't even ask.\The talk is probably a waste of time.\The conditions are rather favorable.\Nothing will change about the workplace.\You'll be able to freely work on your research under a bigger source of funding.\See? It's a waste of time.\You really got me, Tatsuo. I've lost this one. response:	I'm leaving this place.
context: I guess I shouldn't even ask.\The talk is probably a waste of time.\The conditions are rather favorable.\Nothing will change about the workplace.\You'll be able to freely work on your research under a bigger source of funding.\See? It's a waste of time.\You really got me, Tatsuo. I've lost this one.\I'm leaving this place. response:	I love money, but I hate being made to work with someone else's money.
context: The talk is probably a waste of time.\The conditions are rather favorable.\Nothing will change about the workplace.\You'll be able to freely work on your research under a bigger source of funding.\See? It's a waste of time.\You really got me, Tatsuo. I've lost this one.\I'm leaving this place.\I love money, but I hate being made to work with someone else's money. response:	Don't be hasty.
context: The conditions are rather favorable.\Nothing will change about the workplace.\You'll be able to freely work on your research under a bigger source of funding.\See? It's a waste of time.\You really got me, Tatsuo. I've lost this one.\I'm leaving this place.\I love money, but I hate being made to work with someone else's money.\Don't be hasty. response:	Please think about it.
context: Nothing will change about the workplace.\You'll be able to freely work on your research under a bigger source of funding.\See? It's a waste of time.\You really got me, Tatsuo. I've lost this one.\I'm leaving this place.\I love money, but I hate being made to work with someone else's money.\Don't be hasty.\Please think about it. response:	Everyone's pay will double...
context: You'll be able to freely work on your research under a bigger source of funding.\See? It's a waste of time.\You really got me, Tatsuo. I've lost this one.\I'm leaving this place.\I love money, but I hate being made to work with someone else's money.\Don't be hasty.\Please think about it.\Everyone's pay will double... response:	Tatsuo, that's enough.
context: See? It's a waste of time.\You really got me, Tatsuo. I've lost this one.\I'm leaving this place.\I love money, but I hate being made to work with someone else's money.\Don't be hasty.\Please think about it.\Everyone's pay will double...\Tatsuo, that's enough. response:	I want to punch your lights out, but I'll refrain for today.
context: You really got me, Tatsuo. I've lost this one.\I'm leaving this place.\I love money, but I hate being made to work with someone else's money.\Don't be hasty.\Please think about it.\Everyone's pay will double...\Tatsuo, that's enough.\I want to punch your lights out, but I'll refrain for today. response:	Take care of everyone.
