context: The Stardia materials shop we'd been planning is finally opening! response:	Upsy-daisy.
context: No skills allowed\M-Master did say not to push myself. It might be kinda pathetic, but...\I see. So the reason you became stronger\is because of the hidden dungeon and this Olivia person.\Yeah. I'm sorry I didn't tell you earlier. I didn't want to put you in danger.\So you want to save her since she helped you out.\I'd totally expect that from you.\Y-You think so? response:	You're careful when it concerns yourself,
context: M-Master did say not to push myself. It might be kinda pathetic, but...\I see. So the reason you became stronger\is because of the hidden dungeon and this Olivia person.\Yeah. I'm sorry I didn't tell you earlier. I didn't want to put you in danger.\So you want to save her since she helped you out.\I'd totally expect that from you.\Y-You think so?\You're careful when it concerns yourself, response:	but if it's someone else, you can get pretty reckless.
context: I see. So the reason you became stronger\is because of the hidden dungeon and this Olivia person.\Yeah. I'm sorry I didn't tell you earlier. I didn't want to put you in danger.\So you want to save her since she helped you out.\I'd totally expect that from you.\Y-You think so?\You're careful when it concerns yourself,\but if it's someone else, you can get pretty reckless. response:	But that's why you have me.
context: is because of the hidden dungeon and this Olivia person.\Yeah. I'm sorry I didn't tell you earlier. I didn't want to put you in danger.\So you want to save her since she helped you out.\I'd totally expect that from you.\Y-You think so?\You're careful when it concerns yourself,\but if it's someone else, you can get pretty reckless.\But that's why you have me. response:	Emma...
context: Yeah. I'm sorry I didn't tell you earlier. I didn't want to put you in danger.\So you want to save her since she helped you out.\I'd totally expect that from you.\Y-You think so?\You're careful when it concerns yourself,\but if it's someone else, you can get pretty reckless.\But that's why you have me.\Emma... response:	I'll follow you to the ends of the earth!
context: So you want to save her since she helped you out.\I'd totally expect that from you.\Y-You think so?\You're careful when it concerns yourself,\but if it's someone else, you can get pretty reckless.\But that's why you have me.\Emma...\I'll follow you to the ends of the earth! response:	We're the ultimate duo!
context: I'd totally expect that from you.\Y-You think so?\You're careful when it concerns yourself,\but if it's someone else, you can get pretty reckless.\But that's why you have me.\Emma...\I'll follow you to the ends of the earth!\We're the ultimate duo! response:	Yeah.
context: Y-You think so?\You're careful when it concerns yourself,\but if it's someone else, you can get pretty reckless.\But that's why you have me.\Emma...\I'll follow you to the ends of the earth!\We're the ultimate duo!\Yeah. response:	Thanks.
context: You're careful when it concerns yourself,\but if it's someone else, you can get pretty reckless.\But that's why you have me.\Emma...\I'll follow you to the ends of the earth!\We're the ultimate duo!\Yeah.\Thanks. response:	Hidden dungeon only I can enter!
context: but if it's someone else, you can get pretty reckless.\But that's why you have me.\Emma...\I'll follow you to the ends of the earth!\We're the ultimate duo!\Yeah.\Thanks.\Hidden dungeon only I can enter! response:	Let me train in secret to become the strongest in the world!
context: But that's why you have me.\Emma...\I'll follow you to the ends of the earth!\We're the ultimate duo!\Yeah.\Thanks.\Hidden dungeon only I can enter!\Let me train in secret to become the strongest in the world! response:	That password just sounds like you expressing your life motto.
context: Emma...\I'll follow you to the ends of the earth!\We're the ultimate duo!\Yeah.\Thanks.\Hidden dungeon only I can enter!\Let me train in secret to become the strongest in the world!\That password just sounds like you expressing your life motto. response:	It does almost sound like something I'd say.
context: I'll follow you to the ends of the earth!\We're the ultimate duo!\Yeah.\Thanks.\Hidden dungeon only I can enter!\Let me train in secret to become the strongest in the world!\That password just sounds like you expressing your life motto.\It does almost sound like something I'd say. response:	There's probably a monster in here.
context: We're the ultimate duo!\Yeah.\Thanks.\Hidden dungeon only I can enter!\Let me train in secret to become the strongest in the world!\That password just sounds like you expressing your life motto.\It does almost sound like something I'd say.\There's probably a monster in here. response:	Let's head in carefully.
context: Yeah.\Thanks.\Hidden dungeon only I can enter!\Let me train in secret to become the strongest in the world!\That password just sounds like you expressing your life motto.\It does almost sound like something I'd say.\There's probably a monster in here.\Let's head in carefully. response:	It's locked.
context: Thanks.\Hidden dungeon only I can enter!\Let me train in secret to become the strongest in the world!\That password just sounds like you expressing your life motto.\It does almost sound like something I'd say.\There's probably a monster in here.\Let's head in carefully.\It's locked. response:	S-Something's coming!
context: Hidden dungeon only I can enter!\Let me train in secret to become the strongest in the world!\That password just sounds like you expressing your life motto.\It does almost sound like something I'd say.\There's probably a monster in here.\Let's head in carefully.\It's locked.\S-Something's coming! response:	Foul giants! Throw down your weapons!
context: Let me train in secret to become the strongest in the world!\That password just sounds like you expressing your life motto.\It does almost sound like something I'd say.\There's probably a monster in here.\Let's head in carefully.\It's locked.\S-Something's coming!\Foul giants! Throw down your weapons! response:	L-Let's just see how this goes.
context: That password just sounds like you expressing your life motto.\It does almost sound like something I'd say.\There's probably a monster in here.\Let's head in carefully.\It's locked.\S-Something's coming!\Foul giants! Throw down your weapons!\L-Let's just see how this goes. response:	Got it.
context: It does almost sound like something I'd say.\There's probably a monster in here.\Let's head in carefully.\It's locked.\S-Something's coming!\Foul giants! Throw down your weapons!\L-Let's just see how this goes.\Got it. response:	We're starving! Give us food!
context: There's probably a monster in here.\Let's head in carefully.\It's locked.\S-Something's coming!\Foul giants! Throw down your weapons!\L-Let's just see how this goes.\Got it.\We're starving! Give us food! response:	O-Okay...
context: Let's head in carefully.\It's locked.\S-Something's coming!\Foul giants! Throw down your weapons!\L-Let's just see how this goes.\Got it.\We're starving! Give us food!\O-Okay... response:	Here.
context: It's locked.\S-Something's coming!\Foul giants! Throw down your weapons!\L-Let's just see how this goes.\Got it.\We're starving! Give us food!\O-Okay...\Here. response:	Whoa! What's that?!
context: S-Something's coming!\Foul giants! Throw down your weapons!\L-Let's just see how this goes.\Got it.\We're starving! Give us food!\O-Okay...\Here.\Whoa! What's that?! response:	This is my skill. I stored away some food in a different dimension.
context: Foul giants! Throw down your weapons!\L-Let's just see how this goes.\Got it.\We're starving! Give us food!\O-Okay...\Here.\Whoa! What's that?!\This is my skill. I stored away some food in a different dimension. response:	These are called cookies.
context: L-Let's just see how this goes.\Got it.\We're starving! Give us food!\O-Okay...\Here.\Whoa! What's that?!\This is my skill. I stored away some food in a different dimension.\These are called cookies. response:	I-It's so good!
context: Got it.\We're starving! Give us food!\O-Okay...\Here.\Whoa! What's that?!\This is my skill. I stored away some food in a different dimension.\These are called cookies.\I-It's so good! response:	What?
context: We're starving! Give us food!\O-Okay...\Here.\Whoa! What's that?!\This is my skill. I stored away some food in a different dimension.\These are called cookies.\I-It's so good!\What? response:	Give me a bite!
context: O-Okay...\Here.\Whoa! What's that?!\This is my skill. I stored away some food in a different dimension.\These are called cookies.\I-It's so good!\What?\Give me a bite! response:	Gimme!
context: Here.\Whoa! What's that?!\This is my skill. I stored away some food in a different dimension.\These are called cookies.\I-It's so good!\What?\Give me a bite!\Gimme! response:	It's good!
context: Whoa! What's that?!\This is my skill. I stored away some food in a different dimension.\These are called cookies.\I-It's so good!\What?\Give me a bite!\Gimme!\It's good! response:	It's good!
context: This is my skill. I stored away some food in a different dimension.\These are called cookies.\I-It's so good!\What?\Give me a bite!\Gimme!\It's good!\It's good! response:	Disgusting...
context: These are called cookies.\I-It's so good!\What?\Give me a bite!\Gimme!\It's good!\It's good!\Disgusting... response:	Woman, do something funny.
context: I-It's so good!\What?\Give me a bite!\Gimme!\It's good!\It's good!\Disgusting...\Woman, do something funny. response:	Wh-What's that supposed to mean?
context: What?\Give me a bite!\Gimme!\It's good!\It's good!\Disgusting...\Woman, do something funny.\Wh-What's that supposed to mean? response:	Oink like a pig.
context: Give me a bite!\Gimme!\It's good!\It's good!\Disgusting...\Woman, do something funny.\Wh-What's that supposed to mean?\Oink like a pig. response:	Hurry up and do it!
context: Gimme!\It's good!\It's good!\Disgusting...\Woman, do something funny.\Wh-What's that supposed to mean?\Oink like a pig.\Hurry up and do it! response:	Okay...
context: It's good!\It's good!\Disgusting...\Woman, do something funny.\Wh-What's that supposed to mean?\Oink like a pig.\Hurry up and do it!\Okay... response:	Oink, oink...
context: It's good!\Disgusting...\Woman, do something funny.\Wh-What's that supposed to mean?\Oink like a pig.\Hurry up and do it!\Okay...\Oink, oink... response:	Oink, oink...
context: Disgusting...\Woman, do something funny.\Wh-What's that supposed to mean?\Oink like a pig.\Hurry up and do it!\Okay...\Oink, oink...\Oink, oink... response:	Oink, oink, oink...
context: Woman, do something funny.\Wh-What's that supposed to mean?\Oink like a pig.\Hurry up and do it!\Okay...\Oink, oink...\Oink, oink...\Oink, oink, oink... response:	That's not funny at all.
context: Wh-What's that supposed to mean?\Oink like a pig.\Hurry up and do it!\Okay...\Oink, oink...\Oink, oink...\Oink, oink, oink...\That's not funny at all. response:	Why are you even alive?
context: Oink like a pig.\Hurry up and do it!\Okay...\Oink, oink...\Oink, oink...\Oink, oink, oink...\That's not funny at all.\Why are you even alive? response:	Hey! Give us more!
context: Hurry up and do it!\Okay...\Oink, oink...\Oink, oink...\Oink, oink, oink...\That's not funny at all.\Why are you even alive?\Hey! Give us more! response:	Yeah, sure. One sec.
context: Okay...\Oink, oink...\Oink, oink...\Oink, oink, oink...\That's not funny at all.\Why are you even alive?\Hey! Give us more!\Yeah, sure. One sec. response:	My stomach!
context: Oink, oink...\Oink, oink...\Oink, oink, oink...\That's not funny at all.\Why are you even alive?\Hey! Give us more!\Yeah, sure. One sec.\My stomach! response:	Noir, what did you do?
context: Oink, oink...\Oink, oink, oink...\That's not funny at all.\Why are you even alive?\Hey! Give us more!\Yeah, sure. One sec.\My stomach!\Noir, what did you do? response:	I Got Creative, made the Poison skill, and Bestowed it to them.
context: Oink, oink, oink...\That's not funny at all.\Why are you even alive?\Hey! Give us more!\Yeah, sure. One sec.\My stomach!\Noir, what did you do?\I Got Creative, made the Poison skill, and Bestowed it to them. response:	Another result of the skills Master gave me.
context: That's not funny at all.\Why are you even alive?\Hey! Give us more!\Yeah, sure. One sec.\My stomach!\Noir, what did you do?\I Got Creative, made the Poison skill, and Bestowed it to them.\Another result of the skills Master gave me. response:	I see. That's great!
context: Why are you even alive?\Hey! Give us more!\Yeah, sure. One sec.\My stomach!\Noir, what did you do?\I Got Creative, made the Poison skill, and Bestowed it to them.\Another result of the skills Master gave me.\I see. That's great! response:	You sure had a blast mocking me earlier.
context: Hey! Give us more!\Yeah, sure. One sec.\My stomach!\Noir, what did you do?\I Got Creative, made the Poison skill, and Bestowed it to them.\Another result of the skills Master gave me.\I see. That's great!\You sure had a blast mocking me earlier. response:	O-Oink!
context: Yeah, sure. One sec.\My stomach!\Noir, what did you do?\I Got Creative, made the Poison skill, and Bestowed it to them.\Another result of the skills Master gave me.\I see. That's great!\You sure had a blast mocking me earlier.\O-Oink! response:	The next floor is the 15th, right?
context: My stomach!\Noir, what did you do?\I Got Creative, made the Poison skill, and Bestowed it to them.\Another result of the skills Master gave me.\I see. That's great!\You sure had a blast mocking me earlier.\O-Oink!\The next floor is the 15th, right? response:	Yeah.
context: Noir, what did you do?\I Got Creative, made the Poison skill, and Bestowed it to them.\Another result of the skills Master gave me.\I see. That's great!\You sure had a blast mocking me earlier.\O-Oink!\The next floor is the 15th, right?\Yeah. response:	There should be a hint there on how to save Master.
context: I Got Creative, made the Poison skill, and Bestowed it to them.\Another result of the skills Master gave me.\I see. That's great!\You sure had a blast mocking me earlier.\O-Oink!\The next floor is the 15th, right?\Yeah.\There should be a hint there on how to save Master. response:	Wait, is this...
context: Another result of the skills Master gave me.\I see. That's great!\You sure had a blast mocking me earlier.\O-Oink!\The next floor is the 15th, right?\Yeah.\There should be a hint there on how to save Master.\Wait, is this... response:	Master?!
context: I see. That's great!\You sure had a blast mocking me earlier.\O-Oink!\The next floor is the 15th, right?\Yeah.\There should be a hint there on how to save Master.\Wait, is this...\Master?! response:	Master?
context: You sure had a blast mocking me earlier.\O-Oink!\The next floor is the 15th, right?\Yeah.\There should be a hint there on how to save Master.\Wait, is this...\Master?!\Master? response:	The Hidden Dungeon Only I Can Enter.
context: O-Oink!\The next floor is the 15th, right?\Yeah.\There should be a hint there on how to save Master.\Wait, is this...\Master?!\Master?\The Hidden Dungeon Only I Can Enter. response:	S-So this is Olivia?
context: The next floor is the 15th, right?\Yeah.\There should be a hint there on how to save Master.\Wait, is this...\Master?!\Master?\The Hidden Dungeon Only I Can Enter.\S-So this is Olivia? response:	I-I'm not sure.
context: Yeah.\There should be a hint there on how to save Master.\Wait, is this...\Master?!\Master?\The Hidden Dungeon Only I Can Enter.\S-So this is Olivia?\I-I'm not sure. response:	I mean, it looks just like her.
context: There should be a hint there on how to save Master.\Wait, is this...\Master?!\Master?\The Hidden Dungeon Only I Can Enter.\S-So this is Olivia?\I-I'm not sure.\I mean, it looks just like her. response:	Master! Can you hear me?
context: Wait, is this...\Master?!\Master?\The Hidden Dungeon Only I Can Enter.\S-So this is Olivia?\I-I'm not sure.\I mean, it looks just like her.\Master! Can you hear me? response:	We can usually talk using telepathy...
context: Master?!\Master?\The Hidden Dungeon Only I Can Enter.\S-So this is Olivia?\I-I'm not sure.\I mean, it looks just like her.\Master! Can you hear me?\We can usually talk using telepathy... response:	Death Chains: Olivia Clone Lv. 420
context: Master?\The Hidden Dungeon Only I Can Enter.\S-So this is Olivia?\I-I'm not sure.\I mean, it looks just like her.\Master! Can you hear me?\We can usually talk using telepathy...\Death Chains: Olivia Clone Lv. 420 response:	Skills Skills Skills
context: The Hidden Dungeon Only I Can Enter.\S-So this is Olivia?\I-I'm not sure.\I mean, it looks just like her.\Master! Can you hear me?\We can usually talk using telepathy...\Death Chains: Olivia Clone Lv. 420\Skills Skills Skills response:	These are the real Death Chains?!
context: S-So this is Olivia?\I-I'm not sure.\I mean, it looks just like her.\Master! Can you hear me?\We can usually talk using telepathy...\Death Chains: Olivia Clone Lv. 420\Skills Skills Skills\These are the real Death Chains?! response:	Wait, so this isn't her?
context: I-I'm not sure.\I mean, it looks just like her.\Master! Can you hear me?\We can usually talk using telepathy...\Death Chains: Olivia Clone Lv. 420\Skills Skills Skills\These are the real Death Chains?!\Wait, so this isn't her? response:	Apparently, it sent information from level 2 and created a copy of Master.
context: I mean, it looks just like her.\Master! Can you hear me?\We can usually talk using telepathy...\Death Chains: Olivia Clone Lv. 420\Skills Skills Skills\These are the real Death Chains?!\Wait, so this isn't her?\Apparently, it sent information from level 2 and created a copy of Master. response:	Free her without killing her and a path will appear
context: Master! Can you hear me?\We can usually talk using telepathy...\Death Chains: Olivia Clone Lv. 420\Skills Skills Skills\These are the real Death Chains?!\Wait, so this isn't her?\Apparently, it sent information from level 2 and created a copy of Master.\Free her without killing her and a path will appear response:	It looks like our only choice is to free her.
context: We can usually talk using telepathy...\Death Chains: Olivia Clone Lv. 420\Skills Skills Skills\These are the real Death Chains?!\Wait, so this isn't her?\Apparently, it sent information from level 2 and created a copy of Master.\Free her without killing her and a path will appear\It looks like our only choice is to free her. response:	Leave this to me.
context: Death Chains: Olivia Clone Lv. 420\Skills Skills Skills\These are the real Death Chains?!\Wait, so this isn't her?\Apparently, it sent information from level 2 and created a copy of Master.\Free her without killing her and a path will appear\It looks like our only choice is to free her.\Leave this to me. response:	Wind Strike!
context: Skills Skills Skills\These are the real Death Chains?!\Wait, so this isn't her?\Apparently, it sent information from level 2 and created a copy of Master.\Free her without killing her and a path will appear\It looks like our only choice is to free her.\Leave this to me.\Wind Strike! response:	Hey, hey!
context: These are the real Death Chains?!\Wait, so this isn't her?\Apparently, it sent information from level 2 and created a copy of Master.\Free her without killing her and a path will appear\It looks like our only choice is to free her.\Leave this to me.\Wind Strike!\Hey, hey! response:	Are you the ones who freed me?
context: Wait, so this isn't her?\Apparently, it sent information from level 2 and created a copy of Master.\Free her without killing her and a path will appear\It looks like our only choice is to free her.\Leave this to me.\Wind Strike!\Hey, hey!\Are you the ones who freed me? response:	Thanks! I couldn't move on my own.
context: Apparently, it sent information from level 2 and created a copy of Master.\Free her without killing her and a path will appear\It looks like our only choice is to free her.\Leave this to me.\Wind Strike!\Hey, hey!\Are you the ones who freed me?\Thanks! I couldn't move on my own. response:	Stop acting like Master!
context: Free her without killing her and a path will appear\It looks like our only choice is to free her.\Leave this to me.\Wind Strike!\Hey, hey!\Are you the ones who freed me?\Thanks! I couldn't move on my own.\Stop acting like Master! response:	Huh? What are you talking about?
context: It looks like our only choice is to free her.\Leave this to me.\Wind Strike!\Hey, hey!\Are you the ones who freed me?\Thanks! I couldn't move on my own.\Stop acting like Master!\Huh? What are you talking about? response:	I know you're the Death Chains!
context: Leave this to me.\Wind Strike!\Hey, hey!\Are you the ones who freed me?\Thanks! I couldn't move on my own.\Stop acting like Master!\Huh? What are you talking about?\I know you're the Death Chains! response:	Aw, I guess you figured it out. I'm totally shocked.
context: Wind Strike!\Hey, hey!\Are you the ones who freed me?\Thanks! I couldn't move on my own.\Stop acting like Master!\Huh? What are you talking about?\I know you're the Death Chains!\Aw, I guess you figured it out. I'm totally shocked. response:	If I defeat you, Master will be freed. Right?
context: Hey, hey!\Are you the ones who freed me?\Thanks! I couldn't move on my own.\Stop acting like Master!\Huh? What are you talking about?\I know you're the Death Chains!\Aw, I guess you figured it out. I'm totally shocked.\If I defeat you, Master will be freed. Right? response:	Who knows?
context: Are you the ones who freed me?\Thanks! I couldn't move on my own.\Stop acting like Master!\Huh? What are you talking about?\I know you're the Death Chains!\Aw, I guess you figured it out. I'm totally shocked.\If I defeat you, Master will be freed. Right?\Who knows? response:	But you know...
context: Thanks! I couldn't move on my own.\Stop acting like Master!\Huh? What are you talking about?\I know you're the Death Chains!\Aw, I guess you figured it out. I'm totally shocked.\If I defeat you, Master will be freed. Right?\Who knows?\But you know... response:	I wanted to see how powerful I was, too.
context: Stop acting like Master!\Huh? What are you talking about?\I know you're the Death Chains!\Aw, I guess you figured it out. I'm totally shocked.\If I defeat you, Master will be freed. Right?\Who knows?\But you know...\I wanted to see how powerful I was, too. response:	Noir!
context: Huh? What are you talking about?\I know you're the Death Chains!\Aw, I guess you figured it out. I'm totally shocked.\If I defeat you, Master will be freed. Right?\Who knows?\But you know...\I wanted to see how powerful I was, too.\Noir! response:	If this recreation isn't complete, we have a chance.
context: I know you're the Death Chains!\Aw, I guess you figured it out. I'm totally shocked.\If I defeat you, Master will be freed. Right?\Who knows?\But you know...\I wanted to see how powerful I was, too.\Noir!\If this recreation isn't complete, we have a chance. response:	Stone Bullet 40!
context: Aw, I guess you figured it out. I'm totally shocked.\If I defeat you, Master will be freed. Right?\Who knows?\But you know...\I wanted to see how powerful I was, too.\Noir!\If this recreation isn't complete, we have a chance.\Stone Bullet 40! response:	She's so strong!
context: If I defeat you, Master will be freed. Right?\Who knows?\But you know...\I wanted to see how powerful I was, too.\Noir!\If this recreation isn't complete, we have a chance.\Stone Bullet 40!\She's so strong! response:	I guess it's my turn now.
context: Who knows?\But you know...\I wanted to see how powerful I was, too.\Noir!\If this recreation isn't complete, we have a chance.\Stone Bullet 40!\She's so strong!\I guess it's my turn now. response:	It's so hot!
context: But you know...\I wanted to see how powerful I was, too.\Noir!\If this recreation isn't complete, we have a chance.\Stone Bullet 40!\She's so strong!\I guess it's my turn now.\It's so hot! response:	That's Fire Dragon Strike! Be careful!
context: I wanted to see how powerful I was, too.\Noir!\If this recreation isn't complete, we have a chance.\Stone Bullet 40!\She's so strong!\I guess it's my turn now.\It's so hot!\That's Fire Dragon Strike! Be careful! response:	Take that!
context: Noir!\If this recreation isn't complete, we have a chance.\Stone Bullet 40!\She's so strong!\I guess it's my turn now.\It's so hot!\That's Fire Dragon Strike! Be careful!\Take that! response:	I-It's so persistent!
context: If this recreation isn't complete, we have a chance.\Stone Bullet 40!\She's so strong!\I guess it's my turn now.\It's so hot!\That's Fire Dragon Strike! Be careful!\Take that!\I-It's so persistent! response:	I'm guessing you're about a Grade B on Dual-Wielded Daggers.
context: Stone Bullet 40!\She's so strong!\I guess it's my turn now.\It's so hot!\That's Fire Dragon Strike! Be careful!\Take that!\I-It's so persistent!\I'm guessing you're about a Grade B on Dual-Wielded Daggers. response:	Not that you'll even be able to scratch me with those.
context: She's so strong!\I guess it's my turn now.\It's so hot!\That's Fire Dragon Strike! Be careful!\Take that!\I-It's so persistent!\I'm guessing you're about a Grade B on Dual-Wielded Daggers.\Not that you'll even be able to scratch me with those. response:	Emma!
context: I guess it's my turn now.\It's so hot!\That's Fire Dragon Strike! Be careful!\Take that!\I-It's so persistent!\I'm guessing you're about a Grade B on Dual-Wielded Daggers.\Not that you'll even be able to scratch me with those.\Emma! response:	Are you okay?!
context: It's so hot!\That's Fire Dragon Strike! Be careful!\Take that!\I-It's so persistent!\I'm guessing you're about a Grade B on Dual-Wielded Daggers.\Not that you'll even be able to scratch me with those.\Emma!\Are you okay?! response:	I think so.
context: That's Fire Dragon Strike! Be careful!\Take that!\I-It's so persistent!\I'm guessing you're about a Grade B on Dual-Wielded Daggers.\Not that you'll even be able to scratch me with those.\Emma!\Are you okay?!\I think so. response:	Okay, get a room, you two.
context: Take that!\I-It's so persistent!\I'm guessing you're about a Grade B on Dual-Wielded Daggers.\Not that you'll even be able to scratch me with those.\Emma!\Are you okay?!\I think so.\Okay, get a room, you two. response:	You're pissing me off.
context: I-It's so persistent!\I'm guessing you're about a Grade B on Dual-Wielded Daggers.\Not that you'll even be able to scratch me with those.\Emma!\Are you okay?!\I think so.\Okay, get a room, you two.\You're pissing me off. response:	O-Oh, no!
context: I'm guessing you're about a Grade B on Dual-Wielded Daggers.\Not that you'll even be able to scratch me with those.\Emma!\Are you okay?!\I think so.\Okay, get a room, you two.\You're pissing me off.\O-Oh, no! response:	Aw, they ran away.
context: Not that you'll even be able to scratch me with those.\Emma!\Are you okay?!\I think so.\Okay, get a room, you two.\You're pissing me off.\O-Oh, no!\Aw, they ran away. response:	That's no fun.
context: Emma!\Are you okay?!\I think so.\Okay, get a room, you two.\You're pissing me off.\O-Oh, no!\Aw, they ran away.\That's no fun. response:	Emma, are you okay?
context: Are you okay?!\I think so.\Okay, get a room, you two.\You're pissing me off.\O-Oh, no!\Aw, they ran away.\That's no fun.\Emma, are you okay? response:	I-I'm fine.
context: I think so.\Okay, get a room, you two.\You're pissing me off.\O-Oh, no!\Aw, they ran away.\That's no fun.\Emma, are you okay?\I-I'm fine. response:	Hey, what the hell?!
context: Okay, get a room, you two.\You're pissing me off.\O-Oh, no!\Aw, they ran away.\That's no fun.\Emma, are you okay?\I-I'm fine.\Hey, what the hell?! response:	You just show up outta nowhere ready to make out?
context: You're pissing me off.\O-Oh, no!\Aw, they ran away.\That's no fun.\Emma, are you okay?\I-I'm fine.\Hey, what the hell?!\You just show up outta nowhere ready to make out? response:	Master!
context: O-Oh, no!\Aw, they ran away.\That's no fun.\Emma, are you okay?\I-I'm fine.\Hey, what the hell?!\You just show up outta nowhere ready to make out?\Master! response:	Noir, who's that girl? How could you, when you have me?
context: Aw, they ran away.\That's no fun.\Emma, are you okay?\I-I'm fine.\Hey, what the hell?!\You just show up outta nowhere ready to make out?\Master!\Noir, who's that girl? How could you, when you have me? response:	Emma, this one is the real Master!
context: That's no fun.\Emma, are you okay?\I-I'm fine.\Hey, what the hell?!\You just show up outta nowhere ready to make out?\Master!\Noir, who's that girl? How could you, when you have me?\Emma, this one is the real Master! response:	O-Oh, I see.
context: Emma, are you okay?\I-I'm fine.\Hey, what the hell?!\You just show up outta nowhere ready to make out?\Master!\Noir, who's that girl? How could you, when you have me?\Emma, this one is the real Master!\O-Oh, I see. response:	They really do look alike.
context: I-I'm fine.\Hey, what the hell?!\You just show up outta nowhere ready to make out?\Master!\Noir, who's that girl? How could you, when you have me?\Emma, this one is the real Master!\O-Oh, I see.\They really do look alike. response:	Master, this is my precious childhood friend that I mentioned before.
context: Hey, what the hell?!\You just show up outta nowhere ready to make out?\Master!\Noir, who's that girl? How could you, when you have me?\Emma, this one is the real Master!\O-Oh, I see.\They really do look alike.\Master, this is my precious childhood friend that I mentioned before. response:	See, we were just on the 15th floor...
context: You just show up outta nowhere ready to make out?\Master!\Noir, who's that girl? How could you, when you have me?\Emma, this one is the real Master!\O-Oh, I see.\They really do look alike.\Master, this is my precious childhood friend that I mentioned before.\See, we were just on the 15th floor... response:	I see. So the Death Chains made a copy of me.
context: Master!\Noir, who's that girl? How could you, when you have me?\Emma, this one is the real Master!\O-Oh, I see.\They really do look alike.\Master, this is my precious childhood friend that I mentioned before.\See, we were just on the 15th floor...\I see. So the Death Chains made a copy of me. response:	Yes. She was incredibly powerful.
context: Noir, who's that girl? How could you, when you have me?\Emma, this one is the real Master!\O-Oh, I see.\They really do look alike.\Master, this is my precious childhood friend that I mentioned before.\See, we were just on the 15th floor...\I see. So the Death Chains made a copy of me.\Yes. She was incredibly powerful. response:	Olivia, this may be rude to ask you,
context: Emma, this one is the real Master!\O-Oh, I see.\They really do look alike.\Master, this is my precious childhood friend that I mentioned before.\See, we were just on the 15th floor...\I see. So the Death Chains made a copy of me.\Yes. She was incredibly powerful.\Olivia, this may be rude to ask you, response:	but do you have any weaknesses?
context: O-Oh, I see.\They really do look alike.\Master, this is my precious childhood friend that I mentioned before.\See, we were just on the 15th floor...\I see. So the Death Chains made a copy of me.\Yes. She was incredibly powerful.\Olivia, this may be rude to ask you,\but do you have any weaknesses? response:	I figure if the fake is a copy of you, her weaknesses are likely the same.
context: They really do look alike.\Master, this is my precious childhood friend that I mentioned before.\See, we were just on the 15th floor...\I see. So the Death Chains made a copy of me.\Yes. She was incredibly powerful.\Olivia, this may be rude to ask you,\but do you have any weaknesses?\I figure if the fake is a copy of you, her weaknesses are likely the same. response:	Emma, was it?
context: Master, this is my precious childhood friend that I mentioned before.\See, we were just on the 15th floor...\I see. So the Death Chains made a copy of me.\Yes. She was incredibly powerful.\Olivia, this may be rude to ask you,\but do you have any weaknesses?\I figure if the fake is a copy of you, her weaknesses are likely the same.\Emma, was it? response:	What's your bra size?
context: See, we were just on the 15th floor...\I see. So the Death Chains made a copy of me.\Yes. She was incredibly powerful.\Olivia, this may be rude to ask you,\but do you have any weaknesses?\I figure if the fake is a copy of you, her weaknesses are likely the same.\Emma, was it?\What's your bra size? response:	Huh?
context: I see. So the Death Chains made a copy of me.\Yes. She was incredibly powerful.\Olivia, this may be rude to ask you,\but do you have any weaknesses?\I figure if the fake is a copy of you, her weaknesses are likely the same.\Emma, was it?\What's your bra size?\Huh? response:	Yours are bigger than mine, huh?
context: Yes. She was incredibly powerful.\Olivia, this may be rude to ask you,\but do you have any weaknesses?\I figure if the fake is a copy of you, her weaknesses are likely the same.\Emma, was it?\What's your bra size?\Huh?\Yours are bigger than mine, huh? response:	So I won't tell you!
context: Olivia, this may be rude to ask you,\but do you have any weaknesses?\I figure if the fake is a copy of you, her weaknesses are likely the same.\Emma, was it?\What's your bra size?\Huh?\Yours are bigger than mine, huh?\So I won't tell you! response:	Sh-She's really your master?
context: but do you have any weaknesses?\I figure if the fake is a copy of you, her weaknesses are likely the same.\Emma, was it?\What's your bra size?\Huh?\Yours are bigger than mine, huh?\So I won't tell you!\Sh-She's really your master? response:	Master, could you just tell us?
context: I figure if the fake is a copy of you, her weaknesses are likely the same.\Emma, was it?\What's your bra size?\Huh?\Yours are bigger than mine, huh?\So I won't tell you!\Sh-She's really your master?\Master, could you just tell us? response:	But I don't wanna...
context: Emma, was it?\What's your bra size?\Huh?\Yours are bigger than mine, huh?\So I won't tell you!\Sh-She's really your master?\Master, could you just tell us?\But I don't wanna... response:	I'm sure even you must have faced difficulties in some of your battles.
context: What's your bra size?\Huh?\Yours are bigger than mine, huh?\So I won't tell you!\Sh-She's really your master?\Master, could you just tell us?\But I don't wanna...\I'm sure even you must have faced difficulties in some of your battles. response:	Maybe, maybe not. I think there were.
context: Huh?\Yours are bigger than mine, huh?\So I won't tell you!\Sh-She's really your master?\Master, could you just tell us?\But I don't wanna...\I'm sure even you must have faced difficulties in some of your battles.\Maybe, maybe not. I think there were. response:	And I think it was when I was fighting in your town, Noir.
