context: Why are you still alive? response:	Are you trying to atone?
context: my little sister takes center stage in an adorable costume, straddling the microphone stand!\C-Can I put everyone in glasses?\I won't argue over such petty details.\It's beautiful.\Isn't it?\Hey, you two perverts.\Where is Kuriyama-san?\Huh? Oh, I dunno. response:	Today's Udon Day, so she's probably...
context: C-Can I put everyone in glasses?\I won't argue over such petty details.\It's beautiful.\Isn't it?\Hey, you two perverts.\Where is Kuriyama-san?\Huh? Oh, I dunno.\Today's Udon Day, so she's probably... response:	Udon Day?
context: I won't argue over such petty details.\It's beautiful.\Isn't it?\Hey, you two perverts.\Where is Kuriyama-san?\Huh? Oh, I dunno.\Today's Udon Day, so she's probably...\Udon Day? response:	It's a monthly event held by Hachibei, the udon shop.
context: It's beautiful.\Isn't it?\Hey, you two perverts.\Where is Kuriyama-san?\Huh? Oh, I dunno.\Today's Udon Day, so she's probably...\Udon Day?\It's a monthly event held by Hachibei, the udon shop. response:	Kama-age Udon Noodle Festival
context: Isn't it?\Hey, you two perverts.\Where is Kuriyama-san?\Huh? Oh, I dunno.\Today's Udon Day, so she's probably...\Udon Day?\It's a monthly event held by Hachibei, the udon shop.\Kama-age Udon Noodle Festival response:	Kama-age Udon Noodle Festival
context: Hey, you two perverts.\Where is Kuriyama-san?\Huh? Oh, I dunno.\Today's Udon Day, so she's probably...\Udon Day?\It's a monthly event held by Hachibei, the udon shop.\Kama-age Udon Noodle Festival\Kama-age Udon Noodle Festival response:	Yen
context: Where is Kuriyama-san?\Huh? Oh, I dunno.\Today's Udon Day, so she's probably...\Udon Day?\It's a monthly event held by Hachibei, the udon shop.\Kama-age Udon Noodle Festival\Kama-age Udon Noodle Festival\Yen response:	For 150 yen, you can eat as much kama-age udon as you want!
context: Huh? Oh, I dunno.\Today's Udon Day, so she's probably...\Udon Day?\It's a monthly event held by Hachibei, the udon shop.\Kama-age Udon Noodle Festival\Kama-age Udon Noodle Festival\Yen\For 150 yen, you can eat as much kama-age udon as you want! response:	Anyway, it's about time we did something about those bonsai trees.
context: Today's Udon Day, so she's probably...\Udon Day?\It's a monthly event held by Hachibei, the udon shop.\Kama-age Udon Noodle Festival\Kama-age Udon Noodle Festival\Yen\For 150 yen, you can eat as much kama-age udon as you want!\Anyway, it's about time we did something about those bonsai trees. response:	She brought in a whole bunch of them.
context: Udon Day?\It's a monthly event held by Hachibei, the udon shop.\Kama-age Udon Noodle Festival\Kama-age Udon Noodle Festival\Yen\For 150 yen, you can eat as much kama-age udon as you want!\Anyway, it's about time we did something about those bonsai trees.\She brought in a whole bunch of them. response:	It's good!
context: It's a monthly event held by Hachibei, the udon shop.\Kama-age Udon Noodle Festival\Kama-age Udon Noodle Festival\Yen\For 150 yen, you can eat as much kama-age udon as you want!\Anyway, it's about time we did something about those bonsai trees.\She brought in a whole bunch of them.\It's good! response:	Hey!
context: Kama-age Udon Noodle Festival\Kama-age Udon Noodle Festival\Yen\For 150 yen, you can eat as much kama-age udon as you want!\Anyway, it's about time we did something about those bonsai trees.\She brought in a whole bunch of them.\It's good!\Hey! response:	You lousy kids! Go play baseball somewhere else!
context: Kama-age Udon Noodle Festival\Yen\For 150 yen, you can eat as much kama-age udon as you want!\Anyway, it's about time we did something about those bonsai trees.\She brought in a whole bunch of them.\It's good!\Hey!\You lousy kids! Go play baseball somewhere else! response:	It's her! Let's scram!
context: Yen\For 150 yen, you can eat as much kama-age udon as you want!\Anyway, it's about time we did something about those bonsai trees.\She brought in a whole bunch of them.\It's good!\Hey!\You lousy kids! Go play baseball somewhere else!\It's her! Let's scram! response:	She sounds like a grumpy old man.
context: For 150 yen, you can eat as much kama-age udon as you want!\Anyway, it's about time we did something about those bonsai trees.\She brought in a whole bunch of them.\It's good!\Hey!\You lousy kids! Go play baseball somewhere else!\It's her! Let's scram!\She sounds like a grumpy old man. response:	Outbreak on the Surface of the Mirror
context: Anyway, it's about time we did something about those bonsai trees.\She brought in a whole bunch of them.\It's good!\Hey!\You lousy kids! Go play baseball somewhere else!\It's her! Let's scram!\She sounds like a grumpy old man.\Outbreak on the Surface of the Mirror response:	In regard to this incident, my...
context: She brought in a whole bunch of them.\It's good!\Hey!\You lousy kids! Go play baseball somewhere else!\It's her! Let's scram!\She sounds like a grumpy old man.\Outbreak on the Surface of the Mirror\In regard to this incident, my... response:	How unpleasant!
context: It's good!\Hey!\You lousy kids! Go play baseball somewhere else!\It's her! Let's scram!\She sounds like a grumpy old man.\Outbreak on the Surface of the Mirror\In regard to this incident, my...\How unpleasant! response:	That branch was the counterweight!
context: Hey!\You lousy kids! Go play baseball somewhere else!\It's her! Let's scram!\She sounds like a grumpy old man.\Outbreak on the Surface of the Mirror\In regard to this incident, my...\How unpleasant!\That branch was the counterweight! response:	Need any help?
context: You lousy kids! Go play baseball somewhere else!\It's her! Let's scram!\She sounds like a grumpy old man.\Outbreak on the Surface of the Mirror\In regard to this incident, my...\How unpleasant!\That branch was the counterweight!\Need any help? response:	I'm fine
context: It's her! Let's scram!\She sounds like a grumpy old man.\Outbreak on the Surface of the Mirror\In regard to this incident, my...\How unpleasant!\That branch was the counterweight!\Need any help?\I'm fine response:	See what I mean? Udon.
context: She sounds like a grumpy old man.\Outbreak on the Surface of the Mirror\In regard to this incident, my...\How unpleasant!\That branch was the counterweight!\Need any help?\I'm fine\See what I mean? Udon. response:	Yeah, I see it.
context: Outbreak on the Surface of the Mirror\In regard to this incident, my...\How unpleasant!\That branch was the counterweight!\Need any help?\I'm fine\See what I mean? Udon.\Yeah, I see it. response:	Y-You're so unpleasant!
context: In regard to this incident, my...\How unpleasant!\That branch was the counterweight!\Need any help?\I'm fine\See what I mean? Udon.\Yeah, I see it.\Y-You're so unpleasant! response:	As if you have the right to say that now.
context: How unpleasant!\That branch was the counterweight!\Need any help?\I'm fine\See what I mean? Udon.\Yeah, I see it.\Y-You're so unpleasant!\As if you have the right to say that now. response:	This place hasn't changed a bit!
context: That branch was the counterweight!\Need any help?\I'm fine\See what I mean? Udon.\Yeah, I see it.\Y-You're so unpleasant!\As if you have the right to say that now.\This place hasn't changed a bit! response:	Nino-san, you normally don't come by here.
context: Need any help?\I'm fine\See what I mean? Udon.\Yeah, I see it.\Y-You're so unpleasant!\As if you have the right to say that now.\This place hasn't changed a bit!\Nino-san, you normally don't come by here. response:	What's up? Is something wrong?
context: I'm fine\See what I mean? Udon.\Yeah, I see it.\Y-You're so unpleasant!\As if you have the right to say that now.\This place hasn't changed a bit!\Nino-san, you normally don't come by here.\What's up? Is something wrong? response:	Akkey, you're lacking in the delicacy department.
context: See what I mean? Udon.\Yeah, I see it.\Y-You're so unpleasant!\As if you have the right to say that now.\This place hasn't changed a bit!\Nino-san, you normally don't come by here.\What's up? Is something wrong?\Akkey, you're lacking in the delicacy department. response:	Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?
context: Yeah, I see it.\Y-You're so unpleasant!\As if you have the right to say that now.\This place hasn't changed a bit!\Nino-san, you normally don't come by here.\What's up? Is something wrong?\Akkey, you're lacking in the delicacy department.\Haven't you noticed that Nino-san only drops by when she needs to rant about some guy? response:	Oh, really?
context: Y-You're so unpleasant!\As if you have the right to say that now.\This place hasn't changed a bit!\Nino-san, you normally don't come by here.\What's up? Is something wrong?\Akkey, you're lacking in the delicacy department.\Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?\Oh, really? response:	That's not why I'm here!
context: As if you have the right to say that now.\This place hasn't changed a bit!\Nino-san, you normally don't come by here.\What's up? Is something wrong?\Akkey, you're lacking in the delicacy department.\Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?\Oh, really?\That's not why I'm here! response:	It's not?!
context: This place hasn't changed a bit!\Nino-san, you normally don't come by here.\What's up? Is something wrong?\Akkey, you're lacking in the delicacy department.\Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?\Oh, really?\That's not why I'm here!\It's not?! response:	You two are better friends than I would have guessed.
context: Nino-san, you normally don't come by here.\What's up? Is something wrong?\Akkey, you're lacking in the delicacy department.\Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?\Oh, really?\That's not why I'm here!\It's not?!\You two are better friends than I would have guessed. response:	I see. You're sure that this is the girl who tried to kill you?
context: What's up? Is something wrong?\Akkey, you're lacking in the delicacy department.\Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?\Oh, really?\That's not why I'm here!\It's not?!\You two are better friends than I would have guessed.\I see. You're sure that this is the girl who tried to kill you? response:	Yes.
context: Akkey, you're lacking in the delicacy department.\Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?\Oh, really?\That's not why I'm here!\It's not?!\You two are better friends than I would have guessed.\I see. You're sure that this is the girl who tried to kill you?\Yes. response:	I didn't think it was actually her,
context: Haven't you noticed that Nino-san only drops by when she needs to rant about some guy?\Oh, really?\That's not why I'm here!\It's not?!\You two are better friends than I would have guessed.\I see. You're sure that this is the girl who tried to kill you?\Yes.\I didn't think it was actually her, response:	but I figured I'd should make sure since you mentioned her before.
context: Oh, really?\That's not why I'm here!\It's not?!\You two are better friends than I would have guessed.\I see. You're sure that this is the girl who tried to kill you?\Yes.\I didn't think it was actually her,\but I figured I'd should make sure since you mentioned her before. response:	So she's an Exterminator from the Inami family?
context: That's not why I'm here!\It's not?!\You two are better friends than I would have guessed.\I see. You're sure that this is the girl who tried to kill you?\Yes.\I didn't think it was actually her,\but I figured I'd should make sure since you mentioned her before.\So she's an Exterminator from the Inami family? response:	She's already passed the transfer exam,
context: It's not?!\You two are better friends than I would have guessed.\I see. You're sure that this is the girl who tried to kill you?\Yes.\I didn't think it was actually her,\but I figured I'd should make sure since you mentioned her before.\So she's an Exterminator from the Inami family?\She's already passed the transfer exam, response:	so our school has no reason to reject her.
context: You two are better friends than I would have guessed.\I see. You're sure that this is the girl who tried to kill you?\Yes.\I didn't think it was actually her,\but I figured I'd should make sure since you mentioned her before.\So she's an Exterminator from the Inami family?\She's already passed the transfer exam,\so our school has no reason to reject her. response:	She'll transfer in tomorrow if we leave things alone.
context: I see. You're sure that this is the girl who tried to kill you?\Yes.\I didn't think it was actually her,\but I figured I'd should make sure since you mentioned her before.\So she's an Exterminator from the Inami family?\She's already passed the transfer exam,\so our school has no reason to reject her.\She'll transfer in tomorrow if we leave things alone. response:	We can't...
context: Yes.\I didn't think it was actually her,\but I figured I'd should make sure since you mentioned her before.\So she's an Exterminator from the Inami family?\She's already passed the transfer exam,\so our school has no reason to reject her.\She'll transfer in tomorrow if we leave things alone.\We can't... response:	What do we do?
context: I didn't think it was actually her,\but I figured I'd should make sure since you mentioned her before.\So she's an Exterminator from the Inami family?\She's already passed the transfer exam,\so our school has no reason to reject her.\She'll transfer in tomorrow if we leave things alone.\We can't...\What do we do? response:	It's a bit low, but if you asked Izumi,
context: but I figured I'd should make sure since you mentioned her before.\So she's an Exterminator from the Inami family?\She's already passed the transfer exam,\so our school has no reason to reject her.\She'll transfer in tomorrow if we leave things alone.\We can't...\What do we do?\It's a bit low, but if you asked Izumi, response:	she could put a stop to this girl's transfer right now.
context: So she's an Exterminator from the Inami family?\She's already passed the transfer exam,\so our school has no reason to reject her.\She'll transfer in tomorrow if we leave things alone.\We can't...\What do we do?\It's a bit low, but if you asked Izumi,\she could put a stop to this girl's transfer right now. response:	The Nase family has a lot of influence in both the local and Exterminator communities.
context: She's already passed the transfer exam,\so our school has no reason to reject her.\She'll transfer in tomorrow if we leave things alone.\We can't...\What do we do?\It's a bit low, but if you asked Izumi,\she could put a stop to this girl's transfer right now.\The Nase family has a lot of influence in both the local and Exterminator communities. response:	Kuriyama-san...
context: so our school has no reason to reject her.\She'll transfer in tomorrow if we leave things alone.\We can't...\What do we do?\It's a bit low, but if you asked Izumi,\she could put a stop to this girl's transfer right now.\The Nase family has a lot of influence in both the local and Exterminator communities.\Kuriyama-san... response:	Look me in the eyes and say that.
context: She'll transfer in tomorrow if we leave things alone.\We can't...\What do we do?\It's a bit low, but if you asked Izumi,\she could put a stop to this girl's transfer right now.\The Nase family has a lot of influence in both the local and Exterminator communities.\Kuriyama-san...\Look me in the eyes and say that. response:	Naked Salary Men
context: We can't...\What do we do?\It's a bit low, but if you asked Izumi,\she could put a stop to this girl's transfer right now.\The Nase family has a lot of influence in both the local and Exterminator communities.\Kuriyama-san...\Look me in the eyes and say that.\Naked Salary Men response:	Naked Salary Men
context: What do we do?\It's a bit low, but if you asked Izumi,\she could put a stop to this girl's transfer right now.\The Nase family has a lot of influence in both the local and Exterminator communities.\Kuriyama-san...\Look me in the eyes and say that.\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: It's a bit low, but if you asked Izumi,\she could put a stop to this girl's transfer right now.\The Nase family has a lot of influence in both the local and Exterminator communities.\Kuriyama-san...\Look me in the eyes and say that.\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: she could put a stop to this girl's transfer right now.\The Nase family has a lot of influence in both the local and Exterminator communities.\Kuriyama-san...\Look me in the eyes and say that.\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: The Nase family has a lot of influence in both the local and Exterminator communities.\Kuriyama-san...\Look me in the eyes and say that.\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Kuriyama-san...\Look me in the eyes and say that.\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Look me in the eyes and say that.\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	No, I'm not listening to dudes moaning to each other!
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\No, I'm not listening to dudes moaning to each other! response:	Quit it!
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\No, I'm not listening to dudes moaning to each other!\Quit it! response:	Do you think you made the right choice?
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\No, I'm not listening to dudes moaning to each other!\Quit it!\Do you think you made the right choice? response:	Yeah. I don't think keeping her from transferring in will change anything.
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\No, I'm not listening to dudes moaning to each other!\Quit it!\Do you think you made the right choice?\Yeah. I don't think keeping her from transferring in will change anything. response:	She could attack me any time I'm not at school if she really wanted to.
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\No, I'm not listening to dudes moaning to each other!\Quit it!\Do you think you made the right choice?\Yeah. I don't think keeping her from transferring in will change anything.\She could attack me any time I'm not at school if she really wanted to. response:	That's true, but...
context: Naked Salary Men\Naked Salary Men\No, I'm not listening to dudes moaning to each other!\Quit it!\Do you think you made the right choice?\Yeah. I don't think keeping her from transferring in will change anything.\She could attack me any time I'm not at school if she really wanted to.\That's true, but... response:	When I defeated the Hollow Shadow,
context: Naked Salary Men\No, I'm not listening to dudes moaning to each other!\Quit it!\Do you think you made the right choice?\Yeah. I don't think keeping her from transferring in will change anything.\She could attack me any time I'm not at school if she really wanted to.\That's true, but...\When I defeated the Hollow Shadow, response:	I thought that it might have given Sakura some closure, just like it did for me.
context: No, I'm not listening to dudes moaning to each other!\Quit it!\Do you think you made the right choice?\Yeah. I don't think keeping her from transferring in will change anything.\She could attack me any time I'm not at school if she really wanted to.\That's true, but...\When I defeated the Hollow Shadow,\I thought that it might have given Sakura some closure, just like it did for me. response:	That's what I thought.
context: Quit it!\Do you think you made the right choice?\Yeah. I don't think keeping her from transferring in will change anything.\She could attack me any time I'm not at school if she really wanted to.\That's true, but...\When I defeated the Hollow Shadow,\I thought that it might have given Sakura some closure, just like it did for me.\That's what I thought. response:	But as long as I'm around...
context: Do you think you made the right choice?\Yeah. I don't think keeping her from transferring in will change anything.\She could attack me any time I'm not at school if she really wanted to.\That's true, but...\When I defeated the Hollow Shadow,\I thought that it might have given Sakura some closure, just like it did for me.\That's what I thought.\But as long as I'm around... response:	As long as the person who killed Yui is around...
context: Yeah. I don't think keeping her from transferring in will change anything.\She could attack me any time I'm not at school if she really wanted to.\That's true, but...\When I defeated the Hollow Shadow,\I thought that it might have given Sakura some closure, just like it did for me.\That's what I thought.\But as long as I'm around...\As long as the person who killed Yui is around... response:	things will never be over for Sakura.
context: She could attack me any time I'm not at school if she really wanted to.\That's true, but...\When I defeated the Hollow Shadow,\I thought that it might have given Sakura some closure, just like it did for me.\That's what I thought.\But as long as I'm around...\As long as the person who killed Yui is around...\things will never be over for Sakura. response:	Whenever I look at them,
context: That's true, but...\When I defeated the Hollow Shadow,\I thought that it might have given Sakura some closure, just like it did for me.\That's what I thought.\But as long as I'm around...\As long as the person who killed Yui is around...\things will never be over for Sakura.\Whenever I look at them, response:	they remind me not to take life too seriously.
context: When I defeated the Hollow Shadow,\I thought that it might have given Sakura some closure, just like it did for me.\That's what I thought.\But as long as I'm around...\As long as the person who killed Yui is around...\things will never be over for Sakura.\Whenever I look at them,\they remind me not to take life too seriously. response:	What the hell does their company even do?!
context: I thought that it might have given Sakura some closure, just like it did for me.\That's what I thought.\But as long as I'm around...\As long as the person who killed Yui is around...\things will never be over for Sakura.\Whenever I look at them,\they remind me not to take life too seriously.\What the hell does their company even do?! response:	Why don't you listen and find out?!
context: That's what I thought.\But as long as I'm around...\As long as the person who killed Yui is around...\things will never be over for Sakura.\Whenever I look at them,\they remind me not to take life too seriously.\What the hell does their company even do?!\Why don't you listen and find out?! response:	Despite how they act, I think they both take life seriously.
context: But as long as I'm around...\As long as the person who killed Yui is around...\things will never be over for Sakura.\Whenever I look at them,\they remind me not to take life too seriously.\What the hell does their company even do?!\Why don't you listen and find out?!\Despite how they act, I think they both take life seriously. response:	Really?
context: As long as the person who killed Yui is around...\things will never be over for Sakura.\Whenever I look at them,\they remind me not to take life too seriously.\What the hell does their company even do?!\Why don't you listen and find out?!\Despite how they act, I think they both take life seriously.\Really? response:	I'm really bad at this whole...
context: things will never be over for Sakura.\Whenever I look at them,\they remind me not to take life too seriously.\What the hell does their company even do?!\Why don't you listen and find out?!\Despite how they act, I think they both take life seriously.\Really?\I'm really bad at this whole... response:	living thing.
context: Whenever I look at them,\they remind me not to take life too seriously.\What the hell does their company even do?!\Why don't you listen and find out?!\Despite how they act, I think they both take life seriously.\Really?\I'm really bad at this whole...\living thing. response:	Oh, no! I think I left my commuter pass at school!
context: they remind me not to take life too seriously.\What the hell does their company even do?!\Why don't you listen and find out?!\Despite how they act, I think they both take life seriously.\Really?\I'm really bad at this whole...\living thing.\Oh, no! I think I left my commuter pass at school! response:	Go ahead without me!
context: What the hell does their company even do?!\Why don't you listen and find out?!\Despite how they act, I think they both take life seriously.\Really?\I'm really bad at this whole...\living thing.\Oh, no! I think I left my commuter pass at school!\Go ahead without me! response:	Did something happen?
context: Why don't you listen and find out?!\Despite how they act, I think they both take life seriously.\Really?\I'm really bad at this whole...\living thing.\Oh, no! I think I left my commuter pass at school!\Go ahead without me!\Did something happen? response:	I'm not sure.
context: Despite how they act, I think they both take life seriously.\Really?\I'm really bad at this whole...\living thing.\Oh, no! I think I left my commuter pass at school!\Go ahead without me!\Did something happen?\I'm not sure. response:	What are you doing out here?!
context: Really?\I'm really bad at this whole...\living thing.\Oh, no! I think I left my commuter pass at school!\Go ahead without me!\Did something happen?\I'm not sure.\What are you doing out here?! response:	Hey!
context: I'm really bad at this whole...\living thing.\Oh, no! I think I left my commuter pass at school!\Go ahead without me!\Did something happen?\I'm not sure.\What are you doing out here?!\Hey! response:	Wh-What is this thing?!
context: living thing.\Oh, no! I think I left my commuter pass at school!\Go ahead without me!\Did something happen?\I'm not sure.\What are you doing out here?!\Hey!\Wh-What is this thing?! response:	What is that?
context: Oh, no! I think I left my commuter pass at school!\Go ahead without me!\Did something happen?\I'm not sure.\What are you doing out here?!\Hey!\Wh-What is this thing?!\What is that? response:	Oh, you're awake?
context: Go ahead without me!\Did something happen?\I'm not sure.\What are you doing out here?!\Hey!\Wh-What is this thing?!\What is that?\Oh, you're awake? response:	Would you like something to eat?
context: Did something happen?\I'm not sure.\What are you doing out here?!\Hey!\Wh-What is this thing?!\What is that?\Oh, you're awake?\Would you like something to eat? response:	You're just gonna go back to sleep?!
