context: Shisuda Municipal Elementary School response:	My name is Gouda Takeo.
context: I don't think I'm going out of my way to act like that.\Even so, restrain yourself!\Got it?\Response?\Okaaay.\Say, Okay!\Okay.\Put more feeling into it! response:	The first basic sentence structure in English grammar consists of a subject and a verb.
context: Even so, restrain yourself!\Got it?\Response?\Okaaay.\Say, Okay!\Okay.\Put more feeling into it!\The first basic sentence structure in English grammar consists of a subject and a verb. response:	It's a complete sentence, not requiring an object or complement.
context: Got it?\Response?\Okaaay.\Say, Okay!\Okay.\Put more feeling into it!\The first basic sentence structure in English grammar consists of a subject and a verb.\It's a complete sentence, not requiring an object or complement. response:	Sentence Structure 1
context: Response?\Okaaay.\Say, Okay!\Okay.\Put more feeling into it!\The first basic sentence structure in English grammar consists of a subject and a verb.\It's a complete sentence, not requiring an object or complement.\Sentence Structure 1 response:	Stay awake, okay?
context: Okaaay.\Say, Okay!\Okay.\Put more feeling into it!\The first basic sentence structure in English grammar consists of a subject and a verb.\It's a complete sentence, not requiring an object or complement.\Sentence Structure 1\Stay awake, okay? response:	In such a sentence, the verb needs to be intransitive...
context: Say, Okay!\Okay.\Put more feeling into it!\The first basic sentence structure in English grammar consists of a subject and a verb.\It's a complete sentence, not requiring an object or complement.\Sentence Structure 1\Stay awake, okay?\In such a sentence, the verb needs to be intransitive... response:	4/24 Yamato Rinko Subject: Hello
context: Okay.\Put more feeling into it!\The first basic sentence structure in English grammar consists of a subject and a verb.\It's a complete sentence, not requiring an object or complement.\Sentence Structure 1\Stay awake, okay?\In such a sentence, the verb needs to be intransitive...\4/24 Yamato Rinko Subject: Hello response:	Hello!
context: Put more feeling into it!\The first basic sentence structure in English grammar consists of a subject and a verb.\It's a complete sentence, not requiring an object or complement.\Sentence Structure 1\Stay awake, okay?\In such a sentence, the verb needs to be intransitive...\4/24 Yamato Rinko Subject: Hello\Hello! response:	It's Yamato.
context: The first basic sentence structure in English grammar consists of a subject and a verb.\It's a complete sentence, not requiring an object or complement.\Sentence Structure 1\Stay awake, okay?\In such a sentence, the verb needs to be intransitive...\4/24 Yamato Rinko Subject: Hello\Hello!\It's Yamato. response:	I baked the sachertorte.
context: It's a complete sentence, not requiring an object or complement.\Sentence Structure 1\Stay awake, okay?\In such a sentence, the verb needs to be intransitive...\4/24 Yamato Rinko Subject: Hello\Hello!\It's Yamato.\I baked the sachertorte. response:	Can I come over tomorrow, so you can have it?
context: Sentence Structure 1\Stay awake, okay?\In such a sentence, the verb needs to be intransitive...\4/24 Yamato Rinko Subject: Hello\Hello!\It's Yamato.\I baked the sachertorte.\Can I come over tomorrow, so you can have it? response:	What's with her text?
context: Stay awake, okay?\In such a sentence, the verb needs to be intransitive...\4/24 Yamato Rinko Subject: Hello\Hello!\It's Yamato.\I baked the sachertorte.\Can I come over tomorrow, so you can have it?\What's with her text? response:	It's...
context: In such a sentence, the verb needs to be intransitive...\4/24 Yamato Rinko Subject: Hello\Hello!\It's Yamato.\I baked the sachertorte.\Can I come over tomorrow, so you can have it?\What's with her text?\It's... response:	real colorful...
context: 4/24 Yamato Rinko Subject: Hello\Hello!\It's Yamato.\I baked the sachertorte.\Can I come over tomorrow, so you can have it?\What's with her text?\It's...\real colorful... response:	An example would be I go.
context: Hello!\It's Yamato.\I baked the sachertorte.\Can I come over tomorrow, so you can have it?\What's with her text?\It's...\real colorful...\An example would be I go. response:	A-n-y t-i-m-e w-o-r-k-s.
context: It's Yamato.\I baked the sachertorte.\Can I come over tomorrow, so you can have it?\What's with her text?\It's...\real colorful...\An example would be I go.\A-n-y t-i-m-e w-o-r-k-s. response:	Next, let's discuss the sentence I go to the park on foot.
context: I baked the sachertorte.\Can I come over tomorrow, so you can have it?\What's with her text?\It's...\real colorful...\An example would be I go.\A-n-y t-i-m-e w-o-r-k-s.\Next, let's discuss the sentence I go to the park on foot. response:	Great!
context: Can I come over tomorrow, so you can have it?\What's with her text?\It's...\real colorful...\An example would be I go.\A-n-y t-i-m-e w-o-r-k-s.\Next, let's discuss the sentence I go to the park on foot.\Great! response:	Thanks!
context: What's with her text?\It's...\real colorful...\An example would be I go.\A-n-y t-i-m-e w-o-r-k-s.\Next, let's discuss the sentence I go to the park on foot.\Great!\Thanks! response:	Can I call you Takeo-kun??
context: It's...\real colorful...\An example would be I go.\A-n-y t-i-m-e w-o-r-k-s.\Next, let's discuss the sentence I go to the park on foot.\Great!\Thanks!\Can I call you Takeo-kun?? response:	Holy crap! The crap moves!
context: real colorful...\An example would be I go.\A-n-y t-i-m-e w-o-r-k-s.\Next, let's discuss the sentence I go to the park on foot.\Great!\Thanks!\Can I call you Takeo-kun??\Holy crap! The crap moves! response:	T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.
context: An example would be I go.\A-n-y t-i-m-e w-o-r-k-s.\Next, let's discuss the sentence I go to the park on foot.\Great!\Thanks!\Can I call you Takeo-kun??\Holy crap! The crap moves!\T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o. response:	Sent!
context: A-n-y t-i-m-e w-o-r-k-s.\Next, let's discuss the sentence I go to the park on foot.\Great!\Thanks!\Can I call you Takeo-kun??\Holy crap! The crap moves!\T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.\Sent! response:	Yamato-san is a nice girl,
context: Next, let's discuss the sentence I go to the park on foot.\Great!\Thanks!\Can I call you Takeo-kun??\Holy crap! The crap moves!\T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.\Sent!\Yamato-san is a nice girl, response:	and Suna's a nice guy, too.
context: Great!\Thanks!\Can I call you Takeo-kun??\Holy crap! The crap moves!\T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.\Sent!\Yamato-san is a nice girl,\and Suna's a nice guy, too. response:	They make a great couple.
context: Thanks!\Can I call you Takeo-kun??\Holy crap! The crap moves!\T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.\Sent!\Yamato-san is a nice girl,\and Suna's a nice guy, too.\They make a great couple. response:	Song
context: Can I call you Takeo-kun??\Holy crap! The crap moves!\T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.\Sent!\Yamato-san is a nice girl,\and Suna's a nice guy, too.\They make a great couple.\Song response:	Exercise
context: Holy crap! The crap moves!\T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.\Sent!\Yamato-san is a nice girl,\and Suna's a nice guy, too.\They make a great couple.\Song\Exercise response:	Let's go!
context: T-h-e-n I w-i-l-l c-a-l-l y-o-u Y-a-m-a-t-o, t-o-o.\Sent!\Yamato-san is a nice girl,\and Suna's a nice guy, too.\They make a great couple.\Song\Exercise\Let's go! response:	I have to come, too?
context: Sent!\Yamato-san is a nice girl,\and Suna's a nice guy, too.\They make a great couple.\Song\Exercise\Let's go!\I have to come, too? response:	Come on...
context: Yamato-san is a nice girl,\and Suna's a nice guy, too.\They make a great couple.\Song\Exercise\Let's go!\I have to come, too?\Come on... response:	So...
context: and Suna's a nice guy, too.\They make a great couple.\Song\Exercise\Let's go!\I have to come, too?\Come on...\So... response:	This way. Let's hurry.
context: They make a great couple.\Song\Exercise\Let's go!\I have to come, too?\Come on...\So...\This way. Let's hurry. response:	Why me, too?
context: Song\Exercise\Let's go!\I have to come, too?\Come on...\So...\This way. Let's hurry.\Why me, too? response:	Don't ask questions.
context: Exercise\Let's go!\I have to come, too?\Come on...\So...\This way. Let's hurry.\Why me, too?\Don't ask questions. response:	Just be yourself.
context: Let's go!\I have to come, too?\Come on...\So...\This way. Let's hurry.\Why me, too?\Don't ask questions.\Just be yourself. response:	What are you talking about?
context: I have to come, too?\Come on...\So...\This way. Let's hurry.\Why me, too?\Don't ask questions.\Just be yourself.\What are you talking about? response:	Trust me!
context: Come on...\So...\This way. Let's hurry.\Why me, too?\Don't ask questions.\Just be yourself.\What are you talking about?\Trust me! response:	Oh, hello!
context: So...\This way. Let's hurry.\Why me, too?\Don't ask questions.\Just be yourself.\What are you talking about?\Trust me!\Oh, hello! response:	Hi.
context: This way. Let's hurry.\Why me, too?\Don't ask questions.\Just be yourself.\What are you talking about?\Trust me!\Oh, hello!\Hi. response:	Good.
context: Why me, too?\Don't ask questions.\Just be yourself.\What are you talking about?\Trust me!\Oh, hello!\Hi.\Good. response:	Leave it to me!
context: Don't ask questions.\Just be yourself.\What are you talking about?\Trust me!\Oh, hello!\Hi.\Good.\Leave it to me! response:	So good!
context: Just be yourself.\What are you talking about?\Trust me!\Oh, hello!\Hi.\Good.\Leave it to me!\So good! response:	So this is sacherotote!
context: What are you talking about?\Trust me!\Oh, hello!\Hi.\Good.\Leave it to me!\So good!\So this is sacherotote! response:	sacherotote
context: Trust me!\Oh, hello!\Hi.\Good.\Leave it to me!\So good!\So this is sacherotote!\sacherotote response:	sachertorte
context: Oh, hello!\Hi.\Good.\Leave it to me!\So good!\So this is sacherotote!\sacherotote\sachertorte response:	I've never had a more delicious chocolate cake!
context: Hi.\Good.\Leave it to me!\So good!\So this is sacherotote!\sacherotote\sachertorte\I've never had a more delicious chocolate cake! response:	I'm amazed you can eat so much of it.
context: Good.\Leave it to me!\So good!\So this is sacherotote!\sacherotote\sachertorte\I've never had a more delicious chocolate cake!\I'm amazed you can eat so much of it. response:	You'll get fat.
context: Leave it to me!\So good!\So this is sacherotote!\sacherotote\sachertorte\I've never had a more delicious chocolate cake!\I'm amazed you can eat so much of it.\You'll get fat. response:	It's okay. I work out!
context: So good!\So this is sacherotote!\sacherotote\sachertorte\I've never had a more delicious chocolate cake!\I'm amazed you can eat so much of it.\You'll get fat.\It's okay. I work out! response:	Dude, stuffing yourself and working out would make you a sumo wrestler.
context: So this is sacherotote!\sacherotote\sachertorte\I've never had a more delicious chocolate cake!\I'm amazed you can eat so much of it.\You'll get fat.\It's okay. I work out!\Dude, stuffing yourself and working out would make you a sumo wrestler. response:	Hup!
context: sacherotote\sachertorte\I've never had a more delicious chocolate cake!\I'm amazed you can eat so much of it.\You'll get fat.\It's okay. I work out!\Dude, stuffing yourself and working out would make you a sumo wrestler.\Hup! response:	Sumo wrestler, huh?
context: sachertorte\I've never had a more delicious chocolate cake!\I'm amazed you can eat so much of it.\You'll get fat.\It's okay. I work out!\Dude, stuffing yourself and working out would make you a sumo wrestler.\Hup!\Sumo wrestler, huh? response:	You honor me.
context: I've never had a more delicious chocolate cake!\I'm amazed you can eat so much of it.\You'll get fat.\It's okay. I work out!\Dude, stuffing yourself and working out would make you a sumo wrestler.\Hup!\Sumo wrestler, huh?\You honor me. response:	It wasn't meant as a compliment, but okay.
context: I'm amazed you can eat so much of it.\You'll get fat.\It's okay. I work out!\Dude, stuffing yourself and working out would make you a sumo wrestler.\Hup!\Sumo wrestler, huh?\You honor me.\It wasn't meant as a compliment, but okay. response:	I'm gonna get something to drink.
context: You'll get fat.\It's okay. I work out!\Dude, stuffing yourself and working out would make you a sumo wrestler.\Hup!\Sumo wrestler, huh?\You honor me.\It wasn't meant as a compliment, but okay.\I'm gonna get something to drink. response:	Oh, sorry.
context: It's okay. I work out!\Dude, stuffing yourself and working out would make you a sumo wrestler.\Hup!\Sumo wrestler, huh?\You honor me.\It wasn't meant as a compliment, but okay.\I'm gonna get something to drink.\Oh, sorry. response:	I should have thought of that.
context: Dude, stuffing yourself and working out would make you a sumo wrestler.\Hup!\Sumo wrestler, huh?\You honor me.\It wasn't meant as a compliment, but okay.\I'm gonna get something to drink.\Oh, sorry.\I should have thought of that. response:	Want anything?
context: Hup!\Sumo wrestler, huh?\You honor me.\It wasn't meant as a compliment, but okay.\I'm gonna get something to drink.\Oh, sorry.\I should have thought of that.\Want anything? response:	I'll get something for you, too.
context: Sumo wrestler, huh?\You honor me.\It wasn't meant as a compliment, but okay.\I'm gonna get something to drink.\Oh, sorry.\I should have thought of that.\Want anything?\I'll get something for you, too. response:	I'll go with you.
context: You honor me.\It wasn't meant as a compliment, but okay.\I'm gonna get something to drink.\Oh, sorry.\I should have thought of that.\Want anything?\I'll get something for you, too.\I'll go with you. response:	No need.
context: It wasn't meant as a compliment, but okay.\I'm gonna get something to drink.\Oh, sorry.\I should have thought of that.\Want anything?\I'll get something for you, too.\I'll go with you.\No need. response:	Well done, Suna.
context: I'm gonna get something to drink.\Oh, sorry.\I should have thought of that.\Want anything?\I'll get something for you, too.\I'll go with you.\No need.\Well done, Suna. response:	Subtle!
context: Oh, sorry.\I should have thought of that.\Want anything?\I'll get something for you, too.\I'll go with you.\No need.\Well done, Suna.\Subtle! response:	Suna's cool.
context: I should have thought of that.\Want anything?\I'll get something for you, too.\I'll go with you.\No need.\Well done, Suna.\Subtle!\Suna's cool. response:	You think so, right?
context: Want anything?\I'll get something for you, too.\I'll go with you.\No need.\Well done, Suna.\Subtle!\Suna's cool.\You think so, right? response:	Um, sure.
context: I'll get something for you, too.\I'll go with you.\No need.\Well done, Suna.\Subtle!\Suna's cool.\You think so, right?\Um, sure. response:	Of course you do.
context: I'll go with you.\No need.\Well done, Suna.\Subtle!\Suna's cool.\You think so, right?\Um, sure.\Of course you do. response:	We met when we were three,
context: No need.\Well done, Suna.\Subtle!\Suna's cool.\You think so, right?\Um, sure.\Of course you do.\We met when we were three, response:	so we've known each other for over a decade.
context: Well done, Suna.\Subtle!\Suna's cool.\You think so, right?\Um, sure.\Of course you do.\We met when we were three,\so we've known each other for over a decade. response:	But he's always been a great guy.
context: Subtle!\Suna's cool.\You think so, right?\Um, sure.\Of course you do.\We met when we were three,\so we've known each other for over a decade.\But he's always been a great guy. response:	When we were in kindergarten, I played the main part in a class play.
context: Suna's cool.\You think so, right?\Um, sure.\Of course you do.\We met when we were three,\so we've known each other for over a decade.\But he's always been a great guy.\When we were in kindergarten, I played the main part in a class play. response:	It was The Red Ogre Who Cried.
context: You think so, right?\Um, sure.\Of course you do.\We met when we were three,\so we've known each other for over a decade.\But he's always been a great guy.\When we were in kindergarten, I played the main part in a class play.\It was The Red Ogre Who Cried. response:	The Red Ogre Who Cried
context: Um, sure.\Of course you do.\We met when we were three,\so we've known each other for over a decade.\But he's always been a great guy.\When we were in kindergarten, I played the main part in a class play.\It was The Red Ogre Who Cried.\The Red Ogre Who Cried response:	I think Takeo-kun should play the Red Ogre!
context: Of course you do.\We met when we were three,\so we've known each other for over a decade.\But he's always been a great guy.\When we were in kindergarten, I played the main part in a class play.\It was The Red Ogre Who Cried.\The Red Ogre Who Cried\I think Takeo-kun should play the Red Ogre! response:	Ditto!
context: We met when we were three,\so we've known each other for over a decade.\But he's always been a great guy.\When we were in kindergarten, I played the main part in a class play.\It was The Red Ogre Who Cried.\The Red Ogre Who Cried\I think Takeo-kun should play the Red Ogre!\Ditto! response:	Okay, I'm gonna do this!
context: so we've known each other for over a decade.\But he's always been a great guy.\When we were in kindergarten, I played the main part in a class play.\It was The Red Ogre Who Cried.\The Red Ogre Who Cried\I think Takeo-kun should play the Red Ogre!\Ditto!\Okay, I'm gonna do this! response:	I'll be the Red Ogre!
context: But he's always been a great guy.\When we were in kindergarten, I played the main part in a class play.\It was The Red Ogre Who Cried.\The Red Ogre Who Cried\I think Takeo-kun should play the Red Ogre!\Ditto!\Okay, I'm gonna do this!\I'll be the Red Ogre! response:	The Red Ogre Who Cried
context: When we were in kindergarten, I played the main part in a class play.\It was The Red Ogre Who Cried.\The Red Ogre Who Cried\I think Takeo-kun should play the Red Ogre!\Ditto!\Okay, I'm gonna do this!\I'll be the Red Ogre!\The Red Ogre Who Cried response:	The Red Ogre Who Cried
context: It was The Red Ogre Who Cried.\The Red Ogre Who Cried\I think Takeo-kun should play the Red Ogre!\Ditto!\Okay, I'm gonna do this!\I'll be the Red Ogre!\The Red Ogre Who Cried\The Red Ogre Who Cried response:	As the Blue Ogre, Suna was a child prodigy at acting,
context: The Red Ogre Who Cried\I think Takeo-kun should play the Red Ogre!\Ditto!\Okay, I'm gonna do this!\I'll be the Red Ogre!\The Red Ogre Who Cried\The Red Ogre Who Cried\As the Blue Ogre, Suna was a child prodigy at acting, response:	and made all the moms cry.
context: I think Takeo-kun should play the Red Ogre!\Ditto!\Okay, I'm gonna do this!\I'll be the Red Ogre!\The Red Ogre Who Cried\The Red Ogre Who Cried\As the Blue Ogre, Suna was a child prodigy at acting,\and made all the moms cry. response:	My acting was more on the dumb side.
context: Ditto!\Okay, I'm gonna do this!\I'll be the Red Ogre!\The Red Ogre Who Cried\The Red Ogre Who Cried\As the Blue Ogre, Suna was a child prodigy at acting,\and made all the moms cry.\My acting was more on the dumb side. response:	The boy playing the Red Ogre looks really strong.
context: Okay, I'm gonna do this!\I'll be the Red Ogre!\The Red Ogre Who Cried\The Red Ogre Who Cried\As the Blue Ogre, Suna was a child prodigy at acting,\and made all the moms cry.\My acting was more on the dumb side.\The boy playing the Red Ogre looks really strong. response:	When we were in first grade,
context: I'll be the Red Ogre!\The Red Ogre Who Cried\The Red Ogre Who Cried\As the Blue Ogre, Suna was a child prodigy at acting,\and made all the moms cry.\My acting was more on the dumb side.\The boy playing the Red Ogre looks really strong.\When we were in first grade, response:	I accidentally peed in my pants during cleanup
context: The Red Ogre Who Cried\The Red Ogre Who Cried\As the Blue Ogre, Suna was a child prodigy at acting,\and made all the moms cry.\My acting was more on the dumb side.\The boy playing the Red Ogre looks really strong.\When we were in first grade,\I accidentally peed in my pants during cleanup response:	Nooo!
context: The Red Ogre Who Cried\As the Blue Ogre, Suna was a child prodigy at acting,\and made all the moms cry.\My acting was more on the dumb side.\The boy playing the Red Ogre looks really strong.\When we were in first grade,\I accidentally peed in my pants during cleanup\Nooo! response:	because I always used to hold it till the last second.
context: As the Blue Ogre, Suna was a child prodigy at acting,\and made all the moms cry.\My acting was more on the dumb side.\The boy playing the Red Ogre looks really strong.\When we were in first grade,\I accidentally peed in my pants during cleanup\Nooo!\because I always used to hold it till the last second. response:	Crap!
context: and made all the moms cry.\My acting was more on the dumb side.\The boy playing the Red Ogre looks really strong.\When we were in first grade,\I accidentally peed in my pants during cleanup\Nooo!\because I always used to hold it till the last second.\Crap! response:	Pfft
context: My acting was more on the dumb side.\The boy playing the Red Ogre looks really strong.\When we were in first grade,\I accidentally peed in my pants during cleanup\Nooo!\because I always used to hold it till the last second.\Crap!\Pfft response:	Suna was in stitches,
context: The boy playing the Red Ogre looks really strong.\When we were in first grade,\I accidentally peed in my pants during cleanup\Nooo!\because I always used to hold it till the last second.\Crap!\Pfft\Suna was in stitches, response:	but he soaked himself with a bucketful of water with me,
context: When we were in first grade,\I accidentally peed in my pants during cleanup\Nooo!\because I always used to hold it till the last second.\Crap!\Pfft\Suna was in stitches,\but he soaked himself with a bucketful of water with me, response:	so no one else found out.
context: I accidentally peed in my pants during cleanup\Nooo!\because I always used to hold it till the last second.\Crap!\Pfft\Suna was in stitches,\but he soaked himself with a bucketful of water with me,\so no one else found out. response:	And the time I got so excited on a field trip
context: Nooo!\because I always used to hold it till the last second.\Crap!\Pfft\Suna was in stitches,\but he soaked himself with a bucketful of water with me,\so no one else found out.\And the time I got so excited on a field trip response:	that I flipped over my bento box...
context: because I always used to hold it till the last second.\Crap!\Pfft\Suna was in stitches,\but he soaked himself with a bucketful of water with me,\so no one else found out.\And the time I got so excited on a field trip\that I flipped over my bento box... response:	Suna was all in stitches again,
context: Crap!\Pfft\Suna was in stitches,\but he soaked himself with a bucketful of water with me,\so no one else found out.\And the time I got so excited on a field trip\that I flipped over my bento box...\Suna was all in stitches again, response:	but he gave me more than half his bento.
context: Pfft\Suna was in stitches,\but he soaked himself with a bucketful of water with me,\so no one else found out.\And the time I got so excited on a field trip\that I flipped over my bento box...\Suna was all in stitches again,\but he gave me more than half his bento. response:	More than half!
context: Suna was in stitches,\but he soaked himself with a bucketful of water with me,\so no one else found out.\And the time I got so excited on a field trip\that I flipped over my bento box...\Suna was all in stitches again,\but he gave me more than half his bento.\More than half! response:	Oh.
context: but he soaked himself with a bucketful of water with me,\so no one else found out.\And the time I got so excited on a field trip\that I flipped over my bento box...\Suna was all in stitches again,\but he gave me more than half his bento.\More than half!\Oh. response:	Man, why is it that when I try to talk about what a great guy Suna is,
context: so no one else found out.\And the time I got so excited on a field trip\that I flipped over my bento box...\Suna was all in stitches again,\but he gave me more than half his bento.\More than half!\Oh.\Man, why is it that when I try to talk about what a great guy Suna is, response:	I have to discuss all the embarrassing things in my past?
context: And the time I got so excited on a field trip\that I flipped over my bento box...\Suna was all in stitches again,\but he gave me more than half his bento.\More than half!\Oh.\Man, why is it that when I try to talk about what a great guy Suna is,\I have to discuss all the embarrassing things in my past? response:	Um...
context: that I flipped over my bento box...\Suna was all in stitches again,\but he gave me more than half his bento.\More than half!\Oh.\Man, why is it that when I try to talk about what a great guy Suna is,\I have to discuss all the embarrassing things in my past?\Um... response:	Is something wrong?
context: Suna was all in stitches again,\but he gave me more than half his bento.\More than half!\Oh.\Man, why is it that when I try to talk about what a great guy Suna is,\I have to discuss all the embarrassing things in my past?\Um...\Is something wrong? response:	Oh, no.
context: but he gave me more than half his bento.\More than half!\Oh.\Man, why is it that when I try to talk about what a great guy Suna is,\I have to discuss all the embarrassing things in my past?\Um...\Is something wrong?\Oh, no. response:	Keep it together!
context: More than half!\Oh.\Man, why is it that when I try to talk about what a great guy Suna is,\I have to discuss all the embarrassing things in my past?\Um...\Is something wrong?\Oh, no.\Keep it together! response:	You decided to cheer them on, didn't you?
context: Oh.\Man, why is it that when I try to talk about what a great guy Suna is,\I have to discuss all the embarrassing things in my past?\Um...\Is something wrong?\Oh, no.\Keep it together!\You decided to cheer them on, didn't you? response:	Yamato!
context: Man, why is it that when I try to talk about what a great guy Suna is,\I have to discuss all the embarrassing things in my past?\Um...\Is something wrong?\Oh, no.\Keep it together!\You decided to cheer them on, didn't you?\Yamato! response:	Yes?
context: I have to discuss all the embarrassing things in my past?\Um...\Is something wrong?\Oh, no.\Keep it together!\You decided to cheer them on, didn't you?\Yamato!\Yes? response:	Suna likes the Exercise Lady,
context: Um...\Is something wrong?\Oh, no.\Keep it together!\You decided to cheer them on, didn't you?\Yamato!\Yes?\Suna likes the Exercise Lady, response:	and he's interested in girls.
context: Is something wrong?\Oh, no.\Keep it together!\You decided to cheer them on, didn't you?\Yamato!\Yes?\Suna likes the Exercise Lady,\and he's interested in girls. response:	Oh, I see.
context: Oh, no.\Keep it together!\You decided to cheer them on, didn't you?\Yamato!\Yes?\Suna likes the Exercise Lady,\and he's interested in girls.\Oh, I see. response:	Yeah.
context: Keep it together!\You decided to cheer them on, didn't you?\Yamato!\Yes?\Suna likes the Exercise Lady,\and he's interested in girls.\Oh, I see.\Yeah. response:	He doesn't have a girlfriend!
context: You decided to cheer them on, didn't you?\Yamato!\Yes?\Suna likes the Exercise Lady,\and he's interested in girls.\Oh, I see.\Yeah.\He doesn't have a girlfriend! response:	Is there anything else?
context: Yamato!\Yes?\Suna likes the Exercise Lady,\and he's interested in girls.\Oh, I see.\Yeah.\He doesn't have a girlfriend!\Is there anything else? response:	How do you help people in things like this?
context: Yes?\Suna likes the Exercise Lady,\and he's interested in girls.\Oh, I see.\Yeah.\He doesn't have a girlfriend!\Is there anything else?\How do you help people in things like this? response:	Hmm?
context: Suna likes the Exercise Lady,\and he's interested in girls.\Oh, I see.\Yeah.\He doesn't have a girlfriend!\Is there anything else?\How do you help people in things like this?\Hmm? response:	I think I just tasted something that isn't chocolate.
context: and he's interested in girls.\Oh, I see.\Yeah.\He doesn't have a girlfriend!\Is there anything else?\How do you help people in things like this?\Hmm?\I think I just tasted something that isn't chocolate. response:	Oh! That's the prize!
context: Oh, I see.\Yeah.\He doesn't have a girlfriend!\Is there anything else?\How do you help people in things like this?\Hmm?\I think I just tasted something that isn't chocolate.\Oh! That's the prize! response:	I put in one prize!
context: Yeah.\He doesn't have a girlfriend!\Is there anything else?\How do you help people in things like this?\Hmm?\I think I just tasted something that isn't chocolate.\Oh! That's the prize!\I put in one prize! response:	Yay, a prize!
context: He doesn't have a girlfriend!\Is there anything else?\How do you help people in things like this?\Hmm?\I think I just tasted something that isn't chocolate.\Oh! That's the prize!\I put in one prize!\Yay, a prize! response:	Prize?
context: Is there anything else?\How do you help people in things like this?\Hmm?\I think I just tasted something that isn't chocolate.\Oh! That's the prize!\I put in one prize!\Yay, a prize!\Prize? response:	O-Oh... Yeah, the prize... is a chestnut.
context: How do you help people in things like this?\Hmm?\I think I just tasted something that isn't chocolate.\Oh! That's the prize!\I put in one prize!\Yay, a prize!\Prize?\O-Oh... Yeah, the prize... is a chestnut. response:	A chestnut...
context: Hmm?\I think I just tasted something that isn't chocolate.\Oh! That's the prize!\I put in one prize!\Yay, a prize!\Prize?\O-Oh... Yeah, the prize... is a chestnut.\A chestnut... response:	Yeah, I mean you just get to eat it, but...
context: I think I just tasted something that isn't chocolate.\Oh! That's the prize!\I put in one prize!\Yay, a prize!\Prize?\O-Oh... Yeah, the prize... is a chestnut.\A chestnut...\Yeah, I mean you just get to eat it, but... response:	I see, a prize.
context: Oh! That's the prize!\I put in one prize!\Yay, a prize!\Prize?\O-Oh... Yeah, the prize... is a chestnut.\A chestnut...\Yeah, I mean you just get to eat it, but...\I see, a prize. response:	It's good!
context: I put in one prize!\Yay, a prize!\Prize?\O-Oh... Yeah, the prize... is a chestnut.\A chestnut...\Yeah, I mean you just get to eat it, but...\I see, a prize.\It's good! response:	Can I bake something again?
context: Yay, a prize!\Prize?\O-Oh... Yeah, the prize... is a chestnut.\A chestnut...\Yeah, I mean you just get to eat it, but...\I see, a prize.\It's good!\Can I bake something again? response:	Sure.
context: Prize?\O-Oh... Yeah, the prize... is a chestnut.\A chestnut...\Yeah, I mean you just get to eat it, but...\I see, a prize.\It's good!\Can I bake something again?\Sure. response:	Oh.
context: O-Oh... Yeah, the prize... is a chestnut.\A chestnut...\Yeah, I mean you just get to eat it, but...\I see, a prize.\It's good!\Can I bake something again?\Sure.\Oh. response:	Here.
context: A chestnut...\Yeah, I mean you just get to eat it, but...\I see, a prize.\It's good!\Can I bake something again?\Sure.\Oh.\Here. response:	Thank you.
context: Yeah, I mean you just get to eat it, but...\I see, a prize.\It's good!\Can I bake something again?\Sure.\Oh.\Here.\Thank you. response:	Thanks.
context: I see, a prize.\It's good!\Can I bake something again?\Sure.\Oh.\Here.\Thank you.\Thanks. response:	Oh, I should pay you back!
context: It's good!\Can I bake something again?\Sure.\Oh.\Here.\Thank you.\Thanks.\Oh, I should pay you back! response:	Don't worry about it.
context: Can I bake something again?\Sure.\Oh.\Here.\Thank you.\Thanks.\Oh, I should pay you back!\Don't worry about it. response:	You're always baking for us.
context: Sure.\Oh.\Here.\Thank you.\Thanks.\Oh, I should pay you back!\Don't worry about it.\You're always baking for us. response:	No, please!
context: Oh.\Here.\Thank you.\Thanks.\Oh, I should pay you back!\Don't worry about it.\You're always baking for us.\No, please! response:	Letting things like this slide doesn't feel right.
context: Here.\Thank you.\Thanks.\Oh, I should pay you back!\Don't worry about it.\You're always baking for us.\No, please!\Letting things like this slide doesn't feel right. response:	Oh, okay.
context: Thank you.\Thanks.\Oh, I should pay you back!\Don't worry about it.\You're always baking for us.\No, please!\Letting things like this slide doesn't feel right.\Oh, okay. response:	Thanks, then.
context: Thanks.\Oh, I should pay you back!\Don't worry about it.\You're always baking for us.\No, please!\Letting things like this slide doesn't feel right.\Oh, okay.\Thanks, then. response:	It's going to be okay!
context: Oh, I should pay you back!\Don't worry about it.\You're always baking for us.\No, please!\Letting things like this slide doesn't feel right.\Oh, okay.\Thanks, then.\It's going to be okay! response:	You two make a great couple, Yamato.
