context: Translation: MoeJoTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: If you do find someone like that, don't wait to tell me.\Oh, there he is!\Tomoe-kun, are you going home?\Would you like to\Go find...\Nanami right now!\You damn snake, I'll roast you over a spit when I find you!\Is she awake? response:	Not yet.
context: Oh, there he is!\Tomoe-kun, are you going home?\Would you like to\Go find...\Nanami right now!\You damn snake, I'll roast you over a spit when I find you!\Is she awake?\Not yet. response:	Oh, she woke up.
context: Tomoe-kun, are you going home?\Would you like to\Go find...\Nanami right now!\You damn snake, I'll roast you over a spit when I find you!\Is she awake?\Not yet.\Oh, she woke up. response:	Hey human, wanna eat a centipede?
context: Would you like to\Go find...\Nanami right now!\You damn snake, I'll roast you over a spit when I find you!\Is she awake?\Not yet.\Oh, she woke up.\Hey human, wanna eat a centipede? response:	Good morning, Nanami-san.
context: Go find...\Nanami right now!\You damn snake, I'll roast you over a spit when I find you!\Is she awake?\Not yet.\Oh, she woke up.\Hey human, wanna eat a centipede?\Good morning, Nanami-san. response:	Thanks for saving me at school the other day.
context: Nanami right now!\You damn snake, I'll roast you over a spit when I find you!\Is she awake?\Not yet.\Oh, she woke up.\Hey human, wanna eat a centipede?\Good morning, Nanami-san.\Thanks for saving me at school the other day. response:	You're that guy that was at school!
context: You damn snake, I'll roast you over a spit when I find you!\Is she awake?\Not yet.\Oh, she woke up.\Hey human, wanna eat a centipede?\Good morning, Nanami-san.\Thanks for saving me at school the other day.\You're that guy that was at school! response:	I'm the shrine familiar of Yonomori Shrine.
context: Is she awake?\Not yet.\Oh, she woke up.\Hey human, wanna eat a centipede?\Good morning, Nanami-san.\Thanks for saving me at school the other day.\You're that guy that was at school!\I'm the shrine familiar of Yonomori Shrine. response:	I am known as Suenagaku Mizuki.
context: Not yet.\Oh, she woke up.\Hey human, wanna eat a centipede?\Good morning, Nanami-san.\Thanks for saving me at school the other day.\You're that guy that was at school!\I'm the shrine familiar of Yonomori Shrine.\I am known as Suenagaku Mizuki. response:	Suenagaku?
context: Oh, she woke up.\Hey human, wanna eat a centipede?\Good morning, Nanami-san.\Thanks for saving me at school the other day.\You're that guy that was at school!\I'm the shrine familiar of Yonomori Shrine.\I am known as Suenagaku Mizuki.\Suenagaku? response:	Rejoice!
context: Hey human, wanna eat a centipede?\Good morning, Nanami-san.\Thanks for saving me at school the other day.\You're that guy that was at school!\I'm the shrine familiar of Yonomori Shrine.\I am known as Suenagaku Mizuki.\Suenagaku?\Rejoice! response:	Japan's best shrine familiar, Mizuki-dono, has chosen a bride!
context: Good morning, Nanami-san.\Thanks for saving me at school the other day.\You're that guy that was at school!\I'm the shrine familiar of Yonomori Shrine.\I am known as Suenagaku Mizuki.\Suenagaku?\Rejoice!\Japan's best shrine familiar, Mizuki-dono, has chosen a bride! response:	This calls for celebration!
context: Thanks for saving me at school the other day.\You're that guy that was at school!\I'm the shrine familiar of Yonomori Shrine.\I am known as Suenagaku Mizuki.\Suenagaku?\Rejoice!\Japan's best shrine familiar, Mizuki-dono, has chosen a bride!\This calls for celebration! response:	Wait, don't continue the story without me!
context: You're that guy that was at school!\I'm the shrine familiar of Yonomori Shrine.\I am known as Suenagaku Mizuki.\Suenagaku?\Rejoice!\Japan's best shrine familiar, Mizuki-dono, has chosen a bride!\This calls for celebration!\Wait, don't continue the story without me! response:	These two are the shrine's sprites.
context: I'm the shrine familiar of Yonomori Shrine.\I am known as Suenagaku Mizuki.\Suenagaku?\Rejoice!\Japan's best shrine familiar, Mizuki-dono, has chosen a bride!\This calls for celebration!\Wait, don't continue the story without me!\These two are the shrine's sprites. response:	The one enshrined behind you is the shrine's deity,
context: I am known as Suenagaku Mizuki.\Suenagaku?\Rejoice!\Japan's best shrine familiar, Mizuki-dono, has chosen a bride!\This calls for celebration!\Wait, don't continue the story without me!\These two are the shrine's sprites.\The one enshrined behind you is the shrine's deity, response:	Yonomori-sama.
context: Suenagaku?\Rejoice!\Japan's best shrine familiar, Mizuki-dono, has chosen a bride!\This calls for celebration!\Wait, don't continue the story without me!\These two are the shrine's sprites.\The one enshrined behind you is the shrine's deity,\Yonomori-sama. response:	A deity?
context: Rejoice!\Japan's best shrine familiar, Mizuki-dono, has chosen a bride!\This calls for celebration!\Wait, don't continue the story without me!\These two are the shrine's sprites.\The one enshrined behind you is the shrine's deity,\Yonomori-sama.\A deity? response:	Yonomori-sama's has given her blessing for our marriage as well.
context: Japan's best shrine familiar, Mizuki-dono, has chosen a bride!\This calls for celebration!\Wait, don't continue the story without me!\These two are the shrine's sprites.\The one enshrined behind you is the shrine's deity,\Yonomori-sama.\A deity?\Yonomori-sama's has given her blessing for our marriage as well. response:	Now, Nanami-san...
context: This calls for celebration!\Wait, don't continue the story without me!\These two are the shrine's sprites.\The one enshrined behind you is the shrine's deity,\Yonomori-sama.\A deity?\Yonomori-sama's has given her blessing for our marriage as well.\Now, Nanami-san... response:	No.
context: Wait, don't continue the story without me!\These two are the shrine's sprites.\The one enshrined behind you is the shrine's deity,\Yonomori-sama.\A deity?\Yonomori-sama's has given her blessing for our marriage as well.\Now, Nanami-san...\No. response:	I will not marry you.
context: These two are the shrine's sprites.\The one enshrined behind you is the shrine's deity,\Yonomori-sama.\A deity?\Yonomori-sama's has given her blessing for our marriage as well.\Now, Nanami-san...\No.\I will not marry you. response:	But that ring around your arm is like an engagement ring.
context: The one enshrined behind you is the shrine's deity,\Yonomori-sama.\A deity?\Yonomori-sama's has given her blessing for our marriage as well.\Now, Nanami-san...\No.\I will not marry you.\But that ring around your arm is like an engagement ring. response:	I'm leaving!
context: Yonomori-sama.\A deity?\Yonomori-sama's has given her blessing for our marriage as well.\Now, Nanami-san...\No.\I will not marry you.\But that ring around your arm is like an engagement ring.\I'm leaving! response:	Leave, then.
context: A deity?\Yonomori-sama's has given her blessing for our marriage as well.\Now, Nanami-san...\No.\I will not marry you.\But that ring around your arm is like an engagement ring.\I'm leaving!\Leave, then. response:	That is, if you can.
context: Yonomori-sama's has given her blessing for our marriage as well.\Now, Nanami-san...\No.\I will not marry you.\But that ring around your arm is like an engagement ring.\I'm leaving!\Leave, then.\That is, if you can. response:	What's their problem?!
context: Now, Nanami-san...\No.\I will not marry you.\But that ring around your arm is like an engagement ring.\I'm leaving!\Leave, then.\That is, if you can.\What's their problem?! response:	I'm getting out of here!
context: No.\I will not marry you.\But that ring around your arm is like an engagement ring.\I'm leaving!\Leave, then.\That is, if you can.\What's their problem?!\I'm getting out of here! response:	There's no way I'd stick around.
context: I will not marry you.\But that ring around your arm is like an engagement ring.\I'm leaving!\Leave, then.\That is, if you can.\What's their problem?!\I'm getting out of here!\There's no way I'd stick around. response:	See? That was easy. No problem!
context: But that ring around your arm is like an engagement ring.\I'm leaving!\Leave, then.\That is, if you can.\What's their problem?!\I'm getting out of here!\There's no way I'd stick around.\See? That was easy. No problem! response:	All right! I don't know my exact location, but if I stick to one path,
context: I'm leaving!\Leave, then.\That is, if you can.\What's their problem?!\I'm getting out of here!\There's no way I'd stick around.\See? That was easy. No problem!\All right! I don't know my exact location, but if I stick to one path, response:	I should hit a highway or something eventually.
context: Leave, then.\That is, if you can.\What's their problem?!\I'm getting out of here!\There's no way I'd stick around.\See? That was easy. No problem!\All right! I don't know my exact location, but if I stick to one path,\I should hit a highway or something eventually. response:	Definitely!
context: That is, if you can.\What's their problem?!\I'm getting out of here!\There's no way I'd stick around.\See? That was easy. No problem!\All right! I don't know my exact location, but if I stick to one path,\I should hit a highway or something eventually.\Definitely! response:	I'm getting out of here!
context: What's their problem?!\I'm getting out of here!\There's no way I'd stick around.\See? That was easy. No problem!\All right! I don't know my exact location, but if I stick to one path,\I should hit a highway or something eventually.\Definitely!\I'm getting out of here! response:	I am going to get out of here!
context: I'm getting out of here!\There's no way I'd stick around.\See? That was easy. No problem!\All right! I don't know my exact location, but if I stick to one path,\I should hit a highway or something eventually.\Definitely!\I'm getting out of here!\I am going to get out of here! response:	There's someone there!
context: There's no way I'd stick around.\See? That was easy. No problem!\All right! I don't know my exact location, but if I stick to one path,\I should hit a highway or something eventually.\Definitely!\I'm getting out of here!\I am going to get out of here!\There's someone there! response:	People!
context: See? That was easy. No problem!\All right! I don't know my exact location, but if I stick to one path,\I should hit a highway or something eventually.\Definitely!\I'm getting out of here!\I am going to get out of here!\There's someone there!\People! response:	Why are you...
context: All right! I don't know my exact location, but if I stick to one path,\I should hit a highway or something eventually.\Definitely!\I'm getting out of here!\I am going to get out of here!\There's someone there!\People!\Why are you... response:	I walked so far...
context: I should hit a highway or something eventually.\Definitely!\I'm getting out of here!\I am going to get out of here!\There's someone there!\People!\Why are you...\I walked so far... response:	I told you that you wouldn't be able to leave.
context: Definitely!\I'm getting out of here!\I am going to get out of here!\There's someone there!\People!\Why are you...\I walked so far...\I told you that you wouldn't be able to leave. response:	If you still don't believe me, would you like to try again?
context: I'm getting out of here!\I am going to get out of here!\There's someone there!\People!\Why are you...\I walked so far...\I told you that you wouldn't be able to leave.\If you still don't believe me, would you like to try again? response:	I don't like him.
context: I am going to get out of here!\There's someone there!\People!\Why are you...\I walked so far...\I told you that you wouldn't be able to leave.\If you still don't believe me, would you like to try again?\I don't like him. response:	Huh?
context: There's someone there!\People!\Why are you...\I walked so far...\I told you that you wouldn't be able to leave.\If you still don't believe me, would you like to try again?\I don't like him.\Huh? response:	Did you trip? Your leg's scraped.
context: People!\Why are you...\I walked so far...\I told you that you wouldn't be able to leave.\If you still don't believe me, would you like to try again?\I don't like him.\Huh?\Did you trip? Your leg's scraped. response:	It's bleeding! We have to treat it.
context: Why are you...\I walked so far...\I told you that you wouldn't be able to leave.\If you still don't believe me, would you like to try again?\I don't like him.\Huh?\Did you trip? Your leg's scraped.\It's bleeding! We have to treat it. response:	Stay still.
context: I walked so far...\I told you that you wouldn't be able to leave.\If you still don't believe me, would you like to try again?\I don't like him.\Huh?\Did you trip? Your leg's scraped.\It's bleeding! We have to treat it.\Stay still. response:	I won't let anyone lay so much as a finger on you.
context: I told you that you wouldn't be able to leave.\If you still don't believe me, would you like to try again?\I don't like him.\Huh?\Did you trip? Your leg's scraped.\It's bleeding! We have to treat it.\Stay still.\I won't let anyone lay so much as a finger on you. response:	Liar.
context: If you still don't believe me, would you like to try again?\I don't like him.\Huh?\Did you trip? Your leg's scraped.\It's bleeding! We have to treat it.\Stay still.\I won't let anyone lay so much as a finger on you.\Liar. response:	You don't need to cry! All you have to do is live here from now on.
context: I don't like him.\Huh?\Did you trip? Your leg's scraped.\It's bleeding! We have to treat it.\Stay still.\I won't let anyone lay so much as a finger on you.\Liar.\You don't need to cry! All you have to do is live here from now on. response:	Yonomori-sama has already forgiven you too.
context: Huh?\Did you trip? Your leg's scraped.\It's bleeding! We have to treat it.\Stay still.\I won't let anyone lay so much as a finger on you.\Liar.\You don't need to cry! All you have to do is live here from now on.\Yonomori-sama has already forgiven you too. response:	I'll treat you way better than Tomoe, anyway.
context: Did you trip? Your leg's scraped.\It's bleeding! We have to treat it.\Stay still.\I won't let anyone lay so much as a finger on you.\Liar.\You don't need to cry! All you have to do is live here from now on.\Yonomori-sama has already forgiven you too.\I'll treat you way better than Tomoe, anyway. response:	It shouldn't be the right season, but those plums are still budding.
context: It's bleeding! We have to treat it.\Stay still.\I won't let anyone lay so much as a finger on you.\Liar.\You don't need to cry! All you have to do is live here from now on.\Yonomori-sama has already forgiven you too.\I'll treat you way better than Tomoe, anyway.\It shouldn't be the right season, but those plums are still budding. response:	This isn't part of the real world, is it?
context: Stay still.\I won't let anyone lay so much as a finger on you.\Liar.\You don't need to cry! All you have to do is live here from now on.\Yonomori-sama has already forgiven you too.\I'll treat you way better than Tomoe, anyway.\It shouldn't be the right season, but those plums are still budding.\This isn't part of the real world, is it? response:	Yup, those plums are always like that.
context: I won't let anyone lay so much as a finger on you.\Liar.\You don't need to cry! All you have to do is live here from now on.\Yonomori-sama has already forgiven you too.\I'll treat you way better than Tomoe, anyway.\It shouldn't be the right season, but those plums are still budding.\This isn't part of the real world, is it?\Yup, those plums are always like that. response:	We stopped the time here while they were the most beautiful
context: Liar.\You don't need to cry! All you have to do is live here from now on.\Yonomori-sama has already forgiven you too.\I'll treat you way better than Tomoe, anyway.\It shouldn't be the right season, but those plums are still budding.\This isn't part of the real world, is it?\Yup, those plums are always like that.\We stopped the time here while they were the most beautiful response:	Yonomori-sama likes them quite a lot.
context: You don't need to cry! All you have to do is live here from now on.\Yonomori-sama has already forgiven you too.\I'll treat you way better than Tomoe, anyway.\It shouldn't be the right season, but those plums are still budding.\This isn't part of the real world, is it?\Yup, those plums are always like that.\We stopped the time here while they were the most beautiful\Yonomori-sama likes them quite a lot. response:	Would you like to sleep now?
context: Yonomori-sama has already forgiven you too.\I'll treat you way better than Tomoe, anyway.\It shouldn't be the right season, but those plums are still budding.\This isn't part of the real world, is it?\Yup, those plums are always like that.\We stopped the time here while they were the most beautiful\Yonomori-sama likes them quite a lot.\Would you like to sleep now? response:	Excuse me?!
context: I'll treat you way better than Tomoe, anyway.\It shouldn't be the right season, but those plums are still budding.\This isn't part of the real world, is it?\Yup, those plums are always like that.\We stopped the time here while they were the most beautiful\Yonomori-sama likes them quite a lot.\Would you like to sleep now?\Excuse me?! response:	I won't do anything.
context: It shouldn't be the right season, but those plums are still budding.\This isn't part of the real world, is it?\Yup, those plums are always like that.\We stopped the time here while they were the most beautiful\Yonomori-sama likes them quite a lot.\Would you like to sleep now?\Excuse me?!\I won't do anything. response:	You can wait until you're ready... right here, forever.
context: This isn't part of the real world, is it?\Yup, those plums are always like that.\We stopped the time here while they were the most beautiful\Yonomori-sama likes them quite a lot.\Would you like to sleep now?\Excuse me?!\I won't do anything.\You can wait until you're ready... right here, forever. response:	Here you go!
context: Yup, those plums are always like that.\We stopped the time here while they were the most beautiful\Yonomori-sama likes them quite a lot.\Would you like to sleep now?\Excuse me?!\I won't do anything.\You can wait until you're ready... right here, forever.\Here you go! response:	Tomoe, I'm right here.
context: We stopped the time here while they were the most beautiful\Yonomori-sama likes them quite a lot.\Would you like to sleep now?\Excuse me?!\I won't do anything.\You can wait until you're ready... right here, forever.\Here you go!\Tomoe, I'm right here. response:	If you're truly my familiar, come save me.
context: Yonomori-sama likes them quite a lot.\Would you like to sleep now?\Excuse me?!\I won't do anything.\You can wait until you're ready... right here, forever.\Here you go!\Tomoe, I'm right here.\If you're truly my familiar, come save me. response:	We'll be right back after this.
context: Would you like to sleep now?\Excuse me?!\I won't do anything.\You can wait until you're ready... right here, forever.\Here you go!\Tomoe, I'm right here.\If you're truly my familiar, come save me.\We'll be right back after this. response:	Nanami-sama has been...
context: Excuse me?!\I won't do anything.\You can wait until you're ready... right here, forever.\Here you go!\Tomoe, I'm right here.\If you're truly my familiar, come save me.\We'll be right back after this.\Nanami-sama has been... response:	Nanami-sama has been kidnapped?!
context: I won't do anything.\You can wait until you're ready... right here, forever.\Here you go!\Tomoe, I'm right here.\If you're truly my familiar, come save me.\We'll be right back after this.\Nanami-sama has been...\Nanami-sama has been kidnapped?! response:	She has become a snake's bride?
context: You can wait until you're ready... right here, forever.\Here you go!\Tomoe, I'm right here.\If you're truly my familiar, come save me.\We'll be right back after this.\Nanami-sama has been...\Nanami-sama has been kidnapped?!\She has become a snake's bride? response:	Our shrine is doomed!
context: Here you go!\Tomoe, I'm right here.\If you're truly my familiar, come save me.\We'll be right back after this.\Nanami-sama has been...\Nanami-sama has been kidnapped?!\She has become a snake's bride?\Our shrine is doomed! response:	Don't cry, Onikiri.
context: Tomoe, I'm right here.\If you're truly my familiar, come save me.\We'll be right back after this.\Nanami-sama has been...\Nanami-sama has been kidnapped?!\She has become a snake's bride?\Our shrine is doomed!\Don't cry, Onikiri. response:	We still have hope! Look!
context: If you're truly my familiar, come save me.\We'll be right back after this.\Nanami-sama has been...\Nanami-sama has been kidnapped?!\She has become a snake's bride?\Our shrine is doomed!\Don't cry, Onikiri.\We still have hope! Look! response:	Look at Tomoe-dono's composure!
context: We'll be right back after this.\Nanami-sama has been...\Nanami-sama has been kidnapped?!\She has become a snake's bride?\Our shrine is doomed!\Don't cry, Onikiri.\We still have hope! Look!\Look at Tomoe-dono's composure! response:	He has been polishing those vases since his return.
context: Nanami-sama has been...\Nanami-sama has been kidnapped?!\She has become a snake's bride?\Our shrine is doomed!\Don't cry, Onikiri.\We still have hope! Look!\Look at Tomoe-dono's composure!\He has been polishing those vases since his return. response:	It's as if nothing is amiss!
context: Nanami-sama has been kidnapped?!\She has become a snake's bride?\Our shrine is doomed!\Don't cry, Onikiri.\We still have hope! Look!\Look at Tomoe-dono's composure!\He has been polishing those vases since his return.\It's as if nothing is amiss! response:	Actions worthy only of Japan's finest familiar! You can count on him!
context: She has become a snake's bride?\Our shrine is doomed!\Don't cry, Onikiri.\We still have hope! Look!\Look at Tomoe-dono's composure!\He has been polishing those vases since his return.\It's as if nothing is amiss!\Actions worthy only of Japan's finest familiar! You can count on him! response:	He surely has a plan!
context: Our shrine is doomed!\Don't cry, Onikiri.\We still have hope! Look!\Look at Tomoe-dono's composure!\He has been polishing those vases since his return.\It's as if nothing is amiss!\Actions worthy only of Japan's finest familiar! You can count on him!\He surely has a plan! response:	We're doomed!
context: Don't cry, Onikiri.\We still have hope! Look!\Look at Tomoe-dono's composure!\He has been polishing those vases since his return.\It's as if nothing is amiss!\Actions worthy only of Japan's finest familiar! You can count on him!\He surely has a plan!\We're doomed! response:	This shrine's done for!
context: We still have hope! Look!\Look at Tomoe-dono's composure!\He has been polishing those vases since his return.\It's as if nothing is amiss!\Actions worthy only of Japan's finest familiar! You can count on him!\He surely has a plan!\We're doomed!\This shrine's done for! response:	Will you shut up?!
context: Look at Tomoe-dono's composure!\He has been polishing those vases since his return.\It's as if nothing is amiss!\Actions worthy only of Japan's finest familiar! You can count on him!\He surely has a plan!\We're doomed!\This shrine's done for!\Will you shut up?! response:	I never thought I'd lose my composure to this extent.
context: He has been polishing those vases since his return.\It's as if nothing is amiss!\Actions worthy only of Japan's finest familiar! You can count on him!\He surely has a plan!\We're doomed!\This shrine's done for!\Will you shut up?!\I never thought I'd lose my composure to this extent. response:	With such little strength, I might not be able to protect her.
context: It's as if nothing is amiss!\Actions worthy only of Japan's finest familiar! You can count on him!\He surely has a plan!\We're doomed!\This shrine's done for!\Will you shut up?!\I never thought I'd lose my composure to this extent.\With such little strength, I might not be able to protect her. response:	She might be crying right now.
context: Actions worthy only of Japan's finest familiar! You can count on him!\He surely has a plan!\We're doomed!\This shrine's done for!\Will you shut up?!\I never thought I'd lose my composure to this extent.\With such little strength, I might not be able to protect her.\She might be crying right now. response:	I'll have to take back what I've let go.
context: He surely has a plan!\We're doomed!\This shrine's done for!\Will you shut up?!\I never thought I'd lose my composure to this extent.\With such little strength, I might not be able to protect her.\She might be crying right now.\I'll have to take back what I've let go. response:	I'll have to take back what I've let go.
context: We're doomed!\This shrine's done for!\Will you shut up?!\I never thought I'd lose my composure to this extent.\With such little strength, I might not be able to protect her.\She might be crying right now.\I'll have to take back what I've let go.\I'll have to take back what I've let go. response:	And that's a promise.
context: This shrine's done for!\Will you shut up?!\I never thought I'd lose my composure to this extent.\With such little strength, I might not be able to protect her.\She might be crying right now.\I'll have to take back what I've let go.\I'll have to take back what I've let go.\And that's a promise. response:	Mizuki?
context: Will you shut up?!\I never thought I'd lose my composure to this extent.\With such little strength, I might not be able to protect her.\She might be crying right now.\I'll have to take back what I've let go.\I'll have to take back what I've let go.\And that's a promise.\Mizuki? response:	This is an impressive shrine.
context: I never thought I'd lose my composure to this extent.\With such little strength, I might not be able to protect her.\She might be crying right now.\I'll have to take back what I've let go.\I'll have to take back what I've let go.\And that's a promise.\Mizuki?\This is an impressive shrine. response:	The deity is enshrined and everything is in order.
context: With such little strength, I might not be able to protect her.\She might be crying right now.\I'll have to take back what I've let go.\I'll have to take back what I've let go.\And that's a promise.\Mizuki?\This is an impressive shrine.\The deity is enshrined and everything is in order. response:	Yet, something feels off.
context: She might be crying right now.\I'll have to take back what I've let go.\I'll have to take back what I've let go.\And that's a promise.\Mizuki?\This is an impressive shrine.\The deity is enshrined and everything is in order.\Yet, something feels off. response:	Breakfast! Breakfast!
context: I'll have to take back what I've let go.\I'll have to take back what I've let go.\And that's a promise.\Mizuki?\This is an impressive shrine.\The deity is enshrined and everything is in order.\Yet, something feels off.\Breakfast! Breakfast! response:	That's your breakfast!
context: I'll have to take back what I've let go.\And that's a promise.\Mizuki?\This is an impressive shrine.\The deity is enshrined and everything is in order.\Yet, something feels off.\Breakfast! Breakfast!\That's your breakfast! response:	Now eat it, human deity.
context: And that's a promise.\Mizuki?\This is an impressive shrine.\The deity is enshrined and everything is in order.\Yet, something feels off.\Breakfast! Breakfast!\That's your breakfast!\Now eat it, human deity. response:	Screw you!
context: Mizuki?\This is an impressive shrine.\The deity is enshrined and everything is in order.\Yet, something feels off.\Breakfast! Breakfast!\That's your breakfast!\Now eat it, human deity.\Screw you! response:	Looks like being a host isn't that easy.
context: This is an impressive shrine.\The deity is enshrined and everything is in order.\Yet, something feels off.\Breakfast! Breakfast!\That's your breakfast!\Now eat it, human deity.\Screw you!\Looks like being a host isn't that easy. response:	Yonomori-sama refuses to have anything except sake.
context: The deity is enshrined and everything is in order.\Yet, something feels off.\Breakfast! Breakfast!\That's your breakfast!\Now eat it, human deity.\Screw you!\Looks like being a host isn't that easy.\Yonomori-sama refuses to have anything except sake. response:	And as a result, Mizuki-dono's sake is first-class!
context: Yet, something feels off.\Breakfast! Breakfast!\That's your breakfast!\Now eat it, human deity.\Screw you!\Looks like being a host isn't that easy.\Yonomori-sama refuses to have anything except sake.\And as a result, Mizuki-dono's sake is first-class! response:	Yonomori-sama also calls him the best familiar ever!
context: Breakfast! Breakfast!\That's your breakfast!\Now eat it, human deity.\Screw you!\Looks like being a host isn't that easy.\Yonomori-sama refuses to have anything except sake.\And as a result, Mizuki-dono's sake is first-class!\Yonomori-sama also calls him the best familiar ever! response:	Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,
context: That's your breakfast!\Now eat it, human deity.\Screw you!\Looks like being a host isn't that easy.\Yonomori-sama refuses to have anything except sake.\And as a result, Mizuki-dono's sake is first-class!\Yonomori-sama also calls him the best familiar ever!\Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners, response:	unlike you lot.
context: Now eat it, human deity.\Screw you!\Looks like being a host isn't that easy.\Yonomori-sama refuses to have anything except sake.\And as a result, Mizuki-dono's sake is first-class!\Yonomori-sama also calls him the best familiar ever!\Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,\unlike you lot. response:	So he's good at cooking?
context: Screw you!\Looks like being a host isn't that easy.\Yonomori-sama refuses to have anything except sake.\And as a result, Mizuki-dono's sake is first-class!\Yonomori-sama also calls him the best familiar ever!\Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,\unlike you lot.\So he's good at cooking? response:	Do you know Tomoe?
context: Looks like being a host isn't that easy.\Yonomori-sama refuses to have anything except sake.\And as a result, Mizuki-dono's sake is first-class!\Yonomori-sama also calls him the best familiar ever!\Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,\unlike you lot.\So he's good at cooking?\Do you know Tomoe? response:	I do.
context: Yonomori-sama refuses to have anything except sake.\And as a result, Mizuki-dono's sake is first-class!\Yonomori-sama also calls him the best familiar ever!\Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,\unlike you lot.\So he's good at cooking?\Do you know Tomoe?\I do. response:	I've known him a lot longer than you have.
context: And as a result, Mizuki-dono's sake is first-class!\Yonomori-sama also calls him the best familiar ever!\Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,\unlike you lot.\So he's good at cooking?\Do you know Tomoe?\I do.\I've known him a lot longer than you have. response:	He's a white spirit fox.
context: Yonomori-sama also calls him the best familiar ever!\Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,\unlike you lot.\So he's good at cooking?\Do you know Tomoe?\I do.\I've known him a lot longer than you have.\He's a white spirit fox. response:	I don't need you to tell me!
context: Well, Tomoe cooks better than anyone, takes care of the shrine, and has manners,\unlike you lot.\So he's good at cooking?\Do you know Tomoe?\I do.\I've known him a lot longer than you have.\He's a white spirit fox.\I don't need you to tell me! response:	Tomoe-kun must have the worst luck.
context: unlike you lot.\So he's good at cooking?\Do you know Tomoe?\I do.\I've known him a lot longer than you have.\He's a white spirit fox.\I don't need you to tell me!\Tomoe-kun must have the worst luck. response:	He lost his master again. I can see him now, sitting there, moping.
context: So he's good at cooking?\Do you know Tomoe?\I do.\I've known him a lot longer than you have.\He's a white spirit fox.\I don't need you to tell me!\Tomoe-kun must have the worst luck.\He lost his master again. I can see him now, sitting there, moping. response:	You're one to talk. I saw you doing just that.
context: Do you know Tomoe?\I do.\I've known him a lot longer than you have.\He's a white spirit fox.\I don't need you to tell me!\Tomoe-kun must have the worst luck.\He lost his master again. I can see him now, sitting there, moping.\You're one to talk. I saw you doing just that. response:	This shrine's missing something.
context: I do.\I've known him a lot longer than you have.\He's a white spirit fox.\I don't need you to tell me!\Tomoe-kun must have the worst luck.\He lost his master again. I can see him now, sitting there, moping.\You're one to talk. I saw you doing just that.\This shrine's missing something. response:	Mizuki, you said that no one comes to this shrine.
context: I've known him a lot longer than you have.\He's a white spirit fox.\I don't need you to tell me!\Tomoe-kun must have the worst luck.\He lost his master again. I can see him now, sitting there, moping.\You're one to talk. I saw you doing just that.\This shrine's missing something.\Mizuki, you said that no one comes to this shrine. response:	How long has it been that way.
context: He's a white spirit fox.\I don't need you to tell me!\Tomoe-kun must have the worst luck.\He lost his master again. I can see him now, sitting there, moping.\You're one to talk. I saw you doing just that.\This shrine's missing something.\Mizuki, you said that no one comes to this shrine.\How long has it been that way. response:	Huh? I wonder...
context: I don't need you to tell me!\Tomoe-kun must have the worst luck.\He lost his master again. I can see him now, sitting there, moping.\You're one to talk. I saw you doing just that.\This shrine's missing something.\Mizuki, you said that no one comes to this shrine.\How long has it been that way.\Huh? I wonder... response:	Eh?
context: Tomoe-kun must have the worst luck.\He lost his master again. I can see him now, sitting there, moping.\You're one to talk. I saw you doing just that.\This shrine's missing something.\Mizuki, you said that no one comes to this shrine.\How long has it been that way.\Huh? I wonder...\Eh? response:	Wait, no! Don't touch Yonomori-sama!
context: He lost his master again. I can see him now, sitting there, moping.\You're one to talk. I saw you doing just that.\This shrine's missing something.\Mizuki, you said that no one comes to this shrine.\How long has it been that way.\Huh? I wonder...\Eh?\Wait, no! Don't touch Yonomori-sama! response:	As I thought, this shrine has no deity.
context: You're one to talk. I saw you doing just that.\This shrine's missing something.\Mizuki, you said that no one comes to this shrine.\How long has it been that way.\Huh? I wonder...\Eh?\Wait, no! Don't touch Yonomori-sama!\As I thought, this shrine has no deity. response:	Mind telling me what's going on?
context: This shrine's missing something.\Mizuki, you said that no one comes to this shrine.\How long has it been that way.\Huh? I wonder...\Eh?\Wait, no! Don't touch Yonomori-sama!\As I thought, this shrine has no deity.\Mind telling me what's going on? response:	Tomoe-sama, we've located her.
context: Mizuki, you said that no one comes to this shrine.\How long has it been that way.\Huh? I wonder...\Eh?\Wait, no! Don't touch Yonomori-sama!\As I thought, this shrine has no deity.\Mind telling me what's going on?\Tomoe-sama, we've located her. response:	The snake resides down there.
context: How long has it been that way.\Huh? I wonder...\Eh?\Wait, no! Don't touch Yonomori-sama!\As I thought, this shrine has no deity.\Mind telling me what's going on?\Tomoe-sama, we've located her.\The snake resides down there. response:	In a dam, huh?
context: Huh? I wonder...\Eh?\Wait, no! Don't touch Yonomori-sama!\As I thought, this shrine has no deity.\Mind telling me what's going on?\Tomoe-sama, we've located her.\The snake resides down there.\In a dam, huh? response:	As expected, there are no signs of humans.
