context: Signs response:	OP
context: That's right... It was thirteen years ago.\Back then... Mitsuo saw it as well.\Ao's mother fell out of the empty sky.\Let's get out of here!\It was before our Independence.\The Americans came looking for her, but Fukai Toshio hid her.\When Ao was born, everyone thought he was an alien...\And he's hated because of that?! response:	That's so mean!
context: Back then... Mitsuo saw it as well.\Ao's mother fell out of the empty sky.\Let's get out of here!\It was before our Independence.\The Americans came looking for her, but Fukai Toshio hid her.\When Ao was born, everyone thought he was an alien...\And he's hated because of that?!\That's so mean! response:	No!
context: Ao's mother fell out of the empty sky.\Let's get out of here!\It was before our Independence.\The Americans came looking for her, but Fukai Toshio hid her.\When Ao was born, everyone thought he was an alien...\And he's hated because of that?!\That's so mean!\No! response:	That woman and his son brought disaster upon us.
context: Let's get out of here!\It was before our Independence.\The Americans came looking for her, but Fukai Toshio hid her.\When Ao was born, everyone thought he was an alien...\And he's hated because of that?!\That's so mean!\No!\That woman and his son brought disaster upon us. response:	They angered the sea giant!
context: It was before our Independence.\The Americans came looking for her, but Fukai Toshio hid her.\When Ao was born, everyone thought he was an alien...\And he's hated because of that?!\That's so mean!\No!\That woman and his son brought disaster upon us.\They angered the sea giant! response:	Sea giant?
context: The Americans came looking for her, but Fukai Toshio hid her.\When Ao was born, everyone thought he was an alien...\And he's hated because of that?!\That's so mean!\No!\That woman and his son brought disaster upon us.\They angered the sea giant!\Sea giant? response:	When you were around three, a Scub Burst happened nearby.
context: When Ao was born, everyone thought he was an alien...\And he's hated because of that?!\That's so mean!\No!\That woman and his son brought disaster upon us.\They angered the sea giant!\Sea giant?\When you were around three, a Scub Burst happened nearby. response:	You know, at that place.
context: And he's hated because of that?!\That's so mean!\No!\That woman and his son brought disaster upon us.\They angered the sea giant!\Sea giant?\When you were around three, a Scub Burst happened nearby.\You know, at that place. response:	That's also when the Americans found your mother.
context: That's so mean!\No!\That woman and his son brought disaster upon us.\They angered the sea giant!\Sea giant?\When you were around three, a Scub Burst happened nearby.\You know, at that place.\That's also when the Americans found your mother. response:	She was taken away and the Burst left with her.
context: No!\That woman and his son brought disaster upon us.\They angered the sea giant!\Sea giant?\When you were around three, a Scub Burst happened nearby.\You know, at that place.\That's also when the Americans found your mother.\She was taken away and the Burst left with her. response:	We gossiped about it.
context: That woman and his son brought disaster upon us.\They angered the sea giant!\Sea giant?\When you were around three, a Scub Burst happened nearby.\You know, at that place.\That's also when the Americans found your mother.\She was taken away and the Burst left with her.\We gossiped about it. response:	It all happened because she angered the sea giant.
context: They angered the sea giant!\Sea giant?\When you were around three, a Scub Burst happened nearby.\You know, at that place.\That's also when the Americans found your mother.\She was taken away and the Burst left with her.\We gossiped about it.\It all happened because she angered the sea giant. response:	She summoned the Scub Coral.
context: Sea giant?\When you were around three, a Scub Burst happened nearby.\You know, at that place.\That's also when the Americans found your mother.\She was taken away and the Burst left with her.\We gossiped about it.\It all happened because she angered the sea giant.\She summoned the Scub Coral. response:	How could that be my... or my mother's fault?!
context: When you were around three, a Scub Burst happened nearby.\You know, at that place.\That's also when the Americans found your mother.\She was taken away and the Burst left with her.\We gossiped about it.\It all happened because she angered the sea giant.\She summoned the Scub Coral.\How could that be my... or my mother's fault?! response:	At the time, a few families who were on an excursion got caught up in the burst,
context: You know, at that place.\That's also when the Americans found your mother.\She was taken away and the Burst left with her.\We gossiped about it.\It all happened because she angered the sea giant.\She summoned the Scub Coral.\How could that be my... or my mother's fault?!\At the time, a few families who were on an excursion got caught up in the burst, response:	and the only one who survived was Arata's child, Naru.
context: That's also when the Americans found your mother.\She was taken away and the Burst left with her.\We gossiped about it.\It all happened because she angered the sea giant.\She summoned the Scub Coral.\How could that be my... or my mother's fault?!\At the time, a few families who were on an excursion got caught up in the burst,\and the only one who survived was Arata's child, Naru. response:	So that's why I'm hated?
context: She was taken away and the Burst left with her.\We gossiped about it.\It all happened because she angered the sea giant.\She summoned the Scub Coral.\How could that be my... or my mother's fault?!\At the time, a few families who were on an excursion got caught up in the burst,\and the only one who survived was Arata's child, Naru.\So that's why I'm hated? response:	Then tell me, what should I have done instead?
context: We gossiped about it.\It all happened because she angered the sea giant.\She summoned the Scub Coral.\How could that be my... or my mother's fault?!\At the time, a few families who were on an excursion got caught up in the burst,\and the only one who survived was Arata's child, Naru.\So that's why I'm hated?\Then tell me, what should I have done instead? response:	What could I have done?!
context: It all happened because she angered the sea giant.\She summoned the Scub Coral.\How could that be my... or my mother's fault?!\At the time, a few families who were on an excursion got caught up in the burst,\and the only one who survived was Arata's child, Naru.\So that's why I'm hated?\Then tell me, what should I have done instead?\What could I have done?! response:	Nothing.
context: She summoned the Scub Coral.\How could that be my... or my mother's fault?!\At the time, a few families who were on an excursion got caught up in the burst,\and the only one who survived was Arata's child, Naru.\So that's why I'm hated?\Then tell me, what should I have done instead?\What could I have done?!\Nothing. response:	But we can't forgive you or your mother.
context: How could that be my... or my mother's fault?!\At the time, a few families who were on an excursion got caught up in the burst,\and the only one who survived was Arata's child, Naru.\So that's why I'm hated?\Then tell me, what should I have done instead?\What could I have done?!\Nothing.\But we can't forgive you or your mother. response:	I'm sorry.
context: At the time, a few families who were on an excursion got caught up in the burst,\and the only one who survived was Arata's child, Naru.\So that's why I'm hated?\Then tell me, what should I have done instead?\What could I have done?!\Nothing.\But we can't forgive you or your mother.\I'm sorry. response:	So a trapar bubble emerged with the Scub Coral?
context: and the only one who survived was Arata's child, Naru.\So that's why I'm hated?\Then tell me, what should I have done instead?\What could I have done?!\Nothing.\But we can't forgive you or your mother.\I'm sorry.\So a trapar bubble emerged with the Scub Coral? response:	Isn't that good a good thing?
context: So that's why I'm hated?\Then tell me, what should I have done instead?\What could I have done?!\Nothing.\But we can't forgive you or your mother.\I'm sorry.\So a trapar bubble emerged with the Scub Coral?\Isn't that good a good thing? response:	That whole profiteering was crazy.
context: Then tell me, what should I have done instead?\What could I have done?!\Nothing.\But we can't forgive you or your mother.\I'm sorry.\So a trapar bubble emerged with the Scub Coral?\Isn't that good a good thing?\That whole profiteering was crazy. response:	We even lost fishing rights to China during the negotiations.
context: What could I have done?!\Nothing.\But we can't forgive you or your mother.\I'm sorry.\So a trapar bubble emerged with the Scub Coral?\Isn't that good a good thing?\That whole profiteering was crazy.\We even lost fishing rights to China during the negotiations. response:	The island was a total mess back then.
context: Nothing.\But we can't forgive you or your mother.\I'm sorry.\So a trapar bubble emerged with the Scub Coral?\Isn't that good a good thing?\That whole profiteering was crazy.\We even lost fishing rights to China during the negotiations.\The island was a total mess back then. response:	The island has changed.
context: But we can't forgive you or your mother.\I'm sorry.\So a trapar bubble emerged with the Scub Coral?\Isn't that good a good thing?\That whole profiteering was crazy.\We even lost fishing rights to China during the negotiations.\The island was a total mess back then.\The island has changed. response:	The previous generation wanted to find someone to blame.
context: I'm sorry.\So a trapar bubble emerged with the Scub Coral?\Isn't that good a good thing?\That whole profiteering was crazy.\We even lost fishing rights to China during the negotiations.\The island was a total mess back then.\The island has changed.\The previous generation wanted to find someone to blame. response:	Let's do some fucking justice.
context: So a trapar bubble emerged with the Scub Coral?\Isn't that good a good thing?\That whole profiteering was crazy.\We even lost fishing rights to China during the negotiations.\The island was a total mess back then.\The island has changed.\The previous generation wanted to find someone to blame.\Let's do some fucking justice. response:	What does Generation Bleu want from him?
context: Isn't that good a good thing?\That whole profiteering was crazy.\We even lost fishing rights to China during the negotiations.\The island was a total mess back then.\The island has changed.\The previous generation wanted to find someone to blame.\Let's do some fucking justice.\What does Generation Bleu want from him? response:	I once knew a girl with turquoise hair.
context: That whole profiteering was crazy.\We even lost fishing rights to China during the negotiations.\The island was a total mess back then.\The island has changed.\The previous generation wanted to find someone to blame.\Let's do some fucking justice.\What does Generation Bleu want from him?\I once knew a girl with turquoise hair. response:	I want to know what color the boy's mother's hair was.
context: We even lost fishing rights to China during the negotiations.\The island was a total mess back then.\The island has changed.\The previous generation wanted to find someone to blame.\Let's do some fucking justice.\What does Generation Bleu want from him?\I once knew a girl with turquoise hair.\I want to know what color the boy's mother's hair was. response:	S-Stop!
context: The island was a total mess back then.\The island has changed.\The previous generation wanted to find someone to blame.\Let's do some fucking justice.\What does Generation Bleu want from him?\I once knew a girl with turquoise hair.\I want to know what color the boy's mother's hair was.\S-Stop! response:	How did you start that IFO? The Nirvash.
context: The island has changed.\The previous generation wanted to find someone to blame.\Let's do some fucking justice.\What does Generation Bleu want from him?\I once knew a girl with turquoise hair.\I want to know what color the boy's mother's hair was.\S-Stop!\How did you start that IFO? The Nirvash. response:	Nirvash?
context: The previous generation wanted to find someone to blame.\Let's do some fucking justice.\What does Generation Bleu want from him?\I once knew a girl with turquoise hair.\I want to know what color the boy's mother's hair was.\S-Stop!\How did you start that IFO? The Nirvash.\Nirvash? response:	There was a girl who called it that. Nirvash.
context: Let's do some fucking justice.\What does Generation Bleu want from him?\I once knew a girl with turquoise hair.\I want to know what color the boy's mother's hair was.\S-Stop!\How did you start that IFO? The Nirvash.\Nirvash?\There was a girl who called it that. Nirvash. response:	You're crazy!
context: What does Generation Bleu want from him?\I once knew a girl with turquoise hair.\I want to know what color the boy's mother's hair was.\S-Stop!\How did you start that IFO? The Nirvash.\Nirvash?\There was a girl who called it that. Nirvash.\You're crazy! response:	Hurry!
context: I once knew a girl with turquoise hair.\I want to know what color the boy's mother's hair was.\S-Stop!\How did you start that IFO? The Nirvash.\Nirvash?\There was a girl who called it that. Nirvash.\You're crazy!\Hurry! response:	Get in! Don't just stand there! Move!
context: I want to know what color the boy's mother's hair was.\S-Stop!\How did you start that IFO? The Nirvash.\Nirvash?\There was a girl who called it that. Nirvash.\You're crazy!\Hurry!\Get in! Don't just stand there! Move! response:	Jiro! What the hell are you doing?!
context: S-Stop!\How did you start that IFO? The Nirvash.\Nirvash?\There was a girl who called it that. Nirvash.\You're crazy!\Hurry!\Get in! Don't just stand there! Move!\Jiro! What the hell are you doing?! response:	Jiro?
context: How did you start that IFO? The Nirvash.\Nirvash?\There was a girl who called it that. Nirvash.\You're crazy!\Hurry!\Get in! Don't just stand there! Move!\Jiro! What the hell are you doing?!\Jiro? response:	That's Gazelle's name.
context: Nirvash?\There was a girl who called it that. Nirvash.\You're crazy!\Hurry!\Get in! Don't just stand there! Move!\Jiro! What the hell are you doing?!\Jiro?\That's Gazelle's name. response:	That's Gazelle's dad?!
context: There was a girl who called it that. Nirvash.\You're crazy!\Hurry!\Get in! Don't just stand there! Move!\Jiro! What the hell are you doing?!\Jiro?\That's Gazelle's name.\That's Gazelle's dad?! response:	I don't know nothing about Jiro!
context: You're crazy!\Hurry!\Get in! Don't just stand there! Move!\Jiro! What the hell are you doing?!\Jiro?\That's Gazelle's name.\That's Gazelle's dad?!\I don't know nothing about Jiro! response:	My name's Gazelle!
context: Hurry!\Get in! Don't just stand there! Move!\Jiro! What the hell are you doing?!\Jiro?\That's Gazelle's name.\That's Gazelle's dad?!\I don't know nothing about Jiro!\My name's Gazelle! response:	That's my real name!
context: Get in! Don't just stand there! Move!\Jiro! What the hell are you doing?!\Jiro?\That's Gazelle's name.\That's Gazelle's dad?!\I don't know nothing about Jiro!\My name's Gazelle!\That's my real name! response:	Real my ass, stupid son!
context: Jiro! What the hell are you doing?!\Jiro?\That's Gazelle's name.\That's Gazelle's dad?!\I don't know nothing about Jiro!\My name's Gazelle!\That's my real name!\Real my ass, stupid son! response:	Get out, you fool!
context: Jiro?\That's Gazelle's name.\That's Gazelle's dad?!\I don't know nothing about Jiro!\My name's Gazelle!\That's my real name!\Real my ass, stupid son!\Get out, you fool! response:	I'm sorry, dad!
context: That's Gazelle's name.\That's Gazelle's dad?!\I don't know nothing about Jiro!\My name's Gazelle!\That's my real name!\Real my ass, stupid son!\Get out, you fool!\I'm sorry, dad! response:	This guy too?!
context: That's Gazelle's dad?!\I don't know nothing about Jiro!\My name's Gazelle!\That's my real name!\Real my ass, stupid son!\Get out, you fool!\I'm sorry, dad!\This guy too?! response:	We'll use him to negotiate with the Japs!
context: I don't know nothing about Jiro!\My name's Gazelle!\That's my real name!\Real my ass, stupid son!\Get out, you fool!\I'm sorry, dad!\This guy too?!\We'll use him to negotiate with the Japs! response:	It's for the sake of Okinawa's true independence!
context: My name's Gazelle!\That's my real name!\Real my ass, stupid son!\Get out, you fool!\I'm sorry, dad!\This guy too?!\We'll use him to negotiate with the Japs!\It's for the sake of Okinawa's true independence! response:	Are you out of your mind?!
context: That's my real name!\Real my ass, stupid son!\Get out, you fool!\I'm sorry, dad!\This guy too?!\We'll use him to negotiate with the Japs!\It's for the sake of Okinawa's true independence!\Are you out of your mind?! response:	Jiro?
context: Real my ass, stupid son!\Get out, you fool!\I'm sorry, dad!\This guy too?!\We'll use him to negotiate with the Japs!\It's for the sake of Okinawa's true independence!\Are you out of your mind?!\Jiro? response:	We bullied him for being a foreigner when we were kids.
context: Get out, you fool!\I'm sorry, dad!\This guy too?!\We'll use him to negotiate with the Japs!\It's for the sake of Okinawa's true independence!\Are you out of your mind?!\Jiro?\We bullied him for being a foreigner when we were kids. response:	Know why?
context: I'm sorry, dad!\This guy too?!\We'll use him to negotiate with the Japs!\It's for the sake of Okinawa's true independence!\Are you out of your mind?!\Jiro?\We bullied him for being a foreigner when we were kids.\Know why? response:	It's because our parents... the adults said so!
context: This guy too?!\We'll use him to negotiate with the Japs!\It's for the sake of Okinawa's true independence!\Are you out of your mind?!\Jiro?\We bullied him for being a foreigner when we were kids.\Know why?\It's because our parents... the adults said so! response:	He's a foreigner!
context: We'll use him to negotiate with the Japs!\It's for the sake of Okinawa's true independence!\Are you out of your mind?!\Jiro?\We bullied him for being a foreigner when we were kids.\Know why?\It's because our parents... the adults said so!\He's a foreigner! response:	He's an alien!
context: It's for the sake of Okinawa's true independence!\Are you out of your mind?!\Jiro?\We bullied him for being a foreigner when we were kids.\Know why?\It's because our parents... the adults said so!\He's a foreigner!\He's an alien! response:	It's all his and his mother's fault!
context: Are you out of your mind?!\Jiro?\We bullied him for being a foreigner when we were kids.\Know why?\It's because our parents... the adults said so!\He's a foreigner!\He's an alien!\It's all his and his mother's fault! response:	We can't fish? Our independence is half-assed?
context: Jiro?\We bullied him for being a foreigner when we were kids.\Know why?\It's because our parents... the adults said so!\He's a foreigner!\He's an alien!\It's all his and his mother's fault!\We can't fish? Our independence is half-assed? response:	We blamed it all on Ao!
context: We bullied him for being a foreigner when we were kids.\Know why?\It's because our parents... the adults said so!\He's a foreigner!\He's an alien!\It's all his and his mother's fault!\We can't fish? Our independence is half-assed?\We blamed it all on Ao! response:	But did you refuse the security money for the Scub?
context: Know why?\It's because our parents... the adults said so!\He's a foreigner!\He's an alien!\It's all his and his mother's fault!\We can't fish? Our independence is half-assed?\We blamed it all on Ao!\But did you refuse the security money for the Scub? response:	You children don't understand! Listen!
context: It's because our parents... the adults said so!\He's a foreigner!\He's an alien!\It's all his and his mother's fault!\We can't fish? Our independence is half-assed?\We blamed it all on Ao!\But did you refuse the security money for the Scub?\You children don't understand! Listen! response:	Don't you want independence?
context: He's a foreigner!\He's an alien!\It's all his and his mother's fault!\We can't fish? Our independence is half-assed?\We blamed it all on Ao!\But did you refuse the security money for the Scub?\You children don't understand! Listen!\Don't you want independence? response:	From Japan? From America? From China?
context: He's an alien!\It's all his and his mother's fault!\We can't fish? Our independence is half-assed?\We blamed it all on Ao!\But did you refuse the security money for the Scub?\You children don't understand! Listen!\Don't you want independence?\From Japan? From America? From China? response:	Then do it!
context: It's all his and his mother's fault!\We can't fish? Our independence is half-assed?\We blamed it all on Ao!\But did you refuse the security money for the Scub?\You children don't understand! Listen!\Don't you want independence?\From Japan? From America? From China?\Then do it! response:	Don't just talk about it! Do something!
context: We can't fish? Our independence is half-assed?\We blamed it all on Ao!\But did you refuse the security money for the Scub?\You children don't understand! Listen!\Don't you want independence?\From Japan? From America? From China?\Then do it!\Don't just talk about it! Do something! response:	I see.
context: We blamed it all on Ao!\But did you refuse the security money for the Scub?\You children don't understand! Listen!\Don't you want independence?\From Japan? From America? From China?\Then do it!\Don't just talk about it! Do something!\I see. response:	Watch. We'll do it.
context: But did you refuse the security money for the Scub?\You children don't understand! Listen!\Don't you want independence?\From Japan? From America? From China?\Then do it!\Don't just talk about it! Do something!\I see.\Watch. We'll do it. response:	We will.
context: You children don't understand! Listen!\Don't you want independence?\From Japan? From America? From China?\Then do it!\Don't just talk about it! Do something!\I see.\Watch. We'll do it.\We will. response:	Hey, what the heck is that?!
context: Don't you want independence?\From Japan? From America? From China?\Then do it!\Don't just talk about it! Do something!\I see.\Watch. We'll do it.\We will.\Hey, what the heck is that?! response:	It's a G-Monster?
context: From Japan? From America? From China?\Then do it!\Don't just talk about it! Do something!\I see.\Watch. We'll do it.\We will.\Hey, what the heck is that?!\It's a G-Monster? response:	Holy shit, it's huge!
context: Then do it!\Don't just talk about it! Do something!\I see.\Watch. We'll do it.\We will.\Hey, what the heck is that?!\It's a G-Monster?\Holy shit, it's huge! response:	Will Dad and the others be able to get away in time?
context: Don't just talk about it! Do something!\I see.\Watch. We'll do it.\We will.\Hey, what the heck is that?!\It's a G-Monster?\Holy shit, it's huge!\Will Dad and the others be able to get away in time? response:	They can all burn in hell.
context: I see.\Watch. We'll do it.\We will.\Hey, what the heck is that?!\It's a G-Monster?\Holy shit, it's huge!\Will Dad and the others be able to get away in time?\They can all burn in hell. response:	You told me to protect the island yesterday!
context: Watch. We'll do it.\We will.\Hey, what the heck is that?!\It's a G-Monster?\Holy shit, it's huge!\Will Dad and the others be able to get away in time?\They can all burn in hell.\You told me to protect the island yesterday! response:	Shut up! Aren't you on our side?
context: We will.\Hey, what the heck is that?!\It's a G-Monster?\Holy shit, it's huge!\Will Dad and the others be able to get away in time?\They can all burn in hell.\You told me to protect the island yesterday!\Shut up! Aren't you on our side? response:	If so, keep your mouth shut.
context: Hey, what the heck is that?!\It's a G-Monster?\Holy shit, it's huge!\Will Dad and the others be able to get away in time?\They can all burn in hell.\You told me to protect the island yesterday!\Shut up! Aren't you on our side?\If so, keep your mouth shut. response:	Your side?
context: It's a G-Monster?\Holy shit, it's huge!\Will Dad and the others be able to get away in time?\They can all burn in hell.\You told me to protect the island yesterday!\Shut up! Aren't you on our side?\If so, keep your mouth shut.\Your side? response:	Pilot that IFO again!
context: Holy shit, it's huge!\Will Dad and the others be able to get away in time?\They can all burn in hell.\You told me to protect the island yesterday!\Shut up! Aren't you on our side?\If so, keep your mouth shut.\Your side?\Pilot that IFO again! response:	We'll go to war with the Japs and the Yankees!
context: Will Dad and the others be able to get away in time?\They can all burn in hell.\You told me to protect the island yesterday!\Shut up! Aren't you on our side?\If so, keep your mouth shut.\Your side?\Pilot that IFO again!\We'll go to war with the Japs and the Yankees! response:	I don't wanna.
context: They can all burn in hell.\You told me to protect the island yesterday!\Shut up! Aren't you on our side?\If so, keep your mouth shut.\Your side?\Pilot that IFO again!\We'll go to war with the Japs and the Yankees!\I don't wanna. response:	What?
context: You told me to protect the island yesterday!\Shut up! Aren't you on our side?\If so, keep your mouth shut.\Your side?\Pilot that IFO again!\We'll go to war with the Japs and the Yankees!\I don't wanna.\What? response:	I don't wanna pilot it.
context: Shut up! Aren't you on our side?\If so, keep your mouth shut.\Your side?\Pilot that IFO again!\We'll go to war with the Japs and the Yankees!\I don't wanna.\What?\I don't wanna pilot it. response:	I ended up like this because I did!
context: If so, keep your mouth shut.\Your side?\Pilot that IFO again!\We'll go to war with the Japs and the Yankees!\I don't wanna.\What?\I don't wanna pilot it.\I ended up like this because I did! response:	Put me down at my grandpa's place.
context: Your side?\Pilot that IFO again!\We'll go to war with the Japs and the Yankees!\I don't wanna.\What?\I don't wanna pilot it.\I ended up like this because I did!\Put me down at my grandpa's place. response:	You're kidding...
context: Pilot that IFO again!\We'll go to war with the Japs and the Yankees!\I don't wanna.\What?\I don't wanna pilot it.\I ended up like this because I did!\Put me down at my grandpa's place.\You're kidding... response:	Grandpa!
context: We'll go to war with the Japs and the Yankees!\I don't wanna.\What?\I don't wanna pilot it.\I ended up like this because I did!\Put me down at my grandpa's place.\You're kidding...\Grandpa! response:	Grandpa!
context: I don't wanna.\What?\I don't wanna pilot it.\I ended up like this because I did!\Put me down at my grandpa's place.\You're kidding...\Grandpa!\Grandpa! response:	You're... Ao...
context: What?\I don't wanna pilot it.\I ended up like this because I did!\Put me down at my grandpa's place.\You're kidding...\Grandpa!\Grandpa!\You're... Ao... response:	Don't hate them. You mustn't do that.
context: I don't wanna pilot it.\I ended up like this because I did!\Put me down at my grandpa's place.\You're kidding...\Grandpa!\Grandpa!\You're... Ao...\Don't hate them. You mustn't do that. response:	But they set our house on fire!
context: I ended up like this because I did!\Put me down at my grandpa's place.\You're kidding...\Grandpa!\Grandpa!\You're... Ao...\Don't hate them. You mustn't do that.\But they set our house on fire! response:	Even so, you cannot hate them.
context: Put me down at my grandpa's place.\You're kidding...\Grandpa!\Grandpa!\You're... Ao...\Don't hate them. You mustn't do that.\But they set our house on fire!\Even so, you cannot hate them. response:	The adults were all born on this island and they will die on this island.
context: You're kidding...\Grandpa!\Grandpa!\You're... Ao...\Don't hate them. You mustn't do that.\But they set our house on fire!\Even so, you cannot hate them.\The adults were all born on this island and they will die on this island. response:	They have nowhere else to go.
context: Grandpa!\Grandpa!\You're... Ao...\Don't hate them. You mustn't do that.\But they set our house on fire!\Even so, you cannot hate them.\The adults were all born on this island and they will die on this island.\They have nowhere else to go. response:	They love this island. They just want to protect it.
context: Grandpa!\You're... Ao...\Don't hate them. You mustn't do that.\But they set our house on fire!\Even so, you cannot hate them.\The adults were all born on this island and they will die on this island.\They have nowhere else to go.\They love this island. They just want to protect it. response:	Understand that.
context: You're... Ao...\Don't hate them. You mustn't do that.\But they set our house on fire!\Even so, you cannot hate them.\The adults were all born on this island and they will die on this island.\They have nowhere else to go.\They love this island. They just want to protect it.\Understand that. response:	Sorry... So that's why he apologized...
context: Don't hate them. You mustn't do that.\But they set our house on fire!\Even so, you cannot hate them.\The adults were all born on this island and they will die on this island.\They have nowhere else to go.\They love this island. They just want to protect it.\Understand that.\Sorry... So that's why he apologized... response:	That's the reason?
context: But they set our house on fire!\Even so, you cannot hate them.\The adults were all born on this island and they will die on this island.\They have nowhere else to go.\They love this island. They just want to protect it.\Understand that.\Sorry... So that's why he apologized...\That's the reason? response:	Grandpa, run.
context: Even so, you cannot hate them.\The adults were all born on this island and they will die on this island.\They have nowhere else to go.\They love this island. They just want to protect it.\Understand that.\Sorry... So that's why he apologized...\That's the reason?\Grandpa, run. response:	To the sea, if you can!
context: The adults were all born on this island and they will die on this island.\They have nowhere else to go.\They love this island. They just want to protect it.\Understand that.\Sorry... So that's why he apologized...\That's the reason?\Grandpa, run.\To the sea, if you can! response:	Hey! Ao!
context: They have nowhere else to go.\They love this island. They just want to protect it.\Understand that.\Sorry... So that's why he apologized...\That's the reason?\Grandpa, run.\To the sea, if you can!\Hey! Ao! response:	Ao!
context: They love this island. They just want to protect it.\Understand that.\Sorry... So that's why he apologized...\That's the reason?\Grandpa, run.\To the sea, if you can!\Hey! Ao!\Ao! response:	It's huge! Aim wherever you want! Just hit it!
context: Understand that.\Sorry... So that's why he apologized...\That's the reason?\Grandpa, run.\To the sea, if you can!\Hey! Ao!\Ao!\It's huge! Aim wherever you want! Just hit it! response:	Captain!
context: Sorry... So that's why he apologized...\That's the reason?\Grandpa, run.\To the sea, if you can!\Hey! Ao!\Ao!\It's huge! Aim wherever you want! Just hit it!\Captain! response:	What?
context: That's the reason?\Grandpa, run.\To the sea, if you can!\Hey! Ao!\Ao!\It's huge! Aim wherever you want! Just hit it!\Captain!\What? response:	It's Generation Bleu. They're offering us some advice.
context: Grandpa, run.\To the sea, if you can!\Hey! Ao!\Ao!\It's huge! Aim wherever you want! Just hit it!\Captain!\What?\It's Generation Bleu. They're offering us some advice. response:	Put them through.
context: To the sea, if you can!\Hey! Ao!\Ao!\It's huge! Aim wherever you want! Just hit it!\Captain!\What?\It's Generation Bleu. They're offering us some advice.\Put them through. response:	Pardon our earlier actions.
context: Hey! Ao!\Ao!\It's huge! Aim wherever you want! Just hit it!\Captain!\What?\It's Generation Bleu. They're offering us some advice.\Put them through.\Pardon our earlier actions. response:	No worries. We are going to open fire at the G-Monster now.
context: Ao!\It's huge! Aim wherever you want! Just hit it!\Captain!\What?\It's Generation Bleu. They're offering us some advice.\Put them through.\Pardon our earlier actions.\No worries. We are going to open fire at the G-Monster now. response:	Don't do that.
context: It's huge! Aim wherever you want! Just hit it!\Captain!\What?\It's Generation Bleu. They're offering us some advice.\Put them through.\Pardon our earlier actions.\No worries. We are going to open fire at the G-Monster now.\Don't do that. response:	What?
context: Captain!\What?\It's Generation Bleu. They're offering us some advice.\Put them through.\Pardon our earlier actions.\No worries. We are going to open fire at the G-Monster now.\Don't do that.\What? response:	The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.
context: What?\It's Generation Bleu. They're offering us some advice.\Put them through.\Pardon our earlier actions.\No worries. We are going to open fire at the G-Monster now.\Don't do that.\What?\The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless. response:	Conventional projectiles will cause it to react and be countered.
context: It's Generation Bleu. They're offering us some advice.\Put them through.\Pardon our earlier actions.\No worries. We are going to open fire at the G-Monster now.\Don't do that.\What?\The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.\Conventional projectiles will cause it to react and be countered. response:	Conventional weaponry is useless.
context: Put them through.\Pardon our earlier actions.\No worries. We are going to open fire at the G-Monster now.\Don't do that.\What?\The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.\Conventional projectiles will cause it to react and be countered.\Conventional weaponry is useless. response:	We've been telling everyone this for at least a decade, and they don't get it! Jeez.
context: Pardon our earlier actions.\No worries. We are going to open fire at the G-Monster now.\Don't do that.\What?\The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.\Conventional projectiles will cause it to react and be countered.\Conventional weaponry is useless.\We've been telling everyone this for at least a decade, and they don't get it! Jeez. response:	Then what should we do?
context: No worries. We are going to open fire at the G-Monster now.\Don't do that.\What?\The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.\Conventional projectiles will cause it to react and be countered.\Conventional weaponry is useless.\We've been telling everyone this for at least a decade, and they don't get it! Jeez.\Then what should we do? response:	The Secrets' reactions are slow compared to FP's and IFO's.
context: Don't do that.\What?\The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.\Conventional projectiles will cause it to react and be countered.\Conventional weaponry is useless.\We've been telling everyone this for at least a decade, and they don't get it! Jeez.\Then what should we do?\The Secrets' reactions are slow compared to FP's and IFO's. response:	The only IFOs in the area are the two of ours...
context: What?\The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.\Conventional projectiles will cause it to react and be countered.\Conventional weaponry is useless.\We've been telling everyone this for at least a decade, and they don't get it! Jeez.\Then what should we do?\The Secrets' reactions are slow compared to FP's and IFO's.\The only IFOs in the area are the two of ours... response:	There's three.
context: The Secret will unleash a powerful electromagnetic burst in the area, rendering your electronics useless.\Conventional projectiles will cause it to react and be countered.\Conventional weaponry is useless.\We've been telling everyone this for at least a decade, and they don't get it! Jeez.\Then what should we do?\The Secrets' reactions are slow compared to FP's and IFO's.\The only IFOs in the area are the two of ours...\There's three. response:	Our headquarters are negotiating a new contract with the Okinawan government.
context: Conventional projectiles will cause it to react and be countered.\Conventional weaponry is useless.\We've been telling everyone this for at least a decade, and they don't get it! Jeez.\Then what should we do?\The Secrets' reactions are slow compared to FP's and IFO's.\The only IFOs in the area are the two of ours...\There's three.\Our headquarters are negotiating a new contract with the Okinawan government. response:	But our analysis shows that the signals from the Scub Burst earlier are still present.
