context: Why am I being so indecisive about this? response:	Well, I'll be going now, Ayumi.
context: I'm sure there are chemicals that boost abilities in it again,\so it will taste like medicine.\But still, Ayu thinks that curry is chock full of deliciousness that makes people happy!\I wish Big Brother Shun was here too. The three of us eating together!\Big Brother's ability is way too protrusive. That's just impossible.\What was his ability?\Traveling through time... time-leap.\That is just too amazing! response:	Because he has such a power that is too strong,
context: so it will taste like medicine.\But still, Ayu thinks that curry is chock full of deliciousness that makes people happy!\I wish Big Brother Shun was here too. The three of us eating together!\Big Brother's ability is way too protrusive. That's just impossible.\What was his ability?\Traveling through time... time-leap.\That is just too amazing!\Because he has such a power that is too strong, response:	he's being imprisoned...
context: But still, Ayu thinks that curry is chock full of deliciousness that makes people happy!\I wish Big Brother Shun was here too. The three of us eating together!\Big Brother's ability is way too protrusive. That's just impossible.\What was his ability?\Traveling through time... time-leap.\That is just too amazing!\Because he has such a power that is too strong,\he's being imprisoned... response:	Poor Big Brother Shun...
context: I wish Big Brother Shun was here too. The three of us eating together!\Big Brother's ability is way too protrusive. That's just impossible.\What was his ability?\Traveling through time... time-leap.\That is just too amazing!\Because he has such a power that is too strong,\he's being imprisoned...\Poor Big Brother Shun... response:	Yeah, you're right.
context: Big Brother's ability is way too protrusive. That's just impossible.\What was his ability?\Traveling through time... time-leap.\That is just too amazing!\Because he has such a power that is too strong,\he's being imprisoned...\Poor Big Brother Shun...\Yeah, you're right. response:	So we shouldn't talk about this ever again.
context: What was his ability?\Traveling through time... time-leap.\That is just too amazing!\Because he has such a power that is too strong,\he's being imprisoned...\Poor Big Brother Shun...\Yeah, you're right.\So we shouldn't talk about this ever again. response:	Time to eat!
context: Traveling through time... time-leap.\That is just too amazing!\Because he has such a power that is too strong,\he's being imprisoned...\Poor Big Brother Shun...\Yeah, you're right.\So we shouldn't talk about this ever again.\Time to eat! response:	Tastes like medicine as usual...
context: That is just too amazing!\Because he has such a power that is too strong,\he's being imprisoned...\Poor Big Brother Shun...\Yeah, you're right.\So we shouldn't talk about this ever again.\Time to eat!\Tastes like medicine as usual... response:	They think that my ability is merely taking over someone's body
context: Because he has such a power that is too strong,\he's being imprisoned...\Poor Big Brother Shun...\Yeah, you're right.\So we shouldn't talk about this ever again.\Time to eat!\Tastes like medicine as usual...\They think that my ability is merely taking over someone's body response:	for no longer than five seconds.
context: he's being imprisoned...\Poor Big Brother Shun...\Yeah, you're right.\So we shouldn't talk about this ever again.\Time to eat!\Tastes like medicine as usual...\They think that my ability is merely taking over someone's body\for no longer than five seconds. response:	If they had caught on to my true ability,
context: Poor Big Brother Shun...\Yeah, you're right.\So we shouldn't talk about this ever again.\Time to eat!\Tastes like medicine as usual...\They think that my ability is merely taking over someone's body\for no longer than five seconds.\If they had caught on to my true ability, response:	I'm sure they'd take my freedom away,
context: Yeah, you're right.\So we shouldn't talk about this ever again.\Time to eat!\Tastes like medicine as usual...\They think that my ability is merely taking over someone's body\for no longer than five seconds.\If they had caught on to my true ability,\I'm sure they'd take my freedom away, response:	just like my big brother.
context: So we shouldn't talk about this ever again.\Time to eat!\Tastes like medicine as usual...\They think that my ability is merely taking over someone's body\for no longer than five seconds.\If they had caught on to my true ability,\I'm sure they'd take my freedom away,\just like my big brother. response:	But, if I keep getting tested like this, such a day isn't in the distant future...
context: Time to eat!\Tastes like medicine as usual...\They think that my ability is merely taking over someone's body\for no longer than five seconds.\If they had caught on to my true ability,\I'm sure they'd take my freedom away,\just like my big brother.\But, if I keep getting tested like this, such a day isn't in the distant future... response:	It's been a while. Stay put, and stay quiet.
context: Tastes like medicine as usual...\They think that my ability is merely taking over someone's body\for no longer than five seconds.\If they had caught on to my true ability,\I'm sure they'd take my freedom away,\just like my big brother.\But, if I keep getting tested like this, such a day isn't in the distant future...\It's been a while. Stay put, and stay quiet. response:	Kumagami..!
context: They think that my ability is merely taking over someone's body\for no longer than five seconds.\If they had caught on to my true ability,\I'm sure they'd take my freedom away,\just like my big brother.\But, if I keep getting tested like this, such a day isn't in the distant future...\It's been a while. Stay put, and stay quiet.\Kumagami..! response:	Did something happen?
context: for no longer than five seconds.\If they had caught on to my true ability,\I'm sure they'd take my freedom away,\just like my big brother.\But, if I keep getting tested like this, such a day isn't in the distant future...\It's been a while. Stay put, and stay quiet.\Kumagami..!\Did something happen? response:	I finally found someone with telepathy.
context: If they had caught on to my true ability,\I'm sure they'd take my freedom away,\just like my big brother.\But, if I keep getting tested like this, such a day isn't in the distant future...\It's been a while. Stay put, and stay quiet.\Kumagami..!\Did something happen?\I finally found someone with telepathy. response:	Is that for real?
context: I'm sure they'd take my freedom away,\just like my big brother.\But, if I keep getting tested like this, such a day isn't in the distant future...\It's been a while. Stay put, and stay quiet.\Kumagami..!\Did something happen?\I finally found someone with telepathy.\Is that for real? response:	Yeah.
context: just like my big brother.\But, if I keep getting tested like this, such a day isn't in the distant future...\It's been a while. Stay put, and stay quiet.\Kumagami..!\Did something happen?\I finally found someone with telepathy.\Is that for real?\Yeah. response:	And, that person can send AND receive.
context: But, if I keep getting tested like this, such a day isn't in the distant future...\It's been a while. Stay put, and stay quiet.\Kumagami..!\Did something happen?\I finally found someone with telepathy.\Is that for real?\Yeah.\And, that person can send AND receive. response:	That's amazing...
context: It's been a while. Stay put, and stay quiet.\Kumagami..!\Did something happen?\I finally found someone with telepathy.\Is that for real?\Yeah.\And, that person can send AND receive.\That's amazing... response:	But, that person has already been caught, right?
context: Kumagami..!\Did something happen?\I finally found someone with telepathy.\Is that for real?\Yeah.\And, that person can send AND receive.\That's amazing...\But, that person has already been caught, right? response:	Exactly.
context: Did something happen?\I finally found someone with telepathy.\Is that for real?\Yeah.\And, that person can send AND receive.\That's amazing...\But, that person has already been caught, right?\Exactly. response:	First off, take over the guy
context: I finally found someone with telepathy.\Is that for real?\Yeah.\And, that person can send AND receive.\That's amazing...\But, that person has already been caught, right?\Exactly.\First off, take over the guy response:	with the pompadour behind you to your right.
context: Is that for real?\Yeah.\And, that person can send AND receive.\That's amazing...\But, that person has already been caught, right?\Exactly.\First off, take over the guy\with the pompadour behind you to your right. response:	He's someone with the ability to pulverize, that I brought with me.
context: Yeah.\And, that person can send AND receive.\That's amazing...\But, that person has already been caught, right?\Exactly.\First off, take over the guy\with the pompadour behind you to your right.\He's someone with the ability to pulverize, that I brought with me. response:	However, he doesn't have much power.
context: And, that person can send AND receive.\That's amazing...\But, that person has already been caught, right?\Exactly.\First off, take over the guy\with the pompadour behind you to your right.\He's someone with the ability to pulverize, that I brought with me.\However, he doesn't have much power. response:	Got it...
context: That's amazing...\But, that person has already been caught, right?\Exactly.\First off, take over the guy\with the pompadour behind you to your right.\He's someone with the ability to pulverize, that I brought with me.\However, he doesn't have much power.\Got it... response:	W-what is this?
context: But, that person has already been caught, right?\Exactly.\First off, take over the guy\with the pompadour behind you to your right.\He's someone with the ability to pulverize, that I brought with me.\However, he doesn't have much power.\Got it...\W-what is this? response:	Next, I have the location of the one with telepathy. Take this.
context: Exactly.\First off, take over the guy\with the pompadour behind you to your right.\He's someone with the ability to pulverize, that I brought with me.\However, he doesn't have much power.\Got it...\W-what is this?\Next, I have the location of the one with telepathy. Take this. response:	Just make sure to time it right.
context: First off, take over the guy\with the pompadour behind you to your right.\He's someone with the ability to pulverize, that I brought with me.\However, he doesn't have much power.\Got it...\W-what is this?\Next, I have the location of the one with telepathy. Take this.\Just make sure to time it right. response:	You're the only hope that we have.
context: with the pompadour behind you to your right.\He's someone with the ability to pulverize, that I brought with me.\However, he doesn't have much power.\Got it...\W-what is this?\Next, I have the location of the one with telepathy. Take this.\Just make sure to time it right.\You're the only hope that we have. response:	If you fail, they will dispose of you, and we will follow you soon after.
context: He's someone with the ability to pulverize, that I brought with me.\However, he doesn't have much power.\Got it...\W-what is this?\Next, I have the location of the one with telepathy. Take this.\Just make sure to time it right.\You're the only hope that we have.\If you fail, they will dispose of you, and we will follow you soon after. response:	Yeah, I know that...
context: However, he doesn't have much power.\Got it...\W-what is this?\Next, I have the location of the one with telepathy. Take this.\Just make sure to time it right.\You're the only hope that we have.\If you fail, they will dispose of you, and we will follow you soon after.\Yeah, I know that... response:	Oh man, is Kumagami really seeing that sissy right now?
context: Got it...\W-what is this?\Next, I have the location of the one with telepathy. Take this.\Just make sure to time it right.\You're the only hope that we have.\If you fail, they will dispose of you, and we will follow you soon after.\Yeah, I know that...\Oh man, is Kumagami really seeing that sissy right now? response:	Oh, Shichino, you jealous?
context: W-what is this?\Next, I have the location of the one with telepathy. Take this.\Just make sure to time it right.\You're the only hope that we have.\If you fail, they will dispose of you, and we will follow you soon after.\Yeah, I know that...\Oh man, is Kumagami really seeing that sissy right now?\Oh, Shichino, you jealous? response:	Of course not!
context: Next, I have the location of the one with telepathy. Take this.\Just make sure to time it right.\You're the only hope that we have.\If you fail, they will dispose of you, and we will follow you soon after.\Yeah, I know that...\Oh man, is Kumagami really seeing that sissy right now?\Oh, Shichino, you jealous?\Of course not! response:	We've been waiting a long time for this.
context: Just make sure to time it right.\You're the only hope that we have.\If you fail, they will dispose of you, and we will follow you soon after.\Yeah, I know that...\Oh man, is Kumagami really seeing that sissy right now?\Oh, Shichino, you jealous?\Of course not!\We've been waiting a long time for this. response:	This is the only timing that the little brother will get serious.
context: You're the only hope that we have.\If you fail, they will dispose of you, and we will follow you soon after.\Yeah, I know that...\Oh man, is Kumagami really seeing that sissy right now?\Oh, Shichino, you jealous?\Of course not!\We've been waiting a long time for this.\This is the only timing that the little brother will get serious. response:	He just has a sister complex!
context: If you fail, they will dispose of you, and we will follow you soon after.\Yeah, I know that...\Oh man, is Kumagami really seeing that sissy right now?\Oh, Shichino, you jealous?\Of course not!\We've been waiting a long time for this.\This is the only timing that the little brother will get serious.\He just has a sister complex! response:	The two of them are always playing alone together!
context: Yeah, I know that...\Oh man, is Kumagami really seeing that sissy right now?\Oh, Shichino, you jealous?\Of course not!\We've been waiting a long time for this.\This is the only timing that the little brother will get serious.\He just has a sister complex!\The two of them are always playing alone together! response:	That is especially why.
context: Oh man, is Kumagami really seeing that sissy right now?\Oh, Shichino, you jealous?\Of course not!\We've been waiting a long time for this.\This is the only timing that the little brother will get serious.\He just has a sister complex!\The two of them are always playing alone together!\That is especially why. response:	The only thing we can do is to trust that guy.
context: Oh, Shichino, you jealous?\Of course not!\We've been waiting a long time for this.\This is the only timing that the little brother will get serious.\He just has a sister complex!\The two of them are always playing alone together!\That is especially why.\The only thing we can do is to trust that guy. response:	But this bet... what's our odds of winning it?
context: Of course not!\We've been waiting a long time for this.\This is the only timing that the little brother will get serious.\He just has a sister complex!\The two of them are always playing alone together!\That is especially why.\The only thing we can do is to trust that guy.\But this bet... what's our odds of winning it? response:	I'm troubled if it's not 100! I won't allow for any mistakes!
context: We've been waiting a long time for this.\This is the only timing that the little brother will get serious.\He just has a sister complex!\The two of them are always playing alone together!\That is especially why.\The only thing we can do is to trust that guy.\But this bet... what's our odds of winning it?\I'm troubled if it's not 100! I won't allow for any mistakes! response:	By the way, when is your ability going to be developed?
context: This is the only timing that the little brother will get serious.\He just has a sister complex!\The two of them are always playing alone together!\That is especially why.\The only thing we can do is to trust that guy.\But this bet... what's our odds of winning it?\I'm troubled if it's not 100! I won't allow for any mistakes!\By the way, when is your ability going to be developed? response:	We properly found someone who had telepathic abilities.
context: He just has a sister complex!\The two of them are always playing alone together!\That is especially why.\The only thing we can do is to trust that guy.\But this bet... what's our odds of winning it?\I'm troubled if it's not 100! I won't allow for any mistakes!\By the way, when is your ability going to be developed?\We properly found someone who had telepathic abilities. response:	That's forthcoming!
context: The two of them are always playing alone together!\That is especially why.\The only thing we can do is to trust that guy.\But this bet... what's our odds of winning it?\I'm troubled if it's not 100! I won't allow for any mistakes!\By the way, when is your ability going to be developed?\We properly found someone who had telepathic abilities.\That's forthcoming! response:	I'll make sure to use it at a really good place!
context: That is especially why.\The only thing we can do is to trust that guy.\But this bet... what's our odds of winning it?\I'm troubled if it's not 100! I won't allow for any mistakes!\By the way, when is your ability going to be developed?\We properly found someone who had telepathic abilities.\That's forthcoming!\I'll make sure to use it at a really good place! response:	That's a flag setting up for your death.
context: The only thing we can do is to trust that guy.\But this bet... what's our odds of winning it?\I'm troubled if it's not 100! I won't allow for any mistakes!\By the way, when is your ability going to be developed?\We properly found someone who had telepathic abilities.\That's forthcoming!\I'll make sure to use it at a really good place!\That's a flag setting up for your death. response:	I'm not gonna die!
context: But this bet... what's our odds of winning it?\I'm troubled if it's not 100! I won't allow for any mistakes!\By the way, when is your ability going to be developed?\We properly found someone who had telepathic abilities.\That's forthcoming!\I'll make sure to use it at a really good place!\That's a flag setting up for your death.\I'm not gonna die! response:	Hey! Cut the chatter!
context: I'm troubled if it's not 100! I won't allow for any mistakes!\By the way, when is your ability going to be developed?\We properly found someone who had telepathic abilities.\That's forthcoming!\I'll make sure to use it at a really good place!\That's a flag setting up for your death.\I'm not gonna die!\Hey! Cut the chatter! response:	Dammit... Is this world really going to change?
context: By the way, when is your ability going to be developed?\We properly found someone who had telepathic abilities.\That's forthcoming!\I'll make sure to use it at a really good place!\That's a flag setting up for your death.\I'm not gonna die!\Hey! Cut the chatter!\Dammit... Is this world really going to change? response:	It's time. Head back.
context: We properly found someone who had telepathic abilities.\That's forthcoming!\I'll make sure to use it at a really good place!\That's a flag setting up for your death.\I'm not gonna die!\Hey! Cut the chatter!\Dammit... Is this world really going to change?\It's time. Head back. response:	So that's it for smelling the outside air? Sheeesh. Yeah, yeah.
context: That's forthcoming!\I'll make sure to use it at a really good place!\That's a flag setting up for your death.\I'm not gonna die!\Hey! Cut the chatter!\Dammit... Is this world really going to change?\It's time. Head back.\So that's it for smelling the outside air? Sheeesh. Yeah, yeah. response:	Hey, you.
context: I'll make sure to use it at a really good place!\That's a flag setting up for your death.\I'm not gonna die!\Hey! Cut the chatter!\Dammit... Is this world really going to change?\It's time. Head back.\So that's it for smelling the outside air? Sheeesh. Yeah, yeah.\Hey, you. response:	Did you accept something from someone?
context: That's a flag setting up for your death.\I'm not gonna die!\Hey! Cut the chatter!\Dammit... Is this world really going to change?\It's time. Head back.\So that's it for smelling the outside air? Sheeesh. Yeah, yeah.\Hey, you.\Did you accept something from someone? response:	Nothing...
context: I'm not gonna die!\Hey! Cut the chatter!\Dammit... Is this world really going to change?\It's time. Head back.\So that's it for smelling the outside air? Sheeesh. Yeah, yeah.\Hey, you.\Did you accept something from someone?\Nothing... response:	Then, you're fine.
context: Hey! Cut the chatter!\Dammit... Is this world really going to change?\It's time. Head back.\So that's it for smelling the outside air? Sheeesh. Yeah, yeah.\Hey, you.\Did you accept something from someone?\Nothing...\Then, you're fine. response:	Why are those people treated differently than us?
context: Dammit... Is this world really going to change?\It's time. Head back.\So that's it for smelling the outside air? Sheeesh. Yeah, yeah.\Hey, you.\Did you accept something from someone?\Nothing...\Then, you're fine.\Why are those people treated differently than us? response:	They're not as powerful as our big brother,
context: It's time. Head back.\So that's it for smelling the outside air? Sheeesh. Yeah, yeah.\Hey, you.\Did you accept something from someone?\Nothing...\Then, you're fine.\Why are those people treated differently than us?\They're not as powerful as our big brother, response:	but they all have abilities that are pretty amazing on their own.
context: So that's it for smelling the outside air? Sheeesh. Yeah, yeah.\Hey, you.\Did you accept something from someone?\Nothing...\Then, you're fine.\Why are those people treated differently than us?\They're not as powerful as our big brother,\but they all have abilities that are pretty amazing on their own. response:	Now, all the plans for saving Big Brother are in place...
context: Hey, you.\Did you accept something from someone?\Nothing...\Then, you're fine.\Why are those people treated differently than us?\They're not as powerful as our big brother,\but they all have abilities that are pretty amazing on their own.\Now, all the plans for saving Big Brother are in place... response:	the only question now is... when to go through with it.
context: Did you accept something from someone?\Nothing...\Then, you're fine.\Why are those people treated differently than us?\They're not as powerful as our big brother,\but they all have abilities that are pretty amazing on their own.\Now, all the plans for saving Big Brother are in place...\the only question now is... when to go through with it. response:	That ends today's program.
context: Nothing...\Then, you're fine.\Why are those people treated differently than us?\They're not as powerful as our big brother,\but they all have abilities that are pretty amazing on their own.\Now, all the plans for saving Big Brother are in place...\the only question now is... when to go through with it.\That ends today's program. response:	All test subjects other than those called over must return to their rooms immediately.
context: Then, you're fine.\Why are those people treated differently than us?\They're not as powerful as our big brother,\but they all have abilities that are pretty amazing on their own.\Now, all the plans for saving Big Brother are in place...\the only question now is... when to go through with it.\That ends today's program.\All test subjects other than those called over must return to their rooms immediately. response:	I guess we'll go back.
context: Why are those people treated differently than us?\They're not as powerful as our big brother,\but they all have abilities that are pretty amazing on their own.\Now, all the plans for saving Big Brother are in place...\the only question now is... when to go through with it.\That ends today's program.\All test subjects other than those called over must return to their rooms immediately.\I guess we'll go back. response:	Oh, come to think, they called Ayu over!
context: They're not as powerful as our big brother,\but they all have abilities that are pretty amazing on their own.\Now, all the plans for saving Big Brother are in place...\the only question now is... when to go through with it.\That ends today's program.\All test subjects other than those called over must return to their rooms immediately.\I guess we'll go back.\Oh, come to think, they called Ayu over! response:	Why didn't you say something so important!
context: but they all have abilities that are pretty amazing on their own.\Now, all the plans for saving Big Brother are in place...\the only question now is... when to go through with it.\That ends today's program.\All test subjects other than those called over must return to their rooms immediately.\I guess we'll go back.\Oh, come to think, they called Ayu over!\Why didn't you say something so important! response:	Go back.
context: Now, all the plans for saving Big Brother are in place...\the only question now is... when to go through with it.\That ends today's program.\All test subjects other than those called over must return to their rooms immediately.\I guess we'll go back.\Oh, come to think, they called Ayu over!\Why didn't you say something so important!\Go back. response:	Wait! That's absurd!
context: the only question now is... when to go through with it.\That ends today's program.\All test subjects other than those called over must return to their rooms immediately.\I guess we'll go back.\Oh, come to think, they called Ayu over!\Why didn't you say something so important!\Go back.\Wait! That's absurd! response:	My little sister has no abilities! Why is she being called over!
context: That ends today's program.\All test subjects other than those called over must return to their rooms immediately.\I guess we'll go back.\Oh, come to think, they called Ayu over!\Why didn't you say something so important!\Go back.\Wait! That's absurd!\My little sister has no abilities! Why is she being called over! response:	Big Brother Yu!
context: All test subjects other than those called over must return to their rooms immediately.\I guess we'll go back.\Oh, come to think, they called Ayu over!\Why didn't you say something so important!\Go back.\Wait! That's absurd!\My little sister has no abilities! Why is she being called over!\Big Brother Yu! response:	Ayumi!
context: I guess we'll go back.\Oh, come to think, they called Ayu over!\Why didn't you say something so important!\Go back.\Wait! That's absurd!\My little sister has no abilities! Why is she being called over!\Big Brother Yu!\Ayumi! response:	An earthquake?
context: Oh, come to think, they called Ayu over!\Why didn't you say something so important!\Go back.\Wait! That's absurd!\My little sister has no abilities! Why is she being called over!\Big Brother Yu!\Ayumi!\An earthquake? response:	We have shut D-block down.
context: Why didn't you say something so important!\Go back.\Wait! That's absurd!\My little sister has no abilities! Why is she being called over!\Big Brother Yu!\Ayumi!\An earthquake?\We have shut D-block down. response:	Until the next set of instructions are given, please stand by where you are now.
context: Go back.\Wait! That's absurd!\My little sister has no abilities! Why is she being called over!\Big Brother Yu!\Ayumi!\An earthquake?\We have shut D-block down.\Until the next set of instructions are given, please stand by where you are now. response:	What is going on?
context: Wait! That's absurd!\My little sister has no abilities! Why is she being called over!\Big Brother Yu!\Ayumi!\An earthquake?\We have shut D-block down.\Until the next set of instructions are given, please stand by where you are now.\What is going on? response:	I repeat. We have shut D-block down.
context: My little sister has no abilities! Why is she being called over!\Big Brother Yu!\Ayumi!\An earthquake?\We have shut D-block down.\Until the next set of instructions are given, please stand by where you are now.\What is going on?\I repeat. We have shut D-block down. response:	I have a really bad feeling about this!
context: Big Brother Yu!\Ayumi!\An earthquake?\We have shut D-block down.\Until the next set of instructions are given, please stand by where you are now.\What is going on?\I repeat. We have shut D-block down.\I have a really bad feeling about this! response:	Until the next set of instructions are given, please stand by where you are now.
context: Ayumi!\An earthquake?\We have shut D-block down.\Until the next set of instructions are given, please stand by where you are now.\What is going on?\I repeat. We have shut D-block down.\I have a really bad feeling about this!\Until the next set of instructions are given, please stand by where you are now. response:	Open up, please! Come on!
context: An earthquake?\We have shut D-block down.\Until the next set of instructions are given, please stand by where you are now.\What is going on?\I repeat. We have shut D-block down.\I have a really bad feeling about this!\Until the next set of instructions are given, please stand by where you are now.\Open up, please! Come on! response:	Dammit...
context: We have shut D-block down.\Until the next set of instructions are given, please stand by where you are now.\What is going on?\I repeat. We have shut D-block down.\I have a really bad feeling about this!\Until the next set of instructions are given, please stand by where you are now.\Open up, please! Come on!\Dammit... response:	You are...
context: Until the next set of instructions are given, please stand by where you are now.\What is going on?\I repeat. We have shut D-block down.\I have a really bad feeling about this!\Until the next set of instructions are given, please stand by where you are now.\Open up, please! Come on!\Dammit...\You are... response:	What just happened? What happened to Ayumi?
context: What is going on?\I repeat. We have shut D-block down.\I have a really bad feeling about this!\Until the next set of instructions are given, please stand by where you are now.\Open up, please! Come on!\Dammit...\You are...\What just happened? What happened to Ayumi? response:	Your little sister's ability was forced out into the open.
context: I repeat. We have shut D-block down.\I have a really bad feeling about this!\Until the next set of instructions are given, please stand by where you are now.\Open up, please! Come on!\Dammit...\You are...\What just happened? What happened to Ayumi?\Your little sister's ability was forced out into the open. response:	Her ability was collapse.
context: I have a really bad feeling about this!\Until the next set of instructions are given, please stand by where you are now.\Open up, please! Come on!\Dammit...\You are...\What just happened? What happened to Ayumi?\Your little sister's ability was forced out into the open.\Her ability was collapse. response:	The reason they shut D-block down was because half of it collapsed from her power.
context: Until the next set of instructions are given, please stand by where you are now.\Open up, please! Come on!\Dammit...\You are...\What just happened? What happened to Ayumi?\Your little sister's ability was forced out into the open.\Her ability was collapse.\The reason they shut D-block down was because half of it collapsed from her power. response:	What about Ayumi?
context: Open up, please! Come on!\Dammit...\You are...\What just happened? What happened to Ayumi?\Your little sister's ability was forced out into the open.\Her ability was collapse.\The reason they shut D-block down was because half of it collapsed from her power.\What about Ayumi? response:	She's fine.
context: Dammit...\You are...\What just happened? What happened to Ayumi?\Your little sister's ability was forced out into the open.\Her ability was collapse.\The reason they shut D-block down was because half of it collapsed from her power.\What about Ayumi?\She's fine. response:	However, because her ability was too dangerous, she is being restrained right now.
context: You are...\What just happened? What happened to Ayumi?\Your little sister's ability was forced out into the open.\Her ability was collapse.\The reason they shut D-block down was because half of it collapsed from her power.\What about Ayumi?\She's fine.\However, because her ability was too dangerous, she is being restrained right now. response:	Just like my big brother...
context: What just happened? What happened to Ayumi?\Your little sister's ability was forced out into the open.\Her ability was collapse.\The reason they shut D-block down was because half of it collapsed from her power.\What about Ayumi?\She's fine.\However, because her ability was too dangerous, she is being restrained right now.\Just like my big brother... response:	No. After they dissect her, they're going to get rid of her.
context: Your little sister's ability was forced out into the open.\Her ability was collapse.\The reason they shut D-block down was because half of it collapsed from her power.\What about Ayumi?\She's fine.\However, because her ability was too dangerous, she is being restrained right now.\Just like my big brother...\No. After they dissect her, they're going to get rid of her. response:	Is this time for you to be standing still?
context: Her ability was collapse.\The reason they shut D-block down was because half of it collapsed from her power.\What about Ayumi?\She's fine.\However, because her ability was too dangerous, she is being restrained right now.\Just like my big brother...\No. After they dissect her, they're going to get rid of her.\Is this time for you to be standing still? response:	You can save her if you use the true ability that you possess.
context: The reason they shut D-block down was because half of it collapsed from her power.\What about Ayumi?\She's fine.\However, because her ability was too dangerous, she is being restrained right now.\Just like my big brother...\No. After they dissect her, they're going to get rid of her.\Is this time for you to be standing still?\You can save her if you use the true ability that you possess. response:	The most powerful of abilities... plunder.
context: What about Ayumi?\She's fine.\However, because her ability was too dangerous, she is being restrained right now.\Just like my big brother...\No. After they dissect her, they're going to get rid of her.\Is this time for you to be standing still?\You can save her if you use the true ability that you possess.\The most powerful of abilities... plunder. response:	How do you know...?
context: She's fine.\However, because her ability was too dangerous, she is being restrained right now.\Just like my big brother...\No. After they dissect her, they're going to get rid of her.\Is this time for you to be standing still?\You can save her if you use the true ability that you possess.\The most powerful of abilities... plunder.\How do you know...? response:	Before that... you realize you have no time left, right?
context: However, because her ability was too dangerous, she is being restrained right now.\Just like my big brother...\No. After they dissect her, they're going to get rid of her.\Is this time for you to be standing still?\You can save her if you use the true ability that you possess.\The most powerful of abilities... plunder.\How do you know...?\Before that... you realize you have no time left, right? response:	Indeed... he's right...
context: Just like my big brother...\No. After they dissect her, they're going to get rid of her.\Is this time for you to be standing still?\You can save her if you use the true ability that you possess.\The most powerful of abilities... plunder.\How do you know...?\Before that... you realize you have no time left, right?\Indeed... he's right... response:	All right!
context: No. After they dissect her, they're going to get rid of her.\Is this time for you to be standing still?\You can save her if you use the true ability that you possess.\The most powerful of abilities... plunder.\How do you know...?\Before that... you realize you have no time left, right?\Indeed... he's right...\All right! response:	And now, they will dispose of me as well...
context: Is this time for you to be standing still?\You can save her if you use the true ability that you possess.\The most powerful of abilities... plunder.\How do you know...?\Before that... you realize you have no time left, right?\Indeed... he's right...\All right!\And now, they will dispose of me as well... response:	I'm going up against someone with telepathy...
context: You can save her if you use the true ability that you possess.\The most powerful of abilities... plunder.\How do you know...?\Before that... you realize you have no time left, right?\Indeed... he's right...\All right!\And now, they will dispose of me as well...\I'm going up against someone with telepathy... response:	Gotta be mindless... mindless... mindless...
context: The most powerful of abilities... plunder.\How do you know...?\Before that... you realize you have no time left, right?\Indeed... he's right...\All right!\And now, they will dispose of me as well...\I'm going up against someone with telepathy...\Gotta be mindless... mindless... mindless... response:	Who is it?
context: How do you know...?\Before that... you realize you have no time left, right?\Indeed... he's right...\All right!\And now, they will dispose of me as well...\I'm going up against someone with telepathy...\Gotta be mindless... mindless... mindless...\Who is it? response:	A voice within my head? So this is what the powers of telepathy do?
context: Before that... you realize you have no time left, right?\Indeed... he's right...\All right!\And now, they will dispose of me as well...\I'm going up against someone with telepathy...\Gotta be mindless... mindless... mindless...\Who is it?\A voice within my head? So this is what the powers of telepathy do? response:	What do you want with me?
context: Indeed... he's right...\All right!\And now, they will dispose of me as well...\I'm going up against someone with telepathy...\Gotta be mindless... mindless... mindless...\Who is it?\A voice within my head? So this is what the powers of telepathy do?\What do you want with me? response:	If I could see his face!
context: All right!\And now, they will dispose of me as well...\I'm going up against someone with telepathy...\Gotta be mindless... mindless... mindless...\Who is it?\A voice within my head? So this is what the powers of telepathy do?\What do you want with me?\If I could see his face! response:	What about my face?
context: And now, they will dispose of me as well...\I'm going up against someone with telepathy...\Gotta be mindless... mindless... mindless...\Who is it?\A voice within my head? So this is what the powers of telepathy do?\What do you want with me?\If I could see his face!\What about my face? response:	It's fine. I'm done here already.
context: I'm going up against someone with telepathy...\Gotta be mindless... mindless... mindless...\Who is it?\A voice within my head? So this is what the powers of telepathy do?\What do you want with me?\If I could see his face!\What about my face?\It's fine. I'm done here already. response:	What do you mean
context: Gotta be mindless... mindless... mindless...\Who is it?\A voice within my head? So this is what the powers of telepathy do?\What do you want with me?\If I could see his face!\What about my face?\It's fine. I'm done here already.\What do you mean response:	Hey! Stop!
context: Who is it?\A voice within my head? So this is what the powers of telepathy do?\What do you want with me?\If I could see his face!\What about my face?\It's fine. I'm done here already.\What do you mean\Hey! Stop! response:	Can you hold on a second?
context: A voice within my head? So this is what the powers of telepathy do?\What do you want with me?\If I could see his face!\What about my face?\It's fine. I'm done here already.\What do you mean\Hey! Stop!\Can you hold on a second? response:	Um, I don't need to erase this guy's memory, right?
context: What do you want with me?\If I could see his face!\What about my face?\It's fine. I'm done here already.\What do you mean\Hey! Stop!\Can you hold on a second?\Um, I don't need to erase this guy's memory, right? response:	I hope not...
context: If I could see his face!\What about my face?\It's fine. I'm done here already.\What do you mean\Hey! Stop!\Can you hold on a second?\Um, I don't need to erase this guy's memory, right?\I hope not... response:	- What is going on? - Let me out! Let me out!
context: What about my face?\It's fine. I'm done here already.\What do you mean\Hey! Stop!\Can you hold on a second?\Um, I don't need to erase this guy's memory, right?\I hope not...\- What is going on? - Let me out! Let me out! response:	- Shutting down B-block! - It hurts...
