context: There you go, making that face again, response:	biting onto your lips.
context: Could we talk for a bit?\I, ah...\I'm interested in humans.\I'm not interested in Youkai, though.\But...\He came the next day too.\We talked about many things.\We talked and talked so much. response:	Sometimes, we would play together.
context: I, ah...\I'm interested in humans.\I'm not interested in Youkai, though.\But...\He came the next day too.\We talked about many things.\We talked and talked so much.\Sometimes, we would play together. response:	So this is how it feels?
context: I'm interested in humans.\I'm not interested in Youkai, though.\But...\He came the next day too.\We talked about many things.\We talked and talked so much.\Sometimes, we would play together.\So this is how it feels? response:	It feels nice.
context: I'm not interested in Youkai, though.\But...\He came the next day too.\We talked about many things.\We talked and talked so much.\Sometimes, we would play together.\So this is how it feels?\It feels nice. response:	You're right...
context: But...\He came the next day too.\We talked about many things.\We talked and talked so much.\Sometimes, we would play together.\So this is how it feels?\It feels nice.\You're right... response:	You're right.
context: He came the next day too.\We talked about many things.\We talked and talked so much.\Sometimes, we would play together.\So this is how it feels?\It feels nice.\You're right...\You're right. response:	But on one day, his eyes could no longer see me.
context: We talked about many things.\We talked and talked so much.\Sometimes, we would play together.\So this is how it feels?\It feels nice.\You're right...\You're right.\But on one day, his eyes could no longer see me. response:	He wouldn't notice even if I touched him.
context: We talked and talked so much.\Sometimes, we would play together.\So this is how it feels?\It feels nice.\You're right...\You're right.\But on one day, his eyes could no longer see me.\He wouldn't notice even if I touched him. response:	He would come to the pond and I would call for him several times,
context: Sometimes, we would play together.\So this is how it feels?\It feels nice.\You're right...\You're right.\But on one day, his eyes could no longer see me.\He wouldn't notice even if I touched him.\He would come to the pond and I would call for him several times, response:	yet he couldn't see me even when I stood right in front of him.
context: So this is how it feels?\It feels nice.\You're right...\You're right.\But on one day, his eyes could no longer see me.\He wouldn't notice even if I touched him.\He would come to the pond and I would call for him several times,\yet he couldn't see me even when I stood right in front of him. response:	I wonder if you'll be unable to see us one day?
context: It feels nice.\You're right...\You're right.\But on one day, his eyes could no longer see me.\He wouldn't notice even if I touched him.\He would come to the pond and I would call for him several times,\yet he couldn't see me even when I stood right in front of him.\I wonder if you'll be unable to see us one day? response:	I wonder if you'll be unable to see us one day?
context: You're right...\You're right.\But on one day, his eyes could no longer see me.\He wouldn't notice even if I touched him.\He would come to the pond and I would call for him several times,\yet he couldn't see me even when I stood right in front of him.\I wonder if you'll be unable to see us one day?\I wonder if you'll be unable to see us one day? response:	That would be terrible.
context: You're right.\But on one day, his eyes could no longer see me.\He wouldn't notice even if I touched him.\He would come to the pond and I would call for him several times,\yet he couldn't see me even when I stood right in front of him.\I wonder if you'll be unable to see us one day?\I wonder if you'll be unable to see us one day?\That would be terrible. response:	What am I saying?
context: But on one day, his eyes could no longer see me.\He wouldn't notice even if I touched him.\He would come to the pond and I would call for him several times,\yet he couldn't see me even when I stood right in front of him.\I wonder if you'll be unable to see us one day?\I wonder if you'll be unable to see us one day?\That would be terrible.\What am I saying? response:	Wasn't that my wish for the longest time?
context: He wouldn't notice even if I touched him.\He would come to the pond and I would call for him several times,\yet he couldn't see me even when I stood right in front of him.\I wonder if you'll be unable to see us one day?\I wonder if you'll be unable to see us one day?\That would be terrible.\What am I saying?\Wasn't that my wish for the longest time? response:	I had always, always wished to be free from all this.
context: He would come to the pond and I would call for him several times,\yet he couldn't see me even when I stood right in front of him.\I wonder if you'll be unable to see us one day?\I wonder if you'll be unable to see us one day?\That would be terrible.\What am I saying?\Wasn't that my wish for the longest time?\I had always, always wished to be free from all this. response:	I thought I wanted to know.
context: yet he couldn't see me even when I stood right in front of him.\I wonder if you'll be unable to see us one day?\I wonder if you'll be unable to see us one day?\That would be terrible.\What am I saying?\Wasn't that my wish for the longest time?\I had always, always wished to be free from all this.\I thought I wanted to know. response:	He can no longer see Kiyo's fleeting light,
context: I wonder if you'll be unable to see us one day?\I wonder if you'll be unable to see us one day?\That would be terrible.\What am I saying?\Wasn't that my wish for the longest time?\I had always, always wished to be free from all this.\I thought I wanted to know.\He can no longer see Kiyo's fleeting light, response:	so why does he continue to go to the pond?
context: I wonder if you'll be unable to see us one day?\That would be terrible.\What am I saying?\Wasn't that my wish for the longest time?\I had always, always wished to be free from all this.\I thought I wanted to know.\He can no longer see Kiyo's fleeting light,\so why does he continue to go to the pond? response:	I see, so you can see Ayakashi too.
context: That would be terrible.\What am I saying?\Wasn't that my wish for the longest time?\I had always, always wished to be free from all this.\I thought I wanted to know.\He can no longer see Kiyo's fleeting light,\so why does he continue to go to the pond?\I see, so you can see Ayakashi too. response:	Yes.
context: What am I saying?\Wasn't that my wish for the longest time?\I had always, always wished to be free from all this.\I thought I wanted to know.\He can no longer see Kiyo's fleeting light,\so why does he continue to go to the pond?\I see, so you can see Ayakashi too.\Yes. response:	A Youkai I met recently told me you could once see them.
context: Wasn't that my wish for the longest time?\I had always, always wished to be free from all this.\I thought I wanted to know.\He can no longer see Kiyo's fleeting light,\so why does he continue to go to the pond?\I see, so you can see Ayakashi too.\Yes.\A Youkai I met recently told me you could once see them. response:	When I think about it, it was all like a dream.
context: I had always, always wished to be free from all this.\I thought I wanted to know.\He can no longer see Kiyo's fleeting light,\so why does he continue to go to the pond?\I see, so you can see Ayakashi too.\Yes.\A Youkai I met recently told me you could once see them.\When I think about it, it was all like a dream. response:	Is it tough?
context: I thought I wanted to know.\He can no longer see Kiyo's fleeting light,\so why does he continue to go to the pond?\I see, so you can see Ayakashi too.\Yes.\A Youkai I met recently told me you could once see them.\When I think about it, it was all like a dream.\Is it tough? response:	It was tough on me because I was always alone.
context: He can no longer see Kiyo's fleeting light,\so why does he continue to go to the pond?\I see, so you can see Ayakashi too.\Yes.\A Youkai I met recently told me you could once see them.\When I think about it, it was all like a dream.\Is it tough?\It was tough on me because I was always alone. response:	But I was able to get along well with one Ayakashi.
context: so why does he continue to go to the pond?\I see, so you can see Ayakashi too.\Yes.\A Youkai I met recently told me you could once see them.\When I think about it, it was all like a dream.\Is it tough?\It was tough on me because I was always alone.\But I was able to get along well with one Ayakashi. response:	I came to like her.
context: I see, so you can see Ayakashi too.\Yes.\A Youkai I met recently told me you could once see them.\When I think about it, it was all like a dream.\Is it tough?\It was tough on me because I was always alone.\But I was able to get along well with one Ayakashi.\I came to like her. response:	I couldn't say it,
context: Yes.\A Youkai I met recently told me you could once see them.\When I think about it, it was all like a dream.\Is it tough?\It was tough on me because I was always alone.\But I was able to get along well with one Ayakashi.\I came to like her.\I couldn't say it, response:	but I loved her.
context: A Youkai I met recently told me you could once see them.\When I think about it, it was all like a dream.\Is it tough?\It was tough on me because I was always alone.\But I was able to get along well with one Ayakashi.\I came to like her.\I couldn't say it,\but I loved her. response:	But one day, I suddenly couldn't see Ayakashi at all anymore.
context: When I think about it, it was all like a dream.\Is it tough?\It was tough on me because I was always alone.\But I was able to get along well with one Ayakashi.\I came to like her.\I couldn't say it,\but I loved her.\But one day, I suddenly couldn't see Ayakashi at all anymore. response:	And that was it.
context: Is it tough?\It was tough on me because I was always alone.\But I was able to get along well with one Ayakashi.\I came to like her.\I couldn't say it,\but I loved her.\But one day, I suddenly couldn't see Ayakashi at all anymore.\And that was it. response:	I just couldn't forget about her, so I didn't get married.
context: It was tough on me because I was always alone.\But I was able to get along well with one Ayakashi.\I came to like her.\I couldn't say it,\but I loved her.\But one day, I suddenly couldn't see Ayakashi at all anymore.\And that was it.\I just couldn't forget about her, so I didn't get married. response:	But...
context: But I was able to get along well with one Ayakashi.\I came to like her.\I couldn't say it,\but I loved her.\But one day, I suddenly couldn't see Ayakashi at all anymore.\And that was it.\I just couldn't forget about her, so I didn't get married.\But... response:	But I finally met a girl I could love with all my heart.
context: I came to like her.\I couldn't say it,\but I loved her.\But one day, I suddenly couldn't see Ayakashi at all anymore.\And that was it.\I just couldn't forget about her, so I didn't get married.\But...\But I finally met a girl I could love with all my heart. response:	And she's a very nice person, too.
context: I couldn't say it,\but I loved her.\But one day, I suddenly couldn't see Ayakashi at all anymore.\And that was it.\I just couldn't forget about her, so I didn't get married.\But...\But I finally met a girl I could love with all my heart.\And she's a very nice person, too. response:	Our wedding ceremony will be held in three days.
context: but I loved her.\But one day, I suddenly couldn't see Ayakashi at all anymore.\And that was it.\I just couldn't forget about her, so I didn't get married.\But...\But I finally met a girl I could love with all my heart.\And she's a very nice person, too.\Our wedding ceremony will be held in three days. response:	I won't come here anymore, then.
context: But one day, I suddenly couldn't see Ayakashi at all anymore.\And that was it.\I just couldn't forget about her, so I didn't get married.\But...\But I finally met a girl I could love with all my heart.\And she's a very nice person, too.\Our wedding ceremony will be held in three days.\I won't come here anymore, then. response:	Akifumi-san!
context: And that was it.\I just couldn't forget about her, so I didn't get married.\But...\But I finally met a girl I could love with all my heart.\And she's a very nice person, too.\Our wedding ceremony will be held in three days.\I won't come here anymore, then.\Akifumi-san! response:	I have to go now.
context: I just couldn't forget about her, so I didn't get married.\But...\But I finally met a girl I could love with all my heart.\And she's a very nice person, too.\Our wedding ceremony will be held in three days.\I won't come here anymore, then.\Akifumi-san!\I have to go now. response:	See you again.
context: But...\But I finally met a girl I could love with all my heart.\And she's a very nice person, too.\Our wedding ceremony will be held in three days.\I won't come here anymore, then.\Akifumi-san!\I have to go now.\See you again. response:	Okay.
context: But I finally met a girl I could love with all my heart.\And she's a very nice person, too.\Our wedding ceremony will be held in three days.\I won't come here anymore, then.\Akifumi-san!\I have to go now.\See you again.\Okay. response:	Thank goodness.
context: And she's a very nice person, too.\Our wedding ceremony will be held in three days.\I won't come here anymore, then.\Akifumi-san!\I have to go now.\See you again.\Okay.\Thank goodness. response:	Kiyo.
context: Our wedding ceremony will be held in three days.\I won't come here anymore, then.\Akifumi-san!\I have to go now.\See you again.\Okay.\Thank goodness.\Kiyo. response:	He found someone important to him.
context: I won't come here anymore, then.\Akifumi-san!\I have to go now.\See you again.\Okay.\Thank goodness.\Kiyo.\He found someone important to him. response:	He's...
context: Akifumi-san!\I have to go now.\See you again.\Okay.\Thank goodness.\Kiyo.\He found someone important to him.\He's... response:	not alone anymore.
context: I have to go now.\See you again.\Okay.\Thank goodness.\Kiyo.\He found someone important to him.\He's...\not alone anymore. response:	Kiyo...
context: See you again.\Okay.\Thank goodness.\Kiyo.\He found someone important to him.\He's...\not alone anymore.\Kiyo... response:	Is that okay with you?
context: Okay.\Thank goodness.\Kiyo.\He found someone important to him.\He's...\not alone anymore.\Kiyo...\Is that okay with you? response:	On that night,
context: Thank goodness.\Kiyo.\He found someone important to him.\He's...\not alone anymore.\Kiyo...\Is that okay with you?\On that night, response:	I had a peaceful dream.
context: Kiyo.\He found someone important to him.\He's...\not alone anymore.\Kiyo...\Is that okay with you?\On that night,\I had a peaceful dream. response:	It was probably Kiyo's memory that flowed into me.
context: He found someone important to him.\He's...\not alone anymore.\Kiyo...\Is that okay with you?\On that night,\I had a peaceful dream.\It was probably Kiyo's memory that flowed into me. response:	Hotaru!
context: He's...\not alone anymore.\Kiyo...\Is that okay with you?\On that night,\I had a peaceful dream.\It was probably Kiyo's memory that flowed into me.\Hotaru! response:	Hey!
context: not alone anymore.\Kiyo...\Is that okay with you?\On that night,\I had a peaceful dream.\It was probably Kiyo's memory that flowed into me.\Hotaru!\Hey! response:	Hotaru!
context: Kiyo...\Is that okay with you?\On that night,\I had a peaceful dream.\It was probably Kiyo's memory that flowed into me.\Hotaru!\Hey!\Hotaru! response:	Where are you?!
context: Is that okay with you?\On that night,\I had a peaceful dream.\It was probably Kiyo's memory that flowed into me.\Hotaru!\Hey!\Hotaru!\Where are you?! response:	Hotaru!
context: On that night,\I had a peaceful dream.\It was probably Kiyo's memory that flowed into me.\Hotaru!\Hey!\Hotaru!\Where are you?!\Hotaru! response:	I can't see you! Please come out!
context: I had a peaceful dream.\It was probably Kiyo's memory that flowed into me.\Hotaru!\Hey!\Hotaru!\Where are you?!\Hotaru!\I can't see you! Please come out! response:	Hotaru!
context: It was probably Kiyo's memory that flowed into me.\Hotaru!\Hey!\Hotaru!\Where are you?!\Hotaru!\I can't see you! Please come out!\Hotaru! response:	Don't leave...
context: Hotaru!\Hey!\Hotaru!\Where are you?!\Hotaru!\I can't see you! Please come out!\Hotaru!\Don't leave... response:	Hotaru...
context: Hey!\Hotaru!\Where are you?!\Hotaru!\I can't see you! Please come out!\Hotaru!\Don't leave...\Hotaru... response:	Hotaru...
context: Hotaru!\Where are you?!\Hotaru!\I can't see you! Please come out!\Hotaru!\Don't leave...\Hotaru...\Hotaru... response:	Please come out...
context: Where are you?!\Hotaru!\I can't see you! Please come out!\Hotaru!\Don't leave...\Hotaru...\Hotaru...\Please come out... response:	Do you hate me now?
context: Hotaru!\I can't see you! Please come out!\Hotaru!\Don't leave...\Hotaru...\Hotaru...\Please come out...\Do you hate me now? response:	I love you.
context: I can't see you! Please come out!\Hotaru!\Don't leave...\Hotaru...\Hotaru...\Please come out...\Do you hate me now?\I love you. response:	I love you.
context: Hotaru!\Don't leave...\Hotaru...\Hotaru...\Please come out...\Do you hate me now?\I love you.\I love you. response:	I love you...
context: Don't leave...\Hotaru...\Hotaru...\Please come out...\Do you hate me now?\I love you.\I love you.\I love you... response:	I love you!
context: Hotaru...\Hotaru...\Please come out...\Do you hate me now?\I love you.\I love you.\I love you...\I love you! response:	I'm...
context: Hotaru...\Please come out...\Do you hate me now?\I love you.\I love you.\I love you...\I love you!\I'm... response:	not Akifumi-san.
context: Please come out...\Do you hate me now?\I love you.\I love you.\I love you...\I love you!\I'm...\not Akifumi-san. response:	Hotaru.
context: Do you hate me now?\I love you.\I love you.\I love you...\I love you!\I'm...\not Akifumi-san.\Hotaru. response:	That's what you were called, right?
context: I love you.\I love you.\I love you...\I love you!\I'm...\not Akifumi-san.\Hotaru.\That's what you were called, right? response:	I saw and heard it.
context: I love you.\I love you...\I love you!\I'm...\not Akifumi-san.\Hotaru.\That's what you were called, right?\I saw and heard it. response:	I am a firefly Ayakashi.
context: I love you...\I love you!\I'm...\not Akifumi-san.\Hotaru.\That's what you were called, right?\I saw and heard it.\I am a firefly Ayakashi. response:	I won't be able to keep it,
context: I love you!\I'm...\not Akifumi-san.\Hotaru.\That's what you were called, right?\I saw and heard it.\I am a firefly Ayakashi.\I won't be able to keep it, response:	but I'm able to return to being a simple bug just once.
context: I'm...\not Akifumi-san.\Hotaru.\That's what you were called, right?\I saw and heard it.\I am a firefly Ayakashi.\I won't be able to keep it,\but I'm able to return to being a simple bug just once. response:	Then you won't be able to keep your current form,
context: not Akifumi-san.\Hotaru.\That's what you were called, right?\I saw and heard it.\I am a firefly Ayakashi.\I won't be able to keep it,\but I'm able to return to being a simple bug just once.\Then you won't be able to keep your current form, response:	and your life will end as a bug.
context: Hotaru.\That's what you were called, right?\I saw and heard it.\I am a firefly Ayakashi.\I won't be able to keep it,\but I'm able to return to being a simple bug just once.\Then you won't be able to keep your current form,\and your life will end as a bug. response:	Or so I've heard.
context: That's what you were called, right?\I saw and heard it.\I am a firefly Ayakashi.\I won't be able to keep it,\but I'm able to return to being a simple bug just once.\Then you won't be able to keep your current form,\and your life will end as a bug.\Or so I've heard. response:	Even so, I don't mind.
context: I saw and heard it.\I am a firefly Ayakashi.\I won't be able to keep it,\but I'm able to return to being a simple bug just once.\Then you won't be able to keep your current form,\and your life will end as a bug.\Or so I've heard.\Even so, I don't mind. response:	Even without me...
context: I am a firefly Ayakashi.\I won't be able to keep it,\but I'm able to return to being a simple bug just once.\Then you won't be able to keep your current form,\and your life will end as a bug.\Or so I've heard.\Even so, I don't mind.\Even without me... response:	He will continue to laugh.
context: I won't be able to keep it,\but I'm able to return to being a simple bug just once.\Then you won't be able to keep your current form,\and your life will end as a bug.\Or so I've heard.\Even so, I don't mind.\Even without me...\He will continue to laugh. response:	Then, at the very least,
context: but I'm able to return to being a simple bug just once.\Then you won't be able to keep your current form,\and your life will end as a bug.\Or so I've heard.\Even so, I don't mind.\Even without me...\He will continue to laugh.\Then, at the very least, response:	even as a bug,
context: Then you won't be able to keep your current form,\and your life will end as a bug.\Or so I've heard.\Even so, I don't mind.\Even without me...\He will continue to laugh.\Then, at the very least,\even as a bug, response:	I want to see him.
context: and your life will end as a bug.\Or so I've heard.\Even so, I don't mind.\Even without me...\He will continue to laugh.\Then, at the very least,\even as a bug,\I want to see him. response:	Wait, Hotaru!
context: Or so I've heard.\Even so, I don't mind.\Even without me...\He will continue to laugh.\Then, at the very least,\even as a bug,\I want to see him.\Wait, Hotaru! response:	Wai-!
context: Even so, I don't mind.\Even without me...\He will continue to laugh.\Then, at the very least,\even as a bug,\I want to see him.\Wait, Hotaru!\Wai-! response:	I hope she's not intending to head towards the pond.
context: Even without me...\He will continue to laugh.\Then, at the very least,\even as a bug,\I want to see him.\Wait, Hotaru!\Wai-!\I hope she's not intending to head towards the pond. response:	That huge, big-mouthed guy doesn't attack humans,
context: He will continue to laugh.\Then, at the very least,\even as a bug,\I want to see him.\Wait, Hotaru!\Wai-!\I hope she's not intending to head towards the pond.\That huge, big-mouthed guy doesn't attack humans, response:	but he eats fireflies.
context: Then, at the very least,\even as a bug,\I want to see him.\Wait, Hotaru!\Wai-!\I hope she's not intending to head towards the pond.\That huge, big-mouthed guy doesn't attack humans,\but he eats fireflies. response:	Because he's going around and eating them,
context: even as a bug,\I want to see him.\Wait, Hotaru!\Wai-!\I hope she's not intending to head towards the pond.\That huge, big-mouthed guy doesn't attack humans,\but he eats fireflies.\Because he's going around and eating them, response:	all the fireflies here are hiding somewhere.
context: I want to see him.\Wait, Hotaru!\Wai-!\I hope she's not intending to head towards the pond.\That huge, big-mouthed guy doesn't attack humans,\but he eats fireflies.\Because he's going around and eating them,\all the fireflies here are hiding somewhere. response:	Where are you, Hotaru?!
context: Wait, Hotaru!\Wai-!\I hope she's not intending to head towards the pond.\That huge, big-mouthed guy doesn't attack humans,\but he eats fireflies.\Because he's going around and eating them,\all the fireflies here are hiding somewhere.\Where are you, Hotaru?! response:	What are you doing?
context: Wai-!\I hope she's not intending to head towards the pond.\That huge, big-mouthed guy doesn't attack humans,\but he eats fireflies.\Because he's going around and eating them,\all the fireflies here are hiding somewhere.\Where are you, Hotaru?!\What are you doing? response:	It's too dark.
context: I hope she's not intending to head towards the pond.\That huge, big-mouthed guy doesn't attack humans,\but he eats fireflies.\Because he's going around and eating them,\all the fireflies here are hiding somewhere.\Where are you, Hotaru?!\What are you doing?\It's too dark. response:	How irritating.
context: That huge, big-mouthed guy doesn't attack humans,\but he eats fireflies.\Because he's going around and eating them,\all the fireflies here are hiding somewhere.\Where are you, Hotaru?!\What are you doing?\It's too dark.\How irritating. response:	Get on!
context: but he eats fireflies.\Because he's going around and eating them,\all the fireflies here are hiding somewhere.\Where are you, Hotaru?!\What are you doing?\It's too dark.\How irritating.\Get on! response:	There she is!
context: Because he's going around and eating them,\all the fireflies here are hiding somewhere.\Where are you, Hotaru?!\What are you doing?\It's too dark.\How irritating.\Get on!\There she is! response:	Stop!
context: all the fireflies here are hiding somewhere.\Where are you, Hotaru?!\What are you doing?\It's too dark.\How irritating.\Get on!\There she is!\Stop! response:	Where's Hotaru?
context: Where are you, Hotaru?!\What are you doing?\It's too dark.\How irritating.\Get on!\There she is!\Stop!\Where's Hotaru? response:	She ran away after that.
context: What are you doing?\It's too dark.\How irritating.\Get on!\There she is!\Stop!\Where's Hotaru?\She ran away after that. response:	This smell... it's someone else's!
context: It's too dark.\How irritating.\Get on!\There she is!\Stop!\Where's Hotaru?\She ran away after that.\This smell... it's someone else's! response:	Then...
context: How irritating.\Get on!\There she is!\Stop!\Where's Hotaru?\She ran away after that.\This smell... it's someone else's!\Then... response:	My mom got really mad then.
context: Get on!\There she is!\Stop!\Where's Hotaru?\She ran away after that.\This smell... it's someone else's!\Then...\My mom got really mad then. response:	Right?
context: There she is!\Stop!\Where's Hotaru?\She ran away after that.\This smell... it's someone else's!\Then...\My mom got really mad then.\Right? response:	It's pretty, huh?
context: Stop!\Where's Hotaru?\She ran away after that.\This smell... it's someone else's!\Then...\My mom got really mad then.\Right?\It's pretty, huh? response:	Yeah.
context: Where's Hotaru?\She ran away after that.\This smell... it's someone else's!\Then...\My mom got really mad then.\Right?\It's pretty, huh?\Yeah. response:	It's really pretty.
context: She ran away after that.\This smell... it's someone else's!\Then...\My mom got really mad then.\Right?\It's pretty, huh?\Yeah.\It's really pretty. response:	It's like...
context: This smell... it's someone else's!\Then...\My mom got really mad then.\Right?\It's pretty, huh?\Yeah.\It's really pretty.\It's like... response:	Wait!
context: Then...\My mom got really mad then.\Right?\It's pretty, huh?\Yeah.\It's really pretty.\It's like...\Wait! response:	Sensei...
context: My mom got really mad then.\Right?\It's pretty, huh?\Yeah.\It's really pretty.\It's like...\Wait!\Sensei... response:	Did everything go well for the mountain god and his lover that the fireflies protected?
context: Right?\It's pretty, huh?\Yeah.\It's really pretty.\It's like...\Wait!\Sensei...\Did everything go well for the mountain god and his lover that the fireflies protected? response:	Who knows.
context: It's pretty, huh?\Yeah.\It's really pretty.\It's like...\Wait!\Sensei...\Did everything go well for the mountain god and his lover that the fireflies protected?\Who knows. response:	Unlike Ayakashi, humans have a short lifespan.
context: Yeah.\It's really pretty.\It's like...\Wait!\Sensei...\Did everything go well for the mountain god and his lover that the fireflies protected?\Who knows.\Unlike Ayakashi, humans have a short lifespan. response:	Hotaru.
context: It's really pretty.\It's like...\Wait!\Sensei...\Did everything go well for the mountain god and his lover that the fireflies protected?\Who knows.\Unlike Ayakashi, humans have a short lifespan.\Hotaru. response:	Will the day come when I can't see them either?
context: It's like...\Wait!\Sensei...\Did everything go well for the mountain god and his lover that the fireflies protected?\Who knows.\Unlike Ayakashi, humans have a short lifespan.\Hotaru.\Will the day come when I can't see them either? response:	These one-sided encounters and these troubling days...
context: Wait!\Sensei...\Did everything go well for the mountain god and his lover that the fireflies protected?\Who knows.\Unlike Ayakashi, humans have a short lifespan.\Hotaru.\Will the day come when I can't see them either?\These one-sided encounters and these troubling days... response:	Will it be liberating for me?
context: Sensei...\Did everything go well for the mountain god and his lover that the fireflies protected?\Who knows.\Unlike Ayakashi, humans have a short lifespan.\Hotaru.\Will the day come when I can't see them either?\These one-sided encounters and these troubling days...\Will it be liberating for me? response:	Or...
context: Did everything go well for the mountain god and his lover that the fireflies protected?\Who knows.\Unlike Ayakashi, humans have a short lifespan.\Hotaru.\Will the day come when I can't see them either?\These one-sided encounters and these troubling days...\Will it be liberating for me?\Or... response:	At that time,
context: Who knows.\Unlike Ayakashi, humans have a short lifespan.\Hotaru.\Will the day come when I can't see them either?\These one-sided encounters and these troubling days...\Will it be liberating for me?\Or...\At that time, response:	I felt that the small firefly whispered something to me.
context: Unlike Ayakashi, humans have a short lifespan.\Hotaru.\Will the day come when I can't see them either?\These one-sided encounters and these troubling days...\Will it be liberating for me?\Or...\At that time,\I felt that the small firefly whispered something to me. response:	However,
context: Hotaru.\Will the day come when I can't see them either?\These one-sided encounters and these troubling days...\Will it be liberating for me?\Or...\At that time,\I felt that the small firefly whispered something to me.\However, response:	I couldn't understand the bug's words.
context: Will the day come when I can't see them either?\These one-sided encounters and these troubling days...\Will it be liberating for me?\Or...\At that time,\I felt that the small firefly whispered something to me.\However,\I couldn't understand the bug's words. response:	Goodbye, Hotaru.
context: These one-sided encounters and these troubling days...\Will it be liberating for me?\Or...\At that time,\I felt that the small firefly whispered something to me.\However,\I couldn't understand the bug's words.\Goodbye, Hotaru. response:	I wonder if he understood them?
context: Will it be liberating for me?\Or...\At that time,\I felt that the small firefly whispered something to me.\However,\I couldn't understand the bug's words.\Goodbye, Hotaru.\I wonder if he understood them? response:	Maybe only he could...
context: Or...\At that time,\I felt that the small firefly whispered something to me.\However,\I couldn't understand the bug's words.\Goodbye, Hotaru.\I wonder if he understood them?\Maybe only he could... response:	It's tough when you can't do anything, even though you can see them.
context: At that time,\I felt that the small firefly whispered something to me.\However,\I couldn't understand the bug's words.\Goodbye, Hotaru.\I wonder if he understood them?\Maybe only he could...\It's tough when you can't do anything, even though you can see them. response:	You're an idiot.
context: I felt that the small firefly whispered something to me.\However,\I couldn't understand the bug's words.\Goodbye, Hotaru.\I wonder if he understood them?\Maybe only he could...\It's tough when you can't do anything, even though you can see them.\You're an idiot. response:	You don't have any obligation to help out everyone.
context: However,\I couldn't understand the bug's words.\Goodbye, Hotaru.\I wonder if he understood them?\Maybe only he could...\It's tough when you can't do anything, even though you can see them.\You're an idiot.\You don't have any obligation to help out everyone. response:	In the end, Youkai and humans are completely different.
context: I couldn't understand the bug's words.\Goodbye, Hotaru.\I wonder if he understood them?\Maybe only he could...\It's tough when you can't do anything, even though you can see them.\You're an idiot.\You don't have any obligation to help out everyone.\In the end, Youkai and humans are completely different. response:	But...
context: Goodbye, Hotaru.\I wonder if he understood them?\Maybe only he could...\It's tough when you can't do anything, even though you can see them.\You're an idiot.\You don't have any obligation to help out everyone.\In the end, Youkai and humans are completely different.\But... response:	Let me tell you this, Natsume.
context: I wonder if he understood them?\Maybe only he could...\It's tough when you can't do anything, even though you can see them.\You're an idiot.\You don't have any obligation to help out everyone.\In the end, Youkai and humans are completely different.\But...\Let me tell you this, Natsume. response:	Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.
context: Maybe only he could...\It's tough when you can't do anything, even though you can see them.\You're an idiot.\You don't have any obligation to help out everyone.\In the end, Youkai and humans are completely different.\But...\Let me tell you this, Natsume.\Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends. response:	Even if the Youkai before me disappear one day,
context: It's tough when you can't do anything, even though you can see them.\You're an idiot.\You don't have any obligation to help out everyone.\In the end, Youkai and humans are completely different.\But...\Let me tell you this, Natsume.\Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.\Even if the Youkai before me disappear one day, response:	the memories from my encounters with them will never disappear.
context: You're an idiot.\You don't have any obligation to help out everyone.\In the end, Youkai and humans are completely different.\But...\Let me tell you this, Natsume.\Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.\Even if the Youkai before me disappear one day,\the memories from my encounters with them will never disappear. response:	Then how about you make an effort to be my bodyguard?
context: You don't have any obligation to help out everyone.\In the end, Youkai and humans are completely different.\But...\Let me tell you this, Natsume.\Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.\Even if the Youkai before me disappear one day,\the memories from my encounters with them will never disappear.\Then how about you make an effort to be my bodyguard? response:	You promised, right, sensei?
context: In the end, Youkai and humans are completely different.\But...\Let me tell you this, Natsume.\Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.\Even if the Youkai before me disappear one day,\the memories from my encounters with them will never disappear.\Then how about you make an effort to be my bodyguard?\You promised, right, sensei? response:	And they will never go away.
context: But...\Let me tell you this, Natsume.\Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.\Even if the Youkai before me disappear one day,\the memories from my encounters with them will never disappear.\Then how about you make an effort to be my bodyguard?\You promised, right, sensei?\And they will never go away. response:	Not a single one.
context: Let me tell you this, Natsume.\Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.\Even if the Youkai before me disappear one day,\the memories from my encounters with them will never disappear.\Then how about you make an effort to be my bodyguard?\You promised, right, sensei?\And they will never go away.\Not a single one. response:	On that day where the sky was ablaze,
context: Even if you couldn't see us anymore, I wouldn't let you get away until you give me the Book of Friends.\Even if the Youkai before me disappear one day,\the memories from my encounters with them will never disappear.\Then how about you make an effort to be my bodyguard?\You promised, right, sensei?\And they will never go away.\Not a single one.\On that day where the sky was ablaze, response:	and rays of light were piercing through,
context: Even if the Youkai before me disappear one day,\the memories from my encounters with them will never disappear.\Then how about you make an effort to be my bodyguard?\You promised, right, sensei?\And they will never go away.\Not a single one.\On that day where the sky was ablaze,\and rays of light were piercing through, response:	the evening rain had stopped,
