context: Sugane, we're counting on you. response:	Okay.
context: Is it true you're protecting Earth?\I'll introduce you to the team.\Hey.\Where did you get your swimsuit?\The design's super cute!\I'm dreamy...\Wow, you're super cute!\You're really too bold! response:	I'm O.D.
context: I'll introduce you to the team.\Hey.\Where did you get your swimsuit?\The design's super cute!\I'm dreamy...\Wow, you're super cute!\You're really too bold!\I'm O.D. response:	Nice to meet you!
context: Hey.\Where did you get your swimsuit?\The design's super cute!\I'm dreamy...\Wow, you're super cute!\You're really too bold!\I'm O.D.\Nice to meet you! response:	Well, I'm a sad Gatchaman who can't even transform.
context: Where did you get your swimsuit?\The design's super cute!\I'm dreamy...\Wow, you're super cute!\You're really too bold!\I'm O.D.\Nice to meet you!\Well, I'm a sad Gatchaman who can't even transform. response:	Sniff, sniff!
context: The design's super cute!\I'm dreamy...\Wow, you're super cute!\You're really too bold!\I'm O.D.\Nice to meet you!\Well, I'm a sad Gatchaman who can't even transform.\Sniff, sniff! response:	Oh, really?
context: I'm dreamy...\Wow, you're super cute!\You're really too bold!\I'm O.D.\Nice to meet you!\Well, I'm a sad Gatchaman who can't even transform.\Sniff, sniff!\Oh, really? response:	Let's get along, okay?
context: Wow, you're super cute!\You're really too bold!\I'm O.D.\Nice to meet you!\Well, I'm a sad Gatchaman who can't even transform.\Sniff, sniff!\Oh, really?\Let's get along, okay? response:	This one's Altair.
context: You're really too bold!\I'm O.D.\Nice to meet you!\Well, I'm a sad Gatchaman who can't even transform.\Sniff, sniff!\Oh, really?\Let's get along, okay?\This one's Altair. response:	Al-chan.
context: I'm O.D.\Nice to meet you!\Well, I'm a sad Gatchaman who can't even transform.\Sniff, sniff!\Oh, really?\Let's get along, okay?\This one's Altair.\Al-chan. response:	Cute!
context: Nice to meet you!\Well, I'm a sad Gatchaman who can't even transform.\Sniff, sniff!\Oh, really?\Let's get along, okay?\This one's Altair.\Al-chan.\Cute! response:	Al-chan!
context: Well, I'm a sad Gatchaman who can't even transform.\Sniff, sniff!\Oh, really?\Let's get along, okay?\This one's Altair.\Al-chan.\Cute!\Al-chan! response:	Come on, Utsutsu.
context: Sniff, sniff!\Oh, really?\Let's get along, okay?\This one's Altair.\Al-chan.\Cute!\Al-chan!\Come on, Utsutsu. response:	You're Utsutsu-chan?
context: Oh, really?\Let's get along, okay?\This one's Altair.\Al-chan.\Cute!\Al-chan!\Come on, Utsutsu.\You're Utsutsu-chan? response:	Nice to meet you.
context: Let's get along, okay?\This one's Altair.\Al-chan.\Cute!\Al-chan!\Come on, Utsutsu.\You're Utsutsu-chan?\Nice to meet you. response:	The man over there's Jou-san.
context: This one's Altair.\Al-chan.\Cute!\Al-chan!\Come on, Utsutsu.\You're Utsutsu-chan?\Nice to meet you.\The man over there's Jou-san. response:	I pass.
context: Al-chan.\Cute!\Al-chan!\Come on, Utsutsu.\You're Utsutsu-chan?\Nice to meet you.\The man over there's Jou-san.\I pass. response:	Jou-san?
context: Cute!\Al-chan!\Come on, Utsutsu.\You're Utsutsu-chan?\Nice to meet you.\The man over there's Jou-san.\I pass.\Jou-san? response:	Nice to meet you.
context: Al-chan!\Come on, Utsutsu.\You're Utsutsu-chan?\Nice to meet you.\The man over there's Jou-san.\I pass.\Jou-san?\Nice to meet you. response:	Ah, there you are.
context: Come on, Utsutsu.\You're Utsutsu-chan?\Nice to meet you.\The man over there's Jou-san.\I pass.\Jou-san?\Nice to meet you.\Ah, there you are. response:	I'm the leader, Paiman.
context: You're Utsutsu-chan?\Nice to meet you.\The man over there's Jou-san.\I pass.\Jou-san?\Nice to meet you.\Ah, there you are.\I'm the leader, Paiman. response:	Huh, a panda?
context: Nice to meet you.\The man over there's Jou-san.\I pass.\Jou-san?\Nice to meet you.\Ah, there you are.\I'm the leader, Paiman.\Huh, a panda? response:	Listen up, newbie.
context: The man over there's Jou-san.\I pass.\Jou-san?\Nice to meet you.\Ah, there you are.\I'm the leader, Paiman.\Huh, a panda?\Listen up, newbie. response:	Oh, I'm Hajime.
context: I pass.\Jou-san?\Nice to meet you.\Ah, there you are.\I'm the leader, Paiman.\Huh, a panda?\Listen up, newbie.\Oh, I'm Hajime. response:	Never mention that animal's name again.
context: Jou-san?\Nice to meet you.\Ah, there you are.\I'm the leader, Paiman.\Huh, a panda?\Listen up, newbie.\Oh, I'm Hajime.\Never mention that animal's name again. response:	It is my most hated life form in existence.
context: Nice to meet you.\Ah, there you are.\I'm the leader, Paiman.\Huh, a panda?\Listen up, newbie.\Oh, I'm Hajime.\Never mention that animal's name again.\It is my most hated life form in existence. response:	The leader's command is absolute.
context: Ah, there you are.\I'm the leader, Paiman.\Huh, a panda?\Listen up, newbie.\Oh, I'm Hajime.\Never mention that animal's name again.\It is my most hated life form in existence.\The leader's command is absolute. response:	Obey me at any cost, henceforth.
context: I'm the leader, Paiman.\Huh, a panda?\Listen up, newbie.\Oh, I'm Hajime.\Never mention that animal's name again.\It is my most hated life form in existence.\The leader's command is absolute.\Obey me at any cost, henceforth. response:	So cute!
context: Huh, a panda?\Listen up, newbie.\Oh, I'm Hajime.\Never mention that animal's name again.\It is my most hated life form in existence.\The leader's command is absolute.\Obey me at any cost, henceforth.\So cute! response:	You're talking a lot!
context: Listen up, newbie.\Oh, I'm Hajime.\Never mention that animal's name again.\It is my most hated life form in existence.\The leader's command is absolute.\Obey me at any cost, henceforth.\So cute!\You're talking a lot! response:	Don't be so full of yourself, human!
context: Oh, I'm Hajime.\Never mention that animal's name again.\It is my most hated life form in existence.\The leader's command is absolute.\Obey me at any cost, henceforth.\So cute!\You're talking a lot!\Don't be so full of yourself, human! response:	I have, thus far, protected seven planets!
context: Never mention that animal's name again.\It is my most hated life form in existence.\The leader's command is absolute.\Obey me at any cost, henceforth.\So cute!\You're talking a lot!\Don't be so full of yourself, human!\I have, thus far, protected seven planets! response:	Oh, so you are protecting Earth!
context: It is my most hated life form in existence.\The leader's command is absolute.\Obey me at any cost, henceforth.\So cute!\You're talking a lot!\Don't be so full of yourself, human!\I have, thus far, protected seven planets!\Oh, so you are protecting Earth! response:	And you're so tiny!
context: The leader's command is absolute.\Obey me at any cost, henceforth.\So cute!\You're talking a lot!\Don't be so full of yourself, human!\I have, thus far, protected seven planets!\Oh, so you are protecting Earth!\And you're so tiny! response:	I'm impressed!
context: Obey me at any cost, henceforth.\So cute!\You're talking a lot!\Don't be so full of yourself, human!\I have, thus far, protected seven planets!\Oh, so you are protecting Earth!\And you're so tiny!\I'm impressed! response:	First, I'll explain the NOTE to you.
context: So cute!\You're talking a lot!\Don't be so full of yourself, human!\I have, thus far, protected seven planets!\Oh, so you are protecting Earth!\And you're so tiny!\I'm impressed!\First, I'll explain the NOTE to you. response:	Great! That's what I wanted to hear.
context: You're talking a lot!\Don't be so full of yourself, human!\I have, thus far, protected seven planets!\Oh, so you are protecting Earth!\And you're so tiny!\I'm impressed!\First, I'll explain the NOTE to you.\Great! That's what I wanted to hear. response:	The NOTE is the source of our Gatchaman powers.
context: Don't be so full of yourself, human!\I have, thus far, protected seven planets!\Oh, so you are protecting Earth!\And you're so tiny!\I'm impressed!\First, I'll explain the NOTE to you.\Great! That's what I wanted to hear.\The NOTE is the source of our Gatchaman powers. response:	Everyone here had their NOTEs extracted from them by Lord JJ.
context: I have, thus far, protected seven planets!\Oh, so you are protecting Earth!\And you're so tiny!\I'm impressed!\First, I'll explain the NOTE to you.\Great! That's what I wanted to hear.\The NOTE is the source of our Gatchaman powers.\Everyone here had their NOTEs extracted from them by Lord JJ. response:	Source? JJ?
context: Oh, so you are protecting Earth!\And you're so tiny!\I'm impressed!\First, I'll explain the NOTE to you.\Great! That's what I wanted to hear.\The NOTE is the source of our Gatchaman powers.\Everyone here had their NOTEs extracted from them by Lord JJ.\Source? JJ? response:	Didn't you meet a tall guy?
context: And you're so tiny!\I'm impressed!\First, I'll explain the NOTE to you.\Great! That's what I wanted to hear.\The NOTE is the source of our Gatchaman powers.\Everyone here had their NOTEs extracted from them by Lord JJ.\Source? JJ?\Didn't you meet a tall guy? response:	Oh!
context: I'm impressed!\First, I'll explain the NOTE to you.\Great! That's what I wanted to hear.\The NOTE is the source of our Gatchaman powers.\Everyone here had their NOTEs extracted from them by Lord JJ.\Source? JJ?\Didn't you meet a tall guy?\Oh! response:	So he's JJ.
context: First, I'll explain the NOTE to you.\Great! That's what I wanted to hear.\The NOTE is the source of our Gatchaman powers.\Everyone here had their NOTEs extracted from them by Lord JJ.\Source? JJ?\Didn't you meet a tall guy?\Oh!\So he's JJ. response:	The NOTE is our spiritual essence.
context: Great! That's what I wanted to hear.\The NOTE is the source of our Gatchaman powers.\Everyone here had their NOTEs extracted from them by Lord JJ.\Source? JJ?\Didn't you meet a tall guy?\Oh!\So he's JJ.\The NOTE is our spiritual essence. response:	In other words, our soul itself!
context: The NOTE is the source of our Gatchaman powers.\Everyone here had their NOTEs extracted from them by Lord JJ.\Source? JJ?\Didn't you meet a tall guy?\Oh!\So he's JJ.\The NOTE is our spiritual essence.\In other words, our soul itself! response:	Our soul is our NOTE?
context: Everyone here had their NOTEs extracted from them by Lord JJ.\Source? JJ?\Didn't you meet a tall guy?\Oh!\So he's JJ.\The NOTE is our spiritual essence.\In other words, our soul itself!\Our soul is our NOTE? response:	Awesome!
context: Source? JJ?\Didn't you meet a tall guy?\Oh!\So he's JJ.\The NOTE is our spiritual essence.\In other words, our soul itself!\Our soul is our NOTE?\Awesome! response:	That's really fun!
context: Didn't you meet a tall guy?\Oh!\So he's JJ.\The NOTE is our spiritual essence.\In other words, our soul itself!\Our soul is our NOTE?\Awesome!\That's really fun! response:	We engage with the enemy on a daily basis,
context: Oh!\So he's JJ.\The NOTE is our spiritual essence.\In other words, our soul itself!\Our soul is our NOTE?\Awesome!\That's really fun!\We engage with the enemy on a daily basis, response:	but we must not be noticed by humans.
context: So he's JJ.\The NOTE is our spiritual essence.\In other words, our soul itself!\Our soul is our NOTE?\Awesome!\That's really fun!\We engage with the enemy on a daily basis,\but we must not be noticed by humans. response:	Thus, we use our NOTE to cast the Amnesia Effect.
context: The NOTE is our spiritual essence.\In other words, our soul itself!\Our soul is our NOTE?\Awesome!\That's really fun!\We engage with the enemy on a daily basis,\but we must not be noticed by humans.\Thus, we use our NOTE to cast the Amnesia Effect. response:	Amnesia Effect.
context: In other words, our soul itself!\Our soul is our NOTE?\Awesome!\That's really fun!\We engage with the enemy on a daily basis,\but we must not be noticed by humans.\Thus, we use our NOTE to cast the Amnesia Effect.\Amnesia Effect. response:	Understood!
context: Our soul is our NOTE?\Awesome!\That's really fun!\We engage with the enemy on a daily basis,\but we must not be noticed by humans.\Thus, we use our NOTE to cast the Amnesia Effect.\Amnesia Effect.\Understood! response:	You're a surprisingly quick study.
context: Awesome!\That's really fun!\We engage with the enemy on a daily basis,\but we must not be noticed by humans.\Thus, we use our NOTE to cast the Amnesia Effect.\Amnesia Effect.\Understood!\You're a surprisingly quick study. response:	Once you cast the Effect, humans become unable to see us.
context: That's really fun!\We engage with the enemy on a daily basis,\but we must not be noticed by humans.\Thus, we use our NOTE to cast the Amnesia Effect.\Amnesia Effect.\Understood!\You're a surprisingly quick study.\Once you cast the Effect, humans become unable to see us. response:	But they can still feel you if you bump into them.
context: We engage with the enemy on a daily basis,\but we must not be noticed by humans.\Thus, we use our NOTE to cast the Amnesia Effect.\Amnesia Effect.\Understood!\You're a surprisingly quick study.\Once you cast the Effect, humans become unable to see us.\But they can still feel you if you bump into them. response:	So you have to avoid them while you fight.
context: but we must not be noticed by humans.\Thus, we use our NOTE to cast the Amnesia Effect.\Amnesia Effect.\Understood!\You're a surprisingly quick study.\Once you cast the Effect, humans become unable to see us.\But they can still feel you if you bump into them.\So you have to avoid them while you fight. response:	Understood!
context: Thus, we use our NOTE to cast the Amnesia Effect.\Amnesia Effect.\Understood!\You're a surprisingly quick study.\Once you cast the Effect, humans become unable to see us.\But they can still feel you if you bump into them.\So you have to avoid them while you fight.\Understood! response:	Once you terminate the Effect, you'll also transform back to your normal self.
context: Amnesia Effect.\Understood!\You're a surprisingly quick study.\Once you cast the Effect, humans become unable to see us.\But they can still feel you if you bump into them.\So you have to avoid them while you fight.\Understood!\Once you terminate the Effect, you'll also transform back to your normal self. response:	Oh, but I saw Senpai at the station today.
context: Understood!\You're a surprisingly quick study.\Once you cast the Effect, humans become unable to see us.\But they can still feel you if you bump into them.\So you have to avoid them while you fight.\Understood!\Once you terminate the Effect, you'll also transform back to your normal self.\Oh, but I saw Senpai at the station today. response:	The Amnesia Effect does not affect NOTE holders.
context: You're a surprisingly quick study.\Once you cast the Effect, humans become unable to see us.\But they can still feel you if you bump into them.\So you have to avoid them while you fight.\Understood!\Once you terminate the Effect, you'll also transform back to your normal self.\Oh, but I saw Senpai at the station today.\The Amnesia Effect does not affect NOTE holders. response:	I see!
context: Once you cast the Effect, humans become unable to see us.\But they can still feel you if you bump into them.\So you have to avoid them while you fight.\Understood!\Once you terminate the Effect, you'll also transform back to your normal self.\Oh, but I saw Senpai at the station today.\The Amnesia Effect does not affect NOTE holders.\I see! response:	Oh, and you can use the NOTE to communicate, like a cell phone.
context: But they can still feel you if you bump into them.\So you have to avoid them while you fight.\Understood!\Once you terminate the Effect, you'll also transform back to your normal self.\Oh, but I saw Senpai at the station today.\The Amnesia Effect does not affect NOTE holders.\I see!\Oh, and you can use the NOTE to communicate, like a cell phone. response:	If you input words or talk into it,
context: So you have to avoid them while you fight.\Understood!\Once you terminate the Effect, you'll also transform back to your normal self.\Oh, but I saw Senpai at the station today.\The Amnesia Effect does not affect NOTE holders.\I see!\Oh, and you can use the NOTE to communicate, like a cell phone.\If you input words or talk into it, response:	it's transmitted to the NOTEs of everyone else.
context: Understood!\Once you terminate the Effect, you'll also transform back to your normal self.\Oh, but I saw Senpai at the station today.\The Amnesia Effect does not affect NOTE holders.\I see!\Oh, and you can use the NOTE to communicate, like a cell phone.\If you input words or talk into it,\it's transmitted to the NOTEs of everyone else. response:	Isn't it unreal?
context: Once you terminate the Effect, you'll also transform back to your normal self.\Oh, but I saw Senpai at the station today.\The Amnesia Effect does not affect NOTE holders.\I see!\Oh, and you can use the NOTE to communicate, like a cell phone.\If you input words or talk into it,\it's transmitted to the NOTEs of everyone else.\Isn't it unreal? response:	It's way too convenient.
context: Oh, but I saw Senpai at the station today.\The Amnesia Effect does not affect NOTE holders.\I see!\Oh, and you can use the NOTE to communicate, like a cell phone.\If you input words or talk into it,\it's transmitted to the NOTEs of everyone else.\Isn't it unreal?\It's way too convenient. response:	Yeah, way too convenient!
context: The Amnesia Effect does not affect NOTE holders.\I see!\Oh, and you can use the NOTE to communicate, like a cell phone.\If you input words or talk into it,\it's transmitted to the NOTEs of everyone else.\Isn't it unreal?\It's way too convenient.\Yeah, way too convenient! response:	Deployment orders from Lord JJ will also be sent to your NOTE.
context: I see!\Oh, and you can use the NOTE to communicate, like a cell phone.\If you input words or talk into it,\it's transmitted to the NOTEs of everyone else.\Isn't it unreal?\It's way too convenient.\Yeah, way too convenient!\Deployment orders from Lord JJ will also be sent to your NOTE. response:	Personal use of the NOTE's communication functions is strictly prohibited.
context: Oh, and you can use the NOTE to communicate, like a cell phone.\If you input words or talk into it,\it's transmitted to the NOTEs of everyone else.\Isn't it unreal?\It's way too convenient.\Yeah, way too convenient!\Deployment orders from Lord JJ will also be sent to your NOTE.\Personal use of the NOTE's communication functions is strictly prohibited. response:	They are for missions only.
context: If you input words or talk into it,\it's transmitted to the NOTEs of everyone else.\Isn't it unreal?\It's way too convenient.\Yeah, way too convenient!\Deployment orders from Lord JJ will also be sent to your NOTE.\Personal use of the NOTE's communication functions is strictly prohibited.\They are for missions only. response:	If Lord JJ learns of their personal use,
context: it's transmitted to the NOTEs of everyone else.\Isn't it unreal?\It's way too convenient.\Yeah, way too convenient!\Deployment orders from Lord JJ will also be sent to your NOTE.\Personal use of the NOTE's communication functions is strictly prohibited.\They are for missions only.\If Lord JJ learns of their personal use, response:	we would be turned to interstellar ashes and dust in a single gesture
context: Isn't it unreal?\It's way too convenient.\Yeah, way too convenient!\Deployment orders from Lord JJ will also be sent to your NOTE.\Personal use of the NOTE's communication functions is strictly prohibited.\They are for missions only.\If Lord JJ learns of their personal use,\we would be turned to interstellar ashes and dust in a single gesture response:	Loves bamboo in particular <3
context: It's way too convenient.\Yeah, way too convenient!\Deployment orders from Lord JJ will also be sent to your NOTE.\Personal use of the NOTE's communication functions is strictly prohibited.\They are for missions only.\If Lord JJ learns of their personal use,\we would be turned to interstellar ashes and dust in a single gesture\Loves bamboo in particular <3 response:	H-How dare you...
context: Yeah, way too convenient!\Deployment orders from Lord JJ will also be sent to your NOTE.\Personal use of the NOTE's communication functions is strictly prohibited.\They are for missions only.\If Lord JJ learns of their personal use,\we would be turned to interstellar ashes and dust in a single gesture\Loves bamboo in particular <3\H-How dare you... response:	On our sacred N-N-N-N-N-NOTE...
context: Deployment orders from Lord JJ will also be sent to your NOTE.\Personal use of the NOTE's communication functions is strictly prohibited.\They are for missions only.\If Lord JJ learns of their personal use,\we would be turned to interstellar ashes and dust in a single gesture\Loves bamboo in particular <3\H-How dare you...\On our sacred N-N-N-N-N-NOTE... response:	Sugane, I leave the rest to you!
context: Personal use of the NOTE's communication functions is strictly prohibited.\They are for missions only.\If Lord JJ learns of their personal use,\we would be turned to interstellar ashes and dust in a single gesture\Loves bamboo in particular <3\H-How dare you...\On our sacred N-N-N-N-N-NOTE...\Sugane, I leave the rest to you! response:	What?
context: They are for missions only.\If Lord JJ learns of their personal use,\we would be turned to interstellar ashes and dust in a single gesture\Loves bamboo in particular <3\H-How dare you...\On our sacred N-N-N-N-N-NOTE...\Sugane, I leave the rest to you!\What? response:	This is how we transport the aliens we've captured from various places.
context: If Lord JJ learns of their personal use,\we would be turned to interstellar ashes and dust in a single gesture\Loves bamboo in particular <3\H-How dare you...\On our sacred N-N-N-N-N-NOTE...\Sugane, I leave the rest to you!\What?\This is how we transport the aliens we've captured from various places. response:	So this is an alien?
context: we would be turned to interstellar ashes and dust in a single gesture\Loves bamboo in particular <3\H-How dare you...\On our sacred N-N-N-N-N-NOTE...\Sugane, I leave the rest to you!\What?\This is how we transport the aliens we've captured from various places.\So this is an alien? response:	It's pretty!
context: Loves bamboo in particular <3\H-How dare you...\On our sacred N-N-N-N-N-NOTE...\Sugane, I leave the rest to you!\What?\This is how we transport the aliens we've captured from various places.\So this is an alien?\It's pretty! response:	No photos!
context: H-How dare you...\On our sacred N-N-N-N-N-NOTE...\Sugane, I leave the rest to you!\What?\This is how we transport the aliens we've captured from various places.\So this is an alien?\It's pretty!\No photos! response:	Don't underestimate aliens!
context: On our sacred N-N-N-N-N-NOTE...\Sugane, I leave the rest to you!\What?\This is how we transport the aliens we've captured from various places.\So this is an alien?\It's pretty!\No photos!\Don't underestimate aliens! response:	Our leader is one, too.
context: Sugane, I leave the rest to you!\What?\This is how we transport the aliens we've captured from various places.\So this is an alien?\It's pretty!\No photos!\Don't underestimate aliens!\Our leader is one, too. response:	Really?!
context: What?\This is how we transport the aliens we've captured from various places.\So this is an alien?\It's pretty!\No photos!\Don't underestimate aliens!\Our leader is one, too.\Really?! response:	The Gatchaman's mission is to eradicate alien criminals and
context: This is how we transport the aliens we've captured from various places.\So this is an alien?\It's pretty!\No photos!\Don't underestimate aliens!\Our leader is one, too.\Really?!\The Gatchaman's mission is to eradicate alien criminals and response:	unidentified objects that have infiltrated Earth.
context: So this is an alien?\It's pretty!\No photos!\Don't underestimate aliens!\Our leader is one, too.\Really?!\The Gatchaman's mission is to eradicate alien criminals and\unidentified objects that have infiltrated Earth. response:	Eradicate?
context: It's pretty!\No photos!\Don't underestimate aliens!\Our leader is one, too.\Really?!\The Gatchaman's mission is to eradicate alien criminals and\unidentified objects that have infiltrated Earth.\Eradicate? response:	Anything in existence that harms humans becomes our target.
context: No photos!\Don't underestimate aliens!\Our leader is one, too.\Really?!\The Gatchaman's mission is to eradicate alien criminals and\unidentified objects that have infiltrated Earth.\Eradicate?\Anything in existence that harms humans becomes our target. response:	Recently, though, our targets have been mostly of this type.
context: Don't underestimate aliens!\Our leader is one, too.\Really?!\The Gatchaman's mission is to eradicate alien criminals and\unidentified objects that have infiltrated Earth.\Eradicate?\Anything in existence that harms humans becomes our target.\Recently, though, our targets have been mostly of this type. response:	It's the thing you saw earlier this morning.
context: Our leader is one, too.\Really?!\The Gatchaman's mission is to eradicate alien criminals and\unidentified objects that have infiltrated Earth.\Eradicate?\Anything in existence that harms humans becomes our target.\Recently, though, our targets have been mostly of this type.\It's the thing you saw earlier this morning. response:	We call them MESS.
context: Really?!\The Gatchaman's mission is to eradicate alien criminals and\unidentified objects that have infiltrated Earth.\Eradicate?\Anything in existence that harms humans becomes our target.\Recently, though, our targets have been mostly of this type.\It's the thing you saw earlier this morning.\We call them MESS. response:	MESS?
context: The Gatchaman's mission is to eradicate alien criminals and\unidentified objects that have infiltrated Earth.\Eradicate?\Anything in existence that harms humans becomes our target.\Recently, though, our targets have been mostly of this type.\It's the thing you saw earlier this morning.\We call them MESS.\MESS? response:	It means discord and chaos.
context: unidentified objects that have infiltrated Earth.\Eradicate?\Anything in existence that harms humans becomes our target.\Recently, though, our targets have been mostly of this type.\It's the thing you saw earlier this morning.\We call them MESS.\MESS?\It means discord and chaos. response:	It destroys everything it touches with its long tentacles.
context: Eradicate?\Anything in existence that harms humans becomes our target.\Recently, though, our targets have been mostly of this type.\It's the thing you saw earlier this morning.\We call them MESS.\MESS?\It means discord and chaos.\It destroys everything it touches with its long tentacles. response:	The MESS will be our primary enemy for the time being.
context: Anything in existence that harms humans becomes our target.\Recently, though, our targets have been mostly of this type.\It's the thing you saw earlier this morning.\We call them MESS.\MESS?\It means discord and chaos.\It destroys everything it touches with its long tentacles.\The MESS will be our primary enemy for the time being. response:	Anything that appears in this area falls
context: Recently, though, our targets have been mostly of this type.\It's the thing you saw earlier this morning.\We call them MESS.\MESS?\It means discord and chaos.\It destroys everything it touches with its long tentacles.\The MESS will be our primary enemy for the time being.\Anything that appears in this area falls response:	under our jurisdiction and is eradicated by us.
context: It's the thing you saw earlier this morning.\We call them MESS.\MESS?\It means discord and chaos.\It destroys everything it touches with its long tentacles.\The MESS will be our primary enemy for the time being.\Anything that appears in this area falls\under our jurisdiction and is eradicated by us. response:	They are Big-Smalls.
context: We call them MESS.\MESS?\It means discord and chaos.\It destroys everything it touches with its long tentacles.\The MESS will be our primary enemy for the time being.\Anything that appears in this area falls\under our jurisdiction and is eradicated by us.\They are Big-Smalls. response:	They are workforce clones that support our Gatchaman duties.
context: MESS?\It means discord and chaos.\It destroys everything it touches with its long tentacles.\The MESS will be our primary enemy for the time being.\Anything that appears in this area falls\under our jurisdiction and is eradicated by us.\They are Big-Smalls.\They are workforce clones that support our Gatchaman duties. response:	They are in charge of salvaging humans who have been absorbed
context: It means discord and chaos.\It destroys everything it touches with its long tentacles.\The MESS will be our primary enemy for the time being.\Anything that appears in this area falls\under our jurisdiction and is eradicated by us.\They are Big-Smalls.\They are workforce clones that support our Gatchaman duties.\They are in charge of salvaging humans who have been absorbed response:	Salvaging? You mean rescuing?
context: It destroys everything it touches with its long tentacles.\The MESS will be our primary enemy for the time being.\Anything that appears in this area falls\under our jurisdiction and is eradicated by us.\They are Big-Smalls.\They are workforce clones that support our Gatchaman duties.\They are in charge of salvaging humans who have been absorbed\Salvaging? You mean rescuing? response:	Yes. We rescue them.
context: The MESS will be our primary enemy for the time being.\Anything that appears in this area falls\under our jurisdiction and is eradicated by us.\They are Big-Smalls.\They are workforce clones that support our Gatchaman duties.\They are in charge of salvaging humans who have been absorbed\Salvaging? You mean rescuing?\Yes. We rescue them. response:	Wow, they're back!
context: Anything that appears in this area falls\under our jurisdiction and is eradicated by us.\They are Big-Smalls.\They are workforce clones that support our Gatchaman duties.\They are in charge of salvaging humans who have been absorbed\Salvaging? You mean rescuing?\Yes. We rescue them.\Wow, they're back! response:	That's awesome.
context: under our jurisdiction and is eradicated by us.\They are Big-Smalls.\They are workforce clones that support our Gatchaman duties.\They are in charge of salvaging humans who have been absorbed\Salvaging? You mean rescuing?\Yes. We rescue them.\Wow, they're back!\That's awesome. response:	Their memories will be wiped later.
context: They are Big-Smalls.\They are workforce clones that support our Gatchaman duties.\They are in charge of salvaging humans who have been absorbed\Salvaging? You mean rescuing?\Yes. We rescue them.\Wow, they're back!\That's awesome.\Their memories will be wiped later. response:	Most people are salvaged that way,
context: They are workforce clones that support our Gatchaman duties.\They are in charge of salvaging humans who have been absorbed\Salvaging? You mean rescuing?\Yes. We rescue them.\Wow, they're back!\That's awesome.\Their memories will be wiped later.\Most people are salvaged that way, response:	but some remain missing.
context: They are in charge of salvaging humans who have been absorbed\Salvaging? You mean rescuing?\Yes. We rescue them.\Wow, they're back!\That's awesome.\Their memories will be wiped later.\Most people are salvaged that way,\but some remain missing. response:	I see.
context: Salvaging? You mean rescuing?\Yes. We rescue them.\Wow, they're back!\That's awesome.\Their memories will be wiped later.\Most people are salvaged that way,\but some remain missing.\I see. response:	I wonder why MESS-chan does such things...
context: Yes. We rescue them.\Wow, they're back!\That's awesome.\Their memories will be wiped later.\Most people are salvaged that way,\but some remain missing.\I see.\I wonder why MESS-chan does such things... response:	It's so cute.
context: Wow, they're back!\That's awesome.\Their memories will be wiped later.\Most people are salvaged that way,\but some remain missing.\I see.\I wonder why MESS-chan does such things...\It's so cute. response:	Newbie.
context: That's awesome.\Their memories will be wiped later.\Most people are salvaged that way,\but some remain missing.\I see.\I wonder why MESS-chan does such things...\It's so cute.\Newbie. response:	Oh, I'm Hajime.
context: Their memories will be wiped later.\Most people are salvaged that way,\but some remain missing.\I see.\I wonder why MESS-chan does such things...\It's so cute.\Newbie.\Oh, I'm Hajime. response:	From this point onwards, I would like you to carry out
context: Most people are salvaged that way,\but some remain missing.\I see.\I wonder why MESS-chan does such things...\It's so cute.\Newbie.\Oh, I'm Hajime.\From this point onwards, I would like you to carry out response:	your duties appropriately.
context: but some remain missing.\I see.\I wonder why MESS-chan does such things...\It's so cute.\Newbie.\Oh, I'm Hajime.\From this point onwards, I would like you to carry out\your duties appropriately. response:	We are protecting human lives on Earth from that dangerous object.
context: I see.\I wonder why MESS-chan does such things...\It's so cute.\Newbie.\Oh, I'm Hajime.\From this point onwards, I would like you to carry out\your duties appropriately.\We are protecting human lives on Earth from that dangerous object. response:	Yeah?
context: I wonder why MESS-chan does such things...\It's so cute.\Newbie.\Oh, I'm Hajime.\From this point onwards, I would like you to carry out\your duties appropriately.\We are protecting human lives on Earth from that dangerous object.\Yeah? response:	Sugane, you've come a long way.
context: It's so cute.\Newbie.\Oh, I'm Hajime.\From this point onwards, I would like you to carry out\your duties appropriately.\We are protecting human lives on Earth from that dangerous object.\Yeah?\Sugane, you've come a long way. response:	Whoa, here it comes!
context: Newbie.\Oh, I'm Hajime.\From this point onwards, I would like you to carry out\your duties appropriately.\We are protecting human lives on Earth from that dangerous object.\Yeah?\Sugane, you've come a long way.\Whoa, here it comes! response:	Summons from Lord JJ.
context: Oh, I'm Hajime.\From this point onwards, I would like you to carry out\your duties appropriately.\We are protecting human lives on Earth from that dangerous object.\Yeah?\Sugane, you've come a long way.\Whoa, here it comes!\Summons from Lord JJ. response:	Whoa! What?
context: From this point onwards, I would like you to carry out\your duties appropriately.\We are protecting human lives on Earth from that dangerous object.\Yeah?\Sugane, you've come a long way.\Whoa, here it comes!\Summons from Lord JJ.\Whoa! What? response:	Wings of Six, gather at the Spiritual Precipice.
context: your duties appropriately.\We are protecting human lives on Earth from that dangerous object.\Yeah?\Sugane, you've come a long way.\Whoa, here it comes!\Summons from Lord JJ.\Whoa! What?\Wings of Six, gather at the Spiritual Precipice. response:	Oh!
