context: Oh, this is fun, isn't it? response:	Now try that kapow-kapow.
context: Hey, are you from the Iron Fortress?\My dad's on a Railfort too.\Really?\I guess that makes him one of us.\Yeah. It's called the Tree Fortress.\I'm sorry, I don't hear a lot about other Railfort s\The Tree Fortress got overrun by the Corpses.\Sukari! response:	Everyone on it got turned into Corpses...
context: My dad's on a Railfort too.\Really?\I guess that makes him one of us.\Yeah. It's called the Tree Fortress.\I'm sorry, I don't hear a lot about other Railfort s\The Tree Fortress got overrun by the Corpses.\Sukari!\Everyone on it got turned into Corpses... response:	That's where we've escaped from.
context: Really?\I guess that makes him one of us.\Yeah. It's called the Tree Fortress.\I'm sorry, I don't hear a lot about other Railfort s\The Tree Fortress got overrun by the Corpses.\Sukari!\Everyone on it got turned into Corpses...\That's where we've escaped from. response:	Why are you telling him this?!
context: I guess that makes him one of us.\Yeah. It's called the Tree Fortress.\I'm sorry, I don't hear a lot about other Railfort s\The Tree Fortress got overrun by the Corpses.\Sukari!\Everyone on it got turned into Corpses...\That's where we've escaped from.\Why are you telling him this?! response:	It's more cruel to have him wait for a father that's never coming back.
context: Yeah. It's called the Tree Fortress.\I'm sorry, I don't hear a lot about other Railfort s\The Tree Fortress got overrun by the Corpses.\Sukari!\Everyone on it got turned into Corpses...\That's where we've escaped from.\Why are you telling him this?!\It's more cruel to have him wait for a father that's never coming back. response:	I wish someone had told me with my father.
context: I'm sorry, I don't hear a lot about other Railfort s\The Tree Fortress got overrun by the Corpses.\Sukari!\Everyone on it got turned into Corpses...\That's where we've escaped from.\Why are you telling him this?!\It's more cruel to have him wait for a father that's never coming back.\I wish someone had told me with my father. response:	You're lying!
context: The Tree Fortress got overrun by the Corpses.\Sukari!\Everyone on it got turned into Corpses...\That's where we've escaped from.\Why are you telling him this?!\It's more cruel to have him wait for a father that's never coming back.\I wish someone had told me with my father.\You're lying! response:	You're lying...!
context: Sukari!\Everyone on it got turned into Corpses...\That's where we've escaped from.\Why are you telling him this?!\It's more cruel to have him wait for a father that's never coming back.\I wish someone had told me with my father.\You're lying!\You're lying...! response:	My dad's not...!
context: Everyone on it got turned into Corpses...\That's where we've escaped from.\Why are you telling him this?!\It's more cruel to have him wait for a father that's never coming back.\I wish someone had told me with my father.\You're lying!\You're lying...!\My dad's not...! response:	I mean...
context: That's where we've escaped from.\Why are you telling him this?!\It's more cruel to have him wait for a father that's never coming back.\I wish someone had told me with my father.\You're lying!\You're lying...!\My dad's not...!\I mean... response:	Sorry.
context: Why are you telling him this?!\It's more cruel to have him wait for a father that's never coming back.\I wish someone had told me with my father.\You're lying!\You're lying...!\My dad's not...!\I mean...\Sorry. response:	I didn't mean to make you cry.
context: It's more cruel to have him wait for a father that's never coming back.\I wish someone had told me with my father.\You're lying!\You're lying...!\My dad's not...!\I mean...\Sorry.\I didn't mean to make you cry. response:	But... the real fight begins when the tears dry up.
context: I wish someone had told me with my father.\You're lying!\You're lying...!\My dad's not...!\I mean...\Sorry.\I didn't mean to make you cry.\But... the real fight begins when the tears dry up. response:	He's late.
context: You're lying!\You're lying...!\My dad's not...!\I mean...\Sorry.\I didn't mean to make you cry.\But... the real fight begins when the tears dry up.\He's late. response:	Food is precious everywhere.
context: You're lying...!\My dad's not...!\I mean...\Sorry.\I didn't mean to make you cry.\But... the real fight begins when the tears dry up.\He's late.\Food is precious everywhere. response:	But not even granting us an opportunity to negotiate...?
context: My dad's not...!\I mean...\Sorry.\I didn't mean to make you cry.\But... the real fight begins when the tears dry up.\He's late.\Food is precious everywhere.\But not even granting us an opportunity to negotiate...? response:	He's fighting the wrong enemy.
context: I mean...\Sorry.\I didn't mean to make you cry.\But... the real fight begins when the tears dry up.\He's late.\Food is precious everywhere.\But not even granting us an opportunity to negotiate...?\He's fighting the wrong enemy. response:	You sound like Ikoma.
context: Sorry.\I didn't mean to make you cry.\But... the real fight begins when the tears dry up.\He's late.\Food is precious everywhere.\But not even granting us an opportunity to negotiate...?\He's fighting the wrong enemy.\You sound like Ikoma. response:	Let me go talk to her.
context: I didn't mean to make you cry.\But... the real fight begins when the tears dry up.\He's late.\Food is precious everywhere.\But not even granting us an opportunity to negotiate...?\He's fighting the wrong enemy.\You sound like Ikoma.\Let me go talk to her. response:	Ayame-sama!
context: But... the real fight begins when the tears dry up.\He's late.\Food is precious everywhere.\But not even granting us an opportunity to negotiate...?\He's fighting the wrong enemy.\You sound like Ikoma.\Let me go talk to her.\Ayame-sama! response:	Ku-Kurusu!
context: He's late.\Food is precious everywhere.\But not even granting us an opportunity to negotiate...?\He's fighting the wrong enemy.\You sound like Ikoma.\Let me go talk to her.\Ayame-sama!\Ku-Kurusu! response:	This... isn't...
context: Food is precious everywhere.\But not even granting us an opportunity to negotiate...?\He's fighting the wrong enemy.\You sound like Ikoma.\Let me go talk to her.\Ayame-sama!\Ku-Kurusu!\This... isn't... response:	M-My apologies.
context: But not even granting us an opportunity to negotiate...?\He's fighting the wrong enemy.\You sound like Ikoma.\Let me go talk to her.\Ayame-sama!\Ku-Kurusu!\This... isn't...\M-My apologies. response:	We should wait a little longer.
context: He's fighting the wrong enemy.\You sound like Ikoma.\Let me go talk to her.\Ayame-sama!\Ku-Kurusu!\This... isn't...\M-My apologies.\We should wait a little longer. response:	Are you sure?
context: You sound like Ikoma.\Let me go talk to her.\Ayame-sama!\Ku-Kurusu!\This... isn't...\M-My apologies.\We should wait a little longer.\Are you sure? response:	Don't we need too
context: Let me go talk to her.\Ayame-sama!\Ku-Kurusu!\This... isn't...\M-My apologies.\We should wait a little longer.\Are you sure?\Don't we need too response:	Just a little longer.
context: Ayame-sama!\Ku-Kurusu!\This... isn't...\M-My apologies.\We should wait a little longer.\Are you sure?\Don't we need too\Just a little longer. response:	What is this?
context: Ku-Kurusu!\This... isn't...\M-My apologies.\We should wait a little longer.\Are you sure?\Don't we need too\Just a little longer.\What is this? response:	It is an honor to meet you.
context: This... isn't...\M-My apologies.\We should wait a little longer.\Are you sure?\Don't we need too\Just a little longer.\What is this?\It is an honor to meet you. response:	I am Ayame of the Yomokawa Family.
context: M-My apologies.\We should wait a little longer.\Are you sure?\Don't we need too\Just a little longer.\What is this?\It is an honor to meet you.\I am Ayame of the Yomokawa Family. response:	I am Yamazaki the minister.
context: We should wait a little longer.\Are you sure?\Don't we need too\Just a little longer.\What is this?\It is an honor to meet you.\I am Ayame of the Yomokawa Family.\I am Yamazaki the minister. response:	More importantly...
context: Are you sure?\Don't we need too\Just a little longer.\What is this?\It is an honor to meet you.\I am Ayame of the Yomokawa Family.\I am Yamazaki the minister.\More importantly... response:	A gift for Shitori-sama.
context: Don't we need too\Just a little longer.\What is this?\It is an honor to meet you.\I am Ayame of the Yomokawa Family.\I am Yamazaki the minister.\More importantly...\A gift for Shitori-sama. response:	They are jet bullets invented by one of our young steam smiths.
context: Just a little longer.\What is this?\It is an honor to meet you.\I am Ayame of the Yomokawa Family.\I am Yamazaki the minister.\More importantly...\A gift for Shitori-sama.\They are jet bullets invented by one of our young steam smiths. response:	Please, allow us to give you a demonstration for your benefit.
context: What is this?\It is an honor to meet you.\I am Ayame of the Yomokawa Family.\I am Yamazaki the minister.\More importantly...\A gift for Shitori-sama.\They are jet bullets invented by one of our young steam smiths.\Please, allow us to give you a demonstration for your benefit. response:	Kurusu.
context: It is an honor to meet you.\I am Ayame of the Yomokawa Family.\I am Yamazaki the minister.\More importantly...\A gift for Shitori-sama.\They are jet bullets invented by one of our young steam smiths.\Please, allow us to give you a demonstration for your benefit.\Kurusu. response:	Yes.
context: I am Ayame of the Yomokawa Family.\I am Yamazaki the minister.\More importantly...\A gift for Shitori-sama.\They are jet bullets invented by one of our young steam smiths.\Please, allow us to give you a demonstration for your benefit.\Kurusu.\Yes. response:	Ready.
context: I am Yamazaki the minister.\More importantly...\A gift for Shitori-sama.\They are jet bullets invented by one of our young steam smiths.\Please, allow us to give you a demonstration for your benefit.\Kurusu.\Yes.\Ready. response:	What amazing power!
context: More importantly...\A gift for Shitori-sama.\They are jet bullets invented by one of our young steam smiths.\Please, allow us to give you a demonstration for your benefit.\Kurusu.\Yes.\Ready.\What amazing power! response:	This could pierce through the Corpse's heart cage.
context: A gift for Shitori-sama.\They are jet bullets invented by one of our young steam smiths.\Please, allow us to give you a demonstration for your benefit.\Kurusu.\Yes.\Ready.\What amazing power!\This could pierce through the Corpse's heart cage. response:	If you are interested, we can include the blueprints as well.
context: They are jet bullets invented by one of our young steam smiths.\Please, allow us to give you a demonstration for your benefit.\Kurusu.\Yes.\Ready.\What amazing power!\This could pierce through the Corpse's heart cage.\If you are interested, we can include the blueprints as well. response:	My!
context: Please, allow us to give you a demonstration for your benefit.\Kurusu.\Yes.\Ready.\What amazing power!\This could pierce through the Corpse's heart cage.\If you are interested, we can include the blueprints as well.\My! response:	It is only natural to help each other in a time of need.
context: Kurusu.\Yes.\Ready.\What amazing power!\This could pierce through the Corpse's heart cage.\If you are interested, we can include the blueprints as well.\My!\It is only natural to help each other in a time of need. response:	I understand.
context: Yes.\Ready.\What amazing power!\This could pierce through the Corpse's heart cage.\If you are interested, we can include the blueprints as well.\My!\It is only natural to help each other in a time of need.\I understand. response:	I will promise you your food provisions.
context: Ready.\What amazing power!\This could pierce through the Corpse's heart cage.\If you are interested, we can include the blueprints as well.\My!\It is only natural to help each other in a time of need.\I understand.\I will promise you your food provisions. response:	Could we ask if you could take in our sick and injured as well?
context: What amazing power!\This could pierce through the Corpse's heart cage.\If you are interested, we can include the blueprints as well.\My!\It is only natural to help each other in a time of need.\I understand.\I will promise you your food provisions.\Could we ask if you could take in our sick and injured as well? response:	Yes, of course.
context: This could pierce through the Corpse's heart cage.\If you are interested, we can include the blueprints as well.\My!\It is only natural to help each other in a time of need.\I understand.\I will promise you your food provisions.\Could we ask if you could take in our sick and injured as well?\Yes, of course. response:	Minister!
context: If you are interested, we can include the blueprints as well.\My!\It is only natural to help each other in a time of need.\I understand.\I will promise you your food provisions.\Could we ask if you could take in our sick and injured as well?\Yes, of course.\Minister! response:	I am keeping the heir of Yomokawa waiting.
context: My!\It is only natural to help each other in a time of need.\I understand.\I will promise you your food provisions.\Could we ask if you could take in our sick and injured as well?\Yes, of course.\Minister!\I am keeping the heir of Yomokawa waiting. response:	I ask that we keep this short.
context: It is only natural to help each other in a time of need.\I understand.\I will promise you your food provisions.\Could we ask if you could take in our sick and injured as well?\Yes, of course.\Minister!\I am keeping the heir of Yomokawa waiting.\I ask that we keep this short. response:	I am Kogenta, representing the Headquarters.
context: I understand.\I will promise you your food provisions.\Could we ask if you could take in our sick and injured as well?\Yes, of course.\Minister!\I am keeping the heir of Yomokawa waiting.\I ask that we keep this short.\I am Kogenta, representing the Headquarters. response:	This man is the former Ear of the Liberator...
context: I will promise you your food provisions.\Could we ask if you could take in our sick and injured as well?\Yes, of course.\Minister!\I am keeping the heir of Yomokawa waiting.\I ask that we keep this short.\I am Kogenta, representing the Headquarters.\This man is the former Ear of the Liberator... response:	I am Enoku.
context: Could we ask if you could take in our sick and injured as well?\Yes, of course.\Minister!\I am keeping the heir of Yomokawa waiting.\I ask that we keep this short.\I am Kogenta, representing the Headquarters.\This man is the former Ear of the Liberator...\I am Enoku. response:	What business do the Hunters have?
context: Yes, of course.\Minister!\I am keeping the heir of Yomokawa waiting.\I ask that we keep this short.\I am Kogenta, representing the Headquarters.\This man is the former Ear of the Liberator...\I am Enoku.\What business do the Hunters have? response:	He is working for us now.
context: Minister!\I am keeping the heir of Yomokawa waiting.\I ask that we keep this short.\I am Kogenta, representing the Headquarters.\This man is the former Ear of the Liberator...\I am Enoku.\What business do the Hunters have?\He is working for us now. response:	The Liberator will arrive here in Shitori Station soon.
context: I am keeping the heir of Yomokawa waiting.\I ask that we keep this short.\I am Kogenta, representing the Headquarters.\This man is the former Ear of the Liberator...\I am Enoku.\What business do the Hunters have?\He is working for us now.\The Liberator will arrive here in Shitori Station soon. response:	Leave us out of it!
context: I ask that we keep this short.\I am Kogenta, representing the Headquarters.\This man is the former Ear of the Liberator...\I am Enoku.\What business do the Hunters have?\He is working for us now.\The Liberator will arrive here in Shitori Station soon.\Leave us out of it! response:	Shitori has nothing to do with your power conflict!
context: I am Kogenta, representing the Headquarters.\This man is the former Ear of the Liberator...\I am Enoku.\What business do the Hunters have?\He is working for us now.\The Liberator will arrive here in Shitori Station soon.\Leave us out of it!\Shitori has nothing to do with your power conflict! response:	At the very least, you are not altogether uninvolved.
context: This man is the former Ear of the Liberator...\I am Enoku.\What business do the Hunters have?\He is working for us now.\The Liberator will arrive here in Shitori Station soon.\Leave us out of it!\Shitori has nothing to do with your power conflict!\At the very least, you are not altogether uninvolved. response:	Not after that day ten years ago.
context: I am Enoku.\What business do the Hunters have?\He is working for us now.\The Liberator will arrive here in Shitori Station soon.\Leave us out of it!\Shitori has nothing to do with your power conflict!\At the very least, you are not altogether uninvolved.\Not after that day ten years ago. response:	I'm back.
context: What business do the Hunters have?\He is working for us now.\The Liberator will arrive here in Shitori Station soon.\Leave us out of it!\Shitori has nothing to do with your power conflict!\At the very least, you are not altogether uninvolved.\Not after that day ten years ago.\I'm back. response:	Look at everything we bought!
context: He is working for us now.\The Liberator will arrive here in Shitori Station soon.\Leave us out of it!\Shitori has nothing to do with your power conflict!\At the very least, you are not altogether uninvolved.\Not after that day ten years ago.\I'm back.\Look at everything we bought! response:	Whoa, that's awesome!
context: The Liberator will arrive here in Shitori Station soon.\Leave us out of it!\Shitori has nothing to do with your power conflict!\At the very least, you are not altogether uninvolved.\Not after that day ten years ago.\I'm back.\Look at everything we bought!\Whoa, that's awesome! response:	Thank you.
context: Leave us out of it!\Shitori has nothing to do with your power conflict!\At the very least, you are not altogether uninvolved.\Not after that day ten years ago.\I'm back.\Look at everything we bought!\Whoa, that's awesome!\Thank you. response:	I can take him now.
context: Shitori has nothing to do with your power conflict!\At the very least, you are not altogether uninvolved.\Not after that day ten years ago.\I'm back.\Look at everything we bought!\Whoa, that's awesome!\Thank you.\I can take him now. response:	He falls right to sleep when you carry him, Nameless.
context: At the very least, you are not altogether uninvolved.\Not after that day ten years ago.\I'm back.\Look at everything we bought!\Whoa, that's awesome!\Thank you.\I can take him now.\He falls right to sleep when you carry him, Nameless. response:	Oh, and this.
context: Not after that day ten years ago.\I'm back.\Look at everything we bought!\Whoa, that's awesome!\Thank you.\I can take him now.\He falls right to sleep when you carry him, Nameless.\Oh, and this. response:	What is it?
context: I'm back.\Look at everything we bought!\Whoa, that's awesome!\Thank you.\I can take him now.\He falls right to sleep when you carry him, Nameless.\Oh, and this.\What is it? response:	I had Kajika buy it for us!
context: Look at everything we bought!\Whoa, that's awesome!\Thank you.\I can take him now.\He falls right to sleep when you carry him, Nameless.\Oh, and this.\What is it?\I had Kajika buy it for us! response:	Let's go home now.
context: Whoa, that's awesome!\Thank you.\I can take him now.\He falls right to sleep when you carry him, Nameless.\Oh, and this.\What is it?\I had Kajika buy it for us!\Let's go home now. response:	We have this lovely bamboo now.
context: Thank you.\I can take him now.\He falls right to sleep when you carry him, Nameless.\Oh, and this.\What is it?\I had Kajika buy it for us!\Let's go home now.\We have this lovely bamboo now. response:	So that's what we need for Tanabata?
context: I can take him now.\He falls right to sleep when you carry him, Nameless.\Oh, and this.\What is it?\I had Kajika buy it for us!\Let's go home now.\We have this lovely bamboo now.\So that's what we need for Tanabata? response:	That's right.
context: He falls right to sleep when you carry him, Nameless.\Oh, and this.\What is it?\I had Kajika buy it for us!\Let's go home now.\We have this lovely bamboo now.\So that's what we need for Tanabata?\That's right. response:	You write down your wish on a card...
context: Oh, and this.\What is it?\I had Kajika buy it for us!\Let's go home now.\We have this lovely bamboo now.\So that's what we need for Tanabata?\That's right.\You write down your wish on a card... response:	Well, let's go then!
context: What is it?\I had Kajika buy it for us!\Let's go home now.\We have this lovely bamboo now.\So that's what we need for Tanabata?\That's right.\You write down your wish on a card...\Well, let's go then! response:	We need to get back and decorate!
context: I had Kajika buy it for us!\Let's go home now.\We have this lovely bamboo now.\So that's what we need for Tanabata?\That's right.\You write down your wish on a card...\Well, let's go then!\We need to get back and decorate! response:	Why don't we grab a bite to eat in town?
context: Let's go home now.\We have this lovely bamboo now.\So that's what we need for Tanabata?\That's right.\You write down your wish on a card...\Well, let's go then!\We need to get back and decorate!\Why don't we grab a bite to eat in town? response:	Hey, good idea!
context: We have this lovely bamboo now.\So that's what we need for Tanabata?\That's right.\You write down your wish on a card...\Well, let's go then!\We need to get back and decorate!\Why don't we grab a bite to eat in town?\Hey, good idea! response:	What's wrong?
context: So that's what we need for Tanabata?\That's right.\You write down your wish on a card...\Well, let's go then!\We need to get back and decorate!\Why don't we grab a bite to eat in town?\Hey, good idea!\What's wrong? response:	Where's Nameless?
context: That's right.\You write down your wish on a card...\Well, let's go then!\We need to get back and decorate!\Why don't we grab a bite to eat in town?\Hey, good idea!\What's wrong?\Where's Nameless? response:	She was just here.
context: You write down your wish on a card...\Well, let's go then!\We need to get back and decorate!\Why don't we grab a bite to eat in town?\Hey, good idea!\What's wrong?\Where's Nameless?\She was just here. response:	She didn't take her lunch with her.
context: Well, let's go then!\We need to get back and decorate!\Why don't we grab a bite to eat in town?\Hey, good idea!\What's wrong?\Where's Nameless?\She was just here.\She didn't take her lunch with her. response:	Honestly!
context: We need to get back and decorate!\Why don't we grab a bite to eat in town?\Hey, good idea!\What's wrong?\Where's Nameless?\She was just here.\She didn't take her lunch with her.\Honestly! response:	Lunch?
context: Why don't we grab a bite to eat in town?\Hey, good idea!\What's wrong?\Where's Nameless?\She was just here.\She didn't take her lunch with her.\Honestly!\Lunch? response:	He means this.
context: Hey, good idea!\What's wrong?\Where's Nameless?\She was just here.\She didn't take her lunch with her.\Honestly!\Lunch?\He means this. response:	Oh.
context: What's wrong?\Where's Nameless?\She was just here.\She didn't take her lunch with her.\Honestly!\Lunch?\He means this.\Oh. response:	There you are.
context: Where's Nameless?\She was just here.\She didn't take her lunch with her.\Honestly!\Lunch?\He means this.\Oh.\There you are. response:	I looked everywhere for you!
context: She was just here.\She didn't take her lunch with her.\Honestly!\Lunch?\He means this.\Oh.\There you are.\I looked everywhere for you! response:	What's with you?
context: She didn't take her lunch with her.\Honestly!\Lunch?\He means this.\Oh.\There you are.\I looked everywhere for you!\What's with you? response:	You... forgot your lunch.
context: Honestly!\Lunch?\He means this.\Oh.\There you are.\I looked everywhere for you!\What's with you?\You... forgot your lunch. response:	Oh.
context: Lunch?\He means this.\Oh.\There you are.\I looked everywhere for you!\What's with you?\You... forgot your lunch.\Oh. response:	Thanks.
context: He means this.\Oh.\There you are.\I looked everywhere for you!\What's with you?\You... forgot your lunch.\Oh.\Thanks. response:	You'd better say Thanks before you drink it.
context: Oh.\There you are.\I looked everywhere for you!\What's with you?\You... forgot your lunch.\Oh.\Thanks.\You'd better say Thanks before you drink it. response:	Thanks for the meal...
context: There you are.\I looked everywhere for you!\What's with you?\You... forgot your lunch.\Oh.\Thanks.\You'd better say Thanks before you drink it.\Thanks for the meal... response:	Thanks for the meal...
context: I looked everywhere for you!\What's with you?\You... forgot your lunch.\Oh.\Thanks.\You'd better say Thanks before you drink it.\Thanks for the meal...\Thanks for the meal... response:	You know, I...
context: What's with you?\You... forgot your lunch.\Oh.\Thanks.\You'd better say Thanks before you drink it.\Thanks for the meal...\Thanks for the meal...\You know, I... response:	I just forgot about it.
context: You... forgot your lunch.\Oh.\Thanks.\You'd better say Thanks before you drink it.\Thanks for the meal...\Thanks for the meal...\You know, I...\I just forgot about it. response:	But I remembered after seeing the bamboo leaves.
context: Oh.\Thanks.\You'd better say Thanks before you drink it.\Thanks for the meal...\Thanks for the meal...\You know, I...\I just forgot about it.\But I remembered after seeing the bamboo leaves. response:	Is that so?
context: Thanks.\You'd better say Thanks before you drink it.\Thanks for the meal...\Thanks for the meal...\You know, I...\I just forgot about it.\But I remembered after seeing the bamboo leaves.\Is that so? response:	My mom...
context: You'd better say Thanks before you drink it.\Thanks for the meal...\Thanks for the meal...\You know, I...\I just forgot about it.\But I remembered after seeing the bamboo leaves.\Is that so?\My mom... response:	Hozumi, we'll be able to see the Milky Way tonight she said.
context: Thanks for the meal...\Thanks for the meal...\You know, I...\I just forgot about it.\But I remembered after seeing the bamboo leaves.\Is that so?\My mom...\Hozumi, we'll be able to see the Milky Way tonight she said. response:	Hozumi?
context: Thanks for the meal...\You know, I...\I just forgot about it.\But I remembered after seeing the bamboo leaves.\Is that so?\My mom...\Hozumi, we'll be able to see the Milky Way tonight she said.\Hozumi? response:	That's my name.
context: You know, I...\I just forgot about it.\But I remembered after seeing the bamboo leaves.\Is that so?\My mom...\Hozumi, we'll be able to see the Milky Way tonight she said.\Hozumi?\That's my name. response:	Before I met my brother.
context: I just forgot about it.\But I remembered after seeing the bamboo leaves.\Is that so?\My mom...\Hozumi, we'll be able to see the Milky Way tonight she said.\Hozumi?\That's my name.\Before I met my brother. response:	I wonder how it's written...
context: But I remembered after seeing the bamboo leaves.\Is that so?\My mom...\Hozumi, we'll be able to see the Milky Way tonight she said.\Hozumi?\That's my name.\Before I met my brother.\I wonder how it's written... response:	Probably...
context: Is that so?\My mom...\Hozumi, we'll be able to see the Milky Way tonight she said.\Hozumi?\That's my name.\Before I met my brother.\I wonder how it's written...\Probably... response:	I'm sure your mother gave that name in hopes that you can eat as much rice as you could.
context: My mom...\Hozumi, we'll be able to see the Milky Way tonight she said.\Hozumi?\That's my name.\Before I met my brother.\I wonder how it's written...\Probably...\I'm sure your mother gave that name in hopes that you can eat as much rice as you could. response:	I'm sure your mother gave it to you because she wanted you
context: Hozumi, we'll be able to see the Milky Way tonight she said.\Hozumi?\That's my name.\Before I met my brother.\I wonder how it's written...\Probably...\I'm sure your mother gave that name in hopes that you can eat as much rice as you could.\I'm sure your mother gave it to you because she wanted you response:	to be able to eat as much rice as you could dream of.
context: Hozumi?\That's my name.\Before I met my brother.\I wonder how it's written...\Probably...\I'm sure your mother gave that name in hopes that you can eat as much rice as you could.\I'm sure your mother gave it to you because she wanted you\to be able to eat as much rice as you could dream of. response:	Why are you laughing?
context: That's my name.\Before I met my brother.\I wonder how it's written...\Probably...\I'm sure your mother gave that name in hopes that you can eat as much rice as you could.\I'm sure your mother gave it to you because she wanted you\to be able to eat as much rice as you could dream of.\Why are you laughing? response:	Because you're acting so serious.
context: Before I met my brother.\I wonder how it's written...\Probably...\I'm sure your mother gave that name in hopes that you can eat as much rice as you could.\I'm sure your mother gave it to you because she wanted you\to be able to eat as much rice as you could dream of.\Why are you laughing?\Because you're acting so serious. response:	I'm sure I'm right!
context: I wonder how it's written...\Probably...\I'm sure your mother gave that name in hopes that you can eat as much rice as you could.\I'm sure your mother gave it to you because she wanted you\to be able to eat as much rice as you could dream of.\Why are you laughing?\Because you're acting so serious.\I'm sure I'm right! response:	Then my mother was stupid.
context: Probably...\I'm sure your mother gave that name in hopes that you can eat as much rice as you could.\I'm sure your mother gave it to you because she wanted you\to be able to eat as much rice as you could dream of.\Why are you laughing?\Because you're acting so serious.\I'm sure I'm right!\Then my mother was stupid. response:	Nobody's been able to make any rice in ages.
context: I'm sure your mother gave that name in hopes that you can eat as much rice as you could.\I'm sure your mother gave it to you because she wanted you\to be able to eat as much rice as you could dream of.\Why are you laughing?\Because you're acting so serious.\I'm sure I'm right!\Then my mother was stupid.\Nobody's been able to make any rice in ages. response:	And that's not what we eat anyway.
context: I'm sure your mother gave it to you because she wanted you\to be able to eat as much rice as you could dream of.\Why are you laughing?\Because you're acting so serious.\I'm sure I'm right!\Then my mother was stupid.\Nobody's been able to make any rice in ages.\And that's not what we eat anyway. response:	We're talking like this now,
context: to be able to eat as much rice as you could dream of.\Why are you laughing?\Because you're acting so serious.\I'm sure I'm right!\Then my mother was stupid.\Nobody's been able to make any rice in ages.\And that's not what we eat anyway.\We're talking like this now, response:	but we might turn into Corpse s tomorrow.
context: Why are you laughing?\Because you're acting so serious.\I'm sure I'm right!\Then my mother was stupid.\Nobody's been able to make any rice in ages.\And that's not what we eat anyway.\We're talking like this now,\but we might turn into Corpse s tomorrow. response:	Or maybe today.
context: Because you're acting so serious.\I'm sure I'm right!\Then my mother was stupid.\Nobody's been able to make any rice in ages.\And that's not what we eat anyway.\We're talking like this now,\but we might turn into Corpse s tomorrow.\Or maybe today. response:	It's something I always think about when I sleep.
context: I'm sure I'm right!\Then my mother was stupid.\Nobody's been able to make any rice in ages.\And that's not what we eat anyway.\We're talking like this now,\but we might turn into Corpse s tomorrow.\Or maybe today.\It's something I always think about when I sleep. response:	When I wake up in the morning...
context: Then my mother was stupid.\Nobody's been able to make any rice in ages.\And that's not what we eat anyway.\We're talking like this now,\but we might turn into Corpse s tomorrow.\Or maybe today.\It's something I always think about when I sleep.\When I wake up in the morning... response:	My mind might just be gone.
context: Nobody's been able to make any rice in ages.\And that's not what we eat anyway.\We're talking like this now,\but we might turn into Corpse s tomorrow.\Or maybe today.\It's something I always think about when I sleep.\When I wake up in the morning...\My mind might just be gone. response:	Then everyone would get bitten by me in the morning!
context: And that's not what we eat anyway.\We're talking like this now,\but we might turn into Corpse s tomorrow.\Or maybe today.\It's something I always think about when I sleep.\When I wake up in the morning...\My mind might just be gone.\Then everyone would get bitten by me in the morning! response:	What a way to start the day, right?
context: We're talking like this now,\but we might turn into Corpse s tomorrow.\Or maybe today.\It's something I always think about when I sleep.\When I wake up in the morning...\My mind might just be gone.\Then everyone would get bitten by me in the morning!\What a way to start the day, right? response:	Stop it.
context: but we might turn into Corpse s tomorrow.\Or maybe today.\It's something I always think about when I sleep.\When I wake up in the morning...\My mind might just be gone.\Then everyone would get bitten by me in the morning!\What a way to start the day, right?\Stop it. response:	You should be human again.
context: Or maybe today.\It's something I always think about when I sleep.\When I wake up in the morning...\My mind might just be gone.\Then everyone would get bitten by me in the morning!\What a way to start the day, right?\Stop it.\You should be human again. response:	Stop fighting the Corpses.
context: It's something I always think about when I sleep.\When I wake up in the morning...\My mind might just be gone.\Then everyone would get bitten by me in the morning!\What a way to start the day, right?\Stop it.\You should be human again.\Stop fighting the Corpses. response:	There's no need for you to fight the Corpses if that's how you feel.
context: When I wake up in the morning...\My mind might just be gone.\Then everyone would get bitten by me in the morning!\What a way to start the day, right?\Stop it.\You should be human again.\Stop fighting the Corpses.\There's no need for you to fight the Corpses if that's how you feel. response:	I've decided.
context: My mind might just be gone.\Then everyone would get bitten by me in the morning!\What a way to start the day, right?\Stop it.\You should be human again.\Stop fighting the Corpses.\There's no need for you to fight the Corpses if that's how you feel.\I've decided. response:	I'm going to turn you human again.
context: Then everyone would get bitten by me in the morning!\What a way to start the day, right?\Stop it.\You should be human again.\Stop fighting the Corpses.\There's no need for you to fight the Corpses if that's how you feel.\I've decided.\I'm going to turn you human again. response:	Then I'm going to fill your belly with rice, just like your mother wanted.
context: What a way to start the day, right?\Stop it.\You should be human again.\Stop fighting the Corpses.\There's no need for you to fight the Corpses if that's how you feel.\I've decided.\I'm going to turn you human again.\Then I'm going to fill your belly with rice, just like your mother wanted. response:	Wait... uh... what are you talking about?!
context: Stop it.\You should be human again.\Stop fighting the Corpses.\There's no need for you to fight the Corpses if that's how you feel.\I've decided.\I'm going to turn you human again.\Then I'm going to fill your belly with rice, just like your mother wanted.\Wait... uh... what are you talking about?! response:	You don't even know how to turn me human again.
context: You should be human again.\Stop fighting the Corpses.\There's no need for you to fight the Corpses if that's how you feel.\I've decided.\I'm going to turn you human again.\Then I'm going to fill your belly with rice, just like your mother wanted.\Wait... uh... what are you talking about?!\You don't even know how to turn me human again. response:	Besides, you'll need to rebuild the rice paddies to grow the rice first.
