context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: I'm a crow.\Pleased to make your acquaintance.\It's a good thing this is a well-mannered crow.\That's because it's a crow.\I am honoured to receive your praise.\I wonder if it'll drink strawberry milk.\You think so?\It would be cute if it did! response:	A mosquito...
context: Pleased to make your acquaintance.\It's a good thing this is a well-mannered crow.\That's because it's a crow.\I am honoured to receive your praise.\I wonder if it'll drink strawberry milk.\You think so?\It would be cute if it did!\A mosquito... response:	Unbelievable.
context: It's a good thing this is a well-mannered crow.\That's because it's a crow.\I am honoured to receive your praise.\I wonder if it'll drink strawberry milk.\You think so?\It would be cute if it did!\A mosquito...\Unbelievable. response:	For it to exterminate bugs!
context: That's because it's a crow.\I am honoured to receive your praise.\I wonder if it'll drink strawberry milk.\You think so?\It would be cute if it did!\A mosquito...\Unbelievable.\For it to exterminate bugs! response:	Well, it was the natural thing to do.
context: I am honoured to receive your praise.\I wonder if it'll drink strawberry milk.\You think so?\It would be cute if it did!\A mosquito...\Unbelievable.\For it to exterminate bugs!\Well, it was the natural thing to do. response:	He's quite a crow.
context: I wonder if it'll drink strawberry milk.\You think so?\It would be cute if it did!\A mosquito...\Unbelievable.\For it to exterminate bugs!\Well, it was the natural thing to do.\He's quite a crow. response:	Oh, Sakamoto-san, where's your scarf?
context: You think so?\It would be cute if it did!\A mosquito...\Unbelievable.\For it to exterminate bugs!\Well, it was the natural thing to do.\He's quite a crow.\Oh, Sakamoto-san, where's your scarf? response:	I can't tell what he's saying without his scarf.
context: It would be cute if it did!\A mosquito...\Unbelievable.\For it to exterminate bugs!\Well, it was the natural thing to do.\He's quite a crow.\Oh, Sakamoto-san, where's your scarf?\I can't tell what he's saying without his scarf. response:	I shall ask him.
context: A mosquito...\Unbelievable.\For it to exterminate bugs!\Well, it was the natural thing to do.\He's quite a crow.\Oh, Sakamoto-san, where's your scarf?\I can't tell what he's saying without his scarf.\I shall ask him. response:	I see.
context: Unbelievable.\For it to exterminate bugs!\Well, it was the natural thing to do.\He's quite a crow.\Oh, Sakamoto-san, where's your scarf?\I can't tell what he's saying without his scarf.\I shall ask him.\I see. response:	I see.
context: For it to exterminate bugs!\Well, it was the natural thing to do.\He's quite a crow.\Oh, Sakamoto-san, where's your scarf?\I can't tell what he's saying without his scarf.\I shall ask him.\I see.\I see. response:	It seems that he wants my scarf.
context: Well, it was the natural thing to do.\He's quite a crow.\Oh, Sakamoto-san, where's your scarf?\I can't tell what he's saying without his scarf.\I shall ask him.\I see.\I see.\It seems that he wants my scarf. response:	I see.
context: He's quite a crow.\Oh, Sakamoto-san, where's your scarf?\I can't tell what he's saying without his scarf.\I shall ask him.\I see.\I see.\It seems that he wants my scarf.\I see. response:	It's not yours!
context: Oh, Sakamoto-san, where's your scarf?\I can't tell what he's saying without his scarf.\I shall ask him.\I see.\I see.\It seems that he wants my scarf.\I see.\It's not yours! response:	Professor, did you put Sakamoto-san's scarf on the crow?
context: I can't tell what he's saying without his scarf.\I shall ask him.\I see.\I see.\It seems that he wants my scarf.\I see.\It's not yours!\Professor, did you put Sakamoto-san's scarf on the crow? response:	Oh my, how terrible of me.
context: I shall ask him.\I see.\I see.\It seems that he wants my scarf.\I see.\It's not yours!\Professor, did you put Sakamoto-san's scarf on the crow?\Oh my, how terrible of me. response:	Well, if that's so, then I feel bad for Sakamoto-san.
context: I see.\I see.\It seems that he wants my scarf.\I see.\It's not yours!\Professor, did you put Sakamoto-san's scarf on the crow?\Oh my, how terrible of me.\Well, if that's so, then I feel bad for Sakamoto-san. response:	I'll go make another one!
context: I see.\It seems that he wants my scarf.\I see.\It's not yours!\Professor, did you put Sakamoto-san's scarf on the crow?\Oh my, how terrible of me.\Well, if that's so, then I feel bad for Sakamoto-san.\I'll go make another one! response:	That would be nice.
context: It seems that he wants my scarf.\I see.\It's not yours!\Professor, did you put Sakamoto-san's scarf on the crow?\Oh my, how terrible of me.\Well, if that's so, then I feel bad for Sakamoto-san.\I'll go make another one!\That would be nice. response:	It's done!
context: I see.\It's not yours!\Professor, did you put Sakamoto-san's scarf on the crow?\Oh my, how terrible of me.\Well, if that's so, then I feel bad for Sakamoto-san.\I'll go make another one!\That would be nice.\It's done! response:	Biscuit 1.
context: It's not yours!\Professor, did you put Sakamoto-san's scarf on the crow?\Oh my, how terrible of me.\Well, if that's so, then I feel bad for Sakamoto-san.\I'll go make another one!\That would be nice.\It's done!\Biscuit 1. response:	That's not a scarf at all!
context: Professor, did you put Sakamoto-san's scarf on the crow?\Oh my, how terrible of me.\Well, if that's so, then I feel bad for Sakamoto-san.\I'll go make another one!\That would be nice.\It's done!\Biscuit 1.\That's not a scarf at all! response:	By the way, Professor, what kinds of abilities does Biscuit 1 have?
context: Oh my, how terrible of me.\Well, if that's so, then I feel bad for Sakamoto-san.\I'll go make another one!\That would be nice.\It's done!\Biscuit 1.\That's not a scarf at all!\By the way, Professor, what kinds of abilities does Biscuit 1 have? response:	That's a very good question, Crow.
context: Well, if that's so, then I feel bad for Sakamoto-san.\I'll go make another one!\That would be nice.\It's done!\Biscuit 1.\That's not a scarf at all!\By the way, Professor, what kinds of abilities does Biscuit 1 have?\That's a very good question, Crow. response:	He has a rocket punch.
context: I'll go make another one!\That would be nice.\It's done!\Biscuit 1.\That's not a scarf at all!\By the way, Professor, what kinds of abilities does Biscuit 1 have?\That's a very good question, Crow.\He has a rocket punch. response:	Here we go!
context: That would be nice.\It's done!\Biscuit 1.\That's not a scarf at all!\By the way, Professor, what kinds of abilities does Biscuit 1 have?\That's a very good question, Crow.\He has a rocket punch.\Here we go! response:	Ready! Set!
context: It's done!\Biscuit 1.\That's not a scarf at all!\By the way, Professor, what kinds of abilities does Biscuit 1 have?\That's a very good question, Crow.\He has a rocket punch.\Here we go!\Ready! Set! response:	Launch!
context: Biscuit 1.\That's not a scarf at all!\By the way, Professor, what kinds of abilities does Biscuit 1 have?\That's a very good question, Crow.\He has a rocket punch.\Here we go!\Ready! Set!\Launch! response:	Professor, you should get on with making a scarf for Sakamoto-san.
context: That's not a scarf at all!\By the way, Professor, what kinds of abilities does Biscuit 1 have?\That's a very good question, Crow.\He has a rocket punch.\Here we go!\Ready! Set!\Launch!\Professor, you should get on with making a scarf for Sakamoto-san. response:	Wait a second.
context: By the way, Professor, what kinds of abilities does Biscuit 1 have?\That's a very good question, Crow.\He has a rocket punch.\Here we go!\Ready! Set!\Launch!\Professor, you should get on with making a scarf for Sakamoto-san.\Wait a second. response:	After all, there's still the left hand!
context: That's a very good question, Crow.\He has a rocket punch.\Here we go!\Ready! Set!\Launch!\Professor, you should get on with making a scarf for Sakamoto-san.\Wait a second.\After all, there's still the left hand! response:	Ready! Set!
context: He has a rocket punch.\Here we go!\Ready! Set!\Launch!\Professor, you should get on with making a scarf for Sakamoto-san.\Wait a second.\After all, there's still the left hand!\Ready! Set! response:	Launch!
context: Here we go!\Ready! Set!\Launch!\Professor, you should get on with making a scarf for Sakamoto-san.\Wait a second.\After all, there's still the left hand!\Ready! Set!\Launch! response:	Kill.
context: Ready! Set!\Launch!\Professor, you should get on with making a scarf for Sakamoto-san.\Wait a second.\After all, there's still the left hand!\Ready! Set!\Launch!\Kill. response:	I'm going to kill these guys.
context: Launch!\Professor, you should get on with making a scarf for Sakamoto-san.\Wait a second.\After all, there's still the left hand!\Ready! Set!\Launch!\Kill.\I'm going to kill these guys. response:	My, I had a wonderful day today.
context: Professor, you should get on with making a scarf for Sakamoto-san.\Wait a second.\After all, there's still the left hand!\Ready! Set!\Launch!\Kill.\I'm going to kill these guys.\My, I had a wonderful day today. response:	I might have been too mean.
context: Wait a second.\After all, there's still the left hand!\Ready! Set!\Launch!\Kill.\I'm going to kill these guys.\My, I had a wonderful day today.\I might have been too mean. response:	Please give this scarf back to Sakamoto-san.
context: After all, there's still the left hand!\Ready! Set!\Launch!\Kill.\I'm going to kill these guys.\My, I had a wonderful day today.\I might have been too mean.\Please give this scarf back to Sakamoto-san. response:	Even if it was just for a short while,
context: Ready! Set!\Launch!\Kill.\I'm going to kill these guys.\My, I had a wonderful day today.\I might have been too mean.\Please give this scarf back to Sakamoto-san.\Even if it was just for a short while, response:	I was happy to be able to speak the words of a human.
context: Launch!\Kill.\I'm going to kill these guys.\My, I had a wonderful day today.\I might have been too mean.\Please give this scarf back to Sakamoto-san.\Even if it was just for a short while,\I was happy to be able to speak the words of a human. response:	Crow...
context: Kill.\I'm going to kill these guys.\My, I had a wonderful day today.\I might have been too mean.\Please give this scarf back to Sakamoto-san.\Even if it was just for a short while,\I was happy to be able to speak the words of a human.\Crow... response:	Don't leave, Crow!
context: I'm going to kill these guys.\My, I had a wonderful day today.\I might have been too mean.\Please give this scarf back to Sakamoto-san.\Even if it was just for a short while,\I was happy to be able to speak the words of a human.\Crow...\Don't leave, Crow! response:	Professor!
context: My, I had a wonderful day today.\I might have been too mean.\Please give this scarf back to Sakamoto-san.\Even if it was just for a short while,\I was happy to be able to speak the words of a human.\Crow...\Don't leave, Crow!\Professor! response:	I hope we'll be able to meet again.
context: I might have been too mean.\Please give this scarf back to Sakamoto-san.\Even if it was just for a short while,\I was happy to be able to speak the words of a human.\Crow...\Don't leave, Crow!\Professor!\I hope we'll be able to meet again. response:	Well then, I bid you good day.
context: Please give this scarf back to Sakamoto-san.\Even if it was just for a short while,\I was happy to be able to speak the words of a human.\Crow...\Don't leave, Crow!\Professor!\I hope we'll be able to meet again.\Well then, I bid you good day. response:	See you again!
context: Even if it was just for a short while,\I was happy to be able to speak the words of a human.\Crow...\Don't leave, Crow!\Professor!\I hope we'll be able to meet again.\Well then, I bid you good day.\See you again! response:	Crow!
context: I was happy to be able to speak the words of a human.\Crow...\Don't leave, Crow!\Professor!\I hope we'll be able to meet again.\Well then, I bid you good day.\See you again!\Crow! response:	Crow...
context: Crow...\Don't leave, Crow!\Professor!\I hope we'll be able to meet again.\Well then, I bid you good day.\See you again!\Crow!\Crow... response:	He took it with him!
context: Don't leave, Crow!\Professor!\I hope we'll be able to meet again.\Well then, I bid you good day.\See you again!\Crow!\Crow...\He took it with him! response:	I can't do it, Manager!
context: Professor!\I hope we'll be able to meet again.\Well then, I bid you good day.\See you again!\Crow!\Crow...\He took it with him!\I can't do it, Manager! response:	No, it's all right.
context: I hope we'll be able to meet again.\Well then, I bid you good day.\See you again!\Crow!\Crow...\He took it with him!\I can't do it, Manager!\No, it's all right. response:	Just leave it to me.
context: Well then, I bid you good day.\See you again!\Crow!\Crow...\He took it with him!\I can't do it, Manager!\No, it's all right.\Just leave it to me. response:	But...
context: See you again!\Crow!\Crow...\He took it with him!\I can't do it, Manager!\No, it's all right.\Just leave it to me.\But... response:	What?
context: Crow!\Crow...\He took it with him!\I can't do it, Manager!\No, it's all right.\Just leave it to me.\But...\What? response:	You can't trust me?
context: Crow...\He took it with him!\I can't do it, Manager!\No, it's all right.\Just leave it to me.\But...\What?\You can't trust me? response:	That's not it...
context: He took it with him!\I can't do it, Manager!\No, it's all right.\Just leave it to me.\But...\What?\You can't trust me?\That's not it... response:	I trust you completely, Manager.
context: I can't do it, Manager!\No, it's all right.\Just leave it to me.\But...\What?\You can't trust me?\That's not it...\I trust you completely, Manager. response:	All right... Give me a hand, then.
context: No, it's all right.\Just leave it to me.\But...\What?\You can't trust me?\That's not it...\I trust you completely, Manager.\All right... Give me a hand, then. response:	Well? How is it?
context: Just leave it to me.\But...\What?\You can't trust me?\That's not it...\I trust you completely, Manager.\All right... Give me a hand, then.\Well? How is it? response:	Yesterday, I dug a trap behind the gymnasium.
context: But...\What?\You can't trust me?\That's not it...\I trust you completely, Manager.\All right... Give me a hand, then.\Well? How is it?\Yesterday, I dug a trap behind the gymnasium. response:	It's filled with Super Glue.
context: What?\You can't trust me?\That's not it...\I trust you completely, Manager.\All right... Give me a hand, then.\Well? How is it?\Yesterday, I dug a trap behind the gymnasium.\It's filled with Super Glue. response:	I'll lure her there with this letter and trap her.
context: You can't trust me?\That's not it...\I trust you completely, Manager.\All right... Give me a hand, then.\Well? How is it?\Yesterday, I dug a trap behind the gymnasium.\It's filled with Super Glue.\I'll lure her there with this letter and trap her. response:	I shall capture you today, Shinonome Nano.
context: That's not it...\I trust you completely, Manager.\All right... Give me a hand, then.\Well? How is it?\Yesterday, I dug a trap behind the gymnasium.\It's filled with Super Glue.\I'll lure her there with this letter and trap her.\I shall capture you today, Shinonome Nano. response:	She's here!
context: I trust you completely, Manager.\All right... Give me a hand, then.\Well? How is it?\Yesterday, I dug a trap behind the gymnasium.\It's filled with Super Glue.\I'll lure her there with this letter and trap her.\I shall capture you today, Shinonome Nano.\She's here! response:	All right!
context: All right... Give me a hand, then.\Well? How is it?\Yesterday, I dug a trap behind the gymnasium.\It's filled with Super Glue.\I'll lure her there with this letter and trap her.\I shall capture you today, Shinonome Nano.\She's here!\All right! response:	I can't believe that Sakurai Makoto was Sakurai-sensei's brother.
context: Well? How is it?\Yesterday, I dug a trap behind the gymnasium.\It's filled with Super Glue.\I'll lure her there with this letter and trap her.\I shall capture you today, Shinonome Nano.\She's here!\All right!\I can't believe that Sakurai Makoto was Sakurai-sensei's brother. response:	I should find a way to get information about Sakurai-sensei from him.
context: Yesterday, I dug a trap behind the gymnasium.\It's filled with Super Glue.\I'll lure her there with this letter and trap her.\I shall capture you today, Shinonome Nano.\She's here!\All right!\I can't believe that Sakurai Makoto was Sakurai-sensei's brother.\I should find a way to get information about Sakurai-sensei from him. response:	That kid...
context: It's filled with Super Glue.\I'll lure her there with this letter and trap her.\I shall capture you today, Shinonome Nano.\She's here!\All right!\I can't believe that Sakurai Makoto was Sakurai-sensei's brother.\I should find a way to get information about Sakurai-sensei from him.\That kid... response:	He can play Go Soccer!?
context: I'll lure her there with this letter and trap her.\I shall capture you today, Shinonome Nano.\She's here!\All right!\I can't believe that Sakurai Makoto was Sakurai-sensei's brother.\I should find a way to get information about Sakurai-sensei from him.\That kid...\He can play Go Soccer!? response:	Interesting.
context: I shall capture you today, Shinonome Nano.\She's here!\All right!\I can't believe that Sakurai Makoto was Sakurai-sensei's brother.\I should find a way to get information about Sakurai-sensei from him.\That kid...\He can play Go Soccer!?\Interesting. response:	Hey, Sakurai.
context: She's here!\All right!\I can't believe that Sakurai Makoto was Sakurai-sensei's brother.\I should find a way to get information about Sakurai-sensei from him.\That kid...\He can play Go Soccer!?\Interesting.\Hey, Sakurai. response:	Yeah?
context: All right!\I can't believe that Sakurai Makoto was Sakurai-sensei's brother.\I should find a way to get information about Sakurai-sensei from him.\That kid...\He can play Go Soccer!?\Interesting.\Hey, Sakurai.\Yeah? response:	Does she have a boyfriend?
context: I can't believe that Sakurai Makoto was Sakurai-sensei's brother.\I should find a way to get information about Sakurai-sensei from him.\That kid...\He can play Go Soccer!?\Interesting.\Hey, Sakurai.\Yeah?\Does she have a boyfriend? response:	No future!
context: I should find a way to get information about Sakurai-sensei from him.\That kid...\He can play Go Soccer!?\Interesting.\Hey, Sakurai.\Yeah?\Does she have a boyfriend?\No future! response:	It's always like this!
context: That kid...\He can play Go Soccer!?\Interesting.\Hey, Sakurai.\Yeah?\Does she have a boyfriend?\No future!\It's always like this! response:	I'm terrible!
context: He can play Go Soccer!?\Interesting.\Hey, Sakurai.\Yeah?\Does she have a boyfriend?\No future!\It's always like this!\I'm terrible! response:	I'm terrible!
context: Interesting.\Hey, Sakurai.\Yeah?\Does she have a boyfriend?\No future!\It's always like this!\I'm terrible!\I'm terrible! response:	Well, no, but...
context: Hey, Sakurai.\Yeah?\Does she have a boyfriend?\No future!\It's always like this!\I'm terrible!\I'm terrible!\Well, no, but... response:	Here it comes!
context: Yeah?\Does she have a boyfriend?\No future!\It's always like this!\I'm terrible!\I'm terrible!\Well, no, but...\Here it comes! response:	Oh no! This can't be!
context: Does she have a boyfriend?\No future!\It's always like this!\I'm terrible!\I'm terrible!\Well, no, but...\Here it comes!\Oh no! This can't be! response:	Excuse me...
context: No future!\It's always like this!\I'm terrible!\I'm terrible!\Well, no, but...\Here it comes!\Oh no! This can't be!\Excuse me... response:	Sorry about that.
context: It's always like this!\I'm terrible!\I'm terrible!\Well, no, but...\Here it comes!\Oh no! This can't be!\Excuse me...\Sorry about that. response:	Just forget about it.
context: I'm terrible!\I'm terrible!\Well, no, but...\Here it comes!\Oh no! This can't be!\Excuse me...\Sorry about that.\Just forget about it. response:	Oh, right: you play Go Soccer?
context: I'm terrible!\Well, no, but...\Here it comes!\Oh no! This can't be!\Excuse me...\Sorry about that.\Just forget about it.\Oh, right: you play Go Soccer? response:	I do.
context: Well, no, but...\Here it comes!\Oh no! This can't be!\Excuse me...\Sorry about that.\Just forget about it.\Oh, right: you play Go Soccer?\I do. response:	Sensei, could it be...
context: Here it comes!\Oh no! This can't be!\Excuse me...\Sorry about that.\Just forget about it.\Oh, right: you play Go Soccer?\I do.\Sensei, could it be... response:	What are you saying?!
context: Oh no! This can't be!\Excuse me...\Sorry about that.\Just forget about it.\Oh, right: you play Go Soccer?\I do.\Sensei, could it be...\What are you saying?! response:	I'm just your senior as a Go Soccer player!
context: Excuse me...\Sorry about that.\Just forget about it.\Oh, right: you play Go Soccer?\I do.\Sensei, could it be...\What are you saying?!\I'm just your senior as a Go Soccer player! response:	Sensei, you played Go Soccer?
context: Sorry about that.\Just forget about it.\Oh, right: you play Go Soccer?\I do.\Sensei, could it be...\What are you saying?!\I'm just your senior as a Go Soccer player!\Sensei, you played Go Soccer? response:	Of course!
context: Just forget about it.\Oh, right: you play Go Soccer?\I do.\Sensei, could it be...\What are you saying?!\I'm just your senior as a Go Soccer player!\Sensei, you played Go Soccer?\Of course! response:	I may not look like it, but I was actually the MVP in high school!
context: Oh, right: you play Go Soccer?\I do.\Sensei, could it be...\What are you saying?!\I'm just your senior as a Go Soccer player!\Sensei, you played Go Soccer?\Of course!\I may not look like it, but I was actually the MVP in high school! response:	Sensei, our Go Soccer club doesn't have an advisor.
context: I do.\Sensei, could it be...\What are you saying?!\I'm just your senior as a Go Soccer player!\Sensei, you played Go Soccer?\Of course!\I may not look like it, but I was actually the MVP in high school!\Sensei, our Go Soccer club doesn't have an advisor. response:	If you become our advisor, I'd completely assist you with my sister!
context: Sensei, could it be...\What are you saying?!\I'm just your senior as a Go Soccer player!\Sensei, you played Go Soccer?\Of course!\I may not look like it, but I was actually the MVP in high school!\Sensei, our Go Soccer club doesn't have an advisor.\If you become our advisor, I'd completely assist you with my sister! response:	Like I said, it's not like I like her or anything...
context: What are you saying?!\I'm just your senior as a Go Soccer player!\Sensei, you played Go Soccer?\Of course!\I may not look like it, but I was actually the MVP in high school!\Sensei, our Go Soccer club doesn't have an advisor.\If you become our advisor, I'd completely assist you with my sister!\Like I said, it's not like I like her or anything... response:	If you don't become our advisor, I'll tell my sister that you like her.
context: I'm just your senior as a Go Soccer player!\Sensei, you played Go Soccer?\Of course!\I may not look like it, but I was actually the MVP in high school!\Sensei, our Go Soccer club doesn't have an advisor.\If you become our advisor, I'd completely assist you with my sister!\Like I said, it's not like I like her or anything...\If you don't become our advisor, I'll tell my sister that you like her. response:	Why, you!
context: Sensei, you played Go Soccer?\Of course!\I may not look like it, but I was actually the MVP in high school!\Sensei, our Go Soccer club doesn't have an advisor.\If you become our advisor, I'd completely assist you with my sister!\Like I said, it's not like I like her or anything...\If you don't become our advisor, I'll tell my sister that you like her.\Why, you! response:	Well, which is it?
context: Of course!\I may not look like it, but I was actually the MVP in high school!\Sensei, our Go Soccer club doesn't have an advisor.\If you become our advisor, I'd completely assist you with my sister!\Like I said, it's not like I like her or anything...\If you don't become our advisor, I'll tell my sister that you like her.\Why, you!\Well, which is it? response:	Will you become our advisor?
context: I may not look like it, but I was actually the MVP in high school!\Sensei, our Go Soccer club doesn't have an advisor.\If you become our advisor, I'd completely assist you with my sister!\Like I said, it's not like I like her or anything...\If you don't become our advisor, I'll tell my sister that you like her.\Why, you!\Well, which is it?\Will you become our advisor? response:	Or won't you?
context: Sensei, our Go Soccer club doesn't have an advisor.\If you become our advisor, I'd completely assist you with my sister!\Like I said, it's not like I like her or anything...\If you don't become our advisor, I'll tell my sister that you like her.\Why, you!\Well, which is it?\Will you become our advisor?\Or won't you? response:	Well... Being an advisor seems like a lot of work.
context: If you become our advisor, I'd completely assist you with my sister!\Like I said, it's not like I like her or anything...\If you don't become our advisor, I'll tell my sister that you like her.\Why, you!\Well, which is it?\Will you become our advisor?\Or won't you?\Well... Being an advisor seems like a lot of work. response:	Hey, guys!
context: Like I said, it's not like I like her or anything...\If you don't become our advisor, I'll tell my sister that you like her.\Why, you!\Well, which is it?\Will you become our advisor?\Or won't you?\Well... Being an advisor seems like a lot of work.\Hey, guys! response:	Listen up!
context: If you don't become our advisor, I'll tell my sister that you like her.\Why, you!\Well, which is it?\Will you become our advisor?\Or won't you?\Well... Being an advisor seems like a lot of work.\Hey, guys!\Listen up! response:	Don't move!
context: Why, you!\Well, which is it?\Will you become our advisor?\Or won't you?\Well... Being an advisor seems like a lot of work.\Hey, guys!\Listen up!\Don't move! response:	I've gotta go after him!
context: Well, which is it?\Will you become our advisor?\Or won't you?\Well... Being an advisor seems like a lot of work.\Hey, guys!\Listen up!\Don't move!\I've gotta go after him! response:	Sensei!
context: Will you become our advisor?\Or won't you?\Well... Being an advisor seems like a lot of work.\Hey, guys!\Listen up!\Don't move!\I've gotta go after him!\Sensei! response:	Takanojou-kun is stuck in a hole behind the gymnasium!
context: Or won't you?\Well... Being an advisor seems like a lot of work.\Hey, guys!\Listen up!\Don't move!\I've gotta go after him!\Sensei!\Takanojou-kun is stuck in a hole behind the gymnasium! response:	Eh!?
context: Well... Being an advisor seems like a lot of work.\Hey, guys!\Listen up!\Don't move!\I've gotta go after him!\Sensei!\Takanojou-kun is stuck in a hole behind the gymnasium!\Eh!? response:	I need you to come immediately.
context: Hey, guys!\Listen up!\Don't move!\I've gotta go after him!\Sensei!\Takanojou-kun is stuck in a hole behind the gymnasium!\Eh!?\I need you to come immediately. response:	Hey, Takasaki-sensei is...
context: Listen up!\Don't move!\I've gotta go after him!\Sensei!\Takanojou-kun is stuck in a hole behind the gymnasium!\Eh!?\I need you to come immediately.\Hey, Takasaki-sensei is... response:	Sensei!
context: Don't move!\I've gotta go after him!\Sensei!\Takanojou-kun is stuck in a hole behind the gymnasium!\Eh!?\I need you to come immediately.\Hey, Takasaki-sensei is...\Sensei! response:	All right, listen closely.
context: I've gotta go after him!\Sensei!\Takanojou-kun is stuck in a hole behind the gymnasium!\Eh!?\I need you to come immediately.\Hey, Takasaki-sensei is...\Sensei!\All right, listen closely. response:	All right!
context: Sensei!\Takanojou-kun is stuck in a hole behind the gymnasium!\Eh!?\I need you to come immediately.\Hey, Takasaki-sensei is...\Sensei!\All right, listen closely.\All right! response:	Nakanojou is...
context: Takanojou-kun is stuck in a hole behind the gymnasium!\Eh!?\I need you to come immediately.\Hey, Takasaki-sensei is...\Sensei!\All right, listen closely.\All right!\Nakanojou is... response:	Yeah, it could be a hole in one!
context: Eh!?\I need you to come immediately.\Hey, Takasaki-sensei is...\Sensei!\All right, listen closely.\All right!\Nakanojou is...\Yeah, it could be a hole in one! response:	Also, his hair has come off!
context: I need you to come immediately.\Hey, Takasaki-sensei is...\Sensei!\All right, listen closely.\All right!\Nakanojou is...\Yeah, it could be a hole in one!\Also, his hair has come off! response:	Draw it on.
context: Hey, Takasaki-sensei is...\Sensei!\All right, listen closely.\All right!\Nakanojou is...\Yeah, it could be a hole in one!\Also, his hair has come off!\Draw it on. response:	I'll try.
context: Sensei!\All right, listen closely.\All right!\Nakanojou is...\Yeah, it could be a hole in one!\Also, his hair has come off!\Draw it on.\I'll try. response:	Hold on!
context: All right, listen closely.\All right!\Nakanojou is...\Yeah, it could be a hole in one!\Also, his hair has come off!\Draw it on.\I'll try.\Hold on! response:	What about that?
context: All right!\Nakanojou is...\Yeah, it could be a hole in one!\Also, his hair has come off!\Draw it on.\I'll try.\Hold on!\What about that? response:	Hey! Tea...
context: Nakanojou is...\Yeah, it could be a hole in one!\Also, his hair has come off!\Draw it on.\I'll try.\Hold on!\What about that?\Hey! Tea... response:	I think it's more important to prevent someone from revealing another's private affairs...
context: Yeah, it could be a hole in one!\Also, his hair has come off!\Draw it on.\I'll try.\Hold on!\What about that?\Hey! Tea...\I think it's more important to prevent someone from revealing another's private affairs... response:	Because that's what it means to be a teacher!
context: Also, his hair has come off!\Draw it on.\I'll try.\Hold on!\What about that?\Hey! Tea...\I think it's more important to prevent someone from revealing another's private affairs...\Because that's what it means to be a teacher! response:	Takasaki-sensei!
context: Draw it on.\I'll try.\Hold on!\What about that?\Hey! Tea...\I think it's more important to prevent someone from revealing another's private affairs...\Because that's what it means to be a teacher!\Takasaki-sensei! response:	Yes!
context: I'll try.\Hold on!\What about that?\Hey! Tea...\I think it's more important to prevent someone from revealing another's private affairs...\Because that's what it means to be a teacher!\Takasaki-sensei!\Yes! response:	I won't say anything.
context: Hold on!\What about that?\Hey! Tea...\I think it's more important to prevent someone from revealing another's private affairs...\Because that's what it means to be a teacher!\Takasaki-sensei!\Yes!\I won't say anything. response:	Also, I'm waiting for you to become our advisor!
context: What about that?\Hey! Tea...\I think it's more important to prevent someone from revealing another's private affairs...\Because that's what it means to be a teacher!\Takasaki-sensei!\Yes!\I won't say anything.\Also, I'm waiting for you to become our advisor! response:	Way to go.
context: Hey! Tea...\I think it's more important to prevent someone from revealing another's private affairs...\Because that's what it means to be a teacher!\Takasaki-sensei!\Yes!\I won't say anything.\Also, I'm waiting for you to become our advisor!\Way to go. response:	Annaka, let's go!
context: I think it's more important to prevent someone from revealing another's private affairs...\Because that's what it means to be a teacher!\Takasaki-sensei!\Yes!\I won't say anything.\Also, I'm waiting for you to become our advisor!\Way to go.\Annaka, let's go! response:	Okay!
context: Because that's what it means to be a teacher!\Takasaki-sensei!\Yes!\I won't say anything.\Also, I'm waiting for you to become our advisor!\Way to go.\Annaka, let's go!\Okay! response:	Let's hurry!
context: Takasaki-sensei!\Yes!\I won't say anything.\Also, I'm waiting for you to become our advisor!\Way to go.\Annaka, let's go!\Okay!\Let's hurry! response:	That's what it means to be a teacher.
context: Yes!\I won't say anything.\Also, I'm waiting for you to become our advisor!\Way to go.\Annaka, let's go!\Okay!\Let's hurry!\That's what it means to be a teacher. response:	It's this way!
context: I won't say anything.\Also, I'm waiting for you to become our advisor!\Way to go.\Annaka, let's go!\Okay!\Let's hurry!\That's what it means to be a teacher.\It's this way! response:	This way?
context: Also, I'm waiting for you to become our advisor!\Way to go.\Annaka, let's go!\Okay!\Let's hurry!\That's what it means to be a teacher.\It's this way!\This way? response:	I guess I got a little ahead of myself.
context: Way to go.\Annaka, let's go!\Okay!\Let's hurry!\That's what it means to be a teacher.\It's this way!\This way?\I guess I got a little ahead of myself. response:	I feel bad about cutting his hair.
context: Annaka, let's go!\Okay!\Let's hurry!\That's what it means to be a teacher.\It's this way!\This way?\I guess I got a little ahead of myself.\I feel bad about cutting his hair. response:	I guess I'll go save him.
context: Okay!\Let's hurry!\That's what it means to be a teacher.\It's this way!\This way?\I guess I got a little ahead of myself.\I feel bad about cutting his hair.\I guess I'll go save him. response:	He probably has no idea that I'm the culprit.
context: Let's hurry!\That's what it means to be a teacher.\It's this way!\This way?\I guess I got a little ahead of myself.\I feel bad about cutting his hair.\I guess I'll go save him.\He probably has no idea that I'm the culprit. response:	What?
context: That's what it means to be a teacher.\It's this way!\This way?\I guess I got a little ahead of myself.\I feel bad about cutting his hair.\I guess I'll go save him.\He probably has no idea that I'm the culprit.\What? response:	Huh?
context: It's this way!\This way?\I guess I got a little ahead of myself.\I feel bad about cutting his hair.\I guess I'll go save him.\He probably has no idea that I'm the culprit.\What?\Huh? response:	What is this?
