context: Dragon Slayer's Secret Art! response:	Has she already mastered them both?!
context: Neither side is giving any ground!\It's a clash of little fists! Is this tenacity for the sake of their guilds?!\I can't stop this...\Though their fists are small,\their passion is vast...\Go! Neither of you lose!\Wendy...\And so... response:	The match is over and it's a draw!
context: It's a clash of little fists! Is this tenacity for the sake of their guilds?!\I can't stop this...\Though their fists are small,\their passion is vast...\Go! Neither of you lose!\Wendy...\And so...\The match is over and it's a draw! response:	Both teams receive five points!
context: I can't stop this...\Though their fists are small,\their passion is vast...\Go! Neither of you lose!\Wendy...\And so...\The match is over and it's a draw!\Both teams receive five points! response:	Awesome!
context: Though their fists are small,\their passion is vast...\Go! Neither of you lose!\Wendy...\And so...\The match is over and it's a draw!\Both teams receive five points!\Awesome! response:	You did great, Wendy!
context: their passion is vast...\Go! Neither of you lose!\Wendy...\And so...\The match is over and it's a draw!\Both teams receive five points!\Awesome!\You did great, Wendy! response:	Both of them were magnificent.
context: Go! Neither of you lose!\Wendy...\And so...\The match is over and it's a draw!\Both teams receive five points!\Awesome!\You did great, Wendy!\Both of them were magnificent. response:	Yep.
context: Wendy...\And so...\The match is over and it's a draw!\Both teams receive five points!\Awesome!\You did great, Wendy!\Both of them were magnificent.\Yep. response:	Cheria and Wendy both did very well.
context: And so...\The match is over and it's a draw!\Both teams receive five points!\Awesome!\You did great, Wendy!\Both of them were magnificent.\Yep.\Cheria and Wendy both did very well. response:	We were lucky to get to see that.
context: The match is over and it's a draw!\Both teams receive five points!\Awesome!\You did great, Wendy!\Both of them were magnificent.\Yep.\Cheria and Wendy both did very well.\We were lucky to get to see that. response:	This is the best match I've seen yet!
context: Both teams receive five points!\Awesome!\You did great, Wendy!\Both of them were magnificent.\Yep.\Cheria and Wendy both did very well.\We were lucky to get to see that.\This is the best match I've seen yet! response:	Even though judging them on magic alone, Cheria's level is far higher...
context: Awesome!\You did great, Wendy!\Both of them were magnificent.\Yep.\Cheria and Wendy both did very well.\We were lucky to get to see that.\This is the best match I've seen yet!\Even though judging them on magic alone, Cheria's level is far higher... response:	U-Um...
context: You did great, Wendy!\Both of them were magnificent.\Yep.\Cheria and Wendy both did very well.\We were lucky to get to see that.\This is the best match I've seen yet!\Even though judging them on magic alone, Cheria's level is far higher...\U-Um... response:	I'm no good when it comes to battle,
context: Both of them were magnificent.\Yep.\Cheria and Wendy both did very well.\We were lucky to get to see that.\This is the best match I've seen yet!\Even though judging them on magic alone, Cheria's level is far higher...\U-Um...\I'm no good when it comes to battle, response:	but I can use a lot of support magic that'll be useful to everyone.
context: Yep.\Cheria and Wendy both did very well.\We were lucky to get to see that.\This is the best match I've seen yet!\Even though judging them on magic alone, Cheria's level is far higher...\U-Um...\I'm no good when it comes to battle,\but I can use a lot of support magic that'll be useful to everyone. response:	So... So please don't leave me out!
context: Cheria and Wendy both did very well.\We were lucky to get to see that.\This is the best match I've seen yet!\Even though judging them on magic alone, Cheria's level is far higher...\U-Um...\I'm no good when it comes to battle,\but I can use a lot of support magic that'll be useful to everyone.\So... So please don't leave me out! response:	The girl from back then...
context: We were lucky to get to see that.\This is the best match I've seen yet!\Even though judging them on magic alone, Cheria's level is far higher...\U-Um...\I'm no good when it comes to battle,\but I can use a lot of support magic that'll be useful to everyone.\So... So please don't leave me out!\The girl from back then... response:	Wendy...
context: This is the best match I've seen yet!\Even though judging them on magic alone, Cheria's level is far higher...\U-Um...\I'm no good when it comes to battle,\but I can use a lot of support magic that'll be useful to everyone.\So... So please don't leave me out!\The girl from back then...\Wendy... response:	W-What are you crying for?
context: Even though judging them on magic alone, Cheria's level is far higher...\U-Um...\I'm no good when it comes to battle,\but I can use a lot of support magic that'll be useful to everyone.\So... So please don't leave me out!\The girl from back then...\Wendy...\W-What are you crying for? response:	Did it hurt? I'm sorry.
context: U-Um...\I'm no good when it comes to battle,\but I can use a lot of support magic that'll be useful to everyone.\So... So please don't leave me out!\The girl from back then...\Wendy...\W-What are you crying for?\Did it hurt? I'm sorry. response:	I'm fine. That's all I hear from you.
context: I'm no good when it comes to battle,\but I can use a lot of support magic that'll be useful to everyone.\So... So please don't leave me out!\The girl from back then...\Wendy...\W-What are you crying for?\Did it hurt? I'm sorry.\I'm fine. That's all I hear from you. response:	That was fun, Wendy.
context: but I can use a lot of support magic that'll be useful to everyone.\So... So please don't leave me out!\The girl from back then...\Wendy...\W-What are you crying for?\Did it hurt? I'm sorry.\I'm fine. That's all I hear from you.\That was fun, Wendy. response:	My wounds...
context: So... So please don't leave me out!\The girl from back then...\Wendy...\W-What are you crying for?\Did it hurt? I'm sorry.\I'm fine. That's all I hear from you.\That was fun, Wendy.\My wounds... response:	I enjoyed it too, a little.
context: The girl from back then...\Wendy...\W-What are you crying for?\Did it hurt? I'm sorry.\I'm fine. That's all I hear from you.\That was fun, Wendy.\My wounds...\I enjoyed it too, a little. response:	Hey, let's be friends, okay?
context: Wendy...\W-What are you crying for?\Did it hurt? I'm sorry.\I'm fine. That's all I hear from you.\That was fun, Wendy.\My wounds...\I enjoyed it too, a little.\Hey, let's be friends, okay? response:	Sure.
context: W-What are you crying for?\Did it hurt? I'm sorry.\I'm fine. That's all I hear from you.\That was fun, Wendy.\My wounds...\I enjoyed it too, a little.\Hey, let's be friends, okay?\Sure. response:	I mean, if you want me as a friend...
context: Did it hurt? I'm sorry.\I'm fine. That's all I hear from you.\That was fun, Wendy.\My wounds...\I enjoyed it too, a little.\Hey, let's be friends, okay?\Sure.\I mean, if you want me as a friend... response:	No, no, no!
context: I'm fine. That's all I hear from you.\That was fun, Wendy.\My wounds...\I enjoyed it too, a little.\Hey, let's be friends, okay?\Sure.\I mean, if you want me as a friend...\No, no, no! response:	Answer like friends are supposed to.
context: That was fun, Wendy.\My wounds...\I enjoyed it too, a little.\Hey, let's be friends, okay?\Sure.\I mean, if you want me as a friend...\No, no, no!\Answer like friends are supposed to. response:	Let's be friends, Wendy!
context: My wounds...\I enjoyed it too, a little.\Hey, let's be friends, okay?\Sure.\I mean, if you want me as a friend...\No, no, no!\Answer like friends are supposed to.\Let's be friends, Wendy! response:	Sure, Cheria!
context: I enjoyed it too, a little.\Hey, let's be friends, okay?\Sure.\I mean, if you want me as a friend...\No, no, no!\Answer like friends are supposed to.\Let's be friends, Wendy!\Sure, Cheria! response:	What a moving ending!
context: Hey, let's be friends, okay?\Sure.\I mean, if you want me as a friend...\No, no, no!\Answer like friends are supposed to.\Let's be friends, Wendy!\Sure, Cheria!\What a moving ending! response:	For this old man, the tournament is over!
context: Sure.\I mean, if you want me as a friend...\No, no, no!\Answer like friends are supposed to.\Let's be friends, Wendy!\Sure, Cheria!\What a moving ending!\For this old man, the tournament is over! response:	Hold on there. Just the third day is over.
context: I mean, if you want me as a friend...\No, no, no!\Answer like friends are supposed to.\Let's be friends, Wendy!\Sure, Cheria!\What a moving ending!\For this old man, the tournament is over!\Hold on there. Just the third day is over. response:	Thank you, everyone!
context: No, no, no!\Answer like friends are supposed to.\Let's be friends, Wendy!\Sure, Cheria!\What a moving ending!\For this old man, the tournament is over!\Hold on there. Just the third day is over.\Thank you, everyone! response:	What's this?!
context: Answer like friends are supposed to.\Let's be friends, Wendy!\Sure, Cheria!\What a moving ending!\For this old man, the tournament is over!\Hold on there. Just the third day is over.\Thank you, everyone!\What's this?! response:	Even though the fight's over, that sinister magic is still around?!
context: Let's be friends, Wendy!\Sure, Cheria!\What a moving ending!\For this old man, the tournament is over!\Hold on there. Just the third day is over.\Thank you, everyone!\What's this?!\Even though the fight's over, that sinister magic is still around?! response:	Then Cheria isn't the source of that magic?!
context: Sure, Cheria!\What a moving ending!\For this old man, the tournament is over!\Hold on there. Just the third day is over.\Thank you, everyone!\What's this?!\Even though the fight's over, that sinister magic is still around?!\Then Cheria isn't the source of that magic?! response:	It's from over there!
context: What a moving ending!\For this old man, the tournament is over!\Hold on there. Just the third day is over.\Thank you, everyone!\What's this?!\Even though the fight's over, that sinister magic is still around?!\Then Cheria isn't the source of that magic?!\It's from over there! response:	Heading towards the exit!
context: For this old man, the tournament is over!\Hold on there. Just the third day is over.\Thank you, everyone!\What's this?!\Even though the fight's over, that sinister magic is still around?!\Then Cheria isn't the source of that magic?!\It's from over there!\Heading towards the exit! response:	Did he notice me?
context: Hold on there. Just the third day is over.\Thank you, everyone!\What's this?!\Even though the fight's over, that sinister magic is still around?!\Then Cheria isn't the source of that magic?!\It's from over there!\Heading towards the exit!\Did he notice me? response:	But...
context: Thank you, everyone!\What's this?!\Even though the fight's over, that sinister magic is still around?!\Then Cheria isn't the source of that magic?!\It's from over there!\Heading towards the exit!\Did he notice me?\But... response:	And so, the third day ended.
context: What's this?!\Even though the fight's over, that sinister magic is still around?!\Then Cheria isn't the source of that magic?!\It's from over there!\Heading towards the exit!\Did he notice me?\But...\And so, the third day ended. response:	At this point, Sabertooth is the top team with 34 points.
context: Even though the fight's over, that sinister magic is still around?!\Then Cheria isn't the source of that magic?!\It's from over there!\Heading towards the exit!\Did he notice me?\But...\And so, the third day ended.\At this point, Sabertooth is the top team with 34 points. response:	Mermaid Heel is in second place.
context: Then Cheria isn't the source of that magic?!\It's from over there!\Heading towards the exit!\Did he notice me?\But...\And so, the third day ended.\At this point, Sabertooth is the top team with 34 points.\Mermaid Heel is in second place. response:	Lamia Scale is in third,
context: It's from over there!\Heading towards the exit!\Did he notice me?\But...\And so, the third day ended.\At this point, Sabertooth is the top team with 34 points.\Mermaid Heel is in second place.\Lamia Scale is in third, response:	making those the best three.
context: Heading towards the exit!\Did he notice me?\But...\And so, the third day ended.\At this point, Sabertooth is the top team with 34 points.\Mermaid Heel is in second place.\Lamia Scale is in third,\making those the best three. response:	Below them, the order goes Fairy Tail B, A,
context: Did he notice me?\But...\And so, the third day ended.\At this point, Sabertooth is the top team with 34 points.\Mermaid Heel is in second place.\Lamia Scale is in third,\making those the best three.\Below them, the order goes Fairy Tail B, A, response:	and then Blue Pegasus.
context: But...\And so, the third day ended.\At this point, Sabertooth is the top team with 34 points.\Mermaid Heel is in second place.\Lamia Scale is in third,\making those the best three.\Below them, the order goes Fairy Tail B, A,\and then Blue Pegasus. response:	Fairy Tail's showing is unexpected.
context: And so, the third day ended.\At this point, Sabertooth is the top team with 34 points.\Mermaid Heel is in second place.\Lamia Scale is in third,\making those the best three.\Below them, the order goes Fairy Tail B, A,\and then Blue Pegasus.\Fairy Tail's showing is unexpected. response:	Perhaps I need to think a bit-k-kabo...
context: At this point, Sabertooth is the top team with 34 points.\Mermaid Heel is in second place.\Lamia Scale is in third,\making those the best three.\Below them, the order goes Fairy Tail B, A,\and then Blue Pegasus.\Fairy Tail's showing is unexpected.\Perhaps I need to think a bit-k-kabo... response:	The source of that mysterious magic...
context: Mermaid Heel is in second place.\Lamia Scale is in third,\making those the best three.\Below them, the order goes Fairy Tail B, A,\and then Blue Pegasus.\Fairy Tail's showing is unexpected.\Perhaps I need to think a bit-k-kabo...\The source of that mysterious magic... response:	It's him!
context: Lamia Scale is in third,\making those the best three.\Below them, the order goes Fairy Tail B, A,\and then Blue Pegasus.\Fairy Tail's showing is unexpected.\Perhaps I need to think a bit-k-kabo...\The source of that mysterious magic...\It's him! response:	I found him!
context: making those the best three.\Below them, the order goes Fairy Tail B, A,\and then Blue Pegasus.\Fairy Tail's showing is unexpected.\Perhaps I need to think a bit-k-kabo...\The source of that mysterious magic...\It's him!\I found him! response:	He came out of nowhere!
context: Below them, the order goes Fairy Tail B, A,\and then Blue Pegasus.\Fairy Tail's showing is unexpected.\Perhaps I need to think a bit-k-kabo...\The source of that mysterious magic...\It's him!\I found him!\He came out of nowhere! response:	You're not going anywhere.
context: and then Blue Pegasus.\Fairy Tail's showing is unexpected.\Perhaps I need to think a bit-k-kabo...\The source of that mysterious magic...\It's him!\I found him!\He came out of nowhere!\You're not going anywhere. response:	Even though the person who possesses that mysterious magic is right over there...
context: Fairy Tail's showing is unexpected.\Perhaps I need to think a bit-k-kabo...\The source of that mysterious magic...\It's him!\I found him!\He came out of nowhere!\You're not going anywhere.\Even though the person who possesses that mysterious magic is right over there... response:	Who are you?!
context: Perhaps I need to think a bit-k-kabo...\The source of that mysterious magic...\It's him!\I found him!\He came out of nowhere!\You're not going anywhere.\Even though the person who possesses that mysterious magic is right over there...\Who are you?! response:	I'll put him to sleep.
context: The source of that mysterious magic...\It's him!\I found him!\He came out of nowhere!\You're not going anywhere.\Even though the person who possesses that mysterious magic is right over there...\Who are you?!\I'll put him to sleep. response:	No...
context: It's him!\I found him!\He came out of nowhere!\You're not going anywhere.\Even though the person who possesses that mysterious magic is right over there...\Who are you?!\I'll put him to sleep.\No... response:	Right now, I'm supposed to be a Fairy Tail wizard.
context: I found him!\He came out of nowhere!\You're not going anywhere.\Even though the person who possesses that mysterious magic is right over there...\Who are you?!\I'll put him to sleep.\No...\Right now, I'm supposed to be a Fairy Tail wizard. response:	I can't lay a hand on a member of the Council.
context: He came out of nowhere!\You're not going anywhere.\Even though the person who possesses that mysterious magic is right over there...\Who are you?!\I'll put him to sleep.\No...\Right now, I'm supposed to be a Fairy Tail wizard.\I can't lay a hand on a member of the Council. response:	Doranbolt, what's all the commotion about?
context: You're not going anywhere.\Even though the person who possesses that mysterious magic is right over there...\Who are you?!\I'll put him to sleep.\No...\Right now, I'm supposed to be a Fairy Tail wizard.\I can't lay a hand on a member of the Council.\Doranbolt, what's all the commotion about? response:	Dammit!
context: Even though the person who possesses that mysterious magic is right over there...\Who are you?!\I'll put him to sleep.\No...\Right now, I'm supposed to be a Fairy Tail wizard.\I can't lay a hand on a member of the Council.\Doranbolt, what's all the commotion about?\Dammit! response:	I know you're not Mystogan.
context: Who are you?!\I'll put him to sleep.\No...\Right now, I'm supposed to be a Fairy Tail wizard.\I can't lay a hand on a member of the Council.\Doranbolt, what's all the commotion about?\Dammit!\I know you're not Mystogan. response:	So who are you?
context: I'll put him to sleep.\No...\Right now, I'm supposed to be a Fairy Tail wizard.\I can't lay a hand on a member of the Council.\Doranbolt, what's all the commotion about?\Dammit!\I know you're not Mystogan.\So who are you? response:	I'll ask once more.
context: No...\Right now, I'm supposed to be a Fairy Tail wizard.\I can't lay a hand on a member of the Council.\Doranbolt, what's all the commotion about?\Dammit!\I know you're not Mystogan.\So who are you?\I'll ask once more. response:	Who are you?!
context: Right now, I'm supposed to be a Fairy Tail wizard.\I can't lay a hand on a member of the Council.\Doranbolt, what's all the commotion about?\Dammit!\I know you're not Mystogan.\So who are you?\I'll ask once more.\Who are you?! response:	Sorry. I'm in a hurry.
context: I can't lay a hand on a member of the Council.\Doranbolt, what's all the commotion about?\Dammit!\I know you're not Mystogan.\So who are you?\I'll ask once more.\Who are you?!\Sorry. I'm in a hurry. response:	Oh, no, you don't!
context: Doranbolt, what's all the commotion about?\Dammit!\I know you're not Mystogan.\So who are you?\I'll ask once more.\Who are you?!\Sorry. I'm in a hurry.\Oh, no, you don't! response:	Mystogan isn't in Earthland.
context: Dammit!\I know you're not Mystogan.\So who are you?\I'll ask once more.\Who are you?!\Sorry. I'm in a hurry.\Oh, no, you don't!\Mystogan isn't in Earthland. response:	I'm Mystogan.
context: I know you're not Mystogan.\So who are you?\I'll ask once more.\Who are you?!\Sorry. I'm in a hurry.\Oh, no, you don't!\Mystogan isn't in Earthland.\I'm Mystogan. response:	What are you...?!
context: So who are you?\I'll ask once more.\Who are you?!\Sorry. I'm in a hurry.\Oh, no, you don't!\Mystogan isn't in Earthland.\I'm Mystogan.\What are you...?! response:	Who are you?!
context: I'll ask once more.\Who are you?!\Sorry. I'm in a hurry.\Oh, no, you don't!\Mystogan isn't in Earthland.\I'm Mystogan.\What are you...?!\Who are you?! response:	I'm starvin'!
context: Who are you?!\Sorry. I'm in a hurry.\Oh, no, you don't!\Mystogan isn't in Earthland.\I'm Mystogan.\What are you...?!\Who are you?!\I'm starvin'! response:	Come on, Natsu!
context: Sorry. I'm in a hurry.\Oh, no, you don't!\Mystogan isn't in Earthland.\I'm Mystogan.\What are you...?!\Who are you?!\I'm starvin'!\Come on, Natsu! response:	I'm trying to bask in the afterglow of that touching ending!
context: Oh, no, you don't!\Mystogan isn't in Earthland.\I'm Mystogan.\What are you...?!\Who are you?!\I'm starvin'!\Come on, Natsu!\I'm trying to bask in the afterglow of that touching ending! response:	I can't help bein' hungry!
context: Mystogan isn't in Earthland.\I'm Mystogan.\What are you...?!\Who are you?!\I'm starvin'!\Come on, Natsu!\I'm trying to bask in the afterglow of that touching ending!\I can't help bein' hungry! response:	Alright, let's get somethin' to eat, Happy!
context: I'm Mystogan.\What are you...?!\Who are you?!\I'm starvin'!\Come on, Natsu!\I'm trying to bask in the afterglow of that touching ending!\I can't help bein' hungry!\Alright, let's get somethin' to eat, Happy! response:	He's incorrigible...
context: What are you...?!\Who are you?!\I'm starvin'!\Come on, Natsu!\I'm trying to bask in the afterglow of that touching ending!\I can't help bein' hungry!\Alright, let's get somethin' to eat, Happy!\He's incorrigible... response:	M-Me too...
context: Who are you?!\I'm starvin'!\Come on, Natsu!\I'm trying to bask in the afterglow of that touching ending!\I can't help bein' hungry!\Alright, let's get somethin' to eat, Happy!\He's incorrigible...\M-Me too... response:	Aye, sir!
context: I'm starvin'!\Come on, Natsu!\I'm trying to bask in the afterglow of that touching ending!\I can't help bein' hungry!\Alright, let's get somethin' to eat, Happy!\He's incorrigible...\M-Me too...\Aye, sir! response:	Yeesh...
context: Come on, Natsu!\I'm trying to bask in the afterglow of that touching ending!\I can't help bein' hungry!\Alright, let's get somethin' to eat, Happy!\He's incorrigible...\M-Me too...\Aye, sir!\Yeesh... response:	Ah, well...
context: I'm trying to bask in the afterglow of that touching ending!\I can't help bein' hungry!\Alright, let's get somethin' to eat, Happy!\He's incorrigible...\M-Me too...\Aye, sir!\Yeesh...\Ah, well... response:	We got to see a good match today.
context: I can't help bein' hungry!\Alright, let's get somethin' to eat, Happy!\He's incorrigible...\M-Me too...\Aye, sir!\Yeesh...\Ah, well...\We got to see a good match today. response:	I'm sure dinner will be really good tonight.
context: Alright, let's get somethin' to eat, Happy!\He's incorrigible...\M-Me too...\Aye, sir!\Yeesh...\Ah, well...\We got to see a good match today.\I'm sure dinner will be really good tonight. response:	Crap...
context: He's incorrigible...\M-Me too...\Aye, sir!\Yeesh...\Ah, well...\We got to see a good match today.\I'm sure dinner will be really good tonight.\Crap... response:	Jellal?!
context: M-Me too...\Aye, sir!\Yeesh...\Ah, well...\We got to see a good match today.\I'm sure dinner will be really good tonight.\Crap...\Jellal?! response:	Oh, so there you are, Mystogan-kun!
context: Aye, sir!\Yeesh...\Ah, well...\We got to see a good match today.\I'm sure dinner will be really good tonight.\Crap...\Jellal?!\Oh, so there you are, Mystogan-kun! response:	Yajima-san!
context: Yeesh...\Ah, well...\We got to see a good match today.\I'm sure dinner will be really good tonight.\Crap...\Jellal?!\Oh, so there you are, Mystogan-kun!\Yajima-san! response:	Lahar-kun...
context: Ah, well...\We got to see a good match today.\I'm sure dinner will be really good tonight.\Crap...\Jellal?!\Oh, so there you are, Mystogan-kun!\Yajima-san!\Lahar-kun... response:	You can understand why Mystogan-kun hides his face, can't you?
context: We got to see a good match today.\I'm sure dinner will be really good tonight.\Crap...\Jellal?!\Oh, so there you are, Mystogan-kun!\Yajima-san!\Lahar-kun...\You can understand why Mystogan-kun hides his face, can't you? response:	He was unlucky enough to be born with the same face as Jellal.
context: I'm sure dinner will be really good tonight.\Crap...\Jellal?!\Oh, so there you are, Mystogan-kun!\Yajima-san!\Lahar-kun...\You can understand why Mystogan-kun hides his face, can't you?\He was unlucky enough to be born with the same face as Jellal. response:	I hope you understand.
context: Crap...\Jellal?!\Oh, so there you are, Mystogan-kun!\Yajima-san!\Lahar-kun...\You can understand why Mystogan-kun hides his face, can't you?\He was unlucky enough to be born with the same face as Jellal.\I hope you understand. response:	You're saying... He's another person?!
context: Jellal?!\Oh, so there you are, Mystogan-kun!\Yajima-san!\Lahar-kun...\You can understand why Mystogan-kun hides his face, can't you?\He was unlucky enough to be born with the same face as Jellal.\I hope you understand.\You're saying... He's another person?! response:	Perhaps you know of the world called Edolas?
context: Oh, so there you are, Mystogan-kun!\Yajima-san!\Lahar-kun...\You can understand why Mystogan-kun hides his face, can't you?\He was unlucky enough to be born with the same face as Jellal.\I hope you understand.\You're saying... He's another person?!\Perhaps you know of the world called Edolas? response:	Yes. I heard about it from one of my subordinates.
context: Yajima-san!\Lahar-kun...\You can understand why Mystogan-kun hides his face, can't you?\He was unlucky enough to be born with the same face as Jellal.\I hope you understand.\You're saying... He's another person?!\Perhaps you know of the world called Edolas?\Yes. I heard about it from one of my subordinates. response:	That world and this one are connected.
context: Lahar-kun...\You can understand why Mystogan-kun hides his face, can't you?\He was unlucky enough to be born with the same face as Jellal.\I hope you understand.\You're saying... He's another person?!\Perhaps you know of the world called Edolas?\Yes. I heard about it from one of my subordinates.\That world and this one are connected. response:	There are people who have the same faces.
context: You can understand why Mystogan-kun hides his face, can't you?\He was unlucky enough to be born with the same face as Jellal.\I hope you understand.\You're saying... He's another person?!\Perhaps you know of the world called Edolas?\Yes. I heard about it from one of my subordinates.\That world and this one are connected.\There are people who have the same faces. response:	Then you're from Edolas?
context: He was unlucky enough to be born with the same face as Jellal.\I hope you understand.\You're saying... He's another person?!\Perhaps you know of the world called Edolas?\Yes. I heard about it from one of my subordinates.\That world and this one are connected.\There are people who have the same faces.\Then you're from Edolas? response:	Yeah.
context: I hope you understand.\You're saying... He's another person?!\Perhaps you know of the world called Edolas?\Yes. I heard about it from one of my subordinates.\That world and this one are connected.\There are people who have the same faces.\Then you're from Edolas?\Yeah. response:	That was a great match, wasn't it?!
context: You're saying... He's another person?!\Perhaps you know of the world called Edolas?\Yes. I heard about it from one of my subordinates.\That world and this one are connected.\There are people who have the same faces.\Then you're from Edolas?\Yeah.\That was a great match, wasn't it?! response:	Yep!
context: Perhaps you know of the world called Edolas?\Yes. I heard about it from one of my subordinates.\That world and this one are connected.\There are people who have the same faces.\Then you're from Edolas?\Yeah.\That was a great match, wasn't it?!\Yep! response:	Jellal!
context: Yes. I heard about it from one of my subordinates.\That world and this one are connected.\There are people who have the same faces.\Then you're from Edolas?\Yeah.\That was a great match, wasn't it?!\Yep!\Jellal! response:	Kagura!
context: That world and this one are connected.\There are people who have the same faces.\Then you're from Edolas?\Yeah.\That was a great match, wasn't it?!\Yep!\Jellal!\Kagura! response:	Hey, what's wrong?!
context: There are people who have the same faces.\Then you're from Edolas?\Yeah.\That was a great match, wasn't it?!\Yep!\Jellal!\Kagura!\Hey, what's wrong?! response:	Kagura-san!
context: Then you're from Edolas?\Yeah.\That was a great match, wasn't it?!\Yep!\Jellal!\Kagura!\Hey, what's wrong?!\Kagura-san! response:	Kagura-chan!
context: Yeah.\That was a great match, wasn't it?!\Yep!\Jellal!\Kagura!\Hey, what's wrong?!\Kagura-san!\Kagura-chan! response:	Kagura! Get a hold of yourself!
context: That was a great match, wasn't it?!\Yep!\Jellal!\Kagura!\Hey, what's wrong?!\Kagura-san!\Kagura-chan!\Kagura! Get a hold of yourself! response:	Somebody call for a medic!
context: Yep!\Jellal!\Kagura!\Hey, what's wrong?!\Kagura-san!\Kagura-chan!\Kagura! Get a hold of yourself!\Somebody call for a medic! response:	Kagura-chan is...
context: Jellal!\Kagura!\Hey, what's wrong?!\Kagura-san!\Kagura-chan!\Kagura! Get a hold of yourself!\Somebody call for a medic!\Kagura-chan is... response:	What's wrong?!
context: Kagura!\Hey, what's wrong?!\Kagura-san!\Kagura-chan!\Kagura! Get a hold of yourself!\Somebody call for a medic!\Kagura-chan is...\What's wrong?! response:	Is she okay?
context: Hey, what's wrong?!\Kagura-san!\Kagura-chan!\Kagura! Get a hold of yourself!\Somebody call for a medic!\Kagura-chan is...\What's wrong?!\Is she okay? response:	Jell...
context: Kagura-san!\Kagura-chan!\Kagura! Get a hold of yourself!\Somebody call for a medic!\Kagura-chan is...\What's wrong?!\Is she okay?\Jell... response:	I'm all right now. I've calmed down.
context: Kagura-chan!\Kagura! Get a hold of yourself!\Somebody call for a medic!\Kagura-chan is...\What's wrong?!\Is she okay?\Jell...\I'm all right now. I've calmed down. response:	But he's over there...
context: Kagura! Get a hold of yourself!\Somebody call for a medic!\Kagura-chan is...\What's wrong?!\Is she okay?\Jell...\I'm all right now. I've calmed down.\But he's over there... response:	I know.
context: Somebody call for a medic!\Kagura-chan is...\What's wrong?!\Is she okay?\Jell...\I'm all right now. I've calmed down.\But he's over there...\I know. response:	I'm okay now.
context: Kagura-chan is...\What's wrong?!\Is she okay?\Jell...\I'm all right now. I've calmed down.\But he's over there...\I know.\I'm okay now. response:	I'm sorry.
context: What's wrong?!\Is she okay?\Jell...\I'm all right now. I've calmed down.\But he's over there...\I know.\I'm okay now.\I'm sorry. response:	So they've been hiding him...
context: Is she okay?\Jell...\I'm all right now. I've calmed down.\But he's over there...\I know.\I'm okay now.\I'm sorry.\So they've been hiding him... response:	Jellal in Fairy Tail...?
context: Jell...\I'm all right now. I've calmed down.\But he's over there...\I know.\I'm okay now.\I'm sorry.\So they've been hiding him...\Jellal in Fairy Tail...? response:	Why, Er-chan?!
context: I'm all right now. I've calmed down.\But he's over there...\I know.\I'm okay now.\I'm sorry.\So they've been hiding him...\Jellal in Fairy Tail...?\Why, Er-chan?! response:	I appreciate your understanding.
context: But he's over there...\I know.\I'm okay now.\I'm sorry.\So they've been hiding him...\Jellal in Fairy Tail...?\Why, Er-chan?!\I appreciate your understanding. response:	Oh, no.
context: I know.\I'm okay now.\I'm sorry.\So they've been hiding him...\Jellal in Fairy Tail...?\Why, Er-chan?!\I appreciate your understanding.\Oh, no. response:	I apologize for not knowing the circumstances.
context: I'm okay now.\I'm sorry.\So they've been hiding him...\Jellal in Fairy Tail...?\Why, Er-chan?!\I appreciate your understanding.\Oh, no.\I apologize for not knowing the circumstances. response:	To me, Jellal is an evil being.
context: I'm sorry.\So they've been hiding him...\Jellal in Fairy Tail...?\Why, Er-chan?!\I appreciate your understanding.\Oh, no.\I apologize for not knowing the circumstances.\To me, Jellal is an evil being. response:	If I run into him, you can bet I'll report him.
context: So they've been hiding him...\Jellal in Fairy Tail...?\Why, Er-chan?!\I appreciate your understanding.\Oh, no.\I apologize for not knowing the circumstances.\To me, Jellal is an evil being.\If I run into him, you can bet I'll report him. response:	Good.
context: Jellal in Fairy Tail...?\Why, Er-chan?!\I appreciate your understanding.\Oh, no.\I apologize for not knowing the circumstances.\To me, Jellal is an evil being.\If I run into him, you can bet I'll report him.\Good. response:	Well then...
context: Why, Er-chan?!\I appreciate your understanding.\Oh, no.\I apologize for not knowing the circumstances.\To me, Jellal is an evil being.\If I run into him, you can bet I'll report him.\Good.\Well then... response:	I owe you, Yajima-san.
context: I appreciate your understanding.\Oh, no.\I apologize for not knowing the circumstances.\To me, Jellal is an evil being.\If I run into him, you can bet I'll report him.\Good.\Well then...\I owe you, Yajima-san. response:	Just this once.
context: Oh, no.\I apologize for not knowing the circumstances.\To me, Jellal is an evil being.\If I run into him, you can bet I'll report him.\Good.\Well then...\I owe you, Yajima-san.\Just this once. response:	Get out of here before you cause Makarov any trouble.
context: I apologize for not knowing the circumstances.\To me, Jellal is an evil being.\If I run into him, you can bet I'll report him.\Good.\Well then...\I owe you, Yajima-san.\Just this once.\Get out of here before you cause Makarov any trouble. response:	Yes.
context: To me, Jellal is an evil being.\If I run into him, you can bet I'll report him.\Good.\Well then...\I owe you, Yajima-san.\Just this once.\Get out of here before you cause Makarov any trouble.\Yes. response:	I swear I'll be gone by the time the tournament is over.
context: If I run into him, you can bet I'll report him.\Good.\Well then...\I owe you, Yajima-san.\Just this once.\Get out of here before you cause Makarov any trouble.\Yes.\I swear I'll be gone by the time the tournament is over. response:	That was the real thing.
