context: Sewing Machine Cafe response:	There.
context: Objective: obtain the member list.\This is Ishimaru and Sawazaki, with Asami as backup.\We're taking Zero Nine to the main computer.\Zero Seven is on a building 100 yards south of the hideout.\Anzai is on a building 500 yards to the north.\I'm in position.\Yanagi, you stand by near the hideout, just in case.\Got it. response:	Um, would you please take me with you?
context: This is Ishimaru and Sawazaki, with Asami as backup.\We're taking Zero Nine to the main computer.\Zero Seven is on a building 100 yards south of the hideout.\Anzai is on a building 500 yards to the north.\I'm in position.\Yanagi, you stand by near the hideout, just in case.\Got it.\Um, would you please take me with you? response:	I want to be as close to him as possible.
context: We're taking Zero Nine to the main computer.\Zero Seven is on a building 100 yards south of the hideout.\Anzai is on a building 500 yards to the north.\I'm in position.\Yanagi, you stand by near the hideout, just in case.\Got it.\Um, would you please take me with you?\I want to be as close to him as possible. response:	Then I'm going, too!
context: Zero Seven is on a building 100 yards south of the hideout.\Anzai is on a building 500 yards to the north.\I'm in position.\Yanagi, you stand by near the hideout, just in case.\Got it.\Um, would you please take me with you?\I want to be as close to him as possible.\Then I'm going, too! response:	Just a-! Lee! Hey!
context: Anzai is on a building 500 yards to the north.\I'm in position.\Yanagi, you stand by near the hideout, just in case.\Got it.\Um, would you please take me with you?\I want to be as close to him as possible.\Then I'm going, too!\Just a-! Lee! Hey! response:	It's time. We're going in.
context: I'm in position.\Yanagi, you stand by near the hideout, just in case.\Got it.\Um, would you please take me with you?\I want to be as close to him as possible.\Then I'm going, too!\Just a-! Lee! Hey!\It's time. We're going in. response:	The stairs.
context: Yanagi, you stand by near the hideout, just in case.\Got it.\Um, would you please take me with you?\I want to be as close to him as possible.\Then I'm going, too!\Just a-! Lee! Hey!\It's time. We're going in.\The stairs. response:	I heard a strange noise.
context: Got it.\Um, would you please take me with you?\I want to be as close to him as possible.\Then I'm going, too!\Just a-! Lee! Hey!\It's time. We're going in.\The stairs.\I heard a strange noise. response:	Let's go.
context: Um, would you please take me with you?\I want to be as close to him as possible.\Then I'm going, too!\Just a-! Lee! Hey!\It's time. We're going in.\The stairs.\I heard a strange noise.\Let's go. response:	My condolences.
context: I want to be as close to him as possible.\Then I'm going, too!\Just a-! Lee! Hey!\It's time. We're going in.\The stairs.\I heard a strange noise.\Let's go.\My condolences. response:	Stop!
context: Then I'm going, too!\Just a-! Lee! Hey!\It's time. We're going in.\The stairs.\I heard a strange noise.\Let's go.\My condolences.\Stop! response:	Zero Seven! Can you see the river out back?
context: Just a-! Lee! Hey!\It's time. We're going in.\The stairs.\I heard a strange noise.\Let's go.\My condolences.\Stop!\Zero Seven! Can you see the river out back? response:	It's in my blind spot! I heard a splash, but...
context: It's time. We're going in.\The stairs.\I heard a strange noise.\Let's go.\My condolences.\Stop!\Zero Seven! Can you see the river out back?\It's in my blind spot! I heard a splash, but... response:	They're dead.
context: The stairs.\I heard a strange noise.\Let's go.\My condolences.\Stop!\Zero Seven! Can you see the river out back?\It's in my blind spot! I heard a splash, but...\They're dead. response:	Those strange noises were gunshots.
context: I heard a strange noise.\Let's go.\My condolences.\Stop!\Zero Seven! Can you see the river out back?\It's in my blind spot! I heard a splash, but...\They're dead.\Those strange noises were gunshots. response:	He used a silencer.
context: Let's go.\My condolences.\Stop!\Zero Seven! Can you see the river out back?\It's in my blind spot! I heard a splash, but...\They're dead.\Those strange noises were gunshots.\He used a silencer. response:	These are the same bullets we use in Division 5.
context: My condolences.\Stop!\Zero Seven! Can you see the river out back?\It's in my blind spot! I heard a splash, but...\They're dead.\Those strange noises were gunshots.\He used a silencer.\These are the same bullets we use in Division 5. response:	If that man was from Division 5,
context: Stop!\Zero Seven! Can you see the river out back?\It's in my blind spot! I heard a splash, but...\They're dead.\Those strange noises were gunshots.\He used a silencer.\These are the same bullets we use in Division 5.\If that man was from Division 5, response:	would he deliberately let us hear his voice like that?
context: Zero Seven! Can you see the river out back?\It's in my blind spot! I heard a splash, but...\They're dead.\Those strange noises were gunshots.\He used a silencer.\These are the same bullets we use in Division 5.\If that man was from Division 5,\would he deliberately let us hear his voice like that? response:	Well, they're not the most uncommon bullets.
context: It's in my blind spot! I heard a splash, but...\They're dead.\Those strange noises were gunshots.\He used a silencer.\These are the same bullets we use in Division 5.\If that man was from Division 5,\would he deliberately let us hear his voice like that?\Well, they're not the most uncommon bullets. response:	Anyway, where's the computer?
context: They're dead.\Those strange noises were gunshots.\He used a silencer.\These are the same bullets we use in Division 5.\If that man was from Division 5,\would he deliberately let us hear his voice like that?\Well, they're not the most uncommon bullets.\Anyway, where's the computer? response:	Th-the second room from the end.
context: Those strange noises were gunshots.\He used a silencer.\These are the same bullets we use in Division 5.\If that man was from Division 5,\would he deliberately let us hear his voice like that?\Well, they're not the most uncommon bullets.\Anyway, where's the computer?\Th-the second room from the end. response:	Maybe they were homeless, and they were squatting here.
context: He used a silencer.\These are the same bullets we use in Division 5.\If that man was from Division 5,\would he deliberately let us hear his voice like that?\Well, they're not the most uncommon bullets.\Anyway, where's the computer?\Th-the second room from the end.\Maybe they were homeless, and they were squatting here. response:	There's too much dirt on his feet for that.
context: These are the same bullets we use in Division 5.\If that man was from Division 5,\would he deliberately let us hear his voice like that?\Well, they're not the most uncommon bullets.\Anyway, where's the computer?\Th-the second room from the end.\Maybe they were homeless, and they were squatting here.\There's too much dirt on his feet for that. response:	It would have come off if he was walking around in here.
context: If that man was from Division 5,\would he deliberately let us hear his voice like that?\Well, they're not the most uncommon bullets.\Anyway, where's the computer?\Th-the second room from the end.\Maybe they were homeless, and they were squatting here.\There's too much dirt on his feet for that.\It would have come off if he was walking around in here. response:	Someone killed some homeless people... in the CCC hideout?
context: would he deliberately let us hear his voice like that?\Well, they're not the most uncommon bullets.\Anyway, where's the computer?\Th-the second room from the end.\Maybe they were homeless, and they were squatting here.\There's too much dirt on his feet for that.\It would have come off if he was walking around in here.\Someone killed some homeless people... in the CCC hideout? response:	Why would they do that?
context: Well, they're not the most uncommon bullets.\Anyway, where's the computer?\Th-the second room from the end.\Maybe they were homeless, and they were squatting here.\There's too much dirt on his feet for that.\It would have come off if he was walking around in here.\Someone killed some homeless people... in the CCC hideout?\Why would they do that? response:	Anyway, let's hurry.
context: Anyway, where's the computer?\Th-the second room from the end.\Maybe they were homeless, and they were squatting here.\There's too much dirt on his feet for that.\It would have come off if he was walking around in here.\Someone killed some homeless people... in the CCC hideout?\Why would they do that?\Anyway, let's hurry. response:	We're going into the room.
context: Th-the second room from the end.\Maybe they were homeless, and they were squatting here.\There's too much dirt on his feet for that.\It would have come off if he was walking around in here.\Someone killed some homeless people... in the CCC hideout?\Why would they do that?\Anyway, let's hurry.\We're going into the room. response:	Those gunshots...
context: Maybe they were homeless, and they were squatting here.\There's too much dirt on his feet for that.\It would have come off if he was walking around in here.\Someone killed some homeless people... in the CCC hideout?\Why would they do that?\Anyway, let's hurry.\We're going into the room.\Those gunshots... response:	There were three of them.
context: There's too much dirt on his feet for that.\It would have come off if he was walking around in here.\Someone killed some homeless people... in the CCC hideout?\Why would they do that?\Anyway, let's hurry.\We're going into the room.\Those gunshots...\There were three of them. response:	Where's the third bullet?
context: It would have come off if he was walking around in here.\Someone killed some homeless people... in the CCC hideout?\Why would they do that?\Anyway, let's hurry.\We're going into the room.\Those gunshots...\There were three of them.\Where's the third bullet? response:	There's no third bullet.
context: Someone killed some homeless people... in the CCC hideout?\Why would they do that?\Anyway, let's hurry.\We're going into the room.\Those gunshots...\There were three of them.\Where's the third bullet?\There's no third bullet. response:	A devil.
context: Why would they do that?\Anyway, let's hurry.\We're going into the room.\Those gunshots...\There were three of them.\Where's the third bullet?\There's no third bullet.\A devil. response:	Sawazaki?
context: Anyway, let's hurry.\We're going into the room.\Those gunshots...\There were three of them.\Where's the third bullet?\There's no third bullet.\A devil.\Sawazaki? response:	Sawazaki! Hey! What's wrong?
context: We're going into the room.\Those gunshots...\There were three of them.\Where's the third bullet?\There's no third bullet.\A devil.\Sawazaki?\Sawazaki! Hey! What's wrong? response:	You and Jill are grounded.
context: Those gunshots...\There were three of them.\Where's the third bullet?\There's no third bullet.\A devil.\Sawazaki?\Sawazaki! Hey! What's wrong?\You and Jill are grounded. response:	If you break the deployment ban again, you will be fired.
context: There were three of them.\Where's the third bullet?\There's no third bullet.\A devil.\Sawazaki?\Sawazaki! Hey! What's wrong?\You and Jill are grounded.\If you break the deployment ban again, you will be fired. response:	Are you alright?
context: Where's the third bullet?\There's no third bullet.\A devil.\Sawazaki?\Sawazaki! Hey! What's wrong?\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\Are you alright? response:	Yes. But he bit me-
context: There's no third bullet.\A devil.\Sawazaki?\Sawazaki! Hey! What's wrong?\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\Are you alright?\Yes. But he bit me- response:	Behind you!
context: A devil.\Sawazaki?\Sawazaki! Hey! What's wrong?\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\Are you alright?\Yes. But he bit me-\Behind you! response:	Hey, what's-
context: Sawazaki?\Sawazaki! Hey! What's wrong?\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\Are you alright?\Yes. But he bit me-\Behind you!\Hey, what's- response:	You've got to be kidding.
context: Sawazaki! Hey! What's wrong?\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\Are you alright?\Yes. But he bit me-\Behind you!\Hey, what's-\You've got to be kidding. response:	This is Ishimaru.
context: You and Jill are grounded.\If you break the deployment ban again, you will be fired.\Are you alright?\Yes. But he bit me-\Behind you!\Hey, what's-\You've got to be kidding.\This is Ishimaru. response:	We've encountered five transformed devils.
context: If you break the deployment ban again, you will be fired.\Are you alright?\Yes. But he bit me-\Behind you!\Hey, what's-\You've got to be kidding.\This is Ishimaru.\We've encountered five transformed devils. response:	Five?
context: Are you alright?\Yes. But he bit me-\Behind you!\Hey, what's-\You've got to be kidding.\This is Ishimaru.\We've encountered five transformed devils.\Five? response:	There are two bodies in the hallway, but the devils aren't even looking at them.
context: Yes. But he bit me-\Behind you!\Hey, what's-\You've got to be kidding.\This is Ishimaru.\We've encountered five transformed devils.\Five?\There are two bodies in the hallway, but the devils aren't even looking at them. response:	The bodies in the hall aren't human.
context: Behind you!\Hey, what's-\You've got to be kidding.\This is Ishimaru.\We've encountered five transformed devils.\Five?\There are two bodies in the hallway, but the devils aren't even looking at them.\The bodies in the hall aren't human. response:	There's one more body.
context: Hey, what's-\You've got to be kidding.\This is Ishimaru.\We've encountered five transformed devils.\Five?\There are two bodies in the hallway, but the devils aren't even looking at them.\The bodies in the hall aren't human.\There's one more body. response:	The man killed by the third bullet.
context: You've got to be kidding.\This is Ishimaru.\We've encountered five transformed devils.\Five?\There are two bodies in the hallway, but the devils aren't even looking at them.\The bodies in the hall aren't human.\There's one more body.\The man killed by the third bullet. response:	A human.
context: This is Ishimaru.\We've encountered five transformed devils.\Five?\There are two bodies in the hallway, but the devils aren't even looking at them.\The bodies in the hall aren't human.\There's one more body.\The man killed by the third bullet.\A human. response:	The five devils ganged up on the human, so they could all drink his blood.
context: We've encountered five transformed devils.\Five?\There are two bodies in the hallway, but the devils aren't even looking at them.\The bodies in the hall aren't human.\There's one more body.\The man killed by the third bullet.\A human.\The five devils ganged up on the human, so they could all drink his blood. response:	So just one of them is human?
context: Five?\There are two bodies in the hallway, but the devils aren't even looking at them.\The bodies in the hall aren't human.\There's one more body.\The man killed by the third bullet.\A human.\The five devils ganged up on the human, so they could all drink his blood.\So just one of them is human? response:	Then I'll make sure not to look at him when I come to help you.
context: There are two bodies in the hallway, but the devils aren't even looking at them.\The bodies in the hall aren't human.\There's one more body.\The man killed by the third bullet.\A human.\The five devils ganged up on the human, so they could all drink his blood.\So just one of them is human?\Then I'll make sure not to look at him when I come to help you. response:	Give me your exact position!
context: The bodies in the hall aren't human.\There's one more body.\The man killed by the third bullet.\A human.\The five devils ganged up on the human, so they could all drink his blood.\So just one of them is human?\Then I'll make sure not to look at him when I come to help you.\Give me your exact position! response:	I'm bleeding, too.
context: There's one more body.\The man killed by the third bullet.\A human.\The five devils ganged up on the human, so they could all drink his blood.\So just one of them is human?\Then I'll make sure not to look at him when I come to help you.\Give me your exact position!\I'm bleeding, too. response:	Even if I weren't, the second they find out you deployed, you'll be fired.
context: The man killed by the third bullet.\A human.\The five devils ganged up on the human, so they could all drink his blood.\So just one of them is human?\Then I'll make sure not to look at him when I come to help you.\Give me your exact position!\I'm bleeding, too.\Even if I weren't, the second they find out you deployed, you'll be fired. response:	But I...
context: A human.\The five devils ganged up on the human, so they could all drink his blood.\So just one of them is human?\Then I'll make sure not to look at him when I come to help you.\Give me your exact position!\I'm bleeding, too.\Even if I weren't, the second they find out you deployed, you'll be fired.\But I... response:	I swear...
context: The five devils ganged up on the human, so they could all drink his blood.\So just one of them is human?\Then I'll make sure not to look at him when I come to help you.\Give me your exact position!\I'm bleeding, too.\Even if I weren't, the second they find out you deployed, you'll be fired.\But I...\I swear... response:	I will protect you!
context: So just one of them is human?\Then I'll make sure not to look at him when I come to help you.\Give me your exact position!\I'm bleeding, too.\Even if I weren't, the second they find out you deployed, you'll be fired.\But I...\I swear...\I will protect you! response:	No, stay away from here!
context: Then I'll make sure not to look at him when I come to help you.\Give me your exact position!\I'm bleeding, too.\Even if I weren't, the second they find out you deployed, you'll be fired.\But I...\I swear...\I will protect you!\No, stay away from here! response:	Here they come, Sawazaki!
context: Give me your exact position!\I'm bleeding, too.\Even if I weren't, the second they find out you deployed, you'll be fired.\But I...\I swear...\I will protect you!\No, stay away from here!\Here they come, Sawazaki! response:	We'll split them up. I'll go upstairs.
context: I'm bleeding, too.\Even if I weren't, the second they find out you deployed, you'll be fired.\But I...\I swear...\I will protect you!\No, stay away from here!\Here they come, Sawazaki!\We'll split them up. I'll go upstairs. response:	Then I'll go that way.
context: Even if I weren't, the second they find out you deployed, you'll be fired.\But I...\I swear...\I will protect you!\No, stay away from here!\Here they come, Sawazaki!\We'll split them up. I'll go upstairs.\Then I'll go that way. response:	Let's go!
context: But I...\I swear...\I will protect you!\No, stay away from here!\Here they come, Sawazaki!\We'll split them up. I'll go upstairs.\Then I'll go that way.\Let's go! response:	Come on! I'm over here!
context: I swear...\I will protect you!\No, stay away from here!\Here they come, Sawazaki!\We'll split them up. I'll go upstairs.\Then I'll go that way.\Let's go!\Come on! I'm over here! response:	Up here!
context: I will protect you!\No, stay away from here!\Here they come, Sawazaki!\We'll split them up. I'll go upstairs.\Then I'll go that way.\Let's go!\Come on! I'm over here!\Up here! response:	They're all going after him because of the blood.
context: No, stay away from here!\Here they come, Sawazaki!\We'll split them up. I'll go upstairs.\Then I'll go that way.\Let's go!\Come on! I'm over here!\Up here!\They're all going after him because of the blood. response:	Over here.
context: Here they come, Sawazaki!\We'll split them up. I'll go upstairs.\Then I'll go that way.\Let's go!\Come on! I'm over here!\Up here!\They're all going after him because of the blood.\Over here. response:	Come on, keep going! You can do this in ten minutes, right?
context: We'll split them up. I'll go upstairs.\Then I'll go that way.\Let's go!\Come on! I'm over here!\Up here!\They're all going after him because of the blood.\Over here.\Come on, keep going! You can do this in ten minutes, right? response:	Got the answers you asked me for.
context: Then I'll go that way.\Let's go!\Come on! I'm over here!\Up here!\They're all going after him because of the blood.\Over here.\Come on, keep going! You can do this in ten minutes, right?\Got the answers you asked me for. response:	Five transformed devils, all at the same time.
context: Let's go!\Come on! I'm over here!\Up here!\They're all going after him because of the blood.\Over here.\Come on, keep going! You can do this in ten minutes, right?\Got the answers you asked me for.\Five transformed devils, all at the same time. response:	Anzai, please be careful.
context: Come on! I'm over here!\Up here!\They're all going after him because of the blood.\Over here.\Come on, keep going! You can do this in ten minutes, right?\Got the answers you asked me for.\Five transformed devils, all at the same time.\Anzai, please be careful. response:	Seriously. Be careful.
context: Up here!\They're all going after him because of the blood.\Over here.\Come on, keep going! You can do this in ten minutes, right?\Got the answers you asked me for.\Five transformed devils, all at the same time.\Anzai, please be careful.\Seriously. Be careful. response:	Sawazaki's on the third floor.
context: They're all going after him because of the blood.\Over here.\Come on, keep going! You can do this in ten minutes, right?\Got the answers you asked me for.\Five transformed devils, all at the same time.\Anzai, please be careful.\Seriously. Be careful.\Sawazaki's on the third floor. response:	There were two devils after him. If you don't hurry, they'll get him.
context: Over here.\Come on, keep going! You can do this in ten minutes, right?\Got the answers you asked me for.\Five transformed devils, all at the same time.\Anzai, please be careful.\Seriously. Be careful.\Sawazaki's on the third floor.\There were two devils after him. If you don't hurry, they'll get him. response:	His wound is closed over.
context: Come on, keep going! You can do this in ten minutes, right?\Got the answers you asked me for.\Five transformed devils, all at the same time.\Anzai, please be careful.\Seriously. Be careful.\Sawazaki's on the third floor.\There were two devils after him. If you don't hurry, they'll get him.\His wound is closed over. response:	Is that because he bit me? Because he drank blood?
context: Got the answers you asked me for.\Five transformed devils, all at the same time.\Anzai, please be careful.\Seriously. Be careful.\Sawazaki's on the third floor.\There were two devils after him. If you don't hurry, they'll get him.\His wound is closed over.\Is that because he bit me? Because he drank blood? response:	Anzai.
context: Five transformed devils, all at the same time.\Anzai, please be careful.\Seriously. Be careful.\Sawazaki's on the third floor.\There were two devils after him. If you don't hurry, they'll get him.\His wound is closed over.\Is that because he bit me? Because he drank blood?\Anzai. response:	If you hadn't come here...
context: Anzai, please be careful.\Seriously. Be careful.\Sawazaki's on the third floor.\There were two devils after him. If you don't hurry, they'll get him.\His wound is closed over.\Is that because he bit me? Because he drank blood?\Anzai.\If you hadn't come here... response:	I would be dead.
context: Seriously. Be careful.\Sawazaki's on the third floor.\There were two devils after him. If you don't hurry, they'll get him.\His wound is closed over.\Is that because he bit me? Because he drank blood?\Anzai.\If you hadn't come here...\I would be dead. response:	I should have killed them myself.
context: Sawazaki's on the third floor.\There were two devils after him. If you don't hurry, they'll get him.\His wound is closed over.\Is that because he bit me? Because he drank blood?\Anzai.\If you hadn't come here...\I would be dead.\I should have killed them myself. response:	I should have...
context: There were two devils after him. If you don't hurry, they'll get him.\His wound is closed over.\Is that because he bit me? Because he drank blood?\Anzai.\If you hadn't come here...\I would be dead.\I should have killed them myself.\I should have... response:	Where's little Nine?
context: His wound is closed over.\Is that because he bit me? Because he drank blood?\Anzai.\If you hadn't come here...\I would be dead.\I should have killed them myself.\I should have...\Where's little Nine? response:	Copying the list.
context: Is that because he bit me? Because he drank blood?\Anzai.\If you hadn't come here...\I would be dead.\I should have killed them myself.\I should have...\Where's little Nine?\Copying the list. response:	I made him lock the door; he'll be fine.
context: Anzai.\If you hadn't come here...\I would be dead.\I should have killed them myself.\I should have...\Where's little Nine?\Copying the list.\I made him lock the door; he'll be fine. response:	More importantly...
context: If you hadn't come here...\I would be dead.\I should have killed them myself.\I should have...\Where's little Nine?\Copying the list.\I made him lock the door; he'll be fine.\More importantly... response:	I did that background check.
context: I would be dead.\I should have killed them myself.\I should have...\Where's little Nine?\Copying the list.\I made him lock the door; he'll be fine.\More importantly...\I did that background check. response:	Before you were on A Squad, you spent 5 years in W Squad.
context: I should have killed them myself.\I should have...\Where's little Nine?\Copying the list.\I made him lock the door; he'll be fine.\More importantly...\I did that background check.\Before you were on A Squad, you spent 5 years in W Squad. response:	My connections in Division 5 got me some info from people who were in W Squad at the time,
context: I should have...\Where's little Nine?\Copying the list.\I made him lock the door; he'll be fine.\More importantly...\I did that background check.\Before you were on A Squad, you spent 5 years in W Squad.\My connections in Division 5 got me some info from people who were in W Squad at the time, response:	and they confirmed that there was a Megumi Ishimaru on the squad.
context: Where's little Nine?\Copying the list.\I made him lock the door; he'll be fine.\More importantly...\I did that background check.\Before you were on A Squad, you spent 5 years in W Squad.\My connections in Division 5 got me some info from people who were in W Squad at the time,\and they confirmed that there was a Megumi Ishimaru on the squad. response:	But only for one year.
context: Copying the list.\I made him lock the door; he'll be fine.\More importantly...\I did that background check.\Before you were on A Squad, you spent 5 years in W Squad.\My connections in Division 5 got me some info from people who were in W Squad at the time,\and they confirmed that there was a Megumi Ishimaru on the squad.\But only for one year. response:	Emergency message for Public Security Division 5 Squads L through N.
context: I made him lock the door; he'll be fine.\More importantly...\I did that background check.\Before you were on A Squad, you spent 5 years in W Squad.\My connections in Division 5 got me some info from people who were in W Squad at the time,\and they confirmed that there was a Megumi Ishimaru on the squad.\But only for one year.\Emergency message for Public Security Division 5 Squads L through N. response:	We received a report that several armed officers
context: More importantly...\I did that background check.\Before you were on A Squad, you spent 5 years in W Squad.\My connections in Division 5 got me some info from people who were in W Squad at the time,\and they confirmed that there was a Megumi Ishimaru on the squad.\But only for one year.\Emergency message for Public Security Division 5 Squads L through N.\We received a report that several armed officers response:	are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.
context: I did that background check.\Before you were on A Squad, you spent 5 years in W Squad.\My connections in Division 5 got me some info from people who were in W Squad at the time,\and they confirmed that there was a Megumi Ishimaru on the squad.\But only for one year.\Emergency message for Public Security Division 5 Squads L through N.\We received a report that several armed officers\are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward. response:	That's in 2A2B jurisdiction. They'll be on the scene shortly.
context: Before you were on A Squad, you spent 5 years in W Squad.\My connections in Division 5 got me some info from people who were in W Squad at the time,\and they confirmed that there was a Megumi Ishimaru on the squad.\But only for one year.\Emergency message for Public Security Division 5 Squads L through N.\We received a report that several armed officers\are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.\That's in 2A2B jurisdiction. They'll be on the scene shortly. response:	Yanagi, get out of here.
context: My connections in Division 5 got me some info from people who were in W Squad at the time,\and they confirmed that there was a Megumi Ishimaru on the squad.\But only for one year.\Emergency message for Public Security Division 5 Squads L through N.\We received a report that several armed officers\are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.\That's in 2A2B jurisdiction. They'll be on the scene shortly.\Yanagi, get out of here. response:	What's going on? He said devil hunting?
context: and they confirmed that there was a Megumi Ishimaru on the squad.\But only for one year.\Emergency message for Public Security Division 5 Squads L through N.\We received a report that several armed officers\are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.\That's in 2A2B jurisdiction. They'll be on the scene shortly.\Yanagi, get out of here.\What's going on? He said devil hunting? response:	I'm not sure, but apparently this was a trap.
context: But only for one year.\Emergency message for Public Security Division 5 Squads L through N.\We received a report that several armed officers\are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.\That's in 2A2B jurisdiction. They'll be on the scene shortly.\Yanagi, get out of here.\What's going on? He said devil hunting?\I'm not sure, but apparently this was a trap. response:	That doesn't mean we can leave you stranded there!
context: Emergency message for Public Security Division 5 Squads L through N.\We received a report that several armed officers\are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.\That's in 2A2B jurisdiction. They'll be on the scene shortly.\Yanagi, get out of here.\What's going on? He said devil hunting?\I'm not sure, but apparently this was a trap.\That doesn't mean we can leave you stranded there! response:	Anzai!
context: We received a report that several armed officers\are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.\That's in 2A2B jurisdiction. They'll be on the scene shortly.\Yanagi, get out of here.\What's going on? He said devil hunting?\I'm not sure, but apparently this was a trap.\That doesn't mean we can leave you stranded there!\Anzai! response:	We brought in eight homeless men, seven devils and one human.
context: are devil hunting in an abandoned building at 2-6 Hinomi, Koto Ward.\That's in 2A2B jurisdiction. They'll be on the scene shortly.\Yanagi, get out of here.\What's going on? He said devil hunting?\I'm not sure, but apparently this was a trap.\That doesn't mean we can leave you stranded there!\Anzai!\We brought in eight homeless men, seven devils and one human. response:	Three of them were killed by Division 5 bullets.
context: That's in 2A2B jurisdiction. They'll be on the scene shortly.\Yanagi, get out of here.\What's going on? He said devil hunting?\I'm not sure, but apparently this was a trap.\That doesn't mean we can leave you stranded there!\Anzai!\We brought in eight homeless men, seven devils and one human.\Three of them were killed by Division 5 bullets. response:	On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.
context: Yanagi, get out of here.\What's going on? He said devil hunting?\I'm not sure, but apparently this was a trap.\That doesn't mean we can leave you stranded there!\Anzai!\We brought in eight homeless men, seven devils and one human.\Three of them were killed by Division 5 bullets.\On the scene, unauthorized, were armed members of F Squad, who had lured the men inside. response:	All ready for framing.
context: What's going on? He said devil hunting?\I'm not sure, but apparently this was a trap.\That doesn't mean we can leave you stranded there!\Anzai!\We brought in eight homeless men, seven devils and one human.\Three of them were killed by Division 5 bullets.\On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.\All ready for framing. response:	We just have to tell them what we're doing!
context: I'm not sure, but apparently this was a trap.\That doesn't mean we can leave you stranded there!\Anzai!\We brought in eight homeless men, seven devils and one human.\Three of them were killed by Division 5 bullets.\On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.\All ready for framing.\We just have to tell them what we're doing! response:	They'll know we're not really hunting devils!
context: That doesn't mean we can leave you stranded there!\Anzai!\We brought in eight homeless men, seven devils and one human.\Three of them were killed by Division 5 bullets.\On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.\All ready for framing.\We just have to tell them what we're doing!\They'll know we're not really hunting devils! response:	They'll also know that we let Nine and Seven in on our plans without authorization.
context: Anzai!\We brought in eight homeless men, seven devils and one human.\Three of them were killed by Division 5 bullets.\On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.\All ready for framing.\We just have to tell them what we're doing!\They'll know we're not really hunting devils!\They'll also know that we let Nine and Seven in on our plans without authorization. response:	They might remove us from the case.
context: We brought in eight homeless men, seven devils and one human.\Three of them were killed by Division 5 bullets.\On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.\All ready for framing.\We just have to tell them what we're doing!\They'll know we're not really hunting devils!\They'll also know that we let Nine and Seven in on our plans without authorization.\They might remove us from the case. response:	Is that why you tricked us into raiding the hideout?
context: Three of them were killed by Division 5 bullets.\On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.\All ready for framing.\We just have to tell them what we're doing!\They'll know we're not really hunting devils!\They'll also know that we let Nine and Seven in on our plans without authorization.\They might remove us from the case.\Is that why you tricked us into raiding the hideout? response:	I don't know.
context: On the scene, unauthorized, were armed members of F Squad, who had lured the men inside.\All ready for framing.\We just have to tell them what we're doing!\They'll know we're not really hunting devils!\They'll also know that we let Nine and Seven in on our plans without authorization.\They might remove us from the case.\Is that why you tricked us into raiding the hideout?\I don't know. response:	The date and time of the raid were your idea!
context: All ready for framing.\We just have to tell them what we're doing!\They'll know we're not really hunting devils!\They'll also know that we let Nine and Seven in on our plans without authorization.\They might remove us from the case.\Is that why you tricked us into raiding the hideout?\I don't know.\The date and time of the raid were your idea! response:	I didn't tell them!
context: We just have to tell them what we're doing!\They'll know we're not really hunting devils!\They'll also know that we let Nine and Seven in on our plans without authorization.\They might remove us from the case.\Is that why you tricked us into raiding the hideout?\I don't know.\The date and time of the raid were your idea!\I didn't tell them! response:	Jason did not report on today's operation.
context: They'll know we're not really hunting devils!\They'll also know that we let Nine and Seven in on our plans without authorization.\They might remove us from the case.\Is that why you tricked us into raiding the hideout?\I don't know.\The date and time of the raid were your idea!\I didn't tell them!\Jason did not report on today's operation. response:	What am I crying about?
context: They'll also know that we let Nine and Seven in on our plans without authorization.\They might remove us from the case.\Is that why you tricked us into raiding the hideout?\I don't know.\The date and time of the raid were your idea!\I didn't tell them!\Jason did not report on today's operation.\What am I crying about? response:	Why...?
context: They might remove us from the case.\Is that why you tricked us into raiding the hideout?\I don't know.\The date and time of the raid were your idea!\I didn't tell them!\Jason did not report on today's operation.\What am I crying about?\Why...? response:	Did you say Jason?
context: Is that why you tricked us into raiding the hideout?\I don't know.\The date and time of the raid were your idea!\I didn't tell them!\Jason did not report on today's operation.\What am I crying about?\Why...?\Did you say Jason? response:	I am Number 13: Jason.
context: I don't know.\The date and time of the raid were your idea!\I didn't tell them!\Jason did not report on today's operation.\What am I crying about?\Why...?\Did you say Jason?\I am Number 13: Jason. response:	Good for you; you were right.
