context: -OP- response:	-ED-
context: Ouch! That kid... What does he want?\Ah right, I should report that we found him...\Who are you? Give it back!\Who? Ah, yes.\I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.\Also, I'm not giving this back.\A demon?\So this is the Demon-Slaying Blade? response:	Hey! Give it back!
context: Ah right, I should report that we found him...\Who are you? Give it back!\Who? Ah, yes.\I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.\Also, I'm not giving this back.\A demon?\So this is the Demon-Slaying Blade?\Hey! Give it back! response:	Let's see how it works.
context: Who are you? Give it back!\Who? Ah, yes.\I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.\Also, I'm not giving this back.\A demon?\So this is the Demon-Slaying Blade?\Hey! Give it back!\Let's see how it works. response:	Would it hurt to help me look?
context: Who? Ah, yes.\I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.\Also, I'm not giving this back.\A demon?\So this is the Demon-Slaying Blade?\Hey! Give it back!\Let's see how it works.\Would it hurt to help me look? response:	Hey!
context: I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.\Also, I'm not giving this back.\A demon?\So this is the Demon-Slaying Blade?\Hey! Give it back!\Let's see how it works.\Would it hurt to help me look?\Hey! response:	There you are!
context: Also, I'm not giving this back.\A demon?\So this is the Demon-Slaying Blade?\Hey! Give it back!\Let's see how it works.\Would it hurt to help me look?\Hey!\There you are! response:	Stupid hag!
context: A demon?\So this is the Demon-Slaying Blade?\Hey! Give it back!\Let's see how it works.\Would it hurt to help me look?\Hey!\There you are!\Stupid hag! response:	I'll catch you now!
context: So this is the Demon-Slaying Blade?\Hey! Give it back!\Let's see how it works.\Would it hurt to help me look?\Hey!\There you are!\Stupid hag!\I'll catch you now! response:	Stop!
context: Hey! Give it back!\Let's see how it works.\Would it hurt to help me look?\Hey!\There you are!\Stupid hag!\I'll catch you now!\Stop! response:	Stop!
context: Let's see how it works.\Would it hurt to help me look?\Hey!\There you are!\Stupid hag!\I'll catch you now!\Stop!\Stop! response:	Don't screw around!
context: Would it hurt to help me look?\Hey!\There you are!\Stupid hag!\I'll catch you now!\Stop!\Stop!\Don't screw around! response:	I see. So the sword is connected to Gehenna.
context: Hey!\There you are!\Stupid hag!\I'll catch you now!\Stop!\Stop!\Don't screw around!\I see. So the sword is connected to Gehenna. response:	And the scabbard is the gate itself.
context: There you are!\Stupid hag!\I'll catch you now!\Stop!\Stop!\Don't screw around!\I see. So the sword is connected to Gehenna.\And the scabbard is the gate itself. response:	If the sword is sheathed the gate closes, and when it's drawn it opens again.
context: Stupid hag!\I'll catch you now!\Stop!\Stop!\Don't screw around!\I see. So the sword is connected to Gehenna.\And the scabbard is the gate itself.\If the sword is sheathed the gate closes, and when it's drawn it opens again. response:	Come on, make up your mind!
context: I'll catch you now!\Stop!\Stop!\Don't screw around!\I see. So the sword is connected to Gehenna.\And the scabbard is the gate itself.\If the sword is sheathed the gate closes, and when it's drawn it opens again.\Come on, make up your mind! response:	Then let's leave it this way.
context: Stop!\Stop!\Don't screw around!\I see. So the sword is connected to Gehenna.\And the scabbard is the gate itself.\If the sword is sheathed the gate closes, and when it's drawn it opens again.\Come on, make up your mind!\Then let's leave it this way. response:	Your flames are in Gehenna, and your body is in Assiah, right?
context: Stop!\Don't screw around!\I see. So the sword is connected to Gehenna.\And the scabbard is the gate itself.\If the sword is sheathed the gate closes, and when it's drawn it opens again.\Come on, make up your mind!\Then let's leave it this way.\Your flames are in Gehenna, and your body is in Assiah, right? response:	Who cares!
context: Don't screw around!\I see. So the sword is connected to Gehenna.\And the scabbard is the gate itself.\If the sword is sheathed the gate closes, and when it's drawn it opens again.\Come on, make up your mind!\Then let's leave it this way.\Your flames are in Gehenna, and your body is in Assiah, right?\Who cares! response:	What did you do to our brother's head?
context: I see. So the sword is connected to Gehenna.\And the scabbard is the gate itself.\If the sword is sheathed the gate closes, and when it's drawn it opens again.\Come on, make up your mind!\Then let's leave it this way.\Your flames are in Gehenna, and your body is in Assiah, right?\Who cares!\What did you do to our brother's head? response:	What do you want?!
context: And the scabbard is the gate itself.\If the sword is sheathed the gate closes, and when it's drawn it opens again.\Come on, make up your mind!\Then let's leave it this way.\Your flames are in Gehenna, and your body is in Assiah, right?\Who cares!\What did you do to our brother's head?\What do you want?! response:	What do I want? I had some free time so I came here to play.
context: If the sword is sheathed the gate closes, and when it's drawn it opens again.\Come on, make up your mind!\Then let's leave it this way.\Your flames are in Gehenna, and your body is in Assiah, right?\Who cares!\What did you do to our brother's head?\What do you want?!\What do I want? I had some free time so I came here to play. response:	This is an amusement park after all, so let's have a lot of fun!
context: Come on, make up your mind!\Then let's leave it this way.\Your flames are in Gehenna, and your body is in Assiah, right?\Who cares!\What did you do to our brother's head?\What do you want?!\What do I want? I had some free time so I came here to play.\This is an amusement park after all, so let's have a lot of fun! response:	What?
context: Then let's leave it this way.\Your flames are in Gehenna, and your body is in Assiah, right?\Who cares!\What did you do to our brother's head?\What do you want?!\What do I want? I had some free time so I came here to play.\This is an amusement park after all, so let's have a lot of fun!\What? response:	Okumura! Did you turn the electricity on?
context: Your flames are in Gehenna, and your body is in Assiah, right?\Who cares!\What did you do to our brother's head?\What do you want?!\What do I want? I had some free time so I came here to play.\This is an amusement park after all, so let's have a lot of fun!\What?\Okumura! Did you turn the electricity on? response:	No, I didn't do anything.
context: Who cares!\What did you do to our brother's head?\What do you want?!\What do I want? I had some free time so I came here to play.\This is an amusement park after all, so let's have a lot of fun!\What?\Okumura! Did you turn the electricity on?\No, I didn't do anything. response:	Can you see anything from where you are?
context: What did you do to our brother's head?\What do you want?!\What do I want? I had some free time so I came here to play.\This is an amusement park after all, so let's have a lot of fun!\What?\Okumura! Did you turn the electricity on?\No, I didn't do anything.\Can you see anything from where you are? response:	Now that was cool.
context: What do you want?!\What do I want? I had some free time so I came here to play.\This is an amusement park after all, so let's have a lot of fun!\What?\Okumura! Did you turn the electricity on?\No, I didn't do anything.\Can you see anything from where you are?\Now that was cool. response:	I studied Japanese games as well.
context: What do I want? I had some free time so I came here to play.\This is an amusement park after all, so let's have a lot of fun!\What?\Okumura! Did you turn the electricity on?\No, I didn't do anything.\Can you see anything from where you are?\Now that was cool.\I studied Japanese games as well. response:	Come on, catch me if you can!
context: This is an amusement park after all, so let's have a lot of fun!\What?\Okumura! Did you turn the electricity on?\No, I didn't do anything.\Can you see anything from where you are?\Now that was cool.\I studied Japanese games as well.\Come on, catch me if you can! response:	You little... don't screw with me!
context: What?\Okumura! Did you turn the electricity on?\No, I didn't do anything.\Can you see anything from where you are?\Now that was cool.\I studied Japanese games as well.\Come on, catch me if you can!\You little... don't screw with me! response:	Hey, hag, wake up already!
context: Okumura! Did you turn the electricity on?\No, I didn't do anything.\Can you see anything from where you are?\Now that was cool.\I studied Japanese games as well.\Come on, catch me if you can!\You little... don't screw with me!\Hey, hag, wake up already! response:	Wait!
context: No, I didn't do anything.\Can you see anything from where you are?\Now that was cool.\I studied Japanese games as well.\Come on, catch me if you can!\You little... don't screw with me!\Hey, hag, wake up already!\Wait! response:	Too bad! Catch me if you can!
context: Can you see anything from where you are?\Now that was cool.\I studied Japanese games as well.\Come on, catch me if you can!\You little... don't screw with me!\Hey, hag, wake up already!\Wait!\Too bad! Catch me if you can! response:	Wait!
context: Now that was cool.\I studied Japanese games as well.\Come on, catch me if you can!\You little... don't screw with me!\Hey, hag, wake up already!\Wait!\Too bad! Catch me if you can!\Wait! response:	Could it be that he's...
context: I studied Japanese games as well.\Come on, catch me if you can!\You little... don't screw with me!\Hey, hag, wake up already!\Wait!\Too bad! Catch me if you can!\Wait!\Could it be that he's... response:	I was very sick...
context: Come on, catch me if you can!\You little... don't screw with me!\Hey, hag, wake up already!\Wait!\Too bad! Catch me if you can!\Wait!\Could it be that he's...\I was very sick... response:	I really wanted to go to the amusement park...
context: You little... don't screw with me!\Hey, hag, wake up already!\Wait!\Too bad! Catch me if you can!\Wait!\Could it be that he's...\I was very sick...\I really wanted to go to the amusement park... response:	Maybe he's like me?
context: Hey, hag, wake up already!\Wait!\Too bad! Catch me if you can!\Wait!\Could it be that he's...\I was very sick...\I really wanted to go to the amusement park...\Maybe he's like me? response:	But then...
context: Wait!\Too bad! Catch me if you can!\Wait!\Could it be that he's...\I was very sick...\I really wanted to go to the amusement park...\Maybe he's like me?\But then... response:	Okay! Such a bad boy! Wait!
context: Too bad! Catch me if you can!\Wait!\Could it be that he's...\I was very sick...\I really wanted to go to the amusement park...\Maybe he's like me?\But then...\Okay! Such a bad boy! Wait! response:	Wait!
context: Wait!\Could it be that he's...\I was very sick...\I really wanted to go to the amusement park...\Maybe he's like me?\But then...\Okay! Such a bad boy! Wait!\Wait! response:	This reminds me, I went to the seaside the other day!
context: Could it be that he's...\I was very sick...\I really wanted to go to the amusement park...\Maybe he's like me?\But then...\Okay! Such a bad boy! Wait!\Wait!\This reminds me, I went to the seaside the other day! response:	What is he talking about?
context: I was very sick...\I really wanted to go to the amusement park...\Maybe he's like me?\But then...\Okay! Such a bad boy! Wait!\Wait!\This reminds me, I went to the seaside the other day!\What is he talking about? response:	You gotta be kidding me...
context: I really wanted to go to the amusement park...\Maybe he's like me?\But then...\Okay! Such a bad boy! Wait!\Wait!\This reminds me, I went to the seaside the other day!\What is he talking about?\You gotta be kidding me... response:	Surfing's so much fun!
context: Maybe he's like me?\But then...\Okay! Such a bad boy! Wait!\Wait!\This reminds me, I went to the seaside the other day!\What is he talking about?\You gotta be kidding me...\Surfing's so much fun! response:	You...
context: But then...\Okay! Such a bad boy! Wait!\Wait!\This reminds me, I went to the seaside the other day!\What is he talking about?\You gotta be kidding me...\Surfing's so much fun!\You... response:	What?
context: Okay! Such a bad boy! Wait!\Wait!\This reminds me, I went to the seaside the other day!\What is he talking about?\You gotta be kidding me...\Surfing's so much fun!\You...\What? response:	I learned about this game, too.
context: Wait!\This reminds me, I went to the seaside the other day!\What is he talking about?\You gotta be kidding me...\Surfing's so much fun!\You...\What?\I learned about this game, too. response:	What's that? What's happening?
context: This reminds me, I went to the seaside the other day!\What is he talking about?\You gotta be kidding me...\Surfing's so much fun!\You...\What?\I learned about this game, too.\What's that? What's happening? response:	That doesn't look like a ghost to me...
context: What is he talking about?\You gotta be kidding me...\Surfing's so much fun!\You...\What?\I learned about this game, too.\What's that? What's happening?\That doesn't look like a ghost to me... response:	It's something else.
context: You gotta be kidding me...\Surfing's so much fun!\You...\What?\I learned about this game, too.\What's that? What's happening?\That doesn't look like a ghost to me...\It's something else. response:	I don't get it... Why are Father and Brother so obsessed with him?
context: Surfing's so much fun!\You...\What?\I learned about this game, too.\What's that? What's happening?\That doesn't look like a ghost to me...\It's something else.\I don't get it... Why are Father and Brother so obsessed with him? response:	I'm up here!
context: You...\What?\I learned about this game, too.\What's that? What's happening?\That doesn't look like a ghost to me...\It's something else.\I don't get it... Why are Father and Brother so obsessed with him?\I'm up here! response:	This is such a let down. I hoped you'd be good for killing some time...
context: What?\I learned about this game, too.\What's that? What's happening?\That doesn't look like a ghost to me...\It's something else.\I don't get it... Why are Father and Brother so obsessed with him?\I'm up here!\This is such a let down. I hoped you'd be good for killing some time... response:	Now this is better!
context: I learned about this game, too.\What's that? What's happening?\That doesn't look like a ghost to me...\It's something else.\I don't get it... Why are Father and Brother so obsessed with him?\I'm up here!\This is such a let down. I hoped you'd be good for killing some time...\Now this is better! response:	An earthquake?
context: What's that? What's happening?\That doesn't look like a ghost to me...\It's something else.\I don't get it... Why are Father and Brother so obsessed with him?\I'm up here!\This is such a let down. I hoped you'd be good for killing some time...\Now this is better!\An earthquake? response:	What happened?
context: That doesn't look like a ghost to me...\It's something else.\I don't get it... Why are Father and Brother so obsessed with him?\I'm up here!\This is such a let down. I hoped you'd be good for killing some time...\Now this is better!\An earthquake?\What happened? response:	Amazing! It's like in a movie!
context: It's something else.\I don't get it... Why are Father and Brother so obsessed with him?\I'm up here!\This is such a let down. I hoped you'd be good for killing some time...\Now this is better!\An earthquake?\What happened?\Amazing! It's like in a movie! response:	Playtime's over!
context: I don't get it... Why are Father and Brother so obsessed with him?\I'm up here!\This is such a let down. I hoped you'd be good for killing some time...\Now this is better!\An earthquake?\What happened?\Amazing! It's like in a movie!\Playtime's over! response:	Help!
context: I'm up here!\This is such a let down. I hoped you'd be good for killing some time...\Now this is better!\An earthquake?\What happened?\Amazing! It's like in a movie!\Playtime's over!\Help! response:	Shiemi?
context: This is such a let down. I hoped you'd be good for killing some time...\Now this is better!\An earthquake?\What happened?\Amazing! It's like in a movie!\Playtime's over!\Help!\Shiemi? response:	Stupid! Run!
context: Now this is better!\An earthquake?\What happened?\Amazing! It's like in a movie!\Playtime's over!\Help!\Shiemi?\Stupid! Run! response:	I won't make it...
context: An earthquake?\What happened?\Amazing! It's like in a movie!\Playtime's over!\Help!\Shiemi?\Stupid! Run!\I won't make it... response:	Amazing!
context: What happened?\Amazing! It's like in a movie!\Playtime's over!\Help!\Shiemi?\Stupid! Run!\I won't make it...\Amazing! response:	What are you laughing at? We could've died!
context: Amazing! It's like in a movie!\Playtime's over!\Help!\Shiemi?\Stupid! Run!\I won't make it...\Amazing!\What are you laughing at? We could've died! response:	I'm already dead!
context: Playtime's over!\Help!\Shiemi?\Stupid! Run!\I won't make it...\Amazing!\What are you laughing at? We could've died!\I'm already dead! response:	But...
context: Help!\Shiemi?\Stupid! Run!\I won't make it...\Amazing!\What are you laughing at? We could've died!\I'm already dead!\But... response:	I was very sick, so I never played outside.
context: Shiemi?\Stupid! Run!\I won't make it...\Amazing!\What are you laughing at? We could've died!\I'm already dead!\But...\I was very sick, so I never played outside. response:	No one ever scolded me or picked me up.
context: Stupid! Run!\I won't make it...\Amazing!\What are you laughing at? We could've died!\I'm already dead!\But...\I was very sick, so I never played outside.\No one ever scolded me or picked me up. response:	Today was a lot of fun!
context: I won't make it...\Amazing!\What are you laughing at? We could've died!\I'm already dead!\But...\I was very sick, so I never played outside.\No one ever scolded me or picked me up.\Today was a lot of fun! response:	Thanks, sis!
context: Amazing!\What are you laughing at? We could've died!\I'm already dead!\But...\I was very sick, so I never played outside.\No one ever scolded me or picked me up.\Today was a lot of fun!\Thanks, sis! response:	Oh? Is it over already? So boring...
context: What are you laughing at? We could've died!\I'm already dead!\But...\I was very sick, so I never played outside.\No one ever scolded me or picked me up.\Today was a lot of fun!\Thanks, sis!\Oh? Is it over already? So boring... response:	Brother's been holding me back, but I'm thinking I should break your sword...
context: I'm already dead!\But...\I was very sick, so I never played outside.\No one ever scolded me or picked me up.\Today was a lot of fun!\Thanks, sis!\Oh? Is it over already? So boring...\Brother's been holding me back, but I'm thinking I should break your sword... response:	Stop!
context: But...\I was very sick, so I never played outside.\No one ever scolded me or picked me up.\Today was a lot of fun!\Thanks, sis!\Oh? Is it over already? So boring...\Brother's been holding me back, but I'm thinking I should break your sword...\Stop! response:	Sever the head of the snake that
context: I was very sick, so I never played outside.\No one ever scolded me or picked me up.\Today was a lot of fun!\Thanks, sis!\Oh? Is it over already? So boring...\Brother's been holding me back, but I'm thinking I should break your sword...\Stop!\Sever the head of the snake that response:	devours the eight princesses.
context: No one ever scolded me or picked me up.\Today was a lot of fun!\Thanks, sis!\Oh? Is it over already? So boring...\Brother's been holding me back, but I'm thinking I should break your sword...\Stop!\Sever the head of the snake that\devours the eight princesses. response:	Who are you?
context: Today was a lot of fun!\Thanks, sis!\Oh? Is it over already? So boring...\Brother's been holding me back, but I'm thinking I should break your sword...\Stop!\Sever the head of the snake that\devours the eight princesses.\Who are you? response:	You're Amaimon, the Earth King, aren't you?
context: Thanks, sis!\Oh? Is it over already? So boring...\Brother's been holding me back, but I'm thinking I should break your sword...\Stop!\Sever the head of the snake that\devours the eight princesses.\Who are you?\You're Amaimon, the Earth King, aren't you? response:	How could a big fish like you get inside the Academy?
context: Oh? Is it over already? So boring...\Brother's been holding me back, but I'm thinking I should break your sword...\Stop!\Sever the head of the snake that\devours the eight princesses.\Who are you?\You're Amaimon, the Earth King, aren't you?\How could a big fish like you get inside the Academy? response:	Mephisto let you in?
context: Brother's been holding me back, but I'm thinking I should break your sword...\Stop!\Sever the head of the snake that\devours the eight princesses.\Who are you?\You're Amaimon, the Earth King, aren't you?\How could a big fish like you get inside the Academy?\Mephisto let you in? response:	You're in the way...
context: Stop!\Sever the head of the snake that\devours the eight princesses.\Who are you?\You're Amaimon, the Earth King, aren't you?\How could a big fish like you get inside the Academy?\Mephisto let you in?\You're in the way... response:	You are the one in the way.
context: Sever the head of the snake that\devours the eight princesses.\Who are you?\You're Amaimon, the Earth King, aren't you?\How could a big fish like you get inside the Academy?\Mephisto let you in?\You're in the way...\You are the one in the way. response:	Ah, screw it.
context: devours the eight princesses.\Who are you?\You're Amaimon, the Earth King, aren't you?\How could a big fish like you get inside the Academy?\Mephisto let you in?\You're in the way...\You are the one in the way.\Ah, screw it. response:	Next time.
context: Who are you?\You're Amaimon, the Earth King, aren't you?\How could a big fish like you get inside the Academy?\Mephisto let you in?\You're in the way...\You are the one in the way.\Ah, screw it.\Next time. response:	Wait!
context: You're Amaimon, the Earth King, aren't you?\How could a big fish like you get inside the Academy?\Mephisto let you in?\You're in the way...\You are the one in the way.\Ah, screw it.\Next time.\Wait! response:	Take care!
context: How could a big fish like you get inside the Academy?\Mephisto let you in?\You're in the way...\You are the one in the way.\Ah, screw it.\Next time.\Wait!\Take care! response:	People will be here soon. Hide your tail!
context: Mephisto let you in?\You're in the way...\You are the one in the way.\Ah, screw it.\Next time.\Wait!\Take care!\People will be here soon. Hide your tail! response:	He took my sword so easily...
context: You're in the way...\You are the one in the way.\Ah, screw it.\Next time.\Wait!\Take care!\People will be here soon. Hide your tail!\He took my sword so easily... response:	He was so strong...
context: You are the one in the way.\Ah, screw it.\Next time.\Wait!\Take care!\People will be here soon. Hide your tail!\He took my sword so easily...\He was so strong... response:	I lost it for a second!
context: Ah, screw it.\Next time.\Wait!\Take care!\People will be here soon. Hide your tail!\He took my sword so easily...\He was so strong...\I lost it for a second! response:	This is no different from back then!
context: Next time.\Wait!\Take care!\People will be here soon. Hide your tail!\He took my sword so easily...\He was so strong...\I lost it for a second!\This is no different from back then! response:	Rin, are you okay?
context: Wait!\Take care!\People will be here soon. Hide your tail!\He took my sword so easily...\He was so strong...\I lost it for a second!\This is no different from back then!\Rin, are you okay? response:	Don't touch me!
context: Take care!\People will be here soon. Hide your tail!\He took my sword so easily...\He was so strong...\I lost it for a second!\This is no different from back then!\Rin, are you okay?\Don't touch me! response:	Rin?
context: People will be here soon. Hide your tail!\He took my sword so easily...\He was so strong...\I lost it for a second!\This is no different from back then!\Rin, are you okay?\Don't touch me!\Rin? response:	Sorry. Never mind.
context: He took my sword so easily...\He was so strong...\I lost it for a second!\This is no different from back then!\Rin, are you okay?\Don't touch me!\Rin?\Sorry. Never mind. response:	Anyway, are you all right?
context: He was so strong...\I lost it for a second!\This is no different from back then!\Rin, are you okay?\Don't touch me!\Rin?\Sorry. Never mind.\Anyway, are you all right? response:	What happened to that brat?
context: I lost it for a second!\This is no different from back then!\Rin, are you okay?\Don't touch me!\Rin?\Sorry. Never mind.\Anyway, are you all right?\What happened to that brat? response:	He disappeared. He said thanks, sis.
context: This is no different from back then!\Rin, are you okay?\Don't touch me!\Rin?\Sorry. Never mind.\Anyway, are you all right?\What happened to that brat?\He disappeared. He said thanks, sis. response:	I see...
context: Rin, are you okay?\Don't touch me!\Rin?\Sorry. Never mind.\Anyway, are you all right?\What happened to that brat?\He disappeared. He said thanks, sis.\I see... response:	Rin! We should totally come here together next time!
context: Don't touch me!\Rin?\Sorry. Never mind.\Anyway, are you all right?\What happened to that brat?\He disappeared. He said thanks, sis.\I see...\Rin! We should totally come here together next time! response:	Yeah...
context: Rin?\Sorry. Never mind.\Anyway, are you all right?\What happened to that brat?\He disappeared. He said thanks, sis.\I see...\Rin! We should totally come here together next time!\Yeah... response:	Shiemi!
context: Sorry. Never mind.\Anyway, are you all right?\What happened to that brat?\He disappeared. He said thanks, sis.\I see...\Rin! We should totally come here together next time!\Yeah...\Shiemi! response:	Yuki?
context: Anyway, are you all right?\What happened to that brat?\He disappeared. He said thanks, sis.\I see...\Rin! We should totally come here together next time!\Yeah...\Shiemi!\Yuki? response:	Are you all right?
context: What happened to that brat?\He disappeared. He said thanks, sis.\I see...\Rin! We should totally come here together next time!\Yeah...\Shiemi!\Yuki?\Are you all right? response:	Yuki, Rin is wounded, he needs help.
context: He disappeared. He said thanks, sis.\I see...\Rin! We should totally come here together next time!\Yeah...\Shiemi!\Yuki?\Are you all right?\Yuki, Rin is wounded, he needs help. response:	Rin, what happened?
context: I see...\Rin! We should totally come here together next time!\Yeah...\Shiemi!\Yuki?\Are you all right?\Yuki, Rin is wounded, he needs help.\Rin, what happened? response:	You're late, Yukio.
context: Rin! We should totally come here together next time!\Yeah...\Shiemi!\Yuki?\Are you all right?\Yuki, Rin is wounded, he needs help.\Rin, what happened?\You're late, Yukio. response:	What took you so long? I had to make my move!
context: Yeah...\Shiemi!\Yuki?\Are you all right?\Yuki, Rin is wounded, he needs help.\Rin, what happened?\You're late, Yukio.\What took you so long? I had to make my move! response:	Long time no see.
context: Shiemi!\Yuki?\Are you all right?\Yuki, Rin is wounded, he needs help.\Rin, what happened?\You're late, Yukio.\What took you so long? I had to make my move!\Long time no see. response:	You can't be...
context: Yuki?\Are you all right?\Yuki, Rin is wounded, he needs help.\Rin, what happened?\You're late, Yukio.\What took you so long? I had to make my move!\Long time no see.\You can't be... response:	Aren't you Yamada?
context: Are you all right?\Yuki, Rin is wounded, he needs help.\Rin, what happened?\You're late, Yukio.\What took you so long? I had to make my move!\Long time no see.\You can't be...\Aren't you Yamada? response:	I'm fed up with this look anyway.
context: Yuki, Rin is wounded, he needs help.\Rin, what happened?\You're late, Yukio.\What took you so long? I had to make my move!\Long time no see.\You can't be...\Aren't you Yamada?\I'm fed up with this look anyway. response:	The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.
context: Rin, what happened?\You're late, Yukio.\What took you so long? I had to make my move!\Long time no see.\You can't be...\Aren't you Yamada?\I'm fed up with this look anyway.\The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch. response:	I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.
context: You're late, Yukio.\What took you so long? I had to make my move!\Long time no see.\You can't be...\Aren't you Yamada?\I'm fed up with this look anyway.\The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.\I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist. response:	Why have you been hiding the existence of Satan's son?
context: What took you so long? I had to make my move!\Long time no see.\You can't be...\Aren't you Yamada?\I'm fed up with this look anyway.\The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.\I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.\Why have you been hiding the existence of Satan's son? response:	Oh, I haven't been hiding him!
context: Long time no see.\You can't be...\Aren't you Yamada?\I'm fed up with this look anyway.\The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.\I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.\Why have you been hiding the existence of Satan's son?\Oh, I haven't been hiding him! response:	It's all for the sake of the Order of the True Cross.
context: You can't be...\Aren't you Yamada?\I'm fed up with this look anyway.\The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.\I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.\Why have you been hiding the existence of Satan's son?\Oh, I haven't been hiding him!\It's all for the sake of the Order of the True Cross. response:	I wanted to believe in you, Shiro.
context: Aren't you Yamada?\I'm fed up with this look anyway.\The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.\I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.\Why have you been hiding the existence of Satan's son?\Oh, I haven't been hiding him!\It's all for the sake of the Order of the True Cross.\I wanted to believe in you, Shiro. response:	Episode 12 szia A Game of Tag
context: I'm fed up with this look anyway.\The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.\I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.\Why have you been hiding the existence of Satan's son?\Oh, I haven't been hiding him!\It's all for the sake of the Order of the True Cross.\I wanted to believe in you, Shiro.\Episode 12 szia A Game of Tag response:	Next Episode Preview
context: The Vatican Headquarters dispatched me to investigate risk factors in the Japanese Branch.\I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.\Why have you been hiding the existence of Satan's son?\Oh, I haven't been hiding him!\It's all for the sake of the Order of the True Cross.\I wanted to believe in you, Shiro.\Episode 12 szia A Game of Tag\Next Episode Preview response:	Proof
context: I'm Shura Kirigakure, High Inspector, Upper First Class Exorcist.\Why have you been hiding the existence of Satan's son?\Oh, I haven't been hiding him!\It's all for the sake of the Order of the True Cross.\I wanted to believe in you, Shiro.\Episode 12 szia A Game of Tag\Next Episode Preview\Proof response:	The Blue Exorcist
context: Why have you been hiding the existence of Satan's son?\Oh, I haven't been hiding him!\It's all for the sake of the Order of the True Cross.\I wanted to believe in you, Shiro.\Episode 12 szia A Game of Tag\Next Episode Preview\Proof\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: Oh, I haven't been hiding him!\It's all for the sake of the Order of the True Cross.\I wanted to believe in you, Shiro.\Episode 12 szia A Game of Tag\Next Episode Preview\Proof\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: It's all for the sake of the Order of the True Cross.\I wanted to believe in you, Shiro.\Episode 12 szia A Game of Tag\Next Episode Preview\Proof\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: I wanted to believe in you, Shiro.\Episode 12 szia A Game of Tag\Next Episode Preview\Proof\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: Episode 12 szia A Game of Tag\Next Episode Preview\Proof\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
context: Next Episode Preview\Proof\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no response:	stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)
context: Proof\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go) response:	todokanu mono ya kagiri aru mono ni
context: The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni response:	atsuku naru mune wo osaetsukeru no wa
context: sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa response:	rikai mo sezu osaetsukeyou to shitekita
