context: Bra, Bra, Pig! response:	Lemme see, lemme see!
context: It's all because of them that Nipples...\Don't, I'm sorry!\It's all their fault...all their fault!\I can't do it...\There's nothing uglier than a jealous woman!\Now accept your loss!\Farewell...my Nipples...\What, these are the same panties from yesterday! response:	Hey!
context: Don't, I'm sorry!\It's all their fault...all their fault!\I can't do it...\There's nothing uglier than a jealous woman!\Now accept your loss!\Farewell...my Nipples...\What, these are the same panties from yesterday!\Hey! response:	When you have them on, the hamster...
context: It's all their fault...all their fault!\I can't do it...\There's nothing uglier than a jealous woman!\Now accept your loss!\Farewell...my Nipples...\What, these are the same panties from yesterday!\Hey!\When you have them on, the hamster... response:	Before
context: I can't do it...\There's nothing uglier than a jealous woman!\Now accept your loss!\Farewell...my Nipples...\What, these are the same panties from yesterday!\Hey!\When you have them on, the hamster...\Before response:	After
context: There's nothing uglier than a jealous woman!\Now accept your loss!\Farewell...my Nipples...\What, these are the same panties from yesterday!\Hey!\When you have them on, the hamster...\Before\After response:	She's saying sorry.
context: Now accept your loss!\Farewell...my Nipples...\What, these are the same panties from yesterday!\Hey!\When you have them on, the hamster...\Before\After\She's saying sorry. response:	You jerk...
context: Farewell...my Nipples...\What, these are the same panties from yesterday!\Hey!\When you have them on, the hamster...\Before\After\She's saying sorry.\You jerk... response:	Don't feel bad, Eldest. I like panties more when someone's actually wearing them.
context: What, these are the same panties from yesterday!\Hey!\When you have them on, the hamster...\Before\After\She's saying sorry.\You jerk...\Don't feel bad, Eldest. I like panties more when someone's actually wearing them. response:	Me too!
context: Hey!\When you have them on, the hamster...\Before\After\She's saying sorry.\You jerk...\Don't feel bad, Eldest. I like panties more when someone's actually wearing them.\Me too! response:	Me too.
context: When you have them on, the hamster...\Before\After\She's saying sorry.\You jerk...\Don't feel bad, Eldest. I like panties more when someone's actually wearing them.\Me too!\Me too. response:	Me too.
context: Before\After\She's saying sorry.\You jerk...\Don't feel bad, Eldest. I like panties more when someone's actually wearing them.\Me too!\Me too.\Me too. response:	Me too.
context: After\She's saying sorry.\You jerk...\Don't feel bad, Eldest. I like panties more when someone's actually wearing them.\Me too!\Me too.\Me too.\Me too. response:	Me too.
context: She's saying sorry.\You jerk...\Don't feel bad, Eldest. I like panties more when someone's actually wearing them.\Me too!\Me too.\Me too.\Me too.\Me too. response:	M-Me too..
context: You jerk...\Don't feel bad, Eldest. I like panties more when someone's actually wearing them.\Me too!\Me too.\Me too.\Me too.\Me too.\M-Me too.. response:	I knew it.
context: Don't feel bad, Eldest. I like panties more when someone's actually wearing them.\Me too!\Me too.\Me too.\Me too.\Me too.\M-Me too..\I knew it. response:	Shin-chan!
context: Me too!\Me too.\Me too.\Me too.\Me too.\M-Me too..\I knew it.\Shin-chan! response:	Per-vert! Per-vert! Per-vert!
context: Me too.\Me too.\Me too.\Me too.\M-Me too..\I knew it.\Shin-chan!\Per-vert! Per-vert! Per-vert! response:	Am not!
context: Me too.\Me too.\Me too.\M-Me too..\I knew it.\Shin-chan!\Per-vert! Per-vert! Per-vert!\Am not! response:	Can we PLEASE start class now?
context: Me too.\Me too.\M-Me too..\I knew it.\Shin-chan!\Per-vert! Per-vert! Per-vert!\Am not!\Can we PLEASE start class now? response:	Nipples...
context: Me too.\M-Me too..\I knew it.\Shin-chan!\Per-vert! Per-vert! Per-vert!\Am not!\Can we PLEASE start class now?\Nipples... response:	Your bra's so cute, Sugi-chan!
context: M-Me too..\I knew it.\Shin-chan!\Per-vert! Per-vert! Per-vert!\Am not!\Can we PLEASE start class now?\Nipples...\Your bra's so cute, Sugi-chan! response:	It's the finest haute couture, probably the only one of its kind in the world!
context: I knew it.\Shin-chan!\Per-vert! Per-vert! Per-vert!\Am not!\Can we PLEASE start class now?\Nipples...\Your bra's so cute, Sugi-chan!\It's the finest haute couture, probably the only one of its kind in the world! response:	I bet the people who lovingly sewed that bra would drop to their
context: Shin-chan!\Per-vert! Per-vert! Per-vert!\Am not!\Can we PLEASE start class now?\Nipples...\Your bra's so cute, Sugi-chan!\It's the finest haute couture, probably the only one of its kind in the world!\I bet the people who lovingly sewed that bra would drop to their response:	knees and weep if they knew YOU were wearing it.
context: Per-vert! Per-vert! Per-vert!\Am not!\Can we PLEASE start class now?\Nipples...\Your bra's so cute, Sugi-chan!\It's the finest haute couture, probably the only one of its kind in the world!\I bet the people who lovingly sewed that bra would drop to their\knees and weep if they knew YOU were wearing it. response:	What?
context: Am not!\Can we PLEASE start class now?\Nipples...\Your bra's so cute, Sugi-chan!\It's the finest haute couture, probably the only one of its kind in the world!\I bet the people who lovingly sewed that bra would drop to their\knees and weep if they knew YOU were wearing it.\What? response:	Oh well, you'll probably NEVER need one anyway.
context: Can we PLEASE start class now?\Nipples...\Your bra's so cute, Sugi-chan!\It's the finest haute couture, probably the only one of its kind in the world!\I bet the people who lovingly sewed that bra would drop to their\knees and weep if they knew YOU were wearing it.\What?\Oh well, you'll probably NEVER need one anyway. response:	I-I could use on, believe you me!
context: Nipples...\Your bra's so cute, Sugi-chan!\It's the finest haute couture, probably the only one of its kind in the world!\I bet the people who lovingly sewed that bra would drop to their\knees and weep if they knew YOU were wearing it.\What?\Oh well, you'll probably NEVER need one anyway.\I-I could use on, believe you me! response:	I just...umm...
context: Your bra's so cute, Sugi-chan!\It's the finest haute couture, probably the only one of its kind in the world!\I bet the people who lovingly sewed that bra would drop to their\knees and weep if they knew YOU were wearing it.\What?\Oh well, you'll probably NEVER need one anyway.\I-I could use on, believe you me!\I just...umm... response:	I'm too poor to buy one!
context: It's the finest haute couture, probably the only one of its kind in the world!\I bet the people who lovingly sewed that bra would drop to their\knees and weep if they knew YOU were wearing it.\What?\Oh well, you'll probably NEVER need one anyway.\I-I could use on, believe you me!\I just...umm...\I'm too poor to buy one! response:	Micchan...
context: I bet the people who lovingly sewed that bra would drop to their\knees and weep if they knew YOU were wearing it.\What?\Oh well, you'll probably NEVER need one anyway.\I-I could use on, believe you me!\I just...umm...\I'm too poor to buy one!\Micchan... response:	Oh my, both your chest AND your bank account are at zero, then?
context: knees and weep if they knew YOU were wearing it.\What?\Oh well, you'll probably NEVER need one anyway.\I-I could use on, believe you me!\I just...umm...\I'm too poor to buy one!\Micchan...\Oh my, both your chest AND your bank account are at zero, then? response:	My chest isn't a zero!
context: What?\Oh well, you'll probably NEVER need one anyway.\I-I could use on, believe you me!\I just...umm...\I'm too poor to buy one!\Micchan...\Oh my, both your chest AND your bank account are at zero, then?\My chest isn't a zero! response:	But her pride is...
context: Oh well, you'll probably NEVER need one anyway.\I-I could use on, believe you me!\I just...umm...\I'm too poor to buy one!\Micchan...\Oh my, both your chest AND your bank account are at zero, then?\My chest isn't a zero!\But her pride is... response:	Futaba-chan, we're not swimming until after warmups!
context: I-I could use on, believe you me!\I just...umm...\I'm too poor to buy one!\Micchan...\Oh my, both your chest AND your bank account are at zero, then?\My chest isn't a zero!\But her pride is...\Futaba-chan, we're not swimming until after warmups! response:	Are you listening to me?
context: I just...umm...\I'm too poor to buy one!\Micchan...\Oh my, both your chest AND your bank account are at zero, then?\My chest isn't a zero!\But her pride is...\Futaba-chan, we're not swimming until after warmups!\Are you listening to me? response:	Everyone begin!
context: I'm too poor to buy one!\Micchan...\Oh my, both your chest AND your bank account are at zero, then?\My chest isn't a zero!\But her pride is...\Futaba-chan, we're not swimming until after warmups!\Are you listening to me?\Everyone begin! response:	One, two, three, four...
context: Micchan...\Oh my, both your chest AND your bank account are at zero, then?\My chest isn't a zero!\But her pride is...\Futaba-chan, we're not swimming until after warmups!\Are you listening to me?\Everyone begin!\One, two, three, four... response:	Two, two, three, four...
context: Oh my, both your chest AND your bank account are at zero, then?\My chest isn't a zero!\But her pride is...\Futaba-chan, we're not swimming until after warmups!\Are you listening to me?\Everyone begin!\One, two, three, four...\Two, two, three, four... response:	See...I'm...0.8 centimeters bigger...
context: My chest isn't a zero!\But her pride is...\Futaba-chan, we're not swimming until after warmups!\Are you listening to me?\Everyone begin!\One, two, three, four...\Two, two, three, four...\See...I'm...0.8 centimeters bigger... response:	No...I'm...0.5 centimeters bigger...
context: But her pride is...\Futaba-chan, we're not swimming until after warmups!\Are you listening to me?\Everyone begin!\One, two, three, four...\Two, two, three, four...\See...I'm...0.8 centimeters bigger...\No...I'm...0.5 centimeters bigger... response:	Admit it...I win...
context: Futaba-chan, we're not swimming until after warmups!\Are you listening to me?\Everyone begin!\One, two, three, four...\Two, two, three, four...\See...I'm...0.8 centimeters bigger...\No...I'm...0.5 centimeters bigger...\Admit it...I win... response:	You admit it!
context: Are you listening to me?\Everyone begin!\One, two, three, four...\Two, two, three, four...\See...I'm...0.8 centimeters bigger...\No...I'm...0.5 centimeters bigger...\Admit it...I win...\You admit it! response:	You're really flexible!
context: Everyone begin!\One, two, three, four...\Two, two, three, four...\See...I'm...0.8 centimeters bigger...\No...I'm...0.5 centimeters bigger...\Admit it...I win...\You admit it!\You're really flexible! response:	What a pointless argument.
context: One, two, three, four...\Two, two, three, four...\See...I'm...0.8 centimeters bigger...\No...I'm...0.5 centimeters bigger...\Admit it...I win...\You admit it!\You're really flexible!\What a pointless argument. response:	POINTLESS?!
context: Two, two, three, four...\See...I'm...0.8 centimeters bigger...\No...I'm...0.5 centimeters bigger...\Admit it...I win...\You admit it!\You're really flexible!\What a pointless argument.\POINTLESS?! response:	Pointless, I say!
context: See...I'm...0.8 centimeters bigger...\No...I'm...0.5 centimeters bigger...\Admit it...I win...\You admit it!\You're really flexible!\What a pointless argument.\POINTLESS?!\Pointless, I say! response:	Forget your little mosquito bites,
context: No...I'm...0.5 centimeters bigger...\Admit it...I win...\You admit it!\You're really flexible!\What a pointless argument.\POINTLESS?!\Pointless, I say!\Forget your little mosquito bites, response:	you could be debating global warming or something that actually MATTERS!
context: Admit it...I win...\You admit it!\You're really flexible!\What a pointless argument.\POINTLESS?!\Pointless, I say!\Forget your little mosquito bites,\you could be debating global warming or something that actually MATTERS! response:	Easy, man...
context: You admit it!\You're really flexible!\What a pointless argument.\POINTLESS?!\Pointless, I say!\Forget your little mosquito bites,\you could be debating global warming or something that actually MATTERS!\Easy, man... response:	Wow, I've never seen Chiba so unconcerned with sex!
context: You're really flexible!\What a pointless argument.\POINTLESS?!\Pointless, I say!\Forget your little mosquito bites,\you could be debating global warming or something that actually MATTERS!\Easy, man...\Wow, I've never seen Chiba so unconcerned with sex! response:	Fine, we'll have Futaba examine us and determine the winner once and for all!
context: What a pointless argument.\POINTLESS?!\Pointless, I say!\Forget your little mosquito bites,\you could be debating global warming or something that actually MATTERS!\Easy, man...\Wow, I've never seen Chiba so unconcerned with sex!\Fine, we'll have Futaba examine us and determine the winner once and for all! response:	Futaba?
context: POINTLESS?!\Pointless, I say!\Forget your little mosquito bites,\you could be debating global warming or something that actually MATTERS!\Easy, man...\Wow, I've never seen Chiba so unconcerned with sex!\Fine, we'll have Futaba examine us and determine the winner once and for all!\Futaba? response:	Futaba can read a bust size by sight to within a tenth of a millimeter!
context: Pointless, I say!\Forget your little mosquito bites,\you could be debating global warming or something that actually MATTERS!\Easy, man...\Wow, I've never seen Chiba so unconcerned with sex!\Fine, we'll have Futaba examine us and determine the winner once and for all!\Futaba?\Futaba can read a bust size by sight to within a tenth of a millimeter! response:	They're the same cup size, but the right girl's 0.82 centimeters bigger.
context: Forget your little mosquito bites,\you could be debating global warming or something that actually MATTERS!\Easy, man...\Wow, I've never seen Chiba so unconcerned with sex!\Fine, we'll have Futaba examine us and determine the winner once and for all!\Futaba?\Futaba can read a bust size by sight to within a tenth of a millimeter!\They're the same cup size, but the right girl's 0.82 centimeters bigger. response:	That's pretty amazing, but she's your sister so she'll pick you anyway.
context: you could be debating global warming or something that actually MATTERS!\Easy, man...\Wow, I've never seen Chiba so unconcerned with sex!\Fine, we'll have Futaba examine us and determine the winner once and for all!\Futaba?\Futaba can read a bust size by sight to within a tenth of a millimeter!\They're the same cup size, but the right girl's 0.82 centimeters bigger.\That's pretty amazing, but she's your sister so she'll pick you anyway. response:	Nah.
context: Easy, man...\Wow, I've never seen Chiba so unconcerned with sex!\Fine, we'll have Futaba examine us and determine the winner once and for all!\Futaba?\Futaba can read a bust size by sight to within a tenth of a millimeter!\They're the same cup size, but the right girl's 0.82 centimeters bigger.\That's pretty amazing, but she's your sister so she'll pick you anyway.\Nah. response:	She's more stringent about boobs than the manliest man!
context: Wow, I've never seen Chiba so unconcerned with sex!\Fine, we'll have Futaba examine us and determine the winner once and for all!\Futaba?\Futaba can read a bust size by sight to within a tenth of a millimeter!\They're the same cup size, but the right girl's 0.82 centimeters bigger.\That's pretty amazing, but she's your sister so she'll pick you anyway.\Nah.\She's more stringent about boobs than the manliest man! response:	Man
context: Fine, we'll have Futaba examine us and determine the winner once and for all!\Futaba?\Futaba can read a bust size by sight to within a tenth of a millimeter!\They're the same cup size, but the right girl's 0.82 centimeters bigger.\That's pretty amazing, but she's your sister so she'll pick you anyway.\Nah.\She's more stringent about boobs than the manliest man!\Man response:	Including me!
context: Futaba?\Futaba can read a bust size by sight to within a tenth of a millimeter!\They're the same cup size, but the right girl's 0.82 centimeters bigger.\That's pretty amazing, but she's your sister so she'll pick you anyway.\Nah.\She's more stringent about boobs than the manliest man!\Man\Including me! response:	She's a GIRL.
context: Futaba can read a bust size by sight to within a tenth of a millimeter!\They're the same cup size, but the right girl's 0.82 centimeters bigger.\That's pretty amazing, but she's your sister so she'll pick you anyway.\Nah.\She's more stringent about boobs than the manliest man!\Man\Including me!\She's a GIRL. response:	All right, all right.
context: They're the same cup size, but the right girl's 0.82 centimeters bigger.\That's pretty amazing, but she's your sister so she'll pick you anyway.\Nah.\She's more stringent about boobs than the manliest man!\Man\Including me!\She's a GIRL.\All right, all right. response:	And the loser has to speak to the winner like a servant for the rest of their life.
context: That's pretty amazing, but she's your sister so she'll pick you anyway.\Nah.\She's more stringent about boobs than the manliest man!\Man\Including me!\She's a GIRL.\All right, all right.\And the loser has to speak to the winner like a servant for the rest of their life. response:	Deal!
context: Nah.\She's more stringent about boobs than the manliest man!\Man\Including me!\She's a GIRL.\All right, all right.\And the loser has to speak to the winner like a servant for the rest of their life.\Deal! response:	Futaba, c'mere!
context: She's more stringent about boobs than the manliest man!\Man\Including me!\She's a GIRL.\All right, all right.\And the loser has to speak to the winner like a servant for the rest of their life.\Deal!\Futaba, c'mere! response:	I don't think she can hear us.
context: Man\Including me!\She's a GIRL.\All right, all right.\And the loser has to speak to the winner like a servant for the rest of their life.\Deal!\Futaba, c'mere!\I don't think she can hear us. response:	Ugh...
context: Including me!\She's a GIRL.\All right, all right.\And the loser has to speak to the winner like a servant for the rest of their life.\Deal!\Futaba, c'mere!\I don't think she can hear us.\Ugh... response:	Hey Futaba, stop!
context: She's a GIRL.\All right, all right.\And the loser has to speak to the winner like a servant for the rest of their life.\Deal!\Futaba, c'mere!\I don't think she can hear us.\Ugh...\Hey Futaba, stop! response:	Stop-
context: All right, all right.\And the loser has to speak to the winner like a servant for the rest of their life.\Deal!\Futaba, c'mere!\I don't think she can hear us.\Ugh...\Hey Futaba, stop!\Stop- response:	Stop-
context: And the loser has to speak to the winner like a servant for the rest of their life.\Deal!\Futaba, c'mere!\I don't think she can hear us.\Ugh...\Hey Futaba, stop!\Stop-\Stop- response:	Stop-
context: Deal!\Futaba, c'mere!\I don't think she can hear us.\Ugh...\Hey Futaba, stop!\Stop-\Stop-\Stop- response:	How do you stop that thing?!
context: Futaba, c'mere!\I don't think she can hear us.\Ugh...\Hey Futaba, stop!\Stop-\Stop-\Stop-\How do you stop that thing?! response:	Dunno.
context: I don't think she can hear us.\Ugh...\Hey Futaba, stop!\Stop-\Stop-\Stop-\How do you stop that thing?!\Dunno. response:	I WILL stop you!
context: Ugh...\Hey Futaba, stop!\Stop-\Stop-\Stop-\How do you stop that thing?!\Dunno.\I WILL stop you! response:	I'll make you examine our boobs and declare me the winner!
context: Hey Futaba, stop!\Stop-\Stop-\Stop-\How do you stop that thing?!\Dunno.\I WILL stop you!\I'll make you examine our boobs and declare me the winner! response:	Boobie inspections?
context: Stop-\Stop-\Stop-\How do you stop that thing?!\Dunno.\I WILL stop you!\I'll make you examine our boobs and declare me the winner!\Boobie inspections? response:	I knew she could hear us!
context: Stop-\Stop-\How do you stop that thing?!\Dunno.\I WILL stop you!\I'll make you examine our boobs and declare me the winner!\Boobie inspections?\I knew she could hear us! response:	I'm in! Boobie inspections!
context: Stop-\How do you stop that thing?!\Dunno.\I WILL stop you!\I'll make you examine our boobs and declare me the winner!\Boobie inspections?\I knew she could hear us!\I'm in! Boobie inspections! response:	Time for you to lose!
context: How do you stop that thing?!\Dunno.\I WILL stop you!\I'll make you examine our boobs and declare me the winner!\Boobie inspections?\I knew she could hear us!\I'm in! Boobie inspections!\Time for you to lose! response:	Don't hate me when I win!
context: Dunno.\I WILL stop you!\I'll make you examine our boobs and declare me the winner!\Boobie inspections?\I knew she could hear us!\I'm in! Boobie inspections!\Time for you to lose!\Don't hate me when I win! response:	Can we PLEASE do our lesson?
context: I WILL stop you!\I'll make you examine our boobs and declare me the winner!\Boobie inspections?\I knew she could hear us!\I'm in! Boobie inspections!\Time for you to lose!\Don't hate me when I win!\Can we PLEASE do our lesson? response:	Where are the boobs?
context: I'll make you examine our boobs and declare me the winner!\Boobie inspections?\I knew she could hear us!\I'm in! Boobie inspections!\Time for you to lose!\Don't hate me when I win!\Can we PLEASE do our lesson?\Where are the boobs? response:	Sugisaki
context: Boobie inspections?\I knew she could hear us!\I'm in! Boobie inspections!\Time for you to lose!\Don't hate me when I win!\Can we PLEASE do our lesson?\Where are the boobs?\Sugisaki response:	Marui 1
context: I knew she could hear us!\I'm in! Boobie inspections!\Time for you to lose!\Don't hate me when I win!\Can we PLEASE do our lesson?\Where are the boobs?\Sugisaki\Marui 1 response:	6-3, Marui 1.
context: I'm in! Boobie inspections!\Time for you to lose!\Don't hate me when I win!\Can we PLEASE do our lesson?\Where are the boobs?\Sugisaki\Marui 1\6-3, Marui 1. response:	6-3, Sugisaki.
context: Time for you to lose!\Don't hate me when I win!\Can we PLEASE do our lesson?\Where are the boobs?\Sugisaki\Marui 1\6-3, Marui 1.\6-3, Sugisaki. response:	Good job Futaba, you read the kanji correctly!
context: Don't hate me when I win!\Can we PLEASE do our lesson?\Where are the boobs?\Sugisaki\Marui 1\6-3, Marui 1.\6-3, Sugisaki.\Good job Futaba, you read the kanji correctly! response:	I did it!
context: Can we PLEASE do our lesson?\Where are the boobs?\Sugisaki\Marui 1\6-3, Marui 1.\6-3, Sugisaki.\Good job Futaba, you read the kanji correctly!\I did it! response:	So where are the boobies?
context: Where are the boobs?\Sugisaki\Marui 1\6-3, Marui 1.\6-3, Sugisaki.\Good job Futaba, you read the kanji correctly!\I did it!\So where are the boobies? response:	Girls Locker Room
context: Sugisaki\Marui 1\6-3, Marui 1.\6-3, Sugisaki.\Good job Futaba, you read the kanji correctly!\I did it!\So where are the boobies?\Girls Locker Room response:	This isn't over.
context: Marui 1\6-3, Marui 1.\6-3, Sugisaki.\Good job Futaba, you read the kanji correctly!\I did it!\So where are the boobies?\Girls Locker Room\This isn't over. response:	I have it in the bag, though.
context: 6-3, Marui 1.\6-3, Sugisaki.\Good job Futaba, you read the kanji correctly!\I did it!\So where are the boobies?\Girls Locker Room\This isn't over.\I have it in the bag, though. response:	Oh whatever.
context: 6-3, Sugisaki.\Good job Futaba, you read the kanji correctly!\I did it!\So where are the boobies?\Girls Locker Room\This isn't over.\I have it in the bag, though.\Oh whatever. response:	What?
context: Good job Futaba, you read the kanji correctly!\I did it!\So where are the boobies?\Girls Locker Room\This isn't over.\I have it in the bag, though.\Oh whatever.\What? response:	Bingo!
context: I did it!\So where are the boobies?\Girls Locker Room\This isn't over.\I have it in the bag, though.\Oh whatever.\What?\Bingo! response:	Hey-
context: So where are the boobies?\Girls Locker Room\This isn't over.\I have it in the bag, though.\Oh whatever.\What?\Bingo!\Hey- response:	All I have to do is wear your bra and it'll be obvious I'm bigger!
context: Girls Locker Room\This isn't over.\I have it in the bag, though.\Oh whatever.\What?\Bingo!\Hey-\All I have to do is wear your bra and it'll be obvious I'm bigger! response:	No, give it back!
context: This isn't over.\I have it in the bag, though.\Oh whatever.\What?\Bingo!\Hey-\All I have to do is wear your bra and it'll be obvious I'm bigger!\No, give it back! response:	Let's see...
context: I have it in the bag, though.\Oh whatever.\What?\Bingo!\Hey-\All I have to do is wear your bra and it'll be obvious I'm bigger!\No, give it back!\Let's see... response:	Hey!
context: Oh whatever.\What?\Bingo!\Hey-\All I have to do is wear your bra and it'll be obvious I'm bigger!\No, give it back!\Let's see...\Hey! response:	No...it's so tight!
context: What?\Bingo!\Hey-\All I have to do is wear your bra and it'll be obvious I'm bigger!\No, give it back!\Let's see...\Hey!\No...it's so tight! response:	It...can't be...
context: Bingo!\Hey-\All I have to do is wear your bra and it'll be obvious I'm bigger!\No, give it back!\Let's see...\Hey!\No...it's so tight!\It...can't be... response:	I'm the clear winner!
context: Hey-\All I have to do is wear your bra and it'll be obvious I'm bigger!\No, give it back!\Let's see...\Hey!\No...it's so tight!\It...can't be...\I'm the clear winner! response:	Start groveling like a servant! Say -sama after my name!
context: All I have to do is wear your bra and it'll be obvious I'm bigger!\No, give it back!\Let's see...\Hey!\No...it's so tight!\It...can't be...\I'm the clear winner!\Start groveling like a servant! Say -sama after my name! response:	Drop to your knees whenever I pass you by!
context: No, give it back!\Let's see...\Hey!\No...it's so tight!\It...can't be...\I'm the clear winner!\Start groveling like a servant! Say -sama after my name!\Drop to your knees whenever I pass you by! response:	It keeps getting worse...
context: Let's see...\Hey!\No...it's so tight!\It...can't be...\I'm the clear winner!\Start groveling like a servant! Say -sama after my name!\Drop to your knees whenever I pass you by!\It keeps getting worse... response:	Another slave to add to my ranks...
context: Hey!\No...it's so tight!\It...can't be...\I'm the clear winner!\Start groveling like a servant! Say -sama after my name!\Drop to your knees whenever I pass you by!\It keeps getting worse...\Another slave to add to my ranks... response:	What're you doing?
context: No...it's so tight!\It...can't be...\I'm the clear winner!\Start groveling like a servant! Say -sama after my name!\Drop to your knees whenever I pass you by!\It keeps getting worse...\Another slave to add to my ranks...\What're you doing? response:	That's a real bold fashion statement.
context: It...can't be...\I'm the clear winner!\Start groveling like a servant! Say -sama after my name!\Drop to your knees whenever I pass you by!\It keeps getting worse...\Another slave to add to my ranks...\What're you doing?\That's a real bold fashion statement. response:	Sweet!
context: I'm the clear winner!\Start groveling like a servant! Say -sama after my name!\Drop to your knees whenever I pass you by!\It keeps getting worse...\Another slave to add to my ranks...\What're you doing?\That's a real bold fashion statement.\Sweet! response:	Unhook it.
context: Start groveling like a servant! Say -sama after my name!\Drop to your knees whenever I pass you by!\It keeps getting worse...\Another slave to add to my ranks...\What're you doing?\That's a real bold fashion statement.\Sweet!\Unhook it. response:	Hmm? What?
context: Drop to your knees whenever I pass you by!\It keeps getting worse...\Another slave to add to my ranks...\What're you doing?\That's a real bold fashion statement.\Sweet!\Unhook it.\Hmm? What? response:	I-
context: It keeps getting worse...\Another slave to add to my ranks...\What're you doing?\That's a real bold fashion statement.\Sweet!\Unhook it.\Hmm? What?\I- response:	I said unhook it.
context: Another slave to add to my ranks...\What're you doing?\That's a real bold fashion statement.\Sweet!\Unhook it.\Hmm? What?\I-\I said unhook it. response:	I'm afraid I can't hear you.
context: What're you doing?\That's a real bold fashion statement.\Sweet!\Unhook it.\Hmm? What?\I-\I said unhook it.\I'm afraid I can't hear you. response:	Unhook it.
context: That's a real bold fashion statement.\Sweet!\Unhook it.\Hmm? What?\I-\I said unhook it.\I'm afraid I can't hear you.\Unhook it. response:	Unhook WHAT?
context: Sweet!\Unhook it.\Hmm? What?\I-\I said unhook it.\I'm afraid I can't hear you.\Unhook it.\Unhook WHAT? response:	What did you need me to do, Miss modern pervo fashionista?
context: Unhook it.\Hmm? What?\I-\I said unhook it.\I'm afraid I can't hear you.\Unhook it.\Unhook WHAT?\What did you need me to do, Miss modern pervo fashionista? response:	Unhook it...
context: Hmm? What?\I-\I said unhook it.\I'm afraid I can't hear you.\Unhook it.\Unhook WHAT?\What did you need me to do, Miss modern pervo fashionista?\Unhook it... response:	UNHOOK THE BRA!
context: I-\I said unhook it.\I'm afraid I can't hear you.\Unhook it.\Unhook WHAT?\What did you need me to do, Miss modern pervo fashionista?\Unhook it...\UNHOOK THE BRA! response:	Mitsudomoe.
context: I said unhook it.\I'm afraid I can't hear you.\Unhook it.\Unhook WHAT?\What did you need me to do, Miss modern pervo fashionista?\Unhook it...\UNHOOK THE BRA!\Mitsudomoe. response:	Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.
context: I'm afraid I can't hear you.\Unhook it.\Unhook WHAT?\What did you need me to do, Miss modern pervo fashionista?\Unhook it...\UNHOOK THE BRA!\Mitsudomoe.\Sugisaki-san's bra is probably too tight because the underwire doesn't fit right. response:	Under-what?
context: Unhook it.\Unhook WHAT?\What did you need me to do, Miss modern pervo fashionista?\Unhook it...\UNHOOK THE BRA!\Mitsudomoe.\Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.\Under-what? response:	The part right under the actual breast.
context: Unhook WHAT?\What did you need me to do, Miss modern pervo fashionista?\Unhook it...\UNHOOK THE BRA!\Mitsudomoe.\Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.\Under-what?\The part right under the actual breast. response:	It's the top part that's tight, isn't it?
context: What did you need me to do, Miss modern pervo fashionista?\Unhook it...\UNHOOK THE BRA!\Mitsudomoe.\Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.\Under-what?\The part right under the actual breast.\It's the top part that's tight, isn't it? response:	Ex-actly
context: Unhook it...\UNHOOK THE BRA!\Mitsudomoe.\Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.\Under-what?\The part right under the actual breast.\It's the top part that's tight, isn't it?\Ex-actly response:	The only reason it's tight is because of the extra fat you're carrying, you *** pig!
context: UNHOOK THE BRA!\Mitsudomoe.\Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.\Under-what?\The part right under the actual breast.\It's the top part that's tight, isn't it?\Ex-actly\The only reason it's tight is because of the extra fat you're carrying, you *** pig! response:	I really wanted say that, but she's so pitiful I just couldn't do it.
context: Mitsudomoe.\Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.\Under-what?\The part right under the actual breast.\It's the top part that's tight, isn't it?\Ex-actly\The only reason it's tight is because of the extra fat you're carrying, you *** pig!\I really wanted say that, but she's so pitiful I just couldn't do it. response:	Mitsudomoe.
context: Sugisaki-san's bra is probably too tight because the underwire doesn't fit right.\Under-what?\The part right under the actual breast.\It's the top part that's tight, isn't it?\Ex-actly\The only reason it's tight is because of the extra fat you're carrying, you *** pig!\I really wanted say that, but she's so pitiful I just couldn't do it.\Mitsudomoe. response:	Tomorrow is parents day!
context: Under-what?\The part right under the actual breast.\It's the top part that's tight, isn't it?\Ex-actly\The only reason it's tight is because of the extra fat you're carrying, you *** pig!\I really wanted say that, but she's so pitiful I just couldn't do it.\Mitsudomoe.\Tomorrow is parents day! response:	I'm gonna read my essay, it's called My dad!
context: The part right under the actual breast.\It's the top part that's tight, isn't it?\Ex-actly\The only reason it's tight is because of the extra fat you're carrying, you *** pig!\I really wanted say that, but she's so pitiful I just couldn't do it.\Mitsudomoe.\Tomorrow is parents day!\I'm gonna read my essay, it's called My dad! response:	Oh, I can't wait!
context: It's the top part that's tight, isn't it?\Ex-actly\The only reason it's tight is because of the extra fat you're carrying, you *** pig!\I really wanted say that, but she's so pitiful I just couldn't do it.\Mitsudomoe.\Tomorrow is parents day!\I'm gonna read my essay, it's called My dad!\Oh, I can't wait! response:	You're COMING?
