context: Yeesh. You're gonna make me drunk without even drinking anything. response:	So, did you find out anything?
context: Open! Gate of the Chisel! Caelum!\Please keep watch.\Two gates open simultaneously...\Um... Is there something you want to say?\You've been staring at me.\Is a Celestial Wizard so unusual?\No... That's not it.\Your name is Katja? response:	You remind me of someone I knew.
context: Please keep watch.\Two gates open simultaneously...\Um... Is there something you want to say?\You've been staring at me.\Is a Celestial Wizard so unusual?\No... That's not it.\Your name is Katja?\You remind me of someone I knew. response:	I do?
context: Two gates open simultaneously...\Um... Is there something you want to say?\You've been staring at me.\Is a Celestial Wizard so unusual?\No... That's not it.\Your name is Katja?\You remind me of someone I knew.\I do? response:	Who are you calling flat as an ironing board?!
context: Um... Is there something you want to say?\You've been staring at me.\Is a Celestial Wizard so unusual?\No... That's not it.\Your name is Katja?\You remind me of someone I knew.\I do?\Who are you calling flat as an ironing board?! response:	I didn't say anything!
context: You've been staring at me.\Is a Celestial Wizard so unusual?\No... That's not it.\Your name is Katja?\You remind me of someone I knew.\I do?\Who are you calling flat as an ironing board?!\I didn't say anything! response:	Why are you fooling around?
context: Is a Celestial Wizard so unusual?\No... That's not it.\Your name is Katja?\You remind me of someone I knew.\I do?\Who are you calling flat as an ironing board?!\I didn't say anything!\Why are you fooling around? response:	Uh, pardon me.
context: No... That's not it.\Your name is Katja?\You remind me of someone I knew.\I do?\Who are you calling flat as an ironing board?!\I didn't say anything!\Why are you fooling around?\Uh, pardon me. response:	N-No, I'm the one who owes you an apology.
context: Your name is Katja?\You remind me of someone I knew.\I do?\Who are you calling flat as an ironing board?!\I didn't say anything!\Why are you fooling around?\Uh, pardon me.\N-No, I'm the one who owes you an apology. response:	So, I remind you of a girl?
context: You remind me of someone I knew.\I do?\Who are you calling flat as an ironing board?!\I didn't say anything!\Why are you fooling around?\Uh, pardon me.\N-No, I'm the one who owes you an apology.\So, I remind you of a girl? response:	She died seven years ago.
context: I do?\Who are you calling flat as an ironing board?!\I didn't say anything!\Why are you fooling around?\Uh, pardon me.\N-No, I'm the one who owes you an apology.\So, I remind you of a girl?\She died seven years ago. response:	If I had done things differently then...
context: Who are you calling flat as an ironing board?!\I didn't say anything!\Why are you fooling around?\Uh, pardon me.\N-No, I'm the one who owes you an apology.\So, I remind you of a girl?\She died seven years ago.\If I had done things differently then... response:	Huh. I'm a little envious.
context: I didn't say anything!\Why are you fooling around?\Uh, pardon me.\N-No, I'm the one who owes you an apology.\So, I remind you of a girl?\She died seven years ago.\If I had done things differently then...\Huh. I'm a little envious. response:	Even though she died years ago, you still care about her...
context: Why are you fooling around?\Uh, pardon me.\N-No, I'm the one who owes you an apology.\So, I remind you of a girl?\She died seven years ago.\If I had done things differently then...\Huh. I'm a little envious.\Even though she died years ago, you still care about her... response:	I don't have anyone like that...
context: Uh, pardon me.\N-No, I'm the one who owes you an apology.\So, I remind you of a girl?\She died seven years ago.\If I had done things differently then...\Huh. I'm a little envious.\Even though she died years ago, you still care about her...\I don't have anyone like that... response:	No, even if I did, 100 years is...
context: N-No, I'm the one who owes you an apology.\So, I remind you of a girl?\She died seven years ago.\If I had done things differently then...\Huh. I'm a little envious.\Even though she died years ago, you still care about her...\I don't have anyone like that...\No, even if I did, 100 years is... response:	I'd already given up.
context: So, I remind you of a girl?\She died seven years ago.\If I had done things differently then...\Huh. I'm a little envious.\Even though she died years ago, you still care about her...\I don't have anyone like that...\No, even if I did, 100 years is...\I'd already given up. response:	One church after another was attacked,
context: She died seven years ago.\If I had done things differently then...\Huh. I'm a little envious.\Even though she died years ago, you still care about her...\I don't have anyone like that...\No, even if I did, 100 years is...\I'd already given up.\One church after another was attacked, response:	and most of my friends had passed on.
context: If I had done things differently then...\Huh. I'm a little envious.\Even though she died years ago, you still care about her...\I don't have anyone like that...\No, even if I did, 100 years is...\I'd already given up.\One church after another was attacked,\and most of my friends had passed on. response:	What do you mean by given up?
context: Huh. I'm a little envious.\Even though she died years ago, you still care about her...\I don't have anyone like that...\No, even if I did, 100 years is...\I'd already given up.\One church after another was attacked,\and most of my friends had passed on.\What do you mean by given up? response:	Living now.
context: Even though she died years ago, you still care about her...\I don't have anyone like that...\No, even if I did, 100 years is...\I'd already given up.\One church after another was attacked,\and most of my friends had passed on.\What do you mean by given up?\Living now. response:	Now...?
context: I don't have anyone like that...\No, even if I did, 100 years is...\I'd already given up.\One church after another was attacked,\and most of my friends had passed on.\What do you mean by given up?\Living now.\Now...? response:	So I thought I'd at least
context: No, even if I did, 100 years is...\I'd already given up.\One church after another was attacked,\and most of my friends had passed on.\What do you mean by given up?\Living now.\Now...?\So I thought I'd at least response:	remember even a little of this age's landscape...
context: I'd already given up.\One church after another was attacked,\and most of my friends had passed on.\What do you mean by given up?\Living now.\Now...?\So I thought I'd at least\remember even a little of this age's landscape... response:	It's okay. We'll...
context: One church after another was attacked,\and most of my friends had passed on.\What do you mean by given up?\Living now.\Now...?\So I thought I'd at least\remember even a little of this age's landscape...\It's okay. We'll... response:	We'll...
context: and most of my friends had passed on.\What do you mean by given up?\Living now.\Now...?\So I thought I'd at least\remember even a little of this age's landscape...\It's okay. We'll...\We'll... response:	Tell me.
context: What do you mean by given up?\Living now.\Now...?\So I thought I'd at least\remember even a little of this age's landscape...\It's okay. We'll...\We'll...\Tell me. response:	Are you the one who's been given shelter by this church?
context: Living now.\Now...?\So I thought I'd at least\remember even a little of this age's landscape...\It's okay. We'll...\We'll...\Tell me.\Are you the one who's been given shelter by this church? response:	Yes.
context: Now...?\So I thought I'd at least\remember even a little of this age's landscape...\It's okay. We'll...\We'll...\Tell me.\Are you the one who's been given shelter by this church?\Yes. response:	Who the devil are you... Both of you?!
context: So I thought I'd at least\remember even a little of this age's landscape...\It's okay. We'll...\We'll...\Tell me.\Are you the one who's been given shelter by this church?\Yes.\Who the devil are you... Both of you?! response:	Caelum!
context: remember even a little of this age's landscape...\It's okay. We'll...\We'll...\Tell me.\Are you the one who's been given shelter by this church?\Yes.\Who the devil are you... Both of you?!\Caelum! response:	What was that?!
context: It's okay. We'll...\We'll...\Tell me.\Are you the one who's been given shelter by this church?\Yes.\Who the devil are you... Both of you?!\Caelum!\What was that?! response:	Oh, no!
context: We'll...\Tell me.\Are you the one who's been given shelter by this church?\Yes.\Who the devil are you... Both of you?!\Caelum!\What was that?!\Oh, no! response:	Katja! Behind you!
context: Tell me.\Are you the one who's been given shelter by this church?\Yes.\Who the devil are you... Both of you?!\Caelum!\What was that?!\Oh, no!\Katja! Behind you! response:	I found you.
context: Are you the one who's been given shelter by this church?\Yes.\Who the devil are you... Both of you?!\Caelum!\What was that?!\Oh, no!\Katja! Behind you!\I found you. response:	Hold on!
context: Yes.\Who the devil are you... Both of you?!\Caelum!\What was that?!\Oh, no!\Katja! Behind you!\I found you.\Hold on! response:	Be careful, Mest! That guy's...
context: Who the devil are you... Both of you?!\Caelum!\What was that?!\Oh, no!\Katja! Behind you!\I found you.\Hold on!\Be careful, Mest! That guy's... response:	Destroy... the vessel...
context: Caelum!\What was that?!\Oh, no!\Katja! Behind you!\I found you.\Hold on!\Be careful, Mest! That guy's...\Destroy... the vessel... response:	Already, there is not a moment to waste.
context: What was that?!\Oh, no!\Katja! Behind you!\I found you.\Hold on!\Be careful, Mest! That guy's...\Destroy... the vessel...\Already, there is not a moment to waste. response:	News of the archbishop's madness has begun to leak to the outside world.
context: Oh, no!\Katja! Behind you!\I found you.\Hold on!\Be careful, Mest! That guy's...\Destroy... the vessel...\Already, there is not a moment to waste.\News of the archbishop's madness has begun to leak to the outside world. response:	We must elect the next archbishop with all due haste and hold the inauguration...
context: Katja! Behind you!\I found you.\Hold on!\Be careful, Mest! That guy's...\Destroy... the vessel...\Already, there is not a moment to waste.\News of the archbishop's madness has begun to leak to the outside world.\We must elect the next archbishop with all due haste and hold the inauguration... response:	Quiet!
context: I found you.\Hold on!\Be careful, Mest! That guy's...\Destroy... the vessel...\Already, there is not a moment to waste.\News of the archbishop's madness has begun to leak to the outside world.\We must elect the next archbishop with all due haste and hold the inauguration...\Quiet! response:	Now more than ever, with Zentopia's secret techniques being lost,
context: Hold on!\Be careful, Mest! That guy's...\Destroy... the vessel...\Already, there is not a moment to waste.\News of the archbishop's madness has begun to leak to the outside world.\We must elect the next archbishop with all due haste and hold the inauguration...\Quiet!\Now more than ever, with Zentopia's secret techniques being lost, response:	you must realize
context: Be careful, Mest! That guy's...\Destroy... the vessel...\Already, there is not a moment to waste.\News of the archbishop's madness has begun to leak to the outside world.\We must elect the next archbishop with all due haste and hold the inauguration...\Quiet!\Now more than ever, with Zentopia's secret techniques being lost,\you must realize response:	that the archbishop's personality
context: Destroy... the vessel...\Already, there is not a moment to waste.\News of the archbishop's madness has begun to leak to the outside world.\We must elect the next archbishop with all due haste and hold the inauguration...\Quiet!\Now more than ever, with Zentopia's secret techniques being lost,\you must realize\that the archbishop's personality response:	will be the only support for the confused, powerless lambs.
context: Already, there is not a moment to waste.\News of the archbishop's madness has begun to leak to the outside world.\We must elect the next archbishop with all due haste and hold the inauguration...\Quiet!\Now more than ever, with Zentopia's secret techniques being lost,\you must realize\that the archbishop's personality\will be the only support for the confused, powerless lambs. response:	However...
context: News of the archbishop's madness has begun to leak to the outside world.\We must elect the next archbishop with all due haste and hold the inauguration...\Quiet!\Now more than ever, with Zentopia's secret techniques being lost,\you must realize\that the archbishop's personality\will be the only support for the confused, powerless lambs.\However... response:	Are you sure about this?
context: We must elect the next archbishop with all due haste and hold the inauguration...\Quiet!\Now more than ever, with Zentopia's secret techniques being lost,\you must realize\that the archbishop's personality\will be the only support for the confused, powerless lambs.\However...\Are you sure about this? response:	Maggots.
context: Quiet!\Now more than ever, with Zentopia's secret techniques being lost,\you must realize\that the archbishop's personality\will be the only support for the confused, powerless lambs.\However...\Are you sure about this?\Maggots. response:	Replacing the archbishop at this late date would change nothing.
context: Now more than ever, with Zentopia's secret techniques being lost,\you must realize\that the archbishop's personality\will be the only support for the confused, powerless lambs.\However...\Are you sure about this?\Maggots.\Replacing the archbishop at this late date would change nothing. response:	The end is in our grasp...
context: you must realize\that the archbishop's personality\will be the only support for the confused, powerless lambs.\However...\Are you sure about this?\Maggots.\Replacing the archbishop at this late date would change nothing.\The end is in our grasp... response:	Destroy... the vessel. Destroy!
context: that the archbishop's personality\will be the only support for the confused, powerless lambs.\However...\Are you sure about this?\Maggots.\Replacing the archbishop at this late date would change nothing.\The end is in our grasp...\Destroy... the vessel. Destroy! response:	Bastard!
context: will be the only support for the confused, powerless lambs.\However...\Are you sure about this?\Maggots.\Replacing the archbishop at this late date would change nothing.\The end is in our grasp...\Destroy... the vessel. Destroy!\Bastard! response:	You're very quick.
context: However...\Are you sure about this?\Maggots.\Replacing the archbishop at this late date would change nothing.\The end is in our grasp...\Destroy... the vessel. Destroy!\Bastard!\You're very quick. response:	Lahar! Take this girl and get away!
context: Are you sure about this?\Maggots.\Replacing the archbishop at this late date would change nothing.\The end is in our grasp...\Destroy... the vessel. Destroy!\Bastard!\You're very quick.\Lahar! Take this girl and get away! response:	Understood!
context: Maggots.\Replacing the archbishop at this late date would change nothing.\The end is in our grasp...\Destroy... the vessel. Destroy!\Bastard!\You're very quick.\Lahar! Take this girl and get away!\Understood! response:	But I...
context: Replacing the archbishop at this late date would change nothing.\The end is in our grasp...\Destroy... the vessel. Destroy!\Bastard!\You're very quick.\Lahar! Take this girl and get away!\Understood!\But I... response:	Go, I said!
context: The end is in our grasp...\Destroy... the vessel. Destroy!\Bastard!\You're very quick.\Lahar! Take this girl and get away!\Understood!\But I...\Go, I said! response:	Mest-san...
context: Destroy... the vessel. Destroy!\Bastard!\You're very quick.\Lahar! Take this girl and get away!\Understood!\But I...\Go, I said!\Mest-san... response:	Let's leave this to him. There's no need to worry.
context: Bastard!\You're very quick.\Lahar! Take this girl and get away!\Understood!\But I...\Go, I said!\Mest-san...\Let's leave this to him. There's no need to worry. response:	Despite appearances, he's quite skilled. Moreover...
context: You're very quick.\Lahar! Take this girl and get away!\Understood!\But I...\Go, I said!\Mest-san...\Let's leave this to him. There's no need to worry.\Despite appearances, he's quite skilled. Moreover... response:	Um... Thank you!
context: Lahar! Take this girl and get away!\Understood!\But I...\Go, I said!\Mest-san...\Let's leave this to him. There's no need to worry.\Despite appearances, he's quite skilled. Moreover...\Um... Thank you! response:	I've thrown away a lot...
context: Understood!\But I...\Go, I said!\Mest-san...\Let's leave this to him. There's no need to worry.\Despite appearances, he's quite skilled. Moreover...\Um... Thank you!\I've thrown away a lot... response:	Destroy...
context: But I...\Go, I said!\Mest-san...\Let's leave this to him. There's no need to worry.\Despite appearances, he's quite skilled. Moreover...\Um... Thank you!\I've thrown away a lot...\Destroy... response:	Monster... Let's have a showdown to see who's faster!
context: Go, I said!\Mest-san...\Let's leave this to him. There's no need to worry.\Despite appearances, he's quite skilled. Moreover...\Um... Thank you!\I've thrown away a lot...\Destroy...\Monster... Let's have a showdown to see who's faster! response:	Shit... He's fast!
context: Mest-san...\Let's leave this to him. There's no need to worry.\Despite appearances, he's quite skilled. Moreover...\Um... Thank you!\I've thrown away a lot...\Destroy...\Monster... Let's have a showdown to see who's faster!\Shit... He's fast! response:	But this ain't over yet!
context: Let's leave this to him. There's no need to worry.\Despite appearances, he's quite skilled. Moreover...\Um... Thank you!\I've thrown away a lot...\Destroy...\Monster... Let's have a showdown to see who's faster!\Shit... He's fast!\But this ain't over yet! response:	Direct Line!
context: Despite appearances, he's quite skilled. Moreover...\Um... Thank you!\I've thrown away a lot...\Destroy...\Monster... Let's have a showdown to see who's faster!\Shit... He's fast!\But this ain't over yet!\Direct Line! response:	He moves so fast that it's easy to be fooled...
context: Um... Thank you!\I've thrown away a lot...\Destroy...\Monster... Let's have a showdown to see who's faster!\Shit... He's fast!\But this ain't over yet!\Direct Line!\He moves so fast that it's easy to be fooled... response:	And if that's true, if I surround him with my even simpler Direct Line,
context: I've thrown away a lot...\Destroy...\Monster... Let's have a showdown to see who's faster!\Shit... He's fast!\But this ain't over yet!\Direct Line!\He moves so fast that it's easy to be fooled...\And if that's true, if I surround him with my even simpler Direct Line, response:	I can see your movements.
context: Destroy...\Monster... Let's have a showdown to see who's faster!\Shit... He's fast!\But this ain't over yet!\Direct Line!\He moves so fast that it's easy to be fooled...\And if that's true, if I surround him with my even simpler Direct Line,\I can see your movements. response:	Shit! The blank of the last seven years I've spent drinking is kicking my ass!
context: Monster... Let's have a showdown to see who's faster!\Shit... He's fast!\But this ain't over yet!\Direct Line!\He moves so fast that it's easy to be fooled...\And if that's true, if I surround him with my even simpler Direct Line,\I can see your movements.\Shit! The blank of the last seven years I've spent drinking is kicking my ass! response:	Am I too fast? My apologies.
context: Shit... He's fast!\But this ain't over yet!\Direct Line!\He moves so fast that it's easy to be fooled...\And if that's true, if I surround him with my even simpler Direct Line,\I can see your movements.\Shit! The blank of the last seven years I've spent drinking is kicking my ass!\Am I too fast? My apologies. response:	No one can catch up to me.
context: But this ain't over yet!\Direct Line!\He moves so fast that it's easy to be fooled...\And if that's true, if I surround him with my even simpler Direct Line,\I can see your movements.\Shit! The blank of the last seven years I've spent drinking is kicking my ass!\Am I too fast? My apologies.\No one can catch up to me. response:	Stop it! Stay out of my head! I don't need any memories!
context: Direct Line!\He moves so fast that it's easy to be fooled...\And if that's true, if I surround him with my even simpler Direct Line,\I can see your movements.\Shit! The blank of the last seven years I've spent drinking is kicking my ass!\Am I too fast? My apologies.\No one can catch up to me.\Stop it! Stay out of my head! I don't need any memories! response:	Bastard. His memories are coming back.
context: He moves so fast that it's easy to be fooled...\And if that's true, if I surround him with my even simpler Direct Line,\I can see your movements.\Shit! The blank of the last seven years I've spent drinking is kicking my ass!\Am I too fast? My apologies.\No one can catch up to me.\Stop it! Stay out of my head! I don't need any memories!\Bastard. His memories are coming back. response:	Keep away, Kageyama! Don't say anything to me!
context: And if that's true, if I surround him with my even simpler Direct Line,\I can see your movements.\Shit! The blank of the last seven years I've spent drinking is kicking my ass!\Am I too fast? My apologies.\No one can catch up to me.\Stop it! Stay out of my head! I don't need any memories!\Bastard. His memories are coming back.\Keep away, Kageyama! Don't say anything to me! response:	His memories are trying to come back, while some kind of force is resisting it.
context: I can see your movements.\Shit! The blank of the last seven years I've spent drinking is kicking my ass!\Am I too fast? My apologies.\No one can catch up to me.\Stop it! Stay out of my head! I don't need any memories!\Bastard. His memories are coming back.\Keep away, Kageyama! Don't say anything to me!\His memories are trying to come back, while some kind of force is resisting it. response:	Right now, it looks like you're gonna be crushed by your own memories!
context: Shit! The blank of the last seven years I've spent drinking is kicking my ass!\Am I too fast? My apologies.\No one can catch up to me.\Stop it! Stay out of my head! I don't need any memories!\Bastard. His memories are coming back.\Keep away, Kageyama! Don't say anything to me!\His memories are trying to come back, while some kind of force is resisting it.\Right now, it looks like you're gonna be crushed by your own memories! response:	It looks painful.
context: Am I too fast? My apologies.\No one can catch up to me.\Stop it! Stay out of my head! I don't need any memories!\Bastard. His memories are coming back.\Keep away, Kageyama! Don't say anything to me!\His memories are trying to come back, while some kind of force is resisting it.\Right now, it looks like you're gonna be crushed by your own memories!\It looks painful. response:	If I could restore his memories with my Healing Magic...
context: No one can catch up to me.\Stop it! Stay out of my head! I don't need any memories!\Bastard. His memories are coming back.\Keep away, Kageyama! Don't say anything to me!\His memories are trying to come back, while some kind of force is resisting it.\Right now, it looks like you're gonna be crushed by your own memories!\It looks painful.\If I could restore his memories with my Healing Magic... response:	Just how soft-hearted are you?!
context: Stop it! Stay out of my head! I don't need any memories!\Bastard. His memories are coming back.\Keep away, Kageyama! Don't say anything to me!\His memories are trying to come back, while some kind of force is resisting it.\Right now, it looks like you're gonna be crushed by your own memories!\It looks painful.\If I could restore his memories with my Healing Magic...\Just how soft-hearted are you?! response:	I'll try it!
context: Bastard. His memories are coming back.\Keep away, Kageyama! Don't say anything to me!\His memories are trying to come back, while some kind of force is resisting it.\Right now, it looks like you're gonna be crushed by your own memories!\It looks painful.\If I could restore his memories with my Healing Magic...\Just how soft-hearted are you?!\I'll try it! response:	It's your fault, little girl! Die!
context: Keep away, Kageyama! Don't say anything to me!\His memories are trying to come back, while some kind of force is resisting it.\Right now, it looks like you're gonna be crushed by your own memories!\It looks painful.\If I could restore his memories with my Healing Magic...\Just how soft-hearted are you?!\I'll try it!\It's your fault, little girl! Die! response:	Roar of the Sky Dragon! Plus Cure!
context: His memories are trying to come back, while some kind of force is resisting it.\Right now, it looks like you're gonna be crushed by your own memories!\It looks painful.\If I could restore his memories with my Healing Magic...\Just how soft-hearted are you?!\I'll try it!\It's your fault, little girl! Die!\Roar of the Sky Dragon! Plus Cure! response:	Get blown away, little girl!
context: Right now, it looks like you're gonna be crushed by your own memories!\It looks painful.\If I could restore his memories with my Healing Magic...\Just how soft-hearted are you?!\I'll try it!\It's your fault, little girl! Die!\Roar of the Sky Dragon! Plus Cure!\Get blown away, little girl! response:	Remember!
context: It looks painful.\If I could restore his memories with my Healing Magic...\Just how soft-hearted are you?!\I'll try it!\It's your fault, little girl! Die!\Roar of the Sky Dragon! Plus Cure!\Get blown away, little girl!\Remember! response:	You're in over your head!
context: If I could restore his memories with my Healing Magic...\Just how soft-hearted are you?!\I'll try it!\It's your fault, little girl! Die!\Roar of the Sky Dragon! Plus Cure!\Get blown away, little girl!\Remember!\You're in over your head! response:	Hey!
context: Just how soft-hearted are you?!\I'll try it!\It's your fault, little girl! Die!\Roar of the Sky Dragon! Plus Cure!\Get blown away, little girl!\Remember!\You're in over your head!\Hey! response:	Jeez, how pathetic can you get?!
context: I'll try it!\It's your fault, little girl! Die!\Roar of the Sky Dragon! Plus Cure!\Get blown away, little girl!\Remember!\You're in over your head!\Hey!\Jeez, how pathetic can you get?! response:	Is this the kind of strength that I wished for?
context: It's your fault, little girl! Die!\Roar of the Sky Dragon! Plus Cure!\Get blown away, little girl!\Remember!\You're in over your head!\Hey!\Jeez, how pathetic can you get?!\Is this the kind of strength that I wished for? response:	You're...
context: Roar of the Sky Dragon! Plus Cure!\Get blown away, little girl!\Remember!\You're in over your head!\Hey!\Jeez, how pathetic can you get?!\Is this the kind of strength that I wished for?\You're... response:	Something came out of his soul.
context: Get blown away, little girl!\Remember!\You're in over your head!\Hey!\Jeez, how pathetic can you get?!\Is this the kind of strength that I wished for?\You're...\Something came out of his soul. response:	Oh, no... I...
context: Remember!\You're in over your head!\Hey!\Jeez, how pathetic can you get?!\Is this the kind of strength that I wished for?\You're...\Something came out of his soul.\Oh, no... I... response:	I hurt someone with my power of healing?
context: You're in over your head!\Hey!\Jeez, how pathetic can you get?!\Is this the kind of strength that I wished for?\You're...\Something came out of his soul.\Oh, no... I...\I hurt someone with my power of healing? response:	No. I saw what happened.
context: Hey!\Jeez, how pathetic can you get?!\Is this the kind of strength that I wished for?\You're...\Something came out of his soul.\Oh, no... I...\I hurt someone with my power of healing?\No. I saw what happened. response:	You healed him.
context: Jeez, how pathetic can you get?!\Is this the kind of strength that I wished for?\You're...\Something came out of his soul.\Oh, no... I...\I hurt someone with my power of healing?\No. I saw what happened.\You healed him. response:	You healed his heart.
context: Is this the kind of strength that I wished for?\You're...\Something came out of his soul.\Oh, no... I...\I hurt someone with my power of healing?\No. I saw what happened.\You healed him.\You healed his heart. response:	You'll explain?
context: You're...\Something came out of his soul.\Oh, no... I...\I hurt someone with my power of healing?\No. I saw what happened.\You healed him.\You healed his heart.\You'll explain? response:	Yes.
context: Something came out of his soul.\Oh, no... I...\I hurt someone with my power of healing?\No. I saw what happened.\You healed him.\You healed his heart.\You'll explain?\Yes. response:	What the new Oracion Seis is after
context: Oh, no... I...\I hurt someone with my power of healing?\No. I saw what happened.\You healed him.\You healed his heart.\You'll explain?\Yes.\What the new Oracion Seis is after response:	is the destruction of regional churches, and the Anti-Link, which you've seen.
context: I hurt someone with my power of healing?\No. I saw what happened.\You healed him.\You healed his heart.\You'll explain?\Yes.\What the new Oracion Seis is after\is the destruction of regional churches, and the Anti-Link, which you've seen. response:	Anti-Link?
context: No. I saw what happened.\You healed him.\You healed his heart.\You'll explain?\Yes.\What the new Oracion Seis is after\is the destruction of regional churches, and the Anti-Link, which you've seen.\Anti-Link? response:	Ever since the formation of Zentopia,
context: You healed him.\You healed his heart.\You'll explain?\Yes.\What the new Oracion Seis is after\is the destruction of regional churches, and the Anti-Link, which you've seen.\Anti-Link?\Ever since the formation of Zentopia, response:	there's been a secret underground organization operating from within.
context: You healed his heart.\You'll explain?\Yes.\What the new Oracion Seis is after\is the destruction of regional churches, and the Anti-Link, which you've seen.\Anti-Link?\Ever since the formation of Zentopia,\there's been a secret underground organization operating from within. response:	We Neville Celestial Wizards have been sheltered by them.
context: You'll explain?\Yes.\What the new Oracion Seis is after\is the destruction of regional churches, and the Anti-Link, which you've seen.\Anti-Link?\Ever since the formation of Zentopia,\there's been a secret underground organization operating from within.\We Neville Celestial Wizards have been sheltered by them. response:	Neville? The Celestial Wizard and author of Key of the Starry Heavens?
context: Yes.\What the new Oracion Seis is after\is the destruction of regional churches, and the Anti-Link, which you've seen.\Anti-Link?\Ever since the formation of Zentopia,\there's been a secret underground organization operating from within.\We Neville Celestial Wizards have been sheltered by them.\Neville? The Celestial Wizard and author of Key of the Starry Heavens? response:	We're the descendants of Will Neville's disciples.
context: What the new Oracion Seis is after\is the destruction of regional churches, and the Anti-Link, which you've seen.\Anti-Link?\Ever since the formation of Zentopia,\there's been a secret underground organization operating from within.\We Neville Celestial Wizards have been sheltered by them.\Neville? The Celestial Wizard and author of Key of the Starry Heavens?\We're the descendants of Will Neville's disciples. response:	And at the same time, there's also a biological link to a certain something.
context: is the destruction of regional churches, and the Anti-Link, which you've seen.\Anti-Link?\Ever since the formation of Zentopia,\there's been a secret underground organization operating from within.\We Neville Celestial Wizards have been sheltered by them.\Neville? The Celestial Wizard and author of Key of the Starry Heavens?\We're the descendants of Will Neville's disciples.\And at the same time, there's also a biological link to a certain something. response:	What?!
context: Anti-Link?\Ever since the formation of Zentopia,\there's been a secret underground organization operating from within.\We Neville Celestial Wizards have been sheltered by them.\Neville? The Celestial Wizard and author of Key of the Starry Heavens?\We're the descendants of Will Neville's disciples.\And at the same time, there's also a biological link to a certain something.\What?! response:	As long as we live, we have to protect it.
context: Ever since the formation of Zentopia,\there's been a secret underground organization operating from within.\We Neville Celestial Wizards have been sheltered by them.\Neville? The Celestial Wizard and author of Key of the Starry Heavens?\We're the descendants of Will Neville's disciples.\And at the same time, there's also a biological link to a certain something.\What?!\As long as we live, we have to protect it. response:	These markings testify to that.
context: there's been a secret underground organization operating from within.\We Neville Celestial Wizards have been sheltered by them.\Neville? The Celestial Wizard and author of Key of the Starry Heavens?\We're the descendants of Will Neville's disciples.\And at the same time, there's also a biological link to a certain something.\What?!\As long as we live, we have to protect it.\These markings testify to that. response:	But they're also an abominable curse.
context: We Neville Celestial Wizards have been sheltered by them.\Neville? The Celestial Wizard and author of Key of the Starry Heavens?\We're the descendants of Will Neville's disciples.\And at the same time, there's also a biological link to a certain something.\What?!\As long as we live, we have to protect it.\These markings testify to that.\But they're also an abominable curse. response:	What is it you're protecting? And the victims up to now...
context: Neville? The Celestial Wizard and author of Key of the Starry Heavens?\We're the descendants of Will Neville's disciples.\And at the same time, there's also a biological link to a certain something.\What?!\As long as we live, we have to protect it.\These markings testify to that.\But they're also an abominable curse.\What is it you're protecting? And the victims up to now... response:	They're neither alive nor dead. What the devil are they?!
context: We're the descendants of Will Neville's disciples.\And at the same time, there's also a biological link to a certain something.\What?!\As long as we live, we have to protect it.\These markings testify to that.\But they're also an abominable curse.\What is it you're protecting? And the victims up to now...\They're neither alive nor dead. What the devil are they?! response:	They're...
context: And at the same time, there's also a biological link to a certain something.\What?!\As long as we live, we have to protect it.\These markings testify to that.\But they're also an abominable curse.\What is it you're protecting? And the victims up to now...\They're neither alive nor dead. What the devil are they?!\They're... response:	Run, Wen... dy...
context: What?!\As long as we live, we have to protect it.\These markings testify to that.\But they're also an abominable curse.\What is it you're protecting? And the victims up to now...\They're neither alive nor dead. What the devil are they?!\They're...\Run, Wen... dy... response:	Bastard!
context: As long as we live, we have to protect it.\These markings testify to that.\But they're also an abominable curse.\What is it you're protecting? And the victims up to now...\They're neither alive nor dead. What the devil are they?!\They're...\Run, Wen... dy...\Bastard! response:	I'm going to activate the Anti-Link amplitude limiter.
context: These markings testify to that.\But they're also an abominable curse.\What is it you're protecting? And the victims up to now...\They're neither alive nor dead. What the devil are they?!\They're...\Run, Wen... dy...\Bastard!\I'm going to activate the Anti-Link amplitude limiter. response:	This is the end of me...
context: But they're also an abominable curse.\What is it you're protecting? And the victims up to now...\They're neither alive nor dead. What the devil are they?!\They're...\Run, Wen... dy...\Bastard!\I'm going to activate the Anti-Link amplitude limiter.\This is the end of me... response:	What's happening?!
context: What is it you're protecting? And the victims up to now...\They're neither alive nor dead. What the devil are they?!\They're...\Run, Wen... dy...\Bastard!\I'm going to activate the Anti-Link amplitude limiter.\This is the end of me...\What's happening?! response:	Huh? Nothing...
context: They're neither alive nor dead. What the devil are they?!\They're...\Run, Wen... dy...\Bastard!\I'm going to activate the Anti-Link amplitude limiter.\This is the end of me...\What's happening?!\Huh? Nothing... response:	Katja!
context: They're...\Run, Wen... dy...\Bastard!\I'm going to activate the Anti-Link amplitude limiter.\This is the end of me...\What's happening?!\Huh? Nothing...\Katja! response:	No... It can't be... Hey!
context: Run, Wen... dy...\Bastard!\I'm going to activate the Anti-Link amplitude limiter.\This is the end of me...\What's happening?!\Huh? Nothing...\Katja!\No... It can't be... Hey! response:	Katja! Open your eyes!
context: Bastard!\I'm going to activate the Anti-Link amplitude limiter.\This is the end of me...\What's happening?!\Huh? Nothing...\Katja!\No... It can't be... Hey!\Katja! Open your eyes! response:	The Anti-Link is complete.
