context: E-E-Everyone... response:	X791, Port Hargeon.
context: Everything's changed since then.\When we heard that Tenroujima was destroyed,\we searched for everyone desperately, didn't we?\But we didn't find even one of them...\If what the Council said is true, Acnologia vaporized the whole island.\Various groups helped us search for them, but not a single clue was found.\Of course not...\An abnormal concentration of Ethernano response:	was recorded in the sea around Tenroujima that day.
context: When we heard that Tenroujima was destroyed,\we searched for everyone desperately, didn't we?\But we didn't find even one of them...\If what the Council said is true, Acnologia vaporized the whole island.\Various groups helped us search for them, but not a single clue was found.\Of course not...\An abnormal concentration of Ethernano\was recorded in the sea around Tenroujima that day. response:	A level that no living thing could survive, let alone retain their structure...
context: we searched for everyone desperately, didn't we?\But we didn't find even one of them...\If what the Council said is true, Acnologia vaporized the whole island.\Various groups helped us search for them, but not a single clue was found.\Of course not...\An abnormal concentration of Ethernano\was recorded in the sea around Tenroujima that day.\A level that no living thing could survive, let alone retain their structure... response:	Acnologia's roar is that powerful?!
context: But we didn't find even one of them...\If what the Council said is true, Acnologia vaporized the whole island.\Various groups helped us search for them, but not a single clue was found.\Of course not...\An abnormal concentration of Ethernano\was recorded in the sea around Tenroujima that day.\A level that no living thing could survive, let alone retain their structure...\Acnologia's roar is that powerful?! response:	After all, that's the dragon said to have destroyed an entire country by itself long ago!
context: If what the Council said is true, Acnologia vaporized the whole island.\Various groups helped us search for them, but not a single clue was found.\Of course not...\An abnormal concentration of Ethernano\was recorded in the sea around Tenroujima that day.\A level that no living thing could survive, let alone retain their structure...\Acnologia's roar is that powerful?!\After all, that's the dragon said to have destroyed an entire country by itself long ago! response:	There's no way humans can face an enemy like that and live...
context: Various groups helped us search for them, but not a single clue was found.\Of course not...\An abnormal concentration of Ethernano\was recorded in the sea around Tenroujima that day.\A level that no living thing could survive, let alone retain their structure...\Acnologia's roar is that powerful?!\After all, that's the dragon said to have destroyed an entire country by itself long ago!\There's no way humans can face an enemy like that and live... response:	Why did our comrades have to...
context: Of course not...\An abnormal concentration of Ethernano\was recorded in the sea around Tenroujima that day.\A level that no living thing could survive, let alone retain their structure...\Acnologia's roar is that powerful?!\After all, that's the dragon said to have destroyed an entire country by itself long ago!\There's no way humans can face an enemy like that and live...\Why did our comrades have to... response:	Our guild's weakened since they disappeared...
context: An abnormal concentration of Ethernano\was recorded in the sea around Tenroujima that day.\A level that no living thing could survive, let alone retain their structure...\Acnologia's roar is that powerful?!\After all, that's the dragon said to have destroyed an entire country by itself long ago!\There's no way humans can face an enemy like that and live...\Why did our comrades have to...\Our guild's weakened since they disappeared... response:	Meanwhile, a new guild has been established in Magnolia.
context: was recorded in the sea around Tenroujima that day.\A level that no living thing could survive, let alone retain their structure...\Acnologia's roar is that powerful?!\After all, that's the dragon said to have destroyed an entire country by itself long ago!\There's no way humans can face an enemy like that and live...\Why did our comrades have to...\Our guild's weakened since they disappeared...\Meanwhile, a new guild has been established in Magnolia. response:	Maybe it's time to close up shop...
context: A level that no living thing could survive, let alone retain their structure...\Acnologia's roar is that powerful?!\After all, that's the dragon said to have destroyed an entire country by itself long ago!\There's no way humans can face an enemy like that and live...\Why did our comrades have to...\Our guild's weakened since they disappeared...\Meanwhile, a new guild has been established in Magnolia.\Maybe it's time to close up shop... response:	Don't talk like that!
context: Acnologia's roar is that powerful?!\After all, that's the dragon said to have destroyed an entire country by itself long ago!\There's no way humans can face an enemy like that and live...\Why did our comrades have to...\Our guild's weakened since they disappeared...\Meanwhile, a new guild has been established in Magnolia.\Maybe it's time to close up shop...\Don't talk like that! response:	What's wrong, Macao?
context: After all, that's the dragon said to have destroyed an entire country by itself long ago!\There's no way humans can face an enemy like that and live...\Why did our comrades have to...\Our guild's weakened since they disappeared...\Meanwhile, a new guild has been established in Magnolia.\Maybe it's time to close up shop...\Don't talk like that!\What's wrong, Macao? response:	I think...
context: There's no way humans can face an enemy like that and live...\Why did our comrades have to...\Our guild's weakened since they disappeared...\Meanwhile, a new guild has been established in Magnolia.\Maybe it's time to close up shop...\Don't talk like that!\What's wrong, Macao?\I think... response:	I think my heart is gonna break.
context: Why did our comrades have to...\Our guild's weakened since they disappeared...\Meanwhile, a new guild has been established in Magnolia.\Maybe it's time to close up shop...\Don't talk like that!\What's wrong, Macao?\I think...\I think my heart is gonna break. response:	You've been doing a good job... Master.
context: Our guild's weakened since they disappeared...\Meanwhile, a new guild has been established in Magnolia.\Maybe it's time to close up shop...\Don't talk like that!\What's wrong, Macao?\I think...\I think my heart is gonna break.\You've been doing a good job... Master. response:	Ever since then...
context: Meanwhile, a new guild has been established in Magnolia.\Maybe it's time to close up shop...\Don't talk like that!\What's wrong, Macao?\I think...\I think my heart is gonna break.\You've been doing a good job... Master.\Ever since then... response:	What is that?!
context: Maybe it's time to close up shop...\Don't talk like that!\What's wrong, Macao?\I think...\I think my heart is gonna break.\You've been doing a good job... Master.\Ever since then...\What is that?! response:	What's this noise?
context: Don't talk like that!\What's wrong, Macao?\I think...\I think my heart is gonna break.\You've been doing a good job... Master.\Ever since then...\What is that?!\What's this noise? response:	Has Ogre come back to harass us some more?
context: What's wrong, Macao?\I think...\I think my heart is gonna break.\You've been doing a good job... Master.\Ever since then...\What is that?!\What's this noise?\Has Ogre come back to harass us some more? response:	T-That's...
context: I think...\I think my heart is gonna break.\You've been doing a good job... Master.\Ever since then...\What is that?!\What's this noise?\Has Ogre come back to harass us some more?\T-That's... response:	Blue Pegasus'... Christina Ver. 2?!
context: I think my heart is gonna break.\You've been doing a good job... Master.\Ever since then...\What is that?!\What's this noise?\Has Ogre come back to harass us some more?\T-That's...\Blue Pegasus'... Christina Ver. 2?! response:	That's...
context: You've been doing a good job... Master.\Ever since then...\What is that?!\What's this noise?\Has Ogre come back to harass us some more?\T-That's...\Blue Pegasus'... Christina Ver. 2?!\That's... response:	I-I don't believe it...
context: Ever since then...\What is that?!\What's this noise?\Has Ogre come back to harass us some more?\T-That's...\Blue Pegasus'... Christina Ver. 2?!\That's...\I-I don't believe it... response:	No good... No... A depressing parfum is no good...
context: What is that?!\What's this noise?\Has Ogre come back to harass us some more?\T-That's...\Blue Pegasus'... Christina Ver. 2?!\That's...\I-I don't believe it...\No good... No... A depressing parfum is no good... response:	A youkai?!
context: What's this noise?\Has Ogre come back to harass us some more?\T-That's...\Blue Pegasus'... Christina Ver. 2?!\That's...\I-I don't believe it...\No good... No... A depressing parfum is no good...\A youkai?! response:	No!
context: Has Ogre come back to harass us some more?\T-That's...\Blue Pegasus'... Christina Ver. 2?!\That's...\I-I don't believe it...\No good... No... A depressing parfum is no good...\A youkai?!\No! response:	What is he doing here?
context: T-That's...\Blue Pegasus'... Christina Ver. 2?!\That's...\I-I don't believe it...\No good... No... A depressing parfum is no good...\A youkai?!\No!\What is he doing here? response:	He jumped!
context: Blue Pegasus'... Christina Ver. 2?!\That's...\I-I don't believe it...\No good... No... A depressing parfum is no good...\A youkai?!\No!\What is he doing here?\He jumped! response:	Twinkling!
context: That's...\I-I don't believe it...\No good... No... A depressing parfum is no good...\A youkai?!\No!\What is he doing here?\He jumped!\Twinkling! response:	Men!
context: I-I don't believe it...\No good... No... A depressing parfum is no good...\A youkai?!\No!\What is he doing here?\He jumped!\Twinkling!\Men! response:	He fell?!
context: No good... No... A depressing parfum is no good...\A youkai?!\No!\What is he doing here?\He jumped!\Twinkling!\Men!\He fell?! response:	Sorry to have kept you waiting.
context: A youkai?!\No!\What is he doing here?\He jumped!\Twinkling!\Men!\He fell?!\Sorry to have kept you waiting. response:	Your Ichya has arrived...
context: No!\What is he doing here?\He jumped!\Twinkling!\Men!\He fell?!\Sorry to have kept you waiting.\Your Ichya has arrived... response:	This man is Blue Pegasus' Ichiya Vandalay Kotobuki.
context: What is he doing here?\He jumped!\Twinkling!\Men!\He fell?!\Sorry to have kept you waiting.\Your Ichya has arrived...\This man is Blue Pegasus' Ichiya Vandalay Kotobuki. response:	What are you...
context: He jumped!\Twinkling!\Men!\He fell?!\Sorry to have kept you waiting.\Your Ichya has arrived...\This man is Blue Pegasus' Ichiya Vandalay Kotobuki.\What are you... response:	Ichiya-sama, I know how you feel, but maybe you should calm down a little.
context: Twinkling!\Men!\He fell?!\Sorry to have kept you waiting.\Your Ichya has arrived...\This man is Blue Pegasus' Ichiya Vandalay Kotobuki.\What are you...\Ichiya-sama, I know how you feel, but maybe you should calm down a little. response:	After all, I use Air Magic.
context: Men!\He fell?!\Sorry to have kept you waiting.\Your Ichya has arrived...\This man is Blue Pegasus' Ichiya Vandalay Kotobuki.\What are you...\Ichiya-sama, I know how you feel, but maybe you should calm down a little.\After all, I use Air Magic. response:	Long time no see, everybody.
context: He fell?!\Sorry to have kept you waiting.\Your Ichya has arrived...\This man is Blue Pegasus' Ichiya Vandalay Kotobuki.\What are you...\Ichiya-sama, I know how you feel, but maybe you should calm down a little.\After all, I use Air Magic.\Long time no see, everybody. response:	Hi.
context: Sorry to have kept you waiting.\Your Ichya has arrived...\This man is Blue Pegasus' Ichiya Vandalay Kotobuki.\What are you...\Ichiya-sama, I know how you feel, but maybe you should calm down a little.\After all, I use Air Magic.\Long time no see, everybody.\Hi. response:	Hibiki!
context: Your Ichya has arrived...\This man is Blue Pegasus' Ichiya Vandalay Kotobuki.\What are you...\Ichiya-sama, I know how you feel, but maybe you should calm down a little.\After all, I use Air Magic.\Long time no see, everybody.\Hi.\Hibiki! response:	Ren!
context: This man is Blue Pegasus' Ichiya Vandalay Kotobuki.\What are you...\Ichiya-sama, I know how you feel, but maybe you should calm down a little.\After all, I use Air Magic.\Long time no see, everybody.\Hi.\Hibiki!\Ren! response:	Macao-san, have you aged again?
context: What are you...\Ichiya-sama, I know how you feel, but maybe you should calm down a little.\After all, I use Air Magic.\Long time no see, everybody.\Hi.\Hibiki!\Ren!\Macao-san, have you aged again? response:	Eve!
context: Ichiya-sama, I know how you feel, but maybe you should calm down a little.\After all, I use Air Magic.\Long time no see, everybody.\Hi.\Hibiki!\Ren!\Macao-san, have you aged again?\Eve! response:	It's Blue Pegasus! They're so cool!
context: After all, I use Air Magic.\Long time no see, everybody.\Hi.\Hibiki!\Ren!\Macao-san, have you aged again?\Eve!\It's Blue Pegasus! They're so cool! response:	What in the world are they here for?!
context: Long time no see, everybody.\Hi.\Hibiki!\Ren!\Macao-san, have you aged again?\Eve!\It's Blue Pegasus! They're so cool!\What in the world are they here for?! response:	Laki-san, you're as beautiful as ever.
context: Hi.\Hibiki!\Ren!\Macao-san, have you aged again?\Eve!\It's Blue Pegasus! They're so cool!\What in the world are they here for?!\Laki-san, you're as beautiful as ever. response:	You look too good in glasses.
context: Hibiki!\Ren!\Macao-san, have you aged again?\Eve!\It's Blue Pegasus! They're so cool!\What in the world are they here for?!\Laki-san, you're as beautiful as ever.\You look too good in glasses. response:	Can I call you Onee-chan?
context: Ren!\Macao-san, have you aged again?\Eve!\It's Blue Pegasus! They're so cool!\What in the world are they here for?!\Laki-san, you're as beautiful as ever.\You look too good in glasses.\Can I call you Onee-chan? response:	Um...
context: Macao-san, have you aged again?\Eve!\It's Blue Pegasus! They're so cool!\What in the world are they here for?!\Laki-san, you're as beautiful as ever.\You look too good in glasses.\Can I call you Onee-chan?\Um... response:	If you wanna pick up a girl, do it elsewhere!
context: Eve!\It's Blue Pegasus! They're so cool!\What in the world are they here for?!\Laki-san, you're as beautiful as ever.\You look too good in glasses.\Can I call you Onee-chan?\Um...\If you wanna pick up a girl, do it elsewhere! response:	Kinana-san, are you free tonight?
context: It's Blue Pegasus! They're so cool!\What in the world are they here for?!\Laki-san, you're as beautiful as ever.\You look too good in glasses.\Can I call you Onee-chan?\Um...\If you wanna pick up a girl, do it elsewhere!\Kinana-san, are you free tonight? response:	T-That dress looks too good on you.
context: What in the world are they here for?!\Laki-san, you're as beautiful as ever.\You look too good in glasses.\Can I call you Onee-chan?\Um...\If you wanna pick up a girl, do it elsewhere!\Kinana-san, are you free tonight?\T-That dress looks too good on you. response:	I've decided! I'm gonna be your little brother.
context: Laki-san, you're as beautiful as ever.\You look too good in glasses.\Can I call you Onee-chan?\Um...\If you wanna pick up a girl, do it elsewhere!\Kinana-san, are you free tonight?\T-That dress looks too good on you.\I've decided! I'm gonna be your little brother. response:	Um...
context: You look too good in glasses.\Can I call you Onee-chan?\Um...\If you wanna pick up a girl, do it elsewhere!\Kinana-san, are you free tonight?\T-That dress looks too good on you.\I've decided! I'm gonna be your little brother.\Um... response:	What the hell did you come here for?!
context: Can I call you Onee-chan?\Um...\If you wanna pick up a girl, do it elsewhere!\Kinana-san, are you free tonight?\T-That dress looks too good on you.\I've decided! I'm gonna be your little brother.\Um...\What the hell did you come here for?! response:	Enough! Gentlemen, we're not here to have fun.
context: Um...\If you wanna pick up a girl, do it elsewhere!\Kinana-san, are you free tonight?\T-That dress looks too good on you.\I've decided! I'm gonna be your little brother.\Um...\What the hell did you come here for?!\Enough! Gentlemen, we're not here to have fun. response:	Pardon us!
context: If you wanna pick up a girl, do it elsewhere!\Kinana-san, are you free tonight?\T-That dress looks too good on you.\I've decided! I'm gonna be your little brother.\Um...\What the hell did you come here for?!\Enough! Gentlemen, we're not here to have fun.\Pardon us! response:	Hey, Ichiya!
context: Kinana-san, are you free tonight?\T-That dress looks too good on you.\I've decided! I'm gonna be your little brother.\Um...\What the hell did you come here for?!\Enough! Gentlemen, we're not here to have fun.\Pardon us!\Hey, Ichiya! response:	What are you...
context: T-That dress looks too good on you.\I've decided! I'm gonna be your little brother.\Um...\What the hell did you come here for?!\Enough! Gentlemen, we're not here to have fun.\Pardon us!\Hey, Ichiya!\What are you... response:	Men!
context: I've decided! I'm gonna be your little brother.\Um...\What the hell did you come here for?!\Enough! Gentlemen, we're not here to have fun.\Pardon us!\Hey, Ichiya!\What are you...\Men! response:	I never forget the parfum of friendship of those I've fought alongside.
context: Um...\What the hell did you come here for?!\Enough! Gentlemen, we're not here to have fun.\Pardon us!\Hey, Ichiya!\What are you...\Men!\I never forget the parfum of friendship of those I've fought alongside. response:	It was worth using Archive's information analysis
context: What the hell did you come here for?!\Enough! Gentlemen, we're not here to have fun.\Pardon us!\Hey, Ichiya!\What are you...\Men!\I never forget the parfum of friendship of those I've fought alongside.\It was worth using Archive's information analysis response:	and Christina's mobility to investigate Fiore's Ethernano level.
context: Enough! Gentlemen, we're not here to have fun.\Pardon us!\Hey, Ichiya!\What are you...\Men!\I never forget the parfum of friendship of those I've fought alongside.\It was worth using Archive's information analysis\and Christina's mobility to investigate Fiore's Ethernano level. response:	Tenroujima... still exists!
context: Pardon us!\Hey, Ichiya!\What are you...\Men!\I never forget the parfum of friendship of those I've fought alongside.\It was worth using Archive's information analysis\and Christina's mobility to investigate Fiore's Ethernano level.\Tenroujima... still exists! response:	Is it really in this area?
context: Hey, Ichiya!\What are you...\Men!\I never forget the parfum of friendship of those I've fought alongside.\It was worth using Archive's information analysis\and Christina's mobility to investigate Fiore's Ethernano level.\Tenroujima... still exists!\Is it really in this area? response:	We don't see anything.
context: What are you...\Men!\I never forget the parfum of friendship of those I've fought alongside.\It was worth using Archive's information analysis\and Christina's mobility to investigate Fiore's Ethernano level.\Tenroujima... still exists!\Is it really in this area?\We don't see anything. response:	According to the Pegasus guys,
context: Men!\I never forget the parfum of friendship of those I've fought alongside.\It was worth using Archive's information analysis\and Christina's mobility to investigate Fiore's Ethernano level.\Tenroujima... still exists!\Is it really in this area?\We don't see anything.\According to the Pegasus guys, response:	there's something about Ethernano in this part of the sea.
context: I never forget the parfum of friendship of those I've fought alongside.\It was worth using Archive's information analysis\and Christina's mobility to investigate Fiore's Ethernano level.\Tenroujima... still exists!\Is it really in this area?\We don't see anything.\According to the Pegasus guys,\there's something about Ethernano in this part of the sea. response:	What is Ethernano in the first place?!
context: It was worth using Archive's information analysis\and Christina's mobility to investigate Fiore's Ethernano level.\Tenroujima... still exists!\Is it really in this area?\We don't see anything.\According to the Pegasus guys,\there's something about Ethernano in this part of the sea.\What is Ethernano in the first place?! response:	Like I know! Something to do with magic molecules...
context: and Christina's mobility to investigate Fiore's Ethernano level.\Tenroujima... still exists!\Is it really in this area?\We don't see anything.\According to the Pegasus guys,\there's something about Ethernano in this part of the sea.\What is Ethernano in the first place?!\Like I know! Something to do with magic molecules... response:	How about telepathic communication?
context: Tenroujima... still exists!\Is it really in this area?\We don't see anything.\According to the Pegasus guys,\there's something about Ethernano in this part of the sea.\What is Ethernano in the first place?!\Like I know! Something to do with magic molecules...\How about telepathic communication? response:	I'm not picking up anything.
context: Is it really in this area?\We don't see anything.\According to the Pegasus guys,\there's something about Ethernano in this part of the sea.\What is Ethernano in the first place?!\Like I know! Something to do with magic molecules...\How about telepathic communication?\I'm not picking up anything. response:	Hey... Are you sure we shouldn't have brought Romeo along?
context: We don't see anything.\According to the Pegasus guys,\there's something about Ethernano in this part of the sea.\What is Ethernano in the first place?!\Like I know! Something to do with magic molecules...\How about telepathic communication?\I'm not picking up anything.\Hey... Are you sure we shouldn't have brought Romeo along? response:	Maybe we should have forced him to come.
context: According to the Pegasus guys,\there's something about Ethernano in this part of the sea.\What is Ethernano in the first place?!\Like I know! Something to do with magic molecules...\How about telepathic communication?\I'm not picking up anything.\Hey... Are you sure we shouldn't have brought Romeo along?\Maybe we should have forced him to come. response:	There's no guarantee that everyone is still alive.
context: there's something about Ethernano in this part of the sea.\What is Ethernano in the first place?!\Like I know! Something to do with magic molecules...\How about telepathic communication?\I'm not picking up anything.\Hey... Are you sure we shouldn't have brought Romeo along?\Maybe we should have forced him to come.\There's no guarantee that everyone is still alive. response:	Yeah, right? Getting him excited prematurely wouldn't be...
context: What is Ethernano in the first place?!\Like I know! Something to do with magic molecules...\How about telepathic communication?\I'm not picking up anything.\Hey... Are you sure we shouldn't have brought Romeo along?\Maybe we should have forced him to come.\There's no guarantee that everyone is still alive.\Yeah, right? Getting him excited prematurely wouldn't be... response:	Levy!!
context: Like I know! Something to do with magic molecules...\How about telepathic communication?\I'm not picking up anything.\Hey... Are you sure we shouldn't have brought Romeo along?\Maybe we should have forced him to come.\There's no guarantee that everyone is still alive.\Yeah, right? Getting him excited prematurely wouldn't be...\Levy!! response:	We get to see Levy!
context: How about telepathic communication?\I'm not picking up anything.\Hey... Are you sure we shouldn't have brought Romeo along?\Maybe we should have forced him to come.\There's no guarantee that everyone is still alive.\Yeah, right? Getting him excited prematurely wouldn't be...\Levy!!\We get to see Levy! response:	The poster boys for getting excited prematurely...
context: I'm not picking up anything.\Hey... Are you sure we shouldn't have brought Romeo along?\Maybe we should have forced him to come.\There's no guarantee that everyone is still alive.\Yeah, right? Getting him excited prematurely wouldn't be...\Levy!!\We get to see Levy!\The poster boys for getting excited prematurely... response:	The team, Shadow Gear, together again!
context: Hey... Are you sure we shouldn't have brought Romeo along?\Maybe we should have forced him to come.\There's no guarantee that everyone is still alive.\Yeah, right? Getting him excited prematurely wouldn't be...\Levy!!\We get to see Levy!\The poster boys for getting excited prematurely...\The team, Shadow Gear, together again! response:	I know how they feel, but...
context: Maybe we should have forced him to come.\There's no guarantee that everyone is still alive.\Yeah, right? Getting him excited prematurely wouldn't be...\Levy!!\We get to see Levy!\The poster boys for getting excited prematurely...\The team, Shadow Gear, together again!\I know how they feel, but... response:	You're annoying!
context: There's no guarantee that everyone is still alive.\Yeah, right? Getting him excited prematurely wouldn't be...\Levy!!\We get to see Levy!\The poster boys for getting excited prematurely...\The team, Shadow Gear, together again!\I know how they feel, but...\You're annoying! response:	We haven't had any contact for seven years.
context: Yeah, right? Getting him excited prematurely wouldn't be...\Levy!!\We get to see Levy!\The poster boys for getting excited prematurely...\The team, Shadow Gear, together again!\I know how they feel, but...\You're annoying!\We haven't had any contact for seven years. response:	Keep the worst case scenario in mind, too.
context: Levy!!\We get to see Levy!\The poster boys for getting excited prematurely...\The team, Shadow Gear, together again!\I know how they feel, but...\You're annoying!\We haven't had any contact for seven years.\Keep the worst case scenario in mind, too. response:	R-Right...
context: We get to see Levy!\The poster boys for getting excited prematurely...\The team, Shadow Gear, together again!\I know how they feel, but...\You're annoying!\We haven't had any contact for seven years.\Keep the worst case scenario in mind, too.\R-Right... response:	Sorry...
context: The poster boys for getting excited prematurely...\The team, Shadow Gear, together again!\I know how they feel, but...\You're annoying!\We haven't had any contact for seven years.\Keep the worst case scenario in mind, too.\R-Right...\Sorry... response:	Huh?
context: The team, Shadow Gear, together again!\I know how they feel, but...\You're annoying!\We haven't had any contact for seven years.\Keep the worst case scenario in mind, too.\R-Right...\Sorry...\Huh? response:	What is it?
context: I know how they feel, but...\You're annoying!\We haven't had any contact for seven years.\Keep the worst case scenario in mind, too.\R-Right...\Sorry...\Huh?\What is it? response:	The wind's stopped...
context: You're annoying!\We haven't had any contact for seven years.\Keep the worst case scenario in mind, too.\R-Right...\Sorry...\Huh?\What is it?\The wind's stopped... response:	Now that you mention it, it is strangely quiet.
context: We haven't had any contact for seven years.\Keep the worst case scenario in mind, too.\R-Right...\Sorry...\Huh?\What is it?\The wind's stopped...\Now that you mention it, it is strangely quiet. response:	There aren't any birds...
context: Keep the worst case scenario in mind, too.\R-Right...\Sorry...\Huh?\What is it?\The wind's stopped...\Now that you mention it, it is strangely quiet.\There aren't any birds... response:	What's happening?
context: R-Right...\Sorry...\Huh?\What is it?\The wind's stopped...\Now that you mention it, it is strangely quiet.\There aren't any birds...\What's happening? response:	What is that?
context: Sorry...\Huh?\What is it?\The wind's stopped...\Now that you mention it, it is strangely quiet.\There aren't any birds...\What's happening?\What is that? response:	A person?
context: Huh?\What is it?\The wind's stopped...\Now that you mention it, it is strangely quiet.\There aren't any birds...\What's happening?\What is that?\A person? response:	I don't believe it...
context: What is it?\The wind's stopped...\Now that you mention it, it is strangely quiet.\There aren't any birds...\What's happening?\What is that?\A person?\I don't believe it... response:	She's over the ocean!
context: The wind's stopped...\Now that you mention it, it is strangely quiet.\There aren't any birds...\What's happening?\What is that?\A person?\I don't believe it...\She's over the ocean! response:	Hey! Look closely at her!
context: Now that you mention it, it is strangely quiet.\There aren't any birds...\What's happening?\What is that?\A person?\I don't believe it...\She's over the ocean!\Hey! Look closely at her! response:	S-She's standing!
context: There aren't any birds...\What's happening?\What is that?\A person?\I don't believe it...\She's over the ocean!\Hey! Look closely at her!\S-She's standing! response:	Who is it?!
context: What's happening?\What is that?\A person?\I don't believe it...\She's over the ocean!\Hey! Look closely at her!\S-She's standing!\Who is it?! response:	Whoa!!
context: What is that?\A person?\I don't believe it...\She's over the ocean!\Hey! Look closely at her!\S-She's standing!\Who is it?!\Whoa!! response:	Al! That's...
context: A person?\I don't believe it...\She's over the ocean!\Hey! Look closely at her!\S-She's standing!\Who is it?!\Whoa!!\Al! That's... response:	Y-Yeah...
context: I don't believe it...\She's over the ocean!\Hey! Look closely at her!\S-She's standing!\Who is it?!\Whoa!!\Al! That's...\Y-Yeah... response:	Tenroujima!
context: She's over the ocean!\Hey! Look closely at her!\S-She's standing!\Who is it?!\Whoa!!\Al! That's...\Y-Yeah...\Tenroujima! response:	It's Tenroujima!
context: Hey! Look closely at her!\S-She's standing!\Who is it?!\Whoa!!\Al! That's...\Y-Yeah...\Tenroujima!\It's Tenroujima! response:	That girl! She went to Tenroujima!
context: S-She's standing!\Who is it?!\Whoa!!\Al! That's...\Y-Yeah...\Tenroujima!\It's Tenroujima!\That girl! She went to Tenroujima! response:	Follow her! Quick!
context: Who is it?!\Whoa!!\Al! That's...\Y-Yeah...\Tenroujima!\It's Tenroujima!\That girl! She went to Tenroujima!\Follow her! Quick! response:	Hey, you!
context: Whoa!!\Al! That's...\Y-Yeah...\Tenroujima!\It's Tenroujima!\That girl! She went to Tenroujima!\Follow her! Quick!\Hey, you! response:	Wait!
context: Al! That's...\Y-Yeah...\Tenroujima!\It's Tenroujima!\That girl! She went to Tenroujima!\Follow her! Quick!\Hey, you!\Wait! response:	Hey!
context: Y-Yeah...\Tenroujima!\It's Tenroujima!\That girl! She went to Tenroujima!\Follow her! Quick!\Hey, you!\Wait!\Hey! response:	Wait, I said!
context: Tenroujima!\It's Tenroujima!\That girl! She went to Tenroujima!\Follow her! Quick!\Hey, you!\Wait!\Hey!\Wait, I said! response:	Who is that girl?!
context: It's Tenroujima!\That girl! She went to Tenroujima!\Follow her! Quick!\Hey, you!\Wait!\Hey!\Wait, I said!\Who is that girl?! response:	I don't know, but she did show us where Tenroujima is!
context: That girl! She went to Tenroujima!\Follow her! Quick!\Hey, you!\Wait!\Hey!\Wait, I said!\Who is that girl?!\I don't know, but she did show us where Tenroujima is! response:	Maybe she'll lead us to everyone...
context: Follow her! Quick!\Hey, you!\Wait!\Hey!\Wait, I said!\Who is that girl?!\I don't know, but she did show us where Tenroujima is!\Maybe she'll lead us to everyone... response:	G-Good point!
context: Hey, you!\Wait!\Hey!\Wait, I said!\Who is that girl?!\I don't know, but she did show us where Tenroujima is!\Maybe she'll lead us to everyone...\G-Good point! response:	Don't lose sight of her!
context: Wait!\Hey!\Wait, I said!\Who is that girl?!\I don't know, but she did show us where Tenroujima is!\Maybe she'll lead us to everyone...\G-Good point!\Don't lose sight of her! response:	Jet!
context: Hey!\Wait, I said!\Who is that girl?!\I don't know, but she did show us where Tenroujima is!\Maybe she'll lead us to everyone...\G-Good point!\Don't lose sight of her!\Jet! response:	On it!
context: Wait, I said!\Who is that girl?!\I don't know, but she did show us where Tenroujima is!\Maybe she'll lead us to everyone...\G-Good point!\Don't lose sight of her!\Jet!\On it! response:	Strange... Where did the girl go?
context: Who is that girl?!\I don't know, but she did show us where Tenroujima is!\Maybe she'll lead us to everyone...\G-Good point!\Don't lose sight of her!\Jet!\On it!\Strange... Where did the girl go? response:	Jet!
context: I don't know, but she did show us where Tenroujima is!\Maybe she'll lead us to everyone...\G-Good point!\Don't lose sight of her!\Jet!\On it!\Strange... Where did the girl go?\Jet! response:	What is it?!
context: Maybe she'll lead us to everyone...\G-Good point!\Don't lose sight of her!\Jet!\On it!\Strange... Where did the girl go?\Jet!\What is it?! response:	Where's the girl?!
context: G-Good point!\Don't lose sight of her!\Jet!\On it!\Strange... Where did the girl go?\Jet!\What is it?!\Where's the girl?! response:	What are you just standing there for?
context: Don't lose sight of her!\Jet!\On it!\Strange... Where did the girl go?\Jet!\What is it?!\Where's the girl?!\What are you just standing there for? response:	Natsu...
context: Jet!\On it!\Strange... Where did the girl go?\Jet!\What is it?!\Where's the girl?!\What are you just standing there for?\Natsu... response:	Romeo...
context: On it!\Strange... Where did the girl go?\Jet!\What is it?!\Where's the girl?!\What are you just standing there for?\Natsu...\Romeo... response:	Are you sure you didn't wanna go?
context: Strange... Where did the girl go?\Jet!\What is it?!\Where's the girl?!\What are you just standing there for?\Natsu...\Romeo...\Are you sure you didn't wanna go? response:	Even if they do find Tenroujima... who knows if everyone is still alive?
context: Jet!\What is it?!\Where's the girl?!\What are you just standing there for?\Natsu...\Romeo...\Are you sure you didn't wanna go?\Even if they do find Tenroujima... who knows if everyone is still alive? response:	Don't be like that! You need to have faith!
context: What is it?!\Where's the girl?!\What are you just standing there for?\Natsu...\Romeo...\Are you sure you didn't wanna go?\Even if they do find Tenroujima... who knows if everyone is still alive?\Don't be like that! You need to have faith! response:	We haven't heard from them in seven years.
context: Where's the girl?!\What are you just standing there for?\Natsu...\Romeo...\Are you sure you didn't wanna go?\Even if they do find Tenroujima... who knows if everyone is still alive?\Don't be like that! You need to have faith!\We haven't heard from them in seven years. response:	Well, well... Looks like there are even less people in here than usual.
context: What are you just standing there for?\Natsu...\Romeo...\Are you sure you didn't wanna go?\Even if they do find Tenroujima... who knows if everyone is still alive?\Don't be like that! You need to have faith!\We haven't heard from them in seven years.\Well, well... Looks like there are even less people in here than usual. response:	This isn't a guild so much as a, what? A club?
