context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...\The words had just slipped out.\kiri no you ni kasuka ni kienagara...slowly fading away like the fog.\Although I knew what her answer would be...\Maybe I shouldn't have said it?\hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...\But I don't regret it all.\I always thought that I'd regret it if I said it. response:	bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.
context: The words had just slipped out.\kiri no you ni kasuka ni kienagara...slowly fading away like the fog.\Although I knew what her answer would be...\Maybe I shouldn't have said it?\hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...\But I don't regret it all.\I always thought that I'd regret it if I said it.\bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim. response:	But I wonder why?
context: kiri no you ni kasuka ni kienagara...slowly fading away like the fog.\Although I knew what her answer would be...\Maybe I shouldn't have said it?\hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...\But I don't regret it all.\I always thought that I'd regret it if I said it.\bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.\But I wonder why? response:	I look up at the sky and it's so beautiful.
context: Although I knew what her answer would be...\Maybe I shouldn't have said it?\hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...\But I don't regret it all.\I always thought that I'd regret it if I said it.\bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.\But I wonder why?\I look up at the sky and it's so beautiful. response:	So beautiful.
context: Maybe I shouldn't have said it?\hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...\But I don't regret it all.\I always thought that I'd regret it if I said it.\bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.\But I wonder why?\I look up at the sky and it's so beautiful.\So beautiful. response:	kimi ni aeta natsugumo ni natta I became a summer spider and met you.
context: hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...\But I don't regret it all.\I always thought that I'd regret it if I said it.\bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.\But I wonder why?\I look up at the sky and it's so beautiful.\So beautiful.\kimi ni aeta natsugumo ni natta I became a summer spider and met you. response:	nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...
context: But I don't regret it all.\I always thought that I'd regret it if I said it.\bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.\But I wonder why?\I look up at the sky and it's so beautiful.\So beautiful.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web... response:	kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.
context: I always thought that I'd regret it if I said it.\bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.\But I wonder why?\I look up at the sky and it's so beautiful.\So beautiful.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind. response:	Oh, this is great!
context: bata ashi ooki na sugata ga oyogidasu...kicking through the water, a large shape begins to swim.\But I wonder why?\I look up at the sky and it's so beautiful.\So beautiful.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\Oh, this is great! response:	This unrefined design...
context: But I wonder why?\I look up at the sky and it's so beautiful.\So beautiful.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\Oh, this is great!\This unrefined design... response:	And this overwhelming presence that nonetheless complements the plant's expression!
context: I look up at the sky and it's so beautiful.\So beautiful.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\Oh, this is great!\This unrefined design...\And this overwhelming presence that nonetheless complements the plant's expression! response:	And to top it off, it's huge!
context: So beautiful.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\Oh, this is great!\This unrefined design...\And this overwhelming presence that nonetheless complements the plant's expression!\And to top it off, it's huge! response:	It's great. Good job!
context: kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\Oh, this is great!\This unrefined design...\And this overwhelming presence that nonetheless complements the plant's expression!\And to top it off, it's huge!\It's great. Good job! response:	T-Thank you very much.
context: nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\Oh, this is great!\This unrefined design...\And this overwhelming presence that nonetheless complements the plant's expression!\And to top it off, it's huge!\It's great. Good job!\T-Thank you very much. response:	We're glad to hear you like it.
context: kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\Oh, this is great!\This unrefined design...\And this overwhelming presence that nonetheless complements the plant's expression!\And to top it off, it's huge!\It's great. Good job!\T-Thank you very much.\We're glad to hear you like it. response:	I wonder if it was a little too big?
context: Oh, this is great!\This unrefined design...\And this overwhelming presence that nonetheless complements the plant's expression!\And to top it off, it's huge!\It's great. Good job!\T-Thank you very much.\We're glad to hear you like it.\I wonder if it was a little too big? response:	It's fine.
context: This unrefined design...\And this overwhelming presence that nonetheless complements the plant's expression!\And to top it off, it's huge!\It's great. Good job!\T-Thank you very much.\We're glad to hear you like it.\I wonder if it was a little too big?\It's fine. response:	He was quite pleased.
context: And this overwhelming presence that nonetheless complements the plant's expression!\And to top it off, it's huge!\It's great. Good job!\T-Thank you very much.\We're glad to hear you like it.\I wonder if it was a little too big?\It's fine.\He was quite pleased. response:	He's usually a difficult person to deal with, but he talked with us for such a long time.
context: And to top it off, it's huge!\It's great. Good job!\T-Thank you very much.\We're glad to hear you like it.\I wonder if it was a little too big?\It's fine.\He was quite pleased.\He's usually a difficult person to deal with, but he talked with us for such a long time. response:	I was pleased as well.
context: It's great. Good job!\T-Thank you very much.\We're glad to hear you like it.\I wonder if it was a little too big?\It's fine.\He was quite pleased.\He's usually a difficult person to deal with, but he talked with us for such a long time.\I was pleased as well. response:	It's thanks to the vase that you made, Yamada-san.
context: T-Thank you very much.\We're glad to hear you like it.\I wonder if it was a little too big?\It's fine.\He was quite pleased.\He's usually a difficult person to deal with, but he talked with us for such a long time.\I was pleased as well.\It's thanks to the vase that you made, Yamada-san. response:	Thank you.
context: We're glad to hear you like it.\I wonder if it was a little too big?\It's fine.\He was quite pleased.\He's usually a difficult person to deal with, but he talked with us for such a long time.\I was pleased as well.\It's thanks to the vase that you made, Yamada-san.\Thank you. response:	Oh, no, I don't deserve the praise, Rika-san.
context: I wonder if it was a little too big?\It's fine.\He was quite pleased.\He's usually a difficult person to deal with, but he talked with us for such a long time.\I was pleased as well.\It's thanks to the vase that you made, Yamada-san.\Thank you.\Oh, no, I don't deserve the praise, Rika-san. response:	Please go ahead and eat.
context: It's fine.\He was quite pleased.\He's usually a difficult person to deal with, but he talked with us for such a long time.\I was pleased as well.\It's thanks to the vase that you made, Yamada-san.\Thank you.\Oh, no, I don't deserve the praise, Rika-san.\Please go ahead and eat. response:	Sure, thanks for the meal!
context: He was quite pleased.\He's usually a difficult person to deal with, but he talked with us for such a long time.\I was pleased as well.\It's thanks to the vase that you made, Yamada-san.\Thank you.\Oh, no, I don't deserve the praise, Rika-san.\Please go ahead and eat.\Sure, thanks for the meal! response:	I wonder what she looks like through Mayama's eyes?
context: He's usually a difficult person to deal with, but he talked with us for such a long time.\I was pleased as well.\It's thanks to the vase that you made, Yamada-san.\Thank you.\Oh, no, I don't deserve the praise, Rika-san.\Please go ahead and eat.\Sure, thanks for the meal!\I wonder what she looks like through Mayama's eyes? response:	Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?
context: I was pleased as well.\It's thanks to the vase that you made, Yamada-san.\Thank you.\Oh, no, I don't deserve the praise, Rika-san.\Please go ahead and eat.\Sure, thanks for the meal!\I wonder what she looks like through Mayama's eyes?\Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks? response:	What sound does his heart make when it strains?
context: It's thanks to the vase that you made, Yamada-san.\Thank you.\Oh, no, I don't deserve the praise, Rika-san.\Please go ahead and eat.\Sure, thanks for the meal!\I wonder what she looks like through Mayama's eyes?\Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?\What sound does his heart make when it strains? response:	What emotions does he hold in while he's at that office?
context: Thank you.\Oh, no, I don't deserve the praise, Rika-san.\Please go ahead and eat.\Sure, thanks for the meal!\I wonder what she looks like through Mayama's eyes?\Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?\What sound does his heart make when it strains?\What emotions does he hold in while he's at that office? response:	Always alone with her...
context: Oh, no, I don't deserve the praise, Rika-san.\Please go ahead and eat.\Sure, thanks for the meal!\I wonder what she looks like through Mayama's eyes?\Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?\What sound does his heart make when it strains?\What emotions does he hold in while he's at that office?\Always alone with her... response:	Here are some towels and paper towels.
context: Please go ahead and eat.\Sure, thanks for the meal!\I wonder what she looks like through Mayama's eyes?\Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?\What sound does his heart make when it strains?\What emotions does he hold in while he's at that office?\Always alone with her...\Here are some towels and paper towels. response:	Please roll up the paper towels and put them in your shoes.
context: Sure, thanks for the meal!\I wonder what she looks like through Mayama's eyes?\Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?\What sound does his heart make when it strains?\What emotions does he hold in while he's at that office?\Always alone with her...\Here are some towels and paper towels.\Please roll up the paper towels and put them in your shoes. response:	And here's some hot tea for you.
context: I wonder what she looks like through Mayama's eyes?\Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?\What sound does his heart make when it strains?\What emotions does he hold in while he's at that office?\Always alone with her...\Here are some towels and paper towels.\Please roll up the paper towels and put them in your shoes.\And here's some hot tea for you. response:	Yay, thanks!
context: Does he look at her with an aching heart, longing to touch her shoulder and her pale cheeks?\What sound does his heart make when it strains?\What emotions does he hold in while he's at that office?\Always alone with her...\Here are some towels and paper towels.\Please roll up the paper towels and put them in your shoes.\And here's some hot tea for you.\Yay, thanks! response:	You're so maternal, Mayama.
context: What sound does his heart make when it strains?\What emotions does he hold in while he's at that office?\Always alone with her...\Here are some towels and paper towels.\Please roll up the paper towels and put them in your shoes.\And here's some hot tea for you.\Yay, thanks!\You're so maternal, Mayama. response:	Huh? Something tells me I shouldn't be too thrilled to hear that.
context: What emotions does he hold in while he's at that office?\Always alone with her...\Here are some towels and paper towels.\Please roll up the paper towels and put them in your shoes.\And here's some hot tea for you.\Yay, thanks!\You're so maternal, Mayama.\Huh? Something tells me I shouldn't be too thrilled to hear that. response:	Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.
context: Always alone with her...\Here are some towels and paper towels.\Please roll up the paper towels and put them in your shoes.\And here's some hot tea for you.\Yay, thanks!\You're so maternal, Mayama.\Huh? Something tells me I shouldn't be too thrilled to hear that.\Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest. response:	Why?
context: Here are some towels and paper towels.\Please roll up the paper towels and put them in your shoes.\And here's some hot tea for you.\Yay, thanks!\You're so maternal, Mayama.\Huh? Something tells me I shouldn't be too thrilled to hear that.\Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.\Why? response:	We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.
context: Please roll up the paper towels and put them in your shoes.\And here's some hot tea for you.\Yay, thanks!\You're so maternal, Mayama.\Huh? Something tells me I shouldn't be too thrilled to hear that.\Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.\Why?\We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us. response:	But...
context: And here's some hot tea for you.\Yay, thanks!\You're so maternal, Mayama.\Huh? Something tells me I shouldn't be too thrilled to hear that.\Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.\Why?\We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.\But... response:	Please get some rest.
context: Yay, thanks!\You're so maternal, Mayama.\Huh? Something tells me I shouldn't be too thrilled to hear that.\Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.\Why?\We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.\But...\Please get some rest. response:	You didn't sleep last night, right?
context: You're so maternal, Mayama.\Huh? Something tells me I shouldn't be too thrilled to hear that.\Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.\Why?\We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.\But...\Please get some rest.\You didn't sleep last night, right? response:	I got plenty of rest.
context: Huh? Something tells me I shouldn't be too thrilled to hear that.\Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.\Why?\We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.\But...\Please get some rest.\You didn't sleep last night, right?\I got plenty of rest. response:	You were drawing blueprints in your room until morning.
context: Oh, and Rika-san, once youre done drinking, please go to your bedroom and get some rest.\Why?\We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.\But...\Please get some rest.\You didn't sleep last night, right?\I got plenty of rest.\You were drawing blueprints in your room until morning. response:	I could hear your computer chair.
context: Why?\We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.\But...\Please get some rest.\You didn't sleep last night, right?\I got plenty of rest.\You were drawing blueprints in your room until morning.\I could hear your computer chair. response:	And Mayama was listening below Rika-san's room the entire time...
context: We're waiting for Mori-san's check, but it'll probably be after 11 o'clock before he contacts us.\But...\Please get some rest.\You didn't sleep last night, right?\I got plenty of rest.\You were drawing blueprints in your room until morning.\I could hear your computer chair.\And Mayama was listening below Rika-san's room the entire time... response:	Based on past patterns, it'll be close to midnight before Mori-san sends us the data.
context: But...\Please get some rest.\You didn't sleep last night, right?\I got plenty of rest.\You were drawing blueprints in your room until morning.\I could hear your computer chair.\And Mayama was listening below Rika-san's room the entire time...\Based on past patterns, it'll be close to midnight before Mori-san sends us the data. response:	Please get some rest instead of waiting around while doing nothing.
context: Please get some rest.\You didn't sleep last night, right?\I got plenty of rest.\You were drawing blueprints in your room until morning.\I could hear your computer chair.\And Mayama was listening below Rika-san's room the entire time...\Based on past patterns, it'll be close to midnight before Mori-san sends us the data.\Please get some rest instead of waiting around while doing nothing. response:	If there are any pressing matters, I'll call your cell phone to wake you up.
context: You didn't sleep last night, right?\I got plenty of rest.\You were drawing blueprints in your room until morning.\I could hear your computer chair.\And Mayama was listening below Rika-san's room the entire time...\Based on past patterns, it'll be close to midnight before Mori-san sends us the data.\Please get some rest instead of waiting around while doing nothing.\If there are any pressing matters, I'll call your cell phone to wake you up. response:	I understand.
context: I got plenty of rest.\You were drawing blueprints in your room until morning.\I could hear your computer chair.\And Mayama was listening below Rika-san's room the entire time...\Based on past patterns, it'll be close to midnight before Mori-san sends us the data.\Please get some rest instead of waiting around while doing nothing.\If there are any pressing matters, I'll call your cell phone to wake you up.\I understand. response:	Then I guess I'll get some rest.
context: You were drawing blueprints in your room until morning.\I could hear your computer chair.\And Mayama was listening below Rika-san's room the entire time...\Based on past patterns, it'll be close to midnight before Mori-san sends us the data.\Please get some rest instead of waiting around while doing nothing.\If there are any pressing matters, I'll call your cell phone to wake you up.\I understand.\Then I guess I'll get some rest. response:	I'm sorry, Yamada-san.
context: I could hear your computer chair.\And Mayama was listening below Rika-san's room the entire time...\Based on past patterns, it'll be close to midnight before Mori-san sends us the data.\Please get some rest instead of waiting around while doing nothing.\If there are any pressing matters, I'll call your cell phone to wake you up.\I understand.\Then I guess I'll get some rest.\I'm sorry, Yamada-san. response:	Our next appointment is on Wednesday, but we have some things to take care of before then...
context: And Mayama was listening below Rika-san's room the entire time...\Based on past patterns, it'll be close to midnight before Mori-san sends us the data.\Please get some rest instead of waiting around while doing nothing.\If there are any pressing matters, I'll call your cell phone to wake you up.\I understand.\Then I guess I'll get some rest.\I'm sorry, Yamada-san.\Our next appointment is on Wednesday, but we have some things to take care of before then... response:	Oh, Yamada and I will make that file, so please don't worry about it.
context: Based on past patterns, it'll be close to midnight before Mori-san sends us the data.\Please get some rest instead of waiting around while doing nothing.\If there are any pressing matters, I'll call your cell phone to wake you up.\I understand.\Then I guess I'll get some rest.\I'm sorry, Yamada-san.\Our next appointment is on Wednesday, but we have some things to take care of before then...\Oh, Yamada and I will make that file, so please don't worry about it. response:	Well then, goodnight, Rika-san.
context: Please get some rest instead of waiting around while doing nothing.\If there are any pressing matters, I'll call your cell phone to wake you up.\I understand.\Then I guess I'll get some rest.\I'm sorry, Yamada-san.\Our next appointment is on Wednesday, but we have some things to take care of before then...\Oh, Yamada and I will make that file, so please don't worry about it.\Well then, goodnight, Rika-san. response:	Yes, goodnight.
context: If there are any pressing matters, I'll call your cell phone to wake you up.\I understand.\Then I guess I'll get some rest.\I'm sorry, Yamada-san.\Our next appointment is on Wednesday, but we have some things to take care of before then...\Oh, Yamada and I will make that file, so please don't worry about it.\Well then, goodnight, Rika-san.\Yes, goodnight. response:	Now then...
context: I understand.\Then I guess I'll get some rest.\I'm sorry, Yamada-san.\Our next appointment is on Wednesday, but we have some things to take care of before then...\Oh, Yamada and I will make that file, so please don't worry about it.\Well then, goodnight, Rika-san.\Yes, goodnight.\Now then... response:	Before we get to work, why don't we order dinner?
context: Then I guess I'll get some rest.\I'm sorry, Yamada-san.\Our next appointment is on Wednesday, but we have some things to take care of before then...\Oh, Yamada and I will make that file, so please don't worry about it.\Well then, goodnight, Rika-san.\Yes, goodnight.\Now then...\Before we get to work, why don't we order dinner? response:	What do you want, Yamada?
context: I'm sorry, Yamada-san.\Our next appointment is on Wednesday, but we have some things to take care of before then...\Oh, Yamada and I will make that file, so please don't worry about it.\Well then, goodnight, Rika-san.\Yes, goodnight.\Now then...\Before we get to work, why don't we order dinner?\What do you want, Yamada? response:	Soba, Chinese, or pizza?
context: Our next appointment is on Wednesday, but we have some things to take care of before then...\Oh, Yamada and I will make that file, so please don't worry about it.\Well then, goodnight, Rika-san.\Yes, goodnight.\Now then...\Before we get to work, why don't we order dinner?\What do you want, Yamada?\Soba, Chinese, or pizza? response:	Pizza!
context: Oh, Yamada and I will make that file, so please don't worry about it.\Well then, goodnight, Rika-san.\Yes, goodnight.\Now then...\Before we get to work, why don't we order dinner?\What do you want, Yamada?\Soba, Chinese, or pizza?\Pizza! response:	Yes, a triple L magnum deluxe.
context: Well then, goodnight, Rika-san.\Yes, goodnight.\Now then...\Before we get to work, why don't we order dinner?\What do you want, Yamada?\Soba, Chinese, or pizza?\Pizza!\Yes, a triple L magnum deluxe. response:	Yeah, thanks a lot.
context: Yes, goodnight.\Now then...\Before we get to work, why don't we order dinner?\What do you want, Yamada?\Soba, Chinese, or pizza?\Pizza!\Yes, a triple L magnum deluxe.\Yeah, thanks a lot. response:	Say.
context: Now then...\Before we get to work, why don't we order dinner?\What do you want, Yamada?\Soba, Chinese, or pizza?\Pizza!\Yes, a triple L magnum deluxe.\Yeah, thanks a lot.\Say. response:	What do you usually talk about, Mayama?
context: Before we get to work, why don't we order dinner?\What do you want, Yamada?\Soba, Chinese, or pizza?\Pizza!\Yes, a triple L magnum deluxe.\Yeah, thanks a lot.\Say.\What do you usually talk about, Mayama? response:	With Rika-san.
context: What do you want, Yamada?\Soba, Chinese, or pizza?\Pizza!\Yes, a triple L magnum deluxe.\Yeah, thanks a lot.\Say.\What do you usually talk about, Mayama?\With Rika-san. response:	What do we talk about?
context: Soba, Chinese, or pizza?\Pizza!\Yes, a triple L magnum deluxe.\Yeah, thanks a lot.\Say.\What do you usually talk about, Mayama?\With Rika-san.\What do we talk about? response:	We talk about...
context: Pizza!\Yes, a triple L magnum deluxe.\Yeah, thanks a lot.\Say.\What do you usually talk about, Mayama?\With Rika-san.\What do we talk about?\We talk about... response:	Usually something like...
context: Yes, a triple L magnum deluxe.\Yeah, thanks a lot.\Say.\What do you usually talk about, Mayama?\With Rika-san.\What do we talk about?\We talk about...\Usually something like... response:	I wonder if it'll be sunny tomorrow?
context: Yeah, thanks a lot.\Say.\What do you usually talk about, Mayama?\With Rika-san.\What do we talk about?\We talk about...\Usually something like...\I wonder if it'll be sunny tomorrow? response:	Or, Do you think the typhoon will come our way?
context: Say.\What do you usually talk about, Mayama?\With Rika-san.\What do we talk about?\We talk about...\Usually something like...\I wonder if it'll be sunny tomorrow?\Or, Do you think the typhoon will come our way? response:	Or, What model should we choose for our new laptop?
context: What do you usually talk about, Mayama?\With Rika-san.\What do we talk about?\We talk about...\Usually something like...\I wonder if it'll be sunny tomorrow?\Or, Do you think the typhoon will come our way?\Or, What model should we choose for our new laptop? response:	U-Um...
context: With Rika-san.\What do we talk about?\We talk about...\Usually something like...\I wonder if it'll be sunny tomorrow?\Or, Do you think the typhoon will come our way?\Or, What model should we choose for our new laptop?\U-Um... response:	Well, when I think about it, it seems like we only talk about work and the weather, but...
context: What do we talk about?\We talk about...\Usually something like...\I wonder if it'll be sunny tomorrow?\Or, Do you think the typhoon will come our way?\Or, What model should we choose for our new laptop?\U-Um...\Well, when I think about it, it seems like we only talk about work and the weather, but... response:	But she doesn't talk that much, to begin with...
context: We talk about...\Usually something like...\I wonder if it'll be sunny tomorrow?\Or, Do you think the typhoon will come our way?\Or, What model should we choose for our new laptop?\U-Um...\Well, when I think about it, it seems like we only talk about work and the weather, but...\But she doesn't talk that much, to begin with... response:	But haven't you been working together for four years already?
context: Usually something like...\I wonder if it'll be sunny tomorrow?\Or, Do you think the typhoon will come our way?\Or, What model should we choose for our new laptop?\U-Um...\Well, when I think about it, it seems like we only talk about work and the weather, but...\But she doesn't talk that much, to begin with...\But haven't you been working together for four years already? response:	Y-Yeah...
context: I wonder if it'll be sunny tomorrow?\Or, Do you think the typhoon will come our way?\Or, What model should we choose for our new laptop?\U-Um...\Well, when I think about it, it seems like we only talk about work and the weather, but...\But she doesn't talk that much, to begin with...\But haven't you been working together for four years already?\Y-Yeah... response:	Is it strange?
context: Or, Do you think the typhoon will come our way?\Or, What model should we choose for our new laptop?\U-Um...\Well, when I think about it, it seems like we only talk about work and the weather, but...\But she doesn't talk that much, to begin with...\But haven't you been working together for four years already?\Y-Yeah...\Is it strange? response:	Is it strange that we don't really talk about anything?
context: Or, What model should we choose for our new laptop?\U-Um...\Well, when I think about it, it seems like we only talk about work and the weather, but...\But she doesn't talk that much, to begin with...\But haven't you been working together for four years already?\Y-Yeah...\Is it strange?\Is it strange that we don't really talk about anything? response:	No, well...
context: U-Um...\Well, when I think about it, it seems like we only talk about work and the weather, but...\But she doesn't talk that much, to begin with...\But haven't you been working together for four years already?\Y-Yeah...\Is it strange?\Is it strange that we don't really talk about anything?\No, well... response:	It's not really strange...
context: Well, when I think about it, it seems like we only talk about work and the weather, but...\But she doesn't talk that much, to begin with...\But haven't you been working together for four years already?\Y-Yeah...\Is it strange?\Is it strange that we don't really talk about anything?\No, well...\It's not really strange... response:	I'm sorry.
context: But she doesn't talk that much, to begin with...\But haven't you been working together for four years already?\Y-Yeah...\Is it strange?\Is it strange that we don't really talk about anything?\No, well...\It's not really strange...\I'm sorry. response:	Man...
context: But haven't you been working together for four years already?\Y-Yeah...\Is it strange?\Is it strange that we don't really talk about anything?\No, well...\It's not really strange...\I'm sorry.\Man... response:	I'm no good.
context: Y-Yeah...\Is it strange?\Is it strange that we don't really talk about anything?\No, well...\It's not really strange...\I'm sorry.\Man...\I'm no good. response:	Mayama...
context: Is it strange?\Is it strange that we don't really talk about anything?\No, well...\It's not really strange...\I'm sorry.\Man...\I'm no good.\Mayama... response:	Yo.
context: Is it strange that we don't really talk about anything?\No, well...\It's not really strange...\I'm sorry.\Man...\I'm no good.\Mayama...\Yo. response:	Kaoru...
context: No, well...\It's not really strange...\I'm sorry.\Man...\I'm no good.\Mayama...\Yo.\Kaoru... response:	How's work?
context: It's not really strange...\I'm sorry.\Man...\I'm no good.\Mayama...\Yo.\Kaoru...\How's work? response:	Good work.
context: I'm sorry.\Man...\I'm no good.\Mayama...\Yo.\Kaoru...\How's work?\Good work. response:	There's a lot of people here.
context: Man...\I'm no good.\Mayama...\Yo.\Kaoru...\How's work?\Good work.\There's a lot of people here. response:	It is a school, after all.
context: I'm no good.\Mayama...\Yo.\Kaoru...\How's work?\Good work.\There's a lot of people here.\It is a school, after all. response:	So everyone here is trying to become an artist or find other creative jobs?
context: Mayama...\Yo.\Kaoru...\How's work?\Good work.\There's a lot of people here.\It is a school, after all.\So everyone here is trying to become an artist or find other creative jobs? response:	I don't think there's that much demand for them out there.
context: Yo.\Kaoru...\How's work?\Good work.\There's a lot of people here.\It is a school, after all.\So everyone here is trying to become an artist or find other creative jobs?\I don't think there's that much demand for them out there. response:	People like our father are rare.
context: Kaoru...\How's work?\Good work.\There's a lot of people here.\It is a school, after all.\So everyone here is trying to become an artist or find other creative jobs?\I don't think there's that much demand for them out there.\People like our father are rare. response:	People with talent.
context: How's work?\Good work.\There's a lot of people here.\It is a school, after all.\So everyone here is trying to become an artist or find other creative jobs?\I don't think there's that much demand for them out there.\People like our father are rare.\People with talent. response:	You must think that as well.
context: Good work.\There's a lot of people here.\It is a school, after all.\So everyone here is trying to become an artist or find other creative jobs?\I don't think there's that much demand for them out there.\People like our father are rare.\People with talent.\You must think that as well. response:	No, you understand because it's you.
context: There's a lot of people here.\It is a school, after all.\So everyone here is trying to become an artist or find other creative jobs?\I don't think there's that much demand for them out there.\People like our father are rare.\People with talent.\You must think that as well.\No, you understand because it's you. response:	Did something bad happen?
context: It is a school, after all.\So everyone here is trying to become an artist or find other creative jobs?\I don't think there's that much demand for them out there.\People like our father are rare.\People with talent.\You must think that as well.\No, you understand because it's you.\Did something bad happen? response:	No, things are going smoothly.
context: So everyone here is trying to become an artist or find other creative jobs?\I don't think there's that much demand for them out there.\People like our father are rare.\People with talent.\You must think that as well.\No, you understand because it's you.\Did something bad happen?\No, things are going smoothly. response:	In terms of funds, we're almost there.
context: I don't think there's that much demand for them out there.\People like our father are rare.\People with talent.\You must think that as well.\No, you understand because it's you.\Did something bad happen?\No, things are going smoothly.\In terms of funds, we're almost there. response:	But I want to push through in one go, Shinobu.
context: People like our father are rare.\People with talent.\You must think that as well.\No, you understand because it's you.\Did something bad happen?\No, things are going smoothly.\In terms of funds, we're almost there.\But I want to push through in one go, Shinobu. response:	Shinobu...
context: People with talent.\You must think that as well.\No, you understand because it's you.\Did something bad happen?\No, things are going smoothly.\In terms of funds, we're almost there.\But I want to push through in one go, Shinobu.\Shinobu... response:	I know.
context: You must think that as well.\No, you understand because it's you.\Did something bad happen?\No, things are going smoothly.\In terms of funds, we're almost there.\But I want to push through in one go, Shinobu.\Shinobu...\I know. response:	I know, Kaoru.
context: No, you understand because it's you.\Did something bad happen?\No, things are going smoothly.\In terms of funds, we're almost there.\But I want to push through in one go, Shinobu.\Shinobu...\I know.\I know, Kaoru. response:	Hey, Sensei.
context: Did something bad happen?\No, things are going smoothly.\In terms of funds, we're almost there.\But I want to push through in one go, Shinobu.\Shinobu...\I know.\I know, Kaoru.\Hey, Sensei. response:	What did you used to talk about with Rika-san?
