context: Oh boy... response:	At least we're still alive.
context: Shall I go?\Let me out.\And bring me a bow and arrow.\Sango, are you all right?\The miasma is getting stronger.\Yes... Kagome, how can you put up with it?\Uh-huh... for now.\What's this? Something's pulling me in! response:	What's going on inside the cave?
context: Let me out.\And bring me a bow and arrow.\Sango, are you all right?\The miasma is getting stronger.\Yes... Kagome, how can you put up with it?\Uh-huh... for now.\What's this? Something's pulling me in!\What's going on inside the cave? response:	I wonder if Inuyasha and Master Miroku are okay?
context: And bring me a bow and arrow.\Sango, are you all right?\The miasma is getting stronger.\Yes... Kagome, how can you put up with it?\Uh-huh... for now.\What's this? Something's pulling me in!\What's going on inside the cave?\I wonder if Inuyasha and Master Miroku are okay? response:	The miasma is getting stronger.
context: Sango, are you all right?\The miasma is getting stronger.\Yes... Kagome, how can you put up with it?\Uh-huh... for now.\What's this? Something's pulling me in!\What's going on inside the cave?\I wonder if Inuyasha and Master Miroku are okay?\The miasma is getting stronger. response:	Hey, what're you doing, Miroku?! So hopeless!
context: The miasma is getting stronger.\Yes... Kagome, how can you put up with it?\Uh-huh... for now.\What's this? Something's pulling me in!\What's going on inside the cave?\I wonder if Inuyasha and Master Miroku are okay?\The miasma is getting stronger.\Hey, what're you doing, Miroku?! So hopeless! response:	I have undergone training, so I have some endurance.
context: Yes... Kagome, how can you put up with it?\Uh-huh... for now.\What's this? Something's pulling me in!\What's going on inside the cave?\I wonder if Inuyasha and Master Miroku are okay?\The miasma is getting stronger.\Hey, what're you doing, Miroku?! So hopeless!\I have undergone training, so I have some endurance. response:	An average human would not stand a chance.
context: Uh-huh... for now.\What's this? Something's pulling me in!\What's going on inside the cave?\I wonder if Inuyasha and Master Miroku are okay?\The miasma is getting stronger.\Hey, what're you doing, Miroku?! So hopeless!\I have undergone training, so I have some endurance.\An average human would not stand a chance. response:	There's something... Let's go.
context: What's this? Something's pulling me in!\What's going on inside the cave?\I wonder if Inuyasha and Master Miroku are okay?\The miasma is getting stronger.\Hey, what're you doing, Miroku?! So hopeless!\I have undergone training, so I have some endurance.\An average human would not stand a chance.\There's something... Let's go. response:	What is that?!
context: What's going on inside the cave?\I wonder if Inuyasha and Master Miroku are okay?\The miasma is getting stronger.\Hey, what're you doing, Miroku?! So hopeless!\I have undergone training, so I have some endurance.\An average human would not stand a chance.\There's something... Let's go.\What is that?! response:	Demon remains?
context: I wonder if Inuyasha and Master Miroku are okay?\The miasma is getting stronger.\Hey, what're you doing, Miroku?! So hopeless!\I have undergone training, so I have some endurance.\An average human would not stand a chance.\There's something... Let's go.\What is that?!\Demon remains? response:	Demons fighting each other?
context: The miasma is getting stronger.\Hey, what're you doing, Miroku?! So hopeless!\I have undergone training, so I have some endurance.\An average human would not stand a chance.\There's something... Let's go.\What is that?!\Demon remains?\Demons fighting each other? response:	Hundreds of demons have been fighting and killing each other here.
context: Hey, what're you doing, Miroku?! So hopeless!\I have undergone training, so I have some endurance.\An average human would not stand a chance.\There's something... Let's go.\What is that?!\Demon remains?\Demons fighting each other?\Hundreds of demons have been fighting and killing each other here. response:	Those who lost and their debris showered the village.
context: I have undergone training, so I have some endurance.\An average human would not stand a chance.\There's something... Let's go.\What is that?!\Demon remains?\Demons fighting each other?\Hundreds of demons have been fighting and killing each other here.\Those who lost and their debris showered the village. response:	These are the remains.
context: An average human would not stand a chance.\There's something... Let's go.\What is that?!\Demon remains?\Demons fighting each other?\Hundreds of demons have been fighting and killing each other here.\Those who lost and their debris showered the village.\These are the remains. response:	Awful. But why are they doing this?
context: There's something... Let's go.\What is that?!\Demon remains?\Demons fighting each other?\Hundreds of demons have been fighting and killing each other here.\Those who lost and their debris showered the village.\These are the remains.\Awful. But why are they doing this? response:	The last demon standing...
context: What is that?!\Demon remains?\Demons fighting each other?\Hundreds of demons have been fighting and killing each other here.\Those who lost and their debris showered the village.\These are the remains.\Awful. But why are they doing this?\The last demon standing... response:	Merged its body with the other's!
context: Demon remains?\Demons fighting each other?\Hundreds of demons have been fighting and killing each other here.\Those who lost and their debris showered the village.\These are the remains.\Awful. But why are they doing this?\The last demon standing...\Merged its body with the other's! response:	Why can't I get out?!
context: Demons fighting each other?\Hundreds of demons have been fighting and killing each other here.\Those who lost and their debris showered the village.\These are the remains.\Awful. But why are they doing this?\The last demon standing...\Merged its body with the other's!\Why can't I get out?! response:	The last demon standing was supposed to leave here alive?!
context: Hundreds of demons have been fighting and killing each other here.\Those who lost and their debris showered the village.\These are the remains.\Awful. But why are they doing this?\The last demon standing...\Merged its body with the other's!\Why can't I get out?!\The last demon standing was supposed to leave here alive?! response:	It can't be that this is...?!
context: Those who lost and their debris showered the village.\These are the remains.\Awful. But why are they doing this?\The last demon standing...\Merged its body with the other's!\Why can't I get out?!\The last demon standing was supposed to leave here alive?!\It can't be that this is...?! response:	Is there another demon here?
context: These are the remains.\Awful. But why are they doing this?\The last demon standing...\Merged its body with the other's!\Why can't I get out?!\The last demon standing was supposed to leave here alive?!\It can't be that this is...?!\Is there another demon here? response:	You mean me?
context: Awful. But why are they doing this?\The last demon standing...\Merged its body with the other's!\Why can't I get out?!\The last demon standing was supposed to leave here alive?!\It can't be that this is...?!\Is there another demon here?\You mean me? response:	Wait, Inuyasha!
context: The last demon standing...\Merged its body with the other's!\Why can't I get out?!\The last demon standing was supposed to leave here alive?!\It can't be that this is...?!\Is there another demon here?\You mean me?\Wait, Inuyasha! response:	Lemme go!
context: Merged its body with the other's!\Why can't I get out?!\The last demon standing was supposed to leave here alive?!\It can't be that this is...?!\Is there another demon here?\You mean me?\Wait, Inuyasha!\Lemme go! response:	If my hunch is correct...
context: Why can't I get out?!\The last demon standing was supposed to leave here alive?!\It can't be that this is...?!\Is there another demon here?\You mean me?\Wait, Inuyasha!\Lemme go!\If my hunch is correct... response:	No! This is bad!
context: The last demon standing was supposed to leave here alive?!\It can't be that this is...?!\Is there another demon here?\You mean me?\Wait, Inuyasha!\Lemme go!\If my hunch is correct...\No! This is bad! response:	I'll fight you!
context: It can't be that this is...?!\Is there another demon here?\You mean me?\Wait, Inuyasha!\Lemme go!\If my hunch is correct...\No! This is bad!\I'll fight you! response:	They're taking too long!
context: Is there another demon here?\You mean me?\Wait, Inuyasha!\Lemme go!\If my hunch is correct...\No! This is bad!\I'll fight you!\They're taking too long! response:	Let's follow them.
context: You mean me?\Wait, Inuyasha!\Lemme go!\If my hunch is correct...\No! This is bad!\I'll fight you!\They're taking too long!\Let's follow them. response:	Not you, Sango!
context: Wait, Inuyasha!\Lemme go!\If my hunch is correct...\No! This is bad!\I'll fight you!\They're taking too long!\Let's follow them.\Not you, Sango! response:	If you go in there in your condition, you'll die!
context: Lemme go!\If my hunch is correct...\No! This is bad!\I'll fight you!\They're taking too long!\Let's follow them.\Not you, Sango!\If you go in there in your condition, you'll die! response:	Sango, let's get away from here.
context: If my hunch is correct...\No! This is bad!\I'll fight you!\They're taking too long!\Let's follow them.\Not you, Sango!\If you go in there in your condition, you'll die!\Sango, let's get away from here. response:	It's bad for your health.
context: No! This is bad!\I'll fight you!\They're taking too long!\Let's follow them.\Not you, Sango!\If you go in there in your condition, you'll die!\Sango, let's get away from here.\It's bad for your health. response:	Kikyo...
context: I'll fight you!\They're taking too long!\Let's follow them.\Not you, Sango!\If you go in there in your condition, you'll die!\Sango, let's get away from here.\It's bad for your health.\Kikyo... response:	Is Inuyasha inside?
context: They're taking too long!\Let's follow them.\Not you, Sango!\If you go in there in your condition, you'll die!\Sango, let's get away from here.\It's bad for your health.\Kikyo...\Is Inuyasha inside? response:	Kikyo?
context: Let's follow them.\Not you, Sango!\If you go in there in your condition, you'll die!\Sango, let's get away from here.\It's bad for your health.\Kikyo...\Is Inuyasha inside?\Kikyo? response:	That priestess is Kikyo, isn't she?!
context: Not you, Sango!\If you go in there in your condition, you'll die!\Sango, let's get away from here.\It's bad for your health.\Kikyo...\Is Inuyasha inside?\Kikyo?\That priestess is Kikyo, isn't she?! response:	Kagome!
context: If you go in there in your condition, you'll die!\Sango, let's get away from here.\It's bad for your health.\Kikyo...\Is Inuyasha inside?\Kikyo?\That priestess is Kikyo, isn't she?!\Kagome! response:	Are you following her?
context: Sango, let's get away from here.\It's bad for your health.\Kikyo...\Is Inuyasha inside?\Kikyo?\That priestess is Kikyo, isn't she?!\Kagome!\Are you following her? response:	Yes! Shippo, you stay with Sango!
context: It's bad for your health.\Kikyo...\Is Inuyasha inside?\Kikyo?\That priestess is Kikyo, isn't she?!\Kagome!\Are you following her?\Yes! Shippo, you stay with Sango! response:	Kagome, that woman...
context: Kikyo...\Is Inuyasha inside?\Kikyo?\That priestess is Kikyo, isn't she?!\Kagome!\Are you following her?\Yes! Shippo, you stay with Sango!\Kagome, that woman... response:	That's Kikyo.
context: Is Inuyasha inside?\Kikyo?\That priestess is Kikyo, isn't she?!\Kagome!\Are you following her?\Yes! Shippo, you stay with Sango!\Kagome, that woman...\That's Kikyo. response:	I don't know why she's here, but...
context: Kikyo?\That priestess is Kikyo, isn't she?!\Kagome!\Are you following her?\Yes! Shippo, you stay with Sango!\Kagome, that woman...\That's Kikyo.\I don't know why she's here, but... response:	something evil is going on inside!
context: That priestess is Kikyo, isn't she?!\Kagome!\Are you following her?\Yes! Shippo, you stay with Sango!\Kagome, that woman...\That's Kikyo.\I don't know why she's here, but...\something evil is going on inside! response:	Kirara!
context: Kagome!\Are you following her?\Yes! Shippo, you stay with Sango!\Kagome, that woman...\That's Kikyo.\I don't know why she's here, but...\something evil is going on inside!\Kirara! response:	Take Kirara with you!
context: Are you following her?\Yes! Shippo, you stay with Sango!\Kagome, that woman...\That's Kikyo.\I don't know why she's here, but...\something evil is going on inside!\Kirara!\Take Kirara with you! response:	Be careful, Kagome!
context: Yes! Shippo, you stay with Sango!\Kagome, that woman...\That's Kikyo.\I don't know why she's here, but...\something evil is going on inside!\Kirara!\Take Kirara with you!\Be careful, Kagome! response:	Thank you! Later!
context: Kagome, that woman...\That's Kikyo.\I don't know why she's here, but...\something evil is going on inside!\Kirara!\Take Kirara with you!\Be careful, Kagome!\Thank you! Later! response:	The souls of the dead inside my body are trying to get out.
context: That's Kikyo.\I don't know why she's here, but...\something evil is going on inside!\Kirara!\Take Kirara with you!\Be careful, Kagome!\Thank you! Later!\The souls of the dead inside my body are trying to get out. response:	Are they drawn by the miasma in this cave?
context: I don't know why she's here, but...\something evil is going on inside!\Kirara!\Take Kirara with you!\Be careful, Kagome!\Thank you! Later!\The souls of the dead inside my body are trying to get out.\Are they drawn by the miasma in this cave? response:	I can feel something other than the miasma...
context: something evil is going on inside!\Kirara!\Take Kirara with you!\Be careful, Kagome!\Thank you! Later!\The souls of the dead inside my body are trying to get out.\Are they drawn by the miasma in this cave?\I can feel something other than the miasma... response:	Is it from the man in the castle...?
context: Kirara!\Take Kirara with you!\Be careful, Kagome!\Thank you! Later!\The souls of the dead inside my body are trying to get out.\Are they drawn by the miasma in this cave?\I can feel something other than the miasma...\Is it from the man in the castle...? response:	Damn you!
context: Take Kirara with you!\Be careful, Kagome!\Thank you! Later!\The souls of the dead inside my body are trying to get out.\Are they drawn by the miasma in this cave?\I can feel something other than the miasma...\Is it from the man in the castle...?\Damn you! response:	Next, the finishing blow!
context: Be careful, Kagome!\Thank you! Later!\The souls of the dead inside my body are trying to get out.\Are they drawn by the miasma in this cave?\I can feel something other than the miasma...\Is it from the man in the castle...?\Damn you!\Next, the finishing blow! response:	The wound is closing up!
context: Thank you! Later!\The souls of the dead inside my body are trying to get out.\Are they drawn by the miasma in this cave?\I can feel something other than the miasma...\Is it from the man in the castle...?\Damn you!\Next, the finishing blow!\The wound is closing up! response:	Hold back your sword, Inuyasha!
context: The souls of the dead inside my body are trying to get out.\Are they drawn by the miasma in this cave?\I can feel something other than the miasma...\Is it from the man in the castle...?\Damn you!\Next, the finishing blow!\The wound is closing up!\Hold back your sword, Inuyasha! response:	Do not fight!
context: Are they drawn by the miasma in this cave?\I can feel something other than the miasma...\Is it from the man in the castle...?\Damn you!\Next, the finishing blow!\The wound is closing up!\Hold back your sword, Inuyasha!\Do not fight! response:	Shaddup! If I don't fight, I'll get killed!
context: I can feel something other than the miasma...\Is it from the man in the castle...?\Damn you!\Next, the finishing blow!\The wound is closing up!\Hold back your sword, Inuyasha!\Do not fight!\Shaddup! If I don't fight, I'll get killed! response:	Listen!
context: Is it from the man in the castle...?\Damn you!\Next, the finishing blow!\The wound is closing up!\Hold back your sword, Inuyasha!\Do not fight!\Shaddup! If I don't fight, I'll get killed!\Listen! response:	This is just like the Fuko spell!
context: Damn you!\Next, the finishing blow!\The wound is closing up!\Hold back your sword, Inuyasha!\Do not fight!\Shaddup! If I don't fight, I'll get killed!\Listen!\This is just like the Fuko spell! response:	The same method to create Kodoku!
context: Next, the finishing blow!\The wound is closing up!\Hold back your sword, Inuyasha!\Do not fight!\Shaddup! If I don't fight, I'll get killed!\Listen!\This is just like the Fuko spell!\The same method to create Kodoku! response:	Fuko spell? Kodoku?
context: The wound is closing up!\Hold back your sword, Inuyasha!\Do not fight!\Shaddup! If I don't fight, I'll get killed!\Listen!\This is just like the Fuko spell!\The same method to create Kodoku!\Fuko spell? Kodoku? response:	What the hell is that?!
context: Hold back your sword, Inuyasha!\Do not fight!\Shaddup! If I don't fight, I'll get killed!\Listen!\This is just like the Fuko spell!\The same method to create Kodoku!\Fuko spell? Kodoku?\What the hell is that?! response:	With the Fuko spell...
context: Do not fight!\Shaddup! If I don't fight, I'll get killed!\Listen!\This is just like the Fuko spell!\The same method to create Kodoku!\Fuko spell? Kodoku?\What the hell is that?!\With the Fuko spell... response:	poisonous worms and lizards are placed in one pot...
context: Shaddup! If I don't fight, I'll get killed!\Listen!\This is just like the Fuko spell!\The same method to create Kodoku!\Fuko spell? Kodoku?\What the hell is that?!\With the Fuko spell...\poisonous worms and lizards are placed in one pot... response:	have them kill each other off.
context: Listen!\This is just like the Fuko spell!\The same method to create Kodoku!\Fuko spell? Kodoku?\What the hell is that?!\With the Fuko spell...\poisonous worms and lizards are placed in one pot...\have them kill each other off. response:	The last one remaining alive then becomes a creature called Kodoku.
context: This is just like the Fuko spell!\The same method to create Kodoku!\Fuko spell? Kodoku?\What the hell is that?!\With the Fuko spell...\poisonous worms and lizards are placed in one pot...\have them kill each other off.\The last one remaining alive then becomes a creature called Kodoku. response:	You can say that, but...
context: The same method to create Kodoku!\Fuko spell? Kodoku?\What the hell is that?!\With the Fuko spell...\poisonous worms and lizards are placed in one pot...\have them kill each other off.\The last one remaining alive then becomes a creature called Kodoku.\You can say that, but... response:	I will kill you!
context: Fuko spell? Kodoku?\What the hell is that?!\With the Fuko spell...\poisonous worms and lizards are placed in one pot...\have them kill each other off.\The last one remaining alive then becomes a creature called Kodoku.\You can say that, but...\I will kill you! response:	I will be the only one to live and get out of here!
context: What the hell is that?!\With the Fuko spell...\poisonous worms and lizards are placed in one pot...\have them kill each other off.\The last one remaining alive then becomes a creature called Kodoku.\You can say that, but...\I will kill you!\I will be the only one to live and get out of here! response:	I have no choice, do I?!
context: With the Fuko spell...\poisonous worms and lizards are placed in one pot...\have them kill each other off.\The last one remaining alive then becomes a creature called Kodoku.\You can say that, but...\I will kill you!\I will be the only one to live and get out of here!\I have no choice, do I?! response:	This is turning out bad.
context: poisonous worms and lizards are placed in one pot...\have them kill each other off.\The last one remaining alive then becomes a creature called Kodoku.\You can say that, but...\I will kill you!\I will be the only one to live and get out of here!\I have no choice, do I?!\This is turning out bad. response:	Unless the spell cast in here is broken...
context: have them kill each other off.\The last one remaining alive then becomes a creature called Kodoku.\You can say that, but...\I will kill you!\I will be the only one to live and get out of here!\I have no choice, do I?!\This is turning out bad.\Unless the spell cast in here is broken... response:	Inuyasha will...
context: The last one remaining alive then becomes a creature called Kodoku.\You can say that, but...\I will kill you!\I will be the only one to live and get out of here!\I have no choice, do I?!\This is turning out bad.\Unless the spell cast in here is broken...\Inuyasha will... response:	Huh?! What's that?
context: You can say that, but...\I will kill you!\I will be the only one to live and get out of here!\I have no choice, do I?!\This is turning out bad.\Unless the spell cast in here is broken...\Inuyasha will...\Huh?! What's that? response:	Inu...yasha...
context: I will kill you!\I will be the only one to live and get out of here!\I have no choice, do I?!\This is turning out bad.\Unless the spell cast in here is broken...\Inuyasha will...\Huh?! What's that?\Inu...yasha... response:	Kikyo!
context: I will be the only one to live and get out of here!\I have no choice, do I?!\This is turning out bad.\Unless the spell cast in here is broken...\Inuyasha will...\Huh?! What's that?\Inu...yasha...\Kikyo! response:	The souls of the dead are leaving me...
context: I have no choice, do I?!\This is turning out bad.\Unless the spell cast in here is broken...\Inuyasha will...\Huh?! What's that?\Inu...yasha...\Kikyo!\The souls of the dead are leaving me... response:	I see...
context: This is turning out bad.\Unless the spell cast in here is broken...\Inuyasha will...\Huh?! What's that?\Inu...yasha...\Kikyo!\The souls of the dead are leaving me...\I see... response:	This miasma is from Kodoku...
context: Unless the spell cast in here is broken...\Inuyasha will...\Huh?! What's that?\Inu...yasha...\Kikyo!\The souls of the dead are leaving me...\I see...\This miasma is from Kodoku... response:	Why?!
context: Inuyasha will...\Huh?! What's that?\Inu...yasha...\Kikyo!\The souls of the dead are leaving me...\I see...\This miasma is from Kodoku...\Why?! response:	Kikyo is here?
context: Huh?! What's that?\Inu...yasha...\Kikyo!\The souls of the dead are leaving me...\I see...\This miasma is from Kodoku...\Why?!\Kikyo is here? response:	Soon it will come out...
context: Inu...yasha...\Kikyo!\The souls of the dead are leaving me...\I see...\This miasma is from Kodoku...\Why?!\Kikyo is here?\Soon it will come out... response:	With my spell, I sealed countless demons in there.
context: Kikyo!\The souls of the dead are leaving me...\I see...\This miasma is from Kodoku...\Why?!\Kikyo is here?\Soon it will come out...\With my spell, I sealed countless demons in there. response:	One by one, they killed each other...
context: The souls of the dead are leaving me...\I see...\This miasma is from Kodoku...\Why?!\Kikyo is here?\Soon it will come out...\With my spell, I sealed countless demons in there.\One by one, they killed each other... response:	until only one remains victorious...
context: I see...\This miasma is from Kodoku...\Why?!\Kikyo is here?\Soon it will come out...\With my spell, I sealed countless demons in there.\One by one, they killed each other...\until only one remains victorious... response:	and that one will become...
context: This miasma is from Kodoku...\Why?!\Kikyo is here?\Soon it will come out...\With my spell, I sealed countless demons in there.\One by one, they killed each other...\until only one remains victorious...\and that one will become... response:	my new body.
context: Why?!\Kikyo is here?\Soon it will come out...\With my spell, I sealed countless demons in there.\One by one, they killed each other...\until only one remains victorious...\and that one will become...\my new body. response:	Kikyo!
context: Kikyo is here?\Soon it will come out...\With my spell, I sealed countless demons in there.\One by one, they killed each other...\until only one remains victorious...\and that one will become...\my new body.\Kikyo! response:	Damn!
context: Soon it will come out...\With my spell, I sealed countless demons in there.\One by one, they killed each other...\until only one remains victorious...\and that one will become...\my new body.\Kikyo!\Damn! response:	Kirara!
context: With my spell, I sealed countless demons in there.\One by one, they killed each other...\until only one remains victorious...\and that one will become...\my new body.\Kikyo!\Damn!\Kirara! response:	Oh no!
context: One by one, they killed each other...\until only one remains victorious...\and that one will become...\my new body.\Kikyo!\Damn!\Kirara!\Oh no! response:	What...?! I sense the Sacred Jewel.
context: until only one remains victorious...\and that one will become...\my new body.\Kikyo!\Damn!\Kirara!\Oh no!\What...?! I sense the Sacred Jewel. response:	Not this fragment... There's another.
context: and that one will become...\my new body.\Kikyo!\Damn!\Kirara!\Oh no!\What...?! I sense the Sacred Jewel.\Not this fragment... There's another. response:	Someone else with a Sacred Jewel fragment.
context: my new body.\Kikyo!\Damn!\Kirara!\Oh no!\What...?! I sense the Sacred Jewel.\Not this fragment... There's another.\Someone else with a Sacred Jewel fragment. response:	It couldn't be...!
context: Kikyo!\Damn!\Kirara!\Oh no!\What...?! I sense the Sacred Jewel.\Not this fragment... There's another.\Someone else with a Sacred Jewel fragment.\It couldn't be...! response:	The miasma is absorbing Kikyo's souls of the dead...
context: Damn!\Kirara!\Oh no!\What...?! I sense the Sacred Jewel.\Not this fragment... There's another.\Someone else with a Sacred Jewel fragment.\It couldn't be...!\The miasma is absorbing Kikyo's souls of the dead... response:	and getting thicker.
context: Kirara!\Oh no!\What...?! I sense the Sacred Jewel.\Not this fragment... There's another.\Someone else with a Sacred Jewel fragment.\It couldn't be...!\The miasma is absorbing Kikyo's souls of the dead...\and getting thicker. response:	Miroku!
context: Oh no!\What...?! I sense the Sacred Jewel.\Not this fragment... There's another.\Someone else with a Sacred Jewel fragment.\It couldn't be...!\The miasma is absorbing Kikyo's souls of the dead...\and getting thicker.\Miroku! response:	Are you all right? Hang in there!
context: What...?! I sense the Sacred Jewel.\Not this fragment... There's another.\Someone else with a Sacred Jewel fragment.\It couldn't be...!\The miasma is absorbing Kikyo's souls of the dead...\and getting thicker.\Miroku!\Are you all right? Hang in there! response:	Kagome!
context: Not this fragment... There's another.\Someone else with a Sacred Jewel fragment.\It couldn't be...!\The miasma is absorbing Kikyo's souls of the dead...\and getting thicker.\Miroku!\Are you all right? Hang in there!\Kagome! response:	No, Kirara!
context: Someone else with a Sacred Jewel fragment.\It couldn't be...!\The miasma is absorbing Kikyo's souls of the dead...\and getting thicker.\Miroku!\Are you all right? Hang in there!\Kagome!\No, Kirara! response:	Miroku... what is this?
context: It couldn't be...!\The miasma is absorbing Kikyo's souls of the dead...\and getting thicker.\Miroku!\Are you all right? Hang in there!\Kagome!\No, Kirara!\Miroku... what is this? response:	This cave is under a Fuko spell.
context: The miasma is absorbing Kikyo's souls of the dead...\and getting thicker.\Miroku!\Are you all right? Hang in there!\Kagome!\No, Kirara!\Miroku... what is this?\This cave is under a Fuko spell. response:	Unless we stop Inuyasha...
context: and getting thicker.\Miroku!\Are you all right? Hang in there!\Kagome!\No, Kirara!\Miroku... what is this?\This cave is under a Fuko spell.\Unless we stop Inuyasha... response:	he will become fused with the demon!
context: Miroku!\Are you all right? Hang in there!\Kagome!\No, Kirara!\Miroku... what is this?\This cave is under a Fuko spell.\Unless we stop Inuyasha...\he will become fused with the demon! response:	Fused?
context: Are you all right? Hang in there!\Kagome!\No, Kirara!\Miroku... what is this?\This cave is under a Fuko spell.\Unless we stop Inuyasha...\he will become fused with the demon!\Fused? response:	I sense the presence of the Sacred Jewel!
context: Kagome!\No, Kirara!\Miroku... what is this?\This cave is under a Fuko spell.\Unless we stop Inuyasha...\he will become fused with the demon!\Fused?\I sense the presence of the Sacred Jewel! response:	Is this a trap then?
context: No, Kirara!\Miroku... what is this?\This cave is under a Fuko spell.\Unless we stop Inuyasha...\he will become fused with the demon!\Fused?\I sense the presence of the Sacred Jewel!\Is this a trap then? response:	The strength of this miasma... There's no mistaking it...
context: Miroku... what is this?\This cave is under a Fuko spell.\Unless we stop Inuyasha...\he will become fused with the demon!\Fused?\I sense the presence of the Sacred Jewel!\Is this a trap then?\The strength of this miasma... There's no mistaking it... response:	Naraku's behind this.
context: This cave is under a Fuko spell.\Unless we stop Inuyasha...\he will become fused with the demon!\Fused?\I sense the presence of the Sacred Jewel!\Is this a trap then?\The strength of this miasma... There's no mistaking it...\Naraku's behind this. response:	This woman is not human.
context: Unless we stop Inuyasha...\he will become fused with the demon!\Fused?\I sense the presence of the Sacred Jewel!\Is this a trap then?\The strength of this miasma... There's no mistaking it...\Naraku's behind this.\This woman is not human. response:	I will devour her!
context: he will become fused with the demon!\Fused?\I sense the presence of the Sacred Jewel!\Is this a trap then?\The strength of this miasma... There's no mistaking it...\Naraku's behind this.\This woman is not human.\I will devour her! response:	Do not touch Kikyo!
context: Fused?\I sense the presence of the Sacred Jewel!\Is this a trap then?\The strength of this miasma... There's no mistaking it...\Naraku's behind this.\This woman is not human.\I will devour her!\Do not touch Kikyo! response:	Stay cool, Inuyasha!
context: I sense the presence of the Sacred Jewel!\Is this a trap then?\The strength of this miasma... There's no mistaking it...\Naraku's behind this.\This woman is not human.\I will devour her!\Do not touch Kikyo!\Stay cool, Inuyasha! response:	Get real, will ya!
context: Is this a trap then?\The strength of this miasma... There's no mistaking it...\Naraku's behind this.\This woman is not human.\I will devour her!\Do not touch Kikyo!\Stay cool, Inuyasha!\Get real, will ya! response:	I will protect Kikyo!
context: The strength of this miasma... There's no mistaking it...\Naraku's behind this.\This woman is not human.\I will devour her!\Do not touch Kikyo!\Stay cool, Inuyasha!\Get real, will ya!\I will protect Kikyo! response:	I will protect Kikyo!
context: Naraku's behind this.\This woman is not human.\I will devour her!\Do not touch Kikyo!\Stay cool, Inuyasha!\Get real, will ya!\I will protect Kikyo!\I will protect Kikyo! response:	Kagome...!
context: This woman is not human.\I will devour her!\Do not touch Kikyo!\Stay cool, Inuyasha!\Get real, will ya!\I will protect Kikyo!\I will protect Kikyo!\Kagome...! response:	Kagome! What're you doing?!
context: I will devour her!\Do not touch Kikyo!\Stay cool, Inuyasha!\Get real, will ya!\I will protect Kikyo!\I will protect Kikyo!\Kagome...!\Kagome! What're you doing?! response:	I'm going to pull Kikyo up!
context: Do not touch Kikyo!\Stay cool, Inuyasha!\Get real, will ya!\I will protect Kikyo!\I will protect Kikyo!\Kagome...!\Kagome! What're you doing?!\I'm going to pull Kikyo up! response:	Otherwise, Inuyasha will continue fighting for Kikyo's sake.
context: Stay cool, Inuyasha!\Get real, will ya!\I will protect Kikyo!\I will protect Kikyo!\Kagome...!\Kagome! What're you doing?!\I'm going to pull Kikyo up!\Otherwise, Inuyasha will continue fighting for Kikyo's sake. response:	Inuyasha would never stand by and watch Kikyo's slaughter.
context: Get real, will ya!\I will protect Kikyo!\I will protect Kikyo!\Kagome...!\Kagome! What're you doing?!\I'm going to pull Kikyo up!\Otherwise, Inuyasha will continue fighting for Kikyo's sake.\Inuyasha would never stand by and watch Kikyo's slaughter. response:	I'm a bit jealous, though...
context: I will protect Kikyo!\I will protect Kikyo!\Kagome...!\Kagome! What're you doing?!\I'm going to pull Kikyo up!\Otherwise, Inuyasha will continue fighting for Kikyo's sake.\Inuyasha would never stand by and watch Kikyo's slaughter.\I'm a bit jealous, though... response:	Are you conscious? Can you stand?
context: I will protect Kikyo!\Kagome...!\Kagome! What're you doing?!\I'm going to pull Kikyo up!\Otherwise, Inuyasha will continue fighting for Kikyo's sake.\Inuyasha would never stand by and watch Kikyo's slaughter.\I'm a bit jealous, though...\Are you conscious? Can you stand? response:	So foolish...
context: Kagome...!\Kagome! What're you doing?!\I'm going to pull Kikyo up!\Otherwise, Inuyasha will continue fighting for Kikyo's sake.\Inuyasha would never stand by and watch Kikyo's slaughter.\I'm a bit jealous, though...\Are you conscious? Can you stand?\So foolish... response:	By your coming here, Inuyasha will lose you forever.
context: Kagome! What're you doing?!\I'm going to pull Kikyo up!\Otherwise, Inuyasha will continue fighting for Kikyo's sake.\Inuyasha would never stand by and watch Kikyo's slaughter.\I'm a bit jealous, though...\Are you conscious? Can you stand?\So foolish...\By your coming here, Inuyasha will lose you forever. response:	What're you saying?!
context: I'm going to pull Kikyo up!\Otherwise, Inuyasha will continue fighting for Kikyo's sake.\Inuyasha would never stand by and watch Kikyo's slaughter.\I'm a bit jealous, though...\Are you conscious? Can you stand?\So foolish...\By your coming here, Inuyasha will lose you forever.\What're you saying?! response:	Inuyasha is trying so hard to save you! Yet you!
context: Otherwise, Inuyasha will continue fighting for Kikyo's sake.\Inuyasha would never stand by and watch Kikyo's slaughter.\I'm a bit jealous, though...\Are you conscious? Can you stand?\So foolish...\By your coming here, Inuyasha will lose you forever.\What're you saying?!\Inuyasha is trying so hard to save you! Yet you! response:	Kikyo...
context: Inuyasha would never stand by and watch Kikyo's slaughter.\I'm a bit jealous, though...\Are you conscious? Can you stand?\So foolish...\By your coming here, Inuyasha will lose you forever.\What're you saying?!\Inuyasha is trying so hard to save you! Yet you!\Kikyo... response:	No, Inuyasha!
