context: Torrent response:	All right, now that Kiriyama has joined us, shall we continue?
context: Yes?\Are you free tomorrow?\Yes. After school, I don't have any plans.\Can you come back tomorrow?\This time, just you.\That's what Mr. Shimada asked me.\And so, the next day...\Hey there. response:	Sorry to make you come continuously.
context: Are you free tomorrow?\Yes. After school, I don't have any plans.\Can you come back tomorrow?\This time, just you.\That's what Mr. Shimada asked me.\And so, the next day...\Hey there.\Sorry to make you come continuously. response:	Wobble
context: Yes. After school, I don't have any plans.\Can you come back tomorrow?\This time, just you.\That's what Mr. Shimada asked me.\And so, the next day...\Hey there.\Sorry to make you come continuously.\Wobble response:	You haven't slept?
context: Can you come back tomorrow?\This time, just you.\That's what Mr. Shimada asked me.\And so, the next day...\Hey there.\Sorry to make you come continuously.\Wobble\You haven't slept? response:	I have. Or more like, I passed out.
context: This time, just you.\That's what Mr. Shimada asked me.\And so, the next day...\Hey there.\Sorry to make you come continuously.\Wobble\You haven't slept?\I have. Or more like, I passed out. response:	At the board.
context: That's what Mr. Shimada asked me.\And so, the next day...\Hey there.\Sorry to make you come continuously.\Wobble\You haven't slept?\I have. Or more like, I passed out.\At the board. response:	What do you want to drink, Kiriyama?
context: And so, the next day...\Hey there.\Sorry to make you come continuously.\Wobble\You haven't slept?\I have. Or more like, I passed out.\At the board.\What do you want to drink, Kiriyama? response:	I'll take care of it. What would you like?
context: Hey there.\Sorry to make you come continuously.\Wobble\You haven't slept?\I have. Or more like, I passed out.\At the board.\What do you want to drink, Kiriyama?\I'll take care of it. What would you like? response:	Oh. Then hot coffee.
context: Sorry to make you come continuously.\Wobble\You haven't slept?\I have. Or more like, I passed out.\At the board.\What do you want to drink, Kiriyama?\I'll take care of it. What would you like?\Oh. Then hot coffee. response:	I only have instant, though.
context: Wobble\You haven't slept?\I have. Or more like, I passed out.\At the board.\What do you want to drink, Kiriyama?\I'll take care of it. What would you like?\Oh. Then hot coffee.\I only have instant, though. response:	Here you are.
context: You haven't slept?\I have. Or more like, I passed out.\At the board.\What do you want to drink, Kiriyama?\I'll take care of it. What would you like?\Oh. Then hot coffee.\I only have instant, though.\Here you are. response:	I appreciate it.
context: I have. Or more like, I passed out.\At the board.\What do you want to drink, Kiriyama?\I'll take care of it. What would you like?\Oh. Then hot coffee.\I only have instant, though.\Here you are.\I appreciate it. response:	One more loss and the next one will be do-or-die.
context: At the board.\What do you want to drink, Kiriyama?\I'll take care of it. What would you like?\Oh. Then hot coffee.\I only have instant, though.\Here you are.\I appreciate it.\One more loss and the next one will be do-or-die. response:	Straight losses... That's the one thing I don't want.
context: What do you want to drink, Kiriyama?\I'll take care of it. What would you like?\Oh. Then hot coffee.\I only have instant, though.\Here you are.\I appreciate it.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want. response:	I shouldn't have been wondering if I get to play in my hometown or not.
context: I'll take care of it. What would you like?\Oh. Then hot coffee.\I only have instant, though.\Here you are.\I appreciate it.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\I shouldn't have been wondering if I get to play in my hometown or not. response:	First, I need two wins.
context: Oh. Then hot coffee.\I only have instant, though.\Here you are.\I appreciate it.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\I shouldn't have been wondering if I get to play in my hometown or not.\First, I need two wins. response:	The sixth match is in my hometown.
context: I only have instant, though.\Here you are.\I appreciate it.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\I shouldn't have been wondering if I get to play in my hometown or not.\First, I need two wins.\The sixth match is in my hometown. response:	Um, your hometown...
context: Here you are.\I appreciate it.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\I shouldn't have been wondering if I get to play in my hometown or not.\First, I need two wins.\The sixth match is in my hometown.\Um, your hometown... response:	It's Yamagata.
context: I appreciate it.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\I shouldn't have been wondering if I get to play in my hometown or not.\First, I need two wins.\The sixth match is in my hometown.\Um, your hometown...\It's Yamagata. response:	Yamagata...
context: One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\I shouldn't have been wondering if I get to play in my hometown or not.\First, I need two wins.\The sixth match is in my hometown.\Um, your hometown...\It's Yamagata.\Yamagata... response:	What's it like?
context: Straight losses... That's the one thing I don't want.\I shouldn't have been wondering if I get to play in my hometown or not.\First, I need two wins.\The sixth match is in my hometown.\Um, your hometown...\It's Yamagata.\Yamagata...\What's it like? response:	It's just snow.
context: I shouldn't have been wondering if I get to play in my hometown or not.\First, I need two wins.\The sixth match is in my hometown.\Um, your hometown...\It's Yamagata.\Yamagata...\What's it like?\It's just snow. response:	What about when there's no snow?
context: First, I need two wins.\The sixth match is in my hometown.\Um, your hometown...\It's Yamagata.\Yamagata...\What's it like?\It's just snow.\What about when there's no snow? response:	Mountains, rivers, rice paddies...
context: The sixth match is in my hometown.\Um, your hometown...\It's Yamagata.\Yamagata...\What's it like?\It's just snow.\What about when there's no snow?\Mountains, rivers, rice paddies... response:	Yeah, nothing.
context: Um, your hometown...\It's Yamagata.\Yamagata...\What's it like?\It's just snow.\What about when there's no snow?\Mountains, rivers, rice paddies...\Yeah, nothing. response:	But if there are rice paddies, that's not nothing.
context: It's Yamagata.\Yamagata...\What's it like?\It's just snow.\What about when there's no snow?\Mountains, rivers, rice paddies...\Yeah, nothing.\But if there are rice paddies, that's not nothing. response:	But they're reducing the acreage. Even now, those rice paddies...
context: Yamagata...\What's it like?\It's just snow.\What about when there's no snow?\Mountains, rivers, rice paddies...\Yeah, nothing.\But if there are rice paddies, that's not nothing.\But they're reducing the acreage. Even now, those rice paddies... response:	Well, even if I say this, it's hard to understand, huh?
context: What's it like?\It's just snow.\What about when there's no snow?\Mountains, rivers, rice paddies...\Yeah, nothing.\But if there are rice paddies, that's not nothing.\But they're reducing the acreage. Even now, those rice paddies...\Well, even if I say this, it's hard to understand, huh? response:	Really, it's a place that doesn't want anything there.
context: It's just snow.\What about when there's no snow?\Mountains, rivers, rice paddies...\Yeah, nothing.\But if there are rice paddies, that's not nothing.\But they're reducing the acreage. Even now, those rice paddies...\Well, even if I say this, it's hard to understand, huh?\Really, it's a place that doesn't want anything there. response:	That goes for people... and rice paddies...
context: What about when there's no snow?\Mountains, rivers, rice paddies...\Yeah, nothing.\But if there are rice paddies, that's not nothing.\But they're reducing the acreage. Even now, those rice paddies...\Well, even if I say this, it's hard to understand, huh?\Really, it's a place that doesn't want anything there.\That goes for people... and rice paddies... response:	Schools... and homes...
context: Mountains, rivers, rice paddies...\Yeah, nothing.\But if there are rice paddies, that's not nothing.\But they're reducing the acreage. Even now, those rice paddies...\Well, even if I say this, it's hard to understand, huh?\Really, it's a place that doesn't want anything there.\That goes for people... and rice paddies...\Schools... and homes... response:	That's why...
context: Yeah, nothing.\But if there are rice paddies, that's not nothing.\But they're reducing the acreage. Even now, those rice paddies...\Well, even if I say this, it's hard to understand, huh?\Really, it's a place that doesn't want anything there.\That goes for people... and rice paddies...\Schools... and homes...\That's why... response:	That's exactly why...
context: But if there are rice paddies, that's not nothing.\But they're reducing the acreage. Even now, those rice paddies...\Well, even if I say this, it's hard to understand, huh?\Really, it's a place that doesn't want anything there.\That goes for people... and rice paddies...\Schools... and homes...\That's why...\That's exactly why... response:	I couldn't hear what he said,
context: But they're reducing the acreage. Even now, those rice paddies...\Well, even if I say this, it's hard to understand, huh?\Really, it's a place that doesn't want anything there.\That goes for people... and rice paddies...\Schools... and homes...\That's why...\That's exactly why...\I couldn't hear what he said, response:	but...
context: Well, even if I say this, it's hard to understand, huh?\Really, it's a place that doesn't want anything there.\That goes for people... and rice paddies...\Schools... and homes...\That's why...\That's exactly why...\I couldn't hear what he said,\but... response:	I have a feeling he said, That's exactly why.
context: Really, it's a place that doesn't want anything there.\That goes for people... and rice paddies...\Schools... and homes...\That's why...\That's exactly why...\I couldn't hear what he said,\but...\I have a feeling he said, That's exactly why. response:	So, shall we get started?
context: That goes for people... and rice paddies...\Schools... and homes...\That's why...\That's exactly why...\I couldn't hear what he said,\but...\I have a feeling he said, That's exactly why.\So, shall we get started? response:	Go ahead an build the fortress normally.
context: Schools... and homes...\That's why...\That's exactly why...\I couldn't hear what he said,\but...\I have a feeling he said, That's exactly why.\So, shall we get started?\Go ahead an build the fortress normally. response:	You remember the board from yesterday, right?
context: That's why...\That's exactly why...\I couldn't hear what he said,\but...\I have a feeling he said, That's exactly why.\So, shall we get started?\Go ahead an build the fortress normally.\You remember the board from yesterday, right? response:	Like that.
context: That's exactly why...\I couldn't hear what he said,\but...\I have a feeling he said, That's exactly why.\So, shall we get started?\Go ahead an build the fortress normally.\You remember the board from yesterday, right?\Like that. response:	Here we go.
context: I couldn't hear what he said,\but...\I have a feeling he said, That's exactly why.\So, shall we get started?\Go ahead an build the fortress normally.\You remember the board from yesterday, right?\Like that.\Here we go. response:	8-h-King.
context: but...\I have a feeling he said, That's exactly why.\So, shall we get started?\Go ahead an build the fortress normally.\You remember the board from yesterday, right?\Like that.\Here we go.\8-h-King. response:	9-e-Pawn.
context: I have a feeling he said, That's exactly why.\So, shall we get started?\Go ahead an build the fortress normally.\You remember the board from yesterday, right?\Like that.\Here we go.\8-h-King.\9-e-Pawn. response:	3-h-Rook.
context: So, shall we get started?\Go ahead an build the fortress normally.\You remember the board from yesterday, right?\Like that.\Here we go.\8-h-King.\9-e-Pawn.\3-h-Rook. response:	Wh-What is this?
context: Go ahead an build the fortress normally.\You remember the board from yesterday, right?\Like that.\Here we go.\8-h-King.\9-e-Pawn.\3-h-Rook.\Wh-What is this? response:	7-c-Knight.
context: You remember the board from yesterday, right?\Like that.\Here we go.\8-h-King.\9-e-Pawn.\3-h-Rook.\Wh-What is this?\7-c-Knight. response:	1-f-Pawn.
context: Like that.\Here we go.\8-h-King.\9-e-Pawn.\3-h-Rook.\Wh-What is this?\7-c-Knight.\1-f-Pawn. response:	4-b-Bishop.
context: Here we go.\8-h-King.\9-e-Pawn.\3-h-Rook.\Wh-What is this?\7-c-Knight.\1-f-Pawn.\4-b-Bishop. response:	3-g-Silver.
context: 8-h-King.\9-e-Pawn.\3-h-Rook.\Wh-What is this?\7-c-Knight.\1-f-Pawn.\4-b-Bishop.\3-g-Silver. response:	5-c-Silver.
context: 9-e-Pawn.\3-h-Rook.\Wh-What is this?\7-c-Knight.\1-f-Pawn.\4-b-Bishop.\3-g-Silver.\5-c-Silver. response:	3-e-Pawn.
context: 3-h-Rook.\Wh-What is this?\7-c-Knight.\1-f-Pawn.\4-b-Bishop.\3-g-Silver.\5-c-Silver.\3-e-Pawn. response:	It's rushing towards me.
context: Wh-What is this?\7-c-Knight.\1-f-Pawn.\4-b-Bishop.\3-g-Silver.\5-c-Silver.\3-e-Pawn.\It's rushing towards me. response:	Mr. Shimada's thoughts.
context: 7-c-Knight.\1-f-Pawn.\4-b-Bishop.\3-g-Silver.\5-c-Silver.\3-e-Pawn.\It's rushing towards me.\Mr. Shimada's thoughts. response:	Like water that's been let loose from a dam.
context: 1-f-Pawn.\4-b-Bishop.\3-g-Silver.\5-c-Silver.\3-e-Pawn.\It's rushing towards me.\Mr. Shimada's thoughts.\Like water that's been let loose from a dam. response:	So suddenly, and so much force!
context: 4-b-Bishop.\3-g-Silver.\5-c-Silver.\3-e-Pawn.\It's rushing towards me.\Mr. Shimada's thoughts.\Like water that's been let loose from a dam.\So suddenly, and so much force! response:	3-e-Bishop.
context: 3-g-Silver.\5-c-Silver.\3-e-Pawn.\It's rushing towards me.\Mr. Shimada's thoughts.\Like water that's been let loose from a dam.\So suddenly, and so much force!\3-e-Bishop. response:	Same, Bishop.
context: 5-c-Silver.\3-e-Pawn.\It's rushing towards me.\Mr. Shimada's thoughts.\Like water that's been let loose from a dam.\So suddenly, and so much force!\3-e-Bishop.\Same, Bishop. response:	4-c-Pawn.
context: 3-e-Pawn.\It's rushing towards me.\Mr. Shimada's thoughts.\Like water that's been let loose from a dam.\So suddenly, and so much force!\3-e-Bishop.\Same, Bishop.\4-c-Pawn. response:	Crap! I was sleeping.
context: It's rushing towards me.\Mr. Shimada's thoughts.\Like water that's been let loose from a dam.\So suddenly, and so much force!\3-e-Bishop.\Same, Bishop.\4-c-Pawn.\Crap! I was sleeping. response:	I-I could've died.
context: Mr. Shimada's thoughts.\Like water that's been let loose from a dam.\So suddenly, and so much force!\3-e-Bishop.\Same, Bishop.\4-c-Pawn.\Crap! I was sleeping.\I-I could've died. response:	That's right.
context: Like water that's been let loose from a dam.\So suddenly, and so much force!\3-e-Bishop.\Same, Bishop.\4-c-Pawn.\Crap! I was sleeping.\I-I could've died.\That's right. response:	I came home.
context: So suddenly, and so much force!\3-e-Bishop.\Same, Bishop.\4-c-Pawn.\Crap! I was sleeping.\I-I could've died.\That's right.\I came home. response:	Ow!
context: 3-e-Bishop.\Same, Bishop.\4-c-Pawn.\Crap! I was sleeping.\I-I could've died.\That's right.\I came home.\Ow! response:	My shoulder and my eyes? What is this?
context: Same, Bishop.\4-c-Pawn.\Crap! I was sleeping.\I-I could've died.\That's right.\I came home.\Ow!\My shoulder and my eyes? What is this? response:	I'm totally exhausted.
context: 4-c-Pawn.\Crap! I was sleeping.\I-I could've died.\That's right.\I came home.\Ow!\My shoulder and my eyes? What is this?\I'm totally exhausted. response:	If I think about it, it was the first time I was subjected
context: Crap! I was sleeping.\I-I could've died.\That's right.\I came home.\Ow!\My shoulder and my eyes? What is this?\I'm totally exhausted.\If I think about it, it was the first time I was subjected response:	to a Rank A player's thoughts for several hours.
context: I-I could've died.\That's right.\I came home.\Ow!\My shoulder and my eyes? What is this?\I'm totally exhausted.\If I think about it, it was the first time I was subjected\to a Rank A player's thoughts for several hours. response:	It was like a muddy stream.
context: That's right.\I came home.\Ow!\My shoulder and my eyes? What is this?\I'm totally exhausted.\If I think about it, it was the first time I was subjected\to a Rank A player's thoughts for several hours.\It was like a muddy stream. response:	But I wouldn't let myself be swept away or retreat,
context: I came home.\Ow!\My shoulder and my eyes? What is this?\I'm totally exhausted.\If I think about it, it was the first time I was subjected\to a Rank A player's thoughts for several hours.\It was like a muddy stream.\But I wouldn't let myself be swept away or retreat, response:	so I held on desperately.
context: Ow!\My shoulder and my eyes? What is this?\I'm totally exhausted.\If I think about it, it was the first time I was subjected\to a Rank A player's thoughts for several hours.\It was like a muddy stream.\But I wouldn't let myself be swept away or retreat,\so I held on desperately. response:	I am...
context: My shoulder and my eyes? What is this?\I'm totally exhausted.\If I think about it, it was the first time I was subjected\to a Rank A player's thoughts for several hours.\It was like a muddy stream.\But I wouldn't let myself be swept away or retreat,\so I held on desperately.\I am... response:	No, we're both professionals.
context: I'm totally exhausted.\If I think about it, it was the first time I was subjected\to a Rank A player's thoughts for several hours.\It was like a muddy stream.\But I wouldn't let myself be swept away or retreat,\so I held on desperately.\I am...\No, we're both professionals. response:	It's not a relationship where just one person is allowed to benefit.
context: If I think about it, it was the first time I was subjected\to a Rank A player's thoughts for several hours.\It was like a muddy stream.\But I wouldn't let myself be swept away or retreat,\so I held on desperately.\I am...\No, we're both professionals.\It's not a relationship where just one person is allowed to benefit. response:	At that time,
context: to a Rank A player's thoughts for several hours.\It was like a muddy stream.\But I wouldn't let myself be swept away or retreat,\so I held on desperately.\I am...\No, we're both professionals.\It's not a relationship where just one person is allowed to benefit.\At that time, response:	Mr. Shimada thought I had something that he could steal, which is why he invited me.
context: It was like a muddy stream.\But I wouldn't let myself be swept away or retreat,\so I held on desperately.\I am...\No, we're both professionals.\It's not a relationship where just one person is allowed to benefit.\At that time,\Mr. Shimada thought I had something that he could steal, which is why he invited me. response:	And though possibly minor, I thought I had something to offer,
context: But I wouldn't let myself be swept away or retreat,\so I held on desperately.\I am...\No, we're both professionals.\It's not a relationship where just one person is allowed to benefit.\At that time,\Mr. Shimada thought I had something that he could steal, which is why he invited me.\And though possibly minor, I thought I had something to offer, response:	and that's why I asked to join the workshop.
context: so I held on desperately.\I am...\No, we're both professionals.\It's not a relationship where just one person is allowed to benefit.\At that time,\Mr. Shimada thought I had something that he could steal, which is why he invited me.\And though possibly minor, I thought I had something to offer,\and that's why I asked to join the workshop. response:	Because on that day, a thought pierced my mind.
context: I am...\No, we're both professionals.\It's not a relationship where just one person is allowed to benefit.\At that time,\Mr. Shimada thought I had something that he could steal, which is why he invited me.\And though possibly minor, I thought I had something to offer,\and that's why I asked to join the workshop.\Because on that day, a thought pierced my mind. response:	There's something I want to ask him.
context: No, we're both professionals.\It's not a relationship where just one person is allowed to benefit.\At that time,\Mr. Shimada thought I had something that he could steal, which is why he invited me.\And though possibly minor, I thought I had something to offer,\and that's why I asked to join the workshop.\Because on that day, a thought pierced my mind.\There's something I want to ask him. response:	Until I get that answer, all I can do is hang on.
context: It's not a relationship where just one person is allowed to benefit.\At that time,\Mr. Shimada thought I had something that he could steal, which is why he invited me.\And though possibly minor, I thought I had something to offer,\and that's why I asked to join the workshop.\Because on that day, a thought pierced my mind.\There's something I want to ask him.\Until I get that answer, all I can do is hang on. response:	All right.
context: At that time,\Mr. Shimada thought I had something that he could steal, which is why he invited me.\And though possibly minor, I thought I had something to offer,\and that's why I asked to join the workshop.\Because on that day, a thought pierced my mind.\There's something I want to ask him.\Until I get that answer, all I can do is hang on.\All right. response:	The next day.
context: Mr. Shimada thought I had something that he could steal, which is why he invited me.\And though possibly minor, I thought I had something to offer,\and that's why I asked to join the workshop.\Because on that day, a thought pierced my mind.\There's something I want to ask him.\Until I get that answer, all I can do is hang on.\All right.\The next day. response:	Mr. Shimada left to Tokushima.
context: And though possibly minor, I thought I had something to offer,\and that's why I asked to join the workshop.\Because on that day, a thought pierced my mind.\There's something I want to ask him.\Until I get that answer, all I can do is hang on.\All right.\The next day.\Mr. Shimada left to Tokushima. response:	The curtain was about to lift...
context: and that's why I asked to join the workshop.\Because on that day, a thought pierced my mind.\There's something I want to ask him.\Until I get that answer, all I can do is hang on.\All right.\The next day.\Mr. Shimada left to Tokushima.\The curtain was about to lift... response:	on the third match of the Lion King Tournament.
context: Because on that day, a thought pierced my mind.\There's something I want to ask him.\Until I get that answer, all I can do is hang on.\All right.\The next day.\Mr. Shimada left to Tokushima.\The curtain was about to lift...\on the third match of the Lion King Tournament. response:	Torrent
context: There's something I want to ask him.\Until I get that answer, all I can do is hang on.\All right.\The next day.\Mr. Shimada left to Tokushima.\The curtain was about to lift...\on the third match of the Lion King Tournament.\Torrent response:	Passing Time
context: Until I get that answer, all I can do is hang on.\All right.\The next day.\Mr. Shimada left to Tokushima.\The curtain was about to lift...\on the third match of the Lion King Tournament.\Torrent\Passing Time response:	Report Card
context: All right.\The next day.\Mr. Shimada left to Tokushima.\The curtain was about to lift...\on the third match of the Lion King Tournament.\Torrent\Passing Time\Report Card response:	You just barely made it, huh?
context: The next day.\Mr. Shimada left to Tokushima.\The curtain was about to lift...\on the third match of the Lion King Tournament.\Torrent\Passing Time\Report Card\You just barely made it, huh? response:	Mr. Hayashida.
context: Mr. Shimada left to Tokushima.\The curtain was about to lift...\on the third match of the Lion King Tournament.\Torrent\Passing Time\Report Card\You just barely made it, huh?\Mr. Hayashida. response:	End-of-Year Party
context: The curtain was about to lift...\on the third match of the Lion King Tournament.\Torrent\Passing Time\Report Card\You just barely made it, huh?\Mr. Hayashida.\End-of-Year Party response:	I guess everyone's going to Mouseland in two days for an End-of-Year party.
context: on the third match of the Lion King Tournament.\Torrent\Passing Time\Report Card\You just barely made it, huh?\Mr. Hayashida.\End-of-Year Party\I guess everyone's going to Mouseland in two days for an End-of-Year party. response:	Did you know about it?
context: Torrent\Passing Time\Report Card\You just barely made it, huh?\Mr. Hayashida.\End-of-Year Party\I guess everyone's going to Mouseland in two days for an End-of-Year party.\Did you know about it? response:	Although I wasn't invited, of course.
context: Passing Time\Report Card\You just barely made it, huh?\Mr. Hayashida.\End-of-Year Party\I guess everyone's going to Mouseland in two days for an End-of-Year party.\Did you know about it?\Although I wasn't invited, of course. response:	I don't know why you keep informing me of these things throughout the year.
context: Report Card\You just barely made it, huh?\Mr. Hayashida.\End-of-Year Party\I guess everyone's going to Mouseland in two days for an End-of-Year party.\Did you know about it?\Although I wasn't invited, of course.\I don't know why you keep informing me of these things throughout the year. response:	I really think this falls into the realm of bullying.
context: You just barely made it, huh?\Mr. Hayashida.\End-of-Year Party\I guess everyone's going to Mouseland in two days for an End-of-Year party.\Did you know about it?\Although I wasn't invited, of course.\I don't know why you keep informing me of these things throughout the year.\I really think this falls into the realm of bullying. response:	- Seriously? - Come on now.
context: Mr. Hayashida.\End-of-Year Party\I guess everyone's going to Mouseland in two days for an End-of-Year party.\Did you know about it?\Although I wasn't invited, of course.\I don't know why you keep informing me of these things throughout the year.\I really think this falls into the realm of bullying.\- Seriously? - Come on now. response:	Nothing has changed.
context: End-of-Year Party\I guess everyone's going to Mouseland in two days for an End-of-Year party.\Did you know about it?\Although I wasn't invited, of course.\I don't know why you keep informing me of these things throughout the year.\I really think this falls into the realm of bullying.\- Seriously? - Come on now.\Nothing has changed. response:	I squeaked by with attendance.
context: I guess everyone's going to Mouseland in two days for an End-of-Year party.\Did you know about it?\Although I wasn't invited, of course.\I don't know why you keep informing me of these things throughout the year.\I really think this falls into the realm of bullying.\- Seriously? - Come on now.\Nothing has changed.\I squeaked by with attendance. response:	I didn't join a club.
context: Did you know about it?\Although I wasn't invited, of course.\I don't know why you keep informing me of these things throughout the year.\I really think this falls into the realm of bullying.\- Seriously? - Come on now.\Nothing has changed.\I squeaked by with attendance.\I didn't join a club. response:	My rank is stagnant, too.
context: Although I wasn't invited, of course.\I don't know why you keep informing me of these things throughout the year.\I really think this falls into the realm of bullying.\- Seriously? - Come on now.\Nothing has changed.\I squeaked by with attendance.\I didn't join a club.\My rank is stagnant, too. response:	I haven't accomplished anything.
context: I don't know why you keep informing me of these things throughout the year.\I really think this falls into the realm of bullying.\- Seriously? - Come on now.\Nothing has changed.\I squeaked by with attendance.\I didn't join a club.\My rank is stagnant, too.\I haven't accomplished anything. response:	But I was able to move up a grade because of...
context: I really think this falls into the realm of bullying.\- Seriously? - Come on now.\Nothing has changed.\I squeaked by with attendance.\I didn't join a club.\My rank is stagnant, too.\I haven't accomplished anything.\But I was able to move up a grade because of... response:	Because of you, Mr. Hayashida.
context: - Seriously? - Come on now.\Nothing has changed.\I squeaked by with attendance.\I didn't join a club.\My rank is stagnant, too.\I haven't accomplished anything.\But I was able to move up a grade because of...\Because of you, Mr. Hayashida. response:	Thank you.
context: Nothing has changed.\I squeaked by with attendance.\I didn't join a club.\My rank is stagnant, too.\I haven't accomplished anything.\But I was able to move up a grade because of...\Because of you, Mr. Hayashida.\Thank you. response:	Come on, now.
context: I squeaked by with attendance.\I didn't join a club.\My rank is stagnant, too.\I haven't accomplished anything.\But I was able to move up a grade because of...\Because of you, Mr. Hayashida.\Thank you.\Come on, now. response:	Haven't accomplished anything? Don't say that.
context: I didn't join a club.\My rank is stagnant, too.\I haven't accomplished anything.\But I was able to move up a grade because of...\Because of you, Mr. Hayashida.\Thank you.\Come on, now.\Haven't accomplished anything? Don't say that. response:	You've been coming to school while working.
context: My rank is stagnant, too.\I haven't accomplished anything.\But I was able to move up a grade because of...\Because of you, Mr. Hayashida.\Thank you.\Come on, now.\Haven't accomplished anything? Don't say that.\You've been coming to school while working. response:	You make your own meals.
context: I haven't accomplished anything.\But I was able to move up a grade because of...\Because of you, Mr. Hayashida.\Thank you.\Come on, now.\Haven't accomplished anything? Don't say that.\You've been coming to school while working.\You make your own meals. response:	You do the laundry, take out the trash.
context: But I was able to move up a grade because of...\Because of you, Mr. Hayashida.\Thank you.\Come on, now.\Haven't accomplished anything? Don't say that.\You've been coming to school while working.\You make your own meals.\You do the laundry, take out the trash. response:	You fight...
context: Because of you, Mr. Hayashida.\Thank you.\Come on, now.\Haven't accomplished anything? Don't say that.\You've been coming to school while working.\You make your own meals.\You do the laundry, take out the trash.\You fight... response:	Make money, pay rent...
context: Thank you.\Come on, now.\Haven't accomplished anything? Don't say that.\You've been coming to school while working.\You make your own meals.\You do the laundry, take out the trash.\You fight...\Make money, pay rent... response:	When I was 17, I thought, I can be a big shot when I grow up.
context: Come on, now.\Haven't accomplished anything? Don't say that.\You've been coming to school while working.\You make your own meals.\You do the laundry, take out the trash.\You fight...\Make money, pay rent...\When I was 17, I thought, I can be a big shot when I grow up. response:	I had that groundless dream while going to the arcade, reading manga,
context: Haven't accomplished anything? Don't say that.\You've been coming to school while working.\You make your own meals.\You do the laundry, take out the trash.\You fight...\Make money, pay rent...\When I was 17, I thought, I can be a big shot when I grow up.\I had that groundless dream while going to the arcade, reading manga, response:	hanging out with friends, watching TV...
context: You've been coming to school while working.\You make your own meals.\You do the laundry, take out the trash.\You fight...\Make money, pay rent...\When I was 17, I thought, I can be a big shot when I grow up.\I had that groundless dream while going to the arcade, reading manga,\hanging out with friends, watching TV... response:	I never worried about rent or bothered to save up money.
context: You make your own meals.\You do the laundry, take out the trash.\You fight...\Make money, pay rent...\When I was 17, I thought, I can be a big shot when I grow up.\I had that groundless dream while going to the arcade, reading manga,\hanging out with friends, watching TV...\I never worried about rent or bothered to save up money. response:	I never cleaned or prepared meals or did the laundry.
context: You do the laundry, take out the trash.\You fight...\Make money, pay rent...\When I was 17, I thought, I can be a big shot when I grow up.\I had that groundless dream while going to the arcade, reading manga,\hanging out with friends, watching TV...\I never worried about rent or bothered to save up money.\I never cleaned or prepared meals or did the laundry. response:	Takashi! I need to vacuum!
context: You fight...\Make money, pay rent...\When I was 17, I thought, I can be a big shot when I grow up.\I had that groundless dream while going to the arcade, reading manga,\hanging out with friends, watching TV...\I never worried about rent or bothered to save up money.\I never cleaned or prepared meals or did the laundry.\Takashi! I need to vacuum! response:	So don't tell me you haven't accomplished anything.
context: Make money, pay rent...\When I was 17, I thought, I can be a big shot when I grow up.\I had that groundless dream while going to the arcade, reading manga,\hanging out with friends, watching TV...\I never worried about rent or bothered to save up money.\I never cleaned or prepared meals or did the laundry.\Takashi! I need to vacuum!\So don't tell me you haven't accomplished anything. response:	You did your best!
context: When I was 17, I thought, I can be a big shot when I grow up.\I had that groundless dream while going to the arcade, reading manga,\hanging out with friends, watching TV...\I never worried about rent or bothered to save up money.\I never cleaned or prepared meals or did the laundry.\Takashi! I need to vacuum!\So don't tell me you haven't accomplished anything.\You did your best! response:	I saw it!
context: I had that groundless dream while going to the arcade, reading manga,\hanging out with friends, watching TV...\I never worried about rent or bothered to save up money.\I never cleaned or prepared meals or did the laundry.\Takashi! I need to vacuum!\So don't tell me you haven't accomplished anything.\You did your best!\I saw it! response:	I want him to stop.
context: hanging out with friends, watching TV...\I never worried about rent or bothered to save up money.\I never cleaned or prepared meals or did the laundry.\Takashi! I need to vacuum!\So don't tell me you haven't accomplished anything.\You did your best!\I saw it!\I want him to stop. response:	He's always like this.
context: I never worried about rent or bothered to save up money.\I never cleaned or prepared meals or did the laundry.\Takashi! I need to vacuum!\So don't tell me you haven't accomplished anything.\You did your best!\I saw it!\I want him to stop.\He's always like this. response:	Insensitive, outspoken...
context: I never cleaned or prepared meals or did the laundry.\Takashi! I need to vacuum!\So don't tell me you haven't accomplished anything.\You did your best!\I saw it!\I want him to stop.\He's always like this.\Insensitive, outspoken... response:	I just wish he would stop.
context: Takashi! I need to vacuum!\So don't tell me you haven't accomplished anything.\You did your best!\I saw it!\I want him to stop.\He's always like this.\Insensitive, outspoken...\I just wish he would stop. response:	When he suddenly says things like this...
context: So don't tell me you haven't accomplished anything.\You did your best!\I saw it!\I want him to stop.\He's always like this.\Insensitive, outspoken...\I just wish he would stop.\When he suddenly says things like this... response:	Hey. It's still cold outside, right?
