context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: But I was encouraging you!\That was pretty tough.\In the end we only got one...\Happy, eat it.\I can't just eat it by myself...\If we split it up, it'll only make us hungrier!\Don't hold back! Eat, eat!\Right then! Thanks! response:	Sure seems like he's enjoying that fish there... Lucky him...
context: That was pretty tough.\In the end we only got one...\Happy, eat it.\I can't just eat it by myself...\If we split it up, it'll only make us hungrier!\Don't hold back! Eat, eat!\Right then! Thanks!\Sure seems like he's enjoying that fish there... Lucky him... response:	Gross!
context: In the end we only got one...\Happy, eat it.\I can't just eat it by myself...\If we split it up, it'll only make us hungrier!\Don't hold back! Eat, eat!\Right then! Thanks!\Sure seems like he's enjoying that fish there... Lucky him...\Gross! response:	It's gross?!
context: Happy, eat it.\I can't just eat it by myself...\If we split it up, it'll only make us hungrier!\Don't hold back! Eat, eat!\Right then! Thanks!\Sure seems like he's enjoying that fish there... Lucky him...\Gross!\It's gross?! response:	Anyway...
context: I can't just eat it by myself...\If we split it up, it'll only make us hungrier!\Don't hold back! Eat, eat!\Right then! Thanks!\Sure seems like he's enjoying that fish there... Lucky him...\Gross!\It's gross?!\Anyway... response:	A village!
context: If we split it up, it'll only make us hungrier!\Don't hold back! Eat, eat!\Right then! Thanks!\Sure seems like he's enjoying that fish there... Lucky him...\Gross!\It's gross?!\Anyway...\A village! response:	Houses!
context: Don't hold back! Eat, eat!\Right then! Thanks!\Sure seems like he's enjoying that fish there... Lucky him...\Gross!\It's gross?!\Anyway...\A village!\Houses! response:	And so, there's probably...
context: Right then! Thanks!\Sure seems like he's enjoying that fish there... Lucky him...\Gross!\It's gross?!\Anyway...\A village!\Houses!\And so, there's probably... response:	Food!
context: Sure seems like he's enjoying that fish there... Lucky him...\Gross!\It's gross?!\Anyway...\A village!\Houses!\And so, there's probably...\Food! response:	There's no one here.
context: Gross!\It's gross?!\Anyway...\A village!\Houses!\And so, there's probably...\Food!\There's no one here. response:	It does seem really quiet for a village.
context: It's gross?!\Anyway...\A village!\Houses!\And so, there's probably...\Food!\There's no one here.\It does seem really quiet for a village. response:	Maybe they're taking an afternoon nap.
context: Anyway...\A village!\Houses!\And so, there's probably...\Food!\There's no one here.\It does seem really quiet for a village.\Maybe they're taking an afternoon nap. response:	Hey! Anybody here?
context: A village!\Houses!\And so, there's probably...\Food!\There's no one here.\It does seem really quiet for a village.\Maybe they're taking an afternoon nap.\Hey! Anybody here? response:	We're so hungry, we're about to faint!
context: Houses!\And so, there's probably...\Food!\There's no one here.\It does seem really quiet for a village.\Maybe they're taking an afternoon nap.\Hey! Anybody here?\We're so hungry, we're about to faint! response:	Somebody give us food!
context: And so, there's probably...\Food!\There's no one here.\It does seem really quiet for a village.\Maybe they're taking an afternoon nap.\Hey! Anybody here?\We're so hungry, we're about to faint!\Somebody give us food! response:	That's a little blunt, you famished cat.
context: Food!\There's no one here.\It does seem really quiet for a village.\Maybe they're taking an afternoon nap.\Hey! Anybody here?\We're so hungry, we're about to faint!\Somebody give us food!\That's a little blunt, you famished cat. response:	Are they really all taking a nap?
context: There's no one here.\It does seem really quiet for a village.\Maybe they're taking an afternoon nap.\Hey! Anybody here?\We're so hungry, we're about to faint!\Somebody give us food!\That's a little blunt, you famished cat.\Are they really all taking a nap? response:	Or maybe the whole village got drunk, and they're all passed out?
context: It does seem really quiet for a village.\Maybe they're taking an afternoon nap.\Hey! Anybody here?\We're so hungry, we're about to faint!\Somebody give us food!\That's a little blunt, you famished cat.\Are they really all taking a nap?\Or maybe the whole village got drunk, and they're all passed out? response:	I think you're talking about Fairy Tail...
context: Maybe they're taking an afternoon nap.\Hey! Anybody here?\We're so hungry, we're about to faint!\Somebody give us food!\That's a little blunt, you famished cat.\Are they really all taking a nap?\Or maybe the whole village got drunk, and they're all passed out?\I think you're talking about Fairy Tail... response:	There, too!
context: Hey! Anybody here?\We're so hungry, we're about to faint!\Somebody give us food!\That's a little blunt, you famished cat.\Are they really all taking a nap?\Or maybe the whole village got drunk, and they're all passed out?\I think you're talking about Fairy Tail...\There, too! response:	Argh, this is annoying!
context: We're so hungry, we're about to faint!\Somebody give us food!\That's a little blunt, you famished cat.\Are they really all taking a nap?\Or maybe the whole village got drunk, and they're all passed out?\I think you're talking about Fairy Tail...\There, too!\Argh, this is annoying! response:	As long as I can get my strength back, I'll eat anything!
context: Somebody give us food!\That's a little blunt, you famished cat.\Are they really all taking a nap?\Or maybe the whole village got drunk, and they're all passed out?\I think you're talking about Fairy Tail...\There, too!\Argh, this is annoying!\As long as I can get my strength back, I'll eat anything! response:	Hey, you aren't considering robbing the place, are you?
context: That's a little blunt, you famished cat.\Are they really all taking a nap?\Or maybe the whole village got drunk, and they're all passed out?\I think you're talking about Fairy Tail...\There, too!\Argh, this is annoying!\As long as I can get my strength back, I'll eat anything!\Hey, you aren't considering robbing the place, are you? response:	You had the same idea, didn't you?
context: Are they really all taking a nap?\Or maybe the whole village got drunk, and they're all passed out?\I think you're talking about Fairy Tail...\There, too!\Argh, this is annoying!\As long as I can get my strength back, I'll eat anything!\Hey, you aren't considering robbing the place, are you?\You had the same idea, didn't you? response:	Hey, anyone home?
context: Or maybe the whole village got drunk, and they're all passed out?\I think you're talking about Fairy Tail...\There, too!\Argh, this is annoying!\As long as I can get my strength back, I'll eat anything!\Hey, you aren't considering robbing the place, are you?\You had the same idea, didn't you?\Hey, anyone home? response:	Give us something to eat, please!
context: I think you're talking about Fairy Tail...\There, too!\Argh, this is annoying!\As long as I can get my strength back, I'll eat anything!\Hey, you aren't considering robbing the place, are you?\You had the same idea, didn't you?\Hey, anyone home?\Give us something to eat, please! response:	Yup, there's no one here.
context: There, too!\Argh, this is annoying!\As long as I can get my strength back, I'll eat anything!\Hey, you aren't considering robbing the place, are you?\You had the same idea, didn't you?\Hey, anyone home?\Give us something to eat, please!\Yup, there's no one here. response:	Anyway, let's eat!
context: Argh, this is annoying!\As long as I can get my strength back, I'll eat anything!\Hey, you aren't considering robbing the place, are you?\You had the same idea, didn't you?\Hey, anyone home?\Give us something to eat, please!\Yup, there's no one here.\Anyway, let's eat! response:	Okay! It's still good!
context: As long as I can get my strength back, I'll eat anything!\Hey, you aren't considering robbing the place, are you?\You had the same idea, didn't you?\Hey, anyone home?\Give us something to eat, please!\Yup, there's no one here.\Anyway, let's eat!\Okay! It's still good! response:	Let's eat!
context: Hey, you aren't considering robbing the place, are you?\You had the same idea, didn't you?\Hey, anyone home?\Give us something to eat, please!\Yup, there's no one here.\Anyway, let's eat!\Okay! It's still good!\Let's eat! response:	Wait.
context: You had the same idea, didn't you?\Hey, anyone home?\Give us something to eat, please!\Yup, there's no one here.\Anyway, let's eat!\Okay! It's still good!\Let's eat!\Wait. response:	Why?!
context: Hey, anyone home?\Give us something to eat, please!\Yup, there's no one here.\Anyway, let's eat!\Okay! It's still good!\Let's eat!\Wait.\Why?! response:	This is suspicious.
context: Give us something to eat, please!\Yup, there's no one here.\Anyway, let's eat!\Okay! It's still good!\Let's eat!\Wait.\Why?!\This is suspicious. response:	Yeah. It looks like they were just eating.
context: Yup, there's no one here.\Anyway, let's eat!\Okay! It's still good!\Let's eat!\Wait.\Why?!\This is suspicious.\Yeah. It looks like they were just eating. response:	Where did the people in this house disappear to?
context: Anyway, let's eat!\Okay! It's still good!\Let's eat!\Wait.\Why?!\This is suspicious.\Yeah. It looks like they were just eating.\Where did the people in this house disappear to? response:	How should I know? Anyway, let's eat, Happy.
context: Okay! It's still good!\Let's eat!\Wait.\Why?!\This is suspicious.\Yeah. It looks like they were just eating.\Where did the people in this house disappear to?\How should I know? Anyway, let's eat, Happy. response:	Aye!
context: Let's eat!\Wait.\Why?!\This is suspicious.\Yeah. It looks like they were just eating.\Where did the people in this house disappear to?\How should I know? Anyway, let's eat, Happy.\Aye! response:	I said wait!
context: Wait.\Why?!\This is suspicious.\Yeah. It looks like they were just eating.\Where did the people in this house disappear to?\How should I know? Anyway, let's eat, Happy.\Aye!\I said wait! response:	Right!
context: Why?!\This is suspicious.\Yeah. It looks like they were just eating.\Where did the people in this house disappear to?\How should I know? Anyway, let's eat, Happy.\Aye!\I said wait!\Right! response:	We must investigate this village first.
context: This is suspicious.\Yeah. It looks like they were just eating.\Where did the people in this house disappear to?\How should I know? Anyway, let's eat, Happy.\Aye!\I said wait!\Right!\We must investigate this village first. response:	You must hold out until then. Hold out a little while-
context: Yeah. It looks like they were just eating.\Where did the people in this house disappear to?\How should I know? Anyway, let's eat, Happy.\Aye!\I said wait!\Right!\We must investigate this village first.\You must hold out until then. Hold out a little while- response:	Erza, your stomach is overruling you.
context: Where did the people in this house disappear to?\How should I know? Anyway, let's eat, Happy.\Aye!\I said wait!\Right!\We must investigate this village first.\You must hold out until then. Hold out a little while-\Erza, your stomach is overruling you. response:	Not convincing at all, I see.
context: How should I know? Anyway, let's eat, Happy.\Aye!\I said wait!\Right!\We must investigate this village first.\You must hold out until then. Hold out a little while-\Erza, your stomach is overruling you.\Not convincing at all, I see. response:	Natsu and Gray, go search for mushrooms or something!
context: Aye!\I said wait!\Right!\We must investigate this village first.\You must hold out until then. Hold out a little while-\Erza, your stomach is overruling you.\Not convincing at all, I see.\Natsu and Gray, go search for mushrooms or something! response:	Do not touch the food in the village!
context: I said wait!\Right!\We must investigate this village first.\You must hold out until then. Hold out a little while-\Erza, your stomach is overruling you.\Not convincing at all, I see.\Natsu and Gray, go search for mushrooms or something!\Do not touch the food in the village! response:	Master and I will investigate what's going on in the village!
context: Right!\We must investigate this village first.\You must hold out until then. Hold out a little while-\Erza, your stomach is overruling you.\Not convincing at all, I see.\Natsu and Gray, go search for mushrooms or something!\Do not touch the food in the village!\Master and I will investigate what's going on in the village! response:	Fine, I got it.
context: We must investigate this village first.\You must hold out until then. Hold out a little while-\Erza, your stomach is overruling you.\Not convincing at all, I see.\Natsu and Gray, go search for mushrooms or something!\Do not touch the food in the village!\Master and I will investigate what's going on in the village!\Fine, I got it. response:	Off we go, Happy.
context: You must hold out until then. Hold out a little while-\Erza, your stomach is overruling you.\Not convincing at all, I see.\Natsu and Gray, go search for mushrooms or something!\Do not touch the food in the village!\Master and I will investigate what's going on in the village!\Fine, I got it.\Off we go, Happy. response:	Aye!
context: Erza, your stomach is overruling you.\Not convincing at all, I see.\Natsu and Gray, go search for mushrooms or something!\Do not touch the food in the village!\Master and I will investigate what's going on in the village!\Fine, I got it.\Off we go, Happy.\Aye! response:	Why mushrooms?
context: Not convincing at all, I see.\Natsu and Gray, go search for mushrooms or something!\Do not touch the food in the village!\Master and I will investigate what's going on in the village!\Fine, I got it.\Off we go, Happy.\Aye!\Why mushrooms? response:	And we finally found some good looking food...
context: Natsu and Gray, go search for mushrooms or something!\Do not touch the food in the village!\Master and I will investigate what's going on in the village!\Fine, I got it.\Off we go, Happy.\Aye!\Why mushrooms?\And we finally found some good looking food... response:	I ain't gonna be satisfied with mushrooms!
context: Do not touch the food in the village!\Master and I will investigate what's going on in the village!\Fine, I got it.\Off we go, Happy.\Aye!\Why mushrooms?\And we finally found some good looking food...\I ain't gonna be satisfied with mushrooms! response:	Look, mushrooms!
context: Master and I will investigate what's going on in the village!\Fine, I got it.\Off we go, Happy.\Aye!\Why mushrooms?\And we finally found some good looking food...\I ain't gonna be satisfied with mushrooms!\Look, mushrooms! response:	Whoa, they look awesome!
context: Fine, I got it.\Off we go, Happy.\Aye!\Why mushrooms?\And we finally found some good looking food...\I ain't gonna be satisfied with mushrooms!\Look, mushrooms!\Whoa, they look awesome! response:	Why mushrooms?
context: Off we go, Happy.\Aye!\Why mushrooms?\And we finally found some good looking food...\I ain't gonna be satisfied with mushrooms!\Look, mushrooms!\Whoa, they look awesome!\Why mushrooms? response:	You know what?
context: Aye!\Why mushrooms?\And we finally found some good looking food...\I ain't gonna be satisfied with mushrooms!\Look, mushrooms!\Whoa, they look awesome!\Why mushrooms?\You know what? response:	What?
context: Why mushrooms?\And we finally found some good looking food...\I ain't gonna be satisfied with mushrooms!\Look, mushrooms!\Whoa, they look awesome!\Why mushrooms?\You know what?\What? response:	Natsu's going to eat a poisonous one like those laughing shrooms.
context: And we finally found some good looking food...\I ain't gonna be satisfied with mushrooms!\Look, mushrooms!\Whoa, they look awesome!\Why mushrooms?\You know what?\What?\Natsu's going to eat a poisonous one like those laughing shrooms. response:	It's one of his signature gags!
context: I ain't gonna be satisfied with mushrooms!\Look, mushrooms!\Whoa, they look awesome!\Why mushrooms?\You know what?\What?\Natsu's going to eat a poisonous one like those laughing shrooms.\It's one of his signature gags! response:	What are you talking about, Happy?
context: Look, mushrooms!\Whoa, they look awesome!\Why mushrooms?\You know what?\What?\Natsu's going to eat a poisonous one like those laughing shrooms.\It's one of his signature gags!\What are you talking about, Happy? response:	I ain't gonna do a dumb joke like that...
context: Whoa, they look awesome!\Why mushrooms?\You know what?\What?\Natsu's going to eat a poisonous one like those laughing shrooms.\It's one of his signature gags!\What are you talking about, Happy?\I ain't gonna do a dumb joke like that... response:	Master...
context: Why mushrooms?\You know what?\What?\Natsu's going to eat a poisonous one like those laughing shrooms.\It's one of his signature gags!\What are you talking about, Happy?\I ain't gonna do a dumb joke like that...\Master... response:	I was just i-investigating!
context: You know what?\What?\Natsu's going to eat a poisonous one like those laughing shrooms.\It's one of his signature gags!\What are you talking about, Happy?\I ain't gonna do a dumb joke like that...\Master...\I was just i-investigating! response:	I think I can fill up just on mushrooms, as long as I eat enough of them.
context: What?\Natsu's going to eat a poisonous one like those laughing shrooms.\It's one of his signature gags!\What are you talking about, Happy?\I ain't gonna do a dumb joke like that...\Master...\I was just i-investigating!\I think I can fill up just on mushrooms, as long as I eat enough of them. response:	Setup complete! Now wait for it...
context: Natsu's going to eat a poisonous one like those laughing shrooms.\It's one of his signature gags!\What are you talking about, Happy?\I ain't gonna do a dumb joke like that...\Master...\I was just i-investigating!\I think I can fill up just on mushrooms, as long as I eat enough of them.\Setup complete! Now wait for it... response:	Fine, then hurry and pick them.
context: It's one of his signature gags!\What are you talking about, Happy?\I ain't gonna do a dumb joke like that...\Master...\I was just i-investigating!\I think I can fill up just on mushrooms, as long as I eat enough of them.\Setup complete! Now wait for it...\Fine, then hurry and pick them. response:	Natsu, are you okay?
context: What are you talking about, Happy?\I ain't gonna do a dumb joke like that...\Master...\I was just i-investigating!\I think I can fill up just on mushrooms, as long as I eat enough of them.\Setup complete! Now wait for it...\Fine, then hurry and pick them.\Natsu, are you okay? response:	See, here it comes!
context: I ain't gonna do a dumb joke like that...\Master...\I was just i-investigating!\I think I can fill up just on mushrooms, as long as I eat enough of them.\Setup complete! Now wait for it...\Fine, then hurry and pick them.\Natsu, are you okay?\See, here it comes! response:	What a shock!
context: Master...\I was just i-investigating!\I think I can fill up just on mushrooms, as long as I eat enough of them.\Setup complete! Now wait for it...\Fine, then hurry and pick them.\Natsu, are you okay?\See, here it comes!\What a shock! response:	I'm just as surprised myself!
context: I was just i-investigating!\I think I can fill up just on mushrooms, as long as I eat enough of them.\Setup complete! Now wait for it...\Fine, then hurry and pick them.\Natsu, are you okay?\See, here it comes!\What a shock!\I'm just as surprised myself! response:	I guess they weren't laughing shrooms...
context: I think I can fill up just on mushrooms, as long as I eat enough of them.\Setup complete! Now wait for it...\Fine, then hurry and pick them.\Natsu, are you okay?\See, here it comes!\What a shock!\I'm just as surprised myself!\I guess they weren't laughing shrooms... response:	You're disappointed?
context: Setup complete! Now wait for it...\Fine, then hurry and pick them.\Natsu, are you okay?\See, here it comes!\What a shock!\I'm just as surprised myself!\I guess they weren't laughing shrooms...\You're disappointed? response:	What's all the fuss about?
context: Fine, then hurry and pick them.\Natsu, are you okay?\See, here it comes!\What a shock!\I'm just as surprised myself!\I guess they weren't laughing shrooms...\You're disappointed?\What's all the fuss about? response:	Your heads. Look at your heads.
context: Natsu, are you okay?\See, here it comes!\What a shock!\I'm just as surprised myself!\I guess they weren't laughing shrooms...\You're disappointed?\What's all the fuss about?\Your heads. Look at your heads. response:	Huh?
context: See, here it comes!\What a shock!\I'm just as surprised myself!\I guess they weren't laughing shrooms...\You're disappointed?\What's all the fuss about?\Your heads. Look at your heads.\Huh? response:	What the heck is with that mushroom?
context: What a shock!\I'm just as surprised myself!\I guess they weren't laughing shrooms...\You're disappointed?\What's all the fuss about?\Your heads. Look at your heads.\Huh?\What the heck is with that mushroom? response:	You should talk with a giant friggin' mushroom growin' out of your head!
context: I'm just as surprised myself!\I guess they weren't laughing shrooms...\You're disappointed?\What's all the fuss about?\Your heads. Look at your heads.\Huh?\What the heck is with that mushroom?\You should talk with a giant friggin' mushroom growin' out of your head! response:	Trying to spruce up your image?
context: I guess they weren't laughing shrooms...\You're disappointed?\What's all the fuss about?\Your heads. Look at your heads.\Huh?\What the heck is with that mushroom?\You should talk with a giant friggin' mushroom growin' out of your head!\Trying to spruce up your image? response:	Why aren't they worried about themselves?
context: You're disappointed?\What's all the fuss about?\Your heads. Look at your heads.\Huh?\What the heck is with that mushroom?\You should talk with a giant friggin' mushroom growin' out of your head!\Trying to spruce up your image?\Why aren't they worried about themselves? response:	Looks good on you! Too good!
context: What's all the fuss about?\Your heads. Look at your heads.\Huh?\What the heck is with that mushroom?\You should talk with a giant friggin' mushroom growin' out of your head!\Trying to spruce up your image?\Why aren't they worried about themselves?\Looks good on you! Too good! response:	Hey, droopyeyes... Did you just laugh at me?
context: Your heads. Look at your heads.\Huh?\What the heck is with that mushroom?\You should talk with a giant friggin' mushroom growin' out of your head!\Trying to spruce up your image?\Why aren't they worried about themselves?\Looks good on you! Too good!\Hey, droopyeyes... Did you just laugh at me? response:	And you're snickering like a damn fool!
context: Huh?\What the heck is with that mushroom?\You should talk with a giant friggin' mushroom growin' out of your head!\Trying to spruce up your image?\Why aren't they worried about themselves?\Looks good on you! Too good!\Hey, droopyeyes... Did you just laugh at me?\And you're snickering like a damn fool! response:	Don't fight with mushrooms growing out of your heads!
context: What the heck is with that mushroom?\You should talk with a giant friggin' mushroom growin' out of your head!\Trying to spruce up your image?\Why aren't they worried about themselves?\Looks good on you! Too good!\Hey, droopyeyes... Did you just laugh at me?\And you're snickering like a damn fool!\Don't fight with mushrooms growing out of your heads! response:	So?
context: You should talk with a giant friggin' mushroom growin' out of your head!\Trying to spruce up your image?\Why aren't they worried about themselves?\Looks good on you! Too good!\Hey, droopyeyes... Did you just laugh at me?\And you're snickering like a damn fool!\Don't fight with mushrooms growing out of your heads!\So? response:	There is no one here, as we thought.
context: Trying to spruce up your image?\Why aren't they worried about themselves?\Looks good on you! Too good!\Hey, droopyeyes... Did you just laugh at me?\And you're snickering like a damn fool!\Don't fight with mushrooms growing out of your heads!\So?\There is no one here, as we thought. response:	This village is deserted.
context: Why aren't they worried about themselves?\Looks good on you! Too good!\Hey, droopyeyes... Did you just laugh at me?\And you're snickering like a damn fool!\Don't fight with mushrooms growing out of your heads!\So?\There is no one here, as we thought.\This village is deserted. response:	Despite there being evidence that people had just been living here.
context: Looks good on you! Too good!\Hey, droopyeyes... Did you just laugh at me?\And you're snickering like a damn fool!\Don't fight with mushrooms growing out of your heads!\So?\There is no one here, as we thought.\This village is deserted.\Despite there being evidence that people had just been living here. response:	What is this seam?
context: Hey, droopyeyes... Did you just laugh at me?\And you're snickering like a damn fool!\Don't fight with mushrooms growing out of your heads!\So?\There is no one here, as we thought.\This village is deserted.\Despite there being evidence that people had just been living here.\What is this seam? response:	This isn't a normal crack between the rocks.
context: And you're snickering like a damn fool!\Don't fight with mushrooms growing out of your heads!\So?\There is no one here, as we thought.\This village is deserted.\Despite there being evidence that people had just been living here.\What is this seam?\This isn't a normal crack between the rocks. response:	It seems to have some purpose.
context: Don't fight with mushrooms growing out of your heads!\So?\There is no one here, as we thought.\This village is deserted.\Despite there being evidence that people had just been living here.\What is this seam?\This isn't a normal crack between the rocks.\It seems to have some purpose. response:	Hey, you're acting like idiots!
context: So?\There is no one here, as we thought.\This village is deserted.\Despite there being evidence that people had just been living here.\What is this seam?\This isn't a normal crack between the rocks.\It seems to have some purpose.\Hey, you're acting like idiots! response:	Lucy, I found an extra big one!
context: There is no one here, as we thought.\This village is deserted.\Despite there being evidence that people had just been living here.\What is this seam?\This isn't a normal crack between the rocks.\It seems to have some purpose.\Hey, you're acting like idiots!\Lucy, I found an extra big one! response:	R-Really?
context: This village is deserted.\Despite there being evidence that people had just been living here.\What is this seam?\This isn't a normal crack between the rocks.\It seems to have some purpose.\Hey, you're acting like idiots!\Lucy, I found an extra big one!\R-Really? response:	But doesn't that look a bit suspicious?
context: Despite there being evidence that people had just been living here.\What is this seam?\This isn't a normal crack between the rocks.\It seems to have some purpose.\Hey, you're acting like idiots!\Lucy, I found an extra big one!\R-Really?\But doesn't that look a bit suspicious? response:	Let me see...
context: What is this seam?\This isn't a normal crack between the rocks.\It seems to have some purpose.\Hey, you're acting like idiots!\Lucy, I found an extra big one!\R-Really?\But doesn't that look a bit suspicious?\Let me see... response:	Whoa, it's huge!
context: This isn't a normal crack between the rocks.\It seems to have some purpose.\Hey, you're acting like idiots!\Lucy, I found an extra big one!\R-Really?\But doesn't that look a bit suspicious?\Let me see...\Whoa, it's huge! response:	One of these'd last us for two days!
context: It seems to have some purpose.\Hey, you're acting like idiots!\Lucy, I found an extra big one!\R-Really?\But doesn't that look a bit suspicious?\Let me see...\Whoa, it's huge!\One of these'd last us for two days! response:	Why don't you two do something about the mushrooms on your heads?
context: Hey, you're acting like idiots!\Lucy, I found an extra big one!\R-Really?\But doesn't that look a bit suspicious?\Let me see...\Whoa, it's huge!\One of these'd last us for two days!\Why don't you two do something about the mushrooms on your heads? response:	Wait, Happy, don't!
context: Lucy, I found an extra big one!\R-Really?\But doesn't that look a bit suspicious?\Let me see...\Whoa, it's huge!\One of these'd last us for two days!\Why don't you two do something about the mushrooms on your heads?\Wait, Happy, don't! response:	It might be poisonous! Spit it out! Spit it out!
context: R-Really?\But doesn't that look a bit suspicious?\Let me see...\Whoa, it's huge!\One of these'd last us for two days!\Why don't you two do something about the mushrooms on your heads?\Wait, Happy, don't!\It might be poisonous! Spit it out! Spit it out! response:	But it's yummy!
context: But doesn't that look a bit suspicious?\Let me see...\Whoa, it's huge!\One of these'd last us for two days!\Why don't you two do something about the mushrooms on your heads?\Wait, Happy, don't!\It might be poisonous! Spit it out! Spit it out!\But it's yummy! response:	I guess everyone ends up like this.
context: Let me see...\Whoa, it's huge!\One of these'd last us for two days!\Why don't you two do something about the mushrooms on your heads?\Wait, Happy, don't!\It might be poisonous! Spit it out! Spit it out!\But it's yummy!\I guess everyone ends up like this. response:	I wonder how the people from the village ate them?
context: Whoa, it's huge!\One of these'd last us for two days!\Why don't you two do something about the mushrooms on your heads?\Wait, Happy, don't!\It might be poisonous! Spit it out! Spit it out!\But it's yummy!\I guess everyone ends up like this.\I wonder how the people from the village ate them? response:	They all must have been like us!
context: One of these'd last us for two days!\Why don't you two do something about the mushrooms on your heads?\Wait, Happy, don't!\It might be poisonous! Spit it out! Spit it out!\But it's yummy!\I guess everyone ends up like this.\I wonder how the people from the village ate them?\They all must have been like us! response:	I bet the name of that village is Mushroom Village!
context: Why don't you two do something about the mushrooms on your heads?\Wait, Happy, don't!\It might be poisonous! Spit it out! Spit it out!\But it's yummy!\I guess everyone ends up like this.\I wonder how the people from the village ate them?\They all must have been like us!\I bet the name of that village is Mushroom Village! response:	It's not as funny the second time!
context: Wait, Happy, don't!\It might be poisonous! Spit it out! Spit it out!\But it's yummy!\I guess everyone ends up like this.\I wonder how the people from the village ate them?\They all must have been like us!\I bet the name of that village is Mushroom Village!\It's not as funny the second time! response:	That's not the problem, here!
context: It might be poisonous! Spit it out! Spit it out!\But it's yummy!\I guess everyone ends up like this.\I wonder how the people from the village ate them?\They all must have been like us!\I bet the name of that village is Mushroom Village!\It's not as funny the second time!\That's not the problem, here! response:	Wait a sec... I think your mushroom is growing.
context: But it's yummy!\I guess everyone ends up like this.\I wonder how the people from the village ate them?\They all must have been like us!\I bet the name of that village is Mushroom Village!\It's not as funny the second time!\That's not the problem, here!\Wait a sec... I think your mushroom is growing. response:	Why does Natsu get all the good gags?
context: I guess everyone ends up like this.\I wonder how the people from the village ate them?\They all must have been like us!\I bet the name of that village is Mushroom Village!\It's not as funny the second time!\That's not the problem, here!\Wait a sec... I think your mushroom is growing.\Why does Natsu get all the good gags? response:	There's a second seam here.
context: I wonder how the people from the village ate them?\They all must have been like us!\I bet the name of that village is Mushroom Village!\It's not as funny the second time!\That's not the problem, here!\Wait a sec... I think your mushroom is growing.\Why does Natsu get all the good gags?\There's a second seam here. response:	What?
context: They all must have been like us!\I bet the name of that village is Mushroom Village!\It's not as funny the second time!\That's not the problem, here!\Wait a sec... I think your mushroom is growing.\Why does Natsu get all the good gags?\There's a second seam here.\What? response:	What's that?
context: I bet the name of that village is Mushroom Village!\It's not as funny the second time!\That's not the problem, here!\Wait a sec... I think your mushroom is growing.\Why does Natsu get all the good gags?\There's a second seam here.\What?\What's that? response:	Huh?
context: It's not as funny the second time!\That's not the problem, here!\Wait a sec... I think your mushroom is growing.\Why does Natsu get all the good gags?\There's a second seam here.\What?\What's that?\Huh? response:	Your mushroom's disappeared!
context: That's not the problem, here!\Wait a sec... I think your mushroom is growing.\Why does Natsu get all the good gags?\There's a second seam here.\What?\What's that?\Huh?\Your mushroom's disappeared! response:	Happy, you're the only one who still has one.
context: Wait a sec... I think your mushroom is growing.\Why does Natsu get all the good gags?\There's a second seam here.\What?\What's that?\Huh?\Your mushroom's disappeared!\Happy, you're the only one who still has one. response:	Erza, Gramps!
context: Why does Natsu get all the good gags?\There's a second seam here.\What?\What's that?\Huh?\Your mushroom's disappeared!\Happy, you're the only one who still has one.\Erza, Gramps! response:	It's funny, but why's the joke on me?!
context: There's a second seam here.\What?\What's that?\Huh?\Your mushroom's disappeared!\Happy, you're the only one who still has one.\Erza, Gramps!\It's funny, but why's the joke on me?! response:	Erza!
context: What?\What's that?\Huh?\Your mushroom's disappeared!\Happy, you're the only one who still has one.\Erza, Gramps!\It's funny, but why's the joke on me?!\Erza! response:	Be careful, Happy!
context: What's that?\Huh?\Your mushroom's disappeared!\Happy, you're the only one who still has one.\Erza, Gramps!\It's funny, but why's the joke on me?!\Erza!\Be careful, Happy! response:	Aye!
context: Huh?\Your mushroom's disappeared!\Happy, you're the only one who still has one.\Erza, Gramps!\It's funny, but why's the joke on me?!\Erza!\Be careful, Happy!\Aye! response:	What the heck?
context: Your mushroom's disappeared!\Happy, you're the only one who still has one.\Erza, Gramps!\It's funny, but why's the joke on me?!\Erza!\Be careful, Happy!\Aye!\What the heck? response:	W-What's going on?
context: Happy, you're the only one who still has one.\Erza, Gramps!\It's funny, but why's the joke on me?!\Erza!\Be careful, Happy!\Aye!\What the heck?\W-What's going on? response:	Wow! That's the first time a house ever waved at me!
context: Erza, Gramps!\It's funny, but why's the joke on me?!\Erza!\Be careful, Happy!\Aye!\What the heck?\W-What's going on?\Wow! That's the first time a house ever waved at me! response:	That's what your focused on?
context: It's funny, but why's the joke on me?!\Erza!\Be careful, Happy!\Aye!\What the heck?\W-What's going on?\Wow! That's the first time a house ever waved at me!\That's what your focused on? response:	This is...
context: Erza!\Be careful, Happy!\Aye!\What the heck?\W-What's going on?\Wow! That's the first time a house ever waved at me!\That's what your focused on?\This is... response:	Let's do it, Gramps.
context: Be careful, Happy!\Aye!\What the heck?\W-What's going on?\Wow! That's the first time a house ever waved at me!\That's what your focused on?\This is...\Let's do it, Gramps. response:	Wait!
context: Aye!\What the heck?\W-What's going on?\Wow! That's the first time a house ever waved at me!\That's what your focused on?\This is...\Let's do it, Gramps.\Wait! response:	Why?
context: What the heck?\W-What's going on?\Wow! That's the first time a house ever waved at me!\That's what your focused on?\This is...\Let's do it, Gramps.\Wait!\Why? response:	Climb up high.
