context: Together Forever!! response:	This is no good!
context: I'll apologize if you die.\Don't jinx me!\But you've worked so hard, Otani.\I don't want to see it go to waste.\It doesn't matter whether you pass or fail, as long as you do your best!\Don't waste all of your effort up until now!\Koizumi...\Hey! Don't ride tandem! response:	Right! The subway!
context: Don't jinx me!\But you've worked so hard, Otani.\I don't want to see it go to waste.\It doesn't matter whether you pass or fail, as long as you do your best!\Don't waste all of your effort up until now!\Koizumi...\Hey! Don't ride tandem!\Right! The subway! response:	Entrance Examination Center
context: But you've worked so hard, Otani.\I don't want to see it go to waste.\It doesn't matter whether you pass or fail, as long as you do your best!\Don't waste all of your effort up until now!\Koizumi...\Hey! Don't ride tandem!\Right! The subway!\Entrance Examination Center response:	And then, once today is over, I'll say Thanks for all your hard work with a smile.
context: I don't want to see it go to waste.\It doesn't matter whether you pass or fail, as long as you do your best!\Don't waste all of your effort up until now!\Koizumi...\Hey! Don't ride tandem!\Right! The subway!\Entrance Examination Center\And then, once today is over, I'll say Thanks for all your hard work with a smile. response:	Risa: Five
context: It doesn't matter whether you pass or fail, as long as you do your best!\Don't waste all of your effort up until now!\Koizumi...\Hey! Don't ride tandem!\Right! The subway!\Entrance Examination Center\And then, once today is over, I'll say Thanks for all your hard work with a smile.\Risa: Five response:	Risa: Five...
context: Don't waste all of your effort up until now!\Koizumi...\Hey! Don't ride tandem!\Right! The subway!\Entrance Examination Center\And then, once today is over, I'll say Thanks for all your hard work with a smile.\Risa: Five\Risa: Five... response:	Risa: Five... 5
context: Koizumi...\Hey! Don't ride tandem!\Right! The subway!\Entrance Examination Center\And then, once today is over, I'll say Thanks for all your hard work with a smile.\Risa: Five\Risa: Five...\Risa: Five... 5 response:	Risa: Five... 5 minutes
context: Hey! Don't ride tandem!\Right! The subway!\Entrance Examination Center\And then, once today is over, I'll say Thanks for all your hard work with a smile.\Risa: Five\Risa: Five...\Risa: Five... 5\Risa: Five... 5 minutes response:	Risa: Five... 5 minutes before.
context: Right! The subway!\Entrance Examination Center\And then, once today is over, I'll say Thanks for all your hard work with a smile.\Risa: Five\Risa: Five...\Risa: Five... 5\Risa: Five... 5 minutes\Risa: Five... 5 minutes before. response:	Risa: Five... 5 minutes before. Exactly
context: Entrance Examination Center\And then, once today is over, I'll say Thanks for all your hard work with a smile.\Risa: Five\Risa: Five...\Risa: Five... 5\Risa: Five... 5 minutes\Risa: Five... 5 minutes before.\Risa: Five... 5 minutes before. Exactly response:	Risa: Five... 5 minutes before. Exactly.
context: And then, once today is over, I'll say Thanks for all your hard work with a smile.\Risa: Five\Risa: Five...\Risa: Five... 5\Risa: Five... 5 minutes\Risa: Five... 5 minutes before.\Risa: Five... 5 minutes before. Exactly\Risa: Five... 5 minutes before. Exactly. response:	Otani: I
context: Risa: Five\Risa: Five...\Risa: Five... 5\Risa: Five... 5 minutes\Risa: Five... 5 minutes before.\Risa: Five... 5 minutes before. Exactly\Risa: Five... 5 minutes before. Exactly.\Otani: I response:	Otani: I...
context: Risa: Five...\Risa: Five... 5\Risa: Five... 5 minutes\Risa: Five... 5 minutes before.\Risa: Five... 5 minutes before. Exactly\Risa: Five... 5 minutes before. Exactly.\Otani: I\Otani: I... response:	Otani: I... I've
context: Risa: Five... 5\Risa: Five... 5 minutes\Risa: Five... 5 minutes before.\Risa: Five... 5 minutes before. Exactly\Risa: Five... 5 minutes before. Exactly.\Otani: I\Otani: I...\Otani: I... I've response:	Otani: I... I've lost
context: Risa: Five... 5 minutes\Risa: Five... 5 minutes before.\Risa: Five... 5 minutes before. Exactly\Risa: Five... 5 minutes before. Exactly.\Otani: I\Otani: I...\Otani: I... I've\Otani: I... I've lost response:	Otani: I... I've lost all
context: Risa: Five... 5 minutes before.\Risa: Five... 5 minutes before. Exactly\Risa: Five... 5 minutes before. Exactly.\Otani: I\Otani: I...\Otani: I... I've\Otani: I... I've lost\Otani: I... I've lost all response:	Otani: I... I've lost all memories
context: Risa: Five... 5 minutes before. Exactly\Risa: Five... 5 minutes before. Exactly.\Otani: I\Otani: I...\Otani: I... I've\Otani: I... I've lost\Otani: I... I've lost all\Otani: I... I've lost all memories response:	Otani: I... I've lost all memories of
context: Risa: Five... 5 minutes before. Exactly.\Otani: I\Otani: I...\Otani: I... I've\Otani: I... I've lost\Otani: I... I've lost all\Otani: I... I've lost all memories\Otani: I... I've lost all memories of response:	Otani: I... I've lost all memories of my
context: Otani: I\Otani: I...\Otani: I... I've\Otani: I... I've lost\Otani: I... I've lost all\Otani: I... I've lost all memories\Otani: I... I've lost all memories of\Otani: I... I've lost all memories of my response:	Otani: I... I've lost all memories of my youth
context: Otani: I...\Otani: I... I've\Otani: I... I've lost\Otani: I... I've lost all\Otani: I... I've lost all memories\Otani: I... I've lost all memories of\Otani: I... I've lost all memories of my\Otani: I... I've lost all memories of my youth response:	Otani: I... I've lost all memories of my youth.
context: Otani: I... I've\Otani: I... I've lost\Otani: I... I've lost all\Otani: I... I've lost all memories\Otani: I... I've lost all memories of\Otani: I... I've lost all memories of my\Otani: I... I've lost all memories of my youth\Otani: I... I've lost all memories of my youth. response:	Risa: Okay,
context: Otani: I... I've lost\Otani: I... I've lost all\Otani: I... I've lost all memories\Otani: I... I've lost all memories of\Otani: I... I've lost all memories of my\Otani: I... I've lost all memories of my youth\Otani: I... I've lost all memories of my youth.\Risa: Okay, response:	Risa: Okay, see
context: Otani: I... I've lost all\Otani: I... I've lost all memories\Otani: I... I've lost all memories of\Otani: I... I've lost all memories of my\Otani: I... I've lost all memories of my youth\Otani: I... I've lost all memories of my youth.\Risa: Okay,\Risa: Okay, see response:	Risa: Okay, see you
context: Otani: I... I've lost all memories\Otani: I... I've lost all memories of\Otani: I... I've lost all memories of my\Otani: I... I've lost all memories of my youth\Otani: I... I've lost all memories of my youth.\Risa: Okay,\Risa: Okay, see\Risa: Okay, see you response:	Risa: Okay, see you later
context: Otani: I... I've lost all memories of\Otani: I... I've lost all memories of my\Otani: I... I've lost all memories of my youth\Otani: I... I've lost all memories of my youth.\Risa: Okay,\Risa: Okay, see\Risa: Okay, see you\Risa: Okay, see you later response:	Risa: Okay, see you later.
context: Otani: I... I've lost all memories of my\Otani: I... I've lost all memories of my youth\Otani: I... I've lost all memories of my youth.\Risa: Okay,\Risa: Okay, see\Risa: Okay, see you\Risa: Okay, see you later\Risa: Okay, see you later. response:	Otani: Yeah
context: Otani: I... I've lost all memories of my youth\Otani: I... I've lost all memories of my youth.\Risa: Okay,\Risa: Okay, see\Risa: Okay, see you\Risa: Okay, see you later\Risa: Okay, see you later.\Otani: Yeah response:	Otani: Yeah.
context: Otani: I... I've lost all memories of my youth.\Risa: Okay,\Risa: Okay, see\Risa: Okay, see you\Risa: Okay, see you later\Risa: Okay, see you later.\Otani: Yeah\Otani: Yeah. response:	Otani!
context: Risa: Okay,\Risa: Okay, see\Risa: Okay, see you\Risa: Okay, see you later\Risa: Okay, see you later.\Otani: Yeah\Otani: Yeah.\Otani! response:	Fight!
context: Risa: Okay, see\Risa: Okay, see you\Risa: Okay, see you later\Risa: Okay, see you later.\Otani: Yeah\Otani: Yeah.\Otani!\Fight! response:	That was too loud, you idiot!
context: Risa: Okay, see you\Risa: Okay, see you later\Risa: Okay, see you later.\Otani: Yeah\Otani: Yeah.\Otani!\Fight!\That was too loud, you idiot! response:	It's you, so you'll definitely be fine.
context: Risa: Okay, see you later\Risa: Okay, see you later.\Otani: Yeah\Otani: Yeah.\Otani!\Fight!\That was too loud, you idiot!\It's you, so you'll definitely be fine. response:	Right. Please begin.
context: Risa: Okay, see you later.\Otani: Yeah\Otani: Yeah.\Otani!\Fight!\That was too loud, you idiot!\It's you, so you'll definitely be fine.\Right. Please begin. response:	Career Guidance Questionnaire
context: Otani: Yeah\Otani: Yeah.\Otani!\Fight!\That was too loud, you idiot!\It's you, so you'll definitely be fine.\Right. Please begin.\Career Guidance Questionnaire response:	My future, huh?
context: Otani: Yeah.\Otani!\Fight!\That was too loud, you idiot!\It's you, so you'll definitely be fine.\Right. Please begin.\Career Guidance Questionnaire\My future, huh? response:	Sorry to keep you waiting!
context: Otani!\Fight!\That was too loud, you idiot!\It's you, so you'll definitely be fine.\Right. Please begin.\Career Guidance Questionnaire\My future, huh?\Sorry to keep you waiting! response:	Been here long?
context: Fight!\That was too loud, you idiot!\It's you, so you'll definitely be fine.\Right. Please begin.\Career Guidance Questionnaire\My future, huh?\Sorry to keep you waiting!\Been here long? response:	No.
context: That was too loud, you idiot!\It's you, so you'll definitely be fine.\Right. Please begin.\Career Guidance Questionnaire\My future, huh?\Sorry to keep you waiting!\Been here long?\No. response:	The results will be out in a week.
context: It's you, so you'll definitely be fine.\Right. Please begin.\Career Guidance Questionnaire\My future, huh?\Sorry to keep you waiting!\Been here long?\No.\The results will be out in a week. response:	But for now, Otani is free from the stress of studying.
context: Right. Please begin.\Career Guidance Questionnaire\My future, huh?\Sorry to keep you waiting!\Been here long?\No.\The results will be out in a week.\But for now, Otani is free from the stress of studying. response:	We haven't been on a date in ages!
context: Career Guidance Questionnaire\My future, huh?\Sorry to keep you waiting!\Been here long?\No.\The results will be out in a week.\But for now, Otani is free from the stress of studying.\We haven't been on a date in ages! response:	What should we do? Where should we go?
context: My future, huh?\Sorry to keep you waiting!\Been here long?\No.\The results will be out in a week.\But for now, Otani is free from the stress of studying.\We haven't been on a date in ages!\What should we do? Where should we go? response:	Anything is fine.
context: Sorry to keep you waiting!\Been here long?\No.\The results will be out in a week.\But for now, Otani is free from the stress of studying.\We haven't been on a date in ages!\What should we do? Where should we go?\Anything is fine. response:	Today I'm making it all up to you.
context: Been here long?\No.\The results will be out in a week.\But for now, Otani is free from the stress of studying.\We haven't been on a date in ages!\What should we do? Where should we go?\Anything is fine.\Today I'm making it all up to you. response:	Making what up?
context: No.\The results will be out in a week.\But for now, Otani is free from the stress of studying.\We haven't been on a date in ages!\What should we do? Where should we go?\Anything is fine.\Today I'm making it all up to you.\Making what up? response:	We couldn't do anything while I was studying,
context: The results will be out in a week.\But for now, Otani is free from the stress of studying.\We haven't been on a date in ages!\What should we do? Where should we go?\Anything is fine.\Today I'm making it all up to you.\Making what up?\We couldn't do anything while I was studying, response:	Oh? Do you mean it?
context: But for now, Otani is free from the stress of studying.\We haven't been on a date in ages!\What should we do? Where should we go?\Anything is fine.\Today I'm making it all up to you.\Making what up?\We couldn't do anything while I was studying,\Oh? Do you mean it? response:	Yeah.
context: We haven't been on a date in ages!\What should we do? Where should we go?\Anything is fine.\Today I'm making it all up to you.\Making what up?\We couldn't do anything while I was studying,\Oh? Do you mean it?\Yeah. response:	Let's see...
context: What should we do? Where should we go?\Anything is fine.\Today I'm making it all up to you.\Making what up?\We couldn't do anything while I was studying,\Oh? Do you mean it?\Yeah.\Let's see... response:	A-chan!
context: Anything is fine.\Today I'm making it all up to you.\Making what up?\We couldn't do anything while I was studying,\Oh? Do you mean it?\Yeah.\Let's see...\A-chan! response:	Mimi?
context: Today I'm making it all up to you.\Making what up?\We couldn't do anything while I was studying,\Oh? Do you mean it?\Yeah.\Let's see...\A-chan!\Mimi? response:	Mimi-chan...
context: Making what up?\We couldn't do anything while I was studying,\Oh? Do you mean it?\Yeah.\Let's see...\A-chan!\Mimi?\Mimi-chan... response:	So you've got the old bag with you?
context: We couldn't do anything while I was studying,\Oh? Do you mean it?\Yeah.\Let's see...\A-chan!\Mimi?\Mimi-chan...\So you've got the old bag with you? response:	Sorry.
context: Oh? Do you mean it?\Yeah.\Let's see...\A-chan!\Mimi?\Mimi-chan...\So you've got the old bag with you?\Sorry. response:	What are you doing, dressed up like that?
context: Yeah.\Let's see...\A-chan!\Mimi?\Mimi-chan...\So you've got the old bag with you?\Sorry.\What are you doing, dressed up like that? response:	I'm working.
context: Let's see...\A-chan!\Mimi?\Mimi-chan...\So you've got the old bag with you?\Sorry.\What are you doing, dressed up like that?\I'm working. response:	Working?
context: A-chan!\Mimi?\Mimi-chan...\So you've got the old bag with you?\Sorry.\What are you doing, dressed up like that?\I'm working.\Working? response:	It's a shoot for a magazine.
context: Mimi?\Mimi-chan...\So you've got the old bag with you?\Sorry.\What are you doing, dressed up like that?\I'm working.\Working?\It's a shoot for a magazine. response:	I'm a supermodel, you know.
context: Mimi-chan...\So you've got the old bag with you?\Sorry.\What are you doing, dressed up like that?\I'm working.\Working?\It's a shoot for a magazine.\I'm a supermodel, you know. response:	Ah, I see.
context: So you've got the old bag with you?\Sorry.\What are you doing, dressed up like that?\I'm working.\Working?\It's a shoot for a magazine.\I'm a supermodel, you know.\Ah, I see. response:	We're doing an outdoor shoot today.
context: Sorry.\What are you doing, dressed up like that?\I'm working.\Working?\It's a shoot for a magazine.\I'm a supermodel, you know.\Ah, I see.\We're doing an outdoor shoot today. response:	This is the first time I've seen a photo shoot.
context: What are you doing, dressed up like that?\I'm working.\Working?\It's a shoot for a magazine.\I'm a supermodel, you know.\Ah, I see.\We're doing an outdoor shoot today.\This is the first time I've seen a photo shoot. response:	Mimi-chan!
context: I'm working.\Working?\It's a shoot for a magazine.\I'm a supermodel, you know.\Ah, I see.\We're doing an outdoor shoot today.\This is the first time I've seen a photo shoot.\Mimi-chan! response:	Coming.
context: Working?\It's a shoot for a magazine.\I'm a supermodel, you know.\Ah, I see.\We're doing an outdoor shoot today.\This is the first time I've seen a photo shoot.\Mimi-chan!\Coming. response:	Aren't you cold?!
context: It's a shoot for a magazine.\I'm a supermodel, you know.\Ah, I see.\We're doing an outdoor shoot today.\This is the first time I've seen a photo shoot.\Mimi-chan!\Coming.\Aren't you cold?! response:	Hold this.
context: I'm a supermodel, you know.\Ah, I see.\We're doing an outdoor shoot today.\This is the first time I've seen a photo shoot.\Mimi-chan!\Coming.\Aren't you cold?!\Hold this. response:	Is this okay? You'll get sick.
context: Ah, I see.\We're doing an outdoor shoot today.\This is the first time I've seen a photo shoot.\Mimi-chan!\Coming.\Aren't you cold?!\Hold this.\Is this okay? You'll get sick. response:	No I won't.
context: We're doing an outdoor shoot today.\This is the first time I've seen a photo shoot.\Mimi-chan!\Coming.\Aren't you cold?!\Hold this.\Is this okay? You'll get sick.\No I won't. response:	I'm a pro.
context: This is the first time I've seen a photo shoot.\Mimi-chan!\Coming.\Aren't you cold?!\Hold this.\Is this okay? You'll get sick.\No I won't.\I'm a pro. response:	I'm going to start shooting.
context: Mimi-chan!\Coming.\Aren't you cold?!\Hold this.\Is this okay? You'll get sick.\No I won't.\I'm a pro.\I'm going to start shooting. response:	Hold it.
context: Coming.\Aren't you cold?!\Hold this.\Is this okay? You'll get sick.\No I won't.\I'm a pro.\I'm going to start shooting.\Hold it. response:	You over there, you're being disgusting.
context: Aren't you cold?!\Hold this.\Is this okay? You'll get sick.\No I won't.\I'm a pro.\I'm going to start shooting.\Hold it.\You over there, you're being disgusting. response:	Amazing! You're amazing, Mimi-sama!
context: Hold this.\Is this okay? You'll get sick.\No I won't.\I'm a pro.\I'm going to start shooting.\Hold it.\You over there, you're being disgusting.\Amazing! You're amazing, Mimi-sama! response:	I'm moved!
context: Is this okay? You'll get sick.\No I won't.\I'm a pro.\I'm going to start shooting.\Hold it.\You over there, you're being disgusting.\Amazing! You're amazing, Mimi-sama!\I'm moved! response:	What?
context: No I won't.\I'm a pro.\I'm going to start shooting.\Hold it.\You over there, you're being disgusting.\Amazing! You're amazing, Mimi-sama!\I'm moved!\What? response:	A pro... You really are a pro!
context: I'm a pro.\I'm going to start shooting.\Hold it.\You over there, you're being disgusting.\Amazing! You're amazing, Mimi-sama!\I'm moved!\What?\A pro... You really are a pro! response:	What are you saying?!
context: I'm going to start shooting.\Hold it.\You over there, you're being disgusting.\Amazing! You're amazing, Mimi-sama!\I'm moved!\What?\A pro... You really are a pro!\What are you saying?! response:	I already told you I was.
context: Hold it.\You over there, you're being disgusting.\Amazing! You're amazing, Mimi-sama!\I'm moved!\What?\A pro... You really are a pro!\What are you saying?!\I already told you I was. response:	Are these friends of yours, Mimi-chan?
context: You over there, you're being disgusting.\Amazing! You're amazing, Mimi-sama!\I'm moved!\What?\A pro... You really are a pro!\What are you saying?!\I already told you I was.\Are these friends of yours, Mimi-chan? response:	The old lady is a total stranger. This is my boyfriend.
context: Amazing! You're amazing, Mimi-sama!\I'm moved!\What?\A pro... You really are a pro!\What are you saying?!\I already told you I was.\Are these friends of yours, Mimi-chan?\The old lady is a total stranger. This is my boyfriend. response:	No I'm not.
context: I'm moved!\What?\A pro... You really are a pro!\What are you saying?!\I already told you I was.\Are these friends of yours, Mimi-chan?\The old lady is a total stranger. This is my boyfriend.\No I'm not. response:	What is it?
context: What?\A pro... You really are a pro!\What are you saying?!\I already told you I was.\Are these friends of yours, Mimi-chan?\The old lady is a total stranger. This is my boyfriend.\No I'm not.\What is it? response:	Say, let's use her in place of the amateur model.
context: A pro... You really are a pro!\What are you saying?!\I already told you I was.\Are these friends of yours, Mimi-chan?\The old lady is a total stranger. This is my boyfriend.\No I'm not.\What is it?\Say, let's use her in place of the amateur model. response:	The girl who was going to participate couldn't make it. Let's have her fill in.
context: What are you saying?!\I already told you I was.\Are these friends of yours, Mimi-chan?\The old lady is a total stranger. This is my boyfriend.\No I'm not.\What is it?\Say, let's use her in place of the amateur model.\The girl who was going to participate couldn't make it. Let's have her fill in. response:	Huh?! Model?! Me?!
context: I already told you I was.\Are these friends of yours, Mimi-chan?\The old lady is a total stranger. This is my boyfriend.\No I'm not.\What is it?\Say, let's use her in place of the amateur model.\The girl who was going to participate couldn't make it. Let's have her fill in.\Huh?! Model?! Me?! response:	Her?!
context: Are these friends of yours, Mimi-chan?\The old lady is a total stranger. This is my boyfriend.\No I'm not.\What is it?\Say, let's use her in place of the amateur model.\The girl who was going to participate couldn't make it. Let's have her fill in.\Huh?! Model?! Me?!\Her?! response:	Don't be stupid!
context: The old lady is a total stranger. This is my boyfriend.\No I'm not.\What is it?\Say, let's use her in place of the amateur model.\The girl who was going to participate couldn't make it. Let's have her fill in.\Huh?! Model?! Me?!\Her?!\Don't be stupid! response:	It'll be fine. She's got the height, and she has nice style, don't you think?
context: No I'm not.\What is it?\Say, let's use her in place of the amateur model.\The girl who was going to participate couldn't make it. Let's have her fill in.\Huh?! Model?! Me?!\Her?!\Don't be stupid!\It'll be fine. She's got the height, and she has nice style, don't you think? response:	No way, no way, no way.
context: What is it?\Say, let's use her in place of the amateur model.\The girl who was going to participate couldn't make it. Let's have her fill in.\Huh?! Model?! Me?!\Her?!\Don't be stupid!\It'll be fine. She's got the height, and she has nice style, don't you think?\No way, no way, no way. response:	It's impossible!
context: Say, let's use her in place of the amateur model.\The girl who was going to participate couldn't make it. Let's have her fill in.\Huh?! Model?! Me?!\Her?!\Don't be stupid!\It'll be fine. She's got the height, and she has nice style, don't you think?\No way, no way, no way.\It's impossible! response:	I can't be a model!
context: The girl who was going to participate couldn't make it. Let's have her fill in.\Huh?! Model?! Me?!\Her?!\Don't be stupid!\It'll be fine. She's got the height, and she has nice style, don't you think?\No way, no way, no way.\It's impossible!\I can't be a model! response:	Don't say that.
context: Huh?! Model?! Me?!\Her?!\Don't be stupid!\It'll be fine. She's got the height, and she has nice style, don't you think?\No way, no way, no way.\It's impossible!\I can't be a model!\Don't say that. response:	It's absolutely impossible!
context: Her?!\Don't be stupid!\It'll be fine. She's got the height, and she has nice style, don't you think?\No way, no way, no way.\It's impossible!\I can't be a model!\Don't say that.\It's absolutely impossible! response:	You'll be fine.
context: Don't be stupid!\It'll be fine. She's got the height, and she has nice style, don't you think?\No way, no way, no way.\It's impossible!\I can't be a model!\Don't say that.\It's absolutely impossible!\You'll be fine. response:	Ah, let's go with a girly look.
context: It'll be fine. She's got the height, and she has nice style, don't you think?\No way, no way, no way.\It's impossible!\I can't be a model!\Don't say that.\It's absolutely impossible!\You'll be fine.\Ah, let's go with a girly look. response:	Okay.
context: No way, no way, no way.\It's impossible!\I can't be a model!\Don't say that.\It's absolutely impossible!\You'll be fine.\Ah, let's go with a girly look.\Okay. response:	Let's go for a really cute look.
context: It's impossible!\I can't be a model!\Don't say that.\It's absolutely impossible!\You'll be fine.\Ah, let's go with a girly look.\Okay.\Let's go for a really cute look. response:	Cute? I can't do that!
context: I can't be a model!\Don't say that.\It's absolutely impossible!\You'll be fine.\Ah, let's go with a girly look.\Okay.\Let's go for a really cute look.\Cute? I can't do that! response:	Don't worry. Leave it to me.
context: Don't say that.\It's absolutely impossible!\You'll be fine.\Ah, let's go with a girly look.\Okay.\Let's go for a really cute look.\Cute? I can't do that!\Don't worry. Leave it to me. response:	Okay.
context: It's absolutely impossible!\You'll be fine.\Ah, let's go with a girly look.\Okay.\Let's go for a really cute look.\Cute? I can't do that!\Don't worry. Leave it to me.\Okay. response:	For some reason... that person seems really cool.
context: You'll be fine.\Ah, let's go with a girly look.\Okay.\Let's go for a really cute look.\Cute? I can't do that!\Don't worry. Leave it to me.\Okay.\For some reason... that person seems really cool. response:	Who are you?
context: Ah, let's go with a girly look.\Okay.\Let's go for a really cute look.\Cute? I can't do that!\Don't worry. Leave it to me.\Okay.\For some reason... that person seems really cool.\Who are you? response:	I'm Koizumi.
context: Okay.\Let's go for a really cute look.\Cute? I can't do that!\Don't worry. Leave it to me.\Okay.\For some reason... that person seems really cool.\Who are you?\I'm Koizumi. response:	In... that...
context: Let's go for a really cute look.\Cute? I can't do that!\Don't worry. Leave it to me.\Okay.\For some reason... that person seems really cool.\Who are you?\I'm Koizumi.\In... that... response:	It's cold! I'm freezing.
context: Cute? I can't do that!\Don't worry. Leave it to me.\Okay.\For some reason... that person seems really cool.\Who are you?\I'm Koizumi.\In... that...\It's cold! I'm freezing. response:	Ah, wonderful. Just as I thought.
context: Don't worry. Leave it to me.\Okay.\For some reason... that person seems really cool.\Who are you?\I'm Koizumi.\In... that...\It's cold! I'm freezing.\Ah, wonderful. Just as I thought. response:	No! This is embarrassing!
context: Okay.\For some reason... that person seems really cool.\Who are you?\I'm Koizumi.\In... that...\It's cold! I'm freezing.\Ah, wonderful. Just as I thought.\No! This is embarrassing! response:	Not at all. You look very cute.
context: For some reason... that person seems really cool.\Who are you?\I'm Koizumi.\In... that...\It's cold! I'm freezing.\Ah, wonderful. Just as I thought.\No! This is embarrassing!\Not at all. You look very cute. response:	Right?
context: Who are you?\I'm Koizumi.\In... that...\It's cold! I'm freezing.\Ah, wonderful. Just as I thought.\No! This is embarrassing!\Not at all. You look very cute.\Right? response:	Uh, yes.
context: I'm Koizumi.\In... that...\It's cold! I'm freezing.\Ah, wonderful. Just as I thought.\No! This is embarrassing!\Not at all. You look very cute.\Right?\Uh, yes. response:	Really? I really look cute?
context: In... that...\It's cold! I'm freezing.\Ah, wonderful. Just as I thought.\No! This is embarrassing!\Not at all. You look very cute.\Right?\Uh, yes.\Really? I really look cute? response:	J-Just a bit.
context: It's cold! I'm freezing.\Ah, wonderful. Just as I thought.\No! This is embarrassing!\Not at all. You look very cute.\Right?\Uh, yes.\Really? I really look cute?\J-Just a bit. response:	What was that?
context: Ah, wonderful. Just as I thought.\No! This is embarrassing!\Not at all. You look very cute.\Right?\Uh, yes.\Really? I really look cute?\J-Just a bit.\What was that? response:	Never mind. Get out of my face!
context: No! This is embarrassing!\Not at all. You look very cute.\Right?\Uh, yes.\Really? I really look cute?\J-Just a bit.\What was that?\Never mind. Get out of my face! response:	How mean.
context: Not at all. You look very cute.\Right?\Uh, yes.\Really? I really look cute?\J-Just a bit.\What was that?\Never mind. Get out of my face!\How mean. response:	Come on, let's get on standby.
context: Right?\Uh, yes.\Really? I really look cute?\J-Just a bit.\What was that?\Never mind. Get out of my face!\How mean.\Come on, let's get on standby. response:	Hurry up and go.
context: Uh, yes.\Really? I really look cute?\J-Just a bit.\What was that?\Never mind. Get out of my face!\How mean.\Come on, let's get on standby.\Hurry up and go. response:	Um... you over there... could you smile more?
context: Really? I really look cute?\J-Just a bit.\What was that?\Never mind. Get out of my face!\How mean.\Come on, let's get on standby.\Hurry up and go.\Um... you over there... could you smile more? response:	Do it!
context: J-Just a bit.\What was that?\Never mind. Get out of my face!\How mean.\Come on, let's get on standby.\Hurry up and go.\Um... you over there... could you smile more?\Do it! response:	Sorry!
context: What was that?\Never mind. Get out of my face!\How mean.\Come on, let's get on standby.\Hurry up and go.\Um... you over there... could you smile more?\Do it!\Sorry! response:	I'm begging you.
context: Never mind. Get out of my face!\How mean.\Come on, let's get on standby.\Hurry up and go.\Um... you over there... could you smile more?\Do it!\Sorry!\I'm begging you. response:	Sorry.
context: How mean.\Come on, let's get on standby.\Hurry up and go.\Um... you over there... could you smile more?\Do it!\Sorry!\I'm begging you.\Sorry. response:	I'm not really suited to being a model at all...
context: Come on, let's get on standby.\Hurry up and go.\Um... you over there... could you smile more?\Do it!\Sorry!\I'm begging you.\Sorry.\I'm not really suited to being a model at all... response:	I'm not suited, but...
context: Hurry up and go.\Um... you over there... could you smile more?\Do it!\Sorry!\I'm begging you.\Sorry.\I'm not really suited to being a model at all...\I'm not suited, but... response:	I do like watching stuff like this.
context: Um... you over there... could you smile more?\Do it!\Sorry!\I'm begging you.\Sorry.\I'm not really suited to being a model at all...\I'm not suited, but...\I do like watching stuff like this. response:	Thanks for your hard work.
context: Do it!\Sorry!\I'm begging you.\Sorry.\I'm not really suited to being a model at all...\I'm not suited, but...\I do like watching stuff like this.\Thanks for your hard work. response:	You were really cute!
context: Sorry!\I'm begging you.\Sorry.\I'm not really suited to being a model at all...\I'm not suited, but...\I do like watching stuff like this.\Thanks for your hard work.\You were really cute! response:	Thanks...
context: I'm begging you.\Sorry.\I'm not really suited to being a model at all...\I'm not suited, but...\I do like watching stuff like this.\Thanks for your hard work.\You were really cute!\Thanks... response:	Don't get the wrong idea.
context: Sorry.\I'm not really suited to being a model at all...\I'm not suited, but...\I do like watching stuff like this.\Thanks for your hard work.\You were really cute!\Thanks...\Don't get the wrong idea. response:	That's all thanks to the skills of the stylist.
context: I'm not really suited to being a model at all...\I'm not suited, but...\I do like watching stuff like this.\Thanks for your hard work.\You were really cute!\Thanks...\Don't get the wrong idea.\That's all thanks to the skills of the stylist. response:	I love the clothes you pick for me, Nakahara-san.
context: I'm not suited, but...\I do like watching stuff like this.\Thanks for your hard work.\You were really cute!\Thanks...\Don't get the wrong idea.\That's all thanks to the skills of the stylist.\I love the clothes you pick for me, Nakahara-san. response:	Stylist?
context: I do like watching stuff like this.\Thanks for your hard work.\You were really cute!\Thanks...\Don't get the wrong idea.\That's all thanks to the skills of the stylist.\I love the clothes you pick for me, Nakahara-san.\Stylist? response:	You're flattering me, but thank you.
context: Thanks for your hard work.\You were really cute!\Thanks...\Don't get the wrong idea.\That's all thanks to the skills of the stylist.\I love the clothes you pick for me, Nakahara-san.\Stylist?\You're flattering me, but thank you. response:	It's true.
context: You were really cute!\Thanks...\Don't get the wrong idea.\That's all thanks to the skills of the stylist.\I love the clothes you pick for me, Nakahara-san.\Stylist?\You're flattering me, but thank you.\It's true. response:	It feels great working with you, Nakahara-san.
context: Thanks...\Don't get the wrong idea.\That's all thanks to the skills of the stylist.\I love the clothes you pick for me, Nakahara-san.\Stylist?\You're flattering me, but thank you.\It's true.\It feels great working with you, Nakahara-san. response:	All right, all right...
context: Don't get the wrong idea.\That's all thanks to the skills of the stylist.\I love the clothes you pick for me, Nakahara-san.\Stylist?\You're flattering me, but thank you.\It's true.\It feels great working with you, Nakahara-san.\All right, all right... response:	Let's go.
context: That's all thanks to the skills of the stylist.\I love the clothes you pick for me, Nakahara-san.\Stylist?\You're flattering me, but thank you.\It's true.\It feels great working with you, Nakahara-san.\All right, all right...\Let's go. response:	Don't tell me you want to become a model?
context: I love the clothes you pick for me, Nakahara-san.\Stylist?\You're flattering me, but thank you.\It's true.\It feels great working with you, Nakahara-san.\All right, all right...\Let's go.\Don't tell me you want to become a model? response:	It's impossible.
