context: Atri... response:	A warm room, delicious food, friends who cherished you...
context: I think you being here is also a part of who he is as a prince.\That prince... What good would come of me defeating him?\H-Huh?\I can't laugh at that...\Miss?\Of all things, I just keep hearing about how Zen is made fun of because I'm with him.\I'm adding to his worries-\Miss! response:	What are you so angry about?
context: That prince... What good would come of me defeating him?\H-Huh?\I can't laugh at that...\Miss?\Of all things, I just keep hearing about how Zen is made fun of because I'm with him.\I'm adding to his worries-\Miss!\What are you so angry about? response:	E-Even though I've already decided where I want to be,
context: H-Huh?\I can't laugh at that...\Miss?\Of all things, I just keep hearing about how Zen is made fun of because I'm with him.\I'm adding to his worries-\Miss!\What are you so angry about?\E-Even though I've already decided where I want to be, response:	I'm mad at myself for not knowing how to get here!
context: I can't laugh at that...\Miss?\Of all things, I just keep hearing about how Zen is made fun of because I'm with him.\I'm adding to his worries-\Miss!\What are you so angry about?\E-Even though I've already decided where I want to be,\I'm mad at myself for not knowing how to get here! response:	Like with the punishment for Laxdo...
context: Miss?\Of all things, I just keep hearing about how Zen is made fun of because I'm with him.\I'm adding to his worries-\Miss!\What are you so angry about?\E-Even though I've already decided where I want to be,\I'm mad at myself for not knowing how to get here!\Like with the punishment for Laxdo... response:	Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?
context: Of all things, I just keep hearing about how Zen is made fun of because I'm with him.\I'm adding to his worries-\Miss!\What are you so angry about?\E-Even though I've already decided where I want to be,\I'm mad at myself for not knowing how to get here!\Like with the punishment for Laxdo...\Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months? response:	Even if it's been bothering me, what good would come of me going there?
context: I'm adding to his worries-\Miss!\What are you so angry about?\E-Even though I've already decided where I want to be,\I'm mad at myself for not knowing how to get here!\Like with the punishment for Laxdo...\Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?\Even if it's been bothering me, what good would come of me going there? response:	I see, so you were trying to go to Fort Laxdo?
context: Miss!\What are you so angry about?\E-Even though I've already decided where I want to be,\I'm mad at myself for not knowing how to get here!\Like with the punishment for Laxdo...\Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?\Even if it's been bothering me, what good would come of me going there?\I see, so you were trying to go to Fort Laxdo? response:	That's why you were talking about jackets and medicine and a horse.
context: What are you so angry about?\E-Even though I've already decided where I want to be,\I'm mad at myself for not knowing how to get here!\Like with the punishment for Laxdo...\Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?\Even if it's been bothering me, what good would come of me going there?\I see, so you were trying to go to Fort Laxdo?\That's why you were talking about jackets and medicine and a horse. response:	Z-Zen only said that everything's fine.
context: E-Even though I've already decided where I want to be,\I'm mad at myself for not knowing how to get here!\Like with the punishment for Laxdo...\Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?\Even if it's been bothering me, what good would come of me going there?\I see, so you were trying to go to Fort Laxdo?\That's why you were talking about jackets and medicine and a horse.\Z-Zen only said that everything's fine. response:	Even though he was making a fist as he said it...
context: I'm mad at myself for not knowing how to get here!\Like with the punishment for Laxdo...\Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?\Even if it's been bothering me, what good would come of me going there?\I see, so you were trying to go to Fort Laxdo?\That's why you were talking about jackets and medicine and a horse.\Z-Zen only said that everything's fine.\Even though he was making a fist as he said it... response:	Trying to act cool...
context: Like with the punishment for Laxdo...\Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?\Even if it's been bothering me, what good would come of me going there?\I see, so you were trying to go to Fort Laxdo?\That's why you were talking about jackets and medicine and a horse.\Z-Zen only said that everything's fine.\Even though he was making a fist as he said it...\Trying to act cool... response:	We're back to talking about the master...
context: Well then, Zen, why don't we remove Laxdo from your jurisdiction for six months?\Even if it's been bothering me, what good would come of me going there?\I see, so you were trying to go to Fort Laxdo?\That's why you were talking about jackets and medicine and a horse.\Z-Zen only said that everything's fine.\Even though he was making a fist as he said it...\Trying to act cool...\We're back to talking about the master... response:	You seem to be regularly equipped with trying to act cool, too, Miss.
context: Even if it's been bothering me, what good would come of me going there?\I see, so you were trying to go to Fort Laxdo?\That's why you were talking about jackets and medicine and a horse.\Z-Zen only said that everything's fine.\Even though he was making a fist as he said it...\Trying to act cool...\We're back to talking about the master...\You seem to be regularly equipped with trying to act cool, too, Miss. response:	If you don't how to act, why don't you go looking for it?
context: I see, so you were trying to go to Fort Laxdo?\That's why you were talking about jackets and medicine and a horse.\Z-Zen only said that everything's fine.\Even though he was making a fist as he said it...\Trying to act cool...\We're back to talking about the master...\You seem to be regularly equipped with trying to act cool, too, Miss.\If you don't how to act, why don't you go looking for it? response:	Rather than languishing by the window, you're the type to take action, right?
context: That's why you were talking about jackets and medicine and a horse.\Z-Zen only said that everything's fine.\Even though he was making a fist as he said it...\Trying to act cool...\We're back to talking about the master...\You seem to be regularly equipped with trying to act cool, too, Miss.\If you don't how to act, why don't you go looking for it?\Rather than languishing by the window, you're the type to take action, right? response:	I don't know about going at it alone like you were trying to just now, though.
context: Z-Zen only said that everything's fine.\Even though he was making a fist as he said it...\Trying to act cool...\We're back to talking about the master...\You seem to be regularly equipped with trying to act cool, too, Miss.\If you don't how to act, why don't you go looking for it?\Rather than languishing by the window, you're the type to take action, right?\I don't know about going at it alone like you were trying to just now, though. response:	I mean, there was a suspicious person around.
context: Even though he was making a fist as he said it...\Trying to act cool...\We're back to talking about the master...\You seem to be regularly equipped with trying to act cool, too, Miss.\If you don't how to act, why don't you go looking for it?\Rather than languishing by the window, you're the type to take action, right?\I don't know about going at it alone like you were trying to just now, though.\I mean, there was a suspicious person around. response:	Yeah... you're right...
context: Trying to act cool...\We're back to talking about the master...\You seem to be regularly equipped with trying to act cool, too, Miss.\If you don't how to act, why don't you go looking for it?\Rather than languishing by the window, you're the type to take action, right?\I don't know about going at it alone like you were trying to just now, though.\I mean, there was a suspicious person around.\Yeah... you're right... response:	Like the master, she's the type to rush in on her own if no one's around to stop her.
context: We're back to talking about the master...\You seem to be regularly equipped with trying to act cool, too, Miss.\If you don't how to act, why don't you go looking for it?\Rather than languishing by the window, you're the type to take action, right?\I don't know about going at it alone like you were trying to just now, though.\I mean, there was a suspicious person around.\Yeah... you're right...\Like the master, she's the type to rush in on her own if no one's around to stop her. response:	She probably doesn't realize that when she's by herself.
context: You seem to be regularly equipped with trying to act cool, too, Miss.\If you don't how to act, why don't you go looking for it?\Rather than languishing by the window, you're the type to take action, right?\I don't know about going at it alone like you were trying to just now, though.\I mean, there was a suspicious person around.\Yeah... you're right...\Like the master, she's the type to rush in on her own if no one's around to stop her.\She probably doesn't realize that when she's by herself. response:	If you really want to go, I'll take you to Laxdo.
context: If you don't how to act, why don't you go looking for it?\Rather than languishing by the window, you're the type to take action, right?\I don't know about going at it alone like you were trying to just now, though.\I mean, there was a suspicious person around.\Yeah... you're right...\Like the master, she's the type to rush in on her own if no one's around to stop her.\She probably doesn't realize that when she's by herself.\If you really want to go, I'll take you to Laxdo. response:	But I already went and came back, you know.
context: Rather than languishing by the window, you're the type to take action, right?\I don't know about going at it alone like you were trying to just now, though.\I mean, there was a suspicious person around.\Yeah... you're right...\Like the master, she's the type to rush in on her own if no one's around to stop her.\She probably doesn't realize that when she's by herself.\If you really want to go, I'll take you to Laxdo.\But I already went and came back, you know. response:	Huh?
context: I don't know about going at it alone like you were trying to just now, though.\I mean, there was a suspicious person around.\Yeah... you're right...\Like the master, she's the type to rush in on her own if no one's around to stop her.\She probably doesn't realize that when she's by herself.\If you really want to go, I'll take you to Laxdo.\But I already went and came back, you know.\Huh? response:	The master and the others seemed concerned about it,
context: I mean, there was a suspicious person around.\Yeah... you're right...\Like the master, she's the type to rush in on her own if no one's around to stop her.\She probably doesn't realize that when she's by herself.\If you really want to go, I'll take you to Laxdo.\But I already went and came back, you know.\Huh?\The master and the others seemed concerned about it, response:	and the people at the fort did take care of me while I was there,
context: Yeah... you're right...\Like the master, she's the type to rush in on her own if no one's around to stop her.\She probably doesn't realize that when she's by herself.\If you really want to go, I'll take you to Laxdo.\But I already went and came back, you know.\Huh?\The master and the others seemed concerned about it,\and the people at the fort did take care of me while I was there, response:	so I stopped by to see how they were doing when I got permission to leave the castle.
context: Like the master, she's the type to rush in on her own if no one's around to stop her.\She probably doesn't realize that when she's by herself.\If you really want to go, I'll take you to Laxdo.\But I already went and came back, you know.\Huh?\The master and the others seemed concerned about it,\and the people at the fort did take care of me while I was there,\so I stopped by to see how they were doing when I got permission to leave the castle. response:	And so, here.
context: She probably doesn't realize that when she's by herself.\If you really want to go, I'll take you to Laxdo.\But I already went and came back, you know.\Huh?\The master and the others seemed concerned about it,\and the people at the fort did take care of me while I was there,\so I stopped by to see how they were doing when I got permission to leave the castle.\And so, here. response:	This is the sekko plant, which only grows under snow.
context: If you really want to go, I'll take you to Laxdo.\But I already went and came back, you know.\Huh?\The master and the others seemed concerned about it,\and the people at the fort did take care of me while I was there,\so I stopped by to see how they were doing when I got permission to leave the castle.\And so, here.\This is the sekko plant, which only grows under snow. response:	Sounds like a rare herb.
context: But I already went and came back, you know.\Huh?\The master and the others seemed concerned about it,\and the people at the fort did take care of me while I was there,\so I stopped by to see how they were doing when I got permission to leave the castle.\And so, here.\This is the sekko plant, which only grows under snow.\Sounds like a rare herb. response:	That lil' guy, Shuka, was it? He's the one who picked it.
context: Huh?\The master and the others seemed concerned about it,\and the people at the fort did take care of me while I was there,\so I stopped by to see how they were doing when I got permission to leave the castle.\And so, here.\This is the sekko plant, which only grows under snow.\Sounds like a rare herb.\That lil' guy, Shuka, was it? He's the one who picked it. response:	Shuka did...?
context: The master and the others seemed concerned about it,\and the people at the fort did take care of me while I was there,\so I stopped by to see how they were doing when I got permission to leave the castle.\And so, here.\This is the sekko plant, which only grows under snow.\Sounds like a rare herb.\That lil' guy, Shuka, was it? He's the one who picked it.\Shuka did...? response:	And this is a report of the progress of everyone's condition.
context: and the people at the fort did take care of me while I was there,\so I stopped by to see how they were doing when I got permission to leave the castle.\And so, here.\This is the sekko plant, which only grows under snow.\Sounds like a rare herb.\That lil' guy, Shuka, was it? He's the one who picked it.\Shuka did...?\And this is a report of the progress of everyone's condition. response:	Wow, it's so detailed...
context: so I stopped by to see how they were doing when I got permission to leave the castle.\And so, here.\This is the sekko plant, which only grows under snow.\Sounds like a rare herb.\That lil' guy, Shuka, was it? He's the one who picked it.\Shuka did...?\And this is a report of the progress of everyone's condition.\Wow, it's so detailed... response:	Does it look like it'll help?
context: And so, here.\This is the sekko plant, which only grows under snow.\Sounds like a rare herb.\That lil' guy, Shuka, was it? He's the one who picked it.\Shuka did...?\And this is a report of the progress of everyone's condition.\Wow, it's so detailed...\Does it look like it'll help? response:	Yeah, I'm sure of it. It'll connect to the next thing.
context: This is the sekko plant, which only grows under snow.\Sounds like a rare herb.\That lil' guy, Shuka, was it? He's the one who picked it.\Shuka did...?\And this is a report of the progress of everyone's condition.\Wow, it's so detailed...\Does it look like it'll help?\Yeah, I'm sure of it. It'll connect to the next thing. response:	Oh, you got over here so easily...
context: Sounds like a rare herb.\That lil' guy, Shuka, was it? He's the one who picked it.\Shuka did...?\And this is a report of the progress of everyone's condition.\Wow, it's so detailed...\Does it look like it'll help?\Yeah, I'm sure of it. It'll connect to the next thing.\Oh, you got over here so easily... response:	I told you, I'm not thinking that deeply about it.
context: That lil' guy, Shuka, was it? He's the one who picked it.\Shuka did...?\And this is a report of the progress of everyone's condition.\Wow, it's so detailed...\Does it look like it'll help?\Yeah, I'm sure of it. It'll connect to the next thing.\Oh, you got over here so easily...\I told you, I'm not thinking that deeply about it. response:	It's true that you're like a wild animal, though.
context: Shuka did...?\And this is a report of the progress of everyone's condition.\Wow, it's so detailed...\Does it look like it'll help?\Yeah, I'm sure of it. It'll connect to the next thing.\Oh, you got over here so easily...\I told you, I'm not thinking that deeply about it.\It's true that you're like a wild animal, though. response:	Wild animal?
context: And this is a report of the progress of everyone's condition.\Wow, it's so detailed...\Does it look like it'll help?\Yeah, I'm sure of it. It'll connect to the next thing.\Oh, you got over here so easily...\I told you, I'm not thinking that deeply about it.\It's true that you're like a wild animal, though.\Wild animal? response:	They asked me to pass on some messages, too.
context: Wow, it's so detailed...\Does it look like it'll help?\Yeah, I'm sure of it. It'll connect to the next thing.\Oh, you got over here so easily...\I told you, I'm not thinking that deeply about it.\It's true that you're like a wild animal, though.\Wild animal?\They asked me to pass on some messages, too. response:	There were so many that I forgot them, though.
context: Does it look like it'll help?\Yeah, I'm sure of it. It'll connect to the next thing.\Oh, you got over here so easily...\I told you, I'm not thinking that deeply about it.\It's true that you're like a wild animal, though.\Wild animal?\They asked me to pass on some messages, too.\There were so many that I forgot them, though. response:	But they all said,
context: Yeah, I'm sure of it. It'll connect to the next thing.\Oh, you got over here so easily...\I told you, I'm not thinking that deeply about it.\It's true that you're like a wild animal, though.\Wild animal?\They asked me to pass on some messages, too.\There were so many that I forgot them, though.\But they all said, response:	We'll work hard!
context: Oh, you got over here so easily...\I told you, I'm not thinking that deeply about it.\It's true that you're like a wild animal, though.\Wild animal?\They asked me to pass on some messages, too.\There were so many that I forgot them, though.\But they all said,\We'll work hard! response:	together.
context: I told you, I'm not thinking that deeply about it.\It's true that you're like a wild animal, though.\Wild animal?\They asked me to pass on some messages, too.\There were so many that I forgot them, though.\But they all said,\We'll work hard!\together. response:	I see... Yeah.
context: It's true that you're like a wild animal, though.\Wild animal?\They asked me to pass on some messages, too.\There were so many that I forgot them, though.\But they all said,\We'll work hard!\together.\I see... Yeah. response:	I have to work hard, too.
context: Wild animal?\They asked me to pass on some messages, too.\There were so many that I forgot them, though.\But they all said,\We'll work hard!\together.\I see... Yeah.\I have to work hard, too. response:	Thanks, Obi!
context: They asked me to pass on some messages, too.\There were so many that I forgot them, though.\But they all said,\We'll work hard!\together.\I see... Yeah.\I have to work hard, too.\Thanks, Obi! response:	Me?
context: There were so many that I forgot them, though.\But they all said,\We'll work hard!\together.\I see... Yeah.\I have to work hard, too.\Thanks, Obi!\Me? response:	All right, let's go back.
context: But they all said,\We'll work hard!\together.\I see... Yeah.\I have to work hard, too.\Thanks, Obi!\Me?\All right, let's go back. response:	Oh, no...
context: We'll work hard!\together.\I see... Yeah.\I have to work hard, too.\Thanks, Obi!\Me?\All right, let's go back.\Oh, no... response:	Hey, Miss!
context: together.\I see... Yeah.\I have to work hard, too.\Thanks, Obi!\Me?\All right, let's go back.\Oh, no...\Hey, Miss! response:	Whoops!
context: I see... Yeah.\I have to work hard, too.\Thanks, Obi!\Me?\All right, let's go back.\Oh, no...\Hey, Miss!\Whoops! response:	This again? Oh, dear...
context: I have to work hard, too.\Thanks, Obi!\Me?\All right, let's go back.\Oh, no...\Hey, Miss!\Whoops!\This again? Oh, dear... response:	Just watching you all is interesting...
context: Thanks, Obi!\Me?\All right, let's go back.\Oh, no...\Hey, Miss!\Whoops!\This again? Oh, dear...\Just watching you all is interesting... response:	I'm just a spectator, though.
context: Me?\All right, let's go back.\Oh, no...\Hey, Miss!\Whoops!\This again? Oh, dear...\Just watching you all is interesting...\I'm just a spectator, though. response:	Up we go!
context: All right, let's go back.\Oh, no...\Hey, Miss!\Whoops!\This again? Oh, dear...\Just watching you all is interesting...\I'm just a spectator, though.\Up we go! response:	People act because of him, huh?
context: Oh, no...\Hey, Miss!\Whoops!\This again? Oh, dear...\Just watching you all is interesting...\I'm just a spectator, though.\Up we go!\People act because of him, huh? response:	I picked a troublesome place to spectate...
context: Hey, Miss!\Whoops!\This again? Oh, dear...\Just watching you all is interesting...\I'm just a spectator, though.\Up we go!\People act because of him, huh?\I picked a troublesome place to spectate... response:	I have returned.
context: Whoops!\This again? Oh, dear...\Just watching you all is interesting...\I'm just a spectator, though.\Up we go!\People act because of him, huh?\I picked a troublesome place to spectate...\I have returned. response:	Kiki, you're late.
context: This again? Oh, dear...\Just watching you all is interesting...\I'm just a spectator, though.\Up we go!\People act because of him, huh?\I picked a troublesome place to spectate...\I have returned.\Kiki, you're late. response:	Zen, look at this.
context: Just watching you all is interesting...\I'm just a spectator, though.\Up we go!\People act because of him, huh?\I picked a troublesome place to spectate...\I have returned.\Kiki, you're late.\Zen, look at this. response:	What is it?
context: I'm just a spectator, though.\Up we go!\People act because of him, huh?\I picked a troublesome place to spectate...\I have returned.\Kiki, you're late.\Zen, look at this.\What is it? response:	When I went to see how they were doing, I found this.
context: Up we go!\People act because of him, huh?\I picked a troublesome place to spectate...\I have returned.\Kiki, you're late.\Zen, look at this.\What is it?\When I went to see how they were doing, I found this. response:	I'll be back.
context: People act because of him, huh?\I picked a troublesome place to spectate...\I have returned.\Kiki, you're late.\Zen, look at this.\What is it?\When I went to see how they were doing, I found this.\I'll be back. response:	Oh, also, Kiki, did that get made?
context: I picked a troublesome place to spectate...\I have returned.\Kiki, you're late.\Zen, look at this.\What is it?\When I went to see how they were doing, I found this.\I'll be back.\Oh, also, Kiki, did that get made? response:	Hey, wait, Zen!
context: I have returned.\Kiki, you're late.\Zen, look at this.\What is it?\When I went to see how they were doing, I found this.\I'll be back.\Oh, also, Kiki, did that get made?\Hey, wait, Zen! response:	He's going to find Shirayuki.
context: Kiki, you're late.\Zen, look at this.\What is it?\When I went to see how they were doing, I found this.\I'll be back.\Oh, also, Kiki, did that get made?\Hey, wait, Zen!\He's going to find Shirayuki. response:	Shirayuki? Did something happen?
context: Zen, look at this.\What is it?\When I went to see how they were doing, I found this.\I'll be back.\Oh, also, Kiki, did that get made?\Hey, wait, Zen!\He's going to find Shirayuki.\Shirayuki? Did something happen? response:	What did that note say?
context: What is it?\When I went to see how they were doing, I found this.\I'll be back.\Oh, also, Kiki, did that get made?\Hey, wait, Zen!\He's going to find Shirayuki.\Shirayuki? Did something happen?\What did that note say? response:	That note was from Obi.
context: When I went to see how they were doing, I found this.\I'll be back.\Oh, also, Kiki, did that get made?\Hey, wait, Zen!\He's going to find Shirayuki.\Shirayuki? Did something happen?\What did that note say?\That note was from Obi. response:	Apparently, Shirayuki was drunk and couldn't come back.
context: I'll be back.\Oh, also, Kiki, did that get made?\Hey, wait, Zen!\He's going to find Shirayuki.\Shirayuki? Did something happen?\What did that note say?\That note was from Obi.\Apparently, Shirayuki was drunk and couldn't come back. response:	So that's why he was in such a hurry...
context: Oh, also, Kiki, did that get made?\Hey, wait, Zen!\He's going to find Shirayuki.\Shirayuki? Did something happen?\What did that note say?\That note was from Obi.\Apparently, Shirayuki was drunk and couldn't come back.\So that's why he was in such a hurry... response:	Shirayuki was drunk? Is she all right?
context: Hey, wait, Zen!\He's going to find Shirayuki.\Shirayuki? Did something happen?\What did that note say?\That note was from Obi.\Apparently, Shirayuki was drunk and couldn't come back.\So that's why he was in such a hurry...\Shirayuki was drunk? Is she all right? response:	Obi was with her, and Zen's going, too, so I'm sure it's fine.
context: He's going to find Shirayuki.\Shirayuki? Did something happen?\What did that note say?\That note was from Obi.\Apparently, Shirayuki was drunk and couldn't come back.\So that's why he was in such a hurry...\Shirayuki was drunk? Is she all right?\Obi was with her, and Zen's going, too, so I'm sure it's fine. response:	I see. That's true.
context: Shirayuki? Did something happen?\What did that note say?\That note was from Obi.\Apparently, Shirayuki was drunk and couldn't come back.\So that's why he was in such a hurry...\Shirayuki was drunk? Is she all right?\Obi was with her, and Zen's going, too, so I'm sure it's fine.\I see. That's true. response:	I'm glad she came to join us.
context: What did that note say?\That note was from Obi.\Apparently, Shirayuki was drunk and couldn't come back.\So that's why he was in such a hurry...\Shirayuki was drunk? Is she all right?\Obi was with her, and Zen's going, too, so I'm sure it's fine.\I see. That's true.\I'm glad she came to join us. response:	It's been a month since I've been outside, huh?
context: That note was from Obi.\Apparently, Shirayuki was drunk and couldn't come back.\So that's why he was in such a hurry...\Shirayuki was drunk? Is she all right?\Obi was with her, and Zen's going, too, so I'm sure it's fine.\I see. That's true.\I'm glad she came to join us.\It's been a month since I've been outside, huh? response:	Yes, sir. I thought I'd give this to you once your house arrest was over.
context: Apparently, Shirayuki was drunk and couldn't come back.\So that's why he was in such a hurry...\Shirayuki was drunk? Is she all right?\Obi was with her, and Zen's going, too, so I'm sure it's fine.\I see. That's true.\I'm glad she came to join us.\It's been a month since I've been outside, huh?\Yes, sir. I thought I'd give this to you once your house arrest was over. response:	It came from that boy's arrow.
context: So that's why he was in such a hurry...\Shirayuki was drunk? Is she all right?\Obi was with her, and Zen's going, too, so I'm sure it's fine.\I see. That's true.\I'm glad she came to join us.\It's been a month since I've been outside, huh?\Yes, sir. I thought I'd give this to you once your house arrest was over.\It came from that boy's arrow. response:	Because... he doesn't have a grave.
context: Shirayuki was drunk? Is she all right?\Obi was with her, and Zen's going, too, so I'm sure it's fine.\I see. That's true.\I'm glad she came to join us.\It's been a month since I've been outside, huh?\Yes, sir. I thought I'd give this to you once your house arrest was over.\It came from that boy's arrow.\Because... he doesn't have a grave. response:	Atri...
context: Obi was with her, and Zen's going, too, so I'm sure it's fine.\I see. That's true.\I'm glad she came to join us.\It's been a month since I've been outside, huh?\Yes, sir. I thought I'd give this to you once your house arrest was over.\It came from that boy's arrow.\Because... he doesn't have a grave.\Atri... response:	In the end, I thought there was something off about Atri...
context: I see. That's true.\I'm glad she came to join us.\It's been a month since I've been outside, huh?\Yes, sir. I thought I'd give this to you once your house arrest was over.\It came from that boy's arrow.\Because... he doesn't have a grave.\Atri...\In the end, I thought there was something off about Atri... response:	I did, as well.
context: I'm glad she came to join us.\It's been a month since I've been outside, huh?\Yes, sir. I thought I'd give this to you once your house arrest was over.\It came from that boy's arrow.\Because... he doesn't have a grave.\Atri...\In the end, I thought there was something off about Atri...\I did, as well. response:	I wanted to believe...
context: It's been a month since I've been outside, huh?\Yes, sir. I thought I'd give this to you once your house arrest was over.\It came from that boy's arrow.\Because... he doesn't have a grave.\Atri...\In the end, I thought there was something off about Atri...\I did, as well.\I wanted to believe... response:	I wanted to try and believe...
context: Yes, sir. I thought I'd give this to you once your house arrest was over.\It came from that boy's arrow.\Because... he doesn't have a grave.\Atri...\In the end, I thought there was something off about Atri...\I did, as well.\I wanted to believe...\I wanted to try and believe... response:	Prince Zen, you are a prince of this kingdom.
context: It came from that boy's arrow.\Because... he doesn't have a grave.\Atri...\In the end, I thought there was something off about Atri...\I did, as well.\I wanted to believe...\I wanted to try and believe...\Prince Zen, you are a prince of this kingdom. response:	There will definitely be someone you can trust among the people you meet.
context: Because... he doesn't have a grave.\Atri...\In the end, I thought there was something off about Atri...\I did, as well.\I wanted to believe...\I wanted to try and believe...\Prince Zen, you are a prince of this kingdom.\There will definitely be someone you can trust among the people you meet. response:	If you prioritize your suspicions, no one would be able to follow you.
context: Atri...\In the end, I thought there was something off about Atri...\I did, as well.\I wanted to believe...\I wanted to try and believe...\Prince Zen, you are a prince of this kingdom.\There will definitely be someone you can trust among the people you meet.\If you prioritize your suspicions, no one would be able to follow you. response:	You should learn who your allies are first,
context: In the end, I thought there was something off about Atri...\I did, as well.\I wanted to believe...\I wanted to try and believe...\Prince Zen, you are a prince of this kingdom.\There will definitely be someone you can trust among the people you meet.\If you prioritize your suspicions, no one would be able to follow you.\You should learn who your allies are first, response:	before being caught up trying to find your enemies.
context: I did, as well.\I wanted to believe...\I wanted to try and believe...\Prince Zen, you are a prince of this kingdom.\There will definitely be someone you can trust among the people you meet.\If you prioritize your suspicions, no one would be able to follow you.\You should learn who your allies are first,\before being caught up trying to find your enemies. response:	I do not think you need to rush anything.
context: I wanted to believe...\I wanted to try and believe...\Prince Zen, you are a prince of this kingdom.\There will definitely be someone you can trust among the people you meet.\If you prioritize your suspicions, no one would be able to follow you.\You should learn who your allies are first,\before being caught up trying to find your enemies.\I do not think you need to rush anything. response:	As a prince of Clarines, you should learn what is important,
context: I wanted to try and believe...\Prince Zen, you are a prince of this kingdom.\There will definitely be someone you can trust among the people you meet.\If you prioritize your suspicions, no one would be able to follow you.\You should learn who your allies are first,\before being caught up trying to find your enemies.\I do not think you need to rush anything.\As a prince of Clarines, you should learn what is important, response:	one by one, without cutting any corners.
context: Prince Zen, you are a prince of this kingdom.\There will definitely be someone you can trust among the people you meet.\If you prioritize your suspicions, no one would be able to follow you.\You should learn who your allies are first,\before being caught up trying to find your enemies.\I do not think you need to rush anything.\As a prince of Clarines, you should learn what is important,\one by one, without cutting any corners. response:	I am still inexperienced,
context: There will definitely be someone you can trust among the people you meet.\If you prioritize your suspicions, no one would be able to follow you.\You should learn who your allies are first,\before being caught up trying to find your enemies.\I do not think you need to rush anything.\As a prince of Clarines, you should learn what is important,\one by one, without cutting any corners.\I am still inexperienced, response:	but I will stay by your side and become a man you can rely on.
context: If you prioritize your suspicions, no one would be able to follow you.\You should learn who your allies are first,\before being caught up trying to find your enemies.\I do not think you need to rush anything.\As a prince of Clarines, you should learn what is important,\one by one, without cutting any corners.\I am still inexperienced,\but I will stay by your side and become a man you can rely on. response:	Please allow me to protect you.
context: You should learn who your allies are first,\before being caught up trying to find your enemies.\I do not think you need to rush anything.\As a prince of Clarines, you should learn what is important,\one by one, without cutting any corners.\I am still inexperienced,\but I will stay by your side and become a man you can rely on.\Please allow me to protect you. response:	Mitsuhide!
context: before being caught up trying to find your enemies.\I do not think you need to rush anything.\As a prince of Clarines, you should learn what is important,\one by one, without cutting any corners.\I am still inexperienced,\but I will stay by your side and become a man you can rely on.\Please allow me to protect you.\Mitsuhide! response:	He used my name...
context: I do not think you need to rush anything.\As a prince of Clarines, you should learn what is important,\one by one, without cutting any corners.\I am still inexperienced,\but I will stay by your side and become a man you can rely on.\Please allow me to protect you.\Mitsuhide!\He used my name... response:	I will become one, too.
context: As a prince of Clarines, you should learn what is important,\one by one, without cutting any corners.\I am still inexperienced,\but I will stay by your side and become a man you can rely on.\Please allow me to protect you.\Mitsuhide!\He used my name...\I will become one, too. response:	Become what, sir?
context: one by one, without cutting any corners.\I am still inexperienced,\but I will stay by your side and become a man you can rely on.\Please allow me to protect you.\Mitsuhide!\He used my name...\I will become one, too.\Become what, sir? response:	Yes, I will become a master his attendants can be proud of.
context: I am still inexperienced,\but I will stay by your side and become a man you can rely on.\Please allow me to protect you.\Mitsuhide!\He used my name...\I will become one, too.\Become what, sir?\Yes, I will become a master his attendants can be proud of. response:	That's what I'd like to say, anyway. But first-
context: but I will stay by your side and become a man you can rely on.\Please allow me to protect you.\Mitsuhide!\He used my name...\I will become one, too.\Become what, sir?\Yes, I will become a master his attendants can be proud of.\That's what I'd like to say, anyway. But first- response:	I'll become stronger!
context: Please allow me to protect you.\Mitsuhide!\He used my name...\I will become one, too.\Become what, sir?\Yes, I will become a master his attendants can be proud of.\That's what I'd like to say, anyway. But first-\I'll become stronger! response:	Yes, Prince Zen!
context: Mitsuhide!\He used my name...\I will become one, too.\Become what, sir?\Yes, I will become a master his attendants can be proud of.\That's what I'd like to say, anyway. But first-\I'll become stronger!\Yes, Prince Zen! response:	Prince Zen, huh...?
context: He used my name...\I will become one, too.\Become what, sir?\Yes, I will become a master his attendants can be proud of.\That's what I'd like to say, anyway. But first-\I'll become stronger!\Yes, Prince Zen!\Prince Zen, huh...? response:	What's with that gross laugh?
context: I will become one, too.\Become what, sir?\Yes, I will become a master his attendants can be proud of.\That's what I'd like to say, anyway. But first-\I'll become stronger!\Yes, Prince Zen!\Prince Zen, huh...?\What's with that gross laugh? response:	Gross?
context: Become what, sir?\Yes, I will become a master his attendants can be proud of.\That's what I'd like to say, anyway. But first-\I'll become stronger!\Yes, Prince Zen!\Prince Zen, huh...?\What's with that gross laugh?\Gross? response:	Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.
context: Yes, I will become a master his attendants can be proud of.\That's what I'd like to say, anyway. But first-\I'll become stronger!\Yes, Prince Zen!\Prince Zen, huh...?\What's with that gross laugh?\Gross?\Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen. response:	Oh yeah, I remember that.
