context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: Just leave it to me!\I'm going out.\Does this disguise really work?\It's fine! I'll dress you up in Visual Kei style!\Is that...\Correct!\Why is the transfer student here?\I participated in a parfait feast in another cafe response:	and they told me that there's an event here!
context: I'm going out.\Does this disguise really work?\It's fine! I'll dress you up in Visual Kei style!\Is that...\Correct!\Why is the transfer student here?\I participated in a parfait feast in another cafe\and they told me that there's an event here! response:	Idiot! It's only for true Maid Latte fans!
context: Does this disguise really work?\It's fine! I'll dress you up in Visual Kei style!\Is that...\Correct!\Why is the transfer student here?\I participated in a parfait feast in another cafe\and they told me that there's an event here!\Idiot! It's only for true Maid Latte fans! response:	Exactly!
context: It's fine! I'll dress you up in Visual Kei style!\Is that...\Correct!\Why is the transfer student here?\I participated in a parfait feast in another cafe\and they told me that there's an event here!\Idiot! It's only for true Maid Latte fans!\Exactly! response:	I expected the three idiots to join, but for Shintani to join as well...
context: Is that...\Correct!\Why is the transfer student here?\I participated in a parfait feast in another cafe\and they told me that there's an event here!\Idiot! It's only for true Maid Latte fans!\Exactly!\I expected the three idiots to join, but for Shintani to join as well... response:	He's here!
context: Correct!\Why is the transfer student here?\I participated in a parfait feast in another cafe\and they told me that there's an event here!\Idiot! It's only for true Maid Latte fans!\Exactly!\I expected the three idiots to join, but for Shintani to join as well...\He's here! response:	He's totally psyched up for it!
context: Why is the transfer student here?\I participated in a parfait feast in another cafe\and they told me that there's an event here!\Idiot! It's only for true Maid Latte fans!\Exactly!\I expected the three idiots to join, but for Shintani to join as well...\He's here!\He's totally psyched up for it! response:	Morning, Usui.
context: I participated in a parfait feast in another cafe\and they told me that there's an event here!\Idiot! It's only for true Maid Latte fans!\Exactly!\I expected the three idiots to join, but for Shintani to join as well...\He's here!\He's totally psyched up for it!\Morning, Usui. response:	Morning.
context: and they told me that there's an event here!\Idiot! It's only for true Maid Latte fans!\Exactly!\I expected the three idiots to join, but for Shintani to join as well...\He's here!\He's totally psyched up for it!\Morning, Usui.\Morning. response:	It's gonna be pretty packed. Look at all the people out there!
context: Idiot! It's only for true Maid Latte fans!\Exactly!\I expected the three idiots to join, but for Shintani to join as well...\He's here!\He's totally psyched up for it!\Morning, Usui.\Morning.\It's gonna be pretty packed. Look at all the people out there! response:	Excuse me!
context: Exactly!\I expected the three idiots to join, but for Shintani to join as well...\He's here!\He's totally psyched up for it!\Morning, Usui.\Morning.\It's gonna be pretty packed. Look at all the people out there!\Excuse me! response:	There sure are many kinds of people in here!
context: I expected the three idiots to join, but for Shintani to join as well...\He's here!\He's totally psyched up for it!\Morning, Usui.\Morning.\It's gonna be pretty packed. Look at all the people out there!\Excuse me!\There sure are many kinds of people in here! response:	Ladies and gentlemen!
context: He's here!\He's totally psyched up for it!\Morning, Usui.\Morning.\It's gonna be pretty packed. Look at all the people out there!\Excuse me!\There sure are many kinds of people in here!\Ladies and gentlemen! response:	A chiffon cake, tinged with the flavor of tea...
context: He's totally psyched up for it!\Morning, Usui.\Morning.\It's gonna be pretty packed. Look at all the people out there!\Excuse me!\There sure are many kinds of people in here!\Ladies and gentlemen!\A chiffon cake, tinged with the flavor of tea... response:	A petite, lovely cupcake!
context: Morning, Usui.\Morning.\It's gonna be pretty packed. Look at all the people out there!\Excuse me!\There sure are many kinds of people in here!\Ladies and gentlemen!\A chiffon cake, tinged with the flavor of tea...\A petite, lovely cupcake! response:	And, an elegant and gorgeous butterfly chocolate!
context: Morning.\It's gonna be pretty packed. Look at all the people out there!\Excuse me!\There sure are many kinds of people in here!\Ladies and gentlemen!\A chiffon cake, tinged with the flavor of tea...\A petite, lovely cupcake!\And, an elegant and gorgeous butterfly chocolate! response:	Thanks for the wait, masters!
context: It's gonna be pretty packed. Look at all the people out there!\Excuse me!\There sure are many kinds of people in here!\Ladies and gentlemen!\A chiffon cake, tinged with the flavor of tea...\A petite, lovely cupcake!\And, an elegant and gorgeous butterfly chocolate!\Thanks for the wait, masters! response:	Cute!
context: Excuse me!\There sure are many kinds of people in here!\Ladies and gentlemen!\A chiffon cake, tinged with the flavor of tea...\A petite, lovely cupcake!\And, an elegant and gorgeous butterfly chocolate!\Thanks for the wait, masters!\Cute! response:	They look delicious!
context: There sure are many kinds of people in here!\Ladies and gentlemen!\A chiffon cake, tinged with the flavor of tea...\A petite, lovely cupcake!\And, an elegant and gorgeous butterfly chocolate!\Thanks for the wait, masters!\Cute!\They look delicious! response:	Did he do all these?
context: Ladies and gentlemen!\A chiffon cake, tinged with the flavor of tea...\A petite, lovely cupcake!\And, an elegant and gorgeous butterfly chocolate!\Thanks for the wait, masters!\Cute!\They look delicious!\Did he do all these? response:	He's great, but I didn't expect these to be so lovely...
context: A chiffon cake, tinged with the flavor of tea...\A petite, lovely cupcake!\And, an elegant and gorgeous butterfly chocolate!\Thanks for the wait, masters!\Cute!\They look delicious!\Did he do all these?\He's great, but I didn't expect these to be so lovely... response:	The cakes are a big hit, just as expected from you!
context: A petite, lovely cupcake!\And, an elegant and gorgeous butterfly chocolate!\Thanks for the wait, masters!\Cute!\They look delicious!\Did he do all these?\He's great, but I didn't expect these to be so lovely...\The cakes are a big hit, just as expected from you! response:	I'm glad.
context: And, an elegant and gorgeous butterfly chocolate!\Thanks for the wait, masters!\Cute!\They look delicious!\Did he do all these?\He's great, but I didn't expect these to be so lovely...\The cakes are a big hit, just as expected from you!\I'm glad. response:	Geez, you could even become a pro in this!
context: Thanks for the wait, masters!\Cute!\They look delicious!\Did he do all these?\He's great, but I didn't expect these to be so lovely...\The cakes are a big hit, just as expected from you!\I'm glad.\Geez, you could even become a pro in this! response:	No way! I'm fine with it being a side interest!
context: Cute!\They look delicious!\Did he do all these?\He's great, but I didn't expect these to be so lovely...\The cakes are a big hit, just as expected from you!\I'm glad.\Geez, you could even become a pro in this!\No way! I'm fine with it being a side interest! response:	Share your talents with us!
context: They look delicious!\Did he do all these?\He's great, but I didn't expect these to be so lovely...\The cakes are a big hit, just as expected from you!\I'm glad.\Geez, you could even become a pro in this!\No way! I'm fine with it being a side interest!\Share your talents with us! response:	Yummy!
context: Did he do all these?\He's great, but I didn't expect these to be so lovely...\The cakes are a big hit, just as expected from you!\I'm glad.\Geez, you could even become a pro in this!\No way! I'm fine with it being a side interest!\Share your talents with us!\Yummy! response:	In any case, I'm done if I just eat more than the guy beside me.
context: He's great, but I didn't expect these to be so lovely...\The cakes are a big hit, just as expected from you!\I'm glad.\Geez, you could even become a pro in this!\No way! I'm fine with it being a side interest!\Share your talents with us!\Yummy!\In any case, I'm done if I just eat more than the guy beside me. response:	We must win...
context: The cakes are a big hit, just as expected from you!\I'm glad.\Geez, you could even become a pro in this!\No way! I'm fine with it being a side interest!\Share your talents with us!\Yummy!\In any case, I'm done if I just eat more than the guy beside me.\We must win... response:	and get that prize!
context: I'm glad.\Geez, you could even become a pro in this!\No way! I'm fine with it being a side interest!\Share your talents with us!\Yummy!\In any case, I'm done if I just eat more than the guy beside me.\We must win...\and get that prize! response:	I-I can't...
context: Geez, you could even become a pro in this!\No way! I'm fine with it being a side interest!\Share your talents with us!\Yummy!\In any case, I'm done if I just eat more than the guy beside me.\We must win...\and get that prize!\I-I can't... response:	WHAT?!
context: No way! I'm fine with it being a side interest!\Share your talents with us!\Yummy!\In any case, I'm done if I just eat more than the guy beside me.\We must win...\and get that prize!\I-I can't...\WHAT?! response:	Kurotatsu!
context: Share your talents with us!\Yummy!\In any case, I'm done if I just eat more than the guy beside me.\We must win...\and get that prize!\I-I can't...\WHAT?!\Kurotatsu! response:	There will be punishment for the masters who can't finish!
context: Yummy!\In any case, I'm done if I just eat more than the guy beside me.\We must win...\and get that prize!\I-I can't...\WHAT?!\Kurotatsu!\There will be punishment for the masters who can't finish! response:	Punishment?
context: In any case, I'm done if I just eat more than the guy beside me.\We must win...\and get that prize!\I-I can't...\WHAT?!\Kurotatsu!\There will be punishment for the masters who can't finish!\Punishment? response:	I'm sorry. I can't go on.
context: We must win...\and get that prize!\I-I can't...\WHAT?!\Kurotatsu!\There will be punishment for the masters who can't finish!\Punishment?\I'm sorry. I can't go on. response:	So you were aiming for that?!
context: and get that prize!\I-I can't...\WHAT?!\Kurotatsu!\There will be punishment for the masters who can't finish!\Punishment?\I'm sorry. I can't go on.\So you were aiming for that?! response:	I see... I've got no other choice, then.
context: I-I can't...\WHAT?!\Kurotatsu!\There will be punishment for the masters who can't finish!\Punishment?\I'm sorry. I can't go on.\So you were aiming for that?!\I see... I've got no other choice, then. response:	Please don't move for a moment.
context: WHAT?!\Kurotatsu!\There will be punishment for the masters who can't finish!\Punishment?\I'm sorry. I can't go on.\So you were aiming for that?!\I see... I've got no other choice, then.\Please don't move for a moment. response:	A poke to the forehead, eh...
context: Kurotatsu!\There will be punishment for the masters who can't finish!\Punishment?\I'm sorry. I can't go on.\So you were aiming for that?!\I see... I've got no other choice, then.\Please don't move for a moment.\A poke to the forehead, eh... response:	Here I...
context: There will be punishment for the masters who can't finish!\Punishment?\I'm sorry. I can't go on.\So you were aiming for that?!\I see... I've got no other choice, then.\Please don't move for a moment.\A poke to the forehead, eh...\Here I... response:	Poke!
context: Punishment?\I'm sorry. I can't go on.\So you were aiming for that?!\I see... I've got no other choice, then.\Please don't move for a moment.\A poke to the forehead, eh...\Here I...\Poke! response:	Please don't waste the food, OK?
context: I'm sorry. I can't go on.\So you were aiming for that?!\I see... I've got no other choice, then.\Please don't move for a moment.\A poke to the forehead, eh...\Here I...\Poke!\Please don't waste the food, OK? response:	O-OK!
context: So you were aiming for that?!\I see... I've got no other choice, then.\Please don't move for a moment.\A poke to the forehead, eh...\Here I...\Poke!\Please don't waste the food, OK?\O-OK! response:	Ouch!! It hurts!!
context: I see... I've got no other choice, then.\Please don't move for a moment.\A poke to the forehead, eh...\Here I...\Poke!\Please don't waste the food, OK?\O-OK!\Ouch!! It hurts!! response:	I need to persevere...
context: Please don't move for a moment.\A poke to the forehead, eh...\Here I...\Poke!\Please don't waste the food, OK?\O-OK!\Ouch!! It hurts!!\I need to persevere... response:	Thanks for the food... We're forfeiting the competition.
context: A poke to the forehead, eh...\Here I...\Poke!\Please don't waste the food, OK?\O-OK!\Ouch!! It hurts!!\I need to persevere...\Thanks for the food... We're forfeiting the competition. response:	Me too...
context: Here I...\Poke!\Please don't waste the food, OK?\O-OK!\Ouch!! It hurts!!\I need to persevere...\Thanks for the food... We're forfeiting the competition.\Me too... response:	The last three people still in the game!
context: Poke!\Please don't waste the food, OK?\O-OK!\Ouch!! It hurts!!\I need to persevere...\Thanks for the food... We're forfeiting the competition.\Me too...\The last three people still in the game! response:	Just as I expected.
context: Please don't waste the food, OK?\O-OK!\Ouch!! It hurts!!\I need to persevere...\Thanks for the food... We're forfeiting the competition.\Me too...\The last three people still in the game!\Just as I expected. response:	You're really a sadist, to increase the amount at this stage...
context: O-OK!\Ouch!! It hurts!!\I need to persevere...\Thanks for the food... We're forfeiting the competition.\Me too...\The last three people still in the game!\Just as I expected.\You're really a sadist, to increase the amount at this stage... response:	Well, it's more interesting this way, right?
context: Ouch!! It hurts!!\I need to persevere...\Thanks for the food... We're forfeiting the competition.\Me too...\The last three people still in the game!\Just as I expected.\You're really a sadist, to increase the amount at this stage...\Well, it's more interesting this way, right? response:	It has to be fresh cream and strawberries when it comes to cakes!
context: I need to persevere...\Thanks for the food... We're forfeiting the competition.\Me too...\The last three people still in the game!\Just as I expected.\You're really a sadist, to increase the amount at this stage...\Well, it's more interesting this way, right?\It has to be fresh cream and strawberries when it comes to cakes! response:	This shortcake is the maids' devotion to their masters!
context: Thanks for the food... We're forfeiting the competition.\Me too...\The last three people still in the game!\Just as I expected.\You're really a sadist, to increase the amount at this stage...\Well, it's more interesting this way, right?\It has to be fresh cream and strawberries when it comes to cakes!\This shortcake is the maids' devotion to their masters! response:	Have a good taste of their love!
context: Me too...\The last three people still in the game!\Just as I expected.\You're really a sadist, to increase the amount at this stage...\Well, it's more interesting this way, right?\It has to be fresh cream and strawberries when it comes to cakes!\This shortcake is the maids' devotion to their masters!\Have a good taste of their love! response:	Why is this thing coming out now?!
context: The last three people still in the game!\Just as I expected.\You're really a sadist, to increase the amount at this stage...\Well, it's more interesting this way, right?\It has to be fresh cream and strawberries when it comes to cakes!\This shortcake is the maids' devotion to their masters!\Have a good taste of their love!\Why is this thing coming out now?! response:	The spongecake and the cream is gonna be tough!
context: Just as I expected.\You're really a sadist, to increase the amount at this stage...\Well, it's more interesting this way, right?\It has to be fresh cream and strawberries when it comes to cakes!\This shortcake is the maids' devotion to their masters!\Have a good taste of their love!\Why is this thing coming out now?!\The spongecake and the cream is gonna be tough! response:	With this-!
context: You're really a sadist, to increase the amount at this stage...\Well, it's more interesting this way, right?\It has to be fresh cream and strawberries when it comes to cakes!\This shortcake is the maids' devotion to their masters!\Have a good taste of their love!\Why is this thing coming out now?!\The spongecake and the cream is gonna be tough!\With this-! response:	It's over!
context: Well, it's more interesting this way, right?\It has to be fresh cream and strawberries when it comes to cakes!\This shortcake is the maids' devotion to their masters!\Have a good taste of their love!\Why is this thing coming out now?!\The spongecake and the cream is gonna be tough!\With this-!\It's over! response:	Bisanki and Hinata...
context: It has to be fresh cream and strawberries when it comes to cakes!\This shortcake is the maids' devotion to their masters!\Have a good taste of their love!\Why is this thing coming out now?!\The spongecake and the cream is gonna be tough!\With this-!\It's over!\Bisanki and Hinata... response:	completed the whole course wonderfully!
context: This shortcake is the maids' devotion to their masters!\Have a good taste of their love!\Why is this thing coming out now?!\The spongecake and the cream is gonna be tough!\With this-!\It's over!\Bisanki and Hinata...\completed the whole course wonderfully! response:	Congratulations!
context: Have a good taste of their love!\Why is this thing coming out now?!\The spongecake and the cream is gonna be tough!\With this-!\It's over!\Bisanki and Hinata...\completed the whole course wonderfully!\Congratulations! response:	I have no regrets...
context: Why is this thing coming out now?!\The spongecake and the cream is gonna be tough!\With this-!\It's over!\Bisanki and Hinata...\completed the whole course wonderfully!\Congratulations!\I have no regrets... response:	It's the final battle from here onwards!
context: The spongecake and the cream is gonna be tough!\With this-!\It's over!\Bisanki and Hinata...\completed the whole course wonderfully!\Congratulations!\I have no regrets...\It's the final battle from here onwards! response:	Eh? There's still more for me to eat?
context: With this-!\It's over!\Bisanki and Hinata...\completed the whole course wonderfully!\Congratulations!\I have no regrets...\It's the final battle from here onwards!\Eh? There's still more for me to eat? response:	Oh? This sir over here is still full of energy!
context: It's over!\Bisanki and Hinata...\completed the whole course wonderfully!\Congratulations!\I have no regrets...\It's the final battle from here onwards!\Eh? There's still more for me to eat?\Oh? This sir over here is still full of energy! response:	This amount is not enough for me still!
context: Bisanki and Hinata...\completed the whole course wonderfully!\Congratulations!\I have no regrets...\It's the final battle from here onwards!\Eh? There's still more for me to eat?\Oh? This sir over here is still full of energy!\This amount is not enough for me still! response:	Then, let me explain about the prizes.
context: completed the whole course wonderfully!\Congratulations!\I have no regrets...\It's the final battle from here onwards!\Eh? There's still more for me to eat?\Oh? This sir over here is still full of energy!\This amount is not enough for me still!\Then, let me explain about the prizes. response:	The first one on the list: Handmade cookies by the maids!
context: Congratulations!\I have no regrets...\It's the final battle from here onwards!\Eh? There's still more for me to eat?\Oh? This sir over here is still full of energy!\This amount is not enough for me still!\Then, let me explain about the prizes.\The first one on the list: Handmade cookies by the maids! response:	Cookies, huh...
context: I have no regrets...\It's the final battle from here onwards!\Eh? There's still more for me to eat?\Oh? This sir over here is still full of energy!\This amount is not enough for me still!\Then, let me explain about the prizes.\The first one on the list: Handmade cookies by the maids!\Cookies, huh... response:	Second: A pair of complimentary coupons for a special lunch set!
context: It's the final battle from here onwards!\Eh? There's still more for me to eat?\Oh? This sir over here is still full of energy!\This amount is not enough for me still!\Then, let me explain about the prizes.\The first one on the list: Handmade cookies by the maids!\Cookies, huh...\Second: A pair of complimentary coupons for a special lunch set! response:	Lunch coupons, huh...
context: Eh? There's still more for me to eat?\Oh? This sir over here is still full of energy!\This amount is not enough for me still!\Then, let me explain about the prizes.\The first one on the list: Handmade cookies by the maids!\Cookies, huh...\Second: A pair of complimentary coupons for a special lunch set!\Lunch coupons, huh... response:	And the third: A photo with the maid of your choice!
context: Oh? This sir over here is still full of energy!\This amount is not enough for me still!\Then, let me explain about the prizes.\The first one on the list: Handmade cookies by the maids!\Cookies, huh...\Second: A pair of complimentary coupons for a special lunch set!\Lunch coupons, huh...\And the third: A photo with the maid of your choice! response:	Wha-, there was such a prize...?
context: This amount is not enough for me still!\Then, let me explain about the prizes.\The first one on the list: Handmade cookies by the maids!\Cookies, huh...\Second: A pair of complimentary coupons for a special lunch set!\Lunch coupons, huh...\And the third: A photo with the maid of your choice!\Wha-, there was such a prize...? response:	Damn it! We trained so hard for that!
context: Then, let me explain about the prizes.\The first one on the list: Handmade cookies by the maids!\Cookies, huh...\Second: A pair of complimentary coupons for a special lunch set!\Lunch coupons, huh...\And the third: A photo with the maid of your choice!\Wha-, there was such a prize...?\Damn it! We trained so hard for that! response:	By the way, which maid would you choose?
context: The first one on the list: Handmade cookies by the maids!\Cookies, huh...\Second: A pair of complimentary coupons for a special lunch set!\Lunch coupons, huh...\And the third: A photo with the maid of your choice!\Wha-, there was such a prize...?\Damn it! We trained so hard for that!\By the way, which maid would you choose? response:	Eh? I'm fine with any of them.
context: Cookies, huh...\Second: A pair of complimentary coupons for a special lunch set!\Lunch coupons, huh...\And the third: A photo with the maid of your choice!\Wha-, there was such a prize...?\Damn it! We trained so hard for that!\By the way, which maid would you choose?\Eh? I'm fine with any of them. response:	Please choose one from this list then!
context: Second: A pair of complimentary coupons for a special lunch set!\Lunch coupons, huh...\And the third: A photo with the maid of your choice!\Wha-, there was such a prize...?\Damn it! We trained so hard for that!\By the way, which maid would you choose?\Eh? I'm fine with any of them.\Please choose one from this list then! response:	You can take it on another day if you choose one who's on leave today!
context: Lunch coupons, huh...\And the third: A photo with the maid of your choice!\Wha-, there was such a prize...?\Damn it! We trained so hard for that!\By the way, which maid would you choose?\Eh? I'm fine with any of them.\Please choose one from this list then!\You can take it on another day if you choose one who's on leave today! response:	Hmm... I'll choose...
context: And the third: A photo with the maid of your choice!\Wha-, there was such a prize...?\Damn it! We trained so hard for that!\By the way, which maid would you choose?\Eh? I'm fine with any of them.\Please choose one from this list then!\You can take it on another day if you choose one who's on leave today!\Hmm... I'll choose... response:	Misa-chan!
context: Wha-, there was such a prize...?\Damn it! We trained so hard for that!\By the way, which maid would you choose?\Eh? I'm fine with any of them.\Please choose one from this list then!\You can take it on another day if you choose one who's on leave today!\Hmm... I'll choose...\Misa-chan! response:	She has the same name as the girl I like!
context: Damn it! We trained so hard for that!\By the way, which maid would you choose?\Eh? I'm fine with any of them.\Please choose one from this list then!\You can take it on another day if you choose one who's on leave today!\Hmm... I'll choose...\Misa-chan!\She has the same name as the girl I like! response:	What an amazing coincidence!
context: By the way, which maid would you choose?\Eh? I'm fine with any of them.\Please choose one from this list then!\You can take it on another day if you choose one who's on leave today!\Hmm... I'll choose...\Misa-chan!\She has the same name as the girl I like!\What an amazing coincidence! response:	Hinata is all ready. How about Bisanki over here?
context: Eh? I'm fine with any of them.\Please choose one from this list then!\You can take it on another day if you choose one who's on leave today!\Hmm... I'll choose...\Misa-chan!\She has the same name as the girl I like!\What an amazing coincidence!\Hinata is all ready. How about Bisanki over here? response:	Misa?! Why are you here?!
context: Please choose one from this list then!\You can take it on another day if you choose one who's on leave today!\Hmm... I'll choose...\Misa-chan!\She has the same name as the girl I like!\What an amazing coincidence!\Hinata is all ready. How about Bisanki over here?\Misa?! Why are you here?! response:	I can't let the people from the school know about this!
context: You can take it on another day if you choose one who's on leave today!\Hmm... I'll choose...\Misa-chan!\She has the same name as the girl I like!\What an amazing coincidence!\Hinata is all ready. How about Bisanki over here?\Misa?! Why are you here?!\I can't let the people from the school know about this! response:	The winner will the one who finishes our special desserts!
context: Hmm... I'll choose...\Misa-chan!\She has the same name as the girl I like!\What an amazing coincidence!\Hinata is all ready. How about Bisanki over here?\Misa?! Why are you here?!\I can't let the people from the school know about this!\The winner will the one who finishes our special desserts! response:	Please don't push yourself if you can't.
context: Misa-chan!\She has the same name as the girl I like!\What an amazing coincidence!\Hinata is all ready. How about Bisanki over here?\Misa?! Why are you here?!\I can't let the people from the school know about this!\The winner will the one who finishes our special desserts!\Please don't push yourself if you can't. response:	I accept the challenge!
context: She has the same name as the girl I like!\What an amazing coincidence!\Hinata is all ready. How about Bisanki over here?\Misa?! Why are you here?!\I can't let the people from the school know about this!\The winner will the one who finishes our special desserts!\Please don't push yourself if you can't.\I accept the challenge! response:	So she took up the challenge, eh...
context: What an amazing coincidence!\Hinata is all ready. How about Bisanki over here?\Misa?! Why are you here?!\I can't let the people from the school know about this!\The winner will the one who finishes our special desserts!\Please don't push yourself if you can't.\I accept the challenge!\So she took up the challenge, eh... response:	Can't you go easy on her? She doesn't look too good there.
context: Hinata is all ready. How about Bisanki over here?\Misa?! Why are you here?!\I can't let the people from the school know about this!\The winner will the one who finishes our special desserts!\Please don't push yourself if you can't.\I accept the challenge!\So she took up the challenge, eh...\Can't you go easy on her? She doesn't look too good there. response:	It'll kill the fun if I do that, won't it?
context: Misa?! Why are you here?!\I can't let the people from the school know about this!\The winner will the one who finishes our special desserts!\Please don't push yourself if you can't.\I accept the challenge!\So she took up the challenge, eh...\Can't you go easy on her? She doesn't look too good there.\It'll kill the fun if I do that, won't it? response:	I'm gonna have her...
context: I can't let the people from the school know about this!\The winner will the one who finishes our special desserts!\Please don't push yourself if you can't.\I accept the challenge!\So she took up the challenge, eh...\Can't you go easy on her? She doesn't look too good there.\It'll kill the fun if I do that, won't it?\I'm gonna have her... response:	And so...
context: The winner will the one who finishes our special desserts!\Please don't push yourself if you can't.\I accept the challenge!\So she took up the challenge, eh...\Can't you go easy on her? She doesn't look too good there.\It'll kill the fun if I do that, won't it?\I'm gonna have her...\And so... response:	Congratulations on winning!
context: Please don't push yourself if you can't.\I accept the challenge!\So she took up the challenge, eh...\Can't you go easy on her? She doesn't look too good there.\It'll kill the fun if I do that, won't it?\I'm gonna have her...\And so...\Congratulations on winning! response:	Hurray!
context: I accept the challenge!\So she took up the challenge, eh...\Can't you go easy on her? She doesn't look too good there.\It'll kill the fun if I do that, won't it?\I'm gonna have her...\And so...\Congratulations on winning!\Hurray! response:	I can't believe he actually made us a whole cake...
context: So she took up the challenge, eh...\Can't you go easy on her? She doesn't look too good there.\It'll kill the fun if I do that, won't it?\I'm gonna have her...\And so...\Congratulations on winning!\Hurray!\I can't believe he actually made us a whole cake... response:	Misa...
context: Can't you go easy on her? She doesn't look too good there.\It'll kill the fun if I do that, won't it?\I'm gonna have her...\And so...\Congratulations on winning!\Hurray!\I can't believe he actually made us a whole cake...\Misa... response:	I wonder why Bisanki's trying so hard...
context: It'll kill the fun if I do that, won't it?\I'm gonna have her...\And so...\Congratulations on winning!\Hurray!\I can't believe he actually made us a whole cake...\Misa...\I wonder why Bisanki's trying so hard... response:	She completed her objectives, didn't she?
context: I'm gonna have her...\And so...\Congratulations on winning!\Hurray!\I can't believe he actually made us a whole cake...\Misa...\I wonder why Bisanki's trying so hard...\She completed her objectives, didn't she? response:	S-So you guys knew about it?
context: And so...\Congratulations on winning!\Hurray!\I can't believe he actually made us a whole cake...\Misa...\I wonder why Bisanki's trying so hard...\She completed her objectives, didn't she?\S-So you guys knew about it? response:	It's a good disguise, but it stands out too much.
context: Congratulations on winning!\Hurray!\I can't believe he actually made us a whole cake...\Misa...\I wonder why Bisanki's trying so hard...\She completed her objectives, didn't she?\S-So you guys knew about it?\It's a good disguise, but it stands out too much. response:	It's not her fault! She's doing it for my sake-!
context: Hurray!\I can't believe he actually made us a whole cake...\Misa...\I wonder why Bisanki's trying so hard...\She completed her objectives, didn't she?\S-So you guys knew about it?\It's a good disguise, but it stands out too much.\It's not her fault! She's doing it for my sake-! response:	Be sure to explain it fully to the Manager, okay?
context: I can't believe he actually made us a whole cake...\Misa...\I wonder why Bisanki's trying so hard...\She completed her objectives, didn't she?\S-So you guys knew about it?\It's a good disguise, but it stands out too much.\It's not her fault! She's doing it for my sake-!\Be sure to explain it fully to the Manager, okay? response:	Yes.
context: Misa...\I wonder why Bisanki's trying so hard...\She completed her objectives, didn't she?\S-So you guys knew about it?\It's a good disguise, but it stands out too much.\It's not her fault! She's doing it for my sake-!\Be sure to explain it fully to the Manager, okay?\Yes. response:	You seem really satisfied from all that eating, aren't you?
context: I wonder why Bisanki's trying so hard...\She completed her objectives, didn't she?\S-So you guys knew about it?\It's a good disguise, but it stands out too much.\It's not her fault! She's doing it for my sake-!\Be sure to explain it fully to the Manager, okay?\Yes.\You seem really satisfied from all that eating, aren't you? response:	Well, they were all very yummy!
context: She completed her objectives, didn't she?\S-So you guys knew about it?\It's a good disguise, but it stands out too much.\It's not her fault! She's doing it for my sake-!\Be sure to explain it fully to the Manager, okay?\Yes.\You seem really satisfied from all that eating, aren't you?\Well, they were all very yummy! response:	Master, would you share with us your thoughts on today's desserts?
context: S-So you guys knew about it?\It's a good disguise, but it stands out too much.\It's not her fault! She's doing it for my sake-!\Be sure to explain it fully to the Manager, okay?\Yes.\You seem really satisfied from all that eating, aren't you?\Well, they were all very yummy!\Master, would you share with us your thoughts on today's desserts? response:	Sure.
context: It's a good disguise, but it stands out too much.\It's not her fault! She's doing it for my sake-!\Be sure to explain it fully to the Manager, okay?\Yes.\You seem really satisfied from all that eating, aren't you?\Well, they were all very yummy!\Master, would you share with us your thoughts on today's desserts?\Sure. response:	Damn it.
context: It's not her fault! She's doing it for my sake-!\Be sure to explain it fully to the Manager, okay?\Yes.\You seem really satisfied from all that eating, aren't you?\Well, they were all very yummy!\Master, would you share with us your thoughts on today's desserts?\Sure.\Damn it. response:	I feel awful. I don't feel like I can move even after resting for 30 minutes.
context: Be sure to explain it fully to the Manager, okay?\Yes.\You seem really satisfied from all that eating, aren't you?\Well, they were all very yummy!\Master, would you share with us your thoughts on today's desserts?\Sure.\Damn it.\I feel awful. I don't feel like I can move even after resting for 30 minutes. response:	What should I do now...
context: Yes.\You seem really satisfied from all that eating, aren't you?\Well, they were all very yummy!\Master, would you share with us your thoughts on today's desserts?\Sure.\Damn it.\I feel awful. I don't feel like I can move even after resting for 30 minutes.\What should I do now... response:	What do you want to do?
context: You seem really satisfied from all that eating, aren't you?\Well, they were all very yummy!\Master, would you share with us your thoughts on today's desserts?\Sure.\Damn it.\I feel awful. I don't feel like I can move even after resting for 30 minutes.\What should I do now...\What do you want to do? response:	Usui!
context: Well, they were all very yummy!\Master, would you share with us your thoughts on today's desserts?\Sure.\Damn it.\I feel awful. I don't feel like I can move even after resting for 30 minutes.\What should I do now...\What do you want to do?\Usui! response:	What are you doing here?
context: Master, would you share with us your thoughts on today's desserts?\Sure.\Damn it.\I feel awful. I don't feel like I can move even after resting for 30 minutes.\What should I do now...\What do you want to do?\Usui!\What are you doing here? response:	Take it easy, we don't want you to puke, do we?
context: Sure.\Damn it.\I feel awful. I don't feel like I can move even after resting for 30 minutes.\What should I do now...\What do you want to do?\Usui!\What are you doing here?\Take it easy, we don't want you to puke, do we? response:	Geez, you're really an idiot.
context: Damn it.\I feel awful. I don't feel like I can move even after resting for 30 minutes.\What should I do now...\What do you want to do?\Usui!\What are you doing here?\Take it easy, we don't want you to puke, do we?\Geez, you're really an idiot. response:	Just sleep if you don't feel good.
context: I feel awful. I don't feel like I can move even after resting for 30 minutes.\What should I do now...\What do you want to do?\Usui!\What are you doing here?\Take it easy, we don't want you to puke, do we?\Geez, you're really an idiot.\Just sleep if you don't feel good. response:	I'm fine...
context: What should I do now...\What do you want to do?\Usui!\What are you doing here?\Take it easy, we don't want you to puke, do we?\Geez, you're really an idiot.\Just sleep if you don't feel good.\I'm fine... response:	You can sleep on my lap.
