context: TS response:	-OP-
context: That way I'll save some money and you won't have trouble with lunch, either.\After all, cooking is one of the few things you're good at.\Not to mention guys who can cook are popular.\Are you serious? Finally my time has come!\If Rin cooks for us he'll wake up in time, and if girls offer me lunch like today,\I can escape by saying that I brought my own lunch without sounding strange.\This plan is like taking down two birds with one stone! Or rather, four birds!\But where can I cook? Was there a kitchen in the room? response:	You could use the dorm kitchen. It's just the two of us in the old dorm anyway.
context: After all, cooking is one of the few things you're good at.\Not to mention guys who can cook are popular.\Are you serious? Finally my time has come!\If Rin cooks for us he'll wake up in time, and if girls offer me lunch like today,\I can escape by saying that I brought my own lunch without sounding strange.\This plan is like taking down two birds with one stone! Or rather, four birds!\But where can I cook? Was there a kitchen in the room?\You could use the dorm kitchen. It's just the two of us in the old dorm anyway. response:	You really don't have to do it so late in the night.
context: Not to mention guys who can cook are popular.\Are you serious? Finally my time has come!\If Rin cooks for us he'll wake up in time, and if girls offer me lunch like today,\I can escape by saying that I brought my own lunch without sounding strange.\This plan is like taking down two birds with one stone! Or rather, four birds!\But where can I cook? Was there a kitchen in the room?\You could use the dorm kitchen. It's just the two of us in the old dorm anyway.\You really don't have to do it so late in the night. response:	I make the side dishes the previous night and put them in the fridge.
context: Are you serious? Finally my time has come!\If Rin cooks for us he'll wake up in time, and if girls offer me lunch like today,\I can escape by saying that I brought my own lunch without sounding strange.\This plan is like taking down two birds with one stone! Or rather, four birds!\But where can I cook? Was there a kitchen in the room?\You could use the dorm kitchen. It's just the two of us in the old dorm anyway.\You really don't have to do it so late in the night.\I make the side dishes the previous night and put them in the fridge. response:	Then you take the cold lunch with you in the morning,
context: If Rin cooks for us he'll wake up in time, and if girls offer me lunch like today,\I can escape by saying that I brought my own lunch without sounding strange.\This plan is like taking down two birds with one stone! Or rather, four birds!\But where can I cook? Was there a kitchen in the room?\You could use the dorm kitchen. It's just the two of us in the old dorm anyway.\You really don't have to do it so late in the night.\I make the side dishes the previous night and put them in the fridge.\Then you take the cold lunch with you in the morning, response:	and it'll be just the right temperature to eat by lunchtime.
context: I can escape by saying that I brought my own lunch without sounding strange.\This plan is like taking down two birds with one stone! Or rather, four birds!\But where can I cook? Was there a kitchen in the room?\You could use the dorm kitchen. It's just the two of us in the old dorm anyway.\You really don't have to do it so late in the night.\I make the side dishes the previous night and put them in the fridge.\Then you take the cold lunch with you in the morning,\and it'll be just the right temperature to eat by lunchtime. response:	This is like common sense for homemakers.
context: This plan is like taking down two birds with one stone! Or rather, four birds!\But where can I cook? Was there a kitchen in the room?\You could use the dorm kitchen. It's just the two of us in the old dorm anyway.\You really don't have to do it so late in the night.\I make the side dishes the previous night and put them in the fridge.\Then you take the cold lunch with you in the morning,\and it'll be just the right temperature to eat by lunchtime.\This is like common sense for homemakers. response:	I see...
context: But where can I cook? Was there a kitchen in the room?\You could use the dorm kitchen. It's just the two of us in the old dorm anyway.\You really don't have to do it so late in the night.\I make the side dishes the previous night and put them in the fridge.\Then you take the cold lunch with you in the morning,\and it'll be just the right temperature to eat by lunchtime.\This is like common sense for homemakers.\I see... response:	I wish you were this good at studying, too...
context: You could use the dorm kitchen. It's just the two of us in the old dorm anyway.\You really don't have to do it so late in the night.\I make the side dishes the previous night and put them in the fridge.\Then you take the cold lunch with you in the morning,\and it'll be just the right temperature to eat by lunchtime.\This is like common sense for homemakers.\I see...\I wish you were this good at studying, too... response:	Shut up!
context: You really don't have to do it so late in the night.\I make the side dishes the previous night and put them in the fridge.\Then you take the cold lunch with you in the morning,\and it'll be just the right temperature to eat by lunchtime.\This is like common sense for homemakers.\I see...\I wish you were this good at studying, too...\Shut up! response:	Just do your damn business and go to sleep!
context: I make the side dishes the previous night and put them in the fridge.\Then you take the cold lunch with you in the morning,\and it'll be just the right temperature to eat by lunchtime.\This is like common sense for homemakers.\I see...\I wish you were this good at studying, too...\Shut up!\Just do your damn business and go to sleep! response:	Yeah, yeah. See you later.
context: Then you take the cold lunch with you in the morning,\and it'll be just the right temperature to eat by lunchtime.\This is like common sense for homemakers.\I see...\I wish you were this good at studying, too...\Shut up!\Just do your damn business and go to sleep!\Yeah, yeah. See you later. response:	Okay, they're ready.
context: and it'll be just the right temperature to eat by lunchtime.\This is like common sense for homemakers.\I see...\I wish you were this good at studying, too...\Shut up!\Just do your damn business and go to sleep!\Yeah, yeah. See you later.\Okay, they're ready. response:	Huh? A mouse?
context: This is like common sense for homemakers.\I see...\I wish you were this good at studying, too...\Shut up!\Just do your damn business and go to sleep!\Yeah, yeah. See you later.\Okay, they're ready.\Huh? A mouse? response:	Darn, it's this late.
context: I see...\I wish you were this good at studying, too...\Shut up!\Just do your damn business and go to sleep!\Yeah, yeah. See you later.\Okay, they're ready.\Huh? A mouse?\Darn, it's this late. response:	You spotty four-eyes!
context: I wish you were this good at studying, too...\Shut up!\Just do your damn business and go to sleep!\Yeah, yeah. See you later.\Okay, they're ready.\Huh? A mouse?\Darn, it's this late.\You spotty four-eyes! response:	What the hell did you call me?!
context: Shut up!\Just do your damn business and go to sleep!\Yeah, yeah. See you later.\Okay, they're ready.\Huh? A mouse?\Darn, it's this late.\You spotty four-eyes!\What the hell did you call me?! response:	No matter how hungry you are, there are things you're not supposed to do!
context: Just do your damn business and go to sleep!\Yeah, yeah. See you later.\Okay, they're ready.\Huh? A mouse?\Darn, it's this late.\You spotty four-eyes!\What the hell did you call me?!\No matter how hungry you are, there are things you're not supposed to do! response:	Huh?
context: Yeah, yeah. See you later.\Okay, they're ready.\Huh? A mouse?\Darn, it's this late.\You spotty four-eyes!\What the hell did you call me?!\No matter how hungry you are, there are things you're not supposed to do!\Huh? response:	Don't play stupid!
context: Okay, they're ready.\Huh? A mouse?\Darn, it's this late.\You spotty four-eyes!\What the hell did you call me?!\No matter how hungry you are, there are things you're not supposed to do!\Huh?\Don't play stupid! response:	You ate all the side dishes that I made for today's lunch!
context: Huh? A mouse?\Darn, it's this late.\You spotty four-eyes!\What the hell did you call me?!\No matter how hungry you are, there are things you're not supposed to do!\Huh?\Don't play stupid!\You ate all the side dishes that I made for today's lunch! response:	As if I'd do such a thing!
context: Darn, it's this late.\You spotty four-eyes!\What the hell did you call me?!\No matter how hungry you are, there are things you're not supposed to do!\Huh?\Don't play stupid!\You ate all the side dishes that I made for today's lunch!\As if I'd do such a thing! response:	Then who did it? It's just the two of us in this dorm, isn't it?
context: You spotty four-eyes!\What the hell did you call me?!\No matter how hungry you are, there are things you're not supposed to do!\Huh?\Don't play stupid!\You ate all the side dishes that I made for today's lunch!\As if I'd do such a thing!\Then who did it? It's just the two of us in this dorm, isn't it? response:	Just the two of us...
context: What the hell did you call me?!\No matter how hungry you are, there are things you're not supposed to do!\Huh?\Don't play stupid!\You ate all the side dishes that I made for today's lunch!\As if I'd do such a thing!\Then who did it? It's just the two of us in this dorm, isn't it?\Just the two of us... response:	No...
context: No matter how hungry you are, there are things you're not supposed to do!\Huh?\Don't play stupid!\You ate all the side dishes that I made for today's lunch!\As if I'd do such a thing!\Then who did it? It's just the two of us in this dorm, isn't it?\Just the two of us...\No... response:	Everyday at mealtimes our food was prepared...
context: Huh?\Don't play stupid!\You ate all the side dishes that I made for today's lunch!\As if I'd do such a thing!\Then who did it? It's just the two of us in this dorm, isn't it?\Just the two of us...\No...\Everyday at mealtimes our food was prepared... response:	I didn't even think about it, but who cooked it?
context: Don't play stupid!\You ate all the side dishes that I made for today's lunch!\As if I'd do such a thing!\Then who did it? It's just the two of us in this dorm, isn't it?\Just the two of us...\No...\Everyday at mealtimes our food was prepared...\I didn't even think about it, but who cooked it? response:	Someone's there!
context: You ate all the side dishes that I made for today's lunch!\As if I'd do such a thing!\Then who did it? It's just the two of us in this dorm, isn't it?\Just the two of us...\No...\Everyday at mealtimes our food was prepared...\I didn't even think about it, but who cooked it?\Someone's there! response:	Someone... but who?
context: As if I'd do such a thing!\Then who did it? It's just the two of us in this dorm, isn't it?\Just the two of us...\No...\Everyday at mealtimes our food was prepared...\I didn't even think about it, but who cooked it?\Someone's there!\Someone... but who? response:	Good morning, boys!
context: Then who did it? It's just the two of us in this dorm, isn't it?\Just the two of us...\No...\Everyday at mealtimes our food was prepared...\I didn't even think about it, but who cooked it?\Someone's there!\Someone... but who?\Good morning, boys! response:	Mephisto?!
context: Just the two of us...\No...\Everyday at mealtimes our food was prepared...\I didn't even think about it, but who cooked it?\Someone's there!\Someone... but who?\Good morning, boys!\Mephisto?! response:	So you were making our meals every day?
context: No...\Everyday at mealtimes our food was prepared...\I didn't even think about it, but who cooked it?\Someone's there!\Someone... but who?\Good morning, boys!\Mephisto?!\So you were making our meals every day? response:	As if I would do that!
context: Everyday at mealtimes our food was prepared...\I didn't even think about it, but who cooked it?\Someone's there!\Someone... but who?\Good morning, boys!\Mephisto?!\So you were making our meals every day?\As if I would do that! response:	I'm just a temporary replacement.
context: I didn't even think about it, but who cooked it?\Someone's there!\Someone... but who?\Good morning, boys!\Mephisto?!\So you were making our meals every day?\As if I would do that!\I'm just a temporary replacement. response:	Temporary replacement?
context: Someone's there!\Someone... but who?\Good morning, boys!\Mephisto?!\So you were making our meals every day?\As if I would do that!\I'm just a temporary replacement.\Temporary replacement? response:	Ukobach was the one making your meals.
context: Someone... but who?\Good morning, boys!\Mephisto?!\So you were making our meals every day?\As if I would do that!\I'm just a temporary replacement.\Temporary replacement?\Ukobach was the one making your meals. response:	Ukobach?
context: Good morning, boys!\Mephisto?!\So you were making our meals every day?\As if I would do that!\I'm just a temporary replacement.\Temporary replacement?\Ukobach was the one making your meals.\Ukobach? response:	I've heard about it. It's the spirit of the fireplace, if I recall correctly.
context: Mephisto?!\So you were making our meals every day?\As if I would do that!\I'm just a temporary replacement.\Temporary replacement?\Ukobach was the one making your meals.\Ukobach?\I've heard about it. It's the spirit of the fireplace, if I recall correctly. response:	It sneaks in the kitchen while people sleep and makes meals more delicious...
context: So you were making our meals every day?\As if I would do that!\I'm just a temporary replacement.\Temporary replacement?\Ukobach was the one making your meals.\Ukobach?\I've heard about it. It's the spirit of the fireplace, if I recall correctly.\It sneaks in the kitchen while people sleep and makes meals more delicious... response:	And that's the correct answer, Mr Okumura.
context: As if I would do that!\I'm just a temporary replacement.\Temporary replacement?\Ukobach was the one making your meals.\Ukobach?\I've heard about it. It's the spirit of the fireplace, if I recall correctly.\It sneaks in the kitchen while people sleep and makes meals more delicious...\And that's the correct answer, Mr Okumura. response:	He was working here as my familiar.
context: I'm just a temporary replacement.\Temporary replacement?\Ukobach was the one making your meals.\Ukobach?\I've heard about it. It's the spirit of the fireplace, if I recall correctly.\It sneaks in the kitchen while people sleep and makes meals more delicious...\And that's the correct answer, Mr Okumura.\He was working here as my familiar. response:	But yesterday you used the kitchen and trespassed his territory without permission,
context: Temporary replacement?\Ukobach was the one making your meals.\Ukobach?\I've heard about it. It's the spirit of the fireplace, if I recall correctly.\It sneaks in the kitchen while people sleep and makes meals more delicious...\And that's the correct answer, Mr Okumura.\He was working here as my familiar.\But yesterday you used the kitchen and trespassed his territory without permission, response:	so he became sulky and started boycotting it.
context: Ukobach was the one making your meals.\Ukobach?\I've heard about it. It's the spirit of the fireplace, if I recall correctly.\It sneaks in the kitchen while people sleep and makes meals more delicious...\And that's the correct answer, Mr Okumura.\He was working here as my familiar.\But yesterday you used the kitchen and trespassed his territory without permission,\so he became sulky and started boycotting it. response:	I understand the reasons, but what the hell is this?
context: Ukobach?\I've heard about it. It's the spirit of the fireplace, if I recall correctly.\It sneaks in the kitchen while people sleep and makes meals more delicious...\And that's the correct answer, Mr Okumura.\He was working here as my familiar.\But yesterday you used the kitchen and trespassed his territory without permission,\so he became sulky and started boycotting it.\I understand the reasons, but what the hell is this? response:	Special Imp Oatmeal a la Mephisto!
context: I've heard about it. It's the spirit of the fireplace, if I recall correctly.\It sneaks in the kitchen while people sleep and makes meals more delicious...\And that's the correct answer, Mr Okumura.\He was working here as my familiar.\But yesterday you used the kitchen and trespassed his territory without permission,\so he became sulky and started boycotting it.\I understand the reasons, but what the hell is this?\Special Imp Oatmeal a la Mephisto! response:	Go on, dig in.
context: It sneaks in the kitchen while people sleep and makes meals more delicious...\And that's the correct answer, Mr Okumura.\He was working here as my familiar.\But yesterday you used the kitchen and trespassed his territory without permission,\so he became sulky and started boycotting it.\I understand the reasons, but what the hell is this?\Special Imp Oatmeal a la Mephisto!\Go on, dig in. response:	Don't hold back.
context: And that's the correct answer, Mr Okumura.\He was working here as my familiar.\But yesterday you used the kitchen and trespassed his territory without permission,\so he became sulky and started boycotting it.\I understand the reasons, but what the hell is this?\Special Imp Oatmeal a la Mephisto!\Go on, dig in.\Don't hold back. response:	I'll eat it!
context: He was working here as my familiar.\But yesterday you used the kitchen and trespassed his territory without permission,\so he became sulky and started boycotting it.\I understand the reasons, but what the hell is this?\Special Imp Oatmeal a la Mephisto!\Go on, dig in.\Don't hold back.\I'll eat it! response:	Rin, are you all right?
context: But yesterday you used the kitchen and trespassed his territory without permission,\so he became sulky and started boycotting it.\I understand the reasons, but what the hell is this?\Special Imp Oatmeal a la Mephisto!\Go on, dig in.\Don't hold back.\I'll eat it!\Rin, are you all right? response:	Granny is calling me...
context: so he became sulky and started boycotting it.\I understand the reasons, but what the hell is this?\Special Imp Oatmeal a la Mephisto!\Go on, dig in.\Don't hold back.\I'll eat it!\Rin, are you all right?\Granny is calling me... response:	What?! We never even met her!
context: I understand the reasons, but what the hell is this?\Special Imp Oatmeal a la Mephisto!\Go on, dig in.\Don't hold back.\I'll eat it!\Rin, are you all right?\Granny is calling me...\What?! We never even met her! response:	Wait, don't you dare follow her!
context: Special Imp Oatmeal a la Mephisto!\Go on, dig in.\Don't hold back.\I'll eat it!\Rin, are you all right?\Granny is calling me...\What?! We never even met her!\Wait, don't you dare follow her! response:	Reasons aside, the misbehavior of the familiar is the misbehavior of its master.
context: Go on, dig in.\Don't hold back.\I'll eat it!\Rin, are you all right?\Granny is calling me...\What?! We never even met her!\Wait, don't you dare follow her!\Reasons aside, the misbehavior of the familiar is the misbehavior of its master. response:	Therefore I'll be taking care of your meals until Ukobach recovers his mood.
context: Don't hold back.\I'll eat it!\Rin, are you all right?\Granny is calling me...\What?! We never even met her!\Wait, don't you dare follow her!\Reasons aside, the misbehavior of the familiar is the misbehavior of its master.\Therefore I'll be taking care of your meals until Ukobach recovers his mood. response:	And if he doesn't?
context: I'll eat it!\Rin, are you all right?\Granny is calling me...\What?! We never even met her!\Wait, don't you dare follow her!\Reasons aside, the misbehavior of the familiar is the misbehavior of its master.\Therefore I'll be taking care of your meals until Ukobach recovers his mood.\And if he doesn't? response:	Then I will be your cook forever.
context: Rin, are you all right?\Granny is calling me...\What?! We never even met her!\Wait, don't you dare follow her!\Reasons aside, the misbehavior of the familiar is the misbehavior of its master.\Therefore I'll be taking care of your meals until Ukobach recovers his mood.\And if he doesn't?\Then I will be your cook forever. response:	Rin!
context: Granny is calling me...\What?! We never even met her!\Wait, don't you dare follow her!\Reasons aside, the misbehavior of the familiar is the misbehavior of its master.\Therefore I'll be taking care of your meals until Ukobach recovers his mood.\And if he doesn't?\Then I will be your cook forever.\Rin! response:	Ukobach-smukobach... I don't care. I'll exterminate it!
context: What?! We never even met her!\Wait, don't you dare follow her!\Reasons aside, the misbehavior of the familiar is the misbehavior of its master.\Therefore I'll be taking care of your meals until Ukobach recovers his mood.\And if he doesn't?\Then I will be your cook forever.\Rin!\Ukobach-smukobach... I don't care. I'll exterminate it! response:	Beating it up wouldn't help much...
context: Wait, don't you dare follow her!\Reasons aside, the misbehavior of the familiar is the misbehavior of its master.\Therefore I'll be taking care of your meals until Ukobach recovers his mood.\And if he doesn't?\Then I will be your cook forever.\Rin!\Ukobach-smukobach... I don't care. I'll exterminate it!\Beating it up wouldn't help much... response:	How about this? Everything's cleaned up just as it used to be.
context: Reasons aside, the misbehavior of the familiar is the misbehavior of its master.\Therefore I'll be taking care of your meals until Ukobach recovers his mood.\And if he doesn't?\Then I will be your cook forever.\Rin!\Ukobach-smukobach... I don't care. I'll exterminate it!\Beating it up wouldn't help much...\How about this? Everything's cleaned up just as it used to be. response:	Just cheer up already!
context: Therefore I'll be taking care of your meals until Ukobach recovers his mood.\And if he doesn't?\Then I will be your cook forever.\Rin!\Ukobach-smukobach... I don't care. I'll exterminate it!\Beating it up wouldn't help much...\How about this? Everything's cleaned up just as it used to be.\Just cheer up already! response:	Are you still mad?
context: And if he doesn't?\Then I will be your cook forever.\Rin!\Ukobach-smukobach... I don't care. I'll exterminate it!\Beating it up wouldn't help much...\How about this? Everything's cleaned up just as it used to be.\Just cheer up already!\Are you still mad? response:	Just what's your problem?
context: Then I will be your cook forever.\Rin!\Ukobach-smukobach... I don't care. I'll exterminate it!\Beating it up wouldn't help much...\How about this? Everything's cleaned up just as it used to be.\Just cheer up already!\Are you still mad?\Just what's your problem? response:	If you don't want to work, get lost already!
context: Rin!\Ukobach-smukobach... I don't care. I'll exterminate it!\Beating it up wouldn't help much...\How about this? Everything's cleaned up just as it used to be.\Just cheer up already!\Are you still mad?\Just what's your problem?\If you don't want to work, get lost already! response:	You're not the only one around who can cook!
context: Ukobach-smukobach... I don't care. I'll exterminate it!\Beating it up wouldn't help much...\How about this? Everything's cleaned up just as it used to be.\Just cheer up already!\Are you still mad?\Just what's your problem?\If you don't want to work, get lost already!\You're not the only one around who can cook! response:	You finally showed up.
context: Beating it up wouldn't help much...\How about this? Everything's cleaned up just as it used to be.\Just cheer up already!\Are you still mad?\Just what's your problem?\If you don't want to work, get lost already!\You're not the only one around who can cook!\You finally showed up. response:	Sir Pheles was with him so I wasn't worried when I left...
context: How about this? Everything's cleaned up just as it used to be.\Just cheer up already!\Are you still mad?\Just what's your problem?\If you don't want to work, get lost already!\You're not the only one around who can cook!\You finally showed up.\Sir Pheles was with him so I wasn't worried when I left... response:	But now I have a bad feeling.
context: Just cheer up already!\Are you still mad?\Just what's your problem?\If you don't want to work, get lost already!\You're not the only one around who can cook!\You finally showed up.\Sir Pheles was with him so I wasn't worried when I left...\But now I have a bad feeling. response:	Rin!
context: Are you still mad?\Just what's your problem?\If you don't want to work, get lost already!\You're not the only one around who can cook!\You finally showed up.\Sir Pheles was with him so I wasn't worried when I left...\But now I have a bad feeling.\Rin! response:	What the hell?!
context: Just what's your problem?\If you don't want to work, get lost already!\You're not the only one around who can cook!\You finally showed up.\Sir Pheles was with him so I wasn't worried when I left...\But now I have a bad feeling.\Rin!\What the hell?! response:	Rin!
context: If you don't want to work, get lost already!\You're not the only one around who can cook!\You finally showed up.\Sir Pheles was with him so I wasn't worried when I left...\But now I have a bad feeling.\Rin!\What the hell?!\Rin! response:	Sir Pheles! What on earth is going on here?
context: You're not the only one around who can cook!\You finally showed up.\Sir Pheles was with him so I wasn't worried when I left...\But now I have a bad feeling.\Rin!\What the hell?!\Rin!\Sir Pheles! What on earth is going on here? response:	They had a frantic duel.
context: You finally showed up.\Sir Pheles was with him so I wasn't worried when I left...\But now I have a bad feeling.\Rin!\What the hell?!\Rin!\Sir Pheles! What on earth is going on here?\They had a frantic duel. response:	Using all their skills and strength!
context: Sir Pheles was with him so I wasn't worried when I left...\But now I have a bad feeling.\Rin!\What the hell?!\Rin!\Sir Pheles! What on earth is going on here?\They had a frantic duel.\Using all their skills and strength! response:	A cooking fight?
context: But now I have a bad feeling.\Rin!\What the hell?!\Rin!\Sir Pheles! What on earth is going on here?\They had a frantic duel.\Using all their skills and strength!\A cooking fight? response:	They matched the best of their abilities against each other, thus giving birth to a new friendship.
context: Rin!\What the hell?!\Rin!\Sir Pheles! What on earth is going on here?\They had a frantic duel.\Using all their skills and strength!\A cooking fight?\They matched the best of their abilities against each other, thus giving birth to a new friendship. response:	That fried rice was damn good!
context: What the hell?!\Rin!\Sir Pheles! What on earth is going on here?\They had a frantic duel.\Using all their skills and strength!\A cooking fight?\They matched the best of their abilities against each other, thus giving birth to a new friendship.\That fried rice was damn good! response:	What? My pork and rice wasn't bad either, you say?
context: Rin!\Sir Pheles! What on earth is going on here?\They had a frantic duel.\Using all their skills and strength!\A cooking fight?\They matched the best of their abilities against each other, thus giving birth to a new friendship.\That fried rice was damn good!\What? My pork and rice wasn't bad either, you say? response:	Let's make the ultimate lunch!
context: Sir Pheles! What on earth is going on here?\They had a frantic duel.\Using all their skills and strength!\A cooking fight?\They matched the best of their abilities against each other, thus giving birth to a new friendship.\That fried rice was damn good!\What? My pork and rice wasn't bad either, you say?\Let's make the ultimate lunch! response:	I'm sure we can do it together!
context: They had a frantic duel.\Using all their skills and strength!\A cooking fight?\They matched the best of their abilities against each other, thus giving birth to a new friendship.\That fried rice was damn good!\What? My pork and rice wasn't bad either, you say?\Let's make the ultimate lunch!\I'm sure we can do it together! response:	Amazing... He's unbelieveable in so many ways.
context: Using all their skills and strength!\A cooking fight?\They matched the best of their abilities against each other, thus giving birth to a new friendship.\That fried rice was damn good!\What? My pork and rice wasn't bad either, you say?\Let's make the ultimate lunch!\I'm sure we can do it together!\Amazing... He's unbelieveable in so many ways. response:	Okumura, is that homemade?
context: A cooking fight?\They matched the best of their abilities against each other, thus giving birth to a new friendship.\That fried rice was damn good!\What? My pork and rice wasn't bad either, you say?\Let's make the ultimate lunch!\I'm sure we can do it together!\Amazing... He's unbelieveable in so many ways.\Okumura, is that homemade? response:	Well...
context: They matched the best of their abilities against each other, thus giving birth to a new friendship.\That fried rice was damn good!\What? My pork and rice wasn't bad either, you say?\Let's make the ultimate lunch!\I'm sure we can do it together!\Amazing... He's unbelieveable in so many ways.\Okumura, is that homemade?\Well... response:	Looks so delicious!
context: That fried rice was damn good!\What? My pork and rice wasn't bad either, you say?\Let's make the ultimate lunch!\I'm sure we can do it together!\Amazing... He's unbelieveable in so many ways.\Okumura, is that homemade?\Well...\Looks so delicious! response:	Amazing, Okumura! You're not just good at studying but you're also a great cook!
context: What? My pork and rice wasn't bad either, you say?\Let's make the ultimate lunch!\I'm sure we can do it together!\Amazing... He's unbelieveable in so many ways.\Okumura, is that homemade?\Well...\Looks so delicious!\Amazing, Okumura! You're not just good at studying but you're also a great cook! response:	No, my brother made it.
context: Let's make the ultimate lunch!\I'm sure we can do it together!\Amazing... He's unbelieveable in so many ways.\Okumura, is that homemade?\Well...\Looks so delicious!\Amazing, Okumura! You're not just good at studying but you're also a great cook!\No, my brother made it. response:	Your brother?
context: I'm sure we can do it together!\Amazing... He's unbelieveable in so many ways.\Okumura, is that homemade?\Well...\Looks so delicious!\Amazing, Okumura! You're not just good at studying but you're also a great cook!\No, my brother made it.\Your brother? response:	Yeah, my brother's really good at cooking.
context: Amazing... He's unbelieveable in so many ways.\Okumura, is that homemade?\Well...\Looks so delicious!\Amazing, Okumura! You're not just good at studying but you're also a great cook!\No, my brother made it.\Your brother?\Yeah, my brother's really good at cooking. response:	Great, Yukio! Impress them with my cooking skills just like that!
context: Okumura, is that homemade?\Well...\Looks so delicious!\Amazing, Okumura! You're not just good at studying but you're also a great cook!\No, my brother made it.\Your brother?\Yeah, my brother's really good at cooking.\Great, Yukio! Impress them with my cooking skills just like that! response:	Okumura's brother...
context: Well...\Looks so delicious!\Amazing, Okumura! You're not just good at studying but you're also a great cook!\No, my brother made it.\Your brother?\Yeah, my brother's really good at cooking.\Great, Yukio! Impress them with my cooking skills just like that!\Okumura's brother... response:	You can make such a lunch by yourself, so cool!
context: Looks so delicious!\Amazing, Okumura! You're not just good at studying but you're also a great cook!\No, my brother made it.\Your brother?\Yeah, my brother's really good at cooking.\Great, Yukio! Impress them with my cooking skills just like that!\Okumura's brother...\You can make such a lunch by yourself, so cool! response:	And thus I'll be popular with the girls, for the first time in my life?
context: Amazing, Okumura! You're not just good at studying but you're also a great cook!\No, my brother made it.\Your brother?\Yeah, my brother's really good at cooking.\Great, Yukio! Impress them with my cooking skills just like that!\Okumura's brother...\You can make such a lunch by yourself, so cool!\And thus I'll be popular with the girls, for the first time in my life? response:	That's your brother?
context: No, my brother made it.\Your brother?\Yeah, my brother's really good at cooking.\Great, Yukio! Impress them with my cooking skills just like that!\Okumura's brother...\You can make such a lunch by yourself, so cool!\And thus I'll be popular with the girls, for the first time in my life?\That's your brother? response:	There's no way such a brute could cook at all.
context: Your brother?\Yeah, my brother's really good at cooking.\Great, Yukio! Impress them with my cooking skills just like that!\Okumura's brother...\You can make such a lunch by yourself, so cool!\And thus I'll be popular with the girls, for the first time in my life?\That's your brother?\There's no way such a brute could cook at all. response:	Will you teach me how to cook?
context: Yeah, my brother's really good at cooking.\Great, Yukio! Impress them with my cooking skills just like that!\Okumura's brother...\You can make such a lunch by yourself, so cool!\And thus I'll be popular with the girls, for the first time in my life?\That's your brother?\There's no way such a brute could cook at all.\Will you teach me how to cook? response:	Ah, me too!
context: Great, Yukio! Impress them with my cooking skills just like that!\Okumura's brother...\You can make such a lunch by yourself, so cool!\And thus I'll be popular with the girls, for the first time in my life?\That's your brother?\There's no way such a brute could cook at all.\Will you teach me how to cook?\Ah, me too! response:	Damn it, why?!
context: Okumura's brother...\You can make such a lunch by yourself, so cool!\And thus I'll be popular with the girls, for the first time in my life?\That's your brother?\There's no way such a brute could cook at all.\Will you teach me how to cook?\Ah, me too!\Damn it, why?! response:	Okumura's eating his lunch crying.
context: You can make such a lunch by yourself, so cool!\And thus I'll be popular with the girls, for the first time in my life?\That's your brother?\There's no way such a brute could cook at all.\Will you teach me how to cook?\Ah, me too!\Damn it, why?!\Okumura's eating his lunch crying. response:	He must've been very hungry.
context: And thus I'll be popular with the girls, for the first time in my life?\That's your brother?\There's no way such a brute could cook at all.\Will you teach me how to cook?\Ah, me too!\Damn it, why?!\Okumura's eating his lunch crying.\He must've been very hungry. response:	Don't even look, idiocy is contagious.
context: That's your brother?\There's no way such a brute could cook at all.\Will you teach me how to cook?\Ah, me too!\Damn it, why?!\Okumura's eating his lunch crying.\He must've been very hungry.\Don't even look, idiocy is contagious. response:	Guys who can cook are popular, my ass.
context: There's no way such a brute could cook at all.\Will you teach me how to cook?\Ah, me too!\Damn it, why?!\Okumura's eating his lunch crying.\He must've been very hungry.\Don't even look, idiocy is contagious.\Guys who can cook are popular, my ass. response:	I just let Yukio take credit for this, too.
context: Will you teach me how to cook?\Ah, me too!\Damn it, why?!\Okumura's eating his lunch crying.\He must've been very hungry.\Don't even look, idiocy is contagious.\Guys who can cook are popular, my ass.\I just let Yukio take credit for this, too. response:	Shiemi?
context: Ah, me too!\Damn it, why?!\Okumura's eating his lunch crying.\He must've been very hungry.\Don't even look, idiocy is contagious.\Guys who can cook are popular, my ass.\I just let Yukio take credit for this, too.\Shiemi? response:	What are you doing here?
context: Damn it, why?!\Okumura's eating his lunch crying.\He must've been very hungry.\Don't even look, idiocy is contagious.\Guys who can cook are popular, my ass.\I just let Yukio take credit for this, too.\Shiemi?\What are you doing here? response:	Shiemi?
context: Okumura's eating his lunch crying.\He must've been very hungry.\Don't even look, idiocy is contagious.\Guys who can cook are popular, my ass.\I just let Yukio take credit for this, too.\Shiemi?\What are you doing here?\Shiemi? response:	Yuki!
context: He must've been very hungry.\Don't even look, idiocy is contagious.\Guys who can cook are popular, my ass.\I just let Yukio take credit for this, too.\Shiemi?\What are you doing here?\Shiemi?\Yuki! response:	Can I help you?
context: Don't even look, idiocy is contagious.\Guys who can cook are popular, my ass.\I just let Yukio take credit for this, too.\Shiemi?\What are you doing here?\Shiemi?\Yuki!\Can I help you? response:	The malachites arrived, so I brought you your order.
context: Guys who can cook are popular, my ass.\I just let Yukio take credit for this, too.\Shiemi?\What are you doing here?\Shiemi?\Yuki!\Can I help you?\The malachites arrived, so I brought you your order. response:	Sorry for the trouble.
context: I just let Yukio take credit for this, too.\Shiemi?\What are you doing here?\Shiemi?\Yuki!\Can I help you?\The malachites arrived, so I brought you your order.\Sorry for the trouble. response:	Since you came all this way, how about some tea?
