context: Work! Work! response:	Let's see...
context: That can't be helped. We're doing it for the dance!\You shouldn't have tagged along if you're only doing it to dance!\May I ask who you people are?\She's a real dish!\There's no need to mentally shout that!\Who are you?\I'm Aceto, daughter of Balsamico, lord of this palace.\That's a name you'd probably bite your tongue saying! response:	Warren!
context: You shouldn't have tagged along if you're only doing it to dance!\May I ask who you people are?\She's a real dish!\There's no need to mentally shout that!\Who are you?\I'm Aceto, daughter of Balsamico, lord of this palace.\That's a name you'd probably bite your tongue saying!\Warren! response:	I'm Natsu of Fairy Tail!
context: May I ask who you people are?\She's a real dish!\There's no need to mentally shout that!\Who are you?\I'm Aceto, daughter of Balsamico, lord of this palace.\That's a name you'd probably bite your tongue saying!\Warren!\I'm Natsu of Fairy Tail! response:	We've accepted the request of your father, the Count.
context: She's a real dish!\There's no need to mentally shout that!\Who are you?\I'm Aceto, daughter of Balsamico, lord of this palace.\That's a name you'd probably bite your tongue saying!\Warren!\I'm Natsu of Fairy Tail!\We've accepted the request of your father, the Count. response:	In that case, I'll show you in.
context: There's no need to mentally shout that!\Who are you?\I'm Aceto, daughter of Balsamico, lord of this palace.\That's a name you'd probably bite your tongue saying!\Warren!\I'm Natsu of Fairy Tail!\We've accepted the request of your father, the Count.\In that case, I'll show you in. response:	This way, please.
context: Who are you?\I'm Aceto, daughter of Balsamico, lord of this palace.\That's a name you'd probably bite your tongue saying!\Warren!\I'm Natsu of Fairy Tail!\We've accepted the request of your father, the Count.\In that case, I'll show you in.\This way, please. response:	I'm Count Balsamico, the client.
context: I'm Aceto, daughter of Balsamico, lord of this palace.\That's a name you'd probably bite your tongue saying!\Warren!\I'm Natsu of Fairy Tail!\We've accepted the request of your father, the Count.\In that case, I'll show you in.\This way, please.\I'm Count Balsamico, the client. response:	He's not only got a sour name...
context: That's a name you'd probably bite your tongue saying!\Warren!\I'm Natsu of Fairy Tail!\We've accepted the request of your father, the Count.\In that case, I'll show you in.\This way, please.\I'm Count Balsamico, the client.\He's not only got a sour name... response:	His face is sour, too!
context: Warren!\I'm Natsu of Fairy Tail!\We've accepted the request of your father, the Count.\In that case, I'll show you in.\This way, please.\I'm Count Balsamico, the client.\He's not only got a sour name...\His face is sour, too! response:	Clam it, you two!
context: I'm Natsu of Fairy Tail!\We've accepted the request of your father, the Count.\In that case, I'll show you in.\This way, please.\I'm Count Balsamico, the client.\He's not only got a sour name...\His face is sour, too!\Clam it, you two! response:	Getting down to business, it's a little more complicated
context: We've accepted the request of your father, the Count.\In that case, I'll show you in.\This way, please.\I'm Count Balsamico, the client.\He's not only got a sour name...\His face is sour, too!\Clam it, you two!\Getting down to business, it's a little more complicated response:	than what I wrote in the request.
context: In that case, I'll show you in.\This way, please.\I'm Count Balsamico, the client.\He's not only got a sour name...\His face is sour, too!\Clam it, you two!\Getting down to business, it's a little more complicated\than what I wrote in the request. response:	Let us hear the details.
context: This way, please.\I'm Count Balsamico, the client.\He's not only got a sour name...\His face is sour, too!\Clam it, you two!\Getting down to business, it's a little more complicated\than what I wrote in the request.\Let us hear the details. response:	It's about the apple of my eye, my beautiful daughter...
context: I'm Count Balsamico, the client.\He's not only got a sour name...\His face is sour, too!\Clam it, you two!\Getting down to business, it's a little more complicated\than what I wrote in the request.\Let us hear the details.\It's about the apple of my eye, my beautiful daughter... response:	What was her name again? Tonguebite-san?
context: He's not only got a sour name...\His face is sour, too!\Clam it, you two!\Getting down to business, it's a little more complicated\than what I wrote in the request.\Let us hear the details.\It's about the apple of my eye, my beautiful daughter...\What was her name again? Tonguebite-san? response:	Aceto!
context: His face is sour, too!\Clam it, you two!\Getting down to business, it's a little more complicated\than what I wrote in the request.\Let us hear the details.\It's about the apple of my eye, my beautiful daughter...\What was her name again? Tonguebite-san?\Aceto! response:	My apologies. Please continue.
context: Clam it, you two!\Getting down to business, it's a little more complicated\than what I wrote in the request.\Let us hear the details.\It's about the apple of my eye, my beautiful daughter...\What was her name again? Tonguebite-san?\Aceto!\My apologies. Please continue. response:	Actually, my daughter's husband will be decided at this evening's magical ball.
context: Getting down to business, it's a little more complicated\than what I wrote in the request.\Let us hear the details.\It's about the apple of my eye, my beautiful daughter...\What was her name again? Tonguebite-san?\Aceto!\My apologies. Please continue.\Actually, my daughter's husband will be decided at this evening's magical ball. response:	What?! Her husband?!
context: than what I wrote in the request.\Let us hear the details.\It's about the apple of my eye, my beautiful daughter...\What was her name again? Tonguebite-san?\Aceto!\My apologies. Please continue.\Actually, my daughter's husband will be decided at this evening's magical ball.\What?! Her husband?! response:	For that purpose, I've got a ring that only comes out once every seven years.
context: Let us hear the details.\It's about the apple of my eye, my beautiful daughter...\What was her name again? Tonguebite-san?\Aceto!\My apologies. Please continue.\Actually, my daughter's husband will be decided at this evening's magical ball.\What?! Her husband?!\For that purpose, I've got a ring that only comes out once every seven years. response:	It's a precious ring that the Balsamico family
context: It's about the apple of my eye, my beautiful daughter...\What was her name again? Tonguebite-san?\Aceto!\My apologies. Please continue.\Actually, my daughter's husband will be decided at this evening's magical ball.\What?! Her husband?!\For that purpose, I've got a ring that only comes out once every seven years.\It's a precious ring that the Balsamico family response:	has handed down from generation to generation.
context: What was her name again? Tonguebite-san?\Aceto!\My apologies. Please continue.\Actually, my daughter's husband will be decided at this evening's magical ball.\What?! Her husband?!\For that purpose, I've got a ring that only comes out once every seven years.\It's a precious ring that the Balsamico family\has handed down from generation to generation. response:	Then Velveno has his eye on the ring?
context: Aceto!\My apologies. Please continue.\Actually, my daughter's husband will be decided at this evening's magical ball.\What?! Her husband?!\For that purpose, I've got a ring that only comes out once every seven years.\It's a precious ring that the Balsamico family\has handed down from generation to generation.\Then Velveno has his eye on the ring? response:	Indeed. In truth, Velveno went after the ring seven years ago, but failed.
context: My apologies. Please continue.\Actually, my daughter's husband will be decided at this evening's magical ball.\What?! Her husband?!\For that purpose, I've got a ring that only comes out once every seven years.\It's a precious ring that the Balsamico family\has handed down from generation to generation.\Then Velveno has his eye on the ring?\Indeed. In truth, Velveno went after the ring seven years ago, but failed. response:	As a result, though, the husband selection process was ruined.
context: Actually, my daughter's husband will be decided at this evening's magical ball.\What?! Her husband?!\For that purpose, I've got a ring that only comes out once every seven years.\It's a precious ring that the Balsamico family\has handed down from generation to generation.\Then Velveno has his eye on the ring?\Indeed. In truth, Velveno went after the ring seven years ago, but failed.\As a result, though, the husband selection process was ruined. response:	But with a face like this, even disguised,
context: What?! Her husband?!\For that purpose, I've got a ring that only comes out once every seven years.\It's a precious ring that the Balsamico family\has handed down from generation to generation.\Then Velveno has his eye on the ring?\Indeed. In truth, Velveno went after the ring seven years ago, but failed.\As a result, though, the husband selection process was ruined.\But with a face like this, even disguised, response:	wouldn't Velveno be easy to catch if he tried to sneak into the ball?
context: For that purpose, I've got a ring that only comes out once every seven years.\It's a precious ring that the Balsamico family\has handed down from generation to generation.\Then Velveno has his eye on the ring?\Indeed. In truth, Velveno went after the ring seven years ago, but failed.\As a result, though, the husband selection process was ruined.\But with a face like this, even disguised,\wouldn't Velveno be easy to catch if he tried to sneak into the ball? response:	He uses Transformation Magic and Magical Drain.
context: It's a precious ring that the Balsamico family\has handed down from generation to generation.\Then Velveno has his eye on the ring?\Indeed. In truth, Velveno went after the ring seven years ago, but failed.\As a result, though, the husband selection process was ruined.\But with a face like this, even disguised,\wouldn't Velveno be easy to catch if he tried to sneak into the ball?\He uses Transformation Magic and Magical Drain. response:	Magical Drain? What's that?
context: has handed down from generation to generation.\Then Velveno has his eye on the ring?\Indeed. In truth, Velveno went after the ring seven years ago, but failed.\As a result, though, the husband selection process was ruined.\But with a face like this, even disguised,\wouldn't Velveno be easy to catch if he tried to sneak into the ball?\He uses Transformation Magic and Magical Drain.\Magical Drain? What's that? response:	It's a truly troublesome form of magic that lets him copy the magic powers
context: Then Velveno has his eye on the ring?\Indeed. In truth, Velveno went after the ring seven years ago, but failed.\As a result, though, the husband selection process was ruined.\But with a face like this, even disguised,\wouldn't Velveno be easy to catch if he tried to sneak into the ball?\He uses Transformation Magic and Magical Drain.\Magical Drain? What's that?\It's a truly troublesome form of magic that lets him copy the magic powers response:	of whatever wizard he touches for a short period of time.
context: Indeed. In truth, Velveno went after the ring seven years ago, but failed.\As a result, though, the husband selection process was ruined.\But with a face like this, even disguised,\wouldn't Velveno be easy to catch if he tried to sneak into the ball?\He uses Transformation Magic and Magical Drain.\Magical Drain? What's that?\It's a truly troublesome form of magic that lets him copy the magic powers\of whatever wizard he touches for a short period of time. response:	Huh! That ain't too shabby!
context: As a result, though, the husband selection process was ruined.\But with a face like this, even disguised,\wouldn't Velveno be easy to catch if he tried to sneak into the ball?\He uses Transformation Magic and Magical Drain.\Magical Drain? What's that?\It's a truly troublesome form of magic that lets him copy the magic powers\of whatever wizard he touches for a short period of time.\Huh! That ain't too shabby! response:	I want you to combine your powers and protect the ring from Velveno!
context: But with a face like this, even disguised,\wouldn't Velveno be easy to catch if he tried to sneak into the ball?\He uses Transformation Magic and Magical Drain.\Magical Drain? What's that?\It's a truly troublesome form of magic that lets him copy the magic powers\of whatever wizard he touches for a short period of time.\Huh! That ain't too shabby!\I want you to combine your powers and protect the ring from Velveno! response:	Then capture the scoundrel and send him back to prison!
context: wouldn't Velveno be easy to catch if he tried to sneak into the ball?\He uses Transformation Magic and Magical Drain.\Magical Drain? What's that?\It's a truly troublesome form of magic that lets him copy the magic powers\of whatever wizard he touches for a short period of time.\Huh! That ain't too shabby!\I want you to combine your powers and protect the ring from Velveno!\Then capture the scoundrel and send him back to prison! response:	We've got you covered!
context: He uses Transformation Magic and Magical Drain.\Magical Drain? What's that?\It's a truly troublesome form of magic that lets him copy the magic powers\of whatever wizard he touches for a short period of time.\Huh! That ain't too shabby!\I want you to combine your powers and protect the ring from Velveno!\Then capture the scoundrel and send him back to prison!\We've got you covered! response:	We won't let you down, sir!
context: Magical Drain? What's that?\It's a truly troublesome form of magic that lets him copy the magic powers\of whatever wizard he touches for a short period of time.\Huh! That ain't too shabby!\I want you to combine your powers and protect the ring from Velveno!\Then capture the scoundrel and send him back to prison!\We've got you covered!\We won't let you down, sir! response:	And just to make sure, if we catch Velveno,
context: It's a truly troublesome form of magic that lets him copy the magic powers\of whatever wizard he touches for a short period of time.\Huh! That ain't too shabby!\I want you to combine your powers and protect the ring from Velveno!\Then capture the scoundrel and send him back to prison!\We've got you covered!\We won't let you down, sir!\And just to make sure, if we catch Velveno, response:	you'll follow through with what was written on the request form...
context: of whatever wizard he touches for a short period of time.\Huh! That ain't too shabby!\I want you to combine your powers and protect the ring from Velveno!\Then capture the scoundrel and send him back to prison!\We've got you covered!\We won't let you down, sir!\And just to make sure, if we catch Velveno,\you'll follow through with what was written on the request form... response:	Indeed. I'll pay 4,000,000 jewel in cash.
context: Huh! That ain't too shabby!\I want you to combine your powers and protect the ring from Velveno!\Then capture the scoundrel and send him back to prison!\We've got you covered!\We won't let you down, sir!\And just to make sure, if we catch Velveno,\you'll follow through with what was written on the request form...\Indeed. I'll pay 4,000,000 jewel in cash. response:	Yesss!
context: I want you to combine your powers and protect the ring from Velveno!\Then capture the scoundrel and send him back to prison!\We've got you covered!\We won't let you down, sir!\And just to make sure, if we catch Velveno,\you'll follow through with what was written on the request form...\Indeed. I'll pay 4,000,000 jewel in cash.\Yesss! response:	Cash! Right when I need it the most!
context: Then capture the scoundrel and send him back to prison!\We've got you covered!\We won't let you down, sir!\And just to make sure, if we catch Velveno,\you'll follow through with what was written on the request form...\Indeed. I'll pay 4,000,000 jewel in cash.\Yesss!\Cash! Right when I need it the most! response:	Perfect-ebi.
context: We've got you covered!\We won't let you down, sir!\And just to make sure, if we catch Velveno,\you'll follow through with what was written on the request form...\Indeed. I'll pay 4,000,000 jewel in cash.\Yesss!\Cash! Right when I need it the most!\Perfect-ebi. response:	What if I'm so cute that somebody proposes to me?!
context: We won't let you down, sir!\And just to make sure, if we catch Velveno,\you'll follow through with what was written on the request form...\Indeed. I'll pay 4,000,000 jewel in cash.\Yesss!\Cash! Right when I need it the most!\Perfect-ebi.\What if I'm so cute that somebody proposes to me?! response:	Lucy, are you ready?
context: And just to make sure, if we catch Velveno,\you'll follow through with what was written on the request form...\Indeed. I'll pay 4,000,000 jewel in cash.\Yesss!\Cash! Right when I need it the most!\Perfect-ebi.\What if I'm so cute that somebody proposes to me?!\Lucy, are you ready? response:	Why are you in serious mode?!
context: you'll follow through with what was written on the request form...\Indeed. I'll pay 4,000,000 jewel in cash.\Yesss!\Cash! Right when I need it the most!\Perfect-ebi.\What if I'm so cute that somebody proposes to me?!\Lucy, are you ready?\Why are you in serious mode?! response:	Work or not, this is the minimum amount of decorum due
context: Indeed. I'll pay 4,000,000 jewel in cash.\Yesss!\Cash! Right when I need it the most!\Perfect-ebi.\What if I'm so cute that somebody proposes to me?!\Lucy, are you ready?\Why are you in serious mode?!\Work or not, this is the minimum amount of decorum due response:	when participating in a ball.
context: Yesss!\Cash! Right when I need it the most!\Perfect-ebi.\What if I'm so cute that somebody proposes to me?!\Lucy, are you ready?\Why are you in serious mode?!\Work or not, this is the minimum amount of decorum due\when participating in a ball. response:	Do I look okay?
context: Cash! Right when I need it the most!\Perfect-ebi.\What if I'm so cute that somebody proposes to me?!\Lucy, are you ready?\Why are you in serious mode?!\Work or not, this is the minimum amount of decorum due\when participating in a ball.\Do I look okay? response:	Wendy, you look super cute!
context: Perfect-ebi.\What if I'm so cute that somebody proposes to me?!\Lucy, are you ready?\Why are you in serious mode?!\Work or not, this is the minimum amount of decorum due\when participating in a ball.\Do I look okay?\Wendy, you look super cute! response:	But I'm a little embarrassed...
context: What if I'm so cute that somebody proposes to me?!\Lucy, are you ready?\Why are you in serious mode?!\Work or not, this is the minimum amount of decorum due\when participating in a ball.\Do I look okay?\Wendy, you look super cute!\But I'm a little embarrassed... response:	Come on! The ball's curtain is going up!
context: Lucy, are you ready?\Why are you in serious mode?!\Work or not, this is the minimum amount of decorum due\when participating in a ball.\Do I look okay?\Wendy, you look super cute!\But I'm a little embarrassed...\Come on! The ball's curtain is going up! response:	We're getting up on stage, too!
context: Why are you in serious mode?!\Work or not, this is the minimum amount of decorum due\when participating in a ball.\Do I look okay?\Wendy, you look super cute!\But I'm a little embarrassed...\Come on! The ball's curtain is going up!\We're getting up on stage, too! response:	Erza is into this as much as she was acting that time!
context: Work or not, this is the minimum amount of decorum due\when participating in a ball.\Do I look okay?\Wendy, you look super cute!\But I'm a little embarrassed...\Come on! The ball's curtain is going up!\We're getting up on stage, too!\Erza is into this as much as she was acting that time! response:	Okay! I'll do my best, too!
context: when participating in a ball.\Do I look okay?\Wendy, you look super cute!\But I'm a little embarrassed...\Come on! The ball's curtain is going up!\We're getting up on stage, too!\Erza is into this as much as she was acting that time!\Okay! I'll do my best, too! response:	But first I have to cast Troia on Natsu.
context: Do I look okay?\Wendy, you look super cute!\But I'm a little embarrassed...\Come on! The ball's curtain is going up!\We're getting up on stage, too!\Erza is into this as much as she was acting that time!\Okay! I'll do my best, too!\But first I have to cast Troia on Natsu. response:	Warren, anyone here seem like they could be Velveno?
context: Wendy, you look super cute!\But I'm a little embarrassed...\Come on! The ball's curtain is going up!\We're getting up on stage, too!\Erza is into this as much as she was acting that time!\Okay! I'll do my best, too!\But first I have to cast Troia on Natsu.\Warren, anyone here seem like they could be Velveno? response:	I used a surveillance lacrima to investigate the whole place,
context: But I'm a little embarrassed...\Come on! The ball's curtain is going up!\We're getting up on stage, too!\Erza is into this as much as she was acting that time!\Okay! I'll do my best, too!\But first I have to cast Troia on Natsu.\Warren, anyone here seem like they could be Velveno?\I used a surveillance lacrima to investigate the whole place, response:	but there's no sign of him at the moment.
context: Come on! The ball's curtain is going up!\We're getting up on stage, too!\Erza is into this as much as she was acting that time!\Okay! I'll do my best, too!\But first I have to cast Troia on Natsu.\Warren, anyone here seem like they could be Velveno?\I used a surveillance lacrima to investigate the whole place,\but there's no sign of him at the moment. response:	We'll let you know the second we spot a suspicious character!
context: We're getting up on stage, too!\Erza is into this as much as she was acting that time!\Okay! I'll do my best, too!\But first I have to cast Troia on Natsu.\Warren, anyone here seem like they could be Velveno?\I used a surveillance lacrima to investigate the whole place,\but there's no sign of him at the moment.\We'll let you know the second we spot a suspicious character! response:	Until then, try to act naturally.
context: Erza is into this as much as she was acting that time!\Okay! I'll do my best, too!\But first I have to cast Troia on Natsu.\Warren, anyone here seem like they could be Velveno?\I used a surveillance lacrima to investigate the whole place,\but there's no sign of him at the moment.\We'll let you know the second we spot a suspicious character!\Until then, try to act naturally. response:	Where are Natsu and the rest?
context: Okay! I'll do my best, too!\But first I have to cast Troia on Natsu.\Warren, anyone here seem like they could be Velveno?\I used a surveillance lacrima to investigate the whole place,\but there's no sign of him at the moment.\We'll let you know the second we spot a suspicious character!\Until then, try to act naturally.\Where are Natsu and the rest? response:	There they are!
context: But first I have to cast Troia on Natsu.\Warren, anyone here seem like they could be Velveno?\I used a surveillance lacrima to investigate the whole place,\but there's no sign of him at the moment.\We'll let you know the second we spot a suspicious character!\Until then, try to act naturally.\Where are Natsu and the rest?\There they are! response:	Lucy and the others are here, too.
context: Warren, anyone here seem like they could be Velveno?\I used a surveillance lacrima to investigate the whole place,\but there's no sign of him at the moment.\We'll let you know the second we spot a suspicious character!\Until then, try to act naturally.\Where are Natsu and the rest?\There they are!\Lucy and the others are here, too. response:	Then why don't we blend in with the other guests and dance?
context: I used a surveillance lacrima to investigate the whole place,\but there's no sign of him at the moment.\We'll let you know the second we spot a suspicious character!\Until then, try to act naturally.\Where are Natsu and the rest?\There they are!\Lucy and the others are here, too.\Then why don't we blend in with the other guests and dance? response:	Th-That's... Man!
context: but there's no sign of him at the moment.\We'll let you know the second we spot a suspicious character!\Until then, try to act naturally.\Where are Natsu and the rest?\There they are!\Lucy and the others are here, too.\Then why don't we blend in with the other guests and dance?\Th-That's... Man! response:	What are you nervous about?!
context: We'll let you know the second we spot a suspicious character!\Until then, try to act naturally.\Where are Natsu and the rest?\There they are!\Lucy and the others are here, too.\Then why don't we blend in with the other guests and dance?\Th-That's... Man!\What are you nervous about?! response:	Still, is Velveno really going to show up at a glitzy place like this?
context: Until then, try to act naturally.\Where are Natsu and the rest?\There they are!\Lucy and the others are here, too.\Then why don't we blend in with the other guests and dance?\Th-That's... Man!\What are you nervous about?!\Still, is Velveno really going to show up at a glitzy place like this? response:	All we can do is look for a suspicious guy without ruffling any feathers...
context: Where are Natsu and the rest?\There they are!\Lucy and the others are here, too.\Then why don't we blend in with the other guests and dance?\Th-That's... Man!\What are you nervous about?!\Still, is Velveno really going to show up at a glitzy place like this?\All we can do is look for a suspicious guy without ruffling any feathers... response:	Hey there, baby!
context: There they are!\Lucy and the others are here, too.\Then why don't we blend in with the other guests and dance?\Th-That's... Man!\What are you nervous about?!\Still, is Velveno really going to show up at a glitzy place like this?\All we can do is look for a suspicious guy without ruffling any feathers...\Hey there, baby! response:	No frownin' now! C'mon, cut the rug with me!
context: Lucy and the others are here, too.\Then why don't we blend in with the other guests and dance?\Th-That's... Man!\What are you nervous about?!\Still, is Velveno really going to show up at a glitzy place like this?\All we can do is look for a suspicious guy without ruffling any feathers...\Hey there, baby!\No frownin' now! C'mon, cut the rug with me! response:	Some suspicious guy just invited Erza to dance!
context: Then why don't we blend in with the other guests and dance?\Th-That's... Man!\What are you nervous about?!\Still, is Velveno really going to show up at a glitzy place like this?\All we can do is look for a suspicious guy without ruffling any feathers...\Hey there, baby!\No frownin' now! C'mon, cut the rug with me!\Some suspicious guy just invited Erza to dance! response:	Check him out!
context: Th-That's... Man!\What are you nervous about?!\Still, is Velveno really going to show up at a glitzy place like this?\All we can do is look for a suspicious guy without ruffling any feathers...\Hey there, baby!\No frownin' now! C'mon, cut the rug with me!\Some suspicious guy just invited Erza to dance!\Check him out! response:	Gotcha.
context: What are you nervous about?!\Still, is Velveno really going to show up at a glitzy place like this?\All we can do is look for a suspicious guy without ruffling any feathers...\Hey there, baby!\No frownin' now! C'mon, cut the rug with me!\Some suspicious guy just invited Erza to dance!\Check him out!\Gotcha. response:	Fine.
context: Still, is Velveno really going to show up at a glitzy place like this?\All we can do is look for a suspicious guy without ruffling any feathers...\Hey there, baby!\No frownin' now! C'mon, cut the rug with me!\Some suspicious guy just invited Erza to dance!\Check him out!\Gotcha.\Fine. response:	Poor guy...
context: All we can do is look for a suspicious guy without ruffling any feathers...\Hey there, baby!\No frownin' now! C'mon, cut the rug with me!\Some suspicious guy just invited Erza to dance!\Check him out!\Gotcha.\Fine.\Poor guy... response:	I figured...
context: Hey there, baby!\No frownin' now! C'mon, cut the rug with me!\Some suspicious guy just invited Erza to dance!\Check him out!\Gotcha.\Fine.\Poor guy...\I figured... response:	That the guy?!
context: No frownin' now! C'mon, cut the rug with me!\Some suspicious guy just invited Erza to dance!\Check him out!\Gotcha.\Fine.\Poor guy...\I figured...\That the guy?! response:	The world is spinning! I mean, more than usual!
context: Some suspicious guy just invited Erza to dance!\Check him out!\Gotcha.\Fine.\Poor guy...\I figured...\That the guy?!\The world is spinning! I mean, more than usual! response:	You don't have enough spirit!
context: Check him out!\Gotcha.\Fine.\Poor guy...\I figured...\That the guy?!\The world is spinning! I mean, more than usual!\You don't have enough spirit! response:	About Erza, we, uh...
context: Gotcha.\Fine.\Poor guy...\I figured...\That the guy?!\The world is spinning! I mean, more than usual!\You don't have enough spirit!\About Erza, we, uh... response:	Shall we dance?
context: Fine.\Poor guy...\I figured...\That the guy?!\The world is spinning! I mean, more than usual!\You don't have enough spirit!\About Erza, we, uh...\Shall we dance? response:	Y-Yes!
context: Poor guy...\I figured...\That the guy?!\The world is spinning! I mean, more than usual!\You don't have enough spirit!\About Erza, we, uh...\Shall we dance?\Y-Yes! response:	Now someone asked Lucy to dance!
context: I figured...\That the guy?!\The world is spinning! I mean, more than usual!\You don't have enough spirit!\About Erza, we, uh...\Shall we dance?\Y-Yes!\Now someone asked Lucy to dance! response:	He's suspiciously good-looking!
context: That the guy?!\The world is spinning! I mean, more than usual!\You don't have enough spirit!\About Erza, we, uh...\Shall we dance?\Y-Yes!\Now someone asked Lucy to dance!\He's suspiciously good-looking! response:	You should check him out.
context: The world is spinning! I mean, more than usual!\You don't have enough spirit!\About Erza, we, uh...\Shall we dance?\Y-Yes!\Now someone asked Lucy to dance!\He's suspiciously good-looking!\You should check him out. response:	So Lucy's next...
context: You don't have enough spirit!\About Erza, we, uh...\Shall we dance?\Y-Yes!\Now someone asked Lucy to dance!\He's suspiciously good-looking!\You should check him out.\So Lucy's next... response:	Let's go!
context: About Erza, we, uh...\Shall we dance?\Y-Yes!\Now someone asked Lucy to dance!\He's suspiciously good-looking!\You should check him out.\So Lucy's next...\Let's go! response:	Since you won't take no for an answer...
context: Shall we dance?\Y-Yes!\Now someone asked Lucy to dance!\He's suspiciously good-looking!\You should check him out.\So Lucy's next...\Let's go!\Since you won't take no for an answer... response:	What the hell's your problem?!
context: Y-Yes!\Now someone asked Lucy to dance!\He's suspiciously good-looking!\You should check him out.\So Lucy's next...\Let's go!\Since you won't take no for an answer...\What the hell's your problem?! response:	We didn't ask you!
context: Now someone asked Lucy to dance!\He's suspiciously good-looking!\You should check him out.\So Lucy's next...\Let's go!\Since you won't take no for an answer...\What the hell's your problem?!\We didn't ask you! response:	Alright! I'll handle this...
context: He's suspiciously good-looking!\You should check him out.\So Lucy's next...\Let's go!\Since you won't take no for an answer...\What the hell's your problem?!\We didn't ask you!\Alright! I'll handle this... response:	May I have this dance?
context: You should check him out.\So Lucy's next...\Let's go!\Since you won't take no for an answer...\What the hell's your problem?!\We didn't ask you!\Alright! I'll handle this...\May I have this dance? response:	Man! This is what a Man is!
context: So Lucy's next...\Let's go!\Since you won't take no for an answer...\What the hell's your problem?!\We didn't ask you!\Alright! I'll handle this...\May I have this dance?\Man! This is what a Man is! response:	I'm so happy I was born a Man!
context: Let's go!\Since you won't take no for an answer...\What the hell's your problem?!\We didn't ask you!\Alright! I'll handle this...\May I have this dance?\Man! This is what a Man is!\I'm so happy I was born a Man! response:	It's fishy for a beautiful woman like that to go up to Elfman!
context: Since you won't take no for an answer...\What the hell's your problem?!\We didn't ask you!\Alright! I'll handle this...\May I have this dance?\Man! This is what a Man is!\I'm so happy I was born a Man!\It's fishy for a beautiful woman like that to go up to Elfman! response:	If she's Velveno, she probably intends to drain Elfman's Beast Soul power!
context: What the hell's your problem?!\We didn't ask you!\Alright! I'll handle this...\May I have this dance?\Man! This is what a Man is!\I'm so happy I was born a Man!\It's fishy for a beautiful woman like that to go up to Elfman!\If she's Velveno, she probably intends to drain Elfman's Beast Soul power! response:	The woman who asked Elfman to dance is suspect!
context: We didn't ask you!\Alright! I'll handle this...\May I have this dance?\Man! This is what a Man is!\I'm so happy I was born a Man!\It's fishy for a beautiful woman like that to go up to Elfman!\If she's Velveno, she probably intends to drain Elfman's Beast Soul power!\The woman who asked Elfman to dance is suspect! response:	We're on our way!
context: Alright! I'll handle this...\May I have this dance?\Man! This is what a Man is!\I'm so happy I was born a Man!\It's fishy for a beautiful woman like that to go up to Elfman!\If she's Velveno, she probably intends to drain Elfman's Beast Soul power!\The woman who asked Elfman to dance is suspect!\We're on our way! response:	How dreamy!
context: May I have this dance?\Man! This is what a Man is!\I'm so happy I was born a Man!\It's fishy for a beautiful woman like that to go up to Elfman!\If she's Velveno, she probably intends to drain Elfman's Beast Soul power!\The woman who asked Elfman to dance is suspect!\We're on our way!\How dreamy! response:	Elfman! Let Gray take over!
context: Man! This is what a Man is!\I'm so happy I was born a Man!\It's fishy for a beautiful woman like that to go up to Elfman!\If she's Velveno, she probably intends to drain Elfman's Beast Soul power!\The woman who asked Elfman to dance is suspect!\We're on our way!\How dreamy!\Elfman! Let Gray take over! response:	Forget it!
context: I'm so happy I was born a Man!\It's fishy for a beautiful woman like that to go up to Elfman!\If she's Velveno, she probably intends to drain Elfman's Beast Soul power!\The woman who asked Elfman to dance is suspect!\We're on our way!\How dreamy!\Elfman! Let Gray take over!\Forget it! response:	What?!
context: It's fishy for a beautiful woman like that to go up to Elfman!\If she's Velveno, she probably intends to drain Elfman's Beast Soul power!\The woman who asked Elfman to dance is suspect!\We're on our way!\How dreamy!\Elfman! Let Gray take over!\Forget it!\What?! response:	When you're in love, the bigger the obstacle, the more fired up you become!
context: If she's Velveno, she probably intends to drain Elfman's Beast Soul power!\The woman who asked Elfman to dance is suspect!\We're on our way!\How dreamy!\Elfman! Let Gray take over!\Forget it!\What?!\When you're in love, the bigger the obstacle, the more fired up you become! response:	And that is precisely...
context: The woman who asked Elfman to dance is suspect!\We're on our way!\How dreamy!\Elfman! Let Gray take over!\Forget it!\What?!\When you're in love, the bigger the obstacle, the more fired up you become!\And that is precisely... response:	Time for a new partner.
context: We're on our way!\How dreamy!\Elfman! Let Gray take over!\Forget it!\What?!\When you're in love, the bigger the obstacle, the more fired up you become!\And that is precisely...\Time for a new partner. response:	You're a pretty nice-looking guy yourself.
context: How dreamy!\Elfman! Let Gray take over!\Forget it!\What?!\When you're in love, the bigger the obstacle, the more fired up you become!\And that is precisely...\Time for a new partner.\You're a pretty nice-looking guy yourself. response:	Being a guest here at the magical ball must mean you're a wizard, too, right?
context: Elfman! Let Gray take over!\Forget it!\What?!\When you're in love, the bigger the obstacle, the more fired up you become!\And that is precisely...\Time for a new partner.\You're a pretty nice-looking guy yourself.\Being a guest here at the magical ball must mean you're a wizard, too, right? response:	What kind of magic can you use?
context: Forget it!\What?!\When you're in love, the bigger the obstacle, the more fired up you become!\And that is precisely...\Time for a new partner.\You're a pretty nice-looking guy yourself.\Being a guest here at the magical ball must mean you're a wizard, too, right?\What kind of magic can you use? response:	Oh, my. Before asking a lady about magic,
