context: At that moment, the wind had suddenly blown. response:	Among the scattering cherry blossom petals in full bloom,
context: If you search for MayuMayu on the computer, you can read my stories right away!\Eh, are you interested?\I may not look like it, but I was once a young man who was into literature.\I've read quite a bit, like works from Kamizaki and Kajii.\Wow, you really are refined, Matsumoto!\Ah, I guess...\Beneath the cherry blossom tree lies a buried corpse.\Or some mystery like that. response:	Let's begin.
context: Eh, are you interested?\I may not look like it, but I was once a young man who was into literature.\I've read quite a bit, like works from Kamizaki and Kajii.\Wow, you really are refined, Matsumoto!\Ah, I guess...\Beneath the cherry blossom tree lies a buried corpse.\Or some mystery like that.\Let's begin. response:	A buried corpse, huh?
context: I may not look like it, but I was once a young man who was into literature.\I've read quite a bit, like works from Kamizaki and Kajii.\Wow, you really are refined, Matsumoto!\Ah, I guess...\Beneath the cherry blossom tree lies a buried corpse.\Or some mystery like that.\Let's begin.\A buried corpse, huh? response:	Ah, I shouldn't have asked something that weird.
context: I've read quite a bit, like works from Kamizaki and Kajii.\Wow, you really are refined, Matsumoto!\Ah, I guess...\Beneath the cherry blossom tree lies a buried corpse.\Or some mystery like that.\Let's begin.\A buried corpse, huh?\Ah, I shouldn't have asked something that weird. response:	Why do I, feared as the Black Reaper, have to do this?
context: Wow, you really are refined, Matsumoto!\Ah, I guess...\Beneath the cherry blossom tree lies a buried corpse.\Or some mystery like that.\Let's begin.\A buried corpse, huh?\Ah, I shouldn't have asked something that weird.\Why do I, feared as the Black Reaper, have to do this? response:	This is it?
context: Ah, I guess...\Beneath the cherry blossom tree lies a buried corpse.\Or some mystery like that.\Let's begin.\A buried corpse, huh?\Ah, I shouldn't have asked something that weird.\Why do I, feared as the Black Reaper, have to do this?\This is it? response:	What about the numerical password? Is there a memo or something?
context: Beneath the cherry blossom tree lies a buried corpse.\Or some mystery like that.\Let's begin.\A buried corpse, huh?\Ah, I shouldn't have asked something that weird.\Why do I, feared as the Black Reaper, have to do this?\This is it?\What about the numerical password? Is there a memo or something? response:	No.
context: Or some mystery like that.\Let's begin.\A buried corpse, huh?\Ah, I shouldn't have asked something that weird.\Why do I, feared as the Black Reaper, have to do this?\This is it?\What about the numerical password? Is there a memo or something?\No. response:	This is it, it's written right on it.
context: Let's begin.\A buried corpse, huh?\Ah, I shouldn't have asked something that weird.\Why do I, feared as the Black Reaper, have to do this?\This is it?\What about the numerical password? Is there a memo or something?\No.\This is it, it's written right on it. response:	4697...
context: A buried corpse, huh?\Ah, I shouldn't have asked something that weird.\Why do I, feared as the Black Reaper, have to do this?\This is it?\What about the numerical password? Is there a memo or something?\No.\This is it, it's written right on it.\4697... response:	W-What was that?
context: Ah, I shouldn't have asked something that weird.\Why do I, feared as the Black Reaper, have to do this?\This is it?\What about the numerical password? Is there a memo or something?\No.\This is it, it's written right on it.\4697...\W-What was that? response:	A-A pervert!
context: Why do I, feared as the Black Reaper, have to do this?\This is it?\What about the numerical password? Is there a memo or something?\No.\This is it, it's written right on it.\4697...\W-What was that?\A-A pervert! response:	S-S-Stay away!
context: This is it?\What about the numerical password? Is there a memo or something?\No.\This is it, it's written right on it.\4697...\W-What was that?\A-A pervert!\S-S-Stay away! response:	This is the number.
context: What about the numerical password? Is there a memo or something?\No.\This is it, it's written right on it.\4697...\W-What was that?\A-A pervert!\S-S-Stay away!\This is the number. response:	4697635.
context: No.\This is it, it's written right on it.\4697...\W-What was that?\A-A pervert!\S-S-Stay away!\This is the number.\4697635. response:	You heard the number just now, didn't you?
context: This is it, it's written right on it.\4697...\W-What was that?\A-A pervert!\S-S-Stay away!\This is the number.\4697635.\You heard the number just now, didn't you? response:	I-I heard nothing.
context: 4697...\W-What was that?\A-A pervert!\S-S-Stay away!\This is the number.\4697635.\You heard the number just now, didn't you?\I-I heard nothing. response:	The number 4697635!
context: W-What was that?\A-A pervert!\S-S-Stay away!\This is the number.\4697635.\You heard the number just now, didn't you?\I-I heard nothing.\The number 4697635! response:	You heard it again!
context: A-A pervert!\S-S-Stay away!\This is the number.\4697635.\You heard the number just now, didn't you?\I-I heard nothing.\The number 4697635!\You heard it again! response:	N-No, it's because you said it!
context: S-S-Stay away!\This is the number.\4697635.\You heard the number just now, didn't you?\I-I heard nothing.\The number 4697635!\You heard it again!\N-No, it's because you said it! response:	Shut up!
context: This is the number.\4697635.\You heard the number just now, didn't you?\I-I heard nothing.\The number 4697635!\You heard it again!\N-No, it's because you said it!\Shut up! response:	Dammit! I can't keep things a secret because of my remuneration!
context: 4697635.\You heard the number just now, didn't you?\I-I heard nothing.\The number 4697635!\You heard it again!\N-No, it's because you said it!\Shut up!\Dammit! I can't keep things a secret because of my remuneration! response:	Remuneration?
context: You heard the number just now, didn't you?\I-I heard nothing.\The number 4697635!\You heard it again!\N-No, it's because you said it!\Shut up!\Dammit! I can't keep things a secret because of my remuneration!\Remuneration? response:	I said something I shouldn't have again!
context: I-I heard nothing.\The number 4697635!\You heard it again!\N-No, it's because you said it!\Shut up!\Dammit! I can't keep things a secret because of my remuneration!\Remuneration?\I said something I shouldn't have again! response:	I can't let you go now because you heard things you shouldn't have.
context: The number 4697635!\You heard it again!\N-No, it's because you said it!\Shut up!\Dammit! I can't keep things a secret because of my remuneration!\Remuneration?\I said something I shouldn't have again!\I can't let you go now because you heard things you shouldn't have. response:	I-I don't remember any numbers.
context: You heard it again!\N-No, it's because you said it!\Shut up!\Dammit! I can't keep things a secret because of my remuneration!\Remuneration?\I said something I shouldn't have again!\I can't let you go now because you heard things you shouldn't have.\I-I don't remember any numbers. response:	Liar! 4697...
context: N-No, it's because you said it!\Shut up!\Dammit! I can't keep things a secret because of my remuneration!\Remuneration?\I said something I shouldn't have again!\I can't let you go now because you heard things you shouldn't have.\I-I don't remember any numbers.\Liar! 4697... response:	635.
context: Shut up!\Dammit! I can't keep things a secret because of my remuneration!\Remuneration?\I said something I shouldn't have again!\I can't let you go now because you heard things you shouldn't have.\I-I don't remember any numbers.\Liar! 4697...\635. response:	See? You do remember.
context: Dammit! I can't keep things a secret because of my remuneration!\Remuneration?\I said something I shouldn't have again!\I can't let you go now because you heard things you shouldn't have.\I-I don't remember any numbers.\Liar! 4697...\635.\See? You do remember. response:	T-That's because you said it over and over!
context: Remuneration?\I said something I shouldn't have again!\I can't let you go now because you heard things you shouldn't have.\I-I don't remember any numbers.\Liar! 4697...\635.\See? You do remember.\T-That's because you said it over and over! response:	S-Stop!
context: I said something I shouldn't have again!\I can't let you go now because you heard things you shouldn't have.\I-I don't remember any numbers.\Liar! 4697...\635.\See? You do remember.\T-That's because you said it over and over!\S-Stop! response:	Things seemed so detached from reality just now,
context: I can't let you go now because you heard things you shouldn't have.\I-I don't remember any numbers.\Liar! 4697...\635.\See? You do remember.\T-That's because you said it over and over!\S-Stop!\Things seemed so detached from reality just now, response:	and all I could remember was the appearance of the person who saved me.
context: I-I don't remember any numbers.\Liar! 4697...\635.\See? You do remember.\T-That's because you said it over and over!\S-Stop!\Things seemed so detached from reality just now,\and all I could remember was the appearance of the person who saved me. response:	He was beautiful.
context: Liar! 4697...\635.\See? You do remember.\T-That's because you said it over and over!\S-Stop!\Things seemed so detached from reality just now,\and all I could remember was the appearance of the person who saved me.\He was beautiful. response:	Especially the line of his collarbone.
context: 635.\See? You do remember.\T-That's because you said it over and over!\S-Stop!\Things seemed so detached from reality just now,\and all I could remember was the appearance of the person who saved me.\He was beautiful.\Especially the line of his collarbone. response:	I remembered that he had danced like the air, though.
context: See? You do remember.\T-That's because you said it over and over!\S-Stop!\Things seemed so detached from reality just now,\and all I could remember was the appearance of the person who saved me.\He was beautiful.\Especially the line of his collarbone.\I remembered that he had danced like the air, though. response:	And there my memory stops.
context: T-That's because you said it over and over!\S-Stop!\Things seemed so detached from reality just now,\and all I could remember was the appearance of the person who saved me.\He was beautiful.\Especially the line of his collarbone.\I remembered that he had danced like the air, though.\And there my memory stops. response:	You got her?
context: S-Stop!\Things seemed so detached from reality just now,\and all I could remember was the appearance of the person who saved me.\He was beautiful.\Especially the line of his collarbone.\I remembered that he had danced like the air, though.\And there my memory stops.\You got her? response:	Tell the ones on top to erase her memory.
context: Things seemed so detached from reality just now,\and all I could remember was the appearance of the person who saved me.\He was beautiful.\Especially the line of his collarbone.\I remembered that he had danced like the air, though.\And there my memory stops.\You got her?\Tell the ones on top to erase her memory. response:	What is it?
context: and all I could remember was the appearance of the person who saved me.\He was beautiful.\Especially the line of his collarbone.\I remembered that he had danced like the air, though.\And there my memory stops.\You got her?\Tell the ones on top to erase her memory.\What is it? response:	Public Safety Department?
context: He was beautiful.\Especially the line of his collarbone.\I remembered that he had danced like the air, though.\And there my memory stops.\You got her?\Tell the ones on top to erase her memory.\What is it?\Public Safety Department? response:	Which means she knows that contractors exist.
context: Especially the line of his collarbone.\I remembered that he had danced like the air, though.\And there my memory stops.\You got her?\Tell the ones on top to erase her memory.\What is it?\Public Safety Department?\Which means she knows that contractors exist. response:	In that case, if we use the ME, it won't mean we've cleared out every trace.
context: I remembered that he had danced like the air, though.\And there my memory stops.\You got her?\Tell the ones on top to erase her memory.\What is it?\Public Safety Department?\Which means she knows that contractors exist.\In that case, if we use the ME, it won't mean we've cleared out every trace. response:	If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.
context: And there my memory stops.\You got her?\Tell the ones on top to erase her memory.\What is it?\Public Safety Department?\Which means she knows that contractors exist.\In that case, if we use the ME, it won't mean we've cleared out every trace.\If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public. response:	And if she does?
context: You got her?\Tell the ones on top to erase her memory.\What is it?\Public Safety Department?\Which means she knows that contractors exist.\In that case, if we use the ME, it won't mean we've cleared out every trace.\If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.\And if she does? response:	If that happens, there's only one thing to do.
context: Tell the ones on top to erase her memory.\What is it?\Public Safety Department?\Which means she knows that contractors exist.\In that case, if we use the ME, it won't mean we've cleared out every trace.\If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.\And if she does?\If that happens, there's only one thing to do. response:	Take the goods to Huang, Mao.
context: What is it?\Public Safety Department?\Which means she knows that contractors exist.\In that case, if we use the ME, it won't mean we've cleared out every trace.\If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.\And if she does?\If that happens, there's only one thing to do.\Take the goods to Huang, Mao. response:	I'll take care of the rest.
context: Public Safety Department?\Which means she knows that contractors exist.\In that case, if we use the ME, it won't mean we've cleared out every trace.\If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.\And if she does?\If that happens, there's only one thing to do.\Take the goods to Huang, Mao.\I'll take care of the rest. response:	I got it.
context: Which means she knows that contractors exist.\In that case, if we use the ME, it won't mean we've cleared out every trace.\If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.\And if she does?\If that happens, there's only one thing to do.\Take the goods to Huang, Mao.\I'll take care of the rest.\I got it. response:	A dream?
context: In that case, if we use the ME, it won't mean we've cleared out every trace.\If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.\And if she does?\If that happens, there's only one thing to do.\Take the goods to Huang, Mao.\I'll take care of the rest.\I got it.\A dream? response:	So it was...
context: If she's part of Public Safety, then at the very least, she won't be stupid and reveal information about us to the public.\And if she does?\If that happens, there's only one thing to do.\Take the goods to Huang, Mao.\I'll take care of the rest.\I got it.\A dream?\So it was... response:	That's all I could believe it was.
context: And if she does?\If that happens, there's only one thing to do.\Take the goods to Huang, Mao.\I'll take care of the rest.\I got it.\A dream?\So it was...\That's all I could believe it was. response:	But for some reason, my pulsing heart just wouldn't stop.
context: If that happens, there's only one thing to do.\Take the goods to Huang, Mao.\I'll take care of the rest.\I got it.\A dream?\So it was...\That's all I could believe it was.\But for some reason, my pulsing heart just wouldn't stop. response:	And then...
context: Take the goods to Huang, Mao.\I'll take care of the rest.\I got it.\A dream?\So it was...\That's all I could believe it was.\But for some reason, my pulsing heart just wouldn't stop.\And then... response:	A story began to flow from me.
context: I'll take care of the rest.\I got it.\A dream?\So it was...\That's all I could believe it was.\But for some reason, my pulsing heart just wouldn't stop.\And then...\A story began to flow from me. response:	It was like a drunken spring dream.
context: I got it.\A dream?\So it was...\That's all I could believe it was.\But for some reason, my pulsing heart just wouldn't stop.\And then...\A story began to flow from me.\It was like a drunken spring dream. response:	The cat had told the masked man the mysterious password.
context: A dream?\So it was...\That's all I could believe it was.\But for some reason, my pulsing heart just wouldn't stop.\And then...\A story began to flow from me.\It was like a drunken spring dream.\The cat had told the masked man the mysterious password. response:	Number, huh?
context: So it was...\That's all I could believe it was.\But for some reason, my pulsing heart just wouldn't stop.\And then...\A story began to flow from me.\It was like a drunken spring dream.\The cat had told the masked man the mysterious password.\Number, huh? response:	What would work?
context: That's all I could believe it was.\But for some reason, my pulsing heart just wouldn't stop.\And then...\A story began to flow from me.\It was like a drunken spring dream.\The cat had told the masked man the mysterious password.\Number, huh?\What would work? response:	And for some reason, this number from my dream was burned onto my mind.
context: But for some reason, my pulsing heart just wouldn't stop.\And then...\A story began to flow from me.\It was like a drunken spring dream.\The cat had told the masked man the mysterious password.\Number, huh?\What would work?\And for some reason, this number from my dream was burned onto my mind. response:	Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...
context: And then...\A story began to flow from me.\It was like a drunken spring dream.\The cat had told the masked man the mysterious password.\Number, huh?\What would work?\And for some reason, this number from my dream was burned onto my mind.\Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom... response:	You lost the goods?
context: A story began to flow from me.\It was like a drunken spring dream.\The cat had told the masked man the mysterious password.\Number, huh?\What would work?\And for some reason, this number from my dream was burned onto my mind.\Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...\You lost the goods? response:	Don't give me that crap!
context: It was like a drunken spring dream.\The cat had told the masked man the mysterious password.\Number, huh?\What would work?\And for some reason, this number from my dream was burned onto my mind.\Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...\You lost the goods?\Don't give me that crap! response:	Sorry, unexpected things happened.
context: The cat had told the masked man the mysterious password.\Number, huh?\What would work?\And for some reason, this number from my dream was burned onto my mind.\Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...\You lost the goods?\Don't give me that crap!\Sorry, unexpected things happened. response:	Cats have it tough during this season.
context: Number, huh?\What would work?\And for some reason, this number from my dream was burned onto my mind.\Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...\You lost the goods?\Don't give me that crap!\Sorry, unexpected things happened.\Cats have it tough during this season. response:	I desperately looked for it, but...
context: What would work?\And for some reason, this number from my dream was burned onto my mind.\Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...\You lost the goods?\Don't give me that crap!\Sorry, unexpected things happened.\Cats have it tough during this season.\I desperately looked for it, but... response:	Don't worry, I'll find it for sure.
context: And for some reason, this number from my dream was burned onto my mind.\Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...\You lost the goods?\Don't give me that crap!\Sorry, unexpected things happened.\Cats have it tough during this season.\I desperately looked for it, but...\Don't worry, I'll find it for sure. response:	You better! Damn it, everyone's so...
context: Episode Twenty-Six Beneath Cherry Blossoms in Full Bloom...\You lost the goods?\Don't give me that crap!\Sorry, unexpected things happened.\Cats have it tough during this season.\I desperately looked for it, but...\Don't worry, I'll find it for sure.\You better! Damn it, everyone's so... response:	By the way, don't get too close to that girl, Yin.
context: You lost the goods?\Don't give me that crap!\Sorry, unexpected things happened.\Cats have it tough during this season.\I desperately looked for it, but...\Don't worry, I'll find it for sure.\You better! Damn it, everyone's so...\By the way, don't get too close to that girl, Yin. response:	You know what situation you're in, right?
context: Don't give me that crap!\Sorry, unexpected things happened.\Cats have it tough during this season.\I desperately looked for it, but...\Don't worry, I'll find it for sure.\You better! Damn it, everyone's so...\By the way, don't get too close to that girl, Yin.\You know what situation you're in, right? response:	Huang, she's made a friend, so a little bit...
context: Sorry, unexpected things happened.\Cats have it tough during this season.\I desperately looked for it, but...\Don't worry, I'll find it for sure.\You better! Damn it, everyone's so...\By the way, don't get too close to that girl, Yin.\You know what situation you're in, right?\Huang, she's made a friend, so a little bit... response:	Stay out of this!
context: Cats have it tough during this season.\I desperately looked for it, but...\Don't worry, I'll find it for sure.\You better! Damn it, everyone's so...\By the way, don't get too close to that girl, Yin.\You know what situation you're in, right?\Huang, she's made a friend, so a little bit...\Stay out of this! response:	You got it?
context: I desperately looked for it, but...\Don't worry, I'll find it for sure.\You better! Damn it, everyone's so...\By the way, don't get too close to that girl, Yin.\You know what situation you're in, right?\Huang, she's made a friend, so a little bit...\Stay out of this!\You got it? response:	Yes.
context: Don't worry, I'll find it for sure.\You better! Damn it, everyone's so...\By the way, don't get too close to that girl, Yin.\You know what situation you're in, right?\Huang, she's made a friend, so a little bit...\Stay out of this!\You got it?\Yes. response:	There it is!
context: You better! Damn it, everyone's so...\By the way, don't get too close to that girl, Yin.\You know what situation you're in, right?\Huang, she's made a friend, so a little bit...\Stay out of this!\You got it?\Yes.\There it is! response:	Hey!
context: By the way, don't get too close to that girl, Yin.\You know what situation you're in, right?\Huang, she's made a friend, so a little bit...\Stay out of this!\You got it?\Yes.\There it is!\Hey! response:	It's mine! I've been looking for this for 2 years!
context: You know what situation you're in, right?\Huang, she's made a friend, so a little bit...\Stay out of this!\You got it?\Yes.\There it is!\Hey!\It's mine! I've been looking for this for 2 years! response:	The Maurice pilot is super rare!
context: Huang, she's made a friend, so a little bit...\Stay out of this!\You got it?\Yes.\There it is!\Hey!\It's mine! I've been looking for this for 2 years!\The Maurice pilot is super rare! response:	What are you saying? This Maurice has been waiting for me!
context: Stay out of this!\You got it?\Yes.\There it is!\Hey!\It's mine! I've been looking for this for 2 years!\The Maurice pilot is super rare!\What are you saying? This Maurice has been waiting for me! response:	A book can't possibly wait for you!
context: You got it?\Yes.\There it is!\Hey!\It's mine! I've been looking for this for 2 years!\The Maurice pilot is super rare!\What are you saying? This Maurice has been waiting for me!\A book can't possibly wait for you! response:	Your head's gone crazy!
context: Yes.\There it is!\Hey!\It's mine! I've been looking for this for 2 years!\The Maurice pilot is super rare!\What are you saying? This Maurice has been waiting for me!\A book can't possibly wait for you!\Your head's gone crazy! response:	What's crazy is your head!
context: There it is!\Hey!\It's mine! I've been looking for this for 2 years!\The Maurice pilot is super rare!\What are you saying? This Maurice has been waiting for me!\A book can't possibly wait for you!\Your head's gone crazy!\What's crazy is your head! response:	Are you serious?
context: Hey!\It's mine! I've been looking for this for 2 years!\The Maurice pilot is super rare!\What are you saying? This Maurice has been waiting for me!\A book can't possibly wait for you!\Your head's gone crazy!\What's crazy is your head!\Are you serious? response:	Are you really the MayuMayu who wrote Maurice's Night?
context: It's mine! I've been looking for this for 2 years!\The Maurice pilot is super rare!\What are you saying? This Maurice has been waiting for me!\A book can't possibly wait for you!\Your head's gone crazy!\What's crazy is your head!\Are you serious?\Are you really the MayuMayu who wrote Maurice's Night? response:	Yeah.
context: The Maurice pilot is super rare!\What are you saying? This Maurice has been waiting for me!\A book can't possibly wait for you!\Your head's gone crazy!\What's crazy is your head!\Are you serious?\Are you really the MayuMayu who wrote Maurice's Night?\Yeah. response:	I can't believe I called such a great person a brute and a swine.
context: What are you saying? This Maurice has been waiting for me!\A book can't possibly wait for you!\Your head's gone crazy!\What's crazy is your head!\Are you serious?\Are you really the MayuMayu who wrote Maurice's Night?\Yeah.\I can't believe I called such a great person a brute and a swine. response:	If there were a hole, I'd like to crawl into it right now.
context: A book can't possibly wait for you!\Your head's gone crazy!\What's crazy is your head!\Are you serious?\Are you really the MayuMayu who wrote Maurice's Night?\Yeah.\I can't believe I called such a great person a brute and a swine.\If there were a hole, I'd like to crawl into it right now. response:	It's all right, you just need to be careful from now on.
context: Your head's gone crazy!\What's crazy is your head!\Are you serious?\Are you really the MayuMayu who wrote Maurice's Night?\Yeah.\I can't believe I called such a great person a brute and a swine.\If there were a hole, I'd like to crawl into it right now.\It's all right, you just need to be careful from now on. response:	Oh yeah, that story you uploaded yesterday about the masked man was cool!
context: What's crazy is your head!\Are you serious?\Are you really the MayuMayu who wrote Maurice's Night?\Yeah.\I can't believe I called such a great person a brute and a swine.\If there were a hole, I'd like to crawl into it right now.\It's all right, you just need to be careful from now on.\Oh yeah, that story you uploaded yesterday about the masked man was cool! response:	Eh? You read it already?
context: Are you serious?\Are you really the MayuMayu who wrote Maurice's Night?\Yeah.\I can't believe I called such a great person a brute and a swine.\If there were a hole, I'd like to crawl into it right now.\It's all right, you just need to be careful from now on.\Oh yeah, that story you uploaded yesterday about the masked man was cool!\Eh? You read it already? response:	It's an original character, right?
context: Are you really the MayuMayu who wrote Maurice's Night?\Yeah.\I can't believe I called such a great person a brute and a swine.\If there were a hole, I'd like to crawl into it right now.\It's all right, you just need to be careful from now on.\Oh yeah, that story you uploaded yesterday about the masked man was cool!\Eh? You read it already?\It's an original character, right? response:	How is he going to get involved with Maurice?
context: Yeah.\I can't believe I called such a great person a brute and a swine.\If there were a hole, I'd like to crawl into it right now.\It's all right, you just need to be careful from now on.\Oh yeah, that story you uploaded yesterday about the masked man was cool!\Eh? You read it already?\It's an original character, right?\How is he going to get involved with Maurice? response:	Well, you'll just have to wait.
context: I can't believe I called such a great person a brute and a swine.\If there were a hole, I'd like to crawl into it right now.\It's all right, you just need to be careful from now on.\Oh yeah, that story you uploaded yesterday about the masked man was cool!\Eh? You read it already?\It's an original character, right?\How is he going to get involved with Maurice?\Well, you'll just have to wait. response:	It'll be unfair to other fans.
context: If there were a hole, I'd like to crawl into it right now.\It's all right, you just need to be careful from now on.\Oh yeah, that story you uploaded yesterday about the masked man was cool!\Eh? You read it already?\It's an original character, right?\How is he going to get involved with Maurice?\Well, you'll just have to wait.\It'll be unfair to other fans. response:	I see...
context: It's all right, you just need to be careful from now on.\Oh yeah, that story you uploaded yesterday about the masked man was cool!\Eh? You read it already?\It's an original character, right?\How is he going to get involved with Maurice?\Well, you'll just have to wait.\It'll be unfair to other fans.\I see... response:	But the masked man with delicious collarbones is really great!
context: Oh yeah, that story you uploaded yesterday about the masked man was cool!\Eh? You read it already?\It's an original character, right?\How is he going to get involved with Maurice?\Well, you'll just have to wait.\It'll be unfair to other fans.\I see...\But the masked man with delicious collarbones is really great! response:	I know someone like that, too.
context: Eh? You read it already?\It's an original character, right?\How is he going to get involved with Maurice?\Well, you'll just have to wait.\It'll be unfair to other fans.\I see...\But the masked man with delicious collarbones is really great!\I know someone like that, too. response:	Eh? A masked man?
context: It's an original character, right?\How is he going to get involved with Maurice?\Well, you'll just have to wait.\It'll be unfair to other fans.\I see...\But the masked man with delicious collarbones is really great!\I know someone like that, too.\Eh? A masked man? response:	No, someone with nice collarbones.
context: How is he going to get involved with Maurice?\Well, you'll just have to wait.\It'll be unfair to other fans.\I see...\But the masked man with delicious collarbones is really great!\I know someone like that, too.\Eh? A masked man?\No, someone with nice collarbones. response:	Thanks for the meal.
context: Well, you'll just have to wait.\It'll be unfair to other fans.\I see...\But the masked man with delicious collarbones is really great!\I know someone like that, too.\Eh? A masked man?\No, someone with nice collarbones.\Thanks for the meal. response:	Come again!
context: It'll be unfair to other fans.\I see...\But the masked man with delicious collarbones is really great!\I know someone like that, too.\Eh? A masked man?\No, someone with nice collarbones.\Thanks for the meal.\Come again! response:	Those collarbones...!
context: I see...\But the masked man with delicious collarbones is really great!\I know someone like that, too.\Eh? A masked man?\No, someone with nice collarbones.\Thanks for the meal.\Come again!\Those collarbones...! response:	See? They're delicious, aren't they?
context: But the masked man with delicious collarbones is really great!\I know someone like that, too.\Eh? A masked man?\No, someone with nice collarbones.\Thanks for the meal.\Come again!\Those collarbones...!\See? They're delicious, aren't they? response:	No doubt...
context: I know someone like that, too.\Eh? A masked man?\No, someone with nice collarbones.\Thanks for the meal.\Come again!\Those collarbones...!\See? They're delicious, aren't they?\No doubt... response:	There's no doubt!
context: Eh? A masked man?\No, someone with nice collarbones.\Thanks for the meal.\Come again!\Those collarbones...!\See? They're delicious, aren't they?\No doubt...\There's no doubt! response:	W-What's wrong?
context: No, someone with nice collarbones.\Thanks for the meal.\Come again!\Those collarbones...!\See? They're delicious, aren't they?\No doubt...\There's no doubt!\W-What's wrong? response:	Ah, no, it's nothing.
context: Thanks for the meal.\Come again!\Those collarbones...!\See? They're delicious, aren't they?\No doubt...\There's no doubt!\W-What's wrong?\Ah, no, it's nothing. response:	Those are the collarbones that saved me.
context: Come again!\Those collarbones...!\See? They're delicious, aren't they?\No doubt...\There's no doubt!\W-What's wrong?\Ah, no, it's nothing.\Those are the collarbones that saved me. response:	No doubt about it.
context: Those collarbones...!\See? They're delicious, aren't they?\No doubt...\There's no doubt!\W-What's wrong?\Ah, no, it's nothing.\Those are the collarbones that saved me.\No doubt about it. response:	It wasn't a dream!
context: See? They're delicious, aren't they?\No doubt...\There's no doubt!\W-What's wrong?\Ah, no, it's nothing.\Those are the collarbones that saved me.\No doubt about it.\It wasn't a dream! response:	It wasn't a dream!
context: No doubt...\There's no doubt!\W-What's wrong?\Ah, no, it's nothing.\Those are the collarbones that saved me.\No doubt about it.\It wasn't a dream!\It wasn't a dream! response:	A-Are you okay?
context: There's no doubt!\W-What's wrong?\Ah, no, it's nothing.\Those are the collarbones that saved me.\No doubt about it.\It wasn't a dream!\It wasn't a dream!\A-Are you okay? response:	Please tell me where he lives!
context: W-What's wrong?\Ah, no, it's nothing.\Those are the collarbones that saved me.\No doubt about it.\It wasn't a dream!\It wasn't a dream!\A-Are you okay?\Please tell me where he lives! response:	No! I'm the only one allowed to stalk him!
context: Ah, no, it's nothing.\Those are the collarbones that saved me.\No doubt about it.\It wasn't a dream!\It wasn't a dream!\A-Are you okay?\Please tell me where he lives!\No! I'm the only one allowed to stalk him! response:	I've been in a slump these days.
context: Those are the collarbones that saved me.\No doubt about it.\It wasn't a dream!\It wasn't a dream!\A-Are you okay?\Please tell me where he lives!\No! I'm the only one allowed to stalk him!\I've been in a slump these days. response:	Isn't that really bad?
context: No doubt about it.\It wasn't a dream!\It wasn't a dream!\A-Are you okay?\Please tell me where he lives!\No! I'm the only one allowed to stalk him!\I've been in a slump these days.\Isn't that really bad? response:	I'm sure I'd be able to write something interesting if I met him.
context: It wasn't a dream!\It wasn't a dream!\A-Are you okay?\Please tell me where he lives!\No! I'm the only one allowed to stalk him!\I've been in a slump these days.\Isn't that really bad?\I'm sure I'd be able to write something interesting if I met him. response:	Umitsuki Apartments
context: It wasn't a dream!\A-Are you okay?\Please tell me where he lives!\No! I'm the only one allowed to stalk him!\I've been in a slump these days.\Isn't that really bad?\I'm sure I'd be able to write something interesting if I met him.\Umitsuki Apartments response:	On that night, my legs had finally made their way to the Umitsuki Apartment.
context: A-Are you okay?\Please tell me where he lives!\No! I'm the only one allowed to stalk him!\I've been in a slump these days.\Isn't that really bad?\I'm sure I'd be able to write something interesting if I met him.\Umitsuki Apartments\On that night, my legs had finally made their way to the Umitsuki Apartment. response:	My desire to meet him had overcome me.
context: Please tell me where he lives!\No! I'm the only one allowed to stalk him!\I've been in a slump these days.\Isn't that really bad?\I'm sure I'd be able to write something interesting if I met him.\Umitsuki Apartments\On that night, my legs had finally made their way to the Umitsuki Apartment.\My desire to meet him had overcome me. response:	What am I doing?
context: No! I'm the only one allowed to stalk him!\I've been in a slump these days.\Isn't that really bad?\I'm sure I'd be able to write something interesting if I met him.\Umitsuki Apartments\On that night, my legs had finally made their way to the Umitsuki Apartment.\My desire to meet him had overcome me.\What am I doing? response:	Ootsuka.
context: I've been in a slump these days.\Isn't that really bad?\I'm sure I'd be able to write something interesting if I met him.\Umitsuki Apartments\On that night, my legs had finally made their way to the Umitsuki Apartment.\My desire to meet him had overcome me.\What am I doing?\Ootsuka. response:	Ootsuka!
