context: My fake out worked! response:	I ain't done yet!
context: Your own philosophy of evil. I'd like you to tell me about the art of evil.\U-Um, have you forgotten why we're really here?\No. I refuse to dance to the tune of morons\calling themselves truly evil.\I'm going to beat the warped nature out of you!\Jiggle, jiggle!\Now's our chance.\I think this is Erza-san's strategy. response:	She wants us to look for the part while she distracts them, right?
context: U-Um, have you forgotten why we're really here?\No. I refuse to dance to the tune of morons\calling themselves truly evil.\I'm going to beat the warped nature out of you!\Jiggle, jiggle!\Now's our chance.\I think this is Erza-san's strategy.\She wants us to look for the part while she distracts them, right? response:	I don't know about that. Erza looks too serious.
context: No. I refuse to dance to the tune of morons\calling themselves truly evil.\I'm going to beat the warped nature out of you!\Jiggle, jiggle!\Now's our chance.\I think this is Erza-san's strategy.\She wants us to look for the part while she distracts them, right?\I don't know about that. Erza looks too serious. response:	Erza's true intent aside, what Wendy said makes sense.
context: calling themselves truly evil.\I'm going to beat the warped nature out of you!\Jiggle, jiggle!\Now's our chance.\I think this is Erza-san's strategy.\She wants us to look for the part while she distracts them, right?\I don't know about that. Erza looks too serious.\Erza's true intent aside, what Wendy said makes sense. response:	Take this.
context: I'm going to beat the warped nature out of you!\Jiggle, jiggle!\Now's our chance.\I think this is Erza-san's strategy.\She wants us to look for the part while she distracts them, right?\I don't know about that. Erza looks too serious.\Erza's true intent aside, what Wendy said makes sense.\Take this. response:	If we find the part, I'll contact you through this.
context: Jiggle, jiggle!\Now's our chance.\I think this is Erza-san's strategy.\She wants us to look for the part while she distracts them, right?\I don't know about that. Erza looks too serious.\Erza's true intent aside, what Wendy said makes sense.\Take this.\If we find the part, I'll contact you through this. response:	Okay!
context: Now's our chance.\I think this is Erza-san's strategy.\She wants us to look for the part while she distracts them, right?\I don't know about that. Erza looks too serious.\Erza's true intent aside, what Wendy said makes sense.\Take this.\If we find the part, I'll contact you through this.\Okay! response:	You're staying here?
context: I think this is Erza-san's strategy.\She wants us to look for the part while she distracts them, right?\I don't know about that. Erza looks too serious.\Erza's true intent aside, what Wendy said makes sense.\Take this.\If we find the part, I'll contact you through this.\Okay!\You're staying here? response:	Well, I am their goddess, so...
context: She wants us to look for the part while she distracts them, right?\I don't know about that. Erza looks too serious.\Erza's true intent aside, what Wendy said makes sense.\Take this.\If we find the part, I'll contact you through this.\Okay!\You're staying here?\Well, I am their goddess, so... response:	Do you actually like that outfit...?
context: I don't know about that. Erza looks too serious.\Erza's true intent aside, what Wendy said makes sense.\Take this.\If we find the part, I'll contact you through this.\Okay!\You're staying here?\Well, I am their goddess, so...\Do you actually like that outfit...? response:	Never mind, let's go!
context: Erza's true intent aside, what Wendy said makes sense.\Take this.\If we find the part, I'll contact you through this.\Okay!\You're staying here?\Well, I am their goddess, so...\Do you actually like that outfit...?\Never mind, let's go! response:	Anyway, I keep thinking about Legion.
context: Take this.\If we find the part, I'll contact you through this.\Okay!\You're staying here?\Well, I am their goddess, so...\Do you actually like that outfit...?\Never mind, let's go!\Anyway, I keep thinking about Legion. response:	Oh yeah?
context: If we find the part, I'll contact you through this.\Okay!\You're staying here?\Well, I am their goddess, so...\Do you actually like that outfit...?\Never mind, let's go!\Anyway, I keep thinking about Legion.\Oh yeah? response:	They involved people who have nothing to do with this by spreading the word...
context: Okay!\You're staying here?\Well, I am their goddess, so...\Do you actually like that outfit...?\Never mind, let's go!\Anyway, I keep thinking about Legion.\Oh yeah?\They involved people who have nothing to do with this by spreading the word... response:	Is chaos what they're after?
context: You're staying here?\Well, I am their goddess, so...\Do you actually like that outfit...?\Never mind, let's go!\Anyway, I keep thinking about Legion.\Oh yeah?\They involved people who have nothing to do with this by spreading the word...\Is chaos what they're after? response:	Maybe both chaos and confusion...
context: Well, I am their goddess, so...\Do you actually like that outfit...?\Never mind, let's go!\Anyway, I keep thinking about Legion.\Oh yeah?\They involved people who have nothing to do with this by spreading the word...\Is chaos what they're after?\Maybe both chaos and confusion... response:	But there's no point dwelling on it. Right now, we have to...
context: Do you actually like that outfit...?\Never mind, let's go!\Anyway, I keep thinking about Legion.\Oh yeah?\They involved people who have nothing to do with this by spreading the word...\Is chaos what they're after?\Maybe both chaos and confusion...\But there's no point dwelling on it. Right now, we have to... response:	This is probably the place that Lucy guessed.
context: Never mind, let's go!\Anyway, I keep thinking about Legion.\Oh yeah?\They involved people who have nothing to do with this by spreading the word...\Is chaos what they're after?\Maybe both chaos and confusion...\But there's no point dwelling on it. Right now, we have to...\This is probably the place that Lucy guessed. response:	Time sleeps on a pillow of ancient magic wisdom.
context: Anyway, I keep thinking about Legion.\Oh yeah?\They involved people who have nothing to do with this by spreading the word...\Is chaos what they're after?\Maybe both chaos and confusion...\But there's no point dwelling on it. Right now, we have to...\This is probably the place that Lucy guessed.\Time sleeps on a pillow of ancient magic wisdom. response:	That line is a clue.
context: Oh yeah?\They involved people who have nothing to do with this by spreading the word...\Is chaos what they're after?\Maybe both chaos and confusion...\But there's no point dwelling on it. Right now, we have to...\This is probably the place that Lucy guessed.\Time sleeps on a pillow of ancient magic wisdom.\That line is a clue. response:	A pillow of wisdom?
context: They involved people who have nothing to do with this by spreading the word...\Is chaos what they're after?\Maybe both chaos and confusion...\But there's no point dwelling on it. Right now, we have to...\This is probably the place that Lucy guessed.\Time sleeps on a pillow of ancient magic wisdom.\That line is a clue.\A pillow of wisdom? response:	All of these books are on ancient magic.
context: Is chaos what they're after?\Maybe both chaos and confusion...\But there's no point dwelling on it. Right now, we have to...\This is probably the place that Lucy guessed.\Time sleeps on a pillow of ancient magic wisdom.\That line is a clue.\A pillow of wisdom?\All of these books are on ancient magic. response:	This ancient wisdom is from an age before printing technology and had to be transcribed by hand.
context: Maybe both chaos and confusion...\But there's no point dwelling on it. Right now, we have to...\This is probably the place that Lucy guessed.\Time sleeps on a pillow of ancient magic wisdom.\That line is a clue.\A pillow of wisdom?\All of these books are on ancient magic.\This ancient wisdom is from an age before printing technology and had to be transcribed by hand. response:	The knowledge and techniques from that ancient age
context: But there's no point dwelling on it. Right now, we have to...\This is probably the place that Lucy guessed.\Time sleeps on a pillow of ancient magic wisdom.\That line is a clue.\A pillow of wisdom?\All of these books are on ancient magic.\This ancient wisdom is from an age before printing technology and had to be transcribed by hand.\The knowledge and techniques from that ancient age response:	have only been preserved at the Magic Library.
context: This is probably the place that Lucy guessed.\Time sleeps on a pillow of ancient magic wisdom.\That line is a clue.\A pillow of wisdom?\All of these books are on ancient magic.\This ancient wisdom is from an age before printing technology and had to be transcribed by hand.\The knowledge and techniques from that ancient age\have only been preserved at the Magic Library. response:	And the clock part is somewhere in here?
context: Time sleeps on a pillow of ancient magic wisdom.\That line is a clue.\A pillow of wisdom?\All of these books are on ancient magic.\This ancient wisdom is from an age before printing technology and had to be transcribed by hand.\The knowledge and techniques from that ancient age\have only been preserved at the Magic Library.\And the clock part is somewhere in here? response:	It must be hidden...
context: That line is a clue.\A pillow of wisdom?\All of these books are on ancient magic.\This ancient wisdom is from an age before printing technology and had to be transcribed by hand.\The knowledge and techniques from that ancient age\have only been preserved at the Magic Library.\And the clock part is somewhere in here?\It must be hidden... response:	Roar of the Fire Dragon!
context: A pillow of wisdom?\All of these books are on ancient magic.\This ancient wisdom is from an age before printing technology and had to be transcribed by hand.\The knowledge and techniques from that ancient age\have only been preserved at the Magic Library.\And the clock part is somewhere in here?\It must be hidden...\Roar of the Fire Dragon! response:	Crap! It's blinding!
context: All of these books are on ancient magic.\This ancient wisdom is from an age before printing technology and had to be transcribed by hand.\The knowledge and techniques from that ancient age\have only been preserved at the Magic Library.\And the clock part is somewhere in here?\It must be hidden...\Roar of the Fire Dragon!\Crap! It's blinding! response:	Iron Fist of the Fire Dragon!
context: This ancient wisdom is from an age before printing technology and had to be transcribed by hand.\The knowledge and techniques from that ancient age\have only been preserved at the Magic Library.\And the clock part is somewhere in here?\It must be hidden...\Roar of the Fire Dragon!\Crap! It's blinding!\Iron Fist of the Fire Dragon! response:	What are you laughin' for?!
context: The knowledge and techniques from that ancient age\have only been preserved at the Magic Library.\And the clock part is somewhere in here?\It must be hidden...\Roar of the Fire Dragon!\Crap! It's blinding!\Iron Fist of the Fire Dragon!\What are you laughin' for?! response:	Your magic isn't so hot.
context: have only been preserved at the Magic Library.\And the clock part is somewhere in here?\It must be hidden...\Roar of the Fire Dragon!\Crap! It's blinding!\Iron Fist of the Fire Dragon!\What are you laughin' for?!\Your magic isn't so hot. response:	I actually thought this since the last time we clashed,
context: And the clock part is somewhere in here?\It must be hidden...\Roar of the Fire Dragon!\Crap! It's blinding!\Iron Fist of the Fire Dragon!\What are you laughin' for?!\Your magic isn't so hot.\I actually thought this since the last time we clashed, response:	but your attacking power isn't as impressive as it looks.
context: It must be hidden...\Roar of the Fire Dragon!\Crap! It's blinding!\Iron Fist of the Fire Dragon!\What are you laughin' for?!\Your magic isn't so hot.\I actually thought this since the last time we clashed,\but your attacking power isn't as impressive as it looks. response:	What?!
context: Roar of the Fire Dragon!\Crap! It's blinding!\Iron Fist of the Fire Dragon!\What are you laughin' for?!\Your magic isn't so hot.\I actually thought this since the last time we clashed,\but your attacking power isn't as impressive as it looks.\What?! response:	Samuel was telling us.
context: Crap! It's blinding!\Iron Fist of the Fire Dragon!\What are you laughin' for?!\Your magic isn't so hot.\I actually thought this since the last time we clashed,\but your attacking power isn't as impressive as it looks.\What?!\Samuel was telling us. response:	He said time stopped for you people for seven years.
context: Iron Fist of the Fire Dragon!\What are you laughin' for?!\Your magic isn't so hot.\I actually thought this since the last time we clashed,\but your attacking power isn't as impressive as it looks.\What?!\Samuel was telling us.\He said time stopped for you people for seven years. response:	Which means your magic is at the level it was seven years ago!
context: What are you laughin' for?!\Your magic isn't so hot.\I actually thought this since the last time we clashed,\but your attacking power isn't as impressive as it looks.\What?!\Samuel was telling us.\He said time stopped for you people for seven years.\Which means your magic is at the level it was seven years ago! response:	So what?!
context: Your magic isn't so hot.\I actually thought this since the last time we clashed,\but your attacking power isn't as impressive as it looks.\What?!\Samuel was telling us.\He said time stopped for you people for seven years.\Which means your magic is at the level it was seven years ago!\So what?! response:	While you were frozen in time, I was building myself up.
context: I actually thought this since the last time we clashed,\but your attacking power isn't as impressive as it looks.\What?!\Samuel was telling us.\He said time stopped for you people for seven years.\Which means your magic is at the level it was seven years ago!\So what?!\While you were frozen in time, I was building myself up. response:	And now, here I am!
context: but your attacking power isn't as impressive as it looks.\What?!\Samuel was telling us.\He said time stopped for you people for seven years.\Which means your magic is at the level it was seven years ago!\So what?!\While you were frozen in time, I was building myself up.\And now, here I am! response:	There's no way I'll lose to a man from seven years ago!
context: What?!\Samuel was telling us.\He said time stopped for you people for seven years.\Which means your magic is at the level it was seven years ago!\So what?!\While you were frozen in time, I was building myself up.\And now, here I am!\There's no way I'll lose to a man from seven years ago! response:	I don't know what the hell it is you're proud of!
context: Samuel was telling us.\He said time stopped for you people for seven years.\Which means your magic is at the level it was seven years ago!\So what?!\While you were frozen in time, I was building myself up.\And now, here I am!\There's no way I'll lose to a man from seven years ago!\I don't know what the hell it is you're proud of! response:	But it's neither here nor there!
context: He said time stopped for you people for seven years.\Which means your magic is at the level it was seven years ago!\So what?!\While you were frozen in time, I was building myself up.\And now, here I am!\There's no way I'll lose to a man from seven years ago!\I don't know what the hell it is you're proud of!\But it's neither here nor there! response:	I'm always at full power!
context: Which means your magic is at the level it was seven years ago!\So what?!\While you were frozen in time, I was building myself up.\And now, here I am!\There's no way I'll lose to a man from seven years ago!\I don't know what the hell it is you're proud of!\But it's neither here nor there!\I'm always at full power! response:	Brilliant Blaze of the Fire Dragon!
context: So what?!\While you were frozen in time, I was building myself up.\And now, here I am!\There's no way I'll lose to a man from seven years ago!\I don't know what the hell it is you're proud of!\But it's neither here nor there!\I'm always at full power!\Brilliant Blaze of the Fire Dragon! response:	It's useless!
context: While you were frozen in time, I was building myself up.\And now, here I am!\There's no way I'll lose to a man from seven years ago!\I don't know what the hell it is you're proud of!\But it's neither here nor there!\I'm always at full power!\Brilliant Blaze of the Fire Dragon!\It's useless! response:	Him...
context: And now, here I am!\There's no way I'll lose to a man from seven years ago!\I don't know what the hell it is you're proud of!\But it's neither here nor there!\I'm always at full power!\Brilliant Blaze of the Fire Dragon!\It's useless!\Him... response:	Natsu-nii!
context: There's no way I'll lose to a man from seven years ago!\I don't know what the hell it is you're proud of!\But it's neither here nor there!\I'm always at full power!\Brilliant Blaze of the Fire Dragon!\It's useless!\Him...\Natsu-nii! response:	Natsu!
context: I don't know what the hell it is you're proud of!\But it's neither here nor there!\I'm always at full power!\Brilliant Blaze of the Fire Dragon!\It's useless!\Him...\Natsu-nii!\Natsu! response:	Natsu!
context: But it's neither here nor there!\I'm always at full power!\Brilliant Blaze of the Fire Dragon!\It's useless!\Him...\Natsu-nii!\Natsu!\Natsu! response:	Lun-lun! I found you!
context: I'm always at full power!\Brilliant Blaze of the Fire Dragon!\It's useless!\Him...\Natsu-nii!\Natsu!\Natsu!\Lun-lun! I found you! response:	Him again!
context: Brilliant Blaze of the Fire Dragon!\It's useless!\Him...\Natsu-nii!\Natsu!\Natsu!\Lun-lun! I found you!\Him again! response:	And his nickname for her has changed again...
context: It's useless!\Him...\Natsu-nii!\Natsu!\Natsu!\Lun-lun! I found you!\Him again!\And his nickname for her has changed again... response:	Now, come to me!
context: Him...\Natsu-nii!\Natsu!\Natsu!\Lun-lun! I found you!\Him again!\And his nickname for her has changed again...\Now, come to me! response:	Shut up!
context: Natsu-nii!\Natsu!\Natsu!\Lun-lun! I found you!\Him again!\And his nickname for her has changed again...\Now, come to me!\Shut up! response:	You butt out!
context: Natsu!\Natsu!\Lun-lun! I found you!\Him again!\And his nickname for her has changed again...\Now, come to me!\Shut up!\You butt out! response:	You didn't learn your lesson!
context: Natsu!\Lun-lun! I found you!\Him again!\And his nickname for her has changed again...\Now, come to me!\Shut up!\You butt out!\You didn't learn your lesson! response:	You did it again!
context: Lun-lun! I found you!\Him again!\And his nickname for her has changed again...\Now, come to me!\Shut up!\You butt out!\You didn't learn your lesson!\You did it again! response:	So, Lu-tan...
context: Him again!\And his nickname for her has changed again...\Now, come to me!\Shut up!\You butt out!\You didn't learn your lesson!\You did it again!\So, Lu-tan... response:	Stay away from me!
context: And his nickname for her has changed again...\Now, come to me!\Shut up!\You butt out!\You didn't learn your lesson!\You did it again!\So, Lu-tan...\Stay away from me! response:	Take this!
context: Now, come to me!\Shut up!\You butt out!\You didn't learn your lesson!\You did it again!\So, Lu-tan...\Stay away from me!\Take this! response:	Don't you have the capacity to learn either?!
context: Shut up!\You butt out!\You didn't learn your lesson!\You did it again!\So, Lu-tan...\Stay away from me!\Take this!\Don't you have the capacity to learn either?! response:	Natsu!
context: You butt out!\You didn't learn your lesson!\You did it again!\So, Lu-tan...\Stay away from me!\Take this!\Don't you have the capacity to learn either?!\Natsu! response:	Na...tsu...
context: You didn't learn your lesson!\You did it again!\So, Lu-tan...\Stay away from me!\Take this!\Don't you have the capacity to learn either?!\Natsu!\Na...tsu... response:	You didn't do that on purpose, did you?
context: You did it again!\So, Lu-tan...\Stay away from me!\Take this!\Don't you have the capacity to learn either?!\Natsu!\Na...tsu...\You didn't do that on purpose, did you? response:	You accuse me too, Michelle?
context: So, Lu-tan...\Stay away from me!\Take this!\Don't you have the capacity to learn either?!\Natsu!\Na...tsu...\You didn't do that on purpose, did you?\You accuse me too, Michelle? response:	We didn't know this black costume had a secret like that!
context: Stay away from me!\Take this!\Don't you have the capacity to learn either?!\Natsu!\Na...tsu...\You didn't do that on purpose, did you?\You accuse me too, Michelle?\We didn't know this black costume had a secret like that! response:	Will you cry for me, lackeys?
context: Take this!\Don't you have the capacity to learn either?!\Natsu!\Na...tsu...\You didn't do that on purpose, did you?\You accuse me too, Michelle?\We didn't know this black costume had a secret like that!\Will you cry for me, lackeys? response:	Boss!
context: Don't you have the capacity to learn either?!\Natsu!\Na...tsu...\You didn't do that on purpose, did you?\You accuse me too, Michelle?\We didn't know this black costume had a secret like that!\Will you cry for me, lackeys?\Boss! response:	Erza-san, what should we do?
context: Natsu!\Na...tsu...\You didn't do that on purpose, did you?\You accuse me too, Michelle?\We didn't know this black costume had a secret like that!\Will you cry for me, lackeys?\Boss!\Erza-san, what should we do? response:	I don't know how to react to that story...
context: Na...tsu...\You didn't do that on purpose, did you?\You accuse me too, Michelle?\We didn't know this black costume had a secret like that!\Will you cry for me, lackeys?\Boss!\Erza-san, what should we do?\I don't know how to react to that story... response:	I can't cry.
context: You didn't do that on purpose, did you?\You accuse me too, Michelle?\We didn't know this black costume had a secret like that!\Will you cry for me, lackeys?\Boss!\Erza-san, what should we do?\I don't know how to react to that story...\I can't cry. response:	So you spilled ink on a T-shirt when you were a kid
context: You accuse me too, Michelle?\We didn't know this black costume had a secret like that!\Will you cry for me, lackeys?\Boss!\Erza-san, what should we do?\I don't know how to react to that story...\I can't cry.\So you spilled ink on a T-shirt when you were a kid response:	and were afraid your parents would be mad, so you dyed the whole thing black with ink.
context: We didn't know this black costume had a secret like that!\Will you cry for me, lackeys?\Boss!\Erza-san, what should we do?\I don't know how to react to that story...\I can't cry.\So you spilled ink on a T-shirt when you were a kid\and were afraid your parents would be mad, so you dyed the whole thing black with ink. response:	How is that worthy of tears?!
context: Will you cry for me, lackeys?\Boss!\Erza-san, what should we do?\I don't know how to react to that story...\I can't cry.\So you spilled ink on a T-shirt when you were a kid\and were afraid your parents would be mad, so you dyed the whole thing black with ink.\How is that worthy of tears?! response:	It's a heroic story!
context: Boss!\Erza-san, what should we do?\I don't know how to react to that story...\I can't cry.\So you spilled ink on a T-shirt when you were a kid\and were afraid your parents would be mad, so you dyed the whole thing black with ink.\How is that worthy of tears?!\It's a heroic story! response:	You're soft!
context: Erza-san, what should we do?\I don't know how to react to that story...\I can't cry.\So you spilled ink on a T-shirt when you were a kid\and were afraid your parents would be mad, so you dyed the whole thing black with ink.\How is that worthy of tears?!\It's a heroic story!\You're soft! response:	That isn't evil!
context: I don't know how to react to that story...\I can't cry.\So you spilled ink on a T-shirt when you were a kid\and were afraid your parents would be mad, so you dyed the whole thing black with ink.\How is that worthy of tears?!\It's a heroic story!\You're soft!\That isn't evil! response:	What?!
context: I can't cry.\So you spilled ink on a T-shirt when you were a kid\and were afraid your parents would be mad, so you dyed the whole thing black with ink.\How is that worthy of tears?!\It's a heroic story!\You're soft!\That isn't evil!\What?! response:	In the first place, your subordinates fawn on you because you do that kind of thing!
context: So you spilled ink on a T-shirt when you were a kid\and were afraid your parents would be mad, so you dyed the whole thing black with ink.\How is that worthy of tears?!\It's a heroic story!\You're soft!\That isn't evil!\What?!\In the first place, your subordinates fawn on you because you do that kind of thing! response:	If you're going to call yourself a leader, you have to set an example for your followers!
context: and were afraid your parents would be mad, so you dyed the whole thing black with ink.\How is that worthy of tears?!\It's a heroic story!\You're soft!\That isn't evil!\What?!\In the first place, your subordinates fawn on you because you do that kind of thing!\If you're going to call yourself a leader, you have to set an example for your followers! response:	You're kind of getting off track again...
context: How is that worthy of tears?!\It's a heroic story!\You're soft!\That isn't evil!\What?!\In the first place, your subordinates fawn on you because you do that kind of thing!\If you're going to call yourself a leader, you have to set an example for your followers!\You're kind of getting off track again... response:	And so, you! Give me 100 push-ups!
context: It's a heroic story!\You're soft!\That isn't evil!\What?!\In the first place, your subordinates fawn on you because you do that kind of thing!\If you're going to call yourself a leader, you have to set an example for your followers!\You're kind of getting off track again...\And so, you! Give me 100 push-ups! response:	What?!
context: You're soft!\That isn't evil!\What?!\In the first place, your subordinates fawn on you because you do that kind of thing!\If you're going to call yourself a leader, you have to set an example for your followers!\You're kind of getting off track again...\And so, you! Give me 100 push-ups!\What?! response:	If you're going to force your subordinates to do push-ups, first show them how it's done!
context: That isn't evil!\What?!\In the first place, your subordinates fawn on you because you do that kind of thing!\If you're going to call yourself a leader, you have to set an example for your followers!\You're kind of getting off track again...\And so, you! Give me 100 push-ups!\What?!\If you're going to force your subordinates to do push-ups, first show them how it's done! response:	If your evil behavior is half-assed, your push-ups are going to be half-assed, too!
context: What?!\In the first place, your subordinates fawn on you because you do that kind of thing!\If you're going to call yourself a leader, you have to set an example for your followers!\You're kind of getting off track again...\And so, you! Give me 100 push-ups!\What?!\If you're going to force your subordinates to do push-ups, first show them how it's done!\If your evil behavior is half-assed, your push-ups are going to be half-assed, too! response:	Give me 100 honest push-ups!
context: In the first place, your subordinates fawn on you because you do that kind of thing!\If you're going to call yourself a leader, you have to set an example for your followers!\You're kind of getting off track again...\And so, you! Give me 100 push-ups!\What?!\If you're going to force your subordinates to do push-ups, first show them how it's done!\If your evil behavior is half-assed, your push-ups are going to be half-assed, too!\Give me 100 honest push-ups! response:	What?!
context: If you're going to call yourself a leader, you have to set an example for your followers!\You're kind of getting off track again...\And so, you! Give me 100 push-ups!\What?!\If you're going to force your subordinates to do push-ups, first show them how it's done!\If your evil behavior is half-assed, your push-ups are going to be half-assed, too!\Give me 100 honest push-ups!\What?! response:	Boss!
context: You're kind of getting off track again...\And so, you! Give me 100 push-ups!\What?!\If you're going to force your subordinates to do push-ups, first show them how it's done!\If your evil behavior is half-assed, your push-ups are going to be half-assed, too!\Give me 100 honest push-ups!\What?!\Boss! response:	Make her eat crow by knockin' out 100 push-ups!
context: And so, you! Give me 100 push-ups!\What?!\If you're going to force your subordinates to do push-ups, first show them how it's done!\If your evil behavior is half-assed, your push-ups are going to be half-assed, too!\Give me 100 honest push-ups!\What?!\Boss!\Make her eat crow by knockin' out 100 push-ups! response:	Nobody says eat crow these days...
context: What?!\If you're going to force your subordinates to do push-ups, first show them how it's done!\If your evil behavior is half-assed, your push-ups are going to be half-assed, too!\Give me 100 honest push-ups!\What?!\Boss!\Make her eat crow by knockin' out 100 push-ups!\Nobody says eat crow these days... response:	Boss! Please!
context: If you're going to force your subordinates to do push-ups, first show them how it's done!\If your evil behavior is half-assed, your push-ups are going to be half-assed, too!\Give me 100 honest push-ups!\What?!\Boss!\Make her eat crow by knockin' out 100 push-ups!\Nobody says eat crow these days...\Boss! Please! response:	Those gazes full of hope make my heart ache... I'll do it!
context: If your evil behavior is half-assed, your push-ups are going to be half-assed, too!\Give me 100 honest push-ups!\What?!\Boss!\Make her eat crow by knockin' out 100 push-ups!\Nobody says eat crow these days...\Boss! Please!\Those gazes full of hope make my heart ache... I'll do it! response:	Fine. I'll do it.
context: Give me 100 honest push-ups!\What?!\Boss!\Make her eat crow by knockin' out 100 push-ups!\Nobody says eat crow these days...\Boss! Please!\Those gazes full of hope make my heart ache... I'll do it!\Fine. I'll do it. response:	Watch me, lackeys! This is truly evil!
context: What?!\Boss!\Make her eat crow by knockin' out 100 push-ups!\Nobody says eat crow these days...\Boss! Please!\Those gazes full of hope make my heart ache... I'll do it!\Fine. I'll do it.\Watch me, lackeys! This is truly evil! response:	He's so fast!
context: Boss!\Make her eat crow by knockin' out 100 push-ups!\Nobody says eat crow these days...\Boss! Please!\Those gazes full of hope make my heart ache... I'll do it!\Fine. I'll do it.\Watch me, lackeys! This is truly evil!\He's so fast! response:	The Boss never disappoints!
context: Make her eat crow by knockin' out 100 push-ups!\Nobody says eat crow these days...\Boss! Please!\Those gazes full of hope make my heart ache... I'll do it!\Fine. I'll do it.\Watch me, lackeys! This is truly evil!\He's so fast!\The Boss never disappoints! response:	Um... Maybe you should pace yourself...
context: Nobody says eat crow these days...\Boss! Please!\Those gazes full of hope make my heart ache... I'll do it!\Fine. I'll do it.\Watch me, lackeys! This is truly evil!\He's so fast!\The Boss never disappoints!\Um... Maybe you should pace yourself... response:	And so, things are messed up beyond all recognition at the Magic Library.
context: Boss! Please!\Those gazes full of hope make my heart ache... I'll do it!\Fine. I'll do it.\Watch me, lackeys! This is truly evil!\He's so fast!\The Boss never disappoints!\Um... Maybe you should pace yourself...\And so, things are messed up beyond all recognition at the Magic Library. response:	Meanwhile, the chaos is deepening here, too.
context: Those gazes full of hope make my heart ache... I'll do it!\Fine. I'll do it.\Watch me, lackeys! This is truly evil!\He's so fast!\The Boss never disappoints!\Um... Maybe you should pace yourself...\And so, things are messed up beyond all recognition at the Magic Library.\Meanwhile, the chaos is deepening here, too. response:	Go ahead, fire. You'll just end up destroying this place.
context: Fine. I'll do it.\Watch me, lackeys! This is truly evil!\He's so fast!\The Boss never disappoints!\Um... Maybe you should pace yourself...\And so, things are messed up beyond all recognition at the Magic Library.\Meanwhile, the chaos is deepening here, too.\Go ahead, fire. You'll just end up destroying this place. response:	Romeo, he's right! We mustn't use magic here!
context: Watch me, lackeys! This is truly evil!\He's so fast!\The Boss never disappoints!\Um... Maybe you should pace yourself...\And so, things are messed up beyond all recognition at the Magic Library.\Meanwhile, the chaos is deepening here, too.\Go ahead, fire. You'll just end up destroying this place.\Romeo, he's right! We mustn't use magic here! response:	Dammit!
context: He's so fast!\The Boss never disappoints!\Um... Maybe you should pace yourself...\And so, things are messed up beyond all recognition at the Magic Library.\Meanwhile, the chaos is deepening here, too.\Go ahead, fire. You'll just end up destroying this place.\Romeo, he's right! We mustn't use magic here!\Dammit! response:	Lu-pyon!
context: The Boss never disappoints!\Um... Maybe you should pace yourself...\And so, things are messed up beyond all recognition at the Magic Library.\Meanwhile, the chaos is deepening here, too.\Go ahead, fire. You'll just end up destroying this place.\Romeo, he's right! We mustn't use magic here!\Dammit!\Lu-pyon! response:	Come, with God as our witness, let's continue with our wedding ceremony!
context: Um... Maybe you should pace yourself...\And so, things are messed up beyond all recognition at the Magic Library.\Meanwhile, the chaos is deepening here, too.\Go ahead, fire. You'll just end up destroying this place.\Romeo, he's right! We mustn't use magic here!\Dammit!\Lu-pyon!\Come, with God as our witness, let's continue with our wedding ceremony! response:	Enough already!
context: And so, things are messed up beyond all recognition at the Magic Library.\Meanwhile, the chaos is deepening here, too.\Go ahead, fire. You'll just end up destroying this place.\Romeo, he's right! We mustn't use magic here!\Dammit!\Lu-pyon!\Come, with God as our witness, let's continue with our wedding ceremony!\Enough already! response:	Wait for me!
context: Meanwhile, the chaos is deepening here, too.\Go ahead, fire. You'll just end up destroying this place.\Romeo, he's right! We mustn't use magic here!\Dammit!\Lu-pyon!\Come, with God as our witness, let's continue with our wedding ceremony!\Enough already!\Wait for me! response:	Do it by yourself!
context: Go ahead, fire. You'll just end up destroying this place.\Romeo, he's right! We mustn't use magic here!\Dammit!\Lu-pyon!\Come, with God as our witness, let's continue with our wedding ceremony!\Enough already!\Wait for me!\Do it by yourself! response:	Michelle! Do something!
context: Romeo, he's right! We mustn't use magic here!\Dammit!\Lu-pyon!\Come, with God as our witness, let's continue with our wedding ceremony!\Enough already!\Wait for me!\Do it by yourself!\Michelle! Do something! response:	Anyway, we need to get him out of here!
context: Dammit!\Lu-pyon!\Come, with God as our witness, let's continue with our wedding ceremony!\Enough already!\Wait for me!\Do it by yourself!\Michelle! Do something!\Anyway, we need to get him out of here! response:	He doesn't know yet that the part might be in here.
context: Lu-pyon!\Come, with God as our witness, let's continue with our wedding ceremony!\Enough already!\Wait for me!\Do it by yourself!\Michelle! Do something!\Anyway, we need to get him out of here!\He doesn't know yet that the part might be in here. response:	But how can we get him out?
context: Come, with God as our witness, let's continue with our wedding ceremony!\Enough already!\Wait for me!\Do it by yourself!\Michelle! Do something!\Anyway, we need to get him out of here!\He doesn't know yet that the part might be in here.\But how can we get him out? response:	I've got a good idea!
context: Enough already!\Wait for me!\Do it by yourself!\Michelle! Do something!\Anyway, we need to get him out of here!\He doesn't know yet that the part might be in here.\But how can we get him out?\I've got a good idea! response:	I thought of something, too.
context: Wait for me!\Do it by yourself!\Michelle! Do something!\Anyway, we need to get him out of here!\He doesn't know yet that the part might be in here.\But how can we get him out?\I've got a good idea!\I thought of something, too. response:	What? What is it?
